context: Miyagi High School Track and Field Meet response:	The boys 5,000 meter finals will begin shortly.
context: Are you making light of track and field? Huh?\No.\I'm asking you, Kurahara!\What is that?\Don't worry.\If anything happens...\Whoa...\Say something. response:	Aren't you embarrassed to run at their level?
context: No.\I'm asking you, Kurahara!\What is that?\Don't worry.\If anything happens...\Whoa...\Say something.\Aren't you embarrassed to run at their level? response:	Our level?
context: I'm asking you, Kurahara!\What is that?\Don't worry.\If anything happens...\Whoa...\Say something.\Aren't you embarrassed to run at their level?\Our level? response:	If anything, I find it invigorating.
context: What is that?\Don't worry.\If anything happens...\Whoa...\Say something.\Aren't you embarrassed to run at their level?\Our level?\If anything, I find it invigorating. response:	This is why I hate them...
context: Don't worry.\If anything happens...\Whoa...\Say something.\Aren't you embarrassed to run at their level?\Our level?\If anything, I find it invigorating.\This is why I hate them... response:	It's always about levels, winning and losing.
context: If anything happens...\Whoa...\Say something.\Aren't you embarrassed to run at their level?\Our level?\If anything, I find it invigorating.\This is why I hate them...\It's always about levels, winning and losing. response:	They can only describe things on that level.
context: Whoa...\Say something.\Aren't you embarrassed to run at their level?\Our level?\If anything, I find it invigorating.\This is why I hate them...\It's always about levels, winning and losing.\They can only describe things on that level. response:	Prince?
context: Say something.\Aren't you embarrassed to run at their level?\Our level?\If anything, I find it invigorating.\This is why I hate them...\It's always about levels, winning and losing.\They can only describe things on that level.\Prince? response:	I really hate running,
context: Aren't you embarrassed to run at their level?\Our level?\If anything, I find it invigorating.\This is why I hate them...\It's always about levels, winning and losing.\They can only describe things on that level.\Prince?\I really hate running, response:	but more than that,
context: Our level?\If anything, I find it invigorating.\This is why I hate them...\It's always about levels, winning and losing.\They can only describe things on that level.\Prince?\I really hate running,\but more than that, response:	I hate people who criticize others for what they do!
context: If anything, I find it invigorating.\This is why I hate them...\It's always about levels, winning and losing.\They can only describe things on that level.\Prince?\I really hate running,\but more than that,\I hate people who criticize others for what they do! response:	I'm not sure if these people are my friends or not.
context: This is why I hate them...\It's always about levels, winning and losing.\They can only describe things on that level.\Prince?\I really hate running,\but more than that,\I hate people who criticize others for what they do!\I'm not sure if these people are my friends or not. response:	Hey.
context: It's always about levels, winning and losing.\They can only describe things on that level.\Prince?\I really hate running,\but more than that,\I hate people who criticize others for what they do!\I'm not sure if these people are my friends or not.\Hey. response:	But at the very least,
context: They can only describe things on that level.\Prince?\I really hate running,\but more than that,\I hate people who criticize others for what they do!\I'm not sure if these people are my friends or not.\Hey.\But at the very least, response:	they recognize me, my ideas, and my worth.
context: Prince?\I really hate running,\but more than that,\I hate people who criticize others for what they do!\I'm not sure if these people are my friends or not.\Hey.\But at the very least,\they recognize me, my ideas, and my worth. response:	Among them, there is no high or low level.
context: I really hate running,\but more than that,\I hate people who criticize others for what they do!\I'm not sure if these people are my friends or not.\Hey.\But at the very least,\they recognize me, my ideas, and my worth.\Among them, there is no high or low level. response:	The only thing that matters is who we are!
context: but more than that,\I hate people who criticize others for what they do!\I'm not sure if these people are my friends or not.\Hey.\But at the very least,\they recognize me, my ideas, and my worth.\Among them, there is no high or low level.\The only thing that matters is who we are! response:	So I...
context: I hate people who criticize others for what they do!\I'm not sure if these people are my friends or not.\Hey.\But at the very least,\they recognize me, my ideas, and my worth.\Among them, there is no high or low level.\The only thing that matters is who we are!\So I... response:	Prince...
context: I'm not sure if these people are my friends or not.\Hey.\But at the very least,\they recognize me, my ideas, and my worth.\Among them, there is no high or low level.\The only thing that matters is who we are!\So I...\Prince... response:	You heard him.
context: Hey.\But at the very least,\they recognize me, my ideas, and my worth.\Among them, there is no high or low level.\The only thing that matters is who we are!\So I...\Prince...\You heard him. response:	That was quick!
context: But at the very least,\they recognize me, my ideas, and my worth.\Among them, there is no high or low level.\The only thing that matters is who we are!\So I...\Prince...\You heard him.\That was quick! response:	Kakeru will get faster.
context: they recognize me, my ideas, and my worth.\Among them, there is no high or low level.\The only thing that matters is who we are!\So I...\Prince...\You heard him.\That was quick!\Kakeru will get faster. response:	Even faster than when you knew him.
context: Among them, there is no high or low level.\The only thing that matters is who we are!\So I...\Prince...\You heard him.\That was quick!\Kakeru will get faster.\Even faster than when you knew him. response:	Sakaki!
context: The only thing that matters is who we are!\So I...\Prince...\You heard him.\That was quick!\Kakeru will get faster.\Even faster than when you knew him.\Sakaki! response:	We'll meet again.
context: So I...\Prince...\You heard him.\That was quick!\Kakeru will get faster.\Even faster than when you knew him.\Sakaki!\We'll meet again. response:	What was that? A declaration of war?
context: Prince...\You heard him.\That was quick!\Kakeru will get faster.\Even faster than when you knew him.\Sakaki!\We'll meet again.\What was that? A declaration of war? response:	What?
context: You heard him.\That was quick!\Kakeru will get faster.\Even faster than when you knew him.\Sakaki!\We'll meet again.\What was that? A declaration of war?\What? response:	Didn't you mean he'll pay for this?
context: That was quick!\Kakeru will get faster.\Even faster than when you knew him.\Sakaki!\We'll meet again.\What was that? A declaration of war?\What?\Didn't you mean he'll pay for this? response:	No!
context: Kakeru will get faster.\Even faster than when you knew him.\Sakaki!\We'll meet again.\What was that? A declaration of war?\What?\Didn't you mean he'll pay for this?\No! response:	You're the type to provoke people subconsciously.
context: Even faster than when you knew him.\Sakaki!\We'll meet again.\What was that? A declaration of war?\What?\Didn't you mean he'll pay for this?\No!\You're the type to provoke people subconsciously. response:	What?!
context: Sakaki!\We'll meet again.\What was that? A declaration of war?\What?\Didn't you mean he'll pay for this?\No!\You're the type to provoke people subconsciously.\What?! response:	You were cool, though.
context: We'll meet again.\What was that? A declaration of war?\What?\Didn't you mean he'll pay for this?\No!\You're the type to provoke people subconsciously.\What?!\You were cool, though. response:	You, Haiji, and Prince.
context: What was that? A declaration of war?\What?\Didn't you mean he'll pay for this?\No!\You're the type to provoke people subconsciously.\What?!\You were cool, though.\You, Haiji, and Prince. response:	We've got a goal for now.
context: What?\Didn't you mean he'll pay for this?\No!\You're the type to provoke people subconsciously.\What?!\You were cool, though.\You, Haiji, and Prince.\We've got a goal for now. response:	Yeah! Let's run in this track meet!
context: Didn't you mean he'll pay for this?\No!\You're the type to provoke people subconsciously.\What?!\You were cool, though.\You, Haiji, and Prince.\We've got a goal for now.\Yeah! Let's run in this track meet! response:	You just watch us, damn it! Who cares if we're low level?
context: No!\You're the type to provoke people subconsciously.\What?!\You were cool, though.\You, Haiji, and Prince.\We've got a goal for now.\Yeah! Let's run in this track meet!\You just watch us, damn it! Who cares if we're low level? response:	Prince is right. You're you.
context: You're the type to provoke people subconsciously.\What?!\You were cool, though.\You, Haiji, and Prince.\We've got a goal for now.\Yeah! Let's run in this track meet!\You just watch us, damn it! Who cares if we're low level?\Prince is right. You're you. response:	Do what you want.
context: What?!\You were cool, though.\You, Haiji, and Prince.\We've got a goal for now.\Yeah! Let's run in this track meet!\You just watch us, damn it! Who cares if we're low level?\Prince is right. You're you.\Do what you want. response:	So will I.
context: You were cool, though.\You, Haiji, and Prince.\We've got a goal for now.\Yeah! Let's run in this track meet!\You just watch us, damn it! Who cares if we're low level?\Prince is right. You're you.\Do what you want.\So will I. response:	That's why I'll run with you and the rest of the guys.
context: You, Haiji, and Prince.\We've got a goal for now.\Yeah! Let's run in this track meet!\You just watch us, damn it! Who cares if we're low level?\Prince is right. You're you.\Do what you want.\So will I.\That's why I'll run with you and the rest of the guys. response:	Let's head back. Breakfast is waiting.
context: We've got a goal for now.\Yeah! Let's run in this track meet!\You just watch us, damn it! Who cares if we're low level?\Prince is right. You're you.\Do what you want.\So will I.\That's why I'll run with you and the rest of the guys.\Let's head back. Breakfast is waiting. response:	Yeah!
context: Yeah! Let's run in this track meet!\You just watch us, damn it! Who cares if we're low level?\Prince is right. You're you.\Do what you want.\So will I.\That's why I'll run with you and the rest of the guys.\Let's head back. Breakfast is waiting.\Yeah! response:	Can you walk?
context: You just watch us, damn it! Who cares if we're low level?\Prince is right. You're you.\Do what you want.\So will I.\That's why I'll run with you and the rest of the guys.\Let's head back. Breakfast is waiting.\Yeah!\Can you walk? response:	Finally, food!
context: Prince is right. You're you.\Do what you want.\So will I.\That's why I'll run with you and the rest of the guys.\Let's head back. Breakfast is waiting.\Yeah!\Can you walk?\Finally, food! response:	This is the beginning of our adventure!
context: Do what you want.\So will I.\That's why I'll run with you and the rest of the guys.\Let's head back. Breakfast is waiting.\Yeah!\Can you walk?\Finally, food!\This is the beginning of our adventure! response:	Next time: The Ones Not Chosen.
context: So will I.\That's why I'll run with you and the rest of the guys.\Let's head back. Breakfast is waiting.\Yeah!\Can you walk?\Finally, food!\This is the beginning of our adventure!\Next time: The Ones Not Chosen. response:	Next Time: The Ones Not Chosen
