context: You're Senator Beriam's wife, right? response:	The order has been switched around.
context: We always provide our customers with the best service we possibly-\Why don't you come out and tell me where that dirty brat Genoard is!\J-Just a moment...\Unless you want an early death, tell me what you know!\I'll tell you! I'll tell you, just let me go!\Don't make me mad.\Now tell me! Where is Dallas Genoard?!\I don't know anything more than what I already told your men earlier. response:	However, I can't say that I don't have any incidental information.
context: Why don't you come out and tell me where that dirty brat Genoard is!\J-Just a moment...\Unless you want an early death, tell me what you know!\I'll tell you! I'll tell you, just let me go!\Don't make me mad.\Now tell me! Where is Dallas Genoard?!\I don't know anything more than what I already told your men earlier.\However, I can't say that I don't have any incidental information. response:	Whatever you've got, tell me!
context: J-Just a moment...\Unless you want an early death, tell me what you know!\I'll tell you! I'll tell you, just let me go!\Don't make me mad.\Now tell me! Where is Dallas Genoard?!\I don't know anything more than what I already told your men earlier.\However, I can't say that I don't have any incidental information.\Whatever you've got, tell me! response:	The Gandor Family is also after Dallas.
context: Unless you want an early death, tell me what you know!\I'll tell you! I'll tell you, just let me go!\Don't make me mad.\Now tell me! Where is Dallas Genoard?!\I don't know anything more than what I already told your men earlier.\However, I can't say that I don't have any incidental information.\Whatever you've got, tell me!\The Gandor Family is also after Dallas. response:	The Gandors?
context: I'll tell you! I'll tell you, just let me go!\Don't make me mad.\Now tell me! Where is Dallas Genoard?!\I don't know anything more than what I already told your men earlier.\However, I can't say that I don't have any incidental information.\Whatever you've got, tell me!\The Gandor Family is also after Dallas.\The Gandors? response:	Why might that be? Hmm?
context: Don't make me mad.\Now tell me! Where is Dallas Genoard?!\I don't know anything more than what I already told your men earlier.\However, I can't say that I don't have any incidental information.\Whatever you've got, tell me!\The Gandor Family is also after Dallas.\The Gandors?\Why might that be? Hmm? response:	Would it be a bad thing if the Gandors were to find Dallas first?
context: Now tell me! Where is Dallas Genoard?!\I don't know anything more than what I already told your men earlier.\However, I can't say that I don't have any incidental information.\Whatever you've got, tell me!\The Gandor Family is also after Dallas.\The Gandors?\Why might that be? Hmm?\Would it be a bad thing if the Gandors were to find Dallas first? response:	Tell me how to get the jump on the Gandors.
context: I don't know anything more than what I already told your men earlier.\However, I can't say that I don't have any incidental information.\Whatever you've got, tell me!\The Gandor Family is also after Dallas.\The Gandors?\Why might that be? Hmm?\Would it be a bad thing if the Gandors were to find Dallas first?\Tell me how to get the jump on the Gandors. response:	Dallas Genoard has a younger sister.
context: However, I can't say that I don't have any incidental information.\Whatever you've got, tell me!\The Gandor Family is also after Dallas.\The Gandors?\Why might that be? Hmm?\Would it be a bad thing if the Gandors were to find Dallas first?\Tell me how to get the jump on the Gandors.\Dallas Genoard has a younger sister. response:	A sister he treats very dearly, considering the ne'er-do-well that he is.
context: Whatever you've got, tell me!\The Gandor Family is also after Dallas.\The Gandors?\Why might that be? Hmm?\Would it be a bad thing if the Gandors were to find Dallas first?\Tell me how to get the jump on the Gandors.\Dallas Genoard has a younger sister.\A sister he treats very dearly, considering the ne'er-do-well that he is. response:	Go on.
context: The Gandor Family is also after Dallas.\The Gandors?\Why might that be? Hmm?\Would it be a bad thing if the Gandors were to find Dallas first?\Tell me how to get the jump on the Gandors.\Dallas Genoard has a younger sister.\A sister he treats very dearly, considering the ne'er-do-well that he is.\Go on. response:	She would make for some fine bait to reel Dallas in, wouldn't she?
context: The Gandors?\Why might that be? Hmm?\Would it be a bad thing if the Gandors were to find Dallas first?\Tell me how to get the jump on the Gandors.\Dallas Genoard has a younger sister.\A sister he treats very dearly, considering the ne'er-do-well that he is.\Go on.\She would make for some fine bait to reel Dallas in, wouldn't she? response:	There are no hard feelings between you two, right?
context: Why might that be? Hmm?\Would it be a bad thing if the Gandors were to find Dallas first?\Tell me how to get the jump on the Gandors.\Dallas Genoard has a younger sister.\A sister he treats very dearly, considering the ne'er-do-well that he is.\Go on.\She would make for some fine bait to reel Dallas in, wouldn't she?\There are no hard feelings between you two, right? response:	If you stab your opponent in the chest, I will kill you on the spot.
context: Would it be a bad thing if the Gandors were to find Dallas first?\Tell me how to get the jump on the Gandors.\Dallas Genoard has a younger sister.\A sister he treats very dearly, considering the ne'er-do-well that he is.\Go on.\She would make for some fine bait to reel Dallas in, wouldn't she?\There are no hard feelings between you two, right?\If you stab your opponent in the chest, I will kill you on the spot. response:	Is that clear, both of you?
context: Tell me how to get the jump on the Gandors.\Dallas Genoard has a younger sister.\A sister he treats very dearly, considering the ne'er-do-well that he is.\Go on.\She would make for some fine bait to reel Dallas in, wouldn't she?\There are no hard feelings between you two, right?\If you stab your opponent in the chest, I will kill you on the spot.\Is that clear, both of you? response:	Very well, you may begin.
context: Dallas Genoard has a younger sister.\A sister he treats very dearly, considering the ne'er-do-well that he is.\Go on.\She would make for some fine bait to reel Dallas in, wouldn't she?\There are no hard feelings between you two, right?\If you stab your opponent in the chest, I will kill you on the spot.\Is that clear, both of you?\Very well, you may begin. response:	Gentlemen, the match is over.
context: A sister he treats very dearly, considering the ne'er-do-well that he is.\Go on.\She would make for some fine bait to reel Dallas in, wouldn't she?\There are no hard feelings between you two, right?\If you stab your opponent in the chest, I will kill you on the spot.\Is that clear, both of you?\Very well, you may begin.\Gentlemen, the match is over. response:	That was amazing, Firo!
context: Go on.\She would make for some fine bait to reel Dallas in, wouldn't she?\There are no hard feelings between you two, right?\If you stab your opponent in the chest, I will kill you on the spot.\Is that clear, both of you?\Very well, you may begin.\Gentlemen, the match is over.\That was amazing, Firo! response:	Imagine, besting Maiza like that!
context: She would make for some fine bait to reel Dallas in, wouldn't she?\There are no hard feelings between you two, right?\If you stab your opponent in the chest, I will kill you on the spot.\Is that clear, both of you?\Very well, you may begin.\Gentlemen, the match is over.\That was amazing, Firo!\Imagine, besting Maiza like that! response:	Oh, no, I even surprised myself.
context: There are no hard feelings between you two, right?\If you stab your opponent in the chest, I will kill you on the spot.\Is that clear, both of you?\Very well, you may begin.\Gentlemen, the match is over.\That was amazing, Firo!\Imagine, besting Maiza like that!\Oh, no, I even surprised myself. response:	Congratulations, Firo.
context: If you stab your opponent in the chest, I will kill you on the spot.\Is that clear, both of you?\Very well, you may begin.\Gentlemen, the match is over.\That was amazing, Firo!\Imagine, besting Maiza like that!\Oh, no, I even surprised myself.\Congratulations, Firo. response:	Maiza- san...
context: Is that clear, both of you?\Very well, you may begin.\Gentlemen, the match is over.\That was amazing, Firo!\Imagine, besting Maiza like that!\Oh, no, I even surprised myself.\Congratulations, Firo.\Maiza- san... response:	Your arm...
context: Very well, you may begin.\Gentlemen, the match is over.\That was amazing, Firo!\Imagine, besting Maiza like that!\Oh, no, I even surprised myself.\Congratulations, Firo.\Maiza- san...\Your arm... response:	You've gotten better!
context: Gentlemen, the match is over.\That was amazing, Firo!\Imagine, besting Maiza like that!\Oh, no, I even surprised myself.\Congratulations, Firo.\Maiza- san...\Your arm...\You've gotten better! response:	I've been an observer for many years,
context: That was amazing, Firo!\Imagine, besting Maiza like that!\Oh, no, I even surprised myself.\Congratulations, Firo.\Maiza- san...\Your arm...\You've gotten better!\I've been an observer for many years, response:	but you're the first capo candidate that has ever beaten Maiza!
context: Imagine, besting Maiza like that!\Oh, no, I even surprised myself.\Congratulations, Firo.\Maiza- san...\Your arm...\You've gotten better!\I've been an observer for many years,\but you're the first capo candidate that has ever beaten Maiza! response:	There is nothing more to say.
context: Oh, no, I even surprised myself.\Congratulations, Firo.\Maiza- san...\Your arm...\You've gotten better!\I've been an observer for many years,\but you're the first capo candidate that has ever beaten Maiza!\There is nothing more to say. response:	You will be a superb Camorrista, Firo.
context: Congratulations, Firo.\Maiza- san...\Your arm...\You've gotten better!\I've been an observer for many years,\but you're the first capo candidate that has ever beaten Maiza!\There is nothing more to say.\You will be a superb Camorrista, Firo. response:	Yes, sir.
context: Maiza- san...\Your arm...\You've gotten better!\I've been an observer for many years,\but you're the first capo candidate that has ever beaten Maiza!\There is nothing more to say.\You will be a superb Camorrista, Firo.\Yes, sir. response:	To celebrate the birth of a new capo, I will fire the ceremonial gun.
context: Your arm...\You've gotten better!\I've been an observer for many years,\but you're the first capo candidate that has ever beaten Maiza!\There is nothing more to say.\You will be a superb Camorrista, Firo.\Yes, sir.\To celebrate the birth of a new capo, I will fire the ceremonial gun. response:	Isaac has been killed!
context: You've gotten better!\I've been an observer for many years,\but you're the first capo candidate that has ever beaten Maiza!\There is nothing more to say.\You will be a superb Camorrista, Firo.\Yes, sir.\To celebrate the birth of a new capo, I will fire the ceremonial gun.\Isaac has been killed! response:	Where is your daughter?
context: I've been an observer for many years,\but you're the first capo candidate that has ever beaten Maiza!\There is nothing more to say.\You will be a superb Camorrista, Firo.\Yes, sir.\To celebrate the birth of a new capo, I will fire the ceremonial gun.\Isaac has been killed!\Where is your daughter? response:	What is the matter?
context: but you're the first capo candidate that has ever beaten Maiza!\There is nothing more to say.\You will be a superb Camorrista, Firo.\Yes, sir.\To celebrate the birth of a new capo, I will fire the ceremonial gun.\Isaac has been killed!\Where is your daughter?\What is the matter? response:	She's been taken away,
context: There is nothing more to say.\You will be a superb Camorrista, Firo.\Yes, sir.\To celebrate the birth of a new capo, I will fire the ceremonial gun.\Isaac has been killed!\Where is your daughter?\What is the matter?\She's been taken away, response:	by those men in the white suits.
context: You will be a superb Camorrista, Firo.\Yes, sir.\To celebrate the birth of a new capo, I will fire the ceremonial gun.\Isaac has been killed!\Where is your daughter?\What is the matter?\She's been taken away,\by those men in the white suits. response:	Who are they?
context: Yes, sir.\To celebrate the birth of a new capo, I will fire the ceremonial gun.\Isaac has been killed!\Where is your daughter?\What is the matter?\She's been taken away,\by those men in the white suits.\Who are they? response:	I don't know.
context: To celebrate the birth of a new capo, I will fire the ceremonial gun.\Isaac has been killed!\Where is your daughter?\What is the matter?\She's been taken away,\by those men in the white suits.\Who are they?\I don't know. response:	They seemed to be looking for us, as well,
context: Isaac has been killed!\Where is your daughter?\What is the matter?\She's been taken away,\by those men in the white suits.\Who are they?\I don't know.\They seemed to be looking for us, as well, response:	but they only took my daughter.
context: Where is your daughter?\What is the matter?\She's been taken away,\by those men in the white suits.\Who are they?\I don't know.\They seemed to be looking for us, as well,\but they only took my daughter. response:	I sympathize with you.
context: What is the matter?\She's been taken away,\by those men in the white suits.\Who are they?\I don't know.\They seemed to be looking for us, as well,\but they only took my daughter.\I sympathize with you. response:	For now, will you please come with us to our room?
context: She's been taken away,\by those men in the white suits.\Who are they?\I don't know.\They seemed to be looking for us, as well,\but they only took my daughter.\I sympathize with you.\For now, will you please come with us to our room? response:	Excuse me.
context: by those men in the white suits.\Who are they?\I don't know.\They seemed to be looking for us, as well,\but they only took my daughter.\I sympathize with you.\For now, will you please come with us to our room?\Excuse me. response:	Who opened this window?
context: Who are they?\I don't know.\They seemed to be looking for us, as well,\but they only took my daughter.\I sympathize with you.\For now, will you please come with us to our room?\Excuse me.\Who opened this window? response:	T-The woman wearing fatigues who was sitting there!
context: I don't know.\They seemed to be looking for us, as well,\but they only took my daughter.\I sympathize with you.\For now, will you please come with us to our room?\Excuse me.\Who opened this window?\T-The woman wearing fatigues who was sitting there! response:	A woman wearing fatigues?
context: They seemed to be looking for us, as well,\but they only took my daughter.\I sympathize with you.\For now, will you please come with us to our room?\Excuse me.\Who opened this window?\T-The woman wearing fatigues who was sitting there!\A woman wearing fatigues? response:	Yes! When the shootout started, s-she opened it and went outside.
context: but they only took my daughter.\I sympathize with you.\For now, will you please come with us to our room?\Excuse me.\Who opened this window?\T-The woman wearing fatigues who was sitting there!\A woman wearing fatigues?\Yes! When the shootout started, s-she opened it and went outside. response:	I-It's the truth!
context: I sympathize with you.\For now, will you please come with us to our room?\Excuse me.\Who opened this window?\T-The woman wearing fatigues who was sitting there!\A woman wearing fatigues?\Yes! When the shootout started, s-she opened it and went outside.\I-It's the truth! response:	It's from Comrade Guth.
context: For now, will you please come with us to our room?\Excuse me.\Who opened this window?\T-The woman wearing fatigues who was sitting there!\A woman wearing fatigues?\Yes! When the shootout started, s-she opened it and went outside.\I-It's the truth!\It's from Comrade Guth. response:	He says to find a woman wearing fatigues.
context: Excuse me.\Who opened this window?\T-The woman wearing fatigues who was sitting there!\A woman wearing fatigues?\Yes! When the shootout started, s-she opened it and went outside.\I-It's the truth!\It's from Comrade Guth.\He says to find a woman wearing fatigues. response:	A woman in fatigues?
context: Who opened this window?\T-The woman wearing fatigues who was sitting there!\A woman wearing fatigues?\Yes! When the shootout started, s-she opened it and went outside.\I-It's the truth!\It's from Comrade Guth.\He says to find a woman wearing fatigues.\A woman in fatigues? response:	We're going to go have a look around.
context: T-The woman wearing fatigues who was sitting there!\A woman wearing fatigues?\Yes! When the shootout started, s-she opened it and went outside.\I-It's the truth!\It's from Comrade Guth.\He says to find a woman wearing fatigues.\A woman in fatigues?\We're going to go have a look around. response:	Keep an eye on things here.
context: A woman wearing fatigues?\Yes! When the shootout started, s-she opened it and went outside.\I-It's the truth!\It's from Comrade Guth.\He says to find a woman wearing fatigues.\A woman in fatigues?\We're going to go have a look around.\Keep an eye on things here. response:	What's the matter?
context: Yes! When the shootout started, s-she opened it and went outside.\I-It's the truth!\It's from Comrade Guth.\He says to find a woman wearing fatigues.\A woman in fatigues?\We're going to go have a look around.\Keep an eye on things here.\What's the matter? response:	Hey, where's George?
context: I-It's the truth!\It's from Comrade Guth.\He says to find a woman wearing fatigues.\A woman in fatigues?\We're going to go have a look around.\Keep an eye on things here.\What's the matter?\Hey, where's George? response:	H-He's gone...
context: It's from Comrade Guth.\He says to find a woman wearing fatigues.\A woman in fatigues?\We're going to go have a look around.\Keep an eye on things here.\What's the matter?\Hey, where's George?\H-He's gone... response:	Huh?
context: He says to find a woman wearing fatigues.\A woman in fatigues?\We're going to go have a look around.\Keep an eye on things here.\What's the matter?\Hey, where's George?\H-He's gone...\Huh? response:	He's gone! When I turned around, he wasn't there anymore!
context: A woman in fatigues?\We're going to go have a look around.\Keep an eye on things here.\What's the matter?\Hey, where's George?\H-He's gone...\Huh?\He's gone! When I turned around, he wasn't there anymore! response:	Looking up at the starry sky that goes on forever, we sing
context: We're going to go have a look around.\Keep an eye on things here.\What's the matter?\Hey, where's George?\H-He's gone...\Huh?\He's gone! When I turned around, he wasn't there anymore!\Looking up at the starry sky that goes on forever, we sing response:	a melody of a dream we have of our limited eternity
context: Keep an eye on things here.\What's the matter?\Hey, where's George?\H-He's gone...\Huh?\He's gone! When I turned around, he wasn't there anymore!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity response:	The water of adoration, overflowing in our hearts
context: What's the matter?\Hey, where's George?\H-He's gone...\Huh?\He's gone! When I turned around, he wasn't there anymore!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts response:	will reach someone in the distant future
context: Hey, where's George?\H-He's gone...\Huh?\He's gone! When I turned around, he wasn't there anymore!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future response:	I believe so
context: H-He's gone...\Huh?\He's gone! When I turned around, he wasn't there anymore!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so response:	Running through time prolonged,
context: Huh?\He's gone! When I turned around, he wasn't there anymore!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged, response:	our voices calling out will someday become a great song
context: He's gone! When I turned around, he wasn't there anymore!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song response:	We can go on spinning our love
context: Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love response:	though it may still be such a tiny light now
context: a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now response:	Miria, it's the Rail Tracer!
context: The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Miria, it's the Rail Tracer! response:	How scary!
context: will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Miria, it's the Rail Tracer!\How scary! response:	It says it slaughters covertly!
context: I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Miria, it's the Rail Tracer!\How scary!\It says it slaughters covertly! response:	That means it's sneaking around killing everyone,
context: Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Miria, it's the Rail Tracer!\How scary!\It says it slaughters covertly!\That means it's sneaking around killing everyone, response:	again and again, right?
context: our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Miria, it's the Rail Tracer!\How scary!\It says it slaughters covertly!\That means it's sneaking around killing everyone,\again and again, right? response:	That's amazing, Miria.
context: We can go on spinning our love\though it may still be such a tiny light now\Miria, it's the Rail Tracer!\How scary!\It says it slaughters covertly!\That means it's sneaking around killing everyone,\again and again, right?\That's amazing, Miria. response:	But what could that inside the coachespart mean?
context: though it may still be such a tiny light now\Miria, it's the Rail Tracer!\How scary!\It says it slaughters covertly!\That means it's sneaking around killing everyone,\again and again, right?\That's amazing, Miria.\But what could that inside the coachespart mean? response:	I'm scared!
