context: Hey Yukino. response:	We're about to leave...
context: At some point grandpa began\to clearly show his age.\There's something painful about living with the elderly.\It was painful to watch grandpa just getting nicer with the passing years.\At some point I really began to want to grow up quickly.\I didn't want to be a kid who was just protected,\but an adult who could support grandpa by myself.\I want to let him relax and take it easy. response:	I want him to eat good food and have a good time.
context: to clearly show his age.\There's something painful about living with the elderly.\It was painful to watch grandpa just getting nicer with the passing years.\At some point I really began to want to grow up quickly.\I didn't want to be a kid who was just protected,\but an adult who could support grandpa by myself.\I want to let him relax and take it easy.\I want him to eat good food and have a good time. response:	I want to somehow return all the love
context: There's something painful about living with the elderly.\It was painful to watch grandpa just getting nicer with the passing years.\At some point I really began to want to grow up quickly.\I didn't want to be a kid who was just protected,\but an adult who could support grandpa by myself.\I want to let him relax and take it easy.\I want him to eat good food and have a good time.\I want to somehow return all the love response:	he's given me all these years.
context: It was painful to watch grandpa just getting nicer with the passing years.\At some point I really began to want to grow up quickly.\I didn't want to be a kid who was just protected,\but an adult who could support grandpa by myself.\I want to let him relax and take it easy.\I want him to eat good food and have a good time.\I want to somehow return all the love\he's given me all these years. response:	When I become an adult, it'll all come true.
context: At some point I really began to want to grow up quickly.\I didn't want to be a kid who was just protected,\but an adult who could support grandpa by myself.\I want to let him relax and take it easy.\I want him to eat good food and have a good time.\I want to somehow return all the love\he's given me all these years.\When I become an adult, it'll all come true. response:	Maybe you should go to the hospital.
context: I didn't want to be a kid who was just protected,\but an adult who could support grandpa by myself.\I want to let him relax and take it easy.\I want him to eat good food and have a good time.\I want to somehow return all the love\he's given me all these years.\When I become an adult, it'll all come true.\Maybe you should go to the hospital. response:	It isn't something to make that much fuss over.
context: but an adult who could support grandpa by myself.\I want to let him relax and take it easy.\I want him to eat good food and have a good time.\I want to somehow return all the love\he's given me all these years.\When I become an adult, it'll all come true.\Maybe you should go to the hospital.\It isn't something to make that much fuss over. response:	I'll be fine, so you be off to school.
context: I want to let him relax and take it easy.\I want him to eat good food and have a good time.\I want to somehow return all the love\he's given me all these years.\When I become an adult, it'll all come true.\Maybe you should go to the hospital.\It isn't something to make that much fuss over.\I'll be fine, so you be off to school. response:	Okay.
context: I want him to eat good food and have a good time.\I want to somehow return all the love\he's given me all these years.\When I become an adult, it'll all come true.\Maybe you should go to the hospital.\It isn't something to make that much fuss over.\I'll be fine, so you be off to school.\Okay. response:	Hiro-chan graduates soon! How you've grown.
context: I want to somehow return all the love\he's given me all these years.\When I become an adult, it'll all come true.\Maybe you should go to the hospital.\It isn't something to make that much fuss over.\I'll be fine, so you be off to school.\Okay.\Hiro-chan graduates soon! How you've grown. response:	I thought you were a little kid until just a while ago...
context: he's given me all these years.\When I become an adult, it'll all come true.\Maybe you should go to the hospital.\It isn't something to make that much fuss over.\I'll be fine, so you be off to school.\Okay.\Hiro-chan graduates soon! How you've grown.\I thought you were a little kid until just a while ago... response:	but now you're a fine young man.
context: When I become an adult, it'll all come true.\Maybe you should go to the hospital.\It isn't something to make that much fuss over.\I'll be fine, so you be off to school.\Okay.\Hiro-chan graduates soon! How you've grown.\I thought you were a little kid until just a while ago...\but now you're a fine young man. response:	How strange that
context: Maybe you should go to the hospital.\It isn't something to make that much fuss over.\I'll be fine, so you be off to school.\Okay.\Hiro-chan graduates soon! How you've grown.\I thought you were a little kid until just a while ago...\but now you're a fine young man.\How strange that response:	I never noticed until now.
context: It isn't something to make that much fuss over.\I'll be fine, so you be off to school.\Okay.\Hiro-chan graduates soon! How you've grown.\I thought you were a little kid until just a while ago...\but now you're a fine young man.\How strange that\I never noticed until now. response:	Oh, Hiro-chan!
context: I'll be fine, so you be off to school.\Okay.\Hiro-chan graduates soon! How you've grown.\I thought you were a little kid until just a while ago...\but now you're a fine young man.\How strange that\I never noticed until now.\Oh, Hiro-chan! response:	Grandpa, I fixed some food.
context: Okay.\Hiro-chan graduates soon! How you've grown.\I thought you were a little kid until just a while ago...\but now you're a fine young man.\How strange that\I never noticed until now.\Oh, Hiro-chan!\Grandpa, I fixed some food. response:	Grandpa?
context: Hiro-chan graduates soon! How you've grown.\I thought you were a little kid until just a while ago...\but now you're a fine young man.\How strange that\I never noticed until now.\Oh, Hiro-chan!\Grandpa, I fixed some food.\Grandpa? response:	Hiro-chan, everyone who came for
context: I thought you were a little kid until just a while ago...\but now you're a fine young man.\How strange that\I never noticed until now.\Oh, Hiro-chan!\Grandpa, I fixed some food.\Grandpa?\Hiro-chan, everyone who came for response:	the funeral has left.
context: but now you're a fine young man.\How strange that\I never noticed until now.\Oh, Hiro-chan!\Grandpa, I fixed some food.\Grandpa?\Hiro-chan, everyone who came for\the funeral has left. response:	You must be worn out.
context: How strange that\I never noticed until now.\Oh, Hiro-chan!\Grandpa, I fixed some food.\Grandpa?\Hiro-chan, everyone who came for\the funeral has left.\You must be worn out. response:	Do you want anything to eat?
context: I never noticed until now.\Oh, Hiro-chan!\Grandpa, I fixed some food.\Grandpa?\Hiro-chan, everyone who came for\the funeral has left.\You must be worn out.\Do you want anything to eat? response:	No, I'm fine. Thanks for all your help.
context: Oh, Hiro-chan!\Grandpa, I fixed some food.\Grandpa?\Hiro-chan, everyone who came for\the funeral has left.\You must be worn out.\Do you want anything to eat?\No, I'm fine. Thanks for all your help. response:	I'll be okay by myself,
context: Grandpa, I fixed some food.\Grandpa?\Hiro-chan, everyone who came for\the funeral has left.\You must be worn out.\Do you want anything to eat?\No, I'm fine. Thanks for all your help.\I'll be okay by myself, response:	so you go on home.
context: Grandpa?\Hiro-chan, everyone who came for\the funeral has left.\You must be worn out.\Do you want anything to eat?\No, I'm fine. Thanks for all your help.\I'll be okay by myself,\so you go on home. response:	But Hiro-chan, you haven't eaten anything at all!
context: Hiro-chan, everyone who came for\the funeral has left.\You must be worn out.\Do you want anything to eat?\No, I'm fine. Thanks for all your help.\I'll be okay by myself,\so you go on home.\But Hiro-chan, you haven't eaten anything at all! response:	That isn't good for you.
context: the funeral has left.\You must be worn out.\Do you want anything to eat?\No, I'm fine. Thanks for all your help.\I'll be okay by myself,\so you go on home.\But Hiro-chan, you haven't eaten anything at all!\That isn't good for you. response:	Thanks,
context: You must be worn out.\Do you want anything to eat?\No, I'm fine. Thanks for all your help.\I'll be okay by myself,\so you go on home.\But Hiro-chan, you haven't eaten anything at all!\That isn't good for you.\Thanks, response:	but I'll really be okay.
context: Do you want anything to eat?\No, I'm fine. Thanks for all your help.\I'll be okay by myself,\so you go on home.\But Hiro-chan, you haven't eaten anything at all!\That isn't good for you.\Thanks,\but I'll really be okay. response:	Go on home.
context: No, I'm fine. Thanks for all your help.\I'll be okay by myself,\so you go on home.\But Hiro-chan, you haven't eaten anything at all!\That isn't good for you.\Thanks,\but I'll really be okay.\Go on home. response:	What are you doing? What are you...
context: I'll be okay by myself,\so you go on home.\But Hiro-chan, you haven't eaten anything at all!\That isn't good for you.\Thanks,\but I'll really be okay.\Go on home.\What are you doing? What are you... response:	Because...! I wanted to be with you.
context: so you go on home.\But Hiro-chan, you haven't eaten anything at all!\That isn't good for you.\Thanks,\but I'll really be okay.\Go on home.\What are you doing? What are you...\Because...! I wanted to be with you. response:	You idiot...
context: But Hiro-chan, you haven't eaten anything at all!\That isn't good for you.\Thanks,\but I'll really be okay.\Go on home.\What are you doing? What are you...\Because...! I wanted to be with you.\You idiot... response:	Why didn't I make it in time?
context: That isn't good for you.\Thanks,\but I'll really be okay.\Go on home.\What are you doing? What are you...\Because...! I wanted to be with you.\You idiot...\Why didn't I make it in time? response:	I couldn't do anything even though I loved him so much.
context: Thanks,\but I'll really be okay.\Go on home.\What are you doing? What are you...\Because...! I wanted to be with you.\You idiot...\Why didn't I make it in time?\I couldn't do anything even though I loved him so much. response:	I'd always been afraid that
context: but I'll really be okay.\Go on home.\What are you doing? What are you...\Because...! I wanted to be with you.\You idiot...\Why didn't I make it in time?\I couldn't do anything even though I loved him so much.\I'd always been afraid that response:	I'd have to say goodbye to grandpa some day.
context: Go on home.\What are you doing? What are you...\Because...! I wanted to be with you.\You idiot...\Why didn't I make it in time?\I couldn't do anything even though I loved him so much.\I'd always been afraid that\I'd have to say goodbye to grandpa some day. response:	So I wanted to have done something to show for myself first.
context: What are you doing? What are you...\Because...! I wanted to be with you.\You idiot...\Why didn't I make it in time?\I couldn't do anything even though I loved him so much.\I'd always been afraid that\I'd have to say goodbye to grandpa some day.\So I wanted to have done something to show for myself first. response:	It hurts... I couldn't show anything.
context: Because...! I wanted to be with you.\You idiot...\Why didn't I make it in time?\I couldn't do anything even though I loved him so much.\I'd always been afraid that\I'd have to say goodbye to grandpa some day.\So I wanted to have done something to show for myself first.\It hurts... I couldn't show anything. response:	I wanted to do for him in my mind...
context: You idiot...\Why didn't I make it in time?\I couldn't do anything even though I loved him so much.\I'd always been afraid that\I'd have to say goodbye to grandpa some day.\So I wanted to have done something to show for myself first.\It hurts... I couldn't show anything.\I wanted to do for him in my mind... response:	There are only the things And now I can't do a goddamn thing!
context: Why didn't I make it in time?\I couldn't do anything even though I loved him so much.\I'd always been afraid that\I'd have to say goodbye to grandpa some day.\So I wanted to have done something to show for myself first.\It hurts... I couldn't show anything.\I wanted to do for him in my mind...\There are only the things And now I can't do a goddamn thing! response:	But Hiro-chan,
context: I couldn't do anything even though I loved him so much.\I'd always been afraid that\I'd have to say goodbye to grandpa some day.\So I wanted to have done something to show for myself first.\It hurts... I couldn't show anything.\I wanted to do for him in my mind...\There are only the things And now I can't do a goddamn thing!\But Hiro-chan, response:	your grandfather may not have seen things that way.
context: I'd always been afraid that\I'd have to say goodbye to grandpa some day.\So I wanted to have done something to show for myself first.\It hurts... I couldn't show anything.\I wanted to do for him in my mind...\There are only the things And now I can't do a goddamn thing!\But Hiro-chan,\your grandfather may not have seen things that way. response:	I'm sure his love for you was bigger than that.
context: I'd have to say goodbye to grandpa some day.\So I wanted to have done something to show for myself first.\It hurts... I couldn't show anything.\I wanted to do for him in my mind...\There are only the things And now I can't do a goddamn thing!\But Hiro-chan,\your grandfather may not have seen things that way.\I'm sure his love for you was bigger than that. response:	So much that he was fully satisfied just
context: So I wanted to have done something to show for myself first.\It hurts... I couldn't show anything.\I wanted to do for him in my mind...\There are only the things And now I can't do a goddamn thing!\But Hiro-chan,\your grandfather may not have seen things that way.\I'm sure his love for you was bigger than that.\So much that he was fully satisfied just response:	by your being born into this world.
context: It hurts... I couldn't show anything.\I wanted to do for him in my mind...\There are only the things And now I can't do a goddamn thing!\But Hiro-chan,\your grandfather may not have seen things that way.\I'm sure his love for you was bigger than that.\So much that he was fully satisfied just\by your being born into this world. response:	I'm sure that love goes that deep.
context: I wanted to do for him in my mind...\There are only the things And now I can't do a goddamn thing!\But Hiro-chan,\your grandfather may not have seen things that way.\I'm sure his love for you was bigger than that.\So much that he was fully satisfied just\by your being born into this world.\I'm sure that love goes that deep. response:	I wonder if I couldn't take his place.
context: There are only the things And now I can't do a goddamn thing!\But Hiro-chan,\your grandfather may not have seen things that way.\I'm sure his love for you was bigger than that.\So much that he was fully satisfied just\by your being born into this world.\I'm sure that love goes that deep.\I wonder if I couldn't take his place. response:	After that...
context: But Hiro-chan,\your grandfather may not have seen things that way.\I'm sure his love for you was bigger than that.\So much that he was fully satisfied just\by your being born into this world.\I'm sure that love goes that deep.\I wonder if I couldn't take his place.\After that... response:	Starting the year after,
context: your grandfather may not have seen things that way.\I'm sure his love for you was bigger than that.\So much that he was fully satisfied just\by your being born into this world.\I'm sure that love goes that deep.\I wonder if I couldn't take his place.\After that...\Starting the year after, response:	we were blessed with lovely girls for three years in a row.
context: I'm sure his love for you was bigger than that.\So much that he was fully satisfied just\by your being born into this world.\I'm sure that love goes that deep.\I wonder if I couldn't take his place.\After that...\Starting the year after,\we were blessed with lovely girls for three years in a row. response:	Our life was tough, but happy.
context: So much that he was fully satisfied just\by your being born into this world.\I'm sure that love goes that deep.\I wonder if I couldn't take his place.\After that...\Starting the year after,\we were blessed with lovely girls for three years in a row.\Our life was tough, but happy. response:	Now I understand grandpa's feelings.
context: by your being born into this world.\I'm sure that love goes that deep.\I wonder if I couldn't take his place.\After that...\Starting the year after,\we were blessed with lovely girls for three years in a row.\Our life was tough, but happy.\Now I understand grandpa's feelings. response:	Just being born is enough.
context: I'm sure that love goes that deep.\I wonder if I couldn't take his place.\After that...\Starting the year after,\we were blessed with lovely girls for three years in a row.\Our life was tough, but happy.\Now I understand grandpa's feelings.\Just being born is enough. response:	That alone makes me happy.
context: I wonder if I couldn't take his place.\After that...\Starting the year after,\we were blessed with lovely girls for three years in a row.\Our life was tough, but happy.\Now I understand grandpa's feelings.\Just being born is enough.\That alone makes me happy. response:	Grandpa's love now flows within me,
context: After that...\Starting the year after,\we were blessed with lovely girls for three years in a row.\Our life was tough, but happy.\Now I understand grandpa's feelings.\Just being born is enough.\That alone makes me happy.\Grandpa's love now flows within me, response:	and will be passed on to my children.
context: Starting the year after,\we were blessed with lovely girls for three years in a row.\Our life was tough, but happy.\Now I understand grandpa's feelings.\Just being born is enough.\That alone makes me happy.\Grandpa's love now flows within me,\and will be passed on to my children. response:	Because love is something that goes around.
context: we were blessed with lovely girls for three years in a row.\Our life was tough, but happy.\Now I understand grandpa's feelings.\Just being born is enough.\That alone makes me happy.\Grandpa's love now flows within me,\and will be passed on to my children.\Because love is something that goes around. response:	They built a nice library
context: Our life was tough, but happy.\Now I understand grandpa's feelings.\Just being born is enough.\That alone makes me happy.\Grandpa's love now flows within me,\and will be passed on to my children.\Because love is something that goes around.\They built a nice library response:	where your house used to be.
context: Now I understand grandpa's feelings.\Just being born is enough.\That alone makes me happy.\Grandpa's love now flows within me,\and will be passed on to my children.\Because love is something that goes around.\They built a nice library\where your house used to be. response:	I had no choice.
context: Just being born is enough.\That alone makes me happy.\Grandpa's love now flows within me,\and will be passed on to my children.\Because love is something that goes around.\They built a nice library\where your house used to be.\I had no choice. response:	I couldn't keep up that house by myself.
context: That alone makes me happy.\Grandpa's love now flows within me,\and will be passed on to my children.\Because love is something that goes around.\They built a nice library\where your house used to be.\I had no choice.\I couldn't keep up that house by myself. response:	Dinnertime!
context: Grandpa's love now flows within me,\and will be passed on to my children.\Because love is something that goes around.\They built a nice library\where your house used to be.\I had no choice.\I couldn't keep up that house by myself.\Dinnertime! response:	Dad, you're getting old,
context: and will be passed on to my children.\Because love is something that goes around.\They built a nice library\where your house used to be.\I had no choice.\I couldn't keep up that house by myself.\Dinnertime!\Dad, you're getting old, response:	so don't be stubborn and come live with us.
context: Because love is something that goes around.\They built a nice library\where your house used to be.\I had no choice.\I couldn't keep up that house by myself.\Dinnertime!\Dad, you're getting old,\so don't be stubborn and come live with us. response:	Yeah.
context: They built a nice library\where your house used to be.\I had no choice.\I couldn't keep up that house by myself.\Dinnertime!\Dad, you're getting old,\so don't be stubborn and come live with us.\Yeah. response:	No way. It's all over when you have to get
context: where your house used to be.\I had no choice.\I couldn't keep up that house by myself.\Dinnertime!\Dad, you're getting old,\so don't be stubborn and come live with us.\Yeah.\No way. It's all over when you have to get response:	taken care of by your kids.
context: I had no choice.\I couldn't keep up that house by myself.\Dinnertime!\Dad, you're getting old,\so don't be stubborn and come live with us.\Yeah.\No way. It's all over when you have to get\taken care of by your kids. response:	I want to have my freedom.
context: I couldn't keep up that house by myself.\Dinnertime!\Dad, you're getting old,\so don't be stubborn and come live with us.\Yeah.\No way. It's all over when you have to get\taken care of by your kids.\I want to have my freedom. response:	Come on.
context: Dinnertime!\Dad, you're getting old,\so don't be stubborn and come live with us.\Yeah.\No way. It's all over when you have to get\taken care of by your kids.\I want to have my freedom.\Come on. response:	I'll change your diapers any time!
context: Dad, you're getting old,\so don't be stubborn and come live with us.\Yeah.\No way. It's all over when you have to get\taken care of by your kids.\I want to have my freedom.\Come on.\I'll change your diapers any time! response:	Shut up, you punk!
context: so don't be stubborn and come live with us.\Yeah.\No way. It's all over when you have to get\taken care of by your kids.\I want to have my freedom.\Come on.\I'll change your diapers any time!\Shut up, you punk! response:	Dad!
context: Yeah.\No way. It's all over when you have to get\taken care of by your kids.\I want to have my freedom.\Come on.\I'll change your diapers any time!\Shut up, you punk!\Dad! response:	I swear...
context: No way. It's all over when you have to get\taken care of by your kids.\I want to have my freedom.\Come on.\I'll change your diapers any time!\Shut up, you punk!\Dad!\I swear... response:	how long are you going
context: taken care of by your kids.\I want to have my freedom.\Come on.\I'll change your diapers any time!\Shut up, you punk!\Dad!\I swear...\how long are you going response:	to keep being stubborn like this?
context: I want to have my freedom.\Come on.\I'll change your diapers any time!\Shut up, you punk!\Dad!\I swear...\how long are you going\to keep being stubborn like this? response:	Enough already. What do you take me for?
context: Come on.\I'll change your diapers any time!\Shut up, you punk!\Dad!\I swear...\how long are you going\to keep being stubborn like this?\Enough already. What do you take me for? response:	Dad, you spewed rice.
context: I'll change your diapers any time!\Shut up, you punk!\Dad!\I swear...\how long are you going\to keep being stubborn like this?\Enough already. What do you take me for?\Dad, you spewed rice. response:	Oh, leave me alone.
context: Shut up, you punk!\Dad!\I swear...\how long are you going\to keep being stubborn like this?\Enough already. What do you take me for?\Dad, you spewed rice.\Oh, leave me alone. response:	Because love is something that goes around.
context: Dad!\I swear...\how long are you going\to keep being stubborn like this?\Enough already. What do you take me for?\Dad, you spewed rice.\Oh, leave me alone.\Because love is something that goes around. response:	What'll happen next!
context: I swear...\how long are you going\to keep being stubborn like this?\Enough already. What do you take me for?\Dad, you spewed rice.\Oh, leave me alone.\Because love is something that goes around.\What'll happen next! response:	The summer vacation is both long and short.
context: how long are you going\to keep being stubborn like this?\Enough already. What do you take me for?\Dad, you spewed rice.\Oh, leave me alone.\Because love is something that goes around.\What'll happen next!\The summer vacation is both long and short. response:	Sis waits and waits but her boyfriend hasn't come back yet.
context: to keep being stubborn like this?\Enough already. What do you take me for?\Dad, you spewed rice.\Oh, leave me alone.\Because love is something that goes around.\What'll happen next!\The summer vacation is both long and short.\Sis waits and waits but her boyfriend hasn't come back yet. response:	She spends her days chatting with friends and studying,
context: Enough already. What do you take me for?\Dad, you spewed rice.\Oh, leave me alone.\Because love is something that goes around.\What'll happen next!\The summer vacation is both long and short.\Sis waits and waits but her boyfriend hasn't come back yet.\She spends her days chatting with friends and studying, response:	but the emptiness in her heart does not get fullfilled.
context: Dad, you spewed rice.\Oh, leave me alone.\Because love is something that goes around.\What'll happen next!\The summer vacation is both long and short.\Sis waits and waits but her boyfriend hasn't come back yet.\She spends her days chatting with friends and studying,\but the emptiness in her heart does not get fullfilled. response:	And then, the long-awaited Arima Souichirou returns!
context: Oh, leave me alone.\Because love is something that goes around.\What'll happen next!\The summer vacation is both long and short.\Sis waits and waits but her boyfriend hasn't come back yet.\She spends her days chatting with friends and studying,\but the emptiness in her heart does not get fullfilled.\And then, the long-awaited Arima Souichirou returns! response:	But, however!
context: Because love is something that goes around.\What'll happen next!\The summer vacation is both long and short.\Sis waits and waits but her boyfriend hasn't come back yet.\She spends her days chatting with friends and studying,\but the emptiness in her heart does not get fullfilled.\And then, the long-awaited Arima Souichirou returns!\But, however! response:	Next time on KareKano, Thoughts of Him
