context: What a weird dream. response:	My name is Iwatani Naofumi.
context: Time to level up, huh?\My adventure's finally beginning!\Wow. There's no limit to how much it can absorb.\Absorbed Orange Balloon x1\This must be the power of a legendary weapon.\Yeah.\This must be why I don't feel pain when I'm bitten, too.\Looks like I need a lot more fodder before I can upgrade it to a different shield. response:	I see.
context: My adventure's finally beginning!\Wow. There's no limit to how much it can absorb.\Absorbed Orange Balloon x1\This must be the power of a legendary weapon.\Yeah.\This must be why I don't feel pain when I'm bitten, too.\Looks like I need a lot more fodder before I can upgrade it to a different shield.\I see. response:	By the way, can we sell these orange balloon fragments?
context: Wow. There's no limit to how much it can absorb.\Absorbed Orange Balloon x1\This must be the power of a legendary weapon.\Yeah.\This must be why I don't feel pain when I'm bitten, too.\Looks like I need a lot more fodder before I can upgrade it to a different shield.\I see.\By the way, can we sell these orange balloon fragments? response:	Yes, but only for one copper coin at most.
context: Absorbed Orange Balloon x1\This must be the power of a legendary weapon.\Yeah.\This must be why I don't feel pain when I'm bitten, too.\Looks like I need a lot more fodder before I can upgrade it to a different shield.\I see.\By the way, can we sell these orange balloon fragments?\Yes, but only for one copper coin at most. response:	Looking at how Ren destroyed them, they must be really weak monsters.
context: This must be the power of a legendary weapon.\Yeah.\This must be why I don't feel pain when I'm bitten, too.\Looks like I need a lot more fodder before I can upgrade it to a different shield.\I see.\By the way, can we sell these orange balloon fragments?\Yes, but only for one copper coin at most.\Looking at how Ren destroyed them, they must be really weak monsters. response:	I guess that's all they're worth.
context: Yeah.\This must be why I don't feel pain when I'm bitten, too.\Looks like I need a lot more fodder before I can upgrade it to a different shield.\I see.\By the way, can we sell these orange balloon fragments?\Yes, but only for one copper coin at most.\Looking at how Ren destroyed them, they must be really weak monsters.\I guess that's all they're worth. response:	That should be enough shield fodder.
context: This must be why I don't feel pain when I'm bitten, too.\Looks like I need a lot more fodder before I can upgrade it to a different shield.\I see.\By the way, can we sell these orange balloon fragments?\Yes, but only for one copper coin at most.\Looking at how Ren destroyed them, they must be really weak monsters.\I guess that's all they're worth.\That should be enough shield fodder. response:	It should evolve as I level up, too.
context: Looks like I need a lot more fodder before I can upgrade it to a different shield.\I see.\By the way, can we sell these orange balloon fragments?\Yes, but only for one copper coin at most.\Looking at how Ren destroyed them, they must be really weak monsters.\I guess that's all they're worth.\That should be enough shield fodder.\It should evolve as I level up, too. response:	Let's call it a day and head back to the weapons shop.
context: I see.\By the way, can we sell these orange balloon fragments?\Yes, but only for one copper coin at most.\Looking at how Ren destroyed them, they must be really weak monsters.\I guess that's all they're worth.\That should be enough shield fodder.\It should evolve as I level up, too.\Let's call it a day and head back to the weapons shop. response:	If we buy me some new equipment, we can go that much farther tomorrow.
context: By the way, can we sell these orange balloon fragments?\Yes, but only for one copper coin at most.\Looking at how Ren destroyed them, they must be really weak monsters.\I guess that's all they're worth.\That should be enough shield fodder.\It should evolve as I level up, too.\Let's call it a day and head back to the weapons shop.\If we buy me some new equipment, we can go that much farther tomorrow. response:	Fair enough.
context: Yes, but only for one copper coin at most.\Looking at how Ren destroyed them, they must be really weak monsters.\I guess that's all they're worth.\That should be enough shield fodder.\It should evolve as I level up, too.\Let's call it a day and head back to the weapons shop.\If we buy me some new equipment, we can go that much farther tomorrow.\Fair enough. response:	Equipment for the lady, huh?
context: Looking at how Ren destroyed them, they must be really weak monsters.\I guess that's all they're worth.\That should be enough shield fodder.\It should evolve as I level up, too.\Let's call it a day and head back to the weapons shop.\If we buy me some new equipment, we can go that much farther tomorrow.\Fair enough.\Equipment for the lady, huh? response:	Sure, you'll be much stronger with good equipment.
context: I guess that's all they're worth.\That should be enough shield fodder.\It should evolve as I level up, too.\Let's call it a day and head back to the weapons shop.\If we buy me some new equipment, we can go that much farther tomorrow.\Fair enough.\Equipment for the lady, huh?\Sure, you'll be much stronger with good equipment. response:	Right?
context: That should be enough shield fodder.\It should evolve as I level up, too.\Let's call it a day and head back to the weapons shop.\If we buy me some new equipment, we can go that much farther tomorrow.\Fair enough.\Equipment for the lady, huh?\Sure, you'll be much stronger with good equipment.\Right? response:	This might get expensive, so I should start haggling now.
context: It should evolve as I level up, too.\Let's call it a day and head back to the weapons shop.\If we buy me some new equipment, we can go that much farther tomorrow.\Fair enough.\Equipment for the lady, huh?\Sure, you'll be much stronger with good equipment.\Right?\This might get expensive, so I should start haggling now. response:	I see our hero is a real comedian.
context: Let's call it a day and head back to the weapons shop.\If we buy me some new equipment, we can go that much farther tomorrow.\Fair enough.\Equipment for the lady, huh?\Sure, you'll be much stronger with good equipment.\Right?\This might get expensive, so I should start haggling now.\I see our hero is a real comedian. response:	Eighty percent off.
context: If we buy me some new equipment, we can go that much farther tomorrow.\Fair enough.\Equipment for the lady, huh?\Sure, you'll be much stronger with good equipment.\Right?\This might get expensive, so I should start haggling now.\I see our hero is a real comedian.\Eighty percent off. response:	Are you stupid? Twenty percent extra!
context: Fair enough.\Equipment for the lady, huh?\Sure, you'll be much stronger with good equipment.\Right?\This might get expensive, so I should start haggling now.\I see our hero is a real comedian.\Eighty percent off.\Are you stupid? Twenty percent extra! response:	Wh-Why's it going up? Eighty-nine percent off!
context: Equipment for the lady, huh?\Sure, you'll be much stronger with good equipment.\Right?\This might get expensive, so I should start haggling now.\I see our hero is a real comedian.\Eighty percent off.\Are you stupid? Twenty percent extra!\Wh-Why's it going up? Eighty-nine percent off! response:	Anyone who tries to haggle without even seeing the goods deserves to pay double!
context: Sure, you'll be much stronger with good equipment.\Right?\This might get expensive, so I should start haggling now.\I see our hero is a real comedian.\Eighty percent off.\Are you stupid? Twenty percent extra!\Wh-Why's it going up? Eighty-nine percent off!\Anyone who tries to haggle without even seeing the goods deserves to pay double! response:	Keep talking! Ninety percent off!
context: Right?\This might get expensive, so I should start haggling now.\I see our hero is a real comedian.\Eighty percent off.\Are you stupid? Twenty percent extra!\Wh-Why's it going up? Eighty-nine percent off!\Anyone who tries to haggle without even seeing the goods deserves to pay double!\Keep talking! Ninety percent off! response:	Twenty-nine percent extra!
context: This might get expensive, so I should start haggling now.\I see our hero is a real comedian.\Eighty percent off.\Are you stupid? Twenty percent extra!\Wh-Why's it going up? Eighty-nine percent off!\Anyone who tries to haggle without even seeing the goods deserves to pay double!\Keep talking! Ninety percent off!\Twenty-nine percent extra! response:	Seriously, stop raising the price! One hundred percent off!
context: I see our hero is a real comedian.\Eighty percent off.\Are you stupid? Twenty percent extra!\Wh-Why's it going up? Eighty-nine percent off!\Anyone who tries to haggle without even seeing the goods deserves to pay double!\Keep talking! Ninety percent off!\Twenty-nine percent extra!\Seriously, stop raising the price! One hundred percent off! response:	That's just free, kid!
context: Eighty percent off.\Are you stupid? Twenty percent extra!\Wh-Why's it going up? Eighty-nine percent off!\Anyone who tries to haggle without even seeing the goods deserves to pay double!\Keep talking! Ninety percent off!\Twenty-nine percent extra!\Seriously, stop raising the price! One hundred percent off!\That's just free, kid! response:	Free's fine by me!
context: Are you stupid? Twenty percent extra!\Wh-Why's it going up? Eighty-nine percent off!\Anyone who tries to haggle without even seeing the goods deserves to pay double!\Keep talking! Ninety percent off!\Twenty-nine percent extra!\Seriously, stop raising the price! One hundred percent off!\That's just free, kid!\Free's fine by me! response:	Hup.
context: Wh-Why's it going up? Eighty-nine percent off!\Anyone who tries to haggle without even seeing the goods deserves to pay double!\Keep talking! Ninety percent off!\Twenty-nine percent extra!\Seriously, stop raising the price! One hundred percent off!\That's just free, kid!\Free's fine by me!\Hup. response:	Boss, how much is that in total? At sixty percent off.
context: Anyone who tries to haggle without even seeing the goods deserves to pay double!\Keep talking! Ninety percent off!\Twenty-nine percent extra!\Seriously, stop raising the price! One hundred percent off!\That's just free, kid!\Free's fine by me!\Hup.\Boss, how much is that in total? At sixty percent off. response:	Four hundred and eighty silvers with a discount. I can't go any lower.
context: Keep talking! Ninety percent off!\Twenty-nine percent extra!\Seriously, stop raising the price! One hundred percent off!\That's just free, kid!\Free's fine by me!\Hup.\Boss, how much is that in total? At sixty percent off.\Four hundred and eighty silvers with a discount. I can't go any lower. response:	Uh, that'll leave us with 200 silvers...
context: Twenty-nine percent extra!\Seriously, stop raising the price! One hundred percent off!\That's just free, kid!\Free's fine by me!\Hup.\Boss, how much is that in total? At sixty percent off.\Four hundred and eighty silvers with a discount. I can't go any lower.\Uh, that'll leave us with 200 silvers... response:	Myne, can you downgrade a bit?
context: Seriously, stop raising the price! One hundred percent off!\That's just free, kid!\Free's fine by me!\Hup.\Boss, how much is that in total? At sixty percent off.\Four hundred and eighty silvers with a discount. I can't go any lower.\Uh, that'll leave us with 200 silvers...\Myne, can you downgrade a bit? response:	I don't know how much we'll have to spend on inns and other living expenses yet.
context: That's just free, kid!\Free's fine by me!\Hup.\Boss, how much is that in total? At sixty percent off.\Four hundred and eighty silvers with a discount. I can't go any lower.\Uh, that'll leave us with 200 silvers...\Myne, can you downgrade a bit?\I don't know how much we'll have to spend on inns and other living expenses yet. response:	It'll be fine, Sir Hero.
context: Free's fine by me!\Hup.\Boss, how much is that in total? At sixty percent off.\Four hundred and eighty silvers with a discount. I can't go any lower.\Uh, that'll leave us with 200 silvers...\Myne, can you downgrade a bit?\I don't know how much we'll have to spend on inns and other living expenses yet.\It'll be fine, Sir Hero. response:	The stronger I am, the more loot we'll get from monsters.
context: Hup.\Boss, how much is that in total? At sixty percent off.\Four hundred and eighty silvers with a discount. I can't go any lower.\Uh, that'll leave us with 200 silvers...\Myne, can you downgrade a bit?\I don't know how much we'll have to spend on inns and other living expenses yet.\It'll be fine, Sir Hero.\The stronger I am, the more loot we'll get from monsters. response:	That should keep us going.
context: Boss, how much is that in total? At sixty percent off.\Four hundred and eighty silvers with a discount. I can't go any lower.\Uh, that'll leave us with 200 silvers...\Myne, can you downgrade a bit?\I don't know how much we'll have to spend on inns and other living expenses yet.\It'll be fine, Sir Hero.\The stronger I am, the more loot we'll get from monsters.\That should keep us going. response:	There's the otherworld trope I've been waiting for!
context: Four hundred and eighty silvers with a discount. I can't go any lower.\Uh, that'll leave us with 200 silvers...\Myne, can you downgrade a bit?\I don't know how much we'll have to spend on inns and other living expenses yet.\It'll be fine, Sir Hero.\The stronger I am, the more loot we'll get from monsters.\That should keep us going.\There's the otherworld trope I've been waiting for! response:	F-Fine, I guess.
context: Uh, that'll leave us with 200 silvers...\Myne, can you downgrade a bit?\I don't know how much we'll have to spend on inns and other living expenses yet.\It'll be fine, Sir Hero.\The stronger I am, the more loot we'll get from monsters.\That should keep us going.\There's the otherworld trope I've been waiting for!\F-Fine, I guess. response:	All right. We'll take these, boss.
context: Myne, can you downgrade a bit?\I don't know how much we'll have to spend on inns and other living expenses yet.\It'll be fine, Sir Hero.\The stronger I am, the more loot we'll get from monsters.\That should keep us going.\There's the otherworld trope I've been waiting for!\F-Fine, I guess.\All right. We'll take these, boss. response:	Thanks a ton!
context: I don't know how much we'll have to spend on inns and other living expenses yet.\It'll be fine, Sir Hero.\The stronger I am, the more loot we'll get from monsters.\That should keep us going.\There's the otherworld trope I've been waiting for!\F-Fine, I guess.\All right. We'll take these, boss.\Thanks a ton! response:	I see our hero's got a real nose for good deals.
context: It'll be fine, Sir Hero.\The stronger I am, the more loot we'll get from monsters.\That should keep us going.\There's the otherworld trope I've been waiting for!\F-Fine, I guess.\All right. We'll take these, boss.\Thanks a ton!\I see our hero's got a real nose for good deals. response:	Thank you, Sir Hero.
context: The stronger I am, the more loot we'll get from monsters.\That should keep us going.\There's the otherworld trope I've been waiting for!\F-Fine, I guess.\All right. We'll take these, boss.\Thanks a ton!\I see our hero's got a real nose for good deals.\Thank you, Sir Hero. response:	By the way, boss, do you know a place that'll buy these fragments?
context: That should keep us going.\There's the otherworld trope I've been waiting for!\F-Fine, I guess.\All right. We'll take these, boss.\Thanks a ton!\I see our hero's got a real nose for good deals.\Thank you, Sir Hero.\By the way, boss, do you know a place that'll buy these fragments? response:	There are shops for monster materials.
context: There's the otherworld trope I've been waiting for!\F-Fine, I guess.\All right. We'll take these, boss.\Thanks a ton!\I see our hero's got a real nose for good deals.\Thank you, Sir Hero.\By the way, boss, do you know a place that'll buy these fragments?\There are shops for monster materials. response:	They'll buy most things off of ya.
context: F-Fine, I guess.\All right. We'll take these, boss.\Thanks a ton!\I see our hero's got a real nose for good deals.\Thank you, Sir Hero.\By the way, boss, do you know a place that'll buy these fragments?\There are shops for monster materials.\They'll buy most things off of ya. response:	Thanks.
context: All right. We'll take these, boss.\Thanks a ton!\I see our hero's got a real nose for good deals.\Thank you, Sir Hero.\By the way, boss, do you know a place that'll buy these fragments?\There are shops for monster materials.\They'll buy most things off of ya.\Thanks. response:	Yum!
context: Thanks a ton!\I see our hero's got a real nose for good deals.\Thank you, Sir Hero.\By the way, boss, do you know a place that'll buy these fragments?\There are shops for monster materials.\They'll buy most things off of ya.\Thanks.\Yum! response:	The food at the castle was great too,
context: I see our hero's got a real nose for good deals.\Thank you, Sir Hero.\By the way, boss, do you know a place that'll buy these fragments?\There are shops for monster materials.\They'll buy most things off of ya.\Thanks.\Yum!\The food at the castle was great too, response:	but a pub is where you experience real otherworld cuisine!
context: Thank you, Sir Hero.\By the way, boss, do you know a place that'll buy these fragments?\There are shops for monster materials.\They'll buy most things off of ya.\Thanks.\Yum!\The food at the castle was great too,\but a pub is where you experience real otherworld cuisine! response:	I hope you relish the meal.
context: By the way, boss, do you know a place that'll buy these fragments?\There are shops for monster materials.\They'll buy most things off of ya.\Thanks.\Yum!\The food at the castle was great too,\but a pub is where you experience real otherworld cuisine!\I hope you relish the meal. response:	The meadow we fought in was over here, right?
context: There are shops for monster materials.\They'll buy most things off of ya.\Thanks.\Yum!\The food at the castle was great too,\but a pub is where you experience real otherworld cuisine!\I hope you relish the meal.\The meadow we fought in was over here, right? response:	Yes.
context: They'll buy most things off of ya.\Thanks.\Yum!\The food at the castle was great too,\but a pub is where you experience real otherworld cuisine!\I hope you relish the meal.\The meadow we fought in was over here, right?\Yes. response:	Tomorrow, we'll be heading to Lafan Village, which lies beyond this map.
context: Thanks.\Yum!\The food at the castle was great too,\but a pub is where you experience real otherworld cuisine!\I hope you relish the meal.\The meadow we fought in was over here, right?\Yes.\Tomorrow, we'll be heading to Lafan Village, which lies beyond this map. response:	Past Lafan Village lies a dungeon for rookie adventurers.
context: Yum!\The food at the castle was great too,\but a pub is where you experience real otherworld cuisine!\I hope you relish the meal.\The meadow we fought in was over here, right?\Yes.\Tomorrow, we'll be heading to Lafan Village, which lies beyond this map.\Past Lafan Village lies a dungeon for rookie adventurers. response:	A dungeon?
context: The food at the castle was great too,\but a pub is where you experience real otherworld cuisine!\I hope you relish the meal.\The meadow we fought in was over here, right?\Yes.\Tomorrow, we'll be heading to Lafan Village, which lies beyond this map.\Past Lafan Village lies a dungeon for rookie adventurers.\A dungeon? response:	We won't make much money there, but it's the perfect spot for you to level up.
context: but a pub is where you experience real otherworld cuisine!\I hope you relish the meal.\The meadow we fought in was over here, right?\Yes.\Tomorrow, we'll be heading to Lafan Village, which lies beyond this map.\Past Lafan Village lies a dungeon for rookie adventurers.\A dungeon?\We won't make much money there, but it's the perfect spot for you to level up. response:	Oh, I see.
context: I hope you relish the meal.\The meadow we fought in was over here, right?\Yes.\Tomorrow, we'll be heading to Lafan Village, which lies beyond this map.\Past Lafan Village lies a dungeon for rookie adventurers.\A dungeon?\We won't make much money there, but it's the perfect spot for you to level up.\Oh, I see. response:	Now that I have new equipment,
context: The meadow we fought in was over here, right?\Yes.\Tomorrow, we'll be heading to Lafan Village, which lies beyond this map.\Past Lafan Village lies a dungeon for rookie adventurers.\A dungeon?\We won't make much money there, but it's the perfect spot for you to level up.\Oh, I see.\Now that I have new equipment, response:	it should be a walk in the park with you defending me.
context: Yes.\Tomorrow, we'll be heading to Lafan Village, which lies beyond this map.\Past Lafan Village lies a dungeon for rookie adventurers.\A dungeon?\We won't make much money there, but it's the perfect spot for you to level up.\Oh, I see.\Now that I have new equipment,\it should be a walk in the park with you defending me. response:	Thanks. Very informative.
context: Tomorrow, we'll be heading to Lafan Village, which lies beyond this map.\Past Lafan Village lies a dungeon for rookie adventurers.\A dungeon?\We won't make much money there, but it's the perfect spot for you to level up.\Oh, I see.\Now that I have new equipment,\it should be a walk in the park with you defending me.\Thanks. Very informative. response:	No problem.
context: Past Lafan Village lies a dungeon for rookie adventurers.\A dungeon?\We won't make much money there, but it's the perfect spot for you to level up.\Oh, I see.\Now that I have new equipment,\it should be a walk in the park with you defending me.\Thanks. Very informative.\No problem. response:	By the way, Sir Hero,
context: A dungeon?\We won't make much money there, but it's the perfect spot for you to level up.\Oh, I see.\Now that I have new equipment,\it should be a walk in the park with you defending me.\Thanks. Very informative.\No problem.\By the way, Sir Hero, response:	aren't you going to drink your wine?
context: We won't make much money there, but it's the perfect spot for you to level up.\Oh, I see.\Now that I have new equipment,\it should be a walk in the park with you defending me.\Thanks. Very informative.\No problem.\By the way, Sir Hero,\aren't you going to drink your wine? response:	Nah, I'm not into booze.
context: Oh, I see.\Now that I have new equipment,\it should be a walk in the park with you defending me.\Thanks. Very informative.\No problem.\By the way, Sir Hero,\aren't you going to drink your wine?\Nah, I'm not into booze. response:	Really? This is pretty good, you know.
context: Now that I have new equipment,\it should be a walk in the park with you defending me.\Thanks. Very informative.\No problem.\By the way, Sir Hero,\aren't you going to drink your wine?\Nah, I'm not into booze.\Really? This is pretty good, you know. response:	I'd love to drink with you.
context: it should be a walk in the park with you defending me.\Thanks. Very informative.\No problem.\By the way, Sir Hero,\aren't you going to drink your wine?\Nah, I'm not into booze.\Really? This is pretty good, you know.\I'd love to drink with you. response:	She suddenly became twice as seductive!
context: Thanks. Very informative.\No problem.\By the way, Sir Hero,\aren't you going to drink your wine?\Nah, I'm not into booze.\Really? This is pretty good, you know.\I'd love to drink with you.\She suddenly became twice as seductive! response:	But...
context: No problem.\By the way, Sir Hero,\aren't you going to drink your wine?\Nah, I'm not into booze.\Really? This is pretty good, you know.\I'd love to drink with you.\She suddenly became twice as seductive!\But... response:	S-Sorry. I really don't like it.
context: By the way, Sir Hero,\aren't you going to drink your wine?\Nah, I'm not into booze.\Really? This is pretty good, you know.\I'd love to drink with you.\She suddenly became twice as seductive!\But...\S-Sorry. I really don't like it. response:	Is that so? That's too bad.
context: aren't you going to drink your wine?\Nah, I'm not into booze.\Really? This is pretty good, you know.\I'd love to drink with you.\She suddenly became twice as seductive!\But...\S-Sorry. I really don't like it.\Is that so? That's too bad. response:	That's a hero for you, I suppose.
context: Nah, I'm not into booze.\Really? This is pretty good, you know.\I'd love to drink with you.\She suddenly became twice as seductive!\But...\S-Sorry. I really don't like it.\Is that so? That's too bad.\That's a hero for you, I suppose. response:	What do you mean?
context: Really? This is pretty good, you know.\I'd love to drink with you.\She suddenly became twice as seductive!\But...\S-Sorry. I really don't like it.\Is that so? That's too bad.\That's a hero for you, I suppose.\What do you mean? response:	This country is a matriarchy.
context: I'd love to drink with you.\She suddenly became twice as seductive!\But...\S-Sorry. I really don't like it.\Is that so? That's too bad.\That's a hero for you, I suppose.\What do you mean?\This country is a matriarchy. response:	No man would ever dare turn down a drink offered by a woman.
context: She suddenly became twice as seductive!\But...\S-Sorry. I really don't like it.\Is that so? That's too bad.\That's a hero for you, I suppose.\What do you mean?\This country is a matriarchy.\No man would ever dare turn down a drink offered by a woman. response:	Really? I'm not very good at picking up on this stuff.
context: But...\S-Sorry. I really don't like it.\Is that so? That's too bad.\That's a hero for you, I suppose.\What do you mean?\This country is a matriarchy.\No man would ever dare turn down a drink offered by a woman.\Really? I'm not very good at picking up on this stuff. response:	Don't worry about it.
context: S-Sorry. I really don't like it.\Is that so? That's too bad.\That's a hero for you, I suppose.\What do you mean?\This country is a matriarchy.\No man would ever dare turn down a drink offered by a woman.\Really? I'm not very good at picking up on this stuff.\Don't worry about it. response:	I'm glad we got to discuss our plans moving forward.
context: Is that so? That's too bad.\That's a hero for you, I suppose.\What do you mean?\This country is a matriarchy.\No man would ever dare turn down a drink offered by a woman.\Really? I'm not very good at picking up on this stuff.\Don't worry about it.\I'm glad we got to discuss our plans moving forward. response:	I'd like to turn in early tonight. Is that okay?
context: That's a hero for you, I suppose.\What do you mean?\This country is a matriarchy.\No man would ever dare turn down a drink offered by a woman.\Really? I'm not very good at picking up on this stuff.\Don't worry about it.\I'm glad we got to discuss our plans moving forward.\I'd like to turn in early tonight. Is that okay? response:	Of course.
context: What do you mean?\This country is a matriarchy.\No man would ever dare turn down a drink offered by a woman.\Really? I'm not very good at picking up on this stuff.\Don't worry about it.\I'm glad we got to discuss our plans moving forward.\I'd like to turn in early tonight. Is that okay?\Of course. response:	I'll head up after I drink some more...
context: This country is a matriarchy.\No man would ever dare turn down a drink offered by a woman.\Really? I'm not very good at picking up on this stuff.\Don't worry about it.\I'm glad we got to discuss our plans moving forward.\I'd like to turn in early tonight. Is that okay?\Of course.\I'll head up after I drink some more... response:	Although I feel so lonely drinking alone.
context: No man would ever dare turn down a drink offered by a woman.\Really? I'm not very good at picking up on this stuff.\Don't worry about it.\I'm glad we got to discuss our plans moving forward.\I'd like to turn in early tonight. Is that okay?\Of course.\I'll head up after I drink some more...\Although I feel so lonely drinking alone. response:	H-Hey, Myne?
context: Really? I'm not very good at picking up on this stuff.\Don't worry about it.\I'm glad we got to discuss our plans moving forward.\I'd like to turn in early tonight. Is that okay?\Of course.\I'll head up after I drink some more...\Although I feel so lonely drinking alone.\H-Hey, Myne? response:	Thanks for joining me, a shield hero who can't fight at all.
context: Don't worry about it.\I'm glad we got to discuss our plans moving forward.\I'd like to turn in early tonight. Is that okay?\Of course.\I'll head up after I drink some more...\Although I feel so lonely drinking alone.\H-Hey, Myne?\Thanks for joining me, a shield hero who can't fight at all. response:	I turned you down tonight, but I'll make it up to you someday.
context: I'm glad we got to discuss our plans moving forward.\I'd like to turn in early tonight. Is that okay?\Of course.\I'll head up after I drink some more...\Although I feel so lonely drinking alone.\H-Hey, Myne?\Thanks for joining me, a shield hero who can't fight at all.\I turned you down tonight, but I'll make it up to you someday. response:	It's totally fine.
context: I'd like to turn in early tonight. Is that okay?\Of course.\I'll head up after I drink some more...\Although I feel so lonely drinking alone.\H-Hey, Myne?\Thanks for joining me, a shield hero who can't fight at all.\I turned you down tonight, but I'll make it up to you someday.\It's totally fine. response:	Good night, Sir Hero.
context: Of course.\I'll head up after I drink some more...\Although I feel so lonely drinking alone.\H-Hey, Myne?\Thanks for joining me, a shield hero who can't fight at all.\I turned you down tonight, but I'll make it up to you someday.\It's totally fine.\Good night, Sir Hero. response:	Night.
context: I'll head up after I drink some more...\Although I feel so lonely drinking alone.\H-Hey, Myne?\Thanks for joining me, a shield hero who can't fight at all.\I turned you down tonight, but I'll make it up to you someday.\It's totally fine.\Good night, Sir Hero.\Night. response:	Two hundred silvers left.
context: Although I feel so lonely drinking alone.\H-Hey, Myne?\Thanks for joining me, a shield hero who can't fight at all.\I turned you down tonight, but I'll make it up to you someday.\It's totally fine.\Good night, Sir Hero.\Night.\Two hundred silvers left. response:	Two rooms at 30 coppers a night each,
context: H-Hey, Myne?\Thanks for joining me, a shield hero who can't fight at all.\I turned you down tonight, but I'll make it up to you someday.\It's totally fine.\Good night, Sir Hero.\Night.\Two hundred silvers left.\Two rooms at 30 coppers a night each, response:	and meals for two at five coppers each...
context: Thanks for joining me, a shield hero who can't fight at all.\I turned you down tonight, but I'll make it up to you someday.\It's totally fine.\Good night, Sir Hero.\Night.\Two hundred silvers left.\Two rooms at 30 coppers a night each,\and meals for two at five coppers each... response:	That leaves a little more than 199 silvers.
context: I turned you down tonight, but I'll make it up to you someday.\It's totally fine.\Good night, Sir Hero.\Night.\Two hundred silvers left.\Two rooms at 30 coppers a night each,\and meals for two at five coppers each...\That leaves a little more than 199 silvers. response:	I'm such a stereotypical Japanese tourist, stashing money like this.
context: It's totally fine.\Good night, Sir Hero.\Night.\Two hundred silvers left.\Two rooms at 30 coppers a night each,\and meals for two at five coppers each...\That leaves a little more than 199 silvers.\I'm such a stereotypical Japanese tourist, stashing money like this. response:	What a day.
context: Good night, Sir Hero.\Night.\Two hundred silvers left.\Two rooms at 30 coppers a night each,\and meals for two at five coppers each...\That leaves a little more than 199 silvers.\I'm such a stereotypical Japanese tourist, stashing money like this.\What a day. response:	I wonder if that's how it truly feels to kill a monster.
context: Night.\Two hundred silvers left.\Two rooms at 30 coppers a night each,\and meals for two at five coppers each...\That leaves a little more than 199 silvers.\I'm such a stereotypical Japanese tourist, stashing money like this.\What a day.\I wonder if that's how it truly feels to kill a monster. response:	I just went around popping balloons today.
context: Two hundred silvers left.\Two rooms at 30 coppers a night each,\and meals for two at five coppers each...\That leaves a little more than 199 silvers.\I'm such a stereotypical Japanese tourist, stashing money like this.\What a day.\I wonder if that's how it truly feels to kill a monster.\I just went around popping balloons today. response:	But man, I really did come to another world!
context: Two rooms at 30 coppers a night each,\and meals for two at five coppers each...\That leaves a little more than 199 silvers.\I'm such a stereotypical Japanese tourist, stashing money like this.\What a day.\I wonder if that's how it truly feels to kill a monster.\I just went around popping balloons today.\But man, I really did come to another world! response:	I leveled up quite a bit today.
context: and meals for two at five coppers each...\That leaves a little more than 199 silvers.\I'm such a stereotypical Japanese tourist, stashing money like this.\What a day.\I wonder if that's how it truly feels to kill a monster.\I just went around popping balloons today.\But man, I really did come to another world!\I leveled up quite a bit today. response:	I won't let you outshine me tomorrow.
context: That leaves a little more than 199 silvers.\I'm such a stereotypical Japanese tourist, stashing money like this.\What a day.\I wonder if that's how it truly feels to kill a monster.\I just went around popping balloons today.\But man, I really did come to another world!\I leveled up quite a bit today.\I won't let you outshine me tomorrow. response:	See you tomorrow, then.
context: I'm such a stereotypical Japanese tourist, stashing money like this.\What a day.\I wonder if that's how it truly feels to kill a monster.\I just went around popping balloons today.\But man, I really did come to another world!\I leveled up quite a bit today.\I won't let you outshine me tomorrow.\See you tomorrow, then. response:	Is that Motoyasu and Itsuki?
context: What a day.\I wonder if that's how it truly feels to kill a monster.\I just went around popping balloons today.\But man, I really did come to another world!\I leveled up quite a bit today.\I won't let you outshine me tomorrow.\See you tomorrow, then.\Is that Motoyasu and Itsuki? response:	See you.
context: I wonder if that's how it truly feels to kill a monster.\I just went around popping balloons today.\But man, I really did come to another world!\I leveled up quite a bit today.\I won't let you outshine me tomorrow.\See you tomorrow, then.\Is that Motoyasu and Itsuki?\See you. response:	Guess I'll sleep.
context: I just went around popping balloons today.\But man, I really did come to another world!\I leveled up quite a bit today.\I won't let you outshine me tomorrow.\See you tomorrow, then.\Is that Motoyasu and Itsuki?\See you.\Guess I'll sleep. response:	Early start tomorrow and all.
context: But man, I really did come to another world!\I leveled up quite a bit today.\I won't let you outshine me tomorrow.\See you tomorrow, then.\Is that Motoyasu and Itsuki?\See you.\Guess I'll sleep.\Early start tomorrow and all. response:	Time to get some breakfast and head out!
context: I leveled up quite a bit today.\I won't let you outshine me tomorrow.\See you tomorrow, then.\Is that Motoyasu and Itsuki?\See you.\Guess I'll sleep.\Early start tomorrow and all.\Time to get some breakfast and head out! response:	Huh?
context: I won't let you outshine me tomorrow.\See you tomorrow, then.\Is that Motoyasu and Itsuki?\See you.\Guess I'll sleep.\Early start tomorrow and all.\Time to get some breakfast and head out!\Huh? response:	Gone...
context: See you tomorrow, then.\Is that Motoyasu and Itsuki?\See you.\Guess I'll sleep.\Early start tomorrow and all.\Time to get some breakfast and head out!\Huh?\Gone... response:	It's gone!
context: Is that Motoyasu and Itsuki?\See you.\Guess I'll sleep.\Early start tomorrow and all.\Time to get some breakfast and head out!\Huh?\Gone...\It's gone! response:	The silvers, the chain mail,
context: See you.\Guess I'll sleep.\Early start tomorrow and all.\Time to get some breakfast and head out!\Huh?\Gone...\It's gone!\The silvers, the chain mail, response:	and even my own clothes I'd kept for a rainy day are gone!
