context: There it is... The old man's ship. response:	Right on time.
context: Don't make me laugh!\As if this flimsy rubber could have done anything!\You dumbass!\Bomu\You've lost, Josuke!\Great. You would have been much better off\if you didn't have the power to break through that tire.\Th-The air from inside the tire! response:	It was completely full?!
context: As if this flimsy rubber could have done anything!\You dumbass!\Bomu\You've lost, Josuke!\Great. You would have been much better off\if you didn't have the power to break through that tire.\Th-The air from inside the tire!\It was completely full?! response:	N-Not the ocean! The ocean is very bad!
context: You dumbass!\Bomu\You've lost, Josuke!\Great. You would have been much better off\if you didn't have the power to break through that tire.\Th-The air from inside the tire!\It was completely full?!\N-Not the ocean! The ocean is very bad! response:	O-Oh, yeah...
context: Bomu\You've lost, Josuke!\Great. You would have been much better off\if you didn't have the power to break through that tire.\Th-The air from inside the tire!\It was completely full?!\N-Not the ocean! The ocean is very bad!\O-Oh, yeah... response:	Salt water conducts electricity.
context: You've lost, Josuke!\Great. You would have been much better off\if you didn't have the power to break through that tire.\Th-The air from inside the tire!\It was completely full?!\N-Not the ocean! The ocean is very bad!\O-Oh, yeah...\Salt water conducts electricity. response:	Since the ocean's so vast, the electricity will spread out in every direction!
context: Great. You would have been much better off\if you didn't have the power to break through that tire.\Th-The air from inside the tire!\It was completely full?!\N-Not the ocean! The ocean is very bad!\O-Oh, yeah...\Salt water conducts electricity.\Since the ocean's so vast, the electricity will spread out in every direction! response:	I'm sorry! Please!
context: if you didn't have the power to break through that tire.\Th-The air from inside the tire!\It was completely full?!\N-Not the ocean! The ocean is very bad!\O-Oh, yeah...\Salt water conducts electricity.\Since the ocean's so vast, the electricity will spread out in every direction!\I'm sorry! Please! response:	Pull me out of here!
context: Th-The air from inside the tire!\It was completely full?!\N-Not the ocean! The ocean is very bad!\O-Oh, yeah...\Salt water conducts electricity.\Since the ocean's so vast, the electricity will spread out in every direction!\I'm sorry! Please!\Pull me out of here! response:	You said something about reflecting on your foolish thoughts,
context: It was completely full?!\N-Not the ocean! The ocean is very bad!\O-Oh, yeah...\Salt water conducts electricity.\Since the ocean's so vast, the electricity will spread out in every direction!\I'm sorry! Please!\Pull me out of here!\You said something about reflecting on your foolish thoughts, response:	but it seems that it's your entire character that's foolish.
context: N-Not the ocean! The ocean is very bad!\O-Oh, yeah...\Salt water conducts electricity.\Since the ocean's so vast, the electricity will spread out in every direction!\I'm sorry! Please!\Pull me out of here!\You said something about reflecting on your foolish thoughts,\but it seems that it's your entire character that's foolish. response:	I-I'm dispersing...
context: O-Oh, yeah...\Salt water conducts electricity.\Since the ocean's so vast, the electricity will spread out in every direction!\I'm sorry! Please!\Pull me out of here!\You said something about reflecting on your foolish thoughts,\but it seems that it's your entire character that's foolish.\I-I'm dispersing... response:	His Stand's been split up! Which means...
context: Salt water conducts electricity.\Since the ocean's so vast, the electricity will spread out in every direction!\I'm sorry! Please!\Pull me out of here!\You said something about reflecting on your foolish thoughts,\but it seems that it's your entire character that's foolish.\I-I'm dispersing...\His Stand's been split up! Which means... response:	H-He's dead?
context: Since the ocean's so vast, the electricity will spread out in every direction!\I'm sorry! Please!\Pull me out of here!\You said something about reflecting on your foolish thoughts,\but it seems that it's your entire character that's foolish.\I-I'm dispersing...\His Stand's been split up! Which means...\H-He's dead? response:	Jotaro!
context: I'm sorry! Please!\Pull me out of here!\You said something about reflecting on your foolish thoughts,\but it seems that it's your entire character that's foolish.\I-I'm dispersing...\His Stand's been split up! Which means...\H-He's dead?\Jotaro! response:	We defeated the user!
context: Pull me out of here!\You said something about reflecting on your foolish thoughts,\but it seems that it's your entire character that's foolish.\I-I'm dispersing...\His Stand's been split up! Which means...\H-He's dead?\Jotaro!\We defeated the user! response:	We defeated Chili Pepper's user!
context: You said something about reflecting on your foolish thoughts,\but it seems that it's your entire character that's foolish.\I-I'm dispersing...\His Stand's been split up! Which means...\H-He's dead?\Jotaro!\We defeated the user!\We defeated Chili Pepper's user! response:	Well done. That's a relief.
context: but it seems that it's your entire character that's foolish.\I-I'm dispersing...\His Stand's been split up! Which means...\H-He's dead?\Jotaro!\We defeated the user!\We defeated Chili Pepper's user!\Well done. That's a relief. response:	So this guy is Josuke's dad...
context: I-I'm dispersing...\His Stand's been split up! Which means...\H-He's dead?\Jotaro!\We defeated the user!\We defeated Chili Pepper's user!\Well done. That's a relief.\So this guy is Josuke's dad... response:	His body's huge, but he's a rickety-looking geezer.
context: His Stand's been split up! Which means...\H-He's dead?\Jotaro!\We defeated the user!\We defeated Chili Pepper's user!\Well done. That's a relief.\So this guy is Josuke's dad...\His body's huge, but he's a rickety-looking geezer. response:	You there,
context: H-He's dead?\Jotaro!\We defeated the user!\We defeated Chili Pepper's user!\Well done. That's a relief.\So this guy is Josuke's dad...\His body's huge, but he's a rickety-looking geezer.\You there, response:	what's your name?
context: Jotaro!\We defeated the user!\We defeated Chili Pepper's user!\Well done. That's a relief.\So this guy is Josuke's dad...\His body's huge, but he's a rickety-looking geezer.\You there,\what's your name? response:	I-It's Okuyasu.
context: We defeated the user!\We defeated Chili Pepper's user!\Well done. That's a relief.\So this guy is Josuke's dad...\His body's huge, but he's a rickety-looking geezer.\You there,\what's your name?\I-It's Okuyasu. response:	Okuyasu?
context: We defeated Chili Pepper's user!\Well done. That's a relief.\So this guy is Josuke's dad...\His body's huge, but he's a rickety-looking geezer.\You there,\what's your name?\I-It's Okuyasu.\Okuyasu? response:	I'm Josuke's neighbor, and I'm also a Stand user.
context: Well done. That's a relief.\So this guy is Josuke's dad...\His body's huge, but he's a rickety-looking geezer.\You there,\what's your name?\I-It's Okuyasu.\Okuyasu?\I'm Josuke's neighbor, and I'm also a Stand user. response:	Huh?
context: So this guy is Josuke's dad...\His body's huge, but he's a rickety-looking geezer.\You there,\what's your name?\I-It's Okuyasu.\Okuyasu?\I'm Josuke's neighbor, and I'm also a Stand user.\Huh? response:	A Stand user.
context: His body's huge, but he's a rickety-looking geezer.\You there,\what's your name?\I-It's Okuyasu.\Okuyasu?\I'm Josuke's neighbor, and I'm also a Stand user.\Huh?\A Stand user. response:	Huh?
context: You there,\what's your name?\I-It's Okuyasu.\Okuyasu?\I'm Josuke's neighbor, and I'm also a Stand user.\Huh?\A Stand user.\Huh? response:	A S-t-a-n-d u-s-e-r!
context: what's your name?\I-It's Okuyasu.\Okuyasu?\I'm Josuke's neighbor, and I'm also a Stand user.\Huh?\A Stand user.\Huh?\A S-t-a-n-d u-s-e-r! response:	Ah, you can't stand losers?
context: I-It's Okuyasu.\Okuyasu?\I'm Josuke's neighbor, and I'm also a Stand user.\Huh?\A Stand user.\Huh?\A S-t-a-n-d u-s-e-r!\Ah, you can't stand losers? response:	I'm a Stand user!
context: Okuyasu?\I'm Josuke's neighbor, and I'm also a Stand user.\Huh?\A Stand user.\Huh?\A S-t-a-n-d u-s-e-r!\Ah, you can't stand losers?\I'm a Stand user! response:	Oh, I see! So you're a Stand user.
context: I'm Josuke's neighbor, and I'm also a Stand user.\Huh?\A Stand user.\Huh?\A S-t-a-n-d u-s-e-r!\Ah, you can't stand losers?\I'm a Stand user!\Oh, I see! So you're a Stand user. response:	Must be rough.
context: Huh?\A Stand user.\Huh?\A S-t-a-n-d u-s-e-r!\Ah, you can't stand losers?\I'm a Stand user!\Oh, I see! So you're a Stand user.\Must be rough. response:	By the way, Osomatsu,
context: A Stand user.\Huh?\A S-t-a-n-d u-s-e-r!\Ah, you can't stand losers?\I'm a Stand user!\Oh, I see! So you're a Stand user.\Must be rough.\By the way, Osomatsu, response:	I can't seem to find my cane. Do you know where it is?
context: Huh?\A S-t-a-n-d u-s-e-r!\Ah, you can't stand losers?\I'm a Stand user!\Oh, I see! So you're a Stand user.\Must be rough.\By the way, Osomatsu,\I can't seem to find my cane. Do you know where it is? response:	Ah!
context: A S-t-a-n-d u-s-e-r!\Ah, you can't stand losers?\I'm a Stand user!\Oh, I see! So you're a Stand user.\Must be rough.\By the way, Osomatsu,\I can't seem to find my cane. Do you know where it is?\Ah! response:	Sorry about that. It's right in my hand.
context: Ah, you can't stand losers?\I'm a Stand user!\Oh, I see! So you're a Stand user.\Must be rough.\By the way, Osomatsu,\I can't seem to find my cane. Do you know where it is?\Ah!\Sorry about that. It's right in my hand. response:	Is this geezer okay?
context: I'm a Stand user!\Oh, I see! So you're a Stand user.\Must be rough.\By the way, Osomatsu,\I can't seem to find my cane. Do you know where it is?\Ah!\Sorry about that. It's right in my hand.\Is this geezer okay? response:	Mr. Joestar.
context: Oh, I see! So you're a Stand user.\Must be rough.\By the way, Osomatsu,\I can't seem to find my cane. Do you know where it is?\Ah!\Sorry about that. It's right in my hand.\Is this geezer okay?\Mr. Joestar. response:	I've come to carry your luggage.
context: Must be rough.\By the way, Osomatsu,\I can't seem to find my cane. Do you know where it is?\Ah!\Sorry about that. It's right in my hand.\Is this geezer okay?\Mr. Joestar.\I've come to carry your luggage. response:	By the way, Osomatsu, I have a question.
context: By the way, Osomatsu,\I can't seem to find my cane. Do you know where it is?\Ah!\Sorry about that. It's right in my hand.\Is this geezer okay?\Mr. Joestar.\I've come to carry your luggage.\By the way, Osomatsu, I have a question. response:	Has Josuke...
context: I can't seem to find my cane. Do you know where it is?\Ah!\Sorry about that. It's right in my hand.\Is this geezer okay?\Mr. Joestar.\I've come to carry your luggage.\By the way, Osomatsu, I have a question.\Has Josuke... response:	Since I didn't even know he was born and
context: Ah!\Sorry about that. It's right in my hand.\Is this geezer okay?\Mr. Joestar.\I've come to carry your luggage.\By the way, Osomatsu, I have a question.\Has Josuke...\Since I didn't even know he was born and response:	left him alone these past sixteen years, has he said anything about me?
context: Sorry about that. It's right in my hand.\Is this geezer okay?\Mr. Joestar.\I've come to carry your luggage.\By the way, Osomatsu, I have a question.\Has Josuke...\Since I didn't even know he was born and\left him alone these past sixteen years, has he said anything about me? response:	I can't say that he's said much about that.
context: Is this geezer okay?\Mr. Joestar.\I've come to carry your luggage.\By the way, Osomatsu, I have a question.\Has Josuke...\Since I didn't even know he was born and\left him alone these past sixteen years, has he said anything about me?\I can't say that he's said much about that. response:	I see. So he hasn't...
context: Mr. Joestar.\I've come to carry your luggage.\By the way, Osomatsu, I have a question.\Has Josuke...\Since I didn't even know he was born and\left him alone these past sixteen years, has he said anything about me?\I can't say that he's said much about that.\I see. So he hasn't... response:	Yay! It's finally here!
context: I've come to carry your luggage.\By the way, Osomatsu, I have a question.\Has Josuke...\Since I didn't even know he was born and\left him alone these past sixteen years, has he said anything about me?\I can't say that he's said much about that.\I see. So he hasn't...\Yay! It's finally here! response:	Look, Josuke!
context: By the way, Osomatsu, I have a question.\Has Josuke...\Since I didn't even know he was born and\left him alone these past sixteen years, has he said anything about me?\I can't say that he's said much about that.\I see. So he hasn't...\Yay! It's finally here!\Look, Josuke! response:	Yeah, that's good, I guess.
context: Has Josuke...\Since I didn't even know he was born and\left him alone these past sixteen years, has he said anything about me?\I can't say that he's said much about that.\I see. So he hasn't...\Yay! It's finally here!\Look, Josuke!\Yeah, that's good, I guess. response:	To be honest,
context: Since I didn't even know he was born and\left him alone these past sixteen years, has he said anything about me?\I can't say that he's said much about that.\I see. So he hasn't...\Yay! It's finally here!\Look, Josuke!\Yeah, that's good, I guess.\To be honest, response:	I'm sort of hoping he just goes back home.
context: left him alone these past sixteen years, has he said anything about me?\I can't say that he's said much about that.\I see. So he hasn't...\Yay! It's finally here!\Look, Josuke!\Yeah, that's good, I guess.\To be honest,\I'm sort of hoping he just goes back home. response:	Josuke...
context: I can't say that he's said much about that.\I see. So he hasn't...\Yay! It's finally here!\Look, Josuke!\Yeah, that's good, I guess.\To be honest,\I'm sort of hoping he just goes back home.\Josuke... response:	Well, I mean, I'm glad he wasn't killed by Otoishi,
context: I see. So he hasn't...\Yay! It's finally here!\Look, Josuke!\Yeah, that's good, I guess.\To be honest,\I'm sort of hoping he just goes back home.\Josuke...\Well, I mean, I'm glad he wasn't killed by Otoishi, response:	and things ended happily ever after.
context: Yay! It's finally here!\Look, Josuke!\Yeah, that's good, I guess.\To be honest,\I'm sort of hoping he just goes back home.\Josuke...\Well, I mean, I'm glad he wasn't killed by Otoishi,\and things ended happily ever after. response:	But you know...
context: Look, Josuke!\Yeah, that's good, I guess.\To be honest,\I'm sort of hoping he just goes back home.\Josuke...\Well, I mean, I'm glad he wasn't killed by Otoishi,\and things ended happily ever after.\But you know... response:	I've never even met this guy before.
context: Yeah, that's good, I guess.\To be honest,\I'm sort of hoping he just goes back home.\Josuke...\Well, I mean, I'm glad he wasn't killed by Otoishi,\and things ended happily ever after.\But you know...\I've never even met this guy before. response:	I can't really see him as my parent.
context: To be honest,\I'm sort of hoping he just goes back home.\Josuke...\Well, I mean, I'm glad he wasn't killed by Otoishi,\and things ended happily ever after.\But you know...\I've never even met this guy before.\I can't really see him as my parent. response:	I'm sure it's just going to be awkward for the both of us.
context: I'm sort of hoping he just goes back home.\Josuke...\Well, I mean, I'm glad he wasn't killed by Otoishi,\and things ended happily ever after.\But you know...\I've never even met this guy before.\I can't really see him as my parent.\I'm sure it's just going to be awkward for the both of us. response:	Not that I have a grudge against him or anything.
context: Josuke...\Well, I mean, I'm glad he wasn't killed by Otoishi,\and things ended happily ever after.\But you know...\I've never even met this guy before.\I can't really see him as my parent.\I'm sure it's just going to be awkward for the both of us.\Not that I have a grudge against him or anything. response:	But I have to think about what my mom'll think, too.
context: Well, I mean, I'm glad he wasn't killed by Otoishi,\and things ended happily ever after.\But you know...\I've never even met this guy before.\I can't really see him as my parent.\I'm sure it's just going to be awkward for the both of us.\Not that I have a grudge against him or anything.\But I have to think about what my mom'll think, too. response:	Don't you think so, Koichi?
context: and things ended happily ever after.\But you know...\I've never even met this guy before.\I can't really see him as my parent.\I'm sure it's just going to be awkward for the both of us.\Not that I have a grudge against him or anything.\But I have to think about what my mom'll think, too.\Don't you think so, Koichi? response:	O-Oh, no...
context: But you know...\I've never even met this guy before.\I can't really see him as my parent.\I'm sure it's just going to be awkward for the both of us.\Not that I have a grudge against him or anything.\But I have to think about what my mom'll think, too.\Don't you think so, Koichi?\O-Oh, no... response:	Josuke, there's trouble!
context: I've never even met this guy before.\I can't really see him as my parent.\I'm sure it's just going to be awkward for the both of us.\Not that I have a grudge against him or anything.\But I have to think about what my mom'll think, too.\Don't you think so, Koichi?\O-Oh, no...\Josuke, there's trouble! response:	Th-The body!
context: I can't really see him as my parent.\I'm sure it's just going to be awkward for the both of us.\Not that I have a grudge against him or anything.\But I have to think about what my mom'll think, too.\Don't you think so, Koichi?\O-Oh, no...\Josuke, there's trouble!\Th-The body! response:	Jotaro, there's trouble!
context: I'm sure it's just going to be awkward for the both of us.\Not that I have a grudge against him or anything.\But I have to think about what my mom'll think, too.\Don't you think so, Koichi?\O-Oh, no...\Josuke, there's trouble!\Th-The body!\Jotaro, there's trouble! response:	Akira Otoishi's body disappeared!
context: Not that I have a grudge against him or anything.\But I have to think about what my mom'll think, too.\Don't you think so, Koichi?\O-Oh, no...\Josuke, there's trouble!\Th-The body!\Jotaro, there's trouble!\Akira Otoishi's body disappeared! response:	He's still
context: But I have to think about what my mom'll think, too.\Don't you think so, Koichi?\O-Oh, no...\Josuke, there's trouble!\Th-The body!\Jotaro, there's trouble!\Akira Otoishi's body disappeared!\He's still response:	alive!
context: Don't you think so, Koichi?\O-Oh, no...\Josuke, there's trouble!\Th-The body!\Jotaro, there's trouble!\Akira Otoishi's body disappeared!\He's still\alive! response:	There's trouble! The enemy has boarded the boat!
context: O-Oh, no...\Josuke, there's trouble!\Th-The body!\Jotaro, there's trouble!\Akira Otoishi's body disappeared!\He's still\alive!\There's trouble! The enemy has boarded the boat! response:	It appears that Akira Otoishi was not dead!
context: Josuke, there's trouble!\Th-The body!\Jotaro, there's trouble!\Akira Otoishi's body disappeared!\He's still\alive!\There's trouble! The enemy has boarded the boat!\It appears that Akira Otoishi was not dead! response:	Seriously?
context: Th-The body!\Jotaro, there's trouble!\Akira Otoishi's body disappeared!\He's still\alive!\There's trouble! The enemy has boarded the boat!\It appears that Akira Otoishi was not dead!\Seriously? response:	Take Mr. Joestar...
context: Jotaro, there's trouble!\Akira Otoishi's body disappeared!\He's still\alive!\There's trouble! The enemy has boarded the boat!\It appears that Akira Otoishi was not dead!\Seriously?\Take Mr. Joestar... response:	Who are you?
context: Akira Otoishi's body disappeared!\He's still\alive!\There's trouble! The enemy has boarded the boat!\It appears that Akira Otoishi was not dead!\Seriously?\Take Mr. Joestar...\Who are you? response:	Huh? Did you say something?
context: He's still\alive!\There's trouble! The enemy has boarded the boat!\It appears that Akira Otoishi was not dead!\Seriously?\Take Mr. Joestar...\Who are you?\Huh? Did you say something? response:	No, he...
context: alive!\There's trouble! The enemy has boarded the boat!\It appears that Akira Otoishi was not dead!\Seriously?\Take Mr. Joestar...\Who are you?\Huh? Did you say something?\No, he... response:	I'm the one who said it!
context: There's trouble! The enemy has boarded the boat!\It appears that Akira Otoishi was not dead!\Seriously?\Take Mr. Joestar...\Who are you?\Huh? Did you say something?\No, he...\I'm the one who said it! response:	He's not a part of the Speedwagon Foundation!
context: It appears that Akira Otoishi was not dead!\Seriously?\Take Mr. Joestar...\Who are you?\Huh? Did you say something?\No, he...\I'm the one who said it!\He's not a part of the Speedwagon Foundation! response:	Wha...
context: Seriously?\Take Mr. Joestar...\Who are you?\Huh? Did you say something?\No, he...\I'm the one who said it!\He's not a part of the Speedwagon Foundation!\Wha... response:	What?!
context: Take Mr. Joestar...\Who are you?\Huh? Did you say something?\No, he...\I'm the one who said it!\He's not a part of the Speedwagon Foundation!\Wha...\What?! response:	He's the enemy!
context: Who are you?\Huh? Did you say something?\No, he...\I'm the one who said it!\He's not a part of the Speedwagon Foundation!\Wha...\What?!\He's the enemy! response:	Seriously? You bastard!
context: Huh? Did you say something?\No, he...\I'm the one who said it!\He's not a part of the Speedwagon Foundation!\Wha...\What?!\He's the enemy!\Seriously? You bastard! response:	Please wait!
context: No, he...\I'm the one who said it!\He's not a part of the Speedwagon Foundation!\Wha...\What?!\He's the enemy!\Seriously? You bastard!\Please wait! response:	I'm the one who told you about the enemy!
context: I'm the one who said it!\He's not a part of the Speedwagon Foundation!\Wha...\What?!\He's the enemy!\Seriously? You bastard!\Please wait!\I'm the one who told you about the enemy! response:	Would any enemy actually do that?!
context: He's not a part of the Speedwagon Foundation!\Wha...\What?!\He's the enemy!\Seriously? You bastard!\Please wait!\I'm the one who told you about the enemy!\Would any enemy actually do that?! response:	He's the real enemy!
context: Wha...\What?!\He's the enemy!\Seriously? You bastard!\Please wait!\I'm the one who told you about the enemy!\Would any enemy actually do that?!\He's the real enemy! response:	You've got a point.
context: What?!\He's the enemy!\Seriously? You bastard!\Please wait!\I'm the one who told you about the enemy!\Would any enemy actually do that?!\He's the real enemy!\You've got a point. response:	I'm the one who pointed out the enemy first!
context: He's the enemy!\Seriously? You bastard!\Please wait!\I'm the one who told you about the enemy!\Would any enemy actually do that?!\He's the real enemy!\You've got a point.\I'm the one who pointed out the enemy first! response:	He came to tell you that so you'd let down your guard!
context: Seriously? You bastard!\Please wait!\I'm the one who told you about the enemy!\Would any enemy actually do that?!\He's the real enemy!\You've got a point.\I'm the one who pointed out the enemy first!\He came to tell you that so you'd let down your guard! response:	Th-That's also a good point...
context: Please wait!\I'm the one who told you about the enemy!\Would any enemy actually do that?!\He's the real enemy!\You've got a point.\I'm the one who pointed out the enemy first!\He came to tell you that so you'd let down your guard!\Th-That's also a good point... response:	Wh-Which one's the enemy?
context: I'm the one who told you about the enemy!\Would any enemy actually do that?!\He's the real enemy!\You've got a point.\I'm the one who pointed out the enemy first!\He came to tell you that so you'd let down your guard!\Th-That's also a good point...\Wh-Which one's the enemy? response:	He is!
context: Would any enemy actually do that?!\He's the real enemy!\You've got a point.\I'm the one who pointed out the enemy first!\He came to tell you that so you'd let down your guard!\Th-That's also a good point...\Wh-Which one's the enemy?\He is! response:	D'oh!
context: He's the real enemy!\You've got a point.\I'm the one who pointed out the enemy first!\He came to tell you that so you'd let down your guard!\Th-That's also a good point...\Wh-Which one's the enemy?\He is!\D'oh! response:	I have to choose again?
context: You've got a point.\I'm the one who pointed out the enemy first!\He came to tell you that so you'd let down your guard!\Th-That's also a good point...\Wh-Which one's the enemy?\He is!\D'oh!\I have to choose again? response:	Damn it.
context: I'm the one who pointed out the enemy first!\He came to tell you that so you'd let down your guard!\Th-That's also a good point...\Wh-Which one's the enemy?\He is!\D'oh!\I have to choose again?\Damn it. response:	This is what I get for relying on my Big Bro so much...
context: He came to tell you that so you'd let down your guard!\Th-That's also a good point...\Wh-Which one's the enemy?\He is!\D'oh!\I have to choose again?\Damn it.\This is what I get for relying on my Big Bro so much... response:	Okuyasu's easy to deal with.
context: Th-That's also a good point...\Wh-Which one's the enemy?\He is!\D'oh!\I have to choose again?\Damn it.\This is what I get for relying on my Big Bro so much...\Okuyasu's easy to deal with. response:	Jotaro hasn't seen my face yet.
context: Wh-Which one's the enemy?\He is!\D'oh!\I have to choose again?\Damn it.\This is what I get for relying on my Big Bro so much...\Okuyasu's easy to deal with.\Jotaro hasn't seen my face yet. response:	If I can just kill Joseph...
context: He is!\D'oh!\I have to choose again?\Damn it.\This is what I get for relying on my Big Bro so much...\Okuyasu's easy to deal with.\Jotaro hasn't seen my face yet.\If I can just kill Joseph... response:	I'm gonna escape!
context: D'oh!\I have to choose again?\Damn it.\This is what I get for relying on my Big Bro so much...\Okuyasu's easy to deal with.\Jotaro hasn't seen my face yet.\If I can just kill Joseph...\I'm gonna escape! response:	I'm gonna get the hell out of here!
context: I have to choose again?\Damn it.\This is what I get for relying on my Big Bro so much...\Okuyasu's easy to deal with.\Jotaro hasn't seen my face yet.\If I can just kill Joseph...\I'm gonna escape!\I'm gonna get the hell out of here! response:	Chili Pepper!
context: Damn it.\This is what I get for relying on my Big Bro so much...\Okuyasu's easy to deal with.\Jotaro hasn't seen my face yet.\If I can just kill Joseph...\I'm gonna escape!\I'm gonna get the hell out of here!\Chili Pepper! response:	Huh? What's that about a chilly pigeon?
context: This is what I get for relying on my Big Bro so much...\Okuyasu's easy to deal with.\Jotaro hasn't seen my face yet.\If I can just kill Joseph...\I'm gonna escape!\I'm gonna get the hell out of here!\Chili Pepper!\Huh? What's that about a chilly pigeon? response:	Rumble
context: Okuyasu's easy to deal with.\Jotaro hasn't seen my face yet.\If I can just kill Joseph...\I'm gonna escape!\I'm gonna get the hell out of here!\Chili Pepper!\Huh? What's that about a chilly pigeon?\Rumble response:	I'll kill you!
context: Jotaro hasn't seen my face yet.\If I can just kill Joseph...\I'm gonna escape!\I'm gonna get the hell out of here!\Chili Pepper!\Huh? What's that about a chilly pigeon?\Rumble\I'll kill you! response:	I figured out
context: If I can just kill Joseph...\I'm gonna escape!\I'm gonna get the hell out of here!\Chili Pepper!\Huh? What's that about a chilly pigeon?\Rumble\I'll kill you!\I figured out response:	who it is!
context: I'm gonna escape!\I'm gonna get the hell out of here!\Chili Pepper!\Huh? What's that about a chilly pigeon?\Rumble\I'll kill you!\I figured out\who it is! response:	It's you!
context: I'm gonna get the hell out of here!\Chili Pepper!\Huh? What's that about a chilly pigeon?\Rumble\I'll kill you!\I figured out\who it is!\It's you! response:	Don't think you can fool Okuyasu Nijimura twice!
context: Chili Pepper!\Huh? What's that about a chilly pigeon?\Rumble\I'll kill you!\I figured out\who it is!\It's you!\Don't think you can fool Okuyasu Nijimura twice! response:	H-How did you figure it out?
context: Huh? What's that about a chilly pigeon?\Rumble\I'll kill you!\I figured out\who it is!\It's you!\Don't think you can fool Okuyasu Nijimura twice!\H-How did you figure it out? response:	You wanna know?
context: Rumble\I'll kill you!\I figured out\who it is!\It's you!\Don't think you can fool Okuyasu Nijimura twice!\H-How did you figure it out?\You wanna know? response:	How...
context: I'll kill you!\I figured out\who it is!\It's you!\Don't think you can fool Okuyasu Nijimura twice!\H-How did you figure it out?\You wanna know?\How... response:	I was gonna punch both of you! I'm not very smart, you know.
context: I figured out\who it is!\It's you!\Don't think you can fool Okuyasu Nijimura twice!\H-How did you figure it out?\You wanna know?\How...\I was gonna punch both of you! I'm not very smart, you know. response:	Watch...
context: who it is!\It's you!\Don't think you can fool Okuyasu Nijimura twice!\H-How did you figure it out?\You wanna know?\How...\I was gonna punch both of you! I'm not very smart, you know.\Watch... response:	your step. You're gonna fall into the ocean.
context: It's you!\Don't think you can fool Okuyasu Nijimura twice!\H-How did you figure it out?\You wanna know?\How...\I was gonna punch both of you! I'm not very smart, you know.\Watch...\your step. You're gonna fall into the ocean. response:	S-Sorry.
context: Don't think you can fool Okuyasu Nijimura twice!\H-How did you figure it out?\You wanna know?\How...\I was gonna punch both of you! I'm not very smart, you know.\Watch...\your step. You're gonna fall into the ocean.\S-Sorry. response:	If only I had my cane, I'd be able to get down myself,
context: H-How did you figure it out?\You wanna know?\How...\I was gonna punch both of you! I'm not very smart, you know.\Watch...\your step. You're gonna fall into the ocean.\S-Sorry.\If only I had my cane, I'd be able to get down myself, response:	but it broke a moment ago...
context: You wanna know?\How...\I was gonna punch both of you! I'm not very smart, you know.\Watch...\your step. You're gonna fall into the ocean.\S-Sorry.\If only I had my cane, I'd be able to get down myself,\but it broke a moment ago... response:	G-Guess I don't have a choice.
context: How...\I was gonna punch both of you! I'm not very smart, you know.\Watch...\your step. You're gonna fall into the ocean.\S-Sorry.\If only I had my cane, I'd be able to get down myself,\but it broke a moment ago...\G-Guess I don't have a choice. response:	Hold on to my hand.
context: I was gonna punch both of you! I'm not very smart, you know.\Watch...\your step. You're gonna fall into the ocean.\S-Sorry.\If only I had my cane, I'd be able to get down myself,\but it broke a moment ago...\G-Guess I don't have a choice.\Hold on to my hand. response:	I just had a great idea!
context: Watch...\your step. You're gonna fall into the ocean.\S-Sorry.\If only I had my cane, I'd be able to get down myself,\but it broke a moment ago...\G-Guess I don't have a choice.\Hold on to my hand.\I just had a great idea! response:	Why not have Shining Diamond fix the cane?
context: your step. You're gonna fall into the ocean.\S-Sorry.\If only I had my cane, I'd be able to get down myself,\but it broke a moment ago...\G-Guess I don't have a choice.\Hold on to my hand.\I just had a great idea!\Why not have Shining Diamond fix the cane? response:	Y-You idiot! What are you saying?
context: S-Sorry.\If only I had my cane, I'd be able to get down myself,\but it broke a moment ago...\G-Guess I don't have a choice.\Hold on to my hand.\I just had a great idea!\Why not have Shining Diamond fix the cane?\Y-You idiot! What are you saying? response:	You're so stupid, Okuyasu.
context: If only I had my cane, I'd be able to get down myself,\but it broke a moment ago...\G-Guess I don't have a choice.\Hold on to my hand.\I just had a great idea!\Why not have Shining Diamond fix the cane?\Y-You idiot! What are you saying?\You're so stupid, Okuyasu. response:	Huh? Why?
context: but it broke a moment ago...\G-Guess I don't have a choice.\Hold on to my hand.\I just had a great idea!\Why not have Shining Diamond fix the cane?\Y-You idiot! What are you saying?\You're so stupid, Okuyasu.\Huh? Why? response:	Things are better if he doesn't fix it this time.
context: G-Guess I don't have a choice.\Hold on to my hand.\I just had a great idea!\Why not have Shining Diamond fix the cane?\Y-You idiot! What are you saying?\You're so stupid, Okuyasu.\Huh? Why?\Things are better if he doesn't fix it this time. response:	Huh? Why?
context: Hold on to my hand.\I just had a great idea!\Why not have Shining Diamond fix the cane?\Y-You idiot! What are you saying?\You're so stupid, Okuyasu.\Huh? Why?\Things are better if he doesn't fix it this time.\Huh? Why? response:	Why is that?
context: I just had a great idea!\Why not have Shining Diamond fix the cane?\Y-You idiot! What are you saying?\You're so stupid, Okuyasu.\Huh? Why?\Things are better if he doesn't fix it this time.\Huh? Why?\Why is that? response:	Now if we just
context: Why not have Shining Diamond fix the cane?\Y-You idiot! What are you saying?\You're so stupid, Okuyasu.\Huh? Why?\Things are better if he doesn't fix it this time.\Huh? Why?\Why is that?\Now if we just response:	retrieve the bow and arrow, it'll all be over,
