context: I cannot approve of this. response:	You could have defeated them both, yet you allowed them to escape.
context: Remember training camp?\When we were all being rowdy, you were the one who didn't laugh at my best material.\I'm still holding a grudge.\Well, I need to go to the faculty room, so I'll see you tomorrow.\Mitsuzuri...\That girl's been following us.\Do you know her, Senpai?\Yeah, my old man knew her. response:	Kiritsugu-san knew her?
context: When we were all being rowdy, you were the one who didn't laugh at my best material.\I'm still holding a grudge.\Well, I need to go to the faculty room, so I'll see you tomorrow.\Mitsuzuri...\That girl's been following us.\Do you know her, Senpai?\Yeah, my old man knew her.\Kiritsugu-san knew her? response:	She came to visit Kiritsugu-san, then?
context: I'm still holding a grudge.\Well, I need to go to the faculty room, so I'll see you tomorrow.\Mitsuzuri...\That girl's been following us.\Do you know her, Senpai?\Yeah, my old man knew her.\Kiritsugu-san knew her?\She came to visit Kiritsugu-san, then? response:	That's right.
context: Well, I need to go to the faculty room, so I'll see you tomorrow.\Mitsuzuri...\That girl's been following us.\Do you know her, Senpai?\Yeah, my old man knew her.\Kiritsugu-san knew her?\She came to visit Kiritsugu-san, then?\That's right. response:	She'll be staying at my place for a while, so be nice to her.
context: Mitsuzuri...\That girl's been following us.\Do you know her, Senpai?\Yeah, my old man knew her.\Kiritsugu-san knew her?\She came to visit Kiritsugu-san, then?\That's right.\She'll be staying at my place for a while, so be nice to her. response:	Staying at my place?
context: That girl's been following us.\Do you know her, Senpai?\Yeah, my old man knew her.\Kiritsugu-san knew her?\She came to visit Kiritsugu-san, then?\That's right.\She'll be staying at my place for a while, so be nice to her.\Staying at my place? response:	You're shacking up with her?
context: Do you know her, Senpai?\Yeah, my old man knew her.\Kiritsugu-san knew her?\She came to visit Kiritsugu-san, then?\That's right.\She'll be staying at my place for a while, so be nice to her.\Staying at my place?\You're shacking up with her? response:	We aren't shacking up.
context: Yeah, my old man knew her.\Kiritsugu-san knew her?\She came to visit Kiritsugu-san, then?\That's right.\She'll be staying at my place for a while, so be nice to her.\Staying at my place?\You're shacking up with her?\We aren't shacking up. response:	Saber will only be staying here for a little while.
context: Kiritsugu-san knew her?\She came to visit Kiritsugu-san, then?\That's right.\She'll be staying at my place for a while, so be nice to her.\Staying at my place?\You're shacking up with her?\We aren't shacking up.\Saber will only be staying here for a little while. response:	Her name is Saber-san?
context: She came to visit Kiritsugu-san, then?\That's right.\She'll be staying at my place for a while, so be nice to her.\Staying at my place?\You're shacking up with her?\We aren't shacking up.\Saber will only be staying here for a little while.\Her name is Saber-san? response:	Yeah, I'd really appreciate it if you'd try to be friends with her, Sakura.
context: That's right.\She'll be staying at my place for a while, so be nice to her.\Staying at my place?\You're shacking up with her?\We aren't shacking up.\Saber will only be staying here for a little while.\Her name is Saber-san?\Yeah, I'd really appreciate it if you'd try to be friends with her, Sakura. response:	Sure, I can do that...
context: She'll be staying at my place for a while, so be nice to her.\Staying at my place?\You're shacking up with her?\We aren't shacking up.\Saber will only be staying here for a little while.\Her name is Saber-san?\Yeah, I'd really appreciate it if you'd try to be friends with her, Sakura.\Sure, I can do that... response:	Fujimura-sensei!
context: Staying at my place?\You're shacking up with her?\We aren't shacking up.\Saber will only be staying here for a little while.\Her name is Saber-san?\Yeah, I'd really appreciate it if you'd try to be friends with her, Sakura.\Sure, I can do that...\Fujimura-sensei! response:	Are you giving her your approval to stay, Fujimura-sensei?
context: You're shacking up with her?\We aren't shacking up.\Saber will only be staying here for a little while.\Her name is Saber-san?\Yeah, I'd really appreciate it if you'd try to be friends with her, Sakura.\Sure, I can do that...\Fujimura-sensei!\Are you giving her your approval to stay, Fujimura-sensei? response:	As a teacher, I'd have to say absolutely not,
context: We aren't shacking up.\Saber will only be staying here for a little while.\Her name is Saber-san?\Yeah, I'd really appreciate it if you'd try to be friends with her, Sakura.\Sure, I can do that...\Fujimura-sensei!\Are you giving her your approval to stay, Fujimura-sensei?\As a teacher, I'd have to say absolutely not, response:	but I can't turn away a girl who's come here to see Kiritsugu-san...
context: Saber will only be staying here for a little while.\Her name is Saber-san?\Yeah, I'd really appreciate it if you'd try to be friends with her, Sakura.\Sure, I can do that...\Fujimura-sensei!\Are you giving her your approval to stay, Fujimura-sensei?\As a teacher, I'd have to say absolutely not,\but I can't turn away a girl who's come here to see Kiritsugu-san... response:	Sure, why not?
context: Her name is Saber-san?\Yeah, I'd really appreciate it if you'd try to be friends with her, Sakura.\Sure, I can do that...\Fujimura-sensei!\Are you giving her your approval to stay, Fujimura-sensei?\As a teacher, I'd have to say absolutely not,\but I can't turn away a girl who's come here to see Kiritsugu-san...\Sure, why not? response:	Just think of it as a homestay!
context: Yeah, I'd really appreciate it if you'd try to be friends with her, Sakura.\Sure, I can do that...\Fujimura-sensei!\Are you giving her your approval to stay, Fujimura-sensei?\As a teacher, I'd have to say absolutely not,\but I can't turn away a girl who's come here to see Kiritsugu-san...\Sure, why not?\Just think of it as a homestay! response:	Temperatures are expected to fall again tonight.
context: Sure, I can do that...\Fujimura-sensei!\Are you giving her your approval to stay, Fujimura-sensei?\As a teacher, I'd have to say absolutely not,\but I can't turn away a girl who's come here to see Kiritsugu-san...\Sure, why not?\Just think of it as a homestay!\Temperatures are expected to fall again tonight. response:	And I pulled out all the stops for this dinner...
context: Fujimura-sensei!\Are you giving her your approval to stay, Fujimura-sensei?\As a teacher, I'd have to say absolutely not,\but I can't turn away a girl who's come here to see Kiritsugu-san...\Sure, why not?\Just think of it as a homestay!\Temperatures are expected to fall again tonight.\And I pulled out all the stops for this dinner... response:	Please exercise caution when driving.
context: Are you giving her your approval to stay, Fujimura-sensei?\As a teacher, I'd have to say absolutely not,\but I can't turn away a girl who's come here to see Kiritsugu-san...\Sure, why not?\Just think of it as a homestay!\Temperatures are expected to fall again tonight.\And I pulled out all the stops for this dinner...\Please exercise caution when driving. response:	And Sakura isn't coming to help, either.
context: As a teacher, I'd have to say absolutely not,\but I can't turn away a girl who's come here to see Kiritsugu-san...\Sure, why not?\Just think of it as a homestay!\Temperatures are expected to fall again tonight.\And I pulled out all the stops for this dinner...\Please exercise caution when driving.\And Sakura isn't coming to help, either. response:	Up next, we have the weather report.
context: but I can't turn away a girl who's come here to see Kiritsugu-san...\Sure, why not?\Just think of it as a homestay!\Temperatures are expected to fall again tonight.\And I pulled out all the stops for this dinner...\Please exercise caution when driving.\And Sakura isn't coming to help, either.\Up next, we have the weather report. response:	Fuji-nee, it's getting late. Mind walking Sakura home?
context: Sure, why not?\Just think of it as a homestay!\Temperatures are expected to fall again tonight.\And I pulled out all the stops for this dinner...\Please exercise caution when driving.\And Sakura isn't coming to help, either.\Up next, we have the weather report.\Fuji-nee, it's getting late. Mind walking Sakura home? response:	Good evening.
context: Just think of it as a homestay!\Temperatures are expected to fall again tonight.\And I pulled out all the stops for this dinner...\Please exercise caution when driving.\And Sakura isn't coming to help, either.\Up next, we have the weather report.\Fuji-nee, it's getting late. Mind walking Sakura home?\Good evening. response:	Now, for tomorrow's forecast.
context: Temperatures are expected to fall again tonight.\And I pulled out all the stops for this dinner...\Please exercise caution when driving.\And Sakura isn't coming to help, either.\Up next, we have the weather report.\Fuji-nee, it's getting late. Mind walking Sakura home?\Good evening.\Now, for tomorrow's forecast. response:	Fuji-nee?
context: And I pulled out all the stops for this dinner...\Please exercise caution when driving.\And Sakura isn't coming to help, either.\Up next, we have the weather report.\Fuji-nee, it's getting late. Mind walking Sakura home?\Good evening.\Now, for tomorrow's forecast.\Fuji-nee? response:	The Japanese islands are under a strong, wintry pressure-distribution pattern.
context: Please exercise caution when driving.\And Sakura isn't coming to help, either.\Up next, we have the weather report.\Fuji-nee, it's getting late. Mind walking Sakura home?\Good evening.\Now, for tomorrow's forecast.\Fuji-nee?\The Japanese islands are under a strong, wintry pressure-distribution pattern. response:	It looks like this may bring nasty weather, with a focus on northern Japan.
context: And Sakura isn't coming to help, either.\Up next, we have the weather report.\Fuji-nee, it's getting late. Mind walking Sakura home?\Good evening.\Now, for tomorrow's forecast.\Fuji-nee?\The Japanese islands are under a strong, wintry pressure-distribution pattern.\It looks like this may bring nasty weather, with a focus on northern Japan. response:	Hello?
context: Up next, we have the weather report.\Fuji-nee, it's getting late. Mind walking Sakura home?\Good evening.\Now, for tomorrow's forecast.\Fuji-nee?\The Japanese islands are under a strong, wintry pressure-distribution pattern.\It looks like this may bring nasty weather, with a focus on northern Japan.\Hello? response:	Didn't you hear me, Fujimura-sensei?
context: Fuji-nee, it's getting late. Mind walking Sakura home?\Good evening.\Now, for tomorrow's forecast.\Fuji-nee?\The Japanese islands are under a strong, wintry pressure-distribution pattern.\It looks like this may bring nasty weather, with a focus on northern Japan.\Hello?\Didn't you hear me, Fujimura-sensei? response:	Take a look at how the clouds have moved since yesterday.
context: Good evening.\Now, for tomorrow's forecast.\Fuji-nee?\The Japanese islands are under a strong, wintry pressure-distribution pattern.\It looks like this may bring nasty weather, with a focus on northern Japan.\Hello?\Didn't you hear me, Fujimura-sensei?\Take a look at how the clouds have moved since yesterday. response:	Sorry, request denied.
context: Now, for tomorrow's forecast.\Fuji-nee?\The Japanese islands are under a strong, wintry pressure-distribution pattern.\It looks like this may bring nasty weather, with a focus on northern Japan.\Hello?\Didn't you hear me, Fujimura-sensei?\Take a look at how the clouds have moved since yesterday.\Sorry, request denied. response:	I won't be able to walk Sakura-chan home for a while.
context: Fuji-nee?\The Japanese islands are under a strong, wintry pressure-distribution pattern.\It looks like this may bring nasty weather, with a focus on northern Japan.\Hello?\Didn't you hear me, Fujimura-sensei?\Take a look at how the clouds have moved since yesterday.\Sorry, request denied.\I won't be able to walk Sakura-chan home for a while. response:	The small clouds that had formed over the Sea of Japan
context: The Japanese islands are under a strong, wintry pressure-distribution pattern.\It looks like this may bring nasty weather, with a focus on northern Japan.\Hello?\Didn't you hear me, Fujimura-sensei?\Take a look at how the clouds have moved since yesterday.\Sorry, request denied.\I won't be able to walk Sakura-chan home for a while.\The small clouds that had formed over the Sea of Japan response:	Why not?
context: It looks like this may bring nasty weather, with a focus on northern Japan.\Hello?\Didn't you hear me, Fujimura-sensei?\Take a look at how the clouds have moved since yesterday.\Sorry, request denied.\I won't be able to walk Sakura-chan home for a while.\The small clouds that had formed over the Sea of Japan\Why not? response:	and northern Japan are moving to the east, toward the sea.
context: Hello?\Didn't you hear me, Fujimura-sensei?\Take a look at how the clouds have moved since yesterday.\Sorry, request denied.\I won't be able to walk Sakura-chan home for a while.\The small clouds that had formed over the Sea of Japan\Why not?\and northern Japan are moving to the east, toward the sea. response:	Because starting today, I'll be staying here, too.
context: Didn't you hear me, Fujimura-sensei?\Take a look at how the clouds have moved since yesterday.\Sorry, request denied.\I won't be able to walk Sakura-chan home for a while.\The small clouds that had formed over the Sea of Japan\Why not?\and northern Japan are moving to the east, toward the sea.\Because starting today, I'll be staying here, too. response:	Huh?
context: Take a look at how the clouds have moved since yesterday.\Sorry, request denied.\I won't be able to walk Sakura-chan home for a while.\The small clouds that had formed over the Sea of Japan\Why not?\and northern Japan are moving to the east, toward the sea.\Because starting today, I'll be staying here, too.\Huh? response:	Care to join me, Sakura-chan?
context: Sorry, request denied.\I won't be able to walk Sakura-chan home for a while.\The small clouds that had formed over the Sea of Japan\Why not?\and northern Japan are moving to the east, toward the sea.\Because starting today, I'll be staying here, too.\Huh?\Care to join me, Sakura-chan? response:	I can call your folks, so don't worry.
context: I won't be able to walk Sakura-chan home for a while.\The small clouds that had formed over the Sea of Japan\Why not?\and northern Japan are moving to the east, toward the sea.\Because starting today, I'll be staying here, too.\Huh?\Care to join me, Sakura-chan?\I can call your folks, so don't worry. response:	Y-Yes! Please!
context: The small clouds that had formed over the Sea of Japan\Why not?\and northern Japan are moving to the east, toward the sea.\Because starting today, I'll be staying here, too.\Huh?\Care to join me, Sakura-chan?\I can call your folks, so don't worry.\Y-Yes! Please! response:	I can always count on you, Fujimura-sensei!
context: Why not?\and northern Japan are moving to the east, toward the sea.\Because starting today, I'll be staying here, too.\Huh?\Care to join me, Sakura-chan?\I can call your folks, so don't worry.\Y-Yes! Please!\I can always count on you, Fujimura-sensei! response:	Okay! Let's use the tatami mat room in the back.
context: and northern Japan are moving to the east, toward the sea.\Because starting today, I'll be staying here, too.\Huh?\Care to join me, Sakura-chan?\I can call your folks, so don't worry.\Y-Yes! Please!\I can always count on you, Fujimura-sensei!\Okay! Let's use the tatami mat room in the back. response:	There are lots of futons.
context: Because starting today, I'll be staying here, too.\Huh?\Care to join me, Sakura-chan?\I can call your folks, so don't worry.\Y-Yes! Please!\I can always count on you, Fujimura-sensei!\Okay! Let's use the tatami mat room in the back.\There are lots of futons. response:	You don't mind, do you, Saber-chan?
context: Huh?\Care to join me, Sakura-chan?\I can call your folks, so don't worry.\Y-Yes! Please!\I can always count on you, Fujimura-sensei!\Okay! Let's use the tatami mat room in the back.\There are lots of futons.\You don't mind, do you, Saber-chan? response:	What kind of incense is this?
context: Care to join me, Sakura-chan?\I can call your folks, so don't worry.\Y-Yes! Please!\I can always count on you, Fujimura-sensei!\Okay! Let's use the tatami mat room in the back.\There are lots of futons.\You don't mind, do you, Saber-chan?\What kind of incense is this? response:	A witch's potion, most likely.
context: I can call your folks, so don't worry.\Y-Yes! Please!\I can always count on you, Fujimura-sensei!\Okay! Let's use the tatami mat room in the back.\There are lots of futons.\You don't mind, do you, Saber-chan?\What kind of incense is this?\A witch's potion, most likely. response:	Possibly a poison that supposedly destroys love.
context: Y-Yes! Please!\I can always count on you, Fujimura-sensei!\Okay! Let's use the tatami mat room in the back.\There are lots of futons.\You don't mind, do you, Saber-chan?\What kind of incense is this?\A witch's potion, most likely.\Possibly a poison that supposedly destroys love. response:	In which case, we're dealing with a woman?
context: I can always count on you, Fujimura-sensei!\Okay! Let's use the tatami mat room in the back.\There are lots of futons.\You don't mind, do you, Saber-chan?\What kind of incense is this?\A witch's potion, most likely.\Possibly a poison that supposedly destroys love.\In which case, we're dealing with a woman? response:	Whatever her resentment, it must be powerful to have made her into a Servant.
context: Okay! Let's use the tatami mat room in the back.\There are lots of futons.\You don't mind, do you, Saber-chan?\What kind of incense is this?\A witch's potion, most likely.\Possibly a poison that supposedly destroys love.\In which case, we're dealing with a woman?\Whatever her resentment, it must be powerful to have made her into a Servant. response:	Enough talk. I'm opening a window.
context: There are lots of futons.\You don't mind, do you, Saber-chan?\What kind of incense is this?\A witch's potion, most likely.\Possibly a poison that supposedly destroys love.\In which case, we're dealing with a woman?\Whatever her resentment, it must be powerful to have made her into a Servant.\Enough talk. I'm opening a window. response:	The flow is toward Ryuudou Temple?
context: You don't mind, do you, Saber-chan?\What kind of incense is this?\A witch's potion, most likely.\Possibly a poison that supposedly destroys love.\In which case, we're dealing with a woman?\Whatever her resentment, it must be powerful to have made her into a Servant.\Enough talk. I'm opening a window.\The flow is toward Ryuudou Temple? response:	Yes, the stolen life force is all flowing toward the mountains.
context: What kind of incense is this?\A witch's potion, most likely.\Possibly a poison that supposedly destroys love.\In which case, we're dealing with a woman?\Whatever her resentment, it must be powerful to have made her into a Servant.\Enough talk. I'm opening a window.\The flow is toward Ryuudou Temple?\Yes, the stolen life force is all flowing toward the mountains. response:	The culprit behind the coma incidents is probably Caster.
context: A witch's potion, most likely.\Possibly a poison that supposedly destroys love.\In which case, we're dealing with a woman?\Whatever her resentment, it must be powerful to have made her into a Servant.\Enough talk. I'm opening a window.\The flow is toward Ryuudou Temple?\Yes, the stolen life force is all flowing toward the mountains.\The culprit behind the coma incidents is probably Caster. response:	A witch inhabiting Ryuudou Temple, huh?
context: Possibly a poison that supposedly destroys love.\In which case, we're dealing with a woman?\Whatever her resentment, it must be powerful to have made her into a Servant.\Enough talk. I'm opening a window.\The flow is toward Ryuudou Temple?\Yes, the stolen life force is all flowing toward the mountains.\The culprit behind the coma incidents is probably Caster.\A witch inhabiting Ryuudou Temple, huh? response:	That means we made a mistake last night.
context: In which case, we're dealing with a woman?\Whatever her resentment, it must be powerful to have made her into a Servant.\Enough talk. I'm opening a window.\The flow is toward Ryuudou Temple?\Yes, the stolen life force is all flowing toward the mountains.\The culprit behind the coma incidents is probably Caster.\A witch inhabiting Ryuudou Temple, huh?\That means we made a mistake last night. response:	A mistake?
context: Whatever her resentment, it must be powerful to have made her into a Servant.\Enough talk. I'm opening a window.\The flow is toward Ryuudou Temple?\Yes, the stolen life force is all flowing toward the mountains.\The culprit behind the coma incidents is probably Caster.\A witch inhabiting Ryuudou Temple, huh?\That means we made a mistake last night.\A mistake? response:	Fighting Berserker to a draw, you mean?
context: Enough talk. I'm opening a window.\The flow is toward Ryuudou Temple?\Yes, the stolen life force is all flowing toward the mountains.\The culprit behind the coma incidents is probably Caster.\A witch inhabiting Ryuudou Temple, huh?\That means we made a mistake last night.\A mistake?\Fighting Berserker to a draw, you mean? response:	I think that was the optimal outcome.
context: The flow is toward Ryuudou Temple?\Yes, the stolen life force is all flowing toward the mountains.\The culprit behind the coma incidents is probably Caster.\A witch inhabiting Ryuudou Temple, huh?\That means we made a mistake last night.\A mistake?\Fighting Berserker to a draw, you mean?\I think that was the optimal outcome. response:	I'm not so sure.
context: Yes, the stolen life force is all flowing toward the mountains.\The culprit behind the coma incidents is probably Caster.\A witch inhabiting Ryuudou Temple, huh?\That means we made a mistake last night.\A mistake?\Fighting Berserker to a draw, you mean?\I think that was the optimal outcome.\I'm not so sure. response:	If Caster's spread such a wide net, she must have observed last night's battle.
context: The culprit behind the coma incidents is probably Caster.\A witch inhabiting Ryuudou Temple, huh?\That means we made a mistake last night.\A mistake?\Fighting Berserker to a draw, you mean?\I think that was the optimal outcome.\I'm not so sure.\If Caster's spread such a wide net, she must have observed last night's battle. response:	Nevertheless, we tipped our hand, while failing to defeat our opponents.
context: A witch inhabiting Ryuudou Temple, huh?\That means we made a mistake last night.\A mistake?\Fighting Berserker to a draw, you mean?\I think that was the optimal outcome.\I'm not so sure.\If Caster's spread such a wide net, she must have observed last night's battle.\Nevertheless, we tipped our hand, while failing to defeat our opponents. response:	Perhaps.
context: That means we made a mistake last night.\A mistake?\Fighting Berserker to a draw, you mean?\I think that was the optimal outcome.\I'm not so sure.\If Caster's spread such a wide net, she must have observed last night's battle.\Nevertheless, we tipped our hand, while failing to defeat our opponents.\Perhaps. response:	We'll track Caster.
context: A mistake?\Fighting Berserker to a draw, you mean?\I think that was the optimal outcome.\I'm not so sure.\If Caster's spread such a wide net, she must have observed last night's battle.\Nevertheless, we tipped our hand, while failing to defeat our opponents.\Perhaps.\We'll track Caster. response:	You can still sense her, right?
context: Fighting Berserker to a draw, you mean?\I think that was the optimal outcome.\I'm not so sure.\If Caster's spread such a wide net, she must have observed last night's battle.\Nevertheless, we tipped our hand, while failing to defeat our opponents.\Perhaps.\We'll track Caster.\You can still sense her, right? response:	We'll put an end to this before she can flee to Ryuudou Temple.
context: I think that was the optimal outcome.\I'm not so sure.\If Caster's spread such a wide net, she must have observed last night's battle.\Nevertheless, we tipped our hand, while failing to defeat our opponents.\Perhaps.\We'll track Caster.\You can still sense her, right?\We'll put an end to this before she can flee to Ryuudou Temple. response:	I thought your policy is to avoid things you know are beyond you.
context: I'm not so sure.\If Caster's spread such a wide net, she must have observed last night's battle.\Nevertheless, we tipped our hand, while failing to defeat our opponents.\Perhaps.\We'll track Caster.\You can still sense her, right?\We'll put an end to this before she can flee to Ryuudou Temple.\I thought your policy is to avoid things you know are beyond you. response:	It is.
context: If Caster's spread such a wide net, she must have observed last night's battle.\Nevertheless, we tipped our hand, while failing to defeat our opponents.\Perhaps.\We'll track Caster.\You can still sense her, right?\We'll put an end to this before she can flee to Ryuudou Temple.\I thought your policy is to avoid things you know are beyond you.\It is. response:	But don't you think this is a special case?
context: Nevertheless, we tipped our hand, while failing to defeat our opponents.\Perhaps.\We'll track Caster.\You can still sense her, right?\We'll put an end to this before she can flee to Ryuudou Temple.\I thought your policy is to avoid things you know are beyond you.\It is.\But don't you think this is a special case? response:	You won't be satisfied until you start a fight, huh?
context: Perhaps.\We'll track Caster.\You can still sense her, right?\We'll put an end to this before she can flee to Ryuudou Temple.\I thought your policy is to avoid things you know are beyond you.\It is.\But don't you think this is a special case?\You won't be satisfied until you start a fight, huh? response:	You're ignoring an easily-defeated opponent, and going after the most difficult one.
context: We'll track Caster.\You can still sense her, right?\We'll put an end to this before she can flee to Ryuudou Temple.\I thought your policy is to avoid things you know are beyond you.\It is.\But don't you think this is a special case?\You won't be satisfied until you start a fight, huh?\You're ignoring an easily-defeated opponent, and going after the most difficult one. response:	It's fine.
context: You can still sense her, right?\We'll put an end to this before she can flee to Ryuudou Temple.\I thought your policy is to avoid things you know are beyond you.\It is.\But don't you think this is a special case?\You won't be satisfied until you start a fight, huh?\You're ignoring an easily-defeated opponent, and going after the most difficult one.\It's fine. response:	We can take him out whenever we want.
context: We'll put an end to this before she can flee to Ryuudou Temple.\I thought your policy is to avoid things you know are beyond you.\It is.\But don't you think this is a special case?\You won't be satisfied until you start a fight, huh?\You're ignoring an easily-defeated opponent, and going after the most difficult one.\It's fine.\We can take him out whenever we want. response:	I'm just choosing to ignore him, as long as he stays hidden at home.
context: I thought your policy is to avoid things you know are beyond you.\It is.\But don't you think this is a special case?\You won't be satisfied until you start a fight, huh?\You're ignoring an easily-defeated opponent, and going after the most difficult one.\It's fine.\We can take him out whenever we want.\I'm just choosing to ignore him, as long as he stays hidden at home. response:	Then, what if Emiya Shirou comes to you,
context: It is.\But don't you think this is a special case?\You won't be satisfied until you start a fight, huh?\You're ignoring an easily-defeated opponent, and going after the most difficult one.\It's fine.\We can take him out whenever we want.\I'm just choosing to ignore him, as long as he stays hidden at home.\Then, what if Emiya Shirou comes to you, response:	still choosing to ignore that he is a Master?
context: But don't you think this is a special case?\You won't be satisfied until you start a fight, huh?\You're ignoring an easily-defeated opponent, and going after the most difficult one.\It's fine.\We can take him out whenever we want.\I'm just choosing to ignore him, as long as he stays hidden at home.\Then, what if Emiya Shirou comes to you,\still choosing to ignore that he is a Master? response:	I'll kill him.
context: You won't be satisfied until you start a fight, huh?\You're ignoring an easily-defeated opponent, and going after the most difficult one.\It's fine.\We can take him out whenever we want.\I'm just choosing to ignore him, as long as he stays hidden at home.\Then, what if Emiya Shirou comes to you,\still choosing to ignore that he is a Master?\I'll kill him. response:	I owe nothing to someone who doesn't understand that.
context: You're ignoring an easily-defeated opponent, and going after the most difficult one.\It's fine.\We can take him out whenever we want.\I'm just choosing to ignore him, as long as he stays hidden at home.\Then, what if Emiya Shirou comes to you,\still choosing to ignore that he is a Master?\I'll kill him.\I owe nothing to someone who doesn't understand that. response:	Sakura and I understand one another.
context: It's fine.\We can take him out whenever we want.\I'm just choosing to ignore him, as long as he stays hidden at home.\Then, what if Emiya Shirou comes to you,\still choosing to ignore that he is a Master?\I'll kill him.\I owe nothing to someone who doesn't understand that.\Sakura and I understand one another. response:	It's because I know the most about my brother.
context: We can take him out whenever we want.\I'm just choosing to ignore him, as long as he stays hidden at home.\Then, what if Emiya Shirou comes to you,\still choosing to ignore that he is a Master?\I'll kill him.\I owe nothing to someone who doesn't understand that.\Sakura and I understand one another.\It's because I know the most about my brother. response:	No, I cannot give you the Command Seals.
context: I'm just choosing to ignore him, as long as he stays hidden at home.\Then, what if Emiya Shirou comes to you,\still choosing to ignore that he is a Master?\I'll kill him.\I owe nothing to someone who doesn't understand that.\Sakura and I understand one another.\It's because I know the most about my brother.\No, I cannot give you the Command Seals. response:	Just prepare yourself!
context: Then, what if Emiya Shirou comes to you,\still choosing to ignore that he is a Master?\I'll kill him.\I owe nothing to someone who doesn't understand that.\Sakura and I understand one another.\It's because I know the most about my brother.\No, I cannot give you the Command Seals.\Just prepare yourself! response:	Shirou!
context: still choosing to ignore that he is a Master?\I'll kill him.\I owe nothing to someone who doesn't understand that.\Sakura and I understand one another.\It's because I know the most about my brother.\No, I cannot give you the Command Seals.\Just prepare yourself!\Shirou! response:	I shall kill you gently.
context: I'll kill him.\I owe nothing to someone who doesn't understand that.\Sakura and I understand one another.\It's because I know the most about my brother.\No, I cannot give you the Command Seals.\Just prepare yourself!\Shirou!\I shall kill you gently. response:	Next time Dancing After School
