context: I say yes response:	Stay with me
context: You've got it all wrong, I said!\I was right to have bought a new whip.\Take your shirt off.\B-But...\Take it off!\Y-Yes!\What's wrong, Saito? Your body's covered in scars.\Ah, well... response:	Don't tell me...
context: I was right to have bought a new whip.\Take your shirt off.\B-But...\Take it off!\Y-Yes!\What's wrong, Saito? Your body's covered in scars.\Ah, well...\Don't tell me... response:	You went to Eleonore-oneesama's...
context: Take your shirt off.\B-But...\Take it off!\Y-Yes!\What's wrong, Saito? Your body's covered in scars.\Ah, well...\Don't tell me...\You went to Eleonore-oneesama's... response:	No, no, no...
context: B-But...\Take it off!\Y-Yes!\What's wrong, Saito? Your body's covered in scars.\Ah, well...\Don't tell me...\You went to Eleonore-oneesama's...\No, no, no... response:	I wouldn't dare...
context: Take it off!\Y-Yes!\What's wrong, Saito? Your body's covered in scars.\Ah, well...\Don't tell me...\You went to Eleonore-oneesama's...\No, no, no...\I wouldn't dare... response:	So, you did.
context: Y-Yes!\What's wrong, Saito? Your body's covered in scars.\Ah, well...\Don't tell me...\You went to Eleonore-oneesama's...\No, no, no...\I wouldn't dare...\So, you did. response:	You did sneak into Eleonore-oneesama's room.
context: What's wrong, Saito? Your body's covered in scars.\Ah, well...\Don't tell me...\You went to Eleonore-oneesama's...\No, no, no...\I wouldn't dare...\So, you did.\You did sneak into Eleonore-oneesama's room. response:	Don't tell me you can read people's minds with magic...
context: Ah, well...\Don't tell me...\You went to Eleonore-oneesama's...\No, no, no...\I wouldn't dare...\So, you did.\You did sneak into Eleonore-oneesama's room.\Don't tell me you can read people's minds with magic... response:	Listen.
context: Don't tell me...\You went to Eleonore-oneesama's...\No, no, no...\I wouldn't dare...\So, you did.\You did sneak into Eleonore-oneesama's room.\Don't tell me you can read people's minds with magic...\Listen. response:	Even without using magic, I could easily read your mind.
context: You went to Eleonore-oneesama's...\No, no, no...\I wouldn't dare...\So, you did.\You did sneak into Eleonore-oneesama's room.\Don't tell me you can read people's minds with magic...\Listen.\Even without using magic, I could easily read your mind. response:	By the way, can you read my mind... right now?
context: No, no, no...\I wouldn't dare...\So, you did.\You did sneak into Eleonore-oneesama's room.\Don't tell me you can read people's minds with magic...\Listen.\Even without using magic, I could easily read your mind.\By the way, can you read my mind... right now? response:	Let's see...
context: I wouldn't dare...\So, you did.\You did sneak into Eleonore-oneesama's room.\Don't tell me you can read people's minds with magic...\Listen.\Even without using magic, I could easily read your mind.\By the way, can you read my mind... right now?\Let's see... response:	I'll forgive you, Saito?
context: So, you did.\You did sneak into Eleonore-oneesama's room.\Don't tell me you can read people's minds with magic...\Listen.\Even without using magic, I could easily read your mind.\By the way, can you read my mind... right now?\Let's see...\I'll forgive you, Saito? response:	Nope.
context: You did sneak into Eleonore-oneesama's room.\Don't tell me you can read people's minds with magic...\Listen.\Even without using magic, I could easily read your mind.\By the way, can you read my mind... right now?\Let's see...\I'll forgive you, Saito?\Nope. response:	Saito, let's go to bed?
context: Don't tell me you can read people's minds with magic...\Listen.\Even without using magic, I could easily read your mind.\By the way, can you read my mind... right now?\Let's see...\I'll forgive you, Saito?\Nope.\Saito, let's go to bed? response:	Nope.
context: Listen.\Even without using magic, I could easily read your mind.\By the way, can you read my mind... right now?\Let's see...\I'll forgive you, Saito?\Nope.\Saito, let's go to bed?\Nope. response:	You're thinking of... killing me?
context: Even without using magic, I could easily read your mind.\By the way, can you read my mind... right now?\Let's see...\I'll forgive you, Saito?\Nope.\Saito, let's go to bed?\Nope.\You're thinking of... killing me? response:	You're thinking of... killing me?
context: By the way, can you read my mind... right now?\Let's see...\I'll forgive you, Saito?\Nope.\Saito, let's go to bed?\Nope.\You're thinking of... killing me?\You're thinking of... killing me? response:	Save me!
context: Let's see...\I'll forgive you, Saito?\Nope.\Saito, let's go to bed?\Nope.\You're thinking of... killing me?\You're thinking of... killing me?\Save me! response:	What was that?
context: I'll forgive you, Saito?\Nope.\Saito, let's go to bed?\Nope.\You're thinking of... killing me?\You're thinking of... killing me?\Save me!\What was that? response:	Chii-neesama!
context: Nope.\Saito, let's go to bed?\Nope.\You're thinking of... killing me?\You're thinking of... killing me?\Save me!\What was that?\Chii-neesama! response:	Louise.
context: Saito, let's go to bed?\Nope.\You're thinking of... killing me?\You're thinking of... killing me?\Save me!\What was that?\Chii-neesama!\Louise. response:	I'm fine.
context: Nope.\You're thinking of... killing me?\You're thinking of... killing me?\Save me!\What was that?\Chii-neesama!\Louise.\I'm fine. response:	Let us through.
context: You're thinking of... killing me?\You're thinking of... killing me?\Save me!\What was that?\Chii-neesama!\Louise.\I'm fine.\Let us through. response:	Excuse me.
context: You're thinking of... killing me?\Save me!\What was that?\Chii-neesama!\Louise.\I'm fine.\Let us through.\Excuse me. response:	It's a burn.
context: Save me!\What was that?\Chii-neesama!\Louise.\I'm fine.\Let us through.\Excuse me.\It's a burn. response:	It's not really that bad.
context: What was that?\Chii-neesama!\Louise.\I'm fine.\Let us through.\Excuse me.\It's a burn.\It's not really that bad. response:	Can anyone heal it?
context: Chii-neesama!\Louise.\I'm fine.\Let us through.\Excuse me.\It's a burn.\It's not really that bad.\Can anyone heal it? response:	I can.
context: Louise.\I'm fine.\Let us through.\Excuse me.\It's a burn.\It's not really that bad.\Can anyone heal it?\I can. response:	Please.
context: I'm fine.\Let us through.\Excuse me.\It's a burn.\It's not really that bad.\Can anyone heal it?\I can.\Please. response:	Michel, send the onlookers away.
context: Let us through.\Excuse me.\It's a burn.\It's not really that bad.\Can anyone heal it?\I can.\Please.\Michel, send the onlookers away. response:	Y-Yes.
context: Excuse me.\It's a burn.\It's not really that bad.\Can anyone heal it?\I can.\Please.\Michel, send the onlookers away.\Y-Yes. response:	So, the ruffian appeared out of nowhere?
context: It's a burn.\It's not really that bad.\Can anyone heal it?\I can.\Please.\Michel, send the onlookers away.\Y-Yes.\So, the ruffian appeared out of nowhere? response:	Yes, the animals made noises, so I asked who it was.
context: It's not really that bad.\Can anyone heal it?\I can.\Please.\Michel, send the onlookers away.\Y-Yes.\So, the ruffian appeared out of nowhere?\Yes, the animals made noises, so I asked who it was. response:	How did you get the burn on your chest?
context: Can anyone heal it?\I can.\Please.\Michel, send the onlookers away.\Y-Yes.\So, the ruffian appeared out of nowhere?\Yes, the animals made noises, so I asked who it was.\How did you get the burn on your chest? response:	She melted part of the candle stand and threw a silver liquid at me.
context: I can.\Please.\Michel, send the onlookers away.\Y-Yes.\So, the ruffian appeared out of nowhere?\Yes, the animals made noises, so I asked who it was.\How did you get the burn on your chest?\She melted part of the candle stand and threw a silver liquid at me. response:	Alchemy... an Earth magic, right?
context: Please.\Michel, send the onlookers away.\Y-Yes.\So, the ruffian appeared out of nowhere?\Yes, the animals made noises, so I asked who it was.\How did you get the burn on your chest?\She melted part of the candle stand and threw a silver liquid at me.\Alchemy... an Earth magic, right? response:	You are also able to use that type of magic, am I right?
context: Michel, send the onlookers away.\Y-Yes.\So, the ruffian appeared out of nowhere?\Yes, the animals made noises, so I asked who it was.\How did you get the burn on your chest?\She melted part of the candle stand and threw a silver liquid at me.\Alchemy... an Earth magic, right?\You are also able to use that type of magic, am I right? response:	Huh? Yes.
context: Y-Yes.\So, the ruffian appeared out of nowhere?\Yes, the animals made noises, so I asked who it was.\How did you get the burn on your chest?\She melted part of the candle stand and threw a silver liquid at me.\Alchemy... an Earth magic, right?\You are also able to use that type of magic, am I right?\Huh? Yes. response:	So, it could've been planned and enacted.
context: So, the ruffian appeared out of nowhere?\Yes, the animals made noises, so I asked who it was.\How did you get the burn on your chest?\She melted part of the candle stand and threw a silver liquid at me.\Alchemy... an Earth magic, right?\You are also able to use that type of magic, am I right?\Huh? Yes.\So, it could've been planned and enacted. response:	Huh? What's that supposed to mean?
context: Yes, the animals made noises, so I asked who it was.\How did you get the burn on your chest?\She melted part of the candle stand and threw a silver liquid at me.\Alchemy... an Earth magic, right?\You are also able to use that type of magic, am I right?\Huh? Yes.\So, it could've been planned and enacted.\Huh? What's that supposed to mean? response:	The one who stood against the Principal had a seal pressed upon her chest.
context: How did you get the burn on your chest?\She melted part of the candle stand and threw a silver liquid at me.\Alchemy... an Earth magic, right?\You are also able to use that type of magic, am I right?\Huh? Yes.\So, it could've been planned and enacted.\Huh? What's that supposed to mean?\The one who stood against the Principal had a seal pressed upon her chest. response:	We were searching for suspects in the academy with that as the hint.
context: She melted part of the candle stand and threw a silver liquid at me.\Alchemy... an Earth magic, right?\You are also able to use that type of magic, am I right?\Huh? Yes.\So, it could've been planned and enacted.\Huh? What's that supposed to mean?\The one who stood against the Principal had a seal pressed upon her chest.\We were searching for suspects in the academy with that as the hint. response:	Saito, what about her?
context: Alchemy... an Earth magic, right?\You are also able to use that type of magic, am I right?\Huh? Yes.\So, it could've been planned and enacted.\Huh? What's that supposed to mean?\The one who stood against the Principal had a seal pressed upon her chest.\We were searching for suspects in the academy with that as the hint.\Saito, what about her? response:	Well, I came to check, but I got caught by Louise.
context: You are also able to use that type of magic, am I right?\Huh? Yes.\So, it could've been planned and enacted.\Huh? What's that supposed to mean?\The one who stood against the Principal had a seal pressed upon her chest.\We were searching for suspects in the academy with that as the hint.\Saito, what about her?\Well, I came to check, but I got caught by Louise. response:	In other words, Miss Cattleya figured that it'd only be a matter of time until she's checked, so she faked the assault...
context: Huh? Yes.\So, it could've been planned and enacted.\Huh? What's that supposed to mean?\The one who stood against the Principal had a seal pressed upon her chest.\We were searching for suspects in the academy with that as the hint.\Saito, what about her?\Well, I came to check, but I got caught by Louise.\In other words, Miss Cattleya figured that it'd only be a matter of time until she's checked, so she faked the assault... response:	And also, to erase the seal by wounding herself.
context: So, it could've been planned and enacted.\Huh? What's that supposed to mean?\The one who stood against the Principal had a seal pressed upon her chest.\We were searching for suspects in the academy with that as the hint.\Saito, what about her?\Well, I came to check, but I got caught by Louise.\In other words, Miss Cattleya figured that it'd only be a matter of time until she's checked, so she faked the assault...\And also, to erase the seal by wounding herself. response:	That's how it is, isn't it?
context: Huh? What's that supposed to mean?\The one who stood against the Principal had a seal pressed upon her chest.\We were searching for suspects in the academy with that as the hint.\Saito, what about her?\Well, I came to check, but I got caught by Louise.\In other words, Miss Cattleya figured that it'd only be a matter of time until she's checked, so she faked the assault...\And also, to erase the seal by wounding herself.\That's how it is, isn't it? response:	I can't believe this!
context: The one who stood against the Principal had a seal pressed upon her chest.\We were searching for suspects in the academy with that as the hint.\Saito, what about her?\Well, I came to check, but I got caught by Louise.\In other words, Miss Cattleya figured that it'd only be a matter of time until she's checked, so she faked the assault...\And also, to erase the seal by wounding herself.\That's how it is, isn't it?\I can't believe this! response:	You guys seriously think that Chii-neesama is the one who assaulted the Principal?!
context: We were searching for suspects in the academy with that as the hint.\Saito, what about her?\Well, I came to check, but I got caught by Louise.\In other words, Miss Cattleya figured that it'd only be a matter of time until she's checked, so she faked the assault...\And also, to erase the seal by wounding herself.\That's how it is, isn't it?\I can't believe this!\You guys seriously think that Chii-neesama is the one who assaulted the Principal?! response:	Saito, don't tell me you do, too!
context: Saito, what about her?\Well, I came to check, but I got caught by Louise.\In other words, Miss Cattleya figured that it'd only be a matter of time until she's checked, so she faked the assault...\And also, to erase the seal by wounding herself.\That's how it is, isn't it?\I can't believe this!\You guys seriously think that Chii-neesama is the one who assaulted the Principal?!\Saito, don't tell me you do, too! response:	No, I'm only cooperating with Agnes' search.
context: Well, I came to check, but I got caught by Louise.\In other words, Miss Cattleya figured that it'd only be a matter of time until she's checked, so she faked the assault...\And also, to erase the seal by wounding herself.\That's how it is, isn't it?\I can't believe this!\You guys seriously think that Chii-neesama is the one who assaulted the Principal?!\Saito, don't tell me you do, too!\No, I'm only cooperating with Agnes' search. response:	Why would you keep it a secret from me, then?
context: In other words, Miss Cattleya figured that it'd only be a matter of time until she's checked, so she faked the assault...\And also, to erase the seal by wounding herself.\That's how it is, isn't it?\I can't believe this!\You guys seriously think that Chii-neesama is the one who assaulted the Principal?!\Saito, don't tell me you do, too!\No, I'm only cooperating with Agnes' search.\Why would you keep it a secret from me, then? response:	You're my familiar, aren't you?
context: And also, to erase the seal by wounding herself.\That's how it is, isn't it?\I can't believe this!\You guys seriously think that Chii-neesama is the one who assaulted the Principal?!\Saito, don't tell me you do, too!\No, I'm only cooperating with Agnes' search.\Why would you keep it a secret from me, then?\You're my familiar, aren't you? response:	Search or whatever, it's strange for you to do it behind my back!
context: That's how it is, isn't it?\I can't believe this!\You guys seriously think that Chii-neesama is the one who assaulted the Principal?!\Saito, don't tell me you do, too!\No, I'm only cooperating with Agnes' search.\Why would you keep it a secret from me, then?\You're my familiar, aren't you?\Search or whatever, it's strange for you to do it behind my back! response:	You were suspecting Chii-neesama, weren't you?
context: I can't believe this!\You guys seriously think that Chii-neesama is the one who assaulted the Principal?!\Saito, don't tell me you do, too!\No, I'm only cooperating with Agnes' search.\Why would you keep it a secret from me, then?\You're my familiar, aren't you?\Search or whatever, it's strange for you to do it behind my back!\You were suspecting Chii-neesama, weren't you? response:	N-No, I wasn't.
context: You guys seriously think that Chii-neesama is the one who assaulted the Principal?!\Saito, don't tell me you do, too!\No, I'm only cooperating with Agnes' search.\Why would you keep it a secret from me, then?\You're my familiar, aren't you?\Search or whatever, it's strange for you to do it behind my back!\You were suspecting Chii-neesama, weren't you?\N-No, I wasn't. response:	Julio, did you check the other suspects?
context: Saito, don't tell me you do, too!\No, I'm only cooperating with Agnes' search.\Why would you keep it a secret from me, then?\You're my familiar, aren't you?\Search or whatever, it's strange for you to do it behind my back!\You were suspecting Chii-neesama, weren't you?\N-No, I wasn't.\Julio, did you check the other suspects? response:	I have checked all of the girls who can use Earth magic.
context: No, I'm only cooperating with Agnes' search.\Why would you keep it a secret from me, then?\You're my familiar, aren't you?\Search or whatever, it's strange for you to do it behind my back!\You were suspecting Chii-neesama, weren't you?\N-No, I wasn't.\Julio, did you check the other suspects?\I have checked all of the girls who can use Earth magic. response:	All?
context: Why would you keep it a secret from me, then?\You're my familiar, aren't you?\Search or whatever, it's strange for you to do it behind my back!\You were suspecting Chii-neesama, weren't you?\N-No, I wasn't.\Julio, did you check the other suspects?\I have checked all of the girls who can use Earth magic.\All? response:	How?
context: You're my familiar, aren't you?\Search or whatever, it's strange for you to do it behind my back!\You were suspecting Chii-neesama, weren't you?\N-No, I wasn't.\Julio, did you check the other suspects?\I have checked all of the girls who can use Earth magic.\All?\How? response:	Every time either Agnes or I asked,
context: Search or whatever, it's strange for you to do it behind my back!\You were suspecting Chii-neesama, weren't you?\N-No, I wasn't.\Julio, did you check the other suspects?\I have checked all of the girls who can use Earth magic.\All?\How?\Every time either Agnes or I asked, response:	they all happily showed us their chest.
context: You were suspecting Chii-neesama, weren't you?\N-No, I wasn't.\Julio, did you check the other suspects?\I have checked all of the girls who can use Earth magic.\All?\How?\Every time either Agnes or I asked,\they all happily showed us their chest. response:	Would you like to hear the details?
context: N-No, I wasn't.\Julio, did you check the other suspects?\I have checked all of the girls who can use Earth magic.\All?\How?\Every time either Agnes or I asked,\they all happily showed us their chest.\Would you like to hear the details? response:	No, I wouldn't.
context: Julio, did you check the other suspects?\I have checked all of the girls who can use Earth magic.\All?\How?\Every time either Agnes or I asked,\they all happily showed us their chest.\Would you like to hear the details?\No, I wouldn't. response:	Either way, Chii-neesama would never do such a thing.
context: I have checked all of the girls who can use Earth magic.\All?\How?\Every time either Agnes or I asked,\they all happily showed us their chest.\Would you like to hear the details?\No, I wouldn't.\Either way, Chii-neesama would never do such a thing. response:	Besides, why would she?
context: All?\How?\Every time either Agnes or I asked,\they all happily showed us their chest.\Would you like to hear the details?\No, I wouldn't.\Either way, Chii-neesama would never do such a thing.\Besides, why would she? response:	Captain.
context: How?\Every time either Agnes or I asked,\they all happily showed us their chest.\Would you like to hear the details?\No, I wouldn't.\Either way, Chii-neesama would never do such a thing.\Besides, why would she?\Captain. response:	I found these inside the hay.
context: Every time either Agnes or I asked,\they all happily showed us their chest.\Would you like to hear the details?\No, I wouldn't.\Either way, Chii-neesama would never do such a thing.\Besides, why would she?\Captain.\I found these inside the hay. response:	That's...!
context: they all happily showed us their chest.\Would you like to hear the details?\No, I wouldn't.\Either way, Chii-neesama would never do such a thing.\Besides, why would she?\Captain.\I found these inside the hay.\That's...! response:	The Wind Ruby and Water Ruby imitations.
context: Would you like to hear the details?\No, I wouldn't.\Either way, Chii-neesama would never do such a thing.\Besides, why would she?\Captain.\I found these inside the hay.\That's...!\The Wind Ruby and Water Ruby imitations. response:	What's this about?
context: No, I wouldn't.\Either way, Chii-neesama would never do such a thing.\Besides, why would she?\Captain.\I found these inside the hay.\That's...!\The Wind Ruby and Water Ruby imitations.\What's this about? response:	Captain!
context: Either way, Chii-neesama would never do such a thing.\Besides, why would she?\Captain.\I found these inside the hay.\That's...!\The Wind Ruby and Water Ruby imitations.\What's this about?\Captain! response:	Miss Cattleya, do you admit to the charge?
context: Besides, why would she?\Captain.\I found these inside the hay.\That's...!\The Wind Ruby and Water Ruby imitations.\What's this about?\Captain!\Miss Cattleya, do you admit to the charge? response:	No.
context: Captain.\I found these inside the hay.\That's...!\The Wind Ruby and Water Ruby imitations.\What's this about?\Captain!\Miss Cattleya, do you admit to the charge?\No. response:	We have the proof in our hand!
context: I found these inside the hay.\That's...!\The Wind Ruby and Water Ruby imitations.\What's this about?\Captain!\Miss Cattleya, do you admit to the charge?\No.\We have the proof in our hand! response:	It must be some kind of a mistake.
context: That's...!\The Wind Ruby and Water Ruby imitations.\What's this about?\Captain!\Miss Cattleya, do you admit to the charge?\No.\We have the proof in our hand!\It must be some kind of a mistake. response:	Yes, it has to be!
context: The Wind Ruby and Water Ruby imitations.\What's this about?\Captain!\Miss Cattleya, do you admit to the charge?\No.\We have the proof in our hand!\It must be some kind of a mistake.\Yes, it has to be! response:	Louise!
context: What's this about?\Captain!\Miss Cattleya, do you admit to the charge?\No.\We have the proof in our hand!\It must be some kind of a mistake.\Yes, it has to be!\Louise! response:	You stay out of this.
context: Captain!\Miss Cattleya, do you admit to the charge?\No.\We have the proof in our hand!\It must be some kind of a mistake.\Yes, it has to be!\Louise!\You stay out of this. response:	Onee-sama!
context: Miss Cattleya, do you admit to the charge?\No.\We have the proof in our hand!\It must be some kind of a mistake.\Yes, it has to be!\Louise!\You stay out of this.\Onee-sama! response:	But Chii-neesama is...
context: No.\We have the proof in our hand!\It must be some kind of a mistake.\Yes, it has to be!\Louise!\You stay out of this.\Onee-sama!\But Chii-neesama is... response:	This is the part of the candle stand that melted and then hardened, right?
context: We have the proof in our hand!\It must be some kind of a mistake.\Yes, it has to be!\Louise!\You stay out of this.\Onee-sama!\But Chii-neesama is...\This is the part of the candle stand that melted and then hardened, right? response:	It's either Cattleya's or the ruffian's hair.
context: It must be some kind of a mistake.\Yes, it has to be!\Louise!\You stay out of this.\Onee-sama!\But Chii-neesama is...\This is the part of the candle stand that melted and then hardened, right?\It's either Cattleya's or the ruffian's hair. response:	The hair is not Cattleya's.
context: Yes, it has to be!\Louise!\You stay out of this.\Onee-sama!\But Chii-neesama is...\This is the part of the candle stand that melted and then hardened, right?\It's either Cattleya's or the ruffian's hair.\The hair is not Cattleya's. response:	How can you be so sure?
context: Louise!\You stay out of this.\Onee-sama!\But Chii-neesama is...\This is the part of the candle stand that melted and then hardened, right?\It's either Cattleya's or the ruffian's hair.\The hair is not Cattleya's.\How can you be so sure? response:	Here, I have a potion made by my friend at the academy.
context: You stay out of this.\Onee-sama!\But Chii-neesama is...\This is the part of the candle stand that melted and then hardened, right?\It's either Cattleya's or the ruffian's hair.\The hair is not Cattleya's.\How can you be so sure?\Here, I have a potion made by my friend at the academy. response:	This hair shall now return to its owner.
context: Onee-sama!\But Chii-neesama is...\This is the part of the candle stand that melted and then hardened, right?\It's either Cattleya's or the ruffian's hair.\The hair is not Cattleya's.\How can you be so sure?\Here, I have a potion made by my friend at the academy.\This hair shall now return to its owner. response:	This is stupid.
context: But Chii-neesama is...\This is the part of the candle stand that melted and then hardened, right?\It's either Cattleya's or the ruffian's hair.\The hair is not Cattleya's.\How can you be so sure?\Here, I have a potion made by my friend at the academy.\This hair shall now return to its owner.\This is stupid. response:	You dare try to force your sister's crime onto me with your foolish magic?
context: This is the part of the candle stand that melted and then hardened, right?\It's either Cattleya's or the ruffian's hair.\The hair is not Cattleya's.\How can you be so sure?\Here, I have a potion made by my friend at the academy.\This hair shall now return to its owner.\This is stupid.\You dare try to force your sister's crime onto me with your foolish magic? response:	Captain, she's a part of this, too!
context: It's either Cattleya's or the ruffian's hair.\The hair is not Cattleya's.\How can you be so sure?\Here, I have a potion made by my friend at the academy.\This hair shall now return to its owner.\This is stupid.\You dare try to force your sister's crime onto me with your foolish magic?\Captain, she's a part of this, too! response:	Let's arrest both of them!
context: The hair is not Cattleya's.\How can you be so sure?\Here, I have a potion made by my friend at the academy.\This hair shall now return to its owner.\This is stupid.\You dare try to force your sister's crime onto me with your foolish magic?\Captain, she's a part of this, too!\Let's arrest both of them! response:	All right.
context: How can you be so sure?\Here, I have a potion made by my friend at the academy.\This hair shall now return to its owner.\This is stupid.\You dare try to force your sister's crime onto me with your foolish magic?\Captain, she's a part of this, too!\Let's arrest both of them!\All right. response:	However, I do not want them to think that we forced the charge on them.
context: Here, I have a potion made by my friend at the academy.\This hair shall now return to its owner.\This is stupid.\You dare try to force your sister's crime onto me with your foolish magic?\Captain, she's a part of this, too!\Let's arrest both of them!\All right.\However, I do not want them to think that we forced the charge on them. response:	I'm sorry, vice-captain.
context: This hair shall now return to its owner.\This is stupid.\You dare try to force your sister's crime onto me with your foolish magic?\Captain, she's a part of this, too!\Let's arrest both of them!\All right.\However, I do not want them to think that we forced the charge on them.\I'm sorry, vice-captain. response:	Show your chest and prove to them that you don't have the seal.
context: This is stupid.\You dare try to force your sister's crime onto me with your foolish magic?\Captain, she's a part of this, too!\Let's arrest both of them!\All right.\However, I do not want them to think that we forced the charge on them.\I'm sorry, vice-captain.\Show your chest and prove to them that you don't have the seal. response:	You're kidding...
context: You dare try to force your sister's crime onto me with your foolish magic?\Captain, she's a part of this, too!\Let's arrest both of them!\All right.\However, I do not want them to think that we forced the charge on them.\I'm sorry, vice-captain.\Show your chest and prove to them that you don't have the seal.\You're kidding... response:	It's for the sake of the mission.
context: Captain, she's a part of this, too!\Let's arrest both of them!\All right.\However, I do not want them to think that we forced the charge on them.\I'm sorry, vice-captain.\Show your chest and prove to them that you don't have the seal.\You're kidding...\It's for the sake of the mission. response:	It's an order.
context: Let's arrest both of them!\All right.\However, I do not want them to think that we forced the charge on them.\I'm sorry, vice-captain.\Show your chest and prove to them that you don't have the seal.\You're kidding...\It's for the sake of the mission.\It's an order. response:	You're kidding...
context: All right.\However, I do not want them to think that we forced the charge on them.\I'm sorry, vice-captain.\Show your chest and prove to them that you don't have the seal.\You're kidding...\It's for the sake of the mission.\It's an order.\You're kidding... response:	I can't comply with such a humiliating order.
context: However, I do not want them to think that we forced the charge on them.\I'm sorry, vice-captain.\Show your chest and prove to them that you don't have the seal.\You're kidding...\It's for the sake of the mission.\It's an order.\You're kidding...\I can't comply with such a humiliating order. response:	Michel. In case the ruffian was at the site,
context: I'm sorry, vice-captain.\Show your chest and prove to them that you don't have the seal.\You're kidding...\It's for the sake of the mission.\It's an order.\You're kidding...\I can't comply with such a humiliating order.\Michel. In case the ruffian was at the site, response:	the Principal told a lie in order to trick her.
context: Show your chest and prove to them that you don't have the seal.\You're kidding...\It's for the sake of the mission.\It's an order.\You're kidding...\I can't comply with such a humiliating order.\Michel. In case the ruffian was at the site,\the Principal told a lie in order to trick her. response:	These are not imitations.
context: You're kidding...\It's for the sake of the mission.\It's an order.\You're kidding...\I can't comply with such a humiliating order.\Michel. In case the ruffian was at the site,\the Principal told a lie in order to trick her.\These are not imitations. response:	They're genuine!
context: It's for the sake of the mission.\It's an order.\You're kidding...\I can't comply with such a humiliating order.\Michel. In case the ruffian was at the site,\the Principal told a lie in order to trick her.\These are not imitations.\They're genuine! response:	Why are you so surprised?
context: It's an order.\You're kidding...\I can't comply with such a humiliating order.\Michel. In case the ruffian was at the site,\the Principal told a lie in order to trick her.\These are not imitations.\They're genuine!\Why are you so surprised? response:	Because...
context: You're kidding...\I can't comply with such a humiliating order.\Michel. In case the ruffian was at the site,\the Principal told a lie in order to trick her.\These are not imitations.\They're genuine!\Why are you so surprised?\Because... response:	You used that lie to force the charge onto Miss Cattleya,
context: I can't comply with such a humiliating order.\Michel. In case the ruffian was at the site,\the Principal told a lie in order to trick her.\These are not imitations.\They're genuine!\Why are you so surprised?\Because...\You used that lie to force the charge onto Miss Cattleya, response:	because you thought you failed despite the trouble you went through, right?
context: Michel. In case the ruffian was at the site,\the Principal told a lie in order to trick her.\These are not imitations.\They're genuine!\Why are you so surprised?\Because...\You used that lie to force the charge onto Miss Cattleya,\because you thought you failed despite the trouble you went through, right? response:	It was a foolish thing you tried.
context: the Principal told a lie in order to trick her.\These are not imitations.\They're genuine!\Why are you so surprised?\Because...\You used that lie to force the charge onto Miss Cattleya,\because you thought you failed despite the trouble you went through, right?\It was a foolish thing you tried. response:	Captain! I am not the ruffian!
context: These are not imitations.\They're genuine!\Why are you so surprised?\Because...\You used that lie to force the charge onto Miss Cattleya,\because you thought you failed despite the trouble you went through, right?\It was a foolish thing you tried.\Captain! I am not the ruffian! response:	I will... show you the proof!
context: They're genuine!\Why are you so surprised?\Because...\You used that lie to force the charge onto Miss Cattleya,\because you thought you failed despite the trouble you went through, right?\It was a foolish thing you tried.\Captain! I am not the ruffian!\I will... show you the proof! response:	I will... show you the proof!
context: Why are you so surprised?\Because...\You used that lie to force the charge onto Miss Cattleya,\because you thought you failed despite the trouble you went through, right?\It was a foolish thing you tried.\Captain! I am not the ruffian!\I will... show you the proof!\I will... show you the proof! response:	Too slow!
context: Because...\You used that lie to force the charge onto Miss Cattleya,\because you thought you failed despite the trouble you went through, right?\It was a foolish thing you tried.\Captain! I am not the ruffian!\I will... show you the proof!\I will... show you the proof!\Too slow! response:	Saito!
context: You used that lie to force the charge onto Miss Cattleya,\because you thought you failed despite the trouble you went through, right?\It was a foolish thing you tried.\Captain! I am not the ruffian!\I will... show you the proof!\I will... show you the proof!\Too slow!\Saito! response:	Step aside!
context: because you thought you failed despite the trouble you went through, right?\It was a foolish thing you tried.\Captain! I am not the ruffian!\I will... show you the proof!\I will... show you the proof!\Too slow!\Saito!\Step aside! response:	Michel! Stop the futile resistance!
context: It was a foolish thing you tried.\Captain! I am not the ruffian!\I will... show you the proof!\I will... show you the proof!\Too slow!\Saito!\Step aside!\Michel! Stop the futile resistance! response:	Captain, were you suspecting me from the beginning?
context: Captain! I am not the ruffian!\I will... show you the proof!\I will... show you the proof!\Too slow!\Saito!\Step aside!\Michel! Stop the futile resistance!\Captain, were you suspecting me from the beginning? response:	I respected your hard work.
context: I will... show you the proof!\I will... show you the proof!\Too slow!\Saito!\Step aside!\Michel! Stop the futile resistance!\Captain, were you suspecting me from the beginning?\I respected your hard work. response:	There was much mystery in your background,
context: I will... show you the proof!\Too slow!\Saito!\Step aside!\Michel! Stop the futile resistance!\Captain, were you suspecting me from the beginning?\I respected your hard work.\There was much mystery in your background, response:	but I trusted you as a swordswoman.
context: Too slow!\Saito!\Step aside!\Michel! Stop the futile resistance!\Captain, were you suspecting me from the beginning?\I respected your hard work.\There was much mystery in your background,\but I trusted you as a swordswoman. response:	But if the culprit behind the incidents at the castle and today's case were the same individual,
context: Saito!\Step aside!\Michel! Stop the futile resistance!\Captain, were you suspecting me from the beginning?\I respected your hard work.\There was much mystery in your background,\but I trusted you as a swordswoman.\But if the culprit behind the incidents at the castle and today's case were the same individual, response:	I realised that it had to be someone close to me.
