context: Miyagi Prefecture Tokonami High School response:	It's official.
context: All right, I'm good.\I'm good now. Thanks.\Because I...\want to pulverize my dear underclassman, setter-on-setter, in an official match.\What's that?\Scary.\Third-Year Class 3\Karasuno (5) Dateko (6) response:	Dateko Karasuno
context: I'm good now. Thanks.\Because I...\want to pulverize my dear underclassman, setter-on-setter, in an official match.\What's that?\Scary.\Third-Year Class 3\Karasuno (5) Dateko (6)\Dateko Karasuno response:	Asahi-san.
context: Because I...\want to pulverize my dear underclassman, setter-on-setter, in an official match.\What's that?\Scary.\Third-Year Class 3\Karasuno (5) Dateko (6)\Dateko Karasuno\Asahi-san. response:	Go! Club!
context: want to pulverize my dear underclassman, setter-on-setter, in an official match.\What's that?\Scary.\Third-Year Class 3\Karasuno (5) Dateko (6)\Dateko Karasuno\Asahi-san.\Go! Club! response:	What's going on?
context: What's that?\Scary.\Third-Year Class 3\Karasuno (5) Dateko (6)\Dateko Karasuno\Asahi-san.\Go! Club!\What's going on? response:	Is he training a dog?
context: Scary.\Third-Year Class 3\Karasuno (5) Dateko (6)\Dateko Karasuno\Asahi-san.\Go! Club!\What's going on?\Is he training a dog? response:	Nishinoya.
context: Third-Year Class 3\Karasuno (5) Dateko (6)\Dateko Karasuno\Asahi-san.\Go! Club!\What's going on?\Is he training a dog?\Nishinoya. response:	Don't worry about me. I'm not running away.
context: Karasuno (5) Dateko (6)\Dateko Karasuno\Asahi-san.\Go! Club!\What's going on?\Is he training a dog?\Nishinoya.\Don't worry about me. I'm not running away. response:	I know everyone's behind me.
context: Dateko Karasuno\Asahi-san.\Go! Club!\What's going on?\Is he training a dog?\Nishinoya.\Don't worry about me. I'm not running away.\I know everyone's behind me. response:	This time, I'll stick out my chest,
context: Asahi-san.\Go! Club!\What's going on?\Is he training a dog?\Nishinoya.\Don't worry about me. I'm not running away.\I know everyone's behind me.\This time, I'll stick out my chest, response:	and declare, I'm the ace of Karasuno!
context: Go! Club!\What's going on?\Is he training a dog?\Nishinoya.\Don't worry about me. I'm not running away.\I know everyone's behind me.\This time, I'll stick out my chest,\and declare, I'm the ace of Karasuno! response:	Hinata.
context: What's going on?\Is he training a dog?\Nishinoya.\Don't worry about me. I'm not running away.\I know everyone's behind me.\This time, I'll stick out my chest,\and declare, I'm the ace of Karasuno!\Hinata. response:	Sugawara-san.
context: Is he training a dog?\Nishinoya.\Don't worry about me. I'm not running away.\I know everyone's behind me.\This time, I'll stick out my chest,\and declare, I'm the ace of Karasuno!\Hinata.\Sugawara-san. response:	Perfect timing. There's something I wanted to give you.
context: Nishinoya.\Don't worry about me. I'm not running away.\I know everyone's behind me.\This time, I'll stick out my chest,\and declare, I'm the ace of Karasuno!\Hinata.\Sugawara-san.\Perfect timing. There's something I wanted to give you. response:	I'll give it to the other first years later.
context: Don't worry about me. I'm not running away.\I know everyone's behind me.\This time, I'll stick out my chest,\and declare, I'm the ace of Karasuno!\Hinata.\Sugawara-san.\Perfect timing. There's something I wanted to give you.\I'll give it to the other first years later. response:	My signals.
context: I know everyone's behind me.\This time, I'll stick out my chest,\and declare, I'm the ace of Karasuno!\Hinata.\Sugawara-san.\Perfect timing. There's something I wanted to give you.\I'll give it to the other first years later.\My signals. response:	I'm not as accurate as Kageyama,
context: This time, I'll stick out my chest,\and declare, I'm the ace of Karasuno!\Hinata.\Sugawara-san.\Perfect timing. There's something I wanted to give you.\I'll give it to the other first years later.\My signals.\I'm not as accurate as Kageyama, response:	so I'll give signals to say, This is what I'm doing next.
context: and declare, I'm the ace of Karasuno!\Hinata.\Sugawara-san.\Perfect timing. There's something I wanted to give you.\I'll give it to the other first years later.\My signals.\I'm not as accurate as Kageyama,\so I'll give signals to say, This is what I'm doing next. response:	Oh.
context: Hinata.\Sugawara-san.\Perfect timing. There's something I wanted to give you.\I'll give it to the other first years later.\My signals.\I'm not as accurate as Kageyama,\so I'll give signals to say, This is what I'm doing next.\Oh. response:	Though you might not like memorizing things...
context: Sugawara-san.\Perfect timing. There's something I wanted to give you.\I'll give it to the other first years later.\My signals.\I'm not as accurate as Kageyama,\so I'll give signals to say, This is what I'm doing next.\Oh.\Though you might not like memorizing things... response:	I don't mind. Signals are cool. I'll memorize them.
context: Perfect timing. There's something I wanted to give you.\I'll give it to the other first years later.\My signals.\I'm not as accurate as Kageyama,\so I'll give signals to say, This is what I'm doing next.\Oh.\Though you might not like memorizing things...\I don't mind. Signals are cool. I'll memorize them. response:	We have to use them in practice, or they'll be useless in the tournament.
context: I'll give it to the other first years later.\My signals.\I'm not as accurate as Kageyama,\so I'll give signals to say, This is what I'm doing next.\Oh.\Though you might not like memorizing things...\I don't mind. Signals are cool. I'll memorize them.\We have to use them in practice, or they'll be useless in the tournament. response:	I'd be grateful if you could practice them with me.
context: My signals.\I'm not as accurate as Kageyama,\so I'll give signals to say, This is what I'm doing next.\Oh.\Though you might not like memorizing things...\I don't mind. Signals are cool. I'll memorize them.\We have to use them in practice, or they'll be useless in the tournament.\I'd be grateful if you could practice them with me. response:	Yes. I'll do it all you want.
context: I'm not as accurate as Kageyama,\so I'll give signals to say, This is what I'm doing next.\Oh.\Though you might not like memorizing things...\I don't mind. Signals are cool. I'll memorize them.\We have to use them in practice, or they'll be useless in the tournament.\I'd be grateful if you could practice them with me.\Yes. I'll do it all you want. response:	I'll learn to spike any toss.
context: so I'll give signals to say, This is what I'm doing next.\Oh.\Though you might not like memorizing things...\I don't mind. Signals are cool. I'll memorize them.\We have to use them in practice, or they'll be useless in the tournament.\I'd be grateful if you could practice them with me.\Yes. I'll do it all you want.\I'll learn to spike any toss. response:	A back attack with three vanguards feinting...
context: Oh.\Though you might not like memorizing things...\I don't mind. Signals are cool. I'll memorize them.\We have to use them in practice, or they'll be useless in the tournament.\I'd be grateful if you could practice them with me.\Yes. I'll do it all you want.\I'll learn to spike any toss.\A back attack with three vanguards feinting... response:	Keishin-chan.
context: Though you might not like memorizing things...\I don't mind. Signals are cool. I'll memorize them.\We have to use them in practice, or they'll be useless in the tournament.\I'd be grateful if you could practice them with me.\Yes. I'll do it all you want.\I'll learn to spike any toss.\A back attack with three vanguards feinting...\Keishin-chan. response:	Keishin-chan, dear, I need some mirin.
context: I don't mind. Signals are cool. I'll memorize them.\We have to use them in practice, or they'll be useless in the tournament.\I'd be grateful if you could practice them with me.\Yes. I'll do it all you want.\I'll learn to spike any toss.\A back attack with three vanguards feinting...\Keishin-chan.\Keishin-chan, dear, I need some mirin. response:	Sorry.
context: We have to use them in practice, or they'll be useless in the tournament.\I'd be grateful if you could practice them with me.\Yes. I'll do it all you want.\I'll learn to spike any toss.\A back attack with three vanguards feinting...\Keishin-chan.\Keishin-chan, dear, I need some mirin.\Sorry. response:	Foothill Store
context: I'd be grateful if you could practice them with me.\Yes. I'll do it all you want.\I'll learn to spike any toss.\A back attack with three vanguards feinting...\Keishin-chan.\Keishin-chan, dear, I need some mirin.\Sorry.\Foothill Store response:	Keishin-chan, dear, I need some mirin.
context: Yes. I'll do it all you want.\I'll learn to spike any toss.\A back attack with three vanguards feinting...\Keishin-chan.\Keishin-chan, dear, I need some mirin.\Sorry.\Foothill Store\Keishin-chan, dear, I need some mirin. response:	What are you looking all serious about?
context: I'll learn to spike any toss.\A back attack with three vanguards feinting...\Keishin-chan.\Keishin-chan, dear, I need some mirin.\Sorry.\Foothill Store\Keishin-chan, dear, I need some mirin.\What are you looking all serious about? response:	The tournament's coming up, right?
context: A back attack with three vanguards feinting...\Keishin-chan.\Keishin-chan, dear, I need some mirin.\Sorry.\Foothill Store\Keishin-chan, dear, I need some mirin.\What are you looking all serious about?\The tournament's coming up, right? response:	Yeah.
context: Keishin-chan.\Keishin-chan, dear, I need some mirin.\Sorry.\Foothill Store\Keishin-chan, dear, I need some mirin.\What are you looking all serious about?\The tournament's coming up, right?\Yeah. response:	Tournaments fire you up, don't they? It's like getting ready for battle.
context: Keishin-chan, dear, I need some mirin.\Sorry.\Foothill Store\Keishin-chan, dear, I need some mirin.\What are you looking all serious about?\The tournament's coming up, right?\Yeah.\Tournaments fire you up, don't they? It's like getting ready for battle. response:	Yeah... sort of.
context: Sorry.\Foothill Store\Keishin-chan, dear, I need some mirin.\What are you looking all serious about?\The tournament's coming up, right?\Yeah.\Tournaments fire you up, don't they? It's like getting ready for battle.\Yeah... sort of. response:	And then maybe, your cute girlfriend comes to watch, and...
context: Foothill Store\Keishin-chan, dear, I need some mirin.\What are you looking all serious about?\The tournament's coming up, right?\Yeah.\Tournaments fire you up, don't they? It's like getting ready for battle.\Yeah... sort of.\And then maybe, your cute girlfriend comes to watch, and... response:	Tomorrow's the tournament at last.
context: Keishin-chan, dear, I need some mirin.\What are you looking all serious about?\The tournament's coming up, right?\Yeah.\Tournaments fire you up, don't they? It's like getting ready for battle.\Yeah... sort of.\And then maybe, your cute girlfriend comes to watch, and...\Tomorrow's the tournament at last. response:	Yeah, that's right.
context: What are you looking all serious about?\The tournament's coming up, right?\Yeah.\Tournaments fire you up, don't they? It's like getting ready for battle.\Yeah... sort of.\And then maybe, your cute girlfriend comes to watch, and...\Tomorrow's the tournament at last.\Yeah, that's right. response:	You were training so long for this.
context: The tournament's coming up, right?\Yeah.\Tournaments fire you up, don't they? It's like getting ready for battle.\Yeah... sort of.\And then maybe, your cute girlfriend comes to watch, and...\Tomorrow's the tournament at last.\Yeah, that's right.\You were training so long for this. response:	Yeah. I know it's been hard for you, too.
context: Yeah.\Tournaments fire you up, don't they? It's like getting ready for battle.\Yeah... sort of.\And then maybe, your cute girlfriend comes to watch, and...\Tomorrow's the tournament at last.\Yeah, that's right.\You were training so long for this.\Yeah. I know it's been hard for you, too. response:	No, I don't mind.
context: Tournaments fire you up, don't they? It's like getting ready for battle.\Yeah... sort of.\And then maybe, your cute girlfriend comes to watch, and...\Tomorrow's the tournament at last.\Yeah, that's right.\You were training so long for this.\Yeah. I know it's been hard for you, too.\No, I don't mind. response:	I love watching you play, Ryu-kun.
context: Yeah... sort of.\And then maybe, your cute girlfriend comes to watch, and...\Tomorrow's the tournament at last.\Yeah, that's right.\You were training so long for this.\Yeah. I know it's been hard for you, too.\No, I don't mind.\I love watching you play, Ryu-kun. response:	Honey...
context: And then maybe, your cute girlfriend comes to watch, and...\Tomorrow's the tournament at last.\Yeah, that's right.\You were training so long for this.\Yeah. I know it's been hard for you, too.\No, I don't mind.\I love watching you play, Ryu-kun.\Honey... response:	I thought hard about what to give you, and I made this for you.
context: Tomorrow's the tournament at last.\Yeah, that's right.\You were training so long for this.\Yeah. I know it's been hard for you, too.\No, I don't mind.\I love watching you play, Ryu-kun.\Honey...\I thought hard about what to give you, and I made this for you. response:	A good luck charm...
context: Yeah, that's right.\You were training so long for this.\Yeah. I know it's been hard for you, too.\No, I don't mind.\I love watching you play, Ryu-kun.\Honey...\I thought hard about what to give you, and I made this for you.\A good luck charm... response:	Ryu-kun. Do your best tomorrow.
context: You were training so long for this.\Yeah. I know it's been hard for you, too.\No, I don't mind.\I love watching you play, Ryu-kun.\Honey...\I thought hard about what to give you, and I made this for you.\A good luck charm...\Ryu-kun. Do your best tomorrow. response:	If she said stuff like that to me...
context: Yeah. I know it's been hard for you, too.\No, I don't mind.\I love watching you play, Ryu-kun.\Honey...\I thought hard about what to give you, and I made this for you.\A good luck charm...\Ryu-kun. Do your best tomorrow.\If she said stuff like that to me... response:	I was thinking I'd get even more fired up.
context: No, I don't mind.\I love watching you play, Ryu-kun.\Honey...\I thought hard about what to give you, and I made this for you.\A good luck charm...\Ryu-kun. Do your best tomorrow.\If she said stuff like that to me...\I was thinking I'd get even more fired up. response:	Keep thinking that, and I'll take your place as a regular.
context: I love watching you play, Ryu-kun.\Honey...\I thought hard about what to give you, and I made this for you.\A good luck charm...\Ryu-kun. Do your best tomorrow.\If she said stuff like that to me...\I was thinking I'd get even more fired up.\Keep thinking that, and I'll take your place as a regular. response:	Nice kill.
context: Honey...\I thought hard about what to give you, and I made this for you.\A good luck charm...\Ryu-kun. Do your best tomorrow.\If she said stuff like that to me...\I was thinking I'd get even more fired up.\Keep thinking that, and I'll take your place as a regular.\Nice kill. response:	Nice, Azumane-san.
context: I thought hard about what to give you, and I made this for you.\A good luck charm...\Ryu-kun. Do your best tomorrow.\If she said stuff like that to me...\I was thinking I'd get even more fired up.\Keep thinking that, and I'll take your place as a regular.\Nice kill.\Nice, Azumane-san. response:	Azumane.
context: A good luck charm...\Ryu-kun. Do your best tomorrow.\If she said stuff like that to me...\I was thinking I'd get even more fired up.\Keep thinking that, and I'll take your place as a regular.\Nice kill.\Nice, Azumane-san.\Azumane. response:	Yes.
context: Ryu-kun. Do your best tomorrow.\If she said stuff like that to me...\I was thinking I'd get even more fired up.\Keep thinking that, and I'll take your place as a regular.\Nice kill.\Nice, Azumane-san.\Azumane.\Yes. response:	Are you good at back attacks?
context: If she said stuff like that to me...\I was thinking I'd get even more fired up.\Keep thinking that, and I'll take your place as a regular.\Nice kill.\Nice, Azumane-san.\Azumane.\Yes.\Are you good at back attacks? response:	Hey. I need you guys here.
context: I was thinking I'd get even more fired up.\Keep thinking that, and I'll take your place as a regular.\Nice kill.\Nice, Azumane-san.\Azumane.\Yes.\Are you good at back attacks?\Hey. I need you guys here. response:	That's the idea...
context: Keep thinking that, and I'll take your place as a regular.\Nice kill.\Nice, Azumane-san.\Azumane.\Yes.\Are you good at back attacks?\Hey. I need you guys here.\That's the idea... response:	We have to find the right height for spiking.
context: Nice kill.\Nice, Azumane-san.\Azumane.\Yes.\Are you good at back attacks?\Hey. I need you guys here.\That's the idea...\We have to find the right height for spiking. response:	It looks hard.
context: Nice, Azumane-san.\Azumane.\Yes.\Are you good at back attacks?\Hey. I need you guys here.\That's the idea...\We have to find the right height for spiking.\It looks hard. response:	Let's do it.
context: Azumane.\Yes.\Are you good at back attacks?\Hey. I need you guys here.\That's the idea...\We have to find the right height for spiking.\It looks hard.\Let's do it. response:	Coach us.
context: Yes.\Are you good at back attacks?\Hey. I need you guys here.\That's the idea...\We have to find the right height for spiking.\It looks hard.\Let's do it.\Coach us. response:	Hinata, you jump in as usual.
context: Are you good at back attacks?\Hey. I need you guys here.\That's the idea...\We have to find the right height for spiking.\It looks hard.\Let's do it.\Coach us.\Hinata, you jump in as usual. response:	Yes.
context: Hey. I need you guys here.\That's the idea...\We have to find the right height for spiking.\It looks hard.\Let's do it.\Coach us.\Hinata, you jump in as usual.\Yes. response:	Good job.
context: That's the idea...\We have to find the right height for spiking.\It looks hard.\Let's do it.\Coach us.\Hinata, you jump in as usual.\Yes.\Good job. response:	Good job.
context: We have to find the right height for spiking.\It looks hard.\Let's do it.\Coach us.\Hinata, you jump in as usual.\Yes.\Good job.\Good job. response:	Ukai-kun, you must be exhausted.
context: It looks hard.\Let's do it.\Coach us.\Hinata, you jump in as usual.\Yes.\Good job.\Good job.\Ukai-kun, you must be exhausted. response:	I appreciate you coming daily at start time, but
context: Let's do it.\Coach us.\Hinata, you jump in as usual.\Yes.\Good job.\Good job.\Ukai-kun, you must be exhausted.\I appreciate you coming daily at start time, but response:	I hope it's not affecting your job.
context: Coach us.\Hinata, you jump in as usual.\Yes.\Good job.\Good job.\Ukai-kun, you must be exhausted.\I appreciate you coming daily at start time, but\I hope it's not affecting your job. response:	Yeah, I've been working at the store exclusively'til now,
context: Hinata, you jump in as usual.\Yes.\Good job.\Good job.\Ukai-kun, you must be exhausted.\I appreciate you coming daily at start time, but\I hope it's not affecting your job.\Yeah, I've been working at the store exclusively'til now, response:	but now I'm working on the farm as well,
context: Yes.\Good job.\Good job.\Ukai-kun, you must be exhausted.\I appreciate you coming daily at start time, but\I hope it's not affecting your job.\Yeah, I've been working at the store exclusively'til now,\but now I'm working on the farm as well, response:	so I've been working the evening shift at the store.
context: Good job.\Good job.\Ukai-kun, you must be exhausted.\I appreciate you coming daily at start time, but\I hope it's not affecting your job.\Yeah, I've been working at the store exclusively'til now,\but now I'm working on the farm as well,\so I've been working the evening shift at the store. response:	It's our family business, so I can't complain.
context: Good job.\Ukai-kun, you must be exhausted.\I appreciate you coming daily at start time, but\I hope it's not affecting your job.\Yeah, I've been working at the store exclusively'til now,\but now I'm working on the farm as well,\so I've been working the evening shift at the store.\It's our family business, so I can't complain. response:	Thank you very much.
context: Ukai-kun, you must be exhausted.\I appreciate you coming daily at start time, but\I hope it's not affecting your job.\Yeah, I've been working at the store exclusively'til now,\but now I'm working on the farm as well,\so I've been working the evening shift at the store.\It's our family business, so I can't complain.\Thank you very much. response:	I'll bring you sake or something the next time I visit.
context: I appreciate you coming daily at start time, but\I hope it's not affecting your job.\Yeah, I've been working at the store exclusively'til now,\but now I'm working on the farm as well,\so I've been working the evening shift at the store.\It's our family business, so I can't complain.\Thank you very much.\I'll bring you sake or something the next time I visit. response:	Seriously?
context: I hope it's not affecting your job.\Yeah, I've been working at the store exclusively'til now,\but now I'm working on the farm as well,\so I've been working the evening shift at the store.\It's our family business, so I can't complain.\Thank you very much.\I'll bring you sake or something the next time I visit.\Seriously? response:	I didn't realize there were so many attack patterns.
context: Yeah, I've been working at the store exclusively'til now,\but now I'm working on the farm as well,\so I've been working the evening shift at the store.\It's our family business, so I can't complain.\Thank you very much.\I'll bring you sake or something the next time I visit.\Seriously?\I didn't realize there were so many attack patterns. response:	Are we using all of these?
context: but now I'm working on the farm as well,\so I've been working the evening shift at the store.\It's our family business, so I can't complain.\Thank you very much.\I'll bring you sake or something the next time I visit.\Seriously?\I didn't realize there were so many attack patterns.\Are we using all of these? response:	It depends.
context: so I've been working the evening shift at the store.\It's our family business, so I can't complain.\Thank you very much.\I'll bring you sake or something the next time I visit.\Seriously?\I didn't realize there were so many attack patterns.\Are we using all of these?\It depends. response:	I need those guys to focus on the match.
context: It's our family business, so I can't complain.\Thank you very much.\I'll bring you sake or something the next time I visit.\Seriously?\I didn't realize there were so many attack patterns.\Are we using all of these?\It depends.\I need those guys to focus on the match. response:	Hinata, A next.
context: Thank you very much.\I'll bring you sake or something the next time I visit.\Seriously?\I didn't realize there were so many attack patterns.\Are we using all of these?\It depends.\I need those guys to focus on the match.\Hinata, A next. response:	Yes.
context: I'll bring you sake or something the next time I visit.\Seriously?\I didn't realize there were so many attack patterns.\Are we using all of these?\It depends.\I need those guys to focus on the match.\Hinata, A next.\Yes. response:	I can't overwhelm them before the match.
context: Seriously?\I didn't realize there were so many attack patterns.\Are we using all of these?\It depends.\I need those guys to focus on the match.\Hinata, A next.\Yes.\I can't overwhelm them before the match. response:	Nice, Hinata. Awesome, awesome.
context: I didn't realize there were so many attack patterns.\Are we using all of these?\It depends.\I need those guys to focus on the match.\Hinata, A next.\Yes.\I can't overwhelm them before the match.\Nice, Hinata. Awesome, awesome. response:	Hinata and Sugawara's quicks are taking shape.
context: Are we using all of these?\It depends.\I need those guys to focus on the match.\Hinata, A next.\Yes.\I can't overwhelm them before the match.\Nice, Hinata. Awesome, awesome.\Hinata and Sugawara's quicks are taking shape. response:	Thanks!
context: It depends.\I need those guys to focus on the match.\Hinata, A next.\Yes.\I can't overwhelm them before the match.\Nice, Hinata. Awesome, awesome.\Hinata and Sugawara's quicks are taking shape.\Thanks! response:	That toss was really good.
context: I need those guys to focus on the match.\Hinata, A next.\Yes.\I can't overwhelm them before the match.\Nice, Hinata. Awesome, awesome.\Hinata and Sugawara's quicks are taking shape.\Thanks!\That toss was really good. response:	Nice.
context: Hinata, A next.\Yes.\I can't overwhelm them before the match.\Nice, Hinata. Awesome, awesome.\Hinata and Sugawara's quicks are taking shape.\Thanks!\That toss was really good.\Nice. response:	Azumane-san, how was that toss? Was it too high? Too low?
context: Yes.\I can't overwhelm them before the match.\Nice, Hinata. Awesome, awesome.\Hinata and Sugawara's quicks are taking shape.\Thanks!\That toss was really good.\Nice.\Azumane-san, how was that toss? Was it too high? Too low? response:	How was it?
context: I can't overwhelm them before the match.\Nice, Hinata. Awesome, awesome.\Hinata and Sugawara's quicks are taking shape.\Thanks!\That toss was really good.\Nice.\Azumane-san, how was that toss? Was it too high? Too low?\How was it? response:	Oh, um... yeah, it was fine.
context: Nice, Hinata. Awesome, awesome.\Hinata and Sugawara's quicks are taking shape.\Thanks!\That toss was really good.\Nice.\Azumane-san, how was that toss? Was it too high? Too low?\How was it?\Oh, um... yeah, it was fine. response:	If you have a criticism, no matter how minor, tell me everything.
context: Hinata and Sugawara's quicks are taking shape.\Thanks!\That toss was really good.\Nice.\Azumane-san, how was that toss? Was it too high? Too low?\How was it?\Oh, um... yeah, it was fine.\If you have a criticism, no matter how minor, tell me everything. response:	I'll fix it.
context: Thanks!\That toss was really good.\Nice.\Azumane-san, how was that toss? Was it too high? Too low?\How was it?\Oh, um... yeah, it was fine.\If you have a criticism, no matter how minor, tell me everything.\I'll fix it. response:	I see... then... maybe a little higher?
context: That toss was really good.\Nice.\Azumane-san, how was that toss? Was it too high? Too low?\How was it?\Oh, um... yeah, it was fine.\If you have a criticism, no matter how minor, tell me everything.\I'll fix it.\I see... then... maybe a little higher? response:	And a little further away from the net.
context: Nice.\Azumane-san, how was that toss? Was it too high? Too low?\How was it?\Oh, um... yeah, it was fine.\If you have a criticism, no matter how minor, tell me everything.\I'll fix it.\I see... then... maybe a little higher?\And a little further away from the net. response:	Understood.
context: Azumane-san, how was that toss? Was it too high? Too low?\How was it?\Oh, um... yeah, it was fine.\If you have a criticism, no matter how minor, tell me everything.\I'll fix it.\I see... then... maybe a little higher?\And a little further away from the net.\Understood. response:	Ten more spikes, please.
context: How was it?\Oh, um... yeah, it was fine.\If you have a criticism, no matter how minor, tell me everything.\I'll fix it.\I see... then... maybe a little higher?\And a little further away from the net.\Understood.\Ten more spikes, please. response:	What?
context: Oh, um... yeah, it was fine.\If you have a criticism, no matter how minor, tell me everything.\I'll fix it.\I see... then... maybe a little higher?\And a little further away from the net.\Understood.\Ten more spikes, please.\What? response:	Is that not enough? Then twenty spikes.
context: If you have a criticism, no matter how minor, tell me everything.\I'll fix it.\I see... then... maybe a little higher?\And a little further away from the net.\Understood.\Ten more spikes, please.\What?\Is that not enough? Then twenty spikes. response:	There's no point in getting that anxious before the match.
context: I'll fix it.\I see... then... maybe a little higher?\And a little further away from the net.\Understood.\Ten more spikes, please.\What?\Is that not enough? Then twenty spikes.\There's no point in getting that anxious before the match. response:	No, that's not what I meant...
context: I see... then... maybe a little higher?\And a little further away from the net.\Understood.\Ten more spikes, please.\What?\Is that not enough? Then twenty spikes.\There's no point in getting that anxious before the match.\No, that's not what I meant... response:	Remember the timing when you start running.
context: And a little further away from the net.\Understood.\Ten more spikes, please.\What?\Is that not enough? Then twenty spikes.\There's no point in getting that anxious before the match.\No, that's not what I meant...\Remember the timing when you start running. response:	Yes.
context: Understood.\Ten more spikes, please.\What?\Is that not enough? Then twenty spikes.\There's no point in getting that anxious before the match.\No, that's not what I meant...\Remember the timing when you start running.\Yes. response:	Did you mean you want to practice other patterns?
context: Ten more spikes, please.\What?\Is that not enough? Then twenty spikes.\There's no point in getting that anxious before the match.\No, that's not what I meant...\Remember the timing when you start running.\Yes.\Did you mean you want to practice other patterns? response:	Hey, stragglers. Let's wrap it up.
context: What?\Is that not enough? Then twenty spikes.\There's no point in getting that anxious before the match.\No, that's not what I meant...\Remember the timing when you start running.\Yes.\Did you mean you want to practice other patterns?\Hey, stragglers. Let's wrap it up. response:	Right.
context: Is that not enough? Then twenty spikes.\There's no point in getting that anxious before the match.\No, that's not what I meant...\Remember the timing when you start running.\Yes.\Did you mean you want to practice other patterns?\Hey, stragglers. Let's wrap it up.\Right. response:	Shimizu.
context: There's no point in getting that anxious before the match.\No, that's not what I meant...\Remember the timing when you start running.\Yes.\Did you mean you want to practice other patterns?\Hey, stragglers. Let's wrap it up.\Right.\Shimizu. response:	Daichi says he's buying us pork buns.
context: No, that's not what I meant...\Remember the timing when you start running.\Yes.\Did you mean you want to practice other patterns?\Hey, stragglers. Let's wrap it up.\Right.\Shimizu.\Daichi says he's buying us pork buns. response:	Sorry. I have stuff to do.
context: Remember the timing when you start running.\Yes.\Did you mean you want to practice other patterns?\Hey, stragglers. Let's wrap it up.\Right.\Shimizu.\Daichi says he's buying us pork buns.\Sorry. I have stuff to do. response:	I see. Good job.
context: Yes.\Did you mean you want to practice other patterns?\Hey, stragglers. Let's wrap it up.\Right.\Shimizu.\Daichi says he's buying us pork buns.\Sorry. I have stuff to do.\I see. Good job. response:	Good job.
context: Did you mean you want to practice other patterns?\Hey, stragglers. Let's wrap it up.\Right.\Shimizu.\Daichi says he's buying us pork buns.\Sorry. I have stuff to do.\I see. Good job.\Good job. response:	One per person.
context: Hey, stragglers. Let's wrap it up.\Right.\Shimizu.\Daichi says he's buying us pork buns.\Sorry. I have stuff to do.\I see. Good job.\Good job.\One per person. response:	Thanks.
context: Right.\Shimizu.\Daichi says he's buying us pork buns.\Sorry. I have stuff to do.\I see. Good job.\Good job.\One per person.\Thanks. response:	Thank you.
context: Shimizu.\Daichi says he's buying us pork buns.\Sorry. I have stuff to do.\I see. Good job.\Good job.\One per person.\Thanks.\Thank you. response:	Daichi-san, thank you.
context: Daichi says he's buying us pork buns.\Sorry. I have stuff to do.\I see. Good job.\Good job.\One per person.\Thanks.\Thank you.\Daichi-san, thank you. response:	Let's eat and then go home.
context: Sorry. I have stuff to do.\I see. Good job.\Good job.\One per person.\Thanks.\Thank you.\Daichi-san, thank you.\Let's eat and then go home. response:	Hey, Tsukishima.
context: I see. Good job.\Good job.\One per person.\Thanks.\Thank you.\Daichi-san, thank you.\Let's eat and then go home.\Hey, Tsukishima. response:	Daichi-san bought us pork buns.
context: Good job.\One per person.\Thanks.\Thank you.\Daichi-san, thank you.\Let's eat and then go home.\Hey, Tsukishima.\Daichi-san bought us pork buns. response:	Oh, thanks.
context: One per person.\Thanks.\Thank you.\Daichi-san, thank you.\Let's eat and then go home.\Hey, Tsukishima.\Daichi-san bought us pork buns.\Oh, thanks. response:	Isn't Yamaguchi with you?
context: Thanks.\Thank you.\Daichi-san, thank you.\Let's eat and then go home.\Hey, Tsukishima.\Daichi-san bought us pork buns.\Oh, thanks.\Isn't Yamaguchi with you? response:	He said he has stuff to do.
context: Thank you.\Daichi-san, thank you.\Let's eat and then go home.\Hey, Tsukishima.\Daichi-san bought us pork buns.\Oh, thanks.\Isn't Yamaguchi with you?\He said he has stuff to do. response:	Shimada Mart
context: Daichi-san, thank you.\Let's eat and then go home.\Hey, Tsukishima.\Daichi-san bought us pork buns.\Oh, thanks.\Isn't Yamaguchi with you?\He said he has stuff to do.\Shimada Mart response:	He left before I did.
context: Let's eat and then go home.\Hey, Tsukishima.\Daichi-san bought us pork buns.\Oh, thanks.\Isn't Yamaguchi with you?\He said he has stuff to do.\Shimada Mart\He left before I did. response:	Sorry, we're closed. Oh?
context: Hey, Tsukishima.\Daichi-san bought us pork buns.\Oh, thanks.\Isn't Yamaguchi with you?\He said he has stuff to do.\Shimada Mart\He left before I did.\Sorry, we're closed. Oh? response:	I'm in the Karasuno Volleyball Club. My name is Yamaguchi.
context: Daichi-san bought us pork buns.\Oh, thanks.\Isn't Yamaguchi with you?\He said he has stuff to do.\Shimada Mart\He left before I did.\Sorry, we're closed. Oh?\I'm in the Karasuno Volleyball Club. My name is Yamaguchi. response:	I knew you looked familiar.
context: Oh, thanks.\Isn't Yamaguchi with you?\He said he has stuff to do.\Shimada Mart\He left before I did.\Sorry, we're closed. Oh?\I'm in the Karasuno Volleyball Club. My name is Yamaguchi.\I knew you looked familiar. response:	Um...
context: Isn't Yamaguchi with you?\He said he has stuff to do.\Shimada Mart\He left before I did.\Sorry, we're closed. Oh?\I'm in the Karasuno Volleyball Club. My name is Yamaguchi.\I knew you looked familiar.\Um... response:	Will you teach me how to do a jump float serve?
