context: If I were to die now, I doubt Ren would die with me anymore. response:	But that's fine. That's how it should be.
context: Finishing time depends on Matsuo's mood.\Well, there you have it. It's not as packed as I thought.\THERE'S ROOM FOR MORE. Well, there you have it. It's not as packed as I thought.\Well, there you have it. It's not as packed as I thought.\That's plenty packed! Nana's still recovering, you know!\Not a problem at all.\Well then, we're leaving now!\We'll have breakfast in the car. response:	All right! I'm starving!
context: Well, there you have it. It's not as packed as I thought.\THERE'S ROOM FOR MORE. Well, there you have it. It's not as packed as I thought.\Well, there you have it. It's not as packed as I thought.\That's plenty packed! Nana's still recovering, you know!\Not a problem at all.\Well then, we're leaving now!\We'll have breakfast in the car.\All right! I'm starving! response:	The busier I was, the better I felt.
context: THERE'S ROOM FOR MORE. Well, there you have it. It's not as packed as I thought.\Well, there you have it. It's not as packed as I thought.\That's plenty packed! Nana's still recovering, you know!\Not a problem at all.\Well then, we're leaving now!\We'll have breakfast in the car.\All right! I'm starving!\The busier I was, the better I felt. response:	This is Masaru, the stylist.
context: Well, there you have it. It's not as packed as I thought.\That's plenty packed! Nana's still recovering, you know!\Not a problem at all.\Well then, we're leaving now!\We'll have breakfast in the car.\All right! I'm starving!\The busier I was, the better I felt.\This is Masaru, the stylist. response:	Nice to meet you.
context: That's plenty packed! Nana's still recovering, you know!\Not a problem at all.\Well then, we're leaving now!\We'll have breakfast in the car.\All right! I'm starving!\The busier I was, the better I felt.\This is Masaru, the stylist.\Nice to meet you. response:	- Nice to meet you, too. - If the work was fulfilling,
context: Not a problem at all.\Well then, we're leaving now!\We'll have breakfast in the car.\All right! I'm starving!\The busier I was, the better I felt.\This is Masaru, the stylist.\Nice to meet you.\- Nice to meet you, too. - If the work was fulfilling, response:	I felt refreshed, so I didn't think I had to go to the hospital.
context: Well then, we're leaving now!\We'll have breakfast in the car.\All right! I'm starving!\The busier I was, the better I felt.\This is Masaru, the stylist.\Nice to meet you.\- Nice to meet you, too. - If the work was fulfilling,\I felt refreshed, so I didn't think I had to go to the hospital. response:	I don't intend to change much.
context: We'll have breakfast in the car.\All right! I'm starving!\The busier I was, the better I felt.\This is Masaru, the stylist.\Nice to meet you.\- Nice to meet you, too. - If the work was fulfilling,\I felt refreshed, so I didn't think I had to go to the hospital.\I don't intend to change much. response:	Your styles are already pretty well established.
context: All right! I'm starving!\The busier I was, the better I felt.\This is Masaru, the stylist.\Nice to meet you.\- Nice to meet you, too. - If the work was fulfilling,\I felt refreshed, so I didn't think I had to go to the hospital.\I don't intend to change much.\Your styles are already pretty well established. response:	I agree! Let's bring bondage back into style!
context: The busier I was, the better I felt.\This is Masaru, the stylist.\Nice to meet you.\- Nice to meet you, too. - If the work was fulfilling,\I felt refreshed, so I didn't think I had to go to the hospital.\I don't intend to change much.\Your styles are already pretty well established.\I agree! Let's bring bondage back into style! response:	SIGH
context: This is Masaru, the stylist.\Nice to meet you.\- Nice to meet you, too. - If the work was fulfilling,\I felt refreshed, so I didn't think I had to go to the hospital.\I don't intend to change much.\Your styles are already pretty well established.\I agree! Let's bring bondage back into style!\SIGH response:	SIGH There were so many people involved with BLAST's debut project
context: Nice to meet you.\- Nice to meet you, too. - If the work was fulfilling,\I felt refreshed, so I didn't think I had to go to the hospital.\I don't intend to change much.\Your styles are already pretty well established.\I agree! Let's bring bondage back into style!\SIGH\SIGH There were so many people involved with BLAST's debut project response:	There were so many people involved with BLAST's debut project
context: - Nice to meet you, too. - If the work was fulfilling,\I felt refreshed, so I didn't think I had to go to the hospital.\I don't intend to change much.\Your styles are already pretty well established.\I agree! Let's bring bondage back into style!\SIGH\SIGH There were so many people involved with BLAST's debut project\There were so many people involved with BLAST's debut project response:	that I couldn't remember everyone's name.
context: I felt refreshed, so I didn't think I had to go to the hospital.\I don't intend to change much.\Your styles are already pretty well established.\I agree! Let's bring bondage back into style!\SIGH\SIGH There were so many people involved with BLAST's debut project\There were so many people involved with BLAST's debut project\that I couldn't remember everyone's name. response:	I can't ask about your private life?
context: I don't intend to change much.\Your styles are already pretty well established.\I agree! Let's bring bondage back into style!\SIGH\SIGH There were so many people involved with BLAST's debut project\There were so many people involved with BLAST's debut project\that I couldn't remember everyone's name.\I can't ask about your private life? response:	At least tell me what your hobbies are.
context: Your styles are already pretty well established.\I agree! Let's bring bondage back into style!\SIGH\SIGH There were so many people involved with BLAST's debut project\There were so many people involved with BLAST's debut project\that I couldn't remember everyone's name.\I can't ask about your private life?\At least tell me what your hobbies are. response:	- Mahjongg. - That was fast!
context: I agree! Let's bring bondage back into style!\SIGH\SIGH There were so many people involved with BLAST's debut project\There were so many people involved with BLAST's debut project\that I couldn't remember everyone's name.\I can't ask about your private life?\At least tell me what your hobbies are.\- Mahjongg. - That was fast! response:	Interacting with people was never my forte,
context: SIGH\SIGH There were so many people involved with BLAST's debut project\There were so many people involved with BLAST's debut project\that I couldn't remember everyone's name.\I can't ask about your private life?\At least tell me what your hobbies are.\- Mahjongg. - That was fast!\Interacting with people was never my forte, response:	but I had no problem with it.
context: SIGH There were so many people involved with BLAST's debut project\There were so many people involved with BLAST's debut project\that I couldn't remember everyone's name.\I can't ask about your private life?\At least tell me what your hobbies are.\- Mahjongg. - That was fast!\Interacting with people was never my forte,\but I had no problem with it. response:	Teacher, I'm so hungry I can't reach the high notes!
context: There were so many people involved with BLAST's debut project\that I couldn't remember everyone's name.\I can't ask about your private life?\At least tell me what your hobbies are.\- Mahjongg. - That was fast!\Interacting with people was never my forte,\but I had no problem with it.\Teacher, I'm so hungry I can't reach the high notes! response:	Don't blame it on your stomach. One more time!
context: that I couldn't remember everyone's name.\I can't ask about your private life?\At least tell me what your hobbies are.\- Mahjongg. - That was fast!\Interacting with people was never my forte,\but I had no problem with it.\Teacher, I'm so hungry I can't reach the high notes!\Don't blame it on your stomach. One more time! response:	Yo, Old Fox! How are ya doing?
context: I can't ask about your private life?\At least tell me what your hobbies are.\- Mahjongg. - That was fast!\Interacting with people was never my forte,\but I had no problem with it.\Teacher, I'm so hungry I can't reach the high notes!\Don't blame it on your stomach. One more time!\Yo, Old Fox! How are ya doing? response:	What dirty tricks do you have up your sleeve this time?
context: At least tell me what your hobbies are.\- Mahjongg. - That was fast!\Interacting with people was never my forte,\but I had no problem with it.\Teacher, I'm so hungry I can't reach the high notes!\Don't blame it on your stomach. One more time!\Yo, Old Fox! How are ya doing?\What dirty tricks do you have up your sleeve this time? response:	Nana!
context: - Mahjongg. - That was fast!\Interacting with people was never my forte,\but I had no problem with it.\Teacher, I'm so hungry I can't reach the high notes!\Don't blame it on your stomach. One more time!\Yo, Old Fox! How are ya doing?\What dirty tricks do you have up your sleeve this time?\Nana! response:	Looking good. Okay, don't move.
context: Interacting with people was never my forte,\but I had no problem with it.\Teacher, I'm so hungry I can't reach the high notes!\Don't blame it on your stomach. One more time!\Yo, Old Fox! How are ya doing?\What dirty tricks do you have up your sleeve this time?\Nana!\Looking good. Okay, don't move. response:	Think we should tell Misato about the live performance?
context: but I had no problem with it.\Teacher, I'm so hungry I can't reach the high notes!\Don't blame it on your stomach. One more time!\Yo, Old Fox! How are ya doing?\What dirty tricks do you have up your sleeve this time?\Nana!\Looking good. Okay, don't move.\Think we should tell Misato about the live performance? response:	But it's on a weekday.
context: Teacher, I'm so hungry I can't reach the high notes!\Don't blame it on your stomach. One more time!\Yo, Old Fox! How are ya doing?\What dirty tricks do you have up your sleeve this time?\Nana!\Looking good. Okay, don't move.\Think we should tell Misato about the live performance?\But it's on a weekday. response:	Midterms are coming up, right?
context: Don't blame it on your stomach. One more time!\Yo, Old Fox! How are ya doing?\What dirty tricks do you have up your sleeve this time?\Nana!\Looking good. Okay, don't move.\Think we should tell Misato about the live performance?\But it's on a weekday.\Midterms are coming up, right? response:	If we tell her, it could be a disaster for her.
context: Yo, Old Fox! How are ya doing?\What dirty tricks do you have up your sleeve this time?\Nana!\Looking good. Okay, don't move.\Think we should tell Misato about the live performance?\But it's on a weekday.\Midterms are coming up, right?\If we tell her, it could be a disaster for her. response:	I wonder if she'll be able to graduate.
context: What dirty tricks do you have up your sleeve this time?\Nana!\Looking good. Okay, don't move.\Think we should tell Misato about the live performance?\But it's on a weekday.\Midterms are coming up, right?\If we tell her, it could be a disaster for her.\I wonder if she'll be able to graduate. response:	Hey guys! You can't tell anyone about it!
context: Nana!\Looking good. Okay, don't move.\Think we should tell Misato about the live performance?\But it's on a weekday.\Midterms are coming up, right?\If we tell her, it could be a disaster for her.\I wonder if she'll be able to graduate.\Hey guys! You can't tell anyone about it! response:	I felt that if I saw Hachi now, I could laugh and talk with her.
context: Looking good. Okay, don't move.\Think we should tell Misato about the live performance?\But it's on a weekday.\Midterms are coming up, right?\If we tell her, it could be a disaster for her.\I wonder if she'll be able to graduate.\Hey guys! You can't tell anyone about it!\I felt that if I saw Hachi now, I could laugh and talk with her. response:	I felt I could even listen to her talk about Takumi and the baby.
context: Think we should tell Misato about the live performance?\But it's on a weekday.\Midterms are coming up, right?\If we tell her, it could be a disaster for her.\I wonder if she'll be able to graduate.\Hey guys! You can't tell anyone about it!\I felt that if I saw Hachi now, I could laugh and talk with her.\I felt I could even listen to her talk about Takumi and the baby. response:	But, there just wasn't any time.
context: But it's on a weekday.\Midterms are coming up, right?\If we tell her, it could be a disaster for her.\I wonder if she'll be able to graduate.\Hey guys! You can't tell anyone about it!\I felt that if I saw Hachi now, I could laugh and talk with her.\I felt I could even listen to her talk about Takumi and the baby.\But, there just wasn't any time. response:	I'm sleepy.
context: Midterms are coming up, right?\If we tell her, it could be a disaster for her.\I wonder if she'll be able to graduate.\Hey guys! You can't tell anyone about it!\I felt that if I saw Hachi now, I could laugh and talk with her.\I felt I could even listen to her talk about Takumi and the baby.\But, there just wasn't any time.\I'm sleepy. response:	But if I don't do the laundry today,
context: If we tell her, it could be a disaster for her.\I wonder if she'll be able to graduate.\Hey guys! You can't tell anyone about it!\I felt that if I saw Hachi now, I could laugh and talk with her.\I felt I could even listen to her talk about Takumi and the baby.\But, there just wasn't any time.\I'm sleepy.\But if I don't do the laundry today, response:	I'll run outta clothes to wear.
context: I wonder if she'll be able to graduate.\Hey guys! You can't tell anyone about it!\I felt that if I saw Hachi now, I could laugh and talk with her.\I felt I could even listen to her talk about Takumi and the baby.\But, there just wasn't any time.\I'm sleepy.\But if I don't do the laundry today,\I'll run outta clothes to wear. response:	I've gotta hurry and move my stuff from the old apartment
context: Hey guys! You can't tell anyone about it!\I felt that if I saw Hachi now, I could laugh and talk with her.\I felt I could even listen to her talk about Takumi and the baby.\But, there just wasn't any time.\I'm sleepy.\But if I don't do the laundry today,\I'll run outta clothes to wear.\I've gotta hurry and move my stuff from the old apartment response:	and cancel the lease.
context: I felt that if I saw Hachi now, I could laugh and talk with her.\I felt I could even listen to her talk about Takumi and the baby.\But, there just wasn't any time.\I'm sleepy.\But if I don't do the laundry today,\I'll run outta clothes to wear.\I've gotta hurry and move my stuff from the old apartment\and cancel the lease. response:	It's a waste of money.
context: I felt I could even listen to her talk about Takumi and the baby.\But, there just wasn't any time.\I'm sleepy.\But if I don't do the laundry today,\I'll run outta clothes to wear.\I've gotta hurry and move my stuff from the old apartment\and cancel the lease.\It's a waste of money. response:	Won't anyone do it for me? The laundry too?
context: But, there just wasn't any time.\I'm sleepy.\But if I don't do the laundry today,\I'll run outta clothes to wear.\I've gotta hurry and move my stuff from the old apartment\and cancel the lease.\It's a waste of money.\Won't anyone do it for me? The laundry too? response:	But everything won't fit here.
context: I'm sleepy.\But if I don't do the laundry today,\I'll run outta clothes to wear.\I've gotta hurry and move my stuff from the old apartment\and cancel the lease.\It's a waste of money.\Won't anyone do it for me? The laundry too?\But everything won't fit here. response:	Should I just send it to my parents' place for now?
context: But if I don't do the laundry today,\I'll run outta clothes to wear.\I've gotta hurry and move my stuff from the old apartment\and cancel the lease.\It's a waste of money.\Won't anyone do it for me? The laundry too?\But everything won't fit here.\Should I just send it to my parents' place for now? response:	But I'll bet my Dad's still angry with me.
context: I'll run outta clothes to wear.\I've gotta hurry and move my stuff from the old apartment\and cancel the lease.\It's a waste of money.\Won't anyone do it for me? The laundry too?\But everything won't fit here.\Should I just send it to my parents' place for now?\But I'll bet my Dad's still angry with me. response:	But when BLAST's debut is officially confirmed,
context: I've gotta hurry and move my stuff from the old apartment\and cancel the lease.\It's a waste of money.\Won't anyone do it for me? The laundry too?\But everything won't fit here.\Should I just send it to my parents' place for now?\But I'll bet my Dad's still angry with me.\But when BLAST's debut is officially confirmed, response:	I'll bet they'll be so thrilled.
context: and cancel the lease.\It's a waste of money.\Won't anyone do it for me? The laundry too?\But everything won't fit here.\Should I just send it to my parents' place for now?\But I'll bet my Dad's still angry with me.\But when BLAST's debut is officially confirmed,\I'll bet they'll be so thrilled. response:	G-Good evening.
context: It's a waste of money.\Won't anyone do it for me? The laundry too?\But everything won't fit here.\Should I just send it to my parents' place for now?\But I'll bet my Dad's still angry with me.\But when BLAST's debut is officially confirmed,\I'll bet they'll be so thrilled.\G-Good evening. response:	LAUNDRY
context: Won't anyone do it for me? The laundry too?\But everything won't fit here.\Should I just send it to my parents' place for now?\But I'll bet my Dad's still angry with me.\But when BLAST's debut is officially confirmed,\I'll bet they'll be so thrilled.\G-Good evening.\LAUNDRY response:	Um... Can I ask you something?
context: But everything won't fit here.\Should I just send it to my parents' place for now?\But I'll bet my Dad's still angry with me.\But when BLAST's debut is officially confirmed,\I'll bet they'll be so thrilled.\G-Good evening.\LAUNDRY\Um... Can I ask you something? response:	Huh?
context: Should I just send it to my parents' place for now?\But I'll bet my Dad's still angry with me.\But when BLAST's debut is officially confirmed,\I'll bet they'll be so thrilled.\G-Good evening.\LAUNDRY\Um... Can I ask you something?\Huh? response:	Ah, well, about hyperventilation.
context: But I'll bet my Dad's still angry with me.\But when BLAST's debut is officially confirmed,\I'll bet they'll be so thrilled.\G-Good evening.\LAUNDRY\Um... Can I ask you something?\Huh?\Ah, well, about hyperventilation. response:	You probably wouldn't wanna talk about it, huh? I'm sorry.
context: But when BLAST's debut is officially confirmed,\I'll bet they'll be so thrilled.\G-Good evening.\LAUNDRY\Um... Can I ask you something?\Huh?\Ah, well, about hyperventilation.\You probably wouldn't wanna talk about it, huh? I'm sorry. response:	It's all right. What is it?
context: I'll bet they'll be so thrilled.\G-Good evening.\LAUNDRY\Um... Can I ask you something?\Huh?\Ah, well, about hyperventilation.\You probably wouldn't wanna talk about it, huh? I'm sorry.\It's all right. What is it? response:	One of our staff members told me,
context: G-Good evening.\LAUNDRY\Um... Can I ask you something?\Huh?\Ah, well, about hyperventilation.\You probably wouldn't wanna talk about it, huh? I'm sorry.\It's all right. What is it?\One of our staff members told me, response:	that if Nana has another attack,
context: LAUNDRY\Um... Can I ask you something?\Huh?\Ah, well, about hyperventilation.\You probably wouldn't wanna talk about it, huh? I'm sorry.\It's all right. What is it?\One of our staff members told me,\that if Nana has another attack, response:	we should stay calm and act as if it's no big deal.
context: Um... Can I ask you something?\Huh?\Ah, well, about hyperventilation.\You probably wouldn't wanna talk about it, huh? I'm sorry.\It's all right. What is it?\One of our staff members told me,\that if Nana has another attack,\we should stay calm and act as if it's no big deal. response:	That if the people around her start to panic,
context: Huh?\Ah, well, about hyperventilation.\You probably wouldn't wanna talk about it, huh? I'm sorry.\It's all right. What is it?\One of our staff members told me,\that if Nana has another attack,\we should stay calm and act as if it's no big deal.\That if the people around her start to panic, response:	it would only make her more anxious.
context: Ah, well, about hyperventilation.\You probably wouldn't wanna talk about it, huh? I'm sorry.\It's all right. What is it?\One of our staff members told me,\that if Nana has another attack,\we should stay calm and act as if it's no big deal.\That if the people around her start to panic,\it would only make her more anxious. response:	I do think he has a point and I hear that's what the doctor's said,
context: You probably wouldn't wanna talk about it, huh? I'm sorry.\It's all right. What is it?\One of our staff members told me,\that if Nana has another attack,\we should stay calm and act as if it's no big deal.\That if the people around her start to panic,\it would only make her more anxious.\I do think he has a point and I hear that's what the doctor's said, response:	so that may be the right thing to do.
context: It's all right. What is it?\One of our staff members told me,\that if Nana has another attack,\we should stay calm and act as if it's no big deal.\That if the people around her start to panic,\it would only make her more anxious.\I do think he has a point and I hear that's what the doctor's said,\so that may be the right thing to do. response:	But wouldn't you feel lonely if you were in great pain
context: One of our staff members told me,\that if Nana has another attack,\we should stay calm and act as if it's no big deal.\That if the people around her start to panic,\it would only make her more anxious.\I do think he has a point and I hear that's what the doctor's said,\so that may be the right thing to do.\But wouldn't you feel lonely if you were in great pain response:	and those around you acted like it's no big deal?
context: that if Nana has another attack,\we should stay calm and act as if it's no big deal.\That if the people around her start to panic,\it would only make her more anxious.\I do think he has a point and I hear that's what the doctor's said,\so that may be the right thing to do.\But wouldn't you feel lonely if you were in great pain\and those around you acted like it's no big deal? response:	Like, I wonder if I could remain calm.
context: we should stay calm and act as if it's no big deal.\That if the people around her start to panic,\it would only make her more anxious.\I do think he has a point and I hear that's what the doctor's said,\so that may be the right thing to do.\But wouldn't you feel lonely if you were in great pain\and those around you acted like it's no big deal?\Like, I wonder if I could remain calm. response:	I doubt if I could.
context: That if the people around her start to panic,\it would only make her more anxious.\I do think he has a point and I hear that's what the doctor's said,\so that may be the right thing to do.\But wouldn't you feel lonely if you were in great pain\and those around you acted like it's no big deal?\Like, I wonder if I could remain calm.\I doubt if I could. response:	LAUGH
context: it would only make her more anxious.\I do think he has a point and I hear that's what the doctor's said,\so that may be the right thing to do.\But wouldn't you feel lonely if you were in great pain\and those around you acted like it's no big deal?\Like, I wonder if I could remain calm.\I doubt if I could.\LAUGH response:	Huh?
context: I do think he has a point and I hear that's what the doctor's said,\so that may be the right thing to do.\But wouldn't you feel lonely if you were in great pain\and those around you acted like it's no big deal?\Like, I wonder if I could remain calm.\I doubt if I could.\LAUGH\Huh? response:	Whether you're surrounded by people who are calm or upset,
context: so that may be the right thing to do.\But wouldn't you feel lonely if you were in great pain\and those around you acted like it's no big deal?\Like, I wonder if I could remain calm.\I doubt if I could.\LAUGH\Huh?\Whether you're surrounded by people who are calm or upset, response:	you wouldn't be lonely if you could feel their compassion.
context: But wouldn't you feel lonely if you were in great pain\and those around you acted like it's no big deal?\Like, I wonder if I could remain calm.\I doubt if I could.\LAUGH\Huh?\Whether you're surrounded by people who are calm or upset,\you wouldn't be lonely if you could feel their compassion. response:	I don't know about other people, but that's how I'd feel.
context: and those around you acted like it's no big deal?\Like, I wonder if I could remain calm.\I doubt if I could.\LAUGH\Huh?\Whether you're surrounded by people who are calm or upset,\you wouldn't be lonely if you could feel their compassion.\I don't know about other people, but that's how I'd feel. response:	I feel like I just asked something really obvious as a person.
context: Like, I wonder if I could remain calm.\I doubt if I could.\LAUGH\Huh?\Whether you're surrounded by people who are calm or upset,\you wouldn't be lonely if you could feel their compassion.\I don't know about other people, but that's how I'd feel.\I feel like I just asked something really obvious as a person. response:	Hey, is that a script for a movie?
context: I doubt if I could.\LAUGH\Huh?\Whether you're surrounded by people who are calm or upset,\you wouldn't be lonely if you could feel their compassion.\I don't know about other people, but that's how I'd feel.\I feel like I just asked something really obvious as a person.\Hey, is that a script for a movie? response:	Yeah.
context: LAUGH\Huh?\Whether you're surrounded by people who are calm or upset,\you wouldn't be lonely if you could feel their compassion.\I don't know about other people, but that's how I'd feel.\I feel like I just asked something really obvious as a person.\Hey, is that a script for a movie?\Yeah. response:	You're an actress?!
context: Huh?\Whether you're surrounded by people who are calm or upset,\you wouldn't be lonely if you could feel their compassion.\I don't know about other people, but that's how I'd feel.\I feel like I just asked something really obvious as a person.\Hey, is that a script for a movie?\Yeah.\You're an actress?! response:	More or less.
context: Whether you're surrounded by people who are calm or upset,\you wouldn't be lonely if you could feel their compassion.\I don't know about other people, but that's how I'd feel.\I feel like I just asked something really obvious as a person.\Hey, is that a script for a movie?\Yeah.\You're an actress?!\More or less. response:	I'm sorry. I didn't know.
context: you wouldn't be lonely if you could feel their compassion.\I don't know about other people, but that's how I'd feel.\I feel like I just asked something really obvious as a person.\Hey, is that a script for a movie?\Yeah.\You're an actress?!\More or less.\I'm sorry. I didn't know. response:	It's okay. I'm not at all well-known.
context: I don't know about other people, but that's how I'd feel.\I feel like I just asked something really obvious as a person.\Hey, is that a script for a movie?\Yeah.\You're an actress?!\More or less.\I'm sorry. I didn't know.\It's okay. I'm not at all well-known. response:	This is a small part for a straight-to-video.
context: I feel like I just asked something really obvious as a person.\Hey, is that a script for a movie?\Yeah.\You're an actress?!\More or less.\I'm sorry. I didn't know.\It's okay. I'm not at all well-known.\This is a small part for a straight-to-video. response:	What's the title?!
context: Hey, is that a script for a movie?\Yeah.\You're an actress?!\More or less.\I'm sorry. I didn't know.\It's okay. I'm not at all well-known.\This is a small part for a straight-to-video.\What's the title?! response:	I'll be sure to watch it when it goes on sale!
context: Yeah.\You're an actress?!\More or less.\I'm sorry. I didn't know.\It's okay. I'm not at all well-known.\This is a small part for a straight-to-video.\What's the title?!\I'll be sure to watch it when it goes on sale! response:	TANKI NA ONNA
context: You're an actress?!\More or less.\I'm sorry. I didn't know.\It's okay. I'm not at all well-known.\This is a small part for a straight-to-video.\What's the title?!\I'll be sure to watch it when it goes on sale!\TANKI NA ONNA response:	TANKI NA ONNA Tanki na Onna.
context: More or less.\I'm sorry. I didn't know.\It's okay. I'm not at all well-known.\This is a small part for a straight-to-video.\What's the title?!\I'll be sure to watch it when it goes on sale!\TANKI NA ONNA\TANKI NA ONNA Tanki na Onna. response:	Tanki na Onna.
context: I'm sorry. I didn't know.\It's okay. I'm not at all well-known.\This is a small part for a straight-to-video.\What's the title?!\I'll be sure to watch it when it goes on sale!\TANKI NA ONNA\TANKI NA ONNA Tanki na Onna.\Tanki na Onna. response:	A mahjongg movie?!
context: It's okay. I'm not at all well-known.\This is a small part for a straight-to-video.\What's the title?!\I'll be sure to watch it when it goes on sale!\TANKI NA ONNA\TANKI NA ONNA Tanki na Onna.\Tanki na Onna.\A mahjongg movie?! response:	I love mahjongg! Though I'm really bad!
context: This is a small part for a straight-to-video.\What's the title?!\I'll be sure to watch it when it goes on sale!\TANKI NA ONNA\TANKI NA ONNA Tanki na Onna.\Tanki na Onna.\A mahjongg movie?!\I love mahjongg! Though I'm really bad! response:	Um, can I ask you one more thing?
context: What's the title?!\I'll be sure to watch it when it goes on sale!\TANKI NA ONNA\TANKI NA ONNA Tanki na Onna.\Tanki na Onna.\A mahjongg movie?!\I love mahjongg! Though I'm really bad!\Um, can I ask you one more thing? response:	What?
context: I'll be sure to watch it when it goes on sale!\TANKI NA ONNA\TANKI NA ONNA Tanki na Onna.\Tanki na Onna.\A mahjongg movie?!\I love mahjongg! Though I'm really bad!\Um, can I ask you one more thing?\What? response:	What's your name?
context: TANKI NA ONNA\TANKI NA ONNA Tanki na Onna.\Tanki na Onna.\A mahjongg movie?!\I love mahjongg! Though I'm really bad!\Um, can I ask you one more thing?\What?\What's your name? response:	I wonder how many people in this city know my name right now.
context: TANKI NA ONNA Tanki na Onna.\Tanki na Onna.\A mahjongg movie?!\I love mahjongg! Though I'm really bad!\Um, can I ask you one more thing?\What?\What's your name?\I wonder how many people in this city know my name right now. response:	Hey, what's that? Is someone coming?
context: Tanki na Onna.\A mahjongg movie?!\I love mahjongg! Though I'm really bad!\Um, can I ask you one more thing?\What?\What's your name?\I wonder how many people in this city know my name right now.\Hey, what's that? Is someone coming? response:	Who knows? It's probably some unknown singer.
context: A mahjongg movie?!\I love mahjongg! Though I'm really bad!\Um, can I ask you one more thing?\What?\What's your name?\I wonder how many people in this city know my name right now.\Hey, what's that? Is someone coming?\Who knows? It's probably some unknown singer. response:	It would be nice if they could get Trapnest to perform.
context: I love mahjongg! Though I'm really bad!\Um, can I ask you one more thing?\What?\What's your name?\I wonder how many people in this city know my name right now.\Hey, what's that? Is someone coming?\Who knows? It's probably some unknown singer.\It would be nice if they could get Trapnest to perform. response:	I can never get a ticket.
context: Um, can I ask you one more thing?\What?\What's your name?\I wonder how many people in this city know my name right now.\Hey, what's that? Is someone coming?\Who knows? It's probably some unknown singer.\It would be nice if they could get Trapnest to perform.\I can never get a ticket. response:	That'll never happen.
context: What?\What's your name?\I wonder how many people in this city know my name right now.\Hey, what's that? Is someone coming?\Who knows? It's probably some unknown singer.\It would be nice if they could get Trapnest to perform.\I can never get a ticket.\That'll never happen. response:	Anyway, Yuji and the guys are at the karaoke and told us to join.
context: What's your name?\I wonder how many people in this city know my name right now.\Hey, what's that? Is someone coming?\Who knows? It's probably some unknown singer.\It would be nice if they could get Trapnest to perform.\I can never get a ticket.\That'll never happen.\Anyway, Yuji and the guys are at the karaoke and told us to join. response:	Wanna go?
context: I wonder how many people in this city know my name right now.\Hey, what's that? Is someone coming?\Who knows? It's probably some unknown singer.\It would be nice if they could get Trapnest to perform.\I can never get a ticket.\That'll never happen.\Anyway, Yuji and the guys are at the karaoke and told us to join.\Wanna go? response:	- Sure. Will they be paying? - Mr. Kawano? We're all set here.
context: Hey, what's that? Is someone coming?\Who knows? It's probably some unknown singer.\It would be nice if they could get Trapnest to perform.\I can never get a ticket.\That'll never happen.\Anyway, Yuji and the guys are at the karaoke and told us to join.\Wanna go?\- Sure. Will they be paying? - Mr. Kawano? We're all set here. response:	Okay, go! Play as hard as you want!
context: Who knows? It's probably some unknown singer.\It would be nice if they could get Trapnest to perform.\I can never get a ticket.\That'll never happen.\Anyway, Yuji and the guys are at the karaoke and told us to join.\Wanna go?\- Sure. Will they be paying? - Mr. Kawano? We're all set here.\Okay, go! Play as hard as you want! response:	Hi, Yuji? Yeah. We're on our way now.
context: It would be nice if they could get Trapnest to perform.\I can never get a ticket.\That'll never happen.\Anyway, Yuji and the guys are at the karaoke and told us to join.\Wanna go?\- Sure. Will they be paying? - Mr. Kawano? We're all set here.\Okay, go! Play as hard as you want!\Hi, Yuji? Yeah. We're on our way now. response:	- Nana! - Huh?!
context: I can never get a ticket.\That'll never happen.\Anyway, Yuji and the guys are at the karaoke and told us to join.\Wanna go?\- Sure. Will they be paying? - Mr. Kawano? We're all set here.\Okay, go! Play as hard as you want!\Hi, Yuji? Yeah. We're on our way now.\- Nana! - Huh?! response:	Hey, that's BLAST! BLAST!
context: That'll never happen.\Anyway, Yuji and the guys are at the karaoke and told us to join.\Wanna go?\- Sure. Will they be paying? - Mr. Kawano? We're all set here.\Okay, go! Play as hard as you want!\Hi, Yuji? Yeah. We're on our way now.\- Nana! - Huh?!\Hey, that's BLAST! BLAST! response:	No way.
context: Anyway, Yuji and the guys are at the karaoke and told us to join.\Wanna go?\- Sure. Will they be paying? - Mr. Kawano? We're all set here.\Okay, go! Play as hard as you want!\Hi, Yuji? Yeah. We're on our way now.\- Nana! - Huh?!\Hey, that's BLAST! BLAST!\No way. response:	- No way! Nana?! - What? Who?
context: Wanna go?\- Sure. Will they be paying? - Mr. Kawano? We're all set here.\Okay, go! Play as hard as you want!\Hi, Yuji? Yeah. We're on our way now.\- Nana! - Huh?!\Hey, that's BLAST! BLAST!\No way.\- No way! Nana?! - What? Who? response:	- She's the worst! Get lost! - Don't you know them?
context: - Sure. Will they be paying? - Mr. Kawano? We're all set here.\Okay, go! Play as hard as you want!\Hi, Yuji? Yeah. We're on our way now.\- Nana! - Huh?!\Hey, that's BLAST! BLAST!\No way.\- No way! Nana?! - What? Who?\- She's the worst! Get lost! - Don't you know them? response:	I can't tell which ones are the hired applauders.
context: Okay, go! Play as hard as you want!\Hi, Yuji? Yeah. We're on our way now.\- Nana! - Huh?!\Hey, that's BLAST! BLAST!\No way.\- No way! Nana?! - What? Who?\- She's the worst! Get lost! - Don't you know them?\I can't tell which ones are the hired applauders. response:	Looks like we're more famous than I thought.
