context: Makise Kurisu! response:	I did knock, for what it's worth.
context: Wanna go for a walk?\What's wrong?\Damage is pretty bad.\I worked all night, with nothing to show for it.\I regret trying.\Why aren't they turning into gel-banas anymore?\Hell if I know.\That was the only time we were able to send a message. response:	Shouldn't we call Miss Makise back?
context: What's wrong?\Damage is pretty bad.\I worked all night, with nothing to show for it.\I regret trying.\Why aren't they turning into gel-banas anymore?\Hell if I know.\That was the only time we were able to send a message.\Shouldn't we call Miss Makise back? response:	You know that's not happening.
context: Damage is pretty bad.\I worked all night, with nothing to show for it.\I regret trying.\Why aren't they turning into gel-banas anymore?\Hell if I know.\That was the only time we were able to send a message.\Shouldn't we call Miss Makise back?\You know that's not happening. response:	No way.
context: I worked all night, with nothing to show for it.\I regret trying.\Why aren't they turning into gel-banas anymore?\Hell if I know.\That was the only time we were able to send a message.\Shouldn't we call Miss Makise back?\You know that's not happening.\No way. response:	A time machine?
context: I regret trying.\Why aren't they turning into gel-banas anymore?\Hell if I know.\That was the only time we were able to send a message.\Shouldn't we call Miss Makise back?\You know that's not happening.\No way.\A time machine? response:	She never came back.
context: Why aren't they turning into gel-banas anymore?\Hell if I know.\That was the only time we were able to send a message.\Shouldn't we call Miss Makise back?\You know that's not happening.\No way.\A time machine?\She never came back. response:	What was that?
context: Hell if I know.\That was the only time we were able to send a message.\Shouldn't we call Miss Makise back?\You know that's not happening.\No way.\A time machine?\She never came back.\What was that? response:	What is this?
context: That was the only time we were able to send a message.\Shouldn't we call Miss Makise back?\You know that's not happening.\No way.\A time machine?\She never came back.\What was that?\What is this? response:	The LHC.
context: Shouldn't we call Miss Makise back?\You know that's not happening.\No way.\A time machine?\She never came back.\What was that?\What is this?\The LHC. response:	The Large Hadron Collider,
context: You know that's not happening.\No way.\A time machine?\She never came back.\What was that?\What is this?\The LHC.\The Large Hadron Collider, response:	SERN's particle accelerator.
context: No way.\A time machine?\She never came back.\What was that?\What is this?\The LHC.\The Large Hadron Collider,\SERN's particle accelerator. response:	Makes you feel better, just looking at it...
context: A time machine?\She never came back.\What was that?\What is this?\The LHC.\The Large Hadron Collider,\SERN's particle accelerator.\Makes you feel better, just looking at it... response:	SERN maintains an exclusive monopoly on time machines.
context: She never came back.\What was that?\What is this?\The LHC.\The Large Hadron Collider,\SERN's particle accelerator.\Makes you feel better, just looking at it...\SERN maintains an exclusive monopoly on time machines. response:	John Titor...
context: What was that?\What is this?\The LHC.\The Large Hadron Collider,\SERN's particle accelerator.\Makes you feel better, just looking at it...\SERN maintains an exclusive monopoly on time machines.\John Titor... response:	Oh, the one you were talking about.
context: What is this?\The LHC.\The Large Hadron Collider,\SERN's particle accelerator.\Makes you feel better, just looking at it...\SERN maintains an exclusive monopoly on time machines.\John Titor...\Oh, the one you were talking about. response:	@channel can't get enough of the guy.
context: The LHC.\The Large Hadron Collider,\SERN's particle accelerator.\Makes you feel better, just looking at it...\SERN maintains an exclusive monopoly on time machines.\John Titor...\Oh, the one you were talking about.\@channel can't get enough of the guy. response:	What is SERN?
context: The Large Hadron Collider,\SERN's particle accelerator.\Makes you feel better, just looking at it...\SERN maintains an exclusive monopoly on time machines.\John Titor...\Oh, the one you were talking about.\@channel can't get enough of the guy.\What is SERN? response:	Titor was saying that they finish a time machine by 2034!
context: SERN's particle accelerator.\Makes you feel better, just looking at it...\SERN maintains an exclusive monopoly on time machines.\John Titor...\Oh, the one you were talking about.\@channel can't get enough of the guy.\What is SERN?\Titor was saying that they finish a time machine by 2034! response:	I have no idea what you're talking about...
context: Makes you feel better, just looking at it...\SERN maintains an exclusive monopoly on time machines.\John Titor...\Oh, the one you were talking about.\@channel can't get enough of the guy.\What is SERN?\Titor was saying that they finish a time machine by 2034!\I have no idea what you're talking about... response:	Just tell me!
context: SERN maintains an exclusive monopoly on time machines.\John Titor...\Oh, the one you were talking about.\@channel can't get enough of the guy.\What is SERN?\Titor was saying that they finish a time machine by 2034!\I have no idea what you're talking about...\Just tell me! response:	What is SERN?
context: John Titor...\Oh, the one you were talking about.\@channel can't get enough of the guy.\What is SERN?\Titor was saying that they finish a time machine by 2034!\I have no idea what you're talking about...\Just tell me!\What is SERN? response:	Calm down.
context: Oh, the one you were talking about.\@channel can't get enough of the guy.\What is SERN?\Titor was saying that they finish a time machine by 2034!\I have no idea what you're talking about...\Just tell me!\What is SERN?\Calm down. response:	It's the acronym for the European Organization in Nuclear Research and Particle Physics.
context: @channel can't get enough of the guy.\What is SERN?\Titor was saying that they finish a time machine by 2034!\I have no idea what you're talking about...\Just tell me!\What is SERN?\Calm down.\It's the acronym for the European Organization in Nuclear Research and Particle Physics. response:	Its HQ is just outside Geneva.
context: What is SERN?\Titor was saying that they finish a time machine by 2034!\I have no idea what you're talking about...\Just tell me!\What is SERN?\Calm down.\It's the acronym for the European Organization in Nuclear Research and Particle Physics.\Its HQ is just outside Geneva. response:	Like the name suggests, its main work is in particle physics.
context: Titor was saying that they finish a time machine by 2034!\I have no idea what you're talking about...\Just tell me!\What is SERN?\Calm down.\It's the acronym for the European Organization in Nuclear Research and Particle Physics.\Its HQ is just outside Geneva.\Like the name suggests, its main work is in particle physics. response:	The Low Energy Antiproton Ring.
context: I have no idea what you're talking about...\Just tell me!\What is SERN?\Calm down.\It's the acronym for the European Organization in Nuclear Research and Particle Physics.\Its HQ is just outside Geneva.\Like the name suggests, its main work is in particle physics.\The Low Energy Antiproton Ring. response:	The Proton Synchrotron Booster.
context: Just tell me!\What is SERN?\Calm down.\It's the acronym for the European Organization in Nuclear Research and Particle Physics.\Its HQ is just outside Geneva.\Like the name suggests, its main work is in particle physics.\The Low Energy Antiproton Ring.\The Proton Synchrotron Booster. response:	The Large ElectronPositron Collider...
context: What is SERN?\Calm down.\It's the acronym for the European Organization in Nuclear Research and Particle Physics.\Its HQ is just outside Geneva.\Like the name suggests, its main work is in particle physics.\The Low Energy Antiproton Ring.\The Proton Synchrotron Booster.\The Large ElectronPositron Collider... response:	And the last boss,
context: Calm down.\It's the acronym for the European Organization in Nuclear Research and Particle Physics.\Its HQ is just outside Geneva.\Like the name suggests, its main work is in particle physics.\The Low Energy Antiproton Ring.\The Proton Synchrotron Booster.\The Large ElectronPositron Collider...\And the last boss, response:	the world's biggest particle accelerator,
context: It's the acronym for the European Organization in Nuclear Research and Particle Physics.\Its HQ is just outside Geneva.\Like the name suggests, its main work is in particle physics.\The Low Energy Antiproton Ring.\The Proton Synchrotron Booster.\The Large ElectronPositron Collider...\And the last boss,\the world's biggest particle accelerator, response:	Large Hadron Collider-tan!
context: Its HQ is just outside Geneva.\Like the name suggests, its main work is in particle physics.\The Low Energy Antiproton Ring.\The Proton Synchrotron Booster.\The Large ElectronPositron Collider...\And the last boss,\the world's biggest particle accelerator,\Large Hadron Collider-tan! response:	There were rumors that the LHC could generate a mini-black hole.
context: Like the name suggests, its main work is in particle physics.\The Low Energy Antiproton Ring.\The Proton Synchrotron Booster.\The Large ElectronPositron Collider...\And the last boss,\the world's biggest particle accelerator,\Large Hadron Collider-tan!\There were rumors that the LHC could generate a mini-black hole. response:	A black hole...
context: The Low Energy Antiproton Ring.\The Proton Synchrotron Booster.\The Large ElectronPositron Collider...\And the last boss,\the world's biggest particle accelerator,\Large Hadron Collider-tan!\There were rumors that the LHC could generate a mini-black hole.\A black hole... response:	Daru.
context: The Proton Synchrotron Booster.\The Large ElectronPositron Collider...\And the last boss,\the world's biggest particle accelerator,\Large Hadron Collider-tan!\There were rumors that the LHC could generate a mini-black hole.\A black hole...\Daru. response:	'Sup?
context: The Large ElectronPositron Collider...\And the last boss,\the world's biggest particle accelerator,\Large Hadron Collider-tan!\There were rumors that the LHC could generate a mini-black hole.\A black hole...\Daru.\'Sup? response:	Didn't one proposed time travel method
context: And the last boss,\the world's biggest particle accelerator,\Large Hadron Collider-tan!\There were rumors that the LHC could generate a mini-black hole.\A black hole...\Daru.\'Sup?\Didn't one proposed time travel method response:	use a mini-black hole?
context: the world's biggest particle accelerator,\Large Hadron Collider-tan!\There were rumors that the LHC could generate a mini-black hole.\A black hole...\Daru.\'Sup?\Didn't one proposed time travel method\use a mini-black hole? response:	Yeah, it did.
context: Large Hadron Collider-tan!\There were rumors that the LHC could generate a mini-black hole.\A black hole...\Daru.\'Sup?\Didn't one proposed time travel method\use a mini-black hole?\Yeah, it did. response:	But you heard Miss Makise's lecture, right?
context: There were rumors that the LHC could generate a mini-black hole.\A black hole...\Daru.\'Sup?\Didn't one proposed time travel method\use a mini-black hole?\Yeah, it did.\But you heard Miss Makise's lecture, right? response:	She said creating a black hole was impossible.
context: A black hole...\Daru.\'Sup?\Didn't one proposed time travel method\use a mini-black hole?\Yeah, it did.\But you heard Miss Makise's lecture, right?\She said creating a black hole was impossible. response:	But if the LHC exists,
context: Daru.\'Sup?\Didn't one proposed time travel method\use a mini-black hole?\Yeah, it did.\But you heard Miss Makise's lecture, right?\She said creating a black hole was impossible.\But if the LHC exists, response:	then it's possible...
context: 'Sup?\Didn't one proposed time travel method\use a mini-black hole?\Yeah, it did.\But you heard Miss Makise's lecture, right?\She said creating a black hole was impossible.\But if the LHC exists,\then it's possible... response:	It is!
context: Didn't one proposed time travel method\use a mini-black hole?\Yeah, it did.\But you heard Miss Makise's lecture, right?\She said creating a black hole was impossible.\But if the LHC exists,\then it's possible...\It is! response:	No, it isn't.
context: use a mini-black hole?\Yeah, it did.\But you heard Miss Makise's lecture, right?\She said creating a black hole was impossible.\But if the LHC exists,\then it's possible...\It is!\No, it isn't. response:	SERN's publicly denied it.
context: Yeah, it did.\But you heard Miss Makise's lecture, right?\She said creating a black hole was impossible.\But if the LHC exists,\then it's possible...\It is!\No, it isn't.\SERN's publicly denied it. response:	But they say that where there's smoke, there's fire.
context: But you heard Miss Makise's lecture, right?\She said creating a black hole was impossible.\But if the LHC exists,\then it's possible...\It is!\No, it isn't.\SERN's publicly denied it.\But they say that where there's smoke, there's fire. response:	It's me.
context: She said creating a black hole was impossible.\But if the LHC exists,\then it's possible...\It is!\No, it isn't.\SERN's publicly denied it.\But they say that where there's smoke, there's fire.\It's me. response:	No Cell Phones
context: But if the LHC exists,\then it's possible...\It is!\No, it isn't.\SERN's publicly denied it.\But they say that where there's smoke, there's fire.\It's me.\No Cell Phones response:	That's right. I know.
context: then it's possible...\It is!\No, it isn't.\SERN's publicly denied it.\But they say that where there's smoke, there's fire.\It's me.\No Cell Phones\That's right. I know. response:	El Psy Congroo.
context: It is!\No, it isn't.\SERN's publicly denied it.\But they say that where there's smoke, there's fire.\It's me.\No Cell Phones\That's right. I know.\El Psy Congroo. response:	Who, exactly, are you fighting?
context: No, it isn't.\SERN's publicly denied it.\But they say that where there's smoke, there's fire.\It's me.\No Cell Phones\That's right. I know.\El Psy Congroo.\Who, exactly, are you fighting? response:	There's only one thing for us to do now.
context: SERN's publicly denied it.\But they say that where there's smoke, there's fire.\It's me.\No Cell Phones\That's right. I know.\El Psy Congroo.\Who, exactly, are you fighting?\There's only one thing for us to do now. response:	Go see Feyris-tan!
context: But they say that where there's smoke, there's fire.\It's me.\No Cell Phones\That's right. I know.\El Psy Congroo.\Who, exactly, are you fighting?\There's only one thing for us to do now.\Go see Feyris-tan! response:	No!
context: It's me.\No Cell Phones\That's right. I know.\El Psy Congroo.\Who, exactly, are you fighting?\There's only one thing for us to do now.\Go see Feyris-tan!\No! response:	You're a super haker, right?
context: No Cell Phones\That's right. I know.\El Psy Congroo.\Who, exactly, are you fighting?\There's only one thing for us to do now.\Go see Feyris-tan!\No!\You're a super haker, right? response:	You should smile knowingly!
context: That's right. I know.\El Psy Congroo.\Who, exactly, are you fighting?\There's only one thing for us to do now.\Go see Feyris-tan!\No!\You're a super haker, right?\You should smile knowingly! response:	It's hacker, not haker, okay?
context: El Psy Congroo.\Who, exactly, are you fighting?\There's only one thing for us to do now.\Go see Feyris-tan!\No!\You're a super haker, right?\You should smile knowingly!\It's hacker, not haker, okay? response:	You understand the rest?
context: Who, exactly, are you fighting?\There's only one thing for us to do now.\Go see Feyris-tan!\No!\You're a super haker, right?\You should smile knowingly!\It's hacker, not haker, okay?\You understand the rest? response:	Not a bit.
context: There's only one thing for us to do now.\Go see Feyris-tan!\No!\You're a super haker, right?\You should smile knowingly!\It's hacker, not haker, okay?\You understand the rest?\Not a bit. response:	Hack into SERN.
context: Go see Feyris-tan!\No!\You're a super haker, right?\You should smile knowingly!\It's hacker, not haker, okay?\You understand the rest?\Not a bit.\Hack into SERN. response:	That's it.
context: No!\You're a super haker, right?\You should smile knowingly!\It's hacker, not haker, okay?\You understand the rest?\Not a bit.\Hack into SERN.\That's it. response:	Okarin... This is a joke, right?
context: You're a super haker, right?\You should smile knowingly!\It's hacker, not haker, okay?\You understand the rest?\Not a bit.\Hack into SERN.\That's it.\Okarin... This is a joke, right? response:	You need to find out what evil they're up to
context: You should smile knowingly!\It's hacker, not haker, okay?\You understand the rest?\Not a bit.\Hack into SERN.\That's it.\Okarin... This is a joke, right?\You need to find out what evil they're up to response:	and get a hint about the time machine.
context: It's hacker, not haker, okay?\You understand the rest?\Not a bit.\Hack into SERN.\That's it.\Okarin... This is a joke, right?\You need to find out what evil they're up to\and get a hint about the time machine. response:	Whether we make the Phone Microwave into a real time machine
context: You understand the rest?\Not a bit.\Hack into SERN.\That's it.\Okarin... This is a joke, right?\You need to find out what evil they're up to\and get a hint about the time machine.\Whether we make the Phone Microwave into a real time machine response:	or let it rest forever in the lab storeroom, is up to your skills.
context: Not a bit.\Hack into SERN.\That's it.\Okarin... This is a joke, right?\You need to find out what evil they're up to\and get a hint about the time machine.\Whether we make the Phone Microwave into a real time machine\or let it rest forever in the lab storeroom, is up to your skills. response:	Don't blame me for the outcome!
context: Hack into SERN.\That's it.\Okarin... This is a joke, right?\You need to find out what evil they're up to\and get a hint about the time machine.\Whether we make the Phone Microwave into a real time machine\or let it rest forever in the lab storeroom, is up to your skills.\Don't blame me for the outcome! response:	Two orders of gyuudon.
context: That's it.\Okarin... This is a joke, right?\You need to find out what evil they're up to\and get a hint about the time machine.\Whether we make the Phone Microwave into a real time machine\or let it rest forever in the lab storeroom, is up to your skills.\Don't blame me for the outcome!\Two orders of gyuudon. response:	800 yen, total.
context: Okarin... This is a joke, right?\You need to find out what evil they're up to\and get a hint about the time machine.\Whether we make the Phone Microwave into a real time machine\or let it rest forever in the lab storeroom, is up to your skills.\Don't blame me for the outcome!\Two orders of gyuudon.\800 yen, total. response:	Okarin!
context: You need to find out what evil they're up to\and get a hint about the time machine.\Whether we make the Phone Microwave into a real time machine\or let it rest forever in the lab storeroom, is up to your skills.\Don't blame me for the outcome!\Two orders of gyuudon.\800 yen, total.\Okarin! response:	Slacking off again?
context: and get a hint about the time machine.\Whether we make the Phone Microwave into a real time machine\or let it rest forever in the lab storeroom, is up to your skills.\Don't blame me for the outcome!\Two orders of gyuudon.\800 yen, total.\Okarin!\Slacking off again? response:	Yeah, the shop's boring.
context: Whether we make the Phone Microwave into a real time machine\or let it rest forever in the lab storeroom, is up to your skills.\Don't blame me for the outcome!\Two orders of gyuudon.\800 yen, total.\Okarin!\Slacking off again?\Yeah, the shop's boring. response:	Nothing to do.
context: or let it rest forever in the lab storeroom, is up to your skills.\Don't blame me for the outcome!\Two orders of gyuudon.\800 yen, total.\Okarin!\Slacking off again?\Yeah, the shop's boring.\Nothing to do. response:	You're more of a bicycle shop now.
context: Don't blame me for the outcome!\Two orders of gyuudon.\800 yen, total.\Okarin!\Slacking off again?\Yeah, the shop's boring.\Nothing to do.\You're more of a bicycle shop now. response:	Anyway, what are you doing on the second floor?
context: Two orders of gyuudon.\800 yen, total.\Okarin!\Slacking off again?\Yeah, the shop's boring.\Nothing to do.\You're more of a bicycle shop now.\Anyway, what are you doing on the second floor? response:	Future Gadget Lab, right?
context: 800 yen, total.\Okarin!\Slacking off again?\Yeah, the shop's boring.\Nothing to do.\You're more of a bicycle shop now.\Anyway, what are you doing on the second floor?\Future Gadget Lab, right? response:	Where did you learn that name?
context: Okarin!\Slacking off again?\Yeah, the shop's boring.\Nothing to do.\You're more of a bicycle shop now.\Anyway, what are you doing on the second floor?\Future Gadget Lab, right?\Where did you learn that name? response:	Future Gadget Lab
context: Slacking off again?\Yeah, the shop's boring.\Nothing to do.\You're more of a bicycle shop now.\Anyway, what are you doing on the second floor?\Future Gadget Lab, right?\Where did you learn that name?\Future Gadget Lab response:	If you know that much, then fine.
context: Yeah, the shop's boring.\Nothing to do.\You're more of a bicycle shop now.\Anyway, what are you doing on the second floor?\Future Gadget Lab, right?\Where did you learn that name?\Future Gadget Lab\If you know that much, then fine. response:	We're fighting against an organization
context: Nothing to do.\You're more of a bicycle shop now.\Anyway, what are you doing on the second floor?\Future Gadget Lab, right?\Where did you learn that name?\Future Gadget Lab\If you know that much, then fine.\We're fighting against an organization response:	that rules the world from the shadows.
context: You're more of a bicycle shop now.\Anyway, what are you doing on the second floor?\Future Gadget Lab, right?\Where did you learn that name?\Future Gadget Lab\If you know that much, then fine.\We're fighting against an organization\that rules the world from the shadows. response:	Just now, we're hacking into that organization.
context: Anyway, what are you doing on the second floor?\Future Gadget Lab, right?\Where did you learn that name?\Future Gadget Lab\If you know that much, then fine.\We're fighting against an organization\that rules the world from the shadows.\Just now, we're hacking into that organization. response:	So, is SERN that organization?
context: Future Gadget Lab, right?\Where did you learn that name?\Future Gadget Lab\If you know that much, then fine.\We're fighting against an organization\that rules the world from the shadows.\Just now, we're hacking into that organization.\So, is SERN that organization? response:	How did you know?
context: Where did you learn that name?\Future Gadget Lab\If you know that much, then fine.\We're fighting against an organization\that rules the world from the shadows.\Just now, we're hacking into that organization.\So, is SERN that organization?\How did you know? response:	I'm sorry.
context: Future Gadget Lab\If you know that much, then fine.\We're fighting against an organization\that rules the world from the shadows.\Just now, we're hacking into that organization.\So, is SERN that organization?\How did you know?\I'm sorry. response:	Actually, I overheard you guys.
context: If you know that much, then fine.\We're fighting against an organization\that rules the world from the shadows.\Just now, we're hacking into that organization.\So, is SERN that organization?\How did you know?\I'm sorry.\Actually, I overheard you guys. response:	I said I was bored.
context: We're fighting against an organization\that rules the world from the shadows.\Just now, we're hacking into that organization.\So, is SERN that organization?\How did you know?\I'm sorry.\Actually, I overheard you guys.\I said I was bored. response:	So, accidentally...
context: that rules the world from the shadows.\Just now, we're hacking into that organization.\So, is SERN that organization?\How did you know?\I'm sorry.\Actually, I overheard you guys.\I said I was bored.\So, accidentally... response:	You were spying on us?
context: Just now, we're hacking into that organization.\So, is SERN that organization?\How did you know?\I'm sorry.\Actually, I overheard you guys.\I said I was bored.\So, accidentally...\You were spying on us? response:	I can hear you.
context: So, is SERN that organization?\How did you know?\I'm sorry.\Actually, I overheard you guys.\I said I was bored.\So, accidentally...\You were spying on us?\I can hear you. response:	But don't worry.
context: How did you know?\I'm sorry.\Actually, I overheard you guys.\I said I was bored.\So, accidentally...\You were spying on us?\I can hear you.\But don't worry. response:	I'm good at keeping my mouth shut.
context: I'm sorry.\Actually, I overheard you guys.\I said I was bored.\So, accidentally...\You were spying on us?\I can hear you.\But don't worry.\I'm good at keeping my mouth shut. response:	Again?
context: Actually, I overheard you guys.\I said I was bored.\So, accidentally...\You were spying on us?\I can hear you.\But don't worry.\I'm good at keeping my mouth shut.\Again? response:	What? A message that someone died?
context: I said I was bored.\So, accidentally...\You were spying on us?\I can hear you.\But don't worry.\I'm good at keeping my mouth shut.\Again?\What? A message that someone died? response:	Someone died?
context: So, accidentally...\You were spying on us?\I can hear you.\But don't worry.\I'm good at keeping my mouth shut.\Again?\What? A message that someone died?\Someone died? response:	N-No... I was just kidding.
context: You were spying on us?\I can hear you.\But don't worry.\I'm good at keeping my mouth shut.\Again?\What? A message that someone died?\Someone died?\N-No... I was just kidding. response:	This girl's obsessed with some old PC
context: I can hear you.\But don't worry.\I'm good at keeping my mouth shut.\Again?\What? A message that someone died?\Someone died?\N-No... I was just kidding.\This girl's obsessed with some old PC response:	called an IBN 5100.
context: But don't worry.\I'm good at keeping my mouth shut.\Again?\What? A message that someone died?\Someone died?\N-No... I was just kidding.\This girl's obsessed with some old PC\called an IBN 5100. response:	An IBN?
context: I'm good at keeping my mouth shut.\Again?\What? A message that someone died?\Someone died?\N-No... I was just kidding.\This girl's obsessed with some old PC\called an IBN 5100.\An IBN? response:	You know it?
context: Again?\What? A message that someone died?\Someone died?\N-No... I was just kidding.\This girl's obsessed with some old PC\called an IBN 5100.\An IBN?\You know it? response:	Um... Yeah.
context: What? A message that someone died?\Someone died?\N-No... I was just kidding.\This girl's obsessed with some old PC\called an IBN 5100.\An IBN?\You know it?\Um... Yeah. response:	You heard that, too?
context: Someone died?\N-No... I was just kidding.\This girl's obsessed with some old PC\called an IBN 5100.\An IBN?\You know it?\Um... Yeah.\You heard that, too? response:	No, I saw it on the internet.
context: N-No... I was just kidding.\This girl's obsessed with some old PC\called an IBN 5100.\An IBN?\You know it?\Um... Yeah.\You heard that, too?\No, I saw it on the internet. response:	You know, that guy who claimed to be a time traveler?
context: This girl's obsessed with some old PC\called an IBN 5100.\An IBN?\You know it?\Um... Yeah.\You heard that, too?\No, I saw it on the internet.\You know, that guy who claimed to be a time traveler? response:	John Titor, was it?
context: called an IBN 5100.\An IBN?\You know it?\Um... Yeah.\You heard that, too?\No, I saw it on the internet.\You know, that guy who claimed to be a time traveler?\John Titor, was it? response:	Titor?
context: An IBN?\You know it?\Um... Yeah.\You heard that, too?\No, I saw it on the internet.\You know, that guy who claimed to be a time traveler?\John Titor, was it?\Titor? response:	It was on @channel.
context: You know it?\Um... Yeah.\You heard that, too?\No, I saw it on the internet.\You know, that guy who claimed to be a time traveler?\John Titor, was it?\Titor?\It was on @channel. response:	The IBN 5100 was created before BASIC.
context: Um... Yeah.\You heard that, too?\No, I saw it on the internet.\You know, that guy who claimed to be a time traveler?\John Titor, was it?\Titor?\It was on @channel.\The IBN 5100 was created before BASIC. response:	So it can read IBN's proprietary programming languages or something...
context: You heard that, too?\No, I saw it on the internet.\You know, that guy who claimed to be a time traveler?\John Titor, was it?\Titor?\It was on @channel.\The IBN 5100 was created before BASIC.\So it can read IBN's proprietary programming languages or something... response:	Really?!
context: No, I saw it on the internet.\You know, that guy who claimed to be a time traveler?\John Titor, was it?\Titor?\It was on @channel.\The IBN 5100 was created before BASIC.\So it can read IBN's proprietary programming languages or something...\Really?! response:	Yeah.
context: You know, that guy who claimed to be a time traveler?\John Titor, was it?\Titor?\It was on @channel.\The IBN 5100 was created before BASIC.\So it can read IBN's proprietary programming languages or something...\Really?!\Yeah. response:	Come to think of it, the Titor who appeared in 2000 also...
context: John Titor, was it?\Titor?\It was on @channel.\The IBN 5100 was created before BASIC.\So it can read IBN's proprietary programming languages or something...\Really?!\Yeah.\Come to think of it, the Titor who appeared in 2000 also... response:	You all seem to have fixed ideas about the nature of time.
context: Titor?\It was on @channel.\The IBN 5100 was created before BASIC.\So it can read IBN's proprietary programming languages or something...\Really?!\Yeah.\Come to think of it, the Titor who appeared in 2000 also...\You all seem to have fixed ideas about the nature of time. response:	031 Name: Nameless Prophet-san John Titor took a dump, and now the universe is doomed...
context: It was on @channel.\The IBN 5100 was created before BASIC.\So it can read IBN's proprietary programming languages or something...\Really?!\Yeah.\Come to think of it, the Titor who appeared in 2000 also...\You all seem to have fixed ideas about the nature of time.\031 Name: Nameless Prophet-san John Titor took a dump, and now the universe is doomed... response:	032 Name: Chestnut Rice and Kamehameha This is getting more disappointing. None of this is really concrete I realize you're doing your best to sound realistic, but you can't fool me.
context: The IBN 5100 was created before BASIC.\So it can read IBN's proprietary programming languages or something...\Really?!\Yeah.\Come to think of it, the Titor who appeared in 2000 also...\You all seem to have fixed ideas about the nature of time.\031 Name: Nameless Prophet-san John Titor took a dump, and now the universe is doomed...\032 Name: Chestnut Rice and Kamehameha This is getting more disappointing. None of this is really concrete I realize you're doing your best to sound realistic, but you can't fool me. response:	Time isn't a single line, moving from past to future.
context: So it can read IBN's proprietary programming languages or something...\Really?!\Yeah.\Come to think of it, the Titor who appeared in 2000 also...\You all seem to have fixed ideas about the nature of time.\031 Name: Nameless Prophet-san John Titor took a dump, and now the universe is doomed...\032 Name: Chestnut Rice and Kamehameha This is getting more disappointing. None of this is really concrete I realize you're doing your best to sound realistic, but you can't fool me.\Time isn't a single line, moving from past to future. response:	Let's say I go back in time and kill someone we'll call A.
context: Really?!\Yeah.\Come to think of it, the Titor who appeared in 2000 also...\You all seem to have fixed ideas about the nature of time.\031 Name: Nameless Prophet-san John Titor took a dump, and now the universe is doomed...\032 Name: Chestnut Rice and Kamehameha This is getting more disappointing. None of this is really concrete I realize you're doing your best to sound realistic, but you can't fool me.\Time isn't a single line, moving from past to future.\Let's say I go back in time and kill someone we'll call A. response:	This alters something called the divergence number,
context: Yeah.\Come to think of it, the Titor who appeared in 2000 also...\You all seem to have fixed ideas about the nature of time.\031 Name: Nameless Prophet-san John Titor took a dump, and now the universe is doomed...\032 Name: Chestnut Rice and Kamehameha This is getting more disappointing. None of this is really concrete I realize you're doing your best to sound realistic, but you can't fool me.\Time isn't a single line, moving from past to future.\Let's say I go back in time and kill someone we'll call A.\This alters something called the divergence number, response:	and the world line moves to a world without A.
context: Come to think of it, the Titor who appeared in 2000 also...\You all seem to have fixed ideas about the nature of time.\031 Name: Nameless Prophet-san John Titor took a dump, and now the universe is doomed...\032 Name: Chestnut Rice and Kamehameha This is getting more disappointing. None of this is really concrete I realize you're doing your best to sound realistic, but you can't fool me.\Time isn't a single line, moving from past to future.\Let's say I go back in time and kill someone we'll call A.\This alters something called the divergence number,\and the world line moves to a world without A. response:	When there's a world line move, people's memories are altered.
context: You all seem to have fixed ideas about the nature of time.\031 Name: Nameless Prophet-san John Titor took a dump, and now the universe is doomed...\032 Name: Chestnut Rice and Kamehameha This is getting more disappointing. None of this is really concrete I realize you're doing your best to sound realistic, but you can't fool me.\Time isn't a single line, moving from past to future.\Let's say I go back in time and kill someone we'll call A.\This alters something called the divergence number,\and the world line moves to a world without A.\When there's a world line move, people's memories are altered. response:	In other words, memories of the world line where A existed are deleted,
context: 031 Name: Nameless Prophet-san John Titor took a dump, and now the universe is doomed...\032 Name: Chestnut Rice and Kamehameha This is getting more disappointing. None of this is really concrete I realize you're doing your best to sound realistic, but you can't fool me.\Time isn't a single line, moving from past to future.\Let's say I go back in time and kill someone we'll call A.\This alters something called the divergence number,\and the world line moves to a world without A.\When there's a world line move, people's memories are altered.\In other words, memories of the world line where A existed are deleted, response:	replaced with memories of a world line where A doesn't exist.
context: 032 Name: Chestnut Rice and Kamehameha This is getting more disappointing. None of this is really concrete I realize you're doing your best to sound realistic, but you can't fool me.\Time isn't a single line, moving from past to future.\Let's say I go back in time and kill someone we'll call A.\This alters something called the divergence number,\and the world line moves to a world without A.\When there's a world line move, people's memories are altered.\In other words, memories of the world line where A existed are deleted,\replaced with memories of a world line where A doesn't exist. response:	I'm more interested in how SERN,
context: Time isn't a single line, moving from past to future.\Let's say I go back in time and kill someone we'll call A.\This alters something called the divergence number,\and the world line moves to a world without A.\When there's a world line move, people's memories are altered.\In other words, memories of the world line where A existed are deleted,\replaced with memories of a world line where A doesn't exist.\I'm more interested in how SERN, response:	214 Name: Chestunut Rice and Kamehama I'm more interested in how SERN, a research organization, ends up as planetary ruler, a question I've been asking for a while now.
context: Let's say I go back in time and kill someone we'll call A.\This alters something called the divergence number,\and the world line moves to a world without A.\When there's a world line move, people's memories are altered.\In other words, memories of the world line where A existed are deleted,\replaced with memories of a world line where A doesn't exist.\I'm more interested in how SERN,\214 Name: Chestunut Rice and Kamehama I'm more interested in how SERN, a research organization, ends up as planetary ruler, a question I've been asking for a while now. response:	a research organization, ends up as planetary ruler,
