context: What should I do? response:	I forget what I was like before I met you
context: Ri-chan... Let me tell you how I feel about you one more time...\I love you!\I love you, Ri-chan!\I love you! I love you!\K-Kaoru-san!\I love you!\P-Please! Your relatives can hear!\Let them! response:	I'm not muscular and maybe I'm not as manly as I should be...
context: I love you!\I love you, Ri-chan!\I love you! I love you!\K-Kaoru-san!\I love you!\P-Please! Your relatives can hear!\Let them!\I'm not muscular and maybe I'm not as manly as I should be... response:	You might catch my cold...
context: I love you, Ri-chan!\I love you! I love you!\K-Kaoru-san!\I love you!\P-Please! Your relatives can hear!\Let them!\I'm not muscular and maybe I'm not as manly as I should be...\You might catch my cold... response:	I won't mind.
context: I love you! I love you!\K-Kaoru-san!\I love you!\P-Please! Your relatives can hear!\Let them!\I'm not muscular and maybe I'm not as manly as I should be...\You might catch my cold...\I won't mind. response:	Kaoru-san!
context: K-Kaoru-san!\I love you!\P-Please! Your relatives can hear!\Let them!\I'm not muscular and maybe I'm not as manly as I should be...\You might catch my cold...\I won't mind.\Kaoru-san! response:	Hey! You're burning up! And you're heavy!
context: I love you!\P-Please! Your relatives can hear!\Let them!\I'm not muscular and maybe I'm not as manly as I should be...\You might catch my cold...\I won't mind.\Kaoru-san!\Hey! You're burning up! And you're heavy! response:	Excuse me! Somebody!
context: P-Please! Your relatives can hear!\Let them!\I'm not muscular and maybe I'm not as manly as I should be...\You might catch my cold...\I won't mind.\Kaoru-san!\Hey! You're burning up! And you're heavy!\Excuse me! Somebody! response:	That was really something...
context: Let them!\I'm not muscular and maybe I'm not as manly as I should be...\You might catch my cold...\I won't mind.\Kaoru-san!\Hey! You're burning up! And you're heavy!\Excuse me! Somebody!\That was really something... response:	Kaoru-san! Excuse me!
context: I'm not muscular and maybe I'm not as manly as I should be...\You might catch my cold...\I won't mind.\Kaoru-san!\Hey! You're burning up! And you're heavy!\Excuse me! Somebody!\That was really something...\Kaoru-san! Excuse me! response:	Here it is summer already and I haven't made any more progress with Ri-chan...
context: You might catch my cold...\I won't mind.\Kaoru-san!\Hey! You're burning up! And you're heavy!\Excuse me! Somebody!\That was really something...\Kaoru-san! Excuse me!\Here it is summer already and I haven't made any more progress with Ri-chan... response:	Even though I was that bold when I had a fever...
context: I won't mind.\Kaoru-san!\Hey! You're burning up! And you're heavy!\Excuse me! Somebody!\That was really something...\Kaoru-san! Excuse me!\Here it is summer already and I haven't made any more progress with Ri-chan...\Even though I was that bold when I had a fever... response:	What's wrong with me when my temperature is normal?!
context: Kaoru-san!\Hey! You're burning up! And you're heavy!\Excuse me! Somebody!\That was really something...\Kaoru-san! Excuse me!\Here it is summer already and I haven't made any more progress with Ri-chan...\Even though I was that bold when I had a fever...\What's wrong with me when my temperature is normal?! response:	I want to touch...
context: Hey! You're burning up! And you're heavy!\Excuse me! Somebody!\That was really something...\Kaoru-san! Excuse me!\Here it is summer already and I haven't made any more progress with Ri-chan...\Even though I was that bold when I had a fever...\What's wrong with me when my temperature is normal?!\I want to touch... response:	Touch what?
context: Excuse me! Somebody!\That was really something...\Kaoru-san! Excuse me!\Here it is summer already and I haven't made any more progress with Ri-chan...\Even though I was that bold when I had a fever...\What's wrong with me when my temperature is normal?!\I want to touch...\Touch what? response:	How long have you been in here?!
context: That was really something...\Kaoru-san! Excuse me!\Here it is summer already and I haven't made any more progress with Ri-chan...\Even though I was that bold when I had a fever...\What's wrong with me when my temperature is normal?!\I want to touch...\Touch what?\How long have you been in here?! response:	I just got here.
context: Kaoru-san! Excuse me!\Here it is summer already and I haven't made any more progress with Ri-chan...\Even though I was that bold when I had a fever...\What's wrong with me when my temperature is normal?!\I want to touch...\Touch what?\How long have you been in here?!\I just got here. response:	Did you hear anything?!
context: Here it is summer already and I haven't made any more progress with Ri-chan...\Even though I was that bold when I had a fever...\What's wrong with me when my temperature is normal?!\I want to touch...\Touch what?\How long have you been in here?!\I just got here.\Did you hear anything?! response:	Like what?
context: Even though I was that bold when I had a fever...\What's wrong with me when my temperature is normal?!\I want to touch...\Touch what?\How long have you been in here?!\I just got here.\Did you hear anything?!\Like what? response:	Nothing!
context: What's wrong with me when my temperature is normal?!\I want to touch...\Touch what?\How long have you been in here?!\I just got here.\Did you hear anything?!\Like what?\Nothing! response:	Both of you! Take a look at this!
context: I want to touch...\Touch what?\How long have you been in here?!\I just got here.\Did you hear anything?!\Like what?\Nothing!\Both of you! Take a look at this! response:	East High Newspaper
context: Touch what?\How long have you been in here?!\I just got here.\Did you hear anything?!\Like what?\Nothing!\Both of you! Take a look at this!\East High Newspaper response:	The Olympus Has Thrown Down the Gauntlet?
context: How long have you been in here?!\I just got here.\Did you hear anything?!\Like what?\Nothing!\Both of you! Take a look at this!\East High Newspaper\The Olympus Has Thrown Down the Gauntlet? response:	What is this?
context: I just got here.\Did you hear anything?!\Like what?\Nothing!\Both of you! Take a look at this!\East High Newspaper\The Olympus Has Thrown Down the Gauntlet?\What is this? response:	The Olympus is going to win at this year's festival.
context: Did you hear anything?!\Like what?\Nothing!\Both of you! Take a look at this!\East High Newspaper\The Olympus Has Thrown Down the Gauntlet?\What is this?\The Olympus is going to win at this year's festival. response:	It seems there are still some old-fashioned jazz musicians around,
context: Like what?\Nothing!\Both of you! Take a look at this!\East High Newspaper\The Olympus Has Thrown Down the Gauntlet?\What is this?\The Olympus is going to win at this year's festival.\It seems there are still some old-fashioned jazz musicians around, response:	but this is the era of rock n' roll.
context: Nothing!\Both of you! Take a look at this!\East High Newspaper\The Olympus Has Thrown Down the Gauntlet?\What is this?\The Olympus is going to win at this year's festival.\It seems there are still some old-fashioned jazz musicians around,\but this is the era of rock n' roll. response:	They were handing this out all over the school.
context: Both of you! Take a look at this!\East High Newspaper\The Olympus Has Thrown Down the Gauntlet?\What is this?\The Olympus is going to win at this year's festival.\It seems there are still some old-fashioned jazz musicians around,\but this is the era of rock n' roll.\They were handing this out all over the school. response:	What are you gonna do? I mean, you can't take this sitting down, right?!
context: East High Newspaper\The Olympus Has Thrown Down the Gauntlet?\What is this?\The Olympus is going to win at this year's festival.\It seems there are still some old-fashioned jazz musicians around,\but this is the era of rock n' roll.\They were handing this out all over the school.\What are you gonna do? I mean, you can't take this sitting down, right?! response:	You two are gonna perform in the festival, aren't you?!
context: The Olympus Has Thrown Down the Gauntlet?\What is this?\The Olympus is going to win at this year's festival.\It seems there are still some old-fashioned jazz musicians around,\but this is the era of rock n' roll.\They were handing this out all over the school.\What are you gonna do? I mean, you can't take this sitting down, right?!\You two are gonna perform in the festival, aren't you?! response:	Huh?
context: What is this?\The Olympus is going to win at this year's festival.\It seems there are still some old-fashioned jazz musicians around,\but this is the era of rock n' roll.\They were handing this out all over the school.\What are you gonna do? I mean, you can't take this sitting down, right?!\You two are gonna perform in the festival, aren't you?!\Huh? response:	I've been thinking...
context: The Olympus is going to win at this year's festival.\It seems there are still some old-fashioned jazz musicians around,\but this is the era of rock n' roll.\They were handing this out all over the school.\What are you gonna do? I mean, you can't take this sitting down, right?!\You two are gonna perform in the festival, aren't you?!\Huh?\I've been thinking... response:	Me too.
context: It seems there are still some old-fashioned jazz musicians around,\but this is the era of rock n' roll.\They were handing this out all over the school.\What are you gonna do? I mean, you can't take this sitting down, right?!\You two are gonna perform in the festival, aren't you?!\Huh?\I've been thinking...\Me too. response:	We start with Moanin' to fire up the people that saw us last year
context: but this is the era of rock n' roll.\They were handing this out all over the school.\What are you gonna do? I mean, you can't take this sitting down, right?!\You two are gonna perform in the festival, aren't you?!\Huh?\I've been thinking...\Me too.\We start with Moanin' to fire up the people that saw us last year response:	an' fake'em out thinking we're gonna do the same routine.
context: They were handing this out all over the school.\What are you gonna do? I mean, you can't take this sitting down, right?!\You two are gonna perform in the festival, aren't you?!\Huh?\I've been thinking...\Me too.\We start with Moanin' to fire up the people that saw us last year\an' fake'em out thinking we're gonna do the same routine. response:	But then we move into some other songs that we want to play.
context: What are you gonna do? I mean, you can't take this sitting down, right?!\You two are gonna perform in the festival, aren't you?!\Huh?\I've been thinking...\Me too.\We start with Moanin' to fire up the people that saw us last year\an' fake'em out thinking we're gonna do the same routine.\But then we move into some other songs that we want to play. response:	I was thinkin' the same thing!
context: You two are gonna perform in the festival, aren't you?!\Huh?\I've been thinking...\Me too.\We start with Moanin' to fire up the people that saw us last year\an' fake'em out thinking we're gonna do the same routine.\But then we move into some other songs that we want to play.\I was thinkin' the same thing! response:	Alright, let's choose our next song!
context: Huh?\I've been thinking...\Me too.\We start with Moanin' to fire up the people that saw us last year\an' fake'em out thinking we're gonna do the same routine.\But then we move into some other songs that we want to play.\I was thinkin' the same thing!\Alright, let's choose our next song! response:	Starting today, we'd better practice every day!
context: I've been thinking...\Me too.\We start with Moanin' to fire up the people that saw us last year\an' fake'em out thinking we're gonna do the same routine.\But then we move into some other songs that we want to play.\I was thinkin' the same thing!\Alright, let's choose our next song!\Starting today, we'd better practice every day! response:	'Course!
context: Me too.\We start with Moanin' to fire up the people that saw us last year\an' fake'em out thinking we're gonna do the same routine.\But then we move into some other songs that we want to play.\I was thinkin' the same thing!\Alright, let's choose our next song!\Starting today, we'd better practice every day!\'Course! response:	How about this one?
context: We start with Moanin' to fire up the people that saw us last year\an' fake'em out thinking we're gonna do the same routine.\But then we move into some other songs that we want to play.\I was thinkin' the same thing!\Alright, let's choose our next song!\Starting today, we'd better practice every day!\'Course!\How about this one? response:	I'm home...
context: an' fake'em out thinking we're gonna do the same routine.\But then we move into some other songs that we want to play.\I was thinkin' the same thing!\Alright, let's choose our next song!\Starting today, we'd better practice every day!\'Course!\How about this one?\I'm home... response:	Hey.
context: But then we move into some other songs that we want to play.\I was thinkin' the same thing!\Alright, let's choose our next song!\Starting today, we'd better practice every day!\'Course!\How about this one?\I'm home...\Hey. response:	Look, I got surprising news!
context: I was thinkin' the same thing!\Alright, let's choose our next song!\Starting today, we'd better practice every day!\'Course!\How about this one?\I'm home...\Hey.\Look, I got surprising news! response:	Dad says he's comin' home!
context: Alright, let's choose our next song!\Starting today, we'd better practice every day!\'Course!\How about this one?\I'm home...\Hey.\Look, I got surprising news!\Dad says he's comin' home! response:	This way, the whole family can live together!
context: Starting today, we'd better practice every day!\'Course!\How about this one?\I'm home...\Hey.\Look, I got surprising news!\Dad says he's comin' home!\This way, the whole family can live together! response:	Sa-chan...
context: 'Course!\How about this one?\I'm home...\Hey.\Look, I got surprising news!\Dad says he's comin' home!\This way, the whole family can live together!\Sa-chan... response:	What are you doing here all by yourself?
context: How about this one?\I'm home...\Hey.\Look, I got surprising news!\Dad says he's comin' home!\This way, the whole family can live together!\Sa-chan...\What are you doing here all by yourself? response:	I can't say that I'm actually scared...
context: I'm home...\Hey.\Look, I got surprising news!\Dad says he's comin' home!\This way, the whole family can live together!\Sa-chan...\What are you doing here all by yourself?\I can't say that I'm actually scared... response:	Scared?
context: Hey.\Look, I got surprising news!\Dad says he's comin' home!\This way, the whole family can live together!\Sa-chan...\What are you doing here all by yourself?\I can't say that I'm actually scared...\Scared? response:	See, our Dad, who was working far away, is coming home tomorrow morning.
context: Look, I got surprising news!\Dad says he's comin' home!\This way, the whole family can live together!\Sa-chan...\What are you doing here all by yourself?\I can't say that I'm actually scared...\Scared?\See, our Dad, who was working far away, is coming home tomorrow morning. response:	Richie, I'm one of those that ain't got a place in the house, too.
context: Dad says he's comin' home!\This way, the whole family can live together!\Sa-chan...\What are you doing here all by yourself?\I can't say that I'm actually scared...\Scared?\See, our Dad, who was working far away, is coming home tomorrow morning.\Richie, I'm one of those that ain't got a place in the house, too. response:	Richie...?
context: This way, the whole family can live together!\Sa-chan...\What are you doing here all by yourself?\I can't say that I'm actually scared...\Scared?\See, our Dad, who was working far away, is coming home tomorrow morning.\Richie, I'm one of those that ain't got a place in the house, too.\Richie...? response:	I'm home...
context: Sa-chan...\What are you doing here all by yourself?\I can't say that I'm actually scared...\Scared?\See, our Dad, who was working far away, is coming home tomorrow morning.\Richie, I'm one of those that ain't got a place in the house, too.\Richie...?\I'm home... response:	Hey, you're back late, Sachiko.
context: What are you doing here all by yourself?\I can't say that I'm actually scared...\Scared?\See, our Dad, who was working far away, is coming home tomorrow morning.\Richie, I'm one of those that ain't got a place in the house, too.\Richie...?\I'm home...\Hey, you're back late, Sachiko. response:	What's Richie doin' here with you?
context: I can't say that I'm actually scared...\Scared?\See, our Dad, who was working far away, is coming home tomorrow morning.\Richie, I'm one of those that ain't got a place in the house, too.\Richie...?\I'm home...\Hey, you're back late, Sachiko.\What's Richie doin' here with you? response:	I see. Unlike with Kota and the other little ones,
context: Scared?\See, our Dad, who was working far away, is coming home tomorrow morning.\Richie, I'm one of those that ain't got a place in the house, too.\Richie...?\I'm home...\Hey, you're back late, Sachiko.\What's Richie doin' here with you?\I see. Unlike with Kota and the other little ones, response:	you remember how scary Dad was when he was drunk.
context: See, our Dad, who was working far away, is coming home tomorrow morning.\Richie, I'm one of those that ain't got a place in the house, too.\Richie...?\I'm home...\Hey, you're back late, Sachiko.\What's Richie doin' here with you?\I see. Unlike with Kota and the other little ones,\you remember how scary Dad was when he was drunk. response:	But don't worry, Sachiko!
context: Richie, I'm one of those that ain't got a place in the house, too.\Richie...?\I'm home...\Hey, you're back late, Sachiko.\What's Richie doin' here with you?\I see. Unlike with Kota and the other little ones,\you remember how scary Dad was when he was drunk.\But don't worry, Sachiko! response:	Ma told me that Dad worked really hard an' quit drinkin' over there.
context: Richie...?\I'm home...\Hey, you're back late, Sachiko.\What's Richie doin' here with you?\I see. Unlike with Kota and the other little ones,\you remember how scary Dad was when he was drunk.\But don't worry, Sachiko!\Ma told me that Dad worked really hard an' quit drinkin' over there. response:	Really?
context: I'm home...\Hey, you're back late, Sachiko.\What's Richie doin' here with you?\I see. Unlike with Kota and the other little ones,\you remember how scary Dad was when he was drunk.\But don't worry, Sachiko!\Ma told me that Dad worked really hard an' quit drinkin' over there.\Really? response:	Yeah. You got nothin' to worry about, Sachiko.
context: Hey, you're back late, Sachiko.\What's Richie doin' here with you?\I see. Unlike with Kota and the other little ones,\you remember how scary Dad was when he was drunk.\But don't worry, Sachiko!\Ma told me that Dad worked really hard an' quit drinkin' over there.\Really?\Yeah. You got nothin' to worry about, Sachiko. response:	Now how about comin' inside an' we can prepare together?
context: What's Richie doin' here with you?\I see. Unlike with Kota and the other little ones,\you remember how scary Dad was when he was drunk.\But don't worry, Sachiko!\Ma told me that Dad worked really hard an' quit drinkin' over there.\Really?\Yeah. You got nothin' to worry about, Sachiko.\Now how about comin' inside an' we can prepare together? response:	Yeah!
context: I see. Unlike with Kota and the other little ones,\you remember how scary Dad was when he was drunk.\But don't worry, Sachiko!\Ma told me that Dad worked really hard an' quit drinkin' over there.\Really?\Yeah. You got nothin' to worry about, Sachiko.\Now how about comin' inside an' we can prepare together?\Yeah! response:	Sen...
context: you remember how scary Dad was when he was drunk.\But don't worry, Sachiko!\Ma told me that Dad worked really hard an' quit drinkin' over there.\Really?\Yeah. You got nothin' to worry about, Sachiko.\Now how about comin' inside an' we can prepare together?\Yeah!\Sen... response:	Oh, thanks for lookin' after her.
context: But don't worry, Sachiko!\Ma told me that Dad worked really hard an' quit drinkin' over there.\Really?\Yeah. You got nothin' to worry about, Sachiko.\Now how about comin' inside an' we can prepare together?\Yeah!\Sen...\Oh, thanks for lookin' after her. response:	You're the one I'm worried about, Sen.
context: Ma told me that Dad worked really hard an' quit drinkin' over there.\Really?\Yeah. You got nothin' to worry about, Sachiko.\Now how about comin' inside an' we can prepare together?\Yeah!\Sen...\Oh, thanks for lookin' after her.\You're the one I'm worried about, Sen. response:	Dope! What are you lookin' so serious for?!
context: Really?\Yeah. You got nothin' to worry about, Sachiko.\Now how about comin' inside an' we can prepare together?\Yeah!\Sen...\Oh, thanks for lookin' after her.\You're the one I'm worried about, Sen.\Dope! What are you lookin' so serious for?! response:	What?! I am serious!
context: Yeah. You got nothin' to worry about, Sachiko.\Now how about comin' inside an' we can prepare together?\Yeah!\Sen...\Oh, thanks for lookin' after her.\You're the one I'm worried about, Sen.\Dope! What are you lookin' so serious for?!\What?! I am serious! response:	Richie. Don't worry so much.
context: Now how about comin' inside an' we can prepare together?\Yeah!\Sen...\Oh, thanks for lookin' after her.\You're the one I'm worried about, Sen.\Dope! What are you lookin' so serious for?!\What?! I am serious!\Richie. Don't worry so much. response:	I'm fine.
context: Yeah!\Sen...\Oh, thanks for lookin' after her.\You're the one I'm worried about, Sen.\Dope! What are you lookin' so serious for?!\What?! I am serious!\Richie. Don't worry so much.\I'm fine. response:	Bro, look!
context: Sen...\Oh, thanks for lookin' after her.\You're the one I'm worried about, Sen.\Dope! What are you lookin' so serious for?!\What?! I am serious!\Richie. Don't worry so much.\I'm fine.\Bro, look! response:	Comin'!
context: Oh, thanks for lookin' after her.\You're the one I'm worried about, Sen.\Dope! What are you lookin' so serious for?!\What?! I am serious!\Richie. Don't worry so much.\I'm fine.\Bro, look!\Comin'! response:	Sen!
context: You're the one I'm worried about, Sen.\Dope! What are you lookin' so serious for?!\What?! I am serious!\Richie. Don't worry so much.\I'm fine.\Bro, look!\Comin'!\Sen! response:	Are you coming to practice tomorrow?
context: Dope! What are you lookin' so serious for?!\What?! I am serious!\Richie. Don't worry so much.\I'm fine.\Bro, look!\Comin'!\Sen!\Are you coming to practice tomorrow? response:	Yeah. After all, playin' with you is the most fun I have.
context: What?! I am serious!\Richie. Don't worry so much.\I'm fine.\Bro, look!\Comin'!\Sen!\Are you coming to practice tomorrow?\Yeah. After all, playin' with you is the most fun I have. response:	Bro, what are you writin'?
context: Richie. Don't worry so much.\I'm fine.\Bro, look!\Comin'!\Sen!\Are you coming to practice tomorrow?\Yeah. After all, playin' with you is the most fun I have.\Bro, what are you writin'? response:	Hmm... Nah, that's no good.
context: I'm fine.\Bro, look!\Comin'!\Sen!\Are you coming to practice tomorrow?\Yeah. After all, playin' with you is the most fun I have.\Bro, what are you writin'?\Hmm... Nah, that's no good. response:	It's not comin' out right.
context: Bro, look!\Comin'!\Sen!\Are you coming to practice tomorrow?\Yeah. After all, playin' with you is the most fun I have.\Bro, what are you writin'?\Hmm... Nah, that's no good.\It's not comin' out right. response:	Ah, well. Let's get to sleep.
context: Comin'!\Sen!\Are you coming to practice tomorrow?\Yeah. After all, playin' with you is the most fun I have.\Bro, what are you writin'?\Hmm... Nah, that's no good.\It's not comin' out right.\Ah, well. Let's get to sleep. response:	Richie. I'm sorry for lying to you.
context: Sen!\Are you coming to practice tomorrow?\Yeah. After all, playin' with you is the most fun I have.\Bro, what are you writin'?\Hmm... Nah, that's no good.\It's not comin' out right.\Ah, well. Let's get to sleep.\Richie. I'm sorry for lying to you. response:	I was looking forward to the festival, too. I wanted to perform.
context: Are you coming to practice tomorrow?\Yeah. After all, playin' with you is the most fun I have.\Bro, what are you writin'?\Hmm... Nah, that's no good.\It's not comin' out right.\Ah, well. Let's get to sleep.\Richie. I'm sorry for lying to you.\I was looking forward to the festival, too. I wanted to perform. response:	Be good to Ri'ko.
context: Yeah. After all, playin' with you is the most fun I have.\Bro, what are you writin'?\Hmm... Nah, that's no good.\It's not comin' out right.\Ah, well. Let's get to sleep.\Richie. I'm sorry for lying to you.\I was looking forward to the festival, too. I wanted to perform.\Be good to Ri'ko. response:	Take care.
context: Bro, what are you writin'?\Hmm... Nah, that's no good.\It's not comin' out right.\Ah, well. Let's get to sleep.\Richie. I'm sorry for lying to you.\I was looking forward to the festival, too. I wanted to perform.\Be good to Ri'ko.\Take care. response:	I waited for you on that slope
context: Hmm... Nah, that's no good.\It's not comin' out right.\Ah, well. Let's get to sleep.\Richie. I'm sorry for lying to you.\I was looking forward to the festival, too. I wanted to perform.\Be good to Ri'ko.\Take care.\I waited for you on that slope response:	For our after school promise
context: It's not comin' out right.\Ah, well. Let's get to sleep.\Richie. I'm sorry for lying to you.\I was looking forward to the festival, too. I wanted to perform.\Be good to Ri'ko.\Take care.\I waited for you on that slope\For our after school promise response:	There was a'goodbye' blurred far away
context: Ah, well. Let's get to sleep.\Richie. I'm sorry for lying to you.\I was looking forward to the festival, too. I wanted to perform.\Be good to Ri'ko.\Take care.\I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away response:	I was so weak, so awkward, and so fragile back then
context: Richie. I'm sorry for lying to you.\I was looking forward to the festival, too. I wanted to perform.\Be good to Ri'ko.\Take care.\I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then response:	But you gave me a small pair of wings
context: I was looking forward to the festival, too. I wanted to perform.\Be good to Ri'ko.\Take care.\I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then\But you gave me a small pair of wings response:	In the twilight hour of the sky,
context: Be good to Ri'ko.\Take care.\I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then\But you gave me a small pair of wings\In the twilight hour of the sky, response:	I'm searching for a gleam of light
context: Take care.\I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then\But you gave me a small pair of wings\In the twilight hour of the sky,\I'm searching for a gleam of light response:	If only I could have said that I love you
context: I waited for you on that slope\For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then\But you gave me a small pair of wings\In the twilight hour of the sky,\I'm searching for a gleam of light\If only I could have said that I love you response:	The note that I wrote in the corner of my textbook
context: For our after school promise\There was a'goodbye' blurred far away\I was so weak, so awkward, and so fragile back then\But you gave me a small pair of wings\In the twilight hour of the sky,\I'm searching for a gleam of light\If only I could have said that I love you\The note that I wrote in the corner of my textbook response:	has never been delivered to this day
