context: Hm? response:	Kageyama
context: The owner will be blessed just by having it in their house.\It's actually about 2.5 million yen,\but I'll make it 800,000 yen just for you.\I don't have that kind of money.\Then, I'll drop the price to 500,000 yen.\Uh, I don't have 500,000 yen, either.\So if you did, you'd buy it, right? Why don't you call your mommy for me, then?\Seasoning General Bank Note response:	Seasoning Bank
context: It's actually about 2.5 million yen,\but I'll make it 800,000 yen just for you.\I don't have that kind of money.\Then, I'll drop the price to 500,000 yen.\Uh, I don't have 500,000 yen, either.\So if you did, you'd buy it, right? Why don't you call your mommy for me, then?\Seasoning General Bank Note\Seasoning Bank response:	I don't think my mom will buy that.
context: but I'll make it 800,000 yen just for you.\I don't have that kind of money.\Then, I'll drop the price to 500,000 yen.\Uh, I don't have 500,000 yen, either.\So if you did, you'd buy it, right? Why don't you call your mommy for me, then?\Seasoning General Bank Note\Seasoning Bank\I don't think my mom will buy that. response:	This kid's easy bait...
context: I don't have that kind of money.\Then, I'll drop the price to 500,000 yen.\Uh, I don't have 500,000 yen, either.\So if you did, you'd buy it, right? Why don't you call your mommy for me, then?\Seasoning General Bank Note\Seasoning Bank\I don't think my mom will buy that.\This kid's easy bait... response:	Hey, why don't you touch it?
context: Then, I'll drop the price to 500,000 yen.\Uh, I don't have 500,000 yen, either.\So if you did, you'd buy it, right? Why don't you call your mommy for me, then?\Seasoning General Bank Note\Seasoning Bank\I don't think my mom will buy that.\This kid's easy bait...\Hey, why don't you touch it? response:	The texture here is a bit grainy and it feels rather nice.
context: Uh, I don't have 500,000 yen, either.\So if you did, you'd buy it, right? Why don't you call your mommy for me, then?\Seasoning General Bank Note\Seasoning Bank\I don't think my mom will buy that.\This kid's easy bait...\Hey, why don't you touch it?\The texture here is a bit grainy and it feels rather nice. response:	Er, I can't really tell.
context: So if you did, you'd buy it, right? Why don't you call your mommy for me, then?\Seasoning General Bank Note\Seasoning Bank\I don't think my mom will buy that.\This kid's easy bait...\Hey, why don't you touch it?\The texture here is a bit grainy and it feels rather nice.\Er, I can't really tell. response:	That was close.
context: Seasoning General Bank Note\Seasoning Bank\I don't think my mom will buy that.\This kid's easy bait...\Hey, why don't you touch it?\The texture here is a bit grainy and it feels rather nice.\Er, I can't really tell.\That was close. response:	What was that?
context: Seasoning Bank\I don't think my mom will buy that.\This kid's easy bait...\Hey, why don't you touch it?\The texture here is a bit grainy and it feels rather nice.\Er, I can't really tell.\That was close.\What was that? response:	You should be careful.
context: I don't think my mom will buy that.\This kid's easy bait...\Hey, why don't you touch it?\The texture here is a bit grainy and it feels rather nice.\Er, I can't really tell.\That was close.\What was that?\You should be careful. response:	Huh?
context: This kid's easy bait...\Hey, why don't you touch it?\The texture here is a bit grainy and it feels rather nice.\Er, I can't really tell.\That was close.\What was that?\You should be careful.\Huh? response:	Hey, you broke it.
context: Hey, why don't you touch it?\The texture here is a bit grainy and it feels rather nice.\Er, I can't really tell.\That was close.\What was that?\You should be careful.\Huh?\Hey, you broke it. response:	Th-That was...
context: The texture here is a bit grainy and it feels rather nice.\Er, I can't really tell.\That was close.\What was that?\You should be careful.\Huh?\Hey, you broke it.\Th-That was... response:	What? You're going to say it was my fault?
context: Er, I can't really tell.\That was close.\What was that?\You should be careful.\Huh?\Hey, you broke it.\Th-That was...\What? You're going to say it was my fault? response:	Huh? No...
context: That was close.\What was that?\You should be careful.\Huh?\Hey, you broke it.\Th-That was...\What? You're going to say it was my fault?\Huh? No... response:	Say, little boy...
context: What was that?\You should be careful.\Huh?\Hey, you broke it.\Th-That was...\What? You're going to say it was my fault?\Huh? No...\Say, little boy... response:	Problems you can solve with money are better than those you can't. Understand?
context: You should be careful.\Huh?\Hey, you broke it.\Th-That was...\What? You're going to say it was my fault?\Huh? No...\Say, little boy...\Problems you can solve with money are better than those you can't. Understand? response:	Oh, dear... Did you break that, sir?
context: Huh?\Hey, you broke it.\Th-That was...\What? You're going to say it was my fault?\Huh? No...\Say, little boy...\Problems you can solve with money are better than those you can't. Understand?\Oh, dear... Did you break that, sir? response:	Do you have a phone?
context: Hey, you broke it.\Th-That was...\What? You're going to say it was my fault?\Huh? No...\Say, little boy...\Problems you can solve with money are better than those you can't. Understand?\Oh, dear... Did you break that, sir?\Do you have a phone? response:	I-I don't...
context: Th-That was...\What? You're going to say it was my fault?\Huh? No...\Say, little boy...\Problems you can solve with money are better than those you can't. Understand?\Oh, dear... Did you break that, sir?\Do you have a phone?\I-I don't... response:	Well, that rang at the perfect time. Why don't you answer it?
context: What? You're going to say it was my fault?\Huh? No...\Say, little boy...\Problems you can solve with money are better than those you can't. Understand?\Oh, dear... Did you break that, sir?\Do you have a phone?\I-I don't...\Well, that rang at the perfect time. Why don't you answer it? response:	What are you doing, Mob?
context: Huh? No...\Say, little boy...\Problems you can solve with money are better than those you can't. Understand?\Oh, dear... Did you break that, sir?\Do you have a phone?\I-I don't...\Well, that rang at the perfect time. Why don't you answer it?\What are you doing, Mob? response:	Calling me out here when I've got a customer showing up at any moment...
context: Say, little boy...\Problems you can solve with money are better than those you can't. Understand?\Oh, dear... Did you break that, sir?\Do you have a phone?\I-I don't...\Well, that rang at the perfect time. Why don't you answer it?\What are you doing, Mob?\Calling me out here when I've got a customer showing up at any moment... response:	Are you this boy's guardian, sir?
context: Problems you can solve with money are better than those you can't. Understand?\Oh, dear... Did you break that, sir?\Do you have a phone?\I-I don't...\Well, that rang at the perfect time. Why don't you answer it?\What are you doing, Mob?\Calling me out here when I've got a customer showing up at any moment...\Are you this boy's guardian, sir? response:	I see...
context: Oh, dear... Did you break that, sir?\Do you have a phone?\I-I don't...\Well, that rang at the perfect time. Why don't you answer it?\What are you doing, Mob?\Calling me out here when I've got a customer showing up at any moment...\Are you this boy's guardian, sir?\I see... response:	It's going to cost five million yen to replace this.
context: Do you have a phone?\I-I don't...\Well, that rang at the perfect time. Why don't you answer it?\What are you doing, Mob?\Calling me out here when I've got a customer showing up at any moment...\Are you this boy's guardian, sir?\I see...\It's going to cost five million yen to replace this. response:	You're telling me that Mob broke that cheap-looking vase?
context: I-I don't...\Well, that rang at the perfect time. Why don't you answer it?\What are you doing, Mob?\Calling me out here when I've got a customer showing up at any moment...\Are you this boy's guardian, sir?\I see...\It's going to cost five million yen to replace this.\You're telling me that Mob broke that cheap-looking vase? response:	What'd you say?
context: Well, that rang at the perfect time. Why don't you answer it?\What are you doing, Mob?\Calling me out here when I've got a customer showing up at any moment...\Are you this boy's guardian, sir?\I see...\It's going to cost five million yen to replace this.\You're telling me that Mob broke that cheap-looking vase?\What'd you say? response:	Looks like you don't know how the world works.
context: What are you doing, Mob?\Calling me out here when I've got a customer showing up at any moment...\Are you this boy's guardian, sir?\I see...\It's going to cost five million yen to replace this.\You're telling me that Mob broke that cheap-looking vase?\What'd you say?\Looks like you don't know how the world works. response:	Want me to make sure you never work again?
context: Calling me out here when I've got a customer showing up at any moment...\Are you this boy's guardian, sir?\I see...\It's going to cost five million yen to replace this.\You're telling me that Mob broke that cheap-looking vase?\What'd you say?\Looks like you don't know how the world works.\Want me to make sure you never work again? response:	Ow! Ow! You totally cracked my clavicle.
context: Are you this boy's guardian, sir?\I see...\It's going to cost five million yen to replace this.\You're telling me that Mob broke that cheap-looking vase?\What'd you say?\Looks like you don't know how the world works.\Want me to make sure you never work again?\Ow! Ow! You totally cracked my clavicle. response:	That's gonna cost you.
context: I see...\It's going to cost five million yen to replace this.\You're telling me that Mob broke that cheap-looking vase?\What'd you say?\Looks like you don't know how the world works.\Want me to make sure you never work again?\Ow! Ow! You totally cracked my clavicle.\That's gonna cost you. response:	Huh?
context: It's going to cost five million yen to replace this.\You're telling me that Mob broke that cheap-looking vase?\What'd you say?\Looks like you don't know how the world works.\Want me to make sure you never work again?\Ow! Ow! You totally cracked my clavicle.\That's gonna cost you.\Huh? response:	The hospital bill with reparations is gonna be a million yen.
context: You're telling me that Mob broke that cheap-looking vase?\What'd you say?\Looks like you don't know how the world works.\Want me to make sure you never work again?\Ow! Ow! You totally cracked my clavicle.\That's gonna cost you.\Huh?\The hospital bill with reparations is gonna be a million yen. response:	Y-You can't be serious, you dumbass!
context: What'd you say?\Looks like you don't know how the world works.\Want me to make sure you never work again?\Ow! Ow! You totally cracked my clavicle.\That's gonna cost you.\Huh?\The hospital bill with reparations is gonna be a million yen.\Y-You can't be serious, you dumbass! response:	And now that's psychological damage,
context: Looks like you don't know how the world works.\Want me to make sure you never work again?\Ow! Ow! You totally cracked my clavicle.\That's gonna cost you.\Huh?\The hospital bill with reparations is gonna be a million yen.\Y-You can't be serious, you dumbass!\And now that's psychological damage, response:	which is going to be another million.
context: Want me to make sure you never work again?\Ow! Ow! You totally cracked my clavicle.\That's gonna cost you.\Huh?\The hospital bill with reparations is gonna be a million yen.\Y-You can't be serious, you dumbass!\And now that's psychological damage,\which is going to be another million. response:	Hey!
context: Ow! Ow! You totally cracked my clavicle.\That's gonna cost you.\Huh?\The hospital bill with reparations is gonna be a million yen.\Y-You can't be serious, you dumbass!\And now that's psychological damage,\which is going to be another million.\Hey! response:	Your breath stinks. That's another million.
context: That's gonna cost you.\Huh?\The hospital bill with reparations is gonna be a million yen.\Y-You can't be serious, you dumbass!\And now that's psychological damage,\which is going to be another million.\Hey!\Your breath stinks. That's another million. response:	The hell?!
context: Huh?\The hospital bill with reparations is gonna be a million yen.\Y-You can't be serious, you dumbass!\And now that's psychological damage,\which is going to be another million.\Hey!\Your breath stinks. That's another million.\The hell?! response:	Your voice is loud. And that's another million.
context: The hospital bill with reparations is gonna be a million yen.\Y-You can't be serious, you dumbass!\And now that's psychological damage,\which is going to be another million.\Hey!\Your breath stinks. That's another million.\The hell?!\Your voice is loud. And that's another million. response:	Ah. You frayed my shirt.
context: Y-You can't be serious, you dumbass!\And now that's psychological damage,\which is going to be another million.\Hey!\Your breath stinks. That's another million.\The hell?!\Your voice is loud. And that's another million.\Ah. You frayed my shirt. response:	That's another million for damages.
context: And now that's psychological damage,\which is going to be another million.\Hey!\Your breath stinks. That's another million.\The hell?!\Your voice is loud. And that's another million.\Ah. You frayed my shirt.\That's another million for damages. response:	And now that's equal to what he owes you for the vase.
context: which is going to be another million.\Hey!\Your breath stinks. That's another million.\The hell?!\Your voice is loud. And that's another million.\Ah. You frayed my shirt.\That's another million for damages.\And now that's equal to what he owes you for the vase. response:	That's the kind of business you guys are running.
context: Hey!\Your breath stinks. That's another million.\The hell?!\Your voice is loud. And that's another million.\Ah. You frayed my shirt.\That's another million for damages.\And now that's equal to what he owes you for the vase.\That's the kind of business you guys are running. response:	Let's go, Mob.
context: Your breath stinks. That's another million.\The hell?!\Your voice is loud. And that's another million.\Ah. You frayed my shirt.\That's another million for damages.\And now that's equal to what he owes you for the vase.\That's the kind of business you guys are running.\Let's go, Mob. response:	Like we'd let you leave like this!
context: The hell?!\Your voice is loud. And that's another million.\Ah. You frayed my shirt.\That's another million for damages.\And now that's equal to what he owes you for the vase.\That's the kind of business you guys are running.\Let's go, Mob.\Like we'd let you leave like this! response:	Give it up!
context: Your voice is loud. And that's another million.\Ah. You frayed my shirt.\That's another million for damages.\And now that's equal to what he owes you for the vase.\That's the kind of business you guys are running.\Let's go, Mob.\Like we'd let you leave like this!\Give it up! response:	His misfortune was decided when he broke the Vase of Happiness.
context: Ah. You frayed my shirt.\That's another million for damages.\And now that's equal to what he owes you for the vase.\That's the kind of business you guys are running.\Let's go, Mob.\Like we'd let you leave like this!\Give it up!\His misfortune was decided when he broke the Vase of Happiness. response:	Perhaps some disaster will befall him.
context: That's another million for damages.\And now that's equal to what he owes you for the vase.\That's the kind of business you guys are running.\Let's go, Mob.\Like we'd let you leave like this!\Give it up!\His misfortune was decided when he broke the Vase of Happiness.\Perhaps some disaster will befall him. response:	Misfortune? Disaster?
context: And now that's equal to what he owes you for the vase.\That's the kind of business you guys are running.\Let's go, Mob.\Like we'd let you leave like this!\Give it up!\His misfortune was decided when he broke the Vase of Happiness.\Perhaps some disaster will befall him.\Misfortune? Disaster? response:	I was just talking to someone who had been haunted by an evil spirit.
context: That's the kind of business you guys are running.\Let's go, Mob.\Like we'd let you leave like this!\Give it up!\His misfortune was decided when he broke the Vase of Happiness.\Perhaps some disaster will befall him.\Misfortune? Disaster?\I was just talking to someone who had been haunted by an evil spirit. response:	Apparently, the spirit has now decided to haunt me.
context: Let's go, Mob.\Like we'd let you leave like this!\Give it up!\His misfortune was decided when he broke the Vase of Happiness.\Perhaps some disaster will befall him.\Misfortune? Disaster?\I was just talking to someone who had been haunted by an evil spirit.\Apparently, the spirit has now decided to haunt me. response:	And when that happens, you keep hearing strange noises at night
context: Like we'd let you leave like this!\Give it up!\His misfortune was decided when he broke the Vase of Happiness.\Perhaps some disaster will befall him.\Misfortune? Disaster?\I was just talking to someone who had been haunted by an evil spirit.\Apparently, the spirit has now decided to haunt me.\And when that happens, you keep hearing strange noises at night response:	and weird things keep popping up in pictures, and it becomes unbearable.
context: Give it up!\His misfortune was decided when he broke the Vase of Happiness.\Perhaps some disaster will befall him.\Misfortune? Disaster?\I was just talking to someone who had been haunted by an evil spirit.\Apparently, the spirit has now decided to haunt me.\And when that happens, you keep hearing strange noises at night\and weird things keep popping up in pictures, and it becomes unbearable. response:	Though the spirit might have transferred to you guys now.
context: His misfortune was decided when he broke the Vase of Happiness.\Perhaps some disaster will befall him.\Misfortune? Disaster?\I was just talking to someone who had been haunted by an evil spirit.\Apparently, the spirit has now decided to haunt me.\And when that happens, you keep hearing strange noises at night\and weird things keep popping up in pictures, and it becomes unbearable.\Though the spirit might have transferred to you guys now. response:	Be careful at night.
context: Perhaps some disaster will befall him.\Misfortune? Disaster?\I was just talking to someone who had been haunted by an evil spirit.\Apparently, the spirit has now decided to haunt me.\And when that happens, you keep hearing strange noises at night\and weird things keep popping up in pictures, and it becomes unbearable.\Though the spirit might have transferred to you guys now.\Be careful at night. response:	Huh?
context: Misfortune? Disaster?\I was just talking to someone who had been haunted by an evil spirit.\Apparently, the spirit has now decided to haunt me.\And when that happens, you keep hearing strange noises at night\and weird things keep popping up in pictures, and it becomes unbearable.\Though the spirit might have transferred to you guys now.\Be careful at night.\Huh? response:	A ghost?
context: I was just talking to someone who had been haunted by an evil spirit.\Apparently, the spirit has now decided to haunt me.\And when that happens, you keep hearing strange noises at night\and weird things keep popping up in pictures, and it becomes unbearable.\Though the spirit might have transferred to you guys now.\Be careful at night.\Huh?\A ghost? response:	Doesn't feel too great, does it? That's exactly what you guys are doing.
context: Apparently, the spirit has now decided to haunt me.\And when that happens, you keep hearing strange noises at night\and weird things keep popping up in pictures, and it becomes unbearable.\Though the spirit might have transferred to you guys now.\Be careful at night.\Huh?\A ghost?\Doesn't feel too great, does it? That's exactly what you guys are doing. response:	A ghost? What are you, a kid? So scary!
context: And when that happens, you keep hearing strange noises at night\and weird things keep popping up in pictures, and it becomes unbearable.\Though the spirit might have transferred to you guys now.\Be careful at night.\Huh?\A ghost?\Doesn't feel too great, does it? That's exactly what you guys are doing.\A ghost? What are you, a kid? So scary! response:	That sure shut them up quick.
context: and weird things keep popping up in pictures, and it becomes unbearable.\Though the spirit might have transferred to you guys now.\Be careful at night.\Huh?\A ghost?\Doesn't feel too great, does it? That's exactly what you guys are doing.\A ghost? What are you, a kid? So scary!\That sure shut them up quick. response:	Ramen
context: Though the spirit might have transferred to you guys now.\Be careful at night.\Huh?\A ghost?\Doesn't feel too great, does it? That's exactly what you guys are doing.\A ghost? What are you, a kid? So scary!\That sure shut them up quick.\Ramen response:	Chinese Soba
context: Be careful at night.\Huh?\A ghost?\Doesn't feel too great, does it? That's exactly what you guys are doing.\A ghost? What are you, a kid? So scary!\That sure shut them up quick.\Ramen\Chinese Soba response:	That last bit was great, Mob.
context: Huh?\A ghost?\Doesn't feel too great, does it? That's exactly what you guys are doing.\A ghost? What are you, a kid? So scary!\That sure shut them up quick.\Ramen\Chinese Soba\That last bit was great, Mob. response:	Huh?
context: A ghost?\Doesn't feel too great, does it? That's exactly what you guys are doing.\A ghost? What are you, a kid? So scary!\That sure shut them up quick.\Ramen\Chinese Soba\That last bit was great, Mob.\Huh? response:	You shook the building to scare them, right?
context: Doesn't feel too great, does it? That's exactly what you guys are doing.\A ghost? What are you, a kid? So scary!\That sure shut them up quick.\Ramen\Chinese Soba\That last bit was great, Mob.\Huh?\You shook the building to scare them, right? response:	No, I thought it was you sending the evil spirit after them...
context: A ghost? What are you, a kid? So scary!\That sure shut them up quick.\Ramen\Chinese Soba\That last bit was great, Mob.\Huh?\You shook the building to scare them, right?\No, I thought it was you sending the evil spirit after them... response:	Could it be that you couldn't see
context: That sure shut them up quick.\Ramen\Chinese Soba\That last bit was great, Mob.\Huh?\You shook the building to scare them, right?\No, I thought it was you sending the evil spirit after them...\Could it be that you couldn't see response:	Of course...
context: Ramen\Chinese Soba\That last bit was great, Mob.\Huh?\You shook the building to scare them, right?\No, I thought it was you sending the evil spirit after them...\Could it be that you couldn't see\Of course... response:	I could see it.
context: Chinese Soba\That last bit was great, Mob.\Huh?\You shook the building to scare them, right?\No, I thought it was you sending the evil spirit after them...\Could it be that you couldn't see\Of course...\I could see it. response:	You know...
context: That last bit was great, Mob.\Huh?\You shook the building to scare them, right?\No, I thought it was you sending the evil spirit after them...\Could it be that you couldn't see\Of course...\I could see it.\You know... response:	Con artists are really terrible people.
context: Huh?\You shook the building to scare them, right?\No, I thought it was you sending the evil spirit after them...\Could it be that you couldn't see\Of course...\I could see it.\You know...\Con artists are really terrible people. response:	Yeah...
context: You shook the building to scare them, right?\No, I thought it was you sending the evil spirit after them...\Could it be that you couldn't see\Of course...\I could see it.\You know...\Con artists are really terrible people.\Yeah... response:	Only the lowest of the low try to take advantage of someone's weakness...
context: No, I thought it was you sending the evil spirit after them...\Could it be that you couldn't see\Of course...\I could see it.\You know...\Con artists are really terrible people.\Yeah...\Only the lowest of the low try to take advantage of someone's weakness... response:	What? You as well?
context: Could it be that you couldn't see\Of course...\I could see it.\You know...\Con artists are really terrible people.\Yeah...\Only the lowest of the low try to take advantage of someone's weakness...\What? You as well? response:	Student Council Room
context: Of course...\I could see it.\You know...\Con artists are really terrible people.\Yeah...\Only the lowest of the low try to take advantage of someone's weakness...\What? You as well?\Student Council Room response:	Yes. He said, So, you're trash, too?
context: I could see it.\You know...\Con artists are really terrible people.\Yeah...\Only the lowest of the low try to take advantage of someone's weakness...\What? You as well?\Student Council Room\Yes. He said, So, you're trash, too? response:	All I was doing was chewing gum during class.
context: You know...\Con artists are really terrible people.\Yeah...\Only the lowest of the low try to take advantage of someone's weakness...\What? You as well?\Student Council Room\Yes. He said, So, you're trash, too?\All I was doing was chewing gum during class. response:	Kamuro, this school doesn't belong to you.
context: Con artists are really terrible people.\Yeah...\Only the lowest of the low try to take advantage of someone's weakness...\What? You as well?\Student Council Room\Yes. He said, So, you're trash, too?\All I was doing was chewing gum during class.\Kamuro, this school doesn't belong to you. response:	We still have the smaller pieces of trash to deal with.
context: Yeah...\Only the lowest of the low try to take advantage of someone's weakness...\What? You as well?\Student Council Room\Yes. He said, So, you're trash, too?\All I was doing was chewing gum during class.\Kamuro, this school doesn't belong to you.\We still have the smaller pieces of trash to deal with. response:	Let's keep it moving.
context: Only the lowest of the low try to take advantage of someone's weakness...\What? You as well?\Student Council Room\Yes. He said, So, you're trash, too?\All I was doing was chewing gum during class.\Kamuro, this school doesn't belong to you.\We still have the smaller pieces of trash to deal with.\Let's keep it moving. response:	You're still going to continue this?
context: What? You as well?\Student Council Room\Yes. He said, So, you're trash, too?\All I was doing was chewing gum during class.\Kamuro, this school doesn't belong to you.\We still have the smaller pieces of trash to deal with.\Let's keep it moving.\You're still going to continue this? response:	Come now...
context: Student Council Room\Yes. He said, So, you're trash, too?\All I was doing was chewing gum during class.\Kamuro, this school doesn't belong to you.\We still have the smaller pieces of trash to deal with.\Let's keep it moving.\You're still going to continue this?\Come now... response:	You're not going to suggest we stop, are you?
context: Yes. He said, So, you're trash, too?\All I was doing was chewing gum during class.\Kamuro, this school doesn't belong to you.\We still have the smaller pieces of trash to deal with.\Let's keep it moving.\You're still going to continue this?\Come now...\You're not going to suggest we stop, are you? response:	No. I just felt like throwing up.
context: All I was doing was chewing gum during class.\Kamuro, this school doesn't belong to you.\We still have the smaller pieces of trash to deal with.\Let's keep it moving.\You're still going to continue this?\Come now...\You're not going to suggest we stop, are you?\No. I just felt like throwing up. response:	You're just trying to relieve some stress, right?
context: Kamuro, this school doesn't belong to you.\We still have the smaller pieces of trash to deal with.\Let's keep it moving.\You're still going to continue this?\Come now...\You're not going to suggest we stop, are you?\No. I just felt like throwing up.\You're just trying to relieve some stress, right? response:	I was correct in choosing you as an accomplice.
context: We still have the smaller pieces of trash to deal with.\Let's keep it moving.\You're still going to continue this?\Come now...\You're not going to suggest we stop, are you?\No. I just felt like throwing up.\You're just trying to relieve some stress, right?\I was correct in choosing you as an accomplice. response:	If you knew, why did you decide to help me?
context: Let's keep it moving.\You're still going to continue this?\Come now...\You're not going to suggest we stop, are you?\No. I just felt like throwing up.\You're just trying to relieve some stress, right?\I was correct in choosing you as an accomplice.\If you knew, why did you decide to help me? response:	Because I was tired.
context: You're still going to continue this?\Come now...\You're not going to suggest we stop, are you?\No. I just felt like throwing up.\You're just trying to relieve some stress, right?\I was correct in choosing you as an accomplice.\If you knew, why did you decide to help me?\Because I was tired. response:	I think I might have gotten tired of myself.
context: Come now...\You're not going to suggest we stop, are you?\No. I just felt like throwing up.\You're just trying to relieve some stress, right?\I was correct in choosing you as an accomplice.\If you knew, why did you decide to help me?\Because I was tired.\I think I might have gotten tired of myself. response:	I just wanted to know what it felt like to be a fool.
context: You're not going to suggest we stop, are you?\No. I just felt like throwing up.\You're just trying to relieve some stress, right?\I was correct in choosing you as an accomplice.\If you knew, why did you decide to help me?\Because I was tired.\I think I might have gotten tired of myself.\I just wanted to know what it felt like to be a fool. response:	A fool, eh?
context: No. I just felt like throwing up.\You're just trying to relieve some stress, right?\I was correct in choosing you as an accomplice.\If you knew, why did you decide to help me?\Because I was tired.\I think I might have gotten tired of myself.\I just wanted to know what it felt like to be a fool.\A fool, eh? response:	But in the end, we're popular.
context: You're just trying to relieve some stress, right?\I was correct in choosing you as an accomplice.\If you knew, why did you decide to help me?\Because I was tired.\I think I might have gotten tired of myself.\I just wanted to know what it felt like to be a fool.\A fool, eh?\But in the end, we're popular. response:	We've become the heroes of the school.
context: I was correct in choosing you as an accomplice.\If you knew, why did you decide to help me?\Because I was tired.\I think I might have gotten tired of myself.\I just wanted to know what it felt like to be a fool.\A fool, eh?\But in the end, we're popular.\We've become the heroes of the school. response:	So that old-looking guy wanted to be popular?
context: If you knew, why did you decide to help me?\Because I was tired.\I think I might have gotten tired of myself.\I just wanted to know what it felt like to be a fool.\A fool, eh?\But in the end, we're popular.\We've become the heroes of the school.\So that old-looking guy wanted to be popular? response:	I've obtained a much bigger world.
context: Because I was tired.\I think I might have gotten tired of myself.\I just wanted to know what it felt like to be a fool.\A fool, eh?\But in the end, we're popular.\We've become the heroes of the school.\So that old-looking guy wanted to be popular?\I've obtained a much bigger world. response:	By the way, President, did you find any telepaths?
context: I think I might have gotten tired of myself.\I just wanted to know what it felt like to be a fool.\A fool, eh?\But in the end, we're popular.\We've become the heroes of the school.\So that old-looking guy wanted to be popular?\I've obtained a much bigger world.\By the way, President, did you find any telepaths? response:	If I'd found any, I wouldn't be here.
context: I just wanted to know what it felt like to be a fool.\A fool, eh?\But in the end, we're popular.\We've become the heroes of the school.\So that old-looking guy wanted to be popular?\I've obtained a much bigger world.\By the way, President, did you find any telepaths?\If I'd found any, I wouldn't be here. response:	Hey, Inukawa! Putting a bomb there is cheating!
context: A fool, eh?\But in the end, we're popular.\We've become the heroes of the school.\So that old-looking guy wanted to be popular?\I've obtained a much bigger world.\By the way, President, did you find any telepaths?\If I'd found any, I wouldn't be here.\Hey, Inukawa! Putting a bomb there is cheating! response:	Put on Muscle!
context: But in the end, we're popular.\We've become the heroes of the school.\So that old-looking guy wanted to be popular?\I've obtained a much bigger world.\By the way, President, did you find any telepaths?\If I'd found any, I wouldn't be here.\Hey, Inukawa! Putting a bomb there is cheating!\Put on Muscle! response:	Kurata, could you be a little quieter?
context: We've become the heroes of the school.\So that old-looking guy wanted to be popular?\I've obtained a much bigger world.\By the way, President, did you find any telepaths?\If I'd found any, I wouldn't be here.\Hey, Inukawa! Putting a bomb there is cheating!\Put on Muscle!\Kurata, could you be a little quieter? response:	I'm not done talking to him yet.
context: So that old-looking guy wanted to be popular?\I've obtained a much bigger world.\By the way, President, did you find any telepaths?\If I'd found any, I wouldn't be here.\Hey, Inukawa! Putting a bomb there is cheating!\Put on Muscle!\Kurata, could you be a little quieter?\I'm not done talking to him yet. response:	Oh, sorry.
context: I've obtained a much bigger world.\By the way, President, did you find any telepaths?\If I'd found any, I wouldn't be here.\Hey, Inukawa! Putting a bomb there is cheating!\Put on Muscle!\Kurata, could you be a little quieter?\I'm not done talking to him yet.\Oh, sorry. response:	Musashi, that's enough.
context: By the way, President, did you find any telepaths?\If I'd found any, I wouldn't be here.\Hey, Inukawa! Putting a bomb there is cheating!\Put on Muscle!\Kurata, could you be a little quieter?\I'm not done talking to him yet.\Oh, sorry.\Musashi, that's enough. response:	No, it's not! Man up!
context: If I'd found any, I wouldn't be here.\Hey, Inukawa! Putting a bomb there is cheating!\Put on Muscle!\Kurata, could you be a little quieter?\I'm not done talking to him yet.\Oh, sorry.\Musashi, that's enough.\No, it's not! Man up! response:	Go to class, Onigawara!
context: Hey, Inukawa! Putting a bomb there is cheating!\Put on Muscle!\Kurata, could you be a little quieter?\I'm not done talking to him yet.\Oh, sorry.\Musashi, that's enough.\No, it's not! Man up!\Go to class, Onigawara! response:	I've got no place there.
context: Put on Muscle!\Kurata, could you be a little quieter?\I'm not done talking to him yet.\Oh, sorry.\Musashi, that's enough.\No, it's not! Man up!\Go to class, Onigawara!\I've got no place there. response:	None of my friends will even talk to me anymore.
context: Kurata, could you be a little quieter?\I'm not done talking to him yet.\Oh, sorry.\Musashi, that's enough.\No, it's not! Man up!\Go to class, Onigawara!\I've got no place there.\None of my friends will even talk to me anymore. response:	Oh, a visitor...
context: I'm not done talking to him yet.\Oh, sorry.\Musashi, that's enough.\No, it's not! Man up!\Go to class, Onigawara!\I've got no place there.\None of my friends will even talk to me anymore.\Oh, a visitor... response:	The student council president!
context: Oh, sorry.\Musashi, that's enough.\No, it's not! Man up!\Go to class, Onigawara!\I've got no place there.\None of my friends will even talk to me anymore.\Oh, a visitor...\The student council president! response:	I see this place is as rotten as they say.
context: Musashi, that's enough.\No, it's not! Man up!\Go to class, Onigawara!\I've got no place there.\None of my friends will even talk to me anymore.\Oh, a visitor...\The student council president!\I see this place is as rotten as they say. response:	More importantly...
context: No, it's not! Man up!\Go to class, Onigawara!\I've got no place there.\None of my friends will even talk to me anymore.\Oh, a visitor...\The student council president!\I see this place is as rotten as they say.\More importantly... response:	What are you doing here, Onigawara-kun?
context: Go to class, Onigawara!\I've got no place there.\None of my friends will even talk to me anymore.\Oh, a visitor...\The student council president!\I see this place is as rotten as they say.\More importantly...\What are you doing here, Onigawara-kun? response:	Put on Muscle! Burn the Fat!
context: I've got no place there.\None of my friends will even talk to me anymore.\Oh, a visitor...\The student council president!\I see this place is as rotten as they say.\More importantly...\What are you doing here, Onigawara-kun?\Put on Muscle! Burn the Fat! response:	Infiltrating the school when you haven't been showing up to class?
context: None of my friends will even talk to me anymore.\Oh, a visitor...\The student council president!\I see this place is as rotten as they say.\More importantly...\What are you doing here, Onigawara-kun?\Put on Muscle! Burn the Fat!\Infiltrating the school when you haven't been showing up to class? response:	No!
