context: -OP- response:	-ED-
context: He is always doing stuff I can't.\I'm no match to him after all.\Eins, zwei, drei!\You all passed! Congratulations, Esquires!\Yes!\To celebrate...\we'll have pancakes!\Huh? Pancakes? response:	Can't we at least have barbeque?!
context: I'm no match to him after all.\Eins, zwei, drei!\You all passed! Congratulations, Esquires!\Yes!\To celebrate...\we'll have pancakes!\Huh? Pancakes?\Can't we at least have barbeque?! response:	You as an Exorcist...
context: Eins, zwei, drei!\You all passed! Congratulations, Esquires!\Yes!\To celebrate...\we'll have pancakes!\Huh? Pancakes?\Can't we at least have barbeque?!\You as an Exorcist... response:	Yeah! I'll help everyone!
context: You all passed! Congratulations, Esquires!\Yes!\To celebrate...\we'll have pancakes!\Huh? Pancakes?\Can't we at least have barbeque?!\You as an Exorcist...\Yeah! I'll help everyone! response:	Can you fight at all?
context: Yes!\To celebrate...\we'll have pancakes!\Huh? Pancakes?\Can't we at least have barbeque?!\You as an Exorcist...\Yeah! I'll help everyone!\Can you fight at all? response:	I'll do my best!
context: To celebrate...\we'll have pancakes!\Huh? Pancakes?\Can't we at least have barbeque?!\You as an Exorcist...\Yeah! I'll help everyone!\Can you fight at all?\I'll do my best! response:	I'm sorry about professor Neuhaus' actions.
context: we'll have pancakes!\Huh? Pancakes?\Can't we at least have barbeque?!\You as an Exorcist...\Yeah! I'll help everyone!\Can you fight at all?\I'll do my best!\I'm sorry about professor Neuhaus' actions. response:	I didn't think a teacher would get so carried away by emotions.
context: Huh? Pancakes?\Can't we at least have barbeque?!\You as an Exorcist...\Yeah! I'll help everyone!\Can you fight at all?\I'll do my best!\I'm sorry about professor Neuhaus' actions.\I didn't think a teacher would get so carried away by emotions. response:	I'll prevent further events like this.
context: Can't we at least have barbeque?!\You as an Exorcist...\Yeah! I'll help everyone!\Can you fight at all?\I'll do my best!\I'm sorry about professor Neuhaus' actions.\I didn't think a teacher would get so carried away by emotions.\I'll prevent further events like this. response:	Please.
context: You as an Exorcist...\Yeah! I'll help everyone!\Can you fight at all?\I'll do my best!\I'm sorry about professor Neuhaus' actions.\I didn't think a teacher would get so carried away by emotions.\I'll prevent further events like this.\Please. response:	Mr. Okumura, are you okay with lemonade?
context: Yeah! I'll help everyone!\Can you fight at all?\I'll do my best!\I'm sorry about professor Neuhaus' actions.\I didn't think a teacher would get so carried away by emotions.\I'll prevent further events like this.\Please.\Mr. Okumura, are you okay with lemonade? response:	Yeah, lemonade's fine.
context: Can you fight at all?\I'll do my best!\I'm sorry about professor Neuhaus' actions.\I didn't think a teacher would get so carried away by emotions.\I'll prevent further events like this.\Please.\Mr. Okumura, are you okay with lemonade?\Yeah, lemonade's fine. response:	It's me.
context: I'll do my best!\I'm sorry about professor Neuhaus' actions.\I didn't think a teacher would get so carried away by emotions.\I'll prevent further events like this.\Please.\Mr. Okumura, are you okay with lemonade?\Yeah, lemonade's fine.\It's me. response:	Yes.
context: I'm sorry about professor Neuhaus' actions.\I didn't think a teacher would get so carried away by emotions.\I'll prevent further events like this.\Please.\Mr. Okumura, are you okay with lemonade?\Yeah, lemonade's fine.\It's me.\Yes. response:	Neuhaus did just as I instructed him, but apparently it was too much for him.
context: I didn't think a teacher would get so carried away by emotions.\I'll prevent further events like this.\Please.\Mr. Okumura, are you okay with lemonade?\Yeah, lemonade's fine.\It's me.\Yes.\Neuhaus did just as I instructed him, but apparently it was too much for him. response:	Come to True Cross Academy right away.
context: I'll prevent further events like this.\Please.\Mr. Okumura, are you okay with lemonade?\Yeah, lemonade's fine.\It's me.\Yes.\Neuhaus did just as I instructed him, but apparently it was too much for him.\Come to True Cross Academy right away. response:	I can't enter the campus because of your barriers, Brother.
context: Please.\Mr. Okumura, are you okay with lemonade?\Yeah, lemonade's fine.\It's me.\Yes.\Neuhaus did just as I instructed him, but apparently it was too much for him.\Come to True Cross Academy right away.\I can't enter the campus because of your barriers, Brother. response:	Neuhaus will lead you through.
context: Mr. Okumura, are you okay with lemonade?\Yeah, lemonade's fine.\It's me.\Yes.\Neuhaus did just as I instructed him, but apparently it was too much for him.\Come to True Cross Academy right away.\I can't enter the campus because of your barriers, Brother.\Neuhaus will lead you through. response:	We'll talk about the details later. Get it?
context: Yeah, lemonade's fine.\It's me.\Yes.\Neuhaus did just as I instructed him, but apparently it was too much for him.\Come to True Cross Academy right away.\I can't enter the campus because of your barriers, Brother.\Neuhaus will lead you through.\We'll talk about the details later. Get it? response:	Understood.
context: It's me.\Yes.\Neuhaus did just as I instructed him, but apparently it was too much for him.\Come to True Cross Academy right away.\I can't enter the campus because of your barriers, Brother.\Neuhaus will lead you through.\We'll talk about the details later. Get it?\Understood. response:	This should be ready!
context: Yes.\Neuhaus did just as I instructed him, but apparently it was too much for him.\Come to True Cross Academy right away.\I can't enter the campus because of your barriers, Brother.\Neuhaus will lead you through.\We'll talk about the details later. Get it?\Understood.\This should be ready! response:	Whoa, looks so yummy! I'll help myself!
context: Neuhaus did just as I instructed him, but apparently it was too much for him.\Come to True Cross Academy right away.\I can't enter the campus because of your barriers, Brother.\Neuhaus will lead you through.\We'll talk about the details later. Get it?\Understood.\This should be ready!\Whoa, looks so yummy! I'll help myself! response:	Oi! Wait a second, hey!
context: Come to True Cross Academy right away.\I can't enter the campus because of your barriers, Brother.\Neuhaus will lead you through.\We'll talk about the details later. Get it?\Understood.\This should be ready!\Whoa, looks so yummy! I'll help myself!\Oi! Wait a second, hey! response:	Father and Brother are so obsessed with this Rin Okumura. I wonder how strong he is.
context: I can't enter the campus because of your barriers, Brother.\Neuhaus will lead you through.\We'll talk about the details later. Get it?\Understood.\This should be ready!\Whoa, looks so yummy! I'll help myself!\Oi! Wait a second, hey!\Father and Brother are so obsessed with this Rin Okumura. I wonder how strong he is. response:	Hope he'll be good to kill my boredom.
context: Neuhaus will lead you through.\We'll talk about the details later. Get it?\Understood.\This should be ready!\Whoa, looks so yummy! I'll help myself!\Oi! Wait a second, hey!\Father and Brother are so obsessed with this Rin Okumura. I wonder how strong he is.\Hope he'll be good to kill my boredom. response:	Now, let's have some...
context: We'll talk about the details later. Get it?\Understood.\This should be ready!\Whoa, looks so yummy! I'll help myself!\Oi! Wait a second, hey!\Father and Brother are so obsessed with this Rin Okumura. I wonder how strong he is.\Hope he'll be good to kill my boredom.\Now, let's have some... response:	Hey, don't touch that!
context: Understood.\This should be ready!\Whoa, looks so yummy! I'll help myself!\Oi! Wait a second, hey!\Father and Brother are so obsessed with this Rin Okumura. I wonder how strong he is.\Hope he'll be good to kill my boredom.\Now, let's have some...\Hey, don't touch that! response:	Cheese, pork and mochi pancake is one of my top three favorites!
context: This should be ready!\Whoa, looks so yummy! I'll help myself!\Oi! Wait a second, hey!\Father and Brother are so obsessed with this Rin Okumura. I wonder how strong he is.\Hope he'll be good to kill my boredom.\Now, let's have some...\Hey, don't touch that!\Cheese, pork and mochi pancake is one of my top three favorites! response:	You might be the Principal, but this is first come, first serve.
context: Whoa, looks so yummy! I'll help myself!\Oi! Wait a second, hey!\Father and Brother are so obsessed with this Rin Okumura. I wonder how strong he is.\Hope he'll be good to kill my boredom.\Now, let's have some...\Hey, don't touch that!\Cheese, pork and mochi pancake is one of my top three favorites!\You might be the Principal, but this is first come, first serve. response:	Hot! Too hot!
context: Oi! Wait a second, hey!\Father and Brother are so obsessed with this Rin Okumura. I wonder how strong he is.\Hope he'll be good to kill my boredom.\Now, let's have some...\Hey, don't touch that!\Cheese, pork and mochi pancake is one of my top three favorites!\You might be the Principal, but this is first come, first serve.\Hot! Too hot! response:	You demon!
context: Father and Brother are so obsessed with this Rin Okumura. I wonder how strong he is.\Hope he'll be good to kill my boredom.\Now, let's have some...\Hey, don't touch that!\Cheese, pork and mochi pancake is one of my top three favorites!\You might be the Principal, but this is first come, first serve.\Hot! Too hot!\You demon! response:	You will kill it?
context: Hope he'll be good to kill my boredom.\Now, let's have some...\Hey, don't touch that!\Cheese, pork and mochi pancake is one of my top three favorites!\You might be the Principal, but this is first come, first serve.\Hot! Too hot!\You demon!\You will kill it? response:	There's no Exorcist at the Academy able to tame a demon of that level.
context: Now, let's have some...\Hey, don't touch that!\Cheese, pork and mochi pancake is one of my top three favorites!\You might be the Principal, but this is first come, first serve.\Hot! Too hot!\You demon!\You will kill it?\There's no Exorcist at the Academy able to tame a demon of that level. response:	Shiro is dead. He's dead.
context: Hey, don't touch that!\Cheese, pork and mochi pancake is one of my top three favorites!\You might be the Principal, but this is first come, first serve.\Hot! Too hot!\You demon!\You will kill it?\There's no Exorcist at the Academy able to tame a demon of that level.\Shiro is dead. He's dead. response:	You're liars!
context: Cheese, pork and mochi pancake is one of my top three favorites!\You might be the Principal, but this is first come, first serve.\Hot! Too hot!\You demon!\You will kill it?\There's no Exorcist at the Academy able to tame a demon of that level.\Shiro is dead. He's dead.\You're liars! response:	Surprise
context: You might be the Principal, but this is first come, first serve.\Hot! Too hot!\You demon!\You will kill it?\There's no Exorcist at the Academy able to tame a demon of that level.\Shiro is dead. He's dead.\You're liars!\Surprise response:	Surprise
context: Hot! Too hot!\You demon!\You will kill it?\There's no Exorcist at the Academy able to tame a demon of that level.\Shiro is dead. He's dead.\You're liars!\Surprise\Surprise response:	Surprise
context: You demon!\You will kill it?\There's no Exorcist at the Academy able to tame a demon of that level.\Shiro is dead. He's dead.\You're liars!\Surprise\Surprise\Surprise response:	Episode 9 szia Memories
context: You will kill it?\There's no Exorcist at the Academy able to tame a demon of that level.\Shiro is dead. He's dead.\You're liars!\Surprise\Surprise\Surprise\Episode 9 szia Memories response:	Mameshiba
context: There's no Exorcist at the Academy able to tame a demon of that level.\Shiro is dead. He's dead.\You're liars!\Surprise\Surprise\Surprise\Episode 9 szia Memories\Mameshiba response:	Babyshiba tuwned into fwuits.
context: Shiro is dead. He's dead.\You're liars!\Surprise\Surprise\Surprise\Episode 9 szia Memories\Mameshiba\Babyshiba tuwned into fwuits. response:	oppai ni
context: You're liars!\Surprise\Surprise\Surprise\Episode 9 szia Memories\Mameshiba\Babyshiba tuwned into fwuits.\oppai ni response:	mero mero
context: Surprise\Surprise\Surprise\Episode 9 szia Memories\Mameshiba\Babyshiba tuwned into fwuits.\oppai ni\mero mero response:	meronshiba
context: Surprise\Surprise\Episode 9 szia Memories\Mameshiba\Babyshiba tuwned into fwuits.\oppai ni\mero mero\meronshiba response:	oppai
context: Surprise\Episode 9 szia Memories\Mameshiba\Babyshiba tuwned into fwuits.\oppai ni\mero mero\meronshiba\oppai response:	sui sui
context: Episode 9 szia Memories\Mameshiba\Babyshiba tuwned into fwuits.\oppai ni\mero mero\meronshiba\oppai\sui sui response:	suikashiba
context: Mameshiba\Babyshiba tuwned into fwuits.\oppai ni\mero mero\meronshiba\oppai\sui sui\suikashiba response:	oppai
context: Babyshiba tuwned into fwuits.\oppai ni\mero mero\meronshiba\oppai\sui sui\suikashiba\oppai response:	yada mon
context: oppai ni\mero mero\meronshiba\oppai\sui sui\suikashiba\oppai\yada mon response:	remonshiba
context: mero mero\meronshiba\oppai\sui sui\suikashiba\oppai\yada mon\remonshiba response:	oppai
context: meronshiba\oppai\sui sui\suikashiba\oppai\yada mon\remonshiba\oppai response:	rin rin
context: oppai\sui sui\suikashiba\oppai\yada mon\remonshiba\oppai\rin rin response:	ringoshiba
context: sui sui\suikashiba\oppai\yada mon\remonshiba\oppai\rin rin\ringoshiba response:	oppai ni
context: suikashiba\oppai\yada mon\remonshiba\oppai\rin rin\ringoshiba\oppai ni response:	sukedachi
context: oppai\yada mon\remonshiba\oppai\rin rin\ringoshiba\oppai ni\sukedachi response:	sudachishiba
context: yada mon\remonshiba\oppai\rin rin\ringoshiba\oppai ni\sukedachi\sudachishiba response:	oppai
context: remonshiba\oppai\rin rin\ringoshiba\oppai ni\sukedachi\sudachishiba\oppai response:	ran ran
context: oppai\rin rin\ringoshiba\oppai ni\sukedachi\sudachishiba\oppai\ran ran response:	ranbuutan
context: rin rin\ringoshiba\oppai ni\sukedachi\sudachishiba\oppai\ran ran\ranbuutan response:	drinking milk
context: ringoshiba\oppai ni\sukedachi\sudachishiba\oppai\ran ran\ranbuutan\drinking milk response:	melon-melon
context: oppai ni\sukedachi\sudachishiba\oppai\ran ran\ranbuutan\drinking milk\melon-melon response:	melonshiba
context: sukedachi\sudachishiba\oppai\ran ran\ranbuutan\drinking milk\melon-melon\melonshiba response:	milk
context: sudachishiba\oppai\ran ran\ranbuutan\drinking milk\melon-melon\melonshiba\milk response:	water-water
context: oppai\ran ran\ranbuutan\drinking milk\melon-melon\melonshiba\milk\water-water response:	watermelonshiba
context: ran ran\ranbuutan\drinking milk\melon-melon\melonshiba\milk\water-water\watermelonshiba response:	milk
context: ranbuutan\drinking milk\melon-melon\melonshiba\milk\water-water\watermelonshiba\milk response:	don't want
context: drinking milk\melon-melon\melonshiba\milk\water-water\watermelonshiba\milk\don't want response:	lemonshiba
context: melon-melon\melonshiba\milk\water-water\watermelonshiba\milk\don't want\lemonshiba response:	milk
context: melonshiba\milk\water-water\watermelonshiba\milk\don't want\lemonshiba\milk response:	app-app
context: milk\water-water\watermelonshiba\milk\don't want\lemonshiba\milk\app-app response:	appleshiba
context: water-water\watermelonshiba\milk\don't want\lemonshiba\milk\app-app\appleshiba response:	drinking milk
context: watermelonshiba\milk\don't want\lemonshiba\milk\app-app\appleshiba\drinking milk response:	little fighter
context: milk\don't want\lemonshiba\milk\app-app\appleshiba\drinking milk\little fighter response:	limeshiba
context: don't want\lemonshiba\milk\app-app\appleshiba\drinking milk\little fighter\limeshiba response:	milk
context: lemonshiba\milk\app-app\appleshiba\drinking milk\little fighter\limeshiba\milk response:	ram-ram
context: milk\app-app\appleshiba\drinking milk\little fighter\limeshiba\milk\ram-ram response:	rambutan
context: app-app\appleshiba\drinking milk\little fighter\limeshiba\milk\ram-ram\rambutan response:	Hurray!
context: appleshiba\drinking milk\little fighter\limeshiba\milk\ram-ram\rambutan\Hurray! response:	Congratulations,
context: drinking milk\little fighter\limeshiba\milk\ram-ram\rambutan\Hurray!\Congratulations, response:	Esquires!
context: little fighter\limeshiba\milk\ram-ram\rambutan\Hurray!\Congratulations,\Esquires! response:	Pancakes
context: limeshiba\milk\ram-ram\rambutan\Hurray!\Congratulations,\Esquires!\Pancakes response:	Pancakes
context: milk\ram-ram\rambutan\Hurray!\Congratulations,\Esquires!\Pancakes\Pancakes response:	Ice
context: ram-ram\rambutan\Hurray!\Congratulations,\Esquires!\Pancakes\Pancakes\Ice response:	Amaimon
context: rambutan\Hurray!\Congratulations,\Esquires!\Pancakes\Pancakes\Ice\Amaimon response:	Amaimon
context: Hurray!\Congratulations,\Esquires!\Pancakes\Pancakes\Ice\Amaimon\Amaimon response:	Amaimon
context: Congratulations,\Esquires!\Pancakes\Pancakes\Ice\Amaimon\Amaimon\Amaimon response:	Amaimon
context: Esquires!\Pancakes\Pancakes\Ice\Amaimon\Amaimon\Amaimon\Amaimon response:	Amaimon
context: Pancakes\Pancakes\Ice\Amaimon\Amaimon\Amaimon\Amaimon\Amaimon response:	Amaimon
context: Pancakes\Ice\Amaimon\Amaimon\Amaimon\Amaimon\Amaimon\Amaimon response:	Amaimon
context: Ice\Amaimon\Amaimon\Amaimon\Amaimon\Amaimon\Amaimon\Amaimon response:	Amaimon
context: Amaimon\Amaimon\Amaimon\Amaimon\Amaimon\Amaimon\Amaimon\Amaimon response:	Next Episode Preview
context: Amaimon\Amaimon\Amaimon\Amaimon\Amaimon\Amaimon\Amaimon\Next Episode Preview response:	Cat Sith
context: Amaimon\Amaimon\Amaimon\Amaimon\Amaimon\Amaimon\Next Episode Preview\Cat Sith response:	The Blue Exorcist
context: Amaimon\Amaimon\Amaimon\Amaimon\Amaimon\Next Episode Preview\Cat Sith\The Blue Exorcist response:	sei wo uke sorezore ga jinsei wo ouka
context: Amaimon\Amaimon\Amaimon\Amaimon\Next Episode Preview\Cat Sith\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka response:	nou no black box wo shiru sore wa kou ka
context: Amaimon\Amaimon\Amaimon\Next Episode Preview\Cat Sith\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka response:	you wa limit line wo subete ryouga
context: Amaimon\Amaimon\Next Episode Preview\Cat Sith\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga response:	saa ikou ka fumidasu sore wa kyou da
context: Amaimon\Next Episode Preview\Cat Sith\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da response:	yappa hibi wa ika sen kou sotsunaku konashitecha no no
context: Next Episode Preview\Cat Sith\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no response:	stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)
context: Cat Sith\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go) response:	todokanu mono ya kagiri aru mono ni
context: The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni response:	atsuku naru mune wo osaetsukeru no wa
context: sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa response:	rikai mo sezu osaetsukeyou to shitekita
context: nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita response:	ano otonatachi to onaji jan ka yo
context: you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo response:	doushitatte kanawanai esoragoto darou ga
context: saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga response:	mune wo moyasu hi wa dare ni mo keseya shinai
context: yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai response:	sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo
context: stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo response:	mada ore wa kawareru jibun de kaetemiseru
context: todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru response:	kore ga sou pride sorezore no basho de
context: atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de response:	mada mada kieru na kokoro no hi wo
context: rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo response:	mada mada ikeru zo ikeru zo
context: ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo response:	After birth, people live as they wish
context: doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish response:	They then learn the black box in their head; is that bliss?
context: mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss? response:	Just cross over, beyond the line of your limit
context: sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit response:	Let's go, take a step, and I mean this minute
context: mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute response:	Life's a bitch, so if it's easy, you're doing it wrong
context: kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong response:	Stop, which way is the world going? Then ignore it and go wherever (here we go)
context: mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go) response:	There are things I could never have, things with time
context: mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time response:	Is there a reason I force my heart upon them?
context: After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them? response:	I never tried to understand, I just forced it on them
context: They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them response:	I'm no better than those lifeless adults
context: Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults response:	Even if it's just a pipe dream I could never have
context: Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have response:	But no one can put out the fire in my heart
context: Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart response:	The black rain may pour hard and leave me drenched
context: Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched response:	But I know I can change, I will change myself
context: There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself response:	This is my pride, what makes up my core
context: Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core response:	I won't let my fire be put out; not yet
context: I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet response:	I'll keep going, and I'll never stop
context: I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop response:	Kimi to deatta no wa
context: Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa response:	Tada no guuzen ja nai
context: But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai response:	Kore wo unmei to yobunda
