context: Hey, are you the bastards trying to make a power grab around here lately? response:	Akura-oh and Tomoe, I believe it was.
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	Record of Worshipers
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers response:	The egg!
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\The egg! response:	It cracked! It's the first day, and it cracked!
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\The egg!\It cracked! It's the first day, and it cracked! response:	hhhhhhhBoo hhhhhoo hhhoo hoo
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\The egg!\It cracked! It's the first day, and it cracked!\hhhhhhhBoo hhhhhoo hhhoo hoo response:	hhhhhhhhhhhhhhhGood hhhhhhhhhhhhhhboy, hhhhhhhhhhgood hhhhhhboy, hgood boy
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\Record of Worshipers\The egg!\It cracked! It's the first day, and it cracked!\hhhhhhhBoo hhhhhoo hhhoo hoo\hhhhhhhhhhhhhhhGood hhhhhhhhhhhhhhboy, hhhhhhhhhhgood hhhhhhboy, hgood boy response:	A ahh ahhh hhhhh
context: Record of Worshipers\Record of Worshipers\Record of Worshipers\The egg!\It cracked! It's the first day, and it cracked!\hhhhhhhBoo hhhhhoo hhhoo hoo\hhhhhhhhhhhhhhhGood hhhhhhhhhhhhhhboy, hhhhhhhhhhgood hhhhhhboy, hgood boy\A ahh ahhh hhhhh response:	It's all over,hh it's allhhh over, hhhhhh it's allhhhhhhhhhh overhhhhhhhhhhhhhhh
context: Record of Worshipers\Record of Worshipers\The egg!\It cracked! It's the first day, and it cracked!\hhhhhhhBoo hhhhhoo hhhoo hoo\hhhhhhhhhhhhhhhGood hhhhhhhhhhhhhhboy, hhhhhhhhhhgood hhhhhhboy, hgood boy\A ahh ahhh hhhhh\It's all over,hh it's allhhh over, hhhhhh it's allhhhhhhhhhh overhhhhhhhhhhhhhhh response:	Now, now. Dear Mizuki didn't mean to do that.
context: Record of Worshipers\The egg!\It cracked! It's the first day, and it cracked!\hhhhhhhBoo hhhhhoo hhhoo hoo\hhhhhhhhhhhhhhhGood hhhhhhhhhhhhhhboy, hhhhhhhhhhgood hhhhhhboy, hgood boy\A ahh ahhh hhhhh\It's all over,hh it's allhhh over, hhhhhh it's allhhhhhhhhhh overhhhhhhhhhhhhhhh\Now, now. Dear Mizuki didn't mean to do that. response:	Go easy on him.
context: The egg!\It cracked! It's the first day, and it cracked!\hhhhhhhBoo hhhhhoo hhhoo hoo\hhhhhhhhhhhhhhhGood hhhhhhhhhhhhhhboy, hhhhhhhhhhgood hhhhhhboy, hgood boy\A ahh ahhh hhhhh\It's all over,hh it's allhhh over, hhhhhh it's allhhhhhhhhhh overhhhhhhhhhhhhhhh\Now, now. Dear Mizuki didn't mean to do that.\Go easy on him. response:	What? No way.
context: It cracked! It's the first day, and it cracked!\hhhhhhhBoo hhhhhoo hhhoo hoo\hhhhhhhhhhhhhhhGood hhhhhhhhhhhhhhboy, hhhhhhhhhhgood hhhhhhboy, hgood boy\A ahh ahhh hhhhh\It's all over,hh it's allhhh over, hhhhhh it's allhhhhhhhhhh overhhhhhhhhhhhhhhh\Now, now. Dear Mizuki didn't mean to do that.\Go easy on him.\What? No way. response:	Is the daemon about to be born?
context: hhhhhhhBoo hhhhhoo hhhoo hoo\hhhhhhhhhhhhhhhGood hhhhhhhhhhhhhhboy, hhhhhhhhhhgood hhhhhhboy, hgood boy\A ahh ahhh hhhhh\It's all over,hh it's allhhh over, hhhhhh it's allhhhhhhhhhh overhhhhhhhhhhhhhhh\Now, now. Dear Mizuki didn't mean to do that.\Go easy on him.\What? No way.\Is the daemon about to be born? response:	Th-The daemon is a baby monkey?
context: hhhhhhhhhhhhhhhGood hhhhhhhhhhhhhhboy, hhhhhhhhhhgood hhhhhhboy, hgood boy\A ahh ahhh hhhhh\It's all over,hh it's allhhh over, hhhhhh it's allhhhhhhhhhh overhhhhhhhhhhhhhhh\Now, now. Dear Mizuki didn't mean to do that.\Go easy on him.\What? No way.\Is the daemon about to be born?\Th-The daemon is a baby monkey? response:	It is an unfinished brute that hatched too soon.
context: A ahh ahhh hhhhh\It's all over,hh it's allhhh over, hhhhhh it's allhhhhhhhhhh overhhhhhhhhhhhhhhh\Now, now. Dear Mizuki didn't mean to do that.\Go easy on him.\What? No way.\Is the daemon about to be born?\Th-The daemon is a baby monkey?\It is an unfinished brute that hatched too soon. response:	You are not likely to pass Otohiko's test with it.
context: It's all over,hh it's allhhh over, hhhhhh it's allhhhhhhhhhh overhhhhhhhhhhhhhhh\Now, now. Dear Mizuki didn't mean to do that.\Go easy on him.\What? No way.\Is the daemon about to be born?\Th-The daemon is a baby monkey?\It is an unfinished brute that hatched too soon.\You are not likely to pass Otohiko's test with it. response:	Give up.
context: Now, now. Dear Mizuki didn't mean to do that.\Go easy on him.\What? No way.\Is the daemon about to be born?\Th-The daemon is a baby monkey?\It is an unfinished brute that hatched too soon.\You are not likely to pass Otohiko's test with it.\Give up. response:	It didn't go quite as planned, but...
context: Go easy on him.\What? No way.\Is the daemon about to be born?\Th-The daemon is a baby monkey?\It is an unfinished brute that hatched too soon.\You are not likely to pass Otohiko's test with it.\Give up.\It didn't go quite as planned, but... response:	Well, it'll work out somehow.
context: What? No way.\Is the daemon about to be born?\Th-The daemon is a baby monkey?\It is an unfinished brute that hatched too soon.\You are not likely to pass Otohiko's test with it.\Give up.\It didn't go quite as planned, but...\Well, it'll work out somehow. response:	Do not run.
context: Is the daemon about to be born?\Th-The daemon is a baby monkey?\It is an unfinished brute that hatched too soon.\You are not likely to pass Otohiko's test with it.\Give up.\It didn't go quite as planned, but...\Well, it'll work out somehow.\Do not run. response:	But we missed the bus!
context: Th-The daemon is a baby monkey?\It is an unfinished brute that hatched too soon.\You are not likely to pass Otohiko's test with it.\Give up.\It didn't go quite as planned, but...\Well, it'll work out somehow.\Do not run.\But we missed the bus! response:	Hurry up, will you?
context: It is an unfinished brute that hatched too soon.\You are not likely to pass Otohiko's test with it.\Give up.\It didn't go quite as planned, but...\Well, it'll work out somehow.\Do not run.\But we missed the bus!\Hurry up, will you? response:	Why did you bring the monkey with you?
context: You are not likely to pass Otohiko's test with it.\Give up.\It didn't go quite as planned, but...\Well, it'll work out somehow.\Do not run.\But we missed the bus!\Hurry up, will you?\Why did you bring the monkey with you? response:	What? Oh, it already hatched, but I've still got seven days.
context: Give up.\It didn't go quite as planned, but...\Well, it'll work out somehow.\Do not run.\But we missed the bus!\Hurry up, will you?\Why did you bring the monkey with you?\What? Oh, it already hatched, but I've still got seven days. response:	Otohiko said that it draws sustenance from my chi, so...
context: It didn't go quite as planned, but...\Well, it'll work out somehow.\Do not run.\But we missed the bus!\Hurry up, will you?\Why did you bring the monkey with you?\What? Oh, it already hatched, but I've still got seven days.\Otohiko said that it draws sustenance from my chi, so... response:	If I'm careful raising you, I bet you'll grow up to be a great daemon!
context: Well, it'll work out somehow.\Do not run.\But we missed the bus!\Hurry up, will you?\Why did you bring the monkey with you?\What? Oh, it already hatched, but I've still got seven days.\Otohiko said that it draws sustenance from my chi, so...\If I'm careful raising you, I bet you'll grow up to be a great daemon! response:	This tiny vermin? No matter how you raise it, I doubt it'll be much use.
context: Do not run.\But we missed the bus!\Hurry up, will you?\Why did you bring the monkey with you?\What? Oh, it already hatched, but I've still got seven days.\Otohiko said that it draws sustenance from my chi, so...\If I'm careful raising you, I bet you'll grow up to be a great daemon!\This tiny vermin? No matter how you raise it, I doubt it'll be much use. response:	This little one needs me, and that's all that matters.
context: But we missed the bus!\Hurry up, will you?\Why did you bring the monkey with you?\What? Oh, it already hatched, but I've still got seven days.\Otohiko said that it draws sustenance from my chi, so...\If I'm careful raising you, I bet you'll grow up to be a great daemon!\This tiny vermin? No matter how you raise it, I doubt it'll be much use.\This little one needs me, and that's all that matters. response:	I'm good as long as it grows up healthy.
context: Hurry up, will you?\Why did you bring the monkey with you?\What? Oh, it already hatched, but I've still got seven days.\Otohiko said that it draws sustenance from my chi, so...\If I'm careful raising you, I bet you'll grow up to be a great daemon!\This tiny vermin? No matter how you raise it, I doubt it'll be much use.\This little one needs me, and that's all that matters.\I'm good as long as it grows up healthy. response:	I am the one who shall be of use to you.
context: Why did you bring the monkey with you?\What? Oh, it already hatched, but I've still got seven days.\Otohiko said that it draws sustenance from my chi, so...\If I'm careful raising you, I bet you'll grow up to be a great daemon!\This tiny vermin? No matter how you raise it, I doubt it'll be much use.\This little one needs me, and that's all that matters.\I'm good as long as it grows up healthy.\I am the one who shall be of use to you. response:	What?
context: What? Oh, it already hatched, but I've still got seven days.\Otohiko said that it draws sustenance from my chi, so...\If I'm careful raising you, I bet you'll grow up to be a great daemon!\This tiny vermin? No matter how you raise it, I doubt it'll be much use.\This little one needs me, and that's all that matters.\I'm good as long as it grows up healthy.\I am the one who shall be of use to you.\What? response:	Because I am yours.
context: Otohiko said that it draws sustenance from my chi, so...\If I'm careful raising you, I bet you'll grow up to be a great daemon!\This tiny vermin? No matter how you raise it, I doubt it'll be much use.\This little one needs me, and that's all that matters.\I'm good as long as it grows up healthy.\I am the one who shall be of use to you.\What?\Because I am yours. response:	Th-That's true.
context: If I'm careful raising you, I bet you'll grow up to be a great daemon!\This tiny vermin? No matter how you raise it, I doubt it'll be much use.\This little one needs me, and that's all that matters.\I'm good as long as it grows up healthy.\I am the one who shall be of use to you.\What?\Because I am yours.\Th-That's true. response:	Oh, come on. Let's hurry.
context: This tiny vermin? No matter how you raise it, I doubt it'll be much use.\This little one needs me, and that's all that matters.\I'm good as long as it grows up healthy.\I am the one who shall be of use to you.\What?\Because I am yours.\Th-That's true.\Oh, come on. Let's hurry. response:	Or we'll be late!
context: This little one needs me, and that's all that matters.\I'm good as long as it grows up healthy.\I am the one who shall be of use to you.\What?\Because I am yours.\Th-That's true.\Oh, come on. Let's hurry.\Or we'll be late! response:	R-Right.
context: I'm good as long as it grows up healthy.\I am the one who shall be of use to you.\What?\Because I am yours.\Th-That's true.\Oh, come on. Let's hurry.\Or we'll be late!\R-Right. response:	My own words shocked me.
context: I am the one who shall be of use to you.\What?\Because I am yours.\Th-That's true.\Oh, come on. Let's hurry.\Or we'll be late!\R-Right.\My own words shocked me. response:	What the hell was that?
context: What?\Because I am yours.\Th-That's true.\Oh, come on. Let's hurry.\Or we'll be late!\R-Right.\My own words shocked me.\What the hell was that? response:	I am utterly thrown.
context: Because I am yours.\Th-That's true.\Oh, come on. Let's hurry.\Or we'll be late!\R-Right.\My own words shocked me.\What the hell was that?\I am utterly thrown. response:	I am yours.
context: Th-That's true.\Oh, come on. Let's hurry.\Or we'll be late!\R-Right.\My own words shocked me.\What the hell was that?\I am utterly thrown.\I am yours. response:	I am yours. I am yours. I am yours. I am yours.
context: Oh, come on. Let's hurry.\Or we'll be late!\R-Right.\My own words shocked me.\What the hell was that?\I am utterly thrown.\I am yours.\I am yours. I am yours. I am yours. I am yours. response:	What's up with her?
context: Or we'll be late!\R-Right.\My own words shocked me.\What the hell was that?\I am utterly thrown.\I am yours.\I am yours. I am yours. I am yours. I am yours.\What's up with her? response:	She's smirking all by herself.
context: R-Right.\My own words shocked me.\What the hell was that?\I am utterly thrown.\I am yours.\I am yours. I am yours. I am yours. I am yours.\What's up with her?\She's smirking all by herself. response:	What Nanami was researching at the library was technically still daemon related.
context: My own words shocked me.\What the hell was that?\I am utterly thrown.\I am yours.\I am yours. I am yours. I am yours. I am yours.\What's up with her?\She's smirking all by herself.\What Nanami was researching at the library was technically still daemon related. response:	Why Daemons Are Exploitation As Spirits
context: What the hell was that?\I am utterly thrown.\I am yours.\I am yours. I am yours. I am yours. I am yours.\What's up with her?\She's smirking all by herself.\What Nanami was researching at the library was technically still daemon related.\Why Daemons Are Exploitation As Spirits response:	Little girl.
context: I am utterly thrown.\I am yours.\I am yours. I am yours. I am yours. I am yours.\What's up with her?\She's smirking all by herself.\What Nanami was researching at the library was technically still daemon related.\Why Daemons Are Exploitation As Spirits\Little girl. response:	Why Daemons Are Exploitation As Spirits
context: I am yours.\I am yours. I am yours. I am yours. I am yours.\What's up with her?\She's smirking all by herself.\What Nanami was researching at the library was technically still daemon related.\Why Daemons Are Exploitation As Spirits\Little girl.\Why Daemons Are Exploitation As Spirits response:	Why Daemons Are Exploitation As Spirits
context: I am yours. I am yours. I am yours. I am yours.\What's up with her?\She's smirking all by herself.\What Nanami was researching at the library was technically still daemon related.\Why Daemons Are Exploitation As Spirits\Little girl.\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits response:	Why Daemons Are Exploitation As Spirits
context: What's up with her?\She's smirking all by herself.\What Nanami was researching at the library was technically still daemon related.\Why Daemons Are Exploitation As Spirits\Little girl.\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits response:	Why Daemons Are Exploitation As Spirits
context: She's smirking all by herself.\What Nanami was researching at the library was technically still daemon related.\Why Daemons Are Exploitation As Spirits\Little girl.\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits response:	Why Daemons Are Exploitation As Spirits
context: What Nanami was researching at the library was technically still daemon related.\Why Daemons Are Exploitation As Spirits\Little girl.\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits response:	Why Daemons Are Exploitation As Spirits
context: Why Daemons Are Exploitation As Spirits\Little girl.\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits response:	Why Daemons Are Exploitation As Spirits
context: Little girl.\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits response:	Why Daemons Are Exploitation As Spirits
context: Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits response:	Why Daemons Are Exploitation As Spirits
context: Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits response:	Why Daemons Are Exploitation As Spirits
context: Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits response:	Why Daemons Are Exploitation As Spirits
context: Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits response:	Why Daemons Are Exploitation As Spirits
context: Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits response:	Why Daemons Are Exploitation As Spirits
context: Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits response:	Why Daemons Are Exploitation As Spirits
context: Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits response:	Why Daemons Are Exploitation As Spirits
context: Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits response:	He-she guy!
context: Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\He-she guy! response:	Stop calling me that!
context: Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\He-she guy!\Stop calling me that! response:	Haven't you noticed?
context: Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\He-she guy!\Stop calling me that!\Haven't you noticed? response:	What?
context: Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\He-she guy!\Stop calling me that!\Haven't you noticed?\What? response:	Someone is very envious of a human god determined to go to Izumo.
context: Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\He-she guy!\Stop calling me that!\Haven't you noticed?\What?\Someone is very envious of a human god determined to go to Izumo. response:	What?
context: Why Daemons Are Exploitation As Spirits\Why Daemons Are Exploitation As Spirits\He-she guy!\Stop calling me that!\Haven't you noticed?\What?\Someone is very envious of a human god determined to go to Izumo.\What? response:	Whatever will you do?
context: Why Daemons Are Exploitation As Spirits\He-she guy!\Stop calling me that!\Haven't you noticed?\What?\Someone is very envious of a human god determined to go to Izumo.\What?\Whatever will you do? response:	What?
context: He-she guy!\Stop calling me that!\Haven't you noticed?\What?\Someone is very envious of a human god determined to go to Izumo.\What?\Whatever will you do?\What? response:	Hang in there!
context: Stop calling me that!\Haven't you noticed?\What?\Someone is very envious of a human god determined to go to Izumo.\What?\Whatever will you do?\What?\Hang in there! response:	Otohiko!
context: Haven't you noticed?\What?\Someone is very envious of a human god determined to go to Izumo.\What?\Whatever will you do?\What?\Hang in there!\Otohiko! response:	What?
context: What?\Someone is very envious of a human god determined to go to Izumo.\What?\Whatever will you do?\What?\Hang in there!\Otohiko!\What? response:	What? What?
context: Someone is very envious of a human god determined to go to Izumo.\What?\Whatever will you do?\What?\Hang in there!\Otohiko!\What?\What? What? response:	Yo, yo, yo, yo, isn't Momozono here today?
context: What?\Whatever will you do?\What?\Hang in there!\Otohiko!\What?\What? What?\Yo, yo, yo, yo, isn't Momozono here today? response:	Wh-What should I do?
context: Whatever will you do?\What?\Hang in there!\Otohiko!\What?\What? What?\Yo, yo, yo, yo, isn't Momozono here today?\Wh-What should I do? response:	Hiya!
context: What?\Hang in there!\Otohiko!\What?\What? What?\Yo, yo, yo, yo, isn't Momozono here today?\Wh-What should I do?\Hiya! response:	Tomoe...
context: Hang in there!\Otohiko!\What?\What? What?\Yo, yo, yo, yo, isn't Momozono here today?\Wh-What should I do?\Hiya!\Tomoe... response:	Are you all right?
context: Otohiko!\What?\What? What?\Yo, yo, yo, yo, isn't Momozono here today?\Wh-What should I do?\Hiya!\Tomoe...\Are you all right? response:	Yeah...
context: What?\What? What?\Yo, yo, yo, yo, isn't Momozono here today?\Wh-What should I do?\Hiya!\Tomoe...\Are you all right?\Yeah... response:	I am the one who shall be of use to you.
context: What? What?\Yo, yo, yo, yo, isn't Momozono here today?\Wh-What should I do?\Hiya!\Tomoe...\Are you all right?\Yeah...\I am the one who shall be of use to you. response:	I'm always...
context: Yo, yo, yo, yo, isn't Momozono here today?\Wh-What should I do?\Hiya!\Tomoe...\Are you all right?\Yeah...\I am the one who shall be of use to you.\I'm always... response:	Why Daemons Are Exploitation As Spirits
context: Wh-What should I do?\Hiya!\Tomoe...\Are you all right?\Yeah...\I am the one who shall be of use to you.\I'm always...\Why Daemons Are Exploitation As Spirits response:	the one who needs saving.
context: Hiya!\Tomoe...\Are you all right?\Yeah...\I am the one who shall be of use to you.\I'm always...\Why Daemons Are Exploitation As Spirits\the one who needs saving. response:	I can't go to Izumo.
context: Tomoe...\Are you all right?\Yeah...\I am the one who shall be of use to you.\I'm always...\Why Daemons Are Exploitation As Spirits\the one who needs saving.\I can't go to Izumo. response:	Not like this.
context: Are you all right?\Yeah...\I am the one who shall be of use to you.\I'm always...\Why Daemons Are Exploitation As Spirits\the one who needs saving.\I can't go to Izumo.\Not like this. response:	Next part coming
context: Yeah...\I am the one who shall be of use to you.\I'm always...\Why Daemons Are Exploitation As Spirits\the one who needs saving.\I can't go to Izumo.\Not like this.\Next part coming response:	right up
context: I am the one who shall be of use to you.\I'm always...\Why Daemons Are Exploitation As Spirits\the one who needs saving.\I can't go to Izumo.\Not like this.\Next part coming\right up response:	right up
context: I'm always...\Why Daemons Are Exploitation As Spirits\the one who needs saving.\I can't go to Izumo.\Not like this.\Next part coming\right up\right up response:	right up
context: Why Daemons Are Exploitation As Spirits\the one who needs saving.\I can't go to Izumo.\Not like this.\Next part coming\right up\right up\right up response:	right up
context: the one who needs saving.\I can't go to Izumo.\Not like this.\Next part coming\right up\right up\right up\right up response:	right up
context: I can't go to Izumo.\Not like this.\Next part coming\right up\right up\right up\right up\right up response:	Next part starting
context: Not like this.\Next part coming\right up\right up\right up\right up\right up\Next part starting response:	Next part starting
context: Next part coming\right up\right up\right up\right up\right up\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\right up\right up\Next part starting\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\right up\Next part starting\Next part starting\Next part starting\Next part starting response:	Next part starting
context: right up\right up\right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting response:	What is it? Why are you raring to go so early?
context: right up\right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\What is it? Why are you raring to go so early? response:	I'm going to get my divine power up before I go to Izumo,
context: right up\Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\What is it? Why are you raring to go so early?\I'm going to get my divine power up before I go to Izumo, response:	so I want you to stop fussing over me for a while.
context: Next part starting\Next part starting\Next part starting\Next part starting\Next part starting\What is it? Why are you raring to go so early?\I'm going to get my divine power up before I go to Izumo,\so I want you to stop fussing over me for a while. response:	You still plan to go to Izumo?!
