context: Sign: Vampire Fanclub response:	Sign: Public Safety Commission
context: Fighting amongst yourselves?\Well, you had been hiding your true identity up until now.\It was to be expected.\I never had such intentions from the start...\Throw them out.\However, Akashiya Moka will be different.\Confine her in the specially constructed jail.\H-Hey! This isn't what we agreed to! response:	She kept your identity a secret even though she knew the truth.
context: Well, you had been hiding your true identity up until now.\It was to be expected.\I never had such intentions from the start...\Throw them out.\However, Akashiya Moka will be different.\Confine her in the specially constructed jail.\H-Hey! This isn't what we agreed to!\She kept your identity a secret even though she knew the truth. response:	It's obviously the same offense.
context: It was to be expected.\I never had such intentions from the start...\Throw them out.\However, Akashiya Moka will be different.\Confine her in the specially constructed jail.\H-Hey! This isn't what we agreed to!\She kept your identity a secret even though she knew the truth.\It's obviously the same offense. response:	No way...
context: I never had such intentions from the start...\Throw them out.\However, Akashiya Moka will be different.\Confine her in the specially constructed jail.\H-Hey! This isn't what we agreed to!\She kept your identity a secret even though she knew the truth.\It's obviously the same offense.\No way... response:	Tsukune!
context: Throw them out.\However, Akashiya Moka will be different.\Confine her in the specially constructed jail.\H-Hey! This isn't what we agreed to!\She kept your identity a secret even though she knew the truth.\It's obviously the same offense.\No way...\Tsukune! response:	Moka-san!
context: However, Akashiya Moka will be different.\Confine her in the specially constructed jail.\H-Hey! This isn't what we agreed to!\She kept your identity a secret even though she knew the truth.\It's obviously the same offense.\No way...\Tsukune!\Moka-san! response:	No! Let go, let go!
context: Confine her in the specially constructed jail.\H-Hey! This isn't what we agreed to!\She kept your identity a secret even though she knew the truth.\It's obviously the same offense.\No way...\Tsukune!\Moka-san!\No! Let go, let go! response:	Tsukune!
context: H-Hey! This isn't what we agreed to!\She kept your identity a secret even though she knew the truth.\It's obviously the same offense.\No way...\Tsukune!\Moka-san!\No! Let go, let go!\Tsukune! response:	Tsukune!!!
context: She kept your identity a secret even though she knew the truth.\It's obviously the same offense.\No way...\Tsukune!\Moka-san!\No! Let go, let go!\Tsukune!\Tsukune!!! response:	Moka-san!
context: It's obviously the same offense.\No way...\Tsukune!\Moka-san!\No! Let go, let go!\Tsukune!\Tsukune!!!\Moka-san! response:	Tsukune!!!
context: No way...\Tsukune!\Moka-san!\No! Let go, let go!\Tsukune!\Tsukune!!!\Moka-san!\Tsukune!!! response:	Now, members of the Public Safety Commission.
context: Tsukune!\Moka-san!\No! Let go, let go!\Tsukune!\Tsukune!!!\Moka-san!\Tsukune!!!\Now, members of the Public Safety Commission. response:	In the name of our school's justice,
context: Moka-san!\No! Let go, let go!\Tsukune!\Tsukune!!!\Moka-san!\Tsukune!!!\Now, members of the Public Safety Commission.\In the name of our school's justice, response:	would you please pass the verdict for Aono Tsukune?
context: No! Let go, let go!\Tsukune!\Tsukune!!!\Moka-san!\Tsukune!!!\Now, members of the Public Safety Commission.\In the name of our school's justice,\would you please pass the verdict for Aono Tsukune? response:	Guilty.
context: Tsukune!\Tsukune!!!\Moka-san!\Tsukune!!!\Now, members of the Public Safety Commission.\In the name of our school's justice,\would you please pass the verdict for Aono Tsukune?\Guilty. response:	Guilty.
context: Tsukune!!!\Moka-san!\Tsukune!!!\Now, members of the Public Safety Commission.\In the name of our school's justice,\would you please pass the verdict for Aono Tsukune?\Guilty.\Guilty. response:	Guilty.
context: Moka-san!\Tsukune!!!\Now, members of the Public Safety Commission.\In the name of our school's justice,\would you please pass the verdict for Aono Tsukune?\Guilty.\Guilty.\Guilty. response:	Guilty.
context: Tsukune!!!\Now, members of the Public Safety Commission.\In the name of our school's justice,\would you please pass the verdict for Aono Tsukune?\Guilty.\Guilty.\Guilty.\Guilty. response:	Aono Tsukune. Your sentence has been decided.
context: Now, members of the Public Safety Commission.\In the name of our school's justice,\would you please pass the verdict for Aono Tsukune?\Guilty.\Guilty.\Guilty.\Guilty.\Aono Tsukune. Your sentence has been decided. response:	Execution.
context: In the name of our school's justice,\would you please pass the verdict for Aono Tsukune?\Guilty.\Guilty.\Guilty.\Guilty.\Aono Tsukune. Your sentence has been decided.\Execution. response:	Damn it! That's why I said not to provoke the Public Safety Commission!
context: would you please pass the verdict for Aono Tsukune?\Guilty.\Guilty.\Guilty.\Guilty.\Aono Tsukune. Your sentence has been decided.\Execution.\Damn it! That's why I said not to provoke the Public Safety Commission! response:	Kurumu-san and Shirayuki-san!
context: Guilty.\Guilty.\Guilty.\Guilty.\Aono Tsukune. Your sentence has been decided.\Execution.\Damn it! That's why I said not to provoke the Public Safety Commission!\Kurumu-san and Shirayuki-san! response:	You girls are okay?
context: Guilty.\Guilty.\Guilty.\Aono Tsukune. Your sentence has been decided.\Execution.\Damn it! That's why I said not to provoke the Public Safety Commission!\Kurumu-san and Shirayuki-san!\You girls are okay? response:	That's great! What about Tsukune-san and Moka-san?
context: Guilty.\Guilty.\Aono Tsukune. Your sentence has been decided.\Execution.\Damn it! That's why I said not to provoke the Public Safety Commission!\Kurumu-san and Shirayuki-san!\You girls are okay?\That's great! What about Tsukune-san and Moka-san? response:	He's a human...
context: Guilty.\Aono Tsukune. Your sentence has been decided.\Execution.\Damn it! That's why I said not to provoke the Public Safety Commission!\Kurumu-san and Shirayuki-san!\You girls are okay?\That's great! What about Tsukune-san and Moka-san?\He's a human... response:	Huh? I can't hear you.
context: Aono Tsukune. Your sentence has been decided.\Execution.\Damn it! That's why I said not to provoke the Public Safety Commission!\Kurumu-san and Shirayuki-san!\You girls are okay?\That's great! What about Tsukune-san and Moka-san?\He's a human...\Huh? I can't hear you. response:	Tsukune...
context: Execution.\Damn it! That's why I said not to provoke the Public Safety Commission!\Kurumu-san and Shirayuki-san!\You girls are okay?\That's great! What about Tsukune-san and Moka-san?\He's a human...\Huh? I can't hear you.\Tsukune... response:	is a human.
context: Damn it! That's why I said not to provoke the Public Safety Commission!\Kurumu-san and Shirayuki-san!\You girls are okay?\That's great! What about Tsukune-san and Moka-san?\He's a human...\Huh? I can't hear you.\Tsukune...\is a human. response:	N-No way...
context: Kurumu-san and Shirayuki-san!\You girls are okay?\That's great! What about Tsukune-san and Moka-san?\He's a human...\Huh? I can't hear you.\Tsukune...\is a human.\N-No way... response:	It's true.
context: You girls are okay?\That's great! What about Tsukune-san and Moka-san?\He's a human...\Huh? I can't hear you.\Tsukune...\is a human.\N-No way...\It's true. response:	Tsukune admitted it himself.
context: That's great! What about Tsukune-san and Moka-san?\He's a human...\Huh? I can't hear you.\Tsukune...\is a human.\N-No way...\It's true.\Tsukune admitted it himself. response:	What did you say?
context: He's a human...\Huh? I can't hear you.\Tsukune...\is a human.\N-No way...\It's true.\Tsukune admitted it himself.\What did you say? response:	That's a lie! How can Tsukune-san be a human?
context: Huh? I can't hear you.\Tsukune...\is a human.\N-No way...\It's true.\Tsukune admitted it himself.\What did you say?\That's a lie! How can Tsukune-san be a human? response:	It seems like Moka was the only one who knew about it.
context: Tsukune...\is a human.\N-No way...\It's true.\Tsukune admitted it himself.\What did you say?\That's a lie! How can Tsukune-san be a human?\It seems like Moka was the only one who knew about it. response:	I finally know the reason why Moka loves Tsukune's blood so much.
context: is a human.\N-No way...\It's true.\Tsukune admitted it himself.\What did you say?\That's a lie! How can Tsukune-san be a human?\It seems like Moka was the only one who knew about it.\I finally know the reason why Moka loves Tsukune's blood so much. response:	That's true... he seemed too stupid to be a monster.
context: N-No way...\It's true.\Tsukune admitted it himself.\What did you say?\That's a lie! How can Tsukune-san be a human?\It seems like Moka was the only one who knew about it.\I finally know the reason why Moka loves Tsukune's blood so much.\That's true... he seemed too stupid to be a monster. response:	I've always found it strange.
context: It's true.\Tsukune admitted it himself.\What did you say?\That's a lie! How can Tsukune-san be a human?\It seems like Moka was the only one who knew about it.\I finally know the reason why Moka loves Tsukune's blood so much.\That's true... he seemed too stupid to be a monster.\I've always found it strange. response:	Come to think of it, when we were at the human world, only his reaction was different from everyone else's.
context: Tsukune admitted it himself.\What did you say?\That's a lie! How can Tsukune-san be a human?\It seems like Moka was the only one who knew about it.\I finally know the reason why Moka loves Tsukune's blood so much.\That's true... he seemed too stupid to be a monster.\I've always found it strange.\Come to think of it, when we were at the human world, only his reaction was different from everyone else's. response:	To be honest, I feel somewhat betrayed.
context: What did you say?\That's a lie! How can Tsukune-san be a human?\It seems like Moka was the only one who knew about it.\I finally know the reason why Moka loves Tsukune's blood so much.\That's true... he seemed too stupid to be a monster.\I've always found it strange.\Come to think of it, when we were at the human world, only his reaction was different from everyone else's.\To be honest, I feel somewhat betrayed. response:	Shirayuki-san?
context: That's a lie! How can Tsukune-san be a human?\It seems like Moka was the only one who knew about it.\I finally know the reason why Moka loves Tsukune's blood so much.\That's true... he seemed too stupid to be a monster.\I've always found it strange.\Come to think of it, when we were at the human world, only his reaction was different from everyone else's.\To be honest, I feel somewhat betrayed.\Shirayuki-san? response:	Wise choice.
context: It seems like Moka was the only one who knew about it.\I finally know the reason why Moka loves Tsukune's blood so much.\That's true... he seemed too stupid to be a monster.\I've always found it strange.\Come to think of it, when we were at the human world, only his reaction was different from everyone else's.\To be honest, I feel somewhat betrayed.\Shirayuki-san?\Wise choice. response:	I won't be coming to the club room for a while.
context: I finally know the reason why Moka loves Tsukune's blood so much.\That's true... he seemed too stupid to be a monster.\I've always found it strange.\Come to think of it, when we were at the human world, only his reaction was different from everyone else's.\To be honest, I feel somewhat betrayed.\Shirayuki-san?\Wise choice.\I won't be coming to the club room for a while. response:	You guys should think about whether you should apologize to the Public Safety Comission, or hiding until this issue is settled.
context: That's true... he seemed too stupid to be a monster.\I've always found it strange.\Come to think of it, when we were at the human world, only his reaction was different from everyone else's.\To be honest, I feel somewhat betrayed.\Shirayuki-san?\Wise choice.\I won't be coming to the club room for a while.\You guys should think about whether you should apologize to the Public Safety Comission, or hiding until this issue is settled. response:	Think through...
context: I've always found it strange.\Come to think of it, when we were at the human world, only his reaction was different from everyone else's.\To be honest, I feel somewhat betrayed.\Shirayuki-san?\Wise choice.\I won't be coming to the club room for a while.\You guys should think about whether you should apologize to the Public Safety Comission, or hiding until this issue is settled.\Think through... response:	Hey Yukari-chan...
context: Come to think of it, when we were at the human world, only his reaction was different from everyone else's.\To be honest, I feel somewhat betrayed.\Shirayuki-san?\Wise choice.\I won't be coming to the club room for a while.\You guys should think about whether you should apologize to the Public Safety Comission, or hiding until this issue is settled.\Think through...\Hey Yukari-chan... response:	How do you feel about humans?
context: To be honest, I feel somewhat betrayed.\Shirayuki-san?\Wise choice.\I won't be coming to the club room for a while.\You guys should think about whether you should apologize to the Public Safety Comission, or hiding until this issue is settled.\Think through...\Hey Yukari-chan...\How do you feel about humans? response:	T-That's...
context: Shirayuki-san?\Wise choice.\I won't be coming to the club room for a while.\You guys should think about whether you should apologize to the Public Safety Comission, or hiding until this issue is settled.\Think through...\Hey Yukari-chan...\How do you feel about humans?\T-That's... response:	When I was young, I lived in a small protected village located in the valley of a deep mountain.
context: Wise choice.\I won't be coming to the club room for a while.\You guys should think about whether you should apologize to the Public Safety Comission, or hiding until this issue is settled.\Think through...\Hey Yukari-chan...\How do you feel about humans?\T-That's...\When I was young, I lived in a small protected village located in the valley of a deep mountain. response:	I've always heard about humans being very scary.
context: I won't be coming to the club room for a while.\You guys should think about whether you should apologize to the Public Safety Comission, or hiding until this issue is settled.\Think through...\Hey Yukari-chan...\How do you feel about humans?\T-That's...\When I was young, I lived in a small protected village located in the valley of a deep mountain.\I've always heard about humans being very scary. response:	Our people have always suffered from Witch Hunts and other scary events long ago.
context: You guys should think about whether you should apologize to the Public Safety Comission, or hiding until this issue is settled.\Think through...\Hey Yukari-chan...\How do you feel about humans?\T-That's...\When I was young, I lived in a small protected village located in the valley of a deep mountain.\I've always heard about humans being very scary.\Our people have always suffered from Witch Hunts and other scary events long ago. response:	Me too...
context: Think through...\Hey Yukari-chan...\How do you feel about humans?\T-That's...\When I was young, I lived in a small protected village located in the valley of a deep mountain.\I've always heard about humans being very scary.\Our people have always suffered from Witch Hunts and other scary events long ago.\Me too... response:	I always thought that human males existed only to be our slaves.
context: Hey Yukari-chan...\How do you feel about humans?\T-That's...\When I was young, I lived in a small protected village located in the valley of a deep mountain.\I've always heard about humans being very scary.\Our people have always suffered from Witch Hunts and other scary events long ago.\Me too...\I always thought that human males existed only to be our slaves. response:	A small and meaningless existence.
context: How do you feel about humans?\T-That's...\When I was young, I lived in a small protected village located in the valley of a deep mountain.\I've always heard about humans being very scary.\Our people have always suffered from Witch Hunts and other scary events long ago.\Me too...\I always thought that human males existed only to be our slaves.\A small and meaningless existence. response:	But!
context: T-That's...\When I was young, I lived in a small protected village located in the valley of a deep mountain.\I've always heard about humans being very scary.\Our people have always suffered from Witch Hunts and other scary events long ago.\Me too...\I always thought that human males existed only to be our slaves.\A small and meaningless existence.\But! response:	Announcement for the student body.
context: When I was young, I lived in a small protected village located in the valley of a deep mountain.\I've always heard about humans being very scary.\Our people have always suffered from Witch Hunts and other scary events long ago.\Me too...\I always thought that human males existed only to be our slaves.\A small and meaningless existence.\But!\Announcement for the student body. response:	We will now hold the public execution for Aono Tsukune, the human who secretly entered our school groups.
context: I've always heard about humans being very scary.\Our people have always suffered from Witch Hunts and other scary events long ago.\Me too...\I always thought that human males existed only to be our slaves.\A small and meaningless existence.\But!\Announcement for the student body.\We will now hold the public execution for Aono Tsukune, the human who secretly entered our school groups. response:	Under the interrogation of the Public Safety Commission,
context: Our people have always suffered from Witch Hunts and other scary events long ago.\Me too...\I always thought that human males existed only to be our slaves.\A small and meaningless existence.\But!\Announcement for the student body.\We will now hold the public execution for Aono Tsukune, the human who secretly entered our school groups.\Under the interrogation of the Public Safety Commission, response:	he has admitted that he is a human.
context: Me too...\I always thought that human males existed only to be our slaves.\A small and meaningless existence.\But!\Announcement for the student body.\We will now hold the public execution for Aono Tsukune, the human who secretly entered our school groups.\Under the interrogation of the Public Safety Commission,\he has admitted that he is a human. response:	Hence, we will now deal capital punishment.
context: I always thought that human males existed only to be our slaves.\A small and meaningless existence.\But!\Announcement for the student body.\We will now hold the public execution for Aono Tsukune, the human who secretly entered our school groups.\Under the interrogation of the Public Safety Commission,\he has admitted that he is a human.\Hence, we will now deal capital punishment. response:	No way... That's a human?
context: A small and meaningless existence.\But!\Announcement for the student body.\We will now hold the public execution for Aono Tsukune, the human who secretly entered our school groups.\Under the interrogation of the Public Safety Commission,\he has admitted that he is a human.\Hence, we will now deal capital punishment.\No way... That's a human? response:	Hey, get a whiff of his scent.
context: But!\Announcement for the student body.\We will now hold the public execution for Aono Tsukune, the human who secretly entered our school groups.\Under the interrogation of the Public Safety Commission,\he has admitted that he is a human.\Hence, we will now deal capital punishment.\No way... That's a human?\Hey, get a whiff of his scent. response:	This scent...
context: Announcement for the student body.\We will now hold the public execution for Aono Tsukune, the human who secretly entered our school groups.\Under the interrogation of the Public Safety Commission,\he has admitted that he is a human.\Hence, we will now deal capital punishment.\No way... That's a human?\Hey, get a whiff of his scent.\This scent... response:	There is the smell of a human!
context: We will now hold the public execution for Aono Tsukune, the human who secretly entered our school groups.\Under the interrogation of the Public Safety Commission,\he has admitted that he is a human.\Hence, we will now deal capital punishment.\No way... That's a human?\Hey, get a whiff of his scent.\This scent...\There is the smell of a human! response:	But you know, even though I hate humans, isn't execution too much?
context: Under the interrogation of the Public Safety Commission,\he has admitted that he is a human.\Hence, we will now deal capital punishment.\No way... That's a human?\Hey, get a whiff of his scent.\This scent...\There is the smell of a human!\But you know, even though I hate humans, isn't execution too much? response:	I suppose. I used to study in a human school before and made quite a few friends there.
context: he has admitted that he is a human.\Hence, we will now deal capital punishment.\No way... That's a human?\Hey, get a whiff of his scent.\This scent...\There is the smell of a human!\But you know, even though I hate humans, isn't execution too much?\I suppose. I used to study in a human school before and made quite a few friends there. response:	Yeah, Public Safety Commission is going overboard-
context: Hence, we will now deal capital punishment.\No way... That's a human?\Hey, get a whiff of his scent.\This scent...\There is the smell of a human!\But you know, even though I hate humans, isn't execution too much?\I suppose. I used to study in a human school before and made quite a few friends there.\Yeah, Public Safety Commission is going overboard- response:	Hey!
context: No way... That's a human?\Hey, get a whiff of his scent.\This scent...\There is the smell of a human!\But you know, even though I hate humans, isn't execution too much?\I suppose. I used to study in a human school before and made quite a few friends there.\Yeah, Public Safety Commission is going overboard-\Hey! response:	The execution will be held at 4:44 PM.
context: Hey, get a whiff of his scent.\This scent...\There is the smell of a human!\But you know, even though I hate humans, isn't execution too much?\I suppose. I used to study in a human school before and made quite a few friends there.\Yeah, Public Safety Commission is going overboard-\Hey!\The execution will be held at 4:44 PM. response:	Dear students, you must all observe the death of a human: our hated enemy.
context: This scent...\There is the smell of a human!\But you know, even though I hate humans, isn't execution too much?\I suppose. I used to study in a human school before and made quite a few friends there.\Yeah, Public Safety Commission is going overboard-\Hey!\The execution will be held at 4:44 PM.\Dear students, you must all observe the death of a human: our hated enemy. response:	Divine punishment for the human!
context: There is the smell of a human!\But you know, even though I hate humans, isn't execution too much?\I suppose. I used to study in a human school before and made quite a few friends there.\Yeah, Public Safety Commission is going overboard-\Hey!\The execution will be held at 4:44 PM.\Dear students, you must all observe the death of a human: our hated enemy.\Divine punishment for the human! response:	Long live Kuyou-sama!
context: But you know, even though I hate humans, isn't execution too much?\I suppose. I used to study in a human school before and made quite a few friends there.\Yeah, Public Safety Commission is going overboard-\Hey!\The execution will be held at 4:44 PM.\Dear students, you must all observe the death of a human: our hated enemy.\Divine punishment for the human!\Long live Kuyou-sama! response:	W-What should we do? If we don't stop this quickly...
context: I suppose. I used to study in a human school before and made quite a few friends there.\Yeah, Public Safety Commission is going overboard-\Hey!\The execution will be held at 4:44 PM.\Dear students, you must all observe the death of a human: our hated enemy.\Divine punishment for the human!\Long live Kuyou-sama!\W-What should we do? If we don't stop this quickly... response:	It seems like that student was also in Nekonome-sensei's class.
context: Yeah, Public Safety Commission is going overboard-\Hey!\The execution will be held at 4:44 PM.\Dear students, you must all observe the death of a human: our hated enemy.\Divine punishment for the human!\Long live Kuyou-sama!\W-What should we do? If we don't stop this quickly...\It seems like that student was also in Nekonome-sensei's class. response:	Y-Yes...
context: Hey!\The execution will be held at 4:44 PM.\Dear students, you must all observe the death of a human: our hated enemy.\Divine punishment for the human!\Long live Kuyou-sama!\W-What should we do? If we don't stop this quickly...\It seems like that student was also in Nekonome-sensei's class.\Y-Yes... response:	But... execution or whatever is too...
context: The execution will be held at 4:44 PM.\Dear students, you must all observe the death of a human: our hated enemy.\Divine punishment for the human!\Long live Kuyou-sama!\W-What should we do? If we don't stop this quickly...\It seems like that student was also in Nekonome-sensei's class.\Y-Yes...\But... execution or whatever is too... response:	Besides, Youkai Academy was originally established to promote a harmonious life with humans!
context: Dear students, you must all observe the death of a human: our hated enemy.\Divine punishment for the human!\Long live Kuyou-sama!\W-What should we do? If we don't stop this quickly...\It seems like that student was also in Nekonome-sensei's class.\Y-Yes...\But... execution or whatever is too...\Besides, Youkai Academy was originally established to promote a harmonious life with humans! response:	That was then, this is now.
context: Divine punishment for the human!\Long live Kuyou-sama!\W-What should we do? If we don't stop this quickly...\It seems like that student was also in Nekonome-sensei's class.\Y-Yes...\But... execution or whatever is too...\Besides, Youkai Academy was originally established to promote a harmonious life with humans!\That was then, this is now. response:	Humans have been our enemies since ancient times.
context: Long live Kuyou-sama!\W-What should we do? If we don't stop this quickly...\It seems like that student was also in Nekonome-sensei's class.\Y-Yes...\But... execution or whatever is too...\Besides, Youkai Academy was originally established to promote a harmonious life with humans!\That was then, this is now.\Humans have been our enemies since ancient times. response:	If the Public Safety Commission does not take action, then I will!
context: W-What should we do? If we don't stop this quickly...\It seems like that student was also in Nekonome-sensei's class.\Y-Yes...\But... execution or whatever is too...\Besides, Youkai Academy was originally established to promote a harmonious life with humans!\That was then, this is now.\Humans have been our enemies since ancient times.\If the Public Safety Commission does not take action, then I will! response:	B-But... We still have to stop them!
context: It seems like that student was also in Nekonome-sensei's class.\Y-Yes...\But... execution or whatever is too...\Besides, Youkai Academy was originally established to promote a harmonious life with humans!\That was then, this is now.\Humans have been our enemies since ancient times.\If the Public Safety Commission does not take action, then I will!\B-But... We still have to stop them! response:	Nekonome-sensei?
context: Y-Yes...\But... execution or whatever is too...\Besides, Youkai Academy was originally established to promote a harmonious life with humans!\That was then, this is now.\Humans have been our enemies since ancient times.\If the Public Safety Commission does not take action, then I will!\B-But... We still have to stop them!\Nekonome-sensei? response:	Y-Yes?
context: But... execution or whatever is too...\Besides, Youkai Academy was originally established to promote a harmonious life with humans!\That was then, this is now.\Humans have been our enemies since ancient times.\If the Public Safety Commission does not take action, then I will!\B-But... We still have to stop them!\Nekonome-sensei?\Y-Yes? response:	The Director wishes to see you.
context: Besides, Youkai Academy was originally established to promote a harmonious life with humans!\That was then, this is now.\Humans have been our enemies since ancient times.\If the Public Safety Commission does not take action, then I will!\B-But... We still have to stop them!\Nekonome-sensei?\Y-Yes?\The Director wishes to see you. response:	C-Could it be that the Director...
context: That was then, this is now.\Humans have been our enemies since ancient times.\If the Public Safety Commission does not take action, then I will!\B-But... We still have to stop them!\Nekonome-sensei?\Y-Yes?\The Director wishes to see you.\C-Could it be that the Director... response:	Please h-u-r-r-y up!
context: Humans have been our enemies since ancient times.\If the Public Safety Commission does not take action, then I will!\B-But... We still have to stop them!\Nekonome-sensei?\Y-Yes?\The Director wishes to see you.\C-Could it be that the Director...\Please h-u-r-r-y up! response:	Public execution!
context: If the Public Safety Commission does not take action, then I will!\B-But... We still have to stop them!\Nekonome-sensei?\Y-Yes?\The Director wishes to see you.\C-Could it be that the Director...\Please h-u-r-r-y up!\Public execution! response:	What should we do, Kurumu-san?
context: B-But... We still have to stop them!\Nekonome-sensei?\Y-Yes?\The Director wishes to see you.\C-Could it be that the Director...\Please h-u-r-r-y up!\Public execution!\What should we do, Kurumu-san? response:	Idiots.
context: Nekonome-sensei?\Y-Yes?\The Director wishes to see you.\C-Could it be that the Director...\Please h-u-r-r-y up!\Public execution!\What should we do, Kurumu-san?\Idiots. response:	Tsukune and Moka are both idiots!
context: Y-Yes?\The Director wishes to see you.\C-Could it be that the Director...\Please h-u-r-r-y up!\Public execution!\What should we do, Kurumu-san?\Idiots.\Tsukune and Moka are both idiots! response:	Idiots... Idiots, idiots, idiots!
context: The Director wishes to see you.\C-Could it be that the Director...\Please h-u-r-r-y up!\Public execution!\What should we do, Kurumu-san?\Idiots.\Tsukune and Moka are both idiots!\Idiots... Idiots, idiots, idiots! response:	Kurumu-san...
context: C-Could it be that the Director...\Please h-u-r-r-y up!\Public execution!\What should we do, Kurumu-san?\Idiots.\Tsukune and Moka are both idiots!\Idiots... Idiots, idiots, idiots!\Kurumu-san... response:	I have to hurry or Tsukune will be...!
context: Please h-u-r-r-y up!\Public execution!\What should we do, Kurumu-san?\Idiots.\Tsukune and Moka are both idiots!\Idiots... Idiots, idiots, idiots!\Kurumu-san...\I have to hurry or Tsukune will be...! response:	Oh yeah, if I remove this seal...
context: Public execution!\What should we do, Kurumu-san?\Idiots.\Tsukune and Moka are both idiots!\Idiots... Idiots, idiots, idiots!\Kurumu-san...\I have to hurry or Tsukune will be...!\Oh yeah, if I remove this seal... response:	Let me remove it, please!
context: What should we do, Kurumu-san?\Idiots.\Tsukune and Moka are both idiots!\Idiots... Idiots, idiots, idiots!\Kurumu-san...\I have to hurry or Tsukune will be...!\Oh yeah, if I remove this seal...\Let me remove it, please! response:	Tsukune!
context: Idiots.\Tsukune and Moka are both idiots!\Idiots... Idiots, idiots, idiots!\Kurumu-san...\I have to hurry or Tsukune will be...!\Oh yeah, if I remove this seal...\Let me remove it, please!\Tsukune! response:	Tsukune!!!
context: Tsukune and Moka are both idiots!\Idiots... Idiots, idiots, idiots!\Kurumu-san...\I have to hurry or Tsukune will be...!\Oh yeah, if I remove this seal...\Let me remove it, please!\Tsukune!\Tsukune!!! response:	Humans and monsters...
context: Idiots... Idiots, idiots, idiots!\Kurumu-san...\I have to hurry or Tsukune will be...!\Oh yeah, if I remove this seal...\Let me remove it, please!\Tsukune!\Tsukune!!!\Humans and monsters... response:	Love and hate.
context: Kurumu-san...\I have to hurry or Tsukune will be...!\Oh yeah, if I remove this seal...\Let me remove it, please!\Tsukune!\Tsukune!!!\Humans and monsters...\Love and hate. response:	Friendship and conflict.
context: I have to hurry or Tsukune will be...!\Oh yeah, if I remove this seal...\Let me remove it, please!\Tsukune!\Tsukune!!!\Humans and monsters...\Love and hate.\Friendship and conflict. response:	If our friendship between races can really sprout,
context: Oh yeah, if I remove this seal...\Let me remove it, please!\Tsukune!\Tsukune!!!\Humans and monsters...\Love and hate.\Friendship and conflict.\If our friendship between races can really sprout, response:	I'll bet my life on the rosary on my chest.
context: Let me remove it, please!\Tsukune!\Tsukune!!!\Humans and monsters...\Love and hate.\Friendship and conflict.\If our friendship between races can really sprout,\I'll bet my life on the rosary on my chest. response:	Next episode,
context: Tsukune!\Tsukune!!!\Humans and monsters...\Love and hate.\Friendship and conflict.\If our friendship between races can really sprout,\I'll bet my life on the rosary on my chest.\Next episode, response:	Tsukune and a Vampire.
