context: Yuueisha response:	Hey, Hattori!
context: I kind of feel pathetic though.\Being an assistant to a sensei who's only in the second year of high school.\Don't say that.\If you're upset about it, just try to get your own work serialized faster.\Nakai-san, wasn't it?\I'm twenty-one, but how old are you?\Thirty-three.\Sorry. response:	No, don't worry about it.
context: Being an assistant to a sensei who's only in the second year of high school.\Don't say that.\If you're upset about it, just try to get your own work serialized faster.\Nakai-san, wasn't it?\I'm twenty-one, but how old are you?\Thirty-three.\Sorry.\No, don't worry about it. response:	Hey, are we starting today? Work?
context: Don't say that.\If you're upset about it, just try to get your own work serialized faster.\Nakai-san, wasn't it?\I'm twenty-one, but how old are you?\Thirty-three.\Sorry.\No, don't worry about it.\Hey, are we starting today? Work? response:	Well, about that...
context: If you're upset about it, just try to get your own work serialized faster.\Nakai-san, wasn't it?\I'm twenty-one, but how old are you?\Thirty-three.\Sorry.\No, don't worry about it.\Hey, are we starting today? Work?\Well, about that... response:	It seems he's done all of chapter one by himself already...
context: Nakai-san, wasn't it?\I'm twenty-one, but how old are you?\Thirty-three.\Sorry.\No, don't worry about it.\Hey, are we starting today? Work?\Well, about that...\It seems he's done all of chapter one by himself already... response:	Eh? Then he doesn't need us, right?
context: I'm twenty-one, but how old are you?\Thirty-three.\Sorry.\No, don't worry about it.\Hey, are we starting today? Work?\Well, about that...\It seems he's done all of chapter one by himself already...\Eh? Then he doesn't need us, right? response:	Well, there's still chapter two and past that.
context: Thirty-three.\Sorry.\No, don't worry about it.\Hey, are we starting today? Work?\Well, about that...\It seems he's done all of chapter one by himself already...\Eh? Then he doesn't need us, right?\Well, there's still chapter two and past that. response:	At worst, you can meet him.
context: Sorry.\No, don't worry about it.\Hey, are we starting today? Work?\Well, about that...\It seems he's done all of chapter one by himself already...\Eh? Then he doesn't need us, right?\Well, there's still chapter two and past that.\At worst, you can meet him. response:	Also, he's kind of a strange kid,
context: No, don't worry about it.\Hey, are we starting today? Work?\Well, about that...\It seems he's done all of chapter one by himself already...\Eh? Then he doesn't need us, right?\Well, there's still chapter two and past that.\At worst, you can meet him.\Also, he's kind of a strange kid, response:	so you're better off getting used to him as soon as possible.
context: Hey, are we starting today? Work?\Well, about that...\It seems he's done all of chapter one by himself already...\Eh? Then he doesn't need us, right?\Well, there's still chapter two and past that.\At worst, you can meet him.\Also, he's kind of a strange kid,\so you're better off getting used to him as soon as possible. response:	Strange kid?
context: Well, about that...\It seems he's done all of chapter one by himself already...\Eh? Then he doesn't need us, right?\Well, there's still chapter two and past that.\At worst, you can meet him.\Also, he's kind of a strange kid,\so you're better off getting used to him as soon as possible.\Strange kid? response:	Anyway, I have to get the color pages and go right back.
context: It seems he's done all of chapter one by himself already...\Eh? Then he doesn't need us, right?\Well, there's still chapter two and past that.\At worst, you can meet him.\Also, he's kind of a strange kid,\so you're better off getting used to him as soon as possible.\Strange kid?\Anyway, I have to get the color pages and go right back. response:	But I'll give you a good introduction, so relax.
context: Eh? Then he doesn't need us, right?\Well, there's still chapter two and past that.\At worst, you can meet him.\Also, he's kind of a strange kid,\so you're better off getting used to him as soon as possible.\Strange kid?\Anyway, I have to get the color pages and go right back.\But I'll give you a good introduction, so relax. response:	What are you doing?!
context: Well, there's still chapter two and past that.\At worst, you can meet him.\Also, he's kind of a strange kid,\so you're better off getting used to him as soon as possible.\Strange kid?\Anyway, I have to get the color pages and go right back.\But I'll give you a good introduction, so relax.\What are you doing?! response:	This isn't your new series, YELLOW HIT!
context: At worst, you can meet him.\Also, he's kind of a strange kid,\so you're better off getting used to him as soon as possible.\Strange kid?\Anyway, I have to get the color pages and go right back.\But I'll give you a good introduction, so relax.\What are you doing?!\This isn't your new series, YELLOW HIT! response:	What you did for NEXT! is CROW, isn't it?!
context: Also, he's kind of a strange kid,\so you're better off getting used to him as soon as possible.\Strange kid?\Anyway, I have to get the color pages and go right back.\But I'll give you a good introduction, so relax.\What are you doing?!\This isn't your new series, YELLOW HIT!\What you did for NEXT! is CROW, isn't it?! response:	Serialize that one.
context: so you're better off getting used to him as soon as possible.\Strange kid?\Anyway, I have to get the color pages and go right back.\But I'll give you a good introduction, so relax.\What are you doing?!\This isn't your new series, YELLOW HIT!\What you did for NEXT! is CROW, isn't it?!\Serialize that one. response:	I finished the first chapter with sixty-four pages.
context: Strange kid?\Anyway, I have to get the color pages and go right back.\But I'll give you a good introduction, so relax.\What are you doing?!\This isn't your new series, YELLOW HIT!\What you did for NEXT! is CROW, isn't it?!\Serialize that one.\I finished the first chapter with sixty-four pages. response:	This is bad...
context: Anyway, I have to get the color pages and go right back.\But I'll give you a good introduction, so relax.\What are you doing?!\This isn't your new series, YELLOW HIT!\What you did for NEXT! is CROW, isn't it?!\Serialize that one.\I finished the first chapter with sixty-four pages.\This is bad... response:	What're you doing?!
context: But I'll give you a good introduction, so relax.\What are you doing?!\This isn't your new series, YELLOW HIT!\What you did for NEXT! is CROW, isn't it?!\Serialize that one.\I finished the first chapter with sixty-four pages.\This is bad...\What're you doing?! response:	Hattori-san, you said that in three years,
context: What are you doing?!\This isn't your new series, YELLOW HIT!\What you did for NEXT! is CROW, isn't it?!\Serialize that one.\I finished the first chapter with sixty-four pages.\This is bad...\What're you doing?!\Hattori-san, you said that in three years, response:	we'll be able to compete with mainstream.
context: This isn't your new series, YELLOW HIT!\What you did for NEXT! is CROW, isn't it?!\Serialize that one.\I finished the first chapter with sixty-four pages.\This is bad...\What're you doing?!\Hattori-san, you said that in three years,\we'll be able to compete with mainstream. response:	You never intended to serialize the cult story...
context: What you did for NEXT! is CROW, isn't it?!\Serialize that one.\I finished the first chapter with sixty-four pages.\This is bad...\What're you doing?!\Hattori-san, you said that in three years,\we'll be able to compete with mainstream.\You never intended to serialize the cult story... response:	Kono Yo wa Kane to Chie in the first place, did you?
context: Serialize that one.\I finished the first chapter with sixty-four pages.\This is bad...\What're you doing?!\Hattori-san, you said that in three years,\we'll be able to compete with mainstream.\You never intended to serialize the cult story...\Kono Yo wa Kane to Chie in the first place, did you? response:	So starting now, we're doing mainstream!
context: I finished the first chapter with sixty-four pages.\This is bad...\What're you doing?!\Hattori-san, you said that in three years,\we'll be able to compete with mainstream.\You never intended to serialize the cult story...\Kono Yo wa Kane to Chie in the first place, did you?\So starting now, we're doing mainstream! response:	Didn't I tell you that you would get popular without doing mainstream?!
context: This is bad...\What're you doing?!\Hattori-san, you said that in three years,\we'll be able to compete with mainstream.\You never intended to serialize the cult story...\Kono Yo wa Kane to Chie in the first place, did you?\So starting now, we're doing mainstream!\Didn't I tell you that you would get popular without doing mainstream?! response:	No, we want to do mainstream!
context: What're you doing?!\Hattori-san, you said that in three years,\we'll be able to compete with mainstream.\You never intended to serialize the cult story...\Kono Yo wa Kane to Chie in the first place, did you?\So starting now, we're doing mainstream!\Didn't I tell you that you would get popular without doing mainstream?!\No, we want to do mainstream! response:	ThThis is crazy!
context: Hattori-san, you said that in three years,\we'll be able to compete with mainstream.\You never intended to serialize the cult story...\Kono Yo wa Kane to Chie in the first place, did you?\So starting now, we're doing mainstream!\Didn't I tell you that you would get popular without doing mainstream?!\No, we want to do mainstream!\ThThis is crazy! response:	I don't know how to say this...
context: we'll be able to compete with mainstream.\You never intended to serialize the cult story...\Kono Yo wa Kane to Chie in the first place, did you?\So starting now, we're doing mainstream!\Didn't I tell you that you would get popular without doing mainstream?!\No, we want to do mainstream!\ThThis is crazy!\I don't know how to say this... response:	Listen, lots of newcomers come in that have drawn mainstream.
context: You never intended to serialize the cult story...\Kono Yo wa Kane to Chie in the first place, did you?\So starting now, we're doing mainstream!\Didn't I tell you that you would get popular without doing mainstream?!\No, we want to do mainstream!\ThThis is crazy!\I don't know how to say this...\Listen, lots of newcomers come in that have drawn mainstream. response:	Or, well, it's not that they come in thinking it's mainstream,
context: Kono Yo wa Kane to Chie in the first place, did you?\So starting now, we're doing mainstream!\Didn't I tell you that you would get popular without doing mainstream?!\No, we want to do mainstream!\ThThis is crazy!\I don't know how to say this...\Listen, lots of newcomers come in that have drawn mainstream.\Or, well, it's not that they come in thinking it's mainstream, response:	it's just all they're exposed to are games and mainstream manga.
context: So starting now, we're doing mainstream!\Didn't I tell you that you would get popular without doing mainstream?!\No, we want to do mainstream!\ThThis is crazy!\I don't know how to say this...\Listen, lots of newcomers come in that have drawn mainstream.\Or, well, it's not that they come in thinking it's mainstream,\it's just all they're exposed to are games and mainstream manga. response:	So, that's all they can draw.
context: Didn't I tell you that you would get popular without doing mainstream?!\No, we want to do mainstream!\ThThis is crazy!\I don't know how to say this...\Listen, lots of newcomers come in that have drawn mainstream.\Or, well, it's not that they come in thinking it's mainstream,\it's just all they're exposed to are games and mainstream manga.\So, that's all they can draw. response:	But Takagi-kun can write stories that aren't like that.
context: No, we want to do mainstream!\ThThis is crazy!\I don't know how to say this...\Listen, lots of newcomers come in that have drawn mainstream.\Or, well, it's not that they come in thinking it's mainstream,\it's just all they're exposed to are games and mainstream manga.\So, that's all they can draw.\But Takagi-kun can write stories that aren't like that. response:	That's your weapon.
context: ThThis is crazy!\I don't know how to say this...\Listen, lots of newcomers come in that have drawn mainstream.\Or, well, it's not that they come in thinking it's mainstream,\it's just all they're exposed to are games and mainstream manga.\So, that's all they can draw.\But Takagi-kun can write stories that aren't like that.\That's your weapon. response:	But in reality, what's popular in Jack are things like...
context: I don't know how to say this...\Listen, lots of newcomers come in that have drawn mainstream.\Or, well, it's not that they come in thinking it's mainstream,\it's just all they're exposed to are games and mainstream manga.\So, that's all they can draw.\But Takagi-kun can write stories that aren't like that.\That's your weapon.\But in reality, what's popular in Jack are things like... response:	Bleach,
context: Listen, lots of newcomers come in that have drawn mainstream.\Or, well, it's not that they come in thinking it's mainstream,\it's just all they're exposed to are games and mainstream manga.\So, that's all they can draw.\But Takagi-kun can write stories that aren't like that.\That's your weapon.\But in reality, what's popular in Jack are things like...\Bleach, response:	Hunter X Hunter,
context: Or, well, it's not that they come in thinking it's mainstream,\it's just all they're exposed to are games and mainstream manga.\So, that's all they can draw.\But Takagi-kun can write stories that aren't like that.\That's your weapon.\But in reality, what's popular in Jack are things like...\Bleach,\Hunter X Hunter, response:	Naruto,
context: it's just all they're exposed to are games and mainstream manga.\So, that's all they can draw.\But Takagi-kun can write stories that aren't like that.\That's your weapon.\But in reality, what's popular in Jack are things like...\Bleach,\Hunter X Hunter,\Naruto, response:	One Piece,
context: So, that's all they can draw.\But Takagi-kun can write stories that aren't like that.\That's your weapon.\But in reality, what's popular in Jack are things like...\Bleach,\Hunter X Hunter,\Naruto,\One Piece, response:	all mainstream battle manga.
context: But Takagi-kun can write stories that aren't like that.\That's your weapon.\But in reality, what's popular in Jack are things like...\Bleach,\Hunter X Hunter,\Naruto,\One Piece,\all mainstream battle manga. response:	You are ten years too early to be comparing yourselves to popular serialized manga!
context: That's your weapon.\But in reality, what's popular in Jack are things like...\Bleach,\Hunter X Hunter,\Naruto,\One Piece,\all mainstream battle manga.\You are ten years too early to be comparing yourselves to popular serialized manga! response:	First, you should be thinking about what kind of manga you can get serialized, right?
context: But in reality, what's popular in Jack are things like...\Bleach,\Hunter X Hunter,\Naruto,\One Piece,\all mainstream battle manga.\You are ten years too early to be comparing yourselves to popular serialized manga!\First, you should be thinking about what kind of manga you can get serialized, right? response:	After all that effort, you got third in NEXT!,
context: Bleach,\Hunter X Hunter,\Naruto,\One Piece,\all mainstream battle manga.\You are ten years too early to be comparing yourselves to popular serialized manga!\First, you should be thinking about what kind of manga you can get serialized, right?\After all that effort, you got third in NEXT!, response:	that's why I said you should stay on the road you're already on!
context: Hunter X Hunter,\Naruto,\One Piece,\all mainstream battle manga.\You are ten years too early to be comparing yourselves to popular serialized manga!\First, you should be thinking about what kind of manga you can get serialized, right?\After all that effort, you got third in NEXT!,\that's why I said you should stay on the road you're already on! response:	But getting third in NEXT! won't carry us to serialization, right?
context: Naruto,\One Piece,\all mainstream battle manga.\You are ten years too early to be comparing yourselves to popular serialized manga!\First, you should be thinking about what kind of manga you can get serialized, right?\After all that effort, you got third in NEXT!,\that's why I said you should stay on the road you're already on!\But getting third in NEXT! won't carry us to serialization, right? response:	All right.
context: One Piece,\all mainstream battle manga.\You are ten years too early to be comparing yourselves to popular serialized manga!\First, you should be thinking about what kind of manga you can get serialized, right?\After all that effort, you got third in NEXT!,\that's why I said you should stay on the road you're already on!\But getting third in NEXT! won't carry us to serialization, right?\All right. response:	If, in the next issue of NEXT!, you get the top spot for a newcomer,
context: all mainstream battle manga.\You are ten years too early to be comparing yourselves to popular serialized manga!\First, you should be thinking about what kind of manga you can get serialized, right?\After all that effort, you got third in NEXT!,\that's why I said you should stay on the road you're already on!\But getting third in NEXT! won't carry us to serialization, right?\All right.\If, in the next issue of NEXT!, you get the top spot for a newcomer, response:	third or better overall,
context: You are ten years too early to be comparing yourselves to popular serialized manga!\First, you should be thinking about what kind of manga you can get serialized, right?\After all that effort, you got third in NEXT!,\that's why I said you should stay on the road you're already on!\But getting third in NEXT! won't carry us to serialization, right?\All right.\If, in the next issue of NEXT!, you get the top spot for a newcomer,\third or better overall, response:	and get within the top eight as a one-shot in the main magazine,
context: First, you should be thinking about what kind of manga you can get serialized, right?\After all that effort, you got third in NEXT!,\that's why I said you should stay on the road you're already on!\But getting third in NEXT! won't carry us to serialization, right?\All right.\If, in the next issue of NEXT!, you get the top spot for a newcomer,\third or better overall,\and get within the top eight as a one-shot in the main magazine, response:	I'll think about moving it toward serialization.
context: After all that effort, you got third in NEXT!,\that's why I said you should stay on the road you're already on!\But getting third in NEXT! won't carry us to serialization, right?\All right.\If, in the next issue of NEXT!, you get the top spot for a newcomer,\third or better overall,\and get within the top eight as a one-shot in the main magazine,\I'll think about moving it toward serialization. response:	However, you two can't get popular with mainstream.
context: that's why I said you should stay on the road you're already on!\But getting third in NEXT! won't carry us to serialization, right?\All right.\If, in the next issue of NEXT!, you get the top spot for a newcomer,\third or better overall,\and get within the top eight as a one-shot in the main magazine,\I'll think about moving it toward serialization.\However, you two can't get popular with mainstream. response:	This name isn't interesting at all.
context: But getting third in NEXT! won't carry us to serialization, right?\All right.\If, in the next issue of NEXT!, you get the top spot for a newcomer,\third or better overall,\and get within the top eight as a one-shot in the main magazine,\I'll think about moving it toward serialization.\However, you two can't get popular with mainstream.\This name isn't interesting at all. response:	Then...
context: All right.\If, in the next issue of NEXT!, you get the top spot for a newcomer,\third or better overall,\and get within the top eight as a one-shot in the main magazine,\I'll think about moving it toward serialization.\However, you two can't get popular with mainstream.\This name isn't interesting at all.\Then... response:	we'll think up and bring in a mainstream manga you think is good enough to run.
context: If, in the next issue of NEXT!, you get the top spot for a newcomer,\third or better overall,\and get within the top eight as a one-shot in the main magazine,\I'll think about moving it toward serialization.\However, you two can't get popular with mainstream.\This name isn't interesting at all.\Then...\we'll think up and bring in a mainstream manga you think is good enough to run. response:	Shuujin...
context: third or better overall,\and get within the top eight as a one-shot in the main magazine,\I'll think about moving it toward serialization.\However, you two can't get popular with mainstream.\This name isn't interesting at all.\Then...\we'll think up and bring in a mainstream manga you think is good enough to run.\Shuujin... response:	You too, Takagi-kun?
context: and get within the top eight as a one-shot in the main magazine,\I'll think about moving it toward serialization.\However, you two can't get popular with mainstream.\This name isn't interesting at all.\Then...\we'll think up and bring in a mainstream manga you think is good enough to run.\Shuujin...\You too, Takagi-kun? response:	I just told you, doing mainstream isn't the best way for you to utilize your talents and get popular!
context: I'll think about moving it toward serialization.\However, you two can't get popular with mainstream.\This name isn't interesting at all.\Then...\we'll think up and bring in a mainstream manga you think is good enough to run.\Shuujin...\You too, Takagi-kun?\I just told you, doing mainstream isn't the best way for you to utilize your talents and get popular! response:	Why don't you understand?!
context: However, you two can't get popular with mainstream.\This name isn't interesting at all.\Then...\we'll think up and bring in a mainstream manga you think is good enough to run.\Shuujin...\You too, Takagi-kun?\I just told you, doing mainstream isn't the best way for you to utilize your talents and get popular!\Why don't you understand?! response:	Hattori-san is having a rare bout of anger.
context: This name isn't interesting at all.\Then...\we'll think up and bring in a mainstream manga you think is good enough to run.\Shuujin...\You too, Takagi-kun?\I just told you, doing mainstream isn't the best way for you to utilize your talents and get popular!\Why don't you understand?!\Hattori-san is having a rare bout of anger. response:	It's because they're promising newcomers.
context: Then...\we'll think up and bring in a mainstream manga you think is good enough to run.\Shuujin...\You too, Takagi-kun?\I just told you, doing mainstream isn't the best way for you to utilize your talents and get popular!\Why don't you understand?!\Hattori-san is having a rare bout of anger.\It's because they're promising newcomers. response:	Ashirogi Muto.
context: we'll think up and bring in a mainstream manga you think is good enough to run.\Shuujin...\You too, Takagi-kun?\I just told you, doing mainstream isn't the best way for you to utilize your talents and get popular!\Why don't you understand?!\Hattori-san is having a rare bout of anger.\It's because they're promising newcomers.\Ashirogi Muto. response:	Do you think they're promising?
context: Shuujin...\You too, Takagi-kun?\I just told you, doing mainstream isn't the best way for you to utilize your talents and get popular!\Why don't you understand?!\Hattori-san is having a rare bout of anger.\It's because they're promising newcomers.\Ashirogi Muto.\Do you think they're promising? response:	Ah, yes. I'm more of an Ashirogi fan than Niizuma.
context: You too, Takagi-kun?\I just told you, doing mainstream isn't the best way for you to utilize your talents and get popular!\Why don't you understand?!\Hattori-san is having a rare bout of anger.\It's because they're promising newcomers.\Ashirogi Muto.\Do you think they're promising?\Ah, yes. I'm more of an Ashirogi fan than Niizuma. response:	Well, it's the editor-approved, reader-rejected types I'm uneasy about...
context: I just told you, doing mainstream isn't the best way for you to utilize your talents and get popular!\Why don't you understand?!\Hattori-san is having a rare bout of anger.\It's because they're promising newcomers.\Ashirogi Muto.\Do you think they're promising?\Ah, yes. I'm more of an Ashirogi fan than Niizuma.\Well, it's the editor-approved, reader-rejected types I'm uneasy about... response:	but not with the readers in general, so I'm a bit uneasy, but
context: Why don't you understand?!\Hattori-san is having a rare bout of anger.\It's because they're promising newcomers.\Ashirogi Muto.\Do you think they're promising?\Ah, yes. I'm more of an Ashirogi fan than Niizuma.\Well, it's the editor-approved, reader-rejected types I'm uneasy about...\but not with the readers in general, so I'm a bit uneasy, but response:	Excuse me.
context: Hattori-san is having a rare bout of anger.\It's because they're promising newcomers.\Ashirogi Muto.\Do you think they're promising?\Ah, yes. I'm more of an Ashirogi fan than Niizuma.\Well, it's the editor-approved, reader-rejected types I'm uneasy about...\but not with the readers in general, so I'm a bit uneasy, but\Excuse me. response:	Hello?
context: It's because they're promising newcomers.\Ashirogi Muto.\Do you think they're promising?\Ah, yes. I'm more of an Ashirogi fan than Niizuma.\Well, it's the editor-approved, reader-rejected types I'm uneasy about...\but not with the readers in general, so I'm a bit uneasy, but\Excuse me.\Hello? response:	In the end, you finally made an excellent setup for a story.
context: Ashirogi Muto.\Do you think they're promising?\Ah, yes. I'm more of an Ashirogi fan than Niizuma.\Well, it's the editor-approved, reader-rejected types I'm uneasy about...\but not with the readers in general, so I'm a bit uneasy, but\Excuse me.\Hello?\In the end, you finally made an excellent setup for a story. response:	We should be talking about how to make use of that!
context: Do you think they're promising?\Ah, yes. I'm more of an Ashirogi fan than Niizuma.\Well, it's the editor-approved, reader-rejected types I'm uneasy about...\but not with the readers in general, so I'm a bit uneasy, but\Excuse me.\Hello?\In the end, you finally made an excellent setup for a story.\We should be talking about how to make use of that! response:	Then I'll do a good setup for mainstream
context: Ah, yes. I'm more of an Ashirogi fan than Niizuma.\Well, it's the editor-approved, reader-rejected types I'm uneasy about...\but not with the readers in general, so I'm a bit uneasy, but\Excuse me.\Hello?\In the end, you finally made an excellent setup for a story.\We should be talking about how to make use of that!\Then I'll do a good setup for mainstream response:	What?!
context: Well, it's the editor-approved, reader-rejected types I'm uneasy about...\but not with the readers in general, so I'm a bit uneasy, but\Excuse me.\Hello?\In the end, you finally made an excellent setup for a story.\We should be talking about how to make use of that!\Then I'll do a good setup for mainstream\What?! response:	Niizuma Eiji's manuscript for his new series won't be done in time?!
context: but not with the readers in general, so I'm a bit uneasy, but\Excuse me.\Hello?\In the end, you finally made an excellent setup for a story.\We should be talking about how to make use of that!\Then I'll do a good setup for mainstream\What?!\Niizuma Eiji's manuscript for his new series won't be done in time?! response:	Niizuma Eiji?!
context: Excuse me.\Hello?\In the end, you finally made an excellent setup for a story.\We should be talking about how to make use of that!\Then I'll do a good setup for mainstream\What?!\Niizuma Eiji's manuscript for his new series won't be done in time?!\Niizuma Eiji?! response:	New series?
context: Hello?\In the end, you finally made an excellent setup for a story.\We should be talking about how to make use of that!\Then I'll do a good setup for mainstream\What?!\Niizuma Eiji's manuscript for his new series won't be done in time?!\Niizuma Eiji?!\New series? response:	What are you saying?
context: In the end, you finally made an excellent setup for a story.\We should be talking about how to make use of that!\Then I'll do a good setup for mainstream\What?!\Niizuma Eiji's manuscript for his new series won't be done in time?!\Niizuma Eiji?!\New series?\What are you saying? response:	You were just going to get the color pages and the finished chapter...
context: We should be talking about how to make use of that!\Then I'll do a good setup for mainstream\What?!\Niizuma Eiji's manuscript for his new series won't be done in time?!\Niizuma Eiji?!\New series?\What are you saying?\You were just going to get the color pages and the finished chapter... response:	with time to spare, weren't you?!
context: Then I'll do a good setup for mainstream\What?!\Niizuma Eiji's manuscript for his new series won't be done in time?!\Niizuma Eiji?!\New series?\What are you saying?\You were just going to get the color pages and the finished chapter...\with time to spare, weren't you?! response:	What he was drawing wasn't his new series!
context: What?!\Niizuma Eiji's manuscript for his new series won't be done in time?!\Niizuma Eiji?!\New series?\What are you saying?\You were just going to get the color pages and the finished chapter...\with time to spare, weren't you?!\What he was drawing wasn't his new series! response:	It seems he was drawing the first chapter for CROW, not YELLOW HIT!
context: Niizuma Eiji's manuscript for his new series won't be done in time?!\Niizuma Eiji?!\New series?\What are you saying?\You were just going to get the color pages and the finished chapter...\with time to spare, weren't you?!\What he was drawing wasn't his new series!\It seems he was drawing the first chapter for CROW, not YELLOW HIT! response:	CROW?! The hell! What are we going to do?!
context: Niizuma Eiji?!\New series?\What are you saying?\You were just going to get the color pages and the finished chapter...\with time to spare, weren't you?!\What he was drawing wasn't his new series!\It seems he was drawing the first chapter for CROW, not YELLOW HIT!\CROW?! The hell! What are we going to do?! response:	It's two days before the deadline for the color pages.
context: New series?\What are you saying?\You were just going to get the color pages and the finished chapter...\with time to spare, weren't you?!\What he was drawing wasn't his new series!\It seems he was drawing the first chapter for CROW, not YELLOW HIT!\CROW?! The hell! What are we going to do?!\It's two days before the deadline for the color pages. response:	There are nine days until it goes to print,
context: What are you saying?\You were just going to get the color pages and the finished chapter...\with time to spare, weren't you?!\What he was drawing wasn't his new series!\It seems he was drawing the first chapter for CROW, not YELLOW HIT!\CROW?! The hell! What are we going to do?!\It's two days before the deadline for the color pages.\There are nine days until it goes to print, response:	so I asked if he could draw it in time, but he refuses to do it!
context: You were just going to get the color pages and the finished chapter...\with time to spare, weren't you?!\What he was drawing wasn't his new series!\It seems he was drawing the first chapter for CROW, not YELLOW HIT!\CROW?! The hell! What are we going to do?!\It's two days before the deadline for the color pages.\There are nine days until it goes to print,\so I asked if he could draw it in time, but he refuses to do it! response:	He doesn't want to draw it!
context: with time to spare, weren't you?!\What he was drawing wasn't his new series!\It seems he was drawing the first chapter for CROW, not YELLOW HIT!\CROW?! The hell! What are we going to do?!\It's two days before the deadline for the color pages.\There are nine days until it goes to print,\so I asked if he could draw it in time, but he refuses to do it!\He doesn't want to draw it! response:	He can't just not draw it!
context: What he was drawing wasn't his new series!\It seems he was drawing the first chapter for CROW, not YELLOW HIT!\CROW?! The hell! What are we going to do?!\It's two days before the deadline for the color pages.\There are nine days until it goes to print,\so I asked if he could draw it in time, but he refuses to do it!\He doesn't want to draw it!\He can't just not draw it! response:	We've never had a hole for new serialization in the entire history of the magazine!
context: It seems he was drawing the first chapter for CROW, not YELLOW HIT!\CROW?! The hell! What are we going to do?!\It's two days before the deadline for the color pages.\There are nine days until it goes to print,\so I asked if he could draw it in time, but he refuses to do it!\He doesn't want to draw it!\He can't just not draw it!\We've never had a hole for new serialization in the entire history of the magazine! response:	Heishi, let me have the phone for a minute.
context: CROW?! The hell! What are we going to do?!\It's two days before the deadline for the color pages.\There are nine days until it goes to print,\so I asked if he could draw it in time, but he refuses to do it!\He doesn't want to draw it!\He can't just not draw it!\We've never had a hole for new serialization in the entire history of the magazine!\Heishi, let me have the phone for a minute. response:	Ah, okay.
context: It's two days before the deadline for the color pages.\There are nine days until it goes to print,\so I asked if he could draw it in time, but he refuses to do it!\He doesn't want to draw it!\He can't just not draw it!\We've never had a hole for new serialization in the entire history of the magazine!\Heishi, let me have the phone for a minute.\Ah, okay. response:	I'm putting the editor-in-chief on.
context: There are nine days until it goes to print,\so I asked if he could draw it in time, but he refuses to do it!\He doesn't want to draw it!\He can't just not draw it!\We've never had a hole for new serialization in the entire history of the magazine!\Heishi, let me have the phone for a minute.\Ah, okay.\I'm putting the editor-in-chief on. response:	This is Sasaki.
context: so I asked if he could draw it in time, but he refuses to do it!\He doesn't want to draw it!\He can't just not draw it!\We've never had a hole for new serialization in the entire history of the magazine!\Heishi, let me have the phone for a minute.\Ah, okay.\I'm putting the editor-in-chief on.\This is Sasaki. response:	Please bring the manuscript he did draw, along with Niizuma-kun himself, here.
context: He doesn't want to draw it!\He can't just not draw it!\We've never had a hole for new serialization in the entire history of the magazine!\Heishi, let me have the phone for a minute.\Ah, okay.\I'm putting the editor-in-chief on.\This is Sasaki.\Please bring the manuscript he did draw, along with Niizuma-kun himself, here. response:	The editor-in-chief just told him to bring Niizuma Eiji here.
context: He can't just not draw it!\We've never had a hole for new serialization in the entire history of the magazine!\Heishi, let me have the phone for a minute.\Ah, okay.\I'm putting the editor-in-chief on.\This is Sasaki.\Please bring the manuscript he did draw, along with Niizuma-kun himself, here.\The editor-in-chief just told him to bring Niizuma Eiji here. response:	Niizuma Eiji coming here...
context: We've never had a hole for new serialization in the entire history of the magazine!\Heishi, let me have the phone for a minute.\Ah, okay.\I'm putting the editor-in-chief on.\This is Sasaki.\Please bring the manuscript he did draw, along with Niizuma-kun himself, here.\The editor-in-chief just told him to bring Niizuma Eiji here.\Niizuma Eiji coming here... response:	Niizuma-kun, we're going to the editorial department.
context: Heishi, let me have the phone for a minute.\Ah, okay.\I'm putting the editor-in-chief on.\This is Sasaki.\Please bring the manuscript he did draw, along with Niizuma-kun himself, here.\The editor-in-chief just told him to bring Niizuma Eiji here.\Niizuma Eiji coming here...\Niizuma-kun, we're going to the editorial department. response:	I've always wanted to go to the Jack editorial department.
context: Ah, okay.\I'm putting the editor-in-chief on.\This is Sasaki.\Please bring the manuscript he did draw, along with Niizuma-kun himself, here.\The editor-in-chief just told him to bring Niizuma Eiji here.\Niizuma Eiji coming here...\Niizuma-kun, we're going to the editorial department.\I've always wanted to go to the Jack editorial department. response:	Does he not understand what he's done?
context: I'm putting the editor-in-chief on.\This is Sasaki.\Please bring the manuscript he did draw, along with Niizuma-kun himself, here.\The editor-in-chief just told him to bring Niizuma Eiji here.\Niizuma Eiji coming here...\Niizuma-kun, we're going to the editorial department.\I've always wanted to go to the Jack editorial department.\Does he not understand what he's done? response:	No...
context: This is Sasaki.\Please bring the manuscript he did draw, along with Niizuma-kun himself, here.\The editor-in-chief just told him to bring Niizuma Eiji here.\Niizuma Eiji coming here...\Niizuma-kun, we're going to the editorial department.\I've always wanted to go to the Jack editorial department.\Does he not understand what he's done?\No... response:	If I become the number one most popular author in Jack,
context: Please bring the manuscript he did draw, along with Niizuma-kun himself, here.\The editor-in-chief just told him to bring Niizuma Eiji here.\Niizuma Eiji coming here...\Niizuma-kun, we're going to the editorial department.\I've always wanted to go to the Jack editorial department.\Does he not understand what he's done?\No...\If I become the number one most popular author in Jack, response:	please give me the power to end one manga that I hate.
