context: Hey, Rin! response:	Rin! Come on!
context: You and Bourguignon are to bolster the defence.\No one may interrupt the ceremony we will be performing.\As you command.\I see. Now that I meet you in person I see the resemblance to Yuri is even greater.\Who are you?\I am Ernst Frederik Egin. Nice to meet you, my grandson.\Okumura got sentenced to death?\Why would they do that? response:	He was supposed to be kept safe until the Exorcist Authorization Exam...
context: No one may interrupt the ceremony we will be performing.\As you command.\I see. Now that I meet you in person I see the resemblance to Yuri is even greater.\Who are you?\I am Ernst Frederik Egin. Nice to meet you, my grandson.\Okumura got sentenced to death?\Why would they do that?\He was supposed to be kept safe until the Exorcist Authorization Exam... response:	Ah well, the Headquarters are in chaos as well.
context: As you command.\I see. Now that I meet you in person I see the resemblance to Yuri is even greater.\Who are you?\I am Ernst Frederik Egin. Nice to meet you, my grandson.\Okumura got sentenced to death?\Why would they do that?\He was supposed to be kept safe until the Exorcist Authorization Exam...\Ah well, the Headquarters are in chaos as well. response:	We are waiting for Branch Head Okumura's commands as well.
context: I see. Now that I meet you in person I see the resemblance to Yuri is even greater.\Who are you?\I am Ernst Frederik Egin. Nice to meet you, my grandson.\Okumura got sentenced to death?\Why would they do that?\He was supposed to be kept safe until the Exorcist Authorization Exam...\Ah well, the Headquarters are in chaos as well.\We are waiting for Branch Head Okumura's commands as well. response:	And where is Rin now?
context: Who are you?\I am Ernst Frederik Egin. Nice to meet you, my grandson.\Okumura got sentenced to death?\Why would they do that?\He was supposed to be kept safe until the Exorcist Authorization Exam...\Ah well, the Headquarters are in chaos as well.\We are waiting for Branch Head Okumura's commands as well.\And where is Rin now? response:	I don't know that, but I heard the execution will be carried out at the top of the True Cross Academy.
context: I am Ernst Frederik Egin. Nice to meet you, my grandson.\Okumura got sentenced to death?\Why would they do that?\He was supposed to be kept safe until the Exorcist Authorization Exam...\Ah well, the Headquarters are in chaos as well.\We are waiting for Branch Head Okumura's commands as well.\And where is Rin now?\I don't know that, but I heard the execution will be carried out at the top of the True Cross Academy. response:	At the top?
context: Okumura got sentenced to death?\Why would they do that?\He was supposed to be kept safe until the Exorcist Authorization Exam...\Ah well, the Headquarters are in chaos as well.\We are waiting for Branch Head Okumura's commands as well.\And where is Rin now?\I don't know that, but I heard the execution will be carried out at the top of the True Cross Academy.\At the top? response:	None shall pass here alive.
context: Why would they do that?\He was supposed to be kept safe until the Exorcist Authorization Exam...\Ah well, the Headquarters are in chaos as well.\We are waiting for Branch Head Okumura's commands as well.\And where is Rin now?\I don't know that, but I heard the execution will be carried out at the top of the True Cross Academy.\At the top?\None shall pass here alive. response:	What the hell are you planning?
context: He was supposed to be kept safe until the Exorcist Authorization Exam...\Ah well, the Headquarters are in chaos as well.\We are waiting for Branch Head Okumura's commands as well.\And where is Rin now?\I don't know that, but I heard the execution will be carried out at the top of the True Cross Academy.\At the top?\None shall pass here alive.\What the hell are you planning? response:	This is the wood of the cross on which hung the Saviour of the world... Come let us worship.
context: Ah well, the Headquarters are in chaos as well.\We are waiting for Branch Head Okumura's commands as well.\And where is Rin now?\I don't know that, but I heard the execution will be carried out at the top of the True Cross Academy.\At the top?\None shall pass here alive.\What the hell are you planning?\This is the wood of the cross on which hung the Saviour of the world... Come let us worship. response:	Ye people: what have I made you
context: We are waiting for Branch Head Okumura's commands as well.\And where is Rin now?\I don't know that, but I heard the execution will be carried out at the top of the True Cross Academy.\At the top?\None shall pass here alive.\What the hell are you planning?\This is the wood of the cross on which hung the Saviour of the world... Come let us worship.\Ye people: what have I made you response:	or in what have I offended you? Answer me.
context: And where is Rin now?\I don't know that, but I heard the execution will be carried out at the top of the True Cross Academy.\At the top?\None shall pass here alive.\What the hell are you planning?\This is the wood of the cross on which hung the Saviour of the world... Come let us worship.\Ye people: what have I made you\or in what have I offended you? Answer me. response:	O Sacred God,
context: I don't know that, but I heard the execution will be carried out at the top of the True Cross Academy.\At the top?\None shall pass here alive.\What the hell are you planning?\This is the wood of the cross on which hung the Saviour of the world... Come let us worship.\Ye people: what have I made you\or in what have I offended you? Answer me.\O Sacred God, response:	O Strong saint,
context: At the top?\None shall pass here alive.\What the hell are you planning?\This is the wood of the cross on which hung the Saviour of the world... Come let us worship.\Ye people: what have I made you\or in what have I offended you? Answer me.\O Sacred God,\O Strong saint, response:	O Immortal saint, have mercy on us.
context: None shall pass here alive.\What the hell are you planning?\This is the wood of the cross on which hung the Saviour of the world... Come let us worship.\Ye people: what have I made you\or in what have I offended you? Answer me.\O Sacred God,\O Strong saint,\O Immortal saint, have mercy on us. response:	This is the wood of the cross on which hung the Saviour of the world...
context: What the hell are you planning?\This is the wood of the cross on which hung the Saviour of the world... Come let us worship.\Ye people: what have I made you\or in what have I offended you? Answer me.\O Sacred God,\O Strong saint,\O Immortal saint, have mercy on us.\This is the wood of the cross on which hung the Saviour of the world... response:	O blood of pitiful demon! Show us the Gates of Hell!
context: This is the wood of the cross on which hung the Saviour of the world... Come let us worship.\Ye people: what have I made you\or in what have I offended you? Answer me.\O Sacred God,\O Strong saint,\O Immortal saint, have mercy on us.\This is the wood of the cross on which hung the Saviour of the world...\O blood of pitiful demon! Show us the Gates of Hell! response:	Professor!
context: Ye people: what have I made you\or in what have I offended you? Answer me.\O Sacred God,\O Strong saint,\O Immortal saint, have mercy on us.\This is the wood of the cross on which hung the Saviour of the world...\O blood of pitiful demon! Show us the Gates of Hell!\Professor! response:	Return to your stations right away.
context: or in what have I offended you? Answer me.\O Sacred God,\O Strong saint,\O Immortal saint, have mercy on us.\This is the wood of the cross on which hung the Saviour of the world...\O blood of pitiful demon! Show us the Gates of Hell!\Professor!\Return to your stations right away. response:	The plan is being carried out right now.
context: O Sacred God,\O Strong saint,\O Immortal saint, have mercy on us.\This is the wood of the cross on which hung the Saviour of the world...\O blood of pitiful demon! Show us the Gates of Hell!\Professor!\Return to your stations right away.\The plan is being carried out right now. response:	Why are they executing Okumura? He hasn't done anything!
context: O Strong saint,\O Immortal saint, have mercy on us.\This is the wood of the cross on which hung the Saviour of the world...\O blood of pitiful demon! Show us the Gates of Hell!\Professor!\Return to your stations right away.\The plan is being carried out right now.\Why are they executing Okumura? He hasn't done anything! response:	For the kin of Satan just being alive is a sin!
context: O Immortal saint, have mercy on us.\This is the wood of the cross on which hung the Saviour of the world...\O blood of pitiful demon! Show us the Gates of Hell!\Professor!\Return to your stations right away.\The plan is being carried out right now.\Why are they executing Okumura? He hasn't done anything!\For the kin of Satan just being alive is a sin! response:	What?
context: This is the wood of the cross on which hung the Saviour of the world...\O blood of pitiful demon! Show us the Gates of Hell!\Professor!\Return to your stations right away.\The plan is being carried out right now.\Why are they executing Okumura? He hasn't done anything!\For the kin of Satan just being alive is a sin!\What? response:	Is that what the Order of the True Cross calls justice?
context: O blood of pitiful demon! Show us the Gates of Hell!\Professor!\Return to your stations right away.\The plan is being carried out right now.\Why are they executing Okumura? He hasn't done anything!\For the kin of Satan just being alive is a sin!\What?\Is that what the Order of the True Cross calls justice? response:	The orders of the Vatican are absolute.
context: Professor!\Return to your stations right away.\The plan is being carried out right now.\Why are they executing Okumura? He hasn't done anything!\For the kin of Satan just being alive is a sin!\What?\Is that what the Order of the True Cross calls justice?\The orders of the Vatican are absolute. response:	If you intend to oppose me, I shall strike you down.
context: Return to your stations right away.\The plan is being carried out right now.\Why are they executing Okumura? He hasn't done anything!\For the kin of Satan just being alive is a sin!\What?\Is that what the Order of the True Cross calls justice?\The orders of the Vatican are absolute.\If you intend to oppose me, I shall strike you down. response:	Professor Shura!
context: The plan is being carried out right now.\Why are they executing Okumura? He hasn't done anything!\For the kin of Satan just being alive is a sin!\What?\Is that what the Order of the True Cross calls justice?\The orders of the Vatican are absolute.\If you intend to oppose me, I shall strike you down.\Professor Shura! response:	Too bad you side with the demons.
context: Why are they executing Okumura? He hasn't done anything!\For the kin of Satan just being alive is a sin!\What?\Is that what the Order of the True Cross calls justice?\The orders of the Vatican are absolute.\If you intend to oppose me, I shall strike you down.\Professor Shura!\Too bad you side with the demons. response:	That's not it. I just can't stand the shine of your bald head.
context: For the kin of Satan just being alive is a sin!\What?\Is that what the Order of the True Cross calls justice?\The orders of the Vatican are absolute.\If you intend to oppose me, I shall strike you down.\Professor Shura!\Too bad you side with the demons.\That's not it. I just can't stand the shine of your bald head. response:	Leave this to me. Hurry.
context: What?\Is that what the Order of the True Cross calls justice?\The orders of the Vatican are absolute.\If you intend to oppose me, I shall strike you down.\Professor Shura!\Too bad you side with the demons.\That's not it. I just can't stand the shine of your bald head.\Leave this to me. Hurry. response:	Don't disappoint me!
context: Is that what the Order of the True Cross calls justice?\The orders of the Vatican are absolute.\If you intend to oppose me, I shall strike you down.\Professor Shura!\Too bad you side with the demons.\That's not it. I just can't stand the shine of your bald head.\Leave this to me. Hurry.\Don't disappoint me! response:	Shut up you baldy!
context: The orders of the Vatican are absolute.\If you intend to oppose me, I shall strike you down.\Professor Shura!\Too bad you side with the demons.\That's not it. I just can't stand the shine of your bald head.\Leave this to me. Hurry.\Don't disappoint me!\Shut up you baldy! response:	What's the meaning of this?
context: If you intend to oppose me, I shall strike you down.\Professor Shura!\Too bad you side with the demons.\That's not it. I just can't stand the shine of your bald head.\Leave this to me. Hurry.\Don't disappoint me!\Shut up you baldy!\What's the meaning of this? response:	What are you doing to Rin?
context: Professor Shura!\Too bad you side with the demons.\That's not it. I just can't stand the shine of your bald head.\Leave this to me. Hurry.\Don't disappoint me!\Shut up you baldy!\What's the meaning of this?\What are you doing to Rin? response:	Can't you see it?
context: Too bad you side with the demons.\That's not it. I just can't stand the shine of your bald head.\Leave this to me. Hurry.\Don't disappoint me!\Shut up you baldy!\What's the meaning of this?\What are you doing to Rin?\Can't you see it? response:	I'm sacrificing him to open the Gehenna Gate.
context: That's not it. I just can't stand the shine of your bald head.\Leave this to me. Hurry.\Don't disappoint me!\Shut up you baldy!\What's the meaning of this?\What are you doing to Rin?\Can't you see it?\I'm sacrificing him to open the Gehenna Gate. response:	You lied!
context: Leave this to me. Hurry.\Don't disappoint me!\Shut up you baldy!\What's the meaning of this?\What are you doing to Rin?\Can't you see it?\I'm sacrificing him to open the Gehenna Gate.\You lied! response:	You promised that you'd turn him human again, so...
context: Don't disappoint me!\Shut up you baldy!\What's the meaning of this?\What are you doing to Rin?\Can't you see it?\I'm sacrificing him to open the Gehenna Gate.\You lied!\You promised that you'd turn him human again, so... response:	Rin is a human sacrifice.
context: Shut up you baldy!\What's the meaning of this?\What are you doing to Rin?\Can't you see it?\I'm sacrificing him to open the Gehenna Gate.\You lied!\You promised that you'd turn him human again, so...\Rin is a human sacrifice. response:	He will be remembered forever as the hero who destroyed Gehenna!
context: What's the meaning of this?\What are you doing to Rin?\Can't you see it?\I'm sacrificing him to open the Gehenna Gate.\You lied!\You promised that you'd turn him human again, so...\Rin is a human sacrifice.\He will be remembered forever as the hero who destroyed Gehenna! response:	This...
context: What are you doing to Rin?\Can't you see it?\I'm sacrificing him to open the Gehenna Gate.\You lied!\You promised that you'd turn him human again, so...\Rin is a human sacrifice.\He will be remembered forever as the hero who destroyed Gehenna!\This... response:	What the hell happened here?
context: Can't you see it?\I'm sacrificing him to open the Gehenna Gate.\You lied!\You promised that you'd turn him human again, so...\Rin is a human sacrifice.\He will be remembered forever as the hero who destroyed Gehenna!\This...\What the hell happened here? response:	Look, the Gehenna Gate opened the way for Armageddon!!
context: I'm sacrificing him to open the Gehenna Gate.\You lied!\You promised that you'd turn him human again, so...\Rin is a human sacrifice.\He will be remembered forever as the hero who destroyed Gehenna!\This...\What the hell happened here?\Look, the Gehenna Gate opened the way for Armageddon!! response:	Satan! The King of Demons shall burn Hell itself with those flames!
context: You lied!\You promised that you'd turn him human again, so...\Rin is a human sacrifice.\He will be remembered forever as the hero who destroyed Gehenna!\This...\What the hell happened here?\Look, the Gehenna Gate opened the way for Armageddon!!\Satan! The King of Demons shall burn Hell itself with those flames! response:	These brothers are like the two sides of a mirror.
context: You promised that you'd turn him human again, so...\Rin is a human sacrifice.\He will be remembered forever as the hero who destroyed Gehenna!\This...\What the hell happened here?\Look, the Gehenna Gate opened the way for Armageddon!!\Satan! The King of Demons shall burn Hell itself with those flames!\These brothers are like the two sides of a mirror. response:	Had he not drawn the Demon-Slaying Blade that day,
context: Rin is a human sacrifice.\He will be remembered forever as the hero who destroyed Gehenna!\This...\What the hell happened here?\Look, the Gehenna Gate opened the way for Armageddon!!\Satan! The King of Demons shall burn Hell itself with those flames!\These brothers are like the two sides of a mirror.\Had he not drawn the Demon-Slaying Blade that day, response:	their fate would have been different.
context: He will be remembered forever as the hero who destroyed Gehenna!\This...\What the hell happened here?\Look, the Gehenna Gate opened the way for Armageddon!!\Satan! The King of Demons shall burn Hell itself with those flames!\These brothers are like the two sides of a mirror.\Had he not drawn the Demon-Slaying Blade that day,\their fate would have been different. response:	Even I am excited to see what is coming!
context: This...\What the hell happened here?\Look, the Gehenna Gate opened the way for Armageddon!!\Satan! The King of Demons shall burn Hell itself with those flames!\These brothers are like the two sides of a mirror.\Had he not drawn the Demon-Slaying Blade that day,\their fate would have been different.\Even I am excited to see what is coming! response:	The school is temporarily closed today.
context: What the hell happened here?\Look, the Gehenna Gate opened the way for Armageddon!!\Satan! The King of Demons shall burn Hell itself with those flames!\These brothers are like the two sides of a mirror.\Had he not drawn the Demon-Slaying Blade that day,\their fate would have been different.\Even I am excited to see what is coming!\The school is temporarily closed today. response:	Episode 22 szi Demon Hunt
context: Look, the Gehenna Gate opened the way for Armageddon!!\Satan! The King of Demons shall burn Hell itself with those flames!\These brothers are like the two sides of a mirror.\Had he not drawn the Demon-Slaying Blade that day,\their fate would have been different.\Even I am excited to see what is coming!\The school is temporarily closed today.\Episode 22 szi Demon Hunt response:	Yukio Okumura
context: Satan! The King of Demons shall burn Hell itself with those flames!\These brothers are like the two sides of a mirror.\Had he not drawn the Demon-Slaying Blade that day,\their fate would have been different.\Even I am excited to see what is coming!\The school is temporarily closed today.\Episode 22 szi Demon Hunt\Yukio Okumura response:	Yukio Okumura
context: These brothers are like the two sides of a mirror.\Had he not drawn the Demon-Slaying Blade that day,\their fate would have been different.\Even I am excited to see what is coming!\The school is temporarily closed today.\Episode 22 szi Demon Hunt\Yukio Okumura\Yukio Okumura response:	Yukio Okumura
context: Had he not drawn the Demon-Slaying Blade that day,\their fate would have been different.\Even I am excited to see what is coming!\The school is temporarily closed today.\Episode 22 szi Demon Hunt\Yukio Okumura\Yukio Okumura\Yukio Okumura response:	Yukio Okumura
context: their fate would have been different.\Even I am excited to see what is coming!\The school is temporarily closed today.\Episode 22 szi Demon Hunt\Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura response:	Yukio Okumura
context: Even I am excited to see what is coming!\The school is temporarily closed today.\Episode 22 szi Demon Hunt\Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura response:	Yukio Okumura
context: The school is temporarily closed today.\Episode 22 szi Demon Hunt\Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura response:	Yukio Okumura
context: Episode 22 szi Demon Hunt\Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura response:	Paladin
context: Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura\Paladin response:	Paladin
context: Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura\Paladin\Paladin response:	Paladin
context: Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura\Paladin\Paladin\Paladin response:	Paladin
context: Yukio Okumura\Yukio Okumura\Yukio Okumura\Yukio Okumura\Paladin\Paladin\Paladin\Paladin response:	Paladin
context: Yukio Okumura\Yukio Okumura\Yukio Okumura\Paladin\Paladin\Paladin\Paladin\Paladin response:	Paladin
context: Yukio Okumura\Yukio Okumura\Paladin\Paladin\Paladin\Paladin\Paladin\Paladin response:	Paladin
context: Yukio Okumura\Paladin\Paladin\Paladin\Paladin\Paladin\Paladin\Paladin response:	Next Episode Preview
context: Paladin\Paladin\Paladin\Paladin\Paladin\Paladin\Paladin\Next Episode Preview response:	Truth
context: Paladin\Paladin\Paladin\Paladin\Paladin\Paladin\Next Episode Preview\Truth response:	The Blue Exorcist
context: Paladin\Paladin\Paladin\Paladin\Paladin\Next Episode Preview\Truth\The Blue Exorcist response:	The Blue Exorcist
context: Paladin\Paladin\Paladin\Paladin\Next Episode Preview\Truth\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Paladin\Paladin\Paladin\Next Episode Preview\Truth\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Paladin\Paladin\Next Episode Preview\Truth\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Paladin\Next Episode Preview\Truth\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Next Episode Preview\Truth\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	nuguisarenai kako no kanashimi
context: Truth\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi response:	It's alright kokoro ni mo nai
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai response:	Blastar hanachi te wo nobashita
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita response:	sakete toorenai michi wa itsu kara ka konna datta
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta response:	soshite daremo inakunatta...
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta... response:	unmei nante kuso kurae
context: The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae response:	yarikirenakute cry for pride
context: The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride response:	hibiku ai no uta
context: nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta response:	yuganda sekai magatta negai
context: It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai response:	kuzuresatte iku risou to ashita
context: Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita response:	haite suteru hodo ni taikutsu datta
context: sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta response:	unmei nante nurikaete
context: soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete response:	kizu darake ni natte try for pride
context: unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride response:	soredemo ai wo utau
context: yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau response:	hizunda sekai todokazu negai
context: hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai response:	kizuki ageteku kizuna to ashita
context: yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita response:	haite sutete mo kekkyoku taisetsu nanda
context: kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda response:	harewatari michi ni hikari wa sashita
context: haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita response:	Let's fight osore wa nai
context: unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai response:	moroha no tsurugi furikazashita
context: kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita response:	Dark side in my heart is
context: soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is response:	the unerasable sadness of the past.
context: hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past. response:	It's alright if I don't really mean it,
context: kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it, response:	so I fire my blasters and stretch out my hands.
context: haite sutete mo kekkyoku taisetsu nanda\harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands. response:	Since when has my way been unavoidable like this?
context: harewatari michi ni hikari wa sashita\Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this? response:	And now there's no one left...
context: Let's fight osore wa nai\moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left... response:	Fuck this destiny,
context: moroha no tsurugi furikazashita\Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny, response:	I cry for my pride, I can't bear it.
context: Dark side in my heart is\the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it. response:	Ah, ah, ah, alone in my world.
context: the unerasable sadness of the past.\It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world. response:	An aria of love resounding through
context: It's alright if I don't really mean it,\so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through response:	this distorted reality of twisted prayers.
context: so I fire my blasters and stretch out my hands.\Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers. response:	My dreams and tomorrow are collapsing,
context: Since when has my way been unavoidable like this?\And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing, response:	because throwing away the lies would be boring.
context: And now there's no one left...\Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring. response:	Good bye precious life.
context: Fuck this destiny,\I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life. response:	Go and repaint this destiny,
context: I cry for my pride, I can't bear it.\Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny, response:	try it for your pride, covered in wounds.
context: Ah, ah, ah, alone in my world.\An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds. response:	Ah, ah, ah, alone in my world.
context: An aria of love resounding through\this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world. response:	Even so, I sing the song of love and
context: this distorted reality of twisted prayers.\My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world.\Even so, I sing the song of love and response:	let its wish reach through this distorted world
context: My dreams and tomorrow are collapsing,\because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world.\Even so, I sing the song of love and\let its wish reach through this distorted world response:	to build our bonds and the tomorrow to come.
context: because throwing away the lies would be boring.\Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world.\Even so, I sing the song of love and\let its wish reach through this distorted world\to build our bonds and the tomorrow to come. response:	Throwing away the lies was important after all,
context: Good bye precious life.\Go and repaint this destiny,\try it for your pride, covered in wounds.\Ah, ah, ah, alone in my world.\Even so, I sing the song of love and\let its wish reach through this distorted world\to build our bonds and the tomorrow to come.\Throwing away the lies was important after all, response:	because this is my precious life.
