context: The Other House response:	While I was hanging up the laundry, the phone rang.
context: CRESCENT MOON\SWEET RED BEAN SOUP AZUKI WALNUT\TEA\All right, preparations complete!\Shall we get started?\Who would like some sweet red bean soup with rice dumplings?\Oh, Crescent Moon is serving up tasty food again.\It's thick, sweet, and salty. response:	Good to hear! It has light-brown miso inside.
context: SWEET RED BEAN SOUP AZUKI WALNUT\TEA\All right, preparations complete!\Shall we get started?\Who would like some sweet red bean soup with rice dumplings?\Oh, Crescent Moon is serving up tasty food again.\It's thick, sweet, and salty.\Good to hear! It has light-brown miso inside. response:	This warms me up.
context: TEA\All right, preparations complete!\Shall we get started?\Who would like some sweet red bean soup with rice dumplings?\Oh, Crescent Moon is serving up tasty food again.\It's thick, sweet, and salty.\Good to hear! It has light-brown miso inside.\This warms me up. response:	It's still chilly by the riverside.
context: All right, preparations complete!\Shall we get started?\Who would like some sweet red bean soup with rice dumplings?\Oh, Crescent Moon is serving up tasty food again.\It's thick, sweet, and salty.\Good to hear! It has light-brown miso inside.\This warms me up.\It's still chilly by the riverside. response:	Oh, then I'll have some sweet red bean soup with walnuts.
context: Shall we get started?\Who would like some sweet red bean soup with rice dumplings?\Oh, Crescent Moon is serving up tasty food again.\It's thick, sweet, and salty.\Good to hear! It has light-brown miso inside.\This warms me up.\It's still chilly by the riverside.\Oh, then I'll have some sweet red bean soup with walnuts. response:	HEAVY
context: Who would like some sweet red bean soup with rice dumplings?\Oh, Crescent Moon is serving up tasty food again.\It's thick, sweet, and salty.\Good to hear! It has light-brown miso inside.\This warms me up.\It's still chilly by the riverside.\Oh, then I'll have some sweet red bean soup with walnuts.\HEAVY response:	Tupperware containing the cash made from sales
context: Oh, Crescent Moon is serving up tasty food again.\It's thick, sweet, and salty.\Good to hear! It has light-brown miso inside.\This warms me up.\It's still chilly by the riverside.\Oh, then I'll have some sweet red bean soup with walnuts.\HEAVY\Tupperware containing the cash made from sales response:	Yes, business is booming!
context: It's thick, sweet, and salty.\Good to hear! It has light-brown miso inside.\This warms me up.\It's still chilly by the riverside.\Oh, then I'll have some sweet red bean soup with walnuts.\HEAVY\Tupperware containing the cash made from sales\Yes, business is booming! response:	It's still cold outside, so going with something warm was the right choice!
context: Good to hear! It has light-brown miso inside.\This warms me up.\It's still chilly by the riverside.\Oh, then I'll have some sweet red bean soup with walnuts.\HEAVY\Tupperware containing the cash made from sales\Yes, business is booming!\It's still cold outside, so going with something warm was the right choice! response:	How's it going?!
context: This warms me up.\It's still chilly by the riverside.\Oh, then I'll have some sweet red bean soup with walnuts.\HEAVY\Tupperware containing the cash made from sales\Yes, business is booming!\It's still cold outside, so going with something warm was the right choice!\How's it going?! response:	If you start running low on dumplings, let me know!
context: It's still chilly by the riverside.\Oh, then I'll have some sweet red bean soup with walnuts.\HEAVY\Tupperware containing the cash made from sales\Yes, business is booming!\It's still cold outside, so going with something warm was the right choice!\How's it going?!\If you start running low on dumplings, let me know! response:	MERCHANT
context: Oh, then I'll have some sweet red bean soup with walnuts.\HEAVY\Tupperware containing the cash made from sales\Yes, business is booming!\It's still cold outside, so going with something warm was the right choice!\How's it going?!\If you start running low on dumplings, let me know!\MERCHANT response:	I'll boil up as many as we need!
context: HEAVY\Tupperware containing the cash made from sales\Yes, business is booming!\It's still cold outside, so going with something warm was the right choice!\How's it going?!\If you start running low on dumplings, let me know!\MERCHANT\I'll boil up as many as we need! response:	If that happens, you call out the secret phrase, Brown sugar syrup roasted soy flour!
context: Tupperware containing the cash made from sales\Yes, business is booming!\It's still cold outside, so going with something warm was the right choice!\How's it going?!\If you start running low on dumplings, let me know!\MERCHANT\I'll boil up as many as we need!\If that happens, you call out the secret phrase, Brown sugar syrup roasted soy flour! response:	- Got it! - Roger!
context: Yes, business is booming!\It's still cold outside, so going with something warm was the right choice!\How's it going?!\If you start running low on dumplings, let me know!\MERCHANT\I'll boil up as many as we need!\If that happens, you call out the secret phrase, Brown sugar syrup roasted soy flour!\- Got it! - Roger! response:	Are you sure you don't want to see him off?
context: It's still cold outside, so going with something warm was the right choice!\How's it going?!\If you start running low on dumplings, let me know!\MERCHANT\I'll boil up as many as we need!\If that happens, you call out the secret phrase, Brown sugar syrup roasted soy flour!\- Got it! - Roger!\Are you sure you don't want to see him off? response:	MILK TAKAHASHI
context: How's it going?!\If you start running low on dumplings, let me know!\MERCHANT\I'll boil up as many as we need!\If that happens, you call out the secret phrase, Brown sugar syrup roasted soy flour!\- Got it! - Roger!\Are you sure you don't want to see him off?\MILK TAKAHASHI response:	No. That's okay.
context: If you start running low on dumplings, let me know!\MERCHANT\I'll boil up as many as we need!\If that happens, you call out the secret phrase, Brown sugar syrup roasted soy flour!\- Got it! - Roger!\Are you sure you don't want to see him off?\MILK TAKAHASHI\No. That's okay. response:	Good luck.
context: MERCHANT\I'll boil up as many as we need!\If that happens, you call out the secret phrase, Brown sugar syrup roasted soy flour!\- Got it! - Roger!\Are you sure you don't want to see him off?\MILK TAKAHASHI\No. That's okay.\Good luck. response:	Hup!
context: I'll boil up as many as we need!\If that happens, you call out the secret phrase, Brown sugar syrup roasted soy flour!\- Got it! - Roger!\Are you sure you don't want to see him off?\MILK TAKAHASHI\No. That's okay.\Good luck.\Hup! response:	Takahashi. I'm going to do my best here, too.
context: If that happens, you call out the secret phrase, Brown sugar syrup roasted soy flour!\- Got it! - Roger!\Are you sure you don't want to see him off?\MILK TAKAHASHI\No. That's okay.\Good luck.\Hup!\Takahashi. I'm going to do my best here, too. response:	Excuse me! Two soups with walnuts, please!
context: - Got it! - Roger!\Are you sure you don't want to see him off?\MILK TAKAHASHI\No. That's okay.\Good luck.\Hup!\Takahashi. I'm going to do my best here, too.\Excuse me! Two soups with walnuts, please! response:	Okay! Coming right up!
context: Are you sure you don't want to see him off?\MILK TAKAHASHI\No. That's okay.\Good luck.\Hup!\Takahashi. I'm going to do my best here, too.\Excuse me! Two soups with walnuts, please!\Okay! Coming right up! response:	What? Hina cut her hair?
context: MILK TAKAHASHI\No. That's okay.\Good luck.\Hup!\Takahashi. I'm going to do my best here, too.\Excuse me! Two soups with walnuts, please!\Okay! Coming right up!\What? Hina cut her hair? response:	That's a major event in a young girl's life!
context: No. That's okay.\Good luck.\Hup!\Takahashi. I'm going to do my best here, too.\Excuse me! Two soups with walnuts, please!\Okay! Coming right up!\What? Hina cut her hair?\That's a major event in a young girl's life! response:	Oh. Did she cut her hair because a crush was quashed?
context: Good luck.\Hup!\Takahashi. I'm going to do my best here, too.\Excuse me! Two soups with walnuts, please!\Okay! Coming right up!\What? Hina cut her hair?\That's a major event in a young girl's life!\Oh. Did she cut her hair because a crush was quashed? response:	That's right! She suddenly told me last night!
context: Hup!\Takahashi. I'm going to do my best here, too.\Excuse me! Two soups with walnuts, please!\Okay! Coming right up!\What? Hina cut her hair?\That's a major event in a young girl's life!\Oh. Did she cut her hair because a crush was quashed?\That's right! She suddenly told me last night! response:	It's so bittersweet!
context: Takahashi. I'm going to do my best here, too.\Excuse me! Two soups with walnuts, please!\Okay! Coming right up!\What? Hina cut her hair?\That's a major event in a young girl's life!\Oh. Did she cut her hair because a crush was quashed?\That's right! She suddenly told me last night!\It's so bittersweet! response:	Sis, I'm thinking of getting a haircut.
context: Excuse me! Two soups with walnuts, please!\Okay! Coming right up!\What? Hina cut her hair?\That's a major event in a young girl's life!\Oh. Did she cut her hair because a crush was quashed?\That's right! She suddenly told me last night!\It's so bittersweet!\Sis, I'm thinking of getting a haircut. response:	Huh? S-Sure, why not?
context: Okay! Coming right up!\What? Hina cut her hair?\That's a major event in a young girl's life!\Oh. Did she cut her hair because a crush was quashed?\That's right! She suddenly told me last night!\It's so bittersweet!\Sis, I'm thinking of getting a haircut.\Huh? S-Sure, why not? response:	Is this that legendary...
context: What? Hina cut her hair?\That's a major event in a young girl's life!\Oh. Did she cut her hair because a crush was quashed?\That's right! She suddenly told me last night!\It's so bittersweet!\Sis, I'm thinking of getting a haircut.\Huh? S-Sure, why not?\Is this that legendary... response:	I will cut my hair
context: That's a major event in a young girl's life!\Oh. Did she cut her hair because a crush was quashed?\That's right! She suddenly told me last night!\It's so bittersweet!\Sis, I'm thinking of getting a haircut.\Huh? S-Sure, why not?\Is this that legendary...\I will cut my hair response:	to give a proper send-off to my childhood self
context: Oh. Did she cut her hair because a crush was quashed?\That's right! She suddenly told me last night!\It's so bittersweet!\Sis, I'm thinking of getting a haircut.\Huh? S-Sure, why not?\Is this that legendary...\I will cut my hair\to give a proper send-off to my childhood self response:	and to take a step forward as the new me.
context: That's right! She suddenly told me last night!\It's so bittersweet!\Sis, I'm thinking of getting a haircut.\Huh? S-Sure, why not?\Is this that legendary...\I will cut my hair\to give a proper send-off to my childhood self\and to take a step forward as the new me. response:	I could tell she was reading that kind of poem in her head!
context: It's so bittersweet!\Sis, I'm thinking of getting a haircut.\Huh? S-Sure, why not?\Is this that legendary...\I will cut my hair\to give a proper send-off to my childhood self\and to take a step forward as the new me.\I could tell she was reading that kind of poem in her head! response:	How can I put it? I'm at a loss!
context: Sis, I'm thinking of getting a haircut.\Huh? S-Sure, why not?\Is this that legendary...\I will cut my hair\to give a proper send-off to my childhood self\and to take a step forward as the new me.\I could tell she was reading that kind of poem in her head!\How can I put it? I'm at a loss! response:	Oh, geez!
context: Huh? S-Sure, why not?\Is this that legendary...\I will cut my hair\to give a proper send-off to my childhood self\and to take a step forward as the new me.\I could tell she was reading that kind of poem in her head!\How can I put it? I'm at a loss!\Oh, geez! response:	My little sister is too cute!
context: Is this that legendary...\I will cut my hair\to give a proper send-off to my childhood self\and to take a step forward as the new me.\I could tell she was reading that kind of poem in her head!\How can I put it? I'm at a loss!\Oh, geez!\My little sister is too cute! response:	This is the springtime of her life!
context: I will cut my hair\to give a proper send-off to my childhood self\and to take a step forward as the new me.\I could tell she was reading that kind of poem in her head!\How can I put it? I'm at a loss!\Oh, geez!\My little sister is too cute!\This is the springtime of her life! response:	Hina! It's so bittersweet!
context: to give a proper send-off to my childhood self\and to take a step forward as the new me.\I could tell she was reading that kind of poem in her head!\How can I put it? I'm at a loss!\Oh, geez!\My little sister is too cute!\This is the springtime of her life!\Hina! It's so bittersweet! response:	Akari, don't you dare say any of that to Hina.
context: and to take a step forward as the new me.\I could tell she was reading that kind of poem in her head!\How can I put it? I'm at a loss!\Oh, geez!\My little sister is too cute!\This is the springtime of her life!\Hina! It's so bittersweet!\Akari, don't you dare say any of that to Hina. response:	UMM...
context: I could tell she was reading that kind of poem in her head!\How can I put it? I'm at a loss!\Oh, geez!\My little sister is too cute!\This is the springtime of her life!\Hina! It's so bittersweet!\Akari, don't you dare say any of that to Hina.\UMM... response:	I'm sure she would faint out of embarrassment.
context: How can I put it? I'm at a loss!\Oh, geez!\My little sister is too cute!\This is the springtime of her life!\Hina! It's so bittersweet!\Akari, don't you dare say any of that to Hina.\UMM...\I'm sure she would faint out of embarrassment. response:	I'm home.
context: Oh, geez!\My little sister is too cute!\This is the springtime of her life!\Hina! It's so bittersweet!\Akari, don't you dare say any of that to Hina.\UMM...\I'm sure she would faint out of embarrassment.\I'm home. response:	Hina! How'd it go?
context: My little sister is too cute!\This is the springtime of her life!\Hina! It's so bittersweet!\Akari, don't you dare say any of that to Hina.\UMM...\I'm sure she would faint out of embarrassment.\I'm home.\Hina! How'd it go? response:	At the beauty salon...
context: This is the springtime of her life!\Hina! It's so bittersweet!\Akari, don't you dare say any of that to Hina.\UMM...\I'm sure she would faint out of embarrassment.\I'm home.\Hina! How'd it go?\At the beauty salon... response:	GLOOM
context: Hina! It's so bittersweet!\Akari, don't you dare say any of that to Hina.\UMM...\I'm sure she would faint out of embarrassment.\I'm home.\Hina! How'd it go?\At the beauty salon...\GLOOM response:	EHH!?
context: Akari, don't you dare say any of that to Hina.\UMM...\I'm sure she would faint out of embarrassment.\I'm home.\Hina! How'd it go?\At the beauty salon...\GLOOM\EHH!? response:	Huh? What's wrong?
context: UMM...\I'm sure she would faint out of embarrassment.\I'm home.\Hina! How'd it go?\At the beauty salon...\GLOOM\EHH!?\Huh? What's wrong? response:	It was a failure. I'm never leaving the house again.
context: I'm sure she would faint out of embarrassment.\I'm home.\Hina! How'd it go?\At the beauty salon...\GLOOM\EHH!?\Huh? What's wrong?\It was a failure. I'm never leaving the house again. response:	I'll go to high school from the second semester.
context: I'm home.\Hina! How'd it go?\At the beauty salon...\GLOOM\EHH!?\Huh? What's wrong?\It was a failure. I'm never leaving the house again.\I'll go to high school from the second semester. response:	H-Here, let me take a look.
context: Hina! How'd it go?\At the beauty salon...\GLOOM\EHH!?\Huh? What's wrong?\It was a failure. I'm never leaving the house again.\I'll go to high school from the second semester.\H-Here, let me take a look. response:	O-Oh, Hina.
context: At the beauty salon...\GLOOM\EHH!?\Huh? What's wrong?\It was a failure. I'm never leaving the house again.\I'll go to high school from the second semester.\H-Here, let me take a look.\O-Oh, Hina. response:	I-It looks great!
context: GLOOM\EHH!?\Huh? What's wrong?\It was a failure. I'm never leaving the house again.\I'll go to high school from the second semester.\H-Here, let me take a look.\O-Oh, Hina.\I-It looks great! response:	Yeah.
context: EHH!?\Huh? What's wrong?\It was a failure. I'm never leaving the house again.\I'll go to high school from the second semester.\H-Here, let me take a look.\O-Oh, Hina.\I-It looks great!\Yeah. response:	How should I say it.
context: Huh? What's wrong?\It was a failure. I'm never leaving the house again.\I'll go to high school from the second semester.\H-Here, let me take a look.\O-Oh, Hina.\I-It looks great!\Yeah.\How should I say it. response:	It's a very middle school look...
context: It was a failure. I'm never leaving the house again.\I'll go to high school from the second semester.\H-Here, let me take a look.\O-Oh, Hina.\I-It looks great!\Yeah.\How should I say it.\It's a very middle school look... response:	SHIVER SHIVER
context: I'll go to high school from the second semester.\H-Here, let me take a look.\O-Oh, Hina.\I-It looks great!\Yeah.\How should I say it.\It's a very middle school look...\SHIVER SHIVER response:	No! I mean...
context: H-Here, let me take a look.\O-Oh, Hina.\I-It looks great!\Yeah.\How should I say it.\It's a very middle school look...\SHIVER SHIVER\No! I mean... response:	I mean such a high school look...
context: O-Oh, Hina.\I-It looks great!\Yeah.\How should I say it.\It's a very middle school look...\SHIVER SHIVER\No! I mean...\I mean such a high school look... response:	TINY
context: I-It looks great!\Yeah.\How should I say it.\It's a very middle school look...\SHIVER SHIVER\No! I mean...\I mean such a high school look...\TINY response:	Uh, a-anyway, it looks really good on you! Yes!
context: Yeah.\How should I say it.\It's a very middle school look...\SHIVER SHIVER\No! I mean...\I mean such a high school look...\TINY\Uh, a-anyway, it looks really good on you! Yes! response:	I-I asked her to give me an adult-like bob...
context: How should I say it.\It's a very middle school look...\SHIVER SHIVER\No! I mean...\I mean such a high school look...\TINY\Uh, a-anyway, it looks really good on you! Yes!\I-I asked her to give me an adult-like bob... response:	B-But only an old woman was at the salon...
context: It's a very middle school look...\SHIVER SHIVER\No! I mean...\I mean such a high school look...\TINY\Uh, a-anyway, it looks really good on you! Yes!\I-I asked her to give me an adult-like bob...\B-But only an old woman was at the salon... response:	Oh, Hina! A bob?
context: SHIVER SHIVER\No! I mean...\I mean such a high school look...\TINY\Uh, a-anyway, it looks really good on you! Yes!\I-I asked her to give me an adult-like bob...\B-But only an old woman was at the salon...\Oh, Hina! A bob? response:	Okay, you can count on me.
context: No! I mean...\I mean such a high school look...\TINY\Uh, a-anyway, it looks really good on you! Yes!\I-I asked her to give me an adult-like bob...\B-But only an old woman was at the salon...\Oh, Hina! A bob?\Okay, you can count on me. response:	THE NEXT DAY
context: I mean such a high school look...\TINY\Uh, a-anyway, it looks really good on you! Yes!\I-I asked her to give me an adult-like bob...\B-But only an old woman was at the salon...\Oh, Hina! A bob?\Okay, you can count on me.\THE NEXT DAY response:	Oof...
context: TINY\Uh, a-anyway, it looks really good on you! Yes!\I-I asked her to give me an adult-like bob...\B-But only an old woman was at the salon...\Oh, Hina! A bob?\Okay, you can count on me.\THE NEXT DAY\Oof... response:	What the hell?!
context: Uh, a-anyway, it looks really good on you! Yes!\I-I asked her to give me an adult-like bob...\B-But only an old woman was at the salon...\Oh, Hina! A bob?\Okay, you can count on me.\THE NEXT DAY\Oof...\What the hell?! response:	Oh, Hina? I thought it was a household deity!
context: I-I asked her to give me an adult-like bob...\B-But only an old woman was at the salon...\Oh, Hina! A bob?\Okay, you can count on me.\THE NEXT DAY\Oof...\What the hell?!\Oh, Hina? I thought it was a household deity! response:	HA-WHA?
context: B-But only an old woman was at the salon...\Oh, Hina! A bob?\Okay, you can count on me.\THE NEXT DAY\Oof...\What the hell?!\Oh, Hina? I thought it was a household deity!\HA-WHA? response:	Hey, Grandpa!
context: Oh, Hina! A bob?\Okay, you can count on me.\THE NEXT DAY\Oof...\What the hell?!\Oh, Hina? I thought it was a household deity!\HA-WHA?\Hey, Grandpa! response:	YOU CAN'T SAY THAT!!
context: Okay, you can count on me.\THE NEXT DAY\Oof...\What the hell?!\Oh, Hina? I thought it was a household deity!\HA-WHA?\Hey, Grandpa!\YOU CAN'T SAY THAT!! response:	Hina! Here!
context: THE NEXT DAY\Oof...\What the hell?!\Oh, Hina? I thought it was a household deity!\HA-WHA?\Hey, Grandpa!\YOU CAN'T SAY THAT!!\Hina! Here! response:	I'm not a kokeshi doll!
context: Oof...\What the hell?!\Oh, Hina? I thought it was a household deity!\HA-WHA?\Hey, Grandpa!\YOU CAN'T SAY THAT!!\Hina! Here!\I'm not a kokeshi doll! response:	Momo, how could you!
context: What the hell?!\Oh, Hina? I thought it was a household deity!\HA-WHA?\Hey, Grandpa!\YOU CAN'T SAY THAT!!\Hina! Here!\I'm not a kokeshi doll!\Momo, how could you! response:	NOOO
context: Oh, Hina? I thought it was a household deity!\HA-WHA?\Hey, Grandpa!\YOU CAN'T SAY THAT!!\Hina! Here!\I'm not a kokeshi doll!\Momo, how could you!\NOOO response:	Apparently trying to cheer her up
context: HA-WHA?\Hey, Grandpa!\YOU CAN'T SAY THAT!!\Hina! Here!\I'm not a kokeshi doll!\Momo, how could you!\NOOO\Apparently trying to cheer her up response:	- Hina, here! Hina! - I'm never going outside!
context: Hey, Grandpa!\YOU CAN'T SAY THAT!!\Hina! Here!\I'm not a kokeshi doll!\Momo, how could you!\NOOO\Apparently trying to cheer her up\- Hina, here! Hina! - I'm never going outside! response:	I'll become a shut-in!
context: YOU CAN'T SAY THAT!!\Hina! Here!\I'm not a kokeshi doll!\Momo, how could you!\NOOO\Apparently trying to cheer her up\- Hina, here! Hina! - I'm never going outside!\I'll become a shut-in! response:	I can't hold it in any longer!
context: Hina! Here!\I'm not a kokeshi doll!\Momo, how could you!\NOOO\Apparently trying to cheer her up\- Hina, here! Hina! - I'm never going outside!\I'll become a shut-in!\I can't hold it in any longer! response:	Please, Hina! Hold this just for a second!
context: I'm not a kokeshi doll!\Momo, how could you!\NOOO\Apparently trying to cheer her up\- Hina, here! Hina! - I'm never going outside!\I'll become a shut-in!\I can't hold it in any longer!\Please, Hina! Hold this just for a second! response:	CANDY DROPS
context: Momo, how could you!\NOOO\Apparently trying to cheer her up\- Hina, here! Hina! - I'm never going outside!\I'll become a shut-in!\I can't hold it in any longer!\Please, Hina! Hold this just for a second!\CANDY DROPS response:	- You too, Sis?! - Come on, please?
context: NOOO\Apparently trying to cheer her up\- Hina, here! Hina! - I'm never going outside!\I'll become a shut-in!\I can't hold it in any longer!\Please, Hina! Hold this just for a second!\CANDY DROPS\- You too, Sis?! - Come on, please? response:	- Please, just for a little bit! - No!
context: Apparently trying to cheer her up\- Hina, here! Hina! - I'm never going outside!\I'll become a shut-in!\I can't hold it in any longer!\Please, Hina! Hold this just for a second!\CANDY DROPS\- You too, Sis?! - Come on, please?\- Please, just for a little bit! - No! response:	- Oh please, Hina? - Hina!
context: - Hina, here! Hina! - I'm never going outside!\I'll become a shut-in!\I can't hold it in any longer!\Please, Hina! Hold this just for a second!\CANDY DROPS\- You too, Sis?! - Come on, please?\- Please, just for a little bit! - No!\- Oh please, Hina? - Hina! response:	Child of March Town
context: I'll become a shut-in!\I can't hold it in any longer!\Please, Hina! Hold this just for a second!\CANDY DROPS\- You too, Sis?! - Come on, please?\- Please, just for a little bit! - No!\- Oh please, Hina? - Hina!\Child of March Town response:	Hina, Kiriyama has come to pick you up.
context: I can't hold it in any longer!\Please, Hina! Hold this just for a second!\CANDY DROPS\- You too, Sis?! - Come on, please?\- Please, just for a little bit! - No!\- Oh please, Hina? - Hina!\Child of March Town\Hina, Kiriyama has come to pick you up. response:	Hey! If you don't come out, Kiriyama is going to be late, too.
context: Please, Hina! Hold this just for a second!\CANDY DROPS\- You too, Sis?! - Come on, please?\- Please, just for a little bit! - No!\- Oh please, Hina? - Hina!\Child of March Town\Hina, Kiriyama has come to pick you up.\Hey! If you don't come out, Kiriyama is going to be late, too. response:	Hina, just resign yourself to it and come out.
context: CANDY DROPS\- You too, Sis?! - Come on, please?\- Please, just for a little bit! - No!\- Oh please, Hina? - Hina!\Child of March Town\Hina, Kiriyama has come to pick you up.\Hey! If you don't come out, Kiriyama is going to be late, too.\Hina, just resign yourself to it and come out. response:	STARE
context: - You too, Sis?! - Come on, please?\- Please, just for a little bit! - No!\- Oh please, Hina? - Hina!\Child of March Town\Hina, Kiriyama has come to pick you up.\Hey! If you don't come out, Kiriyama is going to be late, too.\Hina, just resign yourself to it and come out.\STARE response:	I-It's weird, isn't it? I-I never should've done it.
context: - Please, just for a little bit! - No!\- Oh please, Hina? - Hina!\Child of March Town\Hina, Kiriyama has come to pick you up.\Hey! If you don't come out, Kiriyama is going to be late, too.\Hina, just resign yourself to it and come out.\STARE\I-It's weird, isn't it? I-I never should've done it. response:	It looks stupid, doesn't it?!
context: - Oh please, Hina? - Hina!\Child of March Town\Hina, Kiriyama has come to pick you up.\Hey! If you don't come out, Kiriyama is going to be late, too.\Hina, just resign yourself to it and come out.\STARE\I-It's weird, isn't it? I-I never should've done it.\It looks stupid, doesn't it?! response:	HAWAWA
context: Child of March Town\Hina, Kiriyama has come to pick you up.\Hey! If you don't come out, Kiriyama is going to be late, too.\Hina, just resign yourself to it and come out.\STARE\I-It's weird, isn't it? I-I never should've done it.\It looks stupid, doesn't it?!\HAWAWA response:	I really do look like that household deity with the bowl hairstyle!
context: Hina, Kiriyama has come to pick you up.\Hey! If you don't come out, Kiriyama is going to be late, too.\Hina, just resign yourself to it and come out.\STARE\I-It's weird, isn't it? I-I never should've done it.\It looks stupid, doesn't it?!\HAWAWA\I really do look like that household deity with the bowl hairstyle! response:	WAHHH
context: Hey! If you don't come out, Kiriyama is going to be late, too.\Hina, just resign yourself to it and come out.\STARE\I-It's weird, isn't it? I-I never should've done it.\It looks stupid, doesn't it?!\HAWAWA\I really do look like that household deity with the bowl hairstyle!\WAHHH response:	Yeah, it's nice.
context: Hina, just resign yourself to it and come out.\STARE\I-It's weird, isn't it? I-I never should've done it.\It looks stupid, doesn't it?!\HAWAWA\I really do look like that household deity with the bowl hairstyle!\WAHHH\Yeah, it's nice. response:	Huh?
context: STARE\I-It's weird, isn't it? I-I never should've done it.\It looks stupid, doesn't it?!\HAWAWA\I really do look like that household deity with the bowl hairstyle!\WAHHH\Yeah, it's nice.\Huh? response:	Yeah, it's nice.
context: I-It's weird, isn't it? I-I never should've done it.\It looks stupid, doesn't it?!\HAWAWA\I really do look like that household deity with the bowl hairstyle!\WAHHH\Yeah, it's nice.\Huh?\Yeah, it's nice. response:	Yeah, yeah.
context: It looks stupid, doesn't it?!\HAWAWA\I really do look like that household deity with the bowl hairstyle!\WAHHH\Yeah, it's nice.\Huh?\Yeah, it's nice.\Yeah, yeah. response:	It's really nice.
context: HAWAWA\I really do look like that household deity with the bowl hairstyle!\WAHHH\Yeah, it's nice.\Huh?\Yeah, it's nice.\Yeah, yeah.\It's really nice. response:	Rei?
context: I really do look like that household deity with the bowl hairstyle!\WAHHH\Yeah, it's nice.\Huh?\Yeah, it's nice.\Yeah, yeah.\It's really nice.\Rei? response:	Yeah, something about it. I really like it!
context: WAHHH\Yeah, it's nice.\Huh?\Yeah, it's nice.\Yeah, yeah.\It's really nice.\Rei?\Yeah, something about it. I really like it! response:	What? Um...
context: Yeah, it's nice.\Huh?\Yeah, it's nice.\Yeah, yeah.\It's really nice.\Rei?\Yeah, something about it. I really like it!\What? Um... response:	It totally suits you!
context: Huh?\Yeah, it's nice.\Yeah, yeah.\It's really nice.\Rei?\Yeah, something about it. I really like it!\What? Um...\It totally suits you! response:	U-Um... thank you...
context: Yeah, it's nice.\Yeah, yeah.\It's really nice.\Rei?\Yeah, something about it. I really like it!\What? Um...\It totally suits you!\U-Um... thank you... response:	Yeah, yeah.
context: Yeah, yeah.\It's really nice.\Rei?\Yeah, something about it. I really like it!\What? Um...\It totally suits you!\U-Um... thank you...\Yeah, yeah. response:	E-Enough already!
context: It's really nice.\Rei?\Yeah, something about it. I really like it!\What? Um...\It totally suits you!\U-Um... thank you...\Yeah, yeah.\E-Enough already! response:	I like it!
context: Rei?\Yeah, something about it. I really like it!\What? Um...\It totally suits you!\U-Um... thank you...\Yeah, yeah.\E-Enough already!\I like it! response:	You're embarrassing me!
context: Yeah, something about it. I really like it!\What? Um...\It totally suits you!\U-Um... thank you...\Yeah, yeah.\E-Enough already!\I like it!\You're embarrassing me! response:	I think it's great!
context: What? Um...\It totally suits you!\U-Um... thank you...\Yeah, yeah.\E-Enough already!\I like it!\You're embarrassing me!\I think it's great! response:	Just stop it!
context: It totally suits you!\U-Um... thank you...\Yeah, yeah.\E-Enough already!\I like it!\You're embarrassing me!\I think it's great!\Just stop it! response:	ILLUSTRATION: CHIKA UMINO
context: U-Um... thank you...\Yeah, yeah.\E-Enough already!\I like it!\You're embarrassing me!\I think it's great!\Just stop it!\ILLUSTRATION: CHIKA UMINO response:	Thank you for watching...
context: Yeah, yeah.\E-Enough already!\I like it!\You're embarrassing me!\I think it's great!\Just stop it!\ILLUSTRATION: CHIKA UMINO\Thank you for watching... response:	March comes in like a lion!
context: E-Enough already!\I like it!\You're embarrassing me!\I think it's great!\Just stop it!\ILLUSTRATION: CHIKA UMINO\Thank you for watching...\March comes in like a lion! response:	Let's meet again!
context: I like it!\You're embarrassing me!\I think it's great!\Just stop it!\ILLUSTRATION: CHIKA UMINO\Thank you for watching...\March comes in like a lion!\Let's meet again! response:	Bye-bye!
