context: How's it going, Lucy-neesan? Have you found the ancient letters? response:	Nope. I'm not having any luck at all...
context: That was a long time ago.\Since then, we've had so much training that we're powerful enough\to face even Erza of Fairy Tail without fear.\Amusing. Yes, show us how powerful a mercenary guild is.\No, I'm going to handle these two alone.\What?!\Natsu beat you by himself, didn't he? Then naturally, so will I.\Brother, this guy is making light of us. response:	Cool down. Think of this as business only. Don't take it personally.
context: Since then, we've had so much training that we're powerful enough\to face even Erza of Fairy Tail without fear.\Amusing. Yes, show us how powerful a mercenary guild is.\No, I'm going to handle these two alone.\What?!\Natsu beat you by himself, didn't he? Then naturally, so will I.\Brother, this guy is making light of us.\Cool down. Think of this as business only. Don't take it personally. response:	Anyway, all we have to do is beat him to a pulp, right?
context: to face even Erza of Fairy Tail without fear.\Amusing. Yes, show us how powerful a mercenary guild is.\No, I'm going to handle these two alone.\What?!\Natsu beat you by himself, didn't he? Then naturally, so will I.\Brother, this guy is making light of us.\Cool down. Think of this as business only. Don't take it personally.\Anyway, all we have to do is beat him to a pulp, right? response:	Yes. Come on!
context: Amusing. Yes, show us how powerful a mercenary guild is.\No, I'm going to handle these two alone.\What?!\Natsu beat you by himself, didn't he? Then naturally, so will I.\Brother, this guy is making light of us.\Cool down. Think of this as business only. Don't take it personally.\Anyway, all we have to do is beat him to a pulp, right?\Yes. Come on! response:	Ice Make...
context: No, I'm going to handle these two alone.\What?!\Natsu beat you by himself, didn't he? Then naturally, so will I.\Brother, this guy is making light of us.\Cool down. Think of this as business only. Don't take it personally.\Anyway, all we have to do is beat him to a pulp, right?\Yes. Come on!\Ice Make... response:	An ice wizard, eh?
context: What?!\Natsu beat you by himself, didn't he? Then naturally, so will I.\Brother, this guy is making light of us.\Cool down. Think of this as business only. Don't take it personally.\Anyway, all we have to do is beat him to a pulp, right?\Yes. Come on!\Ice Make...\An ice wizard, eh? response:	My Frying Pan has always been able to absorb fire attacks...
context: Natsu beat you by himself, didn't he? Then naturally, so will I.\Brother, this guy is making light of us.\Cool down. Think of this as business only. Don't take it personally.\Anyway, all we have to do is beat him to a pulp, right?\Yes. Come on!\Ice Make...\An ice wizard, eh?\My Frying Pan has always been able to absorb fire attacks... response:	It also doubles the power it catches, converts it, and spurts it back out!
context: Brother, this guy is making light of us.\Cool down. Think of this as business only. Don't take it personally.\Anyway, all we have to do is beat him to a pulp, right?\Yes. Come on!\Ice Make...\An ice wizard, eh?\My Frying Pan has always been able to absorb fire attacks...\It also doubles the power it catches, converts it, and spurts it back out! response:	That's not gonna touch me!
context: Cool down. Think of this as business only. Don't take it personally.\Anyway, all we have to do is beat him to a pulp, right?\Yes. Come on!\Ice Make...\An ice wizard, eh?\My Frying Pan has always been able to absorb fire attacks...\It also doubles the power it catches, converts it, and spurts it back out!\That's not gonna touch me! response:	He's got game.
context: Anyway, all we have to do is beat him to a pulp, right?\Yes. Come on!\Ice Make...\An ice wizard, eh?\My Frying Pan has always been able to absorb fire attacks...\It also doubles the power it catches, converts it, and spurts it back out!\That's not gonna touch me!\He's got game. response:	Bro, let's go with the you-know-what!
context: Yes. Come on!\Ice Make...\An ice wizard, eh?\My Frying Pan has always been able to absorb fire attacks...\It also doubles the power it catches, converts it, and spurts it back out!\That's not gonna touch me!\He's got game.\Bro, let's go with the you-know-what! response:	Finishing Move: Destruction of Heaven and Earth!
context: Ice Make...\An ice wizard, eh?\My Frying Pan has always been able to absorb fire attacks...\It also doubles the power it catches, converts it, and spurts it back out!\That's not gonna touch me!\He's got game.\Bro, let's go with the you-know-what!\Finishing Move: Destruction of Heaven and Earth! response:	Face toward heaven and...
context: An ice wizard, eh?\My Frying Pan has always been able to absorb fire attacks...\It also doubles the power it catches, converts it, and spurts it back out!\That's not gonna touch me!\He's got game.\Bro, let's go with the you-know-what!\Finishing Move: Destruction of Heaven and Earth!\Face toward heaven and... response:	Face the earth and...
context: My Frying Pan has always been able to absorb fire attacks...\It also doubles the power it catches, converts it, and spurts it back out!\That's not gonna touch me!\He's got game.\Bro, let's go with the you-know-what!\Finishing Move: Destruction of Heaven and Earth!\Face toward heaven and...\Face the earth and... response:	No one can escape...
context: It also doubles the power it catches, converts it, and spurts it back out!\That's not gonna touch me!\He's got game.\Bro, let's go with the you-know-what!\Finishing Move: Destruction of Heaven and Earth!\Face toward heaven and...\Face the earth and...\No one can escape... response:	Natsu defeated them before, but have they improved these past seven years?
context: That's not gonna touch me!\He's got game.\Bro, let's go with the you-know-what!\Finishing Move: Destruction of Heaven and Earth!\Face toward heaven and...\Face the earth and...\No one can escape...\Natsu defeated them before, but have they improved these past seven years? response:	Gray-sama! Juvia will help you!
context: He's got game.\Bro, let's go with the you-know-what!\Finishing Move: Destruction of Heaven and Earth!\Face toward heaven and...\Face the earth and...\No one can escape...\Natsu defeated them before, but have they improved these past seven years?\Gray-sama! Juvia will help you! response:	Stay out of this!
context: Bro, let's go with the you-know-what!\Finishing Move: Destruction of Heaven and Earth!\Face toward heaven and...\Face the earth and...\No one can escape...\Natsu defeated them before, but have they improved these past seven years?\Gray-sama! Juvia will help you!\Stay out of this! response:	I'm not...
context: Finishing Move: Destruction of Heaven and Earth!\Face toward heaven and...\Face the earth and...\No one can escape...\Natsu defeated them before, but have they improved these past seven years?\Gray-sama! Juvia will help you!\Stay out of this!\I'm not... response:	Shut up! Here comes the finishing blow!
context: Face toward heaven and...\Face the earth and...\No one can escape...\Natsu defeated them before, but have they improved these past seven years?\Gray-sama! Juvia will help you!\Stay out of this!\I'm not...\Shut up! Here comes the finishing blow! response:	If you're comin' at me from the heavens and earth,
context: Face the earth and...\No one can escape...\Natsu defeated them before, but have they improved these past seven years?\Gray-sama! Juvia will help you!\Stay out of this!\I'm not...\Shut up! Here comes the finishing blow!\If you're comin' at me from the heavens and earth, response:	I've got something for you both!
context: No one can escape...\Natsu defeated them before, but have they improved these past seven years?\Gray-sama! Juvia will help you!\Stay out of this!\I'm not...\Shut up! Here comes the finishing blow!\If you're comin' at me from the heavens and earth,\I've got something for you both! response:	Icebringer!
context: Natsu defeated them before, but have they improved these past seven years?\Gray-sama! Juvia will help you!\Stay out of this!\I'm not...\Shut up! Here comes the finishing blow!\If you're comin' at me from the heavens and earth,\I've got something for you both!\Icebringer! response:	Why, you...!
context: Gray-sama! Juvia will help you!\Stay out of this!\I'm not...\Shut up! Here comes the finishing blow!\If you're comin' at me from the heavens and earth,\I've got something for you both!\Icebringer!\Why, you...! response:	That's my Gray-sama...
context: Stay out of this!\I'm not...\Shut up! Here comes the finishing blow!\If you're comin' at me from the heavens and earth,\I've got something for you both!\Icebringer!\Why, you...!\That's my Gray-sama... response:	I guess Gray's also gotten better...
context: I'm not...\Shut up! Here comes the finishing blow!\If you're comin' at me from the heavens and earth,\I've got something for you both!\Icebringer!\Why, you...!\That's my Gray-sama...\I guess Gray's also gotten better... response:	These guys shouldn't have given you that much trouble.
context: Shut up! Here comes the finishing blow!\If you're comin' at me from the heavens and earth,\I've got something for you both!\Icebringer!\Why, you...!\That's my Gray-sama...\I guess Gray's also gotten better...\These guys shouldn't have given you that much trouble. response:	I wanted to have a little fun with it.
context: If you're comin' at me from the heavens and earth,\I've got something for you both!\Icebringer!\Why, you...!\That's my Gray-sama...\I guess Gray's also gotten better...\These guys shouldn't have given you that much trouble.\I wanted to have a little fun with it. response:	We're going to return the gold you stole to its rightful owner.
context: I've got something for you both!\Icebringer!\Why, you...!\That's my Gray-sama...\I guess Gray's also gotten better...\These guys shouldn't have given you that much trouble.\I wanted to have a little fun with it.\We're going to return the gold you stole to its rightful owner. response:	You have no complaints, do you?
context: Icebringer!\Why, you...!\That's my Gray-sama...\I guess Gray's also gotten better...\These guys shouldn't have given you that much trouble.\I wanted to have a little fun with it.\We're going to return the gold you stole to its rightful owner.\You have no complaints, do you? response:	N-No, of course not!
context: Why, you...!\That's my Gray-sama...\I guess Gray's also gotten better...\These guys shouldn't have given you that much trouble.\I wanted to have a little fun with it.\We're going to return the gold you stole to its rightful owner.\You have no complaints, do you?\N-No, of course not! response:	Now Juvia can go home with peace of mind.
context: That's my Gray-sama...\I guess Gray's also gotten better...\These guys shouldn't have given you that much trouble.\I wanted to have a little fun with it.\We're going to return the gold you stole to its rightful owner.\You have no complaints, do you?\N-No, of course not!\Now Juvia can go home with peace of mind. response:	What's all this hullabaloo about?
context: I guess Gray's also gotten better...\These guys shouldn't have given you that much trouble.\I wanted to have a little fun with it.\We're going to return the gold you stole to its rightful owner.\You have no complaints, do you?\N-No, of course not!\Now Juvia can go home with peace of mind.\What's all this hullabaloo about? response:	Not every day you have a showdown, Laxus,
context: These guys shouldn't have given you that much trouble.\I wanted to have a little fun with it.\We're going to return the gold you stole to its rightful owner.\You have no complaints, do you?\N-No, of course not!\Now Juvia can go home with peace of mind.\What's all this hullabaloo about?\Not every day you have a showdown, Laxus, response:	so everyone's been making a big to-do about it since last night.
context: I wanted to have a little fun with it.\We're going to return the gold you stole to its rightful owner.\You have no complaints, do you?\N-No, of course not!\Now Juvia can go home with peace of mind.\What's all this hullabaloo about?\Not every day you have a showdown, Laxus,\so everyone's been making a big to-do about it since last night. response:	They're probably happy about getting the chance to see you again after so long.
context: We're going to return the gold you stole to its rightful owner.\You have no complaints, do you?\N-No, of course not!\Now Juvia can go home with peace of mind.\What's all this hullabaloo about?\Not every day you have a showdown, Laxus,\so everyone's been making a big to-do about it since last night.\They're probably happy about getting the chance to see you again after so long. response:	They're fools as always...
context: You have no complaints, do you?\N-No, of course not!\Now Juvia can go home with peace of mind.\What's all this hullabaloo about?\Not every day you have a showdown, Laxus,\so everyone's been making a big to-do about it since last night.\They're probably happy about getting the chance to see you again after so long.\They're fools as always... response:	But that's Fairy Tail.
context: N-No, of course not!\Now Juvia can go home with peace of mind.\What's all this hullabaloo about?\Not every day you have a showdown, Laxus,\so everyone's been making a big to-do about it since last night.\They're probably happy about getting the chance to see you again after so long.\They're fools as always...\But that's Fairy Tail. response:	You know that more than anyone, Laxus!
context: Now Juvia can go home with peace of mind.\What's all this hullabaloo about?\Not every day you have a showdown, Laxus,\so everyone's been making a big to-do about it since last night.\They're probably happy about getting the chance to see you again after so long.\They're fools as always...\But that's Fairy Tail.\You know that more than anyone, Laxus! response:	I'm not too sure about that...
context: What's all this hullabaloo about?\Not every day you have a showdown, Laxus,\so everyone's been making a big to-do about it since last night.\They're probably happy about getting the chance to see you again after so long.\They're fools as always...\But that's Fairy Tail.\You know that more than anyone, Laxus!\I'm not too sure about that... response:	Would you buy this for me?!
context: Not every day you have a showdown, Laxus,\so everyone's been making a big to-do about it since last night.\They're probably happy about getting the chance to see you again after so long.\They're fools as always...\But that's Fairy Tail.\You know that more than anyone, Laxus!\I'm not too sure about that...\Would you buy this for me?! response:	Alright, alright...
context: so everyone's been making a big to-do about it since last night.\They're probably happy about getting the chance to see you again after so long.\They're fools as always...\But that's Fairy Tail.\You know that more than anyone, Laxus!\I'm not too sure about that...\Would you buy this for me?!\Alright, alright... response:	What should I do?
context: They're probably happy about getting the chance to see you again after so long.\They're fools as always...\But that's Fairy Tail.\You know that more than anyone, Laxus!\I'm not too sure about that...\Would you buy this for me?!\Alright, alright...\What should I do? response:	I told them to have the fight today to give them time to cool off...
context: They're fools as always...\But that's Fairy Tail.\You know that more than anyone, Laxus!\I'm not too sure about that...\Would you buy this for me?!\Alright, alright...\What should I do?\I told them to have the fight today to give them time to cool off... response:	Not expecting it would become a major event, huh?
context: But that's Fairy Tail.\You know that more than anyone, Laxus!\I'm not too sure about that...\Would you buy this for me?!\Alright, alright...\What should I do?\I told them to have the fight today to give them time to cool off...\Not expecting it would become a major event, huh? response:	Yes, this isn't what I had in mind at all!
context: You know that more than anyone, Laxus!\I'm not too sure about that...\Would you buy this for me?!\Alright, alright...\What should I do?\I told them to have the fight today to give them time to cool off...\Not expecting it would become a major event, huh?\Yes, this isn't what I had in mind at all! response:	Is something wrong?
context: I'm not too sure about that...\Would you buy this for me?!\Alright, alright...\What should I do?\I told them to have the fight today to give them time to cool off...\Not expecting it would become a major event, huh?\Yes, this isn't what I had in mind at all!\Is something wrong? response:	Master!
context: Would you buy this for me?!\Alright, alright...\What should I do?\I told them to have the fight today to give them time to cool off...\Not expecting it would become a major event, huh?\Yes, this isn't what I had in mind at all!\Is something wrong?\Master! response:	We were looking for you all over! Where were you?!
context: Alright, alright...\What should I do?\I told them to have the fight today to give them time to cool off...\Not expecting it would become a major event, huh?\Yes, this isn't what I had in mind at all!\Is something wrong?\Master!\We were looking for you all over! Where were you?! response:	Has something happened?
context: What should I do?\I told them to have the fight today to give them time to cool off...\Not expecting it would become a major event, huh?\Yes, this isn't what I had in mind at all!\Is something wrong?\Master!\We were looking for you all over! Where were you?!\Has something happened? response:	Natsu-san and Gajeel-san are going to have a duel with Laxus-san!
context: I told them to have the fight today to give them time to cool off...\Not expecting it would become a major event, huh?\Yes, this isn't what I had in mind at all!\Is something wrong?\Master!\We were looking for you all over! Where were you?!\Has something happened?\Natsu-san and Gajeel-san are going to have a duel with Laxus-san! response:	Say what?!?
context: Not expecting it would become a major event, huh?\Yes, this isn't what I had in mind at all!\Is something wrong?\Master!\We were looking for you all over! Where were you?!\Has something happened?\Natsu-san and Gajeel-san are going to have a duel with Laxus-san!\Say what?!? response:	Coool!
context: Yes, this isn't what I had in mind at all!\Is something wrong?\Master!\We were looking for you all over! Where were you?!\Has something happened?\Natsu-san and Gajeel-san are going to have a duel with Laxus-san!\Say what?!?\Coool! response:	We have Laxus waiting patiently, as dignified as you'd expect!
context: Is something wrong?\Master!\We were looking for you all over! Where were you?!\Has something happened?\Natsu-san and Gajeel-san are going to have a duel with Laxus-san!\Say what?!?\Coool!\We have Laxus waiting patiently, as dignified as you'd expect! response:	And there he is! Gajeel is in the house!
context: Master!\We were looking for you all over! Where were you?!\Has something happened?\Natsu-san and Gajeel-san are going to have a duel with Laxus-san!\Say what?!?\Coool!\We have Laxus waiting patiently, as dignified as you'd expect!\And there he is! Gajeel is in the house! response:	The combatants glare at each other! There's tension in the air...
context: We were looking for you all over! Where were you?!\Has something happened?\Natsu-san and Gajeel-san are going to have a duel with Laxus-san!\Say what?!?\Coool!\We have Laxus waiting patiently, as dignified as you'd expect!\And there he is! Gajeel is in the house!\The combatants glare at each other! There's tension in the air... response:	And now Natsu is here!
context: Has something happened?\Natsu-san and Gajeel-san are going to have a duel with Laxus-san!\Say what?!?\Coool!\We have Laxus waiting patiently, as dignified as you'd expect!\And there he is! Gajeel is in the house!\The combatants glare at each other! There's tension in the air...\And now Natsu is here! response:	All the pieces are in place!
context: Natsu-san and Gajeel-san are going to have a duel with Laxus-san!\Say what?!?\Coool!\We have Laxus waiting patiently, as dignified as you'd expect!\And there he is! Gajeel is in the house!\The combatants glare at each other! There's tension in the air...\And now Natsu is here!\All the pieces are in place! response:	Watch this, Happy.
context: Say what?!?\Coool!\We have Laxus waiting patiently, as dignified as you'd expect!\And there he is! Gajeel is in the house!\The combatants glare at each other! There's tension in the air...\And now Natsu is here!\All the pieces are in place!\Watch this, Happy. response:	Aye, sir!
context: Coool!\We have Laxus waiting patiently, as dignified as you'd expect!\And there he is! Gajeel is in the house!\The combatants glare at each other! There's tension in the air...\And now Natsu is here!\All the pieces are in place!\Watch this, Happy.\Aye, sir! response:	Laxus stands up!
context: We have Laxus waiting patiently, as dignified as you'd expect!\And there he is! Gajeel is in the house!\The combatants glare at each other! There's tension in the air...\And now Natsu is here!\All the pieces are in place!\Watch this, Happy.\Aye, sir!\Laxus stands up! response:	Apparently, he's heading for Natsu first!
context: And there he is! Gajeel is in the house!\The combatants glare at each other! There's tension in the air...\And now Natsu is here!\All the pieces are in place!\Watch this, Happy.\Aye, sir!\Laxus stands up!\Apparently, he's heading for Natsu first! response:	You ready?
context: The combatants glare at each other! There's tension in the air...\And now Natsu is here!\All the pieces are in place!\Watch this, Happy.\Aye, sir!\Laxus stands up!\Apparently, he's heading for Natsu first!\You ready? response:	Yeah.
context: And now Natsu is here!\All the pieces are in place!\Watch this, Happy.\Aye, sir!\Laxus stands up!\Apparently, he's heading for Natsu first!\You ready?\Yeah. response:	I don't have to hold back at all, do I?
context: All the pieces are in place!\Watch this, Happy.\Aye, sir!\Laxus stands up!\Apparently, he's heading for Natsu first!\You ready?\Yeah.\I don't have to hold back at all, do I? response:	'Course not!
context: Watch this, Happy.\Aye, sir!\Laxus stands up!\Apparently, he's heading for Natsu first!\You ready?\Yeah.\I don't have to hold back at all, do I?\'Course not! response:	Not gonna be my fault if you snuff it.
context: Aye, sir!\Laxus stands up!\Apparently, he's heading for Natsu first!\You ready?\Yeah.\I don't have to hold back at all, do I?\'Course not!\Not gonna be my fault if you snuff it. response:	The same goes for you, Laxus!
context: Laxus stands up!\Apparently, he's heading for Natsu first!\You ready?\Yeah.\I don't have to hold back at all, do I?\'Course not!\Not gonna be my fault if you snuff it.\The same goes for you, Laxus! response:	Happy, get back.
context: Apparently, he's heading for Natsu first!\You ready?\Yeah.\I don't have to hold back at all, do I?\'Course not!\Not gonna be my fault if you snuff it.\The same goes for you, Laxus!\Happy, get back. response:	Give him what-for, Natsu!
context: You ready?\Yeah.\I don't have to hold back at all, do I?\'Course not!\Not gonna be my fault if you snuff it.\The same goes for you, Laxus!\Happy, get back.\Give him what-for, Natsu! response:	Oh, I will.
context: Yeah.\I don't have to hold back at all, do I?\'Course not!\Not gonna be my fault if you snuff it.\The same goes for you, Laxus!\Happy, get back.\Give him what-for, Natsu!\Oh, I will. response:	There they go!
context: I don't have to hold back at all, do I?\'Course not!\Not gonna be my fault if you snuff it.\The same goes for you, Laxus!\Happy, get back.\Give him what-for, Natsu!\Oh, I will.\There they go! response:	Incredible feeling of tension...
context: 'Course not!\Not gonna be my fault if you snuff it.\The same goes for you, Laxus!\Happy, get back.\Give him what-for, Natsu!\Oh, I will.\There they go!\Incredible feeling of tension... response:	Whoever makes the first move will lose...
context: Not gonna be my fault if you snuff it.\The same goes for you, Laxus!\Happy, get back.\Give him what-for, Natsu!\Oh, I will.\There they go!\Incredible feeling of tension...\Whoever makes the first move will lose... response:	It's over?!?
context: The same goes for you, Laxus!\Happy, get back.\Give him what-for, Natsu!\Oh, I will.\There they go!\Incredible feeling of tension...\Whoever makes the first move will lose...\It's over?!? response:	Done with a single blow, huh?
context: Happy, get back.\Give him what-for, Natsu!\Oh, I will.\There they go!\Incredible feeling of tension...\Whoever makes the first move will lose...\It's over?!?\Done with a single blow, huh? response:	The usual instant kill, right?
context: Give him what-for, Natsu!\Oh, I will.\There they go!\Incredible feeling of tension...\Whoever makes the first move will lose...\It's over?!?\Done with a single blow, huh?\The usual instant kill, right? response:	Natsu!
context: Oh, I will.\There they go!\Incredible feeling of tension...\Whoever makes the first move will lose...\It's over?!?\Done with a single blow, huh?\The usual instant kill, right?\Natsu! response:	I figured this would happen, Laxus!
context: There they go!\Incredible feeling of tension...\Whoever makes the first move will lose...\It's over?!?\Done with a single blow, huh?\The usual instant kill, right?\Natsu!\I figured this would happen, Laxus! response:	This is what you call a difference in skill level.
context: Incredible feeling of tension...\Whoever makes the first move will lose...\It's over?!?\Done with a single blow, huh?\The usual instant kill, right?\Natsu!\I figured this would happen, Laxus!\This is what you call a difference in skill level. response:	You're up next, right?
context: Whoever makes the first move will lose...\It's over?!?\Done with a single blow, huh?\The usual instant kill, right?\Natsu!\I figured this would happen, Laxus!\This is what you call a difference in skill level.\You're up next, right? response:	Huh?
context: It's over?!?\Done with a single blow, huh?\The usual instant kill, right?\Natsu!\I figured this would happen, Laxus!\This is what you call a difference in skill level.\You're up next, right?\Huh? response:	Oh, no! Gajeel has disappeared?!
context: Done with a single blow, huh?\The usual instant kill, right?\Natsu!\I figured this would happen, Laxus!\This is what you call a difference in skill level.\You're up next, right?\Huh?\Oh, no! Gajeel has disappeared?! response:	Don't tell me that bastard has run off!
context: The usual instant kill, right?\Natsu!\I figured this would happen, Laxus!\This is what you call a difference in skill level.\You're up next, right?\Huh?\Oh, no! Gajeel has disappeared?!\Don't tell me that bastard has run off! response:	What?!
context: Natsu!\I figured this would happen, Laxus!\This is what you call a difference in skill level.\You're up next, right?\Huh?\Oh, no! Gajeel has disappeared?!\Don't tell me that bastard has run off!\What?! response:	Comb the hills! No way are we gonna let him escape!
context: I figured this would happen, Laxus!\This is what you call a difference in skill level.\You're up next, right?\Huh?\Oh, no! Gajeel has disappeared?!\Don't tell me that bastard has run off!\What?!\Comb the hills! No way are we gonna let him escape! response:	Combing the hills is a Man!
context: This is what you call a difference in skill level.\You're up next, right?\Huh?\Oh, no! Gajeel has disappeared?!\Don't tell me that bastard has run off!\What?!\Comb the hills! No way are we gonna let him escape!\Combing the hills is a Man! response:	I've lost respect for you! Gajeel!
context: You're up next, right?\Huh?\Oh, no! Gajeel has disappeared?!\Don't tell me that bastard has run off!\What?!\Comb the hills! No way are we gonna let him escape!\Combing the hills is a Man!\I've lost respect for you! Gajeel! response:	Natsu, are you okay?
context: Huh?\Oh, no! Gajeel has disappeared?!\Don't tell me that bastard has run off!\What?!\Comb the hills! No way are we gonna let him escape!\Combing the hills is a Man!\I've lost respect for you! Gajeel!\Natsu, are you okay? response:	I've got it!
context: Oh, no! Gajeel has disappeared?!\Don't tell me that bastard has run off!\What?!\Comb the hills! No way are we gonna let him escape!\Combing the hills is a Man!\I've lost respect for you! Gajeel!\Natsu, are you okay?\I've got it! response:	This is in ancient Potamelian.
context: Don't tell me that bastard has run off!\What?!\Comb the hills! No way are we gonna let him escape!\Combing the hills is a Man!\I've lost respect for you! Gajeel!\Natsu, are you okay?\I've got it!\This is in ancient Potamelian. response:	I've never heard of that.
context: What?!\Comb the hills! No way are we gonna let him escape!\Combing the hills is a Man!\I've lost respect for you! Gajeel!\Natsu, are you okay?\I've got it!\This is in ancient Potamelian.\I've never heard of that. response:	So what's it say, Levy-chan?
context: Comb the hills! No way are we gonna let him escape!\Combing the hills is a Man!\I've lost respect for you! Gajeel!\Natsu, are you okay?\I've got it!\This is in ancient Potamelian.\I've never heard of that.\So what's it say, Levy-chan? response:	Time is etched and then chaos descends.
context: Combing the hills is a Man!\I've lost respect for you! Gajeel!\Natsu, are you okay?\I've got it!\This is in ancient Potamelian.\I've never heard of that.\So what's it say, Levy-chan?\Time is etched and then chaos descends. response:	Time is etched...
context: I've lost respect for you! Gajeel!\Natsu, are you okay?\I've got it!\This is in ancient Potamelian.\I've never heard of that.\So what's it say, Levy-chan?\Time is etched and then chaos descends.\Time is etched... response:	I've heard that phrase before somewhere...
context: Natsu, are you okay?\I've got it!\This is in ancient Potamelian.\I've never heard of that.\So what's it say, Levy-chan?\Time is etched and then chaos descends.\Time is etched...\I've heard that phrase before somewhere... response:	Where?
context: I've got it!\This is in ancient Potamelian.\I've never heard of that.\So what's it say, Levy-chan?\Time is etched and then chaos descends.\Time is etched...\I've heard that phrase before somewhere...\Where? response:	Umm... Uh...
context: This is in ancient Potamelian.\I've never heard of that.\So what's it say, Levy-chan?\Time is etched and then chaos descends.\Time is etched...\I've heard that phrase before somewhere...\Where?\Umm... Uh... response:	Wait, Laxus!
context: I've never heard of that.\So what's it say, Levy-chan?\Time is etched and then chaos descends.\Time is etched...\I've heard that phrase before somewhere...\Where?\Umm... Uh...\Wait, Laxus! response:	Come back to Fairy Tail!
context: So what's it say, Levy-chan?\Time is etched and then chaos descends.\Time is etched...\I've heard that phrase before somewhere...\Where?\Umm... Uh...\Wait, Laxus!\Come back to Fairy Tail! response:	Master! It's about time you lifted Laxus's expulsion!
context: Time is etched and then chaos descends.\Time is etched...\I've heard that phrase before somewhere...\Where?\Umm... Uh...\Wait, Laxus!\Come back to Fairy Tail!\Master! It's about time you lifted Laxus's expulsion! response:	Master!
context: Time is etched...\I've heard that phrase before somewhere...\Where?\Umm... Uh...\Wait, Laxus!\Come back to Fairy Tail!\Master! It's about time you lifted Laxus's expulsion!\Master! response:	Not here... Not here either...
context: I've heard that phrase before somewhere...\Where?\Umm... Uh...\Wait, Laxus!\Come back to Fairy Tail!\Master! It's about time you lifted Laxus's expulsion!\Master!\Not here... Not here either... response:	This is the one! It's from here!
context: Where?\Umm... Uh...\Wait, Laxus!\Come back to Fairy Tail!\Master! It's about time you lifted Laxus's expulsion!\Master!\Not here... Not here either...\This is the one! It's from here! response:	The phrase time is etched and then chaos descends appears in this book.
context: Umm... Uh...\Wait, Laxus!\Come back to Fairy Tail!\Master! It's about time you lifted Laxus's expulsion!\Master!\Not here... Not here either...\This is the one! It's from here!\The phrase time is etched and then chaos descends appears in this book. response:	What's the context?
context: Wait, Laxus!\Come back to Fairy Tail!\Master! It's about time you lifted Laxus's expulsion!\Master!\Not here... Not here either...\This is the one! It's from here!\The phrase time is etched and then chaos descends appears in this book.\What's the context? response:	Um, let's see...
context: Come back to Fairy Tail!\Master! It's about time you lifted Laxus's expulsion!\Master!\Not here... Not here either...\This is the one! It's from here!\The phrase time is etched and then chaos descends appears in this book.\What's the context?\Um, let's see... response:	It's a story about a clock that follows a strange destiny
context: Master! It's about time you lifted Laxus's expulsion!\Master!\Not here... Not here either...\This is the one! It's from here!\The phrase time is etched and then chaos descends appears in this book.\What's the context?\Um, let's see...\It's a story about a clock that follows a strange destiny response:	through the ages as it's passed on from one person to another.
context: Master!\Not here... Not here either...\This is the one! It's from here!\The phrase time is etched and then chaos descends appears in this book.\What's the context?\Um, let's see...\It's a story about a clock that follows a strange destiny\through the ages as it's passed on from one person to another. response:	It's this pendulum clock!
context: Not here... Not here either...\This is the one! It's from here!\The phrase time is etched and then chaos descends appears in this book.\What's the context?\Um, let's see...\It's a story about a clock that follows a strange destiny\through the ages as it's passed on from one person to another.\It's this pendulum clock! response:	What's wrong?
context: This is the one! It's from here!\The phrase time is etched and then chaos descends appears in this book.\What's the context?\Um, let's see...\It's a story about a clock that follows a strange destiny\through the ages as it's passed on from one person to another.\It's this pendulum clock!\What's wrong? response:	Look at this drawing!
context: The phrase time is etched and then chaos descends appears in this book.\What's the context?\Um, let's see...\It's a story about a clock that follows a strange destiny\through the ages as it's passed on from one person to another.\It's this pendulum clock!\What's wrong?\Look at this drawing! response:	This isn't just some rod...
context: What's the context?\Um, let's see...\It's a story about a clock that follows a strange destiny\through the ages as it's passed on from one person to another.\It's this pendulum clock!\What's wrong?\Look at this drawing!\This isn't just some rod... response:	It's the hand of a clock!
context: Um, let's see...\It's a story about a clock that follows a strange destiny\through the ages as it's passed on from one person to another.\It's this pendulum clock!\What's wrong?\Look at this drawing!\This isn't just some rod...\It's the hand of a clock! response:	Does it still hurt?
context: It's a story about a clock that follows a strange destiny\through the ages as it's passed on from one person to another.\It's this pendulum clock!\What's wrong?\Look at this drawing!\This isn't just some rod...\It's the hand of a clock!\Does it still hurt? response:	This is nothin'!
context: through the ages as it's passed on from one person to another.\It's this pendulum clock!\What's wrong?\Look at this drawing!\This isn't just some rod...\It's the hand of a clock!\Does it still hurt?\This is nothin'! response:	Ow...
context: It's this pendulum clock!\What's wrong?\Look at this drawing!\This isn't just some rod...\It's the hand of a clock!\Does it still hurt?\This is nothin'!\Ow... response:	Where did that bastard Gajeel hide?!
context: What's wrong?\Look at this drawing!\This isn't just some rod...\It's the hand of a clock!\Does it still hurt?\This is nothin'!\Ow...\Where did that bastard Gajeel hide?! response:	Macao and the others are searching, but they may not be able to find him.
context: Look at this drawing!\This isn't just some rod...\It's the hand of a clock!\Does it still hurt?\This is nothin'!\Ow...\Where did that bastard Gajeel hide?!\Macao and the others are searching, but they may not be able to find him. response:	Has Gajeel come back?!
context: This isn't just some rod...\It's the hand of a clock!\Does it still hurt?\This is nothin'!\Ow...\Where did that bastard Gajeel hide?!\Macao and the others are searching, but they may not be able to find him.\Has Gajeel come back?! response:	Hey! Gajeel!
