context: Mongolia response:	Pub
context: you'd feel a bit more motivated.\I wouldn't be able to be on the same team as Shoyo.\Huh? Why?\If I'm not able to keep doing new things,\I wouldn't be able to keep up with Shoyo.\No matter how well I were to play hookie,\Shoyo would probably find me out.\Even that genius first-year setter response:	hesitated for just a second and Shoyo figured it out.
context: I wouldn't be able to be on the same team as Shoyo.\Huh? Why?\If I'm not able to keep doing new things,\I wouldn't be able to keep up with Shoyo.\No matter how well I were to play hookie,\Shoyo would probably find me out.\Even that genius first-year setter\hesitated for just a second and Shoyo figured it out. response:	That'd be exhausting.
context: Huh? Why?\If I'm not able to keep doing new things,\I wouldn't be able to keep up with Shoyo.\No matter how well I were to play hookie,\Shoyo would probably find me out.\Even that genius first-year setter\hesitated for just a second and Shoyo figured it out.\That'd be exhausting. response:	Huh...
context: If I'm not able to keep doing new things,\I wouldn't be able to keep up with Shoyo.\No matter how well I were to play hookie,\Shoyo would probably find me out.\Even that genius first-year setter\hesitated for just a second and Shoyo figured it out.\That'd be exhausting.\Huh... response:	Then maybe Shrimpy should just stay as our opponent
context: I wouldn't be able to keep up with Shoyo.\No matter how well I were to play hookie,\Shoyo would probably find me out.\Even that genius first-year setter\hesitated for just a second and Shoyo figured it out.\That'd be exhausting.\Huh...\Then maybe Shrimpy should just stay as our opponent response:	and practice partner, and then you'd feel a bit more motivated.
context: No matter how well I were to play hookie,\Shoyo would probably find me out.\Even that genius first-year setter\hesitated for just a second and Shoyo figured it out.\That'd be exhausting.\Huh...\Then maybe Shrimpy should just stay as our opponent\and practice partner, and then you'd feel a bit more motivated. response:	Why?
context: Shoyo would probably find me out.\Even that genius first-year setter\hesitated for just a second and Shoyo figured it out.\That'd be exhausting.\Huh...\Then maybe Shrimpy should just stay as our opponent\and practice partner, and then you'd feel a bit more motivated.\Why? response:	Because whenever you watch Shrimpy play,
context: Even that genius first-year setter\hesitated for just a second and Shoyo figured it out.\That'd be exhausting.\Huh...\Then maybe Shrimpy should just stay as our opponent\and practice partner, and then you'd feel a bit more motivated.\Why?\Because whenever you watch Shrimpy play, response:	you have the same expression on your face as when you're about
context: hesitated for just a second and Shoyo figured it out.\That'd be exhausting.\Huh...\Then maybe Shrimpy should just stay as our opponent\and practice partner, and then you'd feel a bit more motivated.\Why?\Because whenever you watch Shrimpy play,\you have the same expression on your face as when you're about response:	to play a new game you just bought.
context: That'd be exhausting.\Huh...\Then maybe Shrimpy should just stay as our opponent\and practice partner, and then you'd feel a bit more motivated.\Why?\Because whenever you watch Shrimpy play,\you have the same expression on your face as when you're about\to play a new game you just bought. response:	No, I don't.
context: Huh...\Then maybe Shrimpy should just stay as our opponent\and practice partner, and then you'd feel a bit more motivated.\Why?\Because whenever you watch Shrimpy play,\you have the same expression on your face as when you're about\to play a new game you just bought.\No, I don't. response:	And what does that face look like, anyway?
context: Then maybe Shrimpy should just stay as our opponent\and practice partner, and then you'd feel a bit more motivated.\Why?\Because whenever you watch Shrimpy play,\you have the same expression on your face as when you're about\to play a new game you just bought.\No, I don't.\And what does that face look like, anyway? response:	Really excited.
context: and practice partner, and then you'd feel a bit more motivated.\Why?\Because whenever you watch Shrimpy play,\you have the same expression on your face as when you're about\to play a new game you just bought.\No, I don't.\And what does that face look like, anyway?\Really excited. response:	What does that mean? I don't know what you're talking about.
context: Why?\Because whenever you watch Shrimpy play,\you have the same expression on your face as when you're about\to play a new game you just bought.\No, I don't.\And what does that face look like, anyway?\Really excited.\What does that mean? I don't know what you're talking about. response:	I don't make that face.
context: Because whenever you watch Shrimpy play,\you have the same expression on your face as when you're about\to play a new game you just bought.\No, I don't.\And what does that face look like, anyway?\Really excited.\What does that mean? I don't know what you're talking about.\I don't make that face. response:	You do.
context: you have the same expression on your face as when you're about\to play a new game you just bought.\No, I don't.\And what does that face look like, anyway?\Really excited.\What does that mean? I don't know what you're talking about.\I don't make that face.\You do. response:	I do not.
context: to play a new game you just bought.\No, I don't.\And what does that face look like, anyway?\Really excited.\What does that mean? I don't know what you're talking about.\I don't make that face.\You do.\I do not. response:	You do.
context: No, I don't.\And what does that face look like, anyway?\Really excited.\What does that mean? I don't know what you're talking about.\I don't make that face.\You do.\I do not.\You do. response:	I do not.
context: And what does that face look like, anyway?\Really excited.\What does that mean? I don't know what you're talking about.\I don't make that face.\You do.\I do not.\You do.\I do not. response:	U-Um, Ukai-kun...
context: Really excited.\What does that mean? I don't know what you're talking about.\I don't make that face.\You do.\I do not.\You do.\I do not.\U-Um, Ukai-kun... response:	Hm?
context: What does that mean? I don't know what you're talking about.\I don't make that face.\You do.\I do not.\You do.\I do not.\U-Um, Ukai-kun...\Hm? response:	To be honest, at first glance,
context: I don't make that face.\You do.\I do not.\You do.\I do not.\U-Um, Ukai-kun...\Hm?\To be honest, at first glance, response:	I can't tell the difference between this and their previous weirdo quick.
context: You do.\I do not.\You do.\I do not.\U-Um, Ukai-kun...\Hm?\To be honest, at first glance,\I can't tell the difference between this and their previous weirdo quick. response:	Ah...
context: I do not.\You do.\I do not.\U-Um, Ukai-kun...\Hm?\To be honest, at first glance,\I can't tell the difference between this and their previous weirdo quick.\Ah... response:	In the previous quick,
context: You do.\I do not.\U-Um, Ukai-kun...\Hm?\To be honest, at first glance,\I can't tell the difference between this and their previous weirdo quick.\Ah...\In the previous quick, response:	the toss would go right through Hinata's point of impact.
context: I do not.\U-Um, Ukai-kun...\Hm?\To be honest, at first glance,\I can't tell the difference between this and their previous weirdo quick.\Ah...\In the previous quick,\the toss would go right through Hinata's point of impact. response:	Point of Impact
context: U-Um, Ukai-kun...\Hm?\To be honest, at first glance,\I can't tell the difference between this and their previous weirdo quick.\Ah...\In the previous quick,\the toss would go right through Hinata's point of impact.\Point of Impact response:	Conversely, with this new quick,
context: Hm?\To be honest, at first glance,\I can't tell the difference between this and their previous weirdo quick.\Ah...\In the previous quick,\the toss would go right through Hinata's point of impact.\Point of Impact\Conversely, with this new quick, response:	they're trying to make it so that the spiker's highest point of impact
context: To be honest, at first glance,\I can't tell the difference between this and their previous weirdo quick.\Ah...\In the previous quick,\the toss would go right through Hinata's point of impact.\Point of Impact\Conversely, with this new quick,\they're trying to make it so that the spiker's highest point of impact response:	equals the ball's point of arrival.
context: I can't tell the difference between this and their previous weirdo quick.\Ah...\In the previous quick,\the toss would go right through Hinata's point of impact.\Point of Impact\Conversely, with this new quick,\they're trying to make it so that the spiker's highest point of impact\equals the ball's point of arrival. response:	Once the ball's forward momentum reaches zero,
context: Ah...\In the previous quick,\the toss would go right through Hinata's point of impact.\Point of Impact\Conversely, with this new quick,\they're trying to make it so that the spiker's highest point of impact\equals the ball's point of arrival.\Once the ball's forward momentum reaches zero, response:	there's a brief moment that you wouldn't have
context: In the previous quick,\the toss would go right through Hinata's point of impact.\Point of Impact\Conversely, with this new quick,\they're trying to make it so that the spiker's highest point of impact\equals the ball's point of arrival.\Once the ball's forward momentum reaches zero,\there's a brief moment that you wouldn't have response:	if the ball was going straight through.
context: the toss would go right through Hinata's point of impact.\Point of Impact\Conversely, with this new quick,\they're trying to make it so that the spiker's highest point of impact\equals the ball's point of arrival.\Once the ball's forward momentum reaches zero,\there's a brief moment that you wouldn't have\if the ball was going straight through. response:	The difference is ultimately that one moment.
context: Point of Impact\Conversely, with this new quick,\they're trying to make it so that the spiker's highest point of impact\equals the ball's point of arrival.\Once the ball's forward momentum reaches zero,\there's a brief moment that you wouldn't have\if the ball was going straight through.\The difference is ultimately that one moment. response:	It means that Hinata has more options while he's in the air.
context: Conversely, with this new quick,\they're trying to make it so that the spiker's highest point of impact\equals the ball's point of arrival.\Once the ball's forward momentum reaches zero,\there's a brief moment that you wouldn't have\if the ball was going straight through.\The difference is ultimately that one moment.\It means that Hinata has more options while he's in the air. response:	Oh!
context: they're trying to make it so that the spiker's highest point of impact\equals the ball's point of arrival.\Once the ball's forward momentum reaches zero,\there's a brief moment that you wouldn't have\if the ball was going straight through.\The difference is ultimately that one moment.\It means that Hinata has more options while he's in the air.\Oh! response:	I need to make sure
context: equals the ball's point of arrival.\Once the ball's forward momentum reaches zero,\there's a brief moment that you wouldn't have\if the ball was going straight through.\The difference is ultimately that one moment.\It means that Hinata has more options while he's in the air.\Oh!\I need to make sure response:	I bring that geezer to the spring tournament.
context: Once the ball's forward momentum reaches zero,\there's a brief moment that you wouldn't have\if the ball was going straight through.\The difference is ultimately that one moment.\It means that Hinata has more options while he's in the air.\Oh!\I need to make sure\I bring that geezer to the spring tournament. response:	I'm gonna show him their quick in person.
context: there's a brief moment that you wouldn't have\if the ball was going straight through.\The difference is ultimately that one moment.\It means that Hinata has more options while he's in the air.\Oh!\I need to make sure\I bring that geezer to the spring tournament.\I'm gonna show him their quick in person. response:	Nice receive!
context: if the ball was going straight through.\The difference is ultimately that one moment.\It means that Hinata has more options while he's in the air.\Oh!\I need to make sure\I bring that geezer to the spring tournament.\I'm gonna show him their quick in person.\Nice receive! response:	Kill the ball's momentum...
context: The difference is ultimately that one moment.\It means that Hinata has more options while he's in the air.\Oh!\I need to make sure\I bring that geezer to the spring tournament.\I'm gonna show him their quick in person.\Nice receive!\Kill the ball's momentum... response:	Kill it...
context: It means that Hinata has more options while he's in the air.\Oh!\I need to make sure\I bring that geezer to the spring tournament.\I'm gonna show him their quick in person.\Nice receive!\Kill the ball's momentum...\Kill it... response:	Damn it! I'm visualizing the same thing as last time, too!
context: Oh!\I need to make sure\I bring that geezer to the spring tournament.\I'm gonna show him their quick in person.\Nice receive!\Kill the ball's momentum...\Kill it...\Damn it! I'm visualizing the same thing as last time, too! response:	All right!
context: I need to make sure\I bring that geezer to the spring tournament.\I'm gonna show him their quick in person.\Nice receive!\Kill the ball's momentum...\Kill it...\Damn it! I'm visualizing the same thing as last time, too!\All right! response:	Oh, my.
context: I bring that geezer to the spring tournament.\I'm gonna show him their quick in person.\Nice receive!\Kill the ball's momentum...\Kill it...\Damn it! I'm visualizing the same thing as last time, too!\All right!\Oh, my. response:	Lucky! Lucky!
context: I'm gonna show him their quick in person.\Nice receive!\Kill the ball's momentum...\Kill it...\Damn it! I'm visualizing the same thing as last time, too!\All right!\Oh, my.\Lucky! Lucky! response:	Did he lose his incredible concentration from earlier?
context: Nice receive!\Kill the ball's momentum...\Kill it...\Damn it! I'm visualizing the same thing as last time, too!\All right!\Oh, my.\Lucky! Lucky!\Did he lose his incredible concentration from earlier? response:	Don't worry about it, Kageyama-kun!
context: Kill the ball's momentum...\Kill it...\Damn it! I'm visualizing the same thing as last time, too!\All right!\Oh, my.\Lucky! Lucky!\Did he lose his incredible concentration from earlier?\Don't worry about it, Kageyama-kun! response:	Damn it! That pisses me off!
context: Kill it...\Damn it! I'm visualizing the same thing as last time, too!\All right!\Oh, my.\Lucky! Lucky!\Did he lose his incredible concentration from earlier?\Don't worry about it, Kageyama-kun!\Damn it! That pisses me off! response:	Why?! What else am I supposed to say?!
context: Damn it! I'm visualizing the same thing as last time, too!\All right!\Oh, my.\Lucky! Lucky!\Did he lose his incredible concentration from earlier?\Don't worry about it, Kageyama-kun!\Damn it! That pisses me off!\Why?! What else am I supposed to say?! response:	Well, this isn't something that happens easily.
context: All right!\Oh, my.\Lucky! Lucky!\Did he lose his incredible concentration from earlier?\Don't worry about it, Kageyama-kun!\Damn it! That pisses me off!\Why?! What else am I supposed to say?!\Well, this isn't something that happens easily. response:	And what better time...
context: Oh, my.\Lucky! Lucky!\Did he lose his incredible concentration from earlier?\Don't worry about it, Kageyama-kun!\Damn it! That pisses me off!\Why?! What else am I supposed to say?!\Well, this isn't something that happens easily.\And what better time... response:	Karasuno Fukurodani
context: Lucky! Lucky!\Did he lose his incredible concentration from earlier?\Don't worry about it, Kageyama-kun!\Damn it! That pisses me off!\Why?! What else am I supposed to say?!\Well, this isn't something that happens easily.\And what better time...\Karasuno Fukurodani response:	One blocker!
context: Did he lose his incredible concentration from earlier?\Don't worry about it, Kageyama-kun!\Damn it! That pisses me off!\Why?! What else am I supposed to say?!\Well, this isn't something that happens easily.\And what better time...\Karasuno Fukurodani\One blocker! response:	One touch!
context: Don't worry about it, Kageyama-kun!\Damn it! That pisses me off!\Why?! What else am I supposed to say?!\Well, this isn't something that happens easily.\And what better time...\Karasuno Fukurodani\One blocker!\One touch! response:	Got it!
context: Damn it! That pisses me off!\Why?! What else am I supposed to say?!\Well, this isn't something that happens easily.\And what better time...\Karasuno Fukurodani\One blocker!\One touch!\Got it! response:	There's that weird sound!
context: Why?! What else am I supposed to say?!\Well, this isn't something that happens easily.\And what better time...\Karasuno Fukurodani\One blocker!\One touch!\Got it!\There's that weird sound! response:	But a double hit wasn't called!
context: Well, this isn't something that happens easily.\And what better time...\Karasuno Fukurodani\One blocker!\One touch!\Got it!\There's that weird sound!\But a double hit wasn't called! response:	From the libero's toss...
context: And what better time...\Karasuno Fukurodani\One blocker!\One touch!\Got it!\There's that weird sound!\But a double hit wasn't called!\From the libero's toss... response:	It's the ace's...
context: Karasuno Fukurodani\One blocker!\One touch!\Got it!\There's that weird sound!\But a double hit wasn't called!\From the libero's toss...\It's the ace's... response:	The second...
context: One blocker!\One touch!\Got it!\There's that weird sound!\But a double hit wasn't called!\From the libero's toss...\It's the ace's...\The second... response:	It's an out?! So close!
context: One touch!\Got it!\There's that weird sound!\But a double hit wasn't called!\From the libero's toss...\It's the ace's...\The second...\It's an out?! So close! response:	Sorry, my toss was a bit low. Damn it!
context: Got it!\There's that weird sound!\But a double hit wasn't called!\From the libero's toss...\It's the ace's...\The second...\It's an out?! So close!\Sorry, my toss was a bit low. Damn it! response:	I-It was fine!
context: There's that weird sound!\But a double hit wasn't called!\From the libero's toss...\It's the ace's...\The second...\It's an out?! So close!\Sorry, my toss was a bit low. Damn it!\I-It was fine! response:	I actually think it was my mistake.
context: But a double hit wasn't called!\From the libero's toss...\It's the ace's...\The second...\It's an out?! So close!\Sorry, my toss was a bit low. Damn it!\I-It was fine!\I actually think it was my mistake. response:	You need to be honest when I mess up, Asahi-san!
context: From the libero's toss...\It's the ace's...\The second...\It's an out?! So close!\Sorry, my toss was a bit low. Damn it!\I-It was fine!\I actually think it was my mistake.\You need to be honest when I mess up, Asahi-san! response:	Oh, okay...
context: It's the ace's...\The second...\It's an out?! So close!\Sorry, my toss was a bit low. Damn it!\I-It was fine!\I actually think it was my mistake.\You need to be honest when I mess up, Asahi-san!\Oh, okay... response:	I-I'd appreciate it if you could toss the ball up a bit higher.
context: The second...\It's an out?! So close!\Sorry, my toss was a bit low. Damn it!\I-It was fine!\I actually think it was my mistake.\You need to be honest when I mess up, Asahi-san!\Oh, okay...\I-I'd appreciate it if you could toss the ball up a bit higher. response:	They changed this much in a week?
context: It's an out?! So close!\Sorry, my toss was a bit low. Damn it!\I-It was fine!\I actually think it was my mistake.\You need to be honest when I mess up, Asahi-san!\Oh, okay...\I-I'd appreciate it if you could toss the ball up a bit higher.\They changed this much in a week? response:	I know that!
context: Sorry, my toss was a bit low. Damn it!\I-It was fine!\I actually think it was my mistake.\You need to be honest when I mess up, Asahi-san!\Oh, okay...\I-I'd appreciate it if you could toss the ball up a bit higher.\They changed this much in a week?\I know that! response:	That's terrifying.
context: I-It was fine!\I actually think it was my mistake.\You need to be honest when I mess up, Asahi-san!\Oh, okay...\I-I'd appreciate it if you could toss the ball up a bit higher.\They changed this much in a week?\I know that!\That's terrifying. response:	That's it! Keep it up!
context: I actually think it was my mistake.\You need to be honest when I mess up, Asahi-san!\Oh, okay...\I-I'd appreciate it if you could toss the ball up a bit higher.\They changed this much in a week?\I know that!\That's terrifying.\That's it! Keep it up! response:	We still don't have enough experience
context: You need to be honest when I mess up, Asahi-san!\Oh, okay...\I-I'd appreciate it if you could toss the ball up a bit higher.\They changed this much in a week?\I know that!\That's terrifying.\That's it! Keep it up!\We still don't have enough experience response:	to be able to go head-to-head with a powerhouse school
context: Oh, okay...\I-I'd appreciate it if you could toss the ball up a bit higher.\They changed this much in a week?\I know that!\That's terrifying.\That's it! Keep it up!\We still don't have enough experience\to be able to go head-to-head with a powerhouse school response:	while they're on guard.
context: I-I'd appreciate it if you could toss the ball up a bit higher.\They changed this much in a week?\I know that!\That's terrifying.\That's it! Keep it up!\We still don't have enough experience\to be able to go head-to-head with a powerhouse school\while they're on guard. response:	Got it!
context: They changed this much in a week?\I know that!\That's terrifying.\That's it! Keep it up!\We still don't have enough experience\to be able to go head-to-head with a powerhouse school\while they're on guard.\Got it! response:	Left! Left!
context: I know that!\That's terrifying.\That's it! Keep it up!\We still don't have enough experience\to be able to go head-to-head with a powerhouse school\while they're on guard.\Got it!\Left! Left! response:	Karasuno Fukurodani
context: That's terrifying.\That's it! Keep it up!\We still don't have enough experience\to be able to go head-to-head with a powerhouse school\while they're on guard.\Got it!\Left! Left!\Karasuno Fukurodani response:	Two blockers!
context: That's it! Keep it up!\We still don't have enough experience\to be able to go head-to-head with a powerhouse school\while they're on guard.\Got it!\Left! Left!\Karasuno Fukurodani\Two blockers! response:	Our team might not be good at winning right now,
context: We still don't have enough experience\to be able to go head-to-head with a powerhouse school\while they're on guard.\Got it!\Left! Left!\Karasuno Fukurodani\Two blockers!\Our team might not be good at winning right now, response:	Chance ball!
context: to be able to go head-to-head with a powerhouse school\while they're on guard.\Got it!\Left! Left!\Karasuno Fukurodani\Two blockers!\Our team might not be good at winning right now,\Chance ball! response:	Chance ball!
context: while they're on guard.\Got it!\Left! Left!\Karasuno Fukurodani\Two blockers!\Our team might not be good at winning right now,\Chance ball!\Chance ball! response:	Got it!
context: Got it!\Left! Left!\Karasuno Fukurodani\Two blockers!\Our team might not be good at winning right now,\Chance ball!\Chance ball!\Got it! response:	but we'll focus on honing our new weapons.
context: Left! Left!\Karasuno Fukurodani\Two blockers!\Our team might not be good at winning right now,\Chance ball!\Chance ball!\Got it!\but we'll focus on honing our new weapons. response:	Now!
context: Karasuno Fukurodani\Two blockers!\Our team might not be good at winning right now,\Chance ball!\Chance ball!\Got it!\but we'll focus on honing our new weapons.\Now! response:	Spikers from all directions head up about the same time...
context: Two blockers!\Our team might not be good at winning right now,\Chance ball!\Chance ball!\Got it!\but we'll focus on honing our new weapons.\Now!\Spikers from all directions head up about the same time... response:	A synchronized attack on first tempo!
context: Our team might not be good at winning right now,\Chance ball!\Chance ball!\Got it!\but we'll focus on honing our new weapons.\Now!\Spikers from all directions head up about the same time...\A synchronized attack on first tempo! response:	Don't let the blockers pinpoint the target!
context: Chance ball!\Chance ball!\Got it!\but we'll focus on honing our new weapons.\Now!\Spikers from all directions head up about the same time...\A synchronized attack on first tempo!\Don't let the blockers pinpoint the target! response:	All of you, jump up and strike like the toss is going up for you!
context: Chance ball!\Got it!\but we'll focus on honing our new weapons.\Now!\Spikers from all directions head up about the same time...\A synchronized attack on first tempo!\Don't let the blockers pinpoint the target!\All of you, jump up and strike like the toss is going up for you! response:	All right!
context: Got it!\but we'll focus on honing our new weapons.\Now!\Spikers from all directions head up about the same time...\A synchronized attack on first tempo!\Don't let the blockers pinpoint the target!\All of you, jump up and strike like the toss is going up for you!\All right! response:	It feels so awesome when a spike goes through...
context: but we'll focus on honing our new weapons.\Now!\Spikers from all directions head up about the same time...\A synchronized attack on first tempo!\Don't let the blockers pinpoint the target!\All of you, jump up and strike like the toss is going up for you!\All right!\It feels so awesome when a spike goes through... response:	He's crying...
context: Now!\Spikers from all directions head up about the same time...\A synchronized attack on first tempo!\Don't let the blockers pinpoint the target!\All of you, jump up and strike like the toss is going up for you!\All right!\It feels so awesome when a spike goes through...\He's crying... response:	All right!
context: Spikers from all directions head up about the same time...\A synchronized attack on first tempo!\Don't let the blockers pinpoint the target!\All of you, jump up and strike like the toss is going up for you!\All right!\It feels so awesome when a spike goes through...\He's crying...\All right! response:	He's babbling...
context: A synchronized attack on first tempo!\Don't let the blockers pinpoint the target!\All of you, jump up and strike like the toss is going up for you!\All right!\It feels so awesome when a spike goes through...\He's crying...\All right!\He's babbling... response:	Well, it's been so long since I made a spike this awesome.
context: Don't let the blockers pinpoint the target!\All of you, jump up and strike like the toss is going up for you!\All right!\It feels so awesome when a spike goes through...\He's crying...\All right!\He's babbling...\Well, it's been so long since I made a spike this awesome. response:	Damn it! Where do you guys get off using a synchro attack like that?
context: All of you, jump up and strike like the toss is going up for you!\All right!\It feels so awesome when a spike goes through...\He's crying...\All right!\He's babbling...\Well, it's been so long since I made a spike this awesome.\Damn it! Where do you guys get off using a synchro attack like that? response:	Kageyama, nice toss!
context: All right!\It feels so awesome when a spike goes through...\He's crying...\All right!\He's babbling...\Well, it's been so long since I made a spike this awesome.\Damn it! Where do you guys get off using a synchro attack like that?\Kageyama, nice toss! response:	Thank you!
context: It feels so awesome when a spike goes through...\He's crying...\All right!\He's babbling...\Well, it's been so long since I made a spike this awesome.\Damn it! Where do you guys get off using a synchro attack like that?\Kageyama, nice toss!\Thank you! response:	Tanaka-kun, nice kill!
context: He's crying...\All right!\He's babbling...\Well, it's been so long since I made a spike this awesome.\Damn it! Where do you guys get off using a synchro attack like that?\Kageyama, nice toss!\Thank you!\Tanaka-kun, nice kill! response:	Thanks!
context: All right!\He's babbling...\Well, it's been so long since I made a spike this awesome.\Damn it! Where do you guys get off using a synchro attack like that?\Kageyama, nice toss!\Thank you!\Tanaka-kun, nice kill!\Thanks! response:	Always something new, huh?
context: He's babbling...\Well, it's been so long since I made a spike this awesome.\Damn it! Where do you guys get off using a synchro attack like that?\Kageyama, nice toss!\Thank you!\Tanaka-kun, nice kill!\Thanks!\Always something new, huh? response:	Don't look the other way!
context: Well, it's been so long since I made a spike this awesome.\Damn it! Where do you guys get off using a synchro attack like that?\Kageyama, nice toss!\Thank you!\Tanaka-kun, nice kill!\Thanks!\Always something new, huh?\Don't look the other way! response:	The third...
context: Damn it! Where do you guys get off using a synchro attack like that?\Kageyama, nice toss!\Thank you!\Tanaka-kun, nice kill!\Thanks!\Always something new, huh?\Don't look the other way!\The third... response:	That was a synchronized attack on first tempo...
context: Kageyama, nice toss!\Thank you!\Tanaka-kun, nice kill!\Thanks!\Always something new, huh?\Don't look the other way!\The third...\That was a synchronized attack on first tempo... response:	It went through so smoothly!
context: Thank you!\Tanaka-kun, nice kill!\Thanks!\Always something new, huh?\Don't look the other way!\The third...\That was a synchronized attack on first tempo...\It went through so smoothly! response:	Yeah.
context: Tanaka-kun, nice kill!\Thanks!\Always something new, huh?\Don't look the other way!\The third...\That was a synchronized attack on first tempo...\It went through so smoothly!\Yeah. response:	Against their three blockers,
context: Thanks!\Always something new, huh?\Don't look the other way!\The third...\That was a synchronized attack on first tempo...\It went through so smoothly!\Yeah.\Against their three blockers, response:	our attack, including the back row attack, had four players advancing at once.
context: Always something new, huh?\Don't look the other way!\The third...\That was a synchronized attack on first tempo...\It went through so smoothly!\Yeah.\Against their three blockers,\our attack, including the back row attack, had four players advancing at once. response:	They weren't able to mark all of them.
context: Don't look the other way!\The third...\That was a synchronized attack on first tempo...\It went through so smoothly!\Yeah.\Against their three blockers,\our attack, including the back row attack, had four players advancing at once.\They weren't able to mark all of them. response:	Is something wrong?
context: The third...\That was a synchronized attack on first tempo...\It went through so smoothly!\Yeah.\Against their three blockers,\our attack, including the back row attack, had four players advancing at once.\They weren't able to mark all of them.\Is something wrong? response:	No...
context: That was a synchronized attack on first tempo...\It went through so smoothly!\Yeah.\Against their three blockers,\our attack, including the back row attack, had four players advancing at once.\They weren't able to mark all of them.\Is something wrong?\No... response:	There's just something I want to try out now.
context: It went through so smoothly!\Yeah.\Against their three blockers,\our attack, including the back row attack, had four players advancing at once.\They weren't able to mark all of them.\Is something wrong?\No...\There's just something I want to try out now. response:	Damn it!
context: Yeah.\Against their three blockers,\our attack, including the back row attack, had four players advancing at once.\They weren't able to mark all of them.\Is something wrong?\No...\There's just something I want to try out now.\Damn it! response:	All right!
context: Against their three blockers,\our attack, including the back row attack, had four players advancing at once.\They weren't able to mark all of them.\Is something wrong?\No...\There's just something I want to try out now.\Damn it!\All right! response:	Karasuno's at the top of their game.
context: our attack, including the back row attack, had four players advancing at once.\They weren't able to mark all of them.\Is something wrong?\No...\There's just something I want to try out now.\Damn it!\All right!\Karasuno's at the top of their game. response:	The messy attacks they were trying on the first day are finally succeeding.
context: They weren't able to mark all of them.\Is something wrong?\No...\There's just something I want to try out now.\Damn it!\All right!\Karasuno's at the top of their game.\The messy attacks they were trying on the first day are finally succeeding. response:	All right!
context: Is something wrong?\No...\There's just something I want to try out now.\Damn it!\All right!\Karasuno's at the top of their game.\The messy attacks they were trying on the first day are finally succeeding.\All right! response:	Karasuno Fukurodani
context: No...\There's just something I want to try out now.\Damn it!\All right!\Karasuno's at the top of their game.\The messy attacks they were trying on the first day are finally succeeding.\All right!\Karasuno Fukurodani response:	Yes, yes, yes!
context: There's just something I want to try out now.\Damn it!\All right!\Karasuno's at the top of their game.\The messy attacks they were trying on the first day are finally succeeding.\All right!\Karasuno Fukurodani\Yes, yes, yes! response:	We're actually neck-and-neck
context: Damn it!\All right!\Karasuno's at the top of their game.\The messy attacks they were trying on the first day are finally succeeding.\All right!\Karasuno Fukurodani\Yes, yes, yes!\We're actually neck-and-neck response:	with Fukurodani at the last part of the game.
context: All right!\Karasuno's at the top of their game.\The messy attacks they were trying on the first day are finally succeeding.\All right!\Karasuno Fukurodani\Yes, yes, yes!\We're actually neck-and-neck\with Fukurodani at the last part of the game. response:	Yeah!
context: Karasuno's at the top of their game.\The messy attacks they were trying on the first day are finally succeeding.\All right!\Karasuno Fukurodani\Yes, yes, yes!\We're actually neck-and-neck\with Fukurodani at the last part of the game.\Yeah! response:	That doesn't mean you should get too confident.
context: The messy attacks they were trying on the first day are finally succeeding.\All right!\Karasuno Fukurodani\Yes, yes, yes!\We're actually neck-and-neck\with Fukurodani at the last part of the game.\Yeah!\That doesn't mean you should get too confident. response:	The real battle begins now.
context: All right!\Karasuno Fukurodani\Yes, yes, yes!\We're actually neck-and-neck\with Fukurodani at the last part of the game.\Yeah!\That doesn't mean you should get too confident.\The real battle begins now. response:	Right!
context: Karasuno Fukurodani\Yes, yes, yes!\We're actually neck-and-neck\with Fukurodani at the last part of the game.\Yeah!\That doesn't mean you should get too confident.\The real battle begins now.\Right! response:	It's true that we should be on our guard,
context: Yes, yes, yes!\We're actually neck-and-neck\with Fukurodani at the last part of the game.\Yeah!\That doesn't mean you should get too confident.\The real battle begins now.\Right!\It's true that we should be on our guard, response:	but it's also true that all of the cogs you have created
context: We're actually neck-and-neck\with Fukurodani at the last part of the game.\Yeah!\That doesn't mean you should get too confident.\The real battle begins now.\Right!\It's true that we should be on our guard,\but it's also true that all of the cogs you have created response:	are now starting to fit together.
context: with Fukurodani at the last part of the game.\Yeah!\That doesn't mean you should get too confident.\The real battle begins now.\Right!\It's true that we should be on our guard,\but it's also true that all of the cogs you have created\are now starting to fit together. response:	Please continue to perfect them
context: Yeah!\That doesn't mean you should get too confident.\The real battle begins now.\Right!\It's true that we should be on our guard,\but it's also true that all of the cogs you have created\are now starting to fit together.\Please continue to perfect them response:	while you're playing this match.
context: That doesn't mean you should get too confident.\The real battle begins now.\Right!\It's true that we should be on our guard,\but it's also true that all of the cogs you have created\are now starting to fit together.\Please continue to perfect them\while you're playing this match. response:	Right!
context: The real battle begins now.\Right!\It's true that we should be on our guard,\but it's also true that all of the cogs you have created\are now starting to fit together.\Please continue to perfect them\while you're playing this match.\Right! response:	Also, just as planned,
context: Right!\It's true that we should be on our guard,\but it's also true that all of the cogs you have created\are now starting to fit together.\Please continue to perfect them\while you're playing this match.\Right!\Also, just as planned, response:	you haven't been letting their ace spike too freely.
context: It's true that we should be on our guard,\but it's also true that all of the cogs you have created\are now starting to fit together.\Please continue to perfect them\while you're playing this match.\Right!\Also, just as planned,\you haven't been letting their ace spike too freely. response:	Though there was that one ridiculous cut shot...
