context: Stop! Stop! response:	Wait for the traffic light!
context: I just want to say that now that Takahashi's serious, you'd better get serious, too.\If you only take a half-assed attitude towards this, you have no right to make up with her.\That's so lame!\Shut up.\So in the end, you didn't confess to her at all?\There's no way I could...\Why are you going about this in such a roundabout way?\As long I'm going out with Yano, we'll eventually run into this problem again... response:	I wonder if he'll be able to talk about it...
context: If you only take a half-assed attitude towards this, you have no right to make up with her.\That's so lame!\Shut up.\So in the end, you didn't confess to her at all?\There's no way I could...\Why are you going about this in such a roundabout way?\As long I'm going out with Yano, we'll eventually run into this problem again...\I wonder if he'll be able to talk about it... response:	He told me he would.
context: That's so lame!\Shut up.\So in the end, you didn't confess to her at all?\There's no way I could...\Why are you going about this in such a roundabout way?\As long I'm going out with Yano, we'll eventually run into this problem again...\I wonder if he'll be able to talk about it...\He told me he would. response:	I'm kind of interested to know how he feels in his heart.
context: Shut up.\So in the end, you didn't confess to her at all?\There's no way I could...\Why are you going about this in such a roundabout way?\As long I'm going out with Yano, we'll eventually run into this problem again...\I wonder if he'll be able to talk about it...\He told me he would.\I'm kind of interested to know how he feels in his heart. response:	Umm... Takeuchi-kun, would you listen with me to the story about Nana-san?
context: So in the end, you didn't confess to her at all?\There's no way I could...\Why are you going about this in such a roundabout way?\As long I'm going out with Yano, we'll eventually run into this problem again...\I wonder if he'll be able to talk about it...\He told me he would.\I'm kind of interested to know how he feels in his heart.\Umm... Takeuchi-kun, would you listen with me to the story about Nana-san? response:	Huh? Me?
context: There's no way I could...\Why are you going about this in such a roundabout way?\As long I'm going out with Yano, we'll eventually run into this problem again...\I wonder if he'll be able to talk about it...\He told me he would.\I'm kind of interested to know how he feels in his heart.\Umm... Takeuchi-kun, would you listen with me to the story about Nana-san?\Huh? Me? response:	Honestly, I'm really uneasy about it...
context: Why are you going about this in such a roundabout way?\As long I'm going out with Yano, we'll eventually run into this problem again...\I wonder if he'll be able to talk about it...\He told me he would.\I'm kind of interested to know how he feels in his heart.\Umm... Takeuchi-kun, would you listen with me to the story about Nana-san?\Huh? Me?\Honestly, I'm really uneasy about it... response:	I'm also a really nice person, I guess.
context: As long I'm going out with Yano, we'll eventually run into this problem again...\I wonder if he'll be able to talk about it...\He told me he would.\I'm kind of interested to know how he feels in his heart.\Umm... Takeuchi-kun, would you listen with me to the story about Nana-san?\Huh? Me?\Honestly, I'm really uneasy about it...\I'm also a really nice person, I guess. response:	Huh?
context: I wonder if he'll be able to talk about it...\He told me he would.\I'm kind of interested to know how he feels in his heart.\Umm... Takeuchi-kun, would you listen with me to the story about Nana-san?\Huh? Me?\Honestly, I'm really uneasy about it...\I'm also a really nice person, I guess.\Huh? response:	Or maybe...
context: He told me he would.\I'm kind of interested to know how he feels in his heart.\Umm... Takeuchi-kun, would you listen with me to the story about Nana-san?\Huh? Me?\Honestly, I'm really uneasy about it...\I'm also a really nice person, I guess.\Huh?\Or maybe... response:	Jama da te wo futta ushirosugata anna ni mou
context: I'm kind of interested to know how he feels in his heart.\Umm... Takeuchi-kun, would you listen with me to the story about Nana-san?\Huh? Me?\Honestly, I'm really uneasy about it...\I'm also a really nice person, I guess.\Huh?\Or maybe...\Jama da te wo futta ushirosugata anna ni mou response:	Yuugure no hitonami ni yurenagara chiisaku naru
context: Umm... Takeuchi-kun, would you listen with me to the story about Nana-san?\Huh? Me?\Honestly, I'm really uneasy about it...\I'm also a really nice person, I guess.\Huh?\Or maybe...\Jama da te wo futta ushirosugata anna ni mou\Yuugure no hitonami ni yurenagara chiisaku naru response:	Anata ga kureta kotoba wo hitotsuzutsu
context: Huh? Me?\Honestly, I'm really uneasy about it...\I'm also a really nice person, I guess.\Huh?\Or maybe...\Jama da te wo futta ushirosugata anna ni mou\Yuugure no hitonami ni yurenagara chiisaku naru\Anata ga kureta kotoba wo hitotsuzutsu response:	Omoidashi me wo tojita Shiawasena omoi dake
context: Honestly, I'm really uneasy about it...\I'm also a really nice person, I guess.\Huh?\Or maybe...\Jama da te wo futta ushirosugata anna ni mou\Yuugure no hitonami ni yurenagara chiisaku naru\Anata ga kureta kotoba wo hitotsuzutsu\Omoidashi me wo tojita Shiawasena omoi dake response:	koko ni aru hazu nano ni Fuan ni naru
context: I'm also a really nice person, I guess.\Huh?\Or maybe...\Jama da te wo futta ushirosugata anna ni mou\Yuugure no hitonami ni yurenagara chiisaku naru\Anata ga kureta kotoba wo hitotsuzutsu\Omoidashi me wo tojita Shiawasena omoi dake\koko ni aru hazu nano ni Fuan ni naru response:	Doushite nano kokoro ga furueteru no
context: Huh?\Or maybe...\Jama da te wo futta ushirosugata anna ni mou\Yuugure no hitonami ni yurenagara chiisaku naru\Anata ga kureta kotoba wo hitotsuzutsu\Omoidashi me wo tojita Shiawasena omoi dake\koko ni aru hazu nano ni Fuan ni naru\Doushite nano kokoro ga furueteru no response:	Tsutaetai motto sou afureteru kono kimochi
context: Or maybe...\Jama da te wo futta ushirosugata anna ni mou\Yuugure no hitonami ni yurenagara chiisaku naru\Anata ga kureta kotoba wo hitotsuzutsu\Omoidashi me wo tojita Shiawasena omoi dake\koko ni aru hazu nano ni Fuan ni naru\Doushite nano kokoro ga furueteru no\Tsutaetai motto sou afureteru kono kimochi response:	Suki dakara suki dakara zettai suki dakara
context: Jama da te wo futta ushirosugata anna ni mou\Yuugure no hitonami ni yurenagara chiisaku naru\Anata ga kureta kotoba wo hitotsuzutsu\Omoidashi me wo tojita Shiawasena omoi dake\koko ni aru hazu nano ni Fuan ni naru\Doushite nano kokoro ga furueteru no\Tsutaetai motto sou afureteru kono kimochi\Suki dakara suki dakara zettai suki dakara response:	Doko ni Itemo donna toki mo
context: Yuugure no hitonami ni yurenagara chiisaku naru\Anata ga kureta kotoba wo hitotsuzutsu\Omoidashi me wo tojita Shiawasena omoi dake\koko ni aru hazu nano ni Fuan ni naru\Doushite nano kokoro ga furueteru no\Tsutaetai motto sou afureteru kono kimochi\Suki dakara suki dakara zettai suki dakara\Doko ni Itemo donna toki mo response:	Kimi ga kieta hi kara
context: Anata ga kureta kotoba wo hitotsuzutsu\Omoidashi me wo tojita Shiawasena omoi dake\koko ni aru hazu nano ni Fuan ni naru\Doushite nano kokoro ga furueteru no\Tsutaetai motto sou afureteru kono kimochi\Suki dakara suki dakara zettai suki dakara\Doko ni Itemo donna toki mo\Kimi ga kieta hi kara response:	Kesenai omoide nokoshite
context: Omoidashi me wo tojita Shiawasena omoi dake\koko ni aru hazu nano ni Fuan ni naru\Doushite nano kokoro ga furueteru no\Tsutaetai motto sou afureteru kono kimochi\Suki dakara suki dakara zettai suki dakara\Doko ni Itemo donna toki mo\Kimi ga kieta hi kara\Kesenai omoide nokoshite response:	Uketomeyou
context: koko ni aru hazu nano ni Fuan ni naru\Doushite nano kokoro ga furueteru no\Tsutaetai motto sou afureteru kono kimochi\Suki dakara suki dakara zettai suki dakara\Doko ni Itemo donna toki mo\Kimi ga kieta hi kara\Kesenai omoide nokoshite\Uketomeyou response:	Tomadoi wa itsuka fukai umi de
context: Doushite nano kokoro ga furueteru no\Tsutaetai motto sou afureteru kono kimochi\Suki dakara suki dakara zettai suki dakara\Doko ni Itemo donna toki mo\Kimi ga kieta hi kara\Kesenai omoide nokoshite\Uketomeyou\Tomadoi wa itsuka fukai umi de response:	Aoi suna ni natte
context: Tsutaetai motto sou afureteru kono kimochi\Suki dakara suki dakara zettai suki dakara\Doko ni Itemo donna toki mo\Kimi ga kieta hi kara\Kesenai omoide nokoshite\Uketomeyou\Tomadoi wa itsuka fukai umi de\Aoi suna ni natte response:	Samenai omoi issho ni
context: Suki dakara suki dakara zettai suki dakara\Doko ni Itemo donna toki mo\Kimi ga kieta hi kara\Kesenai omoide nokoshite\Uketomeyou\Tomadoi wa itsuka fukai umi de\Aoi suna ni natte\Samenai omoi issho ni response:	Nemuru no darou
context: Doko ni Itemo donna toki mo\Kimi ga kieta hi kara\Kesenai omoide nokoshite\Uketomeyou\Tomadoi wa itsuka fukai umi de\Aoi suna ni natte\Samenai omoi issho ni\Nemuru no darou response:	Kimi ga inai kono beddo de
context: Kimi ga kieta hi kara\Kesenai omoide nokoshite\Uketomeyou\Tomadoi wa itsuka fukai umi de\Aoi suna ni natte\Samenai omoi issho ni\Nemuru no darou\Kimi ga inai kono beddo de response:	Hitori yureteiru
context: Kesenai omoide nokoshite\Uketomeyou\Tomadoi wa itsuka fukai umi de\Aoi suna ni natte\Samenai omoi issho ni\Nemuru no darou\Kimi ga inai kono beddo de\Hitori yureteiru response:	Negaeri wo uttara aozora ga mieta
context: Uketomeyou\Tomadoi wa itsuka fukai umi de\Aoi suna ni natte\Samenai omoi issho ni\Nemuru no darou\Kimi ga inai kono beddo de\Hitori yureteiru\Negaeri wo uttara aozora ga mieta response:	Kono heya kara
context: Tomadoi wa itsuka fukai umi de\Aoi suna ni natte\Samenai omoi issho ni\Nemuru no darou\Kimi ga inai kono beddo de\Hitori yureteiru\Negaeri wo uttara aozora ga mieta\Kono heya kara response:	Mieru machi ga
context: Aoi suna ni natte\Samenai omoi issho ni\Nemuru no darou\Kimi ga inai kono beddo de\Hitori yureteiru\Negaeri wo uttara aozora ga mieta\Kono heya kara\Mieru machi ga response:	Kimi wa suki datta ne
context: Samenai omoi issho ni\Nemuru no darou\Kimi ga inai kono beddo de\Hitori yureteiru\Negaeri wo uttara aozora ga mieta\Kono heya kara\Mieru machi ga\Kimi wa suki datta ne response:	Toorisugiru kisetsu wa
context: Nemuru no darou\Kimi ga inai kono beddo de\Hitori yureteiru\Negaeri wo uttara aozora ga mieta\Kono heya kara\Mieru machi ga\Kimi wa suki datta ne\Toorisugiru kisetsu wa response:	Yasashikatta
context: Kimi ga inai kono beddo de\Hitori yureteiru\Negaeri wo uttara aozora ga mieta\Kono heya kara\Mieru machi ga\Kimi wa suki datta ne\Toorisugiru kisetsu wa\Yasashikatta response:	Kaii ni natte hanasenaku natte
context: Hitori yureteiru\Negaeri wo uttara aozora ga mieta\Kono heya kara\Mieru machi ga\Kimi wa suki datta ne\Toorisugiru kisetsu wa\Yasashikatta\Kaii ni natte hanasenaku natte response:	Kimi wa umi he kaetta
context: Negaeri wo uttara aozora ga mieta\Kono heya kara\Mieru machi ga\Kimi wa suki datta ne\Toorisugiru kisetsu wa\Yasashikatta\Kaii ni natte hanasenaku natte\Kimi wa umi he kaetta response:	Dakedo ichiban chikaku de
context: Kono heya kara\Mieru machi ga\Kimi wa suki datta ne\Toorisugiru kisetsu wa\Yasashikatta\Kaii ni natte hanasenaku natte\Kimi wa umi he kaetta\Dakedo ichiban chikaku de response:	Tomo ni ikiteiru
context: Mieru machi ga\Kimi wa suki datta ne\Toorisugiru kisetsu wa\Yasashikatta\Kaii ni natte hanasenaku natte\Kimi wa umi he kaetta\Dakedo ichiban chikaku de\Tomo ni ikiteiru response:	Toriageru samishisa ni
context: Kimi wa suki datta ne\Toorisugiru kisetsu wa\Yasashikatta\Kaii ni natte hanasenaku natte\Kimi wa umi he kaetta\Dakedo ichiban chikaku de\Tomo ni ikiteiru\Toriageru samishisa ni response:	Makaseyou na toki wa
context: Toorisugiru kisetsu wa\Yasashikatta\Kaii ni natte hanasenaku natte\Kimi wa umi he kaetta\Dakedo ichiban chikaku de\Tomo ni ikiteiru\Toriageru samishisa ni\Makaseyou na toki wa response:	Sukoshi dake raku kara
context: Yasashikatta\Kaii ni natte hanasenaku natte\Kimi wa umi he kaetta\Dakedo ichiban chikaku de\Tomo ni ikiteiru\Toriageru samishisa ni\Makaseyou na toki wa\Sukoshi dake raku kara response:	Yoake moratte
context: Kaii ni natte hanasenaku natte\Kimi wa umi he kaetta\Dakedo ichiban chikaku de\Tomo ni ikiteiru\Toriageru samishisa ni\Makaseyou na toki wa\Sukoshi dake raku kara\Yoake moratte response:	Kimi ga inai kono beddo de
context: Kimi wa umi he kaetta\Dakedo ichiban chikaku de\Tomo ni ikiteiru\Toriageru samishisa ni\Makaseyou na toki wa\Sukoshi dake raku kara\Yoake moratte\Kimi ga inai kono beddo de response:	Hitori yureteiru
context: Dakedo ichiban chikaku de\Tomo ni ikiteiru\Toriageru samishisa ni\Makaseyou na toki wa\Sukoshi dake raku kara\Yoake moratte\Kimi ga inai kono beddo de\Hitori yureteiru response:	Hitomi wo tojitara aozora ga mieta
context: Tomo ni ikiteiru\Toriageru samishisa ni\Makaseyou na toki wa\Sukoshi dake raku kara\Yoake moratte\Kimi ga inai kono beddo de\Hitori yureteiru\Hitomi wo tojitara aozora ga mieta response:	Hora natsu no yozora ni hoshi ga mata hitotsu nagareta
context: Toriageru samishisa ni\Makaseyou na toki wa\Sukoshi dake raku kara\Yoake moratte\Kimi ga inai kono beddo de\Hitori yureteiru\Hitomi wo tojitara aozora ga mieta\Hora natsu no yozora ni hoshi ga mata hitotsu nagareta response:	Kokorogoto karadamoto subettete koi wo shitteiru watashitachi
context: Makaseyou na toki wa\Sukoshi dake raku kara\Yoake moratte\Kimi ga inai kono beddo de\Hitori yureteiru\Hitomi wo tojitara aozora ga mieta\Hora natsu no yozora ni hoshi ga mata hitotsu nagareta\Kokorogoto karadamoto subettete koi wo shitteiru watashitachi response:	Tsunaideiru kono te no nukumori dake de
context: Sukoshi dake raku kara\Yoake moratte\Kimi ga inai kono beddo de\Hitori yureteiru\Hitomi wo tojitara aozora ga mieta\Hora natsu no yozora ni hoshi ga mata hitotsu nagareta\Kokorogoto karadamoto subettete koi wo shitteiru watashitachi\Tsunaideiru kono te no nukumori dake de response:	Doko made demo yuketara tobeta nara ii no ni
context: Yoake moratte\Kimi ga inai kono beddo de\Hitori yureteiru\Hitomi wo tojitara aozora ga mieta\Hora natsu no yozora ni hoshi ga mata hitotsu nagareta\Kokorogoto karadamoto subettete koi wo shitteiru watashitachi\Tsunaideiru kono te no nukumori dake de\Doko made demo yuketara tobeta nara ii no ni response:	Hoshi wo kazoeru yori mo
context: Kimi ga inai kono beddo de\Hitori yureteiru\Hitomi wo tojitara aozora ga mieta\Hora natsu no yozora ni hoshi ga mata hitotsu nagareta\Kokorogoto karadamoto subettete koi wo shitteiru watashitachi\Tsunaideiru kono te no nukumori dake de\Doko made demo yuketara tobeta nara ii no ni\Hoshi wo kazoeru yori mo response:	Kou shite kimi to zutto
context: Hitori yureteiru\Hitomi wo tojitara aozora ga mieta\Hora natsu no yozora ni hoshi ga mata hitotsu nagareta\Kokorogoto karadamoto subettete koi wo shitteiru watashitachi\Tsunaideiru kono te no nukumori dake de\Doko made demo yuketara tobeta nara ii no ni\Hoshi wo kazoeru yori mo\Kou shite kimi to zutto response:	Zutto tsunagattetai yo
context: Hitomi wo tojitara aozora ga mieta\Hora natsu no yozora ni hoshi ga mata hitotsu nagareta\Kokorogoto karadamoto subettete koi wo shitteiru watashitachi\Tsunaideiru kono te no nukumori dake de\Doko made demo yuketara tobeta nara ii no ni\Hoshi wo kazoeru yori mo\Kou shite kimi to zutto\Zutto tsunagattetai yo response:	Tatoe kizutsuite kizutsukete shimattemo
context: Hora natsu no yozora ni hoshi ga mata hitotsu nagareta\Kokorogoto karadamoto subettete koi wo shitteiru watashitachi\Tsunaideiru kono te no nukumori dake de\Doko made demo yuketara tobeta nara ii no ni\Hoshi wo kazoeru yori mo\Kou shite kimi to zutto\Zutto tsunagattetai yo\Tatoe kizutsuite kizutsukete shimattemo response:	Dou shiyou
context: Kokorogoto karadamoto subettete koi wo shitteiru watashitachi\Tsunaideiru kono te no nukumori dake de\Doko made demo yuketara tobeta nara ii no ni\Hoshi wo kazoeru yori mo\Kou shite kimi to zutto\Zutto tsunagattetai yo\Tatoe kizutsuite kizutsukete shimattemo\Dou shiyou response:	Daisuki da yo
context: Tsunaideiru kono te no nukumori dake de\Doko made demo yuketara tobeta nara ii no ni\Hoshi wo kazoeru yori mo\Kou shite kimi to zutto\Zutto tsunagattetai yo\Tatoe kizutsuite kizutsukete shimattemo\Dou shiyou\Daisuki da yo response:	Hora kimi ga warau darou mune ga chiisaku takanaru
context: Doko made demo yuketara tobeta nara ii no ni\Hoshi wo kazoeru yori mo\Kou shite kimi to zutto\Zutto tsunagattetai yo\Tatoe kizutsuite kizutsukete shimattemo\Dou shiyou\Daisuki da yo\Hora kimi ga warau darou mune ga chiisaku takanaru response:	Jouzu ni kotoba ni dekinai ni dekinai bukiyou na watashitachi
context: Hoshi wo kazoeru yori mo\Kou shite kimi to zutto\Zutto tsunagattetai yo\Tatoe kizutsuite kizutsukete shimattemo\Dou shiyou\Daisuki da yo\Hora kimi ga warau darou mune ga chiisaku takanaru\Jouzu ni kotoba ni dekinai ni dekinai bukiyou na watashitachi response:	Ashita mo todokanakute kinou demo naku
context: Kou shite kimi to zutto\Zutto tsunagattetai yo\Tatoe kizutsuite kizutsukete shimattemo\Dou shiyou\Daisuki da yo\Hora kimi ga warau darou mune ga chiisaku takanaru\Jouzu ni kotoba ni dekinai ni dekinai bukiyou na watashitachi\Ashita mo todokanakute kinou demo naku response:	Ima no kono kimochi taisetsu ni shitain da
context: Zutto tsunagattetai yo\Tatoe kizutsuite kizutsukete shimattemo\Dou shiyou\Daisuki da yo\Hora kimi ga warau darou mune ga chiisaku takanaru\Jouzu ni kotoba ni dekinai ni dekinai bukiyou na watashitachi\Ashita mo todokanakute kinou demo naku\Ima no kono kimochi taisetsu ni shitain da response:	Yume wo egaku yori mo
context: Tatoe kizutsuite kizutsukete shimattemo\Dou shiyou\Daisuki da yo\Hora kimi ga warau darou mune ga chiisaku takanaru\Jouzu ni kotoba ni dekinai ni dekinai bukiyou na watashitachi\Ashita mo todokanakute kinou demo naku\Ima no kono kimochi taisetsu ni shitain da\Yume wo egaku yori mo response:	Kou shite kimi to zutto
context: Dou shiyou\Daisuki da yo\Hora kimi ga warau darou mune ga chiisaku takanaru\Jouzu ni kotoba ni dekinai ni dekinai bukiyou na watashitachi\Ashita mo todokanakute kinou demo naku\Ima no kono kimochi taisetsu ni shitain da\Yume wo egaku yori mo\Kou shite kimi to zutto response:	Zutto dakiattetai yo
context: Daisuki da yo\Hora kimi ga warau darou mune ga chiisaku takanaru\Jouzu ni kotoba ni dekinai ni dekinai bukiyou na watashitachi\Ashita mo todokanakute kinou demo naku\Ima no kono kimochi taisetsu ni shitain da\Yume wo egaku yori mo\Kou shite kimi to zutto\Zutto dakiattetai yo response:	Kimi wo mamoritai
context: Hora kimi ga warau darou mune ga chiisaku takanaru\Jouzu ni kotoba ni dekinai ni dekinai bukiyou na watashitachi\Ashita mo todokanakute kinou demo naku\Ima no kono kimochi taisetsu ni shitain da\Yume wo egaku yori mo\Kou shite kimi to zutto\Zutto dakiattetai yo\Kimi wo mamoritai response:	Tsuyoku haneru you ni
context: Jouzu ni kotoba ni dekinai ni dekinai bukiyou na watashitachi\Ashita mo todokanakute kinou demo naku\Ima no kono kimochi taisetsu ni shitain da\Yume wo egaku yori mo\Kou shite kimi to zutto\Zutto dakiattetai yo\Kimi wo mamoritai\Tsuyoku haneru you ni response:	Dou shiyou
context: Ashita mo todokanakute kinou demo naku\Ima no kono kimochi taisetsu ni shitain da\Yume wo egaku yori mo\Kou shite kimi to zutto\Zutto dakiattetai yo\Kimi wo mamoritai\Tsuyoku haneru you ni\Dou shiyou response:	Daisuki da yo
context: Ima no kono kimochi taisetsu ni shitain da\Yume wo egaku yori mo\Kou shite kimi to zutto\Zutto dakiattetai yo\Kimi wo mamoritai\Tsuyoku haneru you ni\Dou shiyou\Daisuki da yo response:	Shizuka na ame ga furu
context: Yume wo egaku yori mo\Kou shite kimi to zutto\Zutto dakiattetai yo\Kimi wo mamoritai\Tsuyoku haneru you ni\Dou shiyou\Daisuki da yo\Shizuka na ame ga furu response:	Sukoshi tsumetai ame
context: Kou shite kimi to zutto\Zutto dakiattetai yo\Kimi wo mamoritai\Tsuyoku haneru you ni\Dou shiyou\Daisuki da yo\Shizuka na ame ga furu\Sukoshi tsumetai ame response:	Atattaneai tsudzuketeru
context: Zutto dakiattetai yo\Kimi wo mamoritai\Tsuyoku haneru you ni\Dou shiyou\Daisuki da yo\Shizuka na ame ga furu\Sukoshi tsumetai ame\Atattaneai tsudzuketeru response:	Kono kokoro wo hiyasu you ni
context: Kimi wo mamoritai\Tsuyoku haneru you ni\Dou shiyou\Daisuki da yo\Shizuka na ame ga furu\Sukoshi tsumetai ame\Atattaneai tsudzuketeru\Kono kokoro wo hiyasu you ni response:	Itsumo kimi wo mitsuketeita
context: Tsuyoku haneru you ni\Dou shiyou\Daisuki da yo\Shizuka na ame ga furu\Sukoshi tsumetai ame\Atattaneai tsudzuketeru\Kono kokoro wo hiyasu you ni\Itsumo kimi wo mitsuketeita response:	Yasashiii ushirosugata mawari iku kono omoi
context: Dou shiyou\Daisuki da yo\Shizuka na ame ga furu\Sukoshi tsumetai ame\Atattaneai tsudzuketeru\Kono kokoro wo hiyasu you ni\Itsumo kimi wo mitsuketeita\Yasashiii ushirosugata mawari iku kono omoi response:	Doko he mukau no
context: Daisuki da yo\Shizuka na ame ga furu\Sukoshi tsumetai ame\Atattaneai tsudzuketeru\Kono kokoro wo hiyasu you ni\Itsumo kimi wo mitsuketeita\Yasashiii ushirosugata mawari iku kono omoi\Doko he mukau no response:	Kimi ga mitsumeru saki ni wa
context: Shizuka na ame ga furu\Sukoshi tsumetai ame\Atattaneai tsudzuketeru\Kono kokoro wo hiyasu you ni\Itsumo kimi wo mitsuketeita\Yasashiii ushirosugata mawari iku kono omoi\Doko he mukau no\Kimi ga mitsumeru saki ni wa response:	Nani ga aru darou
context: Sukoshi tsumetai ame\Atattaneai tsudzuketeru\Kono kokoro wo hiyasu you ni\Itsumo kimi wo mitsuketeita\Yasashiii ushirosugata mawari iku kono omoi\Doko he mukau no\Kimi ga mitsumeru saki ni wa\Nani ga aru darou response:	Bokura wa hitahashiru
context: Atattaneai tsudzuketeru\Kono kokoro wo hiyasu you ni\Itsumo kimi wo mitsuketeita\Yasashiii ushirosugata mawari iku kono omoi\Doko he mukau no\Kimi ga mitsumeru saki ni wa\Nani ga aru darou\Bokura wa hitahashiru response:	Todokisou de todokanai
context: Kono kokoro wo hiyasu you ni\Itsumo kimi wo mitsuketeita\Yasashiii ushirosugata mawari iku kono omoi\Doko he mukau no\Kimi ga mitsumeru saki ni wa\Nani ga aru darou\Bokura wa hitahashiru\Todokisou de todokanai response:	Sono kyori de
context: Itsumo kimi wo mitsuketeita\Yasashiii ushirosugata mawari iku kono omoi\Doko he mukau no\Kimi ga mitsumeru saki ni wa\Nani ga aru darou\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de response:	Shizuka ni ame ga furu
context: Yasashiii ushirosugata mawari iku kono omoi\Doko he mukau no\Kimi ga mitsumeru saki ni wa\Nani ga aru darou\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Shizuka ni ame ga furu response:	Sukoshi tsumetai ame
context: Doko he mukau no\Kimi ga mitsumeru saki ni wa\Nani ga aru darou\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Shizuka ni ame ga furu\Sukoshi tsumetai ame response:	Hirogaritsudzuketeru
context: Kimi ga mitsumeru saki ni wa\Nani ga aru darou\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Shizuka ni ame ga furu\Sukoshi tsumetai ame\Hirogaritsudzuketeru response:	Kono kokoro wo nademeru you ni
context: Nani ga aru darou\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Shizuka ni ame ga furu\Sukoshi tsumetai ame\Hirogaritsudzuketeru\Kono kokoro wo nademeru you ni response:	Itsumo kimi wo mitsumeteiru
context: Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Shizuka ni ame ga furu\Sukoshi tsumetai ame\Hirogaritsudzuketeru\Kono kokoro wo nademeru you ni\Itsumo kimi wo mitsumeteiru response:	Kawaii ushirosugata mawari iku kono omoi
context: Todokisou de todokanai\Sono kyori de\Shizuka ni ame ga furu\Sukoshi tsumetai ame\Hirogaritsudzuketeru\Kono kokoro wo nademeru you ni\Itsumo kimi wo mitsumeteiru\Kawaii ushirosugata mawari iku kono omoi response:	Doko ni mukau no
context: Sono kyori de\Shizuka ni ame ga furu\Sukoshi tsumetai ame\Hirogaritsudzuketeru\Kono kokoro wo nademeru you ni\Itsumo kimi wo mitsumeteiru\Kawaii ushirosugata mawari iku kono omoi\Doko ni mukau no response:	Boku ga motomer saki ni wa
context: Shizuka ni ame ga furu\Sukoshi tsumetai ame\Hirogaritsudzuketeru\Kono kokoro wo nademeru you ni\Itsumo kimi wo mitsumeteiru\Kawaii ushirosugata mawari iku kono omoi\Doko ni mukau no\Boku ga motomer saki ni wa response:	Nani ga matsu darou
context: Sukoshi tsumetai ame\Hirogaritsudzuketeru\Kono kokoro wo nademeru you ni\Itsumo kimi wo mitsumeteiru\Kawaii ushirosugata mawari iku kono omoi\Doko ni mukau no\Boku ga motomer saki ni wa\Nani ga matsu darou response:	Bokura wa hitahashiru
context: Hirogaritsudzuketeru\Kono kokoro wo nademeru you ni\Itsumo kimi wo mitsumeteiru\Kawaii ushirosugata mawari iku kono omoi\Doko ni mukau no\Boku ga motomer saki ni wa\Nani ga matsu darou\Bokura wa hitahashiru response:	Oitsukesou de oitsukanai
context: Kono kokoro wo nademeru you ni\Itsumo kimi wo mitsumeteiru\Kawaii ushirosugata mawari iku kono omoi\Doko ni mukau no\Boku ga motomer saki ni wa\Nani ga matsu darou\Bokura wa hitahashiru\Oitsukesou de oitsukanai response:	Sono kyori de
context: Itsumo kimi wo mitsumeteiru\Kawaii ushirosugata mawari iku kono omoi\Doko ni mukau no\Boku ga motomer saki ni wa\Nani ga matsu darou\Bokura wa hitahashiru\Oitsukesou de oitsukanai\Sono kyori de response:	Bokura wa hitahashiru
context: Kawaii ushirosugata mawari iku kono omoi\Doko ni mukau no\Boku ga motomer saki ni wa\Nani ga matsu darou\Bokura wa hitahashiru\Oitsukesou de oitsukanai\Sono kyori de\Bokura wa hitahashiru response:	Todokisou de todokanai
context: Doko ni mukau no\Boku ga motomer saki ni wa\Nani ga matsu darou\Bokura wa hitahashiru\Oitsukesou de oitsukanai\Sono kyori de\Bokura wa hitahashiru\Todokisou de todokanai response:	Sono kyori de
context: Boku ga motomer saki ni wa\Nani ga matsu darou\Bokura wa hitahashiru\Oitsukesou de oitsukanai\Sono kyori de\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de response:	Sono kyori de
context: Nani ga matsu darou\Bokura wa hitahashiru\Oitsukesou de oitsukanai\Sono kyori de\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Sono kyori de response:	Sono kyori de
context: Bokura wa hitahashiru\Oitsukesou de oitsukanai\Sono kyori de\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Sono kyori de\Sono kyori de response:	Everyone's in the way. I waved my hand, but your back is
context: Oitsukesou de oitsukanai\Sono kyori de\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Sono kyori de\Sono kyori de\Everyone's in the way. I waved my hand, but your back is response:	already swerving through the crowd of people and sinking into the evening sun.
context: Sono kyori de\Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Sono kyori de\Sono kyori de\Everyone's in the way. I waved my hand, but your back is\already swerving through the crowd of people and sinking into the evening sun. response:	I closed my eyes and began to remember
context: Bokura wa hitahashiru\Todokisou de todokanai\Sono kyori de\Sono kyori de\Sono kyori de\Everyone's in the way. I waved my hand, but your back is\already swerving through the crowd of people and sinking into the evening sun.\I closed my eyes and began to remember response:	the words you told me. Only happy memories
context: Todokisou de todokanai\Sono kyori de\Sono kyori de\Sono kyori de\Everyone's in the way. I waved my hand, but your back is\already swerving through the crowd of people and sinking into the evening sun.\I closed my eyes and began to remember\the words you told me. Only happy memories response:	are supposed to be there, but I become anxious.
