context: Log on to www.ruri-subs.com or visit us at response:	Fansubbed by Ruri Subs
context: From the Onmitsu Squad of Biscotti's Knight Army,\I am Yukikaze Panettone.\Yuki, we've got the fireworks and the explosives!\Nice job, Rico!\Incidentally, all the soldiers who captured you are now sleeping.\We'll need someone to collect them later.\Well, Rico, let's go assist the Lady and Eclair and the other guy!\Understood, Yuki! response:	Oh! They're at it!
context: I am Yukikaze Panettone.\Yuki, we've got the fireworks and the explosives!\Nice job, Rico!\Incidentally, all the soldiers who captured you are now sleeping.\We'll need someone to collect them later.\Well, Rico, let's go assist the Lady and Eclair and the other guy!\Understood, Yuki!\Oh! They're at it! response:	Let's go out with a big bang!
context: Yuki, we've got the fireworks and the explosives!\Nice job, Rico!\Incidentally, all the soldiers who captured you are now sleeping.\We'll need someone to collect them later.\Well, Rico, let's go assist the Lady and Eclair and the other guy!\Understood, Yuki!\Oh! They're at it!\Let's go out with a big bang! response:	Understood!
context: Nice job, Rico!\Incidentally, all the soldiers who captured you are now sleeping.\We'll need someone to collect them later.\Well, Rico, let's go assist the Lady and Eclair and the other guy!\Understood, Yuki!\Oh! They're at it!\Let's go out with a big bang!\Understood! response:	Rico and Yuki Style Bomb!
context: Incidentally, all the soldiers who captured you are now sleeping.\We'll need someone to collect them later.\Well, Rico, let's go assist the Lady and Eclair and the other guy!\Understood, Yuki!\Oh! They're at it!\Let's go out with a big bang!\Understood!\Rico and Yuki Style Bomb! response:	One Hundred Flower Types!
context: We'll need someone to collect them later.\Well, Rico, let's go assist the Lady and Eclair and the other guy!\Understood, Yuki!\Oh! They're at it!\Let's go out with a big bang!\Understood!\Rico and Yuki Style Bomb!\One Hundred Flower Types! response:	Eclair, I think... I think something happened!
context: Well, Rico, let's go assist the Lady and Eclair and the other guy!\Understood, Yuki!\Oh! They're at it!\Let's go out with a big bang!\Understood!\Rico and Yuki Style Bomb!\One Hundred Flower Types!\Eclair, I think... I think something happened! response:	Shut up and run!
context: Understood, Yuki!\Oh! They're at it!\Let's go out with a big bang!\Understood!\Rico and Yuki Style Bomb!\One Hundred Flower Types!\Eclair, I think... I think something happened!\Shut up and run! response:	Lady d'Arquien, I'm Eclair Martinozzi!
context: Oh! They're at it!\Let's go out with a big bang!\Understood!\Rico and Yuki Style Bomb!\One Hundred Flower Types!\Eclair, I think... I think something happened!\Shut up and run!\Lady d'Arquien, I'm Eclair Martinozzi! response:	We've decided to break inside and save the princess!
context: Let's go out with a big bang!\Understood!\Rico and Yuki Style Bomb!\One Hundred Flower Types!\Eclair, I think... I think something happened!\Shut up and run!\Lady d'Arquien, I'm Eclair Martinozzi!\We've decided to break inside and save the princess! response:	Okay! Do your best!
context: Understood!\Rico and Yuki Style Bomb!\One Hundred Flower Types!\Eclair, I think... I think something happened!\Shut up and run!\Lady d'Arquien, I'm Eclair Martinozzi!\We've decided to break inside and save the princess!\Okay! Do your best! response:	Yukikaze and I will take care of things here.
context: Rico and Yuki Style Bomb!\One Hundred Flower Types!\Eclair, I think... I think something happened!\Shut up and run!\Lady d'Arquien, I'm Eclair Martinozzi!\We've decided to break inside and save the princess!\Okay! Do your best!\Yukikaze and I will take care of things here. response:	I'll leave the rest to you.
context: One Hundred Flower Types!\Eclair, I think... I think something happened!\Shut up and run!\Lady d'Arquien, I'm Eclair Martinozzi!\We've decided to break inside and save the princess!\Okay! Do your best!\Yukikaze and I will take care of things here.\I'll leave the rest to you. response:	Gaul, that idiot!
context: Eclair, I think... I think something happened!\Shut up and run!\Lady d'Arquien, I'm Eclair Martinozzi!\We've decided to break inside and save the princess!\Okay! Do your best!\Yukikaze and I will take care of things here.\I'll leave the rest to you.\Gaul, that idiot! response:	He kidnapped her without my consent.
context: Shut up and run!\Lady d'Arquien, I'm Eclair Martinozzi!\We've decided to break inside and save the princess!\Okay! Do your best!\Yukikaze and I will take care of things here.\I'll leave the rest to you.\Gaul, that idiot!\He kidnapped her without my consent. response:	Rouge should be there watching over him,
context: Lady d'Arquien, I'm Eclair Martinozzi!\We've decided to break inside and save the princess!\Okay! Do your best!\Yukikaze and I will take care of things here.\I'll leave the rest to you.\Gaul, that idiot!\He kidnapped her without my consent.\Rouge should be there watching over him, response:	but it must have been his stubbornness.
context: We've decided to break inside and save the princess!\Okay! Do your best!\Yukikaze and I will take care of things here.\I'll leave the rest to you.\Gaul, that idiot!\He kidnapped her without my consent.\Rouge should be there watching over him,\but it must have been his stubbornness. response:	I'm really sorry.
context: Okay! Do your best!\Yukikaze and I will take care of things here.\I'll leave the rest to you.\Gaul, that idiot!\He kidnapped her without my consent.\Rouge should be there watching over him,\but it must have been his stubbornness.\I'm really sorry. response:	How can we allow a country and a feudal lord's command to be harassed by childish games?
context: Yukikaze and I will take care of things here.\I'll leave the rest to you.\Gaul, that idiot!\He kidnapped her without my consent.\Rouge should be there watching over him,\but it must have been his stubbornness.\I'm really sorry.\How can we allow a country and a feudal lord's command to be harassed by childish games? response:	So you must be the Hero of Biscotti?
context: I'll leave the rest to you.\Gaul, that idiot!\He kidnapped her without my consent.\Rouge should be there watching over him,\but it must have been his stubbornness.\I'm really sorry.\How can we allow a country and a feudal lord's command to be harassed by childish games?\So you must be the Hero of Biscotti? response:	I am Galette's...
context: Gaul, that idiot!\He kidnapped her without my consent.\Rouge should be there watching over him,\but it must have been his stubbornness.\I'm really sorry.\How can we allow a country and a feudal lord's command to be harassed by childish games?\So you must be the Hero of Biscotti?\I am Galette's... response:	It looks like you don't want to listen.
context: He kidnapped her without my consent.\Rouge should be there watching over him,\but it must have been his stubbornness.\I'm really sorry.\How can we allow a country and a feudal lord's command to be harassed by childish games?\So you must be the Hero of Biscotti?\I am Galette's...\It looks like you don't want to listen. response:	I'm sorry, but I'll listen to your introduction later!
context: Rouge should be there watching over him,\but it must have been his stubbornness.\I'm really sorry.\How can we allow a country and a feudal lord's command to be harassed by childish games?\So you must be the Hero of Biscotti?\I am Galette's...\It looks like you don't want to listen.\I'm sorry, but I'll listen to your introduction later! response:	Right now, I'm taking the princess back with me!
context: but it must have been his stubbornness.\I'm really sorry.\How can we allow a country and a feudal lord's command to be harassed by childish games?\So you must be the Hero of Biscotti?\I am Galette's...\It looks like you don't want to listen.\I'm sorry, but I'll listen to your introduction later!\Right now, I'm taking the princess back with me! response:	No problem, if you can do so.
context: I'm really sorry.\How can we allow a country and a feudal lord's command to be harassed by childish games?\So you must be the Hero of Biscotti?\I am Galette's...\It looks like you don't want to listen.\I'm sorry, but I'll listen to your introduction later!\Right now, I'm taking the princess back with me!\No problem, if you can do so. response:	So, the three fools have finally appeared?
context: How can we allow a country and a feudal lord's command to be harassed by childish games?\So you must be the Hero of Biscotti?\I am Galette's...\It looks like you don't want to listen.\I'm sorry, but I'll listen to your introduction later!\Right now, I'm taking the princess back with me!\No problem, if you can do so.\So, the three fools have finally appeared? response:	Who are you calling a fool?
context: So you must be the Hero of Biscotti?\I am Galette's...\It looks like you don't want to listen.\I'm sorry, but I'll listen to your introduction later!\Right now, I'm taking the princess back with me!\No problem, if you can do so.\So, the three fools have finally appeared?\Who are you calling a fool? response:	The one calling another a fool is a fool herself.
context: I am Galette's...\It looks like you don't want to listen.\I'm sorry, but I'll listen to your introduction later!\Right now, I'm taking the princess back with me!\No problem, if you can do so.\So, the three fools have finally appeared?\Who are you calling a fool?\The one calling another a fool is a fool herself. response:	Right! Fool! Fool!
context: It looks like you don't want to listen.\I'm sorry, but I'll listen to your introduction later!\Right now, I'm taking the princess back with me!\No problem, if you can do so.\So, the three fools have finally appeared?\Who are you calling a fool?\The one calling another a fool is a fool herself.\Right! Fool! Fool! response:	The fact that you three are my opponents gives me a big headache.
context: I'm sorry, but I'll listen to your introduction later!\Right now, I'm taking the princess back with me!\No problem, if you can do so.\So, the three fools have finally appeared?\Who are you calling a fool?\The one calling another a fool is a fool herself.\Right! Fool! Fool!\The fact that you three are my opponents gives me a big headache. response:	As one of the Imperial Guards myself,
context: Right now, I'm taking the princess back with me!\No problem, if you can do so.\So, the three fools have finally appeared?\Who are you calling a fool?\The one calling another a fool is a fool herself.\Right! Fool! Fool!\The fact that you three are my opponents gives me a big headache.\As one of the Imperial Guards myself, response:	allow me, Noir Vinocacao, to take care of this.
context: No problem, if you can do so.\So, the three fools have finally appeared?\Who are you calling a fool?\The one calling another a fool is a fool herself.\Right! Fool! Fool!\The fact that you three are my opponents gives me a big headache.\As one of the Imperial Guards myself,\allow me, Noir Vinocacao, to take care of this. response:	And me, Vert Farble!
context: So, the three fools have finally appeared?\Who are you calling a fool?\The one calling another a fool is a fool herself.\Right! Fool! Fool!\The fact that you three are my opponents gives me a big headache.\As one of the Imperial Guards myself,\allow me, Noir Vinocacao, to take care of this.\And me, Vert Farble! response:	Eclair, I challenge you to a fair fight!
context: Who are you calling a fool?\The one calling another a fool is a fool herself.\Right! Fool! Fool!\The fact that you three are my opponents gives me a big headache.\As one of the Imperial Guards myself,\allow me, Noir Vinocacao, to take care of this.\And me, Vert Farble!\Eclair, I challenge you to a fair fight! response:	Well, just that it's three against one!
context: The one calling another a fool is a fool herself.\Right! Fool! Fool!\The fact that you three are my opponents gives me a big headache.\As one of the Imperial Guards myself,\allow me, Noir Vinocacao, to take care of this.\And me, Vert Farble!\Eclair, I challenge you to a fair fight!\Well, just that it's three against one! response:	I, Jaune Clafoutis, will do my best!
context: Right! Fool! Fool!\The fact that you three are my opponents gives me a big headache.\As one of the Imperial Guards myself,\allow me, Noir Vinocacao, to take care of this.\And me, Vert Farble!\Eclair, I challenge you to a fair fight!\Well, just that it's three against one!\I, Jaune Clafoutis, will do my best! response:	I am the Captain of the Imperial Guard from Biscotti's Knight Army,
context: The fact that you three are my opponents gives me a big headache.\As one of the Imperial Guards myself,\allow me, Noir Vinocacao, to take care of this.\And me, Vert Farble!\Eclair, I challenge you to a fair fight!\Well, just that it's three against one!\I, Jaune Clafoutis, will do my best!\I am the Captain of the Imperial Guard from Biscotti's Knight Army, response:	Eclair Martinozzi.
context: As one of the Imperial Guards myself,\allow me, Noir Vinocacao, to take care of this.\And me, Vert Farble!\Eclair, I challenge you to a fair fight!\Well, just that it's three against one!\I, Jaune Clafoutis, will do my best!\I am the Captain of the Imperial Guard from Biscotti's Knight Army,\Eclair Martinozzi. response:	I will break my way through and proceed forward!
context: allow me, Noir Vinocacao, to take care of this.\And me, Vert Farble!\Eclair, I challenge you to a fair fight!\Well, just that it's three against one!\I, Jaune Clafoutis, will do my best!\I am the Captain of the Imperial Guard from Biscotti's Knight Army,\Eclair Martinozzi.\I will break my way through and proceed forward! response:	Not bad for a knight.
context: And me, Vert Farble!\Eclair, I challenge you to a fair fight!\Well, just that it's three against one!\I, Jaune Clafoutis, will do my best!\I am the Captain of the Imperial Guard from Biscotti's Knight Army,\Eclair Martinozzi.\I will break my way through and proceed forward!\Not bad for a knight. response:	Wait for me, Princess!
context: Eclair, I challenge you to a fair fight!\Well, just that it's three against one!\I, Jaune Clafoutis, will do my best!\I am the Captain of the Imperial Guard from Biscotti's Knight Army,\Eclair Martinozzi.\I will break my way through and proceed forward!\Not bad for a knight.\Wait for me, Princess! response:	Right now...
context: Well, just that it's three against one!\I, Jaune Clafoutis, will do my best!\I am the Captain of the Imperial Guard from Biscotti's Knight Army,\Eclair Martinozzi.\I will break my way through and proceed forward!\Not bad for a knight.\Wait for me, Princess!\Right now... response:	Very soon...
context: I, Jaune Clafoutis, will do my best!\I am the Captain of the Imperial Guard from Biscotti's Knight Army,\Eclair Martinozzi.\I will break my way through and proceed forward!\Not bad for a knight.\Wait for me, Princess!\Right now...\Very soon... response:	I'll definitely save you!
context: I am the Captain of the Imperial Guard from Biscotti's Knight Army,\Eclair Martinozzi.\I will break my way through and proceed forward!\Not bad for a knight.\Wait for me, Princess!\Right now...\Very soon...\I'll definitely save you! response:	ED
context: Eclair Martinozzi.\I will break my way through and proceed forward!\Not bad for a knight.\Wait for me, Princess!\Right now...\Very soon...\I'll definitely save you!\ED response:	Imperial Guard Captain Kick!
context: I will break my way through and proceed forward!\Not bad for a knight.\Wait for me, Princess!\Right now...\Very soon...\I'll definitely save you!\ED\Imperial Guard Captain Kick! response:	We are Genoise!
context: Not bad for a knight.\Wait for me, Princess!\Right now...\Very soon...\I'll definitely save you!\ED\Imperial Guard Captain Kick!\We are Genoise! response:	Fierce Battle! Myon Castle!
context: Wait for me, Princess!\Right now...\Very soon...\I'll definitely save you!\ED\Imperial Guard Captain Kick!\We are Genoise!\Fierce Battle! Myon Castle! response:	Stay tuned for the next episode.
