context: What are you so angry about? response:	Hey!
context: We're going.\Okay!\Now, then.\I have to send them off.\You sure are a hard worker.\My job is to send the living to the swamp.\But my job is also to see the dead off to the gates to the other side.\This one is artificial, but being so, it'll bear an artificial soul. response:	See you!
context: Okay!\Now, then.\I have to send them off.\You sure are a hard worker.\My job is to send the living to the swamp.\But my job is also to see the dead off to the gates to the other side.\This one is artificial, but being so, it'll bear an artificial soul.\See you! response:	Well, we'd better head home, too.
context: Now, then.\I have to send them off.\You sure are a hard worker.\My job is to send the living to the swamp.\But my job is also to see the dead off to the gates to the other side.\This one is artificial, but being so, it'll bear an artificial soul.\See you!\Well, we'd better head home, too. response:	I can explain things to you tomorrow.
context: I have to send them off.\You sure are a hard worker.\My job is to send the living to the swamp.\But my job is also to see the dead off to the gates to the other side.\This one is artificial, but being so, it'll bear an artificial soul.\See you!\Well, we'd better head home, too.\I can explain things to you tomorrow. response:	You must be tired.
context: You sure are a hard worker.\My job is to send the living to the swamp.\But my job is also to see the dead off to the gates to the other side.\This one is artificial, but being so, it'll bear an artificial soul.\See you!\Well, we'd better head home, too.\I can explain things to you tomorrow.\You must be tired. response:	Yes.
context: My job is to send the living to the swamp.\But my job is also to see the dead off to the gates to the other side.\This one is artificial, but being so, it'll bear an artificial soul.\See you!\Well, we'd better head home, too.\I can explain things to you tomorrow.\You must be tired.\Yes. response:	Your scolding will come when we get home, too.
context: But my job is also to see the dead off to the gates to the other side.\This one is artificial, but being so, it'll bear an artificial soul.\See you!\Well, we'd better head home, too.\I can explain things to you tomorrow.\You must be tired.\Yes.\Your scolding will come when we get home, too. response:	Okay.
context: This one is artificial, but being so, it'll bear an artificial soul.\See you!\Well, we'd better head home, too.\I can explain things to you tomorrow.\You must be tired.\Yes.\Your scolding will come when we get home, too.\Okay. response:	Ruth.
context: See you!\Well, we'd better head home, too.\I can explain things to you tomorrow.\You must be tired.\Yes.\Your scolding will come when we get home, too.\Okay.\Ruth. response:	Let's go home together, Ruth.
context: Well, we'd better head home, too.\I can explain things to you tomorrow.\You must be tired.\Yes.\Your scolding will come when we get home, too.\Okay.\Ruth.\Let's go home together, Ruth. response:	Yeah.
context: I can explain things to you tomorrow.\You must be tired.\Yes.\Your scolding will come when we get home, too.\Okay.\Ruth.\Let's go home together, Ruth.\Yeah. response:	From now on, where you go home is where I go home.
context: You must be tired.\Yes.\Your scolding will come when we get home, too.\Okay.\Ruth.\Let's go home together, Ruth.\Yeah.\From now on, where you go home is where I go home. response:	A new friend.
context: Yes.\Your scolding will come when we get home, too.\Okay.\Ruth.\Let's go home together, Ruth.\Yeah.\From now on, where you go home is where I go home.\A new friend. response:	A brief, peaceful rest.
context: Your scolding will come when we get home, too.\Okay.\Ruth.\Let's go home together, Ruth.\Yeah.\From now on, where you go home is where I go home.\A new friend.\A brief, peaceful rest. response:	The girl steps into a beautiful rose garden, her mind still burdened by her troubles.
context: Okay.\Ruth.\Let's go home together, Ruth.\Yeah.\From now on, where you go home is where I go home.\A new friend.\A brief, peaceful rest.\The girl steps into a beautiful rose garden, her mind still burdened by her troubles. response:	Speak of me, and I'll eat you.
