context: I have to rescue Kagome! response:	So don't bother me at a time like this!
context: She's calling out to him?!\Even higher? This is the peak!\Take that!\First, we'll tear off your right arm!\Damn!\The fragment on my right arm!\It's coming back!\It's after the fragments on my legs! response:	Hey you! What're you doing here?!
context: Even higher? This is the peak!\Take that!\First, we'll tear off your right arm!\Damn!\The fragment on my right arm!\It's coming back!\It's after the fragments on my legs!\Hey you! What're you doing here?! response:	Shaddup and watch, you puny wolf!
context: Take that!\First, we'll tear off your right arm!\Damn!\The fragment on my right arm!\It's coming back!\It's after the fragments on my legs!\Hey you! What're you doing here?!\Shaddup and watch, you puny wolf! response:	Bear witness to my true strength!
context: First, we'll tear off your right arm!\Damn!\The fragment on my right arm!\It's coming back!\It's after the fragments on my legs!\Hey you! What're you doing here?!\Shaddup and watch, you puny wolf!\Bear witness to my true strength! response:	Now we have two Sacred Jewel fragments!
context: Damn!\The fragment on my right arm!\It's coming back!\It's after the fragments on my legs!\Hey you! What're you doing here?!\Shaddup and watch, you puny wolf!\Bear witness to my true strength!\Now we have two Sacred Jewel fragments! response:	Brother! Power, we'll soon have more power!
context: The fragment on my right arm!\It's coming back!\It's after the fragments on my legs!\Hey you! What're you doing here?!\Shaddup and watch, you puny wolf!\Bear witness to my true strength!\Now we have two Sacred Jewel fragments!\Brother! Power, we'll soon have more power! response:	Now I draw out the true power of Tetsusaiga!
context: It's coming back!\It's after the fragments on my legs!\Hey you! What're you doing here?!\Shaddup and watch, you puny wolf!\Bear witness to my true strength!\Now we have two Sacred Jewel fragments!\Brother! Power, we'll soon have more power!\Now I draw out the true power of Tetsusaiga! response:	The Wind Scar is... there!
context: It's after the fragments on my legs!\Hey you! What're you doing here?!\Shaddup and watch, you puny wolf!\Bear witness to my true strength!\Now we have two Sacred Jewel fragments!\Brother! Power, we'll soon have more power!\Now I draw out the true power of Tetsusaiga!\The Wind Scar is... there! response:	He killed that giant demon in one swing!
context: Hey you! What're you doing here?!\Shaddup and watch, you puny wolf!\Bear witness to my true strength!\Now we have two Sacred Jewel fragments!\Brother! Power, we'll soon have more power!\Now I draw out the true power of Tetsusaiga!\The Wind Scar is... there!\He killed that giant demon in one swing! response:	You've mastered the Wind Scar!
context: Shaddup and watch, you puny wolf!\Bear witness to my true strength!\Now we have two Sacred Jewel fragments!\Brother! Power, we'll soon have more power!\Now I draw out the true power of Tetsusaiga!\The Wind Scar is... there!\He killed that giant demon in one swing!\You've mastered the Wind Scar! response:	Yeah well.
context: Bear witness to my true strength!\Now we have two Sacred Jewel fragments!\Brother! Power, we'll soon have more power!\Now I draw out the true power of Tetsusaiga!\The Wind Scar is... there!\He killed that giant demon in one swing!\You've mastered the Wind Scar!\Yeah well. response:	Now then.
context: Now we have two Sacred Jewel fragments!\Brother! Power, we'll soon have more power!\Now I draw out the true power of Tetsusaiga!\The Wind Scar is... there!\He killed that giant demon in one swing!\You've mastered the Wind Scar!\Yeah well.\Now then. response:	We've gotten rid of the pesky birds.
context: Brother! Power, we'll soon have more power!\Now I draw out the true power of Tetsusaiga!\The Wind Scar is... there!\He killed that giant demon in one swing!\You've mastered the Wind Scar!\Yeah well.\Now then.\We've gotten rid of the pesky birds. response:	So let's settle this once and for all!
context: Now I draw out the true power of Tetsusaiga!\The Wind Scar is... there!\He killed that giant demon in one swing!\You've mastered the Wind Scar!\Yeah well.\Now then.\We've gotten rid of the pesky birds.\So let's settle this once and for all! response:	She's hugging him!
context: The Wind Scar is... there!\He killed that giant demon in one swing!\You've mastered the Wind Scar!\Yeah well.\Now then.\We've gotten rid of the pesky birds.\So let's settle this once and for all!\She's hugging him! response:	Settle it once and for all?! This is no time for that!
context: He killed that giant demon in one swing!\You've mastered the Wind Scar!\Yeah well.\Now then.\We've gotten rid of the pesky birds.\So let's settle this once and for all!\She's hugging him!\Settle it once and for all?! This is no time for that! response:	Koga is hurt!
context: You've mastered the Wind Scar!\Yeah well.\Now then.\We've gotten rid of the pesky birds.\So let's settle this once and for all!\She's hugging him!\Settle it once and for all?! This is no time for that!\Koga is hurt! response:	This is nothing!
context: Yeah well.\Now then.\We've gotten rid of the pesky birds.\So let's settle this once and for all!\She's hugging him!\Settle it once and for all?! This is no time for that!\Koga is hurt!\This is nothing! response:	Koga, hang on!
context: Now then.\We've gotten rid of the pesky birds.\So let's settle this once and for all!\She's hugging him!\Settle it once and for all?! This is no time for that!\Koga is hurt!\This is nothing!\Koga, hang on! response:	Why is she taking his side?!
context: We've gotten rid of the pesky birds.\So let's settle this once and for all!\She's hugging him!\Settle it once and for all?! This is no time for that!\Koga is hurt!\This is nothing!\Koga, hang on!\Why is she taking his side?! response:	I can kill the likes of you with just my left arm!
context: So let's settle this once and for all!\She's hugging him!\Settle it once and for all?! This is no time for that!\Koga is hurt!\This is nothing!\Koga, hang on!\Why is she taking his side?!\I can kill the likes of you with just my left arm! response:	Are you still insulting me?!
context: She's hugging him!\Settle it once and for all?! This is no time for that!\Koga is hurt!\This is nothing!\Koga, hang on!\Why is she taking his side?!\I can kill the likes of you with just my left arm!\Are you still insulting me?! response:	Prepare yourself!
context: Settle it once and for all?! This is no time for that!\Koga is hurt!\This is nothing!\Koga, hang on!\Why is she taking his side?!\I can kill the likes of you with just my left arm!\Are you still insulting me?!\Prepare yourself! response:	Inuyasha, sit!
context: Koga is hurt!\This is nothing!\Koga, hang on!\Why is she taking his side?!\I can kill the likes of you with just my left arm!\Are you still insulting me?!\Prepare yourself!\Inuyasha, sit! response:	Make your escape now! Hurry!
context: This is nothing!\Koga, hang on!\Why is she taking his side?!\I can kill the likes of you with just my left arm!\Are you still insulting me?!\Prepare yourself!\Inuyasha, sit!\Make your escape now! Hurry! response:	Oh... okay!
context: Koga, hang on!\Why is she taking his side?!\I can kill the likes of you with just my left arm!\Are you still insulting me?!\Prepare yourself!\Inuyasha, sit!\Make your escape now! Hurry!\Oh... okay! response:	Koga.
context: Why is she taking his side?!\I can kill the likes of you with just my left arm!\Are you still insulting me?!\Prepare yourself!\Inuyasha, sit!\Make your escape now! Hurry!\Oh... okay!\Koga. response:	Let's go!
context: I can kill the likes of you with just my left arm!\Are you still insulting me?!\Prepare yourself!\Inuyasha, sit!\Make your escape now! Hurry!\Oh... okay!\Koga.\Let's go! response:	Hold it! You!
context: Are you still insulting me?!\Prepare yourself!\Inuyasha, sit!\Make your escape now! Hurry!\Oh... okay!\Koga.\Let's go!\Hold it! You! response:	Why'd you let him go?
context: Prepare yourself!\Inuyasha, sit!\Make your escape now! Hurry!\Oh... okay!\Koga.\Let's go!\Hold it! You!\Why'd you let him go? response:	Well, he was hurt and...
context: Inuyasha, sit!\Make your escape now! Hurry!\Oh... okay!\Koga.\Let's go!\Hold it! You!\Why'd you let him go?\Well, he was hurt and... response:	besides, he wasn't all that bad.
context: Make your escape now! Hurry!\Oh... okay!\Koga.\Let's go!\Hold it! You!\Why'd you let him go?\Well, he was hurt and...\besides, he wasn't all that bad. response:	Not bad?!
context: Oh... okay!\Koga.\Let's go!\Hold it! You!\Why'd you let him go?\Well, he was hurt and...\besides, he wasn't all that bad.\Not bad?! response:	Cut the jokes! Weren't you kidnapped and almost killed?!
context: Koga.\Let's go!\Hold it! You!\Why'd you let him go?\Well, he was hurt and...\besides, he wasn't all that bad.\Not bad?!\Cut the jokes! Weren't you kidnapped and almost killed?! response:	Well yes.
context: Let's go!\Hold it! You!\Why'd you let him go?\Well, he was hurt and...\besides, he wasn't all that bad.\Not bad?!\Cut the jokes! Weren't you kidnapped and almost killed?!\Well yes. response:	But he did protect me, too.
context: Hold it! You!\Why'd you let him go?\Well, he was hurt and...\besides, he wasn't all that bad.\Not bad?!\Cut the jokes! Weren't you kidnapped and almost killed?!\Well yes.\But he did protect me, too. response:	So you fell in love with him?
context: Why'd you let him go?\Well, he was hurt and...\besides, he wasn't all that bad.\Not bad?!\Cut the jokes! Weren't you kidnapped and almost killed?!\Well yes.\But he did protect me, too.\So you fell in love with him? response:	Well, after he declared his love so boldly, how could she hate him?
context: Well, he was hurt and...\besides, he wasn't all that bad.\Not bad?!\Cut the jokes! Weren't you kidnapped and almost killed?!\Well yes.\But he did protect me, too.\So you fell in love with him?\Well, after he declared his love so boldly, how could she hate him? response:	Stupid! Forget it!
context: besides, he wasn't all that bad.\Not bad?!\Cut the jokes! Weren't you kidnapped and almost killed?!\Well yes.\But he did protect me, too.\So you fell in love with him?\Well, after he declared his love so boldly, how could she hate him?\Stupid! Forget it! response:	The Bird of Paradise had one piece...
context: Not bad?!\Cut the jokes! Weren't you kidnapped and almost killed?!\Well yes.\But he did protect me, too.\So you fell in love with him?\Well, after he declared his love so boldly, how could she hate him?\Stupid! Forget it!\The Bird of Paradise had one piece... response:	Koga had the other one in his right arm.
context: Cut the jokes! Weren't you kidnapped and almost killed?!\Well yes.\But he did protect me, too.\So you fell in love with him?\Well, after he declared his love so boldly, how could she hate him?\Stupid! Forget it!\The Bird of Paradise had one piece...\Koga had the other one in his right arm. response:	Won't he come back for it?
context: Well yes.\But he did protect me, too.\So you fell in love with him?\Well, after he declared his love so boldly, how could she hate him?\Stupid! Forget it!\The Bird of Paradise had one piece...\Koga had the other one in his right arm.\Won't he come back for it? response:	Probably.
context: But he did protect me, too.\So you fell in love with him?\Well, after he declared his love so boldly, how could she hate him?\Stupid! Forget it!\The Bird of Paradise had one piece...\Koga had the other one in his right arm.\Won't he come back for it?\Probably. response:	When Koga and Inuyasha meet the next time...
context: So you fell in love with him?\Well, after he declared his love so boldly, how could she hate him?\Stupid! Forget it!\The Bird of Paradise had one piece...\Koga had the other one in his right arm.\Won't he come back for it?\Probably.\When Koga and Inuyasha meet the next time... response:	will they start fighting again?
context: Well, after he declared his love so boldly, how could she hate him?\Stupid! Forget it!\The Bird of Paradise had one piece...\Koga had the other one in his right arm.\Won't he come back for it?\Probably.\When Koga and Inuyasha meet the next time...\will they start fighting again? response:	Kagome, go and put Inuyasha's mind at ease.
context: Stupid! Forget it!\The Bird of Paradise had one piece...\Koga had the other one in his right arm.\Won't he come back for it?\Probably.\When Koga and Inuyasha meet the next time...\will they start fighting again?\Kagome, go and put Inuyasha's mind at ease. response:	He was so worried about you.
context: The Bird of Paradise had one piece...\Koga had the other one in his right arm.\Won't he come back for it?\Probably.\When Koga and Inuyasha meet the next time...\will they start fighting again?\Kagome, go and put Inuyasha's mind at ease.\He was so worried about you. response:	I pity him the way he is.
context: Koga had the other one in his right arm.\Won't he come back for it?\Probably.\When Koga and Inuyasha meet the next time...\will they start fighting again?\Kagome, go and put Inuyasha's mind at ease.\He was so worried about you.\I pity him the way he is. response:	Oh Inuyasha.
context: Won't he come back for it?\Probably.\When Koga and Inuyasha meet the next time...\will they start fighting again?\Kagome, go and put Inuyasha's mind at ease.\He was so worried about you.\I pity him the way he is.\Oh Inuyasha. response:	I'm sorry I worried you.
context: Probably.\When Koga and Inuyasha meet the next time...\will they start fighting again?\Kagome, go and put Inuyasha's mind at ease.\He was so worried about you.\I pity him the way he is.\Oh Inuyasha.\I'm sorry I worried you. response:	Thank you so much for saving me.
context: When Koga and Inuyasha meet the next time...\will they start fighting again?\Kagome, go and put Inuyasha's mind at ease.\He was so worried about you.\I pity him the way he is.\Oh Inuyasha.\I'm sorry I worried you.\Thank you so much for saving me. response:	Wouldn't you have preferred that I didn't save you?
context: will they start fighting again?\Kagome, go and put Inuyasha's mind at ease.\He was so worried about you.\I pity him the way he is.\Oh Inuyasha.\I'm sorry I worried you.\Thank you so much for saving me.\Wouldn't you have preferred that I didn't save you? response:	Taken in by his sweet words.
context: Kagome, go and put Inuyasha's mind at ease.\He was so worried about you.\I pity him the way he is.\Oh Inuyasha.\I'm sorry I worried you.\Thank you so much for saving me.\Wouldn't you have preferred that I didn't save you?\Taken in by his sweet words. response:	Sweet words?
context: He was so worried about you.\I pity him the way he is.\Oh Inuyasha.\I'm sorry I worried you.\Thank you so much for saving me.\Wouldn't you have preferred that I didn't save you?\Taken in by his sweet words.\Sweet words? response:	Because he said he loved me?
context: I pity him the way he is.\Oh Inuyasha.\I'm sorry I worried you.\Thank you so much for saving me.\Wouldn't you have preferred that I didn't save you?\Taken in by his sweet words.\Sweet words?\Because he said he loved me? response:	Is that what's bothering you?
context: Oh Inuyasha.\I'm sorry I worried you.\Thank you so much for saving me.\Wouldn't you have preferred that I didn't save you?\Taken in by his sweet words.\Sweet words?\Because he said he loved me?\Is that what's bothering you? response:	What're you saying?! Nothing's bothering me!
context: I'm sorry I worried you.\Thank you so much for saving me.\Wouldn't you have preferred that I didn't save you?\Taken in by his sweet words.\Sweet words?\Because he said he loved me?\Is that what's bothering you?\What're you saying?! Nothing's bothering me! response:	It is bothering you.
context: Thank you so much for saving me.\Wouldn't you have preferred that I didn't save you?\Taken in by his sweet words.\Sweet words?\Because he said he loved me?\Is that what's bothering you?\What're you saying?! Nothing's bothering me!\It is bothering you. response:	Let me make one thing clear.
context: Wouldn't you have preferred that I didn't save you?\Taken in by his sweet words.\Sweet words?\Because he said he loved me?\Is that what's bothering you?\What're you saying?! Nothing's bothering me!\It is bothering you.\Let me make one thing clear. response:	I don't feel anything for Koga!
context: Taken in by his sweet words.\Sweet words?\Because he said he loved me?\Is that what's bothering you?\What're you saying?! Nothing's bothering me!\It is bothering you.\Let me make one thing clear.\I don't feel anything for Koga! response:	Forget it! Let's not talk about it anymore!
context: Sweet words?\Because he said he loved me?\Is that what's bothering you?\What're you saying?! Nothing's bothering me!\It is bothering you.\Let me make one thing clear.\I don't feel anything for Koga!\Forget it! Let's not talk about it anymore! response:	Say.
context: Because he said he loved me?\Is that what's bothering you?\What're you saying?! Nothing's bothering me!\It is bothering you.\Let me make one thing clear.\I don't feel anything for Koga!\Forget it! Let's not talk about it anymore!\Say. response:	What really happened between you two?
context: Is that what's bothering you?\What're you saying?! Nothing's bothering me!\It is bothering you.\Let me make one thing clear.\I don't feel anything for Koga!\Forget it! Let's not talk about it anymore!\Say.\What really happened between you two? response:	Inuyasha.
context: What're you saying?! Nothing's bothering me!\It is bothering you.\Let me make one thing clear.\I don't feel anything for Koga!\Forget it! Let's not talk about it anymore!\Say.\What really happened between you two?\Inuyasha. response:	Just what are you suspecting me of?!
context: It is bothering you.\Let me make one thing clear.\I don't feel anything for Koga!\Forget it! Let's not talk about it anymore!\Say.\What really happened between you two?\Inuyasha.\Just what are you suspecting me of?! response:	Is that how you've been seeing me?!
context: Let me make one thing clear.\I don't feel anything for Koga!\Forget it! Let's not talk about it anymore!\Say.\What really happened between you two?\Inuyasha.\Just what are you suspecting me of?!\Is that how you've been seeing me?! response:	W-what're you scolding me for?!
context: I don't feel anything for Koga!\Forget it! Let's not talk about it anymore!\Say.\What really happened between you two?\Inuyasha.\Just what are you suspecting me of?!\Is that how you've been seeing me?!\W-what're you scolding me for?! response:	Because you've totally misunderstood!
context: Forget it! Let's not talk about it anymore!\Say.\What really happened between you two?\Inuyasha.\Just what are you suspecting me of?!\Is that how you've been seeing me?!\W-what're you scolding me for?!\Because you've totally misunderstood! response:	Shaddup!
context: Say.\What really happened between you two?\Inuyasha.\Just what are you suspecting me of?!\Is that how you've been seeing me?!\W-what're you scolding me for?!\Because you've totally misunderstood!\Shaddup! response:	I don't wanna see your face anymore! Just go away!
context: What really happened between you two?\Inuyasha.\Just what are you suspecting me of?!\Is that how you've been seeing me?!\W-what're you scolding me for?!\Because you've totally misunderstood!\Shaddup!\I don't wanna see your face anymore! Just go away! response:	I see!
context: Inuyasha.\Just what are you suspecting me of?!\Is that how you've been seeing me?!\W-what're you scolding me for?!\Because you've totally misunderstood!\Shaddup!\I don't wanna see your face anymore! Just go away!\I see! response:	Sango!
context: Just what are you suspecting me of?!\Is that how you've been seeing me?!\W-what're you scolding me for?!\Because you've totally misunderstood!\Shaddup!\I don't wanna see your face anymore! Just go away!\I see!\Sango! response:	What is it?
context: Is that how you've been seeing me?!\W-what're you scolding me for?!\Because you've totally misunderstood!\Shaddup!\I don't wanna see your face anymore! Just go away!\I see!\Sango!\What is it? response:	Can I borrow Kirara?
context: W-what're you scolding me for?!\Because you've totally misunderstood!\Shaddup!\I don't wanna see your face anymore! Just go away!\I see!\Sango!\What is it?\Can I borrow Kirara? response:	What're you going to do?
context: Because you've totally misunderstood!\Shaddup!\I don't wanna see your face anymore! Just go away!\I see!\Sango!\What is it?\Can I borrow Kirara?\What're you going to do? response:	I'm going back home!
context: Shaddup!\I don't wanna see your face anymore! Just go away!\I see!\Sango!\What is it?\Can I borrow Kirara?\What're you going to do?\I'm going back home! response:	Stupid!
context: I don't wanna see your face anymore! Just go away!\I see!\Sango!\What is it?\Can I borrow Kirara?\What're you going to do?\I'm going back home!\Stupid! response:	Stupid! Stupid!
context: I see!\Sango!\What is it?\Can I borrow Kirara?\What're you going to do?\I'm going back home!\Stupid!\Stupid! Stupid! response:	Kagome is scary when she's mad.
context: Sango!\What is it?\Can I borrow Kirara?\What're you going to do?\I'm going back home!\Stupid!\Stupid! Stupid!\Kagome is scary when she's mad. response:	l-I'm not scared.
context: What is it?\Can I borrow Kirara?\What're you going to do?\I'm going back home!\Stupid!\Stupid! Stupid!\Kagome is scary when she's mad.\l-I'm not scared. response:	I'm not scared at all, stupid!
context: Can I borrow Kirara?\What're you going to do?\I'm going back home!\Stupid!\Stupid! Stupid!\Kagome is scary when she's mad.\l-I'm not scared.\I'm not scared at all, stupid! response:	Since I started crossing between the present and the Feudal Era...
context: What're you going to do?\I'm going back home!\Stupid!\Stupid! Stupid!\Kagome is scary when she's mad.\l-I'm not scared.\I'm not scared at all, stupid!\Since I started crossing between the present and the Feudal Era... response:	this is the first time I've gotten so angry.
context: I'm going back home!\Stupid!\Stupid! Stupid!\Kagome is scary when she's mad.\l-I'm not scared.\I'm not scared at all, stupid!\Since I started crossing between the present and the Feudal Era...\this is the first time I've gotten so angry. response:	I'll never forgive that Inuyasha!
context: Stupid!\Stupid! Stupid!\Kagome is scary when she's mad.\l-I'm not scared.\I'm not scared at all, stupid!\Since I started crossing between the present and the Feudal Era...\this is the first time I've gotten so angry.\I'll never forgive that Inuyasha! response:	But something's strange... as though I've forgotten something valuable.
context: Stupid! Stupid!\Kagome is scary when she's mad.\l-I'm not scared.\I'm not scared at all, stupid!\Since I started crossing between the present and the Feudal Era...\this is the first time I've gotten so angry.\I'll never forgive that Inuyasha!\But something's strange... as though I've forgotten something valuable. response:	My... my youth as a ninth grader is supposed to be in the present time.
context: Kagome is scary when she's mad.\l-I'm not scared.\I'm not scared at all, stupid!\Since I started crossing between the present and the Feudal Era...\this is the first time I've gotten so angry.\I'll never forgive that Inuyasha!\But something's strange... as though I've forgotten something valuable.\My... my youth as a ninth grader is supposed to be in the present time. response:	Next on Inuyasha: Two Hearts, One Mind
context: l-I'm not scared.\I'm not scared at all, stupid!\Since I started crossing between the present and the Feudal Era...\this is the first time I've gotten so angry.\I'll never forgive that Inuyasha!\But something's strange... as though I've forgotten something valuable.\My... my youth as a ninth grader is supposed to be in the present time.\Next on Inuyasha: Two Hearts, One Mind response:	Don't miss it!
