context: Once upon a time, a witch's curse put a princess into an eternal sleep, response:	and one young man appeared, intending to awake her.
context: Just had innately... Yes.\I'm sure she's pursuing a wonderful dream.\And she's probably also in love.\I can tell.\You certainly can tell a lot.\Yeah, because she's the same as you when you were younger.\You will always wake from a dream.\No, it's something you MUST wake from. response:	You can't play the role of Aurora the way you are now.
context: I'm sure she's pursuing a wonderful dream.\And she's probably also in love.\I can tell.\You certainly can tell a lot.\Yeah, because she's the same as you when you were younger.\You will always wake from a dream.\No, it's something you MUST wake from.\You can't play the role of Aurora the way you are now. response:	You say it so bluntly.
context: And she's probably also in love.\I can tell.\You certainly can tell a lot.\Yeah, because she's the same as you when you were younger.\You will always wake from a dream.\No, it's something you MUST wake from.\You can't play the role of Aurora the way you are now.\You say it so bluntly. response:	Yeah, because the Aurora you aspire to be
context: I can tell.\You certainly can tell a lot.\Yeah, because she's the same as you when you were younger.\You will always wake from a dream.\No, it's something you MUST wake from.\You can't play the role of Aurora the way you are now.\You say it so bluntly.\Yeah, because the Aurora you aspire to be response:	is the kind of girl who continues to dream
context: You certainly can tell a lot.\Yeah, because she's the same as you when you were younger.\You will always wake from a dream.\No, it's something you MUST wake from.\You can't play the role of Aurora the way you are now.\You say it so bluntly.\Yeah, because the Aurora you aspire to be\is the kind of girl who continues to dream response:	even when she's woken from her dream, right?
context: Yeah, because she's the same as you when you were younger.\You will always wake from a dream.\No, it's something you MUST wake from.\You can't play the role of Aurora the way you are now.\You say it so bluntly.\Yeah, because the Aurora you aspire to be\is the kind of girl who continues to dream\even when she's woken from her dream, right? response:	But you're afraid to even dream.
context: You will always wake from a dream.\No, it's something you MUST wake from.\You can't play the role of Aurora the way you are now.\You say it so bluntly.\Yeah, because the Aurora you aspire to be\is the kind of girl who continues to dream\even when she's woken from her dream, right?\But you're afraid to even dream. response:	That's because I can't become that Aurora.
context: No, it's something you MUST wake from.\You can't play the role of Aurora the way you are now.\You say it so bluntly.\Yeah, because the Aurora you aspire to be\is the kind of girl who continues to dream\even when she's woken from her dream, right?\But you're afraid to even dream.\That's because I can't become that Aurora. response:	Sure, there are some dreams that won't come true,
context: You can't play the role of Aurora the way you are now.\You say it so bluntly.\Yeah, because the Aurora you aspire to be\is the kind of girl who continues to dream\even when she's woken from her dream, right?\But you're afraid to even dream.\That's because I can't become that Aurora.\Sure, there are some dreams that won't come true, response:	but there's no rule that says you can only have one dream.
context: You say it so bluntly.\Yeah, because the Aurora you aspire to be\is the kind of girl who continues to dream\even when she's woken from her dream, right?\But you're afraid to even dream.\That's because I can't become that Aurora.\Sure, there are some dreams that won't come true,\but there's no rule that says you can only have one dream. response:	What?
context: Yeah, because the Aurora you aspire to be\is the kind of girl who continues to dream\even when she's woken from her dream, right?\But you're afraid to even dream.\That's because I can't become that Aurora.\Sure, there are some dreams that won't come true,\but there's no rule that says you can only have one dream.\What? response:	My dream...
context: is the kind of girl who continues to dream\even when she's woken from her dream, right?\But you're afraid to even dream.\That's because I can't become that Aurora.\Sure, there are some dreams that won't come true,\but there's no rule that says you can only have one dream.\What?\My dream... response:	is to enthrall people all over the world with your dancing.
context: even when she's woken from her dream, right?\But you're afraid to even dream.\That's because I can't become that Aurora.\Sure, there are some dreams that won't come true,\but there's no rule that says you can only have one dream.\What?\My dream...\is to enthrall people all over the world with your dancing. response:	And to do that, I've even thought of the perfect program for you.
context: But you're afraid to even dream.\That's because I can't become that Aurora.\Sure, there are some dreams that won't come true,\but there's no rule that says you can only have one dream.\What?\My dream...\is to enthrall people all over the world with your dancing.\And to do that, I've even thought of the perfect program for you. response:	Perfect for me?
context: That's because I can't become that Aurora.\Sure, there are some dreams that won't come true,\but there's no rule that says you can only have one dream.\What?\My dream...\is to enthrall people all over the world with your dancing.\And to do that, I've even thought of the perfect program for you.\Perfect for me? response:	So, how about it, Paulamoni?
context: Sure, there are some dreams that won't come true,\but there's no rule that says you can only have one dream.\What?\My dream...\is to enthrall people all over the world with your dancing.\And to do that, I've even thought of the perfect program for you.\Perfect for me?\So, how about it, Paulamoni? response:	Wanna try jumping on the bandwagon of my dream?
context: but there's no rule that says you can only have one dream.\What?\My dream...\is to enthrall people all over the world with your dancing.\And to do that, I've even thought of the perfect program for you.\Perfect for me?\So, how about it, Paulamoni?\Wanna try jumping on the bandwagon of my dream? response:	I had no idea you were thinking about things like that.
context: What?\My dream...\is to enthrall people all over the world with your dancing.\And to do that, I've even thought of the perfect program for you.\Perfect for me?\So, how about it, Paulamoni?\Wanna try jumping on the bandwagon of my dream?\I had no idea you were thinking about things like that. response:	I'm a long way from waking from my dream or my love, you know.
context: My dream...\is to enthrall people all over the world with your dancing.\And to do that, I've even thought of the perfect program for you.\Perfect for me?\So, how about it, Paulamoni?\Wanna try jumping on the bandwagon of my dream?\I had no idea you were thinking about things like that.\I'm a long way from waking from my dream or my love, you know. response:	Paulo...
context: is to enthrall people all over the world with your dancing.\And to do that, I've even thought of the perfect program for you.\Perfect for me?\So, how about it, Paulamoni?\Wanna try jumping on the bandwagon of my dream?\I had no idea you were thinking about things like that.\I'm a long way from waking from my dream or my love, you know.\Paulo... response:	Thank you, Paulo!
context: And to do that, I've even thought of the perfect program for you.\Perfect for me?\So, how about it, Paulamoni?\Wanna try jumping on the bandwagon of my dream?\I had no idea you were thinking about things like that.\I'm a long way from waking from my dream or my love, you know.\Paulo...\Thank you, Paulo! response:	I'll dance my final turn as Aurora in this town!
context: Perfect for me?\So, how about it, Paulamoni?\Wanna try jumping on the bandwagon of my dream?\I had no idea you were thinking about things like that.\I'm a long way from waking from my dream or my love, you know.\Paulo...\Thank you, Paulo!\I'll dance my final turn as Aurora in this town! response:	Yes, and your best Aurora!
context: So, how about it, Paulamoni?\Wanna try jumping on the bandwagon of my dream?\I had no idea you were thinking about things like that.\I'm a long way from waking from my dream or my love, you know.\Paulo...\Thank you, Paulo!\I'll dance my final turn as Aurora in this town!\Yes, and your best Aurora! response:	There is no need for worry.
context: Wanna try jumping on the bandwagon of my dream?\I had no idea you were thinking about things like that.\I'm a long way from waking from my dream or my love, you know.\Paulo...\Thank you, Paulo!\I'll dance my final turn as Aurora in this town!\Yes, and your best Aurora!\There is no need for worry. response:	No matter how the witch may curse me, I will surely never prick my finger on a spindle.
context: I had no idea you were thinking about things like that.\I'm a long way from waking from my dream or my love, you know.\Paulo...\Thank you, Paulo!\I'll dance my final turn as Aurora in this town!\Yes, and your best Aurora!\There is no need for worry.\No matter how the witch may curse me, I will surely never prick my finger on a spindle. response:	For though I may dream and dance, I will never lay a hand on a spinning wheel.
context: I'm a long way from waking from my dream or my love, you know.\Paulo...\Thank you, Paulo!\I'll dance my final turn as Aurora in this town!\Yes, and your best Aurora!\There is no need for worry.\No matter how the witch may curse me, I will surely never prick my finger on a spindle.\For though I may dream and dance, I will never lay a hand on a spinning wheel. response:	That smile...
context: Paulo...\Thank you, Paulo!\I'll dance my final turn as Aurora in this town!\Yes, and your best Aurora!\There is no need for worry.\No matter how the witch may curse me, I will surely never prick my finger on a spindle.\For though I may dream and dance, I will never lay a hand on a spinning wheel.\That smile... response:	Was that because he was dancing with me? Or...
context: Thank you, Paulo!\I'll dance my final turn as Aurora in this town!\Yes, and your best Aurora!\There is no need for worry.\No matter how the witch may curse me, I will surely never prick my finger on a spindle.\For though I may dream and dance, I will never lay a hand on a spinning wheel.\That smile...\Was that because he was dancing with me? Or... response:	Our troupe leader is hopeless.
context: I'll dance my final turn as Aurora in this town!\Yes, and your best Aurora!\There is no need for worry.\No matter how the witch may curse me, I will surely never prick my finger on a spindle.\For though I may dream and dance, I will never lay a hand on a spinning wheel.\That smile...\Was that because he was dancing with me? Or...\Our troupe leader is hopeless. response:	All right, everyone, let's take a break!
context: Yes, and your best Aurora!\There is no need for worry.\No matter how the witch may curse me, I will surely never prick my finger on a spindle.\For though I may dream and dance, I will never lay a hand on a spinning wheel.\That smile...\Was that because he was dancing with me? Or...\Our troupe leader is hopeless.\All right, everyone, let's take a break! response:	Excuse me, sensei.
context: There is no need for worry.\No matter how the witch may curse me, I will surely never prick my finger on a spindle.\For though I may dream and dance, I will never lay a hand on a spinning wheel.\That smile...\Was that because he was dancing with me? Or...\Our troupe leader is hopeless.\All right, everyone, let's take a break!\Excuse me, sensei. response:	How may I be of service?
context: No matter how the witch may curse me, I will surely never prick my finger on a spindle.\For though I may dream and dance, I will never lay a hand on a spinning wheel.\That smile...\Was that because he was dancing with me? Or...\Our troupe leader is hopeless.\All right, everyone, let's take a break!\Excuse me, sensei.\How may I be of service? response:	I would very much like to speak with you.
context: For though I may dream and dance, I will never lay a hand on a spinning wheel.\That smile...\Was that because he was dancing with me? Or...\Our troupe leader is hopeless.\All right, everyone, let's take a break!\Excuse me, sensei.\How may I be of service?\I would very much like to speak with you. response:	What?! You would like to speak with ME?!
context: That smile...\Was that because he was dancing with me? Or...\Our troupe leader is hopeless.\All right, everyone, let's take a break!\Excuse me, sensei.\How may I be of service?\I would very much like to speak with you.\What?! You would like to speak with ME?! response:	Yes.
context: Was that because he was dancing with me? Or...\Our troupe leader is hopeless.\All right, everyone, let's take a break!\Excuse me, sensei.\How may I be of service?\I would very much like to speak with you.\What?! You would like to speak with ME?!\Yes. response:	You mustn't! However, if you insist, I, too, as a man will...
context: Our troupe leader is hopeless.\All right, everyone, let's take a break!\Excuse me, sensei.\How may I be of service?\I would very much like to speak with you.\What?! You would like to speak with ME?!\Yes.\You mustn't! However, if you insist, I, too, as a man will... response:	I was hoping you would allow me to see that girl from yesterday dance.
context: All right, everyone, let's take a break!\Excuse me, sensei.\How may I be of service?\I would very much like to speak with you.\What?! You would like to speak with ME?!\Yes.\You mustn't! However, if you insist, I, too, as a man will...\I was hoping you would allow me to see that girl from yesterday dance. response:	What?
context: Excuse me, sensei.\How may I be of service?\I would very much like to speak with you.\What?! You would like to speak with ME?!\Yes.\You mustn't! However, if you insist, I, too, as a man will...\I was hoping you would allow me to see that girl from yesterday dance.\What? response:	I just really want to see what it is that I am lacking.
context: How may I be of service?\I would very much like to speak with you.\What?! You would like to speak with ME?!\Yes.\You mustn't! However, if you insist, I, too, as a man will...\I was hoping you would allow me to see that girl from yesterday dance.\What?\I just really want to see what it is that I am lacking. response:	Are you serious?!
context: I would very much like to speak with you.\What?! You would like to speak with ME?!\Yes.\You mustn't! However, if you insist, I, too, as a man will...\I was hoping you would allow me to see that girl from yesterday dance.\What?\I just really want to see what it is that I am lacking.\Are you serious?! response:	Are you serious?!
context: What?! You would like to speak with ME?!\Yes.\You mustn't! However, if you insist, I, too, as a man will...\I was hoping you would allow me to see that girl from yesterday dance.\What?\I just really want to see what it is that I am lacking.\Are you serious?!\Are you serious?! response:	So, why me?
context: Yes.\You mustn't! However, if you insist, I, too, as a man will...\I was hoping you would allow me to see that girl from yesterday dance.\What?\I just really want to see what it is that I am lacking.\Are you serious?!\Are you serious?!\So, why me? response:	I agree.
context: You mustn't! However, if you insist, I, too, as a man will...\I was hoping you would allow me to see that girl from yesterday dance.\What?\I just really want to see what it is that I am lacking.\Are you serious?!\Are you serious?!\So, why me?\I agree. response:	Someone else would be...
context: I was hoping you would allow me to see that girl from yesterday dance.\What?\I just really want to see what it is that I am lacking.\Are you serious?!\Are you serious?!\So, why me?\I agree.\Someone else would be... response:	I agree.
context: What?\I just really want to see what it is that I am lacking.\Are you serious?!\Are you serious?!\So, why me?\I agree.\Someone else would be...\I agree. response:	But I'm really bad at this.
context: I just really want to see what it is that I am lacking.\Are you serious?!\Are you serious?!\So, why me?\I agree.\Someone else would be...\I agree.\But I'm really bad at this. response:	I know.
context: Are you serious?!\Are you serious?!\So, why me?\I agree.\Someone else would be...\I agree.\But I'm really bad at this.\I know. response:	This is an earnest request from Paulamoni-san.
context: Are you serious?!\So, why me?\I agree.\Someone else would be...\I agree.\But I'm really bad at this.\I know.\This is an earnest request from Paulamoni-san. response:	Don't worry, please dance to your heart's content.
context: So, why me?\I agree.\Someone else would be...\I agree.\But I'm really bad at this.\I know.\This is an earnest request from Paulamoni-san.\Don't worry, please dance to your heart's content. response:	Even if my love were to end because of it, I will never...
context: I agree.\Someone else would be...\I agree.\But I'm really bad at this.\I know.\This is an earnest request from Paulamoni-san.\Don't worry, please dance to your heart's content.\Even if my love were to end because of it, I will never... response:	hold it against you.
context: Someone else would be...\I agree.\But I'm really bad at this.\I know.\This is an earnest request from Paulamoni-san.\Don't worry, please dance to your heart's content.\Even if my love were to end because of it, I will never...\hold it against you. response:	It's been a while since Ahiru's been in a pinch!
context: I agree.\But I'm really bad at this.\I know.\This is an earnest request from Paulamoni-san.\Don't worry, please dance to your heart's content.\Even if my love were to end because of it, I will never...\hold it against you.\It's been a while since Ahiru's been in a pinch! response:	I've been waiting for this!
context: But I'm really bad at this.\I know.\This is an earnest request from Paulamoni-san.\Don't worry, please dance to your heart's content.\Even if my love were to end because of it, I will never...\hold it against you.\It's been a while since Ahiru's been in a pinch!\I've been waiting for this! response:	Say, Mytho, why don't you partner with her for the pas du deux?
context: I know.\This is an earnest request from Paulamoni-san.\Don't worry, please dance to your heart's content.\Even if my love were to end because of it, I will never...\hold it against you.\It's been a while since Ahiru's been in a pinch!\I've been waiting for this!\Say, Mytho, why don't you partner with her for the pas du deux? response:	What? With Mytho?
context: This is an earnest request from Paulamoni-san.\Don't worry, please dance to your heart's content.\Even if my love were to end because of it, I will never...\hold it against you.\It's been a while since Ahiru's been in a pinch!\I've been waiting for this!\Say, Mytho, why don't you partner with her for the pas du deux?\What? With Mytho? response:	No, Mytho can't. I'll go.
context: Don't worry, please dance to your heart's content.\Even if my love were to end because of it, I will never...\hold it against you.\It's been a while since Ahiru's been in a pinch!\I've been waiting for this!\Say, Mytho, why don't you partner with her for the pas du deux?\What? With Mytho?\No, Mytho can't. I'll go. response:	Why did you get involved?
context: Even if my love were to end because of it, I will never...\hold it against you.\It's been a while since Ahiru's been in a pinch!\I've been waiting for this!\Say, Mytho, why don't you partner with her for the pas du deux?\What? With Mytho?\No, Mytho can't. I'll go.\Why did you get involved? response:	Ooh, our troupe leader's expert opinion gauge is responding.
context: hold it against you.\It's been a while since Ahiru's been in a pinch!\I've been waiting for this!\Say, Mytho, why don't you partner with her for the pas du deux?\What? With Mytho?\No, Mytho can't. I'll go.\Why did you get involved?\Ooh, our troupe leader's expert opinion gauge is responding. response:	Rue, what are you thinking?
context: It's been a while since Ahiru's been in a pinch!\I've been waiting for this!\Say, Mytho, why don't you partner with her for the pas du deux?\What? With Mytho?\No, Mytho can't. I'll go.\Why did you get involved?\Ooh, our troupe leader's expert opinion gauge is responding.\Rue, what are you thinking? response:	Pathetic.
context: I've been waiting for this!\Say, Mytho, why don't you partner with her for the pas du deux?\What? With Mytho?\No, Mytho can't. I'll go.\Why did you get involved?\Ooh, our troupe leader's expert opinion gauge is responding.\Rue, what are you thinking?\Pathetic. response:	I'll take this chance to make this clear to you.
context: Say, Mytho, why don't you partner with her for the pas du deux?\What? With Mytho?\No, Mytho can't. I'll go.\Why did you get involved?\Ooh, our troupe leader's expert opinion gauge is responding.\Rue, what are you thinking?\Pathetic.\I'll take this chance to make this clear to you. response:	What?
context: What? With Mytho?\No, Mytho can't. I'll go.\Why did you get involved?\Ooh, our troupe leader's expert opinion gauge is responding.\Rue, what are you thinking?\Pathetic.\I'll take this chance to make this clear to you.\What? response:	Stay away from Mytho.
context: No, Mytho can't. I'll go.\Why did you get involved?\Ooh, our troupe leader's expert opinion gauge is responding.\Rue, what are you thinking?\Pathetic.\I'll take this chance to make this clear to you.\What?\Stay away from Mytho. response:	YOU stay away from...
context: Why did you get involved?\Ooh, our troupe leader's expert opinion gauge is responding.\Rue, what are you thinking?\Pathetic.\I'll take this chance to make this clear to you.\What?\Stay away from Mytho.\YOU stay away from... response:	You're an eyesore.
context: Ooh, our troupe leader's expert opinion gauge is responding.\Rue, what are you thinking?\Pathetic.\I'll take this chance to make this clear to you.\What?\Stay away from Mytho.\YOU stay away from...\You're an eyesore. response:	That's it. This girl's dancing is hardly elegant,
context: Rue, what are you thinking?\Pathetic.\I'll take this chance to make this clear to you.\What?\Stay away from Mytho.\YOU stay away from...\You're an eyesore.\That's it. This girl's dancing is hardly elegant, response:	but it's overflowing with her own individuality.
context: Pathetic.\I'll take this chance to make this clear to you.\What?\Stay away from Mytho.\YOU stay away from...\You're an eyesore.\That's it. This girl's dancing is hardly elegant,\but it's overflowing with her own individuality. response:	Mytho's heart shard...
context: I'll take this chance to make this clear to you.\What?\Stay away from Mytho.\YOU stay away from...\You're an eyesore.\That's it. This girl's dancing is hardly elegant,\but it's overflowing with her own individuality.\Mytho's heart shard... response:	Owowow...
context: What?\Stay away from Mytho.\YOU stay away from...\You're an eyesore.\That's it. This girl's dancing is hardly elegant,\but it's overflowing with her own individuality.\Mytho's heart shard...\Owowow... response:	Are you okay?
context: Stay away from Mytho.\YOU stay away from...\You're an eyesore.\That's it. This girl's dancing is hardly elegant,\but it's overflowing with her own individuality.\Mytho's heart shard...\Owowow...\Are you okay? response:	What? Oh, yes!
context: YOU stay away from...\You're an eyesore.\That's it. This girl's dancing is hardly elegant,\but it's overflowing with her own individuality.\Mytho's heart shard...\Owowow...\Are you okay?\What? Oh, yes! response:	I'm sorry I asked you to do this when you didn't want to.
context: You're an eyesore.\That's it. This girl's dancing is hardly elegant,\but it's overflowing with her own individuality.\Mytho's heart shard...\Owowow...\Are you okay?\What? Oh, yes!\I'm sorry I asked you to do this when you didn't want to. response:	It was splendid. Are you hurt at all?
context: That's it. This girl's dancing is hardly elegant,\but it's overflowing with her own individuality.\Mytho's heart shard...\Owowow...\Are you okay?\What? Oh, yes!\I'm sorry I asked you to do this when you didn't want to.\It was splendid. Are you hurt at all? response:	Uh, no, I'm completely fine!
context: but it's overflowing with her own individuality.\Mytho's heart shard...\Owowow...\Are you okay?\What? Oh, yes!\I'm sorry I asked you to do this when you didn't want to.\It was splendid. Are you hurt at all?\Uh, no, I'm completely fine! response:	Uh, um, where's the bathroom?!
context: Mytho's heart shard...\Owowow...\Are you okay?\What? Oh, yes!\I'm sorry I asked you to do this when you didn't want to.\It was splendid. Are you hurt at all?\Uh, no, I'm completely fine!\Uh, um, where's the bathroom?! response:	Go out those doors, turn left, and at the end of the hall...
context: Owowow...\Are you okay?\What? Oh, yes!\I'm sorry I asked you to do this when you didn't want to.\It was splendid. Are you hurt at all?\Uh, no, I'm completely fine!\Uh, um, where's the bathroom?!\Go out those doors, turn left, and at the end of the hall... response:	All right!
context: Are you okay?\What? Oh, yes!\I'm sorry I asked you to do this when you didn't want to.\It was splendid. Are you hurt at all?\Uh, no, I'm completely fine!\Uh, um, where's the bathroom?!\Go out those doors, turn left, and at the end of the hall...\All right! response:	Oh? The shard of the prince's heart is running away.
context: What? Oh, yes!\I'm sorry I asked you to do this when you didn't want to.\It was splendid. Are you hurt at all?\Uh, no, I'm completely fine!\Uh, um, where's the bathroom?!\Go out those doors, turn left, and at the end of the hall...\All right!\Oh? The shard of the prince's heart is running away. response:	I wonder what it's so afraid of, Princess Tutu?
context: I'm sorry I asked you to do this when you didn't want to.\It was splendid. Are you hurt at all?\Uh, no, I'm completely fine!\Uh, um, where's the bathroom?!\Go out those doors, turn left, and at the end of the hall...\All right!\Oh? The shard of the prince's heart is running away.\I wonder what it's so afraid of, Princess Tutu? response:	Wait!
context: It was splendid. Are you hurt at all?\Uh, no, I'm completely fine!\Uh, um, where's the bathroom?!\Go out those doors, turn left, and at the end of the hall...\All right!\Oh? The shard of the prince's heart is running away.\I wonder what it's so afraid of, Princess Tutu?\Wait! response:	Why are you running away?
context: Uh, no, I'm completely fine!\Uh, um, where's the bathroom?!\Go out those doors, turn left, and at the end of the hall...\All right!\Oh? The shard of the prince's heart is running away.\I wonder what it's so afraid of, Princess Tutu?\Wait!\Why are you running away? response:	Now, let's go back to where you belong.
context: Uh, um, where's the bathroom?!\Go out those doors, turn left, and at the end of the hall...\All right!\Oh? The shard of the prince's heart is running away.\I wonder what it's so afraid of, Princess Tutu?\Wait!\Why are you running away?\Now, let's go back to where you belong. response:	I don't want to, I'm afraid.
context: Go out those doors, turn left, and at the end of the hall...\All right!\Oh? The shard of the prince's heart is running away.\I wonder what it's so afraid of, Princess Tutu?\Wait!\Why are you running away?\Now, let's go back to where you belong.\I don't want to, I'm afraid. response:	No, you have to go back.
context: All right!\Oh? The shard of the prince's heart is running away.\I wonder what it's so afraid of, Princess Tutu?\Wait!\Why are you running away?\Now, let's go back to where you belong.\I don't want to, I'm afraid.\No, you have to go back. response:	Why?
context: Oh? The shard of the prince's heart is running away.\I wonder what it's so afraid of, Princess Tutu?\Wait!\Why are you running away?\Now, let's go back to where you belong.\I don't want to, I'm afraid.\No, you have to go back.\Why? response:	You just have to.
context: I wonder what it's so afraid of, Princess Tutu?\Wait!\Why are you running away?\Now, let's go back to where you belong.\I don't want to, I'm afraid.\No, you have to go back.\Why?\You just have to. response:	What for?
context: Wait!\Why are you running away?\Now, let's go back to where you belong.\I don't want to, I'm afraid.\No, you have to go back.\Why?\You just have to.\What for? response:	So that Mytho can regain his smile.
context: Why are you running away?\Now, let's go back to where you belong.\I don't want to, I'm afraid.\No, you have to go back.\Why?\You just have to.\What for?\So that Mytho can regain his smile. response:	I'll take you back.
context: Now, let's go back to where you belong.\I don't want to, I'm afraid.\No, you have to go back.\Why?\You just have to.\What for?\So that Mytho can regain his smile.\I'll take you back. response:	Come on, give me your hand.
context: I don't want to, I'm afraid.\No, you have to go back.\Why?\You just have to.\What for?\So that Mytho can regain his smile.\I'll take you back.\Come on, give me your hand. response:	Come on.
context: No, you have to go back.\Why?\You just have to.\What for?\So that Mytho can regain his smile.\I'll take you back.\Come on, give me your hand.\Come on. response:	No!
context: Why?\You just have to.\What for?\So that Mytho can regain his smile.\I'll take you back.\Come on, give me your hand.\Come on.\No! response:	Now, go on back to Mytho.
context: You just have to.\What for?\So that Mytho can regain his smile.\I'll take you back.\Come on, give me your hand.\Come on.\No!\Now, go on back to Mytho. response:	Mytho!
context: What for?\So that Mytho can regain his smile.\I'll take you back.\Come on, give me your hand.\Come on.\No!\Now, go on back to Mytho.\Mytho! response:	A piece of his heart's been returned.
context: So that Mytho can regain his smile.\I'll take you back.\Come on, give me your hand.\Come on.\No!\Now, go on back to Mytho.\Mytho!\A piece of his heart's been returned. response:	What?!
context: I'll take you back.\Come on, give me your hand.\Come on.\No!\Now, go on back to Mytho.\Mytho!\A piece of his heart's been returned.\What?! response:	Everyone, stay calm!
context: Come on, give me your hand.\Come on.\No!\Now, go on back to Mytho.\Mytho!\A piece of his heart's been returned.\What?!\Everyone, stay calm! response:	What's that?
context: Come on.\No!\Now, go on back to Mytho.\Mytho!\A piece of his heart's been returned.\What?!\Everyone, stay calm!\What's that? response:	What?
context: No!\Now, go on back to Mytho.\Mytho!\A piece of his heart's been returned.\What?!\Everyone, stay calm!\What's that?\What? response:	Hang in there, Mytho!
context: Now, go on back to Mytho.\Mytho!\A piece of his heart's been returned.\What?!\Everyone, stay calm!\What's that?\What?\Hang in there, Mytho! response:	Damn that Princess Tutu!
context: Mytho!\A piece of his heart's been returned.\What?!\Everyone, stay calm!\What's that?\What?\Hang in there, Mytho!\Damn that Princess Tutu! response:	Quack!
context: A piece of his heart's been returned.\What?!\Everyone, stay calm!\What's that?\What?\Hang in there, Mytho!\Damn that Princess Tutu!\Quack! response:	I'm afraid... I'm afraid!
context: What?!\Everyone, stay calm!\What's that?\What?\Hang in there, Mytho!\Damn that Princess Tutu!\Quack!\I'm afraid... I'm afraid! response:	Calm down!
context: Everyone, stay calm!\What's that?\What?\Hang in there, Mytho!\Damn that Princess Tutu!\Quack!\I'm afraid... I'm afraid!\Calm down! response:	What's happened to Mytho?
context: What's that?\What?\Hang in there, Mytho!\Damn that Princess Tutu!\Quack!\I'm afraid... I'm afraid!\Calm down!\What's happened to Mytho? response:	It's okay! I'm the only one here!
context: What?\Hang in there, Mytho!\Damn that Princess Tutu!\Quack!\I'm afraid... I'm afraid!\Calm down!\What's happened to Mytho?\It's okay! I'm the only one here! response:	What is it? What are you afraid of?
context: Hang in there, Mytho!\Damn that Princess Tutu!\Quack!\I'm afraid... I'm afraid!\Calm down!\What's happened to Mytho?\It's okay! I'm the only one here!\What is it? What are you afraid of? response:	Tell me.
context: Damn that Princess Tutu!\Quack!\I'm afraid... I'm afraid!\Calm down!\What's happened to Mytho?\It's okay! I'm the only one here!\What is it? What are you afraid of?\Tell me. response:	Tutu...
context: Quack!\I'm afraid... I'm afraid!\Calm down!\What's happened to Mytho?\It's okay! I'm the only one here!\What is it? What are you afraid of?\Tell me.\Tutu... response:	What?
context: I'm afraid... I'm afraid!\Calm down!\What's happened to Mytho?\It's okay! I'm the only one here!\What is it? What are you afraid of?\Tell me.\Tutu...\What? response:	I'm afraid...
context: Calm down!\What's happened to Mytho?\It's okay! I'm the only one here!\What is it? What are you afraid of?\Tell me.\Tutu...\What?\I'm afraid... response:	of Princess Tutu.
context: What's happened to Mytho?\It's okay! I'm the only one here!\What is it? What are you afraid of?\Tell me.\Tutu...\What?\I'm afraid...\of Princess Tutu. response:	I'm afraid of Princess Tutu.
context: It's okay! I'm the only one here!\What is it? What are you afraid of?\Tell me.\Tutu...\What?\I'm afraid...\of Princess Tutu.\I'm afraid of Princess Tutu. response:	What?
context: What is it? What are you afraid of?\Tell me.\Tutu...\What?\I'm afraid...\of Princess Tutu.\I'm afraid of Princess Tutu.\What? response:	That can't be...
context: Tell me.\Tutu...\What?\I'm afraid...\of Princess Tutu.\I'm afraid of Princess Tutu.\What?\That can't be... response:	The feelings of fear and uncertainty.
context: Tutu...\What?\I'm afraid...\of Princess Tutu.\I'm afraid of Princess Tutu.\What?\That can't be...\The feelings of fear and uncertainty. response:	Yet another shard has been returned.
context: What?\I'm afraid...\of Princess Tutu.\I'm afraid of Princess Tutu.\What?\That can't be...\The feelings of fear and uncertainty.\Yet another shard has been returned. response:	But the prince seems sad.
context: I'm afraid...\of Princess Tutu.\I'm afraid of Princess Tutu.\What?\That can't be...\The feelings of fear and uncertainty.\Yet another shard has been returned.\But the prince seems sad. response:	I wonder what's going to happen after this?
context: of Princess Tutu.\I'm afraid of Princess Tutu.\What?\That can't be...\The feelings of fear and uncertainty.\Yet another shard has been returned.\But the prince seems sad.\I wonder what's going to happen after this? response:	Why?
context: I'm afraid of Princess Tutu.\What?\That can't be...\The feelings of fear and uncertainty.\Yet another shard has been returned.\But the prince seems sad.\I wonder what's going to happen after this?\Why? response:	I returned a shard of his heart...
context: What?\That can't be...\The feelings of fear and uncertainty.\Yet another shard has been returned.\But the prince seems sad.\I wonder what's going to happen after this?\Why?\I returned a shard of his heart... response:	What's going to happen to Mytho?
context: That can't be...\The feelings of fear and uncertainty.\Yet another shard has been returned.\But the prince seems sad.\I wonder what's going to happen after this?\Why?\I returned a shard of his heart...\What's going to happen to Mytho? response:	Why was Mytho suffering?
context: The feelings of fear and uncertainty.\Yet another shard has been returned.\But the prince seems sad.\I wonder what's going to happen after this?\Why?\I returned a shard of his heart...\What's going to happen to Mytho?\Why was Mytho suffering? response:	Why was Mytho crying?
context: Yet another shard has been returned.\But the prince seems sad.\I wonder what's going to happen after this?\Why?\I returned a shard of his heart...\What's going to happen to Mytho?\Why was Mytho suffering?\Why was Mytho crying? response:	I just wanted Mytho to smile.
context: But the prince seems sad.\I wonder what's going to happen after this?\Why?\I returned a shard of his heart...\What's going to happen to Mytho?\Why was Mytho suffering?\Why was Mytho crying?\I just wanted Mytho to smile. response:	That was all...
context: I wonder what's going to happen after this?\Why?\I returned a shard of his heart...\What's going to happen to Mytho?\Why was Mytho suffering?\Why was Mytho crying?\I just wanted Mytho to smile.\That was all... response:	Was it bad?
