context: Well, she's definitely from a duke's family. response:	Yeah, this is beyond generous.
context: Your lifespan is limited...\And yet... I wasted 350 years of your time...\It's all right.\You want to return home to your beloved.\No one can stop matters of the heart.\I'm so sorry... Truly.\Do not worry about that. I waited because I wanted to.\Tigerson... response:	The days I spent waiting for you had meaning.
context: And yet... I wasted 350 years of your time...\It's all right.\You want to return home to your beloved.\No one can stop matters of the heart.\I'm so sorry... Truly.\Do not worry about that. I waited because I wanted to.\Tigerson...\The days I spent waiting for you had meaning. response:	I ended up using Dungeon Elevator to return to the first floor,
context: It's all right.\You want to return home to your beloved.\No one can stop matters of the heart.\I'm so sorry... Truly.\Do not worry about that. I waited because I wanted to.\Tigerson...\The days I spent waiting for you had meaning.\I ended up using Dungeon Elevator to return to the first floor, response:	and then left the dungeon.
context: You want to return home to your beloved.\No one can stop matters of the heart.\I'm so sorry... Truly.\Do not worry about that. I waited because I wanted to.\Tigerson...\The days I spent waiting for you had meaning.\I ended up using Dungeon Elevator to return to the first floor,\and then left the dungeon. response:	Tigerson and Vashelle were also heading toward the exit,
context: No one can stop matters of the heart.\I'm so sorry... Truly.\Do not worry about that. I waited because I wanted to.\Tigerson...\The days I spent waiting for you had meaning.\I ended up using Dungeon Elevator to return to the first floor,\and then left the dungeon.\Tigerson and Vashelle were also heading toward the exit, response:	but I'm sure they had a lot to talk about.
context: I'm so sorry... Truly.\Do not worry about that. I waited because I wanted to.\Tigerson...\The days I spent waiting for you had meaning.\I ended up using Dungeon Elevator to return to the first floor,\and then left the dungeon.\Tigerson and Vashelle were also heading toward the exit,\but I'm sure they had a lot to talk about. response:	Noir, I will repay this favor to you someday.
context: Do not worry about that. I waited because I wanted to.\Tigerson...\The days I spent waiting for you had meaning.\I ended up using Dungeon Elevator to return to the first floor,\and then left the dungeon.\Tigerson and Vashelle were also heading toward the exit,\but I'm sure they had a lot to talk about.\Noir, I will repay this favor to you someday. response:	Don't even worry about it.
context: Tigerson...\The days I spent waiting for you had meaning.\I ended up using Dungeon Elevator to return to the first floor,\and then left the dungeon.\Tigerson and Vashelle were also heading toward the exit,\but I'm sure they had a lot to talk about.\Noir, I will repay this favor to you someday.\Don't even worry about it. response:	Tigerson, once things calm down, I promise to come see you again.
context: The days I spent waiting for you had meaning.\I ended up using Dungeon Elevator to return to the first floor,\and then left the dungeon.\Tigerson and Vashelle were also heading toward the exit,\but I'm sure they had a lot to talk about.\Noir, I will repay this favor to you someday.\Don't even worry about it.\Tigerson, once things calm down, I promise to come see you again. response:	Stay well, my friend.
context: I ended up using Dungeon Elevator to return to the first floor,\and then left the dungeon.\Tigerson and Vashelle were also heading toward the exit,\but I'm sure they had a lot to talk about.\Noir, I will repay this favor to you someday.\Don't even worry about it.\Tigerson, once things calm down, I promise to come see you again.\Stay well, my friend. response:	I am tough, if nothing else.
context: and then left the dungeon.\Tigerson and Vashelle were also heading toward the exit,\but I'm sure they had a lot to talk about.\Noir, I will repay this favor to you someday.\Don't even worry about it.\Tigerson, once things calm down, I promise to come see you again.\Stay well, my friend.\I am tough, if nothing else. response:	True.
context: Tigerson and Vashelle were also heading toward the exit,\but I'm sure they had a lot to talk about.\Noir, I will repay this favor to you someday.\Don't even worry about it.\Tigerson, once things calm down, I promise to come see you again.\Stay well, my friend.\I am tough, if nothing else.\True. response:	Farewell, Tigerson!
context: but I'm sure they had a lot to talk about.\Noir, I will repay this favor to you someday.\Don't even worry about it.\Tigerson, once things calm down, I promise to come see you again.\Stay well, my friend.\I am tough, if nothing else.\True.\Farewell, Tigerson! response:	Farewell.
context: Noir, I will repay this favor to you someday.\Don't even worry about it.\Tigerson, once things calm down, I promise to come see you again.\Stay well, my friend.\I am tough, if nothing else.\True.\Farewell, Tigerson!\Farewell. response:	It was so much fun.
context: Don't even worry about it.\Tigerson, once things calm down, I promise to come see you again.\Stay well, my friend.\I am tough, if nothing else.\True.\Farewell, Tigerson!\Farewell.\It was so much fun. response:	The days I spent with you... were so much fun.
context: Tigerson, once things calm down, I promise to come see you again.\Stay well, my friend.\I am tough, if nothing else.\True.\Farewell, Tigerson!\Farewell.\It was so much fun.\The days I spent with you... were so much fun. response:	Noir, I thank you for what you have done.
context: Stay well, my friend.\I am tough, if nothing else.\True.\Farewell, Tigerson!\Farewell.\It was so much fun.\The days I spent with you... were so much fun.\Noir, I thank you for what you have done. response:	What are you going to do now, Tigerson?
context: I am tough, if nothing else.\True.\Farewell, Tigerson!\Farewell.\It was so much fun.\The days I spent with you... were so much fun.\Noir, I thank you for what you have done.\What are you going to do now, Tigerson? response:	Who knows?
context: True.\Farewell, Tigerson!\Farewell.\It was so much fun.\The days I spent with you... were so much fun.\Noir, I thank you for what you have done.\What are you going to do now, Tigerson?\Who knows? response:	For now, I will go back to the fifth floor. I forgot something there.
context: Farewell, Tigerson!\Farewell.\It was so much fun.\The days I spent with you... were so much fun.\Noir, I thank you for what you have done.\What are you going to do now, Tigerson?\Who knows?\For now, I will go back to the fifth floor. I forgot something there. response:	Farewell.
context: Farewell.\It was so much fun.\The days I spent with you... were so much fun.\Noir, I thank you for what you have done.\What are you going to do now, Tigerson?\Who knows?\For now, I will go back to the fifth floor. I forgot something there.\Farewell. response:	I got curious, so I went back, too.
context: It was so much fun.\The days I spent with you... were so much fun.\Noir, I thank you for what you have done.\What are you going to do now, Tigerson?\Who knows?\For now, I will go back to the fifth floor. I forgot something there.\Farewell.\I got curious, so I went back, too. response:	Tigerson?
context: The days I spent with you... were so much fun.\Noir, I thank you for what you have done.\What are you going to do now, Tigerson?\Who knows?\For now, I will go back to the fifth floor. I forgot something there.\Farewell.\I got curious, so I went back, too.\Tigerson? response:	He seemed pretty calm, but I guess he's actually angry...
context: Noir, I thank you for what you have done.\What are you going to do now, Tigerson?\Who knows?\For now, I will go back to the fifth floor. I forgot something there.\Farewell.\I got curious, so I went back, too.\Tigerson?\He seemed pretty calm, but I guess he's actually angry... response:	He's not angry...
context: What are you going to do now, Tigerson?\Who knows?\For now, I will go back to the fifth floor. I forgot something there.\Farewell.\I got curious, so I went back, too.\Tigerson?\He seemed pretty calm, but I guess he's actually angry...\He's not angry... response:	He's crying.
context: Who knows?\For now, I will go back to the fifth floor. I forgot something there.\Farewell.\I got curious, so I went back, too.\Tigerson?\He seemed pretty calm, but I guess he's actually angry...\He's not angry...\He's crying. response:	Is that you, Noir?
context: For now, I will go back to the fifth floor. I forgot something there.\Farewell.\I got curious, so I went back, too.\Tigerson?\He seemed pretty calm, but I guess he's actually angry...\He's not angry...\He's crying.\Is that you, Noir? response:	Yeah.
context: Farewell.\I got curious, so I went back, too.\Tigerson?\He seemed pretty calm, but I guess he's actually angry...\He's not angry...\He's crying.\Is that you, Noir?\Yeah. response:	I prepared myself for the day I would have to part with him.
context: I got curious, so I went back, too.\Tigerson?\He seemed pretty calm, but I guess he's actually angry...\He's not angry...\He's crying.\Is that you, Noir?\Yeah.\I prepared myself for the day I would have to part with him. response:	And yet, now that I must face that reality...
context: Tigerson?\He seemed pretty calm, but I guess he's actually angry...\He's not angry...\He's crying.\Is that you, Noir?\Yeah.\I prepared myself for the day I would have to part with him.\And yet, now that I must face that reality... response:	I am weak.
context: He seemed pretty calm, but I guess he's actually angry...\He's not angry...\He's crying.\Is that you, Noir?\Yeah.\I prepared myself for the day I would have to part with him.\And yet, now that I must face that reality...\I am weak. response:	That's not true!
context: He's not angry...\He's crying.\Is that you, Noir?\Yeah.\I prepared myself for the day I would have to part with him.\And yet, now that I must face that reality...\I am weak.\That's not true! response:	I imagined it, too. Having to say goodbye to my loved ones...
context: He's crying.\Is that you, Noir?\Yeah.\I prepared myself for the day I would have to part with him.\And yet, now that I must face that reality...\I am weak.\That's not true!\I imagined it, too. Having to say goodbye to my loved ones... response:	To be honest, it was so sad and painful that I didn't want to imagine it.
context: Is that you, Noir?\Yeah.\I prepared myself for the day I would have to part with him.\And yet, now that I must face that reality...\I am weak.\That's not true!\I imagined it, too. Having to say goodbye to my loved ones...\To be honest, it was so sad and painful that I didn't want to imagine it. response:	It felt like I was losing a part of myself.
context: Yeah.\I prepared myself for the day I would have to part with him.\And yet, now that I must face that reality...\I am weak.\That's not true!\I imagined it, too. Having to say goodbye to my loved ones...\To be honest, it was so sad and painful that I didn't want to imagine it.\It felt like I was losing a part of myself. response:	Noir...
context: I prepared myself for the day I would have to part with him.\And yet, now that I must face that reality...\I am weak.\That's not true!\I imagined it, too. Having to say goodbye to my loved ones...\To be honest, it was so sad and painful that I didn't want to imagine it.\It felt like I was losing a part of myself.\Noir... response:	Let's do it.
context: And yet, now that I must face that reality...\I am weak.\That's not true!\I imagined it, too. Having to say goodbye to my loved ones...\To be honest, it was so sad and painful that I didn't want to imagine it.\It felt like I was losing a part of myself.\Noir...\Let's do it. response:	Let's be friends!
context: I am weak.\That's not true!\I imagined it, too. Having to say goodbye to my loved ones...\To be honest, it was so sad and painful that I didn't want to imagine it.\It felt like I was losing a part of myself.\Noir...\Let's do it.\Let's be friends! response:	Friends? You and me?
context: That's not true!\I imagined it, too. Having to say goodbye to my loved ones...\To be honest, it was so sad and painful that I didn't want to imagine it.\It felt like I was losing a part of myself.\Noir...\Let's do it.\Let's be friends!\Friends? You and me? response:	Yeah, I'm serious.
context: I imagined it, too. Having to say goodbye to my loved ones...\To be honest, it was so sad and painful that I didn't want to imagine it.\It felt like I was losing a part of myself.\Noir...\Let's do it.\Let's be friends!\Friends? You and me?\Yeah, I'm serious. response:	Actually, why don't you come live at my place?
context: To be honest, it was so sad and painful that I didn't want to imagine it.\It felt like I was losing a part of myself.\Noir...\Let's do it.\Let's be friends!\Friends? You and me?\Yeah, I'm serious.\Actually, why don't you come live at my place? response:	It's much more comfortable sleeping on a warm carpet than this cold stone floor.
context: It felt like I was losing a part of myself.\Noir...\Let's do it.\Let's be friends!\Friends? You and me?\Yeah, I'm serious.\Actually, why don't you come live at my place?\It's much more comfortable sleeping on a warm carpet than this cold stone floor. response:	Aye. I shall take you up on that offer.
context: Noir...\Let's do it.\Let's be friends!\Friends? You and me?\Yeah, I'm serious.\Actually, why don't you come live at my place?\It's much more comfortable sleeping on a warm carpet than this cold stone floor.\Aye. I shall take you up on that offer. response:	I can at least serve as your guard lion.
context: Let's do it.\Let's be friends!\Friends? You and me?\Yeah, I'm serious.\Actually, why don't you come live at my place?\It's much more comfortable sleeping on a warm carpet than this cold stone floor.\Aye. I shall take you up on that offer.\I can at least serve as your guard lion. response:	I guess that settles it.
context: Let's be friends!\Friends? You and me?\Yeah, I'm serious.\Actually, why don't you come live at my place?\It's much more comfortable sleeping on a warm carpet than this cold stone floor.\Aye. I shall take you up on that offer.\I can at least serve as your guard lion.\I guess that settles it. response:	Hop onto my back.
context: Friends? You and me?\Yeah, I'm serious.\Actually, why don't you come live at my place?\It's much more comfortable sleeping on a warm carpet than this cold stone floor.\Aye. I shall take you up on that offer.\I can at least serve as your guard lion.\I guess that settles it.\Hop onto my back. response:	Let us go to your home.
context: Yeah, I'm serious.\Actually, why don't you come live at my place?\It's much more comfortable sleeping on a warm carpet than this cold stone floor.\Aye. I shall take you up on that offer.\I can at least serve as your guard lion.\I guess that settles it.\Hop onto my back.\Let us go to your home. response:	No, Tigerson.
context: Actually, why don't you come live at my place?\It's much more comfortable sleeping on a warm carpet than this cold stone floor.\Aye. I shall take you up on that offer.\I can at least serve as your guard lion.\I guess that settles it.\Hop onto my back.\Let us go to your home.\No, Tigerson. response:	Let's go back to our home.
context: It's much more comfortable sleeping on a warm carpet than this cold stone floor.\Aye. I shall take you up on that offer.\I can at least serve as your guard lion.\I guess that settles it.\Hop onto my back.\Let us go to your home.\No, Tigerson.\Let's go back to our home. response:	Ah, I see...
context: Aye. I shall take you up on that offer.\I can at least serve as your guard lion.\I guess that settles it.\Hop onto my back.\Let us go to your home.\No, Tigerson.\Let's go back to our home.\Ah, I see... response:	I finally understand, Vashelle.
context: I can at least serve as your guard lion.\I guess that settles it.\Hop onto my back.\Let us go to your home.\No, Tigerson.\Let's go back to our home.\Ah, I see...\I finally understand, Vashelle. response:	There was another reason that I waited 350 years.
context: I guess that settles it.\Hop onto my back.\Let us go to your home.\No, Tigerson.\Let's go back to our home.\Ah, I see...\I finally understand, Vashelle.\There was another reason that I waited 350 years. response:	Today, I met another
context: Hop onto my back.\Let us go to your home.\No, Tigerson.\Let's go back to our home.\Ah, I see...\I finally understand, Vashelle.\There was another reason that I waited 350 years.\Today, I met another response:	who reached out to me. The second out of 990,000.
context: Let us go to your home.\No, Tigerson.\Let's go back to our home.\Ah, I see...\I finally understand, Vashelle.\There was another reason that I waited 350 years.\Today, I met another\who reached out to me. The second out of 990,000. response:	It's been so long since I felt the wind.
context: No, Tigerson.\Let's go back to our home.\Ah, I see...\I finally understand, Vashelle.\There was another reason that I waited 350 years.\Today, I met another\who reached out to me. The second out of 990,000.\It's been so long since I felt the wind. response:	It feels wonderful. Make sure you don't get thrown off!
context: Let's go back to our home.\Ah, I see...\I finally understand, Vashelle.\There was another reason that I waited 350 years.\Today, I met another\who reached out to me. The second out of 990,000.\It's been so long since I felt the wind.\It feels wonderful. Make sure you don't get thrown off! response:	Okay! Let's fly!
context: Ah, I see...\I finally understand, Vashelle.\There was another reason that I waited 350 years.\Today, I met another\who reached out to me. The second out of 990,000.\It's been so long since I felt the wind.\It feels wonderful. Make sure you don't get thrown off!\Okay! Let's fly! response:	Wh-Wha...
context: I finally understand, Vashelle.\There was another reason that I waited 350 years.\Today, I met another\who reached out to me. The second out of 990,000.\It's been so long since I felt the wind.\It feels wonderful. Make sure you don't get thrown off!\Okay! Let's fly!\Wh-Wha... response:	What?!
context: There was another reason that I waited 350 years.\Today, I met another\who reached out to me. The second out of 990,000.\It's been so long since I felt the wind.\It feels wonderful. Make sure you don't get thrown off!\Okay! Let's fly!\Wh-Wha...\What?! response:	I'm back, Father.
context: Today, I met another\who reached out to me. The second out of 990,000.\It's been so long since I felt the wind.\It feels wonderful. Make sure you don't get thrown off!\Okay! Let's fly!\Wh-Wha...\What?!\I'm back, Father. response:	I-I can quite plainly see that...
context: who reached out to me. The second out of 990,000.\It's been so long since I felt the wind.\It feels wonderful. Make sure you don't get thrown off!\Okay! Let's fly!\Wh-Wha...\What?!\I'm back, Father.\I-I can quite plainly see that... response:	Oh, my.
context: It's been so long since I felt the wind.\It feels wonderful. Make sure you don't get thrown off!\Okay! Let's fly!\Wh-Wha...\What?!\I'm back, Father.\I-I can quite plainly see that...\Oh, my. response:	Brother Dearest! Did you make that creature your familiar?
context: It feels wonderful. Make sure you don't get thrown off!\Okay! Let's fly!\Wh-Wha...\What?!\I'm back, Father.\I-I can quite plainly see that...\Oh, my.\Brother Dearest! Did you make that creature your familiar? response:	No, Tigerson is my friend.
context: Okay! Let's fly!\Wh-Wha...\What?!\I'm back, Father.\I-I can quite plainly see that...\Oh, my.\Brother Dearest! Did you make that creature your familiar?\No, Tigerson is my friend. response:	Tigerson? Its name isn't Lionson?
context: Wh-Wha...\What?!\I'm back, Father.\I-I can quite plainly see that...\Oh, my.\Brother Dearest! Did you make that creature your familiar?\No, Tigerson is my friend.\Tigerson? Its name isn't Lionson? response:	Correct.
context: What?!\I'm back, Father.\I-I can quite plainly see that...\Oh, my.\Brother Dearest! Did you make that creature your familiar?\No, Tigerson is my friend.\Tigerson? Its name isn't Lionson?\Correct. response:	Well, whatever.
context: I'm back, Father.\I-I can quite plainly see that...\Oh, my.\Brother Dearest! Did you make that creature your familiar?\No, Tigerson is my friend.\Tigerson? Its name isn't Lionson?\Correct.\Well, whatever. response:	More importantly... It doesn't bite, does it?
context: I-I can quite plainly see that...\Oh, my.\Brother Dearest! Did you make that creature your familiar?\No, Tigerson is my friend.\Tigerson? Its name isn't Lionson?\Correct.\Well, whatever.\More importantly... It doesn't bite, does it? response:	I would never do such a thing.
context: Oh, my.\Brother Dearest! Did you make that creature your familiar?\No, Tigerson is my friend.\Tigerson? Its name isn't Lionson?\Correct.\Well, whatever.\More importantly... It doesn't bite, does it?\I would never do such a thing. response:	It can talk?! What a smart kitty.
context: Brother Dearest! Did you make that creature your familiar?\No, Tigerson is my friend.\Tigerson? Its name isn't Lionson?\Correct.\Well, whatever.\More importantly... It doesn't bite, does it?\I would never do such a thing.\It can talk?! What a smart kitty. response:	When we get our shop up and running, he wants to be our guard lion.
context: No, Tigerson is my friend.\Tigerson? Its name isn't Lionson?\Correct.\Well, whatever.\More importantly... It doesn't bite, does it?\I would never do such a thing.\It can talk?! What a smart kitty.\When we get our shop up and running, he wants to be our guard lion. response:	I-I see. I have a feeling he'll eat me if I say no, so...
context: Tigerson? Its name isn't Lionson?\Correct.\Well, whatever.\More importantly... It doesn't bite, does it?\I would never do such a thing.\It can talk?! What a smart kitty.\When we get our shop up and running, he wants to be our guard lion.\I-I see. I have a feeling he'll eat me if I say no, so... response:	I'll have to make an extra special dinner tonight.
context: Correct.\Well, whatever.\More importantly... It doesn't bite, does it?\I would never do such a thing.\It can talk?! What a smart kitty.\When we get our shop up and running, he wants to be our guard lion.\I-I see. I have a feeling he'll eat me if I say no, so...\I'll have to make an extra special dinner tonight. response:	Come, Tigey. Have a seat.
context: Well, whatever.\More importantly... It doesn't bite, does it?\I would never do such a thing.\It can talk?! What a smart kitty.\When we get our shop up and running, he wants to be our guard lion.\I-I see. I have a feeling he'll eat me if I say no, so...\I'll have to make an extra special dinner tonight.\Come, Tigey. Have a seat. response:	Tigey?!
context: More importantly... It doesn't bite, does it?\I would never do such a thing.\It can talk?! What a smart kitty.\When we get our shop up and running, he wants to be our guard lion.\I-I see. I have a feeling he'll eat me if I say no, so...\I'll have to make an extra special dinner tonight.\Come, Tigey. Have a seat.\Tigey?! response:	Thank you for your hospitality.
context: I would never do such a thing.\It can talk?! What a smart kitty.\When we get our shop up and running, he wants to be our guard lion.\I-I see. I have a feeling he'll eat me if I say no, so...\I'll have to make an extra special dinner tonight.\Come, Tigey. Have a seat.\Tigey?!\Thank you for your hospitality. response:	What a magnificent mane.
context: It can talk?! What a smart kitty.\When we get our shop up and running, he wants to be our guard lion.\I-I see. I have a feeling he'll eat me if I say no, so...\I'll have to make an extra special dinner tonight.\Come, Tigey. Have a seat.\Tigey?!\Thank you for your hospitality.\What a magnificent mane. response:	Say, so what's the deal with the tulip?
context: When we get our shop up and running, he wants to be our guard lion.\I-I see. I have a feeling he'll eat me if I say no, so...\I'll have to make an extra special dinner tonight.\Come, Tigey. Have a seat.\Tigey?!\Thank you for your hospitality.\What a magnificent mane.\Say, so what's the deal with the tulip? response:	Oh, that's...
context: I-I see. I have a feeling he'll eat me if I say no, so...\I'll have to make an extra special dinner tonight.\Come, Tigey. Have a seat.\Tigey?!\Thank you for your hospitality.\What a magnificent mane.\Say, so what's the deal with the tulip?\Oh, that's... response:	My, how cute.
context: I'll have to make an extra special dinner tonight.\Come, Tigey. Have a seat.\Tigey?!\Thank you for your hospitality.\What a magnificent mane.\Say, so what's the deal with the tulip?\Oh, that's...\My, how cute. response:	Th-That's
context: Come, Tigey. Have a seat.\Tigey?!\Thank you for your hospitality.\What a magnificent mane.\Say, so what's the deal with the tulip?\Oh, that's...\My, how cute.\Th-That's response:	As you can see, he gets a bit weird over it.
context: Tigey?!\Thank you for your hospitality.\What a magnificent mane.\Say, so what's the deal with the tulip?\Oh, that's...\My, how cute.\Th-That's\As you can see, he gets a bit weird over it. response:	I see. So it's just like what your mother is to me.
context: Thank you for your hospitality.\What a magnificent mane.\Say, so what's the deal with the tulip?\Oh, that's...\My, how cute.\Th-That's\As you can see, he gets a bit weird over it.\I see. So it's just like what your mother is to me. response:	Well, anyway, that's how Tigerson joined the Stardia family.
context: What a magnificent mane.\Say, so what's the deal with the tulip?\Oh, that's...\My, how cute.\Th-That's\As you can see, he gets a bit weird over it.\I see. So it's just like what your mother is to me.\Well, anyway, that's how Tigerson joined the Stardia family. response:	Take that!
context: Say, so what's the deal with the tulip?\Oh, that's...\My, how cute.\Th-That's\As you can see, he gets a bit weird over it.\I see. So it's just like what your mother is to me.\Well, anyway, that's how Tigerson joined the Stardia family.\Take that! response:	Alice Theater
context: Oh, that's...\My, how cute.\Th-That's\As you can see, he gets a bit weird over it.\I see. So it's just like what your mother is to me.\Well, anyway, that's how Tigerson joined the Stardia family.\Take that!\Alice Theater response:	Alice Theater
context: My, how cute.\Th-That's\As you can see, he gets a bit weird over it.\I see. So it's just like what your mother is to me.\Well, anyway, that's how Tigerson joined the Stardia family.\Take that!\Alice Theater\Alice Theater response:	Alice Theater
context: Th-That's\As you can see, he gets a bit weird over it.\I see. So it's just like what your mother is to me.\Well, anyway, that's how Tigerson joined the Stardia family.\Take that!\Alice Theater\Alice Theater\Alice Theater response:	Alice Theater
context: As you can see, he gets a bit weird over it.\I see. So it's just like what your mother is to me.\Well, anyway, that's how Tigerson joined the Stardia family.\Take that!\Alice Theater\Alice Theater\Alice Theater\Alice Theater response:	Alice Theater
context: I see. So it's just like what your mother is to me.\Well, anyway, that's how Tigerson joined the Stardia family.\Take that!\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater response:	Alice Theater
context: Well, anyway, that's how Tigerson joined the Stardia family.\Take that!\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater response:	Alice Theater
context: Take that!\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater response:	Alice Theater
context: Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater response:	Alice Theater
context: Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater response:	Alice Theater
context: Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater response:	Alice Theater
context: Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater response:	Alice Theater
context: Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater response:	Alice Theater
context: Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater response:	Alice Theater
context: Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater response:	Alice Theater!
context: Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater! response:	What a surprise.
context: Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater!\What a surprise. response:	I never would've figured Tigerson had a weak spot like that.
context: Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater!\What a surprise.\I never would've figured Tigerson had a weak spot like that. response:	Everyone has a weak spot.
context: Alice Theater\Alice Theater\Alice Theater\Alice Theater\Alice Theater!\What a surprise.\I never would've figured Tigerson had a weak spot like that.\Everyone has a weak spot. response:	Wait, that's...
context: Alice Theater\Alice Theater\Alice Theater\Alice Theater!\What a surprise.\I never would've figured Tigerson had a weak spot like that.\Everyone has a weak spot.\Wait, that's... response:	Brother Dearest, you must endure.
context: Alice Theater\Alice Theater\Alice Theater!\What a surprise.\I never would've figured Tigerson had a weak spot like that.\Everyone has a weak spot.\Wait, that's...\Brother Dearest, you must endure. response:	There's a big one...
context: Alice Theater\Alice Theater!\What a surprise.\I never would've figured Tigerson had a weak spot like that.\Everyone has a weak spot.\Wait, that's...\Brother Dearest, you must endure.\There's a big one... response:	My... It's so big, Brother Dearest...
context: Alice Theater!\What a surprise.\I never would've figured Tigerson had a weak spot like that.\Everyone has a weak spot.\Wait, that's...\Brother Dearest, you must endure.\There's a big one...\My... It's so big, Brother Dearest... response:	Next time, The Receptionist Ranking.
context: What a surprise.\I never would've figured Tigerson had a weak spot like that.\Everyone has a weak spot.\Wait, that's...\Brother Dearest, you must endure.\There's a big one...\My... It's so big, Brother Dearest...\Next time, The Receptionist Ranking. response:	Illustration: Mitsumomo Mamu
