context: Are you gonna stay home again today? response:	Yeah, I still feel a little yucky.
context: You're kind of freaking me out here!\Umm, so Hori-san calls you by her first name? That's surpri-\Miyamura-kun, you know, my name's Hori-san, too.\Could you call my daughter by her name?\O-Of course. I'll use her first name.\-Kyo-\-C'mon, I'm just kidding! -Kyo-\It'd be totally awkward switching to her first name out of the blue! response:	I wish I were anywhere else right now.
context: Umm, so Hori-san calls you by her first name? That's surpri-\Miyamura-kun, you know, my name's Hori-san, too.\Could you call my daughter by her name?\O-Of course. I'll use her first name.\-Kyo-\-C'mon, I'm just kidding! -Kyo-\It'd be totally awkward switching to her first name out of the blue!\I wish I were anywhere else right now. response:	Kyoko! Kyoko-chan!
context: Miyamura-kun, you know, my name's Hori-san, too.\Could you call my daughter by her name?\O-Of course. I'll use her first name.\-Kyo-\-C'mon, I'm just kidding! -Kyo-\It'd be totally awkward switching to her first name out of the blue!\I wish I were anywhere else right now.\Kyoko! Kyoko-chan! response:	What? I'm coming.
context: Could you call my daughter by her name?\O-Of course. I'll use her first name.\-Kyo-\-C'mon, I'm just kidding! -Kyo-\It'd be totally awkward switching to her first name out of the blue!\I wish I were anywhere else right now.\Kyoko! Kyoko-chan!\What? I'm coming. response:	What's the deal with you and Miyamura-kun? Is he your boyfriend?
context: O-Of course. I'll use her first name.\-Kyo-\-C'mon, I'm just kidding! -Kyo-\It'd be totally awkward switching to her first name out of the blue!\I wish I were anywhere else right now.\Kyoko! Kyoko-chan!\What? I'm coming.\What's the deal with you and Miyamura-kun? Is he your boyfriend? response:	W-
context: -Kyo-\-C'mon, I'm just kidding! -Kyo-\It'd be totally awkward switching to her first name out of the blue!\I wish I were anywhere else right now.\Kyoko! Kyoko-chan!\What? I'm coming.\What's the deal with you and Miyamura-kun? Is he your boyfriend?\W- response:	We-
context: -C'mon, I'm just kidding! -Kyo-\It'd be totally awkward switching to her first name out of the blue!\I wish I were anywhere else right now.\Kyoko! Kyoko-chan!\What? I'm coming.\What's the deal with you and Miyamura-kun? Is he your boyfriend?\W-\We- response:	Well, yeah, got a problem with that?!
context: It'd be totally awkward switching to her first name out of the blue!\I wish I were anywhere else right now.\Kyoko! Kyoko-chan!\What? I'm coming.\What's the deal with you and Miyamura-kun? Is he your boyfriend?\W-\We-\Well, yeah, got a problem with that?! response:	-Watch out, it's gonna fall!
context: I wish I were anywhere else right now.\Kyoko! Kyoko-chan!\What? I'm coming.\What's the deal with you and Miyamura-kun? Is he your boyfriend?\W-\We-\Well, yeah, got a problem with that?!\-Watch out, it's gonna fall! response:	-Hori-san... -Watch out, it's gonna fall!
context: Kyoko! Kyoko-chan!\What? I'm coming.\What's the deal with you and Miyamura-kun? Is he your boyfriend?\W-\We-\Well, yeah, got a problem with that?!\-Watch out, it's gonna fall!\-Hori-san... -Watch out, it's gonna fall! response:	I don't like boys with long hair!
context: What? I'm coming.\What's the deal with you and Miyamura-kun? Is he your boyfriend?\W-\We-\Well, yeah, got a problem with that?!\-Watch out, it's gonna fall!\-Hori-san... -Watch out, it's gonna fall!\I don't like boys with long hair! response:	Have you looked in a mirror lately?
context: What's the deal with you and Miyamura-kun? Is he your boyfriend?\W-\We-\Well, yeah, got a problem with that?!\-Watch out, it's gonna fall!\-Hori-san... -Watch out, it's gonna fall!\I don't like boys with long hair!\Have you looked in a mirror lately? response:	I'll-I'll cut it.
context: W-\We-\Well, yeah, got a problem with that?!\-Watch out, it's gonna fall!\-Hori-san... -Watch out, it's gonna fall!\I don't like boys with long hair!\Have you looked in a mirror lately?\I'll-I'll cut it. response:	I'll cut it short, sir.
context: We-\Well, yeah, got a problem with that?!\-Watch out, it's gonna fall!\-Hori-san... -Watch out, it's gonna fall!\I don't like boys with long hair!\Have you looked in a mirror lately?\I'll-I'll cut it.\I'll cut it short, sir. response:	Nah, you should just tie it back. Wouldn't want it to go to waste.
context: Well, yeah, got a problem with that?!\-Watch out, it's gonna fall!\-Hori-san... -Watch out, it's gonna fall!\I don't like boys with long hair!\Have you looked in a mirror lately?\I'll-I'll cut it.\I'll cut it short, sir.\Nah, you should just tie it back. Wouldn't want it to go to waste. response:	Just ignore him, Miyamura.
context: -Watch out, it's gonna fall!\-Hori-san... -Watch out, it's gonna fall!\I don't like boys with long hair!\Have you looked in a mirror lately?\I'll-I'll cut it.\I'll cut it short, sir.\Nah, you should just tie it back. Wouldn't want it to go to waste.\Just ignore him, Miyamura. response:	L-Like this?
context: -Hori-san... -Watch out, it's gonna fall!\I don't like boys with long hair!\Have you looked in a mirror lately?\I'll-I'll cut it.\I'll cut it short, sir.\Nah, you should just tie it back. Wouldn't want it to go to waste.\Just ignore him, Miyamura.\L-Like this? response:	Kyoko-chan, get us some bobby pins!
context: I don't like boys with long hair!\Have you looked in a mirror lately?\I'll-I'll cut it.\I'll cut it short, sir.\Nah, you should just tie it back. Wouldn't want it to go to waste.\Just ignore him, Miyamura.\L-Like this?\Kyoko-chan, get us some bobby pins! response:	What? Oh, come on...
context: Have you looked in a mirror lately?\I'll-I'll cut it.\I'll cut it short, sir.\Nah, you should just tie it back. Wouldn't want it to go to waste.\Just ignore him, Miyamura.\L-Like this?\Kyoko-chan, get us some bobby pins!\What? Oh, come on... response:	The girls must be all over you, huh, Miyamura-kun?
context: I'll-I'll cut it.\I'll cut it short, sir.\Nah, you should just tie it back. Wouldn't want it to go to waste.\Just ignore him, Miyamura.\L-Like this?\Kyoko-chan, get us some bobby pins!\What? Oh, come on...\The girls must be all over you, huh, Miyamura-kun? response:	Huh?! No, not at all!
context: I'll cut it short, sir.\Nah, you should just tie it back. Wouldn't want it to go to waste.\Just ignore him, Miyamura.\L-Like this?\Kyoko-chan, get us some bobby pins!\What? Oh, come on...\The girls must be all over you, huh, Miyamura-kun?\Huh?! No, not at all! response:	So you're fine settling for Kyoko here?
context: Nah, you should just tie it back. Wouldn't want it to go to waste.\Just ignore him, Miyamura.\L-Like this?\Kyoko-chan, get us some bobby pins!\What? Oh, come on...\The girls must be all over you, huh, Miyamura-kun?\Huh?! No, not at all!\So you're fine settling for Kyoko here? response:	Yeah. She's the one I fell for.
context: Just ignore him, Miyamura.\L-Like this?\Kyoko-chan, get us some bobby pins!\What? Oh, come on...\The girls must be all over you, huh, Miyamura-kun?\Huh?! No, not at all!\So you're fine settling for Kyoko here?\Yeah. She's the one I fell for. response:	Aww, man! I wish I could go back to high school.
context: L-Like this?\Kyoko-chan, get us some bobby pins!\What? Oh, come on...\The girls must be all over you, huh, Miyamura-kun?\Huh?! No, not at all!\So you're fine settling for Kyoko here?\Yeah. She's the one I fell for.\Aww, man! I wish I could go back to high school. response:	Here are your bobby pins.
context: Kyoko-chan, get us some bobby pins!\What? Oh, come on...\The girls must be all over you, huh, Miyamura-kun?\Huh?! No, not at all!\So you're fine settling for Kyoko here?\Yeah. She's the one I fell for.\Aww, man! I wish I could go back to high school.\Here are your bobby pins. response:	You're exactly like Yuriko was way back when.
context: What? Oh, come on...\The girls must be all over you, huh, Miyamura-kun?\Huh?! No, not at all!\So you're fine settling for Kyoko here?\Yeah. She's the one I fell for.\Aww, man! I wish I could go back to high school.\Here are your bobby pins.\You're exactly like Yuriko was way back when. response:	And I bet you've been this immature since then, too, you big, fat loser.
context: The girls must be all over you, huh, Miyamura-kun?\Huh?! No, not at all!\So you're fine settling for Kyoko here?\Yeah. She's the one I fell for.\Aww, man! I wish I could go back to high school.\Here are your bobby pins.\You're exactly like Yuriko was way back when.\And I bet you've been this immature since then, too, you big, fat loser. response:	Kyosuke...
context: Huh?! No, not at all!\So you're fine settling for Kyoko here?\Yeah. She's the one I fell for.\Aww, man! I wish I could go back to high school.\Here are your bobby pins.\You're exactly like Yuriko was way back when.\And I bet you've been this immature since then, too, you big, fat loser.\Kyosuke... response:	Oh...
context: So you're fine settling for Kyoko here?\Yeah. She's the one I fell for.\Aww, man! I wish I could go back to high school.\Here are your bobby pins.\You're exactly like Yuriko was way back when.\And I bet you've been this immature since then, too, you big, fat loser.\Kyosuke...\Oh... response:	Oh, no! We won't have enough dinner for you!
context: Yeah. She's the one I fell for.\Aww, man! I wish I could go back to high school.\Here are your bobby pins.\You're exactly like Yuriko was way back when.\And I bet you've been this immature since then, too, you big, fat loser.\Kyosuke...\Oh...\Oh, no! We won't have enough dinner for you! response:	Seriously?!
context: Aww, man! I wish I could go back to high school.\Here are your bobby pins.\You're exactly like Yuriko was way back when.\And I bet you've been this immature since then, too, you big, fat loser.\Kyosuke...\Oh...\Oh, no! We won't have enough dinner for you!\Seriously?! response:	Kyoko, Souta, me, Izumi-kun...
context: Here are your bobby pins.\You're exactly like Yuriko was way back when.\And I bet you've been this immature since then, too, you big, fat loser.\Kyosuke...\Oh...\Oh, no! We won't have enough dinner for you!\Seriously?!\Kyoko, Souta, me, Izumi-kun... response:	Oh, it's okay, I'll go home.
context: You're exactly like Yuriko was way back when.\And I bet you've been this immature since then, too, you big, fat loser.\Kyosuke...\Oh...\Oh, no! We won't have enough dinner for you!\Seriously?!\Kyoko, Souta, me, Izumi-kun...\Oh, it's okay, I'll go home. response:	You heard her. I guess you could borrow Miyamura's silverware.
context: And I bet you've been this immature since then, too, you big, fat loser.\Kyosuke...\Oh...\Oh, no! We won't have enough dinner for you!\Seriously?!\Kyoko, Souta, me, Izumi-kun...\Oh, it's okay, I'll go home.\You heard her. I guess you could borrow Miyamura's silverware. response:	Where'd mine go?!
context: Kyosuke...\Oh...\Oh, no! We won't have enough dinner for you!\Seriously?!\Kyoko, Souta, me, Izumi-kun...\Oh, it's okay, I'll go home.\You heard her. I guess you could borrow Miyamura's silverware.\Where'd mine go?! response:	We have some disposable chopsticks you could use...
context: Oh...\Oh, no! We won't have enough dinner for you!\Seriously?!\Kyoko, Souta, me, Izumi-kun...\Oh, it's okay, I'll go home.\You heard her. I guess you could borrow Miyamura's silverware.\Where'd mine go?!\We have some disposable chopsticks you could use... response:	I don't have chopsticks, either?!
context: Oh, no! We won't have enough dinner for you!\Seriously?!\Kyoko, Souta, me, Izumi-kun...\Oh, it's okay, I'll go home.\You heard her. I guess you could borrow Miyamura's silverware.\Where'd mine go?!\We have some disposable chopsticks you could use...\I don't have chopsticks, either?! response:	Sorry about Kyosuke being super annoying.
context: Seriously?!\Kyoko, Souta, me, Izumi-kun...\Oh, it's okay, I'll go home.\You heard her. I guess you could borrow Miyamura's silverware.\Where'd mine go?!\We have some disposable chopsticks you could use...\I don't have chopsticks, either?!\Sorry about Kyosuke being super annoying. response:	It's okay.
context: Kyoko, Souta, me, Izumi-kun...\Oh, it's okay, I'll go home.\You heard her. I guess you could borrow Miyamura's silverware.\Where'd mine go?!\We have some disposable chopsticks you could use...\I don't have chopsticks, either?!\Sorry about Kyosuke being super annoying.\It's okay. response:	You sure? He's always so pushy.
context: Oh, it's okay, I'll go home.\You heard her. I guess you could borrow Miyamura's silverware.\Where'd mine go?!\We have some disposable chopsticks you could use...\I don't have chopsticks, either?!\Sorry about Kyosuke being super annoying.\It's okay.\You sure? He's always so pushy. response:	Somehow, him being a Hori kind of justifies his behavior...
context: You heard her. I guess you could borrow Miyamura's silverware.\Where'd mine go?!\We have some disposable chopsticks you could use...\I don't have chopsticks, either?!\Sorry about Kyosuke being super annoying.\It's okay.\You sure? He's always so pushy.\Somehow, him being a Hori kind of justifies his behavior... response:	Miyamura?
context: Where'd mine go?!\We have some disposable chopsticks you could use...\I don't have chopsticks, either?!\Sorry about Kyosuke being super annoying.\It's okay.\You sure? He's always so pushy.\Somehow, him being a Hori kind of justifies his behavior...\Miyamura? response:	What is it, Hori-san?
context: We have some disposable chopsticks you could use...\I don't have chopsticks, either?!\Sorry about Kyosuke being super annoying.\It's okay.\You sure? He's always so pushy.\Somehow, him being a Hori kind of justifies his behavior...\Miyamura?\What is it, Hori-san? response:	Hori-san, I...
context: I don't have chopsticks, either?!\Sorry about Kyosuke being super annoying.\It's okay.\You sure? He's always so pushy.\Somehow, him being a Hori kind of justifies his behavior...\Miyamura?\What is it, Hori-san?\Hori-san, I... response:	I don't know very much about you.
context: Sorry about Kyosuke being super annoying.\It's okay.\You sure? He's always so pushy.\Somehow, him being a Hori kind of justifies his behavior...\Miyamura?\What is it, Hori-san?\Hori-san, I...\I don't know very much about you. response:	But I'd like to learn more about you, little by little.
context: It's okay.\You sure? He's always so pushy.\Somehow, him being a Hori kind of justifies his behavior...\Miyamura?\What is it, Hori-san?\Hori-san, I...\I don't know very much about you.\But I'd like to learn more about you, little by little. response:	At least, I hope I can.
context: You sure? He's always so pushy.\Somehow, him being a Hori kind of justifies his behavior...\Miyamura?\What is it, Hori-san?\Hori-san, I...\I don't know very much about you.\But I'd like to learn more about you, little by little.\At least, I hope I can. response:	Yeah, well, the feeling's mutual.
context: Somehow, him being a Hori kind of justifies his behavior...\Miyamura?\What is it, Hori-san?\Hori-san, I...\I don't know very much about you.\But I'd like to learn more about you, little by little.\At least, I hope I can.\Yeah, well, the feeling's mutual. response:	Really?
context: Miyamura?\What is it, Hori-san?\Hori-san, I...\I don't know very much about you.\But I'd like to learn more about you, little by little.\At least, I hope I can.\Yeah, well, the feeling's mutual.\Really? response:	Yeah.
context: What is it, Hori-san?\Hori-san, I...\I don't know very much about you.\But I'd like to learn more about you, little by little.\At least, I hope I can.\Yeah, well, the feeling's mutual.\Really?\Yeah. response:	I can walk from here.
context: Hori-san, I...\I don't know very much about you.\But I'd like to learn more about you, little by little.\At least, I hope I can.\Yeah, well, the feeling's mutual.\Really?\Yeah.\I can walk from here. response:	Okay, be careful.
context: I don't know very much about you.\But I'd like to learn more about you, little by little.\At least, I hope I can.\Yeah, well, the feeling's mutual.\Really?\Yeah.\I can walk from here.\Okay, be careful. response:	See you tomorrow.
context: But I'd like to learn more about you, little by little.\At least, I hope I can.\Yeah, well, the feeling's mutual.\Really?\Yeah.\I can walk from here.\Okay, be careful.\See you tomorrow. response:	Hori-san!
context: At least, I hope I can.\Yeah, well, the feeling's mutual.\Really?\Yeah.\I can walk from here.\Okay, be careful.\See you tomorrow.\Hori-san! response:	Thank you.
context: Yeah, well, the feeling's mutual.\Really?\Yeah.\I can walk from here.\Okay, be careful.\See you tomorrow.\Hori-san!\Thank you. response:	S-Sure.
context: Really?\Yeah.\I can walk from here.\Okay, be careful.\See you tomorrow.\Hori-san!\Thank you.\S-Sure. response:	Now I know how hard it is to say see you tomorrow...
context: Yeah.\I can walk from here.\Okay, be careful.\See you tomorrow.\Hori-san!\Thank you.\S-Sure.\Now I know how hard it is to say see you tomorrow... response:	Yeah, so how many problems did we have to do for Math?
context: I can walk from here.\Okay, be careful.\See you tomorrow.\Hori-san!\Thank you.\S-Sure.\Now I know how hard it is to say see you tomorrow...\Yeah, so how many problems did we have to do for Math? response:	Oh. Okay.
context: Okay, be careful.\See you tomorrow.\Hori-san!\Thank you.\S-Sure.\Now I know how hard it is to say see you tomorrow...\Yeah, so how many problems did we have to do for Math?\Oh. Okay. response:	Yeah, yeah.
context: See you tomorrow.\Hori-san!\Thank you.\S-Sure.\Now I know how hard it is to say see you tomorrow...\Yeah, so how many problems did we have to do for Math?\Oh. Okay.\Yeah, yeah. response:	Don't be stupid. I called you. Don't worry about it.
context: Hori-san!\Thank you.\S-Sure.\Now I know how hard it is to say see you tomorrow...\Yeah, so how many problems did we have to do for Math?\Oh. Okay.\Yeah, yeah.\Don't be stupid. I called you. Don't worry about it. response:	You made it happen. Good for you.
context: Thank you.\S-Sure.\Now I know how hard it is to say see you tomorrow...\Yeah, so how many problems did we have to do for Math?\Oh. Okay.\Yeah, yeah.\Don't be stupid. I called you. Don't worry about it.\You made it happen. Good for you. response:	It's fine. Yeah.
context: S-Sure.\Now I know how hard it is to say see you tomorrow...\Yeah, so how many problems did we have to do for Math?\Oh. Okay.\Yeah, yeah.\Don't be stupid. I called you. Don't worry about it.\You made it happen. Good for you.\It's fine. Yeah. response:	See you at school.
context: Now I know how hard it is to say see you tomorrow...\Yeah, so how many problems did we have to do for Math?\Oh. Okay.\Yeah, yeah.\Don't be stupid. I called you. Don't worry about it.\You made it happen. Good for you.\It's fine. Yeah.\See you at school. response:	Aw, crap...
context: Yeah, so how many problems did we have to do for Math?\Oh. Okay.\Yeah, yeah.\Don't be stupid. I called you. Don't worry about it.\You made it happen. Good for you.\It's fine. Yeah.\See you at school.\Aw, crap... response:	I'm so lame.
context: Oh. Okay.\Yeah, yeah.\Don't be stupid. I called you. Don't worry about it.\You made it happen. Good for you.\It's fine. Yeah.\See you at school.\Aw, crap...\I'm so lame. response:	I was the one closest to her, man.
context: Yeah, yeah.\Don't be stupid. I called you. Don't worry about it.\You made it happen. Good for you.\It's fine. Yeah.\See you at school.\Aw, crap...\I'm so lame.\I was the one closest to her, man. response:	Miyamura...
context: Don't be stupid. I called you. Don't worry about it.\You made it happen. Good for you.\It's fine. Yeah.\See you at school.\Aw, crap...\I'm so lame.\I was the one closest to her, man.\Miyamura... response:	Maybe I'll get a part-time job!
context: You made it happen. Good for you.\It's fine. Yeah.\See you at school.\Aw, crap...\I'm so lame.\I was the one closest to her, man.\Miyamura...\Maybe I'll get a part-time job! response:	Whoa! Then you should work at our place!
context: It's fine. Yeah.\See you at school.\Aw, crap...\I'm so lame.\I was the one closest to her, man.\Miyamura...\Maybe I'll get a part-time job!\Whoa! Then you should work at our place! response:	He looks kind of down today...
context: See you at school.\Aw, crap...\I'm so lame.\I was the one closest to her, man.\Miyamura...\Maybe I'll get a part-time job!\Whoa! Then you should work at our place!\He looks kind of down today... response:	Sakura! Sakura?
context: Aw, crap...\I'm so lame.\I was the one closest to her, man.\Miyamura...\Maybe I'll get a part-time job!\Whoa! Then you should work at our place!\He looks kind of down today...\Sakura! Sakura? response:	Sakura!
context: I'm so lame.\I was the one closest to her, man.\Miyamura...\Maybe I'll get a part-time job!\Whoa! Then you should work at our place!\He looks kind of down today...\Sakura! Sakura?\Sakura! response:	What's up? You're spacing out.
context: I was the one closest to her, man.\Miyamura...\Maybe I'll get a part-time job!\Whoa! Then you should work at our place!\He looks kind of down today...\Sakura! Sakura?\Sakura!\What's up? You're spacing out. response:	N-Nothing's up!
context: Miyamura...\Maybe I'll get a part-time job!\Whoa! Then you should work at our place!\He looks kind of down today...\Sakura! Sakura?\Sakura!\What's up? You're spacing out.\N-Nothing's up! response:	We should head to the student council room.
context: Maybe I'll get a part-time job!\Whoa! Then you should work at our place!\He looks kind of down today...\Sakura! Sakura?\Sakura!\What's up? You're spacing out.\N-Nothing's up!\We should head to the student council room. response:	What were you looking at?
context: Whoa! Then you should work at our place!\He looks kind of down today...\Sakura! Sakura?\Sakura!\What's up? You're spacing out.\N-Nothing's up!\We should head to the student council room.\What were you looking at? response:	I-I said, nothing!
context: He looks kind of down today...\Sakura! Sakura?\Sakura!\What's up? You're spacing out.\N-Nothing's up!\We should head to the student council room.\What were you looking at?\I-I said, nothing! response:	Yeah, right! You were totally looking at something!
context: Sakura! Sakura?\Sakura!\What's up? You're spacing out.\N-Nothing's up!\We should head to the student council room.\What were you looking at?\I-I said, nothing!\Yeah, right! You were totally looking at something! response:	Look, I wasn't. Let's just get to the council room.
context: Sakura!\What's up? You're spacing out.\N-Nothing's up!\We should head to the student council room.\What were you looking at?\I-I said, nothing!\Yeah, right! You were totally looking at something!\Look, I wasn't. Let's just get to the council room. response:	Remi!
context: What's up? You're spacing out.\N-Nothing's up!\We should head to the student council room.\What were you looking at?\I-I said, nothing!\Yeah, right! You were totally looking at something!\Look, I wasn't. Let's just get to the council room.\Remi! response:	Is it something you need to hide from me?
context: N-Nothing's up!\We should head to the student council room.\What were you looking at?\I-I said, nothing!\Yeah, right! You were totally looking at something!\Look, I wasn't. Let's just get to the council room.\Remi!\Is it something you need to hide from me? response:	Huh?
context: We should head to the student council room.\What were you looking at?\I-I said, nothing!\Yeah, right! You were totally looking at something!\Look, I wasn't. Let's just get to the council room.\Remi!\Is it something you need to hide from me?\Huh? response:	You've been acting weird lately.
context: What were you looking at?\I-I said, nothing!\Yeah, right! You were totally looking at something!\Look, I wasn't. Let's just get to the council room.\Remi!\Is it something you need to hide from me?\Huh?\You've been acting weird lately. response:	No, I haven't.
context: I-I said, nothing!\Yeah, right! You were totally looking at something!\Look, I wasn't. Let's just get to the council room.\Remi!\Is it something you need to hide from me?\Huh?\You've been acting weird lately.\No, I haven't. response:	Oh, c'mon. What was that daze you were in just now?
context: Yeah, right! You were totally looking at something!\Look, I wasn't. Let's just get to the council room.\Remi!\Is it something you need to hide from me?\Huh?\You've been acting weird lately.\No, I haven't.\Oh, c'mon. What was that daze you were in just now? response:	What happened? If something's bothering you, I'll listen!
context: Look, I wasn't. Let's just get to the council room.\Remi!\Is it something you need to hide from me?\Huh?\You've been acting weird lately.\No, I haven't.\Oh, c'mon. What was that daze you were in just now?\What happened? If something's bothering you, I'll listen! response:	She's got such big eyes
context: Remi!\Is it something you need to hide from me?\Huh?\You've been acting weird lately.\No, I haven't.\Oh, c'mon. What was that daze you were in just now?\What happened? If something's bothering you, I'll listen!\She's got such big eyes response:	and a thin figure.
context: Is it something you need to hide from me?\Huh?\You've been acting weird lately.\No, I haven't.\Oh, c'mon. What was that daze you were in just now?\What happened? If something's bothering you, I'll listen!\She's got such big eyes\and a thin figure. response:	Hori-san's like that, too. That's why Ishikawa-kun likes her.
context: Huh?\You've been acting weird lately.\No, I haven't.\Oh, c'mon. What was that daze you were in just now?\What happened? If something's bothering you, I'll listen!\She's got such big eyes\and a thin figure.\Hori-san's like that, too. That's why Ishikawa-kun likes her. response:	She's pretty and cute.
context: You've been acting weird lately.\No, I haven't.\Oh, c'mon. What was that daze you were in just now?\What happened? If something's bothering you, I'll listen!\She's got such big eyes\and a thin figure.\Hori-san's like that, too. That's why Ishikawa-kun likes her.\She's pretty and cute. response:	You wouldn't understand, Remi.
context: No, I haven't.\Oh, c'mon. What was that daze you were in just now?\What happened? If something's bothering you, I'll listen!\She's got such big eyes\and a thin figure.\Hori-san's like that, too. That's why Ishikawa-kun likes her.\She's pretty and cute.\You wouldn't understand, Remi. response:	Why, because I'm stupid? You really think I can't help you with it?
context: Oh, c'mon. What was that daze you were in just now?\What happened? If something's bothering you, I'll listen!\She's got such big eyes\and a thin figure.\Hori-san's like that, too. That's why Ishikawa-kun likes her.\She's pretty and cute.\You wouldn't understand, Remi.\Why, because I'm stupid? You really think I can't help you with it? response:	No! No, you're just...
context: What happened? If something's bothering you, I'll listen!\She's got such big eyes\and a thin figure.\Hori-san's like that, too. That's why Ishikawa-kun likes her.\She's pretty and cute.\You wouldn't understand, Remi.\Why, because I'm stupid? You really think I can't help you with it?\No! No, you're just... response:	You're cute, and I'm not, so you wouldn't get what's bothering me.
context: She's got such big eyes\and a thin figure.\Hori-san's like that, too. That's why Ishikawa-kun likes her.\She's pretty and cute.\You wouldn't understand, Remi.\Why, because I'm stupid? You really think I can't help you with it?\No! No, you're just...\You're cute, and I'm not, so you wouldn't get what's bothering me. response:	What the hell?
context: and a thin figure.\Hori-san's like that, too. That's why Ishikawa-kun likes her.\She's pretty and cute.\You wouldn't understand, Remi.\Why, because I'm stupid? You really think I can't help you with it?\No! No, you're just...\You're cute, and I'm not, so you wouldn't get what's bothering me.\What the hell? response:	I'm being serious here!
context: Hori-san's like that, too. That's why Ishikawa-kun likes her.\She's pretty and cute.\You wouldn't understand, Remi.\Why, because I'm stupid? You really think I can't help you with it?\No! No, you're just...\You're cute, and I'm not, so you wouldn't get what's bothering me.\What the hell?\I'm being serious here! response:	And so am I!
context: She's pretty and cute.\You wouldn't understand, Remi.\Why, because I'm stupid? You really think I can't help you with it?\No! No, you're just...\You're cute, and I'm not, so you wouldn't get what's bothering me.\What the hell?\I'm being serious here!\And so am I! response:	I wish I were you, Remi.
context: You wouldn't understand, Remi.\Why, because I'm stupid? You really think I can't help you with it?\No! No, you're just...\You're cute, and I'm not, so you wouldn't get what's bothering me.\What the hell?\I'm being serious here!\And so am I!\I wish I were you, Remi. response:	I wish I were you!
context: Why, because I'm stupid? You really think I can't help you with it?\No! No, you're just...\You're cute, and I'm not, so you wouldn't get what's bothering me.\What the hell?\I'm being serious here!\And so am I!\I wish I were you, Remi.\I wish I were you! response:	Even my personality is hideous.
context: No! No, you're just...\You're cute, and I'm not, so you wouldn't get what's bothering me.\What the hell?\I'm being serious here!\And so am I!\I wish I were you, Remi.\I wish I were you!\Even my personality is hideous. response:	I'm hopeless.
context: You're cute, and I'm not, so you wouldn't get what's bothering me.\What the hell?\I'm being serious here!\And so am I!\I wish I were you, Remi.\I wish I were you!\Even my personality is hideous.\I'm hopeless. response:	Why is Ayasaki always hanging around Kono?
context: What the hell?\I'm being serious here!\And so am I!\I wish I were you, Remi.\I wish I were you!\Even my personality is hideous.\I'm hopeless.\Why is Ayasaki always hanging around Kono? response:	They're like, Beauty and the Beast!
context: I'm being serious here!\And so am I!\I wish I were you, Remi.\I wish I were you!\Even my personality is hideous.\I'm hopeless.\Why is Ayasaki always hanging around Kono?\They're like, Beauty and the Beast! response:	I don't want to be Beauty.
context: And so am I!\I wish I were you, Remi.\I wish I were you!\Even my personality is hideous.\I'm hopeless.\Why is Ayasaki always hanging around Kono?\They're like, Beauty and the Beast!\I don't want to be Beauty. response:	Sakura!
context: I wish I were you, Remi.\I wish I were you!\Even my personality is hideous.\I'm hopeless.\Why is Ayasaki always hanging around Kono?\They're like, Beauty and the Beast!\I don't want to be Beauty.\Sakura! response:	Sakura's such a cute name!
context: I wish I were you!\Even my personality is hideous.\I'm hopeless.\Why is Ayasaki always hanging around Kono?\They're like, Beauty and the Beast!\I don't want to be Beauty.\Sakura!\Sakura's such a cute name! response:	But...
context: Even my personality is hideous.\I'm hopeless.\Why is Ayasaki always hanging around Kono?\They're like, Beauty and the Beast!\I don't want to be Beauty.\Sakura!\Sakura's such a cute name!\But... response:	Beauty is my best friend!
context: I'm hopeless.\Why is Ayasaki always hanging around Kono?\They're like, Beauty and the Beast!\I don't want to be Beauty.\Sakura!\Sakura's such a cute name!\But...\Beauty is my best friend! response:	Student Council Room
context: Why is Ayasaki always hanging around Kono?\They're like, Beauty and the Beast!\I don't want to be Beauty.\Sakura!\Sakura's such a cute name!\But...\Beauty is my best friend!\Student Council Room response:	-Sakura?
context: They're like, Beauty and the Beast!\I don't want to be Beauty.\Sakura!\Sakura's such a cute name!\But...\Beauty is my best friend!\Student Council Room\-Sakura? response:	-Wh-What?! -Sakura?
context: I don't want to be Beauty.\Sakura!\Sakura's such a cute name!\But...\Beauty is my best friend!\Student Council Room\-Sakura?\-Wh-What?! -Sakura? response:	I went to the bathroom.
context: Sakura!\Sakura's such a cute name!\But...\Beauty is my best friend!\Student Council Room\-Sakura?\-Wh-What?! -Sakura?\I went to the bathroom. response:	What's with the panic?
context: Sakura's such a cute name!\But...\Beauty is my best friend!\Student Council Room\-Sakura?\-Wh-What?! -Sakura?\I went to the bathroom.\What's with the panic? response:	There's, uh, you see...
context: But...\Beauty is my best friend!\Student Council Room\-Sakura?\-Wh-What?! -Sakura?\I went to the bathroom.\What's with the panic?\There's, uh, you see... response:	There's a guy I like.
context: Beauty is my best friend!\Student Council Room\-Sakura?\-Wh-What?! -Sakura?\I went to the bathroom.\What's with the panic?\There's, uh, you see...\There's a guy I like. response:	But... I'm not cute like you, Remi.
context: Student Council Room\-Sakura?\-Wh-What?! -Sakura?\I went to the bathroom.\What's with the panic?\There's, uh, you see...\There's a guy I like.\But... I'm not cute like you, Remi. response:	I don't know what-
context: -Sakura?\-Wh-What?! -Sakura?\I went to the bathroom.\What's with the panic?\There's, uh, you see...\There's a guy I like.\But... I'm not cute like you, Remi.\I don't know what- response:	I've never seen you blush before!
