context: What the hell's going on? response:	Is this the Witch Cult's doing?
context: And now, it's the beginning\Protect him!\of the end!\Thank goodness... You're awake.\Why are... you dressed like that?\I had no choice.\I can't reproduce clothes with healing magic.\Regardless, given the situation, response:	I'm glad you and Felis are all right.
context: Protect him!\of the end!\Thank goodness... You're awake.\Why are... you dressed like that?\I had no choice.\I can't reproduce clothes with healing magic.\Regardless, given the situation,\I'm glad you and Felis are all right. response:	Run'em off! Don't back down!
context: of the end!\Thank goodness... You're awake.\Why are... you dressed like that?\I had no choice.\I can't reproduce clothes with healing magic.\Regardless, given the situation,\I'm glad you and Felis are all right.\Run'em off! Don't back down! response:	How did they get into the village?
context: Thank goodness... You're awake.\Why are... you dressed like that?\I had no choice.\I can't reproduce clothes with healing magic.\Regardless, given the situation,\I'm glad you and Felis are all right.\Run'em off! Don't back down!\How did they get into the village? response:	They stowed away in the carriages.
context: Why are... you dressed like that?\I had no choice.\I can't reproduce clothes with healing magic.\Regardless, given the situation,\I'm glad you and Felis are all right.\Run'em off! Don't back down!\How did they get into the village?\They stowed away in the carriages. response:	There was a finger among the merchants,
context: I had no choice.\I can't reproduce clothes with healing magic.\Regardless, given the situation,\I'm glad you and Felis are all right.\Run'em off! Don't back down!\How did they get into the village?\They stowed away in the carriages.\There was a finger among the merchants, response:	and we didn't take care of him.
context: I can't reproduce clothes with healing magic.\Regardless, given the situation,\I'm glad you and Felis are all right.\Run'em off! Don't back down!\How did they get into the village?\They stowed away in the carriages.\There was a finger among the merchants,\and we didn't take care of him. response:	I failed.
context: Regardless, given the situation,\I'm glad you and Felis are all right.\Run'em off! Don't back down!\How did they get into the village?\They stowed away in the carriages.\There was a finger among the merchants,\and we didn't take care of him.\I failed. response:	This is not the time for regrets.
context: I'm glad you and Felis are all right.\Run'em off! Don't back down!\How did they get into the village?\They stowed away in the carriages.\There was a finger among the merchants,\and we didn't take care of him.\I failed.\This is not the time for regrets. response:	We had Tivey and Madame Ram evacuate to the mansion with the injured.
context: Run'em off! Don't back down!\How did they get into the village?\They stowed away in the carriages.\There was a finger among the merchants,\and we didn't take care of him.\I failed.\This is not the time for regrets.\We had Tivey and Madame Ram evacuate to the mansion with the injured. response:	Felis, join them and heal who you can.
context: How did they get into the village?\They stowed away in the carriages.\There was a finger among the merchants,\and we didn't take care of him.\I failed.\This is not the time for regrets.\We had Tivey and Madame Ram evacuate to the mansion with the injured.\Felis, join them and heal who you can. response:	Got it.
context: They stowed away in the carriages.\There was a finger among the merchants,\and we didn't take care of him.\I failed.\This is not the time for regrets.\We had Tivey and Madame Ram evacuate to the mansion with the injured.\Felis, join them and heal who you can.\Got it. response:	Okay, let's crush all the fingers that are left!
context: There was a finger among the merchants,\and we didn't take care of him.\I failed.\This is not the time for regrets.\We had Tivey and Madame Ram evacuate to the mansion with the injured.\Felis, join them and heal who you can.\Got it.\Okay, let's crush all the fingers that are left! response:	To think, to think, to think, to think!
context: and we didn't take care of him.\I failed.\This is not the time for regrets.\We had Tivey and Madame Ram evacuate to the mansion with the injured.\Felis, join them and heal who you can.\Got it.\Okay, let's crush all the fingers that are left!\To think, to think, to think, to think! response:	That you would resist us this much!
context: I failed.\This is not the time for regrets.\We had Tivey and Madame Ram evacuate to the mansion with the injured.\Felis, join them and heal who you can.\Got it.\Okay, let's crush all the fingers that are left!\To think, to think, to think, to think!\That you would resist us this much! response:	Such tenacity, clinging to this ever-increasing love...
context: This is not the time for regrets.\We had Tivey and Madame Ram evacuate to the mansion with the injured.\Felis, join them and heal who you can.\Got it.\Okay, let's crush all the fingers that are left!\To think, to think, to think, to think!\That you would resist us this much!\Such tenacity, clinging to this ever-increasing love... response:	As a diligent disciple, I cannot begin to express my respect.
context: We had Tivey and Madame Ram evacuate to the mansion with the injured.\Felis, join them and heal who you can.\Got it.\Okay, let's crush all the fingers that are left!\To think, to think, to think, to think!\That you would resist us this much!\Such tenacity, clinging to this ever-increasing love...\As a diligent disciple, I cannot begin to express my respect. response:	Ah! My brain trembles!
context: Felis, join them and heal who you can.\Got it.\Okay, let's crush all the fingers that are left!\To think, to think, to think, to think!\That you would resist us this much!\Such tenacity, clinging to this ever-increasing love...\As a diligent disciple, I cannot begin to express my respect.\Ah! My brain trembles! response:	You're mine.
context: Got it.\Okay, let's crush all the fingers that are left!\To think, to think, to think, to think!\That you would resist us this much!\Such tenacity, clinging to this ever-increasing love...\As a diligent disciple, I cannot begin to express my respect.\Ah! My brain trembles!\You're mine. response:	In battle, if one focuses on what the unseen arm does,
context: Okay, let's crush all the fingers that are left!\To think, to think, to think, to think!\That you would resist us this much!\Such tenacity, clinging to this ever-increasing love...\As a diligent disciple, I cannot begin to express my respect.\Ah! My brain trembles!\You're mine.\In battle, if one focuses on what the unseen arm does, response:	one will fail to see what is visible.
context: To think, to think, to think, to think!\That you would resist us this much!\Such tenacity, clinging to this ever-increasing love...\As a diligent disciple, I cannot begin to express my respect.\Ah! My brain trembles!\You're mine.\In battle, if one focuses on what the unseen arm does,\one will fail to see what is visible. response:	That is sloth, yes?
context: That you would resist us this much!\Such tenacity, clinging to this ever-increasing love...\As a diligent disciple, I cannot begin to express my respect.\Ah! My brain trembles!\You're mine.\In battle, if one focuses on what the unseen arm does,\one will fail to see what is visible.\That is sloth, yes? response:	Yes.
context: Such tenacity, clinging to this ever-increasing love...\As a diligent disciple, I cannot begin to express my respect.\Ah! My brain trembles!\You're mine.\In battle, if one focuses on what the unseen arm does,\one will fail to see what is visible.\That is sloth, yes?\Yes. response:	He self-destructed.
context: As a diligent disciple, I cannot begin to express my respect.\Ah! My brain trembles!\You're mine.\In battle, if one focuses on what the unseen arm does,\one will fail to see what is visible.\That is sloth, yes?\Yes.\He self-destructed. response:	Wilhelm-san!
context: Ah! My brain trembles!\You're mine.\In battle, if one focuses on what the unseen arm does,\one will fail to see what is visible.\That is sloth, yes?\Yes.\He self-destructed.\Wilhelm-san! response:	We can't leave you like this.
context: You're mine.\In battle, if one focuses on what the unseen arm does,\one will fail to see what is visible.\That is sloth, yes?\Yes.\He self-destructed.\Wilhelm-san!\We can't leave you like this. response:	We've gotta get you to Felis!
context: In battle, if one focuses on what the unseen arm does,\one will fail to see what is visible.\That is sloth, yes?\Yes.\He self-destructed.\Wilhelm-san!\We can't leave you like this.\We've gotta get you to Felis! response:	Why?
context: one will fail to see what is visible.\That is sloth, yes?\Yes.\He self-destructed.\Wilhelm-san!\We can't leave you like this.\We've gotta get you to Felis!\Why? response:	Why? Why? Why? Why? Why? Why?!
context: That is sloth, yes?\Yes.\He self-destructed.\Wilhelm-san!\We can't leave you like this.\We've gotta get you to Felis!\Why?\Why? Why? Why? Why? Why? Why?! response:	Why are you still alive?
context: Yes.\He self-destructed.\Wilhelm-san!\We can't leave you like this.\We've gotta get you to Felis!\Why?\Why? Why? Why? Why? Why? Why?!\Why are you still alive? response:	After the attack you just endured... Why?!
context: He self-destructed.\Wilhelm-san!\We can't leave you like this.\We've gotta get you to Felis!\Why?\Why? Why? Why? Why? Why? Why?!\Why are you still alive?\After the attack you just endured... Why?! response:	Why do you not bend to my diligence?!
context: Wilhelm-san!\We can't leave you like this.\We've gotta get you to Felis!\Why?\Why? Why? Why? Why? Why? Why?!\Why are you still alive?\After the attack you just endured... Why?!\Why do you not bend to my diligence?! response:	At a time like this... And they keep coming!
context: We can't leave you like this.\We've gotta get you to Felis!\Why?\Why? Why? Why? Why? Why? Why?!\Why are you still alive?\After the attack you just endured... Why?!\Why do you not bend to my diligence?!\At a time like this... And they keep coming! response:	Hey, look here!
context: We've gotta get you to Felis!\Why?\Why? Why? Why? Why? Why? Why?!\Why are you still alive?\After the attack you just endured... Why?!\Why do you not bend to my diligence?!\At a time like this... And they keep coming!\Hey, look here! response:	This is what you're looking for, right?
context: Why?\Why? Why? Why? Why? Why? Why?!\Why are you still alive?\After the attack you just endured... Why?!\Why do you not bend to my diligence?!\At a time like this... And they keep coming!\Hey, look here!\This is what you're looking for, right? response:	It's a gift from your precious witch.
context: Why? Why? Why? Why? Why? Why?!\Why are you still alive?\After the attack you just endured... Why?!\Why do you not bend to my diligence?!\At a time like this... And they keep coming!\Hey, look here!\This is what you're looking for, right?\It's a gift from your precious witch. response:	You thief!
context: Why are you still alive?\After the attack you just endured... Why?!\Why do you not bend to my diligence?!\At a time like this... And they keep coming!\Hey, look here!\This is what you're looking for, right?\It's a gift from your precious witch.\You thief! response:	You really did have it!
context: After the attack you just endured... Why?!\Why do you not bend to my diligence?!\At a time like this... And they keep coming!\Hey, look here!\This is what you're looking for, right?\It's a gift from your precious witch.\You thief!\You really did have it! response:	Quit shouting...
context: Why do you not bend to my diligence?!\At a time like this... And they keep coming!\Hey, look here!\This is what you're looking for, right?\It's a gift from your precious witch.\You thief!\You really did have it!\Quit shouting... response:	If you keep yelling at me like that,
context: At a time like this... And they keep coming!\Hey, look here!\This is what you're looking for, right?\It's a gift from your precious witch.\You thief!\You really did have it!\Quit shouting...\If you keep yelling at me like that, response:	it'll make my brain tremble.
context: Hey, look here!\This is what you're looking for, right?\It's a gift from your precious witch.\You thief!\You really did have it!\Quit shouting...\If you keep yelling at me like that,\it'll make my brain tremble. response:	You must
context: This is what you're looking for, right?\It's a gift from your precious witch.\You thief!\You really did have it!\Quit shouting...\If you keep yelling at me like that,\it'll make my brain tremble.\You must response:	die!
context: It's a gift from your precious witch.\You thief!\You really did have it!\Quit shouting...\If you keep yelling at me like that,\it'll make my brain tremble.\You must\die! response:	Julius, we'll handle things here.
context: You thief!\You really did have it!\Quit shouting...\If you keep yelling at me like that,\it'll make my brain tremble.\You must\die!\Julius, we'll handle things here. response:	You take care of your end!
context: You really did have it!\Quit shouting...\If you keep yelling at me like that,\it'll make my brain tremble.\You must\die!\Julius, we'll handle things here.\You take care of your end! response:	And take care of Wilhelm-san!
context: Quit shouting...\If you keep yelling at me like that,\it'll make my brain tremble.\You must\die!\Julius, we'll handle things here.\You take care of your end!\And take care of Wilhelm-san! response:	That is quite a vague order,
context: If you keep yelling at me like that,\it'll make my brain tremble.\You must\die!\Julius, we'll handle things here.\You take care of your end!\And take care of Wilhelm-san!\That is quite a vague order, response:	but very well.
context: it'll make my brain tremble.\You must\die!\Julius, we'll handle things here.\You take care of your end!\And take care of Wilhelm-san!\That is quite a vague order,\but very well. response:	Julius...
context: You must\die!\Julius, we'll handle things here.\You take care of your end!\And take care of Wilhelm-san!\That is quite a vague order,\but very well.\Julius... response:	Actually, it can wait!
context: die!\Julius, we'll handle things here.\You take care of your end!\And take care of Wilhelm-san!\That is quite a vague order,\but very well.\Julius...\Actually, it can wait! response:	Wait! Wait! Wait! Wait! Wait! Wait! Wait!
context: Julius, we'll handle things here.\You take care of your end!\And take care of Wilhelm-san!\That is quite a vague order,\but very well.\Julius...\Actually, it can wait!\Wait! Wait! Wait! Wait! Wait! Wait! Wait! response:	Wait, right there...
context: You take care of your end!\And take care of Wilhelm-san!\That is quite a vague order,\but very well.\Julius...\Actually, it can wait!\Wait! Wait! Wait! Wait! Wait! Wait! Wait!\Wait, right there... response:	You cowardly, foolish, insolent, little man!
context: And take care of Wilhelm-san!\That is quite a vague order,\but very well.\Julius...\Actually, it can wait!\Wait! Wait! Wait! Wait! Wait! Wait! Wait!\Wait, right there...\You cowardly, foolish, insolent, little man! response:	No matter where you try to run, it's futile.
context: That is quite a vague order,\but very well.\Julius...\Actually, it can wait!\Wait! Wait! Wait! Wait! Wait! Wait! Wait!\Wait, right there...\You cowardly, foolish, insolent, little man!\No matter where you try to run, it's futile. response:	What do you expect to find at wherever you're running to?
context: but very well.\Julius...\Actually, it can wait!\Wait! Wait! Wait! Wait! Wait! Wait! Wait!\Wait, right there...\You cowardly, foolish, insolent, little man!\No matter where you try to run, it's futile.\What do you expect to find at wherever you're running to? response:	At long last, it would seem the end has come!
context: Julius...\Actually, it can wait!\Wait! Wait! Wait! Wait! Wait! Wait! Wait!\Wait, right there...\You cowardly, foolish, insolent, little man!\No matter where you try to run, it's futile.\What do you expect to find at wherever you're running to?\At long last, it would seem the end has come! response:	Do you
context: Actually, it can wait!\Wait! Wait! Wait! Wait! Wait! Wait! Wait!\Wait, right there...\You cowardly, foolish, insolent, little man!\No matter where you try to run, it's futile.\What do you expect to find at wherever you're running to?\At long last, it would seem the end has come!\Do you response:	know what this is?
context: Wait! Wait! Wait! Wait! Wait! Wait! Wait!\Wait, right there...\You cowardly, foolish, insolent, little man!\No matter where you try to run, it's futile.\What do you expect to find at wherever you're running to?\At long last, it would seem the end has come!\Do you\know what this is? response:	It's a magic stone for creating barriers.
context: Wait, right there...\You cowardly, foolish, insolent, little man!\No matter where you try to run, it's futile.\What do you expect to find at wherever you're running to?\At long last, it would seem the end has come!\Do you\know what this is?\It's a magic stone for creating barriers. response:	They were stashed in trees throughout the forest.
context: You cowardly, foolish, insolent, little man!\No matter where you try to run, it's futile.\What do you expect to find at wherever you're running to?\At long last, it would seem the end has come!\Do you\know what this is?\It's a magic stone for creating barriers.\They were stashed in trees throughout the forest. response:	You didn't notice?
context: No matter where you try to run, it's futile.\What do you expect to find at wherever you're running to?\At long last, it would seem the end has come!\Do you\know what this is?\It's a magic stone for creating barriers.\They were stashed in trees throughout the forest.\You didn't notice? response:	What are you talking about?
context: What do you expect to find at wherever you're running to?\At long last, it would seem the end has come!\Do you\know what this is?\It's a magic stone for creating barriers.\They were stashed in trees throughout the forest.\You didn't notice?\What are you talking about? response:	This area is a mabeast breeding ground,
context: At long last, it would seem the end has come!\Do you\know what this is?\It's a magic stone for creating barriers.\They were stashed in trees throughout the forest.\You didn't notice?\What are you talking about?\This area is a mabeast breeding ground, response:	and we're a prime feast for them.
context: Do you\know what this is?\It's a magic stone for creating barriers.\They were stashed in trees throughout the forest.\You didn't notice?\What are you talking about?\This area is a mabeast breeding ground,\and we're a prime feast for them. response:	At least, if you don't have one of Emilia's barrier stones!
context: know what this is?\It's a magic stone for creating barriers.\They were stashed in trees throughout the forest.\You didn't notice?\What are you talking about?\This area is a mabeast breeding ground,\and we're a prime feast for them.\At least, if you don't have one of Emilia's barrier stones! response:	Only one finger left now.
context: It's a magic stone for creating barriers.\They were stashed in trees throughout the forest.\You didn't notice?\What are you talking about?\This area is a mabeast breeding ground,\and we're a prime feast for them.\At least, if you don't have one of Emilia's barrier stones!\Only one finger left now. response:	Once we get rid of that one...
context: They were stashed in trees throughout the forest.\You didn't notice?\What are you talking about?\This area is a mabeast breeding ground,\and we're a prime feast for them.\At least, if you don't have one of Emilia's barrier stones!\Only one finger left now.\Once we get rid of that one... response:	Damn... We have to hurry...
context: You didn't notice?\What are you talking about?\This area is a mabeast breeding ground,\and we're a prime feast for them.\At least, if you don't have one of Emilia's barrier stones!\Only one finger left now.\Once we get rid of that one...\Damn... We have to hurry... response:	Ah!
context: What are you talking about?\This area is a mabeast breeding ground,\and we're a prime feast for them.\At least, if you don't have one of Emilia's barrier stones!\Only one finger left now.\Once we get rid of that one...\Damn... We have to hurry...\Ah! response:	Ah!
context: This area is a mabeast breeding ground,\and we're a prime feast for them.\At least, if you don't have one of Emilia's barrier stones!\Only one finger left now.\Once we get rid of that one...\Damn... We have to hurry...\Ah!\Ah! response:	Ah! My brain trembles!
context: and we're a prime feast for them.\At least, if you don't have one of Emilia's barrier stones!\Only one finger left now.\Once we get rid of that one...\Damn... We have to hurry...\Ah!\Ah!\Ah! My brain trembles! response:	Sloth!
context: At least, if you don't have one of Emilia's barrier stones!\Only one finger left now.\Once we get rid of that one...\Damn... We have to hurry...\Ah!\Ah!\Ah! My brain trembles!\Sloth! response:	That's enough, villain.
context: Only one finger left now.\Once we get rid of that one...\Damn... We have to hurry...\Ah!\Ah!\Ah! My brain trembles!\Sloth!\That's enough, villain. response:	Emilia...
context: Once we get rid of that one...\Damn... We have to hurry...\Ah!\Ah!\Ah! My brain trembles!\Sloth!\That's enough, villain.\Emilia... response:	Stand down, villain.
context: Damn... We have to hurry...\Ah!\Ah!\Ah! My brain trembles!\Sloth!\That's enough, villain.\Emilia...\Stand down, villain. response:	I won't allow you to do such wicked things!
context: Ah!\Ah!\Ah! My brain trembles!\Sloth!\That's enough, villain.\Emilia...\Stand down, villain.\I won't allow you to do such wicked things! response:	A-Ah... Ah! How grand!
context: Ah!\Ah! My brain trembles!\Sloth!\That's enough, villain.\Emilia...\Stand down, villain.\I won't allow you to do such wicked things!\A-Ah... Ah! How grand! response:	What a grand day! What a lucky day!
context: Ah! My brain trembles!\Sloth!\That's enough, villain.\Emilia...\Stand down, villain.\I won't allow you to do such wicked things!\A-Ah... Ah! How grand!\What a grand day! What a lucky day! response:	What a grand destiny!
context: Sloth!\That's enough, villain.\Emilia...\Stand down, villain.\I won't allow you to do such wicked things!\A-Ah... Ah! How grand!\What a grand day! What a lucky day!\What a grand destiny! response:	Emilia!
context: That's enough, villain.\Emilia...\Stand down, villain.\I won't allow you to do such wicked things!\A-Ah... Ah! How grand!\What a grand day! What a lucky day!\What a grand destiny!\Emilia! response:	Wait!
context: Emilia...\Stand down, villain.\I won't allow you to do such wicked things!\A-Ah... Ah! How grand!\What a grand day! What a lucky day!\What a grand destiny!\Emilia!\Wait! response:	You want to make Emilia fight him?!
context: Stand down, villain.\I won't allow you to do such wicked things!\A-Ah... Ah! How grand!\What a grand day! What a lucky day!\What a grand destiny!\Emilia!\Wait!\You want to make Emilia fight him?! response:	Calm down.
context: I won't allow you to do such wicked things!\A-Ah... Ah! How grand!\What a grand day! What a lucky day!\What a grand destiny!\Emilia!\Wait!\You want to make Emilia fight him?!\Calm down. response:	Have a little faith in her.
context: A-Ah... Ah! How grand!\What a grand day! What a lucky day!\What a grand destiny!\Emilia!\Wait!\You want to make Emilia fight him?!\Calm down.\Have a little faith in her. response:	The people you want to protect
context: What a grand day! What a lucky day!\What a grand destiny!\Emilia!\Wait!\You want to make Emilia fight him?!\Calm down.\Have a little faith in her.\The people you want to protect response:	are not just those behind you.
context: What a grand destiny!\Emilia!\Wait!\You want to make Emilia fight him?!\Calm down.\Have a little faith in her.\The people you want to protect\are not just those behind you. response:	Oh, my witch!
context: Emilia!\Wait!\You want to make Emilia fight him?!\Calm down.\Have a little faith in her.\The people you want to protect\are not just those behind you.\Oh, my witch! response:	My witch! My love's guide!
context: Wait!\You want to make Emilia fight him?!\Calm down.\Have a little faith in her.\The people you want to protect\are not just those behind you.\Oh, my witch!\My witch! My love's guide! response:	I don't blame you for being charmed by my beloved daughter,
context: You want to make Emilia fight him?!\Calm down.\Have a little faith in her.\The people you want to protect\are not just those behind you.\Oh, my witch!\My witch! My love's guide!\I don't blame you for being charmed by my beloved daughter, response:	but I won't allow any unwanted pests around her!
context: Calm down.\Have a little faith in her.\The people you want to protect\are not just those behind you.\Oh, my witch!\My witch! My love's guide!\I don't blame you for being charmed by my beloved daughter,\but I won't allow any unwanted pests around her! response:	NaIve!
context: Have a little faith in her.\The people you want to protect\are not just those behind you.\Oh, my witch!\My witch! My love's guide!\I don't blame you for being charmed by my beloved daughter,\but I won't allow any unwanted pests around her!\NaIve! response:	NaIve! NaIve! NaIve! NaIve! NaIve, naIve, naIve, naIve, naIve, naIve!
context: The people you want to protect\are not just those behind you.\Oh, my witch!\My witch! My love's guide!\I don't blame you for being charmed by my beloved daughter,\but I won't allow any unwanted pests around her!\NaIve!\NaIve! NaIve! NaIve! NaIve! NaIve, naIve, naIve, naIve, naIve, naIve! response:	This is love's true ending...
context: are not just those behind you.\Oh, my witch!\My witch! My love's guide!\I don't blame you for being charmed by my beloved daughter,\but I won't allow any unwanted pests around her!\NaIve!\NaIve! NaIve! NaIve! NaIve! NaIve, naIve, naIve, naIve, naIve, naIve!\This is love's true ending... response:	The fruit of my love.
context: Oh, my witch!\My witch! My love's guide!\I don't blame you for being charmed by my beloved daughter,\but I won't allow any unwanted pests around her!\NaIve!\NaIve! NaIve! NaIve! NaIve! NaIve, naIve, naIve, naIve, naIve, naIve!\This is love's true ending...\The fruit of my love. response:	Proof that the witch has returned my love!
context: My witch! My love's guide!\I don't blame you for being charmed by my beloved daughter,\but I won't allow any unwanted pests around her!\NaIve!\NaIve! NaIve! NaIve! NaIve! NaIve, naIve, naIve, naIve, naIve, naIve!\This is love's true ending...\The fruit of my love.\Proof that the witch has returned my love! response:	That proof doesn't exist.
context: I don't blame you for being charmed by my beloved daughter,\but I won't allow any unwanted pests around her!\NaIve!\NaIve! NaIve! NaIve! NaIve! NaIve, naIve, naIve, naIve, naIve, naIve!\This is love's true ending...\The fruit of my love.\Proof that the witch has returned my love!\That proof doesn't exist. response:	Your crush is purely one-sided.
context: but I won't allow any unwanted pests around her!\NaIve!\NaIve! NaIve! NaIve! NaIve! NaIve, naIve, naIve, naIve, naIve, naIve!\This is love's true ending...\The fruit of my love.\Proof that the witch has returned my love!\That proof doesn't exist.\Your crush is purely one-sided. response:	Yes!
context: NaIve!\NaIve! NaIve! NaIve! NaIve! NaIve, naIve, naIve, naIve, naIve, naIve!\This is love's true ending...\The fruit of my love.\Proof that the witch has returned my love!\That proof doesn't exist.\Your crush is purely one-sided.\Yes! response:	Ah, this is true... true diligence.
context: NaIve! NaIve! NaIve! NaIve! NaIve, naIve, naIve, naIve, naIve, naIve!\This is love's true ending...\The fruit of my love.\Proof that the witch has returned my love!\That proof doesn't exist.\Your crush is purely one-sided.\Yes!\Ah, this is true... true diligence. response:	Thank you for being defeated.
context: This is love's true ending...\The fruit of my love.\Proof that the witch has returned my love!\That proof doesn't exist.\Your crush is purely one-sided.\Yes!\Ah, this is true... true diligence.\Thank you for being defeated. response:	See? Didn't I tell you?
context: The fruit of my love.\Proof that the witch has returned my love!\That proof doesn't exist.\Your crush is purely one-sided.\Yes!\Ah, this is true... true diligence.\Thank you for being defeated.\See? Didn't I tell you? response:	We've now eliminated all the fingers.
context: Proof that the witch has returned my love!\That proof doesn't exist.\Your crush is purely one-sided.\Yes!\Ah, this is true... true diligence.\Thank you for being defeated.\See? Didn't I tell you?\We've now eliminated all the fingers. response:	Victory is ours.
context: That proof doesn't exist.\Your crush is purely one-sided.\Yes!\Ah, this is true... true diligence.\Thank you for being defeated.\See? Didn't I tell you?\We've now eliminated all the fingers.\Victory is ours. response:	It's finally over...
context: Your crush is purely one-sided.\Yes!\Ah, this is true... true diligence.\Thank you for being defeated.\See? Didn't I tell you?\We've now eliminated all the fingers.\Victory is ours.\It's finally over... response:	Go see her.
context: Yes!\Ah, this is true... true diligence.\Thank you for being defeated.\See? Didn't I tell you?\We've now eliminated all the fingers.\Victory is ours.\It's finally over...\Go see her. response:	R-Right...
context: Ah, this is true... true diligence.\Thank you for being defeated.\See? Didn't I tell you?\We've now eliminated all the fingers.\Victory is ours.\It's finally over...\Go see her.\R-Right... response:	Subaru- kyun?
context: Thank you for being defeated.\See? Didn't I tell you?\We've now eliminated all the fingers.\Victory is ours.\It's finally over...\Go see her.\R-Right...\Subaru- kyun? response:	I have to get away.
context: See? Didn't I tell you?\We've now eliminated all the fingers.\Victory is ours.\It's finally over...\Go see her.\R-Right...\Subaru- kyun?\I have to get away. response:	From Emilia... From everyone...
context: We've now eliminated all the fingers.\Victory is ours.\It's finally over...\Go see her.\R-Right...\Subaru- kyun?\I have to get away.\From Emilia... From everyone... response:	Subaru- kyun, where are you going?
context: Victory is ours.\It's finally over...\Go see her.\R-Right...\Subaru- kyun?\I have to get away.\From Emilia... From everyone...\Subaru- kyun, where are you going? response:	Stay away!
context: It's finally over...\Go see her.\R-Right...\Subaru- kyun?\I have to get away.\From Emilia... From everyone...\Subaru- kyun, where are you going?\Stay away! response:	I'm...
context: Go see her.\R-Right...\Subaru- kyun?\I have to get away.\From Emilia... From everyone...\Subaru- kyun, where are you going?\Stay away!\I'm... response:	Subaru...
context: R-Right...\Subaru- kyun?\I have to get away.\From Emilia... From everyone...\Subaru- kyun, where are you going?\Stay away!\I'm...\Subaru... response:	Julius, stay away from
context: Subaru- kyun?\I have to get away.\From Emilia... From everyone...\Subaru- kyun, where are you going?\Stay away!\I'm...\Subaru...\Julius, stay away from response:	You're too late.
context: I have to get away.\From Emilia... From everyone...\Subaru- kyun, where are you going?\Stay away!\I'm...\Subaru...\Julius, stay away from\You're too late. response:	The moment Ia was flung from his body, I had a bad feeling...
context: From Emilia... From everyone...\Subaru- kyun, where are you going?\Stay away!\I'm...\Subaru...\Julius, stay away from\You're too late.\The moment Ia was flung from his body, I had a bad feeling... response:	What do you mean?
context: Subaru- kyun, where are you going?\Stay away!\I'm...\Subaru...\Julius, stay away from\You're too late.\The moment Ia was flung from his body, I had a bad feeling...\What do you mean? response:	That
context: Stay away!\I'm...\Subaru...\Julius, stay away from\You're too late.\The moment Ia was flung from his body, I had a bad feeling...\What do you mean?\That response:	isn't Subaru.
context: I'm...\Subaru...\Julius, stay away from\You're too late.\The moment Ia was flung from his body, I had a bad feeling...\What do you mean?\That\isn't Subaru. response:	That's right.
context: Subaru...\Julius, stay away from\You're too late.\The moment Ia was flung from his body, I had a bad feeling...\What do you mean?\That\isn't Subaru.\That's right. response:	I am a Sin Archbishop of the Witch's Cult, representing Sloth...
context: Julius, stay away from\You're too late.\The moment Ia was flung from his body, I had a bad feeling...\What do you mean?\That\isn't Subaru.\That's right.\I am a Sin Archbishop of the Witch's Cult, representing Sloth... response:	Betelgeuse Romanee-Conti!
context: You're too late.\The moment Ia was flung from his body, I had a bad feeling...\What do you mean?\That\isn't Subaru.\That's right.\I am a Sin Archbishop of the Witch's Cult, representing Sloth...\Betelgeuse Romanee-Conti! response:	Fantastic!
context: The moment Ia was flung from his body, I had a bad feeling...\What do you mean?\That\isn't Subaru.\That's right.\I am a Sin Archbishop of the Witch's Cult, representing Sloth...\Betelgeuse Romanee-Conti!\Fantastic! response:	What a fantastic body this is!
context: What do you mean?\That\isn't Subaru.\That's right.\I am a Sin Archbishop of the Witch's Cult, representing Sloth...\Betelgeuse Romanee-Conti!\Fantastic!\What a fantastic body this is! response:	It's been decades since I had a body that fit me so well!
context: That\isn't Subaru.\That's right.\I am a Sin Archbishop of the Witch's Cult, representing Sloth...\Betelgeuse Romanee-Conti!\Fantastic!\What a fantastic body this is!\It's been decades since I had a body that fit me so well! response:	You madman!
context: isn't Subaru.\That's right.\I am a Sin Archbishop of the Witch's Cult, representing Sloth...\Betelgeuse Romanee-Conti!\Fantastic!\What a fantastic body this is!\It's been decades since I had a body that fit me so well!\You madman! response:	Get out of that body right now!
context: That's right.\I am a Sin Archbishop of the Witch's Cult, representing Sloth...\Betelgeuse Romanee-Conti!\Fantastic!\What a fantastic body this is!\It's been decades since I had a body that fit me so well!\You madman!\Get out of that body right now! response:	Madman?
context: I am a Sin Archbishop of the Witch's Cult, representing Sloth...\Betelgeuse Romanee-Conti!\Fantastic!\What a fantastic body this is!\It's been decades since I had a body that fit me so well!\You madman!\Get out of that body right now!\Madman? response:	That's right. I am driven mad with love.
context: Betelgeuse Romanee-Conti!\Fantastic!\What a fantastic body this is!\It's been decades since I had a body that fit me so well!\You madman!\Get out of that body right now!\Madman?\That's right. I am driven mad with love. response:	Generous love, respectful love, pure love,
context: Fantastic!\What a fantastic body this is!\It's been decades since I had a body that fit me so well!\You madman!\Get out of that body right now!\Madman?\That's right. I am driven mad with love.\Generous love, respectful love, pure love, response:	tender love, familial love, erotic love, friendly love!
context: What a fantastic body this is!\It's been decades since I had a body that fit me so well!\You madman!\Get out of that body right now!\Madman?\That's right. I am driven mad with love.\Generous love, respectful love, pure love,\tender love, familial love, erotic love, friendly love! response:	Love, love, love... Love! Love! Love! Love!
context: It's been decades since I had a body that fit me so well!\You madman!\Get out of that body right now!\Madman?\That's right. I am driven mad with love.\Generous love, respectful love, pure love,\tender love, familial love, erotic love, friendly love!\Love, love, love... Love! Love! Love! Love! response:	Love!
