context: ED response:	Hmm?
context: for the role of Minadori Naho!\for the role of Minadori Naho!\for the role of Minadori Naho!\The Reversi public audition!\Open Auditions\Open Auditions\Open Auditions\for the role of Minadori Naho! response:	for the role of Minadori Naho!
context: for the role of Minadori Naho!\for the role of Minadori Naho!\The Reversi public audition!\Open Auditions\Open Auditions\Open Auditions\for the role of Minadori Naho!\for the role of Minadori Naho! response:	for the role of Minadori Naho!
context: for the role of Minadori Naho!\The Reversi public audition!\Open Auditions\Open Auditions\Open Auditions\for the role of Minadori Naho!\for the role of Minadori Naho!\for the role of Minadori Naho! response:	It's finally starting!
context: The Reversi public audition!\Open Auditions\Open Auditions\Open Auditions\for the role of Minadori Naho!\for the role of Minadori Naho!\for the role of Minadori Naho!\It's finally starting! response:	Yes. In this program, you'll be able to vote for
context: Open Auditions\Open Auditions\Open Auditions\for the role of Minadori Naho!\for the role of Minadori Naho!\for the role of Minadori Naho!\It's finally starting!\Yes. In this program, you'll be able to vote for response:	the actress who will play the role of Naho in the anime Reversi, which will start this fall.
context: Open Auditions\Open Auditions\for the role of Minadori Naho!\for the role of Minadori Naho!\for the role of Minadori Naho!\It's finally starting!\Yes. In this program, you'll be able to vote for\the actress who will play the role of Naho in the anime Reversi, which will start this fall. response:	It's begun.
context: Open Auditions\for the role of Minadori Naho!\for the role of Minadori Naho!\for the role of Minadori Naho!\It's finally starting!\Yes. In this program, you'll be able to vote for\the actress who will play the role of Naho in the anime Reversi, which will start this fall.\It's begun. response:	Later on, we'll tell you how to vote.
context: for the role of Minadori Naho!\for the role of Minadori Naho!\for the role of Minadori Naho!\It's finally starting!\Yes. In this program, you'll be able to vote for\the actress who will play the role of Naho in the anime Reversi, which will start this fall.\It's begun.\Later on, we'll tell you how to vote. response:	Now, let's beginOr so I would like to say,
context: for the role of Minadori Naho!\for the role of Minadori Naho!\It's finally starting!\Yes. In this program, you'll be able to vote for\the actress who will play the role of Naho in the anime Reversi, which will start this fall.\It's begun.\Later on, we'll tell you how to vote.\Now, let's beginOr so I would like to say, response:	but first, please watch this informational video that will outline the plot of the manga.
context: for the role of Minadori Naho!\It's finally starting!\Yes. In this program, you'll be able to vote for\the actress who will play the role of Naho in the anime Reversi, which will start this fall.\It's begun.\Later on, we'll tell you how to vote.\Now, let's beginOr so I would like to say,\but first, please watch this informational video that will outline the plot of the manga. response:	And that's how it's going to work.
context: It's finally starting!\Yes. In this program, you'll be able to vote for\the actress who will play the role of Naho in the anime Reversi, which will start this fall.\It's begun.\Later on, we'll tell you how to vote.\Now, let's beginOr so I would like to say,\but first, please watch this informational video that will outline the plot of the manga.\And that's how it's going to work. response:	Open auditions
context: Yes. In this program, you'll be able to vote for\the actress who will play the role of Naho in the anime Reversi, which will start this fall.\It's begun.\Later on, we'll tell you how to vote.\Now, let's beginOr so I would like to say,\but first, please watch this informational video that will outline the plot of the manga.\And that's how it's going to work.\Open auditions response:	For actresses
context: the actress who will play the role of Naho in the anime Reversi, which will start this fall.\It's begun.\Later on, we'll tell you how to vote.\Now, let's beginOr so I would like to say,\but first, please watch this informational video that will outline the plot of the manga.\And that's how it's going to work.\Open auditions\For actresses response:	Um, can I ask a question?
context: It's begun.\Later on, we'll tell you how to vote.\Now, let's beginOr so I would like to say,\but first, please watch this informational video that will outline the plot of the manga.\And that's how it's going to work.\Open auditions\For actresses\Um, can I ask a question? response:	Yes?
context: Later on, we'll tell you how to vote.\Now, let's beginOr so I would like to say,\but first, please watch this informational video that will outline the plot of the manga.\And that's how it's going to work.\Open auditions\For actresses\Um, can I ask a question?\Yes? response:	The broadcast is about to start. Hurry up!
context: Now, let's beginOr so I would like to say,\but first, please watch this informational video that will outline the plot of the manga.\And that's how it's going to work.\Open auditions\For actresses\Um, can I ask a question?\Yes?\The broadcast is about to start. Hurry up! response:	Uh, yes!
context: but first, please watch this informational video that will outline the plot of the manga.\And that's how it's going to work.\Open auditions\For actresses\Um, can I ask a question?\Yes?\The broadcast is about to start. Hurry up!\Uh, yes! response:	Would the first three candidates head to the studio?
context: And that's how it's going to work.\Open auditions\For actresses\Um, can I ask a question?\Yes?\The broadcast is about to start. Hurry up!\Uh, yes!\Would the first three candidates head to the studio? response:	The rest of you, please wait until you're called.
context: Open auditions\For actresses\Um, can I ask a question?\Yes?\The broadcast is about to start. Hurry up!\Uh, yes!\Would the first three candidates head to the studio?\The rest of you, please wait until you're called. response:	Number one, Tanaka Mika.
context: For actresses\Um, can I ask a question?\Yes?\The broadcast is about to start. Hurry up!\Uh, yes!\Would the first three candidates head to the studio?\The rest of you, please wait until you're called.\Number one, Tanaka Mika. response:	Thank you for your consideration.
context: Um, can I ask a question?\Yes?\The broadcast is about to start. Hurry up!\Uh, yes!\Would the first three candidates head to the studio?\The rest of you, please wait until you're called.\Number one, Tanaka Mika.\Thank you for your consideration. response:	Once again, you're all by yourself in the classroom this late?
context: Yes?\The broadcast is about to start. Hurry up!\Uh, yes!\Would the first three candidates head to the studio?\The rest of you, please wait until you're called.\Number one, Tanaka Mika.\Thank you for your consideration.\Once again, you're all by yourself in the classroom this late? response:	So she's not just cute.
context: The broadcast is about to start. Hurry up!\Uh, yes!\Would the first three candidates head to the studio?\The rest of you, please wait until you're called.\Number one, Tanaka Mika.\Thank you for your consideration.\Once again, you're all by yourself in the classroom this late?\So she's not just cute. response:	What is Weiss?
context: Uh, yes!\Would the first three candidates head to the studio?\The rest of you, please wait until you're called.\Number one, Tanaka Mika.\Thank you for your consideration.\Once again, you're all by yourself in the classroom this late?\So she's not just cute.\What is Weiss? response:	Thank you.
context: Would the first three candidates head to the studio?\The rest of you, please wait until you're called.\Number one, Tanaka Mika.\Thank you for your consideration.\Once again, you're all by yourself in the classroom this late?\So she's not just cute.\What is Weiss?\Thank you. response:	Editorial Department
context: The rest of you, please wait until you're called.\Number one, Tanaka Mika.\Thank you for your consideration.\Once again, you're all by yourself in the classroom this late?\So she's not just cute.\What is Weiss?\Thank you.\Editorial Department response:	Oh, sorry
context: Number one, Tanaka Mika.\Thank you for your consideration.\Once again, you're all by yourself in the classroom this late?\So she's not just cute.\What is Weiss?\Thank you.\Editorial Department\Oh, sorry response:	Huh? Satoru? No idea.
context: Thank you for your consideration.\Once again, you're all by yourself in the classroom this late?\So she's not just cute.\What is Weiss?\Thank you.\Editorial Department\Oh, sorry\Huh? Satoru? No idea. response:	aaa Oh, then he probably went home by him
context: Once again, you're all by yourself in the classroom this late?\So she's not just cute.\What is Weiss?\Thank you.\Editorial Department\Oh, sorry\Huh? Satoru? No idea.\aaa Oh, then he probably went home by him response:	Satoru... Staying alone in the classroom till late again?
context: So she's not just cute.\What is Weiss?\Thank you.\Editorial Department\Oh, sorry\Huh? Satoru? No idea.\aaa Oh, then he probably went home by him\Satoru... Staying alone in the classroom till late again? response:	Eh? What is'Weiss'?
context: What is Weiss?\Thank you.\Editorial Department\Oh, sorry\Huh? Satoru? No idea.\aaa Oh, then he probably went home by him\Satoru... Staying alone in the classroom till late again?\Eh? What is'Weiss'? response:	Thank you, Tanaka.
context: Thank you.\Editorial Department\Oh, sorry\Huh? Satoru? No idea.\aaa Oh, then he probably went home by him\Satoru... Staying alone in the classroom till late again?\Eh? What is'Weiss'?\Thank you, Tanaka. response:	It was a refreshing performance.
context: Editorial Department\Oh, sorry\Huh? Satoru? No idea.\aaa Oh, then he probably went home by him\Satoru... Staying alone in the classroom till late again?\Eh? What is'Weiss'?\Thank you, Tanaka.\It was a refreshing performance. response:	Yes. I could really tell that she was a pro.
context: Oh, sorry\Huh? Satoru? No idea.\aaa Oh, then he probably went home by him\Satoru... Staying alone in the classroom till late again?\Eh? What is'Weiss'?\Thank you, Tanaka.\It was a refreshing performance.\Yes. I could really tell that she was a pro. response:	On Air
context: Huh? Satoru? No idea.\aaa Oh, then he probably went home by him\Satoru... Staying alone in the classroom till late again?\Eh? What is'Weiss'?\Thank you, Tanaka.\It was a refreshing performance.\Yes. I could really tell that she was a pro.\On Air response:	Oh, Namba is up next.
context: aaa Oh, then he probably went home by him\Satoru... Staying alone in the classroom till late again?\Eh? What is'Weiss'?\Thank you, Tanaka.\It was a refreshing performance.\Yes. I could really tell that she was a pro.\On Air\Oh, Namba is up next. response:	Number 2, Namba Kana. I'll be playing the role of Minadori Naho.
context: Satoru... Staying alone in the classroom till late again?\Eh? What is'Weiss'?\Thank you, Tanaka.\It was a refreshing performance.\Yes. I could really tell that she was a pro.\On Air\Oh, Namba is up next.\Number 2, Namba Kana. I'll be playing the role of Minadori Naho. response:	I hear she's the most popular one among the younger voice actresses.
context: Eh? What is'Weiss'?\Thank you, Tanaka.\It was a refreshing performance.\Yes. I could really tell that she was a pro.\On Air\Oh, Namba is up next.\Number 2, Namba Kana. I'll be playing the role of Minadori Naho.\I hear she's the most popular one among the younger voice actresses. response:	Thank you for your consideration.
context: Thank you, Tanaka.\It was a refreshing performance.\Yes. I could really tell that she was a pro.\On Air\Oh, Namba is up next.\Number 2, Namba Kana. I'll be playing the role of Minadori Naho.\I hear she's the most popular one among the younger voice actresses.\Thank you for your consideration. response:	And she's pretty skilled to boot.
context: It was a refreshing performance.\Yes. I could really tell that she was a pro.\On Air\Oh, Namba is up next.\Number 2, Namba Kana. I'll be playing the role of Minadori Naho.\I hear she's the most popular one among the younger voice actresses.\Thank you for your consideration.\And she's pretty skilled to boot. response:	Good morning, Satoru!
context: Yes. I could really tell that she was a pro.\On Air\Oh, Namba is up next.\Number 2, Namba Kana. I'll be playing the role of Minadori Naho.\I hear she's the most popular one among the younger voice actresses.\Thank you for your consideration.\And she's pretty skilled to boot.\Good morning, Satoru! response:	There's some parts of yesterday's math homework that I don't understand.
context: On Air\Oh, Namba is up next.\Number 2, Namba Kana. I'll be playing the role of Minadori Naho.\I hear she's the most popular one among the younger voice actresses.\Thank you for your consideration.\And she's pretty skilled to boot.\Good morning, Satoru!\There's some parts of yesterday's math homework that I don't understand. response:	She's not the most popular for nothing.
context: Oh, Namba is up next.\Number 2, Namba Kana. I'll be playing the role of Minadori Naho.\I hear she's the most popular one among the younger voice actresses.\Thank you for your consideration.\And she's pretty skilled to boot.\Good morning, Satoru!\There's some parts of yesterday's math homework that I don't understand.\She's not the most popular for nothing. response:	Satoru, you're so nice. Not only do you let me borrow your notes,
context: Number 2, Namba Kana. I'll be playing the role of Minadori Naho.\I hear she's the most popular one among the younger voice actresses.\Thank you for your consideration.\And she's pretty skilled to boot.\Good morning, Satoru!\There's some parts of yesterday's math homework that I don't understand.\She's not the most popular for nothing.\Satoru, you're so nice. Not only do you let me borrow your notes, response:	Yeah.
context: I hear she's the most popular one among the younger voice actresses.\Thank you for your consideration.\And she's pretty skilled to boot.\Good morning, Satoru!\There's some parts of yesterday's math homework that I don't understand.\She's not the most popular for nothing.\Satoru, you're so nice. Not only do you let me borrow your notes,\Yeah. response:	but you also explain things until I understand them.
context: Thank you for your consideration.\And she's pretty skilled to boot.\Good morning, Satoru!\There's some parts of yesterday's math homework that I don't understand.\She's not the most popular for nothing.\Satoru, you're so nice. Not only do you let me borrow your notes,\Yeah.\but you also explain things until I understand them. response:	Huh? Satoru? I don't know.
context: And she's pretty skilled to boot.\Good morning, Satoru!\There's some parts of yesterday's math homework that I don't understand.\She's not the most popular for nothing.\Satoru, you're so nice. Not only do you let me borrow your notes,\Yeah.\but you also explain things until I understand them.\Huh? Satoru? I don't know. response:	Oh, then he probably went home by himself.
context: Good morning, Satoru!\There's some parts of yesterday's math homework that I don't understand.\She's not the most popular for nothing.\Satoru, you're so nice. Not only do you let me borrow your notes,\Yeah.\but you also explain things until I understand them.\Huh? Satoru? I don't know.\Oh, then he probably went home by himself. response:	That's Gouda for you. She's excellent.
context: There's some parts of yesterday's math homework that I don't understand.\She's not the most popular for nothing.\Satoru, you're so nice. Not only do you let me borrow your notes,\Yeah.\but you also explain things until I understand them.\Huh? Satoru? I don't know.\Oh, then he probably went home by himself.\That's Gouda for you. She's excellent. response:	Satoru, you're all by yourself in the classroom again?
context: She's not the most popular for nothing.\Satoru, you're so nice. Not only do you let me borrow your notes,\Yeah.\but you also explain things until I understand them.\Huh? Satoru? I don't know.\Oh, then he probably went home by himself.\That's Gouda for you. She's excellent.\Satoru, you're all by yourself in the classroom again? response:	Yes.
context: Satoru, you're so nice. Not only do you let me borrow your notes,\Yeah.\but you also explain things until I understand them.\Huh? Satoru? I don't know.\Oh, then he probably went home by himself.\That's Gouda for you. She's excellent.\Satoru, you're all by yourself in the classroom again?\Yes. response:	What's wrong? You won't go home with your friends anymore.
context: Yeah.\but you also explain things until I understand them.\Huh? Satoru? I don't know.\Oh, then he probably went home by himself.\That's Gouda for you. She's excellent.\Satoru, you're all by yourself in the classroom again?\Yes.\What's wrong? You won't go home with your friends anymore. response:	Or with me.
context: but you also explain things until I understand them.\Huh? Satoru? I don't know.\Oh, then he probably went home by himself.\That's Gouda for you. She's excellent.\Satoru, you're all by yourself in the classroom again?\Yes.\What's wrong? You won't go home with your friends anymore.\Or with me. response:	And lately, you've changed.
context: Huh? Satoru? I don't know.\Oh, then he probably went home by himself.\That's Gouda for you. She's excellent.\Satoru, you're all by yourself in the classroom again?\Yes.\What's wrong? You won't go home with your friends anymore.\Or with me.\And lately, you've changed. response:	You used to be more kind.
context: Oh, then he probably went home by himself.\That's Gouda for you. She's excellent.\Satoru, you're all by yourself in the classroom again?\Yes.\What's wrong? You won't go home with your friends anymore.\Or with me.\And lately, you've changed.\You used to be more kind. response:	This lady is good.
context: That's Gouda for you. She's excellent.\Satoru, you're all by yourself in the classroom again?\Yes.\What's wrong? You won't go home with your friends anymore.\Or with me.\And lately, you've changed.\You used to be more kind.\This lady is good. response:	Everyone is really good.
context: Satoru, you're all by yourself in the classroom again?\Yes.\What's wrong? You won't go home with your friends anymore.\Or with me.\And lately, you've changed.\You used to be more kind.\This lady is good.\Everyone is really good. response:	If everyone thought and acted the same as I... as Satoru does,
context: Yes.\What's wrong? You won't go home with your friends anymore.\Or with me.\And lately, you've changed.\You used to be more kind.\This lady is good.\Everyone is really good.\If everyone thought and acted the same as I... as Satoru does, response:	Will Miho be okay?
context: What's wrong? You won't go home with your friends anymore.\Or with me.\And lately, you've changed.\You used to be more kind.\This lady is good.\Everyone is really good.\If everyone thought and acted the same as I... as Satoru does,\Will Miho be okay? response:	Of course she will!
context: Or with me.\And lately, you've changed.\You used to be more kind.\This lady is good.\Everyone is really good.\If everyone thought and acted the same as I... as Satoru does,\Will Miho be okay?\Of course she will! response:	Right?
context: And lately, you've changed.\You used to be more kind.\This lady is good.\Everyone is really good.\If everyone thought and acted the same as I... as Satoru does,\Will Miho be okay?\Of course she will!\Right? response:	the world would be a much better place.
context: You used to be more kind.\This lady is good.\Everyone is really good.\If everyone thought and acted the same as I... as Satoru does,\Will Miho be okay?\Of course she will!\Right?\the world would be a much better place. response:	Yeah.
context: This lady is good.\Everyone is really good.\If everyone thought and acted the same as I... as Satoru does,\Will Miho be okay?\Of course she will!\Right?\the world would be a much better place.\Yeah. response:	Thank you for a passionate performance.
context: Everyone is really good.\If everyone thought and acted the same as I... as Satoru does,\Will Miho be okay?\Of course she will!\Right?\the world would be a much better place.\Yeah.\Thank you for a passionate performance. response:	They're all really good. It's so hard to pick just one.
context: If everyone thought and acted the same as I... as Satoru does,\Will Miho be okay?\Of course she will!\Right?\the world would be a much better place.\Yeah.\Thank you for a passionate performance.\They're all really good. It's so hard to pick just one. response:	Mashiro...
context: Will Miho be okay?\Of course she will!\Right?\the world would be a much better place.\Yeah.\Thank you for a passionate performance.\They're all really good. It's so hard to pick just one.\Mashiro... response:	Do we really have to wait till
context: Of course she will!\Right?\the world would be a much better place.\Yeah.\Thank you for a passionate performance.\They're all really good. It's so hard to pick just one.\Mashiro...\Do we really have to wait till response:	our dream comes true?
context: Right?\the world would be a much better place.\Yeah.\Thank you for a passionate performance.\They're all really good. It's so hard to pick just one.\Mashiro...\Do we really have to wait till\our dream comes true? response:	Will you...
context: the world would be a much better place.\Yeah.\Thank you for a passionate performance.\They're all really good. It's so hard to pick just one.\Mashiro...\Do we really have to wait till\our dream comes true?\Will you... response:	Will you keep waiting for me?
context: Yeah.\Thank you for a passionate performance.\They're all really good. It's so hard to pick just one.\Mashiro...\Do we really have to wait till\our dream comes true?\Will you...\Will you keep waiting for me? response:	Now, Mashiro is the one waiting for me.
context: Thank you for a passionate performance.\They're all really good. It's so hard to pick just one.\Mashiro...\Do we really have to wait till\our dream comes true?\Will you...\Will you keep waiting for me?\Now, Mashiro is the one waiting for me. response:	Next, Azuki Miho.
context: They're all really good. It's so hard to pick just one.\Mashiro...\Do we really have to wait till\our dream comes true?\Will you...\Will you keep waiting for me?\Now, Mashiro is the one waiting for me.\Next, Azuki Miho. response:	Your turn.
context: Mashiro...\Do we really have to wait till\our dream comes true?\Will you...\Will you keep waiting for me?\Now, Mashiro is the one waiting for me.\Next, Azuki Miho.\Your turn. response:	Okay.
context: Do we really have to wait till\our dream comes true?\Will you...\Will you keep waiting for me?\Now, Mashiro is the one waiting for me.\Next, Azuki Miho.\Your turn.\Okay. response:	Each and every word I'm about to perform
context: our dream comes true?\Will you...\Will you keep waiting for me?\Now, Mashiro is the one waiting for me.\Next, Azuki Miho.\Your turn.\Okay.\Each and every word I'm about to perform response:	are words leading to my dream.
context: Will you...\Will you keep waiting for me?\Now, Mashiro is the one waiting for me.\Next, Azuki Miho.\Your turn.\Okay.\Each and every word I'm about to perform\are words leading to my dream. response:	Number seven, Azuki Miho.
context: Will you keep waiting for me?\Now, Mashiro is the one waiting for me.\Next, Azuki Miho.\Your turn.\Okay.\Each and every word I'm about to perform\are words leading to my dream.\Number seven, Azuki Miho. response:	I will be acting the part of Minadori Naho.
context: Now, Mashiro is the one waiting for me.\Next, Azuki Miho.\Your turn.\Okay.\Each and every word I'm about to perform\are words leading to my dream.\Number seven, Azuki Miho.\I will be acting the part of Minadori Naho. response:	Thank you for your consideration.
context: Next, Azuki Miho.\Your turn.\Okay.\Each and every word I'm about to perform\are words leading to my dream.\Number seven, Azuki Miho.\I will be acting the part of Minadori Naho.\Thank you for your consideration. response:	She doesn't have the script.
context: Your turn.\Okay.\Each and every word I'm about to perform\are words leading to my dream.\Number seven, Azuki Miho.\I will be acting the part of Minadori Naho.\Thank you for your consideration.\She doesn't have the script. response:	Then, please go ahead and begin.
context: Okay.\Each and every word I'm about to perform\are words leading to my dream.\Number seven, Azuki Miho.\I will be acting the part of Minadori Naho.\Thank you for your consideration.\She doesn't have the script.\Then, please go ahead and begin. response:	It must be because she intends to move around while she acts.
context: Each and every word I'm about to perform\are words leading to my dream.\Number seven, Azuki Miho.\I will be acting the part of Minadori Naho.\Thank you for your consideration.\She doesn't have the script.\Then, please go ahead and begin.\It must be because she intends to move around while she acts. response:	Good morning, Satoru!
context: are words leading to my dream.\Number seven, Azuki Miho.\I will be acting the part of Minadori Naho.\Thank you for your consideration.\She doesn't have the script.\Then, please go ahead and begin.\It must be because she intends to move around while she acts.\Good morning, Satoru! response:	There's some parts of yesterday's math homework that I don't understand.
context: Number seven, Azuki Miho.\I will be acting the part of Minadori Naho.\Thank you for your consideration.\She doesn't have the script.\Then, please go ahead and begin.\It must be because she intends to move around while she acts.\Good morning, Satoru!\There's some parts of yesterday's math homework that I don't understand. response:	Satoru, you're so nice. Not only do you let me borrow your notes,
context: I will be acting the part of Minadori Naho.\Thank you for your consideration.\She doesn't have the script.\Then, please go ahead and begin.\It must be because she intends to move around while she acts.\Good morning, Satoru!\There's some parts of yesterday's math homework that I don't understand.\Satoru, you're so nice. Not only do you let me borrow your notes, response:	but you also explain things until I understand them.
context: Thank you for your consideration.\She doesn't have the script.\Then, please go ahead and begin.\It must be because she intends to move around while she acts.\Good morning, Satoru!\There's some parts of yesterday's math homework that I don't understand.\Satoru, you're so nice. Not only do you let me borrow your notes,\but you also explain things until I understand them. response:	She's really refreshing!
context: She doesn't have the script.\Then, please go ahead and begin.\It must be because she intends to move around while she acts.\Good morning, Satoru!\There's some parts of yesterday's math homework that I don't understand.\Satoru, you're so nice. Not only do you let me borrow your notes,\but you also explain things until I understand them.\She's really refreshing! response:	And this is a voice I've never heard Miho use before.
context: Then, please go ahead and begin.\It must be because she intends to move around while she acts.\Good morning, Satoru!\There's some parts of yesterday's math homework that I don't understand.\Satoru, you're so nice. Not only do you let me borrow your notes,\but you also explain things until I understand them.\She's really refreshing!\And this is a voice I've never heard Miho use before. response:	Yeah!
context: It must be because she intends to move around while she acts.\Good morning, Satoru!\There's some parts of yesterday's math homework that I don't understand.\Satoru, you're so nice. Not only do you let me borrow your notes,\but you also explain things until I understand them.\She's really refreshing!\And this is a voice I've never heard Miho use before.\Yeah! response:	Your face is getting redder, Satoru.
context: Good morning, Satoru!\There's some parts of yesterday's math homework that I don't understand.\Satoru, you're so nice. Not only do you let me borrow your notes,\but you also explain things until I understand them.\She's really refreshing!\And this is a voice I've never heard Miho use before.\Yeah!\Your face is getting redder, Satoru. response:	I'm sorry. Thanks for teaching me this.
context: There's some parts of yesterday's math homework that I don't understand.\Satoru, you're so nice. Not only do you let me borrow your notes,\but you also explain things until I understand them.\She's really refreshing!\And this is a voice I've never heard Miho use before.\Yeah!\Your face is getting redder, Satoru.\I'm sorry. Thanks for teaching me this. response:	Azukyun is really good!
context: Satoru, you're so nice. Not only do you let me borrow your notes,\but you also explain things until I understand them.\She's really refreshing!\And this is a voice I've never heard Miho use before.\Yeah!\Your face is getting redder, Satoru.\I'm sorry. Thanks for teaching me this.\Azukyun is really good! response:	Anon in live chat
context: but you also explain things until I understand them.\She's really refreshing!\And this is a voice I've never heard Miho use before.\Yeah!\Your face is getting redder, Satoru.\I'm sorry. Thanks for teaching me this.\Azukyun is really good!\Anon in live chat response:	Azukyun is really good. But amateurs may not pick up on it.
context: She's really refreshing!\And this is a voice I've never heard Miho use before.\Yeah!\Your face is getting redder, Satoru.\I'm sorry. Thanks for teaching me this.\Azukyun is really good!\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it. response:	Amateurs may not pick up on it.
context: And this is a voice I've never heard Miho use before.\Yeah!\Your face is getting redder, Satoru.\I'm sorry. Thanks for teaching me this.\Azukyun is really good!\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Amateurs may not pick up on it. response:	Are you a pro or something?
context: Yeah!\Your face is getting redder, Satoru.\I'm sorry. Thanks for teaching me this.\Azukyun is really good!\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Amateurs may not pick up on it.\Are you a pro or something? response:	Anon in live chat
context: Your face is getting redder, Satoru.\I'm sorry. Thanks for teaching me this.\Azukyun is really good!\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Amateurs may not pick up on it.\Are you a pro or something?\Anon in live chat response:	Azukyun is really good. But amateurs may not pick up on it.
context: I'm sorry. Thanks for teaching me this.\Azukyun is really good!\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Amateurs may not pick up on it.\Are you a pro or something?\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it. response:	Anon in live chat
context: Azukyun is really good!\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Amateurs may not pick up on it.\Are you a pro or something?\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat response:	Azukyun is really good. But amateurs may not pick up on it.
context: Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Amateurs may not pick up on it.\Are you a pro or something?\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it. response:	Anon in live chat
context: Azukyun is really good. But amateurs may not pick up on it.\Amateurs may not pick up on it.\Are you a pro or something?\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat response:	Azukyun is really good. But amateurs may not pick up on it.
context: Amateurs may not pick up on it.\Are you a pro or something?\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it. response:	Anon in live chat
context: Are you a pro or something?\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat response:	Anon in live chat
context: Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat response:	Azukyun is really good. But amateurs may not pick up on it.
context: Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it. response:	Anon in live chat
context: Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat response:	Anon in live chat
context: Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat response:	Azukyun is really good. But amateurs may not pick up on it.
context: Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it. response:	Anon in live chat
context: Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat response:	Anon in live chat
context: Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat response:	Azukyun is really good. But amateurs may not pick up on it.
context: Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it. response:	Anon in live chat
context: Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat response:	Are you a pro or something?
context: Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Are you a pro or something? response:	Anon in live chat
context: Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Are you a pro or something?\Anon in live chat response:	Azukyun is really good. But amateurs may not pick up on it.
context: Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Are you a pro or something?\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it. response:	Anon in live chat
context: Anon in live chat\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Are you a pro or something?\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat response:	Are you a pro or something?
context: Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Are you a pro or something?\Anon in live chat\Azukyun is really good. But amateurs may not pick up on it.\Anon in live chat\Are you a pro or something? response:	Anon in live chat
