context: Squeak, squeak, squeak! response:	Look how the hamsters eat their food so squeaky clean.
context: Thursday is bread day, so what could it be?\I'm home.\Oh, Big Brother!\Look who I ran into on the way home. So, I invited her over for dinner.\Ran into, you say? And where did this meeting take place?\What are you all mad about?\Was it wrong for me to come, Big Brother?\No, you're perfectly fine. response:	Ah! That was a sneer!
context: I'm home.\Oh, Big Brother!\Look who I ran into on the way home. So, I invited her over for dinner.\Ran into, you say? And where did this meeting take place?\What are you all mad about?\Was it wrong for me to come, Big Brother?\No, you're perfectly fine.\Ah! That was a sneer! response:	It was her PLAN to come here, Big Brother!
context: Oh, Big Brother!\Look who I ran into on the way home. So, I invited her over for dinner.\Ran into, you say? And where did this meeting take place?\What are you all mad about?\Was it wrong for me to come, Big Brother?\No, you're perfectly fine.\Ah! That was a sneer!\It was her PLAN to come here, Big Brother! response:	It was just a coincidence, Big Brother.
context: Look who I ran into on the way home. So, I invited her over for dinner.\Ran into, you say? And where did this meeting take place?\What are you all mad about?\Was it wrong for me to come, Big Brother?\No, you're perfectly fine.\Ah! That was a sneer!\It was her PLAN to come here, Big Brother!\It was just a coincidence, Big Brother. response:	What difference does it make?
context: Ran into, you say? And where did this meeting take place?\What are you all mad about?\Was it wrong for me to come, Big Brother?\No, you're perfectly fine.\Ah! That was a sneer!\It was her PLAN to come here, Big Brother!\It was just a coincidence, Big Brother.\What difference does it make? response:	And what's got you so angry?
context: What are you all mad about?\Was it wrong for me to come, Big Brother?\No, you're perfectly fine.\Ah! That was a sneer!\It was her PLAN to come here, Big Brother!\It was just a coincidence, Big Brother.\What difference does it make?\And what's got you so angry? response:	You're acting strange.
context: Was it wrong for me to come, Big Brother?\No, you're perfectly fine.\Ah! That was a sneer!\It was her PLAN to come here, Big Brother!\It was just a coincidence, Big Brother.\What difference does it make?\And what's got you so angry?\You're acting strange. response:	She's had dinner with us before, right?
context: No, you're perfectly fine.\Ah! That was a sneer!\It was her PLAN to come here, Big Brother!\It was just a coincidence, Big Brother.\What difference does it make?\And what's got you so angry?\You're acting strange.\She's had dinner with us before, right? response:	Yeah, but still...
context: Ah! That was a sneer!\It was her PLAN to come here, Big Brother!\It was just a coincidence, Big Brother.\What difference does it make?\And what's got you so angry?\You're acting strange.\She's had dinner with us before, right?\Yeah, but still... response:	Well? Why did you come here?
context: It was her PLAN to come here, Big Brother!\It was just a coincidence, Big Brother.\What difference does it make?\And what's got you so angry?\You're acting strange.\She's had dinner with us before, right?\Yeah, but still...\Well? Why did you come here? response:	It was just a coincidence.
context: It was just a coincidence, Big Brother.\What difference does it make?\And what's got you so angry?\You're acting strange.\She's had dinner with us before, right?\Yeah, but still...\Well? Why did you come here?\It was just a coincidence. response:	I saw him as he was leaving the office,
context: What difference does it make?\And what's got you so angry?\You're acting strange.\She's had dinner with us before, right?\Yeah, but still...\Well? Why did you come here?\It was just a coincidence.\I saw him as he was leaving the office, response:	so I called out Big Brother! and he replied Hikari!
context: And what's got you so angry?\You're acting strange.\She's had dinner with us before, right?\Yeah, but still...\Well? Why did you come here?\It was just a coincidence.\I saw him as he was leaving the office,\so I called out Big Brother! and he replied Hikari! response:	THAT'S NOT A COINCIDENCE AT ALL!
context: You're acting strange.\She's had dinner with us before, right?\Yeah, but still...\Well? Why did you come here?\It was just a coincidence.\I saw him as he was leaving the office,\so I called out Big Brother! and he replied Hikari!\THAT'S NOT A COINCIDENCE AT ALL! response:	I just happened to be outside of his office and he just happened to come out.
context: She's had dinner with us before, right?\Yeah, but still...\Well? Why did you come here?\It was just a coincidence.\I saw him as he was leaving the office,\so I called out Big Brother! and he replied Hikari!\THAT'S NOT A COINCIDENCE AT ALL!\I just happened to be outside of his office and he just happened to come out. response:	There's nothing coincidental about that!
context: Yeah, but still...\Well? Why did you come here?\It was just a coincidence.\I saw him as he was leaving the office,\so I called out Big Brother! and he replied Hikari!\THAT'S NOT A COINCIDENCE AT ALL!\I just happened to be outside of his office and he just happened to come out.\There's nothing coincidental about that! response:	It's purely coincidental.
context: Well? Why did you come here?\It was just a coincidence.\I saw him as he was leaving the office,\so I called out Big Brother! and he replied Hikari!\THAT'S NOT A COINCIDENCE AT ALL!\I just happened to be outside of his office and he just happened to come out.\There's nothing coincidental about that!\It's purely coincidental. response:	I thought those two were friends...
context: It was just a coincidence.\I saw him as he was leaving the office,\so I called out Big Brother! and he replied Hikari!\THAT'S NOT A COINCIDENCE AT ALL!\I just happened to be outside of his office and he just happened to come out.\There's nothing coincidental about that!\It's purely coincidental.\I thought those two were friends... response:	What's got Umaru in such a bad mood?
context: I saw him as he was leaving the office,\so I called out Big Brother! and he replied Hikari!\THAT'S NOT A COINCIDENCE AT ALL!\I just happened to be outside of his office and he just happened to come out.\There's nothing coincidental about that!\It's purely coincidental.\I thought those two were friends...\What's got Umaru in such a bad mood? response:	Still, maybe Hikari came over so they can get closer.
context: so I called out Big Brother! and he replied Hikari!\THAT'S NOT A COINCIDENCE AT ALL!\I just happened to be outside of his office and he just happened to come out.\There's nothing coincidental about that!\It's purely coincidental.\I thought those two were friends...\What's got Umaru in such a bad mood?\Still, maybe Hikari came over so they can get closer. response:	Huh? Isn't it bread day today?
context: THAT'S NOT A COINCIDENCE AT ALL!\I just happened to be outside of his office and he just happened to come out.\There's nothing coincidental about that!\It's purely coincidental.\I thought those two were friends...\What's got Umaru in such a bad mood?\Still, maybe Hikari came over so they can get closer.\Huh? Isn't it bread day today? response:	Yup, it's bread day. So, let's make pancakes.
context: I just happened to be outside of his office and he just happened to come out.\There's nothing coincidental about that!\It's purely coincidental.\I thought those two were friends...\What's got Umaru in such a bad mood?\Still, maybe Hikari came over so they can get closer.\Huh? Isn't it bread day today?\Yup, it's bread day. So, let's make pancakes. response:	Okay, I think it's ready now.
context: There's nothing coincidental about that!\It's purely coincidental.\I thought those two were friends...\What's got Umaru in such a bad mood?\Still, maybe Hikari came over so they can get closer.\Huh? Isn't it bread day today?\Yup, it's bread day. So, let's make pancakes.\Okay, I think it's ready now. response:	All of us making something together will probably help them break the ice.
context: It's purely coincidental.\I thought those two were friends...\What's got Umaru in such a bad mood?\Still, maybe Hikari came over so they can get closer.\Huh? Isn't it bread day today?\Yup, it's bread day. So, let's make pancakes.\Okay, I think it's ready now.\All of us making something together will probably help them break the ice. response:	Okay, who's up first?
context: I thought those two were friends...\What's got Umaru in such a bad mood?\Still, maybe Hikari came over so they can get closer.\Huh? Isn't it bread day today?\Yup, it's bread day. So, let's make pancakes.\Okay, I think it's ready now.\All of us making something together will probably help them break the ice.\Okay, who's up first? response:	Okay! I shall make you the perfect pancake, Big Brother!
context: What's got Umaru in such a bad mood?\Still, maybe Hikari came over so they can get closer.\Huh? Isn't it bread day today?\Yup, it's bread day. So, let's make pancakes.\Okay, I think it's ready now.\All of us making something together will probably help them break the ice.\Okay, who's up first?\Okay! I shall make you the perfect pancake, Big Brother! response:	Perfect, huh? That's a tall order.
context: Still, maybe Hikari came over so they can get closer.\Huh? Isn't it bread day today?\Yup, it's bread day. So, let's make pancakes.\Okay, I think it's ready now.\All of us making something together will probably help them break the ice.\Okay, who's up first?\Okay! I shall make you the perfect pancake, Big Brother!\Perfect, huh? That's a tall order. response:	Nah, it's easy!
context: Huh? Isn't it bread day today?\Yup, it's bread day. So, let's make pancakes.\Okay, I think it's ready now.\All of us making something together will probably help them break the ice.\Okay, who's up first?\Okay! I shall make you the perfect pancake, Big Brother!\Perfect, huh? That's a tall order.\Nah, it's easy! response:	All you have to do is pour this on here!
context: Yup, it's bread day. So, let's make pancakes.\Okay, I think it's ready now.\All of us making something together will probably help them break the ice.\Okay, who's up first?\Okay! I shall make you the perfect pancake, Big Brother!\Perfect, huh? That's a tall order.\Nah, it's easy!\All you have to do is pour this on here! response:	You think?
context: Okay, I think it's ready now.\All of us making something together will probably help them break the ice.\Okay, who's up first?\Okay! I shall make you the perfect pancake, Big Brother!\Perfect, huh? That's a tall order.\Nah, it's easy!\All you have to do is pour this on here!\You think? response:	Hyaa!
context: All of us making something together will probably help them break the ice.\Okay, who's up first?\Okay! I shall make you the perfect pancake, Big Brother!\Perfect, huh? That's a tall order.\Nah, it's easy!\All you have to do is pour this on here!\You think?\Hyaa! response:	It was too soon!
context: Okay, who's up first?\Okay! I shall make you the perfect pancake, Big Brother!\Perfect, huh? That's a tall order.\Nah, it's easy!\All you have to do is pour this on here!\You think?\Hyaa!\It was too soon! response:	Big Brother, I can make a better one.
context: Okay! I shall make you the perfect pancake, Big Brother!\Perfect, huh? That's a tall order.\Nah, it's easy!\All you have to do is pour this on here!\You think?\Hyaa!\It was too soon!\Big Brother, I can make a better one. response:	Um, Hikari?
context: Perfect, huh? That's a tall order.\Nah, it's easy!\All you have to do is pour this on here!\You think?\Hyaa!\It was too soon!\Big Brother, I can make a better one.\Um, Hikari? response:	You watching?
context: Nah, it's easy!\All you have to do is pour this on here!\You think?\Hyaa!\It was too soon!\Big Brother, I can make a better one.\Um, Hikari?\You watching? response:	The trick is to wait until the surface starts to bubble.
context: All you have to do is pour this on here!\You think?\Hyaa!\It was too soon!\Big Brother, I can make a better one.\Um, Hikari?\You watching?\The trick is to wait until the surface starts to bubble. response:	Okay, all done!
context: You think?\Hyaa!\It was too soon!\Big Brother, I can make a better one.\Um, Hikari?\You watching?\The trick is to wait until the surface starts to bubble.\Okay, all done! response:	What is this sorcery?!
context: Hyaa!\It was too soon!\Big Brother, I can make a better one.\Um, Hikari?\You watching?\The trick is to wait until the surface starts to bubble.\Okay, all done!\What is this sorcery?! response:	Delish!
context: It was too soon!\Big Brother, I can make a better one.\Um, Hikari?\You watching?\The trick is to wait until the surface starts to bubble.\Okay, all done!\What is this sorcery?!\Delish! response:	It's fun to make food together, isn't it?
context: Big Brother, I can make a better one.\Um, Hikari?\You watching?\The trick is to wait until the surface starts to bubble.\Okay, all done!\What is this sorcery?!\Delish!\It's fun to make food together, isn't it? response:	Huh? Did you make more?
context: Um, Hikari?\You watching?\The trick is to wait until the surface starts to bubble.\Okay, all done!\What is this sorcery?!\Delish!\It's fun to make food together, isn't it?\Huh? Did you make more? response:	No, these are your two. You said you made them for me, right?
context: You watching?\The trick is to wait until the surface starts to bubble.\Okay, all done!\What is this sorcery?!\Delish!\It's fun to make food together, isn't it?\Huh? Did you make more?\No, these are your two. You said you made them for me, right? response:	Big Brother, don't force yourself. There's no way those will taste good.
context: The trick is to wait until the surface starts to bubble.\Okay, all done!\What is this sorcery?!\Delish!\It's fun to make food together, isn't it?\Huh? Did you make more?\No, these are your two. You said you made them for me, right?\Big Brother, don't force yourself. There's no way those will taste good. response:	Um, I...
context: Okay, all done!\What is this sorcery?!\Delish!\It's fun to make food together, isn't it?\Huh? Did you make more?\No, these are your two. You said you made them for me, right?\Big Brother, don't force yourself. There's no way those will taste good.\Um, I... response:	Hm?
context: What is this sorcery?!\Delish!\It's fun to make food together, isn't it?\Huh? Did you make more?\No, these are your two. You said you made them for me, right?\Big Brother, don't force yourself. There's no way those will taste good.\Um, I...\Hm? response:	I came because I wanted to eat bread with you. It wasn't a coincidence.
context: Delish!\It's fun to make food together, isn't it?\Huh? Did you make more?\No, these are your two. You said you made them for me, right?\Big Brother, don't force yourself. There's no way those will taste good.\Um, I...\Hm?\I came because I wanted to eat bread with you. It wasn't a coincidence. response:	I'm sorry for lying.
context: It's fun to make food together, isn't it?\Huh? Did you make more?\No, these are your two. You said you made them for me, right?\Big Brother, don't force yourself. There's no way those will taste good.\Um, I...\Hm?\I came because I wanted to eat bread with you. It wasn't a coincidence.\I'm sorry for lying. response:	You don't say...
context: Huh? Did you make more?\No, these are your two. You said you made them for me, right?\Big Brother, don't force yourself. There's no way those will taste good.\Um, I...\Hm?\I came because I wanted to eat bread with you. It wasn't a coincidence.\I'm sorry for lying.\You don't say... response:	Oh, that's right!
context: No, these are your two. You said you made them for me, right?\Big Brother, don't force yourself. There's no way those will taste good.\Um, I...\Hm?\I came because I wanted to eat bread with you. It wasn't a coincidence.\I'm sorry for lying.\You don't say...\Oh, that's right! response:	You forgot this last time!
context: Big Brother, don't force yourself. There's no way those will taste good.\Um, I...\Hm?\I came because I wanted to eat bread with you. It wasn't a coincidence.\I'm sorry for lying.\You don't say...\Oh, that's right!\You forgot this last time! response:	That's pretty incredible that you got an award.
context: Um, I...\Hm?\I came because I wanted to eat bread with you. It wasn't a coincidence.\I'm sorry for lying.\You don't say...\Oh, that's right!\You forgot this last time!\That's pretty incredible that you got an award. response:	Th-thank you very much.
context: Hm?\I came because I wanted to eat bread with you. It wasn't a coincidence.\I'm sorry for lying.\You don't say...\Oh, that's right!\You forgot this last time!\That's pretty incredible that you got an award.\Th-thank you very much. response:	Hmph!
context: I came because I wanted to eat bread with you. It wasn't a coincidence.\I'm sorry for lying.\You don't say...\Oh, that's right!\You forgot this last time!\That's pretty incredible that you got an award.\Th-thank you very much.\Hmph! response:	I GOT AN AWARD TOO!
context: I'm sorry for lying.\You don't say...\Oh, that's right!\You forgot this last time!\That's pretty incredible that you got an award.\Th-thank you very much.\Hmph!\I GOT AN AWARD TOO! response:	Why are you getting so mad?
context: You don't say...\Oh, that's right!\You forgot this last time!\That's pretty incredible that you got an award.\Th-thank you very much.\Hmph!\I GOT AN AWARD TOO!\Why are you getting so mad? response:	I'm not getting mad!
context: Oh, that's right!\You forgot this last time!\That's pretty incredible that you got an award.\Th-thank you very much.\Hmph!\I GOT AN AWARD TOO!\Why are you getting so mad?\I'm not getting mad! response:	Mine is for AP classes.
context: You forgot this last time!\That's pretty incredible that you got an award.\Th-thank you very much.\Hmph!\I GOT AN AWARD TOO!\Why are you getting so mad?\I'm not getting mad!\Mine is for AP classes. response:	They recommended that I take AP classes too!
context: That's pretty incredible that you got an award.\Th-thank you very much.\Hmph!\I GOT AN AWARD TOO!\Why are you getting so mad?\I'm not getting mad!\Mine is for AP classes.\They recommended that I take AP classes too! response:	See? You're getting mad.
context: Th-thank you very much.\Hmph!\I GOT AN AWARD TOO!\Why are you getting so mad?\I'm not getting mad!\Mine is for AP classes.\They recommended that I take AP classes too!\See? You're getting mad. response:	I'M NOT GETTING MAD!
context: Hmph!\I GOT AN AWARD TOO!\Why are you getting so mad?\I'm not getting mad!\Mine is for AP classes.\They recommended that I take AP classes too!\See? You're getting mad.\I'M NOT GETTING MAD! response:	Squeak, squeak. Hamjiro, Hamsaburo, c'mon!
context: I GOT AN AWARD TOO!\Why are you getting so mad?\I'm not getting mad!\Mine is for AP classes.\They recommended that I take AP classes too!\See? You're getting mad.\I'M NOT GETTING MAD!\Squeak, squeak. Hamjiro, Hamsaburo, c'mon! response:	Ding-ding-ding!
context: Why are you getting so mad?\I'm not getting mad!\Mine is for AP classes.\They recommended that I take AP classes too!\See? You're getting mad.\I'M NOT GETTING MAD!\Squeak, squeak. Hamjiro, Hamsaburo, c'mon!\Ding-ding-ding! response:	Ooh, and the wild hamsters have appeared! Let's get your hamster ball ready!
context: I'm not getting mad!\Mine is for AP classes.\They recommended that I take AP classes too!\See? You're getting mad.\I'M NOT GETTING MAD!\Squeak, squeak. Hamjiro, Hamsaburo, c'mon!\Ding-ding-ding!\Ooh, and the wild hamsters have appeared! Let's get your hamster ball ready! response:	Dammit, Umaru! Don't treat your hamsters like toys!
context: Mine is for AP classes.\They recommended that I take AP classes too!\See? You're getting mad.\I'M NOT GETTING MAD!\Squeak, squeak. Hamjiro, Hamsaburo, c'mon!\Ding-ding-ding!\Ooh, and the wild hamsters have appeared! Let's get your hamster ball ready!\Dammit, Umaru! Don't treat your hamsters like toys! response:	Y-you've got it all wrong, Big Brother. We're just playing together.
context: They recommended that I take AP classes too!\See? You're getting mad.\I'M NOT GETTING MAD!\Squeak, squeak. Hamjiro, Hamsaburo, c'mon!\Ding-ding-ding!\Ooh, and the wild hamsters have appeared! Let's get your hamster ball ready!\Dammit, Umaru! Don't treat your hamsters like toys!\Y-you've got it all wrong, Big Brother. We're just playing together. response:	Even if you're trying to play, your pets aren't having any fun.
context: See? You're getting mad.\I'M NOT GETTING MAD!\Squeak, squeak. Hamjiro, Hamsaburo, c'mon!\Ding-ding-ding!\Ooh, and the wild hamsters have appeared! Let's get your hamster ball ready!\Dammit, Umaru! Don't treat your hamsters like toys!\Y-you've got it all wrong, Big Brother. We're just playing together.\Even if you're trying to play, your pets aren't having any fun. response:	I mean, look at their faces.
context: I'M NOT GETTING MAD!\Squeak, squeak. Hamjiro, Hamsaburo, c'mon!\Ding-ding-ding!\Ooh, and the wild hamsters have appeared! Let's get your hamster ball ready!\Dammit, Umaru! Don't treat your hamsters like toys!\Y-you've got it all wrong, Big Brother. We're just playing together.\Even if you're trying to play, your pets aren't having any fun.\I mean, look at their faces. response:	They're making the same face as always...
context: Squeak, squeak. Hamjiro, Hamsaburo, c'mon!\Ding-ding-ding!\Ooh, and the wild hamsters have appeared! Let's get your hamster ball ready!\Dammit, Umaru! Don't treat your hamsters like toys!\Y-you've got it all wrong, Big Brother. We're just playing together.\Even if you're trying to play, your pets aren't having any fun.\I mean, look at their faces.\They're making the same face as always... response:	Look, small animals have been known to die from stress.
context: Ding-ding-ding!\Ooh, and the wild hamsters have appeared! Let's get your hamster ball ready!\Dammit, Umaru! Don't treat your hamsters like toys!\Y-you've got it all wrong, Big Brother. We're just playing together.\Even if you're trying to play, your pets aren't having any fun.\I mean, look at their faces.\They're making the same face as always...\Look, small animals have been known to die from stress. response:	They're always in the same place, inside their cage. You have to treat them with care, right?
context: Ooh, and the wild hamsters have appeared! Let's get your hamster ball ready!\Dammit, Umaru! Don't treat your hamsters like toys!\Y-you've got it all wrong, Big Brother. We're just playing together.\Even if you're trying to play, your pets aren't having any fun.\I mean, look at their faces.\They're making the same face as always...\Look, small animals have been known to die from stress.\They're always in the same place, inside their cage. You have to treat them with care, right? response:	Y-yeah...
context: Dammit, Umaru! Don't treat your hamsters like toys!\Y-you've got it all wrong, Big Brother. We're just playing together.\Even if you're trying to play, your pets aren't having any fun.\I mean, look at their faces.\They're making the same face as always...\Look, small animals have been known to die from stress.\They're always in the same place, inside their cage. You have to treat them with care, right?\Y-yeah... response:	Master! Good afternoon!
context: Y-you've got it all wrong, Big Brother. We're just playing together.\Even if you're trying to play, your pets aren't having any fun.\I mean, look at their faces.\They're making the same face as always...\Look, small animals have been known to die from stress.\They're always in the same place, inside their cage. You have to treat them with care, right?\Y-yeah...\Master! Good afternoon! response:	And good afternoon, hamsters.
context: Even if you're trying to play, your pets aren't having any fun.\I mean, look at their faces.\They're making the same face as always...\Look, small animals have been known to die from stress.\They're always in the same place, inside their cage. You have to treat them with care, right?\Y-yeah...\Master! Good afternoon!\And good afternoon, hamsters. response:	Master, are you not letting them out today?
context: I mean, look at their faces.\They're making the same face as always...\Look, small animals have been known to die from stress.\They're always in the same place, inside their cage. You have to treat them with care, right?\Y-yeah...\Master! Good afternoon!\And good afternoon, hamsters.\Master, are you not letting them out today? response:	Yeah.'Cause Big Brother said...
context: They're making the same face as always...\Look, small animals have been known to die from stress.\They're always in the same place, inside their cage. You have to treat them with care, right?\Y-yeah...\Master! Good afternoon!\And good afternoon, hamsters.\Master, are you not letting them out today?\Yeah.'Cause Big Brother said... response:	Pet stress?
context: Look, small animals have been known to die from stress.\They're always in the same place, inside their cage. You have to treat them with care, right?\Y-yeah...\Master! Good afternoon!\And good afternoon, hamsters.\Master, are you not letting them out today?\Yeah.'Cause Big Brother said...\Pet stress? response:	Yeah, he thinks I tire them out by playing with them too much.
context: They're always in the same place, inside their cage. You have to treat them with care, right?\Y-yeah...\Master! Good afternoon!\And good afternoon, hamsters.\Master, are you not letting them out today?\Yeah.'Cause Big Brother said...\Pet stress?\Yeah, he thinks I tire them out by playing with them too much. response:	A-a long time ago at an aquarium I went to, I heard that even fish can feel stress.
context: Y-yeah...\Master! Good afternoon!\And good afternoon, hamsters.\Master, are you not letting them out today?\Yeah.'Cause Big Brother said...\Pet stress?\Yeah, he thinks I tire them out by playing with them too much.\A-a long time ago at an aquarium I went to, I heard that even fish can feel stress. response:	All those people coming and going and standing there in front of them...
context: Master! Good afternoon!\And good afternoon, hamsters.\Master, are you not letting them out today?\Yeah.'Cause Big Brother said...\Pet stress?\Yeah, he thinks I tire them out by playing with them too much.\A-a long time ago at an aquarium I went to, I heard that even fish can feel stress.\All those people coming and going and standing there in front of them... response:	Well, the hamsters always stay inside the house, so I think they're okay!
context: And good afternoon, hamsters.\Master, are you not letting them out today?\Yeah.'Cause Big Brother said...\Pet stress?\Yeah, he thinks I tire them out by playing with them too much.\A-a long time ago at an aquarium I went to, I heard that even fish can feel stress.\All those people coming and going and standing there in front of them...\Well, the hamsters always stay inside the house, so I think they're okay! response:	Hamjiro, Hamsaburo, good afternoon.
context: Master, are you not letting them out today?\Yeah.'Cause Big Brother said...\Pet stress?\Yeah, he thinks I tire them out by playing with them too much.\A-a long time ago at an aquarium I went to, I heard that even fish can feel stress.\All those people coming and going and standing there in front of them...\Well, the hamsters always stay inside the house, so I think they're okay!\Hamjiro, Hamsaburo, good afternoon. response:	'Sup, Tanukichi?
context: Yeah.'Cause Big Brother said...\Pet stress?\Yeah, he thinks I tire them out by playing with them too much.\A-a long time ago at an aquarium I went to, I heard that even fish can feel stress.\All those people coming and going and standing there in front of them...\Well, the hamsters always stay inside the house, so I think they're okay!\Hamjiro, Hamsaburo, good afternoon.\'Sup, Tanukichi? response:	I'll be back.
context: Pet stress?\Yeah, he thinks I tire them out by playing with them too much.\A-a long time ago at an aquarium I went to, I heard that even fish can feel stress.\All those people coming and going and standing there in front of them...\Well, the hamsters always stay inside the house, so I think they're okay!\Hamjiro, Hamsaburo, good afternoon.\'Sup, Tanukichi?\I'll be back. response:	Okay, here's your food.
context: Yeah, he thinks I tire them out by playing with them too much.\A-a long time ago at an aquarium I went to, I heard that even fish can feel stress.\All those people coming and going and standing there in front of them...\Well, the hamsters always stay inside the house, so I think they're okay!\Hamjiro, Hamsaburo, good afternoon.\'Sup, Tanukichi?\I'll be back.\Okay, here's your food. response:	Sorry Hamjiro and Hamsaburo...
context: A-a long time ago at an aquarium I went to, I heard that even fish can feel stress.\All those people coming and going and standing there in front of them...\Well, the hamsters always stay inside the house, so I think they're okay!\Hamjiro, Hamsaburo, good afternoon.\'Sup, Tanukichi?\I'll be back.\Okay, here's your food.\Sorry Hamjiro and Hamsaburo... response:	Umaru must be tough to put up with.
context: All those people coming and going and standing there in front of them...\Well, the hamsters always stay inside the house, so I think they're okay!\Hamjiro, Hamsaburo, good afternoon.\'Sup, Tanukichi?\I'll be back.\Okay, here's your food.\Sorry Hamjiro and Hamsaburo...\Umaru must be tough to put up with. response:	She's a bit selfish, but don't hold it against her, okay?
context: Well, the hamsters always stay inside the house, so I think they're okay!\Hamjiro, Hamsaburo, good afternoon.\'Sup, Tanukichi?\I'll be back.\Okay, here's your food.\Sorry Hamjiro and Hamsaburo...\Umaru must be tough to put up with.\She's a bit selfish, but don't hold it against her, okay? response:	Huh? What's wrong?
context: Hamjiro, Hamsaburo, good afternoon.\'Sup, Tanukichi?\I'll be back.\Okay, here's your food.\Sorry Hamjiro and Hamsaburo...\Umaru must be tough to put up with.\She's a bit selfish, but don't hold it against her, okay?\Huh? What's wrong? response:	Umaru has returned!
context: 'Sup, Tanukichi?\I'll be back.\Okay, here's your food.\Sorry Hamjiro and Hamsaburo...\Umaru must be tough to put up with.\She's a bit selfish, but don't hold it against her, okay?\Huh? What's wrong?\Umaru has returned! response:	Okay, I'm back! Games, Internet, and anime!
context: I'll be back.\Okay, here's your food.\Sorry Hamjiro and Hamsaburo...\Umaru must be tough to put up with.\She's a bit selfish, but don't hold it against her, okay?\Huh? What's wrong?\Umaru has returned!\Okay, I'm back! Games, Internet, and anime! response:	Hamjiro, Hamsaburo, c'mon out! Let's have a party!
context: Okay, here's your food.\Sorry Hamjiro and Hamsaburo...\Umaru must be tough to put up with.\She's a bit selfish, but don't hold it against her, okay?\Huh? What's wrong?\Umaru has returned!\Okay, I'm back! Games, Internet, and anime!\Hamjiro, Hamsaburo, c'mon out! Let's have a party! response:	Well, that was the usual fun and games...
context: Sorry Hamjiro and Hamsaburo...\Umaru must be tough to put up with.\She's a bit selfish, but don't hold it against her, okay?\Huh? What's wrong?\Umaru has returned!\Okay, I'm back! Games, Internet, and anime!\Hamjiro, Hamsaburo, c'mon out! Let's have a party!\Well, that was the usual fun and games... response:	What should we do next? Still, it's not like you can understand me.
context: Umaru must be tough to put up with.\She's a bit selfish, but don't hold it against her, okay?\Huh? What's wrong?\Umaru has returned!\Okay, I'm back! Games, Internet, and anime!\Hamjiro, Hamsaburo, c'mon out! Let's have a party!\Well, that was the usual fun and games...\What should we do next? Still, it's not like you can understand me. response:	You're not feeling any stress, right?
context: She's a bit selfish, but don't hold it against her, okay?\Huh? What's wrong?\Umaru has returned!\Okay, I'm back! Games, Internet, and anime!\Hamjiro, Hamsaburo, c'mon out! Let's have a party!\Well, that was the usual fun and games...\What should we do next? Still, it's not like you can understand me.\You're not feeling any stress, right? response:	I wonder if Big Brother will be home soon...
context: Huh? What's wrong?\Umaru has returned!\Okay, I'm back! Games, Internet, and anime!\Hamjiro, Hamsaburo, c'mon out! Let's have a party!\Well, that was the usual fun and games...\What should we do next? Still, it's not like you can understand me.\You're not feeling any stress, right?\I wonder if Big Brother will be home soon... response:	Huh? Your hamster ball?
context: Umaru has returned!\Okay, I'm back! Games, Internet, and anime!\Hamjiro, Hamsaburo, c'mon out! Let's have a party!\Well, that was the usual fun and games...\What should we do next? Still, it's not like you can understand me.\You're not feeling any stress, right?\I wonder if Big Brother will be home soon...\Huh? Your hamster ball? response:	Well, well! You two wanna play with me after all!
context: Okay, I'm back! Games, Internet, and anime!\Hamjiro, Hamsaburo, c'mon out! Let's have a party!\Well, that was the usual fun and games...\What should we do next? Still, it's not like you can understand me.\You're not feeling any stress, right?\I wonder if Big Brother will be home soon...\Huh? Your hamster ball?\Well, well! You two wanna play with me after all! response:	Okay! Today it's the Pokeham the Movie 2000!
context: Hamjiro, Hamsaburo, c'mon out! Let's have a party!\Well, that was the usual fun and games...\What should we do next? Still, it's not like you can understand me.\You're not feeling any stress, right?\I wonder if Big Brother will be home soon...\Huh? Your hamster ball?\Well, well! You two wanna play with me after all!\Okay! Today it's the Pokeham the Movie 2000! response:	I'm home.
context: Well, that was the usual fun and games...\What should we do next? Still, it's not like you can understand me.\You're not feeling any stress, right?\I wonder if Big Brother will be home soon...\Huh? Your hamster ball?\Well, well! You two wanna play with me after all!\Okay! Today it's the Pokeham the Movie 2000!\I'm home. response:	Hey! Wake up, Umaru!
context: What should we do next? Still, it's not like you can understand me.\You're not feeling any stress, right?\I wonder if Big Brother will be home soon...\Huh? Your hamster ball?\Well, well! You two wanna play with me after all!\Okay! Today it's the Pokeham the Movie 2000!\I'm home.\Hey! Wake up, Umaru! response:	Gah! What? Big Brother?
context: You're not feeling any stress, right?\I wonder if Big Brother will be home soon...\Huh? Your hamster ball?\Well, well! You two wanna play with me after all!\Okay! Today it's the Pokeham the Movie 2000!\I'm home.\Hey! Wake up, Umaru!\Gah! What? Big Brother? response:	I told you not to play with your hamsters!
context: I wonder if Big Brother will be home soon...\Huh? Your hamster ball?\Well, well! You two wanna play with me after all!\Okay! Today it's the Pokeham the Movie 2000!\I'm home.\Hey! Wake up, Umaru!\Gah! What? Big Brother?\I told you not to play with your hamsters! response:	So it's just us doing the preview again, huh?
context: Huh? Your hamster ball?\Well, well! You two wanna play with me after all!\Okay! Today it's the Pokeham the Movie 2000!\I'm home.\Hey! Wake up, Umaru!\Gah! What? Big Brother?\I told you not to play with your hamsters!\So it's just us doing the preview again, huh? response:	Last time there were just WAY too many spoilers!
