context: FIVE YEARS AGO response:	REVOCS CORPORATION BUSINESS STRATEGY WORKFRAME
context: Oh, my apologies! Former Disciplinary Chair!\Thank you for your kind advice,\Former Information and Strategy Committee Chair.\What's with all this tension?\The spectator seats have turned into a battleground, too!\Fine, I'm not gonna lose, either! Go for it, Mako!\Stand strong, Mako Mankanshoku! Hooray! Hooray!\Your friend has finally started cheering for herself. response:	It sure look that way. Still, that's classic Mako.
context: Thank you for your kind advice,\Former Information and Strategy Committee Chair.\What's with all this tension?\The spectator seats have turned into a battleground, too!\Fine, I'm not gonna lose, either! Go for it, Mako!\Stand strong, Mako Mankanshoku! Hooray! Hooray!\Your friend has finally started cheering for herself.\It sure look that way. Still, that's classic Mako. response:	Your pulse and respiration have returned to normal.
context: Former Information and Strategy Committee Chair.\What's with all this tension?\The spectator seats have turned into a battleground, too!\Fine, I'm not gonna lose, either! Go for it, Mako!\Stand strong, Mako Mankanshoku! Hooray! Hooray!\Your friend has finally started cheering for herself.\It sure look that way. Still, that's classic Mako.\Your pulse and respiration have returned to normal. response:	So, she's the key to getting you to relax?
context: What's with all this tension?\The spectator seats have turned into a battleground, too!\Fine, I'm not gonna lose, either! Go for it, Mako!\Stand strong, Mako Mankanshoku! Hooray! Hooray!\Your friend has finally started cheering for herself.\It sure look that way. Still, that's classic Mako.\Your pulse and respiration have returned to normal.\So, she's the key to getting you to relax? response:	Entrance march! Under the Double Eagle!
context: The spectator seats have turned into a battleground, too!\Fine, I'm not gonna lose, either! Go for it, Mako!\Stand strong, Mako Mankanshoku! Hooray! Hooray!\Your friend has finally started cheering for herself.\It sure look that way. Still, that's classic Mako.\Your pulse and respiration have returned to normal.\So, she's the key to getting you to relax?\Entrance march! Under the Double Eagle! response:	What the hell?
context: Fine, I'm not gonna lose, either! Go for it, Mako!\Stand strong, Mako Mankanshoku! Hooray! Hooray!\Your friend has finally started cheering for herself.\It sure look that way. Still, that's classic Mako.\Your pulse and respiration have returned to normal.\So, she's the key to getting you to relax?\Entrance march! Under the Double Eagle!\What the hell? response:	She knows how to make a cheery entrance.
context: Stand strong, Mako Mankanshoku! Hooray! Hooray!\Your friend has finally started cheering for herself.\It sure look that way. Still, that's classic Mako.\Your pulse and respiration have returned to normal.\So, she's the key to getting you to relax?\Entrance march! Under the Double Eagle!\What the hell?\She knows how to make a cheery entrance. response:	Sorry for the wait, transfer student.
context: Your friend has finally started cheering for herself.\It sure look that way. Still, that's classic Mako.\Your pulse and respiration have returned to normal.\So, she's the key to getting you to relax?\Entrance march! Under the Double Eagle!\What the hell?\She knows how to make a cheery entrance.\Sorry for the wait, transfer student. response:	This won't be like the clumsy fights you've had with those boys so far.
context: It sure look that way. Still, that's classic Mako.\Your pulse and respiration have returned to normal.\So, she's the key to getting you to relax?\Entrance march! Under the Double Eagle!\What the hell?\She knows how to make a cheery entrance.\Sorry for the wait, transfer student.\This won't be like the clumsy fights you've had with those boys so far. response:	Prepare to be pummeled cheerfully, jauntily, and utterly one-sidedly!
context: Your pulse and respiration have returned to normal.\So, she's the key to getting you to relax?\Entrance march! Under the Double Eagle!\What the hell?\She knows how to make a cheery entrance.\Sorry for the wait, transfer student.\This won't be like the clumsy fights you've had with those boys so far.\Prepare to be pummeled cheerfully, jauntily, and utterly one-sidedly! response:	Three-Star Goku Uniform: Symphony Regalia Grave!
context: So, she's the key to getting you to relax?\Entrance march! Under the Double Eagle!\What the hell?\She knows how to make a cheery entrance.\Sorry for the wait, transfer student.\This won't be like the clumsy fights you've had with those boys so far.\Prepare to be pummeled cheerfully, jauntily, and utterly one-sidedly!\Three-Star Goku Uniform: Symphony Regalia Grave! response:	THREE-STAR GOKU UNIFORM SYMPHONY REGALIA GRAVE
context: Entrance march! Under the Double Eagle!\What the hell?\She knows how to make a cheery entrance.\Sorry for the wait, transfer student.\This won't be like the clumsy fights you've had with those boys so far.\Prepare to be pummeled cheerfully, jauntily, and utterly one-sidedly!\Three-Star Goku Uniform: Symphony Regalia Grave!\THREE-STAR GOKU UNIFORM SYMPHONY REGALIA GRAVE response:	That's huge! On what planet is that a uniform?!
context: What the hell?\She knows how to make a cheery entrance.\Sorry for the wait, transfer student.\This won't be like the clumsy fights you've had with those boys so far.\Prepare to be pummeled cheerfully, jauntily, and utterly one-sidedly!\Three-Star Goku Uniform: Symphony Regalia Grave!\THREE-STAR GOKU UNIFORM SYMPHONY REGALIA GRAVE\That's huge! On what planet is that a uniform?! response:	I can get a better sound this way.
context: She knows how to make a cheery entrance.\Sorry for the wait, transfer student.\This won't be like the clumsy fights you've had with those boys so far.\Prepare to be pummeled cheerfully, jauntily, and utterly one-sidedly!\Three-Star Goku Uniform: Symphony Regalia Grave!\THREE-STAR GOKU UNIFORM SYMPHONY REGALIA GRAVE\That's huge! On what planet is that a uniform?!\I can get a better sound this way. response:	Okay, for my first song, Light Cavalry Overture!
context: Sorry for the wait, transfer student.\This won't be like the clumsy fights you've had with those boys so far.\Prepare to be pummeled cheerfully, jauntily, and utterly one-sidedly!\Three-Star Goku Uniform: Symphony Regalia Grave!\THREE-STAR GOKU UNIFORM SYMPHONY REGALIA GRAVE\That's huge! On what planet is that a uniform?!\I can get a better sound this way.\Okay, for my first song, Light Cavalry Overture! response:	She's gonna fight while playing music?
context: This won't be like the clumsy fights you've had with those boys so far.\Prepare to be pummeled cheerfully, jauntily, and utterly one-sidedly!\Three-Star Goku Uniform: Symphony Regalia Grave!\THREE-STAR GOKU UNIFORM SYMPHONY REGALIA GRAVE\That's huge! On what planet is that a uniform?!\I can get a better sound this way.\Okay, for my first song, Light Cavalry Overture!\She's gonna fight while playing music? response:	It's so loud it's hard to do anything...
context: Prepare to be pummeled cheerfully, jauntily, and utterly one-sidedly!\Three-Star Goku Uniform: Symphony Regalia Grave!\THREE-STAR GOKU UNIFORM SYMPHONY REGALIA GRAVE\That's huge! On what planet is that a uniform?!\I can get a better sound this way.\Okay, for my first song, Light Cavalry Overture!\She's gonna fight while playing music?\It's so loud it's hard to do anything... response:	We can't have that, can we?
context: Three-Star Goku Uniform: Symphony Regalia Grave!\THREE-STAR GOKU UNIFORM SYMPHONY REGALIA GRAVE\That's huge! On what planet is that a uniform?!\I can get a better sound this way.\Okay, for my first song, Light Cavalry Overture!\She's gonna fight while playing music?\It's so loud it's hard to do anything...\We can't have that, can we? response:	Let's do it! Life Fiber Synchronize, Kamui Senketsu!
context: THREE-STAR GOKU UNIFORM SYMPHONY REGALIA GRAVE\That's huge! On what planet is that a uniform?!\I can get a better sound this way.\Okay, for my first song, Light Cavalry Overture!\She's gonna fight while playing music?\It's so loud it's hard to do anything...\We can't have that, can we?\Let's do it! Life Fiber Synchronize, Kamui Senketsu! response:	Her attack packs a whallop...
context: That's huge! On what planet is that a uniform?!\I can get a better sound this way.\Okay, for my first song, Light Cavalry Overture!\She's gonna fight while playing music?\It's so loud it's hard to do anything...\We can't have that, can we?\Let's do it! Life Fiber Synchronize, Kamui Senketsu!\Her attack packs a whallop... response:	The bass really reverberates, doesn't it?
context: I can get a better sound this way.\Okay, for my first song, Light Cavalry Overture!\She's gonna fight while playing music?\It's so loud it's hard to do anything...\We can't have that, can we?\Let's do it! Life Fiber Synchronize, Kamui Senketsu!\Her attack packs a whallop...\The bass really reverberates, doesn't it? response:	Next up is a really sharp performance!
context: Okay, for my first song, Light Cavalry Overture!\She's gonna fight while playing music?\It's so loud it's hard to do anything...\We can't have that, can we?\Let's do it! Life Fiber Synchronize, Kamui Senketsu!\Her attack packs a whallop...\The bass really reverberates, doesn't it?\Next up is a really sharp performance! response:	Ow!
context: She's gonna fight while playing music?\It's so loud it's hard to do anything...\We can't have that, can we?\Let's do it! Life Fiber Synchronize, Kamui Senketsu!\Her attack packs a whallop...\The bass really reverberates, doesn't it?\Next up is a really sharp performance!\Ow! response:	Dance harder!
context: It's so loud it's hard to do anything...\We can't have that, can we?\Let's do it! Life Fiber Synchronize, Kamui Senketsu!\Her attack packs a whallop...\The bass really reverberates, doesn't it?\Next up is a really sharp performance!\Ow!\Dance harder! response:	The music is lacking a certain something, you know?
context: We can't have that, can we?\Let's do it! Life Fiber Synchronize, Kamui Senketsu!\Her attack packs a whallop...\The bass really reverberates, doesn't it?\Next up is a really sharp performance!\Ow!\Dance harder!\The music is lacking a certain something, you know? response:	Oh, I know!
context: Let's do it! Life Fiber Synchronize, Kamui Senketsu!\Her attack packs a whallop...\The bass really reverberates, doesn't it?\Next up is a really sharp performance!\Ow!\Dance harder!\The music is lacking a certain something, you know?\Oh, I know! response:	It's missing your screams, transfer student!
context: Her attack packs a whallop...\The bass really reverberates, doesn't it?\Next up is a really sharp performance!\Ow!\Dance harder!\The music is lacking a certain something, you know?\Oh, I know!\It's missing your screams, transfer student! response:	In that case,
context: The bass really reverberates, doesn't it?\Next up is a really sharp performance!\Ow!\Dance harder!\The music is lacking a certain something, you know?\Oh, I know!\It's missing your screams, transfer student!\In that case, response:	I'm gonna wring a better performance out of you!
context: Next up is a really sharp performance!\Ow!\Dance harder!\The music is lacking a certain something, you know?\Oh, I know!\It's missing your screams, transfer student!\In that case,\I'm gonna wring a better performance out of you! response:	SYMPHONY REGALIA PRESTO
context: Ow!\Dance harder!\The music is lacking a certain something, you know?\Oh, I know!\It's missing your screams, transfer student!\In that case,\I'm gonna wring a better performance out of you!\SYMPHONY REGALIA PRESTO response:	Symphony Regalia Presto!
context: Dance harder!\The music is lacking a certain something, you know?\Oh, I know!\It's missing your screams, transfer student!\In that case,\I'm gonna wring a better performance out of you!\SYMPHONY REGALIA PRESTO\Symphony Regalia Presto! response:	That huge thing is flying?!
context: The music is lacking a certain something, you know?\Oh, I know!\It's missing your screams, transfer student!\In that case,\I'm gonna wring a better performance out of you!\SYMPHONY REGALIA PRESTO\Symphony Regalia Presto!\That huge thing is flying?! response:	Yes indeed, this big thing is flying!
context: Oh, I know!\It's missing your screams, transfer student!\In that case,\I'm gonna wring a better performance out of you!\SYMPHONY REGALIA PRESTO\Symphony Regalia Presto!\That huge thing is flying?!\Yes indeed, this big thing is flying! response:	That's my power!
context: It's missing your screams, transfer student!\In that case,\I'm gonna wring a better performance out of you!\SYMPHONY REGALIA PRESTO\Symphony Regalia Presto!\That huge thing is flying?!\Yes indeed, this big thing is flying!\That's my power! response:	The other Elite Four could never do this!
context: In that case,\I'm gonna wring a better performance out of you!\SYMPHONY REGALIA PRESTO\Symphony Regalia Presto!\That huge thing is flying?!\Yes indeed, this big thing is flying!\That's my power!\The other Elite Four could never do this! response:	I'm the one who can best use this Goku Uniform,
context: I'm gonna wring a better performance out of you!\SYMPHONY REGALIA PRESTO\Symphony Regalia Presto!\That huge thing is flying?!\Yes indeed, this big thing is flying!\That's my power!\The other Elite Four could never do this!\I'm the one who can best use this Goku Uniform, response:	this power you got your hands on!
context: SYMPHONY REGALIA PRESTO\Symphony Regalia Presto!\That huge thing is flying?!\Yes indeed, this big thing is flying!\That's my power!\The other Elite Four could never do this!\I'm the one who can best use this Goku Uniform,\this power you got your hands on! response:	Isn't that right, Satsuki?!
context: Symphony Regalia Presto!\That huge thing is flying?!\Yes indeed, this big thing is flying!\That's my power!\The other Elite Four could never do this!\I'm the one who can best use this Goku Uniform,\this power you got your hands on!\Isn't that right, Satsuki?! response:	TAKABISHA (HIGH-HANDED) KINDERGARTEN
context: That huge thing is flying?!\Yes indeed, this big thing is flying!\That's my power!\The other Elite Four could never do this!\I'm the one who can best use this Goku Uniform,\this power you got your hands on!\Isn't that right, Satsuki?!\TAKABISHA (HIGH-HANDED) KINDERGARTEN response:	You know, I sure would like a castle...
context: Yes indeed, this big thing is flying!\That's my power!\The other Elite Four could never do this!\I'm the one who can best use this Goku Uniform,\this power you got your hands on!\Isn't that right, Satsuki?!\TAKABISHA (HIGH-HANDED) KINDERGARTEN\You know, I sure would like a castle... response:	This sandbox belongs to me!
context: That's my power!\The other Elite Four could never do this!\I'm the one who can best use this Goku Uniform,\this power you got your hands on!\Isn't that right, Satsuki?!\TAKABISHA (HIGH-HANDED) KINDERGARTEN\You know, I sure would like a castle...\This sandbox belongs to me! response:	I won't let the other kids use it!
context: The other Elite Four could never do this!\I'm the one who can best use this Goku Uniform,\this power you got your hands on!\Isn't that right, Satsuki?!\TAKABISHA (HIGH-HANDED) KINDERGARTEN\You know, I sure would like a castle...\This sandbox belongs to me!\I won't let the other kids use it! response:	Except for you, Satsuki!
context: I'm the one who can best use this Goku Uniform,\this power you got your hands on!\Isn't that right, Satsuki?!\TAKABISHA (HIGH-HANDED) KINDERGARTEN\You know, I sure would like a castle...\This sandbox belongs to me!\I won't let the other kids use it!\Except for you, Satsuki! response:	We've been best friends since forever!
context: this power you got your hands on!\Isn't that right, Satsuki?!\TAKABISHA (HIGH-HANDED) KINDERGARTEN\You know, I sure would like a castle...\This sandbox belongs to me!\I won't let the other kids use it!\Except for you, Satsuki!\We've been best friends since forever! response:	I'll make a castle for you, too!
context: Isn't that right, Satsuki?!\TAKABISHA (HIGH-HANDED) KINDERGARTEN\You know, I sure would like a castle...\This sandbox belongs to me!\I won't let the other kids use it!\Except for you, Satsuki!\We've been best friends since forever!\I'll make a castle for you, too! response:	No.
context: TAKABISHA (HIGH-HANDED) KINDERGARTEN\You know, I sure would like a castle...\This sandbox belongs to me!\I won't let the other kids use it!\Except for you, Satsuki!\We've been best friends since forever!\I'll make a castle for you, too!\No. response:	My sand is right here.
context: You know, I sure would like a castle...\This sandbox belongs to me!\I won't let the other kids use it!\Except for you, Satsuki!\We've been best friends since forever!\I'll make a castle for you, too!\No.\My sand is right here. response:	Is that all?
context: This sandbox belongs to me!\I won't let the other kids use it!\Except for you, Satsuki!\We've been best friends since forever!\I'll make a castle for you, too!\No.\My sand is right here.\Is that all? response:	This sand was left over from that.
context: I won't let the other kids use it!\Except for you, Satsuki!\We've been best friends since forever!\I'll make a castle for you, too!\No.\My sand is right here.\Is that all?\This sand was left over from that. response:	My sand became concrete and was transformed into that skyscraper.
context: Except for you, Satsuki!\We've been best friends since forever!\I'll make a castle for you, too!\No.\My sand is right here.\Is that all?\This sand was left over from that.\My sand became concrete and was transformed into that skyscraper. response:	From the top, even a child can look down on any adult.
context: We've been best friends since forever!\I'll make a castle for you, too!\No.\My sand is right here.\Is that all?\This sand was left over from that.\My sand became concrete and was transformed into that skyscraper.\From the top, even a child can look down on any adult. response:	A castle that vanishes at the first gust of wind is worthless.
context: I'll make a castle for you, too!\No.\My sand is right here.\Is that all?\This sand was left over from that.\My sand became concrete and was transformed into that skyscraper.\From the top, even a child can look down on any adult.\A castle that vanishes at the first gust of wind is worthless. response:	Don't you agree, Nonon?
context: No.\My sand is right here.\Is that all?\This sand was left over from that.\My sand became concrete and was transformed into that skyscraper.\From the top, even a child can look down on any adult.\A castle that vanishes at the first gust of wind is worthless.\Don't you agree, Nonon? response:	But all buildings fall down eventually!
context: My sand is right here.\Is that all?\This sand was left over from that.\My sand became concrete and was transformed into that skyscraper.\From the top, even a child can look down on any adult.\A castle that vanishes at the first gust of wind is worthless.\Don't you agree, Nonon?\But all buildings fall down eventually! response:	Then you should build it in inside your mind!
context: Is that all?\This sand was left over from that.\My sand became concrete and was transformed into that skyscraper.\From the top, even a child can look down on any adult.\A castle that vanishes at the first gust of wind is worthless.\Don't you agree, Nonon?\But all buildings fall down eventually!\Then you should build it in inside your mind! response:	A skyscraper built within your mind...
context: This sand was left over from that.\My sand became concrete and was transformed into that skyscraper.\From the top, even a child can look down on any adult.\A castle that vanishes at the first gust of wind is worthless.\Don't you agree, Nonon?\But all buildings fall down eventually!\Then you should build it in inside your mind!\A skyscraper built within your mind... response:	You don't need any dumb sand!
context: My sand became concrete and was transformed into that skyscraper.\From the top, even a child can look down on any adult.\A castle that vanishes at the first gust of wind is worthless.\Don't you agree, Nonon?\But all buildings fall down eventually!\Then you should build it in inside your mind!\A skyscraper built within your mind...\You don't need any dumb sand! response:	I'll hold your hand! For ever and ever!
context: From the top, even a child can look down on any adult.\A castle that vanishes at the first gust of wind is worthless.\Don't you agree, Nonon?\But all buildings fall down eventually!\Then you should build it in inside your mind!\A skyscraper built within your mind...\You don't need any dumb sand!\I'll hold your hand! For ever and ever! response:	Ever since that day,
context: A castle that vanishes at the first gust of wind is worthless.\Don't you agree, Nonon?\But all buildings fall down eventually!\Then you should build it in inside your mind!\A skyscraper built within your mind...\You don't need any dumb sand!\I'll hold your hand! For ever and ever!\Ever since that day, response:	I've promised myself that I would always be with you.
context: Don't you agree, Nonon?\But all buildings fall down eventually!\Then you should build it in inside your mind!\A skyscraper built within your mind...\You don't need any dumb sand!\I'll hold your hand! For ever and ever!\Ever since that day,\I've promised myself that I would always be with you. response:	That I would always look out from the same height as you!
context: But all buildings fall down eventually!\Then you should build it in inside your mind!\A skyscraper built within your mind...\You don't need any dumb sand!\I'll hold your hand! For ever and ever!\Ever since that day,\I've promised myself that I would always be with you.\That I would always look out from the same height as you! response:	Actually, I guess my view is higher right now.
context: Then you should build it in inside your mind!\A skyscraper built within your mind...\You don't need any dumb sand!\I'll hold your hand! For ever and ever!\Ever since that day,\I've promised myself that I would always be with you.\That I would always look out from the same height as you!\Actually, I guess my view is higher right now. response:	Now listen to this! The William Tell Overture finale!
context: A skyscraper built within your mind...\You don't need any dumb sand!\I'll hold your hand! For ever and ever!\Ever since that day,\I've promised myself that I would always be with you.\That I would always look out from the same height as you!\Actually, I guess my view is higher right now.\Now listen to this! The William Tell Overture finale! response:	Hey! I thought you were disqualified if you left the battle area!
context: You don't need any dumb sand!\I'll hold your hand! For ever and ever!\Ever since that day,\I've promised myself that I would always be with you.\That I would always look out from the same height as you!\Actually, I guess my view is higher right now.\Now listen to this! The William Tell Overture finale!\Hey! I thought you were disqualified if you left the battle area! response:	Not if you leave it, only if you fall out of it.
context: I'll hold your hand! For ever and ever!\Ever since that day,\I've promised myself that I would always be with you.\That I would always look out from the same height as you!\Actually, I guess my view is higher right now.\Now listen to this! The William Tell Overture finale!\Hey! I thought you were disqualified if you left the battle area!\Not if you leave it, only if you fall out of it. response:	I'm flying, so no problem!
context: Ever since that day,\I've promised myself that I would always be with you.\That I would always look out from the same height as you!\Actually, I guess my view is higher right now.\Now listen to this! The William Tell Overture finale!\Hey! I thought you were disqualified if you left the battle area!\Not if you leave it, only if you fall out of it.\I'm flying, so no problem! response:	You weasels are always making up rules on the spot!
context: I've promised myself that I would always be with you.\That I would always look out from the same height as you!\Actually, I guess my view is higher right now.\Now listen to this! The William Tell Overture finale!\Hey! I thought you were disqualified if you left the battle area!\Not if you leave it, only if you fall out of it.\I'm flying, so no problem!\You weasels are always making up rules on the spot! response:	Goodness, it seems like you have time to spare to complain.
context: That I would always look out from the same height as you!\Actually, I guess my view is higher right now.\Now listen to this! The William Tell Overture finale!\Hey! I thought you were disqualified if you left the battle area!\Not if you leave it, only if you fall out of it.\I'm flying, so no problem!\You weasels are always making up rules on the spot!\Goodness, it seems like you have time to spare to complain. response:	Let's give you something a taste of something bigger.
context: Actually, I guess my view is higher right now.\Now listen to this! The William Tell Overture finale!\Hey! I thought you were disqualified if you left the battle area!\Not if you leave it, only if you fall out of it.\I'm flying, so no problem!\You weasels are always making up rules on the spot!\Goodness, it seems like you have time to spare to complain.\Let's give you something a taste of something bigger. response:	Let's see you dodge jauntily! If you can, that is!
context: Now listen to this! The William Tell Overture finale!\Hey! I thought you were disqualified if you left the battle area!\Not if you leave it, only if you fall out of it.\I'm flying, so no problem!\You weasels are always making up rules on the spot!\Goodness, it seems like you have time to spare to complain.\Let's give you something a taste of something bigger.\Let's see you dodge jauntily! If you can, that is! response:	Like I said, on what planet is that a uniform?!
context: Hey! I thought you were disqualified if you left the battle area!\Not if you leave it, only if you fall out of it.\I'm flying, so no problem!\You weasels are always making up rules on the spot!\Goodness, it seems like you have time to spare to complain.\Let's give you something a taste of something bigger.\Let's see you dodge jauntily! If you can, that is!\Like I said, on what planet is that a uniform?! response:	A flying weapon fired a flying weapon!
context: Not if you leave it, only if you fall out of it.\I'm flying, so no problem!\You weasels are always making up rules on the spot!\Goodness, it seems like you have time to spare to complain.\Let's give you something a taste of something bigger.\Let's see you dodge jauntily! If you can, that is!\Like I said, on what planet is that a uniform?!\A flying weapon fired a flying weapon! response:	Damn it, how is that fair?!
context: I'm flying, so no problem!\You weasels are always making up rules on the spot!\Goodness, it seems like you have time to spare to complain.\Let's give you something a taste of something bigger.\Let's see you dodge jauntily! If you can, that is!\Like I said, on what planet is that a uniform?!\A flying weapon fired a flying weapon!\Damn it, how is that fair?! response:	Chew on this!
context: You weasels are always making up rules on the spot!\Goodness, it seems like you have time to spare to complain.\Let's give you something a taste of something bigger.\Let's see you dodge jauntily! If you can, that is!\Like I said, on what planet is that a uniform?!\A flying weapon fired a flying weapon!\Damn it, how is that fair?!\Chew on this! response:	In that case,
context: Goodness, it seems like you have time to spare to complain.\Let's give you something a taste of something bigger.\Let's see you dodge jauntily! If you can, that is!\Like I said, on what planet is that a uniform?!\A flying weapon fired a flying weapon!\Damn it, how is that fair?!\Chew on this!\In that case, response:	I'll just have to bring you down to my level!
context: Let's give you something a taste of something bigger.\Let's see you dodge jauntily! If you can, that is!\Like I said, on what planet is that a uniform?!\A flying weapon fired a flying weapon!\Damn it, how is that fair?!\Chew on this!\In that case,\I'll just have to bring you down to my level! response:	I'll cut those...
context: Let's see you dodge jauntily! If you can, that is!\Like I said, on what planet is that a uniform?!\A flying weapon fired a flying weapon!\Damn it, how is that fair?!\Chew on this!\In that case,\I'll just have to bring you down to my level!\I'll cut those... response:	Each part of Senketsu's body is a bundle of Life Fibers!
context: Like I said, on what planet is that a uniform?!\A flying weapon fired a flying weapon!\Damn it, how is that fair?!\Chew on this!\In that case,\I'll just have to bring you down to my level!\I'll cut those...\Each part of Senketsu's body is a bundle of Life Fibers! response:	You think you can cut him that easily?
context: A flying weapon fired a flying weapon!\Damn it, how is that fair?!\Chew on this!\In that case,\I'll just have to bring you down to my level!\I'll cut those...\Each part of Senketsu's body is a bundle of Life Fibers!\You think you can cut him that easily? response:	Attagirl, Ryuko!
context: Damn it, how is that fair?!\Chew on this!\In that case,\I'll just have to bring you down to my level!\I'll cut those...\Each part of Senketsu's body is a bundle of Life Fibers!\You think you can cut him that easily?\Attagirl, Ryuko! response:	It's true, cutting Life Fibers is difficult.
context: Chew on this!\In that case,\I'll just have to bring you down to my level!\I'll cut those...\Each part of Senketsu's body is a bundle of Life Fibers!\You think you can cut him that easily?\Attagirl, Ryuko!\It's true, cutting Life Fibers is difficult. response:	But what about the ground?
context: In that case,\I'll just have to bring you down to my level!\I'll cut those...\Each part of Senketsu's body is a bundle of Life Fibers!\You think you can cut him that easily?\Attagirl, Ryuko!\It's true, cutting Life Fibers is difficult.\But what about the ground? response:	Right! So let's see how you like this!
context: I'll just have to bring you down to my level!\I'll cut those...\Each part of Senketsu's body is a bundle of Life Fibers!\You think you can cut him that easily?\Attagirl, Ryuko!\It's true, cutting Life Fibers is difficult.\But what about the ground?\Right! So let's see how you like this! response:	I can withstand an explosion like this!
context: I'll cut those...\Each part of Senketsu's body is a bundle of Life Fibers!\You think you can cut him that easily?\Attagirl, Ryuko!\It's true, cutting Life Fibers is difficult.\But what about the ground?\Right! So let's see how you like this!\I can withstand an explosion like this! response:	It's no use, the ground's giving out beneath us!
context: Each part of Senketsu's body is a bundle of Life Fibers!\You think you can cut him that easily?\Attagirl, Ryuko!\It's true, cutting Life Fibers is difficult.\But what about the ground?\Right! So let's see how you like this!\I can withstand an explosion like this!\It's no use, the ground's giving out beneath us! response:	Oh dear, she's fallen.
context: You think you can cut him that easily?\Attagirl, Ryuko!\It's true, cutting Life Fibers is difficult.\But what about the ground?\Right! So let's see how you like this!\I can withstand an explosion like this!\It's no use, the ground's giving out beneath us!\Oh dear, she's fallen. response:	LOCATOR NO RESPONSE COMMUNICATIONS OK
context: Attagirl, Ryuko!\It's true, cutting Life Fibers is difficult.\But what about the ground?\Right! So let's see how you like this!\I can withstand an explosion like this!\It's no use, the ground's giving out beneath us!\Oh dear, she's fallen.\LOCATOR NO RESPONSE COMMUNICATIONS OK response:	The communications search system is offline, huh?
context: It's true, cutting Life Fibers is difficult.\But what about the ground?\Right! So let's see how you like this!\I can withstand an explosion like this!\It's no use, the ground's giving out beneath us!\Oh dear, she's fallen.\LOCATOR NO RESPONSE COMMUNICATIONS OK\The communications search system is offline, huh? response:	That's most kind of the Naturals Election.
context: But what about the ground?\Right! So let's see how you like this!\I can withstand an explosion like this!\It's no use, the ground's giving out beneath us!\Oh dear, she's fallen.\LOCATOR NO RESPONSE COMMUNICATIONS OK\The communications search system is offline, huh?\That's most kind of the Naturals Election. response:	You're the last person I expected a call from.
context: Right! So let's see how you like this!\I can withstand an explosion like this!\It's no use, the ground's giving out beneath us!\Oh dear, she's fallen.\LOCATOR NO RESPONSE COMMUNICATIONS OK\The communications search system is offline, huh?\That's most kind of the Naturals Election.\You're the last person I expected a call from. response:	Is this about the girl in the Kamui?
context: I can withstand an explosion like this!\It's no use, the ground's giving out beneath us!\Oh dear, she's fallen.\LOCATOR NO RESPONSE COMMUNICATIONS OK\The communications search system is offline, huh?\That's most kind of the Naturals Election.\You're the last person I expected a call from.\Is this about the girl in the Kamui? response:	Yeah, I guess you could say that.
context: It's no use, the ground's giving out beneath us!\Oh dear, she's fallen.\LOCATOR NO RESPONSE COMMUNICATIONS OK\The communications search system is offline, huh?\That's most kind of the Naturals Election.\You're the last person I expected a call from.\Is this about the girl in the Kamui?\Yeah, I guess you could say that. response:	Ryuko is trying really hard, but, well...
context: Oh dear, she's fallen.\LOCATOR NO RESPONSE COMMUNICATIONS OK\The communications search system is offline, huh?\That's most kind of the Naturals Election.\You're the last person I expected a call from.\Is this about the girl in the Kamui?\Yeah, I guess you could say that.\Ryuko is trying really hard, but, well... response:	Senketsu, can you do something that's really, really reckless?
context: LOCATOR NO RESPONSE COMMUNICATIONS OK\The communications search system is offline, huh?\That's most kind of the Naturals Election.\You're the last person I expected a call from.\Is this about the girl in the Kamui?\Yeah, I guess you could say that.\Ryuko is trying really hard, but, well...\Senketsu, can you do something that's really, really reckless? response:	I'll do my best!
context: The communications search system is offline, huh?\That's most kind of the Naturals Election.\You're the last person I expected a call from.\Is this about the girl in the Kamui?\Yeah, I guess you could say that.\Ryuko is trying really hard, but, well...\Senketsu, can you do something that's really, really reckless?\I'll do my best! response:	You're finished!
context: That's most kind of the Naturals Election.\You're the last person I expected a call from.\Is this about the girl in the Kamui?\Yeah, I guess you could say that.\Ryuko is trying really hard, but, well...\Senketsu, can you do something that's really, really reckless?\I'll do my best!\You're finished! response:	It evolved into a flying configuration in so short a time?
context: You're the last person I expected a call from.\Is this about the girl in the Kamui?\Yeah, I guess you could say that.\Ryuko is trying really hard, but, well...\Senketsu, can you do something that's really, really reckless?\I'll do my best!\You're finished!\It evolved into a flying configuration in so short a time? response:	That's my Senketsu! You can do anything if you try!
context: Is this about the girl in the Kamui?\Yeah, I guess you could say that.\Ryuko is trying really hard, but, well...\Senketsu, can you do something that's really, really reckless?\I'll do my best!\You're finished!\It evolved into a flying configuration in so short a time?\That's my Senketsu! You can do anything if you try! response:	Did you see that?! Senketsu Shippu!
context: Yeah, I guess you could say that.\Ryuko is trying really hard, but, well...\Senketsu, can you do something that's really, really reckless?\I'll do my best!\You're finished!\It evolved into a flying configuration in so short a time?\That's my Senketsu! You can do anything if you try!\Did you see that?! Senketsu Shippu! response:	SENKETSU SHIPPU (GALE)
context: Ryuko is trying really hard, but, well...\Senketsu, can you do something that's really, really reckless?\I'll do my best!\You're finished!\It evolved into a flying configuration in so short a time?\That's my Senketsu! You can do anything if you try!\Did you see that?! Senketsu Shippu!\SENKETSU SHIPPU (GALE) response:	It's evolving too quickly.
