context: Translation: JrazyTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: did a human just bully you?\Wh-Why are you here, Tomoe?\I was worried, so I came to check up on you.\Kurama said something horrible to me.\It's all because you made me wear this hood!\Now that you've met that Kurama guy, you don't have a reason to come to school anymore, right?\Don't force yourself. Let's go back to the shrine.\I'm standing here crying, and you have the nerve to smile? response:	You don't care about me, do you?
context: Wh-Why are you here, Tomoe?\I was worried, so I came to check up on you.\Kurama said something horrible to me.\It's all because you made me wear this hood!\Now that you've met that Kurama guy, you don't have a reason to come to school anymore, right?\Don't force yourself. Let's go back to the shrine.\I'm standing here crying, and you have the nerve to smile?\You don't care about me, do you? response:	Forget you!
context: I was worried, so I came to check up on you.\Kurama said something horrible to me.\It's all because you made me wear this hood!\Now that you've met that Kurama guy, you don't have a reason to come to school anymore, right?\Don't force yourself. Let's go back to the shrine.\I'm standing here crying, and you have the nerve to smile?\You don't care about me, do you?\Forget you! response:	Were you crying in the bathroom?
context: Kurama said something horrible to me.\It's all because you made me wear this hood!\Now that you've met that Kurama guy, you don't have a reason to come to school anymore, right?\Don't force yourself. Let's go back to the shrine.\I'm standing here crying, and you have the nerve to smile?\You don't care about me, do you?\Forget you!\Were you crying in the bathroom? response:	How adorable.
context: It's all because you made me wear this hood!\Now that you've met that Kurama guy, you don't have a reason to come to school anymore, right?\Don't force yourself. Let's go back to the shrine.\I'm standing here crying, and you have the nerve to smile?\You don't care about me, do you?\Forget you!\Were you crying in the bathroom?\How adorable. response:	Sorry about before, Nanami-chan.
context: Now that you've met that Kurama guy, you don't have a reason to come to school anymore, right?\Don't force yourself. Let's go back to the shrine.\I'm standing here crying, and you have the nerve to smile?\You don't care about me, do you?\Forget you!\Were you crying in the bathroom?\How adorable.\Sorry about before, Nanami-chan. response:	I-I was not crying.
context: Don't force yourself. Let's go back to the shrine.\I'm standing here crying, and you have the nerve to smile?\You don't care about me, do you?\Forget you!\Were you crying in the bathroom?\How adorable.\Sorry about before, Nanami-chan.\I-I was not crying. response:	I'm apologizing. I was just a bit irritated.
context: I'm standing here crying, and you have the nerve to smile?\You don't care about me, do you?\Forget you!\Were you crying in the bathroom?\How adorable.\Sorry about before, Nanami-chan.\I-I was not crying.\I'm apologizing. I was just a bit irritated. response:	Every day, the kids at school look at me like I'm some kind of exotic animal.
context: You don't care about me, do you?\Forget you!\Were you crying in the bathroom?\How adorable.\Sorry about before, Nanami-chan.\I-I was not crying.\I'm apologizing. I was just a bit irritated.\Every day, the kids at school look at me like I'm some kind of exotic animal. response:	Sorry I took it out on you.
context: Forget you!\Were you crying in the bathroom?\How adorable.\Sorry about before, Nanami-chan.\I-I was not crying.\I'm apologizing. I was just a bit irritated.\Every day, the kids at school look at me like I'm some kind of exotic animal.\Sorry I took it out on you. response:	Don't let it get to you. I don't actually hate you.
context: Were you crying in the bathroom?\How adorable.\Sorry about before, Nanami-chan.\I-I was not crying.\I'm apologizing. I was just a bit irritated.\Every day, the kids at school look at me like I'm some kind of exotic animal.\Sorry I took it out on you.\Don't let it get to you. I don't actually hate you. response:	If that's the case, then I deserved it. I gawked at you just like everyone else.
context: How adorable.\Sorry about before, Nanami-chan.\I-I was not crying.\I'm apologizing. I was just a bit irritated.\Every day, the kids at school look at me like I'm some kind of exotic animal.\Sorry I took it out on you.\Don't let it get to you. I don't actually hate you.\If that's the case, then I deserved it. I gawked at you just like everyone else. response:	I won't ever look at you again, so goodbye.
context: Sorry about before, Nanami-chan.\I-I was not crying.\I'm apologizing. I was just a bit irritated.\Every day, the kids at school look at me like I'm some kind of exotic animal.\Sorry I took it out on you.\Don't let it get to you. I don't actually hate you.\If that's the case, then I deserved it. I gawked at you just like everyone else.\I won't ever look at you again, so goodbye. response:	Hold on!
context: I-I was not crying.\I'm apologizing. I was just a bit irritated.\Every day, the kids at school look at me like I'm some kind of exotic animal.\Sorry I took it out on you.\Don't let it get to you. I don't actually hate you.\If that's the case, then I deserved it. I gawked at you just like everyone else.\I won't ever look at you again, so goodbye.\Hold on! response:	I didn't know Kurama was that kind of person!
context: I'm apologizing. I was just a bit irritated.\Every day, the kids at school look at me like I'm some kind of exotic animal.\Sorry I took it out on you.\Don't let it get to you. I don't actually hate you.\If that's the case, then I deserved it. I gawked at you just like everyone else.\I won't ever look at you again, so goodbye.\Hold on!\I didn't know Kurama was that kind of person! response:	I feel like an idiot for going out of my way to meet him with this hood on.
context: Every day, the kids at school look at me like I'm some kind of exotic animal.\Sorry I took it out on you.\Don't let it get to you. I don't actually hate you.\If that's the case, then I deserved it. I gawked at you just like everyone else.\I won't ever look at you again, so goodbye.\Hold on!\I didn't know Kurama was that kind of person!\I feel like an idiot for going out of my way to meet him with this hood on. response:	I feel so bad for Nanami-sama.
context: Sorry I took it out on you.\Don't let it get to you. I don't actually hate you.\If that's the case, then I deserved it. I gawked at you just like everyone else.\I won't ever look at you again, so goodbye.\Hold on!\I didn't know Kurama was that kind of person!\I feel like an idiot for going out of my way to meet him with this hood on.\I feel so bad for Nanami-sama. response:	She doesn't deserve to be bullied by Tomoe-dono and end up like that!
context: Don't let it get to you. I don't actually hate you.\If that's the case, then I deserved it. I gawked at you just like everyone else.\I won't ever look at you again, so goodbye.\Hold on!\I didn't know Kurama was that kind of person!\I feel like an idiot for going out of my way to meet him with this hood on.\I feel so bad for Nanami-sama.\She doesn't deserve to be bullied by Tomoe-dono and end up like that! response:	Hold on, I wasn't bullying her.
context: If that's the case, then I deserved it. I gawked at you just like everyone else.\I won't ever look at you again, so goodbye.\Hold on!\I didn't know Kurama was that kind of person!\I feel like an idiot for going out of my way to meet him with this hood on.\I feel so bad for Nanami-sama.\She doesn't deserve to be bullied by Tomoe-dono and end up like that!\Hold on, I wasn't bullying her. response:	Though...
context: I won't ever look at you again, so goodbye.\Hold on!\I didn't know Kurama was that kind of person!\I feel like an idiot for going out of my way to meet him with this hood on.\I feel so bad for Nanami-sama.\She doesn't deserve to be bullied by Tomoe-dono and end up like that!\Hold on, I wasn't bullying her.\Though... response:	Hey, hoodie-head!
context: Hold on!\I didn't know Kurama was that kind of person!\I feel like an idiot for going out of my way to meet him with this hood on.\I feel so bad for Nanami-sama.\She doesn't deserve to be bullied by Tomoe-dono and end up like that!\Hold on, I wasn't bullying her.\Though...\Hey, hoodie-head! response:	What kinda cheap-ass food did you bring for lunch today?
context: I didn't know Kurama was that kind of person!\I feel like an idiot for going out of my way to meet him with this hood on.\I feel so bad for Nanami-sama.\She doesn't deserve to be bullied by Tomoe-dono and end up like that!\Hold on, I wasn't bullying her.\Though...\Hey, hoodie-head!\What kinda cheap-ass food did you bring for lunch today? response:	That's not your business! At least for lunch
context: I feel like an idiot for going out of my way to meet him with this hood on.\I feel so bad for Nanami-sama.\She doesn't deserve to be bullied by Tomoe-dono and end up like that!\Hold on, I wasn't bullying her.\Though...\Hey, hoodie-head!\What kinda cheap-ass food did you bring for lunch today?\That's not your business! At least for lunch response:	What? It's not like you forgot it at home or anything, right?
context: I feel so bad for Nanami-sama.\She doesn't deserve to be bullied by Tomoe-dono and end up like that!\Hold on, I wasn't bullying her.\Though...\Hey, hoodie-head!\What kinda cheap-ass food did you bring for lunch today?\That's not your business! At least for lunch\What? It's not like you forgot it at home or anything, right? response:	That's hilarious!
context: She doesn't deserve to be bullied by Tomoe-dono and end up like that!\Hold on, I wasn't bullying her.\Though...\Hey, hoodie-head!\What kinda cheap-ass food did you bring for lunch today?\That's not your business! At least for lunch\What? It's not like you forgot it at home or anything, right?\That's hilarious! response:	I-I'm going to get bread today!
context: Hold on, I wasn't bullying her.\Though...\Hey, hoodie-head!\What kinda cheap-ass food did you bring for lunch today?\That's not your business! At least for lunch\What? It's not like you forgot it at home or anything, right?\That's hilarious!\I-I'm going to get bread today! response:	Do you even have enough money to buy bread?
context: Though...\Hey, hoodie-head!\What kinda cheap-ass food did you bring for lunch today?\That's not your business! At least for lunch\What? It's not like you forgot it at home or anything, right?\That's hilarious!\I-I'm going to get bread today!\Do you even have enough money to buy bread? response:	Of course I do! What do you take me for?
context: Hey, hoodie-head!\What kinda cheap-ass food did you bring for lunch today?\That's not your business! At least for lunch\What? It's not like you forgot it at home or anything, right?\That's hilarious!\I-I'm going to get bread today!\Do you even have enough money to buy bread?\Of course I do! What do you take me for? response:	D-Did I even bring money?
context: What kinda cheap-ass food did you bring for lunch today?\That's not your business! At least for lunch\What? It's not like you forgot it at home or anything, right?\That's hilarious!\I-I'm going to get bread today!\Do you even have enough money to buy bread?\Of course I do! What do you take me for?\D-Did I even bring money? response:	Oh, got it.
context: That's not your business! At least for lunch\What? It's not like you forgot it at home or anything, right?\That's hilarious!\I-I'm going to get bread today!\Do you even have enough money to buy bread?\Of course I do! What do you take me for?\D-Did I even bring money?\Oh, got it. response:	Right here.
context: What? It's not like you forgot it at home or anything, right?\That's hilarious!\I-I'm going to get bread today!\Do you even have enough money to buy bread?\Of course I do! What do you take me for?\D-Did I even bring money?\Oh, got it.\Right here. response:	What the hell?! Why do you have 30,000 yen?!
context: That's hilarious!\I-I'm going to get bread today!\Do you even have enough money to buy bread?\Of course I do! What do you take me for?\D-Did I even bring money?\Oh, got it.\Right here.\What the hell?! Why do you have 30,000 yen?! response:	Wait, is this mine? I can't possibly have this much!
context: I-I'm going to get bread today!\Do you even have enough money to buy bread?\Of course I do! What do you take me for?\D-Did I even bring money?\Oh, got it.\Right here.\What the hell?! Why do you have 30,000 yen?!\Wait, is this mine? I can't possibly have this much! response:	Huh? Looks like I'm missing 30,000.
context: Do you even have enough money to buy bread?\Of course I do! What do you take me for?\D-Did I even bring money?\Oh, got it.\Right here.\What the hell?! Why do you have 30,000 yen?!\Wait, is this mine? I can't possibly have this much!\Huh? Looks like I'm missing 30,000. response:	Well, I guess 30,000 is pocket change.
context: Of course I do! What do you take me for?\D-Did I even bring money?\Oh, got it.\Right here.\What the hell?! Why do you have 30,000 yen?!\Wait, is this mine? I can't possibly have this much!\Huh? Looks like I'm missing 30,000.\Well, I guess 30,000 is pocket change. response:	Has anyone seen Kuruma-sama's money?
context: D-Did I even bring money?\Oh, got it.\Right here.\What the hell?! Why do you have 30,000 yen?!\Wait, is this mine? I can't possibly have this much!\Huh? Looks like I'm missing 30,000.\Well, I guess 30,000 is pocket change.\Has anyone seen Kuruma-sama's money? response:	Momozono-san, where did you get that money?
context: Oh, got it.\Right here.\What the hell?! Why do you have 30,000 yen?!\Wait, is this mine? I can't possibly have this much!\Huh? Looks like I'm missing 30,000.\Well, I guess 30,000 is pocket change.\Has anyone seen Kuruma-sama's money?\Momozono-san, where did you get that money? response:	Huh?!
context: Right here.\What the hell?! Why do you have 30,000 yen?!\Wait, is this mine? I can't possibly have this much!\Huh? Looks like I'm missing 30,000.\Well, I guess 30,000 is pocket change.\Has anyone seen Kuruma-sama's money?\Momozono-san, where did you get that money?\Huh?! response:	That's exactly 30,000 yen, too...
context: What the hell?! Why do you have 30,000 yen?!\Wait, is this mine? I can't possibly have this much!\Huh? Looks like I'm missing 30,000.\Well, I guess 30,000 is pocket change.\Has anyone seen Kuruma-sama's money?\Momozono-san, where did you get that money?\Huh?!\That's exactly 30,000 yen, too... response:	Strange...
context: Wait, is this mine? I can't possibly have this much!\Huh? Looks like I'm missing 30,000.\Well, I guess 30,000 is pocket change.\Has anyone seen Kuruma-sama's money?\Momozono-san, where did you get that money?\Huh?!\That's exactly 30,000 yen, too...\Strange... response:	You don't think she stole it, do you?
context: Huh? Looks like I'm missing 30,000.\Well, I guess 30,000 is pocket change.\Has anyone seen Kuruma-sama's money?\Momozono-san, where did you get that money?\Huh?!\That's exactly 30,000 yen, too...\Strange...\You don't think she stole it, do you? response:	No...!
context: Well, I guess 30,000 is pocket change.\Has anyone seen Kuruma-sama's money?\Momozono-san, where did you get that money?\Huh?!\That's exactly 30,000 yen, too...\Strange...\You don't think she stole it, do you?\No...! response:	Isn't Momozono-san's family
context: Has anyone seen Kuruma-sama's money?\Momozono-san, where did you get that money?\Huh?!\That's exactly 30,000 yen, too...\Strange...\You don't think she stole it, do you?\No...!\Isn't Momozono-san's family response:	Wait, I just remembered. I gave that money to her.
context: Momozono-san, where did you get that money?\Huh?!\That's exactly 30,000 yen, too...\Strange...\You don't think she stole it, do you?\No...!\Isn't Momozono-san's family\Wait, I just remembered. I gave that money to her. response:	I remember her saying that she didn't have enough money to buy bread.
context: Huh?!\That's exactly 30,000 yen, too...\Strange...\You don't think she stole it, do you?\No...!\Isn't Momozono-san's family\Wait, I just remembered. I gave that money to her.\I remember her saying that she didn't have enough money to buy bread. response:	What's he going on about?
context: That's exactly 30,000 yen, too...\Strange...\You don't think she stole it, do you?\No...!\Isn't Momozono-san's family\Wait, I just remembered. I gave that money to her.\I remember her saying that she didn't have enough money to buy bread.\What's he going on about? response:	Isn't that right, Nanami-chan?
context: Strange...\You don't think she stole it, do you?\No...!\Isn't Momozono-san's family\Wait, I just remembered. I gave that money to her.\I remember her saying that she didn't have enough money to buy bread.\What's he going on about?\Isn't that right, Nanami-chan? response:	No... No, he's lying!
context: You don't think she stole it, do you?\No...!\Isn't Momozono-san's family\Wait, I just remembered. I gave that money to her.\I remember her saying that she didn't have enough money to buy bread.\What's he going on about?\Isn't that right, Nanami-chan?\No... No, he's lying! response:	Nanami-sama, I humbly apologize for my tardiness.
context: No...!\Isn't Momozono-san's family\Wait, I just remembered. I gave that money to her.\I remember her saying that she didn't have enough money to buy bread.\What's he going on about?\Isn't that right, Nanami-chan?\No... No, he's lying!\Nanami-sama, I humbly apologize for my tardiness. response:	Today is your first day on the job, a cause for celebration.
context: Isn't Momozono-san's family\Wait, I just remembered. I gave that money to her.\I remember her saying that she didn't have enough money to buy bread.\What's he going on about?\Isn't that right, Nanami-chan?\No... No, he's lying!\Nanami-sama, I humbly apologize for my tardiness.\Today is your first day on the job, a cause for celebration. response:	I, Tomoe, have attempted to craft an exquisite lunch for you.
context: Wait, I just remembered. I gave that money to her.\I remember her saying that she didn't have enough money to buy bread.\What's he going on about?\Isn't that right, Nanami-chan?\No... No, he's lying!\Nanami-sama, I humbly apologize for my tardiness.\Today is your first day on the job, a cause for celebration.\I, Tomoe, have attempted to craft an exquisite lunch for you. response:	Please, feast yourself.
context: I remember her saying that she didn't have enough money to buy bread.\What's he going on about?\Isn't that right, Nanami-chan?\No... No, he's lying!\Nanami-sama, I humbly apologize for my tardiness.\Today is your first day on the job, a cause for celebration.\I, Tomoe, have attempted to craft an exquisite lunch for you.\Please, feast yourself. response:	Also, I have a few words for everyone.
context: What's he going on about?\Isn't that right, Nanami-chan?\No... No, he's lying!\Nanami-sama, I humbly apologize for my tardiness.\Today is your first day on the job, a cause for celebration.\I, Tomoe, have attempted to craft an exquisite lunch for you.\Please, feast yourself.\Also, I have a few words for everyone. response:	Nanami-sama is an important master to us.
context: Isn't that right, Nanami-chan?\No... No, he's lying!\Nanami-sama, I humbly apologize for my tardiness.\Today is your first day on the job, a cause for celebration.\I, Tomoe, have attempted to craft an exquisite lunch for you.\Please, feast yourself.\Also, I have a few words for everyone.\Nanami-sama is an important master to us. response:	I, Tomoe, will not tolerate any words of slander or actions against her.
context: No... No, he's lying!\Nanami-sama, I humbly apologize for my tardiness.\Today is your first day on the job, a cause for celebration.\I, Tomoe, have attempted to craft an exquisite lunch for you.\Please, feast yourself.\Also, I have a few words for everyone.\Nanami-sama is an important master to us.\I, Tomoe, will not tolerate any words of slander or actions against her. response:	Kurama-dono. That money you couldn't find, as you can see, is right on the floor.
context: Nanami-sama, I humbly apologize for my tardiness.\Today is your first day on the job, a cause for celebration.\I, Tomoe, have attempted to craft an exquisite lunch for you.\Please, feast yourself.\Also, I have a few words for everyone.\Nanami-sama is an important master to us.\I, Tomoe, will not tolerate any words of slander or actions against her.\Kurama-dono. That money you couldn't find, as you can see, is right on the floor. response:	Wha
context: Today is your first day on the job, a cause for celebration.\I, Tomoe, have attempted to craft an exquisite lunch for you.\Please, feast yourself.\Also, I have a few words for everyone.\Nanami-sama is an important master to us.\I, Tomoe, will not tolerate any words of slander or actions against her.\Kurama-dono. That money you couldn't find, as you can see, is right on the floor.\Wha response:	Impossible! I remember specifically putting that cash in her pocket!
context: I, Tomoe, have attempted to craft an exquisite lunch for you.\Please, feast yourself.\Also, I have a few words for everyone.\Nanami-sama is an important master to us.\I, Tomoe, will not tolerate any words of slander or actions against her.\Kurama-dono. That money you couldn't find, as you can see, is right on the floor.\Wha\Impossible! I remember specifically putting that cash in her pocket! response:	As for everyone else, I humbly ask for your generosity toward Nanami-sama.
context: Please, feast yourself.\Also, I have a few words for everyone.\Nanami-sama is an important master to us.\I, Tomoe, will not tolerate any words of slander or actions against her.\Kurama-dono. That money you couldn't find, as you can see, is right on the floor.\Wha\Impossible! I remember specifically putting that cash in her pocket!\As for everyone else, I humbly ask for your generosity toward Nanami-sama. response:	Tomoe...
context: Also, I have a few words for everyone.\Nanami-sama is an important master to us.\I, Tomoe, will not tolerate any words of slander or actions against her.\Kurama-dono. That money you couldn't find, as you can see, is right on the floor.\Wha\Impossible! I remember specifically putting that cash in her pocket!\As for everyone else, I humbly ask for your generosity toward Nanami-sama.\Tomoe... response:	The only person in the whole world...
context: Nanami-sama is an important master to us.\I, Tomoe, will not tolerate any words of slander or actions against her.\Kurama-dono. That money you couldn't find, as you can see, is right on the floor.\Wha\Impossible! I remember specifically putting that cash in her pocket!\As for everyone else, I humbly ask for your generosity toward Nanami-sama.\Tomoe...\The only person in the whole world... response:	Hurry up and eat.
context: I, Tomoe, will not tolerate any words of slander or actions against her.\Kurama-dono. That money you couldn't find, as you can see, is right on the floor.\Wha\Impossible! I remember specifically putting that cash in her pocket!\As for everyone else, I humbly ask for your generosity toward Nanami-sama.\Tomoe...\The only person in the whole world...\Hurry up and eat. response:	Nanami-chan just experienced one heck of a start to her school days.
context: Kurama-dono. That money you couldn't find, as you can see, is right on the floor.\Wha\Impossible! I remember specifically putting that cash in her pocket!\As for everyone else, I humbly ask for your generosity toward Nanami-sama.\Tomoe...\The only person in the whole world...\Hurry up and eat.\Nanami-chan just experienced one heck of a start to her school days. response:	Let's fast-forward to her second day!
context: Wha\Impossible! I remember specifically putting that cash in her pocket!\As for everyone else, I humbly ask for your generosity toward Nanami-sama.\Tomoe...\The only person in the whole world...\Hurry up and eat.\Nanami-chan just experienced one heck of a start to her school days.\Let's fast-forward to her second day! response:	See you later!
context: Impossible! I remember specifically putting that cash in her pocket!\As for everyone else, I humbly ask for your generosity toward Nanami-sama.\Tomoe...\The only person in the whole world...\Hurry up and eat.\Nanami-chan just experienced one heck of a start to her school days.\Let's fast-forward to her second day!\See you later! response:	Nanami, you're forgetting something.
context: As for everyone else, I humbly ask for your generosity toward Nanami-sama.\Tomoe...\The only person in the whole world...\Hurry up and eat.\Nanami-chan just experienced one heck of a start to her school days.\Let's fast-forward to her second day!\See you later!\Nanami, you're forgetting something. response:	You're forgetting this masterfully crafted triple lunch box and this cat hood to which I've attached a seasonal flower.
context: Tomoe...\The only person in the whole world...\Hurry up and eat.\Nanami-chan just experienced one heck of a start to her school days.\Let's fast-forward to her second day!\See you later!\Nanami, you're forgetting something.\You're forgetting this masterfully crafted triple lunch box and this cat hood to which I've attached a seasonal flower. response:	Sorry, I think I'll go without the hood today!
context: The only person in the whole world...\Hurry up and eat.\Nanami-chan just experienced one heck of a start to her school days.\Let's fast-forward to her second day!\See you later!\Nanami, you're forgetting something.\You're forgetting this masterfully crafted triple lunch box and this cat hood to which I've attached a seasonal flower.\Sorry, I think I'll go without the hood today! response:	I'll be fine! I'm only going to school.
context: Hurry up and eat.\Nanami-chan just experienced one heck of a start to her school days.\Let's fast-forward to her second day!\See you later!\Nanami, you're forgetting something.\You're forgetting this masterfully crafted triple lunch box and this cat hood to which I've attached a seasonal flower.\Sorry, I think I'll go without the hood today!\I'll be fine! I'm only going to school. response:	What are you saying? Walking out without the hood is much like walking onto a battlefield naked.
context: Nanami-chan just experienced one heck of a start to her school days.\Let's fast-forward to her second day!\See you later!\Nanami, you're forgetting something.\You're forgetting this masterfully crafted triple lunch box and this cat hood to which I've attached a seasonal flower.\Sorry, I think I'll go without the hood today!\I'll be fine! I'm only going to school.\What are you saying? Walking out without the hood is much like walking onto a battlefield naked. response:	You shouldn't talk like that until you can protect yourself.
context: Let's fast-forward to her second day!\See you later!\Nanami, you're forgetting something.\You're forgetting this masterfully crafted triple lunch box and this cat hood to which I've attached a seasonal flower.\Sorry, I think I'll go without the hood today!\I'll be fine! I'm only going to school.\What are you saying? Walking out without the hood is much like walking onto a battlefield naked.\You shouldn't talk like that until you can protect yourself. response:	Besides, why are you even
context: See you later!\Nanami, you're forgetting something.\You're forgetting this masterfully crafted triple lunch box and this cat hood to which I've attached a seasonal flower.\Sorry, I think I'll go without the hood today!\I'll be fine! I'm only going to school.\What are you saying? Walking out without the hood is much like walking onto a battlefield naked.\You shouldn't talk like that until you can protect yourself.\Besides, why are you even response:	I'll just have one section of the lunch box. See ya!
context: Nanami, you're forgetting something.\You're forgetting this masterfully crafted triple lunch box and this cat hood to which I've attached a seasonal flower.\Sorry, I think I'll go without the hood today!\I'll be fine! I'm only going to school.\What are you saying? Walking out without the hood is much like walking onto a battlefield naked.\You shouldn't talk like that until you can protect yourself.\Besides, why are you even\I'll just have one section of the lunch box. See ya! response:	Tomoe-dono!
context: You're forgetting this masterfully crafted triple lunch box and this cat hood to which I've attached a seasonal flower.\Sorry, I think I'll go without the hood today!\I'll be fine! I'm only going to school.\What are you saying? Walking out without the hood is much like walking onto a battlefield naked.\You shouldn't talk like that until you can protect yourself.\Besides, why are you even\I'll just have one section of the lunch box. See ya!\Tomoe-dono! response:	Get a hold of yourself!
context: Sorry, I think I'll go without the hood today!\I'll be fine! I'm only going to school.\What are you saying? Walking out without the hood is much like walking onto a battlefield naked.\You shouldn't talk like that until you can protect yourself.\Besides, why are you even\I'll just have one section of the lunch box. See ya!\Tomoe-dono!\Get a hold of yourself! response:	Phew, it's a relief to get that thing off my head!
context: I'll be fine! I'm only going to school.\What are you saying? Walking out without the hood is much like walking onto a battlefield naked.\You shouldn't talk like that until you can protect yourself.\Besides, why are you even\I'll just have one section of the lunch box. See ya!\Tomoe-dono!\Get a hold of yourself!\Phew, it's a relief to get that thing off my head! response:	Momozono-san!
context: What are you saying? Walking out without the hood is much like walking onto a battlefield naked.\You shouldn't talk like that until you can protect yourself.\Besides, why are you even\I'll just have one section of the lunch box. See ya!\Tomoe-dono!\Get a hold of yourself!\Phew, it's a relief to get that thing off my head!\Momozono-san! response:	Huh?
context: You shouldn't talk like that until you can protect yourself.\Besides, why are you even\I'll just have one section of the lunch box. See ya!\Tomoe-dono!\Get a hold of yourself!\Phew, it's a relief to get that thing off my head!\Momozono-san!\Huh? response:	Good morning!
context: Besides, why are you even\I'll just have one section of the lunch box. See ya!\Tomoe-dono!\Get a hold of yourself!\Phew, it's a relief to get that thing off my head!\Momozono-san!\Huh?\Good morning! response:	Oh, girls from my class! Do I already have friends?
context: I'll just have one section of the lunch box. See ya!\Tomoe-dono!\Get a hold of yourself!\Phew, it's a relief to get that thing off my head!\Momozono-san!\Huh?\Good morning!\Oh, girls from my class! Do I already have friends? response:	Good morning!
context: Tomoe-dono!\Get a hold of yourself!\Phew, it's a relief to get that thing off my head!\Momozono-san!\Huh?\Good morning!\Oh, girls from my class! Do I already have friends?\Good morning! response:	Is Tomoe-kun coming again today?
context: Get a hold of yourself!\Phew, it's a relief to get that thing off my head!\Momozono-san!\Huh?\Good morning!\Oh, girls from my class! Do I already have friends?\Good morning!\Is Tomoe-kun coming again today? response:	If he is, could you introduce him to us?
context: Phew, it's a relief to get that thing off my head!\Momozono-san!\Huh?\Good morning!\Oh, girls from my class! Do I already have friends?\Good morning!\Is Tomoe-kun coming again today?\If he is, could you introduce him to us? response:	Oh, I brought lunch today, so I don't think he's coming.
context: Momozono-san!\Huh?\Good morning!\Oh, girls from my class! Do I already have friends?\Good morning!\Is Tomoe-kun coming again today?\If he is, could you introduce him to us?\Oh, I brought lunch today, so I don't think he's coming. response:	What? Lame.
context: Huh?\Good morning!\Oh, girls from my class! Do I already have friends?\Good morning!\Is Tomoe-kun coming again today?\If he is, could you introduce him to us?\Oh, I brought lunch today, so I don't think he's coming.\What? Lame. response:	Women...
context: Good morning!\Oh, girls from my class! Do I already have friends?\Good morning!\Is Tomoe-kun coming again today?\If he is, could you introduce him to us?\Oh, I brought lunch today, so I don't think he's coming.\What? Lame.\Women... response:	No hood today, Nanami-chan?
context: Oh, girls from my class! Do I already have friends?\Good morning!\Is Tomoe-kun coming again today?\If he is, could you introduce him to us?\Oh, I brought lunch today, so I don't think he's coming.\What? Lame.\Women...\No hood today, Nanami-chan? response:	Get in. I'll drive you.
context: Good morning!\Is Tomoe-kun coming again today?\If he is, could you introduce him to us?\Oh, I brought lunch today, so I don't think he's coming.\What? Lame.\Women...\No hood today, Nanami-chan?\Get in. I'll drive you. response:	Kurama.
context: Is Tomoe-kun coming again today?\If he is, could you introduce him to us?\Oh, I brought lunch today, so I don't think he's coming.\What? Lame.\Women...\No hood today, Nanami-chan?\Get in. I'll drive you.\Kurama. response:	Let us in!
context: If he is, could you introduce him to us?\Oh, I brought lunch today, so I don't think he's coming.\What? Lame.\Women...\No hood today, Nanami-chan?\Get in. I'll drive you.\Kurama.\Let us in! response:	I don't need it.
context: Oh, I brought lunch today, so I don't think he's coming.\What? Lame.\Women...\No hood today, Nanami-chan?\Get in. I'll drive you.\Kurama.\Let us in!\I don't need it. response:	Oh how come? Are you shy?
context: What? Lame.\Women...\No hood today, Nanami-chan?\Get in. I'll drive you.\Kurama.\Let us in!\I don't need it.\Oh how come? Are you shy? response:	Or maybe because I'm so popular
context: Women...\No hood today, Nanami-chan?\Get in. I'll drive you.\Kurama.\Let us in!\I don't need it.\Oh how come? Are you shy?\Or maybe because I'm so popular response:	No, because I don't like you.
context: No hood today, Nanami-chan?\Get in. I'll drive you.\Kurama.\Let us in!\I don't need it.\Oh how come? Are you shy?\Or maybe because I'm so popular\No, because I don't like you. response:	What did she say?!
context: Get in. I'll drive you.\Kurama.\Let us in!\I don't need it.\Oh how come? Are you shy?\Or maybe because I'm so popular\No, because I don't like you.\What did she say?! response:	Who does she think she is?!
context: Kurama.\Let us in!\I don't need it.\Oh how come? Are you shy?\Or maybe because I'm so popular\No, because I don't like you.\What did she say?!\Who does she think she is?! response:	Celebrities are a pain in the ass.
context: Let us in!\I don't need it.\Oh how come? Are you shy?\Or maybe because I'm so popular\No, because I don't like you.\What did she say?!\Who does she think she is?!\Celebrities are a pain in the ass. response:	Nanami, that idiot... All she had to do was wear the hood.
context: I don't need it.\Oh how come? Are you shy?\Or maybe because I'm so popular\No, because I don't like you.\What did she say?!\Who does she think she is?!\Celebrities are a pain in the ass.\Nanami, that idiot... All she had to do was wear the hood. response:	Now I have to watch over her all day.
context: Oh how come? Are you shy?\Or maybe because I'm so popular\No, because I don't like you.\What did she say?!\Who does she think she is?!\Celebrities are a pain in the ass.\Nanami, that idiot... All she had to do was wear the hood.\Now I have to watch over her all day. response:	I haven't even cooked dinner.
context: Or maybe because I'm so popular\No, because I don't like you.\What did she say?!\Who does she think she is?!\Celebrities are a pain in the ass.\Nanami, that idiot... All she had to do was wear the hood.\Now I have to watch over her all day.\I haven't even cooked dinner. response:	I suppose salt-roasted sweet fish will suffice for tonight.
context: No, because I don't like you.\What did she say?!\Who does she think she is?!\Celebrities are a pain in the ass.\Nanami, that idiot... All she had to do was wear the hood.\Now I have to watch over her all day.\I haven't even cooked dinner.\I suppose salt-roasted sweet fish will suffice for tonight. response:	I have to cook dinner and babysit this girl.
