context: This is several levels better than last time. response:	I'm surprised.
context: Yeah, according to Iwase...\We shook hands. In other words, by holding my hand, you acknowledged we were going out.\At the time, I thought it meant we were just heating up our sense of rivalry.\But, could this be because of how serious Iwase is?\You and Azuki didn't hold hands, so\I guess that means Iwase and I have gotten further than you.\nothing.\So did Miyoshi hear that seems like you're going out conversation? response:	Yeah, Miyoshi said...
context: We shook hands. In other words, by holding my hand, you acknowledged we were going out.\At the time, I thought it meant we were just heating up our sense of rivalry.\But, could this be because of how serious Iwase is?\You and Azuki didn't hold hands, so\I guess that means Iwase and I have gotten further than you.\nothing.\So did Miyoshi hear that seems like you're going out conversation?\Yeah, Miyoshi said... response:	Takagi-kun, are you really going out with Iwase?
context: At the time, I thought it meant we were just heating up our sense of rivalry.\But, could this be because of how serious Iwase is?\You and Azuki didn't hold hands, so\I guess that means Iwase and I have gotten further than you.\nothing.\So did Miyoshi hear that seems like you're going out conversation?\Yeah, Miyoshi said...\Takagi-kun, are you really going out with Iwase? response:	If you were already dating then why did you confess to me?
context: But, could this be because of how serious Iwase is?\You and Azuki didn't hold hands, so\I guess that means Iwase and I have gotten further than you.\nothing.\So did Miyoshi hear that seems like you're going out conversation?\Yeah, Miyoshi said...\Takagi-kun, are you really going out with Iwase?\If you were already dating then why did you confess to me? response:	Then you showed up and the conversation ended.
context: You and Azuki didn't hold hands, so\I guess that means Iwase and I have gotten further than you.\nothing.\So did Miyoshi hear that seems like you're going out conversation?\Yeah, Miyoshi said...\Takagi-kun, are you really going out with Iwase?\If you were already dating then why did you confess to me?\Then you showed up and the conversation ended. response:	Then I came at the worst possible time!
context: I guess that means Iwase and I have gotten further than you.\nothing.\So did Miyoshi hear that seems like you're going out conversation?\Yeah, Miyoshi said...\Takagi-kun, are you really going out with Iwase?\If you were already dating then why did you confess to me?\Then you showed up and the conversation ended.\Then I came at the worst possible time! response:	This is a battlefield, isn't it?!
context: nothing.\So did Miyoshi hear that seems like you're going out conversation?\Yeah, Miyoshi said...\Takagi-kun, are you really going out with Iwase?\If you were already dating then why did you confess to me?\Then you showed up and the conversation ended.\Then I came at the worst possible time!\This is a battlefield, isn't it?! response:	Hey.
context: So did Miyoshi hear that seems like you're going out conversation?\Yeah, Miyoshi said...\Takagi-kun, are you really going out with Iwase?\If you were already dating then why did you confess to me?\Then you showed up and the conversation ended.\Then I came at the worst possible time!\This is a battlefield, isn't it?!\Hey. response:	What are you two whispering about?
context: Yeah, Miyoshi said...\Takagi-kun, are you really going out with Iwase?\If you were already dating then why did you confess to me?\Then you showed up and the conversation ended.\Then I came at the worst possible time!\This is a battlefield, isn't it?!\Hey.\What are you two whispering about? response:	Be a little more manly.
context: Takagi-kun, are you really going out with Iwase?\If you were already dating then why did you confess to me?\Then you showed up and the conversation ended.\Then I came at the worst possible time!\This is a battlefield, isn't it?!\Hey.\What are you two whispering about?\Be a little more manly. response:	Ah, right.
context: If you were already dating then why did you confess to me?\Then you showed up and the conversation ended.\Then I came at the worst possible time!\This is a battlefield, isn't it?!\Hey.\What are you two whispering about?\Be a little more manly.\Ah, right. response:	Me or Iwase-san. Which one are you going out with?
context: Then you showed up and the conversation ended.\Then I came at the worst possible time!\This is a battlefield, isn't it?!\Hey.\What are you two whispering about?\Be a little more manly.\Ah, right.\Me or Iwase-san. Which one are you going out with? response:	Wait.
context: Then I came at the worst possible time!\This is a battlefield, isn't it?!\Hey.\What are you two whispering about?\Be a little more manly.\Ah, right.\Me or Iwase-san. Which one are you going out with?\Wait. response:	I never said I was going out with either of you.
context: This is a battlefield, isn't it?!\Hey.\What are you two whispering about?\Be a little more manly.\Ah, right.\Me or Iwase-san. Which one are you going out with?\Wait.\I never said I was going out with either of you. response:	I just shook Iwase's hand,
context: Hey.\What are you two whispering about?\Be a little more manly.\Ah, right.\Me or Iwase-san. Which one are you going out with?\Wait.\I never said I was going out with either of you.\I just shook Iwase's hand, response:	I did not think that equaled going out.
context: What are you two whispering about?\Be a little more manly.\Ah, right.\Me or Iwase-san. Which one are you going out with?\Wait.\I never said I was going out with either of you.\I just shook Iwase's hand,\I did not think that equaled going out. response:	All I said to Miyoshi was, I wanted to talk to you.
context: Be a little more manly.\Ah, right.\Me or Iwase-san. Which one are you going out with?\Wait.\I never said I was going out with either of you.\I just shook Iwase's hand,\I did not think that equaled going out.\All I said to Miyoshi was, I wanted to talk to you. response:	I did not think that equaled a confession.
context: Ah, right.\Me or Iwase-san. Which one are you going out with?\Wait.\I never said I was going out with either of you.\I just shook Iwase's hand,\I did not think that equaled going out.\All I said to Miyoshi was, I wanted to talk to you.\I did not think that equaled a confession. response:	That's all!
context: Me or Iwase-san. Which one are you going out with?\Wait.\I never said I was going out with either of you.\I just shook Iwase's hand,\I did not think that equaled going out.\All I said to Miyoshi was, I wanted to talk to you.\I did not think that equaled a confession.\That's all! response:	This is ridiculous.
context: Wait.\I never said I was going out with either of you.\I just shook Iwase's hand,\I did not think that equaled going out.\All I said to Miyoshi was, I wanted to talk to you.\I did not think that equaled a confession.\That's all!\This is ridiculous. response:	I'm going home.
context: I never said I was going out with either of you.\I just shook Iwase's hand,\I did not think that equaled going out.\All I said to Miyoshi was, I wanted to talk to you.\I did not think that equaled a confession.\That's all!\This is ridiculous.\I'm going home. response:	Takagi-kun, do you hate me?
context: I just shook Iwase's hand,\I did not think that equaled going out.\All I said to Miyoshi was, I wanted to talk to you.\I did not think that equaled a confession.\That's all!\This is ridiculous.\I'm going home.\Takagi-kun, do you hate me? response:	No, I don't hate you, but...
context: I did not think that equaled going out.\All I said to Miyoshi was, I wanted to talk to you.\I did not think that equaled a confession.\That's all!\This is ridiculous.\I'm going home.\Takagi-kun, do you hate me?\No, I don't hate you, but... response:	Then, do you like me?
context: All I said to Miyoshi was, I wanted to talk to you.\I did not think that equaled a confession.\That's all!\This is ridiculous.\I'm going home.\Takagi-kun, do you hate me?\No, I don't hate you, but...\Then, do you like me? response:	Well if it's between like and hate, then...
context: I did not think that equaled a confession.\That's all!\This is ridiculous.\I'm going home.\Takagi-kun, do you hate me?\No, I don't hate you, but...\Then, do you like me?\Well if it's between like and hate, then... response:	like.
context: That's all!\This is ridiculous.\I'm going home.\Takagi-kun, do you hate me?\No, I don't hate you, but...\Then, do you like me?\Well if it's between like and hate, then...\like. response:	Goodbye.
context: This is ridiculous.\I'm going home.\Takagi-kun, do you hate me?\No, I don't hate you, but...\Then, do you like me?\Well if it's between like and hate, then...\like.\Goodbye. response:	Wait Miyoshi.
context: I'm going home.\Takagi-kun, do you hate me?\No, I don't hate you, but...\Then, do you like me?\Well if it's between like and hate, then...\like.\Goodbye.\Wait Miyoshi. response:	Between liking and hating, I like you too.
context: Takagi-kun, do you hate me?\No, I don't hate you, but...\Then, do you like me?\Well if it's between like and hate, then...\like.\Goodbye.\Wait Miyoshi.\Between liking and hating, I like you too. response:	Huh?
context: No, I don't hate you, but...\Then, do you like me?\Well if it's between like and hate, then...\like.\Goodbye.\Wait Miyoshi.\Between liking and hating, I like you too.\Huh? response:	What are you doing, announcing you're going to date two girls at once like that?!
context: Then, do you like me?\Well if it's between like and hate, then...\like.\Goodbye.\Wait Miyoshi.\Between liking and hating, I like you too.\Huh?\What are you doing, announcing you're going to date two girls at once like that?! response:	Ah? Uh, is that what's happening now?
context: Well if it's between like and hate, then...\like.\Goodbye.\Wait Miyoshi.\Between liking and hating, I like you too.\Huh?\What are you doing, announcing you're going to date two girls at once like that?!\Ah? Uh, is that what's happening now? response:	It is.
context: like.\Goodbye.\Wait Miyoshi.\Between liking and hating, I like you too.\Huh?\What are you doing, announcing you're going to date two girls at once like that?!\Ah? Uh, is that what's happening now?\It is. response:	What are you thinking, Shuujin?
context: Goodbye.\Wait Miyoshi.\Between liking and hating, I like you too.\Huh?\What are you doing, announcing you're going to date two girls at once like that?!\Ah? Uh, is that what's happening now?\It is.\What are you thinking, Shuujin? response:	Then let me ask this,
context: Wait Miyoshi.\Between liking and hating, I like you too.\Huh?\What are you doing, announcing you're going to date two girls at once like that?!\Ah? Uh, is that what's happening now?\It is.\What are you thinking, Shuujin?\Then let me ask this, response:	do you two both like me?
context: Between liking and hating, I like you too.\Huh?\What are you doing, announcing you're going to date two girls at once like that?!\Ah? Uh, is that what's happening now?\It is.\What are you thinking, Shuujin?\Then let me ask this,\do you two both like me? response:	I like you.
context: Huh?\What are you doing, announcing you're going to date two girls at once like that?!\Ah? Uh, is that what's happening now?\It is.\What are you thinking, Shuujin?\Then let me ask this,\do you two both like me?\I like you. response:	In a special way.
context: What are you doing, announcing you're going to date two girls at once like that?!\Ah? Uh, is that what's happening now?\It is.\What are you thinking, Shuujin?\Then let me ask this,\do you two both like me?\I like you.\In a special way. response:	Of course I like you.
context: Ah? Uh, is that what's happening now?\It is.\What are you thinking, Shuujin?\Then let me ask this,\do you two both like me?\I like you.\In a special way.\Of course I like you. response:	If I didn't, I wouldn't have clasped your hand.
context: It is.\What are you thinking, Shuujin?\Then let me ask this,\do you two both like me?\I like you.\In a special way.\Of course I like you.\If I didn't, I wouldn't have clasped your hand. response:	What the hell?
context: What are you thinking, Shuujin?\Then let me ask this,\do you two both like me?\I like you.\In a special way.\Of course I like you.\If I didn't, I wouldn't have clasped your hand.\What the hell? response:	Why am I so popular?
context: Then let me ask this,\do you two both like me?\I like you.\In a special way.\Of course I like you.\If I didn't, I wouldn't have clasped your hand.\What the hell?\Why am I so popular? response:	This is messed up!
context: do you two both like me?\I like you.\In a special way.\Of course I like you.\If I didn't, I wouldn't have clasped your hand.\What the hell?\Why am I so popular?\This is messed up! response:	Wait a secondWait a secondEh?!
context: I like you.\In a special way.\Of course I like you.\If I didn't, I wouldn't have clasped your hand.\What the hell?\Why am I so popular?\This is messed up!\Wait a secondWait a secondEh?! response:	Just because I'm pretty good at studying?
context: In a special way.\Of course I like you.\If I didn't, I wouldn't have clasped your hand.\What the hell?\Why am I so popular?\This is messed up!\Wait a secondWait a secondEh?!\Just because I'm pretty good at studying? response:	What're you panicking about?
context: Of course I like you.\If I didn't, I wouldn't have clasped your hand.\What the hell?\Why am I so popular?\This is messed up!\Wait a secondWait a secondEh?!\Just because I'm pretty good at studying?\What're you panicking about? response:	Me or Iwase-san. Which one do you like?
context: If I didn't, I wouldn't have clasped your hand.\What the hell?\Why am I so popular?\This is messed up!\Wait a secondWait a secondEh?!\Just because I'm pretty good at studying?\What're you panicking about?\Me or Iwase-san. Which one do you like? response:	Please just answer that.
context: What the hell?\Why am I so popular?\This is messed up!\Wait a secondWait a secondEh?!\Just because I'm pretty good at studying?\What're you panicking about?\Me or Iwase-san. Which one do you like?\Please just answer that. response:	Here... When I say that I like one, does that mean I'm going out with her?
context: Why am I so popular?\This is messed up!\Wait a secondWait a secondEh?!\Just because I'm pretty good at studying?\What're you panicking about?\Me or Iwase-san. Which one do you like?\Please just answer that.\Here... When I say that I like one, does that mean I'm going out with her? response:	Wait a minute, I have a dream of becoming a mangaka.
context: This is messed up!\Wait a secondWait a secondEh?!\Just because I'm pretty good at studying?\What're you panicking about?\Me or Iwase-san. Which one do you like?\Please just answer that.\Here... When I say that I like one, does that mean I'm going out with her?\Wait a minute, I have a dream of becoming a mangaka. response:	Love takes second place to that!
context: Wait a secondWait a secondEh?!\Just because I'm pretty good at studying?\What're you panicking about?\Me or Iwase-san. Which one do you like?\Please just answer that.\Here... When I say that I like one, does that mean I'm going out with her?\Wait a minute, I have a dream of becoming a mangaka.\Love takes second place to that! response:	Even if we are going out,
context: Just because I'm pretty good at studying?\What're you panicking about?\Me or Iwase-san. Which one do you like?\Please just answer that.\Here... When I say that I like one, does that mean I'm going out with her?\Wait a minute, I have a dream of becoming a mangaka.\Love takes second place to that!\Even if we are going out, response:	I won't have time for dates or anything!
context: What're you panicking about?\Me or Iwase-san. Which one do you like?\Please just answer that.\Here... When I say that I like one, does that mean I'm going out with her?\Wait a minute, I have a dream of becoming a mangaka.\Love takes second place to that!\Even if we are going out,\I won't have time for dates or anything! response:	Okay, that's fine.
context: Me or Iwase-san. Which one do you like?\Please just answer that.\Here... When I say that I like one, does that mean I'm going out with her?\Wait a minute, I have a dream of becoming a mangaka.\Love takes second place to that!\Even if we are going out,\I won't have time for dates or anything!\Okay, that's fine. response:	I'll support you.
context: Please just answer that.\Here... When I say that I like one, does that mean I'm going out with her?\Wait a minute, I have a dream of becoming a mangaka.\Love takes second place to that!\Even if we are going out,\I won't have time for dates or anything!\Okay, that's fine.\I'll support you. response:	Please quit manga.
context: Here... When I say that I like one, does that mean I'm going out with her?\Wait a minute, I have a dream of becoming a mangaka.\Love takes second place to that!\Even if we are going out,\I won't have time for dates or anything!\Okay, that's fine.\I'll support you.\Please quit manga. response:	If you're doing such a thing,
context: Wait a minute, I have a dream of becoming a mangaka.\Love takes second place to that!\Even if we are going out,\I won't have time for dates or anything!\Okay, that's fine.\I'll support you.\Please quit manga.\If you're doing such a thing, response:	you will definitely regret it.
context: Love takes second place to that!\Even if we are going out,\I won't have time for dates or anything!\Okay, that's fine.\I'll support you.\Please quit manga.\If you're doing such a thing,\you will definitely regret it. response:	If I follow my dream and it shatters,
context: Even if we are going out,\I won't have time for dates or anything!\Okay, that's fine.\I'll support you.\Please quit manga.\If you're doing such a thing,\you will definitely regret it.\If I follow my dream and it shatters, response:	I can accept having to regret it.
context: I won't have time for dates or anything!\Okay, that's fine.\I'll support you.\Please quit manga.\If you're doing such a thing,\you will definitely regret it.\If I follow my dream and it shatters,\I can accept having to regret it. response:	But I don't want to regret not pursuing it in the first place.
context: Okay, that's fine.\I'll support you.\Please quit manga.\If you're doing such a thing,\you will definitely regret it.\If I follow my dream and it shatters,\I can accept having to regret it.\But I don't want to regret not pursuing it in the first place. response:	Before I started drawing manga with Mashiro,
context: I'll support you.\Please quit manga.\If you're doing such a thing,\you will definitely regret it.\If I follow my dream and it shatters,\I can accept having to regret it.\But I don't want to regret not pursuing it in the first place.\Before I started drawing manga with Mashiro, response:	every day was just passing by.
context: Please quit manga.\If you're doing such a thing,\you will definitely regret it.\If I follow my dream and it shatters,\I can accept having to regret it.\But I don't want to regret not pursuing it in the first place.\Before I started drawing manga with Mashiro,\every day was just passing by. response:	But now I'm happy.
context: If you're doing such a thing,\you will definitely regret it.\If I follow my dream and it shatters,\I can accept having to regret it.\But I don't want to regret not pursuing it in the first place.\Before I started drawing manga with Mashiro,\every day was just passing by.\But now I'm happy. response:	I embrace life...
context: you will definitely regret it.\If I follow my dream and it shatters,\I can accept having to regret it.\But I don't want to regret not pursuing it in the first place.\Before I started drawing manga with Mashiro,\every day was just passing by.\But now I'm happy.\I embrace life... response:	Iwase.
context: If I follow my dream and it shatters,\I can accept having to regret it.\But I don't want to regret not pursuing it in the first place.\Before I started drawing manga with Mashiro,\every day was just passing by.\But now I'm happy.\I embrace life...\Iwase. response:	I'm going to North Yakusa High with Mashiro.
context: I can accept having to regret it.\But I don't want to regret not pursuing it in the first place.\Before I started drawing manga with Mashiro,\every day was just passing by.\But now I'm happy.\I embrace life...\Iwase.\I'm going to North Yakusa High with Mashiro. response:	I see.
context: But I don't want to regret not pursuing it in the first place.\Before I started drawing manga with Mashiro,\every day was just passing by.\But now I'm happy.\I embrace life...\Iwase.\I'm going to North Yakusa High with Mashiro.\I see. response:	Goodbye.
context: Before I started drawing manga with Mashiro,\every day was just passing by.\But now I'm happy.\I embrace life...\Iwase.\I'm going to North Yakusa High with Mashiro.\I see.\Goodbye. response:	Takagi-kun, you will regret what you just did for the rest of your life.
context: every day was just passing by.\But now I'm happy.\I embrace life...\Iwase.\I'm going to North Yakusa High with Mashiro.\I see.\Goodbye.\Takagi-kun, you will regret what you just did for the rest of your life. response:	Without a doubt.
context: But now I'm happy.\I embrace life...\Iwase.\I'm going to North Yakusa High with Mashiro.\I see.\Goodbye.\Takagi-kun, you will regret what you just did for the rest of your life.\Without a doubt. response:	Yeah.
context: I embrace life...\Iwase.\I'm going to North Yakusa High with Mashiro.\I see.\Goodbye.\Takagi-kun, you will regret what you just did for the rest of your life.\Without a doubt.\Yeah. response:	When that time comes, you can laugh at me.
context: Iwase.\I'm going to North Yakusa High with Mashiro.\I see.\Goodbye.\Takagi-kun, you will regret what you just did for the rest of your life.\Without a doubt.\Yeah.\When that time comes, you can laugh at me. response:	I can't laugh.
context: I'm going to North Yakusa High with Mashiro.\I see.\Goodbye.\Takagi-kun, you will regret what you just did for the rest of your life.\Without a doubt.\Yeah.\When that time comes, you can laugh at me.\I can't laugh. response:	North Yakusa is my first choice, too.
context: I see.\Goodbye.\Takagi-kun, you will regret what you just did for the rest of your life.\Without a doubt.\Yeah.\When that time comes, you can laugh at me.\I can't laugh.\North Yakusa is my first choice, too. response:	You're kidding!
context: Goodbye.\Takagi-kun, you will regret what you just did for the rest of your life.\Without a doubt.\Yeah.\When that time comes, you can laugh at me.\I can't laugh.\North Yakusa is my first choice, too.\You're kidding! response:	It's decided. Iwase was rejected.
context: Takagi-kun, you will regret what you just did for the rest of your life.\Without a doubt.\Yeah.\When that time comes, you can laugh at me.\I can't laugh.\North Yakusa is my first choice, too.\You're kidding!\It's decided. Iwase was rejected. response:	Really? North Yakusa?
context: Without a doubt.\Yeah.\When that time comes, you can laugh at me.\I can't laugh.\North Yakusa is my first choice, too.\You're kidding!\It's decided. Iwase was rejected.\Really? North Yakusa? response:	Takagi, you're really smart so I was sure you would go to a different school.
context: Yeah.\When that time comes, you can laugh at me.\I can't laugh.\North Yakusa is my first choice, too.\You're kidding!\It's decided. Iwase was rejected.\Really? North Yakusa?\Takagi, you're really smart so I was sure you would go to a different school. response:	I'm so glad, now we can be together next year too.
context: When that time comes, you can laugh at me.\I can't laugh.\North Yakusa is my first choice, too.\You're kidding!\It's decided. Iwase was rejected.\Really? North Yakusa?\Takagi, you're really smart so I was sure you would go to a different school.\I'm so glad, now we can be together next year too. response:	But before that, you've got to show me how you study for
context: I can't laugh.\North Yakusa is my first choice, too.\You're kidding!\It's decided. Iwase was rejected.\Really? North Yakusa?\Takagi, you're really smart so I was sure you would go to a different school.\I'm so glad, now we can be together next year too.\But before that, you've got to show me how you study for response:	Miyoshi.
context: North Yakusa is my first choice, too.\You're kidding!\It's decided. Iwase was rejected.\Really? North Yakusa?\Takagi, you're really smart so I was sure you would go to a different school.\I'm so glad, now we can be together next year too.\But before that, you've got to show me how you study for\Miyoshi. response:	Mashiro and Azuki are going out.
context: You're kidding!\It's decided. Iwase was rejected.\Really? North Yakusa?\Takagi, you're really smart so I was sure you would go to a different school.\I'm so glad, now we can be together next year too.\But before that, you've got to show me how you study for\Miyoshi.\Mashiro and Azuki are going out. response:	Or rather, they both like each other.
context: It's decided. Iwase was rejected.\Really? North Yakusa?\Takagi, you're really smart so I was sure you would go to a different school.\I'm so glad, now we can be together next year too.\But before that, you've got to show me how you study for\Miyoshi.\Mashiro and Azuki are going out.\Or rather, they both like each other. response:	Eh, seriously?!
context: Really? North Yakusa?\Takagi, you're really smart so I was sure you would go to a different school.\I'm so glad, now we can be together next year too.\But before that, you've got to show me how you study for\Miyoshi.\Mashiro and Azuki are going out.\Or rather, they both like each other.\Eh, seriously?! response:	Why are you saying that now?!
context: Takagi, you're really smart so I was sure you would go to a different school.\I'm so glad, now we can be together next year too.\But before that, you've got to show me how you study for\Miyoshi.\Mashiro and Azuki are going out.\Or rather, they both like each other.\Eh, seriously?!\Why are you saying that now?! response:	The reason I asked you things about Azuki... was for Mashiro.
context: I'm so glad, now we can be together next year too.\But before that, you've got to show me how you study for\Miyoshi.\Mashiro and Azuki are going out.\Or rather, they both like each other.\Eh, seriously?!\Why are you saying that now?!\The reason I asked you things about Azuki... was for Mashiro. response:	Eh?
context: But before that, you've got to show me how you study for\Miyoshi.\Mashiro and Azuki are going out.\Or rather, they both like each other.\Eh, seriously?!\Why are you saying that now?!\The reason I asked you things about Azuki... was for Mashiro.\Eh? response:	So you didn't want to talk to me?
context: Miyoshi.\Mashiro and Azuki are going out.\Or rather, they both like each other.\Eh, seriously?!\Why are you saying that now?!\The reason I asked you things about Azuki... was for Mashiro.\Eh?\So you didn't want to talk to me? response:	Yes, I just wanted to get information about Azu
context: Mashiro and Azuki are going out.\Or rather, they both like each other.\Eh, seriously?!\Why are you saying that now?!\The reason I asked you things about Azuki... was for Mashiro.\Eh?\So you didn't want to talk to me?\Yes, I just wanted to get information about Azu response:	Sorry, it was wrong of me.
context: Or rather, they both like each other.\Eh, seriously?!\Why are you saying that now?!\The reason I asked you things about Azuki... was for Mashiro.\Eh?\So you didn't want to talk to me?\Yes, I just wanted to get information about Azu\Sorry, it was wrong of me. response:	It was.
context: Eh, seriously?!\Why are you saying that now?!\The reason I asked you things about Azuki... was for Mashiro.\Eh?\So you didn't want to talk to me?\Yes, I just wanted to get information about Azu\Sorry, it was wrong of me.\It was. response:	So I'm going to hit you ten more times.
context: Why are you saying that now?!\The reason I asked you things about Azuki... was for Mashiro.\Eh?\So you didn't want to talk to me?\Yes, I just wanted to get information about Azu\Sorry, it was wrong of me.\It was.\So I'm going to hit you ten more times. response:	BBut don't you do stuff like karate and aikido?
context: The reason I asked you things about Azuki... was for Mashiro.\Eh?\So you didn't want to talk to me?\Yes, I just wanted to get information about Azu\Sorry, it was wrong of me.\It was.\So I'm going to hit you ten more times.\BBut don't you do stuff like karate and aikido? response:	Boxing, too.
context: Eh?\So you didn't want to talk to me?\Yes, I just wanted to get information about Azu\Sorry, it was wrong of me.\It was.\So I'm going to hit you ten more times.\BBut don't you do stuff like karate and aikido?\Boxing, too. response:	Ok, I'll discount it to three punches.
context: So you didn't want to talk to me?\Yes, I just wanted to get information about Azu\Sorry, it was wrong of me.\It was.\So I'm going to hit you ten more times.\BBut don't you do stuff like karate and aikido?\Boxing, too.\Ok, I'll discount it to three punches. response:	If I hit you that much, I'll feel better.
context: Yes, I just wanted to get information about Azu\Sorry, it was wrong of me.\It was.\So I'm going to hit you ten more times.\BBut don't you do stuff like karate and aikido?\Boxing, too.\Ok, I'll discount it to three punches.\If I hit you that much, I'll feel better. response:	Okay, hit me!
context: Sorry, it was wrong of me.\It was.\So I'm going to hit you ten more times.\BBut don't you do stuff like karate and aikido?\Boxing, too.\Ok, I'll discount it to three punches.\If I hit you that much, I'll feel better.\Okay, hit me! response:	After I'm done we can go out.
context: It was.\So I'm going to hit you ten more times.\BBut don't you do stuff like karate and aikido?\Boxing, too.\Ok, I'll discount it to three punches.\If I hit you that much, I'll feel better.\Okay, hit me!\After I'm done we can go out. response:	What does that have to do with it?
context: So I'm going to hit you ten more times.\BBut don't you do stuff like karate and aikido?\Boxing, too.\Ok, I'll discount it to three punches.\If I hit you that much, I'll feel better.\Okay, hit me!\After I'm done we can go out.\What does that have to do with it? response:	You said you liked me before, didn't you?
context: BBut don't you do stuff like karate and aikido?\Boxing, too.\Ok, I'll discount it to three punches.\If I hit you that much, I'll feel better.\Okay, hit me!\After I'm done we can go out.\What does that have to do with it?\You said you liked me before, didn't you? response:	Oh, just be quiet and hit me!
context: Boxing, too.\Ok, I'll discount it to three punches.\If I hit you that much, I'll feel better.\Okay, hit me!\After I'm done we can go out.\What does that have to do with it?\You said you liked me before, didn't you?\Oh, just be quiet and hit me! response:	Are you all right, Takagi?
context: Ok, I'll discount it to three punches.\If I hit you that much, I'll feel better.\Okay, hit me!\After I'm done we can go out.\What does that have to do with it?\You said you liked me before, didn't you?\Oh, just be quiet and hit me!\Are you all right, Takagi? response:	Just go home already.
context: If I hit you that much, I'll feel better.\Okay, hit me!\After I'm done we can go out.\What does that have to do with it?\You said you liked me before, didn't you?\Oh, just be quiet and hit me!\Are you all right, Takagi?\Just go home already. response:	Saikou, wait.
context: Okay, hit me!\After I'm done we can go out.\What does that have to do with it?\You said you liked me before, didn't you?\Oh, just be quiet and hit me!\Are you all right, Takagi?\Just go home already.\Saikou, wait. response:	I've got something to talk about.
context: After I'm done we can go out.\What does that have to do with it?\You said you liked me before, didn't you?\Oh, just be quiet and hit me!\Are you all right, Takagi?\Just go home already.\Saikou, wait.\I've got something to talk about. response:	About manga?
context: What does that have to do with it?\You said you liked me before, didn't you?\Oh, just be quiet and hit me!\Are you all right, Takagi?\Just go home already.\Saikou, wait.\I've got something to talk about.\About manga? response:	Yeah.
context: You said you liked me before, didn't you?\Oh, just be quiet and hit me!\Are you all right, Takagi?\Just go home already.\Saikou, wait.\I've got something to talk about.\About manga?\Yeah. response:	I understand.
context: Oh, just be quiet and hit me!\Are you all right, Takagi?\Just go home already.\Saikou, wait.\I've got something to talk about.\About manga?\Yeah.\I understand. response:	I don't want to get in the way, so I'll see you later.
context: Are you all right, Takagi?\Just go home already.\Saikou, wait.\I've got something to talk about.\About manga?\Yeah.\I understand.\I don't want to get in the way, so I'll see you later. response:	Good luck with the manga!
context: Just go home already.\Saikou, wait.\I've got something to talk about.\About manga?\Yeah.\I understand.\I don't want to get in the way, so I'll see you later.\Good luck with the manga! response:	Miyoshi's a pretty good person, isn't she?
context: Saikou, wait.\I've got something to talk about.\About manga?\Yeah.\I understand.\I don't want to get in the way, so I'll see you later.\Good luck with the manga!\Miyoshi's a pretty good person, isn't she? response:	Basically.
context: I've got something to talk about.\About manga?\Yeah.\I understand.\I don't want to get in the way, so I'll see you later.\Good luck with the manga!\Miyoshi's a pretty good person, isn't she?\Basically. response:	So, you had something to talk about?
context: About manga?\Yeah.\I understand.\I don't want to get in the way, so I'll see you later.\Good luck with the manga!\Miyoshi's a pretty good person, isn't she?\Basically.\So, you had something to talk about? response:	I received a phone call from Hattori-san earlier.
context: Yeah.\I understand.\I don't want to get in the way, so I'll see you later.\Good luck with the manga!\Miyoshi's a pretty good person, isn't she?\Basically.\So, you had something to talk about?\I received a phone call from Hattori-san earlier. response:	While looking at the comments for the last Tezuka Award,
context: I understand.\I don't want to get in the way, so I'll see you later.\Good luck with the manga!\Miyoshi's a pretty good person, isn't she?\Basically.\So, you had something to talk about?\I received a phone call from Hattori-san earlier.\While looking at the comments for the last Tezuka Award, response:	he said we should have a review meeting.
context: I don't want to get in the way, so I'll see you later.\Good luck with the manga!\Miyoshi's a pretty good person, isn't she?\Basically.\So, you had something to talk about?\I received a phone call from Hattori-san earlier.\While looking at the comments for the last Tezuka Award,\he said we should have a review meeting. response:	He said to come by when it was convenient for us.
context: Good luck with the manga!\Miyoshi's a pretty good person, isn't she?\Basically.\So, you had something to talk about?\I received a phone call from Hattori-san earlier.\While looking at the comments for the last Tezuka Award,\he said we should have a review meeting.\He said to come by when it was convenient for us. response:	Alright.
context: Miyoshi's a pretty good person, isn't she?\Basically.\So, you had something to talk about?\I received a phone call from Hattori-san earlier.\While looking at the comments for the last Tezuka Award,\he said we should have a review meeting.\He said to come by when it was convenient for us.\Alright. response:	We'll get a prize next time and make our debut, right?
context: Basically.\So, you had something to talk about?\I received a phone call from Hattori-san earlier.\While looking at the comments for the last Tezuka Award,\he said we should have a review meeting.\He said to come by when it was convenient for us.\Alright.\We'll get a prize next time and make our debut, right? response:	Yeah.
context: So, you had something to talk about?\I received a phone call from Hattori-san earlier.\While looking at the comments for the last Tezuka Award,\he said we should have a review meeting.\He said to come by when it was convenient for us.\Alright.\We'll get a prize next time and make our debut, right?\Yeah. response:	An anime by eighteen, right?
context: I received a phone call from Hattori-san earlier.\While looking at the comments for the last Tezuka Award,\he said we should have a review meeting.\He said to come by when it was convenient for us.\Alright.\We'll get a prize next time and make our debut, right?\Yeah.\An anime by eighteen, right? response:	I've finally got some time, so this time I'm going to think of an awesome name.
context: While looking at the comments for the last Tezuka Award,\he said we should have a review meeting.\He said to come by when it was convenient for us.\Alright.\We'll get a prize next time and make our debut, right?\Yeah.\An anime by eighteen, right?\I've finally got some time, so this time I'm going to think of an awesome name. response:	I'm going to practice drawing more and more.
