context: Third Galactic Empire, Year 214 response:	The limit, huh?
context: Why? Traitors deserve to die!\If I don't, we're gonna get a nasty scolding.\He's not a traitor!\Your upbringing was noble to a fault.\What the\Skewers?!\Come back some other time.\Kicked out the door, huh? response:	Talk about pathetic!
context: If I don't, we're gonna get a nasty scolding.\He's not a traitor!\Your upbringing was noble to a fault.\What the\Skewers?!\Come back some other time.\Kicked out the door, huh?\Talk about pathetic! response:	Switch to Plan B.
context: He's not a traitor!\Your upbringing was noble to a fault.\What the\Skewers?!\Come back some other time.\Kicked out the door, huh?\Talk about pathetic!\Switch to Plan B. response:	All units, take up siege formation and commence attack.
context: Your upbringing was noble to a fault.\What the\Skewers?!\Come back some other time.\Kicked out the door, huh?\Talk about pathetic!\Switch to Plan B.\All units, take up siege formation and commence attack. response:	They had a force waiting outside, huh?
context: What the\Skewers?!\Come back some other time.\Kicked out the door, huh?\Talk about pathetic!\Switch to Plan B.\All units, take up siege formation and commence attack.\They had a force waiting outside, huh? response:	Where's Tokishima Haruto?
context: Skewers?!\Come back some other time.\Kicked out the door, huh?\Talk about pathetic!\Switch to Plan B.\All units, take up siege formation and commence attack.\They had a force waiting outside, huh?\Where's Tokishima Haruto? response:	Today, I'm gonna show you some new steps I worked up just for you.
context: Come back some other time.\Kicked out the door, huh?\Talk about pathetic!\Switch to Plan B.\All units, take up siege formation and commence attack.\They had a force waiting outside, huh?\Where's Tokishima Haruto?\Today, I'm gonna show you some new steps I worked up just for you. response:	So, it's come out... H-neun.
context: Kicked out the door, huh?\Talk about pathetic!\Switch to Plan B.\All units, take up siege formation and commence attack.\They had a force waiting outside, huh?\Where's Tokishima Haruto?\Today, I'm gonna show you some new steps I worked up just for you.\So, it's come out... H-neun. response:	I know, I know, stick to the plan!
context: Talk about pathetic!\Switch to Plan B.\All units, take up siege formation and commence attack.\They had a force waiting outside, huh?\Where's Tokishima Haruto?\Today, I'm gonna show you some new steps I worked up just for you.\So, it's come out... H-neun.\I know, I know, stick to the plan! response:	They're running?
context: Switch to Plan B.\All units, take up siege formation and commence attack.\They had a force waiting outside, huh?\Where's Tokishima Haruto?\Today, I'm gonna show you some new steps I worked up just for you.\So, it's come out... H-neun.\I know, I know, stick to the plan!\They're running? response:	He wants a one-on-one fight, huh?
context: All units, take up siege formation and commence attack.\They had a force waiting outside, huh?\Where's Tokishima Haruto?\Today, I'm gonna show you some new steps I worked up just for you.\So, it's come out... H-neun.\I know, I know, stick to the plan!\They're running?\He wants a one-on-one fight, huh? response:	I'd love to, but...
context: They had a force waiting outside, huh?\Where's Tokishima Haruto?\Today, I'm gonna show you some new steps I worked up just for you.\So, it's come out... H-neun.\I know, I know, stick to the plan!\They're running?\He wants a one-on-one fight, huh?\I'd love to, but... response:	What are these?
context: Where's Tokishima Haruto?\Today, I'm gonna show you some new steps I worked up just for you.\So, it's come out... H-neun.\I know, I know, stick to the plan!\They're running?\He wants a one-on-one fight, huh?\I'd love to, but...\What are these? response:	These things are
context: Today, I'm gonna show you some new steps I worked up just for you.\So, it's come out... H-neun.\I know, I know, stick to the plan!\They're running?\He wants a one-on-one fight, huh?\I'd love to, but...\What are these?\These things are response:	Adhesive electromagnetic boomerangs created as a peacekeeping measure.
context: So, it's come out... H-neun.\I know, I know, stick to the plan!\They're running?\He wants a one-on-one fight, huh?\I'd love to, but...\What are these?\These things are\Adhesive electromagnetic boomerangs created as a peacekeeping measure. response:	These will keep you from moving.
context: I know, I know, stick to the plan!\They're running?\He wants a one-on-one fight, huh?\I'd love to, but...\What are these?\These things are\Adhesive electromagnetic boomerangs created as a peacekeeping measure.\These will keep you from moving. response:	Miss Rukino!
context: They're running?\He wants a one-on-one fight, huh?\I'd love to, but...\What are these?\These things are\Adhesive electromagnetic boomerangs created as a peacekeeping measure.\These will keep you from moving.\Miss Rukino! response:	What's keeping Tokishima Haruto?
context: He wants a one-on-one fight, huh?\I'd love to, but...\What are these?\These things are\Adhesive electromagnetic boomerangs created as a peacekeeping measure.\These will keep you from moving.\Miss Rukino!\What's keeping Tokishima Haruto? response:	Should I amputate the leg?
context: I'd love to, but...\What are these?\These things are\Adhesive electromagnetic boomerangs created as a peacekeeping measure.\These will keep you from moving.\Miss Rukino!\What's keeping Tokishima Haruto?\Should I amputate the leg? response:	No, that would impede his ability to pilot the Valvrave.
context: What are these?\These things are\Adhesive electromagnetic boomerangs created as a peacekeeping measure.\These will keep you from moving.\Miss Rukino!\What's keeping Tokishima Haruto?\Should I amputate the leg?\No, that would impede his ability to pilot the Valvrave. response:	There's no time to remove this beam.
context: These things are\Adhesive electromagnetic boomerangs created as a peacekeeping measure.\These will keep you from moving.\Miss Rukino!\What's keeping Tokishima Haruto?\Should I amputate the leg?\No, that would impede his ability to pilot the Valvrave.\There's no time to remove this beam. response:	The conclusion I'm led to is...
context: Adhesive electromagnetic boomerangs created as a peacekeeping measure.\These will keep you from moving.\Miss Rukino!\What's keeping Tokishima Haruto?\Should I amputate the leg?\No, that would impede his ability to pilot the Valvrave.\There's no time to remove this beam.\The conclusion I'm led to is... response:	The temperature is climbing!
context: These will keep you from moving.\Miss Rukino!\What's keeping Tokishima Haruto?\Should I amputate the leg?\No, that would impede his ability to pilot the Valvrave.\There's no time to remove this beam.\The conclusion I'm led to is...\The temperature is climbing! response:	You're awake?
context: Miss Rukino!\What's keeping Tokishima Haruto?\Should I amputate the leg?\No, that would impede his ability to pilot the Valvrave.\There's no time to remove this beam.\The conclusion I'm led to is...\The temperature is climbing!\You're awake? response:	L-elf...
context: What's keeping Tokishima Haruto?\Should I amputate the leg?\No, that would impede his ability to pilot the Valvrave.\There's no time to remove this beam.\The conclusion I'm led to is...\The temperature is climbing!\You're awake?\L-elf... response:	Your leg has been skewed by a steel beam, you can't move.
context: Should I amputate the leg?\No, that would impede his ability to pilot the Valvrave.\There's no time to remove this beam.\The conclusion I'm led to is...\The temperature is climbing!\You're awake?\L-elf...\Your leg has been skewed by a steel beam, you can't move. response:	So what now?
context: No, that would impede his ability to pilot the Valvrave.\There's no time to remove this beam.\The conclusion I'm led to is...\The temperature is climbing!\You're awake?\L-elf...\Your leg has been skewed by a steel beam, you can't move.\So what now? response:	If I can't pilot my Valvrave,
context: There's no time to remove this beam.\The conclusion I'm led to is...\The temperature is climbing!\You're awake?\L-elf...\Your leg has been skewed by a steel beam, you can't move.\So what now?\If I can't pilot my Valvrave, response:	you have no use for me?
context: The conclusion I'm led to is...\The temperature is climbing!\You're awake?\L-elf...\Your leg has been skewed by a steel beam, you can't move.\So what now?\If I can't pilot my Valvrave,\you have no use for me? response:	Use my body.
context: The temperature is climbing!\You're awake?\L-elf...\Your leg has been skewed by a steel beam, you can't move.\So what now?\If I can't pilot my Valvrave,\you have no use for me?\Use my body. response:	Ordering me around again, huh?
context: You're awake?\L-elf...\Your leg has been skewed by a steel beam, you can't move.\So what now?\If I can't pilot my Valvrave,\you have no use for me?\Use my body.\Ordering me around again, huh? response:	There's no guarantee that my body will activate the Valvrave.
context: L-elf...\Your leg has been skewed by a steel beam, you can't move.\So what now?\If I can't pilot my Valvrave,\you have no use for me?\Use my body.\Ordering me around again, huh?\There's no guarantee that my body will activate the Valvrave. response:	Nevertheless, there is no other way.
context: Your leg has been skewed by a steel beam, you can't move.\So what now?\If I can't pilot my Valvrave,\you have no use for me?\Use my body.\Ordering me around again, huh?\There's no guarantee that my body will activate the Valvrave.\Nevertheless, there is no other way. response:	Do you seriously expect me to trust you?
context: So what now?\If I can't pilot my Valvrave,\you have no use for me?\Use my body.\Ordering me around again, huh?\There's no guarantee that my body will activate the Valvrave.\Nevertheless, there is no other way.\Do you seriously expect me to trust you? response:	It's the choice with the best chance of success.
context: If I can't pilot my Valvrave,\you have no use for me?\Use my body.\Ordering me around again, huh?\There's no guarantee that my body will activate the Valvrave.\Nevertheless, there is no other way.\Do you seriously expect me to trust you?\It's the choice with the best chance of success. response:	Unit IV's radiant heat is at 80 capacity!
context: you have no use for me?\Use my body.\Ordering me around again, huh?\There's no guarantee that my body will activate the Valvrave.\Nevertheless, there is no other way.\Do you seriously expect me to trust you?\It's the choice with the best chance of success.\Unit IV's radiant heat is at 80 capacity! response:	At this rate...!
context: Use my body.\Ordering me around again, huh?\There's no guarantee that my body will activate the Valvrave.\Nevertheless, there is no other way.\Do you seriously expect me to trust you?\It's the choice with the best chance of success.\Unit IV's radiant heat is at 80 capacity!\At this rate...! response:	If I die, you'll die with me!
context: Ordering me around again, huh?\There's no guarantee that my body will activate the Valvrave.\Nevertheless, there is no other way.\Do you seriously expect me to trust you?\It's the choice with the best chance of success.\Unit IV's radiant heat is at 80 capacity!\At this rate...!\If I die, you'll die with me! response:	I've factored in that risk.
context: There's no guarantee that my body will activate the Valvrave.\Nevertheless, there is no other way.\Do you seriously expect me to trust you?\It's the choice with the best chance of success.\Unit IV's radiant heat is at 80 capacity!\At this rate...!\If I die, you'll die with me!\I've factored in that risk. response:	Move!
context: Nevertheless, there is no other way.\Do you seriously expect me to trust you?\It's the choice with the best chance of success.\Unit IV's radiant heat is at 80 capacity!\At this rate...!\If I die, you'll die with me!\I've factored in that risk.\Move! response:	All wrapped up and ready to take home!
context: Do you seriously expect me to trust you?\It's the choice with the best chance of success.\Unit IV's radiant heat is at 80 capacity!\At this rate...!\If I die, you'll die with me!\I've factored in that risk.\Move!\All wrapped up and ready to take home! response:	Haruto!
context: It's the choice with the best chance of success.\Unit IV's radiant heat is at 80 capacity!\At this rate...!\If I die, you'll die with me!\I've factored in that risk.\Move!\All wrapped up and ready to take home!\Haruto! response:	Didn't you kill him?!
context: Unit IV's radiant heat is at 80 capacity!\At this rate...!\If I die, you'll die with me!\I've factored in that risk.\Move!\All wrapped up and ready to take home!\Haruto!\Didn't you kill him?! response:	I thought I had!
context: At this rate...!\If I die, you'll die with me!\I've factored in that risk.\Move!\All wrapped up and ready to take home!\Haruto!\Didn't you kill him?!\I thought I had! response:	Haruto, watch out for these boomerang things!
context: If I die, you'll die with me!\I've factored in that risk.\Move!\All wrapped up and ready to take home!\Haruto!\Didn't you kill him?!\I thought I had!\Haruto, watch out for these boomerang things! response:	Adhesive electromagnetic boomerangs...
context: I've factored in that risk.\Move!\All wrapped up and ready to take home!\Haruto!\Didn't you kill him?!\I thought I had!\Haruto, watch out for these boomerang things!\Adhesive electromagnetic boomerangs... response:	Exactly as he predicted?
context: Move!\All wrapped up and ready to take home!\Haruto!\Didn't you kill him?!\I thought I had!\Haruto, watch out for these boomerang things!\Adhesive electromagnetic boomerangs...\Exactly as he predicted? response:	Only target the unit that launches the boomerangs, huh?
context: All wrapped up and ready to take home!\Haruto!\Didn't you kill him?!\I thought I had!\Haruto, watch out for these boomerang things!\Adhesive electromagnetic boomerangs...\Exactly as he predicted?\Only target the unit that launches the boomerangs, huh? response:	H-neun! Crossfire!
context: Haruto!\Didn't you kill him?!\I thought I had!\Haruto, watch out for these boomerang things!\Adhesive electromagnetic boomerangs...\Exactly as he predicted?\Only target the unit that launches the boomerangs, huh?\H-neun! Crossfire! response:	Roger!
context: Didn't you kill him?!\I thought I had!\Haruto, watch out for these boomerang things!\Adhesive electromagnetic boomerangs...\Exactly as he predicted?\Only target the unit that launches the boomerangs, huh?\H-neun! Crossfire!\Roger! response:	It's fast!
context: I thought I had!\Haruto, watch out for these boomerang things!\Adhesive electromagnetic boomerangs...\Exactly as he predicted?\Only target the unit that launches the boomerangs, huh?\H-neun! Crossfire!\Roger!\It's fast! response:	Pinpoint accuracy like that...
context: Haruto, watch out for these boomerang things!\Adhesive electromagnetic boomerangs...\Exactly as he predicted?\Only target the unit that launches the boomerangs, huh?\H-neun! Crossfire!\Roger!\It's fast!\Pinpoint accuracy like that... response:	This is
context: Adhesive electromagnetic boomerangs...\Exactly as he predicted?\Only target the unit that launches the boomerangs, huh?\H-neun! Crossfire!\Roger!\It's fast!\Pinpoint accuracy like that...\This is response:	Hand-to-hand combat, huh? With pleasure!
context: Exactly as he predicted?\Only target the unit that launches the boomerangs, huh?\H-neun! Crossfire!\Roger!\It's fast!\Pinpoint accuracy like that...\This is\Hand-to-hand combat, huh? With pleasure! response:	Fall back, H-neun! Gain distance!
context: Only target the unit that launches the boomerangs, huh?\H-neun! Crossfire!\Roger!\It's fast!\Pinpoint accuracy like that...\This is\Hand-to-hand combat, huh? With pleasure!\Fall back, H-neun! Gain distance! response:	Let's do it!
context: H-neun! Crossfire!\Roger!\It's fast!\Pinpoint accuracy like that...\This is\Hand-to-hand combat, huh? With pleasure!\Fall back, H-neun! Gain distance!\Let's do it! response:	H-neun tends to choose hahd-to-hand combat against opponents who get close.
context: Roger!\It's fast!\Pinpoint accuracy like that...\This is\Hand-to-hand combat, huh? With pleasure!\Fall back, H-neun! Gain distance!\Let's do it!\H-neun tends to choose hahd-to-hand combat against opponents who get close. response:	What is that guy, a prophet?
context: It's fast!\Pinpoint accuracy like that...\This is\Hand-to-hand combat, huh? With pleasure!\Fall back, H-neun! Gain distance!\Let's do it!\H-neun tends to choose hahd-to-hand combat against opponents who get close.\What is that guy, a prophet? response:	What?!
context: Pinpoint accuracy like that...\This is\Hand-to-hand combat, huh? With pleasure!\Fall back, H-neun! Gain distance!\Let's do it!\H-neun tends to choose hahd-to-hand combat against opponents who get close.\What is that guy, a prophet?\What?! response:	Objective is not to defeat the target, but rather to destroy the launcher.
context: This is\Hand-to-hand combat, huh? With pleasure!\Fall back, H-neun! Gain distance!\Let's do it!\H-neun tends to choose hahd-to-hand combat against opponents who get close.\What is that guy, a prophet?\What?!\Objective is not to defeat the target, but rather to destroy the launcher. response:	There!
context: Hand-to-hand combat, huh? With pleasure!\Fall back, H-neun! Gain distance!\Let's do it!\H-neun tends to choose hahd-to-hand combat against opponents who get close.\What is that guy, a prophet?\What?!\Objective is not to defeat the target, but rather to destroy the launcher.\There! response:	H-neun, are you all right?
context: Fall back, H-neun! Gain distance!\Let's do it!\H-neun tends to choose hahd-to-hand combat against opponents who get close.\What is that guy, a prophet?\What?!\Objective is not to defeat the target, but rather to destroy the launcher.\There!\H-neun, are you all right? response:	Sorry, I got careless.
context: Let's do it!\H-neun tends to choose hahd-to-hand combat against opponents who get close.\What is that guy, a prophet?\What?!\Objective is not to defeat the target, but rather to destroy the launcher.\There!\H-neun, are you all right?\Sorry, I got careless. response:	That wasn't the result of carelessness.
context: H-neun tends to choose hahd-to-hand combat against opponents who get close.\What is that guy, a prophet?\What?!\Objective is not to defeat the target, but rather to destroy the launcher.\There!\H-neun, are you all right?\Sorry, I got careless.\That wasn't the result of carelessness. response:	They have L-elf on their side.
context: What is that guy, a prophet?\What?!\Objective is not to defeat the target, but rather to destroy the launcher.\There!\H-neun, are you all right?\Sorry, I got careless.\That wasn't the result of carelessness.\They have L-elf on their side. response:	I knew, he really was a traitor.
context: What?!\Objective is not to defeat the target, but rather to destroy the launcher.\There!\H-neun, are you all right?\Sorry, I got careless.\That wasn't the result of carelessness.\They have L-elf on their side.\I knew, he really was a traitor. response:	Our first plan has hit a roadblock.
context: Objective is not to defeat the target, but rather to destroy the launcher.\There!\H-neun, are you all right?\Sorry, I got careless.\That wasn't the result of carelessness.\They have L-elf on their side.\I knew, he really was a traitor.\Our first plan has hit a roadblock. response:	We'll fall back and come up with a new one!
context: There!\H-neun, are you all right?\Sorry, I got careless.\That wasn't the result of carelessness.\They have L-elf on their side.\I knew, he really was a traitor.\Our first plan has hit a roadblock.\We'll fall back and come up with a new one! response:	He's body-jacked someone?
context: H-neun, are you all right?\Sorry, I got careless.\That wasn't the result of carelessness.\They have L-elf on their side.\I knew, he really was a traitor.\Our first plan has hit a roadblock.\We'll fall back and come up with a new one!\He's body-jacked someone? response:	Guess I'd better take you somewhere before somebody sees you like this.
context: Sorry, I got careless.\That wasn't the result of carelessness.\They have L-elf on their side.\I knew, he really was a traitor.\Our first plan has hit a roadblock.\We'll fall back and come up with a new one!\He's body-jacked someone?\Guess I'd better take you somewhere before somebody sees you like this. response:	Oh, you were here
context: That wasn't the result of carelessness.\They have L-elf on their side.\I knew, he really was a traitor.\Our first plan has hit a roadblock.\We'll fall back and come up with a new one!\He's body-jacked someone?\Guess I'd better take you somewhere before somebody sees you like this.\Oh, you were here response:	We pulled through somehow...
context: They have L-elf on their side.\I knew, he really was a traitor.\Our first plan has hit a roadblock.\We'll fall back and come up with a new one!\He's body-jacked someone?\Guess I'd better take you somewhere before somebody sees you like this.\Oh, you were here\We pulled through somehow... response:	What's this mean, I'm invincible if I work with you?
context: I knew, he really was a traitor.\Our first plan has hit a roadblock.\We'll fall back and come up with a new one!\He's body-jacked someone?\Guess I'd better take you somewhere before somebody sees you like this.\Oh, you were here\We pulled through somehow...\What's this mean, I'm invincible if I work with you? response:	Licht... Light?
context: Our first plan has hit a roadblock.\We'll fall back and come up with a new one!\He's body-jacked someone?\Guess I'd better take you somewhere before somebody sees you like this.\Oh, you were here\We pulled through somehow...\What's this mean, I'm invincible if I work with you?\Licht... Light? response:	A girl?
context: We'll fall back and come up with a new one!\He's body-jacked someone?\Guess I'd better take you somewhere before somebody sees you like this.\Oh, you were here\We pulled through somehow...\What's this mean, I'm invincible if I work with you?\Licht... Light?\A girl? response:	Why...?
context: He's body-jacked someone?\Guess I'd better take you somewhere before somebody sees you like this.\Oh, you were here\We pulled through somehow...\What's this mean, I'm invincible if I work with you?\Licht... Light?\A girl?\Why...? response:	Next time, episode 8.
context: Guess I'd better take you somewhere before somebody sees you like this.\Oh, you were here\We pulled through somehow...\What's this mean, I'm invincible if I work with you?\Licht... Light?\A girl?\Why...?\Next time, episode 8. response:	Princess of Light.
context: Oh, you were here\We pulled through somehow...\What's this mean, I'm invincible if I work with you?\Licht... Light?\A girl?\Why...?\Next time, episode 8.\Princess of Light. response:	Valvrave the Liberator...
context: We pulled through somehow...\What's this mean, I'm invincible if I work with you?\Licht... Light?\A girl?\Why...?\Next time, episode 8.\Princess of Light.\Valvrave the Liberator... response:	The system that will expose the truth of the world.
