context: Who was it? response:	Who shot him?
context: and the remaining squads will divide its jurisdiction.\I'm going back to Public Security General Affairs.\You, Asami, will be returning to Division 1.\And Sawazaki will be transferred to Division 5, Section 1.\Tied to a desk...\Miss Lloyd will be transferred to Y Squad.\And Dr. Yanagi will go back to the hospital we got him from.\I'll miss you all, but this is goodbye. response:	Anzai!
context: I'm going back to Public Security General Affairs.\You, Asami, will be returning to Division 1.\And Sawazaki will be transferred to Division 5, Section 1.\Tied to a desk...\Miss Lloyd will be transferred to Y Squad.\And Dr. Yanagi will go back to the hospital we got him from.\I'll miss you all, but this is goodbye.\Anzai! response:	Miwako?
context: You, Asami, will be returning to Division 1.\And Sawazaki will be transferred to Division 5, Section 1.\Tied to a desk...\Miss Lloyd will be transferred to Y Squad.\And Dr. Yanagi will go back to the hospital we got him from.\I'll miss you all, but this is goodbye.\Anzai!\Miwako? response:	Tsukasa! I'm so glad you're okay!
context: And Sawazaki will be transferred to Division 5, Section 1.\Tied to a desk...\Miss Lloyd will be transferred to Y Squad.\And Dr. Yanagi will go back to the hospital we got him from.\I'll miss you all, but this is goodbye.\Anzai!\Miwako?\Tsukasa! I'm so glad you're okay! response:	Ms. Tsukasa Taira
context: Tied to a desk...\Miss Lloyd will be transferred to Y Squad.\And Dr. Yanagi will go back to the hospital we got him from.\I'll miss you all, but this is goodbye.\Anzai!\Miwako?\Tsukasa! I'm so glad you're okay!\Ms. Tsukasa Taira response:	The man who saved you...
context: Miss Lloyd will be transferred to Y Squad.\And Dr. Yanagi will go back to the hospital we got him from.\I'll miss you all, but this is goodbye.\Anzai!\Miwako?\Tsukasa! I'm so glad you're okay!\Ms. Tsukasa Taira\The man who saved you... response:	he was a devil, wasn't he?
context: And Dr. Yanagi will go back to the hospital we got him from.\I'll miss you all, but this is goodbye.\Anzai!\Miwako?\Tsukasa! I'm so glad you're okay!\Ms. Tsukasa Taira\The man who saved you...\he was a devil, wasn't he? response:	What?
context: I'll miss you all, but this is goodbye.\Anzai!\Miwako?\Tsukasa! I'm so glad you're okay!\Ms. Tsukasa Taira\The man who saved you...\he was a devil, wasn't he?\What? response:	He had long hair...
context: Anzai!\Miwako?\Tsukasa! I'm so glad you're okay!\Ms. Tsukasa Taira\The man who saved you...\he was a devil, wasn't he?\What?\He had long hair... response:	Oh, that's Lee.
context: Miwako?\Tsukasa! I'm so glad you're okay!\Ms. Tsukasa Taira\The man who saved you...\he was a devil, wasn't he?\What?\He had long hair...\Oh, that's Lee. response:	Everyone's afraid of devils, and they have a really bad reputation.
context: Tsukasa! I'm so glad you're okay!\Ms. Tsukasa Taira\The man who saved you...\he was a devil, wasn't he?\What?\He had long hair...\Oh, that's Lee.\Everyone's afraid of devils, and they have a really bad reputation. response:	But I guess they're not all bad.
context: Ms. Tsukasa Taira\The man who saved you...\he was a devil, wasn't he?\What?\He had long hair...\Oh, that's Lee.\Everyone's afraid of devils, and they have a really bad reputation.\But I guess they're not all bad. response:	Miwako.
context: The man who saved you...\he was a devil, wasn't he?\What?\He had long hair...\Oh, that's Lee.\Everyone's afraid of devils, and they have a really bad reputation.\But I guess they're not all bad.\Miwako. response:	I kind of think I'm starting to get it.
context: he was a devil, wasn't he?\What?\He had long hair...\Oh, that's Lee.\Everyone's afraid of devils, and they have a really bad reputation.\But I guess they're not all bad.\Miwako.\I kind of think I'm starting to get it. response:	That there are devils who can be trusted.
context: What?\He had long hair...\Oh, that's Lee.\Everyone's afraid of devils, and they have a really bad reputation.\But I guess they're not all bad.\Miwako.\I kind of think I'm starting to get it.\That there are devils who can be trusted. response:	I don't think I'm the only one... lots of people are getting it.
context: He had long hair...\Oh, that's Lee.\Everyone's afraid of devils, and they have a really bad reputation.\But I guess they're not all bad.\Miwako.\I kind of think I'm starting to get it.\That there are devils who can be trusted.\I don't think I'm the only one... lots of people are getting it. response:	They've decided on our punishments.
context: Oh, that's Lee.\Everyone's afraid of devils, and they have a really bad reputation.\But I guess they're not all bad.\Miwako.\I kind of think I'm starting to get it.\That there are devils who can be trusted.\I don't think I'm the only one... lots of people are getting it.\They've decided on our punishments. response:	Anzai will most likely be allowed to resign.
context: Everyone's afraid of devils, and they have a really bad reputation.\But I guess they're not all bad.\Miwako.\I kind of think I'm starting to get it.\That there are devils who can be trusted.\I don't think I'm the only one... lots of people are getting it.\They've decided on our punishments.\Anzai will most likely be allowed to resign. response:	After that...
context: But I guess they're not all bad.\Miwako.\I kind of think I'm starting to get it.\That there are devils who can be trusted.\I don't think I'm the only one... lots of people are getting it.\They've decided on our punishments.\Anzai will most likely be allowed to resign.\After that... response:	he'll be placed under strict surveillance,
context: Miwako.\I kind of think I'm starting to get it.\That there are devils who can be trusted.\I don't think I'm the only one... lots of people are getting it.\They've decided on our punishments.\Anzai will most likely be allowed to resign.\After that...\he'll be placed under strict surveillance, response:	and prohibited from seeing his human victim for the foreseeable future.
context: I kind of think I'm starting to get it.\That there are devils who can be trusted.\I don't think I'm the only one... lots of people are getting it.\They've decided on our punishments.\Anzai will most likely be allowed to resign.\After that...\he'll be placed under strict surveillance,\and prohibited from seeing his human victim for the foreseeable future. response:	After the Ikebukuro Incident and this one,
context: That there are devils who can be trusted.\I don't think I'm the only one... lots of people are getting it.\They've decided on our punishments.\Anzai will most likely be allowed to resign.\After that...\he'll be placed under strict surveillance,\and prohibited from seeing his human victim for the foreseeable future.\After the Ikebukuro Incident and this one, response:	public opinion is leaning in a harsher direction.
context: I don't think I'm the only one... lots of people are getting it.\They've decided on our punishments.\Anzai will most likely be allowed to resign.\After that...\he'll be placed under strict surveillance,\and prohibited from seeing his human victim for the foreseeable future.\After the Ikebukuro Incident and this one,\public opinion is leaning in a harsher direction. response:	Protests Intensify After Introduction of Red-Eye Protection Bill
context: They've decided on our punishments.\Anzai will most likely be allowed to resign.\After that...\he'll be placed under strict surveillance,\and prohibited from seeing his human victim for the foreseeable future.\After the Ikebukuro Incident and this one,\public opinion is leaning in a harsher direction.\Protests Intensify After Introduction of Red-Eye Protection Bill response:	The Red-eye Protection Bill was submitted to the Diet,
context: Anzai will most likely be allowed to resign.\After that...\he'll be placed under strict surveillance,\and prohibited from seeing his human victim for the foreseeable future.\After the Ikebukuro Incident and this one,\public opinion is leaning in a harsher direction.\Protests Intensify After Introduction of Red-Eye Protection Bill\The Red-eye Protection Bill was submitted to the Diet, response:	Vampires Really Do Exist!! Segregate Now!
context: After that...\he'll be placed under strict surveillance,\and prohibited from seeing his human victim for the foreseeable future.\After the Ikebukuro Incident and this one,\public opinion is leaning in a harsher direction.\Protests Intensify After Introduction of Red-Eye Protection Bill\The Red-eye Protection Bill was submitted to the Diet,\Vampires Really Do Exist!! Segregate Now! response:	but all it will do is place more restrictions on devils.
context: he'll be placed under strict surveillance,\and prohibited from seeing his human victim for the foreseeable future.\After the Ikebukuro Incident and this one,\public opinion is leaning in a harsher direction.\Protests Intensify After Introduction of Red-Eye Protection Bill\The Red-eye Protection Bill was submitted to the Diet,\Vampires Really Do Exist!! Segregate Now!\but all it will do is place more restrictions on devils. response:	Segregate Now!
context: and prohibited from seeing his human victim for the foreseeable future.\After the Ikebukuro Incident and this one,\public opinion is leaning in a harsher direction.\Protests Intensify After Introduction of Red-Eye Protection Bill\The Red-eye Protection Bill was submitted to the Diet,\Vampires Really Do Exist!! Segregate Now!\but all it will do is place more restrictions on devils.\Segregate Now! response:	In the current political climate, the police had no choice but to deal with it the way they did.
context: After the Ikebukuro Incident and this one,\public opinion is leaning in a harsher direction.\Protests Intensify After Introduction of Red-Eye Protection Bill\The Red-eye Protection Bill was submitted to the Diet,\Vampires Really Do Exist!! Segregate Now!\but all it will do is place more restrictions on devils.\Segregate Now!\In the current political climate, the police had no choice but to deal with it the way they did. response:	But...
context: public opinion is leaning in a harsher direction.\Protests Intensify After Introduction of Red-Eye Protection Bill\The Red-eye Protection Bill was submitted to the Diet,\Vampires Really Do Exist!! Segregate Now!\but all it will do is place more restrictions on devils.\Segregate Now!\In the current political climate, the police had no choice but to deal with it the way they did.\But... response:	if I had my way, I want you and Anzai to be together.
context: Protests Intensify After Introduction of Red-Eye Protection Bill\The Red-eye Protection Bill was submitted to the Diet,\Vampires Really Do Exist!! Segregate Now!\but all it will do is place more restrictions on devils.\Segregate Now!\In the current political climate, the police had no choice but to deal with it the way they did.\But...\if I had my way, I want you and Anzai to be together. response:	A human-devil couple like you two
context: The Red-eye Protection Bill was submitted to the Diet,\Vampires Really Do Exist!! Segregate Now!\but all it will do is place more restrictions on devils.\Segregate Now!\In the current political climate, the police had no choice but to deal with it the way they did.\But...\if I had my way, I want you and Anzai to be together.\A human-devil couple like you two response:	would be a symbol of hope for those of us who want to coexist.
context: Vampires Really Do Exist!! Segregate Now!\but all it will do is place more restrictions on devils.\Segregate Now!\In the current political climate, the police had no choice but to deal with it the way they did.\But...\if I had my way, I want you and Anzai to be together.\A human-devil couple like you two\would be a symbol of hope for those of us who want to coexist. response:	I see. So F Squad is...
context: but all it will do is place more restrictions on devils.\Segregate Now!\In the current political climate, the police had no choice but to deal with it the way they did.\But...\if I had my way, I want you and Anzai to be together.\A human-devil couple like you two\would be a symbol of hope for those of us who want to coexist.\I see. So F Squad is... response:	I asked them to come up with a way to lighten your punishment, but...
context: Segregate Now!\In the current political climate, the police had no choice but to deal with it the way they did.\But...\if I had my way, I want you and Anzai to be together.\A human-devil couple like you two\would be a symbol of hope for those of us who want to coexist.\I see. So F Squad is...\I asked them to come up with a way to lighten your punishment, but... response:	No, it's okay.
context: In the current political climate, the police had no choice but to deal with it the way they did.\But...\if I had my way, I want you and Anzai to be together.\A human-devil couple like you two\would be a symbol of hope for those of us who want to coexist.\I see. So F Squad is...\I asked them to come up with a way to lighten your punishment, but...\No, it's okay. response:	If something like this were to happen again...
context: But...\if I had my way, I want you and Anzai to be together.\A human-devil couple like you two\would be a symbol of hope for those of us who want to coexist.\I see. So F Squad is...\I asked them to come up with a way to lighten your punishment, but...\No, it's okay.\If something like this were to happen again... response:	I think I would...
context: if I had my way, I want you and Anzai to be together.\A human-devil couple like you two\would be a symbol of hope for those of us who want to coexist.\I see. So F Squad is...\I asked them to come up with a way to lighten your punishment, but...\No, it's okay.\If something like this were to happen again...\I think I would... response:	I'd kill Tsukasa.
context: A human-devil couple like you two\would be a symbol of hope for those of us who want to coexist.\I see. So F Squad is...\I asked them to come up with a way to lighten your punishment, but...\No, it's okay.\If something like this were to happen again...\I think I would...\I'd kill Tsukasa. response:	Devils just don't...
context: would be a symbol of hope for those of us who want to coexist.\I see. So F Squad is...\I asked them to come up with a way to lighten your punishment, but...\No, it's okay.\If something like this were to happen again...\I think I would...\I'd kill Tsukasa.\Devils just don't... response:	deserve to live with humans.
context: I see. So F Squad is...\I asked them to come up with a way to lighten your punishment, but...\No, it's okay.\If something like this were to happen again...\I think I would...\I'd kill Tsukasa.\Devils just don't...\deserve to live with humans. response:	I always knew... devils were just...
context: I asked them to come up with a way to lighten your punishment, but...\No, it's okay.\If something like this were to happen again...\I think I would...\I'd kill Tsukasa.\Devils just don't...\deserve to live with humans.\I always knew... devils were just... response:	I'm not going to comment on your relationship with Taira.
context: No, it's okay.\If something like this were to happen again...\I think I would...\I'd kill Tsukasa.\Devils just don't...\deserve to live with humans.\I always knew... devils were just...\I'm not going to comment on your relationship with Taira. response:	And I don't have an answer to whether or not we can coexist.
context: If something like this were to happen again...\I think I would...\I'd kill Tsukasa.\Devils just don't...\deserve to live with humans.\I always knew... devils were just...\I'm not going to comment on your relationship with Taira.\And I don't have an answer to whether or not we can coexist. response:	But...
context: I think I would...\I'd kill Tsukasa.\Devils just don't...\deserve to live with humans.\I always knew... devils were just...\I'm not going to comment on your relationship with Taira.\And I don't have an answer to whether or not we can coexist.\But... response:	No matter what happens...
context: I'd kill Tsukasa.\Devils just don't...\deserve to live with humans.\I always knew... devils were just...\I'm not going to comment on your relationship with Taira.\And I don't have an answer to whether or not we can coexist.\But...\No matter what happens... response:	I want us all to be able to live our lives together.
context: Devils just don't...\deserve to live with humans.\I always knew... devils were just...\I'm not going to comment on your relationship with Taira.\And I don't have an answer to whether or not we can coexist.\But...\No matter what happens...\I want us all to be able to live our lives together. response:	Isn't that what you want?
context: deserve to live with humans.\I always knew... devils were just...\I'm not going to comment on your relationship with Taira.\And I don't have an answer to whether or not we can coexist.\But...\No matter what happens...\I want us all to be able to live our lives together.\Isn't that what you want? response:	It is what I want!
context: I always knew... devils were just...\I'm not going to comment on your relationship with Taira.\And I don't have an answer to whether or not we can coexist.\But...\No matter what happens...\I want us all to be able to live our lives together.\Isn't that what you want?\It is what I want! response:	But...
context: I'm not going to comment on your relationship with Taira.\And I don't have an answer to whether or not we can coexist.\But...\No matter what happens...\I want us all to be able to live our lives together.\Isn't that what you want?\It is what I want!\But... response:	Are you going to talk to Taira?
context: And I don't have an answer to whether or not we can coexist.\But...\No matter what happens...\I want us all to be able to live our lives together.\Isn't that what you want?\It is what I want!\But...\Are you going to talk to Taira? response:	Starting tomorrow afternoon,
context: But...\No matter what happens...\I want us all to be able to live our lives together.\Isn't that what you want?\It is what I want!\But...\Are you going to talk to Taira?\Starting tomorrow afternoon, response:	you and Anzai will be banned from making any contact with each other whatsoever.
context: No matter what happens...\I want us all to be able to live our lives together.\Isn't that what you want?\It is what I want!\But...\Are you going to talk to Taira?\Starting tomorrow afternoon,\you and Anzai will be banned from making any contact with each other whatsoever. response:	If there's anything you want to tell him, you have until then to see him.
context: I want us all to be able to live our lives together.\Isn't that what you want?\It is what I want!\But...\Are you going to talk to Taira?\Starting tomorrow afternoon,\you and Anzai will be banned from making any contact with each other whatsoever.\If there's anything you want to tell him, you have until then to see him. response:	Talk to her? What would I say?
context: Isn't that what you want?\It is what I want!\But...\Are you going to talk to Taira?\Starting tomorrow afternoon,\you and Anzai will be banned from making any contact with each other whatsoever.\If there's anything you want to tell him, you have until then to see him.\Talk to her? What would I say? response:	I still...
context: It is what I want!\But...\Are you going to talk to Taira?\Starting tomorrow afternoon,\you and Anzai will be banned from making any contact with each other whatsoever.\If there's anything you want to tell him, you have until then to see him.\Talk to her? What would I say?\I still... response:	Anzai, have you had any more flashbacks since we last talked?
context: But...\Are you going to talk to Taira?\Starting tomorrow afternoon,\you and Anzai will be banned from making any contact with each other whatsoever.\If there's anything you want to tell him, you have until then to see him.\Talk to her? What would I say?\I still...\Anzai, have you had any more flashbacks since we last talked? response:	Yeah, I was a kid.
context: Are you going to talk to Taira?\Starting tomorrow afternoon,\you and Anzai will be banned from making any contact with each other whatsoever.\If there's anything you want to tell him, you have until then to see him.\Talk to her? What would I say?\I still...\Anzai, have you had any more flashbacks since we last talked?\Yeah, I was a kid. response:	I met Kikuhara at ONLO.
context: Starting tomorrow afternoon,\you and Anzai will be banned from making any contact with each other whatsoever.\If there's anything you want to tell him, you have until then to see him.\Talk to her? What would I say?\I still...\Anzai, have you had any more flashbacks since we last talked?\Yeah, I was a kid.\I met Kikuhara at ONLO. response:	He took me to the basement...
context: you and Anzai will be banned from making any contact with each other whatsoever.\If there's anything you want to tell him, you have until then to see him.\Talk to her? What would I say?\I still...\Anzai, have you had any more flashbacks since we last talked?\Yeah, I was a kid.\I met Kikuhara at ONLO.\He took me to the basement... response:	and showed me my father...
context: If there's anything you want to tell him, you have until then to see him.\Talk to her? What would I say?\I still...\Anzai, have you had any more flashbacks since we last talked?\Yeah, I was a kid.\I met Kikuhara at ONLO.\He took me to the basement...\and showed me my father... response:	Tamaki Anzai.
context: Talk to her? What would I say?\I still...\Anzai, have you had any more flashbacks since we last talked?\Yeah, I was a kid.\I met Kikuhara at ONLO.\He took me to the basement...\and showed me my father...\Tamaki Anzai. response:	He said he was a devil and a mass-murderer.
context: I still...\Anzai, have you had any more flashbacks since we last talked?\Yeah, I was a kid.\I met Kikuhara at ONLO.\He took me to the basement...\and showed me my father...\Tamaki Anzai.\He said he was a devil and a mass-murderer. response:	Your father, Tamaki Anzai...
context: Anzai, have you had any more flashbacks since we last talked?\Yeah, I was a kid.\I met Kikuhara at ONLO.\He took me to the basement...\and showed me my father...\Tamaki Anzai.\He said he was a devil and a mass-murderer.\Your father, Tamaki Anzai... response:	had a human girlfriend before he met your mother.
context: Yeah, I was a kid.\I met Kikuhara at ONLO.\He took me to the basement...\and showed me my father...\Tamaki Anzai.\He said he was a devil and a mass-murderer.\Your father, Tamaki Anzai...\had a human girlfriend before he met your mother. response:	But she was killed by a bunch of humans.
context: I met Kikuhara at ONLO.\He took me to the basement...\and showed me my father...\Tamaki Anzai.\He said he was a devil and a mass-murderer.\Your father, Tamaki Anzai...\had a human girlfriend before he met your mother.\But she was killed by a bunch of humans. response:	Tamaki took revenge on the men who killed her.
context: He took me to the basement...\and showed me my father...\Tamaki Anzai.\He said he was a devil and a mass-murderer.\Your father, Tamaki Anzai...\had a human girlfriend before he met your mother.\But she was killed by a bunch of humans.\Tamaki took revenge on the men who killed her. response:	But after he drank the blood of his victims, he lost control.
context: and showed me my father...\Tamaki Anzai.\He said he was a devil and a mass-murderer.\Your father, Tamaki Anzai...\had a human girlfriend before he met your mother.\But she was killed by a bunch of humans.\Tamaki took revenge on the men who killed her.\But after he drank the blood of his victims, he lost control. response:	He killed 10 more innocent people, passersby and the like.
context: Tamaki Anzai.\He said he was a devil and a mass-murderer.\Your father, Tamaki Anzai...\had a human girlfriend before he met your mother.\But she was killed by a bunch of humans.\Tamaki took revenge on the men who killed her.\But after he drank the blood of his victims, he lost control.\He killed 10 more innocent people, passersby and the like. response:	He'd lost his love, murdered 15 people...
context: He said he was a devil and a mass-murderer.\Your father, Tamaki Anzai...\had a human girlfriend before he met your mother.\But she was killed by a bunch of humans.\Tamaki took revenge on the men who killed her.\But after he drank the blood of his victims, he lost control.\He killed 10 more innocent people, passersby and the like.\He'd lost his love, murdered 15 people... response:	By the time they brought him to ONLO, he was a living corpse,
context: Your father, Tamaki Anzai...\had a human girlfriend before he met your mother.\But she was killed by a bunch of humans.\Tamaki took revenge on the men who killed her.\But after he drank the blood of his victims, he lost control.\He killed 10 more innocent people, passersby and the like.\He'd lost his love, murdered 15 people...\By the time they brought him to ONLO, he was a living corpse, response:	ruled by his addiction to blood.
context: had a human girlfriend before he met your mother.\But she was killed by a bunch of humans.\Tamaki took revenge on the men who killed her.\But after he drank the blood of his victims, he lost control.\He killed 10 more innocent people, passersby and the like.\He'd lost his love, murdered 15 people...\By the time they brought him to ONLO, he was a living corpse,\ruled by his addiction to blood. response:	Your mother knew that's the kind of man he was.
context: But she was killed by a bunch of humans.\Tamaki took revenge on the men who killed her.\But after he drank the blood of his victims, he lost control.\He killed 10 more innocent people, passersby and the like.\He'd lost his love, murdered 15 people...\By the time they brought him to ONLO, he was a living corpse,\ruled by his addiction to blood.\Your mother knew that's the kind of man he was. response:	I don't know what she ever saw in him.
context: Tamaki took revenge on the men who killed her.\But after he drank the blood of his victims, he lost control.\He killed 10 more innocent people, passersby and the like.\He'd lost his love, murdered 15 people...\By the time they brought him to ONLO, he was a living corpse,\ruled by his addiction to blood.\Your mother knew that's the kind of man he was.\I don't know what she ever saw in him. response:	She told me she can't explain it herself.
context: But after he drank the blood of his victims, he lost control.\He killed 10 more innocent people, passersby and the like.\He'd lost his love, murdered 15 people...\By the time they brought him to ONLO, he was a living corpse,\ruled by his addiction to blood.\Your mother knew that's the kind of man he was.\I don't know what she ever saw in him.\She told me she can't explain it herself. response:	But from the first time they met...
context: He killed 10 more innocent people, passersby and the like.\He'd lost his love, murdered 15 people...\By the time they brought him to ONLO, he was a living corpse,\ruled by his addiction to blood.\Your mother knew that's the kind of man he was.\I don't know what she ever saw in him.\She told me she can't explain it herself.\But from the first time they met... response:	And by the time I saw him again, I had fallen in love.
context: He'd lost his love, murdered 15 people...\By the time they brought him to ONLO, he was a living corpse,\ruled by his addiction to blood.\Your mother knew that's the kind of man he was.\I don't know what she ever saw in him.\She told me she can't explain it herself.\But from the first time they met...\And by the time I saw him again, I had fallen in love. response:	You may be a devil, but that's not all you are.
context: By the time they brought him to ONLO, he was a living corpse,\ruled by his addiction to blood.\Your mother knew that's the kind of man he was.\I don't know what she ever saw in him.\She told me she can't explain it herself.\But from the first time they met...\And by the time I saw him again, I had fallen in love.\You may be a devil, but that's not all you are. response:	If you fixate on just one part of yourself, your thoughts skew too far in one direction.
context: ruled by his addiction to blood.\Your mother knew that's the kind of man he was.\I don't know what she ever saw in him.\She told me she can't explain it herself.\But from the first time they met...\And by the time I saw him again, I had fallen in love.\You may be a devil, but that's not all you are.\If you fixate on just one part of yourself, your thoughts skew too far in one direction. response:	Be brave and face the woman you love.
context: Your mother knew that's the kind of man he was.\I don't know what she ever saw in him.\She told me she can't explain it herself.\But from the first time they met...\And by the time I saw him again, I had fallen in love.\You may be a devil, but that's not all you are.\If you fixate on just one part of yourself, your thoughts skew too far in one direction.\Be brave and face the woman you love. response:	Did you hear about my punishment?
context: I don't know what she ever saw in him.\She told me she can't explain it herself.\But from the first time they met...\And by the time I saw him again, I had fallen in love.\You may be a devil, but that's not all you are.\If you fixate on just one part of yourself, your thoughts skew too far in one direction.\Be brave and face the woman you love.\Did you hear about my punishment? response:	Yeah.
context: She told me she can't explain it herself.\But from the first time they met...\And by the time I saw him again, I had fallen in love.\You may be a devil, but that's not all you are.\If you fixate on just one part of yourself, your thoughts skew too far in one direction.\Be brave and face the woman you love.\Did you hear about my punishment?\Yeah. response:	I'm glad you called me out here.
context: But from the first time they met...\And by the time I saw him again, I had fallen in love.\You may be a devil, but that's not all you are.\If you fixate on just one part of yourself, your thoughts skew too far in one direction.\Be brave and face the woman you love.\Did you hear about my punishment?\Yeah.\I'm glad you called me out here. response:	There's something I really had to say to you.
context: And by the time I saw him again, I had fallen in love.\You may be a devil, but that's not all you are.\If you fixate on just one part of yourself, your thoughts skew too far in one direction.\Be brave and face the woman you love.\Did you hear about my punishment?\Yeah.\I'm glad you called me out here.\There's something I really had to say to you. response:	I'm glad you're alive.
context: You may be a devil, but that's not all you are.\If you fixate on just one part of yourself, your thoughts skew too far in one direction.\Be brave and face the woman you love.\Did you hear about my punishment?\Yeah.\I'm glad you called me out here.\There's something I really had to say to you.\I'm glad you're alive. response:	Thank you for saving me.
context: If you fixate on just one part of yourself, your thoughts skew too far in one direction.\Be brave and face the woman you love.\Did you hear about my punishment?\Yeah.\I'm glad you called me out here.\There's something I really had to say to you.\I'm glad you're alive.\Thank you for saving me. response:	I was so close to finding the key to confronting the devil inside me.
context: Be brave and face the woman you love.\Did you hear about my punishment?\Yeah.\I'm glad you called me out here.\There's something I really had to say to you.\I'm glad you're alive.\Thank you for saving me.\I was so close to finding the key to confronting the devil inside me. response:	If I'd had a little more time...
context: Did you hear about my punishment?\Yeah.\I'm glad you called me out here.\There's something I really had to say to you.\I'm glad you're alive.\Thank you for saving me.\I was so close to finding the key to confronting the devil inside me.\If I'd had a little more time... response:	I might have... found it.
context: Yeah.\I'm glad you called me out here.\There's something I really had to say to you.\I'm glad you're alive.\Thank you for saving me.\I was so close to finding the key to confronting the devil inside me.\If I'd had a little more time...\I might have... found it. response:	I might have found hope... found a future.
context: I'm glad you called me out here.\There's something I really had to say to you.\I'm glad you're alive.\Thank you for saving me.\I was so close to finding the key to confronting the devil inside me.\If I'd had a little more time...\I might have... found it.\I might have found hope... found a future. response:	I'm sorry!
context: There's something I really had to say to you.\I'm glad you're alive.\Thank you for saving me.\I was so close to finding the key to confronting the devil inside me.\If I'd had a little more time...\I might have... found it.\I might have found hope... found a future.\I'm sorry! response:	Oh, no!
context: I'm glad you're alive.\Thank you for saving me.\I was so close to finding the key to confronting the devil inside me.\If I'd had a little more time...\I might have... found it.\I might have found hope... found a future.\I'm sorry!\Oh, no! response:	If you hadn't given me your blood, I would have died!
context: Thank you for saving me.\I was so close to finding the key to confronting the devil inside me.\If I'd had a little more time...\I might have... found it.\I might have found hope... found a future.\I'm sorry!\Oh, no!\If you hadn't given me your blood, I would have died! response:	That wasn't what I meant.
context: I was so close to finding the key to confronting the devil inside me.\If I'd had a little more time...\I might have... found it.\I might have found hope... found a future.\I'm sorry!\Oh, no!\If you hadn't given me your blood, I would have died!\That wasn't what I meant. response:	I wouldn't have made it this far without you.
context: If I'd had a little more time...\I might have... found it.\I might have found hope... found a future.\I'm sorry!\Oh, no!\If you hadn't given me your blood, I would have died!\That wasn't what I meant.\I wouldn't have made it this far without you. response:	If I lost you now...
context: I might have... found it.\I might have found hope... found a future.\I'm sorry!\Oh, no!\If you hadn't given me your blood, I would have died!\That wasn't what I meant.\I wouldn't have made it this far without you.\If I lost you now... response:	I feel like everything I've gained will slip through my fingers.
context: I might have found hope... found a future.\I'm sorry!\Oh, no!\If you hadn't given me your blood, I would have died!\That wasn't what I meant.\I wouldn't have made it this far without you.\If I lost you now...\I feel like everything I've gained will slip through my fingers. response:	I'm scared.
context: I'm sorry!\Oh, no!\If you hadn't given me your blood, I would have died!\That wasn't what I meant.\I wouldn't have made it this far without you.\If I lost you now...\I feel like everything I've gained will slip through my fingers.\I'm scared. response:	Don't worry.
context: Oh, no!\If you hadn't given me your blood, I would have died!\That wasn't what I meant.\I wouldn't have made it this far without you.\If I lost you now...\I feel like everything I've gained will slip through my fingers.\I'm scared.\Don't worry. response:	You'll be alright.
context: If you hadn't given me your blood, I would have died!\That wasn't what I meant.\I wouldn't have made it this far without you.\If I lost you now...\I feel like everything I've gained will slip through my fingers.\I'm scared.\Don't worry.\You'll be alright. response:	I always hated the devil inside me.
context: That wasn't what I meant.\I wouldn't have made it this far without you.\If I lost you now...\I feel like everything I've gained will slip through my fingers.\I'm scared.\Don't worry.\You'll be alright.\I always hated the devil inside me. response:	I always hated myself.
context: I wouldn't have made it this far without you.\If I lost you now...\I feel like everything I've gained will slip through my fingers.\I'm scared.\Don't worry.\You'll be alright.\I always hated the devil inside me.\I always hated myself. response:	That's why, when you said you liked me...
context: If I lost you now...\I feel like everything I've gained will slip through my fingers.\I'm scared.\Don't worry.\You'll be alright.\I always hated the devil inside me.\I always hated myself.\That's why, when you said you liked me... response:	Your smile was so blindingly bright,
context: I feel like everything I've gained will slip through my fingers.\I'm scared.\Don't worry.\You'll be alright.\I always hated the devil inside me.\I always hated myself.\That's why, when you said you liked me...\Your smile was so blindingly bright, response:	I couldn't quite accept it.
context: I'm scared.\Don't worry.\You'll be alright.\I always hated the devil inside me.\I always hated myself.\That's why, when you said you liked me...\Your smile was so blindingly bright,\I couldn't quite accept it. response:	Would you let me hear it, just one more time?
context: Don't worry.\You'll be alright.\I always hated the devil inside me.\I always hated myself.\That's why, when you said you liked me...\Your smile was so blindingly bright,\I couldn't quite accept it.\Would you let me hear it, just one more time? response:	How you feel about me?
context: You'll be alright.\I always hated the devil inside me.\I always hated myself.\That's why, when you said you liked me...\Your smile was so blindingly bright,\I couldn't quite accept it.\Would you let me hear it, just one more time?\How you feel about me? response:	I love you, Anzai.
context: I always hated the devil inside me.\I always hated myself.\That's why, when you said you liked me...\Your smile was so blindingly bright,\I couldn't quite accept it.\Would you let me hear it, just one more time?\How you feel about me?\I love you, Anzai. response:	I love you, too.
context: I always hated myself.\That's why, when you said you liked me...\Your smile was so blindingly bright,\I couldn't quite accept it.\Would you let me hear it, just one more time?\How you feel about me?\I love you, Anzai.\I love you, too. response:	Look me in the eye and say it again.
context: That's why, when you said you liked me...\Your smile was so blindingly bright,\I couldn't quite accept it.\Would you let me hear it, just one more time?\How you feel about me?\I love you, Anzai.\I love you, too.\Look me in the eye and say it again. response:	I love you.
context: Your smile was so blindingly bright,\I couldn't quite accept it.\Would you let me hear it, just one more time?\How you feel about me?\I love you, Anzai.\I love you, too.\Look me in the eye and say it again.\I love you. response:	Yeah.
