context: Catch your breath. response:	East, huh?
context: So, what kind of information are you after?\Everything we don't know.\But especially information about the People of the Land.\What do you mean?\When Elder Tale was a game,\the People of the Land were set to be far less powerful than adventurers.\There were exceptions, such as the Precursors and the Royal Guard,\but generally, their levels and combat abilities response:	never rose above a certain limit.
context: Everything we don't know.\But especially information about the People of the Land.\What do you mean?\When Elder Tale was a game,\the People of the Land were set to be far less powerful than adventurers.\There were exceptions, such as the Precursors and the Royal Guard,\but generally, their levels and combat abilities\never rose above a certain limit. response:	If adventurers die, we revive at the Cathedral,
context: But especially information about the People of the Land.\What do you mean?\When Elder Tale was a game,\the People of the Land were set to be far less powerful than adventurers.\There were exceptions, such as the Precursors and the Royal Guard,\but generally, their levels and combat abilities\never rose above a certain limit.\If adventurers die, we revive at the Cathedral, response:	but the People of the Land die for good.
context: What do you mean?\When Elder Tale was a game,\the People of the Land were set to be far less powerful than adventurers.\There were exceptions, such as the Precursors and the Royal Guard,\but generally, their levels and combat abilities\never rose above a certain limit.\If adventurers die, we revive at the Cathedral,\but the People of the Land die for good. response:	But since the Apocalypse, the People of the Land have changed.
context: When Elder Tale was a game,\the People of the Land were set to be far less powerful than adventurers.\There were exceptions, such as the Precursors and the Royal Guard,\but generally, their levels and combat abilities\never rose above a certain limit.\If adventurers die, we revive at the Cathedral,\but the People of the Land die for good.\But since the Apocalypse, the People of the Land have changed. response:	Sorry to drag you along with me.
context: the People of the Land were set to be far less powerful than adventurers.\There were exceptions, such as the Precursors and the Royal Guard,\but generally, their levels and combat abilities\never rose above a certain limit.\If adventurers die, we revive at the Cathedral,\but the People of the Land die for good.\But since the Apocalypse, the People of the Land have changed.\Sorry to drag you along with me. response:	Not at all...
context: There were exceptions, such as the Precursors and the Royal Guard,\but generally, their levels and combat abilities\never rose above a certain limit.\If adventurers die, we revive at the Cathedral,\but the People of the Land die for good.\But since the Apocalypse, the People of the Land have changed.\Sorry to drag you along with me.\Not at all... response:	For one thing, they aren't simple non-player characters anymore.
context: but generally, their levels and combat abilities\never rose above a certain limit.\If adventurers die, we revive at the Cathedral,\but the People of the Land die for good.\But since the Apocalypse, the People of the Land have changed.\Sorry to drag you along with me.\Not at all...\For one thing, they aren't simple non-player characters anymore. response:	But for another, you used to receive requests from them,
context: never rose above a certain limit.\If adventurers die, we revive at the Cathedral,\but the People of the Land die for good.\But since the Apocalypse, the People of the Land have changed.\Sorry to drag you along with me.\Not at all...\For one thing, they aren't simple non-player characters anymore.\But for another, you used to receive requests from them, response:	known as quests, and then items for completing them.
context: If adventurers die, we revive at the Cathedral,\but the People of the Land die for good.\But since the Apocalypse, the People of the Land have changed.\Sorry to drag you along with me.\Not at all...\For one thing, they aren't simple non-player characters anymore.\But for another, you used to receive requests from them,\known as quests, and then items for completing them. response:	The magic bag is one of them.
context: but the People of the Land die for good.\But since the Apocalypse, the People of the Land have changed.\Sorry to drag you along with me.\Not at all...\For one thing, they aren't simple non-player characters anymore.\But for another, you used to receive requests from them,\known as quests, and then items for completing them.\The magic bag is one of them. response:	It's supposed to be the reward for one of the basic quests everyone does.
context: But since the Apocalypse, the People of the Land have changed.\Sorry to drag you along with me.\Not at all...\For one thing, they aren't simple non-player characters anymore.\But for another, you used to receive requests from them,\known as quests, and then items for completing them.\The magic bag is one of them.\It's supposed to be the reward for one of the basic quests everyone does. response:	If the People of the Land's change means no one can do that quest anymore...
context: Sorry to drag you along with me.\Not at all...\For one thing, they aren't simple non-player characters anymore.\But for another, you used to receive requests from them,\known as quests, and then items for completing them.\The magic bag is one of them.\It's supposed to be the reward for one of the basic quests everyone does.\If the People of the Land's change means no one can do that quest anymore... response:	New players who don't have a magic bag yet never will.
context: Not at all...\For one thing, they aren't simple non-player characters anymore.\But for another, you used to receive requests from them,\known as quests, and then items for completing them.\The magic bag is one of them.\It's supposed to be the reward for one of the basic quests everyone does.\If the People of the Land's change means no one can do that quest anymore...\New players who don't have a magic bag yet never will. response:	The effect will be bigger than we imagined.
context: For one thing, they aren't simple non-player characters anymore.\But for another, you used to receive requests from them,\known as quests, and then items for completing them.\The magic bag is one of them.\It's supposed to be the reward for one of the basic quests everyone does.\If the People of the Land's change means no one can do that quest anymore...\New players who don't have a magic bag yet never will.\The effect will be bigger than we imagined. response:	Did you tell Marie about this?
context: But for another, you used to receive requests from them,\known as quests, and then items for completing them.\The magic bag is one of them.\It's supposed to be the reward for one of the basic quests everyone does.\If the People of the Land's change means no one can do that quest anymore...\New players who don't have a magic bag yet never will.\The effect will be bigger than we imagined.\Did you tell Marie about this? response:	I did.
context: known as quests, and then items for completing them.\The magic bag is one of them.\It's supposed to be the reward for one of the basic quests everyone does.\If the People of the Land's change means no one can do that quest anymore...\New players who don't have a magic bag yet never will.\The effect will be bigger than we imagined.\Did you tell Marie about this?\I did. response:	Information?
context: The magic bag is one of them.\It's supposed to be the reward for one of the basic quests everyone does.\If the People of the Land's change means no one can do that quest anymore...\New players who don't have a magic bag yet never will.\The effect will be bigger than we imagined.\Did you tell Marie about this?\I did.\Information? response:	Yeah, Shiro asked me.
context: It's supposed to be the reward for one of the basic quests everyone does.\If the People of the Land's change means no one can do that quest anymore...\New players who don't have a magic bag yet never will.\The effect will be bigger than we imagined.\Did you tell Marie about this?\I did.\Information?\Yeah, Shiro asked me. response:	He said to talk to the People of the Land and learn as much as you can.
context: If the People of the Land's change means no one can do that quest anymore...\New players who don't have a magic bag yet never will.\The effect will be bigger than we imagined.\Did you tell Marie about this?\I did.\Information?\Yeah, Shiro asked me.\He said to talk to the People of the Land and learn as much as you can. response:	That's why you spoke to the village elder?
context: New players who don't have a magic bag yet never will.\The effect will be bigger than we imagined.\Did you tell Marie about this?\I did.\Information?\Yeah, Shiro asked me.\He said to talk to the People of the Land and learn as much as you can.\That's why you spoke to the village elder? response:	That wasn't the only reason.
context: The effect will be bigger than we imagined.\Did you tell Marie about this?\I did.\Information?\Yeah, Shiro asked me.\He said to talk to the People of the Land and learn as much as you can.\That's why you spoke to the village elder?\That wasn't the only reason. response:	It's simple courtesy.
context: Did you tell Marie about this?\I did.\Information?\Yeah, Shiro asked me.\He said to talk to the People of the Land and learn as much as you can.\That's why you spoke to the village elder?\That wasn't the only reason.\It's simple courtesy. response:	Oh...
context: I did.\Information?\Yeah, Shiro asked me.\He said to talk to the People of the Land and learn as much as you can.\That's why you spoke to the village elder?\That wasn't the only reason.\It's simple courtesy.\Oh... response:	Shiroe asked you to...
context: Information?\Yeah, Shiro asked me.\He said to talk to the People of the Land and learn as much as you can.\That's why you spoke to the village elder?\That wasn't the only reason.\It's simple courtesy.\Oh...\Shiroe asked you to... response:	Then we have to do our best!
context: Yeah, Shiro asked me.\He said to talk to the People of the Land and learn as much as you can.\That's why you spoke to the village elder?\That wasn't the only reason.\It's simple courtesy.\Oh...\Shiroe asked you to...\Then we have to do our best! response:	You're such a good girl.
context: He said to talk to the People of the Land and learn as much as you can.\That's why you spoke to the village elder?\That wasn't the only reason.\It's simple courtesy.\Oh...\Shiroe asked you to...\Then we have to do our best!\You're such a good girl. response:	Wh-Why?
context: That's why you spoke to the village elder?\That wasn't the only reason.\It's simple courtesy.\Oh...\Shiroe asked you to...\Then we have to do our best!\You're such a good girl.\Wh-Why? response:	I feel like patting you on the head.
context: That wasn't the only reason.\It's simple courtesy.\Oh...\Shiroe asked you to...\Then we have to do our best!\You're such a good girl.\Wh-Why?\I feel like patting you on the head. response:	I-It hurts!
context: It's simple courtesy.\Oh...\Shiroe asked you to...\Then we have to do our best!\You're such a good girl.\Wh-Why?\I feel like patting you on the head.\I-It hurts! response:	We've finished our greetings, so let's go!
context: Oh...\Shiroe asked you to...\Then we have to do our best!\You're such a good girl.\Wh-Why?\I feel like patting you on the head.\I-It hurts!\We've finished our greetings, so let's go! response:	Huh?
context: Shiroe asked you to...\Then we have to do our best!\You're such a good girl.\Wh-Why?\I feel like patting you on the head.\I-It hurts!\We've finished our greetings, so let's go!\Huh? response:	Ah, it's cold!
context: Then we have to do our best!\You're such a good girl.\Wh-Why?\I feel like patting you on the head.\I-It hurts!\We've finished our greetings, so let's go!\Huh?\Ah, it's cold! response:	Nothing beats the beach!
context: You're such a good girl.\Wh-Why?\I feel like patting you on the head.\I-It hurts!\We've finished our greetings, so let's go!\Huh?\Ah, it's cold!\Nothing beats the beach! response:	Tohya!
context: Wh-Why?\I feel like patting you on the head.\I-It hurts!\We've finished our greetings, so let's go!\Huh?\Ah, it's cold!\Nothing beats the beach!\Tohya! response:	That's something only a warrior could do...
context: I feel like patting you on the head.\I-It hurts!\We've finished our greetings, so let's go!\Huh?\Ah, it's cold!\Nothing beats the beach!\Tohya!\That's something only a warrior could do... response:	Huh?
context: I-It hurts!\We've finished our greetings, so let's go!\Huh?\Ah, it's cold!\Nothing beats the beach!\Tohya!\That's something only a warrior could do...\Huh? response:	You come, too!
context: We've finished our greetings, so let's go!\Huh?\Ah, it's cold!\Nothing beats the beach!\Tohya!\That's something only a warrior could do...\Huh?\You come, too! response:	Everyone, have you stretched enough?
context: Huh?\Ah, it's cold!\Nothing beats the beach!\Tohya!\That's something only a warrior could do...\Huh?\You come, too!\Everyone, have you stretched enough? response:	If you underestimate the sea, bad things can happen.
context: Ah, it's cold!\Nothing beats the beach!\Tohya!\That's something only a warrior could do...\Huh?\You come, too!\Everyone, have you stretched enough?\If you underestimate the sea, bad things can happen. response:	I bet you just can't swim, can you?
context: Nothing beats the beach!\Tohya!\That's something only a warrior could do...\Huh?\You come, too!\Everyone, have you stretched enough?\If you underestimate the sea, bad things can happen.\I bet you just can't swim, can you? response:	What?
context: Tohya!\That's something only a warrior could do...\Huh?\You come, too!\Everyone, have you stretched enough?\If you underestimate the sea, bad things can happen.\I bet you just can't swim, can you?\What? response:	Very well.
context: That's something only a warrior could do...\Huh?\You come, too!\Everyone, have you stretched enough?\If you underestimate the sea, bad things can happen.\I bet you just can't swim, can you?\What?\Very well. response:	My beautiful swimming has been compared to a leaping dolphin!
context: Huh?\You come, too!\Everyone, have you stretched enough?\If you underestimate the sea, bad things can happen.\I bet you just can't swim, can you?\What?\Very well.\My beautiful swimming has been compared to a leaping dolphin! response:	Beho
context: You come, too!\Everyone, have you stretched enough?\If you underestimate the sea, bad things can happen.\I bet you just can't swim, can you?\What?\Very well.\My beautiful swimming has been compared to a leaping dolphin!\Beho response:	What?!
context: Everyone, have you stretched enough?\If you underestimate the sea, bad things can happen.\I bet you just can't swim, can you?\What?\Very well.\My beautiful swimming has been compared to a leaping dolphin!\Beho\What?! response:	Here you go.
context: If you underestimate the sea, bad things can happen.\I bet you just can't swim, can you?\What?\Very well.\My beautiful swimming has been compared to a leaping dolphin!\Beho\What?!\Here you go. response:	Thanks.
context: I bet you just can't swim, can you?\What?\Very well.\My beautiful swimming has been compared to a leaping dolphin!\Beho\What?!\Here you go.\Thanks. response:	That's cold!
context: What?\Very well.\My beautiful swimming has been compared to a leaping dolphin!\Beho\What?!\Here you go.\Thanks.\That's cold! response:	By the way, um, the information...
context: Very well.\My beautiful swimming has been compared to a leaping dolphin!\Beho\What?!\Here you go.\Thanks.\That's cold!\By the way, um, the information... response:	Later, later.
context: My beautiful swimming has been compared to a leaping dolphin!\Beho\What?!\Here you go.\Thanks.\That's cold!\By the way, um, the information...\Later, later. response:	It's summer! Swimsuits!
context: Beho\What?!\Here you go.\Thanks.\That's cold!\By the way, um, the information...\Later, later.\It's summer! Swimsuits! response:	I'm so happy!
context: What?!\Here you go.\Thanks.\That's cold!\By the way, um, the information...\Later, later.\It's summer! Swimsuits!\I'm so happy! response:	Look at that.
context: Here you go.\Thanks.\That's cold!\By the way, um, the information...\Later, later.\It's summer! Swimsuits!\I'm so happy!\Look at that. response:	S-Sir... It's so fantastic.
context: Thanks.\That's cold!\By the way, um, the information...\Later, later.\It's summer! Swimsuits!\I'm so happy!\Look at that.\S-Sir... It's so fantastic. response:	About two hours from the city of Akihabara,
context: That's cold!\By the way, um, the information...\Later, later.\It's summer! Swimsuits!\I'm so happy!\Look at that.\S-Sir... It's so fantastic.\About two hours from the city of Akihabara, response:	where southern Tokyo would be in the real world,
context: By the way, um, the information...\Later, later.\It's summer! Swimsuits!\I'm so happy!\Look at that.\S-Sir... It's so fantastic.\About two hours from the city of Akihabara,\where southern Tokyo would be in the real world, response:	where Hamarikyuu Park would sit, is the Palace of Eternal Ice.
context: Later, later.\It's summer! Swimsuits!\I'm so happy!\Look at that.\S-Sir... It's so fantastic.\About two hours from the city of Akihabara,\where southern Tokyo would be in the real world,\where Hamarikyuu Park would sit, is the Palace of Eternal Ice. response:	The Palace of Eternal Ice Japan Server League of Freedom Cities, Eastal/ Bay Area No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ None Currently
context: It's summer! Swimsuits!\I'm so happy!\Look at that.\S-Sir... It's so fantastic.\About two hours from the city of Akihabara,\where southern Tokyo would be in the real world,\where Hamarikyuu Park would sit, is the Palace of Eternal Ice.\The Palace of Eternal Ice Japan Server League of Freedom Cities, Eastal/ Bay Area No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ None Currently response:	A palace with foundations of magical ice, created by a dead race of ancient Alvs.
context: I'm so happy!\Look at that.\S-Sir... It's so fantastic.\About two hours from the city of Akihabara,\where southern Tokyo would be in the real world,\where Hamarikyuu Park would sit, is the Palace of Eternal Ice.\The Palace of Eternal Ice Japan Server League of Freedom Cities, Eastal/ Bay Area No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ None Currently\A palace with foundations of magical ice, created by a dead race of ancient Alvs. response:	This is pretty...
context: Look at that.\S-Sir... It's so fantastic.\About two hours from the city of Akihabara,\where southern Tokyo would be in the real world,\where Hamarikyuu Park would sit, is the Palace of Eternal Ice.\The Palace of Eternal Ice Japan Server League of Freedom Cities, Eastal/ Bay Area No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ None Currently\A palace with foundations of magical ice, created by a dead race of ancient Alvs.\This is pretty... response:	Just think of everyone around as monsters, and you can relax.
context: S-Sir... It's so fantastic.\About two hours from the city of Akihabara,\where southern Tokyo would be in the real world,\where Hamarikyuu Park would sit, is the Palace of Eternal Ice.\The Palace of Eternal Ice Japan Server League of Freedom Cities, Eastal/ Bay Area No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ None Currently\A palace with foundations of magical ice, created by a dead race of ancient Alvs.\This is pretty...\Just think of everyone around as monsters, and you can relax. response:	I think that's only you, my lord.
context: About two hours from the city of Akihabara,\where southern Tokyo would be in the real world,\where Hamarikyuu Park would sit, is the Palace of Eternal Ice.\The Palace of Eternal Ice Japan Server League of Freedom Cities, Eastal/ Bay Area No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ None Currently\A palace with foundations of magical ice, created by a dead race of ancient Alvs.\This is pretty...\Just think of everyone around as monsters, and you can relax.\I think that's only you, my lord. response:	My lord...
context: where southern Tokyo would be in the real world,\where Hamarikyuu Park would sit, is the Palace of Eternal Ice.\The Palace of Eternal Ice Japan Server League of Freedom Cities, Eastal/ Bay Area No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ None Currently\A palace with foundations of magical ice, created by a dead race of ancient Alvs.\This is pretty...\Just think of everyone around as monsters, and you can relax.\I think that's only you, my lord.\My lord... response:	Do I look... w-weird?
context: where Hamarikyuu Park would sit, is the Palace of Eternal Ice.\The Palace of Eternal Ice Japan Server League of Freedom Cities, Eastal/ Bay Area No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ None Currently\A palace with foundations of magical ice, created by a dead race of ancient Alvs.\This is pretty...\Just think of everyone around as monsters, and you can relax.\I think that's only you, my lord.\My lord...\Do I look... w-weird? response:	You don't look weird!
context: The Palace of Eternal Ice Japan Server League of Freedom Cities, Eastal/ Bay Area No Monsters No PVP Skill Use Permitted Entry Restrictions/ None Events/ None Currently\A palace with foundations of magical ice, created by a dead race of ancient Alvs.\This is pretty...\Just think of everyone around as monsters, and you can relax.\I think that's only you, my lord.\My lord...\Do I look... w-weird?\You don't look weird! response:	You look cute! Beautiful!
context: A palace with foundations of magical ice, created by a dead race of ancient Alvs.\This is pretty...\Just think of everyone around as monsters, and you can relax.\I think that's only you, my lord.\My lord...\Do I look... w-weird?\You don't look weird!\You look cute! Beautiful! response:	Like some kind of fluffy strawberry something!
context: This is pretty...\Just think of everyone around as monsters, and you can relax.\I think that's only you, my lord.\My lord...\Do I look... w-weird?\You don't look weird!\You look cute! Beautiful!\Like some kind of fluffy strawberry something! response:	I want to order you for takeout!
context: Just think of everyone around as monsters, and you can relax.\I think that's only you, my lord.\My lord...\Do I look... w-weird?\You don't look weird!\You look cute! Beautiful!\Like some kind of fluffy strawberry something!\I want to order you for takeout! response:	No, I will order you.
context: I think that's only you, my lord.\My lord...\Do I look... w-weird?\You don't look weird!\You look cute! Beautiful!\Like some kind of fluffy strawberry something!\I want to order you for takeout!\No, I will order you. response:	She stated that like a fact...
context: My lord...\Do I look... w-weird?\You don't look weird!\You look cute! Beautiful!\Like some kind of fluffy strawberry something!\I want to order you for takeout!\No, I will order you.\She stated that like a fact... response:	She definitely followed Akatsuki here.
context: Do I look... w-weird?\You don't look weird!\You look cute! Beautiful!\Like some kind of fluffy strawberry something!\I want to order you for takeout!\No, I will order you.\She stated that like a fact...\She definitely followed Akatsuki here. response:	D-Do I really?
context: You don't look weird!\You look cute! Beautiful!\Like some kind of fluffy strawberry something!\I want to order you for takeout!\No, I will order you.\She stated that like a fact...\She definitely followed Akatsuki here.\D-Do I really? response:	I feel so weird.
context: You look cute! Beautiful!\Like some kind of fluffy strawberry something!\I want to order you for takeout!\No, I will order you.\She stated that like a fact...\She definitely followed Akatsuki here.\D-Do I really?\I feel so weird. response:	It's hard to conceal my weapons.
context: Like some kind of fluffy strawberry something!\I want to order you for takeout!\No, I will order you.\She stated that like a fact...\She definitely followed Akatsuki here.\D-Do I really?\I feel so weird.\It's hard to conceal my weapons. response:	Where were you keeping that thing?
context: I want to order you for takeout!\No, I will order you.\She stated that like a fact...\She definitely followed Akatsuki here.\D-Do I really?\I feel so weird.\It's hard to conceal my weapons.\Where were you keeping that thing? response:	My lord...
context: No, I will order you.\She stated that like a fact...\She definitely followed Akatsuki here.\D-Do I really?\I feel so weird.\It's hard to conceal my weapons.\Where were you keeping that thing?\My lord... response:	Hey...
context: She stated that like a fact...\She definitely followed Akatsuki here.\D-Do I really?\I feel so weird.\It's hard to conceal my weapons.\Where were you keeping that thing?\My lord...\Hey... response:	You look pretty calm yourself, Shiroe.
context: She definitely followed Akatsuki here.\D-Do I really?\I feel so weird.\It's hard to conceal my weapons.\Where were you keeping that thing?\My lord...\Hey...\You look pretty calm yourself, Shiroe. response:	A hero of his caliber
context: D-Do I really?\I feel so weird.\It's hard to conceal my weapons.\Where were you keeping that thing?\My lord...\Hey...\You look pretty calm yourself, Shiroe.\A hero of his caliber response:	has no problem escorting two ladies to a big ball like this.
context: I feel so weird.\It's hard to conceal my weapons.\Where were you keeping that thing?\My lord...\Hey...\You look pretty calm yourself, Shiroe.\A hero of his caliber\has no problem escorting two ladies to a big ball like this. response:	How rude.
context: It's hard to conceal my weapons.\Where were you keeping that thing?\My lord...\Hey...\You look pretty calm yourself, Shiroe.\A hero of his caliber\has no problem escorting two ladies to a big ball like this.\How rude. response:	A fancy ball like this is nothing for Dark Kuroe.
context: Where were you keeping that thing?\My lord...\Hey...\You look pretty calm yourself, Shiroe.\A hero of his caliber\has no problem escorting two ladies to a big ball like this.\How rude.\A fancy ball like this is nothing for Dark Kuroe. response:	Dark Kuroe?
context: My lord...\Hey...\You look pretty calm yourself, Shiroe.\A hero of his caliber\has no problem escorting two ladies to a big ball like this.\How rude.\A fancy ball like this is nothing for Dark Kuroe.\Dark Kuroe? response:	Thank you for coming.
context: Hey...\You look pretty calm yourself, Shiroe.\A hero of his caliber\has no problem escorting two ladies to a big ball like this.\How rude.\A fancy ball like this is nothing for Dark Kuroe.\Dark Kuroe?\Thank you for coming. response:	I am Sergiatte Cowen.
context: You look pretty calm yourself, Shiroe.\A hero of his caliber\has no problem escorting two ladies to a big ball like this.\How rude.\A fancy ball like this is nothing for Dark Kuroe.\Dark Kuroe?\Thank you for coming.\I am Sergiatte Cowen. response:	I am the coordinator for the League of Freedom Cities.
context: A hero of his caliber\has no problem escorting two ladies to a big ball like this.\How rude.\A fancy ball like this is nothing for Dark Kuroe.\Dark Kuroe?\Thank you for coming.\I am Sergiatte Cowen.\I am the coordinator for the League of Freedom Cities. response:	Wow...
context: has no problem escorting two ladies to a big ball like this.\How rude.\A fancy ball like this is nothing for Dark Kuroe.\Dark Kuroe?\Thank you for coming.\I am Sergiatte Cowen.\I am the coordinator for the League of Freedom Cities.\Wow... response:	It's a real nobleman.
context: How rude.\A fancy ball like this is nothing for Dark Kuroe.\Dark Kuroe?\Thank you for coming.\I am Sergiatte Cowen.\I am the coordinator for the League of Freedom Cities.\Wow...\It's a real nobleman. response:	Hello.
context: A fancy ball like this is nothing for Dark Kuroe.\Dark Kuroe?\Thank you for coming.\I am Sergiatte Cowen.\I am the coordinator for the League of Freedom Cities.\Wow...\It's a real nobleman.\Hello. response:	Thank you for your invitation.
context: Dark Kuroe?\Thank you for coming.\I am Sergiatte Cowen.\I am the coordinator for the League of Freedom Cities.\Wow...\It's a real nobleman.\Hello.\Thank you for your invitation. response:	I am Crusty, the representative for Akihabara's Round Table Conference.
context: Thank you for coming.\I am Sergiatte Cowen.\I am the coordinator for the League of Freedom Cities.\Wow...\It's a real nobleman.\Hello.\Thank you for your invitation.\I am Crusty, the representative for Akihabara's Round Table Conference. response:	He has guts...
context: I am Sergiatte Cowen.\I am the coordinator for the League of Freedom Cities.\Wow...\It's a real nobleman.\Hello.\Thank you for your invitation.\I am Crusty, the representative for Akihabara's Round Table Conference.\He has guts... response:	Crusty looks like a nobleman himself.
context: I am the coordinator for the League of Freedom Cities.\Wow...\It's a real nobleman.\Hello.\Thank you for your invitation.\I am Crusty, the representative for Akihabara's Round Table Conference.\He has guts...\Crusty looks like a nobleman himself. response:	I am Shiroe.
context: Wow...\It's a real nobleman.\Hello.\Thank you for your invitation.\I am Crusty, the representative for Akihabara's Round Table Conference.\He has guts...\Crusty looks like a nobleman himself.\I am Shiroe. response:	It's nice to meet you.
context: It's a real nobleman.\Hello.\Thank you for your invitation.\I am Crusty, the representative for Akihabara's Round Table Conference.\He has guts...\Crusty looks like a nobleman himself.\I am Shiroe.\It's nice to meet you. response:	Sergiatte Cowen,
context: Hello.\Thank you for your invitation.\I am Crusty, the representative for Akihabara's Round Table Conference.\He has guts...\Crusty looks like a nobleman himself.\I am Shiroe.\It's nice to meet you.\Sergiatte Cowen, response:	lord of the largest eastern city, the capital city of Maihama.
context: Thank you for your invitation.\I am Crusty, the representative for Akihabara's Round Table Conference.\He has guts...\Crusty looks like a nobleman himself.\I am Shiroe.\It's nice to meet you.\Sergiatte Cowen,\lord of the largest eastern city, the capital city of Maihama. response:	The most powerful person in Eastal, League of Freedom Cities.
context: I am Crusty, the representative for Akihabara's Round Table Conference.\He has guts...\Crusty looks like a nobleman himself.\I am Shiroe.\It's nice to meet you.\Sergiatte Cowen,\lord of the largest eastern city, the capital city of Maihama.\The most powerful person in Eastal, League of Freedom Cities. response:	I see.
context: He has guts...\Crusty looks like a nobleman himself.\I am Shiroe.\It's nice to meet you.\Sergiatte Cowen,\lord of the largest eastern city, the capital city of Maihama.\The most powerful person in Eastal, League of Freedom Cities.\I see. response:	So these guilds are like nobility without lands of their own,
context: Crusty looks like a nobleman himself.\I am Shiroe.\It's nice to meet you.\Sergiatte Cowen,\lord of the largest eastern city, the capital city of Maihama.\The most powerful person in Eastal, League of Freedom Cities.\I see.\So these guilds are like nobility without lands of their own, response:	and the powerful guilds rule the city through discussion and debate?
context: I am Shiroe.\It's nice to meet you.\Sergiatte Cowen,\lord of the largest eastern city, the capital city of Maihama.\The most powerful person in Eastal, League of Freedom Cities.\I see.\So these guilds are like nobility without lands of their own,\and the powerful guilds rule the city through discussion and debate? response:	So it resembles the way we run Eastal, but on a smaller scale.
context: It's nice to meet you.\Sergiatte Cowen,\lord of the largest eastern city, the capital city of Maihama.\The most powerful person in Eastal, League of Freedom Cities.\I see.\So these guilds are like nobility without lands of their own,\and the powerful guilds rule the city through discussion and debate?\So it resembles the way we run Eastal, but on a smaller scale. response:	That's correct.
context: Sergiatte Cowen,\lord of the largest eastern city, the capital city of Maihama.\The most powerful person in Eastal, League of Freedom Cities.\I see.\So these guilds are like nobility without lands of their own,\and the powerful guilds rule the city through discussion and debate?\So it resembles the way we run Eastal, but on a smaller scale.\That's correct. response:	But that means bestowing a noble title upon only one of you
context: lord of the largest eastern city, the capital city of Maihama.\The most powerful person in Eastal, League of Freedom Cities.\I see.\So these guilds are like nobility without lands of their own,\and the powerful guilds rule the city through discussion and debate?\So it resembles the way we run Eastal, but on a smaller scale.\That's correct.\But that means bestowing a noble title upon only one of you response:	would cause needless friction.
context: The most powerful person in Eastal, League of Freedom Cities.\I see.\So these guilds are like nobility without lands of their own,\and the powerful guilds rule the city through discussion and debate?\So it resembles the way we run Eastal, but on a smaller scale.\That's correct.\But that means bestowing a noble title upon only one of you\would cause needless friction. response:	As expected, we're attracting a lot of attention.
context: I see.\So these guilds are like nobility without lands of their own,\and the powerful guilds rule the city through discussion and debate?\So it resembles the way we run Eastal, but on a smaller scale.\That's correct.\But that means bestowing a noble title upon only one of you\would cause needless friction.\As expected, we're attracting a lot of attention. response:	But no one's talking to us.
context: So these guilds are like nobility without lands of their own,\and the powerful guilds rule the city through discussion and debate?\So it resembles the way we run Eastal, but on a smaller scale.\That's correct.\But that means bestowing a noble title upon only one of you\would cause needless friction.\As expected, we're attracting a lot of attention.\But no one's talking to us. response:	Out of respect for Sergiatte?
context: and the powerful guilds rule the city through discussion and debate?\So it resembles the way we run Eastal, but on a smaller scale.\That's correct.\But that means bestowing a noble title upon only one of you\would cause needless friction.\As expected, we're attracting a lot of attention.\But no one's talking to us.\Out of respect for Sergiatte? response:	No...
context: So it resembles the way we run Eastal, but on a smaller scale.\That's correct.\But that means bestowing a noble title upon only one of you\would cause needless friction.\As expected, we're attracting a lot of attention.\But no one's talking to us.\Out of respect for Sergiatte?\No... response:	My guess would be that, just as we lack information about People of the Land,
context: That's correct.\But that means bestowing a noble title upon only one of you\would cause needless friction.\As expected, we're attracting a lot of attention.\But no one's talking to us.\Out of respect for Sergiatte?\No...\My guess would be that, just as we lack information about People of the Land, response:	they also lack information regarding us.
context: But that means bestowing a noble title upon only one of you\would cause needless friction.\As expected, we're attracting a lot of attention.\But no one's talking to us.\Out of respect for Sergiatte?\No...\My guess would be that, just as we lack information about People of the Land,\they also lack information regarding us. response:	So they're wary.
context: would cause needless friction.\As expected, we're attracting a lot of attention.\But no one's talking to us.\Out of respect for Sergiatte?\No...\My guess would be that, just as we lack information about People of the Land,\they also lack information regarding us.\So they're wary. response:	They want information about us,
context: As expected, we're attracting a lot of attention.\But no one's talking to us.\Out of respect for Sergiatte?\No...\My guess would be that, just as we lack information about People of the Land,\they also lack information regarding us.\So they're wary.\They want information about us, response:	but they must be very careful that the conversation
context: But no one's talking to us.\Out of respect for Sergiatte?\No...\My guess would be that, just as we lack information about People of the Land,\they also lack information regarding us.\So they're wary.\They want information about us,\but they must be very careful that the conversation response:	doesn't reveal too much about them.
context: Out of respect for Sergiatte?\No...\My guess would be that, just as we lack information about People of the Land,\they also lack information regarding us.\So they're wary.\They want information about us,\but they must be very careful that the conversation\doesn't reveal too much about them. response:	This'll be tough.
context: No...\My guess would be that, just as we lack information about People of the Land,\they also lack information regarding us.\So they're wary.\They want information about us,\but they must be very careful that the conversation\doesn't reveal too much about them.\This'll be tough. response:	So that's a princess?
