context: Oh, so this is the beach in this world! response:	With all these people here,
context: No, I'm not.\Oh, I see. I'm sorry.\I thought you were a cosplayer from abroad.\I'm a real maid!\Oh, I get it.\You're in character.\Wonderful.\No, I'm the real thing! response:	I understand your policy.
context: Oh, I see. I'm sorry.\I thought you were a cosplayer from abroad.\I'm a real maid!\Oh, I get it.\You're in character.\Wonderful.\No, I'm the real thing!\I understand your policy. response:	If you don't mind, could I please take your picture later?
context: I thought you were a cosplayer from abroad.\I'm a real maid!\Oh, I get it.\You're in character.\Wonderful.\No, I'm the real thing!\I understand your policy.\If you don't mind, could I please take your picture later? response:	I told you, I'm real!
context: I'm a real maid!\Oh, I get it.\You're in character.\Wonderful.\No, I'm the real thing!\I understand your policy.\If you don't mind, could I please take your picture later?\I told you, I'm real! response:	The end of line starts here!
context: Oh, I get it.\You're in character.\Wonderful.\No, I'm the real thing!\I understand your policy.\If you don't mind, could I please take your picture later?\I told you, I'm real!\The end of line starts here! response:	What incredible heat.
context: You're in character.\Wonderful.\No, I'm the real thing!\I understand your policy.\If you don't mind, could I please take your picture later?\I told you, I'm real!\The end of line starts here!\What incredible heat. response:	It feels like I'm in a fire drake's stomach.
context: Wonderful.\No, I'm the real thing!\I understand your policy.\If you don't mind, could I please take your picture later?\I told you, I'm real!\The end of line starts here!\What incredible heat.\It feels like I'm in a fire drake's stomach. response:	Thank you very much!
context: No, I'm the real thing!\I understand your policy.\If you don't mind, could I please take your picture later?\I told you, I'm real!\The end of line starts here!\What incredible heat.\It feels like I'm in a fire drake's stomach.\Thank you very much! response:	I can't believe it's this bad.
context: I understand your policy.\If you don't mind, could I please take your picture later?\I told you, I'm real!\The end of line starts here!\What incredible heat.\It feels like I'm in a fire drake's stomach.\Thank you very much!\I can't believe it's this bad. response:	Comiket is not to be underestimated.
context: If you don't mind, could I please take your picture later?\I told you, I'm real!\The end of line starts here!\What incredible heat.\It feels like I'm in a fire drake's stomach.\Thank you very much!\I can't believe it's this bad.\Comiket is not to be underestimated. response:	Still,
context: I told you, I'm real!\The end of line starts here!\What incredible heat.\It feels like I'm in a fire drake's stomach.\Thank you very much!\I can't believe it's this bad.\Comiket is not to be underestimated.\Still, response:	what in the world could be attracting this many people and keeping them all in check?
context: The end of line starts here!\What incredible heat.\It feels like I'm in a fire drake's stomach.\Thank you very much!\I can't believe it's this bad.\Comiket is not to be underestimated.\Still,\what in the world could be attracting this many people and keeping them all in check? response:	I don't get it.
context: What incredible heat.\It feels like I'm in a fire drake's stomach.\Thank you very much!\I can't believe it's this bad.\Comiket is not to be underestimated.\Still,\what in the world could be attracting this many people and keeping them all in check?\I don't get it. response:	Tohru-chan!
context: It feels like I'm in a fire drake's stomach.\Thank you very much!\I can't believe it's this bad.\Comiket is not to be underestimated.\Still,\what in the world could be attracting this many people and keeping them all in check?\I don't get it.\Tohru-chan! response:	Hey, thanks for your help.
context: Thank you very much!\I can't believe it's this bad.\Comiket is not to be underestimated.\Still,\what in the world could be attracting this many people and keeping them all in check?\I don't get it.\Tohru-chan!\Hey, thanks for your help. response:	Time to switch.
context: I can't believe it's this bad.\Comiket is not to be underestimated.\Still,\what in the world could be attracting this many people and keeping them all in check?\I don't get it.\Tohru-chan!\Hey, thanks for your help.\Time to switch. response:	I've been waiting for this!
context: Comiket is not to be underestimated.\Still,\what in the world could be attracting this many people and keeping them all in check?\I don't get it.\Tohru-chan!\Hey, thanks for your help.\Time to switch.\I've been waiting for this! response:	Summer Homework, Science Please select one of the following. 1) Sunflower Observation 2) Bug Collecting 3) Daily Weather 4) Electric Circuits Sunflower Observation: Observe the growth of a sunflower every day! Bug Collecting: Catch bugs near convenience stores, parks, or nearby plazas! Paste the bugs you've gathered!
context: Still,\what in the world could be attracting this many people and keeping them all in check?\I don't get it.\Tohru-chan!\Hey, thanks for your help.\Time to switch.\I've been waiting for this!\Summer Homework, Science Please select one of the following. 1) Sunflower Observation 2) Bug Collecting 3) Daily Weather 4) Electric Circuits Sunflower Observation: Observe the growth of a sunflower every day! Bug Collecting: Catch bugs near convenience stores, parks, or nearby plazas! Paste the bugs you've gathered! response:	Bug collecting...
context: what in the world could be attracting this many people and keeping them all in check?\I don't get it.\Tohru-chan!\Hey, thanks for your help.\Time to switch.\I've been waiting for this!\Summer Homework, Science Please select one of the following. 1) Sunflower Observation 2) Bug Collecting 3) Daily Weather 4) Electric Circuits Sunflower Observation: Observe the growth of a sunflower every day! Bug Collecting: Catch bugs near convenience stores, parks, or nearby plazas! Paste the bugs you've gathered!\Bug collecting... response:	Crunchy...
context: I don't get it.\Tohru-chan!\Hey, thanks for your help.\Time to switch.\I've been waiting for this!\Summer Homework, Science Please select one of the following. 1) Sunflower Observation 2) Bug Collecting 3) Daily Weather 4) Electric Circuits Sunflower Observation: Observe the growth of a sunflower every day! Bug Collecting: Catch bugs near convenience stores, parks, or nearby plazas! Paste the bugs you've gathered!\Bug collecting...\Crunchy... response:	Grasshopper Moist
context: Tohru-chan!\Hey, thanks for your help.\Time to switch.\I've been waiting for this!\Summer Homework, Science Please select one of the following. 1) Sunflower Observation 2) Bug Collecting 3) Daily Weather 4) Electric Circuits Sunflower Observation: Observe the growth of a sunflower every day! Bug Collecting: Catch bugs near convenience stores, parks, or nearby plazas! Paste the bugs you've gathered!\Bug collecting...\Crunchy...\Grasshopper Moist response:	Butterfly Flaky
context: Hey, thanks for your help.\Time to switch.\I've been waiting for this!\Summer Homework, Science Please select one of the following. 1) Sunflower Observation 2) Bug Collecting 3) Daily Weather 4) Electric Circuits Sunflower Observation: Observe the growth of a sunflower every day! Bug Collecting: Catch bugs near convenience stores, parks, or nearby plazas! Paste the bugs you've gathered!\Bug collecting...\Crunchy...\Grasshopper Moist\Butterfly Flaky response:	Cicada Crunchy
context: Time to switch.\I've been waiting for this!\Summer Homework, Science Please select one of the following. 1) Sunflower Observation 2) Bug Collecting 3) Daily Weather 4) Electric Circuits Sunflower Observation: Observe the growth of a sunflower every day! Bug Collecting: Catch bugs near convenience stores, parks, or nearby plazas! Paste the bugs you've gathered!\Bug collecting...\Crunchy...\Grasshopper Moist\Butterfly Flaky\Cicada Crunchy response:	Where did you find it?
context: I've been waiting for this!\Summer Homework, Science Please select one of the following. 1) Sunflower Observation 2) Bug Collecting 3) Daily Weather 4) Electric Circuits Sunflower Observation: Observe the growth of a sunflower every day! Bug Collecting: Catch bugs near convenience stores, parks, or nearby plazas! Paste the bugs you've gathered!\Bug collecting...\Crunchy...\Grasshopper Moist\Butterfly Flaky\Cicada Crunchy\Where did you find it? response:	Let's Stick the Bugs We Found Here!
context: Summer Homework, Science Please select one of the following. 1) Sunflower Observation 2) Bug Collecting 3) Daily Weather 4) Electric Circuits Sunflower Observation: Observe the growth of a sunflower every day! Bug Collecting: Catch bugs near convenience stores, parks, or nearby plazas! Paste the bugs you've gathered!\Bug collecting...\Crunchy...\Grasshopper Moist\Butterfly Flaky\Cicada Crunchy\Where did you find it?\Let's Stick the Bugs We Found Here! response:	Uh, I think it's around this area...
context: Bug collecting...\Crunchy...\Grasshopper Moist\Butterfly Flaky\Cicada Crunchy\Where did you find it?\Let's Stick the Bugs We Found Here!\Uh, I think it's around this area... response:	What are you looking for?
context: Crunchy...\Grasshopper Moist\Butterfly Flaky\Cicada Crunchy\Where did you find it?\Let's Stick the Bugs We Found Here!\Uh, I think it's around this area...\What are you looking for? response:	Mr. Fafnir.
context: Grasshopper Moist\Butterfly Flaky\Cicada Crunchy\Where did you find it?\Let's Stick the Bugs We Found Here!\Uh, I think it's around this area...\What are you looking for?\Mr. Fafnir. response:	I figured I'd stop by since I'm on my break.
context: Butterfly Flaky\Cicada Crunchy\Where did you find it?\Let's Stick the Bugs We Found Here!\Uh, I think it's around this area...\What are you looking for?\Mr. Fafnir.\I figured I'd stop by since I'm on my break. response:	Say nothing.
context: Cicada Crunchy\Where did you find it?\Let's Stick the Bugs We Found Here!\Uh, I think it's around this area...\What are you looking for?\Mr. Fafnir.\I figured I'd stop by since I'm on my break.\Say nothing. response:	I'll kill you.
context: Where did you find it?\Let's Stick the Bugs We Found Here!\Uh, I think it's around this area...\What are you looking for?\Mr. Fafnir.\I figured I'd stop by since I'm on my break.\Say nothing.\I'll kill you. response:	You're the one who looks dead, Mr. Fafnir.
context: Let's Stick the Bugs We Found Here!\Uh, I think it's around this area...\What are you looking for?\Mr. Fafnir.\I figured I'd stop by since I'm on my break.\Say nothing.\I'll kill you.\You're the one who looks dead, Mr. Fafnir. response:	Well, that's what it's like for first-timers.
context: Uh, I think it's around this area...\What are you looking for?\Mr. Fafnir.\I figured I'd stop by since I'm on my break.\Say nothing.\I'll kill you.\You're the one who looks dead, Mr. Fafnir.\Well, that's what it's like for first-timers. response:	Can I have a look at your book?
context: What are you looking for?\Mr. Fafnir.\I figured I'd stop by since I'm on my break.\Say nothing.\I'll kill you.\You're the one who looks dead, Mr. Fafnir.\Well, that's what it's like for first-timers.\Can I have a look at your book? response:	Hmph, help yourself.
context: Mr. Fafnir.\I figured I'd stop by since I'm on my break.\Say nothing.\I'll kill you.\You're the one who looks dead, Mr. Fafnir.\Well, that's what it's like for first-timers.\Can I have a look at your book?\Hmph, help yourself. response:	Curse Anthology
context: I figured I'd stop by since I'm on my break.\Say nothing.\I'll kill you.\You're the one who looks dead, Mr. Fafnir.\Well, that's what it's like for first-timers.\Can I have a look at your book?\Hmph, help yourself.\Curse Anthology response:	Curse Anthology.
context: Say nothing.\I'll kill you.\You're the one who looks dead, Mr. Fafnir.\Well, that's what it's like for first-timers.\Can I have a look at your book?\Hmph, help yourself.\Curse Anthology\Curse Anthology. response:	Th-These are...
context: I'll kill you.\You're the one who looks dead, Mr. Fafnir.\Well, that's what it's like for first-timers.\Can I have a look at your book?\Hmph, help yourself.\Curse Anthology\Curse Anthology.\Th-These are... response:	You've printed real, effective curses!
context: You're the one who looks dead, Mr. Fafnir.\Well, that's what it's like for first-timers.\Can I have a look at your book?\Hmph, help yourself.\Curse Anthology\Curse Anthology.\Th-These are...\You've printed real, effective curses! response:	Even how to inflict them...
context: Well, that's what it's like for first-timers.\Can I have a look at your book?\Hmph, help yourself.\Curse Anthology\Curse Anthology.\Th-These are...\You've printed real, effective curses!\Even how to inflict them... response:	You could curse someone to death if you read this!
context: Can I have a look at your book?\Hmph, help yourself.\Curse Anthology\Curse Anthology.\Th-These are...\You've printed real, effective curses!\Even how to inflict them...\You could curse someone to death if you read this! response:	Hey, hey!
context: Hmph, help yourself.\Curse Anthology\Curse Anthology.\Th-These are...\You've printed real, effective curses!\Even how to inflict them...\You could curse someone to death if you read this!\Hey, hey! response:	Only 1,000 yen?! That's cheap!
context: Curse Anthology\Curse Anthology.\Th-These are...\You've printed real, effective curses!\Even how to inflict them...\You could curse someone to death if you read this!\Hey, hey!\Only 1,000 yen?! That's cheap! response:	This is a bargain!
context: Curse Anthology.\Th-These are...\You've printed real, effective curses!\Even how to inflict them...\You could curse someone to death if you read this!\Hey, hey!\Only 1,000 yen?! That's cheap!\This is a bargain! response:	Wait, it's way too dangerous to be selling that to others!
context: Th-These are...\You've printed real, effective curses!\Even how to inflict them...\You could curse someone to death if you read this!\Hey, hey!\Only 1,000 yen?! That's cheap!\This is a bargain!\Wait, it's way too dangerous to be selling that to others! response:	Still, there are a lot of cosplayers here.
context: You've printed real, effective curses!\Even how to inflict them...\You could curse someone to death if you read this!\Hey, hey!\Only 1,000 yen?! That's cheap!\This is a bargain!\Wait, it's way too dangerous to be selling that to others!\Still, there are a lot of cosplayers here. response:	There are a lot of humans dressed up like the races from my world.
context: Even how to inflict them...\You could curse someone to death if you read this!\Hey, hey!\Only 1,000 yen?! That's cheap!\This is a bargain!\Wait, it's way too dangerous to be selling that to others!\Still, there are a lot of cosplayers here.\There are a lot of humans dressed up like the races from my world. response:	They're having fun pretending to be characters from anime and manga.
context: You could curse someone to death if you read this!\Hey, hey!\Only 1,000 yen?! That's cheap!\This is a bargain!\Wait, it's way too dangerous to be selling that to others!\Still, there are a lot of cosplayers here.\There are a lot of humans dressed up like the races from my world.\They're having fun pretending to be characters from anime and manga. response:	You're practically the same, too, Tohru.
context: Hey, hey!\Only 1,000 yen?! That's cheap!\This is a bargain!\Wait, it's way too dangerous to be selling that to others!\Still, there are a lot of cosplayers here.\There are a lot of humans dressed up like the races from my world.\They're having fun pretending to be characters from anime and manga.\You're practically the same, too, Tohru. response:	I am a proper maid!
context: Only 1,000 yen?! That's cheap!\This is a bargain!\Wait, it's way too dangerous to be selling that to others!\Still, there are a lot of cosplayers here.\There are a lot of humans dressed up like the races from my world.\They're having fun pretending to be characters from anime and manga.\You're practically the same, too, Tohru.\I am a proper maid! response:	No matter how you look at me, I'm your loyal sex slave!
context: This is a bargain!\Wait, it's way too dangerous to be selling that to others!\Still, there are a lot of cosplayers here.\There are a lot of humans dressed up like the races from my world.\They're having fun pretending to be characters from anime and manga.\You're practically the same, too, Tohru.\I am a proper maid!\No matter how you look at me, I'm your loyal sex slave! response:	That's not a maid.
context: Wait, it's way too dangerous to be selling that to others!\Still, there are a lot of cosplayers here.\There are a lot of humans dressed up like the races from my world.\They're having fun pretending to be characters from anime and manga.\You're practically the same, too, Tohru.\I am a proper maid!\No matter how you look at me, I'm your loyal sex slave!\That's not a maid. response:	Hmm?
context: Still, there are a lot of cosplayers here.\There are a lot of humans dressed up like the races from my world.\They're having fun pretending to be characters from anime and manga.\You're practically the same, too, Tohru.\I am a proper maid!\No matter how you look at me, I'm your loyal sex slave!\That's not a maid.\Hmm? response:	What is it?
context: There are a lot of humans dressed up like the races from my world.\They're having fun pretending to be characters from anime and manga.\You're practically the same, too, Tohru.\I am a proper maid!\No matter how you look at me, I'm your loyal sex slave!\That's not a maid.\Hmm?\What is it? response:	The sahuagin, goblin, and witch over there...
context: They're having fun pretending to be characters from anime and manga.\You're practically the same, too, Tohru.\I am a proper maid!\No matter how you look at me, I'm your loyal sex slave!\That's not a maid.\Hmm?\What is it?\The sahuagin, goblin, and witch over there... response:	Oh, I wonder what they're from.
context: You're practically the same, too, Tohru.\I am a proper maid!\No matter how you look at me, I'm your loyal sex slave!\That's not a maid.\Hmm?\What is it?\The sahuagin, goblin, and witch over there...\Oh, I wonder what they're from. response:	They're real.
context: I am a proper maid!\No matter how you look at me, I'm your loyal sex slave!\That's not a maid.\Hmm?\What is it?\The sahuagin, goblin, and witch over there...\Oh, I wonder what they're from.\They're real. response:	Huh?
context: No matter how you look at me, I'm your loyal sex slave!\That's not a maid.\Hmm?\What is it?\The sahuagin, goblin, and witch over there...\Oh, I wonder what they're from.\They're real.\Huh? response:	Those three are real non-humans.
context: That's not a maid.\Hmm?\What is it?\The sahuagin, goblin, and witch over there...\Oh, I wonder what they're from.\They're real.\Huh?\Those three are real non-humans. response:	Huh?!
context: Hmm?\What is it?\The sahuagin, goblin, and witch over there...\Oh, I wonder what they're from.\They're real.\Huh?\Those three are real non-humans.\Huh?! response:	Excuse me!
context: What is it?\The sahuagin, goblin, and witch over there...\Oh, I wonder what they're from.\They're real.\Huh?\Those three are real non-humans.\Huh?!\Excuse me! response:	You're from the other world, right?
context: The sahuagin, goblin, and witch over there...\Oh, I wonder what they're from.\They're real.\Huh?\Those three are real non-humans.\Huh?!\Excuse me!\You're from the other world, right? response:	Oh? You, too?
context: Oh, I wonder what they're from.\They're real.\Huh?\Those three are real non-humans.\Huh?!\Excuse me!\You're from the other world, right?\Oh? You, too? response:	Yes. What are you doing here today?
context: They're real.\Huh?\Those three are real non-humans.\Huh?!\Excuse me!\You're from the other world, right?\Oh? You, too?\Yes. What are you doing here today? response:	I came to spread my wings.
context: Huh?\Those three are real non-humans.\Huh?!\Excuse me!\You're from the other world, right?\Oh? You, too?\Yes. What are you doing here today?\I came to spread my wings. response:	I normally live disguised as a human,
context: Those three are real non-humans.\Huh?!\Excuse me!\You're from the other world, right?\Oh? You, too?\Yes. What are you doing here today?\I came to spread my wings.\I normally live disguised as a human, response:	but coming to events like this lets me enjoy time in my real form.
context: Huh?!\Excuse me!\You're from the other world, right?\Oh? You, too?\Yes. What are you doing here today?\I came to spread my wings.\I normally live disguised as a human,\but coming to events like this lets me enjoy time in my real form. response:	I see.
context: Excuse me!\You're from the other world, right?\Oh? You, too?\Yes. What are you doing here today?\I came to spread my wings.\I normally live disguised as a human,\but coming to events like this lets me enjoy time in my real form.\I see. response:	Why not take the chance to enjoy your real form, too?
context: You're from the other world, right?\Oh? You, too?\Yes. What are you doing here today?\I came to spread my wings.\I normally live disguised as a human,\but coming to events like this lets me enjoy time in my real form.\I see.\Why not take the chance to enjoy your real form, too? response:	Oh, that's impossible.
context: Oh? You, too?\Yes. What are you doing here today?\I came to spread my wings.\I normally live disguised as a human,\but coming to events like this lets me enjoy time in my real form.\I see.\Why not take the chance to enjoy your real form, too?\Oh, that's impossible. response:	I'm a dragon.
context: Yes. What are you doing here today?\I came to spread my wings.\I normally live disguised as a human,\but coming to events like this lets me enjoy time in my real form.\I see.\Why not take the chance to enjoy your real form, too?\Oh, that's impossible.\I'm a dragon. response:	A dragon?!
context: I came to spread my wings.\I normally live disguised as a human,\but coming to events like this lets me enjoy time in my real form.\I see.\Why not take the chance to enjoy your real form, too?\Oh, that's impossible.\I'm a dragon.\A dragon?! response:	Yes.
context: I normally live disguised as a human,\but coming to events like this lets me enjoy time in my real form.\I see.\Why not take the chance to enjoy your real form, too?\Oh, that's impossible.\I'm a dragon.\A dragon?!\Yes. response:	That damn monster?!
context: but coming to events like this lets me enjoy time in my real form.\I see.\Why not take the chance to enjoy your real form, too?\Oh, that's impossible.\I'm a dragon.\A dragon?!\Yes.\That damn monster?! response:	Yes?
context: I see.\Why not take the chance to enjoy your real form, too?\Oh, that's impossible.\I'm a dragon.\A dragon?!\Yes.\That damn monster?!\Yes? response:	The one that could eat us all?!
context: Why not take the chance to enjoy your real form, too?\Oh, that's impossible.\I'm a dragon.\A dragon?!\Yes.\That damn monster?!\Yes?\The one that could eat us all?! response:	Huh?!
context: Oh, that's impossible.\I'm a dragon.\A dragon?!\Yes.\That damn monster?!\Yes?\The one that could eat us all?!\Huh?! response:	Run!
context: I'm a dragon.\A dragon?!\Yes.\That damn monster?!\Yes?\The one that could eat us all?!\Huh?!\Run! response:	Please don't run!
context: A dragon?!\Yes.\That damn monster?!\Yes?\The one that could eat us all?!\Huh?!\Run!\Please don't run! response:	Dragons must be doing some crazy things.
context: Yes.\That damn monster?!\Yes?\The one that could eat us all?!\Huh?!\Run!\Please don't run!\Dragons must be doing some crazy things. response:	They're wrong.
context: That damn monster?!\Yes?\The one that could eat us all?!\Huh?!\Run!\Please don't run!\Dragons must be doing some crazy things.\They're wrong. response:	Oh?
context: Yes?\The one that could eat us all?!\Huh?!\Run!\Please don't run!\Dragons must be doing some crazy things.\They're wrong.\Oh? response:	When dragons get hungry, we only eat as much as necessary...
context: The one that could eat us all?!\Huh?!\Run!\Please don't run!\Dragons must be doing some crazy things.\They're wrong.\Oh?\When dragons get hungry, we only eat as much as necessary... response:	And in the end, this world is the survival of the fittest, so...
context: Huh?!\Run!\Please don't run!\Dragons must be doing some crazy things.\They're wrong.\Oh?\When dragons get hungry, we only eat as much as necessary...\And in the end, this world is the survival of the fittest, so... response:	You're not denying it, just giving supplementary explanation?
context: Run!\Please don't run!\Dragons must be doing some crazy things.\They're wrong.\Oh?\When dragons get hungry, we only eat as much as necessary...\And in the end, this world is the survival of the fittest, so...\You're not denying it, just giving supplementary explanation? response:	You there!
context: Please don't run!\Dragons must be doing some crazy things.\They're wrong.\Oh?\When dragons get hungry, we only eat as much as necessary...\And in the end, this world is the survival of the fittest, so...\You're not denying it, just giving supplementary explanation?\You there! response:	Come with me!
context: Dragons must be doing some crazy things.\They're wrong.\Oh?\When dragons get hungry, we only eat as much as necessary...\And in the end, this world is the survival of the fittest, so...\You're not denying it, just giving supplementary explanation?\You there!\Come with me! response:	Your outfit's out!
context: They're wrong.\Oh?\When dragons get hungry, we only eat as much as necessary...\And in the end, this world is the survival of the fittest, so...\You're not denying it, just giving supplementary explanation?\You there!\Come with me!\Your outfit's out! response:	Huh? I, um...
context: Oh?\When dragons get hungry, we only eat as much as necessary...\And in the end, this world is the survival of the fittest, so...\You're not denying it, just giving supplementary explanation?\You there!\Come with me!\Your outfit's out!\Huh? I, um... response:	Did you not read the participant guide?!
context: When dragons get hungry, we only eat as much as necessary...\And in the end, this world is the survival of the fittest, so...\You're not denying it, just giving supplementary explanation?\You there!\Come with me!\Your outfit's out!\Huh? I, um...\Did you not read the participant guide?! response:	I guess Miss Lucoa came, too.
context: And in the end, this world is the survival of the fittest, so...\You're not denying it, just giving supplementary explanation?\You there!\Come with me!\Your outfit's out!\Huh? I, um...\Did you not read the participant guide?!\I guess Miss Lucoa came, too. response:	Wait...
context: You're not denying it, just giving supplementary explanation?\You there!\Come with me!\Your outfit's out!\Huh? I, um...\Did you not read the participant guide?!\I guess Miss Lucoa came, too.\Wait... response:	She never learns.
context: You there!\Come with me!\Your outfit's out!\Huh? I, um...\Did you not read the participant guide?!\I guess Miss Lucoa came, too.\Wait...\She never learns. response:	Now that I look closer, there's a lot more.
context: Come with me!\Your outfit's out!\Huh? I, um...\Did you not read the participant guide?!\I guess Miss Lucoa came, too.\Wait...\She never learns.\Now that I look closer, there's a lot more. response:	Beings in their original form, that is.
context: Your outfit's out!\Huh? I, um...\Did you not read the participant guide?!\I guess Miss Lucoa came, too.\Wait...\She never learns.\Now that I look closer, there's a lot more.\Beings in their original form, that is. response:	That many?
context: Huh? I, um...\Did you not read the participant guide?!\I guess Miss Lucoa came, too.\Wait...\She never learns.\Now that I look closer, there's a lot more.\Beings in their original form, that is.\That many? response:	Yes.
context: Did you not read the participant guide?!\I guess Miss Lucoa came, too.\Wait...\She never learns.\Now that I look closer, there's a lot more.\Beings in their original form, that is.\That many?\Yes. response:	Those with great presence have left records of their stays in this world on different levels,
context: I guess Miss Lucoa came, too.\Wait...\She never learns.\Now that I look closer, there's a lot more.\Beings in their original form, that is.\That many?\Yes.\Those with great presence have left records of their stays in this world on different levels, response:	like Mr. Fafnir and Miss Lucoa.
context: Wait...\She never learns.\Now that I look closer, there's a lot more.\Beings in their original form, that is.\That many?\Yes.\Those with great presence have left records of their stays in this world on different levels,\like Mr. Fafnir and Miss Lucoa. response:	Uh, umm...
context: She never learns.\Now that I look closer, there's a lot more.\Beings in their original form, that is.\That many?\Yes.\Those with great presence have left records of their stays in this world on different levels,\like Mr. Fafnir and Miss Lucoa.\Uh, umm... response:	I'd like to return to my real form...
context: Now that I look closer, there's a lot more.\Beings in their original form, that is.\That many?\Yes.\Those with great presence have left records of their stays in this world on different levels,\like Mr. Fafnir and Miss Lucoa.\Uh, umm...\I'd like to return to my real form... response:	for a little bit.
context: Beings in their original form, that is.\That many?\Yes.\Those with great presence have left records of their stays in this world on different levels,\like Mr. Fafnir and Miss Lucoa.\Uh, umm...\I'd like to return to my real form...\for a little bit. response:	As long as you keep it where it won't cause trouble, you can.
context: That many?\Yes.\Those with great presence have left records of their stays in this world on different levels,\like Mr. Fafnir and Miss Lucoa.\Uh, umm...\I'd like to return to my real form...\for a little bit.\As long as you keep it where it won't cause trouble, you can. response:	Sorry for the wait!
context: Yes.\Those with great presence have left records of their stays in this world on different levels,\like Mr. Fafnir and Miss Lucoa.\Uh, umm...\I'd like to return to my real form...\for a little bit.\As long as you keep it where it won't cause trouble, you can.\Sorry for the wait! response:	Oh, can I take your picture?
context: Those with great presence have left records of their stays in this world on different levels,\like Mr. Fafnir and Miss Lucoa.\Uh, umm...\I'd like to return to my real form...\for a little bit.\As long as you keep it where it won't cause trouble, you can.\Sorry for the wait!\Oh, can I take your picture? response:	Yes!
context: like Mr. Fafnir and Miss Lucoa.\Uh, umm...\I'd like to return to my real form...\for a little bit.\As long as you keep it where it won't cause trouble, you can.\Sorry for the wait!\Oh, can I take your picture?\Yes! response:	Excuse me, can I take one, too?
context: Uh, umm...\I'd like to return to my real form...\for a little bit.\As long as you keep it where it won't cause trouble, you can.\Sorry for the wait!\Oh, can I take your picture?\Yes!\Excuse me, can I take one, too? response:	Huh?
context: I'd like to return to my real form...\for a little bit.\As long as you keep it where it won't cause trouble, you can.\Sorry for the wait!\Oh, can I take your picture?\Yes!\Excuse me, can I take one, too?\Huh? response:	Oh, me, too!
context: for a little bit.\As long as you keep it where it won't cause trouble, you can.\Sorry for the wait!\Oh, can I take your picture?\Yes!\Excuse me, can I take one, too?\Huh?\Oh, me, too! response:	Huh?!
context: As long as you keep it where it won't cause trouble, you can.\Sorry for the wait!\Oh, can I take your picture?\Yes!\Excuse me, can I take one, too?\Huh?\Oh, me, too!\Huh?! response:	Excuse me, can I get your eyes over here please?
context: Sorry for the wait!\Oh, can I take your picture?\Yes!\Excuse me, can I take one, too?\Huh?\Oh, me, too!\Huh?!\Excuse me, can I get your eyes over here please? response:	Over here, too, please!
context: Oh, can I take your picture?\Yes!\Excuse me, can I take one, too?\Huh?\Oh, me, too!\Huh?!\Excuse me, can I get your eyes over here please?\Over here, too, please! response:	Oh, it's almost time.
context: Yes!\Excuse me, can I take one, too?\Huh?\Oh, me, too!\Huh?!\Excuse me, can I get your eyes over here please?\Over here, too, please!\Oh, it's almost time. response:	Over here, too, please!
context: Excuse me, can I take one, too?\Huh?\Oh, me, too!\Huh?!\Excuse me, can I get your eyes over here please?\Over here, too, please!\Oh, it's almost time.\Over here, too, please! response:	Oh, well.
context: Huh?\Oh, me, too!\Huh?!\Excuse me, can I get your eyes over here please?\Over here, too, please!\Oh, it's almost time.\Over here, too, please!\Oh, well. response:	Hello. I came like I promised.
context: Oh, me, too!\Huh?!\Excuse me, can I get your eyes over here please?\Over here, too, please!\Oh, it's almost time.\Over here, too, please!\Oh, well.\Hello. I came like I promised. response:	Oh, hello.
context: Huh?!\Excuse me, can I get your eyes over here please?\Over here, too, please!\Oh, it's almost time.\Over here, too, please!\Oh, well.\Hello. I came like I promised.\Oh, hello. response:	Hey, are you okay?
context: Excuse me, can I get your eyes over here please?\Over here, too, please!\Oh, it's almost time.\Over here, too, please!\Oh, well.\Hello. I came like I promised.\Oh, hello.\Hey, are you okay? response:	Well, to be honest, it's pretty rough.
context: Over here, too, please!\Oh, it's almost time.\Over here, too, please!\Oh, well.\Hello. I came like I promised.\Oh, hello.\Hey, are you okay?\Well, to be honest, it's pretty rough. response:	But I can hang in there.
context: Oh, it's almost time.\Over here, too, please!\Oh, well.\Hello. I came like I promised.\Oh, hello.\Hey, are you okay?\Well, to be honest, it's pretty rough.\But I can hang in there. response:	Um, it seems like everyone here is being drawn to this place by something powerful.
context: Over here, too, please!\Oh, well.\Hello. I came like I promised.\Oh, hello.\Hey, are you okay?\Well, to be honest, it's pretty rough.\But I can hang in there.\Um, it seems like everyone here is being drawn to this place by something powerful. response:	Do you have any idea what that is?
context: Oh, well.\Hello. I came like I promised.\Oh, hello.\Hey, are you okay?\Well, to be honest, it's pretty rough.\But I can hang in there.\Um, it seems like everyone here is being drawn to this place by something powerful.\Do you have any idea what that is? response:	Well...
context: Hello. I came like I promised.\Oh, hello.\Hey, are you okay?\Well, to be honest, it's pretty rough.\But I can hang in there.\Um, it seems like everyone here is being drawn to this place by something powerful.\Do you have any idea what that is?\Well... response:	I think it's something that only exists in this place in this moment right now.
context: Oh, hello.\Hey, are you okay?\Well, to be honest, it's pretty rough.\But I can hang in there.\Um, it seems like everyone here is being drawn to this place by something powerful.\Do you have any idea what that is?\Well...\I think it's something that only exists in this place in this moment right now. response:	And I think everyone loves that.
context: Hey, are you okay?\Well, to be honest, it's pretty rough.\But I can hang in there.\Um, it seems like everyone here is being drawn to this place by something powerful.\Do you have any idea what that is?\Well...\I think it's something that only exists in this place in this moment right now.\And I think everyone loves that. response:	I see.
