context: The biggest reason I chose that job was because, response:	unlike working in sales, I get weekends off.
context: Unlike the other girls I went out with, I really fell in love with her.\And it really hurt when I found out she was only playing with me.\Whatever. Typical teen years.\You know, there's nothing we can do about Shoji.\What do you mean?\Don't tell me, he did it with Sachiko?\You know, I didn't think he was the kinda guy\who was capable of cheating, from a number of perspectives. response:	As far as I know, neither did I!
context: And it really hurt when I found out she was only playing with me.\Whatever. Typical teen years.\You know, there's nothing we can do about Shoji.\What do you mean?\Don't tell me, he did it with Sachiko?\You know, I didn't think he was the kinda guy\who was capable of cheating, from a number of perspectives.\As far as I know, neither did I! response:	He's not just fooling around, either. He's serious about the other girl.
context: Whatever. Typical teen years.\You know, there's nothing we can do about Shoji.\What do you mean?\Don't tell me, he did it with Sachiko?\You know, I didn't think he was the kinda guy\who was capable of cheating, from a number of perspectives.\As far as I know, neither did I!\He's not just fooling around, either. He's serious about the other girl. response:	He's seriously fallen in love with Sachiko.
context: You know, there's nothing we can do about Shoji.\What do you mean?\Don't tell me, he did it with Sachiko?\You know, I didn't think he was the kinda guy\who was capable of cheating, from a number of perspectives.\As far as I know, neither did I!\He's not just fooling around, either. He's serious about the other girl.\He's seriously fallen in love with Sachiko. response:	He's no longer able to think rationally or morally.
context: What do you mean?\Don't tell me, he did it with Sachiko?\You know, I didn't think he was the kinda guy\who was capable of cheating, from a number of perspectives.\As far as I know, neither did I!\He's not just fooling around, either. He's serious about the other girl.\He's seriously fallen in love with Sachiko.\He's no longer able to think rationally or morally. response:	There's nothing we can do.
context: Don't tell me, he did it with Sachiko?\You know, I didn't think he was the kinda guy\who was capable of cheating, from a number of perspectives.\As far as I know, neither did I!\He's not just fooling around, either. He's serious about the other girl.\He's seriously fallen in love with Sachiko.\He's no longer able to think rationally or morally.\There's nothing we can do. response:	What's he gonna do about Nana?
context: You know, I didn't think he was the kinda guy\who was capable of cheating, from a number of perspectives.\As far as I know, neither did I!\He's not just fooling around, either. He's serious about the other girl.\He's seriously fallen in love with Sachiko.\He's no longer able to think rationally or morally.\There's nothing we can do.\What's he gonna do about Nana? response:	I wonder. It's not as if anything's happened for him to dislike Nana.
context: who was capable of cheating, from a number of perspectives.\As far as I know, neither did I!\He's not just fooling around, either. He's serious about the other girl.\He's seriously fallen in love with Sachiko.\He's no longer able to think rationally or morally.\There's nothing we can do.\What's he gonna do about Nana?\I wonder. It's not as if anything's happened for him to dislike Nana. response:	I'm sure he continues to have feelings for her.
context: As far as I know, neither did I!\He's not just fooling around, either. He's serious about the other girl.\He's seriously fallen in love with Sachiko.\He's no longer able to think rationally or morally.\There's nothing we can do.\What's he gonna do about Nana?\I wonder. It's not as if anything's happened for him to dislike Nana.\I'm sure he continues to have feelings for her. response:	But he's gotta make things clear,
context: He's not just fooling around, either. He's serious about the other girl.\He's seriously fallen in love with Sachiko.\He's no longer able to think rationally or morally.\There's nothing we can do.\What's he gonna do about Nana?\I wonder. It's not as if anything's happened for him to dislike Nana.\I'm sure he continues to have feelings for her.\But he's gotta make things clear, response:	or else he'll end up hurting both Nana and Sachiko.
context: He's seriously fallen in love with Sachiko.\He's no longer able to think rationally or morally.\There's nothing we can do.\What's he gonna do about Nana?\I wonder. It's not as if anything's happened for him to dislike Nana.\I'm sure he continues to have feelings for her.\But he's gotta make things clear,\or else he'll end up hurting both Nana and Sachiko. response:	You're right, but that's based on your values.
context: He's no longer able to think rationally or morally.\There's nothing we can do.\What's he gonna do about Nana?\I wonder. It's not as if anything's happened for him to dislike Nana.\I'm sure he continues to have feelings for her.\But he's gotta make things clear,\or else he'll end up hurting both Nana and Sachiko.\You're right, but that's based on your values. response:	I don't know much about Sachiko, but what would be best for Nana?
context: There's nothing we can do.\What's he gonna do about Nana?\I wonder. It's not as if anything's happened for him to dislike Nana.\I'm sure he continues to have feelings for her.\But he's gotta make things clear,\or else he'll end up hurting both Nana and Sachiko.\You're right, but that's based on your values.\I don't know much about Sachiko, but what would be best for Nana? response:	As long as she doesn't find out about it,
context: What's he gonna do about Nana?\I wonder. It's not as if anything's happened for him to dislike Nana.\I'm sure he continues to have feelings for her.\But he's gotta make things clear,\or else he'll end up hurting both Nana and Sachiko.\You're right, but that's based on your values.\I don't know much about Sachiko, but what would be best for Nana?\As long as she doesn't find out about it, response:	Shoji may be necessary for her even if he is seeing someone else.
context: I wonder. It's not as if anything's happened for him to dislike Nana.\I'm sure he continues to have feelings for her.\But he's gotta make things clear,\or else he'll end up hurting both Nana and Sachiko.\You're right, but that's based on your values.\I don't know much about Sachiko, but what would be best for Nana?\As long as she doesn't find out about it,\Shoji may be necessary for her even if he is seeing someone else. response:	Over time, Shoji's feelings for the other girl may cool.
context: I'm sure he continues to have feelings for her.\But he's gotta make things clear,\or else he'll end up hurting both Nana and Sachiko.\You're right, but that's based on your values.\I don't know much about Sachiko, but what would be best for Nana?\As long as she doesn't find out about it,\Shoji may be necessary for her even if he is seeing someone else.\Over time, Shoji's feelings for the other girl may cool. response:	You can't expect me to agree with that logic.
context: But he's gotta make things clear,\or else he'll end up hurting both Nana and Sachiko.\You're right, but that's based on your values.\I don't know much about Sachiko, but what would be best for Nana?\As long as she doesn't find out about it,\Shoji may be necessary for her even if he is seeing someone else.\Over time, Shoji's feelings for the other girl may cool.\You can't expect me to agree with that logic. response:	But just imagine for a minute.
context: or else he'll end up hurting both Nana and Sachiko.\You're right, but that's based on your values.\I don't know much about Sachiko, but what would be best for Nana?\As long as she doesn't find out about it,\Shoji may be necessary for her even if he is seeing someone else.\Over time, Shoji's feelings for the other girl may cool.\You can't expect me to agree with that logic.\But just imagine for a minute. response:	Imagine Nana after she gets ditched by Shoji.
context: You're right, but that's based on your values.\I don't know much about Sachiko, but what would be best for Nana?\As long as she doesn't find out about it,\Shoji may be necessary for her even if he is seeing someone else.\Over time, Shoji's feelings for the other girl may cool.\You can't expect me to agree with that logic.\But just imagine for a minute.\Imagine Nana after she gets ditched by Shoji. response:	Frightening, don't you think? She might even slit her wrists.
context: I don't know much about Sachiko, but what would be best for Nana?\As long as she doesn't find out about it,\Shoji may be necessary for her even if he is seeing someone else.\Over time, Shoji's feelings for the other girl may cool.\You can't expect me to agree with that logic.\But just imagine for a minute.\Imagine Nana after she gets ditched by Shoji.\Frightening, don't you think? She might even slit her wrists. response:	I just hope Shoji is doing everything possible
context: As long as she doesn't find out about it,\Shoji may be necessary for her even if he is seeing someone else.\Over time, Shoji's feelings for the other girl may cool.\You can't expect me to agree with that logic.\But just imagine for a minute.\Imagine Nana after she gets ditched by Shoji.\Frightening, don't you think? She might even slit her wrists.\I just hope Shoji is doing everything possible response:	to make sure Nana doesn't find out!
context: Shoji may be necessary for her even if he is seeing someone else.\Over time, Shoji's feelings for the other girl may cool.\You can't expect me to agree with that logic.\But just imagine for a minute.\Imagine Nana after she gets ditched by Shoji.\Frightening, don't you think? She might even slit her wrists.\I just hope Shoji is doing everything possible\to make sure Nana doesn't find out! response:	Can't be sure. It's really frightening.
context: Over time, Shoji's feelings for the other girl may cool.\You can't expect me to agree with that logic.\But just imagine for a minute.\Imagine Nana after she gets ditched by Shoji.\Frightening, don't you think? She might even slit her wrists.\I just hope Shoji is doing everything possible\to make sure Nana doesn't find out!\Can't be sure. It's really frightening. response:	Hello, Nana here. Oh, Jun-chan?
context: You can't expect me to agree with that logic.\But just imagine for a minute.\Imagine Nana after she gets ditched by Shoji.\Frightening, don't you think? She might even slit her wrists.\I just hope Shoji is doing everything possible\to make sure Nana doesn't find out!\Can't be sure. It's really frightening.\Hello, Nana here. Oh, Jun-chan? response:	It's been a while. What's up?
context: But just imagine for a minute.\Imagine Nana after she gets ditched by Shoji.\Frightening, don't you think? She might even slit her wrists.\I just hope Shoji is doing everything possible\to make sure Nana doesn't find out!\Can't be sure. It's really frightening.\Hello, Nana here. Oh, Jun-chan?\It's been a while. What's up? response:	Ah, Nana?
context: Imagine Nana after she gets ditched by Shoji.\Frightening, don't you think? She might even slit her wrists.\I just hope Shoji is doing everything possible\to make sure Nana doesn't find out!\Can't be sure. It's really frightening.\Hello, Nana here. Oh, Jun-chan?\It's been a while. What's up?\Ah, Nana? response:	You're in the middle of work now, aren't you? Is it okay to talk?
context: Frightening, don't you think? She might even slit her wrists.\I just hope Shoji is doing everything possible\to make sure Nana doesn't find out!\Can't be sure. It's really frightening.\Hello, Nana here. Oh, Jun-chan?\It's been a while. What's up?\Ah, Nana?\You're in the middle of work now, aren't you? Is it okay to talk? response:	Mhm. No problem. We met our deadline, so things are pretty peaceful here.
context: I just hope Shoji is doing everything possible\to make sure Nana doesn't find out!\Can't be sure. It's really frightening.\Hello, Nana here. Oh, Jun-chan?\It's been a while. What's up?\Ah, Nana?\You're in the middle of work now, aren't you? Is it okay to talk?\Mhm. No problem. We met our deadline, so things are pretty peaceful here. response:	Hey, about that email you sent me regarding your roommate's live show.
context: to make sure Nana doesn't find out!\Can't be sure. It's really frightening.\Hello, Nana here. Oh, Jun-chan?\It's been a while. What's up?\Ah, Nana?\You're in the middle of work now, aren't you? Is it okay to talk?\Mhm. No problem. We met our deadline, so things are pretty peaceful here.\Hey, about that email you sent me regarding your roommate's live show. response:	Yeah, right! It's next Saturday! Can you come?
context: Can't be sure. It's really frightening.\Hello, Nana here. Oh, Jun-chan?\It's been a while. What's up?\Ah, Nana?\You're in the middle of work now, aren't you? Is it okay to talk?\Mhm. No problem. We met our deadline, so things are pretty peaceful here.\Hey, about that email you sent me regarding your roommate's live show.\Yeah, right! It's next Saturday! Can you come? response:	Mhm. I'll go with Kyosuke. So tell me how to get there.
context: Hello, Nana here. Oh, Jun-chan?\It's been a while. What's up?\Ah, Nana?\You're in the middle of work now, aren't you? Is it okay to talk?\Mhm. No problem. We met our deadline, so things are pretty peaceful here.\Hey, about that email you sent me regarding your roommate's live show.\Yeah, right! It's next Saturday! Can you come?\Mhm. I'll go with Kyosuke. So tell me how to get there. response:	The three of us can go together then.
context: It's been a while. What's up?\Ah, Nana?\You're in the middle of work now, aren't you? Is it okay to talk?\Mhm. No problem. We met our deadline, so things are pretty peaceful here.\Hey, about that email you sent me regarding your roommate's live show.\Yeah, right! It's next Saturday! Can you come?\Mhm. I'll go with Kyosuke. So tell me how to get there.\The three of us can go together then. response:	Huh? The three of us? What about Shoji?
context: Ah, Nana?\You're in the middle of work now, aren't you? Is it okay to talk?\Mhm. No problem. We met our deadline, so things are pretty peaceful here.\Hey, about that email you sent me regarding your roommate's live show.\Yeah, right! It's next Saturday! Can you come?\Mhm. I'll go with Kyosuke. So tell me how to get there.\The three of us can go together then.\Huh? The three of us? What about Shoji? response:	Shoji said he had to work and couldn't come.
context: You're in the middle of work now, aren't you? Is it okay to talk?\Mhm. No problem. We met our deadline, so things are pretty peaceful here.\Hey, about that email you sent me regarding your roommate's live show.\Yeah, right! It's next Saturday! Can you come?\Mhm. I'll go with Kyosuke. So tell me how to get there.\The three of us can go together then.\Huh? The three of us? What about Shoji?\Shoji said he had to work and couldn't come. response:	Huh?
context: Mhm. No problem. We met our deadline, so things are pretty peaceful here.\Hey, about that email you sent me regarding your roommate's live show.\Yeah, right! It's next Saturday! Can you come?\Mhm. I'll go with Kyosuke. So tell me how to get there.\The three of us can go together then.\Huh? The three of us? What about Shoji?\Shoji said he had to work and couldn't come.\Huh? response:	Hey, Jun-chan. Don't you think Shoji has been acting a little weird lately?
context: Hey, about that email you sent me regarding your roommate's live show.\Yeah, right! It's next Saturday! Can you come?\Mhm. I'll go with Kyosuke. So tell me how to get there.\The three of us can go together then.\Huh? The three of us? What about Shoji?\Shoji said he had to work and couldn't come.\Huh?\Hey, Jun-chan. Don't you think Shoji has been acting a little weird lately? response:	What do you mean?!
context: Yeah, right! It's next Saturday! Can you come?\Mhm. I'll go with Kyosuke. So tell me how to get there.\The three of us can go together then.\Huh? The three of us? What about Shoji?\Shoji said he had to work and couldn't come.\Huh?\Hey, Jun-chan. Don't you think Shoji has been acting a little weird lately?\What do you mean?! response:	I just have this feeling.
context: Mhm. I'll go with Kyosuke. So tell me how to get there.\The three of us can go together then.\Huh? The three of us? What about Shoji?\Shoji said he had to work and couldn't come.\Huh?\Hey, Jun-chan. Don't you think Shoji has been acting a little weird lately?\What do you mean?!\I just have this feeling. response:	You think so? He hasn't really changed at all.
context: The three of us can go together then.\Huh? The three of us? What about Shoji?\Shoji said he had to work and couldn't come.\Huh?\Hey, Jun-chan. Don't you think Shoji has been acting a little weird lately?\What do you mean?!\I just have this feeling.\You think so? He hasn't really changed at all. response:	But I get the feeling he's been avoiding me.
context: Huh? The three of us? What about Shoji?\Shoji said he had to work and couldn't come.\Huh?\Hey, Jun-chan. Don't you think Shoji has been acting a little weird lately?\What do you mean?!\I just have this feeling.\You think so? He hasn't really changed at all.\But I get the feeling he's been avoiding me. response:	That's not true! You're imagining it!
context: Shoji said he had to work and couldn't come.\Huh?\Hey, Jun-chan. Don't you think Shoji has been acting a little weird lately?\What do you mean?!\I just have this feeling.\You think so? He hasn't really changed at all.\But I get the feeling he's been avoiding me.\That's not true! You're imagining it! response:	But it seems that Shoji's seriously growing tired of me.
context: Huh?\Hey, Jun-chan. Don't you think Shoji has been acting a little weird lately?\What do you mean?!\I just have this feeling.\You think so? He hasn't really changed at all.\But I get the feeling he's been avoiding me.\That's not true! You're imagining it!\But it seems that Shoji's seriously growing tired of me. response:	Well, you know, you mustn't make excuses about how busy you are.
context: Hey, Jun-chan. Don't you think Shoji has been acting a little weird lately?\What do you mean?!\I just have this feeling.\You think so? He hasn't really changed at all.\But I get the feeling he's been avoiding me.\That's not true! You're imagining it!\But it seems that Shoji's seriously growing tired of me.\Well, you know, you mustn't make excuses about how busy you are. response:	As hard as it may be, try making the time to see him.
context: What do you mean?!\I just have this feeling.\You think so? He hasn't really changed at all.\But I get the feeling he's been avoiding me.\That's not true! You're imagining it!\But it seems that Shoji's seriously growing tired of me.\Well, you know, you mustn't make excuses about how busy you are.\As hard as it may be, try making the time to see him. response:	Show him that you really care and I'm sure he'll reconsider
context: I just have this feeling.\You think so? He hasn't really changed at all.\But I get the feeling he's been avoiding me.\That's not true! You're imagining it!\But it seems that Shoji's seriously growing tired of me.\Well, you know, you mustn't make excuses about how busy you are.\As hard as it may be, try making the time to see him.\Show him that you really care and I'm sure he'll reconsider response:	his feelings for,., I mean his attitude towards you!
context: You think so? He hasn't really changed at all.\But I get the feeling he's been avoiding me.\That's not true! You're imagining it!\But it seems that Shoji's seriously growing tired of me.\Well, you know, you mustn't make excuses about how busy you are.\As hard as it may be, try making the time to see him.\Show him that you really care and I'm sure he'll reconsider\his feelings for,., I mean his attitude towards you! response:	Oh, I see. You're right. I'll show him that I care. Yeah, I'll do my best.
context: But I get the feeling he's been avoiding me.\That's not true! You're imagining it!\But it seems that Shoji's seriously growing tired of me.\Well, you know, you mustn't make excuses about how busy you are.\As hard as it may be, try making the time to see him.\Show him that you really care and I'm sure he'll reconsider\his feelings for,., I mean his attitude towards you!\Oh, I see. You're right. I'll show him that I care. Yeah, I'll do my best. response:	Thanks, I'll call you later.
context: That's not true! You're imagining it!\But it seems that Shoji's seriously growing tired of me.\Well, you know, you mustn't make excuses about how busy you are.\As hard as it may be, try making the time to see him.\Show him that you really care and I'm sure he'll reconsider\his feelings for,., I mean his attitude towards you!\Oh, I see. You're right. I'll show him that I care. Yeah, I'll do my best.\Thanks, I'll call you later. response:	Come on, Ms. Sakagami. What are you doing here wasting time?
context: But it seems that Shoji's seriously growing tired of me.\Well, you know, you mustn't make excuses about how busy you are.\As hard as it may be, try making the time to see him.\Show him that you really care and I'm sure he'll reconsider\his feelings for,., I mean his attitude towards you!\Oh, I see. You're right. I'll show him that I care. Yeah, I'll do my best.\Thanks, I'll call you later.\Come on, Ms. Sakagami. What are you doing here wasting time? response:	Please get back to work.
context: Well, you know, you mustn't make excuses about how busy you are.\As hard as it may be, try making the time to see him.\Show him that you really care and I'm sure he'll reconsider\his feelings for,., I mean his attitude towards you!\Oh, I see. You're right. I'll show him that I care. Yeah, I'll do my best.\Thanks, I'll call you later.\Come on, Ms. Sakagami. What are you doing here wasting time?\Please get back to work. response:	Why do I hafta take the fall for Shoji? This is all wrong.
context: As hard as it may be, try making the time to see him.\Show him that you really care and I'm sure he'll reconsider\his feelings for,., I mean his attitude towards you!\Oh, I see. You're right. I'll show him that I care. Yeah, I'll do my best.\Thanks, I'll call you later.\Come on, Ms. Sakagami. What are you doing here wasting time?\Please get back to work.\Why do I hafta take the fall for Shoji? This is all wrong. response:	But what else can I do?
context: Show him that you really care and I'm sure he'll reconsider\his feelings for,., I mean his attitude towards you!\Oh, I see. You're right. I'll show him that I care. Yeah, I'll do my best.\Thanks, I'll call you later.\Come on, Ms. Sakagami. What are you doing here wasting time?\Please get back to work.\Why do I hafta take the fall for Shoji? This is all wrong.\But what else can I do? response:	Thank you very much!
context: his feelings for,., I mean his attitude towards you!\Oh, I see. You're right. I'll show him that I care. Yeah, I'll do my best.\Thanks, I'll call you later.\Come on, Ms. Sakagami. What are you doing here wasting time?\Please get back to work.\Why do I hafta take the fall for Shoji? This is all wrong.\But what else can I do?\Thank you very much! response:	Shoji!
context: Oh, I see. You're right. I'll show him that I care. Yeah, I'll do my best.\Thanks, I'll call you later.\Come on, Ms. Sakagami. What are you doing here wasting time?\Please get back to work.\Why do I hafta take the fall for Shoji? This is all wrong.\But what else can I do?\Thank you very much!\Shoji! response:	I came.
context: Thanks, I'll call you later.\Come on, Ms. Sakagami. What are you doing here wasting time?\Please get back to work.\Why do I hafta take the fall for Shoji? This is all wrong.\But what else can I do?\Thank you very much!\Shoji!\I came. response:	Sorry for coming here without any notice.
context: Come on, Ms. Sakagami. What are you doing here wasting time?\Please get back to work.\Why do I hafta take the fall for Shoji? This is all wrong.\But what else can I do?\Thank you very much!\Shoji!\I came.\Sorry for coming here without any notice. response:	Nice to meet you. I'm the bassist, Shin.
context: Please get back to work.\Why do I hafta take the fall for Shoji? This is all wrong.\But what else can I do?\Thank you very much!\Shoji!\I came.\Sorry for coming here without any notice.\Nice to meet you. I'm the bassist, Shin. response:	Hachi wouldn't shut up about wanting to see you.
context: Why do I hafta take the fall for Shoji? This is all wrong.\But what else can I do?\Thank you very much!\Shoji!\I came.\Sorry for coming here without any notice.\Nice to meet you. I'm the bassist, Shin.\Hachi wouldn't shut up about wanting to see you. response:	We came all the way here, so you're paying.
context: But what else can I do?\Thank you very much!\Shoji!\I came.\Sorry for coming here without any notice.\Nice to meet you. I'm the bassist, Shin.\Hachi wouldn't shut up about wanting to see you.\We came all the way here, so you're paying. response:	Umm... Then allow me to show you to your table.
context: Thank you very much!\Shoji!\I came.\Sorry for coming here without any notice.\Nice to meet you. I'm the bassist, Shin.\Hachi wouldn't shut up about wanting to see you.\We came all the way here, so you're paying.\Umm... Then allow me to show you to your table. response:	Please do.
context: Shoji!\I came.\Sorry for coming here without any notice.\Nice to meet you. I'm the bassist, Shin.\Hachi wouldn't shut up about wanting to see you.\We came all the way here, so you're paying.\Umm... Then allow me to show you to your table.\Please do. response:	This way, please.
context: I came.\Sorry for coming here without any notice.\Nice to meet you. I'm the bassist, Shin.\Hachi wouldn't shut up about wanting to see you.\We came all the way here, so you're paying.\Umm... Then allow me to show you to your table.\Please do.\This way, please. response:	No way. I'd rather sit at that window seat over there.
context: Sorry for coming here without any notice.\Nice to meet you. I'm the bassist, Shin.\Hachi wouldn't shut up about wanting to see you.\We came all the way here, so you're paying.\Umm... Then allow me to show you to your table.\Please do.\This way, please.\No way. I'd rather sit at that window seat over there. response:	Why should it matter where we sit?
context: Nice to meet you. I'm the bassist, Shin.\Hachi wouldn't shut up about wanting to see you.\We came all the way here, so you're paying.\Umm... Then allow me to show you to your table.\Please do.\This way, please.\No way. I'd rather sit at that window seat over there.\Why should it matter where we sit? response:	Huh? Where'd Shoji go?
context: Hachi wouldn't shut up about wanting to see you.\We came all the way here, so you're paying.\Umm... Then allow me to show you to your table.\Please do.\This way, please.\No way. I'd rather sit at that window seat over there.\Why should it matter where we sit?\Huh? Where'd Shoji go? response:	I'm sure he went to get us water or something.
context: We came all the way here, so you're paying.\Umm... Then allow me to show you to your table.\Please do.\This way, please.\No way. I'd rather sit at that window seat over there.\Why should it matter where we sit?\Huh? Where'd Shoji go?\I'm sure he went to get us water or something. response:	Would you sit down, already?
context: Umm... Then allow me to show you to your table.\Please do.\This way, please.\No way. I'd rather sit at that window seat over there.\Why should it matter where we sit?\Huh? Where'd Shoji go?\I'm sure he went to get us water or something.\Would you sit down, already? response:	Your boyfriend is so cool, Nana. And that uniform really suits him.
context: Please do.\This way, please.\No way. I'd rather sit at that window seat over there.\Why should it matter where we sit?\Huh? Where'd Shoji go?\I'm sure he went to get us water or something.\Would you sit down, already?\Your boyfriend is so cool, Nana. And that uniform really suits him. response:	Doesn't it? Though he's kinda lame when he speaks.
context: This way, please.\No way. I'd rather sit at that window seat over there.\Why should it matter where we sit?\Huh? Where'd Shoji go?\I'm sure he went to get us water or something.\Would you sit down, already?\Your boyfriend is so cool, Nana. And that uniform really suits him.\Doesn't it? Though he's kinda lame when he speaks. response:	Now how many times have I heard that?
context: No way. I'd rather sit at that window seat over there.\Why should it matter where we sit?\Huh? Where'd Shoji go?\I'm sure he went to get us water or something.\Would you sit down, already?\Your boyfriend is so cool, Nana. And that uniform really suits him.\Doesn't it? Though he's kinda lame when he speaks.\Now how many times have I heard that? response:	What are you doing, Miss Kawamura?!
context: Why should it matter where we sit?\Huh? Where'd Shoji go?\I'm sure he went to get us water or something.\Would you sit down, already?\Your boyfriend is so cool, Nana. And that uniform really suits him.\Doesn't it? Though he's kinda lame when he speaks.\Now how many times have I heard that?\What are you doing, Miss Kawamura?! response:	Excuse me! I'm very sorry!
context: Huh? Where'd Shoji go?\I'm sure he went to get us water or something.\Would you sit down, already?\Your boyfriend is so cool, Nana. And that uniform really suits him.\Doesn't it? Though he's kinda lame when he speaks.\Now how many times have I heard that?\What are you doing, Miss Kawamura?!\Excuse me! I'm very sorry! response:	You could hurt yourself if you pick it up with your bare hands.
context: I'm sure he went to get us water or something.\Would you sit down, already?\Your boyfriend is so cool, Nana. And that uniform really suits him.\Doesn't it? Though he's kinda lame when he speaks.\Now how many times have I heard that?\What are you doing, Miss Kawamura?!\Excuse me! I'm very sorry!\You could hurt yourself if you pick it up with your bare hands. response:	I'll go get a broom.
context: Would you sit down, already?\Your boyfriend is so cool, Nana. And that uniform really suits him.\Doesn't it? Though he's kinda lame when he speaks.\Now how many times have I heard that?\What are you doing, Miss Kawamura?!\Excuse me! I'm very sorry!\You could hurt yourself if you pick it up with your bare hands.\I'll go get a broom. response:	You're bleeding! Are you okay?!
context: Your boyfriend is so cool, Nana. And that uniform really suits him.\Doesn't it? Though he's kinda lame when he speaks.\Now how many times have I heard that?\What are you doing, Miss Kawamura?!\Excuse me! I'm very sorry!\You could hurt yourself if you pick it up with your bare hands.\I'll go get a broom.\You're bleeding! Are you okay?! response:	Your handkerchief. I'm sorry.
context: Doesn't it? Though he's kinda lame when he speaks.\Now how many times have I heard that?\What are you doing, Miss Kawamura?!\Excuse me! I'm very sorry!\You could hurt yourself if you pick it up with your bare hands.\I'll go get a broom.\You're bleeding! Are you okay?!\Your handkerchief. I'm sorry. response:	Don't worry about it. You can have it, so never mind.
context: Now how many times have I heard that?\What are you doing, Miss Kawamura?!\Excuse me! I'm very sorry!\You could hurt yourself if you pick it up with your bare hands.\I'll go get a broom.\You're bleeding! Are you okay?!\Your handkerchief. I'm sorry.\Don't worry about it. You can have it, so never mind. response:	But...
context: What are you doing, Miss Kawamura?!\Excuse me! I'm very sorry!\You could hurt yourself if you pick it up with your bare hands.\I'll go get a broom.\You're bleeding! Are you okay?!\Your handkerchief. I'm sorry.\Don't worry about it. You can have it, so never mind.\But... response:	What's important now is for you to treat that cut.
context: Excuse me! I'm very sorry!\You could hurt yourself if you pick it up with your bare hands.\I'll go get a broom.\You're bleeding! Are you okay?!\Your handkerchief. I'm sorry.\Don't worry about it. You can have it, so never mind.\But...\What's important now is for you to treat that cut. response:	I'm sorry!
context: You could hurt yourself if you pick it up with your bare hands.\I'll go get a broom.\You're bleeding! Are you okay?!\Your handkerchief. I'm sorry.\Don't worry about it. You can have it, so never mind.\But...\What's important now is for you to treat that cut.\I'm sorry! response:	Huh?
context: I'll go get a broom.\You're bleeding! Are you okay?!\Your handkerchief. I'm sorry.\Don't worry about it. You can have it, so never mind.\But...\What's important now is for you to treat that cut.\I'm sorry!\Huh? response:	Miss Kawamura. Why are you crying? Get a hold of yourself!
context: You're bleeding! Are you okay?!\Your handkerchief. I'm sorry.\Don't worry about it. You can have it, so never mind.\But...\What's important now is for you to treat that cut.\I'm sorry!\Huh?\Miss Kawamura. Why are you crying? Get a hold of yourself! response:	I'll take care of things here. You go to the back.
context: Your handkerchief. I'm sorry.\Don't worry about it. You can have it, so never mind.\But...\What's important now is for you to treat that cut.\I'm sorry!\Huh?\Miss Kawamura. Why are you crying? Get a hold of yourself!\I'll take care of things here. You go to the back. response:	I'm terribly sorry for all the trouble, miss.
context: Don't worry about it. You can have it, so never mind.\But...\What's important now is for you to treat that cut.\I'm sorry!\Huh?\Miss Kawamura. Why are you crying? Get a hold of yourself!\I'll take care of things here. You go to the back.\I'm terribly sorry for all the trouble, miss. response:	No, please do not worry about me.
context: But...\What's important now is for you to treat that cut.\I'm sorry!\Huh?\Miss Kawamura. Why are you crying? Get a hold of yourself!\I'll take care of things here. You go to the back.\I'm terribly sorry for all the trouble, miss.\No, please do not worry about me. response:	You're so kind, Hachiko. My impression of you has just improved.
context: What's important now is for you to treat that cut.\I'm sorry!\Huh?\Miss Kawamura. Why are you crying? Get a hold of yourself!\I'll take care of things here. You go to the back.\I'm terribly sorry for all the trouble, miss.\No, please do not worry about me.\You're so kind, Hachiko. My impression of you has just improved. response:	Actually, I used to work at a family restaurant like this in the past,
context: I'm sorry!\Huh?\Miss Kawamura. Why are you crying? Get a hold of yourself!\I'll take care of things here. You go to the back.\I'm terribly sorry for all the trouble, miss.\No, please do not worry about me.\You're so kind, Hachiko. My impression of you has just improved.\Actually, I used to work at a family restaurant like this in the past, response:	so when I see something like that it's like seeing myself.
context: Huh?\Miss Kawamura. Why are you crying? Get a hold of yourself!\I'll take care of things here. You go to the back.\I'm terribly sorry for all the trouble, miss.\No, please do not worry about me.\You're so kind, Hachiko. My impression of you has just improved.\Actually, I used to work at a family restaurant like this in the past,\so when I see something like that it's like seeing myself. response:	Oh. I can just see you making far worse blunders.
context: Miss Kawamura. Why are you crying? Get a hold of yourself!\I'll take care of things here. You go to the back.\I'm terribly sorry for all the trouble, miss.\No, please do not worry about me.\You're so kind, Hachiko. My impression of you has just improved.\Actually, I used to work at a family restaurant like this in the past,\so when I see something like that it's like seeing myself.\Oh. I can just see you making far worse blunders. response:	Huh?
context: I'll take care of things here. You go to the back.\I'm terribly sorry for all the trouble, miss.\No, please do not worry about me.\You're so kind, Hachiko. My impression of you has just improved.\Actually, I used to work at a family restaurant like this in the past,\so when I see something like that it's like seeing myself.\Oh. I can just see you making far worse blunders.\Huh? response:	What's that supposed to mean?! Come on!
context: I'm terribly sorry for all the trouble, miss.\No, please do not worry about me.\You're so kind, Hachiko. My impression of you has just improved.\Actually, I used to work at a family restaurant like this in the past,\so when I see something like that it's like seeing myself.\Oh. I can just see you making far worse blunders.\Huh?\What's that supposed to mean?! Come on! response:	I've run away again.
context: No, please do not worry about me.\You're so kind, Hachiko. My impression of you has just improved.\Actually, I used to work at a family restaurant like this in the past,\so when I see something like that it's like seeing myself.\Oh. I can just see you making far worse blunders.\Huh?\What's that supposed to mean?! Come on!\I've run away again. response:	What am I doing hiding like this?
