context: Ima inochi ga hora kizashite chitte yuku response:	Nigirishimeta unmei
context: Isn't there something you need to worry about more than me?\What is that sound?\The satellites have resumed operation!\Minato! Musubi! Hurry up and run away!\Yes!\Shigi-kun!\What?\Shigi-kun! response:	Kuno-san!
context: What is that sound?\The satellites have resumed operation!\Minato! Musubi! Hurry up and run away!\Yes!\Shigi-kun!\What?\Shigi-kun!\Kuno-san! response:	C-Clothes wrapped around us...
context: The satellites have resumed operation!\Minato! Musubi! Hurry up and run away!\Yes!\Shigi-kun!\What?\Shigi-kun!\Kuno-san!\C-Clothes wrapped around us... response:	Then, suddenly the wind blew, and we're here.
context: Minato! Musubi! Hurry up and run away!\Yes!\Shigi-kun!\What?\Shigi-kun!\Kuno-san!\C-Clothes wrapped around us...\Then, suddenly the wind blew, and we're here. response:	Wind?
context: Yes!\Shigi-kun!\What?\Shigi-kun!\Kuno-san!\C-Clothes wrapped around us...\Then, suddenly the wind blew, and we're here.\Wind? response:	Clothes?
context: Shigi-kun!\What?\Shigi-kun!\Kuno-san!\C-Clothes wrapped around us...\Then, suddenly the wind blew, and we're here.\Wind?\Clothes? response:	Yukari-san.
context: What?\Shigi-kun!\Kuno-san!\C-Clothes wrapped around us...\Then, suddenly the wind blew, and we're here.\Wind?\Clothes?\Yukari-san. response:	We'll be together from now on.
context: Shigi-kun!\Kuno-san!\C-Clothes wrapped around us...\Then, suddenly the wind blew, and we're here.\Wind?\Clothes?\Yukari-san.\We'll be together from now on. response:	Yes. Many years to come...
context: Kuno-san!\C-Clothes wrapped around us...\Then, suddenly the wind blew, and we're here.\Wind?\Clothes?\Yukari-san.\We'll be together from now on.\Yes. Many years to come... response:	Plants grew like crazy all of the sudden...
context: C-Clothes wrapped around us...\Then, suddenly the wind blew, and we're here.\Wind?\Clothes?\Yukari-san.\We'll be together from now on.\Yes. Many years to come...\Plants grew like crazy all of the sudden... response:	Sahashi, aren't you coming with us?
context: Then, suddenly the wind blew, and we're here.\Wind?\Clothes?\Yukari-san.\We'll be together from now on.\Yes. Many years to come...\Plants grew like crazy all of the sudden...\Sahashi, aren't you coming with us? response:	Something to do?
context: Wind?\Clothes?\Yukari-san.\We'll be together from now on.\Yes. Many years to come...\Plants grew like crazy all of the sudden...\Sahashi, aren't you coming with us?\Something to do? response:	Love...
context: Clothes?\Yukari-san.\We'll be together from now on.\Yes. Many years to come...\Plants grew like crazy all of the sudden...\Sahashi, aren't you coming with us?\Something to do?\Love... response:	Please teach love to the little birds.
context: Yukari-san.\We'll be together from now on.\Yes. Many years to come...\Plants grew like crazy all of the sudden...\Sahashi, aren't you coming with us?\Something to do?\Love...\Please teach love to the little birds. response:	I don't know what it is, yet.
context: We'll be together from now on.\Yes. Many years to come...\Plants grew like crazy all of the sudden...\Sahashi, aren't you coming with us?\Something to do?\Love...\Please teach love to the little birds.\I don't know what it is, yet. response:	But I think there's something only I can do.
context: Yes. Many years to come...\Plants grew like crazy all of the sudden...\Sahashi, aren't you coming with us?\Something to do?\Love...\Please teach love to the little birds.\I don't know what it is, yet.\But I think there's something only I can do. response:	I see.
context: Plants grew like crazy all of the sudden...\Sahashi, aren't you coming with us?\Something to do?\Love...\Please teach love to the little birds.\I don't know what it is, yet.\But I think there's something only I can do.\I see. response:	Let's go, Kuno.
context: Sahashi, aren't you coming with us?\Something to do?\Love...\Please teach love to the little birds.\I don't know what it is, yet.\But I think there's something only I can do.\I see.\Let's go, Kuno. response:	Yes!
context: Something to do?\Love...\Please teach love to the little birds.\I don't know what it is, yet.\But I think there's something only I can do.\I see.\Let's go, Kuno.\Yes! response:	Sahashi, do your best!
context: Love...\Please teach love to the little birds.\I don't know what it is, yet.\But I think there's something only I can do.\I see.\Let's go, Kuno.\Yes!\Sahashi, do your best! response:	See you again!
context: Please teach love to the little birds.\I don't know what it is, yet.\But I think there's something only I can do.\I see.\Let's go, Kuno.\Yes!\Sahashi, do your best!\See you again! response:	I'll work harder, so someday...
context: I don't know what it is, yet.\But I think there's something only I can do.\I see.\Let's go, Kuno.\Yes!\Sahashi, do your best!\See you again!\I'll work harder, so someday... response:	Yes, somewhere, let's meet again!
context: But I think there's something only I can do.\I see.\Let's go, Kuno.\Yes!\Sahashi, do your best!\See you again!\I'll work harder, so someday...\Yes, somewhere, let's meet again! response:	A young couple running toward the morning sun...
context: I see.\Let's go, Kuno.\Yes!\Sahashi, do your best!\See you again!\I'll work harder, so someday...\Yes, somewhere, let's meet again!\A young couple running toward the morning sun... response:	How romantic!
context: Let's go, Kuno.\Yes!\Sahashi, do your best!\See you again!\I'll work harder, so someday...\Yes, somewhere, let's meet again!\A young couple running toward the morning sun...\How romantic! response:	I guess.
context: Yes!\Sahashi, do your best!\See you again!\I'll work harder, so someday...\Yes, somewhere, let's meet again!\A young couple running toward the morning sun...\How romantic!\I guess. response:	It's still not enough to forget about my old passion,
context: Sahashi, do your best!\See you again!\I'll work harder, so someday...\Yes, somewhere, let's meet again!\A young couple running toward the morning sun...\How romantic!\I guess.\It's still not enough to forget about my old passion, response:	but now I've seen the man you are, Minato-kun!
context: See you again!\I'll work harder, so someday...\Yes, somewhere, let's meet again!\A young couple running toward the morning sun...\How romantic!\I guess.\It's still not enough to forget about my old passion,\but now I've seen the man you are, Minato-kun! response:	Get strong quickly, Musubi...
context: I'll work harder, so someday...\Yes, somewhere, let's meet again!\A young couple running toward the morning sun...\How romantic!\I guess.\It's still not enough to forget about my old passion,\but now I've seen the man you are, Minato-kun!\Get strong quickly, Musubi... response:	We saw them off safely.
context: Yes, somewhere, let's meet again!\A young couple running toward the morning sun...\How romantic!\I guess.\It's still not enough to forget about my old passion,\but now I've seen the man you are, Minato-kun!\Get strong quickly, Musubi...\We saw them off safely. response:	Shall we go home before MBI shows up?
context: A young couple running toward the morning sun...\How romantic!\I guess.\It's still not enough to forget about my old passion,\but now I've seen the man you are, Minato-kun!\Get strong quickly, Musubi...\We saw them off safely.\Shall we go home before MBI shows up? response:	Kusano-tan, time to withdraw.
context: How romantic!\I guess.\It's still not enough to forget about my old passion,\but now I've seen the man you are, Minato-kun!\Get strong quickly, Musubi...\We saw them off safely.\Shall we go home before MBI shows up?\Kusano-tan, time to withdraw. response:	Everyone, I'm sorry.
context: I guess.\It's still not enough to forget about my old passion,\but now I've seen the man you are, Minato-kun!\Get strong quickly, Musubi...\We saw them off safely.\Shall we go home before MBI shows up?\Kusano-tan, time to withdraw.\Everyone, I'm sorry. response:	I underestimated things... I couldn't do anything. I only relied on you...
context: It's still not enough to forget about my old passion,\but now I've seen the man you are, Minato-kun!\Get strong quickly, Musubi...\We saw them off safely.\Shall we go home before MBI shows up?\Kusano-tan, time to withdraw.\Everyone, I'm sorry.\I underestimated things... I couldn't do anything. I only relied on you... response:	In the end, I put you all in such danger.
context: but now I've seen the man you are, Minato-kun!\Get strong quickly, Musubi...\We saw them off safely.\Shall we go home before MBI shows up?\Kusano-tan, time to withdraw.\Everyone, I'm sorry.\I underestimated things... I couldn't do anything. I only relied on you...\In the end, I put you all in such danger. response:	Minato-san.
context: Get strong quickly, Musubi...\We saw them off safely.\Shall we go home before MBI shows up?\Kusano-tan, time to withdraw.\Everyone, I'm sorry.\I underestimated things... I couldn't do anything. I only relied on you...\In the end, I put you all in such danger.\Minato-san. response:	Because of you, we can all do our very best.
context: We saw them off safely.\Shall we go home before MBI shows up?\Kusano-tan, time to withdraw.\Everyone, I'm sorry.\I underestimated things... I couldn't do anything. I only relied on you...\In the end, I put you all in such danger.\Minato-san.\Because of you, we can all do our very best. response:	As long as you are you, it's enough.
context: Shall we go home before MBI shows up?\Kusano-tan, time to withdraw.\Everyone, I'm sorry.\I underestimated things... I couldn't do anything. I only relied on you...\In the end, I put you all in such danger.\Minato-san.\Because of you, we can all do our very best.\As long as you are you, it's enough. response:	Musubi-chan...
context: Kusano-tan, time to withdraw.\Everyone, I'm sorry.\I underestimated things... I couldn't do anything. I only relied on you...\In the end, I put you all in such danger.\Minato-san.\Because of you, we can all do our very best.\As long as you are you, it's enough.\Musubi-chan... response:	How shall I put this... Musubi is...
context: Everyone, I'm sorry.\I underestimated things... I couldn't do anything. I only relied on you...\In the end, I put you all in such danger.\Minato-san.\Because of you, we can all do our very best.\As long as you are you, it's enough.\Musubi-chan...\How shall I put this... Musubi is... response:	Mm-hmm!
context: I underestimated things... I couldn't do anything. I only relied on you...\In the end, I put you all in such danger.\Minato-san.\Because of you, we can all do our very best.\As long as you are you, it's enough.\Musubi-chan...\How shall I put this... Musubi is...\Mm-hmm! response:	Whoa! Wait! This isn't the place!
context: In the end, I put you all in such danger.\Minato-san.\Because of you, we can all do our very best.\As long as you are you, it's enough.\Musubi-chan...\How shall I put this... Musubi is...\Mm-hmm!\Whoa! Wait! This isn't the place! response:	I'm telling you, we have to get out of here!
context: Minato-san.\Because of you, we can all do our very best.\As long as you are you, it's enough.\Musubi-chan...\How shall I put this... Musubi is...\Mm-hmm!\Whoa! Wait! This isn't the place!\I'm telling you, we have to get out of here! response:	Hey! Are you guys listening?!
context: Because of you, we can all do our very best.\As long as you are you, it's enough.\Musubi-chan...\How shall I put this... Musubi is...\Mm-hmm!\Whoa! Wait! This isn't the place!\I'm telling you, we have to get out of here!\Hey! Are you guys listening?! response:	MBI officially announced that the large-scale growth of giant vegetation
context: As long as you are you, it's enough.\Musubi-chan...\How shall I put this... Musubi is...\Mm-hmm!\Whoa! Wait! This isn't the place!\I'm telling you, we have to get out of here!\Hey! Are you guys listening?!\MBI officially announced that the large-scale growth of giant vegetation response:	MBI officially announced that the large-scale growth of giant vegetation Giant plants appeared in the capital. Gone in one night.
context: Musubi-chan...\How shall I put this... Musubi is...\Mm-hmm!\Whoa! Wait! This isn't the place!\I'm telling you, we have to get out of here!\Hey! Are you guys listening?!\MBI officially announced that the large-scale growth of giant vegetation\MBI officially announced that the large-scale growth of giant vegetation Giant plants appeared in the capital. Gone in one night. response:	And the mysterious collapse of the rail bridge before dawn the other day Giant plants appeared in the capital. Gone in one night.
context: How shall I put this... Musubi is...\Mm-hmm!\Whoa! Wait! This isn't the place!\I'm telling you, we have to get out of here!\Hey! Are you guys listening?!\MBI officially announced that the large-scale growth of giant vegetation\MBI officially announced that the large-scale growth of giant vegetation Giant plants appeared in the capital. Gone in one night.\And the mysterious collapse of the rail bridge before dawn the other day Giant plants appeared in the capital. Gone in one night. response:	Were completely unrelated... Giant plants appeared in the capital. Gone in one night.
context: Mm-hmm!\Whoa! Wait! This isn't the place!\I'm telling you, we have to get out of here!\Hey! Are you guys listening?!\MBI officially announced that the large-scale growth of giant vegetation\MBI officially announced that the large-scale growth of giant vegetation Giant plants appeared in the capital. Gone in one night.\And the mysterious collapse of the rail bridge before dawn the other day Giant plants appeared in the capital. Gone in one night.\Were completely unrelated... Giant plants appeared in the capital. Gone in one night. response:	Were completely unrelated...
context: Whoa! Wait! This isn't the place!\I'm telling you, we have to get out of here!\Hey! Are you guys listening?!\MBI officially announced that the large-scale growth of giant vegetation\MBI officially announced that the large-scale growth of giant vegetation Giant plants appeared in the capital. Gone in one night.\And the mysterious collapse of the rail bridge before dawn the other day Giant plants appeared in the capital. Gone in one night.\Were completely unrelated... Giant plants appeared in the capital. Gone in one night.\Were completely unrelated... response:	Shii-chan...
context: I'm telling you, we have to get out of here!\Hey! Are you guys listening?!\MBI officially announced that the large-scale growth of giant vegetation\MBI officially announced that the large-scale growth of giant vegetation Giant plants appeared in the capital. Gone in one night.\And the mysterious collapse of the rail bridge before dawn the other day Giant plants appeared in the capital. Gone in one night.\Were completely unrelated... Giant plants appeared in the capital. Gone in one night.\Were completely unrelated...\Shii-chan... response:	We're sorry! We're sorry! We're very sorry he always does this!
context: Hey! Are you guys listening?!\MBI officially announced that the large-scale growth of giant vegetation\MBI officially announced that the large-scale growth of giant vegetation Giant plants appeared in the capital. Gone in one night.\And the mysterious collapse of the rail bridge before dawn the other day Giant plants appeared in the capital. Gone in one night.\Were completely unrelated... Giant plants appeared in the capital. Gone in one night.\Were completely unrelated...\Shii-chan...\We're sorry! We're sorry! We're very sorry he always does this! response:	It's okay, even though this is the third consecutive day...
context: MBI officially announced that the large-scale growth of giant vegetation\MBI officially announced that the large-scale growth of giant vegetation Giant plants appeared in the capital. Gone in one night.\And the mysterious collapse of the rail bridge before dawn the other day Giant plants appeared in the capital. Gone in one night.\Were completely unrelated... Giant plants appeared in the capital. Gone in one night.\Were completely unrelated...\Shii-chan...\We're sorry! We're sorry! We're very sorry he always does this!\It's okay, even though this is the third consecutive day... response:	Taking care of a recuperating husband is the real wife's job!
context: MBI officially announced that the large-scale growth of giant vegetation Giant plants appeared in the capital. Gone in one night.\And the mysterious collapse of the rail bridge before dawn the other day Giant plants appeared in the capital. Gone in one night.\Were completely unrelated... Giant plants appeared in the capital. Gone in one night.\Were completely unrelated...\Shii-chan...\We're sorry! We're sorry! We're very sorry he always does this!\It's okay, even though this is the third consecutive day...\Taking care of a recuperating husband is the real wife's job! response:	I am his real wife, too!
context: And the mysterious collapse of the rail bridge before dawn the other day Giant plants appeared in the capital. Gone in one night.\Were completely unrelated... Giant plants appeared in the capital. Gone in one night.\Were completely unrelated...\Shii-chan...\We're sorry! We're sorry! We're very sorry he always does this!\It's okay, even though this is the third consecutive day...\Taking care of a recuperating husband is the real wife's job!\I am his real wife, too! response:	Hey, little brat!
context: Were completely unrelated... Giant plants appeared in the capital. Gone in one night.\Were completely unrelated...\Shii-chan...\We're sorry! We're sorry! We're very sorry he always does this!\It's okay, even though this is the third consecutive day...\Taking care of a recuperating husband is the real wife's job!\I am his real wife, too!\Hey, little brat! response:	An epic battle for Mina-tan!
context: Were completely unrelated...\Shii-chan...\We're sorry! We're sorry! We're very sorry he always does this!\It's okay, even though this is the third consecutive day...\Taking care of a recuperating husband is the real wife's job!\I am his real wife, too!\Hey, little brat!\An epic battle for Mina-tan! response:	And for now, the curtain closes on this story...
context: Shii-chan...\We're sorry! We're sorry! We're very sorry he always does this!\It's okay, even though this is the third consecutive day...\Taking care of a recuperating husband is the real wife's job!\I am his real wife, too!\Hey, little brat!\An epic battle for Mina-tan!\And for now, the curtain closes on this story... response:	However...
context: We're sorry! We're sorry! We're very sorry he always does this!\It's okay, even though this is the third consecutive day...\Taking care of a recuperating husband is the real wife's job!\I am his real wife, too!\Hey, little brat!\An epic battle for Mina-tan!\And for now, the curtain closes on this story...\However... response:	Number 88 was reactivated? That can't happen!
context: It's okay, even though this is the third consecutive day...\Taking care of a recuperating husband is the real wife's job!\I am his real wife, too!\Hey, little brat!\An epic battle for Mina-tan!\And for now, the curtain closes on this story...\However...\Number 88 was reactivated? That can't happen! response:	This requires a detailed investigation.
context: Taking care of a recuperating husband is the real wife's job!\I am his real wife, too!\Hey, little brat!\An epic battle for Mina-tan!\And for now, the curtain closes on this story...\However...\Number 88 was reactivated? That can't happen!\This requires a detailed investigation. response:	I can't believe he emerged right before my eyes!
context: I am his real wife, too!\Hey, little brat!\An epic battle for Mina-tan!\And for now, the curtain closes on this story...\However...\Number 88 was reactivated? That can't happen!\This requires a detailed investigation.\I can't believe he emerged right before my eyes! response:	I wonder if there are some new Sekireis left around.
context: Hey, little brat!\An epic battle for Mina-tan!\And for now, the curtain closes on this story...\However...\Number 88 was reactivated? That can't happen!\This requires a detailed investigation.\I can't believe he emerged right before my eyes!\I wonder if there are some new Sekireis left around. response:	Don't be so greedy.
context: An epic battle for Mina-tan!\And for now, the curtain closes on this story...\However...\Number 88 was reactivated? That can't happen!\This requires a detailed investigation.\I can't believe he emerged right before my eyes!\I wonder if there are some new Sekireis left around.\Don't be so greedy. response:	How many do you think you have at home?
context: And for now, the curtain closes on this story...\However...\Number 88 was reactivated? That can't happen!\This requires a detailed investigation.\I can't believe he emerged right before my eyes!\I wonder if there are some new Sekireis left around.\Don't be so greedy.\How many do you think you have at home? response:	Ouch! I will never forgive that huge-boobed woman!
context: However...\Number 88 was reactivated? That can't happen!\This requires a detailed investigation.\I can't believe he emerged right before my eyes!\I wonder if there are some new Sekireis left around.\Don't be so greedy.\How many do you think you have at home?\Ouch! I will never forgive that huge-boobed woman! response:	Unforgivably huge breasts... Even in a padded bra, you're only a B cup.
context: Number 88 was reactivated? That can't happen!\This requires a detailed investigation.\I can't believe he emerged right before my eyes!\I wonder if there are some new Sekireis left around.\Don't be so greedy.\How many do you think you have at home?\Ouch! I will never forgive that huge-boobed woman!\Unforgivably huge breasts... Even in a padded bra, you're only a B cup. response:	So what?!
context: This requires a detailed investigation.\I can't believe he emerged right before my eyes!\I wonder if there are some new Sekireis left around.\Don't be so greedy.\How many do you think you have at home?\Ouch! I will never forgive that huge-boobed woman!\Unforgivably huge breasts... Even in a padded bra, you're only a B cup.\So what?! response:	Natsuo hates big breasts anyway.
context: I can't believe he emerged right before my eyes!\I wonder if there are some new Sekireis left around.\Don't be so greedy.\How many do you think you have at home?\Ouch! I will never forgive that huge-boobed woman!\Unforgivably huge breasts... Even in a padded bra, you're only a B cup.\So what?!\Natsuo hates big breasts anyway. response:	You look cheerful these days.
context: I wonder if there are some new Sekireis left around.\Don't be so greedy.\How many do you think you have at home?\Ouch! I will never forgive that huge-boobed woman!\Unforgivably huge breasts... Even in a padded bra, you're only a B cup.\So what?!\Natsuo hates big breasts anyway.\You look cheerful these days. response:	You can tell?
context: Don't be so greedy.\How many do you think you have at home?\Ouch! I will never forgive that huge-boobed woman!\Unforgivably huge breasts... Even in a padded bra, you're only a B cup.\So what?!\Natsuo hates big breasts anyway.\You look cheerful these days.\You can tell? response:	Did something good happen to you?
context: How many do you think you have at home?\Ouch! I will never forgive that huge-boobed woman!\Unforgivably huge breasts... Even in a padded bra, you're only a B cup.\So what?!\Natsuo hates big breasts anyway.\You look cheerful these days.\You can tell?\Did something good happen to you? response:	Well... I'm looking forward to what is coming.
context: Ouch! I will never forgive that huge-boobed woman!\Unforgivably huge breasts... Even in a padded bra, you're only a B cup.\So what?!\Natsuo hates big breasts anyway.\You look cheerful these days.\You can tell?\Did something good happen to you?\Well... I'm looking forward to what is coming. response:	It's been so noisy lately, and...
context: Unforgivably huge breasts... Even in a padded bra, you're only a B cup.\So what?!\Natsuo hates big breasts anyway.\You look cheerful these days.\You can tell?\Did something good happen to you?\Well... I'm looking forward to what is coming.\It's been so noisy lately, and... response:	She assisted number 95's escape?
context: So what?!\Natsuo hates big breasts anyway.\You look cheerful these days.\You can tell?\Did something good happen to you?\Well... I'm looking forward to what is coming.\It's been so noisy lately, and...\She assisted number 95's escape? response:	Yes, this is an obvious act of betrayal against you, Higa-sama.
context: Natsuo hates big breasts anyway.\You look cheerful these days.\You can tell?\Did something good happen to you?\Well... I'm looking forward to what is coming.\It's been so noisy lately, and...\She assisted number 95's escape?\Yes, this is an obvious act of betrayal against you, Higa-sama. response:	No, she still has her uses.
context: You look cheerful these days.\You can tell?\Did something good happen to you?\Well... I'm looking forward to what is coming.\It's been so noisy lately, and...\She assisted number 95's escape?\Yes, this is an obvious act of betrayal against you, Higa-sama.\No, she still has her uses. response:	Too strong...
context: You can tell?\Did something good happen to you?\Well... I'm looking forward to what is coming.\It's been so noisy lately, and...\She assisted number 95's escape?\Yes, this is an obvious act of betrayal against you, Higa-sama.\No, she still has her uses.\Too strong... response:	Who are you guys?!
context: Did something good happen to you?\Well... I'm looking forward to what is coming.\It's been so noisy lately, and...\She assisted number 95's escape?\Yes, this is an obvious act of betrayal against you, Higa-sama.\No, she still has her uses.\Too strong...\Who are you guys?! response:	Hey, you?
context: Well... I'm looking forward to what is coming.\It's been so noisy lately, and...\She assisted number 95's escape?\Yes, this is an obvious act of betrayal against you, Higa-sama.\No, she still has her uses.\Too strong...\Who are you guys?!\Hey, you? response:	What?
context: It's been so noisy lately, and...\She assisted number 95's escape?\Yes, this is an obvious act of betrayal against you, Higa-sama.\No, she still has her uses.\Too strong...\Who are you guys?!\Hey, you?\What? response:	Do you know where the number 108 Sekirei is?
context: She assisted number 95's escape?\Yes, this is an obvious act of betrayal against you, Higa-sama.\No, she still has her uses.\Too strong...\Who are you guys?!\Hey, you?\What?\Do you know where the number 108 Sekirei is? response:	Shit!
context: Yes, this is an obvious act of betrayal against you, Higa-sama.\No, she still has her uses.\Too strong...\Who are you guys?!\Hey, you?\What?\Do you know where the number 108 Sekirei is?\Shit! response:	Both of our bodies are honest, huh?
context: No, she still has her uses.\Too strong...\Who are you guys?!\Hey, you?\What?\Do you know where the number 108 Sekirei is?\Shit!\Both of our bodies are honest, huh? response:	What are you talking about?
context: Too strong...\Who are you guys?!\Hey, you?\What?\Do you know where the number 108 Sekirei is?\Shit!\Both of our bodies are honest, huh?\What are you talking about? response:	See you later!
context: Who are you guys?!\Hey, you?\What?\Do you know where the number 108 Sekirei is?\Shit!\Both of our bodies are honest, huh?\What are you talking about?\See you later! response:	Must thou go to this prep school even though thou art so injured?
context: Hey, you?\What?\Do you know where the number 108 Sekirei is?\Shit!\Both of our bodies are honest, huh?\What are you talking about?\See you later!\Must thou go to this prep school even though thou art so injured? response:	Yeah, I've played hooky so much lately.
context: What?\Do you know where the number 108 Sekirei is?\Shit!\Both of our bodies are honest, huh?\What are you talking about?\See you later!\Must thou go to this prep school even though thou art so injured?\Yeah, I've played hooky so much lately. response:	Have a nice day, Minato-san!
context: Do you know where the number 108 Sekirei is?\Shit!\Both of our bodies are honest, huh?\What are you talking about?\See you later!\Must thou go to this prep school even though thou art so injured?\Yeah, I've played hooky so much lately.\Have a nice day, Minato-san! response:	Have a nice day!
context: Shit!\Both of our bodies are honest, huh?\What are you talking about?\See you later!\Must thou go to this prep school even though thou art so injured?\Yeah, I've played hooky so much lately.\Have a nice day, Minato-san!\Have a nice day! response:	Sending a husband off is the real wife's duty, as I've said a thousand times!
context: Both of our bodies are honest, huh?\What are you talking about?\See you later!\Must thou go to this prep school even though thou art so injured?\Yeah, I've played hooky so much lately.\Have a nice day, Minato-san!\Have a nice day!\Sending a husband off is the real wife's duty, as I've said a thousand times! response:	I'm his real wife, too!
context: What are you talking about?\See you later!\Must thou go to this prep school even though thou art so injured?\Yeah, I've played hooky so much lately.\Have a nice day, Minato-san!\Have a nice day!\Sending a husband off is the real wife's duty, as I've said a thousand times!\I'm his real wife, too! response:	- Both of ye, stay out of this! - I'm begging you, don't fight...
context: See you later!\Must thou go to this prep school even though thou art so injured?\Yeah, I've played hooky so much lately.\Have a nice day, Minato-san!\Have a nice day!\Sending a husband off is the real wife's duty, as I've said a thousand times!\I'm his real wife, too!\- Both of ye, stay out of this! - I'm begging you, don't fight... response:	When we Sekireis meet our destined partners, we react whether we like it or not, you know?
context: Must thou go to this prep school even though thou art so injured?\Yeah, I've played hooky so much lately.\Have a nice day, Minato-san!\Have a nice day!\Sending a husband off is the real wife's duty, as I've said a thousand times!\I'm his real wife, too!\- Both of ye, stay out of this! - I'm begging you, don't fight...\When we Sekireis meet our destined partners, we react whether we like it or not, you know? response:	Damn!
context: Yeah, I've played hooky so much lately.\Have a nice day, Minato-san!\Have a nice day!\Sending a husband off is the real wife's duty, as I've said a thousand times!\I'm his real wife, too!\- Both of ye, stay out of this! - I'm begging you, don't fight...\When we Sekireis meet our destined partners, we react whether we like it or not, you know?\Damn! response:	That's right! The story is not over.
context: Have a nice day, Minato-san!\Have a nice day!\Sending a husband off is the real wife's duty, as I've said a thousand times!\I'm his real wife, too!\- Both of ye, stay out of this! - I'm begging you, don't fight...\When we Sekireis meet our destined partners, we react whether we like it or not, you know?\Damn!\That's right! The story is not over. response:	No, the story weaved by the little birds begins now!
context: Have a nice day!\Sending a husband off is the real wife's duty, as I've said a thousand times!\I'm his real wife, too!\- Both of ye, stay out of this! - I'm begging you, don't fight...\When we Sekireis meet our destined partners, we react whether we like it or not, you know?\Damn!\That's right! The story is not over.\No, the story weaved by the little birds begins now! response:	Ladies and gentlemen, wait and see!
