context: The controls aren't working! response:	We're being washed away!
context: You will make a fine vessel.\At last, I can realize my dream.\Give me back my body!\You have to keep your promise.\You...\My name is Mikage.\My domain is the shadows of love.\You should be grateful. response:	For a Wingless to host an angel is a rare gift.
context: At last, I can realize my dream.\Give me back my body!\You have to keep your promise.\You...\My name is Mikage.\My domain is the shadows of love.\You should be grateful.\For a Wingless to host an angel is a rare gift. response:	Reverse!
context: Give me back my body!\You have to keep your promise.\You...\My name is Mikage.\My domain is the shadows of love.\You should be grateful.\For a Wingless to host an angel is a rare gift.\Reverse! response:	You can't run anymore, Kagura.
context: You have to keep your promise.\You...\My name is Mikage.\My domain is the shadows of love.\You should be grateful.\For a Wingless to host an angel is a rare gift.\Reverse!\You can't run anymore, Kagura. response:	Surrender and hand over the true Eve.
context: You...\My name is Mikage.\My domain is the shadows of love.\You should be grateful.\For a Wingless to host an angel is a rare gift.\Reverse!\You can't run anymore, Kagura.\Surrender and hand over the true Eve. response:	Damn you, Izumo! You're not getting my wench!
context: My name is Mikage.\My domain is the shadows of love.\You should be grateful.\For a Wingless to host an angel is a rare gift.\Reverse!\You can't run anymore, Kagura.\Surrender and hand over the true Eve.\Damn you, Izumo! You're not getting my wench! response:	This is my smelly wench and no one else's!
context: My domain is the shadows of love.\You should be grateful.\For a Wingless to host an angel is a rare gift.\Reverse!\You can't run anymore, Kagura.\Surrender and hand over the true Eve.\Damn you, Izumo! You're not getting my wench!\This is my smelly wench and no one else's! response:	Mikono!
context: You should be grateful.\For a Wingless to host an angel is a rare gift.\Reverse!\You can't run anymore, Kagura.\Surrender and hand over the true Eve.\Damn you, Izumo! You're not getting my wench!\This is my smelly wench and no one else's!\Mikono! response:	Zessica!
context: For a Wingless to host an angel is a rare gift.\Reverse!\You can't run anymore, Kagura.\Surrender and hand over the true Eve.\Damn you, Izumo! You're not getting my wench!\This is my smelly wench and no one else's!\Mikono!\Zessica! response:	I figured it out!
context: Reverse!\You can't run anymore, Kagura.\Surrender and hand over the true Eve.\Damn you, Izumo! You're not getting my wench!\This is my smelly wench and no one else's!\Mikono!\Zessica!\I figured it out! response:	This planet's leader is crazy! We have to beat him or the fighting will never stop!
context: You can't run anymore, Kagura.\Surrender and hand over the true Eve.\Damn you, Izumo! You're not getting my wench!\This is my smelly wench and no one else's!\Mikono!\Zessica!\I figured it out!\This planet's leader is crazy! We have to beat him or the fighting will never stop! response:	Zessica?
context: Surrender and hand over the true Eve.\Damn you, Izumo! You're not getting my wench!\This is my smelly wench and no one else's!\Mikono!\Zessica!\I figured it out!\This planet's leader is crazy! We have to beat him or the fighting will never stop!\Zessica? response:	Call the Wings of the Sun, Solar Aquarion!
context: Damn you, Izumo! You're not getting my wench!\This is my smelly wench and no one else's!\Mikono!\Zessica!\I figured it out!\This planet's leader is crazy! We have to beat him or the fighting will never stop!\Zessica?\Call the Wings of the Sun, Solar Aquarion! response:	Who, me?
context: This is my smelly wench and no one else's!\Mikono!\Zessica!\I figured it out!\This planet's leader is crazy! We have to beat him or the fighting will never stop!\Zessica?\Call the Wings of the Sun, Solar Aquarion!\Who, me? response:	You've got Apollo's soul! You can do it!
context: Mikono!\Zessica!\I figured it out!\This planet's leader is crazy! We have to beat him or the fighting will never stop!\Zessica?\Call the Wings of the Sun, Solar Aquarion!\Who, me?\You've got Apollo's soul! You can do it! response:	You can do it...
context: Zessica!\I figured it out!\This planet's leader is crazy! We have to beat him or the fighting will never stop!\Zessica?\Call the Wings of the Sun, Solar Aquarion!\Who, me?\You've got Apollo's soul! You can do it!\You can do it... response:	Aquarion!
context: I figured it out!\This planet's leader is crazy! We have to beat him or the fighting will never stop!\Zessica?\Call the Wings of the Sun, Solar Aquarion!\Who, me?\You've got Apollo's soul! You can do it!\You can do it...\Aquarion! response:	It actually came!
context: This planet's leader is crazy! We have to beat him or the fighting will never stop!\Zessica?\Call the Wings of the Sun, Solar Aquarion!\Who, me?\You've got Apollo's soul! You can do it!\You can do it...\Aquarion!\It actually came! response:	The Wings of the Sun!
context: Zessica?\Call the Wings of the Sun, Solar Aquarion!\Who, me?\You've got Apollo's soul! You can do it!\You can do it...\Aquarion!\It actually came!\The Wings of the Sun! response:	You dare oppose me?
context: Call the Wings of the Sun, Solar Aquarion!\Who, me?\You've got Apollo's soul! You can do it!\You can do it...\Aquarion!\It actually came!\The Wings of the Sun!\You dare oppose me? response:	Now, let's begin telling...
context: Who, me?\You've got Apollo's soul! You can do it!\You can do it...\Aquarion!\It actually came!\The Wings of the Sun!\You dare oppose me?\Now, let's begin telling... response:	a real legend.
context: You've got Apollo's soul! You can do it!\You can do it...\Aquarion!\It actually came!\The Wings of the Sun!\You dare oppose me?\Now, let's begin telling...\a real legend. response:	All you have to do is close your eyes
context: You can do it...\Aquarion!\It actually came!\The Wings of the Sun!\You dare oppose me?\Now, let's begin telling...\a real legend.\All you have to do is close your eyes response:	to go back to a warm, peaceful morning.
context: Aquarion!\It actually came!\The Wings of the Sun!\You dare oppose me?\Now, let's begin telling...\a real legend.\All you have to do is close your eyes\to go back to a warm, peaceful morning. response:	But I have to keep my eyes open.
context: It actually came!\The Wings of the Sun!\You dare oppose me?\Now, let's begin telling...\a real legend.\All you have to do is close your eyes\to go back to a warm, peaceful morning.\But I have to keep my eyes open. response:	Life may be a struggle, but I'm holding onto mine.
context: The Wings of the Sun!\You dare oppose me?\Now, let's begin telling...\a real legend.\All you have to do is close your eyes\to go back to a warm, peaceful morning.\But I have to keep my eyes open.\Life may be a struggle, but I'm holding onto mine. response:	masatsu wo shiranai yasashisa de
context: You dare oppose me?\Now, let's begin telling...\a real legend.\All you have to do is close your eyes\to go back to a warm, peaceful morning.\But I have to keep my eyes open.\Life may be a struggle, but I'm holding onto mine.\masatsu wo shiranai yasashisa de response:	kiri fukai mori ni mayou
context: Now, let's begin telling...\a real legend.\All you have to do is close your eyes\to go back to a warm, peaceful morning.\But I have to keep my eyes open.\Life may be a struggle, but I'm holding onto mine.\masatsu wo shiranai yasashisa de\kiri fukai mori ni mayou response:	futari sennen toozakaru
context: a real legend.\All you have to do is close your eyes\to go back to a warm, peaceful morning.\But I have to keep my eyes open.\Life may be a struggle, but I'm holding onto mine.\masatsu wo shiranai yasashisa de\kiri fukai mori ni mayou\futari sennen toozakaru response:	haiiro no haamonii
context: All you have to do is close your eyes\to go back to a warm, peaceful morning.\But I have to keep my eyes open.\Life may be a struggle, but I'm holding onto mine.\masatsu wo shiranai yasashisa de\kiri fukai mori ni mayou\futari sennen toozakaru\haiiro no haamonii response:	ai to jiyuu wa
context: to go back to a warm, peaceful morning.\But I have to keep my eyes open.\Life may be a struggle, but I'm holding onto mine.\masatsu wo shiranai yasashisa de\kiri fukai mori ni mayou\futari sennen toozakaru\haiiro no haamonii\ai to jiyuu wa response:	naze deau koto dekinai
context: But I have to keep my eyes open.\Life may be a struggle, but I'm holding onto mine.\masatsu wo shiranai yasashisa de\kiri fukai mori ni mayou\futari sennen toozakaru\haiiro no haamonii\ai to jiyuu wa\naze deau koto dekinai response:	itsuka areno no tsuyu ni naru made
context: Life may be a struggle, but I'm holding onto mine.\masatsu wo shiranai yasashisa de\kiri fukai mori ni mayou\futari sennen toozakaru\haiiro no haamonii\ai to jiyuu wa\naze deau koto dekinai\itsuka areno no tsuyu ni naru made response:	kokoro no omosa ai no omosa
context: masatsu wo shiranai yasashisa de\kiri fukai mori ni mayou\futari sennen toozakaru\haiiro no haamonii\ai to jiyuu wa\naze deau koto dekinai\itsuka areno no tsuyu ni naru made\kokoro no omosa ai no omosa response:	zenshin de kiiteita
context: kiri fukai mori ni mayou\futari sennen toozakaru\haiiro no haamonii\ai to jiyuu wa\naze deau koto dekinai\itsuka areno no tsuyu ni naru made\kokoro no omosa ai no omosa\zenshin de kiiteita response:	urei kedakai ushiro sugata
context: futari sennen toozakaru\haiiro no haamonii\ai to jiyuu wa\naze deau koto dekinai\itsuka areno no tsuyu ni naru made\kokoro no omosa ai no omosa\zenshin de kiiteita\urei kedakai ushiro sugata response:	anata no yume wo mamorinuketa nara
context: haiiro no haamonii\ai to jiyuu wa\naze deau koto dekinai\itsuka areno no tsuyu ni naru made\kokoro no omosa ai no omosa\zenshin de kiiteita\urei kedakai ushiro sugata\anata no yume wo mamorinuketa nara response:	tsuki ni aragau nagai furea
context: ai to jiyuu wa\naze deau koto dekinai\itsuka areno no tsuyu ni naru made\kokoro no omosa ai no omosa\zenshin de kiiteita\urei kedakai ushiro sugata\anata no yume wo mamorinuketa nara\tsuki ni aragau nagai furea response:	hajimaru mo sezu owaru monogatari
context: naze deau koto dekinai\itsuka areno no tsuyu ni naru made\kokoro no omosa ai no omosa\zenshin de kiiteita\urei kedakai ushiro sugata\anata no yume wo mamorinuketa nara\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari response:	sotto sora ni oku namida wa
context: itsuka areno no tsuyu ni naru made\kokoro no omosa ai no omosa\zenshin de kiiteita\urei kedakai ushiro sugata\anata no yume wo mamorinuketa nara\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\sotto sora ni oku namida wa response:	mikan no symphonia
context: kokoro no omosa ai no omosa\zenshin de kiiteita\urei kedakai ushiro sugata\anata no yume wo mamorinuketa nara\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\sotto sora ni oku namida wa\mikan no symphonia response:	anata dake ni kimi dake ni hoshi no yuigon
context: zenshin de kiiteita\urei kedakai ushiro sugata\anata no yume wo mamorinuketa nara\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\sotto sora ni oku namida wa\mikan no symphonia\anata dake ni kimi dake ni hoshi no yuigon response:	anata ni aitai
context: urei kedakai ushiro sugata\anata no yume wo mamorinuketa nara\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\sotto sora ni oku namida wa\mikan no symphonia\anata dake ni kimi dake ni hoshi no yuigon\anata ni aitai response:	With a compassion that never knew conflict
context: anata no yume wo mamorinuketa nara\tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\sotto sora ni oku namida wa\mikan no symphonia\anata dake ni kimi dake ni hoshi no yuigon\anata ni aitai\With a compassion that never knew conflict response:	The two got lost in the mist-covered forest
context: tsuki ni aragau nagai furea\hajimaru mo sezu owaru monogatari\sotto sora ni oku namida wa\mikan no symphonia\anata dake ni kimi dake ni hoshi no yuigon\anata ni aitai\With a compassion that never knew conflict\The two got lost in the mist-covered forest response:	and drifted apart a thousand years
context: hajimaru mo sezu owaru monogatari\sotto sora ni oku namida wa\mikan no symphonia\anata dake ni kimi dake ni hoshi no yuigon\anata ni aitai\With a compassion that never knew conflict\The two got lost in the mist-covered forest\and drifted apart a thousand years response:	An ash-grey harmony
context: sotto sora ni oku namida wa\mikan no symphonia\anata dake ni kimi dake ni hoshi no yuigon\anata ni aitai\With a compassion that never knew conflict\The two got lost in the mist-covered forest\and drifted apart a thousand years\An ash-grey harmony response:	Why must love and freedom
context: mikan no symphonia\anata dake ni kimi dake ni hoshi no yuigon\anata ni aitai\With a compassion that never knew conflict\The two got lost in the mist-covered forest\and drifted apart a thousand years\An ash-grey harmony\Why must love and freedom response:	be fated to never come together
context: anata dake ni kimi dake ni hoshi no yuigon\anata ni aitai\With a compassion that never knew conflict\The two got lost in the mist-covered forest\and drifted apart a thousand years\An ash-grey harmony\Why must love and freedom\be fated to never come together response:	until the day they are but dew in the wilds
context: anata ni aitai\With a compassion that never knew conflict\The two got lost in the mist-covered forest\and drifted apart a thousand years\An ash-grey harmony\Why must love and freedom\be fated to never come together\until the day they are but dew in the wilds response:	A soul is heavy, and love is heavy
context: With a compassion that never knew conflict\The two got lost in the mist-covered forest\and drifted apart a thousand years\An ash-grey harmony\Why must love and freedom\be fated to never come together\until the day they are but dew in the wilds\A soul is heavy, and love is heavy response:	I listened with all my being
context: The two got lost in the mist-covered forest\and drifted apart a thousand years\An ash-grey harmony\Why must love and freedom\be fated to never come together\until the day they are but dew in the wilds\A soul is heavy, and love is heavy\I listened with all my being response:	As you walked away, sad yet proud
context: and drifted apart a thousand years\An ash-grey harmony\Why must love and freedom\be fated to never come together\until the day they are but dew in the wilds\A soul is heavy, and love is heavy\I listened with all my being\As you walked away, sad yet proud response:	If only I had been able to defend your dreams
context: An ash-grey harmony\Why must love and freedom\be fated to never come together\until the day they are but dew in the wilds\A soul is heavy, and love is heavy\I listened with all my being\As you walked away, sad yet proud\If only I had been able to defend your dreams response:	A long flare reaches out against the moon
context: Why must love and freedom\be fated to never come together\until the day they are but dew in the wilds\A soul is heavy, and love is heavy\I listened with all my being\As you walked away, sad yet proud\If only I had been able to defend your dreams\A long flare reaches out against the moon response:	The story ends before it could even begin
context: be fated to never come together\until the day they are but dew in the wilds\A soul is heavy, and love is heavy\I listened with all my being\As you walked away, sad yet proud\If only I had been able to defend your dreams\A long flare reaches out against the moon\The story ends before it could even begin response:	The tears I shed quietly up to the sky
context: until the day they are but dew in the wilds\A soul is heavy, and love is heavy\I listened with all my being\As you walked away, sad yet proud\If only I had been able to defend your dreams\A long flare reaches out against the moon\The story ends before it could even begin\The tears I shed quietly up to the sky response:	form an incomplete symphony
context: A soul is heavy, and love is heavy\I listened with all my being\As you walked away, sad yet proud\If only I had been able to defend your dreams\A long flare reaches out against the moon\The story ends before it could even begin\The tears I shed quietly up to the sky\form an incomplete symphony response:	They are the will I leave in the stars to you, only to you
context: I listened with all my being\As you walked away, sad yet proud\If only I had been able to defend your dreams\A long flare reaches out against the moon\The story ends before it could even begin\The tears I shed quietly up to the sky\form an incomplete symphony\They are the will I leave in the stars to you, only to you response:	I want to see you
context: As you walked away, sad yet proud\If only I had been able to defend your dreams\A long flare reaches out against the moon\The story ends before it could even begin\The tears I shed quietly up to the sky\form an incomplete symphony\They are the will I leave in the stars to you, only to you\I want to see you response:	Song of Legend
context: If only I had been able to defend your dreams\A long flare reaches out against the moon\The story ends before it could even begin\The tears I shed quietly up to the sky\form an incomplete symphony\They are the will I leave in the stars to you, only to you\I want to see you\Song of Legend response:	Next Time
