context: My dream was to make it big with my band response:	and have everyone in Japan know my name.
context: It actually makes you stand out more.\I got a little time off,\so I wanted to come and see how you look as an actress.\I'm just an extra.\That bank employee uniform looks good on you.\You look so grown-up.\I kinda feel that...\you've been trying to make a move on me since this morning. response:	No! I didn't mean to...
context: I got a little time off,\so I wanted to come and see how you look as an actress.\I'm just an extra.\That bank employee uniform looks good on you.\You look so grown-up.\I kinda feel that...\you've been trying to make a move on me since this morning.\No! I didn't mean to... response:	Well, maybe a little...
context: so I wanted to come and see how you look as an actress.\I'm just an extra.\That bank employee uniform looks good on you.\You look so grown-up.\I kinda feel that...\you've been trying to make a move on me since this morning.\No! I didn't mean to...\Well, maybe a little... response:	Don't tease grown-ups.
context: I'm just an extra.\That bank employee uniform looks good on you.\You look so grown-up.\I kinda feel that...\you've been trying to make a move on me since this morning.\No! I didn't mean to...\Well, maybe a little...\Don't tease grown-ups. response:	No, wait!
context: That bank employee uniform looks good on you.\You look so grown-up.\I kinda feel that...\you've been trying to make a move on me since this morning.\No! I didn't mean to...\Well, maybe a little...\Don't tease grown-ups.\No, wait! response:	I may look like a kid, but I am twenty years old!
context: You look so grown-up.\I kinda feel that...\you've been trying to make a move on me since this morning.\No! I didn't mean to...\Well, maybe a little...\Don't tease grown-ups.\No, wait!\I may look like a kid, but I am twenty years old! response:	Really? I thought you were probably still in high school.
context: I kinda feel that...\you've been trying to make a move on me since this morning.\No! I didn't mean to...\Well, maybe a little...\Don't tease grown-ups.\No, wait!\I may look like a kid, but I am twenty years old!\Really? I thought you were probably still in high school. response:	I'll be 21 in three months.
context: you've been trying to make a move on me since this morning.\No! I didn't mean to...\Well, maybe a little...\Don't tease grown-ups.\No, wait!\I may look like a kid, but I am twenty years old!\Really? I thought you were probably still in high school.\I'll be 21 in three months. response:	January? What day?
context: No! I didn't mean to...\Well, maybe a little...\Don't tease grown-ups.\No, wait!\I may look like a kid, but I am twenty years old!\Really? I thought you were probably still in high school.\I'll be 21 in three months.\January? What day? response:	The 23rd.
context: Well, maybe a little...\Don't tease grown-ups.\No, wait!\I may look like a kid, but I am twenty years old!\Really? I thought you were probably still in high school.\I'll be 21 in three months.\January? What day?\The 23rd. response:	Then you're an Aquarius.
context: Don't tease grown-ups.\No, wait!\I may look like a kid, but I am twenty years old!\Really? I thought you were probably still in high school.\I'll be 21 in three months.\January? What day?\The 23rd.\Then you're an Aquarius. response:	Yep! All the guys in my band are Aquarius.
context: No, wait!\I may look like a kid, but I am twenty years old!\Really? I thought you were probably still in high school.\I'll be 21 in three months.\January? What day?\The 23rd.\Then you're an Aquarius.\Yep! All the guys in my band are Aquarius. response:	You're a Virgo, right? Born on September 12, blood type A.
context: I may look like a kid, but I am twenty years old!\Really? I thought you were probably still in high school.\I'll be 21 in three months.\January? What day?\The 23rd.\Then you're an Aquarius.\Yep! All the guys in my band are Aquarius.\You're a Virgo, right? Born on September 12, blood type A. response:	My blood type's A, too.
context: Really? I thought you were probably still in high school.\I'll be 21 in three months.\January? What day?\The 23rd.\Then you're an Aquarius.\Yep! All the guys in my band are Aquarius.\You're a Virgo, right? Born on September 12, blood type A.\My blood type's A, too. response:	You look like you're in your teens, but you're 22, right?
context: I'll be 21 in three months.\January? What day?\The 23rd.\Then you're an Aquarius.\Yep! All the guys in my band are Aquarius.\You're a Virgo, right? Born on September 12, blood type A.\My blood type's A, too.\You look like you're in your teens, but you're 22, right? response:	I was surprised when I saw your profile at the agency.
context: January? What day?\The 23rd.\Then you're an Aquarius.\Yep! All the guys in my band are Aquarius.\You're a Virgo, right? Born on September 12, blood type A.\My blood type's A, too.\You look like you're in your teens, but you're 22, right?\I was surprised when I saw your profile at the agency. response:	But if we were in school, we'd only be one grade apart.
context: The 23rd.\Then you're an Aquarius.\Yep! All the guys in my band are Aquarius.\You're a Virgo, right? Born on September 12, blood type A.\My blood type's A, too.\You look like you're in your teens, but you're 22, right?\I was surprised when I saw your profile at the agency.\But if we were in school, we'd only be one grade apart. response:	That's what my profile says.
context: Then you're an Aquarius.\Yep! All the guys in my band are Aquarius.\You're a Virgo, right? Born on September 12, blood type A.\My blood type's A, too.\You look like you're in your teens, but you're 22, right?\I was surprised when I saw your profile at the agency.\But if we were in school, we'd only be one grade apart.\That's what my profile says. response:	Huh? How old are you really?
context: Yep! All the guys in my band are Aquarius.\You're a Virgo, right? Born on September 12, blood type A.\My blood type's A, too.\You look like you're in your teens, but you're 22, right?\I was surprised when I saw your profile at the agency.\But if we were in school, we'd only be one grade apart.\That's what my profile says.\Huh? How old are you really? response:	Twenty-seven.
context: You're a Virgo, right? Born on September 12, blood type A.\My blood type's A, too.\You look like you're in your teens, but you're 22, right?\I was surprised when I saw your profile at the agency.\But if we were in school, we'd only be one grade apart.\That's what my profile says.\Huh? How old are you really?\Twenty-seven. response:	Don't be so obviously shocked.
context: My blood type's A, too.\You look like you're in your teens, but you're 22, right?\I was surprised when I saw your profile at the agency.\But if we were in school, we'd only be one grade apart.\That's what my profile says.\Huh? How old are you really?\Twenty-seven.\Don't be so obviously shocked. response:	I'm sorry.
context: You look like you're in your teens, but you're 22, right?\I was surprised when I saw your profile at the agency.\But if we were in school, we'd only be one grade apart.\That's what my profile says.\Huh? How old are you really?\Twenty-seven.\Don't be so obviously shocked.\I'm sorry. response:	It's fine. I'm used to it. Now get back to work.
context: I was surprised when I saw your profile at the agency.\But if we were in school, we'd only be one grade apart.\That's what my profile says.\Huh? How old are you really?\Twenty-seven.\Don't be so obviously shocked.\I'm sorry.\It's fine. I'm used to it. Now get back to work. response:	Yes...
context: But if we were in school, we'd only be one grade apart.\That's what my profile says.\Huh? How old are you really?\Twenty-seven.\Don't be so obviously shocked.\I'm sorry.\It's fine. I'm used to it. Now get back to work.\Yes... response:	VACANT CAR
context: That's what my profile says.\Huh? How old are you really?\Twenty-seven.\Don't be so obviously shocked.\I'm sorry.\It's fine. I'm used to it. Now get back to work.\Yes...\VACANT CAR response:	METER RUNNING
context: Huh? How old are you really?\Twenty-seven.\Don't be so obviously shocked.\I'm sorry.\It's fine. I'm used to it. Now get back to work.\Yes...\VACANT CAR\METER RUNNING response:	METER RUNNING It's over.
context: Twenty-seven.\Don't be so obviously shocked.\I'm sorry.\It's fine. I'm used to it. Now get back to work.\Yes...\VACANT CAR\METER RUNNING\METER RUNNING It's over. response:	There's no way someone seven years older would pay any attention to me.
context: Don't be so obviously shocked.\I'm sorry.\It's fine. I'm used to it. Now get back to work.\Yes...\VACANT CAR\METER RUNNING\METER RUNNING It's over.\There's no way someone seven years older would pay any attention to me. response:	Age aside, she probably thinks she can't depend on me.
context: I'm sorry.\It's fine. I'm used to it. Now get back to work.\Yes...\VACANT CAR\METER RUNNING\METER RUNNING It's over.\There's no way someone seven years older would pay any attention to me.\Age aside, she probably thinks she can't depend on me. response:	So you want to be supported by these frail arms.
context: It's fine. I'm used to it. Now get back to work.\Yes...\VACANT CAR\METER RUNNING\METER RUNNING It's over.\There's no way someone seven years older would pay any attention to me.\Age aside, she probably thinks she can't depend on me.\So you want to be supported by these frail arms. response:	Yes. Totally.
context: Yes...\VACANT CAR\METER RUNNING\METER RUNNING It's over.\There's no way someone seven years older would pay any attention to me.\Age aside, she probably thinks she can't depend on me.\So you want to be supported by these frail arms.\Yes. Totally. response:	It's impossible.
context: VACANT CAR\METER RUNNING\METER RUNNING It's over.\There's no way someone seven years older would pay any attention to me.\Age aside, she probably thinks she can't depend on me.\So you want to be supported by these frail arms.\Yes. Totally.\It's impossible. response:	When I was a child, I thought no one would ever love me.
context: METER RUNNING\METER RUNNING It's over.\There's no way someone seven years older would pay any attention to me.\Age aside, she probably thinks she can't depend on me.\So you want to be supported by these frail arms.\Yes. Totally.\It's impossible.\When I was a child, I thought no one would ever love me. response:	So that winter back when I was sixteen and got involved with Ren,
context: METER RUNNING It's over.\There's no way someone seven years older would pay any attention to me.\Age aside, she probably thinks she can't depend on me.\So you want to be supported by these frail arms.\Yes. Totally.\It's impossible.\When I was a child, I thought no one would ever love me.\So that winter back when I was sixteen and got involved with Ren, response:	I thought I was having the most unbelievably happy dream.
context: There's no way someone seven years older would pay any attention to me.\Age aside, she probably thinks she can't depend on me.\So you want to be supported by these frail arms.\Yes. Totally.\It's impossible.\When I was a child, I thought no one would ever love me.\So that winter back when I was sixteen and got involved with Ren,\I thought I was having the most unbelievably happy dream. response:	It didn't feel real.
context: Age aside, she probably thinks she can't depend on me.\So you want to be supported by these frail arms.\Yes. Totally.\It's impossible.\When I was a child, I thought no one would ever love me.\So that winter back when I was sixteen and got involved with Ren,\I thought I was having the most unbelievably happy dream.\It didn't feel real. response:	Shin...
context: So you want to be supported by these frail arms.\Yes. Totally.\It's impossible.\When I was a child, I thought no one would ever love me.\So that winter back when I was sixteen and got involved with Ren,\I thought I was having the most unbelievably happy dream.\It didn't feel real.\Shin... response:	It's my birthday next week.
context: Yes. Totally.\It's impossible.\When I was a child, I thought no one would ever love me.\So that winter back when I was sixteen and got involved with Ren,\I thought I was having the most unbelievably happy dream.\It didn't feel real.\Shin...\It's my birthday next week. response:	Happy birthday!
context: It's impossible.\When I was a child, I thought no one would ever love me.\So that winter back when I was sixteen and got involved with Ren,\I thought I was having the most unbelievably happy dream.\It didn't feel real.\Shin...\It's my birthday next week.\Happy birthday! response:	There's nothing happy about it! I'll be 23!
context: When I was a child, I thought no one would ever love me.\So that winter back when I was sixteen and got involved with Ren,\I thought I was having the most unbelievably happy dream.\It didn't feel real.\Shin...\It's my birthday next week.\Happy birthday!\There's nothing happy about it! I'll be 23! response:	I'll be an old lady!
context: So that winter back when I was sixteen and got involved with Ren,\I thought I was having the most unbelievably happy dream.\It didn't feel real.\Shin...\It's my birthday next week.\Happy birthday!\There's nothing happy about it! I'll be 23!\I'll be an old lady! response:	That's still young.
context: I thought I was having the most unbelievably happy dream.\It didn't feel real.\Shin...\It's my birthday next week.\Happy birthday!\There's nothing happy about it! I'll be 23!\I'll be an old lady!\That's still young. response:	But I'll be eight years older than you.
context: It didn't feel real.\Shin...\It's my birthday next week.\Happy birthday!\There's nothing happy about it! I'll be 23!\I'll be an old lady!\That's still young.\But I'll be eight years older than you. response:	Still seven years. My birthday's next week, too.
context: Shin...\It's my birthday next week.\Happy birthday!\There's nothing happy about it! I'll be 23!\I'll be an old lady!\That's still young.\But I'll be eight years older than you.\Still seven years. My birthday's next week, too. response:	I'll be sixteen.
context: It's my birthday next week.\Happy birthday!\There's nothing happy about it! I'll be 23!\I'll be an old lady!\That's still young.\But I'll be eight years older than you.\Still seven years. My birthday's next week, too.\I'll be sixteen. response:	Huh? What day?
context: Happy birthday!\There's nothing happy about it! I'll be 23!\I'll be an old lady!\That's still young.\But I'll be eight years older than you.\Still seven years. My birthday's next week, too.\I'll be sixteen.\Huh? What day? response:	November 1st. Scorpio, blood type AB.
context: There's nothing happy about it! I'll be 23!\I'll be an old lady!\That's still young.\But I'll be eight years older than you.\Still seven years. My birthday's next week, too.\I'll be sixteen.\Huh? What day?\November 1st. Scorpio, blood type AB. response:	We're the same!
context: I'll be an old lady!\That's still young.\But I'll be eight years older than you.\Still seven years. My birthday's next week, too.\I'll be sixteen.\Huh? What day?\November 1st. Scorpio, blood type AB.\We're the same! response:	Really?
context: That's still young.\But I'll be eight years older than you.\Still seven years. My birthday's next week, too.\I'll be sixteen.\Huh? What day?\November 1st. Scorpio, blood type AB.\We're the same!\Really? response:	It's the red string of fate!
context: But I'll be eight years older than you.\Still seven years. My birthday's next week, too.\I'll be sixteen.\Huh? What day?\November 1st. Scorpio, blood type AB.\We're the same!\Really?\It's the red string of fate! response:	But you don't believe in fate, right?
context: Still seven years. My birthday's next week, too.\I'll be sixteen.\Huh? What day?\November 1st. Scorpio, blood type AB.\We're the same!\Really?\It's the red string of fate!\But you don't believe in fate, right? response:	I believe it now.
context: I'll be sixteen.\Huh? What day?\November 1st. Scorpio, blood type AB.\We're the same!\Really?\It's the red string of fate!\But you don't believe in fate, right?\I believe it now. response:	To be loved by the man I love... To me, that was a miracle.
context: Huh? What day?\November 1st. Scorpio, blood type AB.\We're the same!\Really?\It's the red string of fate!\But you don't believe in fate, right?\I believe it now.\To be loved by the man I love... To me, that was a miracle. response:	I thought we were destined to be together.
context: November 1st. Scorpio, blood type AB.\We're the same!\Really?\It's the red string of fate!\But you don't believe in fate, right?\I believe it now.\To be loved by the man I love... To me, that was a miracle.\I thought we were destined to be together. response:	Nana...
context: We're the same!\Really?\It's the red string of fate!\But you don't believe in fate, right?\I believe it now.\To be loved by the man I love... To me, that was a miracle.\I thought we were destined to be together.\Nana... response:	Will you?
context: Really?\It's the red string of fate!\But you don't believe in fate, right?\I believe it now.\To be loved by the man I love... To me, that was a miracle.\I thought we were destined to be together.\Nana...\Will you? response:	Again? You're such a pervert.
context: It's the red string of fate!\But you don't believe in fate, right?\I believe it now.\To be loved by the man I love... To me, that was a miracle.\I thought we were destined to be together.\Nana...\Will you?\Again? You're such a pervert. response:	No, that's not what I'm talking about.
context: But you don't believe in fate, right?\I believe it now.\To be loved by the man I love... To me, that was a miracle.\I thought we were destined to be together.\Nana...\Will you?\Again? You're such a pervert.\No, that's not what I'm talking about. response:	Will you marry me?
context: I believe it now.\To be loved by the man I love... To me, that was a miracle.\I thought we were destined to be together.\Nana...\Will you?\Again? You're such a pervert.\No, that's not what I'm talking about.\Will you marry me? response:	Impossible.
context: To be loved by the man I love... To me, that was a miracle.\I thought we were destined to be together.\Nana...\Will you?\Again? You're such a pervert.\No, that's not what I'm talking about.\Will you marry me?\Impossible. response:	If you won't, I'll die.
context: I thought we were destined to be together.\Nana...\Will you?\Again? You're such a pervert.\No, that's not what I'm talking about.\Will you marry me?\Impossible.\If you won't, I'll die. response:	Then go ahead and die!
context: Nana...\Will you?\Again? You're such a pervert.\No, that's not what I'm talking about.\Will you marry me?\Impossible.\If you won't, I'll die.\Then go ahead and die! response:	When I die, I'm bringing you with me.
context: Will you?\Again? You're such a pervert.\No, that's not what I'm talking about.\Will you marry me?\Impossible.\If you won't, I'll die.\Then go ahead and die!\When I die, I'm bringing you with me. response:	Then kill me.
context: Again? You're such a pervert.\No, that's not what I'm talking about.\Will you marry me?\Impossible.\If you won't, I'll die.\Then go ahead and die!\When I die, I'm bringing you with me.\Then kill me. response:	He nearly did kill me. And then he took me to heaven with him.
context: No, that's not what I'm talking about.\Will you marry me?\Impossible.\If you won't, I'll die.\Then go ahead and die!\When I die, I'm bringing you with me.\Then kill me.\He nearly did kill me. And then he took me to heaven with him. response:	I guess I'm a pervert too.
context: Will you marry me?\Impossible.\If you won't, I'll die.\Then go ahead and die!\When I die, I'm bringing you with me.\Then kill me.\He nearly did kill me. And then he took me to heaven with him.\I guess I'm a pervert too. response:	You're looking much better, Nana.
context: Impossible.\If you won't, I'll die.\Then go ahead and die!\When I die, I'm bringing you with me.\Then kill me.\He nearly did kill me. And then he took me to heaven with him.\I guess I'm a pervert too.\You're looking much better, Nana. response:	Were you able to get some sleep?
context: If you won't, I'll die.\Then go ahead and die!\When I die, I'm bringing you with me.\Then kill me.\He nearly did kill me. And then he took me to heaven with him.\I guess I'm a pervert too.\You're looking much better, Nana.\Were you able to get some sleep? response:	Shut up, baldy! Just shut up!
context: Then go ahead and die!\When I die, I'm bringing you with me.\Then kill me.\He nearly did kill me. And then he took me to heaven with him.\I guess I'm a pervert too.\You're looking much better, Nana.\Were you able to get some sleep?\Shut up, baldy! Just shut up! response:	- What are you upset about? - Because you didn't wanna do it with me,
context: When I die, I'm bringing you with me.\Then kill me.\He nearly did kill me. And then he took me to heaven with him.\I guess I'm a pervert too.\You're looking much better, Nana.\Were you able to get some sleep?\Shut up, baldy! Just shut up!\- What are you upset about? - Because you didn't wanna do it with me, response:	- I ended up doing it with Ren again. - Well, Nana's rage is usually irrational.
context: Then kill me.\He nearly did kill me. And then he took me to heaven with him.\I guess I'm a pervert too.\You're looking much better, Nana.\Were you able to get some sleep?\Shut up, baldy! Just shut up!\- What are you upset about? - Because you didn't wanna do it with me,\- I ended up doing it with Ren again. - Well, Nana's rage is usually irrational. response:	SIGH - I ended up doing it with Ren again. - Well, Nana's rage is usually irrational.
context: He nearly did kill me. And then he took me to heaven with him.\I guess I'm a pervert too.\You're looking much better, Nana.\Were you able to get some sleep?\Shut up, baldy! Just shut up!\- What are you upset about? - Because you didn't wanna do it with me,\- I ended up doing it with Ren again. - Well, Nana's rage is usually irrational.\SIGH - I ended up doing it with Ren again. - Well, Nana's rage is usually irrational. response:	And that idiot totally got carried away.
context: I guess I'm a pervert too.\You're looking much better, Nana.\Were you able to get some sleep?\Shut up, baldy! Just shut up!\- What are you upset about? - Because you didn't wanna do it with me,\- I ended up doing it with Ren again. - Well, Nana's rage is usually irrational.\SIGH - I ended up doing it with Ren again. - Well, Nana's rage is usually irrational.\And that idiot totally got carried away. response:	I COMPLETELY BLACKED OUT And that idiot totally got carried away.
context: You're looking much better, Nana.\Were you able to get some sleep?\Shut up, baldy! Just shut up!\- What are you upset about? - Because you didn't wanna do it with me,\- I ended up doing it with Ren again. - Well, Nana's rage is usually irrational.\SIGH - I ended up doing it with Ren again. - Well, Nana's rage is usually irrational.\And that idiot totally got carried away.\I COMPLETELY BLACKED OUT And that idiot totally got carried away. response:	I SERIOUSLY ALMOST DIED And that idiot totally got carried away.
context: Were you able to get some sleep?\Shut up, baldy! Just shut up!\- What are you upset about? - Because you didn't wanna do it with me,\- I ended up doing it with Ren again. - Well, Nana's rage is usually irrational.\SIGH - I ended up doing it with Ren again. - Well, Nana's rage is usually irrational.\And that idiot totally got carried away.\I COMPLETELY BLACKED OUT And that idiot totally got carried away.\I SERIOUSLY ALMOST DIED And that idiot totally got carried away. response:	I SERIOUSLY ALMOST DIED
context: Shut up, baldy! Just shut up!\- What are you upset about? - Because you didn't wanna do it with me,\- I ended up doing it with Ren again. - Well, Nana's rage is usually irrational.\SIGH - I ended up doing it with Ren again. - Well, Nana's rage is usually irrational.\And that idiot totally got carried away.\I COMPLETELY BLACKED OUT And that idiot totally got carried away.\I SERIOUSLY ALMOST DIED And that idiot totally got carried away.\I SERIOUSLY ALMOST DIED response:	I SERIOUSLY ALMOST DIED I definitely will not marry him.
context: - What are you upset about? - Because you didn't wanna do it with me,\- I ended up doing it with Ren again. - Well, Nana's rage is usually irrational.\SIGH - I ended up doing it with Ren again. - Well, Nana's rage is usually irrational.\And that idiot totally got carried away.\I COMPLETELY BLACKED OUT And that idiot totally got carried away.\I SERIOUSLY ALMOST DIED And that idiot totally got carried away.\I SERIOUSLY ALMOST DIED\I SERIOUSLY ALMOST DIED I definitely will not marry him. response:	I SERIOUSLY ALMOST DIED
context: - I ended up doing it with Ren again. - Well, Nana's rage is usually irrational.\SIGH - I ended up doing it with Ren again. - Well, Nana's rage is usually irrational.\And that idiot totally got carried away.\I COMPLETELY BLACKED OUT And that idiot totally got carried away.\I SERIOUSLY ALMOST DIED And that idiot totally got carried away.\I SERIOUSLY ALMOST DIED\I SERIOUSLY ALMOST DIED I definitely will not marry him.\I SERIOUSLY ALMOST DIED response:	I SERIOUSLY ALMOST DIED She probably looks better because of the makeup.
context: SIGH - I ended up doing it with Ren again. - Well, Nana's rage is usually irrational.\And that idiot totally got carried away.\I COMPLETELY BLACKED OUT And that idiot totally got carried away.\I SERIOUSLY ALMOST DIED And that idiot totally got carried away.\I SERIOUSLY ALMOST DIED\I SERIOUSLY ALMOST DIED I definitely will not marry him.\I SERIOUSLY ALMOST DIED\I SERIOUSLY ALMOST DIED She probably looks better because of the makeup. response:	She probably looks better because of the makeup.
context: And that idiot totally got carried away.\I COMPLETELY BLACKED OUT And that idiot totally got carried away.\I SERIOUSLY ALMOST DIED And that idiot totally got carried away.\I SERIOUSLY ALMOST DIED\I SERIOUSLY ALMOST DIED I definitely will not marry him.\I SERIOUSLY ALMOST DIED\I SERIOUSLY ALMOST DIED She probably looks better because of the makeup.\She probably looks better because of the makeup. response:	That's Mika's great technique!
context: I COMPLETELY BLACKED OUT And that idiot totally got carried away.\I SERIOUSLY ALMOST DIED And that idiot totally got carried away.\I SERIOUSLY ALMOST DIED\I SERIOUSLY ALMOST DIED I definitely will not marry him.\I SERIOUSLY ALMOST DIED\I SERIOUSLY ALMOST DIED She probably looks better because of the makeup.\She probably looks better because of the makeup.\That's Mika's great technique! response:	I think it's the pheromones. That's Ren's technique.
context: I SERIOUSLY ALMOST DIED And that idiot totally got carried away.\I SERIOUSLY ALMOST DIED\I SERIOUSLY ALMOST DIED I definitely will not marry him.\I SERIOUSLY ALMOST DIED\I SERIOUSLY ALMOST DIED She probably looks better because of the makeup.\She probably looks better because of the makeup.\That's Mika's great technique!\I think it's the pheromones. That's Ren's technique. response:	I saw Ren leave Nana's dressing room.
context: I SERIOUSLY ALMOST DIED\I SERIOUSLY ALMOST DIED I definitely will not marry him.\I SERIOUSLY ALMOST DIED\I SERIOUSLY ALMOST DIED She probably looks better because of the makeup.\She probably looks better because of the makeup.\That's Mika's great technique!\I think it's the pheromones. That's Ren's technique.\I saw Ren leave Nana's dressing room. response:	That was a bold move to do it right in your dressing room.
context: I SERIOUSLY ALMOST DIED I definitely will not marry him.\I SERIOUSLY ALMOST DIED\I SERIOUSLY ALMOST DIED She probably looks better because of the makeup.\She probably looks better because of the makeup.\That's Mika's great technique!\I think it's the pheromones. That's Ren's technique.\I saw Ren leave Nana's dressing room.\That was a bold move to do it right in your dressing room. response:	YOU BEAT ME That was a bold move to do it right in your dressing room.
context: I SERIOUSLY ALMOST DIED\I SERIOUSLY ALMOST DIED She probably looks better because of the makeup.\She probably looks better because of the makeup.\That's Mika's great technique!\I think it's the pheromones. That's Ren's technique.\I saw Ren leave Nana's dressing room.\That was a bold move to do it right in your dressing room.\YOU BEAT ME That was a bold move to do it right in your dressing room. response:	That was a bold move to do it right in your dressing room.
context: I SERIOUSLY ALMOST DIED She probably looks better because of the makeup.\She probably looks better because of the makeup.\That's Mika's great technique!\I think it's the pheromones. That's Ren's technique.\I saw Ren leave Nana's dressing room.\That was a bold move to do it right in your dressing room.\YOU BEAT ME That was a bold move to do it right in your dressing room.\That was a bold move to do it right in your dressing room. response:	- It wasn't! - That's good news.
context: She probably looks better because of the makeup.\That's Mika's great technique!\I think it's the pheromones. That's Ren's technique.\I saw Ren leave Nana's dressing room.\That was a bold move to do it right in your dressing room.\YOU BEAT ME That was a bold move to do it right in your dressing room.\That was a bold move to do it right in your dressing room.\- It wasn't! - That's good news. response:	What's so good about it, baldy?!
context: That's Mika's great technique!\I think it's the pheromones. That's Ren's technique.\I saw Ren leave Nana's dressing room.\That was a bold move to do it right in your dressing room.\YOU BEAT ME That was a bold move to do it right in your dressing room.\That was a bold move to do it right in your dressing room.\- It wasn't! - That's good news.\What's so good about it, baldy?! response:	GOOD NEWS?! What's so good about it, baldy?!
context: I think it's the pheromones. That's Ren's technique.\I saw Ren leave Nana's dressing room.\That was a bold move to do it right in your dressing room.\YOU BEAT ME That was a bold move to do it right in your dressing room.\That was a bold move to do it right in your dressing room.\- It wasn't! - That's good news.\What's so good about it, baldy?!\GOOD NEWS?! What's so good about it, baldy?! response:	There's no need to hide it.
context: I saw Ren leave Nana's dressing room.\That was a bold move to do it right in your dressing room.\YOU BEAT ME That was a bold move to do it right in your dressing room.\That was a bold move to do it right in your dressing room.\- It wasn't! - That's good news.\What's so good about it, baldy?!\GOOD NEWS?! What's so good about it, baldy?!\There's no need to hide it. response:	All of us staff know the two of you are truly lovey-dovey.
context: That was a bold move to do it right in your dressing room.\YOU BEAT ME That was a bold move to do it right in your dressing room.\That was a bold move to do it right in your dressing room.\- It wasn't! - That's good news.\What's so good about it, baldy?!\GOOD NEWS?! What's so good about it, baldy?!\There's no need to hide it.\All of us staff know the two of you are truly lovey-dovey. response:	We're not lovey-dovey at all!
context: YOU BEAT ME That was a bold move to do it right in your dressing room.\That was a bold move to do it right in your dressing room.\- It wasn't! - That's good news.\What's so good about it, baldy?!\GOOD NEWS?! What's so good about it, baldy?!\There's no need to hide it.\All of us staff know the two of you are truly lovey-dovey.\We're not lovey-dovey at all! response:	He snuck in without my permission!
context: That was a bold move to do it right in your dressing room.\- It wasn't! - That's good news.\What's so good about it, baldy?!\GOOD NEWS?! What's so good about it, baldy?!\There's no need to hide it.\All of us staff know the two of you are truly lovey-dovey.\We're not lovey-dovey at all!\He snuck in without my permission! response:	Nana.
context: - It wasn't! - That's good news.\What's so good about it, baldy?!\GOOD NEWS?! What's so good about it, baldy?!\There's no need to hide it.\All of us staff know the two of you are truly lovey-dovey.\We're not lovey-dovey at all!\He snuck in without my permission!\Nana. response:	Ren may try to act cool,
context: What's so good about it, baldy?!\GOOD NEWS?! What's so good about it, baldy?!\There's no need to hide it.\All of us staff know the two of you are truly lovey-dovey.\We're not lovey-dovey at all!\He snuck in without my permission!\Nana.\Ren may try to act cool, response:	but he's no different from how he was as a kid.
context: GOOD NEWS?! What's so good about it, baldy?!\There's no need to hide it.\All of us staff know the two of you are truly lovey-dovey.\We're not lovey-dovey at all!\He snuck in without my permission!\Nana.\Ren may try to act cool,\but he's no different from how he was as a kid. response:	Be a little kinder to him, will you?
context: There's no need to hide it.\All of us staff know the two of you are truly lovey-dovey.\We're not lovey-dovey at all!\He snuck in without my permission!\Nana.\Ren may try to act cool,\but he's no different from how he was as a kid.\Be a little kinder to him, will you? response:	Please.
context: All of us staff know the two of you are truly lovey-dovey.\We're not lovey-dovey at all!\He snuck in without my permission!\Nana.\Ren may try to act cool,\but he's no different from how he was as a kid.\Be a little kinder to him, will you?\Please. response:	I see...
context: We're not lovey-dovey at all!\He snuck in without my permission!\Nana.\Ren may try to act cool,\but he's no different from how he was as a kid.\Be a little kinder to him, will you?\Please.\I see... response:	Yasu is harmless not because he's achieved enlightenment,
context: He snuck in without my permission!\Nana.\Ren may try to act cool,\but he's no different from how he was as a kid.\Be a little kinder to him, will you?\Please.\I see...\Yasu is harmless not because he's achieved enlightenment, response:	or because he sees me as his little sister.
context: Nana.\Ren may try to act cool,\but he's no different from how he was as a kid.\Be a little kinder to him, will you?\Please.\I see...\Yasu is harmless not because he's achieved enlightenment,\or because he sees me as his little sister. response:	Yasu!
context: Ren may try to act cool,\but he's no different from how he was as a kid.\Be a little kinder to him, will you?\Please.\I see...\Yasu is harmless not because he's achieved enlightenment,\or because he sees me as his little sister.\Yasu! response:	It's simply because... I'm Ren's woman.
context: but he's no different from how he was as a kid.\Be a little kinder to him, will you?\Please.\I see...\Yasu is harmless not because he's achieved enlightenment,\or because he sees me as his little sister.\Yasu!\It's simply because... I'm Ren's woman. response:	Why didn't I ever notice something so obvious before?
context: Be a little kinder to him, will you?\Please.\I see...\Yasu is harmless not because he's achieved enlightenment,\or because he sees me as his little sister.\Yasu!\It's simply because... I'm Ren's woman.\Why didn't I ever notice something so obvious before? response:	This is like a class reunion!
context: Please.\I see...\Yasu is harmless not because he's achieved enlightenment,\or because he sees me as his little sister.\Yasu!\It's simply because... I'm Ren's woman.\Why didn't I ever notice something so obvious before?\This is like a class reunion! response:	Lots of coincidences, right?
context: I see...\Yasu is harmless not because he's achieved enlightenment,\or because he sees me as his little sister.\Yasu!\It's simply because... I'm Ren's woman.\Why didn't I ever notice something so obvious before?\This is like a class reunion!\Lots of coincidences, right? response:	The reason Yasu sacrifices himself...
context: Yasu is harmless not because he's achieved enlightenment,\or because he sees me as his little sister.\Yasu!\It's simply because... I'm Ren's woman.\Why didn't I ever notice something so obvious before?\This is like a class reunion!\Lots of coincidences, right?\The reason Yasu sacrifices himself... response:	- to protect me, - You did this on purpose,
