context: It's so peaceful. response:	I'll say... All the battles we go through seem like a dream.
context: He's so simple-minded.\He got so mad, he forgot how heavy it is.\He heard me?\Did he go under again?\Inuyasha!\Kagome, are you all right?\Yes... but look at your wound, it looks so terrible.\Dogface, he's still alive? response:	Koga's leg has been injured.
context: He got so mad, he forgot how heavy it is.\He heard me?\Did he go under again?\Inuyasha!\Kagome, are you all right?\Yes... but look at your wound, it looks so terrible.\Dogface, he's still alive?\Koga's leg has been injured. response:	Tsk! That guy is so useless!
context: He heard me?\Did he go under again?\Inuyasha!\Kagome, are you all right?\Yes... but look at your wound, it looks so terrible.\Dogface, he's still alive?\Koga's leg has been injured.\Tsk! That guy is so useless! response:	Just watch me, wolf cub! I shall defeat Juromaru...
context: Did he go under again?\Inuyasha!\Kagome, are you all right?\Yes... but look at your wound, it looks so terrible.\Dogface, he's still alive?\Koga's leg has been injured.\Tsk! That guy is so useless!\Just watch me, wolf cub! I shall defeat Juromaru... response:	Did it get heavy again?
context: Inuyasha!\Kagome, are you all right?\Yes... but look at your wound, it looks so terrible.\Dogface, he's still alive?\Koga's leg has been injured.\Tsk! That guy is so useless!\Just watch me, wolf cub! I shall defeat Juromaru...\Did it get heavy again? response:	Earlier, he was so focused on protecting Kagome, but now...
context: Kagome, are you all right?\Yes... but look at your wound, it looks so terrible.\Dogface, he's still alive?\Koga's leg has been injured.\Tsk! That guy is so useless!\Just watch me, wolf cub! I shall defeat Juromaru...\Did it get heavy again?\Earlier, he was so focused on protecting Kagome, but now... response:	What?!
context: Yes... but look at your wound, it looks so terrible.\Dogface, he's still alive?\Koga's leg has been injured.\Tsk! That guy is so useless!\Just watch me, wolf cub! I shall defeat Juromaru...\Did it get heavy again?\Earlier, he was so focused on protecting Kagome, but now...\What?! response:	Coward... Iost your nerve, huh?!
context: Dogface, he's still alive?\Koga's leg has been injured.\Tsk! That guy is so useless!\Just watch me, wolf cub! I shall defeat Juromaru...\Did it get heavy again?\Earlier, he was so focused on protecting Kagome, but now...\What?!\Coward... Iost your nerve, huh?! response:	What?! Shaddup!
context: Koga's leg has been injured.\Tsk! That guy is so useless!\Just watch me, wolf cub! I shall defeat Juromaru...\Did it get heavy again?\Earlier, he was so focused on protecting Kagome, but now...\What?!\Coward... Iost your nerve, huh?!\What?! Shaddup! response:	I'll finish you off, too...
context: Tsk! That guy is so useless!\Just watch me, wolf cub! I shall defeat Juromaru...\Did it get heavy again?\Earlier, he was so focused on protecting Kagome, but now...\What?!\Coward... Iost your nerve, huh?!\What?! Shaddup!\I'll finish you off, too... response:	Why you...!
context: Just watch me, wolf cub! I shall defeat Juromaru...\Did it get heavy again?\Earlier, he was so focused on protecting Kagome, but now...\What?!\Coward... Iost your nerve, huh?!\What?! Shaddup!\I'll finish you off, too...\Why you...! response:	Take this!
context: Did it get heavy again?\Earlier, he was so focused on protecting Kagome, but now...\What?!\Coward... Iost your nerve, huh?!\What?! Shaddup!\I'll finish you off, too...\Why you...!\Take this! response:	I won't thank you!
context: Earlier, he was so focused on protecting Kagome, but now...\What?!\Coward... Iost your nerve, huh?!\What?! Shaddup!\I'll finish you off, too...\Why you...!\Take this!\I won't thank you! response:	I demand a thank-you!
context: What?!\Coward... Iost your nerve, huh?!\What?! Shaddup!\I'll finish you off, too...\Why you...!\Take this!\I won't thank you!\I demand a thank-you! response:	If this fight continues, even Inuyasha can't hold up.
context: Coward... Iost your nerve, huh?!\What?! Shaddup!\I'll finish you off, too...\Why you...!\Take this!\I won't thank you!\I demand a thank-you!\If this fight continues, even Inuyasha can't hold up. response:	There's no way of knowing where underground Kageromaru will attack.
context: What?! Shaddup!\I'll finish you off, too...\Why you...!\Take this!\I won't thank you!\I demand a thank-you!\If this fight continues, even Inuyasha can't hold up.\There's no way of knowing where underground Kageromaru will attack. response:	I know!
context: I'll finish you off, too...\Why you...!\Take this!\I won't thank you!\I demand a thank-you!\If this fight continues, even Inuyasha can't hold up.\There's no way of knowing where underground Kageromaru will attack.\I know! response:	If at least Kageromaru can be restrained...
context: Why you...!\Take this!\I won't thank you!\I demand a thank-you!\If this fight continues, even Inuyasha can't hold up.\There's no way of knowing where underground Kageromaru will attack.\I know!\If at least Kageromaru can be restrained... response:	Miroku, give me your staff.
context: Take this!\I won't thank you!\I demand a thank-you!\If this fight continues, even Inuyasha can't hold up.\There's no way of knowing where underground Kageromaru will attack.\I know!\If at least Kageromaru can be restrained...\Miroku, give me your staff. response:	Do you have a plan?
context: I won't thank you!\I demand a thank-you!\If this fight continues, even Inuyasha can't hold up.\There's no way of knowing where underground Kageromaru will attack.\I know!\If at least Kageromaru can be restrained...\Miroku, give me your staff.\Do you have a plan? response:	This poison... won't work too long...
context: I demand a thank-you!\If this fight continues, even Inuyasha can't hold up.\There's no way of knowing where underground Kageromaru will attack.\I know!\If at least Kageromaru can be restrained...\Miroku, give me your staff.\Do you have a plan?\This poison... won't work too long... response:	but it should force Kageromaru out into the open.
context: If this fight continues, even Inuyasha can't hold up.\There's no way of knowing where underground Kageromaru will attack.\I know!\If at least Kageromaru can be restrained...\Miroku, give me your staff.\Do you have a plan?\This poison... won't work too long...\but it should force Kageromaru out into the open. response:	The soil is turning red!
context: There's no way of knowing where underground Kageromaru will attack.\I know!\If at least Kageromaru can be restrained...\Miroku, give me your staff.\Do you have a plan?\This poison... won't work too long...\but it should force Kageromaru out into the open.\The soil is turning red! response:	You did it!
context: I know!\If at least Kageromaru can be restrained...\Miroku, give me your staff.\Do you have a plan?\This poison... won't work too long...\but it should force Kageromaru out into the open.\The soil is turning red!\You did it! response:	Capture Kageromaru!
context: If at least Kageromaru can be restrained...\Miroku, give me your staff.\Do you have a plan?\This poison... won't work too long...\but it should force Kageromaru out into the open.\The soil is turning red!\You did it!\Capture Kageromaru! response:	The poison must have slowed him down!
context: Miroku, give me your staff.\Do you have a plan?\This poison... won't work too long...\but it should force Kageromaru out into the open.\The soil is turning red!\You did it!\Capture Kageromaru!\The poison must have slowed him down! response:	Why you!
context: Do you have a plan?\This poison... won't work too long...\but it should force Kageromaru out into the open.\The soil is turning red!\You did it!\Capture Kageromaru!\The poison must have slowed him down!\Why you! response:	You!
context: This poison... won't work too long...\but it should force Kageromaru out into the open.\The soil is turning red!\You did it!\Capture Kageromaru!\The poison must have slowed him down!\Why you!\You! response:	Shame on you, dogface! You gonna die this time?
context: but it should force Kageromaru out into the open.\The soil is turning red!\You did it!\Capture Kageromaru!\The poison must have slowed him down!\Why you!\You!\Shame on you, dogface! You gonna die this time? response:	Inuyasha!
context: The soil is turning red!\You did it!\Capture Kageromaru!\The poison must have slowed him down!\Why you!\You!\Shame on you, dogface! You gonna die this time?\Inuyasha! response:	Hang on!
context: You did it!\Capture Kageromaru!\The poison must have slowed him down!\Why you!\You!\Shame on you, dogface! You gonna die this time?\Inuyasha!\Hang on! response:	Don't panic, Kagome.
context: Capture Kageromaru!\The poison must have slowed him down!\Why you!\You!\Shame on you, dogface! You gonna die this time?\Inuyasha!\Hang on!\Don't panic, Kagome. response:	I can handle the rest all by myself.
context: The poison must have slowed him down!\Why you!\You!\Shame on you, dogface! You gonna die this time?\Inuyasha!\Hang on!\Don't panic, Kagome.\I can handle the rest all by myself. response:	W-what!
context: Why you!\You!\Shame on you, dogface! You gonna die this time?\Inuyasha!\Hang on!\Don't panic, Kagome.\I can handle the rest all by myself.\W-what! response:	Without Kageromaru's tricks...
context: You!\Shame on you, dogface! You gonna die this time?\Inuyasha!\Hang on!\Don't panic, Kagome.\I can handle the rest all by myself.\W-what!\Without Kageromaru's tricks... response:	this stupid demon is easy to handle.
context: Shame on you, dogface! You gonna die this time?\Inuyasha!\Hang on!\Don't panic, Kagome.\I can handle the rest all by myself.\W-what!\Without Kageromaru's tricks...\this stupid demon is easy to handle. response:	I can destroy one of his kind!
context: Inuyasha!\Hang on!\Don't panic, Kagome.\I can handle the rest all by myself.\W-what!\Without Kageromaru's tricks...\this stupid demon is easy to handle.\I can destroy one of his kind! response:	I don't sense Kageromaru's presence.
context: Hang on!\Don't panic, Kagome.\I can handle the rest all by myself.\W-what!\Without Kageromaru's tricks...\this stupid demon is easy to handle.\I can destroy one of his kind!\I don't sense Kageromaru's presence. response:	Has he hidden himself in the shadows?
context: Don't panic, Kagome.\I can handle the rest all by myself.\W-what!\Without Kageromaru's tricks...\this stupid demon is easy to handle.\I can destroy one of his kind!\I don't sense Kageromaru's presence.\Has he hidden himself in the shadows? response:	Or... could he be?!
context: I can handle the rest all by myself.\W-what!\Without Kageromaru's tricks...\this stupid demon is easy to handle.\I can destroy one of his kind!\I don't sense Kageromaru's presence.\Has he hidden himself in the shadows?\Or... could he be?! response:	Fool! Koga, come back!
context: W-what!\Without Kageromaru's tricks...\this stupid demon is easy to handle.\I can destroy one of his kind!\I don't sense Kageromaru's presence.\Has he hidden himself in the shadows?\Or... could he be?!\Fool! Koga, come back! response:	Stay back, dogface!
context: Without Kageromaru's tricks...\this stupid demon is easy to handle.\I can destroy one of his kind!\I don't sense Kageromaru's presence.\Has he hidden himself in the shadows?\Or... could he be?!\Fool! Koga, come back!\Stay back, dogface! response:	Inuyasha, not in your condition...
context: this stupid demon is easy to handle.\I can destroy one of his kind!\I don't sense Kageromaru's presence.\Has he hidden himself in the shadows?\Or... could he be?!\Fool! Koga, come back!\Stay back, dogface!\Inuyasha, not in your condition... response:	Move, Koga!
context: I can destroy one of his kind!\I don't sense Kageromaru's presence.\Has he hidden himself in the shadows?\Or... could he be?!\Fool! Koga, come back!\Stay back, dogface!\Inuyasha, not in your condition...\Move, Koga! response:	If you don't move, I'll kill you, too!
context: I don't sense Kageromaru's presence.\Has he hidden himself in the shadows?\Or... could he be?!\Fool! Koga, come back!\Stay back, dogface!\Inuyasha, not in your condition...\Move, Koga!\If you don't move, I'll kill you, too! response:	Got you!
context: Has he hidden himself in the shadows?\Or... could he be?!\Fool! Koga, come back!\Stay back, dogface!\Inuyasha, not in your condition...\Move, Koga!\If you don't move, I'll kill you, too!\Got you! response:	What?!
context: Or... could he be?!\Fool! Koga, come back!\Stay back, dogface!\Inuyasha, not in your condition...\Move, Koga!\If you don't move, I'll kill you, too!\Got you!\What?! response:	It's too late for you to notice.
context: Fool! Koga, come back!\Stay back, dogface!\Inuyasha, not in your condition...\Move, Koga!\If you don't move, I'll kill you, too!\Got you!\What?!\It's too late for you to notice. response:	Shaddup!
context: Stay back, dogface!\Inuyasha, not in your condition...\Move, Koga!\If you don't move, I'll kill you, too!\Got you!\What?!\It's too late for you to notice.\Shaddup! response:	Smithereens.
context: Inuyasha, not in your condition...\Move, Koga!\If you don't move, I'll kill you, too!\Got you!\What?!\It's too late for you to notice.\Shaddup!\Smithereens. response:	He did it.
context: Move, Koga!\If you don't move, I'll kill you, too!\Got you!\What?!\It's too late for you to notice.\Shaddup!\Smithereens.\He did it. response:	It's over.
context: If you don't move, I'll kill you, too!\Got you!\What?!\It's too late for you to notice.\Shaddup!\Smithereens.\He did it.\It's over. response:	You got in my way!
context: Got you!\What?!\It's too late for you to notice.\Shaddup!\Smithereens.\He did it.\It's over.\You got in my way! response:	Why you! You meant to kill me, too, didn't you?!
context: What?!\It's too late for you to notice.\Shaddup!\Smithereens.\He did it.\It's over.\You got in my way!\Why you! You meant to kill me, too, didn't you?! response:	So you were serious!
context: It's too late for you to notice.\Shaddup!\Smithereens.\He did it.\It's over.\You got in my way!\Why you! You meant to kill me, too, didn't you?!\So you were serious! response:	Who knows?
context: Shaddup!\Smithereens.\He did it.\It's over.\You got in my way!\Why you! You meant to kill me, too, didn't you?!\So you were serious!\Who knows? response:	I'll kill you!
context: Smithereens.\He did it.\It's over.\You got in my way!\Why you! You meant to kill me, too, didn't you?!\So you were serious!\Who knows?\I'll kill you! response:	W-wait!
context: He did it.\It's over.\You got in my way!\Why you! You meant to kill me, too, didn't you?!\So you were serious!\Who knows?\I'll kill you!\W-wait! response:	You don't even give a damn... You just flinging down your sword!
context: It's over.\You got in my way!\Why you! You meant to kill me, too, didn't you?!\So you were serious!\Who knows?\I'll kill you!\W-wait!\You don't even give a damn... You just flinging down your sword! response:	Well, he knew that with your speed, you'd get out of the way in time.
context: You got in my way!\Why you! You meant to kill me, too, didn't you?!\So you were serious!\Who knows?\I'll kill you!\W-wait!\You don't even give a damn... You just flinging down your sword!\Well, he knew that with your speed, you'd get out of the way in time. response:	Right, Inuyasha?
context: Why you! You meant to kill me, too, didn't you?!\So you were serious!\Who knows?\I'll kill you!\W-wait!\You don't even give a damn... You just flinging down your sword!\Well, he knew that with your speed, you'd get out of the way in time.\Right, Inuyasha? response:	Damn! He's just a pesky wolf cub!
context: So you were serious!\Who knows?\I'll kill you!\W-wait!\You don't even give a damn... You just flinging down your sword!\Well, he knew that with your speed, you'd get out of the way in time.\Right, Inuyasha?\Damn! He's just a pesky wolf cub! response:	Listen up! If you get in the way again, I'll really kill you!
context: Who knows?\I'll kill you!\W-wait!\You don't even give a damn... You just flinging down your sword!\Well, he knew that with your speed, you'd get out of the way in time.\Right, Inuyasha?\Damn! He's just a pesky wolf cub!\Listen up! If you get in the way again, I'll really kill you! response:	Fine! Just try it! You stupid mutt!
context: I'll kill you!\W-wait!\You don't even give a damn... You just flinging down your sword!\Well, he knew that with your speed, you'd get out of the way in time.\Right, Inuyasha?\Damn! He's just a pesky wolf cub!\Listen up! If you get in the way again, I'll really kill you!\Fine! Just try it! You stupid mutt! response:	W-what?!
context: W-wait!\You don't even give a damn... You just flinging down your sword!\Well, he knew that with your speed, you'd get out of the way in time.\Right, Inuyasha?\Damn! He's just a pesky wolf cub!\Listen up! If you get in the way again, I'll really kill you!\Fine! Just try it! You stupid mutt!\W-what?! response:	Inuyasha, sit!
context: You don't even give a damn... You just flinging down your sword!\Well, he knew that with your speed, you'd get out of the way in time.\Right, Inuyasha?\Damn! He's just a pesky wolf cub!\Listen up! If you get in the way again, I'll really kill you!\Fine! Just try it! You stupid mutt!\W-what?!\Inuyasha, sit! response:	Koga, please just go today.
context: Well, he knew that with your speed, you'd get out of the way in time.\Right, Inuyasha?\Damn! He's just a pesky wolf cub!\Listen up! If you get in the way again, I'll really kill you!\Fine! Just try it! You stupid mutt!\W-what?!\Inuyasha, sit!\Koga, please just go today. response:	Why'd you do that, Kagome?!
context: Right, Inuyasha?\Damn! He's just a pesky wolf cub!\Listen up! If you get in the way again, I'll really kill you!\Fine! Just try it! You stupid mutt!\W-what?!\Inuyasha, sit!\Koga, please just go today.\Why'd you do that, Kagome?! response:	You're badly injured!
context: Damn! He's just a pesky wolf cub!\Listen up! If you get in the way again, I'll really kill you!\Fine! Just try it! You stupid mutt!\W-what?!\Inuyasha, sit!\Koga, please just go today.\Why'd you do that, Kagome?!\You're badly injured! response:	If you fight any more, what do you think will happen?!
context: Listen up! If you get in the way again, I'll really kill you!\Fine! Just try it! You stupid mutt!\W-what?!\Inuyasha, sit!\Koga, please just go today.\Why'd you do that, Kagome?!\You're badly injured!\If you fight any more, what do you think will happen?! response:	Koga, thank you for today.
context: Fine! Just try it! You stupid mutt!\W-what?!\Inuyasha, sit!\Koga, please just go today.\Why'd you do that, Kagome?!\You're badly injured!\If you fight any more, what do you think will happen?!\Koga, thank you for today. response:	You really saved us. We're so grateful.
context: W-what?!\Inuyasha, sit!\Koga, please just go today.\Why'd you do that, Kagome?!\You're badly injured!\If you fight any more, what do you think will happen?!\Koga, thank you for today.\You really saved us. We're so grateful. response:	I don't think Koga will back off.
context: Inuyasha, sit!\Koga, please just go today.\Why'd you do that, Kagome?!\You're badly injured!\If you fight any more, what do you think will happen?!\Koga, thank you for today.\You really saved us. We're so grateful.\I don't think Koga will back off. response:	Kagome...
context: Koga, please just go today.\Why'd you do that, Kagome?!\You're badly injured!\If you fight any more, what do you think will happen?!\Koga, thank you for today.\You really saved us. We're so grateful.\I don't think Koga will back off.\Kagome... response:	Huh?
context: Why'd you do that, Kagome?!\You're badly injured!\If you fight any more, what do you think will happen?!\Koga, thank you for today.\You really saved us. We're so grateful.\I don't think Koga will back off.\Kagome...\Huh? response:	You're my woman.
context: You're badly injured!\If you fight any more, what do you think will happen?!\Koga, thank you for today.\You really saved us. We're so grateful.\I don't think Koga will back off.\Kagome...\Huh?\You're my woman. response:	I can't leave you in the hands of that incompetent dogface.
context: If you fight any more, what do you think will happen?!\Koga, thank you for today.\You really saved us. We're so grateful.\I don't think Koga will back off.\Kagome...\Huh?\You're my woman.\I can't leave you in the hands of that incompetent dogface. response:	Huh?
context: Koga, thank you for today.\You really saved us. We're so grateful.\I don't think Koga will back off.\Kagome...\Huh?\You're my woman.\I can't leave you in the hands of that incompetent dogface.\Huh? response:	Damn, how dare he...!
context: You really saved us. We're so grateful.\I don't think Koga will back off.\Kagome...\Huh?\You're my woman.\I can't leave you in the hands of that incompetent dogface.\Huh?\Damn, how dare he...! response:	Whenever you're in danger, I will come to the rescue.
context: I don't think Koga will back off.\Kagome...\Huh?\You're my woman.\I can't leave you in the hands of that incompetent dogface.\Huh?\Damn, how dare he...!\Whenever you're in danger, I will come to the rescue. response:	See ya!
context: Kagome...\Huh?\You're my woman.\I can't leave you in the hands of that incompetent dogface.\Huh?\Damn, how dare he...!\Whenever you're in danger, I will come to the rescue.\See ya! response:	- Huh? - He left.
context: Huh?\You're my woman.\I can't leave you in the hands of that incompetent dogface.\Huh?\Damn, how dare he...!\Whenever you're in danger, I will come to the rescue.\See ya!\- Huh? - He left. response:	You wait!
context: You're my woman.\I can't leave you in the hands of that incompetent dogface.\Huh?\Damn, how dare he...!\Whenever you're in danger, I will come to the rescue.\See ya!\- Huh? - He left.\You wait! response:	Sit!
context: I can't leave you in the hands of that incompetent dogface.\Huh?\Damn, how dare he...!\Whenever you're in danger, I will come to the rescue.\See ya!\- Huh? - He left.\You wait!\Sit! response:	You let Koga get away again!
context: Huh?\Damn, how dare he...!\Whenever you're in danger, I will come to the rescue.\See ya!\- Huh? - He left.\You wait!\Sit!\You let Koga get away again! response:	Well, Inuyasha, in your condition...
context: Damn, how dare he...!\Whenever you're in danger, I will come to the rescue.\See ya!\- Huh? - He left.\You wait!\Sit!\You let Koga get away again!\Well, Inuyasha, in your condition... response:	Do you think I'd lose to that scrawny wolf cub?!
context: Whenever you're in danger, I will come to the rescue.\See ya!\- Huh? - He left.\You wait!\Sit!\You let Koga get away again!\Well, Inuyasha, in your condition...\Do you think I'd lose to that scrawny wolf cub?! response:	Look, let's just treat your injury.
context: See ya!\- Huh? - He left.\You wait!\Sit!\You let Koga get away again!\Well, Inuyasha, in your condition...\Do you think I'd lose to that scrawny wolf cub?!\Look, let's just treat your injury. response:	Never mind! And what's with that attitude of yours?
context: - Huh? - He left.\You wait!\Sit!\You let Koga get away again!\Well, Inuyasha, in your condition...\Do you think I'd lose to that scrawny wolf cub?!\Look, let's just treat your injury.\Never mind! And what's with that attitude of yours? response:	Trying to make him feel good and flirting with him!
context: You wait!\Sit!\You let Koga get away again!\Well, Inuyasha, in your condition...\Do you think I'd lose to that scrawny wolf cub?!\Look, let's just treat your injury.\Never mind! And what's with that attitude of yours?\Trying to make him feel good and flirting with him! response:	It was so disgusting, I couldn't watch!
context: Sit!\You let Koga get away again!\Well, Inuyasha, in your condition...\Do you think I'd lose to that scrawny wolf cub?!\Look, let's just treat your injury.\Never mind! And what's with that attitude of yours?\Trying to make him feel good and flirting with him!\It was so disgusting, I couldn't watch! response:	Besides, you're...
context: You let Koga get away again!\Well, Inuyasha, in your condition...\Do you think I'd lose to that scrawny wolf cub?!\Look, let's just treat your injury.\Never mind! And what's with that attitude of yours?\Trying to make him feel good and flirting with him!\It was so disgusting, I couldn't watch!\Besides, you're... response:	W-why're you looking at me like that?
context: Well, Inuyasha, in your condition...\Do you think I'd lose to that scrawny wolf cub?!\Look, let's just treat your injury.\Never mind! And what's with that attitude of yours?\Trying to make him feel good and flirting with him!\It was so disgusting, I couldn't watch!\Besides, you're...\W-why're you looking at me like that? response:	I'm going home.
context: Do you think I'd lose to that scrawny wolf cub?!\Look, let's just treat your injury.\Never mind! And what's with that attitude of yours?\Trying to make him feel good and flirting with him!\It was so disgusting, I couldn't watch!\Besides, you're...\W-why're you looking at me like that?\I'm going home. response:	Huh?
context: Look, let's just treat your injury.\Never mind! And what's with that attitude of yours?\Trying to make him feel good and flirting with him!\It was so disgusting, I couldn't watch!\Besides, you're...\W-why're you looking at me like that?\I'm going home.\Huh? response:	I'm going home!
context: Never mind! And what's with that attitude of yours?\Trying to make him feel good and flirting with him!\It was so disgusting, I couldn't watch!\Besides, you're...\W-why're you looking at me like that?\I'm going home.\Huh?\I'm going home! response:	Oh, go home! I won't stop you!
context: Trying to make him feel good and flirting with him!\It was so disgusting, I couldn't watch!\Besides, you're...\W-why're you looking at me like that?\I'm going home.\Huh?\I'm going home!\Oh, go home! I won't stop you! response:	Oh dear... Now that that's settled, shall we go?
context: It was so disgusting, I couldn't watch!\Besides, you're...\W-why're you looking at me like that?\I'm going home.\Huh?\I'm going home!\Oh, go home! I won't stop you!\Oh dear... Now that that's settled, shall we go? response:	We must tend to your wounds, too, Miroku.
context: Besides, you're...\W-why're you looking at me like that?\I'm going home.\Huh?\I'm going home!\Oh, go home! I won't stop you!\Oh dear... Now that that's settled, shall we go?\We must tend to your wounds, too, Miroku. response:	Huh?
context: W-why're you looking at me like that?\I'm going home.\Huh?\I'm going home!\Oh, go home! I won't stop you!\Oh dear... Now that that's settled, shall we go?\We must tend to your wounds, too, Miroku.\Huh? response:	You two have to grow up like them.
context: I'm going home.\Huh?\I'm going home!\Oh, go home! I won't stop you!\Oh dear... Now that that's settled, shall we go?\We must tend to your wounds, too, Miroku.\Huh?\You two have to grow up like them. response:	Naraku who had killed Kikyo once 50 years ago...
context: Huh?\I'm going home!\Oh, go home! I won't stop you!\Oh dear... Now that that's settled, shall we go?\We must tend to your wounds, too, Miroku.\Huh?\You two have to grow up like them.\Naraku who had killed Kikyo once 50 years ago... response:	comes again to get rid of her.
context: I'm going home!\Oh, go home! I won't stop you!\Oh dear... Now that that's settled, shall we go?\We must tend to your wounds, too, Miroku.\Huh?\You two have to grow up like them.\Naraku who had killed Kikyo once 50 years ago...\comes again to get rid of her. response:	Onigumo's heart which beats inside him yearns for Kikyo.
context: Oh, go home! I won't stop you!\Oh dear... Now that that's settled, shall we go?\We must tend to your wounds, too, Miroku.\Huh?\You two have to grow up like them.\Naraku who had killed Kikyo once 50 years ago...\comes again to get rid of her.\Onigumo's heart which beats inside him yearns for Kikyo. response:	That's what has Naraku so vexed.
context: Oh dear... Now that that's settled, shall we go?\We must tend to your wounds, too, Miroku.\Huh?\You two have to grow up like them.\Naraku who had killed Kikyo once 50 years ago...\comes again to get rid of her.\Onigumo's heart which beats inside him yearns for Kikyo.\That's what has Naraku so vexed. response:	With Kikyo in danger...
context: We must tend to your wounds, too, Miroku.\Huh?\You two have to grow up like them.\Naraku who had killed Kikyo once 50 years ago...\comes again to get rid of her.\Onigumo's heart which beats inside him yearns for Kikyo.\That's what has Naraku so vexed.\With Kikyo in danger... response:	there's no way Inuyasha can ignore it.
context: Huh?\You two have to grow up like them.\Naraku who had killed Kikyo once 50 years ago...\comes again to get rid of her.\Onigumo's heart which beats inside him yearns for Kikyo.\That's what has Naraku so vexed.\With Kikyo in danger...\there's no way Inuyasha can ignore it. response:	But why, Inuyasha?!
context: You two have to grow up like them.\Naraku who had killed Kikyo once 50 years ago...\comes again to get rid of her.\Onigumo's heart which beats inside him yearns for Kikyo.\That's what has Naraku so vexed.\With Kikyo in danger...\there's no way Inuyasha can ignore it.\But why, Inuyasha?! response:	Why are you embracing her like that?
context: Naraku who had killed Kikyo once 50 years ago...\comes again to get rid of her.\Onigumo's heart which beats inside him yearns for Kikyo.\That's what has Naraku so vexed.\With Kikyo in danger...\there's no way Inuyasha can ignore it.\But why, Inuyasha?!\Why are you embracing her like that? response:	Next on Inuyasha: Onigumo's Heart Still Beats Within Naraku
context: comes again to get rid of her.\Onigumo's heart which beats inside him yearns for Kikyo.\That's what has Naraku so vexed.\With Kikyo in danger...\there's no way Inuyasha can ignore it.\But why, Inuyasha?!\Why are you embracing her like that?\Next on Inuyasha: Onigumo's Heart Still Beats Within Naraku response:	Don't miss it!
