context: Trying to get energy from lovers is unfair! response:	What about the poor girls who don't have boyfriends?!
context: At last.\Yes, the energy generated by love has almost reached its peak.\When it does, I shall collect the energy from all 600 passengers at once.\So, what do you think of my plan?\I will congratulate you when you have succeeded.\I am 99 sure this will be a success.\Once I succeed, I hope you will notice me a little more.\I will think about it. response:	What are they talking about?
context: Yes, the energy generated by love has almost reached its peak.\When it does, I shall collect the energy from all 600 passengers at once.\So, what do you think of my plan?\I will congratulate you when you have succeeded.\I am 99 sure this will be a success.\Once I succeed, I hope you will notice me a little more.\I will think about it.\What are they talking about? response:	They have got to be monsters!
context: When it does, I shall collect the energy from all 600 passengers at once.\So, what do you think of my plan?\I will congratulate you when you have succeeded.\I am 99 sure this will be a success.\Once I succeed, I hope you will notice me a little more.\I will think about it.\What are they talking about?\They have got to be monsters! response:	But he's so handsome.
context: So, what do you think of my plan?\I will congratulate you when you have succeeded.\I am 99 sure this will be a success.\Once I succeed, I hope you will notice me a little more.\I will think about it.\What are they talking about?\They have got to be monsters!\But he's so handsome. response:	I can't believe you, Usagi!
context: I will congratulate you when you have succeeded.\I am 99 sure this will be a success.\Once I succeed, I hope you will notice me a little more.\I will think about it.\What are they talking about?\They have got to be monsters!\But he's so handsome.\I can't believe you, Usagi! response:	Oh!
context: I am 99 sure this will be a success.\Once I succeed, I hope you will notice me a little more.\I will think about it.\What are they talking about?\They have got to be monsters!\But he's so handsome.\I can't believe you, Usagi!\Oh! response:	They're gone!
context: Once I succeed, I hope you will notice me a little more.\I will think about it.\What are they talking about?\They have got to be monsters!\But he's so handsome.\I can't believe you, Usagi!\Oh!\They're gone! response:	They're probably really going to do something now!
context: I will think about it.\What are they talking about?\They have got to be monsters!\But he's so handsome.\I can't believe you, Usagi!\Oh!\They're gone!\They're probably really going to do something now! response:	Shouldn't you eat a little more quietly?
context: What are they talking about?\They have got to be monsters!\But he's so handsome.\I can't believe you, Usagi!\Oh!\They're gone!\They're probably really going to do something now!\Shouldn't you eat a little more quietly? response:	Nonsense! If I can't find a boyfriend, I'm going to eat all I want!
context: They have got to be monsters!\But he's so handsome.\I can't believe you, Usagi!\Oh!\They're gone!\They're probably really going to do something now!\Shouldn't you eat a little more quietly?\Nonsense! If I can't find a boyfriend, I'm going to eat all I want! response:	I'm going to eat everything in sight!
context: But he's so handsome.\I can't believe you, Usagi!\Oh!\They're gone!\They're probably really going to do something now!\Shouldn't you eat a little more quietly?\Nonsense! If I can't find a boyfriend, I'm going to eat all I want!\I'm going to eat everything in sight! response:	Ladies and gentlemen, please gather in the reception hall.
context: I can't believe you, Usagi!\Oh!\They're gone!\They're probably really going to do something now!\Shouldn't you eat a little more quietly?\Nonsense! If I can't find a boyfriend, I'm going to eat all I want!\I'm going to eat everything in sight!\Ladies and gentlemen, please gather in the reception hall. response:	We will be putting on a special show for you.
context: Oh!\They're gone!\They're probably really going to do something now!\Shouldn't you eat a little more quietly?\Nonsense! If I can't find a boyfriend, I'm going to eat all I want!\I'm going to eat everything in sight!\Ladies and gentlemen, please gather in the reception hall.\We will be putting on a special show for you. response:	Maybe we should go!
context: They're gone!\They're probably really going to do something now!\Shouldn't you eat a little more quietly?\Nonsense! If I can't find a boyfriend, I'm going to eat all I want!\I'm going to eat everything in sight!\Ladies and gentlemen, please gather in the reception hall.\We will be putting on a special show for you.\Maybe we should go! response:	Sure! It'll probably be better than staying here.
context: They're probably really going to do something now!\Shouldn't you eat a little more quietly?\Nonsense! If I can't find a boyfriend, I'm going to eat all I want!\I'm going to eat everything in sight!\Ladies and gentlemen, please gather in the reception hall.\We will be putting on a special show for you.\Maybe we should go!\Sure! It'll probably be better than staying here. response:	It said the reception hall!
context: Shouldn't you eat a little more quietly?\Nonsense! If I can't find a boyfriend, I'm going to eat all I want!\I'm going to eat everything in sight!\Ladies and gentlemen, please gather in the reception hall.\We will be putting on a special show for you.\Maybe we should go!\Sure! It'll probably be better than staying here.\It said the reception hall! response:	Those monsters must be there also.
context: Nonsense! If I can't find a boyfriend, I'm going to eat all I want!\I'm going to eat everything in sight!\Ladies and gentlemen, please gather in the reception hall.\We will be putting on a special show for you.\Maybe we should go!\Sure! It'll probably be better than staying here.\It said the reception hall!\Those monsters must be there also. response:	Yeah.
context: I'm going to eat everything in sight!\Ladies and gentlemen, please gather in the reception hall.\We will be putting on a special show for you.\Maybe we should go!\Sure! It'll probably be better than staying here.\It said the reception hall!\Those monsters must be there also.\Yeah. response:	Reception Hall
context: Ladies and gentlemen, please gather in the reception hall.\We will be putting on a special show for you.\Maybe we should go!\Sure! It'll probably be better than staying here.\It said the reception hall!\Those monsters must be there also.\Yeah.\Reception Hall response:	We will now show you the most romantic show you have ever seen!
context: We will be putting on a special show for you.\Maybe we should go!\Sure! It'll probably be better than staying here.\It said the reception hall!\Those monsters must be there also.\Yeah.\Reception Hall\We will now show you the most romantic show you have ever seen! response:	Wow, this is something!
context: Maybe we should go!\Sure! It'll probably be better than staying here.\It said the reception hall!\Those monsters must be there also.\Yeah.\Reception Hall\We will now show you the most romantic show you have ever seen!\Wow, this is something! response:	This is a pretty elaborate show! Wow, this is something!
context: Sure! It'll probably be better than staying here.\It said the reception hall!\Those monsters must be there also.\Yeah.\Reception Hall\We will now show you the most romantic show you have ever seen!\Wow, this is something!\This is a pretty elaborate show! Wow, this is something! response:	This is a pretty elaborate show!
context: It said the reception hall!\Those monsters must be there also.\Yeah.\Reception Hall\We will now show you the most romantic show you have ever seen!\Wow, this is something!\This is a pretty elaborate show! Wow, this is something!\This is a pretty elaborate show! response:	Rei...
context: Those monsters must be there also.\Yeah.\Reception Hall\We will now show you the most romantic show you have ever seen!\Wow, this is something!\This is a pretty elaborate show! Wow, this is something!\This is a pretty elaborate show!\Rei... response:	That's definitely a monster.
context: Yeah.\Reception Hall\We will now show you the most romantic show you have ever seen!\Wow, this is something!\This is a pretty elaborate show! Wow, this is something!\This is a pretty elaborate show!\Rei...\That's definitely a monster. response:	I don't know where the reception hall is!
context: Reception Hall\We will now show you the most romantic show you have ever seen!\Wow, this is something!\This is a pretty elaborate show! Wow, this is something!\This is a pretty elaborate show!\Rei...\That's definitely a monster.\I don't know where the reception hall is! response:	You shall keep dreaming even after you go to Hell!
context: We will now show you the most romantic show you have ever seen!\Wow, this is something!\This is a pretty elaborate show! Wow, this is something!\This is a pretty elaborate show!\Rei...\That's definitely a monster.\I don't know where the reception hall is!\You shall keep dreaming even after you go to Hell! response:	Jadeite...
context: Wow, this is something!\This is a pretty elaborate show! Wow, this is something!\This is a pretty elaborate show!\Rei...\That's definitely a monster.\I don't know where the reception hall is!\You shall keep dreaming even after you go to Hell!\Jadeite... response:	You two!
context: This is a pretty elaborate show! Wow, this is something!\This is a pretty elaborate show!\Rei...\That's definitely a monster.\I don't know where the reception hall is!\You shall keep dreaming even after you go to Hell!\Jadeite...\You two! response:	A terrible miscalculation, Tetis.
context: This is a pretty elaborate show!\Rei...\That's definitely a monster.\I don't know where the reception hall is!\You shall keep dreaming even after you go to Hell!\Jadeite...\You two!\A terrible miscalculation, Tetis. response:	You only stole the energy of love.
context: Rei...\That's definitely a monster.\I don't know where the reception hall is!\You shall keep dreaming even after you go to Hell!\Jadeite...\You two!\A terrible miscalculation, Tetis.\You only stole the energy of love. response:	Your trick does not work on these girls who are not in love.
context: That's definitely a monster.\I don't know where the reception hall is!\You shall keep dreaming even after you go to Hell!\Jadeite...\You two!\A terrible miscalculation, Tetis.\You only stole the energy of love.\Your trick does not work on these girls who are not in love. response:	You two, why didn't you come here with boys?
context: I don't know where the reception hall is!\You shall keep dreaming even after you go to Hell!\Jadeite...\You two!\A terrible miscalculation, Tetis.\You only stole the energy of love.\Your trick does not work on these girls who are not in love.\You two, why didn't you come here with boys? response:	Shut up! It's none of your business!
context: You shall keep dreaming even after you go to Hell!\Jadeite...\You two!\A terrible miscalculation, Tetis.\You only stole the energy of love.\Your trick does not work on these girls who are not in love.\You two, why didn't you come here with boys?\Shut up! It's none of your business! response:	Pesky girls. Get rid of them!
context: Jadeite...\You two!\A terrible miscalculation, Tetis.\You only stole the energy of love.\Your trick does not work on these girls who are not in love.\You two, why didn't you come here with boys?\Shut up! It's none of your business!\Pesky girls. Get rid of them! response:	How about that?!
context: You two!\A terrible miscalculation, Tetis.\You only stole the energy of love.\Your trick does not work on these girls who are not in love.\You two, why didn't you come here with boys?\Shut up! It's none of your business!\Pesky girls. Get rid of them!\How about that?! response:	It'll be endless at this rate.
context: A terrible miscalculation, Tetis.\You only stole the energy of love.\Your trick does not work on these girls who are not in love.\You two, why didn't you come here with boys?\Shut up! It's none of your business!\Pesky girls. Get rid of them!\How about that?!\It'll be endless at this rate. response:	We can't transform now because they'll find out who we are.
context: You only stole the energy of love.\Your trick does not work on these girls who are not in love.\You two, why didn't you come here with boys?\Shut up! It's none of your business!\Pesky girls. Get rid of them!\How about that?!\It'll be endless at this rate.\We can't transform now because they'll find out who we are. response:	We're in trouble.
context: Your trick does not work on these girls who are not in love.\You two, why didn't you come here with boys?\Shut up! It's none of your business!\Pesky girls. Get rid of them!\How about that?!\It'll be endless at this rate.\We can't transform now because they'll find out who we are.\We're in trouble. response:	They are only delaying the inevitable.
context: You two, why didn't you come here with boys?\Shut up! It's none of your business!\Pesky girls. Get rid of them!\How about that?!\It'll be endless at this rate.\We can't transform now because they'll find out who we are.\We're in trouble.\They are only delaying the inevitable. response:	Master Jadeite,
context: Shut up! It's none of your business!\Pesky girls. Get rid of them!\How about that?!\It'll be endless at this rate.\We can't transform now because they'll find out who we are.\We're in trouble.\They are only delaying the inevitable.\Master Jadeite, response:	I miscalculated slightly,
context: Pesky girls. Get rid of them!\How about that?!\It'll be endless at this rate.\We can't transform now because they'll find out who we are.\We're in trouble.\They are only delaying the inevitable.\Master Jadeite,\I miscalculated slightly, response:	but I have collected a large amount of energy.
context: How about that?!\It'll be endless at this rate.\We can't transform now because they'll find out who we are.\We're in trouble.\They are only delaying the inevitable.\Master Jadeite,\I miscalculated slightly,\but I have collected a large amount of energy. response:	I believe Queen Beryl will be pleased.
context: It'll be endless at this rate.\We can't transform now because they'll find out who we are.\We're in trouble.\They are only delaying the inevitable.\Master Jadeite,\I miscalculated slightly,\but I have collected a large amount of energy.\I believe Queen Beryl will be pleased. response:	That's true.
context: We can't transform now because they'll find out who we are.\We're in trouble.\They are only delaying the inevitable.\Master Jadeite,\I miscalculated slightly,\but I have collected a large amount of energy.\I believe Queen Beryl will be pleased.\That's true. response:	There it is, Usagi!
context: We're in trouble.\They are only delaying the inevitable.\Master Jadeite,\I miscalculated slightly,\but I have collected a large amount of energy.\I believe Queen Beryl will be pleased.\That's true.\There it is, Usagi! response:	There it is, Usagi!
context: They are only delaying the inevitable.\Master Jadeite,\I miscalculated slightly,\but I have collected a large amount of energy.\I believe Queen Beryl will be pleased.\That's true.\There it is, Usagi!\There it is, Usagi! response:	I know!
context: Master Jadeite,\I miscalculated slightly,\but I have collected a large amount of energy.\I believe Queen Beryl will be pleased.\That's true.\There it is, Usagi!\There it is, Usagi!\I know! response:	I know!
context: I miscalculated slightly,\but I have collected a large amount of energy.\I believe Queen Beryl will be pleased.\That's true.\There it is, Usagi!\There it is, Usagi!\I know!\I know! response:	Moon Prism Power Makeup!
context: but I have collected a large amount of energy.\I believe Queen Beryl will be pleased.\That's true.\There it is, Usagi!\There it is, Usagi!\I know!\I know!\Moon Prism Power Makeup! response:	Stop right there!
context: I believe Queen Beryl will be pleased.\That's true.\There it is, Usagi!\There it is, Usagi!\I know!\I know!\Moon Prism Power Makeup!\Stop right there! response:	Sailor Moon!
context: That's true.\There it is, Usagi!\There it is, Usagi!\I know!\I know!\Moon Prism Power Makeup!\Stop right there!\Sailor Moon! response:	I'm the sailor warrior of love and justice!
context: There it is, Usagi!\There it is, Usagi!\I know!\I know!\Moon Prism Power Makeup!\Stop right there!\Sailor Moon!\I'm the sailor warrior of love and justice! response:	Sailor Moon!
context: There it is, Usagi!\I know!\I know!\Moon Prism Power Makeup!\Stop right there!\Sailor Moon!\I'm the sailor warrior of love and justice!\Sailor Moon! response:	Impertinent girl!
context: I know!\I know!\Moon Prism Power Makeup!\Stop right there!\Sailor Moon!\I'm the sailor warrior of love and justice!\Sailor Moon!\Impertinent girl! response:	How dare you only steal energy from lovers?!
context: I know!\Moon Prism Power Makeup!\Stop right there!\Sailor Moon!\I'm the sailor warrior of love and justice!\Sailor Moon!\Impertinent girl!\How dare you only steal energy from lovers?! response:	What about those poor girls who don't have boyfriends?!
context: Moon Prism Power Makeup!\Stop right there!\Sailor Moon!\I'm the sailor warrior of love and justice!\Sailor Moon!\Impertinent girl!\How dare you only steal energy from lovers?!\What about those poor girls who don't have boyfriends?! response:	What?! What about those poor girls who don't have boyfriends?!
context: Stop right there!\Sailor Moon!\I'm the sailor warrior of love and justice!\Sailor Moon!\Impertinent girl!\How dare you only steal energy from lovers?!\What about those poor girls who don't have boyfriends?!\What?! What about those poor girls who don't have boyfriends?! response:	What?!
context: Sailor Moon!\I'm the sailor warrior of love and justice!\Sailor Moon!\Impertinent girl!\How dare you only steal energy from lovers?!\What about those poor girls who don't have boyfriends?!\What?! What about those poor girls who don't have boyfriends?!\What?! response:	In the name of the moon, I will punish you!
context: I'm the sailor warrior of love and justice!\Sailor Moon!\Impertinent girl!\How dare you only steal energy from lovers?!\What about those poor girls who don't have boyfriends?!\What?! What about those poor girls who don't have boyfriends?!\What?!\In the name of the moon, I will punish you! response:	Finally, you show yourself, Sailor Moon!
context: Sailor Moon!\Impertinent girl!\How dare you only steal energy from lovers?!\What about those poor girls who don't have boyfriends?!\What?! What about those poor girls who don't have boyfriends?!\What?!\In the name of the moon, I will punish you!\Finally, you show yourself, Sailor Moon! response:	I am your opponent!
context: Impertinent girl!\How dare you only steal energy from lovers?!\What about those poor girls who don't have boyfriends?!\What?! What about those poor girls who don't have boyfriends?!\What?!\In the name of the moon, I will punish you!\Finally, you show yourself, Sailor Moon!\I am your opponent! response:	You're kidding me!
context: How dare you only steal energy from lovers?!\What about those poor girls who don't have boyfriends?!\What?! What about those poor girls who don't have boyfriends?!\What?!\In the name of the moon, I will punish you!\Finally, you show yourself, Sailor Moon!\I am your opponent!\You're kidding me! response:	Be careful, Sailor Moon!
context: What about those poor girls who don't have boyfriends?!\What?! What about those poor girls who don't have boyfriends?!\What?!\In the name of the moon, I will punish you!\Finally, you show yourself, Sailor Moon!\I am your opponent!\You're kidding me!\Be careful, Sailor Moon! response:	That monster can control seawater!
context: What?! What about those poor girls who don't have boyfriends?!\What?!\In the name of the moon, I will punish you!\Finally, you show yourself, Sailor Moon!\I am your opponent!\You're kidding me!\Be careful, Sailor Moon!\That monster can control seawater! response:	Take this!
context: What?!\In the name of the moon, I will punish you!\Finally, you show yourself, Sailor Moon!\I am your opponent!\You're kidding me!\Be careful, Sailor Moon!\That monster can control seawater!\Take this! response:	Good, Tetis!
context: In the name of the moon, I will punish you!\Finally, you show yourself, Sailor Moon!\I am your opponent!\You're kidding me!\Be careful, Sailor Moon!\That monster can control seawater!\Take this!\Good, Tetis! response:	Fire Soul!
context: Finally, you show yourself, Sailor Moon!\I am your opponent!\You're kidding me!\Be careful, Sailor Moon!\That monster can control seawater!\Take this!\Good, Tetis!\Fire Soul! response:	Let's hurry, Sailor Mars!
context: I am your opponent!\You're kidding me!\Be careful, Sailor Moon!\That monster can control seawater!\Take this!\Good, Tetis!\Fire Soul!\Let's hurry, Sailor Mars! response:	Yeah! I have to pay her back a hundredfold for humiliating us!
context: You're kidding me!\Be careful, Sailor Moon!\That monster can control seawater!\Take this!\Good, Tetis!\Fire Soul!\Let's hurry, Sailor Mars!\Yeah! I have to pay her back a hundredfold for humiliating us! response:	Die!
context: Be careful, Sailor Moon!\That monster can control seawater!\Take this!\Good, Tetis!\Fire Soul!\Let's hurry, Sailor Mars!\Yeah! I have to pay her back a hundredfold for humiliating us!\Die! response:	Bubble
context: That monster can control seawater!\Take this!\Good, Tetis!\Fire Soul!\Let's hurry, Sailor Mars!\Yeah! I have to pay her back a hundredfold for humiliating us!\Die!\Bubble response:	Spray!
context: Take this!\Good, Tetis!\Fire Soul!\Let's hurry, Sailor Mars!\Yeah! I have to pay her back a hundredfold for humiliating us!\Die!\Bubble\Spray! response:	Shoot!
context: Good, Tetis!\Fire Soul!\Let's hurry, Sailor Mars!\Yeah! I have to pay her back a hundredfold for humiliating us!\Die!\Bubble\Spray!\Shoot! response:	Fire
context: Fire Soul!\Let's hurry, Sailor Mars!\Yeah! I have to pay her back a hundredfold for humiliating us!\Die!\Bubble\Spray!\Shoot!\Fire response:	Soul!
context: Let's hurry, Sailor Mars!\Yeah! I have to pay her back a hundredfold for humiliating us!\Die!\Bubble\Spray!\Shoot!\Fire\Soul! response:	Now, Sailor Moon!
context: Yeah! I have to pay her back a hundredfold for humiliating us!\Die!\Bubble\Spray!\Shoot!\Fire\Soul!\Now, Sailor Moon! response:	Okay!
context: Die!\Bubble\Spray!\Shoot!\Fire\Soul!\Now, Sailor Moon!\Okay! response:	Moon Tiara Action!
context: Bubble\Spray!\Shoot!\Fire\Soul!\Now, Sailor Moon!\Okay!\Moon Tiara Action! response:	I underestimated you because you were just girls,
context: Spray!\Shoot!\Fire\Soul!\Now, Sailor Moon!\Okay!\Moon Tiara Action!\I underestimated you because you were just girls, response:	but you seem to have become more powerful than before.
context: Shoot!\Fire\Soul!\Now, Sailor Moon!\Okay!\Moon Tiara Action!\I underestimated you because you were just girls,\but you seem to have become more powerful than before. response:	Jadeite, prepare yourself!
context: Fire\Soul!\Now, Sailor Moon!\Okay!\Moon Tiara Action!\I underestimated you because you were just girls,\but you seem to have become more powerful than before.\Jadeite, prepare yourself! response:	I am so mad!
context: Soul!\Now, Sailor Moon!\Okay!\Moon Tiara Action!\I underestimated you because you were just girls,\but you seem to have become more powerful than before.\Jadeite, prepare yourself!\I am so mad! response:	Both of you, don't let your guard down!
context: Now, Sailor Moon!\Okay!\Moon Tiara Action!\I underestimated you because you were just girls,\but you seem to have become more powerful than before.\Jadeite, prepare yourself!\I am so mad!\Both of you, don't let your guard down! response:	You cannot beat me! This will be the end of you!
context: Okay!\Moon Tiara Action!\I underestimated you because you were just girls,\but you seem to have become more powerful than before.\Jadeite, prepare yourself!\I am so mad!\Both of you, don't let your guard down!\You cannot beat me! This will be the end of you! response:	Huh? Where did he go?
context: Moon Tiara Action!\I underestimated you because you were just girls,\but you seem to have become more powerful than before.\Jadeite, prepare yourself!\I am so mad!\Both of you, don't let your guard down!\You cannot beat me! This will be the end of you!\Huh? Where did he go? response:	Did he run away?
context: I underestimated you because you were just girls,\but you seem to have become more powerful than before.\Jadeite, prepare yourself!\I am so mad!\Both of you, don't let your guard down!\You cannot beat me! This will be the end of you!\Huh? Where did he go?\Did he run away? response:	No way! Did he run away?
context: but you seem to have become more powerful than before.\Jadeite, prepare yourself!\I am so mad!\Both of you, don't let your guard down!\You cannot beat me! This will be the end of you!\Huh? Where did he go?\Did he run away?\No way! Did he run away? response:	No way!
context: Jadeite, prepare yourself!\I am so mad!\Both of you, don't let your guard down!\You cannot beat me! This will be the end of you!\Huh? Where did he go?\Did he run away?\No way! Did he run away?\No way! response:	Queen Beryl...
context: I am so mad!\Both of you, don't let your guard down!\You cannot beat me! This will be the end of you!\Huh? Where did he go?\Did he run away?\No way! Did he run away?\No way!\Queen Beryl... response:	You used my precious subordinate,
context: Both of you, don't let your guard down!\You cannot beat me! This will be the end of you!\Huh? Where did he go?\Did he run away?\No way! Did he run away?\No way!\Queen Beryl...\You used my precious subordinate, response:	the monster Tetis, without my permission
context: You cannot beat me! This will be the end of you!\Huh? Where did he go?\Did he run away?\No way! Did he run away?\No way!\Queen Beryl...\You used my precious subordinate,\the monster Tetis, without my permission response:	and allowed her to die.
context: Huh? Where did he go?\Did he run away?\No way! Did he run away?\No way!\Queen Beryl...\You used my precious subordinate,\the monster Tetis, without my permission\and allowed her to die. response:	No, it's a misunderstanding!
context: Did he run away?\No way! Did he run away?\No way!\Queen Beryl...\You used my precious subordinate,\the monster Tetis, without my permission\and allowed her to die.\No, it's a misunderstanding! response:	This was all Tetis's idea to begin with.
context: No way! Did he run away?\No way!\Queen Beryl...\You used my precious subordinate,\the monster Tetis, without my permission\and allowed her to die.\No, it's a misunderstanding!\This was all Tetis's idea to begin with. response:	I will listen to your excuses at the palace.
context: No way!\Queen Beryl...\You used my precious subordinate,\the monster Tetis, without my permission\and allowed her to die.\No, it's a misunderstanding!\This was all Tetis's idea to begin with.\I will listen to your excuses at the palace. response:	But depending on the situation, I will see to it that you pay for this.
context: Queen Beryl...\You used my precious subordinate,\the monster Tetis, without my permission\and allowed her to die.\No, it's a misunderstanding!\This was all Tetis's idea to begin with.\I will listen to your excuses at the palace.\But depending on the situation, I will see to it that you pay for this. response:	Yes, my lady.
context: You used my precious subordinate,\the monster Tetis, without my permission\and allowed her to die.\No, it's a misunderstanding!\This was all Tetis's idea to begin with.\I will listen to your excuses at the palace.\But depending on the situation, I will see to it that you pay for this.\Yes, my lady. response:	Damn you, Sailor Moon, just you remember this!
context: the monster Tetis, without my permission\and allowed her to die.\No, it's a misunderstanding!\This was all Tetis's idea to begin with.\I will listen to your excuses at the palace.\But depending on the situation, I will see to it that you pay for this.\Yes, my lady.\Damn you, Sailor Moon, just you remember this! response:	The romantic cruise is all ruined!
context: and allowed her to die.\No, it's a misunderstanding!\This was all Tetis's idea to begin with.\I will listen to your excuses at the palace.\But depending on the situation, I will see to it that you pay for this.\Yes, my lady.\Damn you, Sailor Moon, just you remember this!\The romantic cruise is all ruined! response:	I'm not giving up!
context: No, it's a misunderstanding!\This was all Tetis's idea to begin with.\I will listen to your excuses at the palace.\But depending on the situation, I will see to it that you pay for this.\Yes, my lady.\Damn you, Sailor Moon, just you remember this!\The romantic cruise is all ruined!\I'm not giving up! response:	If I ever have another chance, I'm definitely coming with a boyfriend!
context: This was all Tetis's idea to begin with.\I will listen to your excuses at the palace.\But depending on the situation, I will see to it that you pay for this.\Yes, my lady.\Damn you, Sailor Moon, just you remember this!\The romantic cruise is all ruined!\I'm not giving up!\If I ever have another chance, I'm definitely coming with a boyfriend! response:	Oh, me, too!
context: I will listen to your excuses at the palace.\But depending on the situation, I will see to it that you pay for this.\Yes, my lady.\Damn you, Sailor Moon, just you remember this!\The romantic cruise is all ruined!\I'm not giving up!\If I ever have another chance, I'm definitely coming with a boyfriend!\Oh, me, too! response:	That would be impossible for you!
context: But depending on the situation, I will see to it that you pay for this.\Yes, my lady.\Damn you, Sailor Moon, just you remember this!\The romantic cruise is all ruined!\I'm not giving up!\If I ever have another chance, I'm definitely coming with a boyfriend!\Oh, me, too!\That would be impossible for you! response:	Urg That would be impossible for you!
context: Yes, my lady.\Damn you, Sailor Moon, just you remember this!\The romantic cruise is all ruined!\I'm not giving up!\If I ever have another chance, I'm definitely coming with a boyfriend!\Oh, me, too!\That would be impossible for you!\Urg That would be impossible for you! response:	What did you say?!
context: Damn you, Sailor Moon, just you remember this!\The romantic cruise is all ruined!\I'm not giving up!\If I ever have another chance, I'm definitely coming with a boyfriend!\Oh, me, too!\That would be impossible for you!\Urg That would be impossible for you!\What did you say?! response:	Geez, those two never quit, do they?
context: The romantic cruise is all ruined!\I'm not giving up!\If I ever have another chance, I'm definitely coming with a boyfriend!\Oh, me, too!\That would be impossible for you!\Urg That would be impossible for you!\What did you say?!\Geez, those two never quit, do they? response:	I'm going to study.
context: I'm not giving up!\If I ever have another chance, I'm definitely coming with a boyfriend!\Oh, me, too!\That would be impossible for you!\Urg That would be impossible for you!\What did you say?!\Geez, those two never quit, do they?\I'm going to study. response:	Oh, dear.
context: If I ever have another chance, I'm definitely coming with a boyfriend!\Oh, me, too!\That would be impossible for you!\Urg That would be impossible for you!\What did you say?!\Geez, those two never quit, do they?\I'm going to study.\Oh, dear. response:	Yume no naka futari de ita yo ne
context: Oh, me, too!\That would be impossible for you!\Urg That would be impossible for you!\What did you say?!\Geez, those two never quit, do they?\I'm going to study.\Oh, dear.\Yume no naka futari de ita yo ne response:	Hoshi tachi ni mamorarete
context: That would be impossible for you!\Urg That would be impossible for you!\What did you say?!\Geez, those two never quit, do they?\I'm going to study.\Oh, dear.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete response:	Tomodachi no toki ni wa ki ni sezu
context: Urg That would be impossible for you!\What did you say?!\Geez, those two never quit, do they?\I'm going to study.\Oh, dear.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu response:	Nanigenaku hanashite ita kedo
context: What did you say?!\Geez, those two never quit, do they?\I'm going to study.\Oh, dear.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo response:	Anata dake ki ni naru shunkan ga atta no
context: Geez, those two never quit, do they?\I'm going to study.\Oh, dear.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no response:	Motto kirei ni ima sugu naritai
context: I'm going to study.\Oh, dear.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai response:	Koi suru to nanika ga kawaru ne
context: Oh, dear.\Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai\Koi suru to nanika ga kawaru ne response:	Me o tojite tashikamete
context: Yume no naka futari de ita yo ne\Hoshi tachi ni mamorarete\Tomodachi no toki ni wa ki ni sezu\Nanigenaku hanashite ita kedo\Anata dake ki ni naru shunkan ga atta no\Motto kirei ni ima sugu naritai\Koi suru to nanika ga kawaru ne\Me o tojite tashikamete response:	Dakishimeta tokimeki sono mama kono omoi tsutaetai
