context: You're... response:	Avrora?
context: That girl called December.\Every time I see her, I feel like my heart is being ripped apart.\If you want to know more about December, come and hang out with us for a bit, Fourth Primogenitor.\You're... the one who blew up the warehouse yesterday!\You can call me Rogi, Akatsuki Kojou.\Our teacher, Senga Takehito, wants to talk to you.\What?\Just so you know, Carly, our sniper, has you in her sights. response:	It would be terrible if some unrelated person was hit by a stray bullet, right?
context: Every time I see her, I feel like my heart is being ripped apart.\If you want to know more about December, come and hang out with us for a bit, Fourth Primogenitor.\You're... the one who blew up the warehouse yesterday!\You can call me Rogi, Akatsuki Kojou.\Our teacher, Senga Takehito, wants to talk to you.\What?\Just so you know, Carly, our sniper, has you in her sights.\It would be terrible if some unrelated person was hit by a stray bullet, right? response:	Where should I go?
context: If you want to know more about December, come and hang out with us for a bit, Fourth Primogenitor.\You're... the one who blew up the warehouse yesterday!\You can call me Rogi, Akatsuki Kojou.\Our teacher, Senga Takehito, wants to talk to you.\What?\Just so you know, Carly, our sniper, has you in her sights.\It would be terrible if some unrelated person was hit by a stray bullet, right?\Where should I go? response:	Senpai!?
context: You're... the one who blew up the warehouse yesterday!\You can call me Rogi, Akatsuki Kojou.\Our teacher, Senga Takehito, wants to talk to you.\What?\Just so you know, Carly, our sniper, has you in her sights.\It would be terrible if some unrelated person was hit by a stray bullet, right?\Where should I go?\Senpai!? response:	You'll find out soon enough.
context: You can call me Rogi, Akatsuki Kojou.\Our teacher, Senga Takehito, wants to talk to you.\What?\Just so you know, Carly, our sniper, has you in her sights.\It would be terrible if some unrelated person was hit by a stray bullet, right?\Where should I go?\Senpai!?\You'll find out soon enough. response:	We can't do much in the way of welcoming guests, so don't get your hopes up.
context: Our teacher, Senga Takehito, wants to talk to you.\What?\Just so you know, Carly, our sniper, has you in her sights.\It would be terrible if some unrelated person was hit by a stray bullet, right?\Where should I go?\Senpai!?\You'll find out soon enough.\We can't do much in the way of welcoming guests, so don't get your hopes up. response:	The Fourth Primogenitor! Thanks for coming.
context: What?\Just so you know, Carly, our sniper, has you in her sights.\It would be terrible if some unrelated person was hit by a stray bullet, right?\Where should I go?\Senpai!?\You'll find out soon enough.\We can't do much in the way of welcoming guests, so don't get your hopes up.\The Fourth Primogenitor! Thanks for coming. response:	So you're Senga Takehito?
context: Just so you know, Carly, our sniper, has you in her sights.\It would be terrible if some unrelated person was hit by a stray bullet, right?\Where should I go?\Senpai!?\You'll find out soon enough.\We can't do much in the way of welcoming guests, so don't get your hopes up.\The Fourth Primogenitor! Thanks for coming.\So you're Senga Takehito? response:	That's right.
context: It would be terrible if some unrelated person was hit by a stray bullet, right?\Where should I go?\Senpai!?\You'll find out soon enough.\We can't do much in the way of welcoming guests, so don't get your hopes up.\The Fourth Primogenitor! Thanks for coming.\So you're Senga Takehito?\That's right. response:	You're the one who used Feng Shui to seal off the Itogami Island?
context: Where should I go?\Senpai!?\You'll find out soon enough.\We can't do much in the way of welcoming guests, so don't get your hopes up.\The Fourth Primogenitor! Thanks for coming.\So you're Senga Takehito?\That's right.\You're the one who used Feng Shui to seal off the Itogami Island? response:	Well, that is my job after all.
context: Senpai!?\You'll find out soon enough.\We can't do much in the way of welcoming guests, so don't get your hopes up.\The Fourth Primogenitor! Thanks for coming.\So you're Senga Takehito?\That's right.\You're the one who used Feng Shui to seal off the Itogami Island?\Well, that is my job after all. response:	That's Ran. One of our comrades.
context: You'll find out soon enough.\We can't do much in the way of welcoming guests, so don't get your hopes up.\The Fourth Primogenitor! Thanks for coming.\So you're Senga Takehito?\That's right.\You're the one who used Feng Shui to seal off the Itogami Island?\Well, that is my job after all.\That's Ran. One of our comrades. response:	It looks like they're all children.
context: We can't do much in the way of welcoming guests, so don't get your hopes up.\The Fourth Primogenitor! Thanks for coming.\So you're Senga Takehito?\That's right.\You're the one who used Feng Shui to seal off the Itogami Island?\Well, that is my job after all.\That's Ran. One of our comrades.\It looks like they're all children. response:	I don't mean this as an excuse, but I'm not forcing them to do anything.
context: The Fourth Primogenitor! Thanks for coming.\So you're Senga Takehito?\That's right.\You're the one who used Feng Shui to seal off the Itogami Island?\Well, that is my job after all.\That's Ran. One of our comrades.\It looks like they're all children.\I don't mean this as an excuse, but I'm not forcing them to do anything. response:	They are the ones who wished for the destruction of the Demon Sanctuary.
context: So you're Senga Takehito?\That's right.\You're the one who used Feng Shui to seal off the Itogami Island?\Well, that is my job after all.\That's Ran. One of our comrades.\It looks like they're all children.\I don't mean this as an excuse, but I'm not forcing them to do anything.\They are the ones who wished for the destruction of the Demon Sanctuary. response:	What?
context: That's right.\You're the one who used Feng Shui to seal off the Itogami Island?\Well, that is my job after all.\That's Ran. One of our comrades.\It looks like they're all children.\I don't mean this as an excuse, but I'm not forcing them to do anything.\They are the ones who wished for the destruction of the Demon Sanctuary.\What? response:	Take Rogi, for example.
context: You're the one who used Feng Shui to seal off the Itogami Island?\Well, that is my job after all.\That's Ran. One of our comrades.\It looks like they're all children.\I don't mean this as an excuse, but I'm not forcing them to do anything.\They are the ones who wished for the destruction of the Demon Sanctuary.\What?\Take Rogi, for example. response:	He is a military-use homonculus, an experimental body with the powers of pyrokinesis.
context: Well, that is my job after all.\That's Ran. One of our comrades.\It looks like they're all children.\I don't mean this as an excuse, but I'm not forcing them to do anything.\They are the ones who wished for the destruction of the Demon Sanctuary.\What?\Take Rogi, for example.\He is a military-use homonculus, an experimental body with the powers of pyrokinesis. response:	An experimental body!?
context: That's Ran. One of our comrades.\It looks like they're all children.\I don't mean this as an excuse, but I'm not forcing them to do anything.\They are the ones who wished for the destruction of the Demon Sanctuary.\What?\Take Rogi, for example.\He is a military-use homonculus, an experimental body with the powers of pyrokinesis.\An experimental body!? response:	But research on living organisms for military use is...
context: It looks like they're all children.\I don't mean this as an excuse, but I'm not forcing them to do anything.\They are the ones who wished for the destruction of the Demon Sanctuary.\What?\Take Rogi, for example.\He is a military-use homonculus, an experimental body with the powers of pyrokinesis.\An experimental body!?\But research on living organisms for military use is... response:	It is illegal, of course.
context: I don't mean this as an excuse, but I'm not forcing them to do anything.\They are the ones who wished for the destruction of the Demon Sanctuary.\What?\Take Rogi, for example.\He is a military-use homonculus, an experimental body with the powers of pyrokinesis.\An experimental body!?\But research on living organisms for military use is...\It is illegal, of course. response:	When that came to light and he was going to be disposed of, December saved him.
context: They are the ones who wished for the destruction of the Demon Sanctuary.\What?\Take Rogi, for example.\He is a military-use homonculus, an experimental body with the powers of pyrokinesis.\An experimental body!?\But research on living organisms for military use is...\It is illegal, of course.\When that came to light and he was going to be disposed of, December saved him. response:	From the place that used to be known as the Iroise Demon Sanctuary.
context: What?\Take Rogi, for example.\He is a military-use homonculus, an experimental body with the powers of pyrokinesis.\An experimental body!?\But research on living organisms for military use is...\It is illegal, of course.\When that came to light and he was going to be disposed of, December saved him.\From the place that used to be known as the Iroise Demon Sanctuary. response:	The other children have similar backgrounds.
context: Take Rogi, for example.\He is a military-use homonculus, an experimental body with the powers of pyrokinesis.\An experimental body!?\But research on living organisms for military use is...\It is illegal, of course.\When that came to light and he was going to be disposed of, December saved him.\From the place that used to be known as the Iroise Demon Sanctuary.\The other children have similar backgrounds. response:	So that's why they're trying to destroy Itogami Island?
context: He is a military-use homonculus, an experimental body with the powers of pyrokinesis.\An experimental body!?\But research on living organisms for military use is...\It is illegal, of course.\When that came to light and he was going to be disposed of, December saved him.\From the place that used to be known as the Iroise Demon Sanctuary.\The other children have similar backgrounds.\So that's why they're trying to destroy Itogami Island? response:	Because it is also a Demon Sanctuary?
context: An experimental body!?\But research on living organisms for military use is...\It is illegal, of course.\When that came to light and he was going to be disposed of, December saved him.\From the place that used to be known as the Iroise Demon Sanctuary.\The other children have similar backgrounds.\So that's why they're trying to destroy Itogami Island?\Because it is also a Demon Sanctuary? response:	No.
context: But research on living organisms for military use is...\It is illegal, of course.\When that came to light and he was going to be disposed of, December saved him.\From the place that used to be known as the Iroise Demon Sanctuary.\The other children have similar backgrounds.\So that's why they're trying to destroy Itogami Island?\Because it is also a Demon Sanctuary?\No. response:	There is a different reason why this place was targeted.
context: It is illegal, of course.\When that came to light and he was going to be disposed of, December saved him.\From the place that used to be known as the Iroise Demon Sanctuary.\The other children have similar backgrounds.\So that's why they're trying to destroy Itogami Island?\Because it is also a Demon Sanctuary?\No.\There is a different reason why this place was targeted. response:	A reason?
context: When that came to light and he was going to be disposed of, December saved him.\From the place that used to be known as the Iroise Demon Sanctuary.\The other children have similar backgrounds.\So that's why they're trying to destroy Itogami Island?\Because it is also a Demon Sanctuary?\No.\There is a different reason why this place was targeted.\A reason? response:	That is the reason why I called you here.
context: From the place that used to be known as the Iroise Demon Sanctuary.\The other children have similar backgrounds.\So that's why they're trying to destroy Itogami Island?\Because it is also a Demon Sanctuary?\No.\There is a different reason why this place was targeted.\A reason?\That is the reason why I called you here. response:	Once you find out about that, I hoped that you might help us as well.
context: The other children have similar backgrounds.\So that's why they're trying to destroy Itogami Island?\Because it is also a Demon Sanctuary?\No.\There is a different reason why this place was targeted.\A reason?\That is the reason why I called you here.\Once you find out about that, I hoped that you might help us as well. response:	Look, I'm sorry, okay?
context: So that's why they're trying to destroy Itogami Island?\Because it is also a Demon Sanctuary?\No.\There is a different reason why this place was targeted.\A reason?\That is the reason why I called you here.\Once you find out about that, I hoped that you might help us as well.\Look, I'm sorry, okay? response:	I didn't expect to encounter that person here... was her name Hiina-san?
context: Because it is also a Demon Sanctuary?\No.\There is a different reason why this place was targeted.\A reason?\That is the reason why I called you here.\Once you find out about that, I hoped that you might help us as well.\Look, I'm sorry, okay?\I didn't expect to encounter that person here... was her name Hiina-san? response:	Still, she's a little strange. Bringing fruits like these when coming to visit you.
context: No.\There is a different reason why this place was targeted.\A reason?\That is the reason why I called you here.\Once you find out about that, I hoped that you might help us as well.\Look, I'm sorry, okay?\I didn't expect to encounter that person here... was her name Hiina-san?\Still, she's a little strange. Bringing fruits like these when coming to visit you. response:	Well, they're delicious so I don't mind.
context: There is a different reason why this place was targeted.\A reason?\That is the reason why I called you here.\Once you find out about that, I hoped that you might help us as well.\Look, I'm sorry, okay?\I didn't expect to encounter that person here... was her name Hiina-san?\Still, she's a little strange. Bringing fruits like these when coming to visit you.\Well, they're delicious so I don't mind. response:	Geez...
context: A reason?\That is the reason why I called you here.\Once you find out about that, I hoped that you might help us as well.\Look, I'm sorry, okay?\I didn't expect to encounter that person here... was her name Hiina-san?\Still, she's a little strange. Bringing fruits like these when coming to visit you.\Well, they're delicious so I don't mind.\Geez... response:	You came here because you were worried about me, so I guess I should thank you.
context: That is the reason why I called you here.\Once you find out about that, I hoped that you might help us as well.\Look, I'm sorry, okay?\I didn't expect to encounter that person here... was her name Hiina-san?\Still, she's a little strange. Bringing fruits like these when coming to visit you.\Well, they're delicious so I don't mind.\Geez...\You came here because you were worried about me, so I guess I should thank you. response:	That's right. You should be grateful.
context: Once you find out about that, I hoped that you might help us as well.\Look, I'm sorry, okay?\I didn't expect to encounter that person here... was her name Hiina-san?\Still, she's a little strange. Bringing fruits like these when coming to visit you.\Well, they're delicious so I don't mind.\Geez...\You came here because you were worried about me, so I guess I should thank you.\That's right. You should be grateful. response:	So, how's the search for your father going?
context: Look, I'm sorry, okay?\I didn't expect to encounter that person here... was her name Hiina-san?\Still, she's a little strange. Bringing fruits like these when coming to visit you.\Well, they're delicious so I don't mind.\Geez...\You came here because you were worried about me, so I guess I should thank you.\That's right. You should be grateful.\So, how's the search for your father going? response:	Still no word from them.
context: I didn't expect to encounter that person here... was her name Hiina-san?\Still, she's a little strange. Bringing fruits like these when coming to visit you.\Well, they're delicious so I don't mind.\Geez...\You came here because you were worried about me, so I guess I should thank you.\That's right. You should be grateful.\So, how's the search for your father going?\Still no word from them. response:	There's also the matter of restoring the Great Pile. I guess they have their hands full.
context: Still, she's a little strange. Bringing fruits like these when coming to visit you.\Well, they're delicious so I don't mind.\Geez...\You came here because you were worried about me, so I guess I should thank you.\That's right. You should be grateful.\So, how's the search for your father going?\Still no word from them.\There's also the matter of restoring the Great Pile. I guess they have their hands full. response:	I'm worried... Was he attacked because he's in charge of this island?
context: Well, they're delicious so I don't mind.\Geez...\You came here because you were worried about me, so I guess I should thank you.\That's right. You should be grateful.\So, how's the search for your father going?\Still no word from them.\There's also the matter of restoring the Great Pile. I guess they have their hands full.\I'm worried... Was he attacked because he's in charge of this island? response:	Probably, yeah.
context: Geez...\You came here because you were worried about me, so I guess I should thank you.\That's right. You should be grateful.\So, how's the search for your father going?\Still no word from them.\There's also the matter of restoring the Great Pile. I guess they have their hands full.\I'm worried... Was he attacked because he's in charge of this island?\Probably, yeah. response:	But there's a bunch of stuff that doesn't sit right with me.
context: You came here because you were worried about me, so I guess I should thank you.\That's right. You should be grateful.\So, how's the search for your father going?\Still no word from them.\There's also the matter of restoring the Great Pile. I guess they have their hands full.\I'm worried... Was he attacked because he's in charge of this island?\Probably, yeah.\But there's a bunch of stuff that doesn't sit right with me. response:	Like what?
context: That's right. You should be grateful.\So, how's the search for your father going?\Still no word from them.\There's also the matter of restoring the Great Pile. I guess they have their hands full.\I'm worried... Was he attacked because he's in charge of this island?\Probably, yeah.\But there's a bunch of stuff that doesn't sit right with me.\Like what? response:	The person in charge of the actual administration is my brother.
context: So, how's the search for your father going?\Still no word from them.\There's also the matter of restoring the Great Pile. I guess they have their hands full.\I'm worried... Was he attacked because he's in charge of this island?\Probably, yeah.\But there's a bunch of stuff that doesn't sit right with me.\Like what?\The person in charge of the actual administration is my brother. response:	If their aim was to throw the island into chaos, attacking my father doesn't make a lot of sense.
context: Still no word from them.\There's also the matter of restoring the Great Pile. I guess they have their hands full.\I'm worried... Was he attacked because he's in charge of this island?\Probably, yeah.\But there's a bunch of stuff that doesn't sit right with me.\Like what?\The person in charge of the actual administration is my brother.\If their aim was to throw the island into chaos, attacking my father doesn't make a lot of sense. response:	Besides, if my father could be done in by an explosion of that level, he would have died dozens of times already.
context: There's also the matter of restoring the Great Pile. I guess they have their hands full.\I'm worried... Was he attacked because he's in charge of this island?\Probably, yeah.\But there's a bunch of stuff that doesn't sit right with me.\Like what?\The person in charge of the actual administration is my brother.\If their aim was to throw the island into chaos, attacking my father doesn't make a lot of sense.\Besides, if my father could be done in by an explosion of that level, he would have died dozens of times already. response:	Just so you know, I have no intention of helping you guys.
context: I'm worried... Was he attacked because he's in charge of this island?\Probably, yeah.\But there's a bunch of stuff that doesn't sit right with me.\Like what?\The person in charge of the actual administration is my brother.\If their aim was to throw the island into chaos, attacking my father doesn't make a lot of sense.\Besides, if my father could be done in by an explosion of that level, he would have died dozens of times already.\Just so you know, I have no intention of helping you guys. response:	I won't be party to murder.
context: Probably, yeah.\But there's a bunch of stuff that doesn't sit right with me.\Like what?\The person in charge of the actual administration is my brother.\If their aim was to throw the island into chaos, attacking my father doesn't make a lot of sense.\Besides, if my father could be done in by an explosion of that level, he would have died dozens of times already.\Just so you know, I have no intention of helping you guys.\I won't be party to murder. response:	Murder, huh? But the people who built this island are doing the same thing.
context: But there's a bunch of stuff that doesn't sit right with me.\Like what?\The person in charge of the actual administration is my brother.\If their aim was to throw the island into chaos, attacking my father doesn't make a lot of sense.\Besides, if my father could be done in by an explosion of that level, he would have died dozens of times already.\Just so you know, I have no intention of helping you guys.\I won't be party to murder.\Murder, huh? But the people who built this island are doing the same thing. response:	The next tragedy that this island will cause...
context: Like what?\The person in charge of the actual administration is my brother.\If their aim was to throw the island into chaos, attacking my father doesn't make a lot of sense.\Besides, if my father could be done in by an explosion of that level, he would have died dozens of times already.\Just so you know, I have no intention of helping you guys.\I won't be party to murder.\Murder, huh? But the people who built this island are doing the same thing.\The next tragedy that this island will cause... response:	The number of victims will be on a whole different level compared to what we've done.
context: The person in charge of the actual administration is my brother.\If their aim was to throw the island into chaos, attacking my father doesn't make a lot of sense.\Besides, if my father could be done in by an explosion of that level, he would have died dozens of times already.\Just so you know, I have no intention of helping you guys.\I won't be party to murder.\Murder, huh? But the people who built this island are doing the same thing.\The next tragedy that this island will cause...\The number of victims will be on a whole different level compared to what we've done. response:	The next tragedy that the island will cause...?
context: If their aim was to throw the island into chaos, attacking my father doesn't make a lot of sense.\Besides, if my father could be done in by an explosion of that level, he would have died dozens of times already.\Just so you know, I have no intention of helping you guys.\I won't be party to murder.\Murder, huh? But the people who built this island are doing the same thing.\The next tragedy that this island will cause...\The number of victims will be on a whole different level compared to what we've done.\The next tragedy that the island will cause...? response:	The true purpose of the artificial island called Itogami Island...
context: Besides, if my father could be done in by an explosion of that level, he would have died dozens of times already.\Just so you know, I have no intention of helping you guys.\I won't be party to murder.\Murder, huh? But the people who built this island are doing the same thing.\The next tragedy that this island will cause...\The number of victims will be on a whole different level compared to what we've done.\The next tragedy that the island will cause...?\The true purpose of the artificial island called Itogami Island... response:	It is to function as an altar for the resurrection of the Old God Cain.
context: Just so you know, I have no intention of helping you guys.\I won't be party to murder.\Murder, huh? But the people who built this island are doing the same thing.\The next tragedy that this island will cause...\The number of victims will be on a whole different level compared to what we've done.\The next tragedy that the island will cause...?\The true purpose of the artificial island called Itogami Island...\It is to function as an altar for the resurrection of the Old God Cain. response:	The person who designed Itogami Island, Itogami Senra, wished for Cain's resurrection.
context: I won't be party to murder.\Murder, huh? But the people who built this island are doing the same thing.\The next tragedy that this island will cause...\The number of victims will be on a whole different level compared to what we've done.\The next tragedy that the island will cause...?\The true purpose of the artificial island called Itogami Island...\It is to function as an altar for the resurrection of the Old God Cain.\The person who designed Itogami Island, Itogami Senra, wished for Cain's resurrection. response:	While he is no longer alive, there are still people in Itogami Island's administration who have inherited his ideology.
context: Murder, huh? But the people who built this island are doing the same thing.\The next tragedy that this island will cause...\The number of victims will be on a whole different level compared to what we've done.\The next tragedy that the island will cause...?\The true purpose of the artificial island called Itogami Island...\It is to function as an altar for the resurrection of the Old God Cain.\The person who designed Itogami Island, Itogami Senra, wished for Cain's resurrection.\While he is no longer alive, there are still people in Itogami Island's administration who have inherited his ideology. response:	So, the directors of the island's administration whom you assassinated...
context: The next tragedy that this island will cause...\The number of victims will be on a whole different level compared to what we've done.\The next tragedy that the island will cause...?\The true purpose of the artificial island called Itogami Island...\It is to function as an altar for the resurrection of the Old God Cain.\The person who designed Itogami Island, Itogami Senra, wished for Cain's resurrection.\While he is no longer alive, there are still people in Itogami Island's administration who have inherited his ideology.\So, the directors of the island's administration whom you assassinated... response:	That's your excuse for terrorism?
context: The number of victims will be on a whole different level compared to what we've done.\The next tragedy that the island will cause...?\The true purpose of the artificial island called Itogami Island...\It is to function as an altar for the resurrection of the Old God Cain.\The person who designed Itogami Island, Itogami Senra, wished for Cain's resurrection.\While he is no longer alive, there are still people in Itogami Island's administration who have inherited his ideology.\So, the directors of the island's administration whom you assassinated...\That's your excuse for terrorism? response:	What do you say, Fourth Primogenitor? Do you feel like helping us now?
context: The next tragedy that the island will cause...?\The true purpose of the artificial island called Itogami Island...\It is to function as an altar for the resurrection of the Old God Cain.\The person who designed Itogami Island, Itogami Senra, wished for Cain's resurrection.\While he is no longer alive, there are still people in Itogami Island's administration who have inherited his ideology.\So, the directors of the island's administration whom you assassinated...\That's your excuse for terrorism?\What do you say, Fourth Primogenitor? Do you feel like helping us now? response:	Help? You can't be serious.
context: The true purpose of the artificial island called Itogami Island...\It is to function as an altar for the resurrection of the Old God Cain.\The person who designed Itogami Island, Itogami Senra, wished for Cain's resurrection.\While he is no longer alive, there are still people in Itogami Island's administration who have inherited his ideology.\So, the directors of the island's administration whom you assassinated...\That's your excuse for terrorism?\What do you say, Fourth Primogenitor? Do you feel like helping us now?\Help? You can't be serious. response:	So in the end, you're all the same.
context: It is to function as an altar for the resurrection of the Old God Cain.\The person who designed Itogami Island, Itogami Senra, wished for Cain's resurrection.\While he is no longer alive, there are still people in Itogami Island's administration who have inherited his ideology.\So, the directors of the island's administration whom you assassinated...\That's your excuse for terrorism?\What do you say, Fourth Primogenitor? Do you feel like helping us now?\Help? You can't be serious.\So in the end, you're all the same. response:	Senpai?
context: The person who designed Itogami Island, Itogami Senra, wished for Cain's resurrection.\While he is no longer alive, there are still people in Itogami Island's administration who have inherited his ideology.\So, the directors of the island's administration whom you assassinated...\That's your excuse for terrorism?\What do you say, Fourth Primogenitor? Do you feel like helping us now?\Help? You can't be serious.\So in the end, you're all the same.\Senpai? response:	What do you mean?
context: While he is no longer alive, there are still people in Itogami Island's administration who have inherited his ideology.\So, the directors of the island's administration whom you assassinated...\That's your excuse for terrorism?\What do you say, Fourth Primogenitor? Do you feel like helping us now?\Help? You can't be serious.\So in the end, you're all the same.\Senpai?\What do you mean? response:	Why are you guys trying to take on everything by yourselves?
context: So, the directors of the island's administration whom you assassinated...\That's your excuse for terrorism?\What do you say, Fourth Primogenitor? Do you feel like helping us now?\Help? You can't be serious.\So in the end, you're all the same.\Senpai?\What do you mean?\Why are you guys trying to take on everything by yourselves? response:	I feel like I'm looking at my past self in a mirror, it's pretty embarrassing.
context: That's your excuse for terrorism?\What do you say, Fourth Primogenitor? Do you feel like helping us now?\Help? You can't be serious.\So in the end, you're all the same.\Senpai?\What do you mean?\Why are you guys trying to take on everything by yourselves?\I feel like I'm looking at my past self in a mirror, it's pretty embarrassing. response:	Why didn't you ask for help? Why didn't you raise your voices?
context: What do you say, Fourth Primogenitor? Do you feel like helping us now?\Help? You can't be serious.\So in the end, you're all the same.\Senpai?\What do you mean?\Why are you guys trying to take on everything by yourselves?\I feel like I'm looking at my past self in a mirror, it's pretty embarrassing.\Why didn't you ask for help? Why didn't you raise your voices? response:	After going so far as to become terrorists, do you think anyone would take your side?
context: Help? You can't be serious.\So in the end, you're all the same.\Senpai?\What do you mean?\Why are you guys trying to take on everything by yourselves?\I feel like I'm looking at my past self in a mirror, it's pretty embarrassing.\Why didn't you ask for help? Why didn't you raise your voices?\After going so far as to become terrorists, do you think anyone would take your side? response:	Of course we raised our voices.
context: So in the end, you're all the same.\Senpai?\What do you mean?\Why are you guys trying to take on everything by yourselves?\I feel like I'm looking at my past self in a mirror, it's pretty embarrassing.\Why didn't you ask for help? Why didn't you raise your voices?\After going so far as to become terrorists, do you think anyone would take your side?\Of course we raised our voices. response:	But our efforts were wiped out by those with authority.
context: Senpai?\What do you mean?\Why are you guys trying to take on everything by yourselves?\I feel like I'm looking at my past self in a mirror, it's pretty embarrassing.\Why didn't you ask for help? Why didn't you raise your voices?\After going so far as to become terrorists, do you think anyone would take your side?\Of course we raised our voices.\But our efforts were wiped out by those with authority. response:	Even when our voices reached some people, no one was willing to believe us because we had no clear proof!
context: What do you mean?\Why are you guys trying to take on everything by yourselves?\I feel like I'm looking at my past self in a mirror, it's pretty embarrassing.\Why didn't you ask for help? Why didn't you raise your voices?\After going so far as to become terrorists, do you think anyone would take your side?\Of course we raised our voices.\But our efforts were wiped out by those with authority.\Even when our voices reached some people, no one was willing to believe us because we had no clear proof! response:	Are you sure that's really true?
context: Why are you guys trying to take on everything by yourselves?\I feel like I'm looking at my past self in a mirror, it's pretty embarrassing.\Why didn't you ask for help? Why didn't you raise your voices?\After going so far as to become terrorists, do you think anyone would take your side?\Of course we raised our voices.\But our efforts were wiped out by those with authority.\Even when our voices reached some people, no one was willing to believe us because we had no clear proof!\Are you sure that's really true? response:	Was the lack of proof really why people refused to believe you?
context: I feel like I'm looking at my past self in a mirror, it's pretty embarrassing.\Why didn't you ask for help? Why didn't you raise your voices?\After going so far as to become terrorists, do you think anyone would take your side?\Of course we raised our voices.\But our efforts were wiped out by those with authority.\Even when our voices reached some people, no one was willing to believe us because we had no clear proof!\Are you sure that's really true?\Was the lack of proof really why people refused to believe you? response:	You know that's not true!
context: Why didn't you ask for help? Why didn't you raise your voices?\After going so far as to become terrorists, do you think anyone would take your side?\Of course we raised our voices.\But our efforts were wiped out by those with authority.\Even when our voices reached some people, no one was willing to believe us because we had no clear proof!\Are you sure that's really true?\Was the lack of proof really why people refused to believe you?\You know that's not true! response:	It's because you guys didn't believe in anyone yourselves!
context: After going so far as to become terrorists, do you think anyone would take your side?\Of course we raised our voices.\But our efforts were wiped out by those with authority.\Even when our voices reached some people, no one was willing to believe us because we had no clear proof!\Are you sure that's really true?\Was the lack of proof really why people refused to believe you?\You know that's not true!\It's because you guys didn't believe in anyone yourselves! response:	What?
context: Of course we raised our voices.\But our efforts were wiped out by those with authority.\Even when our voices reached some people, no one was willing to believe us because we had no clear proof!\Are you sure that's really true?\Was the lack of proof really why people refused to believe you?\You know that's not true!\It's because you guys didn't believe in anyone yourselves!\What? response:	You said a lot of people would die if Cain was resurrected, right?
context: But our efforts were wiped out by those with authority.\Even when our voices reached some people, no one was willing to believe us because we had no clear proof!\Are you sure that's really true?\Was the lack of proof really why people refused to believe you?\You know that's not true!\It's because you guys didn't believe in anyone yourselves!\What?\You said a lot of people would die if Cain was resurrected, right? response:	In that case, you shouldn't be destroying the Demon Sanctuary.
context: Even when our voices reached some people, no one was willing to believe us because we had no clear proof!\Are you sure that's really true?\Was the lack of proof really why people refused to believe you?\You know that's not true!\It's because you guys didn't believe in anyone yourselves!\What?\You said a lot of people would die if Cain was resurrected, right?\In that case, you shouldn't be destroying the Demon Sanctuary. response:	You should be saving the people who will be sacrificed instead!
context: Are you sure that's really true?\Was the lack of proof really why people refused to believe you?\You know that's not true!\It's because you guys didn't believe in anyone yourselves!\What?\You said a lot of people would die if Cain was resurrected, right?\In that case, you shouldn't be destroying the Demon Sanctuary.\You should be saving the people who will be sacrificed instead! response:	Saying whatever you want...
context: Was the lack of proof really why people refused to believe you?\You know that's not true!\It's because you guys didn't believe in anyone yourselves!\What?\You said a lot of people would die if Cain was resurrected, right?\In that case, you shouldn't be destroying the Demon Sanctuary.\You should be saving the people who will be sacrificed instead!\Saying whatever you want... response:	Stop, Rogi.
context: You know that's not true!\It's because you guys didn't believe in anyone yourselves!\What?\You said a lot of people would die if Cain was resurrected, right?\In that case, you shouldn't be destroying the Demon Sanctuary.\You should be saving the people who will be sacrificed instead!\Saying whatever you want...\Stop, Rogi. response:	I suppose we walk different paths, after all.
context: It's because you guys didn't believe in anyone yourselves!\What?\You said a lot of people would die if Cain was resurrected, right?\In that case, you shouldn't be destroying the Demon Sanctuary.\You should be saving the people who will be sacrificed instead!\Saying whatever you want...\Stop, Rogi.\I suppose we walk different paths, after all. response:	But that no longer matters.
context: What?\You said a lot of people would die if Cain was resurrected, right?\In that case, you shouldn't be destroying the Demon Sanctuary.\You should be saving the people who will be sacrificed instead!\Saying whatever you want...\Stop, Rogi.\I suppose we walk different paths, after all.\But that no longer matters. response:	We have already carried out our objective.
context: You said a lot of people would die if Cain was resurrected, right?\In that case, you shouldn't be destroying the Demon Sanctuary.\You should be saving the people who will be sacrificed instead!\Saying whatever you want...\Stop, Rogi.\I suppose we walk different paths, after all.\But that no longer matters.\We have already carried out our objective. response:	Objective?
context: In that case, you shouldn't be destroying the Demon Sanctuary.\You should be saving the people who will be sacrificed instead!\Saying whatever you want...\Stop, Rogi.\I suppose we walk different paths, after all.\But that no longer matters.\We have already carried out our objective.\Objective? response:	We have no intention of changing our methods.
context: You should be saving the people who will be sacrificed instead!\Saying whatever you want...\Stop, Rogi.\I suppose we walk different paths, after all.\But that no longer matters.\We have already carried out our objective.\Objective?\We have no intention of changing our methods. response:	We will take direct action to prevent the resurrection of the Old God.
context: Saying whatever you want...\Stop, Rogi.\I suppose we walk different paths, after all.\But that no longer matters.\We have already carried out our objective.\Objective?\We have no intention of changing our methods.\We will take direct action to prevent the resurrection of the Old God. response:	By obliterating the Priestess of Cain.
context: Stop, Rogi.\I suppose we walk different paths, after all.\But that no longer matters.\We have already carried out our objective.\Objective?\We have no intention of changing our methods.\We will take direct action to prevent the resurrection of the Old God.\By obliterating the Priestess of Cain. response:	Priestess of Cain?
