context: Divorced?! response:	We'll apparently be shipping off to Tokyo later this year.
context: But I was also scared of aborting you.\But then I thought, maybe if I gave birth...\But it didn't work out that well.\Well, of course. You're the worst.\That's right. Everything's always either hit or miss with me, and unplanned.\No forethought to anything.\No matter what I do or achieve, it always ends up failure. As a woman and a mother, I'm the worst.\I haven't thought of becoming happy, this late in life. response:	Then why are you getting divorced?
context: But then I thought, maybe if I gave birth...\But it didn't work out that well.\Well, of course. You're the worst.\That's right. Everything's always either hit or miss with me, and unplanned.\No forethought to anything.\No matter what I do or achieve, it always ends up failure. As a woman and a mother, I'm the worst.\I haven't thought of becoming happy, this late in life.\Then why are you getting divorced? response:	So I can really stand on my own two feet.
context: But it didn't work out that well.\Well, of course. You're the worst.\That's right. Everything's always either hit or miss with me, and unplanned.\No forethought to anything.\No matter what I do or achieve, it always ends up failure. As a woman and a mother, I'm the worst.\I haven't thought of becoming happy, this late in life.\Then why are you getting divorced?\So I can really stand on my own two feet. response:	How old are you?
context: Well, of course. You're the worst.\That's right. Everything's always either hit or miss with me, and unplanned.\No forethought to anything.\No matter what I do or achieve, it always ends up failure. As a woman and a mother, I'm the worst.\I haven't thought of becoming happy, this late in life.\Then why are you getting divorced?\So I can really stand on my own two feet.\How old are you? response:	Forty-two. Got a problem with that?
context: That's right. Everything's always either hit or miss with me, and unplanned.\No forethought to anything.\No matter what I do or achieve, it always ends up failure. As a woman and a mother, I'm the worst.\I haven't thought of becoming happy, this late in life.\Then why are you getting divorced?\So I can really stand on my own two feet.\How old are you?\Forty-two. Got a problem with that? response:	But... there is one thing I did succeed in.
context: No forethought to anything.\No matter what I do or achieve, it always ends up failure. As a woman and a mother, I'm the worst.\I haven't thought of becoming happy, this late in life.\Then why are you getting divorced?\So I can really stand on my own two feet.\How old are you?\Forty-two. Got a problem with that?\But... there is one thing I did succeed in. response:	Though I thought I had messed up at first.
context: No matter what I do or achieve, it always ends up failure. As a woman and a mother, I'm the worst.\I haven't thought of becoming happy, this late in life.\Then why are you getting divorced?\So I can really stand on my own two feet.\How old are you?\Forty-two. Got a problem with that?\But... there is one thing I did succeed in.\Though I thought I had messed up at first. response:	It was just so unexpected at the time, and I regretted it severely.
context: I haven't thought of becoming happy, this late in life.\Then why are you getting divorced?\So I can really stand on my own two feet.\How old are you?\Forty-two. Got a problem with that?\But... there is one thing I did succeed in.\Though I thought I had messed up at first.\It was just so unexpected at the time, and I regretted it severely. response:	Motoharu.
context: Then why are you getting divorced?\So I can really stand on my own two feet.\How old are you?\Forty-two. Got a problem with that?\But... there is one thing I did succeed in.\Though I thought I had messed up at first.\It was just so unexpected at the time, and I regretted it severely.\Motoharu. response:	I'm glad I gave birth to you.
context: So I can really stand on my own two feet.\How old are you?\Forty-two. Got a problem with that?\But... there is one thing I did succeed in.\Though I thought I had messed up at first.\It was just so unexpected at the time, and I regretted it severely.\Motoharu.\I'm glad I gave birth to you. response:	Because of that, I'm grateful that I was just a girl who never thought ahead.
context: How old are you?\Forty-two. Got a problem with that?\But... there is one thing I did succeed in.\Though I thought I had messed up at first.\It was just so unexpected at the time, and I regretted it severely.\Motoharu.\I'm glad I gave birth to you.\Because of that, I'm grateful that I was just a girl who never thought ahead. response:	You've given me enough happiness.
context: Forty-two. Got a problem with that?\But... there is one thing I did succeed in.\Though I thought I had messed up at first.\It was just so unexpected at the time, and I regretted it severely.\Motoharu.\I'm glad I gave birth to you.\Because of that, I'm grateful that I was just a girl who never thought ahead.\You've given me enough happiness. response:	I couldn't wish for more.
context: But... there is one thing I did succeed in.\Though I thought I had messed up at first.\It was just so unexpected at the time, and I regretted it severely.\Motoharu.\I'm glad I gave birth to you.\Because of that, I'm grateful that I was just a girl who never thought ahead.\You've given me enough happiness.\I couldn't wish for more. response:	This is pretty interesting. Wanna take a look, Nana?
context: Though I thought I had messed up at first.\It was just so unexpected at the time, and I regretted it severely.\Motoharu.\I'm glad I gave birth to you.\Because of that, I'm grateful that I was just a girl who never thought ahead.\You've given me enough happiness.\I couldn't wish for more.\This is pretty interesting. Wanna take a look, Nana? response:	Could I borrow it?
context: It was just so unexpected at the time, and I regretted it severely.\Motoharu.\I'm glad I gave birth to you.\Because of that, I'm grateful that I was just a girl who never thought ahead.\You've given me enough happiness.\I couldn't wish for more.\This is pretty interesting. Wanna take a look, Nana?\Could I borrow it? response:	Takahashi. What are your plans for today?
context: Motoharu.\I'm glad I gave birth to you.\Because of that, I'm grateful that I was just a girl who never thought ahead.\You've given me enough happiness.\I couldn't wish for more.\This is pretty interesting. Wanna take a look, Nana?\Could I borrow it?\Takahashi. What are your plans for today? response:	If you have no other plans, want to go home together?
context: I'm glad I gave birth to you.\Because of that, I'm grateful that I was just a girl who never thought ahead.\You've given me enough happiness.\I couldn't wish for more.\This is pretty interesting. Wanna take a look, Nana?\Could I borrow it?\Takahashi. What are your plans for today?\If you have no other plans, want to go home together? response:	I'm going to go home by myself today.
context: Because of that, I'm grateful that I was just a girl who never thought ahead.\You've given me enough happiness.\I couldn't wish for more.\This is pretty interesting. Wanna take a look, Nana?\Could I borrow it?\Takahashi. What are your plans for today?\If you have no other plans, want to go home together?\I'm going to go home by myself today. response:	Hey, Nana...
context: You've given me enough happiness.\I couldn't wish for more.\This is pretty interesting. Wanna take a look, Nana?\Could I borrow it?\Takahashi. What are your plans for today?\If you have no other plans, want to go home together?\I'm going to go home by myself today.\Hey, Nana... response:	Yano!
context: I couldn't wish for more.\This is pretty interesting. Wanna take a look, Nana?\Could I borrow it?\Takahashi. What are your plans for today?\If you have no other plans, want to go home together?\I'm going to go home by myself today.\Hey, Nana...\Yano! response:	Don't follow me!
context: This is pretty interesting. Wanna take a look, Nana?\Could I borrow it?\Takahashi. What are your plans for today?\If you have no other plans, want to go home together?\I'm going to go home by myself today.\Hey, Nana...\Yano!\Don't follow me! response:	Is this really all right?
context: Could I borrow it?\Takahashi. What are your plans for today?\If you have no other plans, want to go home together?\I'm going to go home by myself today.\Hey, Nana...\Yano!\Don't follow me!\Is this really all right? response:	Is what all right?
context: Takahashi. What are your plans for today?\If you have no other plans, want to go home together?\I'm going to go home by myself today.\Hey, Nana...\Yano!\Don't follow me!\Is this really all right?\Is what all right? response:	If you leave it like this, you two will really break up.
context: If you have no other plans, want to go home together?\I'm going to go home by myself today.\Hey, Nana...\Yano!\Don't follow me!\Is this really all right?\Is what all right?\If you leave it like this, you two will really break up. response:	Then, what am I supposed to do?
context: I'm going to go home by myself today.\Hey, Nana...\Yano!\Don't follow me!\Is this really all right?\Is what all right?\If you leave it like this, you two will really break up.\Then, what am I supposed to do? response:	Even if I talked with him now, we'll only go further in the wrong direction...
context: Hey, Nana...\Yano!\Don't follow me!\Is this really all right?\Is what all right?\If you leave it like this, you two will really break up.\Then, what am I supposed to do?\Even if I talked with him now, we'll only go further in the wrong direction... response:	Maybe, but because you're having such a hard time, you need to take that step.
context: Yano!\Don't follow me!\Is this really all right?\Is what all right?\If you leave it like this, you two will really break up.\Then, what am I supposed to do?\Even if I talked with him now, we'll only go further in the wrong direction...\Maybe, but because you're having such a hard time, you need to take that step. response:	Nana, you spend too much time on those things.
context: Don't follow me!\Is this really all right?\Is what all right?\If you leave it like this, you two will really break up.\Then, what am I supposed to do?\Even if I talked with him now, we'll only go further in the wrong direction...\Maybe, but because you're having such a hard time, you need to take that step.\Nana, you spend too much time on those things. response:	I've thought this for a while, but even though Yano's chasing you now...
context: Is this really all right?\Is what all right?\If you leave it like this, you two will really break up.\Then, what am I supposed to do?\Even if I talked with him now, we'll only go further in the wrong direction...\Maybe, but because you're having such a hard time, you need to take that step.\Nana, you spend too much time on those things.\I've thought this for a while, but even though Yano's chasing you now... response:	If you disconnect from Yano's feelings now, it'll be too late.
context: Is what all right?\If you leave it like this, you two will really break up.\Then, what am I supposed to do?\Even if I talked with him now, we'll only go further in the wrong direction...\Maybe, but because you're having such a hard time, you need to take that step.\Nana, you spend too much time on those things.\I've thought this for a while, but even though Yano's chasing you now...\If you disconnect from Yano's feelings now, it'll be too late. response:	Take a good look...
context: If you leave it like this, you two will really break up.\Then, what am I supposed to do?\Even if I talked with him now, we'll only go further in the wrong direction...\Maybe, but because you're having such a hard time, you need to take that step.\Nana, you spend too much time on those things.\I've thought this for a while, but even though Yano's chasing you now...\If you disconnect from Yano's feelings now, it'll be too late.\Take a good look... response:	Yano!
context: Then, what am I supposed to do?\Even if I talked with him now, we'll only go further in the wrong direction...\Maybe, but because you're having such a hard time, you need to take that step.\Nana, you spend too much time on those things.\I've thought this for a while, but even though Yano's chasing you now...\If you disconnect from Yano's feelings now, it'll be too late.\Take a good look...\Yano! response:	Do you really think he'll chase you forever?
context: Even if I talked with him now, we'll only go further in the wrong direction...\Maybe, but because you're having such a hard time, you need to take that step.\Nana, you spend too much time on those things.\I've thought this for a while, but even though Yano's chasing you now...\If you disconnect from Yano's feelings now, it'll be too late.\Take a good look...\Yano!\Do you really think he'll chase you forever? response:	Do you really think that?
context: Maybe, but because you're having such a hard time, you need to take that step.\Nana, you spend too much time on those things.\I've thought this for a while, but even though Yano's chasing you now...\If you disconnect from Yano's feelings now, it'll be too late.\Take a good look...\Yano!\Do you really think he'll chase you forever?\Do you really think that? response:	Mizu-chin's words keep echoing in my head...
context: Nana, you spend too much time on those things.\I've thought this for a while, but even though Yano's chasing you now...\If you disconnect from Yano's feelings now, it'll be too late.\Take a good look...\Yano!\Do you really think he'll chase you forever?\Do you really think that?\Mizu-chin's words keep echoing in my head... response:	If you disconnect from Yano's feelings now, it'll be too late.
context: I've thought this for a while, but even though Yano's chasing you now...\If you disconnect from Yano's feelings now, it'll be too late.\Take a good look...\Yano!\Do you really think he'll chase you forever?\Do you really think that?\Mizu-chin's words keep echoing in my head...\If you disconnect from Yano's feelings now, it'll be too late. response:	It'll be too late.
context: If you disconnect from Yano's feelings now, it'll be too late.\Take a good look...\Yano!\Do you really think he'll chase you forever?\Do you really think that?\Mizu-chin's words keep echoing in my head...\If you disconnect from Yano's feelings now, it'll be too late.\It'll be too late. response:	I'm sorry. I take back what I said.
context: Take a good look...\Yano!\Do you really think he'll chase you forever?\Do you really think that?\Mizu-chin's words keep echoing in my head...\If you disconnect from Yano's feelings now, it'll be too late.\It'll be too late.\I'm sorry. I take back what I said. response:	Take back what?
context: Yano!\Do you really think he'll chase you forever?\Do you really think that?\Mizu-chin's words keep echoing in my head...\If you disconnect from Yano's feelings now, it'll be too late.\It'll be too late.\I'm sorry. I take back what I said.\Take back what? response:	The words I said two years ago.
context: Do you really think he'll chase you forever?\Do you really think that?\Mizu-chin's words keep echoing in my head...\If you disconnect from Yano's feelings now, it'll be too late.\It'll be too late.\I'm sorry. I take back what I said.\Take back what?\The words I said two years ago. response:	When I said that you only used me to get revenge on my sister.
context: Do you really think that?\Mizu-chin's words keep echoing in my head...\If you disconnect from Yano's feelings now, it'll be too late.\It'll be too late.\I'm sorry. I take back what I said.\Take back what?\The words I said two years ago.\When I said that you only used me to get revenge on my sister. response:	You didn't do it for revenge.
context: Mizu-chin's words keep echoing in my head...\If you disconnect from Yano's feelings now, it'll be too late.\It'll be too late.\I'm sorry. I take back what I said.\Take back what?\The words I said two years ago.\When I said that you only used me to get revenge on my sister.\You didn't do it for revenge. response:	You did it out of sympathy for me.
context: If you disconnect from Yano's feelings now, it'll be too late.\It'll be too late.\I'm sorry. I take back what I said.\Take back what?\The words I said two years ago.\When I said that you only used me to get revenge on my sister.\You didn't do it for revenge.\You did it out of sympathy for me. response:	Either way, there's no changing the fact that it was the worst thing we could've done.
context: It'll be too late.\I'm sorry. I take back what I said.\Take back what?\The words I said two years ago.\When I said that you only used me to get revenge on my sister.\You didn't do it for revenge.\You did it out of sympathy for me.\Either way, there's no changing the fact that it was the worst thing we could've done. response:	Ima kimi ga iikaketa kotoba ga
context: I'm sorry. I take back what I said.\Take back what?\The words I said two years ago.\When I said that you only used me to get revenge on my sister.\You didn't do it for revenge.\You did it out of sympathy for me.\Either way, there's no changing the fact that it was the worst thing we could've done.\Ima kimi ga iikaketa kotoba ga response:	Yubisaki ni sotto oritekita
context: Take back what?\The words I said two years ago.\When I said that you only used me to get revenge on my sister.\You didn't do it for revenge.\You did it out of sympathy for me.\Either way, there's no changing the fact that it was the worst thing we could've done.\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita response:	Nanimo iwanakute ii yo
context: The words I said two years ago.\When I said that you only used me to get revenge on my sister.\You didn't do it for revenge.\You did it out of sympathy for me.\Either way, there's no changing the fact that it was the worst thing we could've done.\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo response:	Tsumaida yubi wo gyutto atatamete
context: When I said that you only used me to get revenge on my sister.\You didn't do it for revenge.\You did it out of sympathy for me.\Either way, there's no changing the fact that it was the worst thing we could've done.\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete response:	Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara
context: You didn't do it for revenge.\You did it out of sympathy for me.\Either way, there's no changing the fact that it was the worst thing we could've done.\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara response:	Setsunakute modokashikute yuuyake futari wo tsutsundeiru
context: You did it out of sympathy for me.\Either way, there's no changing the fact that it was the worst thing we could've done.\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru response:	Komiageru mune no omoi kokoro ga itai yo
context: Either way, there's no changing the fact that it was the worst thing we could've done.\Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo response:	Setsunakute modokashikute kaerenai kono mama aruiteitai
context: Ima kimi ga iikaketa kotoba ga\Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Setsunakute modokashikute kaerenai kono mama aruiteitai response:	Yabaisaki ni kanjiteiru kokoro no kotoba wo
context: Yubisaki ni sotto oritekita\Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Setsunakute modokashikute kaerenai kono mama aruiteitai\Yabaisaki ni kanjiteiru kokoro no kotoba wo response:	The words you were just about to say
context: Nanimo iwanakute ii yo\Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Setsunakute modokashikute kaerenai kono mama aruiteitai\Yabaisaki ni kanjiteiru kokoro no kotoba wo\The words you were just about to say response:	fell softly onto my fingertips.
context: Tsumaida yubi wo gyutto atatamete\Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Setsunakute modokashikute kaerenai kono mama aruiteitai\Yabaisaki ni kanjiteiru kokoro no kotoba wo\The words you were just about to say\fell softly onto my fingertips. response:	You don't have to say anything.
context: Kotoba wa kotoba dakara kokoro hanbun mo tsutaenai kara\Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Setsunakute modokashikute kaerenai kono mama aruiteitai\Yabaisaki ni kanjiteiru kokoro no kotoba wo\The words you were just about to say\fell softly onto my fingertips.\You don't have to say anything. response:	I'll clasp your hand tightly and warm it up.
context: Setsunakute modokashikute yuuyake futari wo tsutsundeiru\Komiageru mune no omoi kokoro ga itai yo\Setsunakute modokashikute kaerenai kono mama aruiteitai\Yabaisaki ni kanjiteiru kokoro no kotoba wo\The words you were just about to say\fell softly onto my fingertips.\You don't have to say anything.\I'll clasp your hand tightly and warm it up. response:	Because words are words, I can't express half of the feelings in my heart.
context: Komiageru mune no omoi kokoro ga itai yo\Setsunakute modokashikute kaerenai kono mama aruiteitai\Yabaisaki ni kanjiteiru kokoro no kotoba wo\The words you were just about to say\fell softly onto my fingertips.\You don't have to say anything.\I'll clasp your hand tightly and warm it up.\Because words are words, I can't express half of the feelings in my heart. response:	It's so wrenching and irritating as the sunset engulfs the two of us.
context: Setsunakute modokashikute kaerenai kono mama aruiteitai\Yabaisaki ni kanjiteiru kokoro no kotoba wo\The words you were just about to say\fell softly onto my fingertips.\You don't have to say anything.\I'll clasp your hand tightly and warm it up.\Because words are words, I can't express half of the feelings in my heart.\It's so wrenching and irritating as the sunset engulfs the two of us. response:	My heart aches from all the feelings welling up inside of me.
context: Yabaisaki ni kanjiteiru kokoro no kotoba wo\The words you were just about to say\fell softly onto my fingertips.\You don't have to say anything.\I'll clasp your hand tightly and warm it up.\Because words are words, I can't express half of the feelings in my heart.\It's so wrenching and irritating as the sunset engulfs the two of us.\My heart aches from all the feelings welling up inside of me. response:	It's so wrenching and irritating that I can't go home. I want to keep walking like this.
context: The words you were just about to say\fell softly onto my fingertips.\You don't have to say anything.\I'll clasp your hand tightly and warm it up.\Because words are words, I can't express half of the feelings in my heart.\It's so wrenching and irritating as the sunset engulfs the two of us.\My heart aches from all the feelings welling up inside of me.\It's so wrenching and irritating that I can't go home. I want to keep walking like this. response:	I feel the words from your heart on my fingertips.
context: fell softly onto my fingertips.\You don't have to say anything.\I'll clasp your hand tightly and warm it up.\Because words are words, I can't express half of the feelings in my heart.\It's so wrenching and irritating as the sunset engulfs the two of us.\My heart aches from all the feelings welling up inside of me.\It's so wrenching and irritating that I can't go home. I want to keep walking like this.\I feel the words from your heart on my fingertips. response:	Episode 24 Preview...
context: You don't have to say anything.\I'll clasp your hand tightly and warm it up.\Because words are words, I can't express half of the feelings in my heart.\It's so wrenching and irritating as the sunset engulfs the two of us.\My heart aches from all the feelings welling up inside of me.\It's so wrenching and irritating that I can't go home. I want to keep walking like this.\I feel the words from your heart on my fingertips.\Episode 24 Preview... response:	Are you actually thinking of going with your mom?!
context: I'll clasp your hand tightly and warm it up.\Because words are words, I can't express half of the feelings in my heart.\It's so wrenching and irritating as the sunset engulfs the two of us.\My heart aches from all the feelings welling up inside of me.\It's so wrenching and irritating that I can't go home. I want to keep walking like this.\I feel the words from your heart on my fingertips.\Episode 24 Preview...\Are you actually thinking of going with your mom?! response:	Why do I have to keep giving you those chances?
context: Because words are words, I can't express half of the feelings in my heart.\It's so wrenching and irritating as the sunset engulfs the two of us.\My heart aches from all the feelings welling up inside of me.\It's so wrenching and irritating that I can't go home. I want to keep walking like this.\I feel the words from your heart on my fingertips.\Episode 24 Preview...\Are you actually thinking of going with your mom?!\Why do I have to keep giving you those chances? response:	With women, if you're not...
context: It's so wrenching and irritating as the sunset engulfs the two of us.\My heart aches from all the feelings welling up inside of me.\It's so wrenching and irritating that I can't go home. I want to keep walking like this.\I feel the words from your heart on my fingertips.\Episode 24 Preview...\Are you actually thinking of going with your mom?!\Why do I have to keep giving you those chances?\With women, if you're not... response:	I've had enough of this regret.
context: My heart aches from all the feelings welling up inside of me.\It's so wrenching and irritating that I can't go home. I want to keep walking like this.\I feel the words from your heart on my fingertips.\Episode 24 Preview...\Are you actually thinking of going with your mom?!\Why do I have to keep giving you those chances?\With women, if you're not...\I've had enough of this regret. response:	This is bad... He seriously might go...
context: It's so wrenching and irritating that I can't go home. I want to keep walking like this.\I feel the words from your heart on my fingertips.\Episode 24 Preview...\Are you actually thinking of going with your mom?!\Why do I have to keep giving you those chances?\With women, if you're not...\I've had enough of this regret.\This is bad... He seriously might go... response:	Yano's... going to leave?
