context: Forth springs Thought! response:	Separate Paths
context: Their thoughts are going out of control.\If it continues...\No! Yunoha!\Don't do it, Mikono!\We finally became friends! We finally connected!\So why?\Come back! Please!\I can't. response:	Amata?
context: If it continues...\No! Yunoha!\Don't do it, Mikono!\We finally became friends! We finally connected!\So why?\Come back! Please!\I can't.\Amata? response:	If I'm born again, I'll be abandoned again.
context: No! Yunoha!\Don't do it, Mikono!\We finally became friends! We finally connected!\So why?\Come back! Please!\I can't.\Amata?\If I'm born again, I'll be abandoned again. response:	I don't want to be abandoned by anyone ever again.
context: Don't do it, Mikono!\We finally became friends! We finally connected!\So why?\Come back! Please!\I can't.\Amata?\If I'm born again, I'll be abandoned again.\I don't want to be abandoned by anyone ever again. response:	Amata... Amata is going to be abandoned...
context: We finally became friends! We finally connected!\So why?\Come back! Please!\I can't.\Amata?\If I'm born again, I'll be abandoned again.\I don't want to be abandoned by anyone ever again.\Amata... Amata is going to be abandoned... response:	I've had enough. I don't want to live anymore.
context: So why?\Come back! Please!\I can't.\Amata?\If I'm born again, I'll be abandoned again.\I don't want to be abandoned by anyone ever again.\Amata... Amata is going to be abandoned...\I've had enough. I don't want to live anymore. response:	I want to stay here.
context: Come back! Please!\I can't.\Amata?\If I'm born again, I'll be abandoned again.\I don't want to be abandoned by anyone ever again.\Amata... Amata is going to be abandoned...\I've had enough. I don't want to live anymore.\I want to stay here. response:	I want to stay here with Jin.
context: I can't.\Amata?\If I'm born again, I'll be abandoned again.\I don't want to be abandoned by anyone ever again.\Amata... Amata is going to be abandoned...\I've had enough. I don't want to live anymore.\I want to stay here.\I want to stay here with Jin. response:	I don't want to be born again.
context: Amata?\If I'm born again, I'll be abandoned again.\I don't want to be abandoned by anyone ever again.\Amata... Amata is going to be abandoned...\I've had enough. I don't want to live anymore.\I want to stay here.\I want to stay here with Jin.\I don't want to be born again. response:	Never again.
context: If I'm born again, I'll be abandoned again.\I don't want to be abandoned by anyone ever again.\Amata... Amata is going to be abandoned...\I've had enough. I don't want to live anymore.\I want to stay here.\I want to stay here with Jin.\I don't want to be born again.\Never again. response:	Being alive and alone is...
context: I don't want to be abandoned by anyone ever again.\Amata... Amata is going to be abandoned...\I've had enough. I don't want to live anymore.\I want to stay here.\I want to stay here with Jin.\I don't want to be born again.\Never again.\Being alive and alone is... response:	It hurts.
context: Amata... Amata is going to be abandoned...\I've had enough. I don't want to live anymore.\I want to stay here.\I want to stay here with Jin.\I don't want to be born again.\Never again.\Being alive and alone is...\It hurts. response:	To live.
context: I've had enough. I don't want to live anymore.\I want to stay here.\I want to stay here with Jin.\I don't want to be born again.\Never again.\Being alive and alone is...\It hurts.\To live. response:	No! Stop!
context: I want to stay here.\I want to stay here with Jin.\I don't want to be born again.\Never again.\Being alive and alone is...\It hurts.\To live.\No! Stop! response:	You're all being stupid!
context: I want to stay here with Jin.\I don't want to be born again.\Never again.\Being alive and alone is...\It hurts.\To live.\No! Stop!\You're all being stupid! response:	What just happened?
context: I don't want to be born again.\Never again.\Being alive and alone is...\It hurts.\To live.\No! Stop!\You're all being stupid!\What just happened? response:	Mikono Suzushiro, this is your power.
context: Never again.\Being alive and alone is...\It hurts.\To live.\No! Stop!\You're all being stupid!\What just happened?\Mikono Suzushiro, this is your power. response:	The ending of life isn't the only death humans experience.
context: Being alive and alone is...\It hurts.\To live.\No! Stop!\You're all being stupid!\What just happened?\Mikono Suzushiro, this is your power.\The ending of life isn't the only death humans experience. response:	Just like how we shed hair and lose teeth,
context: It hurts.\To live.\No! Stop!\You're all being stupid!\What just happened?\Mikono Suzushiro, this is your power.\The ending of life isn't the only death humans experience.\Just like how we shed hair and lose teeth, response:	the cells in our body, heart, and soul are always dying.
context: To live.\No! Stop!\You're all being stupid!\What just happened?\Mikono Suzushiro, this is your power.\The ending of life isn't the only death humans experience.\Just like how we shed hair and lose teeth,\the cells in our body, heart, and soul are always dying. response:	Moment by moment by moment.
context: No! Stop!\You're all being stupid!\What just happened?\Mikono Suzushiro, this is your power.\The ending of life isn't the only death humans experience.\Just like how we shed hair and lose teeth,\the cells in our body, heart, and soul are always dying.\Moment by moment by moment. response:	Moment by moment?
context: You're all being stupid!\What just happened?\Mikono Suzushiro, this is your power.\The ending of life isn't the only death humans experience.\Just like how we shed hair and lose teeth,\the cells in our body, heart, and soul are always dying.\Moment by moment by moment.\Moment by moment? response:	But if we are bound to our old, dead selves, if we keep them with us,
context: What just happened?\Mikono Suzushiro, this is your power.\The ending of life isn't the only death humans experience.\Just like how we shed hair and lose teeth,\the cells in our body, heart, and soul are always dying.\Moment by moment by moment.\Moment by moment?\But if we are bound to our old, dead selves, if we keep them with us, response:	we are divided and cut off from the universe.
context: Mikono Suzushiro, this is your power.\The ending of life isn't the only death humans experience.\Just like how we shed hair and lose teeth,\the cells in our body, heart, and soul are always dying.\Moment by moment by moment.\Moment by moment?\But if we are bound to our old, dead selves, if we keep them with us,\we are divided and cut off from the universe. response:	Mikono Suzushiro, your power is to connect those who are so divided once more.
context: The ending of life isn't the only death humans experience.\Just like how we shed hair and lose teeth,\the cells in our body, heart, and soul are always dying.\Moment by moment by moment.\Moment by moment?\But if we are bound to our old, dead selves, if we keep them with us,\we are divided and cut off from the universe.\Mikono Suzushiro, your power is to connect those who are so divided once more. response:	My power is to connect?
context: Just like how we shed hair and lose teeth,\the cells in our body, heart, and soul are always dying.\Moment by moment by moment.\Moment by moment?\But if we are bound to our old, dead selves, if we keep them with us,\we are divided and cut off from the universe.\Mikono Suzushiro, your power is to connect those who are so divided once more.\My power is to connect? response:	Yes. To reach out to those who are attached to their old selves
context: the cells in our body, heart, and soul are always dying.\Moment by moment by moment.\Moment by moment?\But if we are bound to our old, dead selves, if we keep them with us,\we are divided and cut off from the universe.\Mikono Suzushiro, your power is to connect those who are so divided once more.\My power is to connect?\Yes. To reach out to those who are attached to their old selves response:	and transform their dead into nourishment.
context: Moment by moment by moment.\Moment by moment?\But if we are bound to our old, dead selves, if we keep them with us,\we are divided and cut off from the universe.\Mikono Suzushiro, your power is to connect those who are so divided once more.\My power is to connect?\Yes. To reach out to those who are attached to their old selves\and transform their dead into nourishment. response:	Like the tendrils of a mushroom,
context: Moment by moment?\But if we are bound to our old, dead selves, if we keep them with us,\we are divided and cut off from the universe.\Mikono Suzushiro, your power is to connect those who are so divided once more.\My power is to connect?\Yes. To reach out to those who are attached to their old selves\and transform their dead into nourishment.\Like the tendrils of a mushroom, response:	hidden within the earth.
context: But if we are bound to our old, dead selves, if we keep them with us,\we are divided and cut off from the universe.\Mikono Suzushiro, your power is to connect those who are so divided once more.\My power is to connect?\Yes. To reach out to those who are attached to their old selves\and transform their dead into nourishment.\Like the tendrils of a mushroom,\hidden within the earth. response:	You connect all the fragmented souls together as they dangle between life and death.
context: we are divided and cut off from the universe.\Mikono Suzushiro, your power is to connect those who are so divided once more.\My power is to connect?\Yes. To reach out to those who are attached to their old selves\and transform their dead into nourishment.\Like the tendrils of a mushroom,\hidden within the earth.\You connect all the fragmented souls together as they dangle between life and death. response:	All this time, these twelve thousand years, I've loved you.
context: Mikono Suzushiro, your power is to connect those who are so divided once more.\My power is to connect?\Yes. To reach out to those who are attached to their old selves\and transform their dead into nourishment.\Like the tendrils of a mushroom,\hidden within the earth.\You connect all the fragmented souls together as they dangle between life and death.\All this time, these twelve thousand years, I've loved you. response:	No way!
context: My power is to connect?\Yes. To reach out to those who are attached to their old selves\and transform their dead into nourishment.\Like the tendrils of a mushroom,\hidden within the earth.\You connect all the fragmented souls together as they dangle between life and death.\All this time, these twelve thousand years, I've loved you.\No way! response:	Eight thousand years from the time that I met you, my love will be stronger than ever before.
context: Yes. To reach out to those who are attached to their old selves\and transform their dead into nourishment.\Like the tendrils of a mushroom,\hidden within the earth.\You connect all the fragmented souls together as they dangle between life and death.\All this time, these twelve thousand years, I've loved you.\No way!\Eight thousand years from the time that I met you, my love will be stronger than ever before. response:	That voice!
context: and transform their dead into nourishment.\Like the tendrils of a mushroom,\hidden within the earth.\You connect all the fragmented souls together as they dangle between life and death.\All this time, these twelve thousand years, I've loved you.\No way!\Eight thousand years from the time that I met you, my love will be stronger than ever before.\That voice! response:	I was always alone.
context: Like the tendrils of a mushroom,\hidden within the earth.\You connect all the fragmented souls together as they dangle between life and death.\All this time, these twelve thousand years, I've loved you.\No way!\Eight thousand years from the time that I met you, my love will be stronger than ever before.\That voice!\I was always alone. response:	I didn't care about anyone else.
context: hidden within the earth.\You connect all the fragmented souls together as they dangle between life and death.\All this time, these twelve thousand years, I've loved you.\No way!\Eight thousand years from the time that I met you, my love will be stronger than ever before.\That voice!\I was always alone.\I didn't care about anyone else. response:	Jin, it's you!
context: You connect all the fragmented souls together as they dangle between life and death.\All this time, these twelve thousand years, I've loved you.\No way!\Eight thousand years from the time that I met you, my love will be stronger than ever before.\That voice!\I was always alone.\I didn't care about anyone else.\Jin, it's you! response:	Yunoha, when I met you, for the first time I wanted to connect with someone.
context: All this time, these twelve thousand years, I've loved you.\No way!\Eight thousand years from the time that I met you, my love will be stronger than ever before.\That voice!\I was always alone.\I didn't care about anyone else.\Jin, it's you!\Yunoha, when I met you, for the first time I wanted to connect with someone. response:	Please, don't stop living.
context: No way!\Eight thousand years from the time that I met you, my love will be stronger than ever before.\That voice!\I was always alone.\I didn't care about anyone else.\Jin, it's you!\Yunoha, when I met you, for the first time I wanted to connect with someone.\Please, don't stop living. response:	Yunoha...
context: Eight thousand years from the time that I met you, my love will be stronger than ever before.\That voice!\I was always alone.\I didn't care about anyone else.\Jin, it's you!\Yunoha, when I met you, for the first time I wanted to connect with someone.\Please, don't stop living.\Yunoha... response:	And the rest of you too.
context: That voice!\I was always alone.\I didn't care about anyone else.\Jin, it's you!\Yunoha, when I met you, for the first time I wanted to connect with someone.\Please, don't stop living.\Yunoha...\And the rest of you too. response:	The rest of us?
context: I was always alone.\I didn't care about anyone else.\Jin, it's you!\Yunoha, when I met you, for the first time I wanted to connect with someone.\Please, don't stop living.\Yunoha...\And the rest of you too.\The rest of us? response:	I realized that I'm not alone.
context: I didn't care about anyone else.\Jin, it's you!\Yunoha, when I met you, for the first time I wanted to connect with someone.\Please, don't stop living.\Yunoha...\And the rest of you too.\The rest of us?\I realized that I'm not alone. response:	Our lives...
context: Jin, it's you!\Yunoha, when I met you, for the first time I wanted to connect with someone.\Please, don't stop living.\Yunoha...\And the rest of you too.\The rest of us?\I realized that I'm not alone.\Our lives... response:	aren't just our own.
context: Yunoha, when I met you, for the first time I wanted to connect with someone.\Please, don't stop living.\Yunoha...\And the rest of you too.\The rest of us?\I realized that I'm not alone.\Our lives...\aren't just our own. response:	Our lives...
context: Please, don't stop living.\Yunoha...\And the rest of you too.\The rest of us?\I realized that I'm not alone.\Our lives...\aren't just our own.\Our lives... response:	aren't just our own...
context: Yunoha...\And the rest of you too.\The rest of us?\I realized that I'm not alone.\Our lives...\aren't just our own.\Our lives...\aren't just our own... response:	He's right!
context: And the rest of you too.\The rest of us?\I realized that I'm not alone.\Our lives...\aren't just our own.\Our lives...\aren't just our own...\He's right! response:	Our lives can go beyond life and death...
context: The rest of us?\I realized that I'm not alone.\Our lives...\aren't just our own.\Our lives...\aren't just our own...\He's right!\Our lives can go beyond life and death... response:	and connect!
context: I realized that I'm not alone.\Our lives...\aren't just our own.\Our lives...\aren't just our own...\He's right!\Our lives can go beyond life and death...\and connect! response:	The earth is so warm!
context: Our lives...\aren't just our own.\Our lives...\aren't just our own...\He's right!\Our lives can go beyond life and death...\and connect!\The earth is so warm! response:	We're being cradled by the dead!
context: aren't just our own.\Our lives...\aren't just our own...\He's right!\Our lives can go beyond life and death...\and connect!\The earth is so warm!\We're being cradled by the dead! response:	I feel like I'm a baby being held at my mom's breast again!
context: Our lives...\aren't just our own...\He's right!\Our lives can go beyond life and death...\and connect!\The earth is so warm!\We're being cradled by the dead!\I feel like I'm a baby being held at my mom's breast again! response:	If I'd never been born, I wouldn't be here to experience this!
context: aren't just our own...\He's right!\Our lives can go beyond life and death...\and connect!\The earth is so warm!\We're being cradled by the dead!\I feel like I'm a baby being held at my mom's breast again!\If I'd never been born, I wouldn't be here to experience this! response:	If I'd never been born, I wouldn't have met anyone here. I wouldn't have met Jin.
context: He's right!\Our lives can go beyond life and death...\and connect!\The earth is so warm!\We're being cradled by the dead!\I feel like I'm a baby being held at my mom's breast again!\If I'd never been born, I wouldn't be here to experience this!\If I'd never been born, I wouldn't have met anyone here. I wouldn't have met Jin. response:	There's nothing scary outside of this hole!
context: Our lives can go beyond life and death...\and connect!\The earth is so warm!\We're being cradled by the dead!\I feel like I'm a baby being held at my mom's breast again!\If I'd never been born, I wouldn't be here to experience this!\If I'd never been born, I wouldn't have met anyone here. I wouldn't have met Jin.\There's nothing scary outside of this hole! response:	There'll be danger, all right.
context: and connect!\The earth is so warm!\We're being cradled by the dead!\I feel like I'm a baby being held at my mom's breast again!\If I'd never been born, I wouldn't be here to experience this!\If I'd never been born, I wouldn't have met anyone here. I wouldn't have met Jin.\There's nothing scary outside of this hole!\There'll be danger, all right. response:	But there'll be the same warmth I feel in this hole!
context: The earth is so warm!\We're being cradled by the dead!\I feel like I'm a baby being held at my mom's breast again!\If I'd never been born, I wouldn't be here to experience this!\If I'd never been born, I wouldn't have met anyone here. I wouldn't have met Jin.\There's nothing scary outside of this hole!\There'll be danger, all right.\But there'll be the same warmth I feel in this hole! response:	That warmth will always come with pain and suffering.
context: We're being cradled by the dead!\I feel like I'm a baby being held at my mom's breast again!\If I'd never been born, I wouldn't be here to experience this!\If I'd never been born, I wouldn't have met anyone here. I wouldn't have met Jin.\There's nothing scary outside of this hole!\There'll be danger, all right.\But there'll be the same warmth I feel in this hole!\That warmth will always come with pain and suffering. response:	But I still...
context: I feel like I'm a baby being held at my mom's breast again!\If I'd never been born, I wouldn't be here to experience this!\If I'd never been born, I wouldn't have met anyone here. I wouldn't have met Jin.\There's nothing scary outside of this hole!\There'll be danger, all right.\But there'll be the same warmth I feel in this hole!\That warmth will always come with pain and suffering.\But I still... response:	There are sounds that must be played from the edge of death and rebirth!
context: If I'd never been born, I wouldn't be here to experience this!\If I'd never been born, I wouldn't have met anyone here. I wouldn't have met Jin.\There's nothing scary outside of this hole!\There'll be danger, all right.\But there'll be the same warmth I feel in this hole!\That warmth will always come with pain and suffering.\But I still...\There are sounds that must be played from the edge of death and rebirth! response:	Exactly!
context: If I'd never been born, I wouldn't have met anyone here. I wouldn't have met Jin.\There's nothing scary outside of this hole!\There'll be danger, all right.\But there'll be the same warmth I feel in this hole!\That warmth will always come with pain and suffering.\But I still...\There are sounds that must be played from the edge of death and rebirth!\Exactly! response:	Don't be scared!
context: There's nothing scary outside of this hole!\There'll be danger, all right.\But there'll be the same warmth I feel in this hole!\That warmth will always come with pain and suffering.\But I still...\There are sounds that must be played from the edge of death and rebirth!\Exactly!\Don't be scared! response:	I'll be here, waiting for you!
context: There'll be danger, all right.\But there'll be the same warmth I feel in this hole!\That warmth will always come with pain and suffering.\But I still...\There are sounds that must be played from the edge of death and rebirth!\Exactly!\Don't be scared!\I'll be here, waiting for you! response:	All of you are going to be born again!
context: But there'll be the same warmth I feel in this hole!\That warmth will always come with pain and suffering.\But I still...\There are sounds that must be played from the edge of death and rebirth!\Exactly!\Don't be scared!\I'll be here, waiting for you!\All of you are going to be born again! response:	And I'll be waiting for you!
context: That warmth will always come with pain and suffering.\But I still...\There are sounds that must be played from the edge of death and rebirth!\Exactly!\Don't be scared!\I'll be here, waiting for you!\All of you are going to be born again!\And I'll be waiting for you! response:	As time flows on, we are all being born moment by moment and reborn moment by moment.
context: But I still...\There are sounds that must be played from the edge of death and rebirth!\Exactly!\Don't be scared!\I'll be here, waiting for you!\All of you are going to be born again!\And I'll be waiting for you!\As time flows on, we are all being born moment by moment and reborn moment by moment. response:	The instant that nothing becomes something...
context: There are sounds that must be played from the edge of death and rebirth!\Exactly!\Don't be scared!\I'll be here, waiting for you!\All of you are going to be born again!\And I'll be waiting for you!\As time flows on, we are all being born moment by moment and reborn moment by moment.\The instant that nothing becomes something... response:	is now!
context: Exactly!\Don't be scared!\I'll be here, waiting for you!\All of you are going to be born again!\And I'll be waiting for you!\As time flows on, we are all being born moment by moment and reborn moment by moment.\The instant that nothing becomes something...\is now! response:	Now?
context: Don't be scared!\I'll be here, waiting for you!\All of you are going to be born again!\And I'll be waiting for you!\As time flows on, we are all being born moment by moment and reborn moment by moment.\The instant that nothing becomes something...\is now!\Now? response:	And when a heart is there to experience the instant of now...
context: I'll be here, waiting for you!\All of you are going to be born again!\And I'll be waiting for you!\As time flows on, we are all being born moment by moment and reborn moment by moment.\The instant that nothing becomes something...\is now!\Now?\And when a heart is there to experience the instant of now... response:	That is when thoughts are truly in Union.
context: All of you are going to be born again!\And I'll be waiting for you!\As time flows on, we are all being born moment by moment and reborn moment by moment.\The instant that nothing becomes something...\is now!\Now?\And when a heart is there to experience the instant of now...\That is when thoughts are truly in Union. response:	What happened?
context: And I'll be waiting for you!\As time flows on, we are all being born moment by moment and reborn moment by moment.\The instant that nothing becomes something...\is now!\Now?\And when a heart is there to experience the instant of now...\That is when thoughts are truly in Union.\What happened? response:	Mikono?
context: As time flows on, we are all being born moment by moment and reborn moment by moment.\The instant that nothing becomes something...\is now!\Now?\And when a heart is there to experience the instant of now...\That is when thoughts are truly in Union.\What happened?\Mikono? response:	Happy birthday!
context: The instant that nothing becomes something...\is now!\Now?\And when a heart is there to experience the instant of now...\That is when thoughts are truly in Union.\What happened?\Mikono?\Happy birthday! response:	No way!
context: is now!\Now?\And when a heart is there to experience the instant of now...\That is when thoughts are truly in Union.\What happened?\Mikono?\Happy birthday!\No way! response:	Being reborn from the earth gave those kids quite a power up.
context: Now?\And when a heart is there to experience the instant of now...\That is when thoughts are truly in Union.\What happened?\Mikono?\Happy birthday!\No way!\Being reborn from the earth gave those kids quite a power up. response:	I'd better step up my game!
context: And when a heart is there to experience the instant of now...\That is when thoughts are truly in Union.\What happened?\Mikono?\Happy birthday!\No way!\Being reborn from the earth gave those kids quite a power up.\I'd better step up my game! response:	Looks like my old taser is due for an upgrade!
context: That is when thoughts are truly in Union.\What happened?\Mikono?\Happy birthday!\No way!\Being reborn from the earth gave those kids quite a power up.\I'd better step up my game!\Looks like my old taser is due for an upgrade! response:	Next time on Aquarion Evol: The Beasts of Love.
context: What happened?\Mikono?\Happy birthday!\No way!\Being reborn from the earth gave those kids quite a power up.\I'd better step up my game!\Looks like my old taser is due for an upgrade!\Next time on Aquarion Evol: The Beasts of Love. response:	This character means death.
context: Mikono?\Happy birthday!\No way!\Being reborn from the earth gave those kids quite a power up.\I'd better step up my game!\Looks like my old taser is due for an upgrade!\Next time on Aquarion Evol: The Beasts of Love.\This character means death. response:	This character means old. Note the shape.
context: Happy birthday!\No way!\Being reborn from the earth gave those kids quite a power up.\I'd better step up my game!\Looks like my old taser is due for an upgrade!\Next time on Aquarion Evol: The Beasts of Love.\This character means death.\This character means old. Note the shape. response:	means separate. The character in the previous scene, (old), is part of .
context: No way!\Being reborn from the earth gave those kids quite a power up.\I'd better step up my game!\Looks like my old taser is due for an upgrade!\Next time on Aquarion Evol: The Beasts of Love.\This character means death.\This character means old. Note the shape.\means separate. The character in the previous scene, (old), is part of . response:	(now) when stacked on top of (heart) make (thought).
context: Being reborn from the earth gave those kids quite a power up.\I'd better step up my game!\Looks like my old taser is due for an upgrade!\Next time on Aquarion Evol: The Beasts of Love.\This character means death.\This character means old. Note the shape.\means separate. The character in the previous scene, (old), is part of .\(now) when stacked on top of (heart) make (thought). response:	The (thought) from the last scene is the first character in the phrase Fudo uses here: (nenshin gattai).
