context: What's that, Kirino? response:	A guy?
context: No!!\No!!\Oh? No?\I do believe he was staring at you the whole time.\I thought it as the look of love!\Stop that! Gross!\I'm Kousaka Kyousuke. Her brother.\I see, I see... response:	You don't look much alike.
context: No!!\Oh? No?\I do believe he was staring at you the whole time.\I thought it as the look of love!\Stop that! Gross!\I'm Kousaka Kyousuke. Her brother.\I see, I see...\You don't look much alike. response:	Oh, shut up!
context: Oh? No?\I do believe he was staring at you the whole time.\I thought it as the look of love!\Stop that! Gross!\I'm Kousaka Kyousuke. Her brother.\I see, I see...\You don't look much alike.\Oh, shut up! response:	Oh, pardon me.
context: I do believe he was staring at you the whole time.\I thought it as the look of love!\Stop that! Gross!\I'm Kousaka Kyousuke. Her brother.\I see, I see...\You don't look much alike.\Oh, shut up!\Oh, pardon me. response:	Then how about coming along?
context: I thought it as the look of love!\Stop that! Gross!\I'm Kousaka Kyousuke. Her brother.\I see, I see...\You don't look much alike.\Oh, shut up!\Oh, pardon me.\Then how about coming along? response:	Miss Kiririn, would you like to join us in an afterparty?
context: Stop that! Gross!\I'm Kousaka Kyousuke. Her brother.\I see, I see...\You don't look much alike.\Oh, shut up!\Oh, pardon me.\Then how about coming along?\Miss Kiririn, would you like to join us in an afterparty? response:	An afterparty? You mean more of what we just did?
context: I'm Kousaka Kyousuke. Her brother.\I see, I see...\You don't look much alike.\Oh, shut up!\Oh, pardon me.\Then how about coming along?\Miss Kiririn, would you like to join us in an afterparty?\An afterparty? You mean more of what we just did? response:	Indeed. I thought I would invite members I wasn't able to talk to.
context: I see, I see...\You don't look much alike.\Oh, shut up!\Oh, pardon me.\Then how about coming along?\Miss Kiririn, would you like to join us in an afterparty?\An afterparty? You mean more of what we just did?\Indeed. I thought I would invite members I wasn't able to talk to. response:	Will there be many others?
context: You don't look much alike.\Oh, shut up!\Oh, pardon me.\Then how about coming along?\Miss Kiririn, would you like to join us in an afterparty?\An afterparty? You mean more of what we just did?\Indeed. I thought I would invite members I wasn't able to talk to.\Will there be many others? response:	Not at all. Including us three...
context: Oh, shut up!\Oh, pardon me.\Then how about coming along?\Miss Kiririn, would you like to join us in an afterparty?\An afterparty? You mean more of what we just did?\Indeed. I thought I would invite members I wasn't able to talk to.\Will there be many others?\Not at all. Including us three... response:	Thank you for waiting, Miss Kuroneko.
context: Oh, pardon me.\Then how about coming along?\Miss Kiririn, would you like to join us in an afterparty?\An afterparty? You mean more of what we just did?\Indeed. I thought I would invite members I wasn't able to talk to.\Will there be many others?\Not at all. Including us three...\Thank you for waiting, Miss Kuroneko. response:	This is Miss Kiririn and her elder brother.
context: Then how about coming along?\Miss Kiririn, would you like to join us in an afterparty?\An afterparty? You mean more of what we just did?\Indeed. I thought I would invite members I wasn't able to talk to.\Will there be many others?\Not at all. Including us three...\Thank you for waiting, Miss Kuroneko.\This is Miss Kiririn and her elder brother. response:	Um... N-Nice to meet you.
context: Miss Kiririn, would you like to join us in an afterparty?\An afterparty? You mean more of what we just did?\Indeed. I thought I would invite members I wasn't able to talk to.\Will there be many others?\Not at all. Including us three...\Thank you for waiting, Miss Kuroneko.\This is Miss Kiririn and her elder brother.\Um... N-Nice to meet you. response:	Kousaka Kyousuke. Sorry to join in halfway.
context: An afterparty? You mean more of what we just did?\Indeed. I thought I would invite members I wasn't able to talk to.\Will there be many others?\Not at all. Including us three...\Thank you for waiting, Miss Kuroneko.\This is Miss Kiririn and her elder brother.\Um... N-Nice to meet you.\Kousaka Kyousuke. Sorry to join in halfway. response:	Handle name Kuroneko.
context: Indeed. I thought I would invite members I wasn't able to talk to.\Will there be many others?\Not at all. Including us three...\Thank you for waiting, Miss Kuroneko.\This is Miss Kiririn and her elder brother.\Um... N-Nice to meet you.\Kousaka Kyousuke. Sorry to join in halfway.\Handle name Kuroneko. response:	And so, what do you intend to do with these members?
context: Will there be many others?\Not at all. Including us three...\Thank you for waiting, Miss Kuroneko.\This is Miss Kiririn and her elder brother.\Um... N-Nice to meet you.\Kousaka Kyousuke. Sorry to join in halfway.\Handle name Kuroneko.\And so, what do you intend to do with these members? response:	Just like I said, I want to deepen my friendship with the members I couldn't talk to!
context: Not at all. Including us three...\Thank you for waiting, Miss Kuroneko.\This is Miss Kiririn and her elder brother.\Um... N-Nice to meet you.\Kousaka Kyousuke. Sorry to join in halfway.\Handle name Kuroneko.\And so, what do you intend to do with these members?\Just like I said, I want to deepen my friendship with the members I couldn't talk to! response:	Come to think of it, wasn't she on her cell phone in the corner?
context: Thank you for waiting, Miss Kuroneko.\This is Miss Kiririn and her elder brother.\Um... N-Nice to meet you.\Kousaka Kyousuke. Sorry to join in halfway.\Handle name Kuroneko.\And so, what do you intend to do with these members?\Just like I said, I want to deepen my friendship with the members I couldn't talk to!\Come to think of it, wasn't she on her cell phone in the corner? response:	Well, that's really all, Miss Kuroneko.
context: This is Miss Kiririn and her elder brother.\Um... N-Nice to meet you.\Kousaka Kyousuke. Sorry to join in halfway.\Handle name Kuroneko.\And so, what do you intend to do with these members?\Just like I said, I want to deepen my friendship with the members I couldn't talk to!\Come to think of it, wasn't she on her cell phone in the corner?\Well, that's really all, Miss Kuroneko. response:	You can drop the formal titles and just call me Saori!
context: Um... N-Nice to meet you.\Kousaka Kyousuke. Sorry to join in halfway.\Handle name Kuroneko.\And so, what do you intend to do with these members?\Just like I said, I want to deepen my friendship with the members I couldn't talk to!\Come to think of it, wasn't she on her cell phone in the corner?\Well, that's really all, Miss Kuroneko.\You can drop the formal titles and just call me Saori! response:	Let's forget ranks here!
context: Kousaka Kyousuke. Sorry to join in halfway.\Handle name Kuroneko.\And so, what do you intend to do with these members?\Just like I said, I want to deepen my friendship with the members I couldn't talk to!\Come to think of it, wasn't she on her cell phone in the corner?\Well, that's really all, Miss Kuroneko.\You can drop the formal titles and just call me Saori!\Let's forget ranks here! response:	Calling yourself Saori when you look like that?
context: Handle name Kuroneko.\And so, what do you intend to do with these members?\Just like I said, I want to deepen my friendship with the members I couldn't talk to!\Come to think of it, wasn't she on her cell phone in the corner?\Well, that's really all, Miss Kuroneko.\You can drop the formal titles and just call me Saori!\Let's forget ranks here!\Calling yourself Saori when you look like that? response:	I'm surprised you can even say your name.
context: And so, what do you intend to do with these members?\Just like I said, I want to deepen my friendship with the members I couldn't talk to!\Come to think of it, wasn't she on her cell phone in the corner?\Well, that's really all, Miss Kuroneko.\You can drop the formal titles and just call me Saori!\Let's forget ranks here!\Calling yourself Saori when you look like that?\I'm surprised you can even say your name. response:	So shameless.
context: Just like I said, I want to deepen my friendship with the members I couldn't talk to!\Come to think of it, wasn't she on her cell phone in the corner?\Well, that's really all, Miss Kuroneko.\You can drop the formal titles and just call me Saori!\Let's forget ranks here!\Calling yourself Saori when you look like that?\I'm surprised you can even say your name.\So shameless. response:	It's not even funny as a joke.
context: Come to think of it, wasn't she on her cell phone in the corner?\Well, that's really all, Miss Kuroneko.\You can drop the formal titles and just call me Saori!\Let's forget ranks here!\Calling yourself Saori when you look like that?\I'm surprised you can even say your name.\So shameless.\It's not even funny as a joke. response:	Call yourself Psycho Gundam or Bigzam from now on.
context: Well, that's really all, Miss Kuroneko.\You can drop the formal titles and just call me Saori!\Let's forget ranks here!\Calling yourself Saori when you look like that?\I'm surprised you can even say your name.\So shameless.\It's not even funny as a joke.\Call yourself Psycho Gundam or Bigzam from now on. response:	And that manner of speech and those clothes...
context: You can drop the formal titles and just call me Saori!\Let's forget ranks here!\Calling yourself Saori when you look like that?\I'm surprised you can even say your name.\So shameless.\It's not even funny as a joke.\Call yourself Psycho Gundam or Bigzam from now on.\And that manner of speech and those clothes... response:	Hey! Forgetting ranks doesn't mean you're free to insult people!
context: Let's forget ranks here!\Calling yourself Saori when you look like that?\I'm surprised you can even say your name.\So shameless.\It's not even funny as a joke.\Call yourself Psycho Gundam or Bigzam from now on.\And that manner of speech and those clothes...\Hey! Forgetting ranks doesn't mean you're free to insult people! response:	Apologize!
context: Calling yourself Saori when you look like that?\I'm surprised you can even say your name.\So shameless.\It's not even funny as a joke.\Call yourself Psycho Gundam or Bigzam from now on.\And that manner of speech and those clothes...\Hey! Forgetting ranks doesn't mean you're free to insult people!\Apologize! response:	Well, insults on this level feel like a light calm breeze.
context: I'm surprised you can even say your name.\So shameless.\It's not even funny as a joke.\Call yourself Psycho Gundam or Bigzam from now on.\And that manner of speech and those clothes...\Hey! Forgetting ranks doesn't mean you're free to insult people!\Apologize!\Well, insults on this level feel like a light calm breeze. response:	Feel free to verbally abuse me too if you'd like, Mr. Kyousuke.
context: So shameless.\It's not even funny as a joke.\Call yourself Psycho Gundam or Bigzam from now on.\And that manner of speech and those clothes...\Hey! Forgetting ranks doesn't mean you're free to insult people!\Apologize!\Well, insults on this level feel like a light calm breeze.\Feel free to verbally abuse me too if you'd like, Mr. Kyousuke. response:	I can't figure out if you're a nice person or a weird person.
context: It's not even funny as a joke.\Call yourself Psycho Gundam or Bigzam from now on.\And that manner of speech and those clothes...\Hey! Forgetting ranks doesn't mean you're free to insult people!\Apologize!\Well, insults on this level feel like a light calm breeze.\Feel free to verbally abuse me too if you'd like, Mr. Kyousuke.\I can't figure out if you're a nice person or a weird person. response:	On the topic of clothes...
context: Call yourself Psycho Gundam or Bigzam from now on.\And that manner of speech and those clothes...\Hey! Forgetting ranks doesn't mean you're free to insult people!\Apologize!\Well, insults on this level feel like a light calm breeze.\Feel free to verbally abuse me too if you'd like, Mr. Kyousuke.\I can't figure out if you're a nice person or a weird person.\On the topic of clothes... response:	Why did you come here in that getup?
context: And that manner of speech and those clothes...\Hey! Forgetting ranks doesn't mean you're free to insult people!\Apologize!\Well, insults on this level feel like a light calm breeze.\Feel free to verbally abuse me too if you'd like, Mr. Kyousuke.\I can't figure out if you're a nice person or a weird person.\On the topic of clothes...\Why did you come here in that getup? response:	Fashion like that doesn't belong at an IRL meetup in Akiba.
context: Hey! Forgetting ranks doesn't mean you're free to insult people!\Apologize!\Well, insults on this level feel like a light calm breeze.\Feel free to verbally abuse me too if you'd like, Mr. Kyousuke.\I can't figure out if you're a nice person or a weird person.\On the topic of clothes...\Why did you come here in that getup?\Fashion like that doesn't belong at an IRL meetup in Akiba. response:	Well, sorry!
context: Apologize!\Well, insults on this level feel like a light calm breeze.\Feel free to verbally abuse me too if you'd like, Mr. Kyousuke.\I can't figure out if you're a nice person or a weird person.\On the topic of clothes...\Why did you come here in that getup?\Fashion like that doesn't belong at an IRL meetup in Akiba.\Well, sorry! response:	I can't help it. These clothes are me!
context: Well, insults on this level feel like a light calm breeze.\Feel free to verbally abuse me too if you'd like, Mr. Kyousuke.\I can't figure out if you're a nice person or a weird person.\On the topic of clothes...\Why did you come here in that getup?\Fashion like that doesn't belong at an IRL meetup in Akiba.\Well, sorry!\I can't help it. These clothes are me! response:	What about you?
context: Feel free to verbally abuse me too if you'd like, Mr. Kyousuke.\I can't figure out if you're a nice person or a weird person.\On the topic of clothes...\Why did you come here in that getup?\Fashion like that doesn't belong at an IRL meetup in Akiba.\Well, sorry!\I can't help it. These clothes are me!\What about you? response:	What?
context: I can't figure out if you're a nice person or a weird person.\On the topic of clothes...\Why did you come here in that getup?\Fashion like that doesn't belong at an IRL meetup in Akiba.\Well, sorry!\I can't help it. These clothes are me!\What about you?\What? response:	What is it? Do tell me.
context: On the topic of clothes...\Why did you come here in that getup?\Fashion like that doesn't belong at an IRL meetup in Akiba.\Well, sorry!\I can't help it. These clothes are me!\What about you?\What?\What is it? Do tell me. response:	What's with that dress?
context: Why did you come here in that getup?\Fashion like that doesn't belong at an IRL meetup in Akiba.\Well, sorry!\I can't help it. These clothes are me!\What about you?\What?\What is it? Do tell me.\What's with that dress? response:	Cosplay? Are you supposed to be Suigintou?
context: Fashion like that doesn't belong at an IRL meetup in Akiba.\Well, sorry!\I can't help it. These clothes are me!\What about you?\What?\What is it? Do tell me.\What's with that dress?\Cosplay? Are you supposed to be Suigintou? response:	Completely off. What are you looking at?
context: Well, sorry!\I can't help it. These clothes are me!\What about you?\What?\What is it? Do tell me.\What's with that dress?\Cosplay? Are you supposed to be Suigintou?\Completely off. What are you looking at? response:	It's the Queen of Nightmare from Maschera.
context: I can't help it. These clothes are me!\What about you?\What?\What is it? Do tell me.\What's with that dress?\Cosplay? Are you supposed to be Suigintou?\Completely off. What are you looking at?\It's the Queen of Nightmare from Maschera. response:	Maschera?
context: What about you?\What?\What is it? Do tell me.\What's with that dress?\Cosplay? Are you supposed to be Suigintou?\Completely off. What are you looking at?\It's the Queen of Nightmare from Maschera.\Maschera? response:	Some sort of anime?
context: What?\What is it? Do tell me.\What's with that dress?\Cosplay? Are you supposed to be Suigintou?\Completely off. What are you looking at?\It's the Queen of Nightmare from Maschera.\Maschera?\Some sort of anime? response:	Yes. The full name is Maschera Lament of a Fallen Beast.
context: What is it? Do tell me.\What's with that dress?\Cosplay? Are you supposed to be Suigintou?\Completely off. What are you looking at?\It's the Queen of Nightmare from Maschera.\Maschera?\Some sort of anime?\Yes. The full name is Maschera Lament of a Fallen Beast. response:	An anime with superior story and art.
context: What's with that dress?\Cosplay? Are you supposed to be Suigintou?\Completely off. What are you looking at?\It's the Queen of Nightmare from Maschera.\Maschera?\Some sort of anime?\Yes. The full name is Maschera Lament of a Fallen Beast.\An anime with superior story and art. response:	It runs at 5:30 pm on Thursdays.
context: Cosplay? Are you supposed to be Suigintou?\Completely off. What are you looking at?\It's the Queen of Nightmare from Maschera.\Maschera?\Some sort of anime?\Yes. The full name is Maschera Lament of a Fallen Beast.\An anime with superior story and art.\It runs at 5:30 pm on Thursdays. response:	I recommend you watch it.
context: Completely off. What are you looking at?\It's the Queen of Nightmare from Maschera.\Maschera?\Some sort of anime?\Yes. The full name is Maschera Lament of a Fallen Beast.\An anime with superior story and art.\It runs at 5:30 pm on Thursdays.\I recommend you watch it. response:	Oh, that's the show on at the same time as Meruru.
context: It's the Queen of Nightmare from Maschera.\Maschera?\Some sort of anime?\Yes. The full name is Maschera Lament of a Fallen Beast.\An anime with superior story and art.\It runs at 5:30 pm on Thursdays.\I recommend you watch it.\Oh, that's the show on at the same time as Meruru. response:	That fancy-dress teen-complex anime.
context: Maschera?\Some sort of anime?\Yes. The full name is Maschera Lament of a Fallen Beast.\An anime with superior story and art.\It runs at 5:30 pm on Thursdays.\I recommend you watch it.\Oh, that's the show on at the same time as Meruru.\That fancy-dress teen-complex anime. response:	You've just said something unforgivable.
context: Some sort of anime?\Yes. The full name is Maschera Lament of a Fallen Beast.\An anime with superior story and art.\It runs at 5:30 pm on Thursdays.\I recommend you watch it.\Oh, that's the show on at the same time as Meruru.\That fancy-dress teen-complex anime.\You've just said something unforgivable. response:	Meruru? You mean Stardust Witch Meruru?
context: Yes. The full name is Maschera Lament of a Fallen Beast.\An anime with superior story and art.\It runs at 5:30 pm on Thursdays.\I recommend you watch it.\Oh, that's the show on at the same time as Meruru.\That fancy-dress teen-complex anime.\You've just said something unforgivable.\Meruru? You mean Stardust Witch Meruru? response:	That piece of crap that only kids and childish men and maniacs and unemployed and NEET watch?
context: An anime with superior story and art.\It runs at 5:30 pm on Thursdays.\I recommend you watch it.\Oh, that's the show on at the same time as Meruru.\That fancy-dress teen-complex anime.\You've just said something unforgivable.\Meruru? You mean Stardust Witch Meruru?\That piece of crap that only kids and childish men and maniacs and unemployed and NEET watch? response:	Battle-type magical girl stuff is out of style.
context: It runs at 5:30 pm on Thursdays.\I recommend you watch it.\Oh, that's the show on at the same time as Meruru.\That fancy-dress teen-complex anime.\You've just said something unforgivable.\Meruru? You mean Stardust Witch Meruru?\That piece of crap that only kids and childish men and maniacs and unemployed and NEET watch?\Battle-type magical girl stuff is out of style. response:	And any kid's anime not on a weekend morning is blasphemy.
context: I recommend you watch it.\Oh, that's the show on at the same time as Meruru.\That fancy-dress teen-complex anime.\You've just said something unforgivable.\Meruru? You mean Stardust Witch Meruru?\That piece of crap that only kids and childish men and maniacs and unemployed and NEET watch?\Battle-type magical girl stuff is out of style.\And any kid's anime not on a weekend morning is blasphemy. response:	In terms of ratings, that is what's on at the same time.
context: Oh, that's the show on at the same time as Meruru.\That fancy-dress teen-complex anime.\You've just said something unforgivable.\Meruru? You mean Stardust Witch Meruru?\That piece of crap that only kids and childish men and maniacs and unemployed and NEET watch?\Battle-type magical girl stuff is out of style.\And any kid's anime not on a weekend morning is blasphemy.\In terms of ratings, that is what's on at the same time. response:	I ask that you stop spouting ignorant nonsense.
context: That fancy-dress teen-complex anime.\You've just said something unforgivable.\Meruru? You mean Stardust Witch Meruru?\That piece of crap that only kids and childish men and maniacs and unemployed and NEET watch?\Battle-type magical girl stuff is out of style.\And any kid's anime not on a weekend morning is blasphemy.\In terms of ratings, that is what's on at the same time.\I ask that you stop spouting ignorant nonsense. response:	Ratings? Let me tell you what people in the real world think, you post-Evangelion biter.
context: You've just said something unforgivable.\Meruru? You mean Stardust Witch Meruru?\That piece of crap that only kids and childish men and maniacs and unemployed and NEET watch?\Battle-type magical girl stuff is out of style.\And any kid's anime not on a weekend morning is blasphemy.\In terms of ratings, that is what's on at the same time.\I ask that you stop spouting ignorant nonsense.\Ratings? Let me tell you what people in the real world think, you post-Evangelion biter. response:	The shows I watch are what's on.
context: Meruru? You mean Stardust Witch Meruru?\That piece of crap that only kids and childish men and maniacs and unemployed and NEET watch?\Battle-type magical girl stuff is out of style.\And any kid's anime not on a weekend morning is blasphemy.\In terms of ratings, that is what's on at the same time.\I ask that you stop spouting ignorant nonsense.\Ratings? Let me tell you what people in the real world think, you post-Evangelion biter.\The shows I watch are what's on. response:	Anything else is at the same time.
context: That piece of crap that only kids and childish men and maniacs and unemployed and NEET watch?\Battle-type magical girl stuff is out of style.\And any kid's anime not on a weekend morning is blasphemy.\In terms of ratings, that is what's on at the same time.\I ask that you stop spouting ignorant nonsense.\Ratings? Let me tell you what people in the real world think, you post-Evangelion biter.\The shows I watch are what's on.\Anything else is at the same time. response:	And the way you say it, you haven't even watched Meruru before!
context: Battle-type magical girl stuff is out of style.\And any kid's anime not on a weekend morning is blasphemy.\In terms of ratings, that is what's on at the same time.\I ask that you stop spouting ignorant nonsense.\Ratings? Let me tell you what people in the real world think, you post-Evangelion biter.\The shows I watch are what's on.\Anything else is at the same time.\And the way you say it, you haven't even watched Meruru before! response:	Oh, how pitiful. During the last battle, you could die from the moe of the insert song along with the fluid animation!
context: And any kid's anime not on a weekend morning is blasphemy.\In terms of ratings, that is what's on at the same time.\I ask that you stop spouting ignorant nonsense.\Ratings? Let me tell you what people in the real world think, you post-Evangelion biter.\The shows I watch are what's on.\Anything else is at the same time.\And the way you say it, you haven't even watched Meruru before!\Oh, how pitiful. During the last battle, you could die from the moe of the insert song along with the fluid animation! response:	Don't look down on kid's anime!
context: In terms of ratings, that is what's on at the same time.\I ask that you stop spouting ignorant nonsense.\Ratings? Let me tell you what people in the real world think, you post-Evangelion biter.\The shows I watch are what's on.\Anything else is at the same time.\And the way you say it, you haven't even watched Meruru before!\Oh, how pitiful. During the last battle, you could die from the moe of the insert song along with the fluid animation!\Don't look down on kid's anime! response:	The same to you. Don't give it a good rating just because it's a kid's anime.
context: I ask that you stop spouting ignorant nonsense.\Ratings? Let me tell you what people in the real world think, you post-Evangelion biter.\The shows I watch are what's on.\Anything else is at the same time.\And the way you say it, you haven't even watched Meruru before!\Oh, how pitiful. During the last battle, you could die from the moe of the insert song along with the fluid animation!\Don't look down on kid's anime!\The same to you. Don't give it a good rating just because it's a kid's anime. response:	Your moe and whatnot is just a trick to detract your attention from the plot holes and what your show really is.
context: Ratings? Let me tell you what people in the real world think, you post-Evangelion biter.\The shows I watch are what's on.\Anything else is at the same time.\And the way you say it, you haven't even watched Meruru before!\Oh, how pitiful. During the last battle, you could die from the moe of the insert song along with the fluid animation!\Don't look down on kid's anime!\The same to you. Don't give it a good rating just because it's a kid's anime.\Your moe and whatnot is just a trick to detract your attention from the plot holes and what your show really is. response:	What it really is?
context: The shows I watch are what's on.\Anything else is at the same time.\And the way you say it, you haven't even watched Meruru before!\Oh, how pitiful. During the last battle, you could die from the moe of the insert song along with the fluid animation!\Don't look down on kid's anime!\The same to you. Don't give it a good rating just because it's a kid's anime.\Your moe and whatnot is just a trick to detract your attention from the plot holes and what your show really is.\What it really is? response:	Your thing just lines up difficult kanji together so only you teen-complex freaks can keep up.
context: Anything else is at the same time.\And the way you say it, you haven't even watched Meruru before!\Oh, how pitiful. During the last battle, you could die from the moe of the insert song along with the fluid animation!\Don't look down on kid's anime!\The same to you. Don't give it a good rating just because it's a kid's anime.\Your moe and whatnot is just a trick to detract your attention from the plot holes and what your show really is.\What it really is?\Your thing just lines up difficult kanji together so only you teen-complex freaks can keep up. response:	That term is what I hate second-most in the world.
context: And the way you say it, you haven't even watched Meruru before!\Oh, how pitiful. During the last battle, you could die from the moe of the insert song along with the fluid animation!\Don't look down on kid's anime!\The same to you. Don't give it a good rating just because it's a kid's anime.\Your moe and whatnot is just a trick to detract your attention from the plot holes and what your show really is.\What it really is?\Your thing just lines up difficult kanji together so only you teen-complex freaks can keep up.\That term is what I hate second-most in the world. response:	And what I hate most are the ignorant pigs that abuse the word in criticism.
context: Oh, how pitiful. During the last battle, you could die from the moe of the insert song along with the fluid animation!\Don't look down on kid's anime!\The same to you. Don't give it a good rating just because it's a kid's anime.\Your moe and whatnot is just a trick to detract your attention from the plot holes and what your show really is.\What it really is?\Your thing just lines up difficult kanji together so only you teen-complex freaks can keep up.\That term is what I hate second-most in the world.\And what I hate most are the ignorant pigs that abuse the word in criticism. response:	Are you one of them? Then please oink like one.
context: Don't look down on kid's anime!\The same to you. Don't give it a good rating just because it's a kid's anime.\Your moe and whatnot is just a trick to detract your attention from the plot holes and what your show really is.\What it really is?\Your thing just lines up difficult kanji together so only you teen-complex freaks can keep up.\That term is what I hate second-most in the world.\And what I hate most are the ignorant pigs that abuse the word in criticism.\Are you one of them? Then please oink like one. response:	Getting mad because you know I'm right?
context: The same to you. Don't give it a good rating just because it's a kid's anime.\Your moe and whatnot is just a trick to detract your attention from the plot holes and what your show really is.\What it really is?\Your thing just lines up difficult kanji together so only you teen-complex freaks can keep up.\That term is what I hate second-most in the world.\And what I hate most are the ignorant pigs that abuse the word in criticism.\Are you one of them? Then please oink like one.\Getting mad because you know I'm right? response:	You're a complex among teen-complexes. Maybe I should call you the Teeny Complex Queen?
context: Your moe and whatnot is just a trick to detract your attention from the plot holes and what your show really is.\What it really is?\Your thing just lines up difficult kanji together so only you teen-complex freaks can keep up.\That term is what I hate second-most in the world.\And what I hate most are the ignorant pigs that abuse the word in criticism.\Are you one of them? Then please oink like one.\Getting mad because you know I'm right?\You're a complex among teen-complexes. Maybe I should call you the Teeny Complex Queen? response:	Wait, wait, wait! Stop that!
context: What it really is?\Your thing just lines up difficult kanji together so only you teen-complex freaks can keep up.\That term is what I hate second-most in the world.\And what I hate most are the ignorant pigs that abuse the word in criticism.\Are you one of them? Then please oink like one.\Getting mad because you know I'm right?\You're a complex among teen-complexes. Maybe I should call you the Teeny Complex Queen?\Wait, wait, wait! Stop that! response:	Calm down, it's just an anime!
context: Your thing just lines up difficult kanji together so only you teen-complex freaks can keep up.\That term is what I hate second-most in the world.\And what I hate most are the ignorant pigs that abuse the word in criticism.\Are you one of them? Then please oink like one.\Getting mad because you know I'm right?\You're a complex among teen-complexes. Maybe I should call you the Teeny Complex Queen?\Wait, wait, wait! Stop that!\Calm down, it's just an anime! response:	Just an anime?
context: That term is what I hate second-most in the world.\And what I hate most are the ignorant pigs that abuse the word in criticism.\Are you one of them? Then please oink like one.\Getting mad because you know I'm right?\You're a complex among teen-complexes. Maybe I should call you the Teeny Complex Queen?\Wait, wait, wait! Stop that!\Calm down, it's just an anime!\Just an anime? response:	Slip of the tongue...
context: And what I hate most are the ignorant pigs that abuse the word in criticism.\Are you one of them? Then please oink like one.\Getting mad because you know I'm right?\You're a complex among teen-complexes. Maybe I should call you the Teeny Complex Queen?\Wait, wait, wait! Stop that!\Calm down, it's just an anime!\Just an anime?\Slip of the tongue... response:	What a nice personality you have.
context: Are you one of them? Then please oink like one.\Getting mad because you know I'm right?\You're a complex among teen-complexes. Maybe I should call you the Teeny Complex Queen?\Wait, wait, wait! Stop that!\Calm down, it's just an anime!\Just an anime?\Slip of the tongue...\What a nice personality you have. response:	That's why no one talked to you during the meetup.
context: Getting mad because you know I'm right?\You're a complex among teen-complexes. Maybe I should call you the Teeny Complex Queen?\Wait, wait, wait! Stop that!\Calm down, it's just an anime!\Just an anime?\Slip of the tongue...\What a nice personality you have.\That's why no one talked to you during the meetup. response:	Who are you talking about?
context: You're a complex among teen-complexes. Maybe I should call you the Teeny Complex Queen?\Wait, wait, wait! Stop that!\Calm down, it's just an anime!\Just an anime?\Slip of the tongue...\What a nice personality you have.\That's why no one talked to you during the meetup.\Who are you talking about? response:	You were tapping your cell phone the whole time!
context: Wait, wait, wait! Stop that!\Calm down, it's just an anime!\Just an anime?\Slip of the tongue...\What a nice personality you have.\That's why no one talked to you during the meetup.\Who are you talking about?\You were tapping your cell phone the whole time! response:	Just sad.
context: Calm down, it's just an anime!\Just an anime?\Slip of the tongue...\What a nice personality you have.\That's why no one talked to you during the meetup.\Who are you talking about?\You were tapping your cell phone the whole time!\Just sad. response:	I had an urge to check my news sites.
context: Just an anime?\Slip of the tongue...\What a nice personality you have.\That's why no one talked to you during the meetup.\Who are you talking about?\You were tapping your cell phone the whole time!\Just sad.\I had an urge to check my news sites. response:	Looks like they've gotten pretty close to each other.
context: Slip of the tongue...\What a nice personality you have.\That's why no one talked to you during the meetup.\Who are you talking about?\You were tapping your cell phone the whole time!\Just sad.\I had an urge to check my news sites.\Looks like they've gotten pretty close to each other. response:	Have you been watching the same thing I have?!
context: What a nice personality you have.\That's why no one talked to you during the meetup.\Who are you talking about?\You were tapping your cell phone the whole time!\Just sad.\I had an urge to check my news sites.\Looks like they've gotten pretty close to each other.\Have you been watching the same thing I have?! response:	No matter how you look at it, they're so full of energy now.
context: That's why no one talked to you during the meetup.\Who are you talking about?\You were tapping your cell phone the whole time!\Just sad.\I had an urge to check my news sites.\Looks like they've gotten pretty close to each other.\Have you been watching the same thing I have?!\No matter how you look at it, they're so full of energy now. response:	You chirp well for a worthless human.
context: Who are you talking about?\You were tapping your cell phone the whole time!\Just sad.\I had an urge to check my news sites.\Looks like they've gotten pretty close to each other.\Have you been watching the same thing I have?!\No matter how you look at it, they're so full of energy now.\You chirp well for a worthless human. response:	Fine. Come outside, bitch.
context: You were tapping your cell phone the whole time!\Just sad.\I had an urge to check my news sites.\Looks like they've gotten pretty close to each other.\Have you been watching the same thing I have?!\No matter how you look at it, they're so full of energy now.\You chirp well for a worthless human.\Fine. Come outside, bitch. response:	I will carve the meaning of true fear into you.
context: Just sad.\I had an urge to check my news sites.\Looks like they've gotten pretty close to each other.\Have you been watching the same thing I have?!\No matter how you look at it, they're so full of energy now.\You chirp well for a worthless human.\Fine. Come outside, bitch.\I will carve the meaning of true fear into you. response:	Worthless human? What generation are you from?
context: I had an urge to check my news sites.\Looks like they've gotten pretty close to each other.\Have you been watching the same thing I have?!\No matter how you look at it, they're so full of energy now.\You chirp well for a worthless human.\Fine. Come outside, bitch.\I will carve the meaning of true fear into you.\Worthless human? What generation are you from? response:	Either way, they sure can talk a lot even though they just met.
context: Looks like they've gotten pretty close to each other.\Have you been watching the same thing I have?!\No matter how you look at it, they're so full of energy now.\You chirp well for a worthless human.\Fine. Come outside, bitch.\I will carve the meaning of true fear into you.\Worthless human? What generation are you from?\Either way, they sure can talk a lot even though they just met. response:	Well, you know, it's because they really do love what they're talking about.
