context: Mameshiba response:	-OP-
context: Go on then!\But I don't think there's enough in that purse to travel around the world.\I thought so...\Go search for it somewhere nearby today.\I'll cover the grapes when I'm back, I promise!\Don't worry about it. Be careful!\Come back before it gets dark, okay?\Granny... response:	The pansies aren't sprouting...
context: But I don't think there's enough in that purse to travel around the world.\I thought so...\Go search for it somewhere nearby today.\I'll cover the grapes when I'm back, I promise!\Don't worry about it. Be careful!\Come back before it gets dark, okay?\Granny...\The pansies aren't sprouting... response:	And how am I going to fix this?
context: I thought so...\Go search for it somewhere nearby today.\I'll cover the grapes when I'm back, I promise!\Don't worry about it. Be careful!\Come back before it gets dark, okay?\Granny...\The pansies aren't sprouting...\And how am I going to fix this? response:	If this goes on your garden will wither and die.
context: Go search for it somewhere nearby today.\I'll cover the grapes when I'm back, I promise!\Don't worry about it. Be careful!\Come back before it gets dark, okay?\Granny...\The pansies aren't sprouting...\And how am I going to fix this?\If this goes on your garden will wither and die. response:	What should I do?
context: I'll cover the grapes when I'm back, I promise!\Don't worry about it. Be careful!\Come back before it gets dark, okay?\Granny...\The pansies aren't sprouting...\And how am I going to fix this?\If this goes on your garden will wither and die.\What should I do? response:	You have to protect this garden.
context: Don't worry about it. Be careful!\Come back before it gets dark, okay?\Granny...\The pansies aren't sprouting...\And how am I going to fix this?\If this goes on your garden will wither and die.\What should I do?\You have to protect this garden. response:	Who was that?
context: Come back before it gets dark, okay?\Granny...\The pansies aren't sprouting...\And how am I going to fix this?\If this goes on your garden will wither and die.\What should I do?\You have to protect this garden.\Who was that? response:	I can protect the garden.
context: Granny...\The pansies aren't sprouting...\And how am I going to fix this?\If this goes on your garden will wither and die.\What should I do?\You have to protect this garden.\Who was that?\I can protect the garden. response:	Was that you?
context: The pansies aren't sprouting...\And how am I going to fix this?\If this goes on your garden will wither and die.\What should I do?\You have to protect this garden.\Who was that?\I can protect the garden.\Was that you? response:	Yes. I am the fairy of this garden.
context: And how am I going to fix this?\If this goes on your garden will wither and die.\What should I do?\You have to protect this garden.\Who was that?\I can protect the garden.\Was that you?\Yes. I am the fairy of this garden. response:	Please lend me your strength!
context: If this goes on your garden will wither and die.\What should I do?\You have to protect this garden.\Who was that?\I can protect the garden.\Was that you?\Yes. I am the fairy of this garden.\Please lend me your strength! response:	I will! I'll give you as much strength as you want!
context: What should I do?\You have to protect this garden.\Who was that?\I can protect the garden.\Was that you?\Yes. I am the fairy of this garden.\Please lend me your strength!\I will! I'll give you as much strength as you want! response:	So please protect Granny's treasured garden!
context: You have to protect this garden.\Who was that?\I can protect the garden.\Was that you?\Yes. I am the fairy of this garden.\Please lend me your strength!\I will! I'll give you as much strength as you want!\So please protect Granny's treasured garden! response:	I promise.
context: Who was that?\I can protect the garden.\Was that you?\Yes. I am the fairy of this garden.\Please lend me your strength!\I will! I'll give you as much strength as you want!\So please protect Granny's treasured garden!\I promise. response:	Let's protect it together.
context: I can protect the garden.\Was that you?\Yes. I am the fairy of this garden.\Please lend me your strength!\I will! I'll give you as much strength as you want!\So please protect Granny's treasured garden!\I promise.\Let's protect it together. response:	Promise.
context: Was that you?\Yes. I am the fairy of this garden.\Please lend me your strength!\I will! I'll give you as much strength as you want!\So please protect Granny's treasured garden!\I promise.\Let's protect it together.\Promise. response:	It's already past the evening watering time.
context: Yes. I am the fairy of this garden.\Please lend me your strength!\I will! I'll give you as much strength as you want!\So please protect Granny's treasured garden!\I promise.\Let's protect it together.\Promise.\It's already past the evening watering time. response:	I have to protect it... I have to.
context: Please lend me your strength!\I will! I'll give you as much strength as you want!\So please protect Granny's treasured garden!\I promise.\Let's protect it together.\Promise.\It's already past the evening watering time.\I have to protect it... I have to. response:	You're doing gardening even at this hour?
context: I will! I'll give you as much strength as you want!\So please protect Granny's treasured garden!\I promise.\Let's protect it together.\Promise.\It's already past the evening watering time.\I have to protect it... I have to.\You're doing gardening even at this hour? response:	Your mother is really worried.
context: So please protect Granny's treasured garden!\I promise.\Let's protect it together.\Promise.\It's already past the evening watering time.\I have to protect it... I have to.\You're doing gardening even at this hour?\Your mother is really worried. response:	She's being mean to me.
context: I promise.\Let's protect it together.\Promise.\It's already past the evening watering time.\I have to protect it... I have to.\You're doing gardening even at this hour?\Your mother is really worried.\She's being mean to me. response:	I decided that I would protect Granny's garden!
context: Let's protect it together.\Promise.\It's already past the evening watering time.\I have to protect it... I have to.\You're doing gardening even at this hour?\Your mother is really worried.\She's being mean to me.\I decided that I would protect Granny's garden! response:	What are you doing?
context: Promise.\It's already past the evening watering time.\I have to protect it... I have to.\You're doing gardening even at this hour?\Your mother is really worried.\She's being mean to me.\I decided that I would protect Granny's garden!\What are you doing? response:	Stop that! Stop! Please stop!
context: It's already past the evening watering time.\I have to protect it... I have to.\You're doing gardening even at this hour?\Your mother is really worried.\She's being mean to me.\I decided that I would protect Granny's garden!\What are you doing?\Stop that! Stop! Please stop! response:	This has gone far enough.
context: I have to protect it... I have to.\You're doing gardening even at this hour?\Your mother is really worried.\She's being mean to me.\I decided that I would protect Granny's garden!\What are you doing?\Stop that! Stop! Please stop!\This has gone far enough. response:	Why are you binding yourself to this place?
context: You're doing gardening even at this hour?\Your mother is really worried.\She's being mean to me.\I decided that I would protect Granny's garden!\What are you doing?\Stop that! Stop! Please stop!\This has gone far enough.\Why are you binding yourself to this place? response:	If I just had returned sooner...
context: Your mother is really worried.\She's being mean to me.\I decided that I would protect Granny's garden!\What are you doing?\Stop that! Stop! Please stop!\This has gone far enough.\Why are you binding yourself to this place?\If I just had returned sooner... response:	Granny, I'm back!
context: She's being mean to me.\I decided that I would protect Granny's garden!\What are you doing?\Stop that! Stop! Please stop!\This has gone far enough.\Why are you binding yourself to this place?\If I just had returned sooner...\Granny, I'm back! response:	I'm sorry I'm late!
context: I decided that I would protect Granny's garden!\What are you doing?\Stop that! Stop! Please stop!\This has gone far enough.\Why are you binding yourself to this place?\If I just had returned sooner...\Granny, I'm back!\I'm sorry I'm late! response:	Granny?
context: What are you doing?\Stop that! Stop! Please stop!\This has gone far enough.\Why are you binding yourself to this place?\If I just had returned sooner...\Granny, I'm back!\I'm sorry I'm late!\Granny? response:	Granny!
context: Stop that! Stop! Please stop!\This has gone far enough.\Why are you binding yourself to this place?\If I just had returned sooner...\Granny, I'm back!\I'm sorry I'm late!\Granny?\Granny! response:	If I had helped her with covering the grapes instead of going out...
context: This has gone far enough.\Why are you binding yourself to this place?\If I just had returned sooner...\Granny, I'm back!\I'm sorry I'm late!\Granny?\Granny!\If I had helped her with covering the grapes instead of going out... response:	Granny wouldn't have died.
context: Why are you binding yourself to this place?\If I just had returned sooner...\Granny, I'm back!\I'm sorry I'm late!\Granny?\Granny!\If I had helped her with covering the grapes instead of going out...\Granny wouldn't have died. response:	It's my fault that she died.
context: If I just had returned sooner...\Granny, I'm back!\I'm sorry I'm late!\Granny?\Granny!\If I had helped her with covering the grapes instead of going out...\Granny wouldn't have died.\It's my fault that she died. response:	So that's why I'll protect her garden!
context: Granny, I'm back!\I'm sorry I'm late!\Granny?\Granny!\If I had helped her with covering the grapes instead of going out...\Granny wouldn't have died.\It's my fault that she died.\So that's why I'll protect her garden! response:	She's...
context: I'm sorry I'm late!\Granny?\Granny!\If I had helped her with covering the grapes instead of going out...\Granny wouldn't have died.\It's my fault that she died.\So that's why I'll protect her garden!\She's... response:	She's just like me.
context: Granny?\Granny!\If I had helped her with covering the grapes instead of going out...\Granny wouldn't have died.\It's my fault that she died.\So that's why I'll protect her garden!\She's...\She's just like me. response:	Trapped by her past, blaming only herself.
context: Granny!\If I had helped her with covering the grapes instead of going out...\Granny wouldn't have died.\It's my fault that she died.\So that's why I'll protect her garden!\She's...\She's just like me.\Trapped by her past, blaming only herself. response:	Then stop making your mother worry!
context: If I had helped her with covering the grapes instead of going out...\Granny wouldn't have died.\It's my fault that she died.\So that's why I'll protect her garden!\She's...\She's just like me.\Trapped by her past, blaming only herself.\Then stop making your mother worry! response:	You can do that, right?!
context: Granny wouldn't have died.\It's my fault that she died.\So that's why I'll protect her garden!\She's...\She's just like me.\Trapped by her past, blaming only herself.\Then stop making your mother worry!\You can do that, right?! response:	Besides, isn't looking for the Garden of Amahara what you really want to do?!
context: It's my fault that she died.\So that's why I'll protect her garden!\She's...\She's just like me.\Trapped by her past, blaming only herself.\Then stop making your mother worry!\You can do that, right?!\Besides, isn't looking for the Garden of Amahara what you really want to do?! response:	Would your Granny want to keep you here instead?
context: So that's why I'll protect her garden!\She's...\She's just like me.\Trapped by her past, blaming only herself.\Then stop making your mother worry!\You can do that, right?!\Besides, isn't looking for the Garden of Amahara what you really want to do?!\Would your Granny want to keep you here instead? response:	Go on then!
context: She's...\She's just like me.\Trapped by her past, blaming only herself.\Then stop making your mother worry!\You can do that, right?!\Besides, isn't looking for the Garden of Amahara what you really want to do?!\Would your Granny want to keep you here instead?\Go on then! response:	Don't say that!
context: She's just like me.\Trapped by her past, blaming only herself.\Then stop making your mother worry!\You can do that, right?!\Besides, isn't looking for the Garden of Amahara what you really want to do?!\Would your Granny want to keep you here instead?\Go on then!\Don't say that! response:	Please don't!
context: Trapped by her past, blaming only herself.\Then stop making your mother worry!\You can do that, right?!\Besides, isn't looking for the Garden of Amahara what you really want to do?!\Would your Granny want to keep you here instead?\Go on then!\Don't say that!\Please don't! response:	I've been so stupid!
context: Then stop making your mother worry!\You can do that, right?!\Besides, isn't looking for the Garden of Amahara what you really want to do?!\Would your Granny want to keep you here instead?\Go on then!\Don't say that!\Please don't!\I've been so stupid! response:	And now my legs won't even move anymore!
context: You can do that, right?!\Besides, isn't looking for the Garden of Amahara what you really want to do?!\Would your Granny want to keep you here instead?\Go on then!\Don't say that!\Please don't!\I've been so stupid!\And now my legs won't even move anymore! response:	Leave it to me! I'll chop those roots to pieces!
context: Besides, isn't looking for the Garden of Amahara what you really want to do?!\Would your Granny want to keep you here instead?\Go on then!\Don't say that!\Please don't!\I've been so stupid!\And now my legs won't even move anymore!\Leave it to me! I'll chop those roots to pieces! response:	Sorry to interrupt this tender moment.
context: Would your Granny want to keep you here instead?\Go on then!\Don't say that!\Please don't!\I've been so stupid!\And now my legs won't even move anymore!\Leave it to me! I'll chop those roots to pieces!\Sorry to interrupt this tender moment. response:	Yukio!
context: Go on then!\Don't say that!\Please don't!\I've been so stupid!\And now my legs won't even move anymore!\Leave it to me! I'll chop those roots to pieces!\Sorry to interrupt this tender moment.\Yukio! response:	How long have you been there?
context: Don't say that!\Please don't!\I've been so stupid!\And now my legs won't even move anymore!\Leave it to me! I'll chop those roots to pieces!\Sorry to interrupt this tender moment.\Yukio!\How long have you been there? response:	Our opponent is a small fry.
context: Please don't!\I've been so stupid!\And now my legs won't even move anymore!\Leave it to me! I'll chop those roots to pieces!\Sorry to interrupt this tender moment.\Yukio!\How long have you been there?\Our opponent is a small fry. response:	We'll deal with it in a blink of an eye.
context: I've been so stupid!\And now my legs won't even move anymore!\Leave it to me! I'll chop those roots to pieces!\Sorry to interrupt this tender moment.\Yukio!\How long have you been there?\Our opponent is a small fry.\We'll deal with it in a blink of an eye. response:	You'll soon be able to use your legs again, Shiemi.
context: And now my legs won't even move anymore!\Leave it to me! I'll chop those roots to pieces!\Sorry to interrupt this tender moment.\Yukio!\How long have you been there?\Our opponent is a small fry.\We'll deal with it in a blink of an eye.\You'll soon be able to use your legs again, Shiemi. response:	The rest was just a matter of your heart's resolve.
context: Leave it to me! I'll chop those roots to pieces!\Sorry to interrupt this tender moment.\Yukio!\How long have you been there?\Our opponent is a small fry.\We'll deal with it in a blink of an eye.\You'll soon be able to use your legs again, Shiemi.\The rest was just a matter of your heart's resolve. response:	Yuki...
context: Sorry to interrupt this tender moment.\Yukio!\How long have you been there?\Our opponent is a small fry.\We'll deal with it in a blink of an eye.\You'll soon be able to use your legs again, Shiemi.\The rest was just a matter of your heart's resolve.\Yuki... response:	Unforgivable.
context: Yukio!\How long have you been there?\Our opponent is a small fry.\We'll deal with it in a blink of an eye.\You'll soon be able to use your legs again, Shiemi.\The rest was just a matter of your heart's resolve.\Yuki...\Unforgivable. response:	You've broken the promise.
context: How long have you been there?\Our opponent is a small fry.\We'll deal with it in a blink of an eye.\You'll soon be able to use your legs again, Shiemi.\The rest was just a matter of your heart's resolve.\Yuki...\Unforgivable.\You've broken the promise. response:	Is it going to show itself?
context: Our opponent is a small fry.\We'll deal with it in a blink of an eye.\You'll soon be able to use your legs again, Shiemi.\The rest was just a matter of your heart's resolve.\Yuki...\Unforgivable.\You've broken the promise.\Is it going to show itself? response:	Unforgivable!
context: We'll deal with it in a blink of an eye.\You'll soon be able to use your legs again, Shiemi.\The rest was just a matter of your heart's resolve.\Yuki...\Unforgivable.\You've broken the promise.\Is it going to show itself?\Unforgivable! response:	Shiemi!
context: You'll soon be able to use your legs again, Shiemi.\The rest was just a matter of your heart's resolve.\Yuki...\Unforgivable.\You've broken the promise.\Is it going to show itself?\Unforgivable!\Shiemi! response:	We are one now!
context: The rest was just a matter of your heart's resolve.\Yuki...\Unforgivable.\You've broken the promise.\Is it going to show itself?\Unforgivable!\Shiemi!\We are one now! response:	We'll remain in this garden until we die!
context: Yuki...\Unforgivable.\You've broken the promise.\Is it going to show itself?\Unforgivable!\Shiemi!\We are one now!\We'll remain in this garden until we die! response:	So you're in full bloom this late at night, you bastard!
context: Unforgivable.\You've broken the promise.\Is it going to show itself?\Unforgivable!\Shiemi!\We are one now!\We'll remain in this garden until we die!\So you're in full bloom this late at night, you bastard! response:	It's using her as a shield.
context: You've broken the promise.\Is it going to show itself?\Unforgivable!\Shiemi!\We are one now!\We'll remain in this garden until we die!\So you're in full bloom this late at night, you bastard!\It's using her as a shield. response:	Brother!
context: Is it going to show itself?\Unforgivable!\Shiemi!\We are one now!\We'll remain in this garden until we die!\So you're in full bloom this late at night, you bastard!\It's using her as a shield.\Brother! response:	Yeah?
context: Unforgivable!\Shiemi!\We are one now!\We'll remain in this garden until we die!\So you're in full bloom this late at night, you bastard!\It's using her as a shield.\Brother!\Yeah? response:	Could you give me a hand?
context: Shiemi!\We are one now!\We'll remain in this garden until we die!\So you're in full bloom this late at night, you bastard!\It's using her as a shield.\Brother!\Yeah?\Could you give me a hand? response:	Please?
context: We are one now!\We'll remain in this garden until we die!\So you're in full bloom this late at night, you bastard!\It's using her as a shield.\Brother!\Yeah?\Could you give me a hand?\Please? response:	Could you repeat that?
context: We'll remain in this garden until we die!\So you're in full bloom this late at night, you bastard!\It's using her as a shield.\Brother!\Yeah?\Could you give me a hand?\Please?\Could you repeat that? response:	I already told you, I need a hand!
context: So you're in full bloom this late at night, you bastard!\It's using her as a shield.\Brother!\Yeah?\Could you give me a hand?\Please?\Could you repeat that?\I already told you, I need a hand! response:	Guess I'll have to, since you're younger and all...
context: It's using her as a shield.\Brother!\Yeah?\Could you give me a hand?\Please?\Could you repeat that?\I already told you, I need a hand!\Guess I'll have to, since you're younger and all... response:	And you went as far as to ask for me so nicely.
context: Brother!\Yeah?\Could you give me a hand?\Please?\Could you repeat that?\I already told you, I need a hand!\Guess I'll have to, since you're younger and all...\And you went as far as to ask for me so nicely. response:	Are you a demon, too?
context: Yeah?\Could you give me a hand?\Please?\Could you repeat that?\I already told you, I need a hand!\Guess I'll have to, since you're younger and all...\And you went as far as to ask for me so nicely.\Are you a demon, too? response:	I'm nothing like you, you stinking weed!
context: Could you give me a hand?\Please?\Could you repeat that?\I already told you, I need a hand!\Guess I'll have to, since you're younger and all...\And you went as far as to ask for me so nicely.\Are you a demon, too?\I'm nothing like you, you stinking weed! response:	Don't bunch me together with the likes of you!
context: Please?\Could you repeat that?\I already told you, I need a hand!\Guess I'll have to, since you're younger and all...\And you went as far as to ask for me so nicely.\Are you a demon, too?\I'm nothing like you, you stinking weed!\Don't bunch me together with the likes of you! response:	What's wrong? You're a vigorous one, Mister Big Brother.
context: Could you repeat that?\I already told you, I need a hand!\Guess I'll have to, since you're younger and all...\And you went as far as to ask for me so nicely.\Are you a demon, too?\I'm nothing like you, you stinking weed!\Don't bunch me together with the likes of you!\What's wrong? You're a vigorous one, Mister Big Brother. response:	Stop playing dirty!
context: I already told you, I need a hand!\Guess I'll have to, since you're younger and all...\And you went as far as to ask for me so nicely.\Are you a demon, too?\I'm nothing like you, you stinking weed!\Don't bunch me together with the likes of you!\What's wrong? You're a vigorous one, Mister Big Brother.\Stop playing dirty! response:	Can a demon even be nothing but dirty?
context: Guess I'll have to, since you're younger and all...\And you went as far as to ask for me so nicely.\Are you a demon, too?\I'm nothing like you, you stinking weed!\Don't bunch me together with the likes of you!\What's wrong? You're a vigorous one, Mister Big Brother.\Stop playing dirty!\Can a demon even be nothing but dirty? response:	If you're going to cut her, then go ahead!
context: And you went as far as to ask for me so nicely.\Are you a demon, too?\I'm nothing like you, you stinking weed!\Don't bunch me together with the likes of you!\What's wrong? You're a vigorous one, Mister Big Brother.\Stop playing dirty!\Can a demon even be nothing but dirty?\If you're going to cut her, then go ahead! response:	It's all right to cut us up a little, as lovely as we are together.
context: Are you a demon, too?\I'm nothing like you, you stinking weed!\Don't bunch me together with the likes of you!\What's wrong? You're a vigorous one, Mister Big Brother.\Stop playing dirty!\Can a demon even be nothing but dirty?\If you're going to cut her, then go ahead!\It's all right to cut us up a little, as lovely as we are together. response:	Rin! Stand back!
context: I'm nothing like you, you stinking weed!\Don't bunch me together with the likes of you!\What's wrong? You're a vigorous one, Mister Big Brother.\Stop playing dirty!\Can a demon even be nothing but dirty?\If you're going to cut her, then go ahead!\It's all right to cut us up a little, as lovely as we are together.\Rin! Stand back! response:	I have no choice but to shoot her.
context: Don't bunch me together with the likes of you!\What's wrong? You're a vigorous one, Mister Big Brother.\Stop playing dirty!\Can a demon even be nothing but dirty?\If you're going to cut her, then go ahead!\It's all right to cut us up a little, as lovely as we are together.\Rin! Stand back!\I have no choice but to shoot her. response:	Hey, Yukio!
context: What's wrong? You're a vigorous one, Mister Big Brother.\Stop playing dirty!\Can a demon even be nothing but dirty?\If you're going to cut her, then go ahead!\It's all right to cut us up a little, as lovely as we are together.\Rin! Stand back!\I have no choice but to shoot her.\Hey, Yukio! response:	You're bluffing. You wouldn't hurt her.
context: Stop playing dirty!\Can a demon even be nothing but dirty?\If you're going to cut her, then go ahead!\It's all right to cut us up a little, as lovely as we are together.\Rin! Stand back!\I have no choice but to shoot her.\Hey, Yukio!\You're bluffing. You wouldn't hurt her. response:	Don't try to deceive me.
context: Can a demon even be nothing but dirty?\If you're going to cut her, then go ahead!\It's all right to cut us up a little, as lovely as we are together.\Rin! Stand back!\I have no choice but to shoot her.\Hey, Yukio!\You're bluffing. You wouldn't hurt her.\Don't try to deceive me. response:	Is that how you think?
context: If you're going to cut her, then go ahead!\It's all right to cut us up a little, as lovely as we are together.\Rin! Stand back!\I have no choice but to shoot her.\Hey, Yukio!\You're bluffing. You wouldn't hurt her.\Don't try to deceive me.\Is that how you think? response:	Maybe it is so... and maybe it isn't.
context: It's all right to cut us up a little, as lovely as we are together.\Rin! Stand back!\I have no choice but to shoot her.\Hey, Yukio!\You're bluffing. You wouldn't hurt her.\Don't try to deceive me.\Is that how you think?\Maybe it is so... and maybe it isn't. response:	Yukio!
context: Rin! Stand back!\I have no choice but to shoot her.\Hey, Yukio!\You're bluffing. You wouldn't hurt her.\Don't try to deceive me.\Is that how you think?\Maybe it is so... and maybe it isn't.\Yukio! response:	Well then... which one is it?
context: I have no choice but to shoot her.\Hey, Yukio!\You're bluffing. You wouldn't hurt her.\Don't try to deceive me.\Is that how you think?\Maybe it is so... and maybe it isn't.\Yukio!\Well then... which one is it? response:	You filthy Exorcists!
context: Hey, Yukio!\You're bluffing. You wouldn't hurt her.\Don't try to deceive me.\Is that how you think?\Maybe it is so... and maybe it isn't.\Yukio!\Well then... which one is it?\You filthy Exorcists! response:	As if you'd shoot!
context: You're bluffing. You wouldn't hurt her.\Don't try to deceive me.\Is that how you think?\Maybe it is so... and maybe it isn't.\Yukio!\Well then... which one is it?\You filthy Exorcists!\As if you'd shoot! response:	I don't believe it!
context: Don't try to deceive me.\Is that how you think?\Maybe it is so... and maybe it isn't.\Yukio!\Well then... which one is it?\You filthy Exorcists!\As if you'd shoot!\I don't believe it! response:	It let go of her!
context: Is that how you think?\Maybe it is so... and maybe it isn't.\Yukio!\Well then... which one is it?\You filthy Exorcists!\As if you'd shoot!\I don't believe it!\It let go of her! response:	Go, Rin!
context: Maybe it is so... and maybe it isn't.\Yukio!\Well then... which one is it?\You filthy Exorcists!\As if you'd shoot!\I don't believe it!\It let go of her!\Go, Rin! response:	Yukio, damn you!
context: Yukio!\Well then... which one is it?\You filthy Exorcists!\As if you'd shoot!\I don't believe it!\It let go of her!\Go, Rin!\Yukio, damn you! response:	Yuki...
context: Well then... which one is it?\You filthy Exorcists!\As if you'd shoot!\I don't believe it!\It let go of her!\Go, Rin!\Yukio, damn you!\Yuki... response:	What a relief. The roots are gone from your legs, too.
context: You filthy Exorcists!\As if you'd shoot!\I don't believe it!\It let go of her!\Go, Rin!\Yukio, damn you!\Yuki...\What a relief. The roots are gone from your legs, too. response:	Won't you try standing?
context: As if you'd shoot!\I don't believe it!\It let go of her!\Go, Rin!\Yukio, damn you!\Yuki...\What a relief. The roots are gone from your legs, too.\Won't you try standing? response:	It's all right now.
context: I don't believe it!\It let go of her!\Go, Rin!\Yukio, damn you!\Yuki...\What a relief. The roots are gone from your legs, too.\Won't you try standing?\It's all right now. response:	Shiemi!
context: It let go of her!\Go, Rin!\Yukio, damn you!\Yuki...\What a relief. The roots are gone from your legs, too.\Won't you try standing?\It's all right now.\Shiemi! response:	Mom...
context: Go, Rin!\Yukio, damn you!\Yuki...\What a relief. The roots are gone from your legs, too.\Won't you try standing?\It's all right now.\Shiemi!\Mom... response:	Go on!
context: Yukio, damn you!\Yuki...\What a relief. The roots are gone from your legs, too.\Won't you try standing?\It's all right now.\Shiemi!\Mom...\Go on! response:	Brother!
context: Yuki...\What a relief. The roots are gone from your legs, too.\Won't you try standing?\It's all right now.\Shiemi!\Mom...\Go on!\Brother! response:	Go and apologize to her.
context: What a relief. The roots are gone from your legs, too.\Won't you try standing?\It's all right now.\Shiemi!\Mom...\Go on!\Brother!\Go and apologize to her. response:	If you don't do it now, it'll just be harder later.
context: Won't you try standing?\It's all right now.\Shiemi!\Mom...\Go on!\Brother!\Go and apologize to her.\If you don't do it now, it'll just be harder later. response:	Um...
context: It's all right now.\Shiemi!\Mom...\Go on!\Brother!\Go and apologize to her.\If you don't do it now, it'll just be harder later.\Um... response:	I've looked for it once, too. The Garden of Amahara.
context: Shiemi!\Mom...\Go on!\Brother!\Go and apologize to her.\If you don't do it now, it'll just be harder later.\Um...\I've looked for it once, too. The Garden of Amahara. response:	You silly child! I was so worried!
context: Mom...\Go on!\Brother!\Go and apologize to her.\If you don't do it now, it'll just be harder later.\Um...\I've looked for it once, too. The Garden of Amahara.\You silly child! I was so worried! response:	Mom... Mom, I'm sorry!
context: Go on!\Brother!\Go and apologize to her.\If you don't do it now, it'll just be harder later.\Um...\I've looked for it once, too. The Garden of Amahara.\You silly child! I was so worried!\Mom... Mom, I'm sorry! response:	That's a nice sight.
context: Brother!\Go and apologize to her.\If you don't do it now, it'll just be harder later.\Um...\I've looked for it once, too. The Garden of Amahara.\You silly child! I was so worried!\Mom... Mom, I'm sorry!\That's a nice sight. response:	But what did you shoot her with, anyway?
context: Go and apologize to her.\If you don't do it now, it'll just be harder later.\Um...\I've looked for it once, too. The Garden of Amahara.\You silly child! I was so worried!\Mom... Mom, I'm sorry!\That's a nice sight.\But what did you shoot her with, anyway? response:	Nutrient capsules.
context: If you don't do it now, it'll just be harder later.\Um...\I've looked for it once, too. The Garden of Amahara.\You silly child! I was so worried!\Mom... Mom, I'm sorry!\That's a nice sight.\But what did you shoot her with, anyway?\Nutrient capsules. response:	They sting a bit when they hit.
context: Um...\I've looked for it once, too. The Garden of Amahara.\You silly child! I was so worried!\Mom... Mom, I'm sorry!\That's a nice sight.\But what did you shoot her with, anyway?\Nutrient capsules.\They sting a bit when they hit. response:	So that's what it was.
context: I've looked for it once, too. The Garden of Amahara.\You silly child! I was so worried!\Mom... Mom, I'm sorry!\That's a nice sight.\But what did you shoot her with, anyway?\Nutrient capsules.\They sting a bit when they hit.\So that's what it was. response:	I helped her... but it feels like she helped me, too.
context: You silly child! I was so worried!\Mom... Mom, I'm sorry!\That's a nice sight.\But what did you shoot her with, anyway?\Nutrient capsules.\They sting a bit when they hit.\So that's what it was.\I helped her... but it feels like she helped me, too. response:	We have a new private student. Shiemi Moriyama.
context: Mom... Mom, I'm sorry!\That's a nice sight.\But what did you shoot her with, anyway?\Nutrient capsules.\They sting a bit when they hit.\So that's what it was.\I helped her... but it feels like she helped me, too.\We have a new private student. Shiemi Moriyama. response:	Ni-nice to meet you!
context: That's a nice sight.\But what did you shoot her with, anyway?\Nutrient capsules.\They sting a bit when they hit.\So that's what it was.\I helped her... but it feels like she helped me, too.\We have a new private student. Shiemi Moriyama.\Ni-nice to meet you! response:	How?
context: But what did you shoot her with, anyway?\Nutrient capsules.\They sting a bit when they hit.\So that's what it was.\I helped her... but it feels like she helped me, too.\We have a new private student. Shiemi Moriyama.\Ni-nice to meet you!\How? response:	I'm just a weakling who knows nothing about the ways of the world,
context: Nutrient capsules.\They sting a bit when they hit.\So that's what it was.\I helped her... but it feels like she helped me, too.\We have a new private student. Shiemi Moriyama.\Ni-nice to meet you!\How?\I'm just a weakling who knows nothing about the ways of the world, response:	so I thought I'd train myself through cram school.
context: They sting a bit when they hit.\So that's what it was.\I helped her... but it feels like she helped me, too.\We have a new private student. Shiemi Moriyama.\Ni-nice to meet you!\How?\I'm just a weakling who knows nothing about the ways of the world,\so I thought I'd train myself through cram school. response:	And Yuki... I mean Mister Okumura agreed.
context: So that's what it was.\I helped her... but it feels like she helped me, too.\We have a new private student. Shiemi Moriyama.\Ni-nice to meet you!\How?\I'm just a weakling who knows nothing about the ways of the world,\so I thought I'd train myself through cram school.\And Yuki... I mean Mister Okumura agreed. response:	You're shaking. Are you all right?
context: I helped her... but it feels like she helped me, too.\We have a new private student. Shiemi Moriyama.\Ni-nice to meet you!\How?\I'm just a weakling who knows nothing about the ways of the world,\so I thought I'd train myself through cram school.\And Yuki... I mean Mister Okumura agreed.\You're shaking. Are you all right? response:	Is that why you've started school?
context: We have a new private student. Shiemi Moriyama.\Ni-nice to meet you!\How?\I'm just a weakling who knows nothing about the ways of the world,\so I thought I'd train myself through cram school.\And Yuki... I mean Mister Okumura agreed.\You're shaking. Are you all right?\Is that why you've started school? response:	It's thanks to you.
context: Ni-nice to meet you!\How?\I'm just a weakling who knows nothing about the ways of the world,\so I thought I'd train myself through cram school.\And Yuki... I mean Mister Okumura agreed.\You're shaking. Are you all right?\Is that why you've started school?\It's thanks to you. response:	Thanks a lot!
context: How?\I'm just a weakling who knows nothing about the ways of the world,\so I thought I'd train myself through cram school.\And Yuki... I mean Mister Okumura agreed.\You're shaking. Are you all right?\Is that why you've started school?\It's thanks to you.\Thanks a lot! response:	I didn't really do...
context: I'm just a weakling who knows nothing about the ways of the world,\so I thought I'd train myself through cram school.\And Yuki... I mean Mister Okumura agreed.\You're shaking. Are you all right?\Is that why you've started school?\It's thanks to you.\Thanks a lot!\I didn't really do... response:	And of course I wanted to see Yuki as teacher.
context: so I thought I'd train myself through cram school.\And Yuki... I mean Mister Okumura agreed.\You're shaking. Are you all right?\Is that why you've started school?\It's thanks to you.\Thanks a lot!\I didn't really do...\And of course I wanted to see Yuki as teacher. response:	Mandrake
context: And Yuki... I mean Mister Okumura agreed.\You're shaking. Are you all right?\Is that why you've started school?\It's thanks to you.\Thanks a lot!\I didn't really do...\And of course I wanted to see Yuki as teacher.\Mandrake response:	show caution
