context: JoJo's Bizarre Adventure response:	Diamond is Unbreakable
context: Glass ones don't scratch or start to smell as easily,\but they are a bit heavy for a baby to hold.\The plastic ones are light, but may have a noticeable smell.\Which one would you like?\U-U-Uh... Um...\We also have various shapes and designs.\We have ones shaped like rocket ships and racing cars.\This one, the baby can hold by itself. response:	And this one, if you turn it upside-down, the doll inside moves.
context: but they are a bit heavy for a baby to hold.\The plastic ones are light, but may have a noticeable smell.\Which one would you like?\U-U-Uh... Um...\We also have various shapes and designs.\We have ones shaped like rocket ships and racing cars.\This one, the baby can hold by itself.\And this one, if you turn it upside-down, the doll inside moves. response:	I-I have no idea, so if you could just throw in a few...
context: The plastic ones are light, but may have a noticeable smell.\Which one would you like?\U-U-Uh... Um...\We also have various shapes and designs.\We have ones shaped like rocket ships and racing cars.\This one, the baby can hold by itself.\And this one, if you turn it upside-down, the doll inside moves.\I-I have no idea, so if you could just throw in a few... response:	And which bottle nipples would you like, sir?
context: Which one would you like?\U-U-Uh... Um...\We also have various shapes and designs.\We have ones shaped like rocket ships and racing cars.\This one, the baby can hold by itself.\And this one, if you turn it upside-down, the doll inside moves.\I-I have no idea, so if you could just throw in a few...\And which bottle nipples would you like, sir? response:	Rubber ones are soft, but don't last very long.
context: U-U-Uh... Um...\We also have various shapes and designs.\We have ones shaped like rocket ships and racing cars.\This one, the baby can hold by itself.\And this one, if you turn it upside-down, the doll inside moves.\I-I have no idea, so if you could just throw in a few...\And which bottle nipples would you like, sir?\Rubber ones are soft, but don't last very long. response:	Silicon ones last, but are a bit hard.
context: We also have various shapes and designs.\We have ones shaped like rocket ships and racing cars.\This one, the baby can hold by itself.\And this one, if you turn it upside-down, the doll inside moves.\I-I have no idea, so if you could just throw in a few...\And which bottle nipples would you like, sir?\Rubber ones are soft, but don't last very long.\Silicon ones last, but are a bit hard. response:	This one is called a Chupatoreni.
context: We have ones shaped like rocket ships and racing cars.\This one, the baby can hold by itself.\And this one, if you turn it upside-down, the doll inside moves.\I-I have no idea, so if you could just throw in a few...\And which bottle nipples would you like, sir?\Rubber ones are soft, but don't last very long.\Silicon ones last, but are a bit hard.\This one is called a Chupatoreni. response:	There's a diaphragm where the nipple goes in the mouth,
context: This one, the baby can hold by itself.\And this one, if you turn it upside-down, the doll inside moves.\I-I have no idea, so if you could just throw in a few...\And which bottle nipples would you like, sir?\Rubber ones are soft, but don't last very long.\Silicon ones last, but are a bit hard.\This one is called a Chupatoreni.\There's a diaphragm where the nipple goes in the mouth, response:	and the flow of milk is adjusted by how hard the baby sucks on it.
context: And this one, if you turn it upside-down, the doll inside moves.\I-I have no idea, so if you could just throw in a few...\And which bottle nipples would you like, sir?\Rubber ones are soft, but don't last very long.\Silicon ones last, but are a bit hard.\This one is called a Chupatoreni.\There's a diaphragm where the nipple goes in the mouth,\and the flow of milk is adjusted by how hard the baby sucks on it. response:	This is a NUK from Germany.
context: I-I have no idea, so if you could just throw in a few...\And which bottle nipples would you like, sir?\Rubber ones are soft, but don't last very long.\Silicon ones last, but are a bit hard.\This one is called a Chupatoreni.\There's a diaphragm where the nipple goes in the mouth,\and the flow of milk is adjusted by how hard the baby sucks on it.\This is a NUK from Germany. response:	The shape is slightly flattened, and is said to
context: And which bottle nipples would you like, sir?\Rubber ones are soft, but don't last very long.\Silicon ones last, but are a bit hard.\This one is called a Chupatoreni.\There's a diaphragm where the nipple goes in the mouth,\and the flow of milk is adjusted by how hard the baby sucks on it.\This is a NUK from Germany.\The shape is slightly flattened, and is said to response:	more closely resemble a mother's natural shape.
context: Rubber ones are soft, but don't last very long.\Silicon ones last, but are a bit hard.\This one is called a Chupatoreni.\There's a diaphragm where the nipple goes in the mouth,\and the flow of milk is adjusted by how hard the baby sucks on it.\This is a NUK from Germany.\The shape is slightly flattened, and is said to\more closely resemble a mother's natural shape. response:	And just like when drinking breast milk, it will not come out
context: Silicon ones last, but are a bit hard.\This one is called a Chupatoreni.\There's a diaphragm where the nipple goes in the mouth,\and the flow of milk is adjusted by how hard the baby sucks on it.\This is a NUK from Germany.\The shape is slightly flattened, and is said to\more closely resemble a mother's natural shape.\And just like when drinking breast milk, it will not come out response:	unless they use their jaws.
context: This one is called a Chupatoreni.\There's a diaphragm where the nipple goes in the mouth,\and the flow of milk is adjusted by how hard the baby sucks on it.\This is a NUK from Germany.\The shape is slightly flattened, and is said to\more closely resemble a mother's natural shape.\And just like when drinking breast milk, it will not come out\unless they use their jaws. response:	O-Oh, all right. Whatever is fine. Just give me all of them.
context: There's a diaphragm where the nipple goes in the mouth,\and the flow of milk is adjusted by how hard the baby sucks on it.\This is a NUK from Germany.\The shape is slightly flattened, and is said to\more closely resemble a mother's natural shape.\And just like when drinking breast milk, it will not come out\unless they use their jaws.\O-Oh, all right. Whatever is fine. Just give me all of them. response:	As for the nipple holes, we have round, Y-shaped, and cross-shaped varieties.
context: and the flow of milk is adjusted by how hard the baby sucks on it.\This is a NUK from Germany.\The shape is slightly flattened, and is said to\more closely resemble a mother's natural shape.\And just like when drinking breast milk, it will not come out\unless they use their jaws.\O-Oh, all right. Whatever is fine. Just give me all of them.\As for the nipple holes, we have round, Y-shaped, and cross-shaped varieties. response:	J-Just give me all of them.
context: This is a NUK from Germany.\The shape is slightly flattened, and is said to\more closely resemble a mother's natural shape.\And just like when drinking breast milk, it will not come out\unless they use their jaws.\O-Oh, all right. Whatever is fine. Just give me all of them.\As for the nipple holes, we have round, Y-shaped, and cross-shaped varieties.\J-Just give me all of them. response:	And some baby clothes and socks, too.
context: The shape is slightly flattened, and is said to\more closely resemble a mother's natural shape.\And just like when drinking breast milk, it will not come out\unless they use their jaws.\O-Oh, all right. Whatever is fine. Just give me all of them.\As for the nipple holes, we have round, Y-shaped, and cross-shaped varieties.\J-Just give me all of them.\And some baby clothes and socks, too. response:	I'll be paying by card.
context: more closely resemble a mother's natural shape.\And just like when drinking breast milk, it will not come out\unless they use their jaws.\O-Oh, all right. Whatever is fine. Just give me all of them.\As for the nipple holes, we have round, Y-shaped, and cross-shaped varieties.\J-Just give me all of them.\And some baby clothes and socks, too.\I'll be paying by card. response:	Thank you very much, sir.
context: And just like when drinking breast milk, it will not come out\unless they use their jaws.\O-Oh, all right. Whatever is fine. Just give me all of them.\As for the nipple holes, we have round, Y-shaped, and cross-shaped varieties.\J-Just give me all of them.\And some baby clothes and socks, too.\I'll be paying by card.\Thank you very much, sir. response:	130,000... I don't really understand yen that well.
context: unless they use their jaws.\O-Oh, all right. Whatever is fine. Just give me all of them.\As for the nipple holes, we have round, Y-shaped, and cross-shaped varieties.\J-Just give me all of them.\And some baby clothes and socks, too.\I'll be paying by card.\Thank you very much, sir.\130,000... I don't really understand yen that well. response:	I wonder how much that is in dollars.
context: O-Oh, all right. Whatever is fine. Just give me all of them.\As for the nipple holes, we have round, Y-shaped, and cross-shaped varieties.\J-Just give me all of them.\And some baby clothes and socks, too.\I'll be paying by card.\Thank you very much, sir.\130,000... I don't really understand yen that well.\I wonder how much that is in dollars. response:	If 100 yen is about 80 cents...
context: As for the nipple holes, we have round, Y-shaped, and cross-shaped varieties.\J-Just give me all of them.\And some baby clothes and socks, too.\I'll be paying by card.\Thank you very much, sir.\130,000... I don't really understand yen that well.\I wonder how much that is in dollars.\If 100 yen is about 80 cents... response:	Well, whatever.
context: J-Just give me all of them.\And some baby clothes and socks, too.\I'll be paying by card.\Thank you very much, sir.\130,000... I don't really understand yen that well.\I wonder how much that is in dollars.\If 100 yen is about 80 cents...\Well, whatever. response:	I didn't waste any money, and it's just baby stuff.
context: And some baby clothes and socks, too.\I'll be paying by card.\Thank you very much, sir.\130,000... I don't really understand yen that well.\I wonder how much that is in dollars.\If 100 yen is about 80 cents...\Well, whatever.\I didn't waste any money, and it's just baby stuff. response:	I'm sure it can't be that expensive.
context: I'll be paying by card.\Thank you very much, sir.\130,000... I don't really understand yen that well.\I wonder how much that is in dollars.\If 100 yen is about 80 cents...\Well, whatever.\I didn't waste any money, and it's just baby stuff.\I'm sure it can't be that expensive. response:	Damn it...
context: Thank you very much, sir.\130,000... I don't really understand yen that well.\I wonder how much that is in dollars.\If 100 yen is about 80 cents...\Well, whatever.\I didn't waste any money, and it's just baby stuff.\I'm sure it can't be that expensive.\Damn it... response:	What's he doing? He's taking forever.
context: 130,000... I don't really understand yen that well.\I wonder how much that is in dollars.\If 100 yen is about 80 cents...\Well, whatever.\I didn't waste any money, and it's just baby stuff.\I'm sure it can't be that expensive.\Damn it...\What's he doing? He's taking forever. response:	By the way...
context: I wonder how much that is in dollars.\If 100 yen is about 80 cents...\Well, whatever.\I didn't waste any money, and it's just baby stuff.\I'm sure it can't be that expensive.\Damn it...\What's he doing? He's taking forever.\By the way... response:	The girl who got the ring. I wonder what happened with that.
context: If 100 yen is about 80 cents...\Well, whatever.\I didn't waste any money, and it's just baby stuff.\I'm sure it can't be that expensive.\Damn it...\What's he doing? He's taking forever.\By the way...\The girl who got the ring. I wonder what happened with that. response:	Since he didn't get an answer, I wonder if that was a no.
context: Well, whatever.\I didn't waste any money, and it's just baby stuff.\I'm sure it can't be that expensive.\Damn it...\What's he doing? He's taking forever.\By the way...\The girl who got the ring. I wonder what happened with that.\Since he didn't get an answer, I wonder if that was a no. response:	They could be super conflicted about it.
context: I didn't waste any money, and it's just baby stuff.\I'm sure it can't be that expensive.\Damn it...\What's he doing? He's taking forever.\By the way...\The girl who got the ring. I wonder what happened with that.\Since he didn't get an answer, I wonder if that was a no.\They could be super conflicted about it. response:	I can't stay here...
context: I'm sure it can't be that expensive.\Damn it...\What's he doing? He's taking forever.\By the way...\The girl who got the ring. I wonder what happened with that.\Since he didn't get an answer, I wonder if that was a no.\They could be super conflicted about it.\I can't stay here... response:	If people from school find me here...
context: Damn it...\What's he doing? He's taking forever.\By the way...\The girl who got the ring. I wonder what happened with that.\Since he didn't get an answer, I wonder if that was a no.\They could be super conflicted about it.\I can't stay here...\If people from school find me here... response:	Sorry to keep you waiting, Josuke.
context: What's he doing? He's taking forever.\By the way...\The girl who got the ring. I wonder what happened with that.\Since he didn't get an answer, I wonder if that was a no.\They could be super conflicted about it.\I can't stay here...\If people from school find me here...\Sorry to keep you waiting, Josuke. response:	Here's your card back.
context: By the way...\The girl who got the ring. I wonder what happened with that.\Since he didn't get an answer, I wonder if that was a no.\They could be super conflicted about it.\I can't stay here...\If people from school find me here...\Sorry to keep you waiting, Josuke.\Here's your card back. response:	You're done? A-All right, let's go.
context: The girl who got the ring. I wonder what happened with that.\Since he didn't get an answer, I wonder if that was a no.\They could be super conflicted about it.\I can't stay here...\If people from school find me here...\Sorry to keep you waiting, Josuke.\Here's your card back.\You're done? A-All right, let's go. response:	Now we won't have to worry about losing sight of her, but...
context: Since he didn't get an answer, I wonder if that was a no.\They could be super conflicted about it.\I can't stay here...\If people from school find me here...\Sorry to keep you waiting, Josuke.\Here's your card back.\You're done? A-All right, let's go.\Now we won't have to worry about losing sight of her, but... response:	If strangers see that she doesn't have a face, they'll be creeped out.
context: They could be super conflicted about it.\I can't stay here...\If people from school find me here...\Sorry to keep you waiting, Josuke.\Here's your card back.\You're done? A-All right, let's go.\Now we won't have to worry about losing sight of her, but...\If strangers see that she doesn't have a face, they'll be creeped out. response:	I thought about that and...
context: I can't stay here...\If people from school find me here...\Sorry to keep you waiting, Josuke.\Here's your card back.\You're done? A-All right, let's go.\Now we won't have to worry about losing sight of her, but...\If strangers see that she doesn't have a face, they'll be creeped out.\I thought about that and... response:	bought some makeup, too.
context: If people from school find me here...\Sorry to keep you waiting, Josuke.\Here's your card back.\You're done? A-All right, let's go.\Now we won't have to worry about losing sight of her, but...\If strangers see that she doesn't have a face, they'll be creeped out.\I thought about that and...\bought some makeup, too. response:	Let's try some foundation first. There we go!
context: Sorry to keep you waiting, Josuke.\Here's your card back.\You're done? A-All right, let's go.\Now we won't have to worry about losing sight of her, but...\If strangers see that she doesn't have a face, they'll be creeped out.\I thought about that and...\bought some makeup, too.\Let's try some foundation first. There we go! response:	Hey, I think she might actually be cute.
context: Here's your card back.\You're done? A-All right, let's go.\Now we won't have to worry about losing sight of her, but...\If strangers see that she doesn't have a face, they'll be creeped out.\I thought about that and...\bought some makeup, too.\Let's try some foundation first. There we go!\Hey, I think she might actually be cute. response:	My, what a beauty!
context: You're done? A-All right, let's go.\Now we won't have to worry about losing sight of her, but...\If strangers see that she doesn't have a face, they'll be creeped out.\I thought about that and...\bought some makeup, too.\Let's try some foundation first. There we go!\Hey, I think she might actually be cute.\My, what a beauty! response:	This face will help us find her mom.
context: Now we won't have to worry about losing sight of her, but...\If strangers see that she doesn't have a face, they'll be creeped out.\I thought about that and...\bought some makeup, too.\Let's try some foundation first. There we go!\Hey, I think she might actually be cute.\My, what a beauty!\This face will help us find her mom. response:	We've finally got some hope. We can do this!
context: If strangers see that she doesn't have a face, they'll be creeped out.\I thought about that and...\bought some makeup, too.\Let's try some foundation first. There we go!\Hey, I think she might actually be cute.\My, what a beauty!\This face will help us find her mom.\We've finally got some hope. We can do this! response:	That was a good idea!
context: I thought about that and...\bought some makeup, too.\Let's try some foundation first. There we go!\Hey, I think she might actually be cute.\My, what a beauty!\This face will help us find her mom.\We've finally got some hope. We can do this!\That was a good idea! response:	Good, good! All right, now let's try some lipstick.
context: bought some makeup, too.\Let's try some foundation first. There we go!\Hey, I think she might actually be cute.\My, what a beauty!\This face will help us find her mom.\We've finally got some hope. We can do this!\That was a good idea!\Good, good! All right, now let's try some lipstick. response:	And let's draw on some eyebrows and eyelashes... Like that.
context: Let's try some foundation first. There we go!\Hey, I think she might actually be cute.\My, what a beauty!\This face will help us find her mom.\We've finally got some hope. We can do this!\That was a good idea!\Good, good! All right, now let's try some lipstick.\And let's draw on some eyebrows and eyelashes... Like that. response:	I knew he'd do that...
context: Hey, I think she might actually be cute.\My, what a beauty!\This face will help us find her mom.\We've finally got some hope. We can do this!\That was a good idea!\Good, good! All right, now let's try some lipstick.\And let's draw on some eyebrows and eyelashes... Like that.\I knew he'd do that... response:	So this geezer's the type to get carried away when you compliment him.
context: My, what a beauty!\This face will help us find her mom.\We've finally got some hope. We can do this!\That was a good idea!\Good, good! All right, now let's try some lipstick.\And let's draw on some eyebrows and eyelashes... Like that.\I knew he'd do that...\So this geezer's the type to get carried away when you compliment him. response:	Now we can finally take you around without having to worry too much.
context: This face will help us find her mom.\We've finally got some hope. We can do this!\That was a good idea!\Good, good! All right, now let's try some lipstick.\And let's draw on some eyebrows and eyelashes... Like that.\I knew he'd do that...\So this geezer's the type to get carried away when you compliment him.\Now we can finally take you around without having to worry too much. response:	We can't put makeup on your eyes, so we'll just have to use sunglasses.
context: We've finally got some hope. We can do this!\That was a good idea!\Good, good! All right, now let's try some lipstick.\And let's draw on some eyebrows and eyelashes... Like that.\I knew he'd do that...\So this geezer's the type to get carried away when you compliment him.\Now we can finally take you around without having to worry too much.\We can't put makeup on your eyes, so we'll just have to use sunglasses. response:	That looks great!
context: That was a good idea!\Good, good! All right, now let's try some lipstick.\And let's draw on some eyebrows and eyelashes... Like that.\I knew he'd do that...\So this geezer's the type to get carried away when you compliment him.\Now we can finally take you around without having to worry too much.\We can't put makeup on your eyes, so we'll just have to use sunglasses.\That looks great! response:	Here's some milk.
context: Good, good! All right, now let's try some lipstick.\And let's draw on some eyebrows and eyelashes... Like that.\I knew he'd do that...\So this geezer's the type to get carried away when you compliment him.\Now we can finally take you around without having to worry too much.\We can't put makeup on your eyes, so we'll just have to use sunglasses.\That looks great!\Here's some milk. response:	Maybe I went too light on the foundation.
context: And let's draw on some eyebrows and eyelashes... Like that.\I knew he'd do that...\So this geezer's the type to get carried away when you compliment him.\Now we can finally take you around without having to worry too much.\We can't put makeup on your eyes, so we'll just have to use sunglasses.\That looks great!\Here's some milk.\Maybe I went too light on the foundation. response:	It looks like it's starting to come off...
context: I knew he'd do that...\So this geezer's the type to get carried away when you compliment him.\Now we can finally take you around without having to worry too much.\We can't put makeup on your eyes, so we'll just have to use sunglasses.\That looks great!\Here's some milk.\Maybe I went too light on the foundation.\It looks like it's starting to come off... response:	Th-That's not it!
context: So this geezer's the type to get carried away when you compliment him.\Now we can finally take you around without having to worry too much.\We can't put makeup on your eyes, so we'll just have to use sunglasses.\That looks great!\Here's some milk.\Maybe I went too light on the foundation.\It looks like it's starting to come off...\Th-That's not it! response:	What is this?! Sh-She's...
context: Now we can finally take you around without having to worry too much.\We can't put makeup on your eyes, so we'll just have to use sunglasses.\That looks great!\Here's some milk.\Maybe I went too light on the foundation.\It looks like it's starting to come off...\Th-That's not it!\What is this?! Sh-She's... response:	Sh-She disappeared! And so did my hands!
context: We can't put makeup on your eyes, so we'll just have to use sunglasses.\That looks great!\Here's some milk.\Maybe I went too light on the foundation.\It looks like it's starting to come off...\Th-That's not it!\What is this?! Sh-She's...\Sh-She disappeared! And so did my hands! response:	This baby's not just making herself invisible!
context: That looks great!\Here's some milk.\Maybe I went too light on the foundation.\It looks like it's starting to come off...\Th-That's not it!\What is this?! Sh-She's...\Sh-She disappeared! And so did my hands!\This baby's not just making herself invisible! response:	She's making everything around her invisible, too!
context: Here's some milk.\Maybe I went too light on the foundation.\It looks like it's starting to come off...\Th-That's not it!\What is this?! Sh-She's...\Sh-She disappeared! And so did my hands!\This baby's not just making herself invisible!\She's making everything around her invisible, too! response:	Mr. Joestar! Let go of the baby!
context: Maybe I went too light on the foundation.\It looks like it's starting to come off...\Th-That's not it!\What is this?! Sh-She's...\Sh-She disappeared! And so did my hands!\This baby's not just making herself invisible!\She's making everything around her invisible, too!\Mr. Joestar! Let go of the baby! response:	I'm telling you to hurry up and let go of the baby!
context: It looks like it's starting to come off...\Th-That's not it!\What is this?! Sh-She's...\Sh-She disappeared! And so did my hands!\This baby's not just making herself invisible!\She's making everything around her invisible, too!\Mr. Joestar! Let go of the baby!\I'm telling you to hurry up and let go of the baby! response:	Th-They're still invisible, even though I let go of her.
context: Th-That's not it!\What is this?! Sh-She's...\Sh-She disappeared! And so did my hands!\This baby's not just making herself invisible!\She's making everything around her invisible, too!\Mr. Joestar! Let go of the baby!\I'm telling you to hurry up and let go of the baby!\Th-They're still invisible, even though I let go of her. response:	She's powering up!
context: What is this?! Sh-She's...\Sh-She disappeared! And so did my hands!\This baby's not just making herself invisible!\She's making everything around her invisible, too!\Mr. Joestar! Let go of the baby!\I'm telling you to hurry up and let go of the baby!\Th-They're still invisible, even though I let go of her.\She's powering up! response:	This isn't good.
context: Sh-She disappeared! And so did my hands!\This baby's not just making herself invisible!\She's making everything around her invisible, too!\Mr. Joestar! Let go of the baby!\I'm telling you to hurry up and let go of the baby!\Th-They're still invisible, even though I let go of her.\She's powering up!\This isn't good. response:	It looks like everything within about thirty centimeters
context: This baby's not just making herself invisible!\She's making everything around her invisible, too!\Mr. Joestar! Let go of the baby!\I'm telling you to hurry up and let go of the baby!\Th-They're still invisible, even though I let go of her.\She's powering up!\This isn't good.\It looks like everything within about thirty centimeters response:	of that baby is becoming invisible.
context: She's making everything around her invisible, too!\Mr. Joestar! Let go of the baby!\I'm telling you to hurry up and let go of the baby!\Th-They're still invisible, even though I let go of her.\She's powering up!\This isn't good.\It looks like everything within about thirty centimeters\of that baby is becoming invisible. response:	But this doesn't make sense.
context: Mr. Joestar! Let go of the baby!\I'm telling you to hurry up and let go of the baby!\Th-They're still invisible, even though I let go of her.\She's powering up!\This isn't good.\It looks like everything within about thirty centimeters\of that baby is becoming invisible.\But this doesn't make sense. response:	If she keeps trying to protect herself with her Stand,
context: I'm telling you to hurry up and let go of the baby!\Th-They're still invisible, even though I let go of her.\She's powering up!\This isn't good.\It looks like everything within about thirty centimeters\of that baby is becoming invisible.\But this doesn't make sense.\If she keeps trying to protect herself with her Stand, response:	who could even feed her or take care of her?
context: Th-They're still invisible, even though I let go of her.\She's powering up!\This isn't good.\It looks like everything within about thirty centimeters\of that baby is becoming invisible.\But this doesn't make sense.\If she keeps trying to protect herself with her Stand,\who could even feed her or take care of her? response:	So it must be due to feelings of anxiety.
context: She's powering up!\This isn't good.\It looks like everything within about thirty centimeters\of that baby is becoming invisible.\But this doesn't make sense.\If she keeps trying to protect herself with her Stand,\who could even feed her or take care of her?\So it must be due to feelings of anxiety. response:	It's stress.
context: This isn't good.\It looks like everything within about thirty centimeters\of that baby is becoming invisible.\But this doesn't make sense.\If she keeps trying to protect herself with her Stand,\who could even feed her or take care of her?\So it must be due to feelings of anxiety.\It's stress. response:	She doesn't want to be touched by someone she doesn't know.
context: It looks like everything within about thirty centimeters\of that baby is becoming invisible.\But this doesn't make sense.\If she keeps trying to protect herself with her Stand,\who could even feed her or take care of her?\So it must be due to feelings of anxiety.\It's stress.\She doesn't want to be touched by someone she doesn't know. response:	If she powers up any more, no one will be able to get near her.
context: of that baby is becoming invisible.\But this doesn't make sense.\If she keeps trying to protect herself with her Stand,\who could even feed her or take care of her?\So it must be due to feelings of anxiety.\It's stress.\She doesn't want to be touched by someone she doesn't know.\If she powers up any more, no one will be able to get near her. response:	We'll end up invisible, too.
context: But this doesn't make sense.\If she keeps trying to protect herself with her Stand,\who could even feed her or take care of her?\So it must be due to feelings of anxiety.\It's stress.\She doesn't want to be touched by someone she doesn't know.\If she powers up any more, no one will be able to get near her.\We'll end up invisible, too. response:	That's some weird junk. I wonder who's gonna clean it up.
context: If she keeps trying to protect herself with her Stand,\who could even feed her or take care of her?\So it must be due to feelings of anxiety.\It's stress.\She doesn't want to be touched by someone she doesn't know.\If she powers up any more, no one will be able to get near her.\We'll end up invisible, too.\That's some weird junk. I wonder who's gonna clean it up. response:	Well, I guess someone will do it.
context: who could even feed her or take care of her?\So it must be due to feelings of anxiety.\It's stress.\She doesn't want to be touched by someone she doesn't know.\If she powers up any more, no one will be able to get near her.\We'll end up invisible, too.\That's some weird junk. I wonder who's gonna clean it up.\Well, I guess someone will do it. response:	Not me, though.
context: So it must be due to feelings of anxiety.\It's stress.\She doesn't want to be touched by someone she doesn't know.\If she powers up any more, no one will be able to get near her.\We'll end up invisible, too.\That's some weird junk. I wonder who's gonna clean it up.\Well, I guess someone will do it.\Not me, though. response:	Look out!
context: It's stress.\She doesn't want to be touched by someone she doesn't know.\If she powers up any more, no one will be able to get near her.\We'll end up invisible, too.\That's some weird junk. I wonder who's gonna clean it up.\Well, I guess someone will do it.\Not me, though.\Look out! response:	What happened?
context: She doesn't want to be touched by someone she doesn't know.\If she powers up any more, no one will be able to get near her.\We'll end up invisible, too.\That's some weird junk. I wonder who's gonna clean it up.\Well, I guess someone will do it.\Not me, though.\Look out!\What happened? response:	This lit cigarette butt was... Oh, you can't see it.
context: If she powers up any more, no one will be able to get near her.\We'll end up invisible, too.\That's some weird junk. I wonder who's gonna clean it up.\Well, I guess someone will do it.\Not me, though.\Look out!\What happened?\This lit cigarette butt was... Oh, you can't see it. response:	What the hell are you doing, Mr. Joestar?!
context: We'll end up invisible, too.\That's some weird junk. I wonder who's gonna clean it up.\Well, I guess someone will do it.\Not me, though.\Look out!\What happened?\This lit cigarette butt was... Oh, you can't see it.\What the hell are you doing, Mr. Joestar?! response:	Don't space out at a time like this!
context: That's some weird junk. I wonder who's gonna clean it up.\Well, I guess someone will do it.\Not me, though.\Look out!\What happened?\This lit cigarette butt was... Oh, you can't see it.\What the hell are you doing, Mr. Joestar?!\Don't space out at a time like this! response:	I, uh...
context: Well, I guess someone will do it.\Not me, though.\Look out!\What happened?\This lit cigarette butt was... Oh, you can't see it.\What the hell are you doing, Mr. Joestar?!\Don't space out at a time like this!\I, uh... response:	The stroller completely disappeared!
context: Not me, though.\Look out!\What happened?\This lit cigarette butt was... Oh, you can't see it.\What the hell are you doing, Mr. Joestar?!\Don't space out at a time like this!\I, uh...\The stroller completely disappeared! response:	And the ground, too!
context: Look out!\What happened?\This lit cigarette butt was... Oh, you can't see it.\What the hell are you doing, Mr. Joestar?!\Don't space out at a time like this!\I, uh...\The stroller completely disappeared!\And the ground, too! response:	So it is stress!
context: What happened?\This lit cigarette butt was... Oh, you can't see it.\What the hell are you doing, Mr. Joestar?!\Don't space out at a time like this!\I, uh...\The stroller completely disappeared!\And the ground, too!\So it is stress! response:	The more scared she gets, the wider her range gets!
context: This lit cigarette butt was... Oh, you can't see it.\What the hell are you doing, Mr. Joestar?!\Don't space out at a time like this!\I, uh...\The stroller completely disappeared!\And the ground, too!\So it is stress!\The more scared she gets, the wider her range gets! response:	That's the sound of the stroller flipping over!
context: What the hell are you doing, Mr. Joestar?!\Don't space out at a time like this!\I, uh...\The stroller completely disappeared!\And the ground, too!\So it is stress!\The more scared she gets, the wider her range gets!\That's the sound of the stroller flipping over! response:	The invisible baby... fell into the water?!
context: Don't space out at a time like this!\I, uh...\The stroller completely disappeared!\And the ground, too!\So it is stress!\The more scared she gets, the wider her range gets!\That's the sound of the stroller flipping over!\The invisible baby... fell into the water?! response:	Wh-Where is she? Make some noise!
context: I, uh...\The stroller completely disappeared!\And the ground, too!\So it is stress!\The more scared she gets, the wider her range gets!\That's the sound of the stroller flipping over!\The invisible baby... fell into the water?!\Wh-Where is she? Make some noise! response:	I can't even see any bubbles! Where is she?!
context: The stroller completely disappeared!\And the ground, too!\So it is stress!\The more scared she gets, the wider her range gets!\That's the sound of the stroller flipping over!\The invisible baby... fell into the water?!\Wh-Where is she? Make some noise!\I can't even see any bubbles! Where is she?! response:	J-Josuke...
context: And the ground, too!\So it is stress!\The more scared she gets, the wider her range gets!\That's the sound of the stroller flipping over!\The invisible baby... fell into the water?!\Wh-Where is she? Make some noise!\I can't even see any bubbles! Where is she?!\J-Josuke... response:	Shut up!
context: So it is stress!\The more scared she gets, the wider her range gets!\That's the sound of the stroller flipping over!\The invisible baby... fell into the water?!\Wh-Where is she? Make some noise!\I can't even see any bubbles! Where is she?!\J-Josuke...\Shut up! response:	This all happened because he couldn't keep it together.
context: The more scared she gets, the wider her range gets!\That's the sound of the stroller flipping over!\The invisible baby... fell into the water?!\Wh-Where is she? Make some noise!\I can't even see any bubbles! Where is she?!\J-Josuke...\Shut up!\This all happened because he couldn't keep it together. response:	That stupid old geezer!
context: That's the sound of the stroller flipping over!\The invisible baby... fell into the water?!\Wh-Where is she? Make some noise!\I can't even see any bubbles! Where is she?!\J-Josuke...\Shut up!\This all happened because he couldn't keep it together.\That stupid old geezer! response:	This irresponsible guy is my father?
context: The invisible baby... fell into the water?!\Wh-Where is she? Make some noise!\I can't even see any bubbles! Where is she?!\J-Josuke...\Shut up!\This all happened because he couldn't keep it together.\That stupid old geezer!\This irresponsible guy is my father? response:	He's so irresponsible, he was okay with abandoning my mom for sixteen years.
context: Wh-Where is she? Make some noise!\I can't even see any bubbles! Where is she?!\J-Josuke...\Shut up!\This all happened because he couldn't keep it together.\That stupid old geezer!\This irresponsible guy is my father?\He's so irresponsible, he was okay with abandoning my mom for sixteen years. response:	There's no way in hell I can respect someone like him.
context: I can't even see any bubbles! Where is she?!\J-Josuke...\Shut up!\This all happened because he couldn't keep it together.\That stupid old geezer!\This irresponsible guy is my father?\He's so irresponsible, he was okay with abandoning my mom for sixteen years.\There's no way in hell I can respect someone like him. response:	There's no way we can get along.
context: J-Josuke...\Shut up!\This all happened because he couldn't keep it together.\That stupid old geezer!\This irresponsible guy is my father?\He's so irresponsible, he was okay with abandoning my mom for sixteen years.\There's no way in hell I can respect someone like him.\There's no way we can get along. response:	You stay out of this.
context: Shut up!\This all happened because he couldn't keep it together.\That stupid old geezer!\This irresponsible guy is my father?\He's so irresponsible, he was okay with abandoning my mom for sixteen years.\There's no way in hell I can respect someone like him.\There's no way we can get along.\You stay out of this. response:	Where is she? She should be right around here.
