context: The weather's so nice again today. response:	That's right.
context: Prince Leaf is so wonderful!\That's right!\Um, so that's why\I was hiding my name and appearance.\So you didn't have to think about anything else during the fight.\I-I see...\Thank you for your kindness.\If I win, there's a lot I want to tell you. response:	I'd love to hear it,
context: That's right!\Um, so that's why\I was hiding my name and appearance.\So you didn't have to think about anything else during the fight.\I-I see...\Thank you for your kindness.\If I win, there's a lot I want to tell you.\I'd love to hear it, response:	but sadly it won't be happening this year.
context: Um, so that's why\I was hiding my name and appearance.\So you didn't have to think about anything else during the fight.\I-I see...\Thank you for your kindness.\If I win, there's a lot I want to tell you.\I'd love to hear it,\but sadly it won't be happening this year. response:	Because I'm going to win!
context: I was hiding my name and appearance.\So you didn't have to think about anything else during the fight.\I-I see...\Thank you for your kindness.\If I win, there's a lot I want to tell you.\I'd love to hear it,\but sadly it won't be happening this year.\Because I'm going to win! response:	What's this?
context: So you didn't have to think about anything else during the fight.\I-I see...\Thank you for your kindness.\If I win, there's a lot I want to tell you.\I'd love to hear it,\but sadly it won't be happening this year.\Because I'm going to win!\What's this? response:	Both of them are ready to end the fight with their best moves!
context: I-I see...\Thank you for your kindness.\If I win, there's a lot I want to tell you.\I'd love to hear it,\but sadly it won't be happening this year.\Because I'm going to win!\What's this?\Both of them are ready to end the fight with their best moves! response:	The next strike will likely end the battle!
context: Thank you for your kindness.\If I win, there's a lot I want to tell you.\I'd love to hear it,\but sadly it won't be happening this year.\Because I'm going to win!\What's this?\Both of them are ready to end the fight with their best moves!\The next strike will likely end the battle! response:	Exploding Heat Dragon Slash!
context: If I win, there's a lot I want to tell you.\I'd love to hear it,\but sadly it won't be happening this year.\Because I'm going to win!\What's this?\Both of them are ready to end the fight with their best moves!\The next strike will likely end the battle!\Exploding Heat Dragon Slash! response:	That's right. That's the kind of tactic I like!
context: I'd love to hear it,\but sadly it won't be happening this year.\Because I'm going to win!\What's this?\Both of them are ready to end the fight with their best moves!\The next strike will likely end the battle!\Exploding Heat Dragon Slash!\That's right. That's the kind of tactic I like! response:	A huge explosion!
context: but sadly it won't be happening this year.\Because I'm going to win!\What's this?\Both of them are ready to end the fight with their best moves!\The next strike will likely end the battle!\Exploding Heat Dragon Slash!\That's right. That's the kind of tactic I like!\A huge explosion! response:	Their attacks collided
context: Because I'm going to win!\What's this?\Both of them are ready to end the fight with their best moves!\The next strike will likely end the battle!\Exploding Heat Dragon Slash!\That's right. That's the kind of tactic I like!\A huge explosion!\Their attacks collided response:	and there was a huge explosion!
context: What's this?\Both of them are ready to end the fight with their best moves!\The next strike will likely end the battle!\Exploding Heat Dragon Slash!\That's right. That's the kind of tactic I like!\A huge explosion!\Their attacks collided\and there was a huge explosion! response:	Who will still be standing?
context: Both of them are ready to end the fight with their best moves!\The next strike will likely end the battle!\Exploding Heat Dragon Slash!\That's right. That's the kind of tactic I like!\A huge explosion!\Their attacks collided\and there was a huge explosion!\Who will still be standing? response:	Wh-What's this?
context: The next strike will likely end the battle!\Exploding Heat Dragon Slash!\That's right. That's the kind of tactic I like!\A huge explosion!\Their attacks collided\and there was a huge explosion!\Who will still be standing?\Wh-What's this? response:	The prince couldn't match Lady Leo!
context: Exploding Heat Dragon Slash!\That's right. That's the kind of tactic I like!\A huge explosion!\Their attacks collided\and there was a huge explosion!\Who will still be standing?\Wh-What's this?\The prince couldn't match Lady Leo! response:	But he fought a
context: That's right. That's the kind of tactic I like!\A huge explosion!\Their attacks collided\and there was a huge explosion!\Who will still be standing?\Wh-What's this?\The prince couldn't match Lady Leo!\But he fought a response:	great battle and almost won!
context: A huge explosion!\Their attacks collided\and there was a huge explosion!\Who will still be standing?\Wh-What's this?\The prince couldn't match Lady Leo!\But he fought a\great battle and almost won! response:	Well done. I'm grateful.
context: Their attacks collided\and there was a huge explosion!\Who will still be standing?\Wh-What's this?\The prince couldn't match Lady Leo!\But he fought a\great battle and almost won!\Well done. I'm grateful. response:	Thank you.
context: and there was a huge explosion!\Who will still be standing?\Wh-What's this?\The prince couldn't match Lady Leo!\But he fought a\great battle and almost won!\Well done. I'm grateful.\Thank you. response:	I won't praise you
context: Who will still be standing?\Wh-What's this?\The prince couldn't match Lady Leo!\But he fought a\great battle and almost won!\Well done. I'm grateful.\Thank you.\I won't praise you response:	and tell you you've gotten stronger.
context: Wh-What's this?\The prince couldn't match Lady Leo!\But he fought a\great battle and almost won!\Well done. I'm grateful.\Thank you.\I won't praise you\and tell you you've gotten stronger. response:	I must get stronger so I won't lose to you.
context: The prince couldn't match Lady Leo!\But he fought a\great battle and almost won!\Well done. I'm grateful.\Thank you.\I won't praise you\and tell you you've gotten stronger.\I must get stronger so I won't lose to you. response:	Then I'll get even stronger.
context: But he fought a\great battle and almost won!\Well done. I'm grateful.\Thank you.\I won't praise you\and tell you you've gotten stronger.\I must get stronger so I won't lose to you.\Then I'll get even stronger. response:	Everybody, give them another big round of applause!
context: great battle and almost won!\Well done. I'm grateful.\Thank you.\I won't praise you\and tell you you've gotten stronger.\I must get stronger so I won't lose to you.\Then I'll get even stronger.\Everybody, give them another big round of applause! response:	I-I didn't expect this!
context: Well done. I'm grateful.\Thank you.\I won't praise you\and tell you you've gotten stronger.\I must get stronger so I won't lose to you.\Then I'll get even stronger.\Everybody, give them another big round of applause!\I-I didn't expect this! response:	Lady Leo's armor was
context: Thank you.\I won't praise you\and tell you you've gotten stronger.\I must get stronger so I won't lose to you.\Then I'll get even stronger.\Everybody, give them another big round of applause!\I-I didn't expect this!\Lady Leo's armor was response:	this close to being completely destroyed.
context: I won't praise you\and tell you you've gotten stronger.\I must get stronger so I won't lose to you.\Then I'll get even stronger.\Everybody, give them another big round of applause!\I-I didn't expect this!\Lady Leo's armor was\this close to being completely destroyed. response:	Um...
context: and tell you you've gotten stronger.\I must get stronger so I won't lose to you.\Then I'll get even stronger.\Everybody, give them another big round of applause!\I-I didn't expect this!\Lady Leo's armor was\this close to being completely destroyed.\Um... response:	What is going on here?
context: I must get stronger so I won't lose to you.\Then I'll get even stronger.\Everybody, give them another big round of applause!\I-I didn't expect this!\Lady Leo's armor was\this close to being completely destroyed.\Um...\What is going on here? response:	An after party for the arranged marriage games.
context: Then I'll get even stronger.\Everybody, give them another big round of applause!\I-I didn't expect this!\Lady Leo's armor was\this close to being completely destroyed.\Um...\What is going on here?\An after party for the arranged marriage games. response:	A place for ladies and gentlemen to meet and get to know each other, I'm told.
context: Everybody, give them another big round of applause!\I-I didn't expect this!\Lady Leo's armor was\this close to being completely destroyed.\Um...\What is going on here?\An after party for the arranged marriage games.\A place for ladies and gentlemen to meet and get to know each other, I'm told. response:	It's also a place for people of other countries to get to know each other.
context: I-I didn't expect this!\Lady Leo's armor was\this close to being completely destroyed.\Um...\What is going on here?\An after party for the arranged marriage games.\A place for ladies and gentlemen to meet and get to know each other, I'm told.\It's also a place for people of other countries to get to know each other. response:	And it's a great place for young people to meet new romantic encounters.
context: Lady Leo's armor was\this close to being completely destroyed.\Um...\What is going on here?\An after party for the arranged marriage games.\A place for ladies and gentlemen to meet and get to know each other, I'm told.\It's also a place for people of other countries to get to know each other.\And it's a great place for young people to meet new romantic encounters. response:	We're going
context: this close to being completely destroyed.\Um...\What is going on here?\An after party for the arranged marriage games.\A place for ladies and gentlemen to meet and get to know each other, I'm told.\It's also a place for people of other countries to get to know each other.\And it's a great place for young people to meet new romantic encounters.\We're going response:	to see the princess, okay?
context: Um...\What is going on here?\An after party for the arranged marriage games.\A place for ladies and gentlemen to meet and get to know each other, I'm told.\It's also a place for people of other countries to get to know each other.\And it's a great place for young people to meet new romantic encounters.\We're going\to see the princess, okay? response:	I'm not good with parties.
context: What is going on here?\An after party for the arranged marriage games.\A place for ladies and gentlemen to meet and get to know each other, I'm told.\It's also a place for people of other countries to get to know each other.\And it's a great place for young people to meet new romantic encounters.\We're going\to see the princess, okay?\I'm not good with parties. response:	I'm more interested in food than meeting men.
context: An after party for the arranged marriage games.\A place for ladies and gentlemen to meet and get to know each other, I'm told.\It's also a place for people of other countries to get to know each other.\And it's a great place for young people to meet new romantic encounters.\We're going\to see the princess, okay?\I'm not good with parties.\I'm more interested in food than meeting men. response:	I want to go with you.
context: A place for ladies and gentlemen to meet and get to know each other, I'm told.\It's also a place for people of other countries to get to know each other.\And it's a great place for young people to meet new romantic encounters.\We're going\to see the princess, okay?\I'm not good with parties.\I'm more interested in food than meeting men.\I want to go with you. response:	Me, too!
context: It's also a place for people of other countries to get to know each other.\And it's a great place for young people to meet new romantic encounters.\We're going\to see the princess, okay?\I'm not good with parties.\I'm more interested in food than meeting men.\I want to go with you.\Me, too! response:	That's not fair, Yukki, Rico!
context: And it's a great place for young people to meet new romantic encounters.\We're going\to see the princess, okay?\I'm not good with parties.\I'm more interested in food than meeting men.\I want to go with you.\Me, too!\That's not fair, Yukki, Rico! response:	You come with us, too, Hero!
context: We're going\to see the princess, okay?\I'm not good with parties.\I'm more interested in food than meeting men.\I want to go with you.\Me, too!\That's not fair, Yukki, Rico!\You come with us, too, Hero! response:	Everybody!
context: to see the princess, okay?\I'm not good with parties.\I'm more interested in food than meeting men.\I want to go with you.\Me, too!\That's not fair, Yukki, Rico!\You come with us, too, Hero!\Everybody! response:	Hero!
context: I'm not good with parties.\I'm more interested in food than meeting men.\I want to go with you.\Me, too!\That's not fair, Yukki, Rico!\You come with us, too, Hero!\Everybody!\Hero! response:	I've seen the broadcasts of your activities!
context: I'm more interested in food than meeting men.\I want to go with you.\Me, too!\That's not fair, Yukki, Rico!\You come with us, too, Hero!\Everybody!\Hero!\I've seen the broadcasts of your activities! response:	And you were amazing today, Prince Leaf!
context: I want to go with you.\Me, too!\That's not fair, Yukki, Rico!\You come with us, too, Hero!\Everybody!\Hero!\I've seen the broadcasts of your activities!\And you were amazing today, Prince Leaf! response:	You were so cool!
context: Me, too!\That's not fair, Yukki, Rico!\You come with us, too, Hero!\Everybody!\Hero!\I've seen the broadcasts of your activities!\And you were amazing today, Prince Leaf!\You were so cool! response:	Really!
context: That's not fair, Yukki, Rico!\You come with us, too, Hero!\Everybody!\Hero!\I've seen the broadcasts of your activities!\And you were amazing today, Prince Leaf!\You were so cool!\Really! response:	Thank you.
context: You come with us, too, Hero!\Everybody!\Hero!\I've seen the broadcasts of your activities!\And you were amazing today, Prince Leaf!\You were so cool!\Really!\Thank you. response:	It's amazing how strong you are,
context: Everybody!\Hero!\I've seen the broadcasts of your activities!\And you were amazing today, Prince Leaf!\You were so cool!\Really!\Thank you.\It's amazing how strong you are, response:	but it's also amazing that you decided to come here today!
context: Hero!\I've seen the broadcasts of your activities!\And you were amazing today, Prince Leaf!\You were so cool!\Really!\Thank you.\It's amazing how strong you are,\but it's also amazing that you decided to come here today! response:	It's wonderful that you're thinking about marriage
context: I've seen the broadcasts of your activities!\And you were amazing today, Prince Leaf!\You were so cool!\Really!\Thank you.\It's amazing how strong you are,\but it's also amazing that you decided to come here today!\It's wonderful that you're thinking about marriage response:	at such a young age.
context: And you were amazing today, Prince Leaf!\You were so cool!\Really!\Thank you.\It's amazing how strong you are,\but it's also amazing that you decided to come here today!\It's wonderful that you're thinking about marriage\at such a young age. response:	Marriage? I don't really know what that is,
context: You were so cool!\Really!\Thank you.\It's amazing how strong you are,\but it's also amazing that you decided to come here today!\It's wonderful that you're thinking about marriage\at such a young age.\Marriage? I don't really know what that is, response:	but I wanted to be able to talk to Leo-sama,
context: Really!\Thank you.\It's amazing how strong you are,\but it's also amazing that you decided to come here today!\It's wonderful that you're thinking about marriage\at such a young age.\Marriage? I don't really know what that is,\but I wanted to be able to talk to Leo-sama, response:	so I joined today.
context: Thank you.\It's amazing how strong you are,\but it's also amazing that you decided to come here today!\It's wonderful that you're thinking about marriage\at such a young age.\Marriage? I don't really know what that is,\but I wanted to be able to talk to Leo-sama,\so I joined today. response:	Huh, Leaf?
context: It's amazing how strong you are,\but it's also amazing that you decided to come here today!\It's wonderful that you're thinking about marriage\at such a young age.\Marriage? I don't really know what that is,\but I wanted to be able to talk to Leo-sama,\so I joined today.\Huh, Leaf? response:	You didn't want to marry Leo-sama?
context: but it's also amazing that you decided to come here today!\It's wonderful that you're thinking about marriage\at such a young age.\Marriage? I don't really know what that is,\but I wanted to be able to talk to Leo-sama,\so I joined today.\Huh, Leaf?\You didn't want to marry Leo-sama? response:	At an arranged marriage you spend a lot of time
context: It's wonderful that you're thinking about marriage\at such a young age.\Marriage? I don't really know what that is,\but I wanted to be able to talk to Leo-sama,\so I joined today.\Huh, Leaf?\You didn't want to marry Leo-sama?\At an arranged marriage you spend a lot of time response:	talking to somebody in a quiet place, right?
context: at such a young age.\Marriage? I don't really know what that is,\but I wanted to be able to talk to Leo-sama,\so I joined today.\Huh, Leaf?\You didn't want to marry Leo-sama?\At an arranged marriage you spend a lot of time\talking to somebody in a quiet place, right? response:	No!
context: Marriage? I don't really know what that is,\but I wanted to be able to talk to Leo-sama,\so I joined today.\Huh, Leaf?\You didn't want to marry Leo-sama?\At an arranged marriage you spend a lot of time\talking to somebody in a quiet place, right?\No! response:	An arranged marriage meeting is the first step to a marriage, and...
context: but I wanted to be able to talk to Leo-sama,\so I joined today.\Huh, Leaf?\You didn't want to marry Leo-sama?\At an arranged marriage you spend a lot of time\talking to somebody in a quiet place, right?\No!\An arranged marriage meeting is the first step to a marriage, and... response:	No, well...
context: so I joined today.\Huh, Leaf?\You didn't want to marry Leo-sama?\At an arranged marriage you spend a lot of time\talking to somebody in a quiet place, right?\No!\An arranged marriage meeting is the first step to a marriage, and...\No, well... response:	I can't believe I did that in front of all those people!
context: Huh, Leaf?\You didn't want to marry Leo-sama?\At an arranged marriage you spend a lot of time\talking to somebody in a quiet place, right?\No!\An arranged marriage meeting is the first step to a marriage, and...\No, well...\I can't believe I did that in front of all those people! response:	Well, it's okay.
context: You didn't want to marry Leo-sama?\At an arranged marriage you spend a lot of time\talking to somebody in a quiet place, right?\No!\An arranged marriage meeting is the first step to a marriage, and...\No, well...\I can't believe I did that in front of all those people!\Well, it's okay. response:	It's true that you like Leo-sama.
context: At an arranged marriage you spend a lot of time\talking to somebody in a quiet place, right?\No!\An arranged marriage meeting is the first step to a marriage, and...\No, well...\I can't believe I did that in front of all those people!\Well, it's okay.\It's true that you like Leo-sama. response:	And Leo-sama seemed to like you, too.
context: talking to somebody in a quiet place, right?\No!\An arranged marriage meeting is the first step to a marriage, and...\No, well...\I can't believe I did that in front of all those people!\Well, it's okay.\It's true that you like Leo-sama.\And Leo-sama seemed to like you, too. response:	Yup, yup!
context: No!\An arranged marriage meeting is the first step to a marriage, and...\No, well...\I can't believe I did that in front of all those people!\Well, it's okay.\It's true that you like Leo-sama.\And Leo-sama seemed to like you, too.\Yup, yup! response:	Prince!
context: An arranged marriage meeting is the first step to a marriage, and...\No, well...\I can't believe I did that in front of all those people!\Well, it's okay.\It's true that you like Leo-sama.\And Leo-sama seemed to like you, too.\Yup, yup!\Prince! response:	Oh no!
context: No, well...\I can't believe I did that in front of all those people!\Well, it's okay.\It's true that you like Leo-sama.\And Leo-sama seemed to like you, too.\Yup, yup!\Prince!\Oh no! response:	We need to let him lie down.
context: I can't believe I did that in front of all those people!\Well, it's okay.\It's true that you like Leo-sama.\And Leo-sama seemed to like you, too.\Yup, yup!\Prince!\Oh no!\We need to let him lie down. response:	That's one more thing to look forward to.
context: Well, it's okay.\It's true that you like Leo-sama.\And Leo-sama seemed to like you, too.\Yup, yup!\Prince!\Oh no!\We need to let him lie down.\That's one more thing to look forward to. response:	It was another wonderful arranged marriage meeting this year.
context: It's true that you like Leo-sama.\And Leo-sama seemed to like you, too.\Yup, yup!\Prince!\Oh no!\We need to let him lie down.\That's one more thing to look forward to.\It was another wonderful arranged marriage meeting this year. response:	Leaf, I'm looking forward to the day you defeat me!
context: And Leo-sama seemed to like you, too.\Yup, yup!\Prince!\Oh no!\We need to let him lie down.\That's one more thing to look forward to.\It was another wonderful arranged marriage meeting this year.\Leaf, I'm looking forward to the day you defeat me! response:	Um, I'll do my best.
context: Yup, yup!\Prince!\Oh no!\We need to let him lie down.\That's one more thing to look forward to.\It was another wonderful arranged marriage meeting this year.\Leaf, I'm looking forward to the day you defeat me!\Um, I'll do my best. response:	The Little Prince and the Legendary Hero
context: Prince!\Oh no!\We need to let him lie down.\That's one more thing to look forward to.\It was another wonderful arranged marriage meeting this year.\Leaf, I'm looking forward to the day you defeat me!\Um, I'll do my best.\The Little Prince and the Legendary Hero response:	Do your best, Leaf!
