context: Once upon a time, there was a man who died. response:	The man had the power to make stories come true,
context: Fakir...\It's strange... Until just a little bit ago, I thought it was okay for me to just vanish, but now...\I'm weak, but for some reason Fakir always makes me stronger.\Let's go back to being our true selves.\Yes.\Let's do this, not just for Mytho's sake, but for our own sakes as well.\Let's end this story.\Yes. response:	It came off.
context: It's strange... Until just a little bit ago, I thought it was okay for me to just vanish, but now...\I'm weak, but for some reason Fakir always makes me stronger.\Let's go back to being our true selves.\Yes.\Let's do this, not just for Mytho's sake, but for our own sakes as well.\Let's end this story.\Yes.\It came off. response:	Look, it came off, Fakir!
context: I'm weak, but for some reason Fakir always makes me stronger.\Let's go back to being our true selves.\Yes.\Let's do this, not just for Mytho's sake, but for our own sakes as well.\Let's end this story.\Yes.\It came off.\Look, it came off, Fakir! response:	Let's give it back to Mytho.
context: Let's go back to being our true selves.\Yes.\Let's do this, not just for Mytho's sake, but for our own sakes as well.\Let's end this story.\Yes.\It came off.\Look, it came off, Fakir!\Let's give it back to Mytho. response:	Yeah.
context: Yes.\Let's do this, not just for Mytho's sake, but for our own sakes as well.\Let's end this story.\Yes.\It came off.\Look, it came off, Fakir!\Let's give it back to Mytho.\Yeah. response:	Despair still runs much deeper than that!
context: Let's do this, not just for Mytho's sake, but for our own sakes as well.\Let's end this story.\Yes.\It came off.\Look, it came off, Fakir!\Let's give it back to Mytho.\Yeah.\Despair still runs much deeper than that! response:	Rue-chan!
context: Let's end this story.\Yes.\It came off.\Look, it came off, Fakir!\Let's give it back to Mytho.\Yeah.\Despair still runs much deeper than that!\Rue-chan! response:	Rue-chan, I'm coming to get you right now!
context: Yes.\It came off.\Look, it came off, Fakir!\Let's give it back to Mytho.\Yeah.\Despair still runs much deeper than that!\Rue-chan!\Rue-chan, I'm coming to get you right now! response:	Wait.
context: It came off.\Look, it came off, Fakir!\Let's give it back to Mytho.\Yeah.\Despair still runs much deeper than that!\Rue-chan!\Rue-chan, I'm coming to get you right now!\Wait. response:	Huh?
context: Look, it came off, Fakir!\Let's give it back to Mytho.\Yeah.\Despair still runs much deeper than that!\Rue-chan!\Rue-chan, I'm coming to get you right now!\Wait.\Huh? response:	Let's go back.
context: Let's give it back to Mytho.\Yeah.\Despair still runs much deeper than that!\Rue-chan!\Rue-chan, I'm coming to get you right now!\Wait.\Huh?\Let's go back. response:	But...
context: Yeah.\Despair still runs much deeper than that!\Rue-chan!\Rue-chan, I'm coming to get you right now!\Wait.\Huh?\Let's go back.\But... response:	Mytho is sure to save Rue.
context: Despair still runs much deeper than that!\Rue-chan!\Rue-chan, I'm coming to get you right now!\Wait.\Huh?\Let's go back.\But...\Mytho is sure to save Rue. response:	Let's you and I hurry and save Mytho.
context: Rue-chan!\Rue-chan, I'm coming to get you right now!\Wait.\Huh?\Let's go back.\But...\Mytho is sure to save Rue.\Let's you and I hurry and save Mytho. response:	Okay.
context: Rue-chan, I'm coming to get you right now!\Wait.\Huh?\Let's go back.\But...\Mytho is sure to save Rue.\Let's you and I hurry and save Mytho.\Okay. response:	Uzura will be our guide.
context: Wait.\Huh?\Let's go back.\But...\Mytho is sure to save Rue.\Let's you and I hurry and save Mytho.\Okay.\Uzura will be our guide. response:	Are you okay zura?
context: Huh?\Let's go back.\But...\Mytho is sure to save Rue.\Let's you and I hurry and save Mytho.\Okay.\Uzura will be our guide.\Are you okay zura? response:	Thank you, Uzura-chan.
context: Let's go back.\But...\Mytho is sure to save Rue.\Let's you and I hurry and save Mytho.\Okay.\Uzura will be our guide.\Are you okay zura?\Thank you, Uzura-chan. response:	Thank you.
context: But...\Mytho is sure to save Rue.\Let's you and I hurry and save Mytho.\Okay.\Uzura will be our guide.\Are you okay zura?\Thank you, Uzura-chan.\Thank you. response:	Ahiru, did you take your pendant off zura?
context: Mytho is sure to save Rue.\Let's you and I hurry and save Mytho.\Okay.\Uzura will be our guide.\Are you okay zura?\Thank you, Uzura-chan.\Thank you.\Ahiru, did you take your pendant off zura? response:	Oh, yeah. We have to hurry and give it back to Mytho.
context: Let's you and I hurry and save Mytho.\Okay.\Uzura will be our guide.\Are you okay zura?\Thank you, Uzura-chan.\Thank you.\Ahiru, did you take your pendant off zura?\Oh, yeah. We have to hurry and give it back to Mytho. response:	Fakir, will you also write about me one more time?
context: Okay.\Uzura will be our guide.\Are you okay zura?\Thank you, Uzura-chan.\Thank you.\Ahiru, did you take your pendant off zura?\Oh, yeah. We have to hurry and give it back to Mytho.\Fakir, will you also write about me one more time? response:	What?
context: Uzura will be our guide.\Are you okay zura?\Thank you, Uzura-chan.\Thank you.\Ahiru, did you take your pendant off zura?\Oh, yeah. We have to hurry and give it back to Mytho.\Fakir, will you also write about me one more time?\What? response:	We'll combine our we want to protect Mytho powers.
context: Are you okay zura?\Thank you, Uzura-chan.\Thank you.\Ahiru, did you take your pendant off zura?\Oh, yeah. We have to hurry and give it back to Mytho.\Fakir, will you also write about me one more time?\What?\We'll combine our we want to protect Mytho powers. response:	Combine our powers?
context: Thank you, Uzura-chan.\Thank you.\Ahiru, did you take your pendant off zura?\Oh, yeah. We have to hurry and give it back to Mytho.\Fakir, will you also write about me one more time?\What?\We'll combine our we want to protect Mytho powers.\Combine our powers? response:	Yeah!
context: Thank you.\Ahiru, did you take your pendant off zura?\Oh, yeah. We have to hurry and give it back to Mytho.\Fakir, will you also write about me one more time?\What?\We'll combine our we want to protect Mytho powers.\Combine our powers?\Yeah! response:	Is it really okay for me to write a story about you?
context: Ahiru, did you take your pendant off zura?\Oh, yeah. We have to hurry and give it back to Mytho.\Fakir, will you also write about me one more time?\What?\We'll combine our we want to protect Mytho powers.\Combine our powers?\Yeah!\Is it really okay for me to write a story about you? response:	Yeah.
context: Oh, yeah. We have to hurry and give it back to Mytho.\Fakir, will you also write about me one more time?\What?\We'll combine our we want to protect Mytho powers.\Combine our powers?\Yeah!\Is it really okay for me to write a story about you?\Yeah. response:	Okay then, I'll be going.
context: Fakir, will you also write about me one more time?\What?\We'll combine our we want to protect Mytho powers.\Combine our powers?\Yeah!\Is it really okay for me to write a story about you?\Yeah.\Okay then, I'll be going. response:	Right.
context: What?\We'll combine our we want to protect Mytho powers.\Combine our powers?\Yeah!\Is it really okay for me to write a story about you?\Yeah.\Okay then, I'll be going.\Right. response:	Farewell, Uzura-chan.
context: We'll combine our we want to protect Mytho powers.\Combine our powers?\Yeah!\Is it really okay for me to write a story about you?\Yeah.\Okay then, I'll be going.\Right.\Farewell, Uzura-chan. response:	Well then...
context: Combine our powers?\Yeah!\Is it really okay for me to write a story about you?\Yeah.\Okay then, I'll be going.\Right.\Farewell, Uzura-chan.\Well then... response:	Huh?
context: Yeah!\Is it really okay for me to write a story about you?\Yeah.\Okay then, I'll be going.\Right.\Farewell, Uzura-chan.\Well then...\Huh? response:	Uzura-chan...
context: Is it really okay for me to write a story about you?\Yeah.\Okay then, I'll be going.\Right.\Farewell, Uzura-chan.\Well then...\Huh?\Uzura-chan... response:	Princess Tutu, eh?
context: Yeah.\Okay then, I'll be going.\Right.\Farewell, Uzura-chan.\Well then...\Huh?\Uzura-chan...\Princess Tutu, eh? response:	Ahiru! Do your best zura!
context: Okay then, I'll be going.\Right.\Farewell, Uzura-chan.\Well then...\Huh?\Uzura-chan...\Princess Tutu, eh?\Ahiru! Do your best zura! response:	Princess Tutu ran to return the last heart shard to the prince.
context: Right.\Farewell, Uzura-chan.\Well then...\Huh?\Uzura-chan...\Princess Tutu, eh?\Ahiru! Do your best zura!\Princess Tutu ran to return the last heart shard to the prince. response:	She didn't do it just for the prince, but for all people.
context: Farewell, Uzura-chan.\Well then...\Huh?\Uzura-chan...\Princess Tutu, eh?\Ahiru! Do your best zura!\Princess Tutu ran to return the last heart shard to the prince.\She didn't do it just for the prince, but for all people. response:	When she thought about it that way, there was no more hesitation.
context: Well then...\Huh?\Uzura-chan...\Princess Tutu, eh?\Ahiru! Do your best zura!\Princess Tutu ran to return the last heart shard to the prince.\She didn't do it just for the prince, but for all people.\When she thought about it that way, there was no more hesitation. response:	The morning bell had not yet rung.
context: Huh?\Uzura-chan...\Princess Tutu, eh?\Ahiru! Do your best zura!\Princess Tutu ran to return the last heart shard to the prince.\She didn't do it just for the prince, but for all people.\When she thought about it that way, there was no more hesitation.\The morning bell had not yet rung. response:	The prince was quietly waiting for Tutu to come.
context: Uzura-chan...\Princess Tutu, eh?\Ahiru! Do your best zura!\Princess Tutu ran to return the last heart shard to the prince.\She didn't do it just for the prince, but for all people.\When she thought about it that way, there was no more hesitation.\The morning bell had not yet rung.\The prince was quietly waiting for Tutu to come. response:	'Prince, I'm sorry to have made you wait.'
context: Princess Tutu, eh?\Ahiru! Do your best zura!\Princess Tutu ran to return the last heart shard to the prince.\She didn't do it just for the prince, but for all people.\When she thought about it that way, there was no more hesitation.\The morning bell had not yet rung.\The prince was quietly waiting for Tutu to come.\'Prince, I'm sorry to have made you wait.' response:	'I had faith that you would come for me without fail.'
context: Ahiru! Do your best zura!\Princess Tutu ran to return the last heart shard to the prince.\She didn't do it just for the prince, but for all people.\When she thought about it that way, there was no more hesitation.\The morning bell had not yet rung.\The prince was quietly waiting for Tutu to come.\'Prince, I'm sorry to have made you wait.'\'I had faith that you would come for me without fail.' response:	'The feelings you returned to me, the feelings of love, affection, sorrow, loneliness...'
context: Princess Tutu ran to return the last heart shard to the prince.\She didn't do it just for the prince, but for all people.\When she thought about it that way, there was no more hesitation.\The morning bell had not yet rung.\The prince was quietly waiting for Tutu to come.\'Prince, I'm sorry to have made you wait.'\'I had faith that you would come for me without fail.'\'The feelings you returned to me, the feelings of love, affection, sorrow, loneliness...' response:	'All of my feelings told me that you would come for me without fail.'
context: She didn't do it just for the prince, but for all people.\When she thought about it that way, there was no more hesitation.\The morning bell had not yet rung.\The prince was quietly waiting for Tutu to come.\'Prince, I'm sorry to have made you wait.'\'I had faith that you would come for me without fail.'\'The feelings you returned to me, the feelings of love, affection, sorrow, loneliness...'\'All of my feelings told me that you would come for me without fail.' response:	Gazing into the prince's eyes, Tutu quietly took off the pendant.
context: When she thought about it that way, there was no more hesitation.\The morning bell had not yet rung.\The prince was quietly waiting for Tutu to come.\'Prince, I'm sorry to have made you wait.'\'I had faith that you would come for me without fail.'\'The feelings you returned to me, the feelings of love, affection, sorrow, loneliness...'\'All of my feelings told me that you would come for me without fail.'\Gazing into the prince's eyes, Tutu quietly took off the pendant. response:	The final heart shard looked like a pair of fluttering wings.
context: The morning bell had not yet rung.\The prince was quietly waiting for Tutu to come.\'Prince, I'm sorry to have made you wait.'\'I had faith that you would come for me without fail.'\'The feelings you returned to me, the feelings of love, affection, sorrow, loneliness...'\'All of my feelings told me that you would come for me without fail.'\Gazing into the prince's eyes, Tutu quietly took off the pendant.\The final heart shard looked like a pair of fluttering wings. response:	Wings for the people who had spent a comfortable time inside the story to leave the nest with.
context: The prince was quietly waiting for Tutu to come.\'Prince, I'm sorry to have made you wait.'\'I had faith that you would come for me without fail.'\'The feelings you returned to me, the feelings of love, affection, sorrow, loneliness...'\'All of my feelings told me that you would come for me without fail.'\Gazing into the prince's eyes, Tutu quietly took off the pendant.\The final heart shard looked like a pair of fluttering wings.\Wings for the people who had spent a comfortable time inside the story to leave the nest with. response:	Wings for the prince to return to himself with.
context: 'Prince, I'm sorry to have made you wait.'\'I had faith that you would come for me without fail.'\'The feelings you returned to me, the feelings of love, affection, sorrow, loneliness...'\'All of my feelings told me that you would come for me without fail.'\Gazing into the prince's eyes, Tutu quietly took off the pendant.\The final heart shard looked like a pair of fluttering wings.\Wings for the people who had spent a comfortable time inside the story to leave the nest with.\Wings for the prince to return to himself with. response:	Farewell, Mytho.
context: 'I had faith that you would come for me without fail.'\'The feelings you returned to me, the feelings of love, affection, sorrow, loneliness...'\'All of my feelings told me that you would come for me without fail.'\Gazing into the prince's eyes, Tutu quietly took off the pendant.\The final heart shard looked like a pair of fluttering wings.\Wings for the people who had spent a comfortable time inside the story to leave the nest with.\Wings for the prince to return to himself with.\Farewell, Mytho. response:	Farewell...
context: 'The feelings you returned to me, the feelings of love, affection, sorrow, loneliness...'\'All of my feelings told me that you would come for me without fail.'\Gazing into the prince's eyes, Tutu quietly took off the pendant.\The final heart shard looked like a pair of fluttering wings.\Wings for the people who had spent a comfortable time inside the story to leave the nest with.\Wings for the prince to return to himself with.\Farewell, Mytho.\Farewell... response:	Tutu!
context: 'All of my feelings told me that you would come for me without fail.'\Gazing into the prince's eyes, Tutu quietly took off the pendant.\The final heart shard looked like a pair of fluttering wings.\Wings for the people who had spent a comfortable time inside the story to leave the nest with.\Wings for the prince to return to himself with.\Farewell, Mytho.\Farewell...\Tutu! response:	Quack!
context: Gazing into the prince's eyes, Tutu quietly took off the pendant.\The final heart shard looked like a pair of fluttering wings.\Wings for the people who had spent a comfortable time inside the story to leave the nest with.\Wings for the prince to return to himself with.\Farewell, Mytho.\Farewell...\Tutu!\Quack! response:	You're...
context: The final heart shard looked like a pair of fluttering wings.\Wings for the people who had spent a comfortable time inside the story to leave the nest with.\Wings for the prince to return to himself with.\Farewell, Mytho.\Farewell...\Tutu!\Quack!\You're... response:	Quack.
context: Wings for the people who had spent a comfortable time inside the story to leave the nest with.\Wings for the prince to return to himself with.\Farewell, Mytho.\Farewell...\Tutu!\Quack!\You're...\Quack. response:	Something this small and fragile did this...
context: Wings for the prince to return to himself with.\Farewell, Mytho.\Farewell...\Tutu!\Quack!\You're...\Quack.\Something this small and fragile did this... response:	Thank you, Princess Tutu.
context: Farewell, Mytho.\Farewell...\Tutu!\Quack!\You're...\Quack.\Something this small and fragile did this...\Thank you, Princess Tutu. response:	Quack...
context: Farewell...\Tutu!\Quack!\You're...\Quack.\Something this small and fragile did this...\Thank you, Princess Tutu.\Quack... response:	This is the true prince!
context: Tutu!\Quack!\You're...\Quack.\Something this small and fragile did this...\Thank you, Princess Tutu.\Quack...\This is the true prince! response:	So you've finally been restored, prince?
context: Quack!\You're...\Quack.\Something this small and fragile did this...\Thank you, Princess Tutu.\Quack...\This is the true prince!\So you've finally been restored, prince? response:	It's the beginning of a tragedy!
context: You're...\Quack.\Something this small and fragile did this...\Thank you, Princess Tutu.\Quack...\This is the true prince!\So you've finally been restored, prince?\It's the beginning of a tragedy! response:	The prince can't fight because the princess is being held captive,
context: Quack.\Something this small and fragile did this...\Thank you, Princess Tutu.\Quack...\This is the true prince!\So you've finally been restored, prince?\It's the beginning of a tragedy!\The prince can't fight because the princess is being held captive, response:	Tutu has become a mere duck,
context: Something this small and fragile did this...\Thank you, Princess Tutu.\Quack...\This is the true prince!\So you've finally been restored, prince?\It's the beginning of a tragedy!\The prince can't fight because the princess is being held captive,\Tutu has become a mere duck, response:	the knight has long been useless,
context: Thank you, Princess Tutu.\Quack...\This is the true prince!\So you've finally been restored, prince?\It's the beginning of a tragedy!\The prince can't fight because the princess is being held captive,\Tutu has become a mere duck,\the knight has long been useless, response:	and the princess will die away deep in the depths of despair!
context: Quack...\This is the true prince!\So you've finally been restored, prince?\It's the beginning of a tragedy!\The prince can't fight because the princess is being held captive,\Tutu has become a mere duck,\the knight has long been useless,\and the princess will die away deep in the depths of despair! response:	Now, prince, will you shatter your heart a second time?
context: This is the true prince!\So you've finally been restored, prince?\It's the beginning of a tragedy!\The prince can't fight because the princess is being held captive,\Tutu has become a mere duck,\the knight has long been useless,\and the princess will die away deep in the depths of despair!\Now, prince, will you shatter your heart a second time? response:	The real me is just a duck.
context: So you've finally been restored, prince?\It's the beginning of a tragedy!\The prince can't fight because the princess is being held captive,\Tutu has become a mere duck,\the knight has long been useless,\and the princess will die away deep in the depths of despair!\Now, prince, will you shatter your heart a second time?\The real me is just a duck. response:	But I can dance!
context: It's the beginning of a tragedy!\The prince can't fight because the princess is being held captive,\Tutu has become a mere duck,\the knight has long been useless,\and the princess will die away deep in the depths of despair!\Now, prince, will you shatter your heart a second time?\The real me is just a duck.\But I can dance! response:	I won't be tricked by anyone anymore, and I don't have to resent anyone.
context: The prince can't fight because the princess is being held captive,\Tutu has become a mere duck,\the knight has long been useless,\and the princess will die away deep in the depths of despair!\Now, prince, will you shatter your heart a second time?\The real me is just a duck.\But I can dance!\I won't be tricked by anyone anymore, and I don't have to resent anyone. response:	There's nothing here. Not even loving...
context: Tutu has become a mere duck,\the knight has long been useless,\and the princess will die away deep in the depths of despair!\Now, prince, will you shatter your heart a second time?\The real me is just a duck.\But I can dance!\I won't be tricked by anyone anymore, and I don't have to resent anyone.\There's nothing here. Not even loving... response:	This thing was recording everything that happened in Gold Crown Town as a story.
context: the knight has long been useless,\and the princess will die away deep in the depths of despair!\Now, prince, will you shatter your heart a second time?\The real me is just a duck.\But I can dance!\I won't be tricked by anyone anymore, and I don't have to resent anyone.\There's nothing here. Not even loving...\This thing was recording everything that happened in Gold Crown Town as a story. response:	In my name as Prince Siegfried, I call the name of the princess!
context: and the princess will die away deep in the depths of despair!\Now, prince, will you shatter your heart a second time?\The real me is just a duck.\But I can dance!\I won't be tricked by anyone anymore, and I don't have to resent anyone.\There's nothing here. Not even loving...\This thing was recording everything that happened in Gold Crown Town as a story.\In my name as Prince Siegfried, I call the name of the princess! response:	'Let's give this story a happy ending.'
context: Now, prince, will you shatter your heart a second time?\The real me is just a duck.\But I can dance!\I won't be tricked by anyone anymore, and I don't have to resent anyone.\There's nothing here. Not even loving...\This thing was recording everything that happened in Gold Crown Town as a story.\In my name as Prince Siegfried, I call the name of the princess!\'Let's give this story a happy ending.' response:	Finale
context: The real me is just a duck.\But I can dance!\I won't be tricked by anyone anymore, and I don't have to resent anyone.\There's nothing here. Not even loving...\This thing was recording everything that happened in Gold Crown Town as a story.\In my name as Prince Siegfried, I call the name of the princess!\'Let's give this story a happy ending.'\Finale response:	All you children who love stories, come gather around.
context: But I can dance!\I won't be tricked by anyone anymore, and I don't have to resent anyone.\There's nothing here. Not even loving...\This thing was recording everything that happened in Gold Crown Town as a story.\In my name as Prince Siegfried, I call the name of the princess!\'Let's give this story a happy ending.'\Finale\All you children who love stories, come gather around. response:	The voice calling, come now, wake up
context: I won't be tricked by anyone anymore, and I don't have to resent anyone.\There's nothing here. Not even loving...\This thing was recording everything that happened in Gold Crown Town as a story.\In my name as Prince Siegfried, I call the name of the princess!\'Let's give this story a happy ending.'\Finale\All you children who love stories, come gather around.\The voice calling, come now, wake up response:	Wiping a tearstained face
context: There's nothing here. Not even loving...\This thing was recording everything that happened in Gold Crown Town as a story.\In my name as Prince Siegfried, I call the name of the princess!\'Let's give this story a happy ending.'\Finale\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face response:	The brilliant light and the dew on trees are born
context: This thing was recording everything that happened in Gold Crown Town as a story.\In my name as Prince Siegfried, I call the name of the princess!\'Let's give this story a happy ending.'\Finale\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born response:	By the secret water's edge that no one knows of
context: In my name as Prince Siegfried, I call the name of the princess!\'Let's give this story a happy ending.'\Finale\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of response:	Dance the pas de deux of life
context: 'Let's give this story a happy ending.'\Finale\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life response:	Dreaming again today
context: Finale\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today response:	It is a gentle, yet fierce current
context: All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current response:	How far does the labyrinth stretch?
context: The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch? response:	I shall go
context: Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go response:	The dream I hold tight
context: The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight response:	I loved like I was dreaming
context: By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming response:	It swells... My heart swells
context: Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells response:	I thought how wonderful it was to be alive
context: Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive response:	I can't wait for tomorrow
context: It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow response:	I want to be there for you
context: How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you response:	At all times
context: I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times response:	Wait, it won't wait
context: The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait response:	Running, running along
context: I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along response:	Passing by even the wind and the rain clouds
context: It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along\Passing by even the wind and the rain clouds response:	Just beating my own wings
