context: That reporter from the Weekly Sorcerer was pretty amazing. response:	He completely ignored you, Lucy.
context: Master!\Let's have a drinking contest!\I always wanted to challenge you!\You are not my rival!\My rival is alcohol itself!\I won't lose!\Three against three.\Don't go thinking that just because we're equal in number, we're equal in ability. response:	When you talk about teams of three in Fairy Tail, it always means us!
context: Let's have a drinking contest!\I always wanted to challenge you!\You are not my rival!\My rival is alcohol itself!\I won't lose!\Three against three.\Don't go thinking that just because we're equal in number, we're equal in ability.\When you talk about teams of three in Fairy Tail, it always means us! response:	Let's battle!
context: I always wanted to challenge you!\You are not my rival!\My rival is alcohol itself!\I won't lose!\Three against three.\Don't go thinking that just because we're equal in number, we're equal in ability.\When you talk about teams of three in Fairy Tail, it always means us!\Let's battle! response:	Is there no real Man here?
context: You are not my rival!\My rival is alcohol itself!\I won't lose!\Three against three.\Don't go thinking that just because we're equal in number, we're equal in ability.\When you talk about teams of three in Fairy Tail, it always means us!\Let's battle!\Is there no real Man here? response:	If there's a rival for me, show yourself!
context: My rival is alcohol itself!\I won't lose!\Three against three.\Don't go thinking that just because we're equal in number, we're equal in ability.\When you talk about teams of three in Fairy Tail, it always means us!\Let's battle!\Is there no real Man here?\If there's a rival for me, show yourself! response:	I am saddened! I am violently saddened!
context: I won't lose!\Three against three.\Don't go thinking that just because we're equal in number, we're equal in ability.\When you talk about teams of three in Fairy Tail, it always means us!\Let's battle!\Is there no real Man here?\If there's a rival for me, show yourself!\I am saddened! I am violently saddened! response:	Ah, so he thinks he has no rival.
context: Three against three.\Don't go thinking that just because we're equal in number, we're equal in ability.\When you talk about teams of three in Fairy Tail, it always means us!\Let's battle!\Is there no real Man here?\If there's a rival for me, show yourself!\I am saddened! I am violently saddened!\Ah, so he thinks he has no rival. response:	Where does he get that self-confidence from?
context: Don't go thinking that just because we're equal in number, we're equal in ability.\When you talk about teams of three in Fairy Tail, it always means us!\Let's battle!\Is there no real Man here?\If there's a rival for me, show yourself!\I am saddened! I am violently saddened!\Ah, so he thinks he has no rival.\Where does he get that self-confidence from? response:	You finished adding it up, rival?
context: When you talk about teams of three in Fairy Tail, it always means us!\Let's battle!\Is there no real Man here?\If there's a rival for me, show yourself!\I am saddened! I am violently saddened!\Ah, so he thinks he has no rival.\Where does he get that self-confidence from?\You finished adding it up, rival? response:	Of course! And faster than you, rival!
context: Let's battle!\Is there no real Man here?\If there's a rival for me, show yourself!\I am saddened! I am violently saddened!\Ah, so he thinks he has no rival.\Where does he get that self-confidence from?\You finished adding it up, rival?\Of course! And faster than you, rival! response:	Getting a little dull in the tooth, I see.
context: Is there no real Man here?\If there's a rival for me, show yourself!\I am saddened! I am violently saddened!\Ah, so he thinks he has no rival.\Where does he get that self-confidence from?\You finished adding it up, rival?\Of course! And faster than you, rival!\Getting a little dull in the tooth, I see. response:	D-Damn you! I'm...
context: If there's a rival for me, show yourself!\I am saddened! I am violently saddened!\Ah, so he thinks he has no rival.\Where does he get that self-confidence from?\You finished adding it up, rival?\Of course! And faster than you, rival!\Getting a little dull in the tooth, I see.\D-Damn you! I'm... response:	On the count of three.
context: I am saddened! I am violently saddened!\Ah, so he thinks he has no rival.\Where does he get that self-confidence from?\You finished adding it up, rival?\Of course! And faster than you, rival!\Getting a little dull in the tooth, I see.\D-Damn you! I'm...\On the count of three. response:	Bring it on!
context: Ah, so he thinks he has no rival.\Where does he get that self-confidence from?\You finished adding it up, rival?\Of course! And faster than you, rival!\Getting a little dull in the tooth, I see.\D-Damn you! I'm...\On the count of three.\Bring it on! response:	The amount of money I made last month is...
context: Where does he get that self-confidence from?\You finished adding it up, rival?\Of course! And faster than you, rival!\Getting a little dull in the tooth, I see.\D-Damn you! I'm...\On the count of three.\Bring it on!\The amount of money I made last month is... response:	One, two...
context: You finished adding it up, rival?\Of course! And faster than you, rival!\Getting a little dull in the tooth, I see.\D-Damn you! I'm...\On the count of three.\Bring it on!\The amount of money I made last month is...\One, two... response:	150,000 jewel all in all!
context: Of course! And faster than you, rival!\Getting a little dull in the tooth, I see.\D-Damn you! I'm...\On the count of three.\Bring it on!\The amount of money I made last month is...\One, two...\150,000 jewel all in all! response:	The same?
context: Getting a little dull in the tooth, I see.\D-Damn you! I'm...\On the count of three.\Bring it on!\The amount of money I made last month is...\One, two...\150,000 jewel all in all!\The same? response:	Then we'll do battle with the month before last!
context: D-Damn you! I'm...\On the count of three.\Bring it on!\The amount of money I made last month is...\One, two...\150,000 jewel all in all!\The same?\Then we'll do battle with the month before last! response:	We Raijin Tribe versus you Shadow Gear!
context: On the count of three.\Bring it on!\The amount of money I made last month is...\One, two...\150,000 jewel all in all!\The same?\Then we'll do battle with the month before last!\We Raijin Tribe versus you Shadow Gear! response:	We'll decide just who is the best three-person team in Fairy Tail!
context: Bring it on!\The amount of money I made last month is...\One, two...\150,000 jewel all in all!\The same?\Then we'll do battle with the month before last!\We Raijin Tribe versus you Shadow Gear!\We'll decide just who is the best three-person team in Fairy Tail! response:	Don't be surprised when you see our skills!
context: The amount of money I made last month is...\One, two...\150,000 jewel all in all!\The same?\Then we'll do battle with the month before last!\We Raijin Tribe versus you Shadow Gear!\We'll decide just who is the best three-person team in Fairy Tail!\Don't be surprised when you see our skills! response:	Damn you...
context: One, two...\150,000 jewel all in all!\The same?\Then we'll do battle with the month before last!\We Raijin Tribe versus you Shadow Gear!\We'll decide just who is the best three-person team in Fairy Tail!\Don't be surprised when you see our skills!\Damn you... response:	They're having a posing competition?
context: 150,000 jewel all in all!\The same?\Then we'll do battle with the month before last!\We Raijin Tribe versus you Shadow Gear!\We'll decide just who is the best three-person team in Fairy Tail!\Don't be surprised when you see our skills!\Damn you...\They're having a posing competition? response:	Not yet!
context: The same?\Then we'll do battle with the month before last!\We Raijin Tribe versus you Shadow Gear!\We'll decide just who is the best three-person team in Fairy Tail!\Don't be surprised when you see our skills!\Damn you...\They're having a posing competition?\Not yet! response:	Not yet!
context: Then we'll do battle with the month before last!\We Raijin Tribe versus you Shadow Gear!\We'll decide just who is the best three-person team in Fairy Tail!\Don't be surprised when you see our skills!\Damn you...\They're having a posing competition?\Not yet!\Not yet! response:	Where is a Man?
context: We Raijin Tribe versus you Shadow Gear!\We'll decide just who is the best three-person team in Fairy Tail!\Don't be surprised when you see our skills!\Damn you...\They're having a posing competition?\Not yet!\Not yet!\Where is a Man? response:	Lucy-chan, that's dangerous!
context: We'll decide just who is the best three-person team in Fairy Tail!\Don't be surprised when you see our skills!\Damn you...\They're having a posing competition?\Not yet!\Not yet!\Where is a Man?\Lucy-chan, that's dangerous! response:	I'll be fine!
context: Don't be surprised when you see our skills!\Damn you...\They're having a posing competition?\Not yet!\Not yet!\Where is a Man?\Lucy-chan, that's dangerous!\I'll be fine! response:	Well, aren't you lookin' good today!
context: Damn you...\They're having a posing competition?\Not yet!\Not yet!\Where is a Man?\Lucy-chan, that's dangerous!\I'll be fine!\Well, aren't you lookin' good today! response:	Don't go fallin' in the river before your date!
context: They're having a posing competition?\Not yet!\Not yet!\Where is a Man?\Lucy-chan, that's dangerous!\I'll be fine!\Well, aren't you lookin' good today!\Don't go fallin' in the river before your date! response:	D-Date?
context: Not yet!\Not yet!\Where is a Man?\Lucy-chan, that's dangerous!\I'll be fine!\Well, aren't you lookin' good today!\Don't go fallin' in the river before your date!\D-Date? response:	Good. At least I look cute.
context: Not yet!\Where is a Man?\Lucy-chan, that's dangerous!\I'll be fine!\Well, aren't you lookin' good today!\Don't go fallin' in the river before your date!\D-Date?\Good. At least I look cute. response:	I mean, this is all wrong!
context: Where is a Man?\Lucy-chan, that's dangerous!\I'll be fine!\Well, aren't you lookin' good today!\Don't go fallin' in the river before your date!\D-Date?\Good. At least I look cute.\I mean, this is all wrong! response:	All wrong! All wrong!
context: Lucy-chan, that's dangerous!\I'll be fine!\Well, aren't you lookin' good today!\Don't go fallin' in the river before your date!\D-Date?\Good. At least I look cute.\I mean, this is all wrong!\All wrong! All wrong! response:	This is not gonna work! We're co-workers!
context: I'll be fine!\Well, aren't you lookin' good today!\Don't go fallin' in the river before your date!\D-Date?\Good. At least I look cute.\I mean, this is all wrong!\All wrong! All wrong!\This is not gonna work! We're co-workers! response:	I'll be together with Natsu for...
context: Well, aren't you lookin' good today!\Don't go fallin' in the river before your date!\D-Date?\Good. At least I look cute.\I mean, this is all wrong!\All wrong! All wrong!\This is not gonna work! We're co-workers!\I'll be together with Natsu for... response:	We'll be together forever, Lucy.
context: Don't go fallin' in the river before your date!\D-Date?\Good. At least I look cute.\I mean, this is all wrong!\All wrong! All wrong!\This is not gonna work! We're co-workers!\I'll be together with Natsu for...\We'll be together forever, Lucy. response:	Together forever?
context: D-Date?\Good. At least I look cute.\I mean, this is all wrong!\All wrong! All wrong!\This is not gonna work! We're co-workers!\I'll be together with Natsu for...\We'll be together forever, Lucy.\Together forever? response:	Requip!
context: Good. At least I look cute.\I mean, this is all wrong!\All wrong! All wrong!\This is not gonna work! We're co-workers!\I'll be together with Natsu for...\We'll be together forever, Lucy.\Together forever?\Requip! response:	Heaven's Wheel Armor!
context: I mean, this is all wrong!\All wrong! All wrong!\This is not gonna work! We're co-workers!\I'll be together with Natsu for...\We'll be together forever, Lucy.\Together forever?\Requip!\Heaven's Wheel Armor! response:	Erza, stop this!
context: All wrong! All wrong!\This is not gonna work! We're co-workers!\I'll be together with Natsu for...\We'll be together forever, Lucy.\Together forever?\Requip!\Heaven's Wheel Armor!\Erza, stop this! response:	We just rebuilt the place! Don't go destroying it!
context: This is not gonna work! We're co-workers!\I'll be together with Natsu for...\We'll be together forever, Lucy.\Together forever?\Requip!\Heaven's Wheel Armor!\Erza, stop this!\We just rebuilt the place! Don't go destroying it! response:	Silence!
context: I'll be together with Natsu for...\We'll be together forever, Lucy.\Together forever?\Requip!\Heaven's Wheel Armor!\Erza, stop this!\We just rebuilt the place! Don't go destroying it!\Silence! response:	This guy is constantly standing up in my way!
context: We'll be together forever, Lucy.\Together forever?\Requip!\Heaven's Wheel Armor!\Erza, stop this!\We just rebuilt the place! Don't go destroying it!\Silence!\This guy is constantly standing up in my way! response:	It especially makes me angry when I wish to go further inside without delay!
context: Together forever?\Requip!\Heaven's Wheel Armor!\Erza, stop this!\We just rebuilt the place! Don't go destroying it!\Silence!\This guy is constantly standing up in my way!\It especially makes me angry when I wish to go further inside without delay! response:	It's impossible to go further in without going around it!
context: Requip!\Heaven's Wheel Armor!\Erza, stop this!\We just rebuilt the place! Don't go destroying it!\Silence!\This guy is constantly standing up in my way!\It especially makes me angry when I wish to go further inside without delay!\It's impossible to go further in without going around it! response:	It is this pillar that is always standing in my way,
context: Heaven's Wheel Armor!\Erza, stop this!\We just rebuilt the place! Don't go destroying it!\Silence!\This guy is constantly standing up in my way!\It especially makes me angry when I wish to go further inside without delay!\It's impossible to go further in without going around it!\It is this pillar that is always standing in my way, response:	in other words, my rival!
context: Erza, stop this!\We just rebuilt the place! Don't go destroying it!\Silence!\This guy is constantly standing up in my way!\It especially makes me angry when I wish to go further inside without delay!\It's impossible to go further in without going around it!\It is this pillar that is always standing in my way,\in other words, my rival! response:	Yeah, but you just have to go around it a little...
context: We just rebuilt the place! Don't go destroying it!\Silence!\This guy is constantly standing up in my way!\It especially makes me angry when I wish to go further inside without delay!\It's impossible to go further in without going around it!\It is this pillar that is always standing in my way,\in other words, my rival!\Yeah, but you just have to go around it a little... response:	I know you like to take things straight on, but sheesh...
context: Silence!\This guy is constantly standing up in my way!\It especially makes me angry when I wish to go further inside without delay!\It's impossible to go further in without going around it!\It is this pillar that is always standing in my way,\in other words, my rival!\Yeah, but you just have to go around it a little...\I know you like to take things straight on, but sheesh... response:	Erza tends not to look where she's going.
context: This guy is constantly standing up in my way!\It especially makes me angry when I wish to go further inside without delay!\It's impossible to go further in without going around it!\It is this pillar that is always standing in my way,\in other words, my rival!\Yeah, but you just have to go around it a little...\I know you like to take things straight on, but sheesh...\Erza tends not to look where she's going. response:	That's not true.
context: It especially makes me angry when I wish to go further inside without delay!\It's impossible to go further in without going around it!\It is this pillar that is always standing in my way,\in other words, my rival!\Yeah, but you just have to go around it a little...\I know you like to take things straight on, but sheesh...\Erza tends not to look where she's going.\That's not true. response:	Erza, fight me!
context: It's impossible to go further in without going around it!\It is this pillar that is always standing in my way,\in other words, my rival!\Yeah, but you just have to go around it a little...\I know you like to take things straight on, but sheesh...\Erza tends not to look where she's going.\That's not true.\Erza, fight me! response:	Your rival is right here!
context: It is this pillar that is always standing in my way,\in other words, my rival!\Yeah, but you just have to go around it a little...\I know you like to take things straight on, but sheesh...\Erza tends not to look where she's going.\That's not true.\Erza, fight me!\Your rival is right here! response:	I'm facing down my lifelong rival right now!
context: in other words, my rival!\Yeah, but you just have to go around it a little...\I know you like to take things straight on, but sheesh...\Erza tends not to look where she's going.\That's not true.\Erza, fight me!\Your rival is right here!\I'm facing down my lifelong rival right now! response:	Uh, it's just a pillar.
context: Yeah, but you just have to go around it a little...\I know you like to take things straight on, but sheesh...\Erza tends not to look where she's going.\That's not true.\Erza, fight me!\Your rival is right here!\I'm facing down my lifelong rival right now!\Uh, it's just a pillar. response:	I can't believe this!
context: I know you like to take things straight on, but sheesh...\Erza tends not to look where she's going.\That's not true.\Erza, fight me!\Your rival is right here!\I'm facing down my lifelong rival right now!\Uh, it's just a pillar.\I can't believe this! response:	Satan Soul!
context: Erza tends not to look where she's going.\That's not true.\Erza, fight me!\Your rival is right here!\I'm facing down my lifelong rival right now!\Uh, it's just a pillar.\I can't believe this!\Satan Soul! response:	Stop it, already!
context: That's not true.\Erza, fight me!\Your rival is right here!\I'm facing down my lifelong rival right now!\Uh, it's just a pillar.\I can't believe this!\Satan Soul!\Stop it, already! response:	Requip! Purgatory Armor!
context: Erza, fight me!\Your rival is right here!\I'm facing down my lifelong rival right now!\Uh, it's just a pillar.\I can't believe this!\Satan Soul!\Stop it, already!\Requip! Purgatory Armor! response:	Listen, just stop, already!
context: Your rival is right here!\I'm facing down my lifelong rival right now!\Uh, it's just a pillar.\I can't believe this!\Satan Soul!\Stop it, already!\Requip! Purgatory Armor!\Listen, just stop, already! response:	Wildcat... Punch!
context: I'm facing down my lifelong rival right now!\Uh, it's just a pillar.\I can't believe this!\Satan Soul!\Stop it, already!\Requip! Purgatory Armor!\Listen, just stop, already!\Wildcat... Punch! response:	Where's a real Man?
context: Uh, it's just a pillar.\I can't believe this!\Satan Soul!\Stop it, already!\Requip! Purgatory Armor!\Listen, just stop, already!\Wildcat... Punch!\Where's a real Man? response:	Punch!
context: I can't believe this!\Satan Soul!\Stop it, already!\Requip! Purgatory Armor!\Listen, just stop, already!\Wildcat... Punch!\Where's a real Man?\Punch! response:	It's no use.
context: Satan Soul!\Stop it, already!\Requip! Purgatory Armor!\Listen, just stop, already!\Wildcat... Punch!\Where's a real Man?\Punch!\It's no use. response:	The guild's gonna be destroyed again...
context: Stop it, already!\Requip! Purgatory Armor!\Listen, just stop, already!\Wildcat... Punch!\Where's a real Man?\Punch!\It's no use.\The guild's gonna be destroyed again... response:	And?
context: Requip! Purgatory Armor!\Listen, just stop, already!\Wildcat... Punch!\Where's a real Man?\Punch!\It's no use.\The guild's gonna be destroyed again...\And? response:	Gray, it's impossible, I tell you! Stop this!
context: Listen, just stop, already!\Wildcat... Punch!\Where's a real Man?\Punch!\It's no use.\The guild's gonna be destroyed again...\And?\Gray, it's impossible, I tell you! Stop this! response:	That's no good!
context: Wildcat... Punch!\Where's a real Man?\Punch!\It's no use.\The guild's gonna be destroyed again...\And?\Gray, it's impossible, I tell you! Stop this!\That's no good! response:	I am going to surpass you, my rival!
context: Where's a real Man?\Punch!\It's no use.\The guild's gonna be destroyed again...\And?\Gray, it's impossible, I tell you! Stop this!\That's no good!\I am going to surpass you, my rival! response:	Juvia is so vexed!
context: Punch!\It's no use.\The guild's gonna be destroyed again...\And?\Gray, it's impossible, I tell you! Stop this!\That's no good!\I am going to surpass you, my rival!\Juvia is so vexed! response:	More potion...
context: It's no use.\The guild's gonna be destroyed again...\And?\Gray, it's impossible, I tell you! Stop this!\That's no good!\I am going to surpass you, my rival!\Juvia is so vexed!\More potion... response:	Come, my rival! Follow me!
context: The guild's gonna be destroyed again...\And?\Gray, it's impossible, I tell you! Stop this!\That's no good!\I am going to surpass you, my rival!\Juvia is so vexed!\More potion...\Come, my rival! Follow me! response:	Gray!
context: And?\Gray, it's impossible, I tell you! Stop this!\That's no good!\I am going to surpass you, my rival!\Juvia is so vexed!\More potion...\Come, my rival! Follow me!\Gray! response:	I'm even more fired up!
context: Gray, it's impossible, I tell you! Stop this!\That's no good!\I am going to surpass you, my rival!\Juvia is so vexed!\More potion...\Come, my rival! Follow me!\Gray!\I'm even more fired up! response:	He's all like Natsu!
context: That's no good!\I am going to surpass you, my rival!\Juvia is so vexed!\More potion...\Come, my rival! Follow me!\Gray!\I'm even more fired up!\He's all like Natsu! response:	I will fly!
context: I am going to surpass you, my rival!\Juvia is so vexed!\More potion...\Come, my rival! Follow me!\Gray!\I'm even more fired up!\He's all like Natsu!\I will fly! response:	I will fly!
context: Juvia is so vexed!\More potion...\Come, my rival! Follow me!\Gray!\I'm even more fired up!\He's all like Natsu!\I will fly!\I will fly! response:	Fly, me!
context: More potion...\Come, my rival! Follow me!\Gray!\I'm even more fired up!\He's all like Natsu!\I will fly!\I will fly!\Fly, me! response:	The Sola tree in South Gate Park.
context: Come, my rival! Follow me!\Gray!\I'm even more fired up!\He's all like Natsu!\I will fly!\I will fly!\Fly, me!\The Sola tree in South Gate Park. response:	Keep it together...
context: Gray!\I'm even more fired up!\He's all like Natsu!\I will fly!\I will fly!\Fly, me!\The Sola tree in South Gate Park.\Keep it together... response:	Keep it together... Stay calm, Lucy!
context: I'm even more fired up!\He's all like Natsu!\I will fly!\I will fly!\Fly, me!\The Sola tree in South Gate Park.\Keep it together...\Keep it together... Stay calm, Lucy! response:	Hey, Lucy!
context: He's all like Natsu!\I will fly!\I will fly!\Fly, me!\The Sola tree in South Gate Park.\Keep it together...\Keep it together... Stay calm, Lucy!\Hey, Lucy! response:	What'll I do? What'll I do?
context: I will fly!\I will fly!\Fly, me!\The Sola tree in South Gate Park.\Keep it together...\Keep it together... Stay calm, Lucy!\Hey, Lucy!\What'll I do? What'll I do? response:	I'm a pushover when it comes to pushy people!
context: I will fly!\Fly, me!\The Sola tree in South Gate Park.\Keep it together...\Keep it together... Stay calm, Lucy!\Hey, Lucy!\What'll I do? What'll I do?\I'm a pushover when it comes to pushy people! response:	You're late! Out with that maid of yours already.
context: Fly, me!\The Sola tree in South Gate Park.\Keep it together...\Keep it together... Stay calm, Lucy!\Hey, Lucy!\What'll I do? What'll I do?\I'm a pushover when it comes to pushy people!\You're late! Out with that maid of yours already. response:	What was her name again?
context: The Sola tree in South Gate Park.\Keep it together...\Keep it together... Stay calm, Lucy!\Hey, Lucy!\What'll I do? What'll I do?\I'm a pushover when it comes to pushy people!\You're late! Out with that maid of yours already.\What was her name again? response:	You know... Right, Virgo.
context: Keep it together...\Keep it together... Stay calm, Lucy!\Hey, Lucy!\What'll I do? What'll I do?\I'm a pushover when it comes to pushy people!\You're late! Out with that maid of yours already.\What was her name again?\You know... Right, Virgo. response:	The ground's really hard here.
context: Keep it together... Stay calm, Lucy!\Hey, Lucy!\What'll I do? What'll I do?\I'm a pushover when it comes to pushy people!\You're late! Out with that maid of yours already.\What was her name again?\You know... Right, Virgo.\The ground's really hard here. response:	I'll never be able to dig it up without that Spirit maid of yours.
context: Hey, Lucy!\What'll I do? What'll I do?\I'm a pushover when it comes to pushy people!\You're late! Out with that maid of yours already.\What was her name again?\You know... Right, Virgo.\The ground's really hard here.\I'll never be able to dig it up without that Spirit maid of yours. response:	Uh, um...
context: What'll I do? What'll I do?\I'm a pushover when it comes to pushy people!\You're late! Out with that maid of yours already.\What was her name again?\You know... Right, Virgo.\The ground's really hard here.\I'll never be able to dig it up without that Spirit maid of yours.\Uh, um... response:	And the important thing you wanted to talk about?
context: I'm a pushover when it comes to pushy people!\You're late! Out with that maid of yours already.\What was her name again?\You know... Right, Virgo.\The ground's really hard here.\I'll never be able to dig it up without that Spirit maid of yours.\Uh, um...\And the important thing you wanted to talk about? response:	I hear there's a treasure buried here!
context: You're late! Out with that maid of yours already.\What was her name again?\You know... Right, Virgo.\The ground's really hard here.\I'll never be able to dig it up without that Spirit maid of yours.\Uh, um...\And the important thing you wanted to talk about?\I hear there's a treasure buried here! response:	It's supposed to be an album of embarrassing pictures of everyone in Fairy Tail!
context: What was her name again?\You know... Right, Virgo.\The ground's really hard here.\I'll never be able to dig it up without that Spirit maid of yours.\Uh, um...\And the important thing you wanted to talk about?\I hear there's a treasure buried here!\It's supposed to be an album of embarrassing pictures of everyone in Fairy Tail! response:	Gramps hid it here a long time ago, I heard!
context: You know... Right, Virgo.\The ground's really hard here.\I'll never be able to dig it up without that Spirit maid of yours.\Uh, um...\And the important thing you wanted to talk about?\I hear there's a treasure buried here!\It's supposed to be an album of embarrassing pictures of everyone in Fairy Tail!\Gramps hid it here a long time ago, I heard! response:	Isn't this gonna be fun?
context: The ground's really hard here.\I'll never be able to dig it up without that Spirit maid of yours.\Uh, um...\And the important thing you wanted to talk about?\I hear there's a treasure buried here!\It's supposed to be an album of embarrassing pictures of everyone in Fairy Tail!\Gramps hid it here a long time ago, I heard!\Isn't this gonna be fun? response:	And...the girl you fell in love with recently?
context: I'll never be able to dig it up without that Spirit maid of yours.\Uh, um...\And the important thing you wanted to talk about?\I hear there's a treasure buried here!\It's supposed to be an album of embarrassing pictures of everyone in Fairy Tail!\Gramps hid it here a long time ago, I heard!\Isn't this gonna be fun?\And...the girl you fell in love with recently? response:	What? Huh?
context: Uh, um...\And the important thing you wanted to talk about?\I hear there's a treasure buried here!\It's supposed to be an album of embarrassing pictures of everyone in Fairy Tail!\Gramps hid it here a long time ago, I heard!\Isn't this gonna be fun?\And...the girl you fell in love with recently?\What? Huh? response:	You were saying I want to see her, I want to see her.
context: And the important thing you wanted to talk about?\I hear there's a treasure buried here!\It's supposed to be an album of embarrassing pictures of everyone in Fairy Tail!\Gramps hid it here a long time ago, I heard!\Isn't this gonna be fun?\And...the girl you fell in love with recently?\What? Huh?\You were saying I want to see her, I want to see her. response:	Oh.
context: I hear there's a treasure buried here!\It's supposed to be an album of embarrassing pictures of everyone in Fairy Tail!\Gramps hid it here a long time ago, I heard!\Isn't this gonna be fun?\And...the girl you fell in love with recently?\What? Huh?\You were saying I want to see her, I want to see her.\Oh. response:	It's not like I care one way or the other, but it was Virgo.
context: It's supposed to be an album of embarrassing pictures of everyone in Fairy Tail!\Gramps hid it here a long time ago, I heard!\Isn't this gonna be fun?\And...the girl you fell in love with recently?\What? Huh?\You were saying I want to see her, I want to see her.\Oh.\It's not like I care one way or the other, but it was Virgo. response:	I was hoping she'd dig the hole for me!
context: Gramps hid it here a long time ago, I heard!\Isn't this gonna be fun?\And...the girl you fell in love with recently?\What? Huh?\You were saying I want to see her, I want to see her.\Oh.\It's not like I care one way or the other, but it was Virgo.\I was hoping she'd dig the hole for me! response:	The hole?
context: Isn't this gonna be fun?\And...the girl you fell in love with recently?\What? Huh?\You were saying I want to see her, I want to see her.\Oh.\It's not like I care one way or the other, but it was Virgo.\I was hoping she'd dig the hole for me!\The hole? response:	The hole?
context: And...the girl you fell in love with recently?\What? Huh?\You were saying I want to see her, I want to see her.\Oh.\It's not like I care one way or the other, but it was Virgo.\I was hoping she'd dig the hole for me!\The hole?\The hole? response:	The hole?!
context: What? Huh?\You were saying I want to see her, I want to see her.\Oh.\It's not like I care one way or the other, but it was Virgo.\I was hoping she'd dig the hole for me!\The hole?\The hole?\The hole?! response:	I am such a total fool!
context: You were saying I want to see her, I want to see her.\Oh.\It's not like I care one way or the other, but it was Virgo.\I was hoping she'd dig the hole for me!\The hole?\The hole?\The hole?!\I am such a total fool! response:	And, just like the previous episode, Lucy is disappointed in the end.
context: Oh.\It's not like I care one way or the other, but it was Virgo.\I was hoping she'd dig the hole for me!\The hole?\The hole?\The hole?!\I am such a total fool!\And, just like the previous episode, Lucy is disappointed in the end. response:	What in the world happened?
context: It's not like I care one way or the other, but it was Virgo.\I was hoping she'd dig the hole for me!\The hole?\The hole?\The hole?!\I am such a total fool!\And, just like the previous episode, Lucy is disappointed in the end.\What in the world happened? response:	Thank goodness...
context: I was hoping she'd dig the hole for me!\The hole?\The hole?\The hole?!\I am such a total fool!\And, just like the previous episode, Lucy is disappointed in the end.\What in the world happened?\Thank goodness... response:	Gray, hang in there! It's morning already, Gray!
context: The hole?\The hole?\The hole?!\I am such a total fool!\And, just like the previous episode, Lucy is disappointed in the end.\What in the world happened?\Thank goodness...\Gray, hang in there! It's morning already, Gray! response:	Juvia! You came to save him, right?
context: The hole?\The hole?!\I am such a total fool!\And, just like the previous episode, Lucy is disappointed in the end.\What in the world happened?\Thank goodness...\Gray, hang in there! It's morning already, Gray!\Juvia! You came to save him, right? response:	Gray-sama...
context: The hole?!\I am such a total fool!\And, just like the previous episode, Lucy is disappointed in the end.\What in the world happened?\Thank goodness...\Gray, hang in there! It's morning already, Gray!\Juvia! You came to save him, right?\Gray-sama... response:	So sorry!
context: I am such a total fool!\And, just like the previous episode, Lucy is disappointed in the end.\What in the world happened?\Thank goodness...\Gray, hang in there! It's morning already, Gray!\Juvia! You came to save him, right?\Gray-sama...\So sorry! response:	To make you go through all that...
context: And, just like the previous episode, Lucy is disappointed in the end.\What in the world happened?\Thank goodness...\Gray, hang in there! It's morning already, Gray!\Juvia! You came to save him, right?\Gray-sama...\So sorry!\To make you go through all that... response:	The reason the potion didn't work correctly is surely
context: What in the world happened?\Thank goodness...\Gray, hang in there! It's morning already, Gray!\Juvia! You came to save him, right?\Gray-sama...\So sorry!\To make you go through all that...\The reason the potion didn't work correctly is surely response:	because Juvia's feelings for you weren't strong enough!
context: Thank goodness...\Gray, hang in there! It's morning already, Gray!\Juvia! You came to save him, right?\Gray-sama...\So sorry!\To make you go through all that...\The reason the potion didn't work correctly is surely\because Juvia's feelings for you weren't strong enough! response:	Gray-sama!
context: Gray, hang in there! It's morning already, Gray!\Juvia! You came to save him, right?\Gray-sama...\So sorry!\To make you go through all that...\The reason the potion didn't work correctly is surely\because Juvia's feelings for you weren't strong enough!\Gray-sama! response:	Juvia? What happened to me?
context: Juvia! You came to save him, right?\Gray-sama...\So sorry!\To make you go through all that...\The reason the potion didn't work correctly is surely\because Juvia's feelings for you weren't strong enough!\Gray-sama!\Juvia? What happened to me? response:	You're safe... Thank goodness.
context: Gray-sama...\So sorry!\To make you go through all that...\The reason the potion didn't work correctly is surely\because Juvia's feelings for you weren't strong enough!\Gray-sama!\Juvia? What happened to me?\You're safe... Thank goodness. response:	She lllikes you!
context: So sorry!\To make you go through all that...\The reason the potion didn't work correctly is surely\because Juvia's feelings for you weren't strong enough!\Gray-sama!\Juvia? What happened to me?\You're safe... Thank goodness.\She lllikes you! response:	I knew I was cold for some reason.
context: To make you go through all that...\The reason the potion didn't work correctly is surely\because Juvia's feelings for you weren't strong enough!\Gray-sama!\Juvia? What happened to me?\You're safe... Thank goodness.\She lllikes you!\I knew I was cold for some reason. response:	Stop gettin' me all soaked.
context: The reason the potion didn't work correctly is surely\because Juvia's feelings for you weren't strong enough!\Gray-sama!\Juvia? What happened to me?\You're safe... Thank goodness.\She lllikes you!\I knew I was cold for some reason.\Stop gettin' me all soaked. response:	How many times do I have to tell you?
context: because Juvia's feelings for you weren't strong enough!\Gray-sama!\Juvia? What happened to me?\You're safe... Thank goodness.\She lllikes you!\I knew I was cold for some reason.\Stop gettin' me all soaked.\How many times do I have to tell you? response:	No! Juvia is shocked!
