context: Ange Kuroki. Age: 15. response:	AHSMB's Shadow
context: Why are you so pumped up?\All six units have blasted off.\The path to their target is clear.\Red 5's Harmonic Levels are high.\I wonder what happened.\Ship Grave Attracter is composed of cascading gravitational rapids\created by the spatial distortions made by celestial bodies.\As the name implies, it is a graveyard for ships response:	that have gotten caught in the past,
context: All six units have blasted off.\The path to their target is clear.\Red 5's Harmonic Levels are high.\I wonder what happened.\Ship Grave Attracter is composed of cascading gravitational rapids\created by the spatial distortions made by celestial bodies.\As the name implies, it is a graveyard for ships\that have gotten caught in the past, response:	so look out for debris.
context: The path to their target is clear.\Red 5's Harmonic Levels are high.\I wonder what happened.\Ship Grave Attracter is composed of cascading gravitational rapids\created by the spatial distortions made by celestial bodies.\As the name implies, it is a graveyard for ships\that have gotten caught in the past,\so look out for debris. response:	Officer Ange, how is Black 6 holding up?
context: Red 5's Harmonic Levels are high.\I wonder what happened.\Ship Grave Attracter is composed of cascading gravitational rapids\created by the spatial distortions made by celestial bodies.\As the name implies, it is a graveyard for ships\that have gotten caught in the past,\so look out for debris.\Officer Ange, how is Black 6 holding up? response:	Sir, everything looks good!
context: I wonder what happened.\Ship Grave Attracter is composed of cascading gravitational rapids\created by the spatial distortions made by celestial bodies.\As the name implies, it is a graveyard for ships\that have gotten caught in the past,\so look out for debris.\Officer Ange, how is Black 6 holding up?\Sir, everything looks good! response:	Looks like she hasn't snapped yet.
context: Ship Grave Attracter is composed of cascading gravitational rapids\created by the spatial distortions made by celestial bodies.\As the name implies, it is a graveyard for ships\that have gotten caught in the past,\so look out for debris.\Officer Ange, how is Black 6 holding up?\Sir, everything looks good!\Looks like she hasn't snapped yet. response:	Don't let your guard down!
context: created by the spatial distortions made by celestial bodies.\As the name implies, it is a graveyard for ships\that have gotten caught in the past,\so look out for debris.\Officer Ange, how is Black 6 holding up?\Sir, everything looks good!\Looks like she hasn't snapped yet.\Don't let your guard down! response:	Who knows what will flip his switch?
context: As the name implies, it is a graveyard for ships\that have gotten caught in the past,\so look out for debris.\Officer Ange, how is Black 6 holding up?\Sir, everything looks good!\Looks like she hasn't snapped yet.\Don't let your guard down!\Who knows what will flip his switch? response:	We're entering the irregular gravity belt.
context: that have gotten caught in the past,\so look out for debris.\Officer Ange, how is Black 6 holding up?\Sir, everything looks good!\Looks like she hasn't snapped yet.\Don't let your guard down!\Who knows what will flip his switch?\We're entering the irregular gravity belt. response:	Be careful!
context: so look out for debris.\Officer Ange, how is Black 6 holding up?\Sir, everything looks good!\Looks like she hasn't snapped yet.\Don't let your guard down!\Who knows what will flip his switch?\We're entering the irregular gravity belt.\Be careful! response:	It's like a waterslide!
context: Officer Ange, how is Black 6 holding up?\Sir, everything looks good!\Looks like she hasn't snapped yet.\Don't let your guard down!\Who knows what will flip his switch?\We're entering the irregular gravity belt.\Be careful!\It's like a waterslide! response:	I'm getting swept away! No, I'm falling! I can't tell!
context: Sir, everything looks good!\Looks like she hasn't snapped yet.\Don't let your guard down!\Who knows what will flip his switch?\We're entering the irregular gravity belt.\Be careful!\It's like a waterslide!\I'm getting swept away! No, I'm falling! I can't tell! response:	Debris!
context: Looks like she hasn't snapped yet.\Don't let your guard down!\Who knows what will flip his switch?\We're entering the irregular gravity belt.\Be careful!\It's like a waterslide!\I'm getting swept away! No, I'm falling! I can't tell!\Debris! response:	Dodge around it!
context: Don't let your guard down!\Who knows what will flip his switch?\We're entering the irregular gravity belt.\Be careful!\It's like a waterslide!\I'm getting swept away! No, I'm falling! I can't tell!\Debris!\Dodge around it! response:	Just kick back an' go with the flow?
context: Who knows what will flip his switch?\We're entering the irregular gravity belt.\Be careful!\It's like a waterslide!\I'm getting swept away! No, I'm falling! I can't tell!\Debris!\Dodge around it!\Just kick back an' go with the flow? response:	This is really stinkin' pathetic!
context: We're entering the irregular gravity belt.\Be careful!\It's like a waterslide!\I'm getting swept away! No, I'm falling! I can't tell!\Debris!\Dodge around it!\Just kick back an' go with the flow?\This is really stinkin' pathetic! response:	You just had to suggest taking that shortcut!
context: Be careful!\It's like a waterslide!\I'm getting swept away! No, I'm falling! I can't tell!\Debris!\Dodge around it!\Just kick back an' go with the flow?\This is really stinkin' pathetic!\You just had to suggest taking that shortcut! response:	What?!
context: It's like a waterslide!\I'm getting swept away! No, I'm falling! I can't tell!\Debris!\Dodge around it!\Just kick back an' go with the flow?\This is really stinkin' pathetic!\You just had to suggest taking that shortcut!\What?! response:	And without our Rhinos, our hands are tied!
context: I'm getting swept away! No, I'm falling! I can't tell!\Debris!\Dodge around it!\Just kick back an' go with the flow?\This is really stinkin' pathetic!\You just had to suggest taking that shortcut!\What?!\And without our Rhinos, our hands are tied! response:	You agreed with the idea'cause you were eager to get back!
context: Debris!\Dodge around it!\Just kick back an' go with the flow?\This is really stinkin' pathetic!\You just had to suggest taking that shortcut!\What?!\And without our Rhinos, our hands are tied!\You agreed with the idea'cause you were eager to get back! response:	But I wonder who they'll send to help us...
context: Dodge around it!\Just kick back an' go with the flow?\This is really stinkin' pathetic!\You just had to suggest taking that shortcut!\What?!\And without our Rhinos, our hands are tied!\You agreed with the idea'cause you were eager to get back!\But I wonder who they'll send to help us... response:	Everyone is understaffed the way the GDF
context: Just kick back an' go with the flow?\This is really stinkin' pathetic!\You just had to suggest taking that shortcut!\What?!\And without our Rhinos, our hands are tied!\You agreed with the idea'cause you were eager to get back!\But I wonder who they'll send to help us...\Everyone is understaffed the way the GDF response:	is reorganizing the fleets.
context: This is really stinkin' pathetic!\You just had to suggest taking that shortcut!\What?!\And without our Rhinos, our hands are tied!\You agreed with the idea'cause you were eager to get back!\But I wonder who they'll send to help us...\Everyone is understaffed the way the GDF\is reorganizing the fleets. response:	This is Team Rabbits.
context: You just had to suggest taking that shortcut!\What?!\And without our Rhinos, our hands are tied!\You agreed with the idea'cause you were eager to get back!\But I wonder who they'll send to help us...\Everyone is understaffed the way the GDF\is reorganizing the fleets.\This is Team Rabbits. response:	Izuru?
context: What?!\And without our Rhinos, our hands are tied!\You agreed with the idea'cause you were eager to get back!\But I wonder who they'll send to help us...\Everyone is understaffed the way the GDF\is reorganizing the fleets.\This is Team Rabbits.\Izuru? response:	We're here to help!
context: And without our Rhinos, our hands are tied!\You agreed with the idea'cause you were eager to get back!\But I wonder who they'll send to help us...\Everyone is understaffed the way the GDF\is reorganizing the fleets.\This is Team Rabbits.\Izuru?\We're here to help! response:	They sent you guys?!
context: You agreed with the idea'cause you were eager to get back!\But I wonder who they'll send to help us...\Everyone is understaffed the way the GDF\is reorganizing the fleets.\This is Team Rabbits.\Izuru?\We're here to help!\They sent you guys?! response:	Randy, guys, did any of you get hurt?
context: But I wonder who they'll send to help us...\Everyone is understaffed the way the GDF\is reorganizing the fleets.\This is Team Rabbits.\Izuru?\We're here to help!\They sent you guys?!\Randy, guys, did any of you get hurt? response:	Everyone is okay!
context: Everyone is understaffed the way the GDF\is reorganizing the fleets.\This is Team Rabbits.\Izuru?\We're here to help!\They sent you guys?!\Randy, guys, did any of you get hurt?\Everyone is okay! response:	But we've got some debris caught in the engine and can't move!
context: is reorganizing the fleets.\This is Team Rabbits.\Izuru?\We're here to help!\They sent you guys?!\Randy, guys, did any of you get hurt?\Everyone is okay!\But we've got some debris caught in the engine and can't move! response:	We'd love to give you a hand, but we can't go outside.
context: This is Team Rabbits.\Izuru?\We're here to help!\They sent you guys?!\Randy, guys, did any of you get hurt?\Everyone is okay!\But we've got some debris caught in the engine and can't move!\We'd love to give you a hand, but we can't go outside. response:	You'll have to clear the engine on your own!
context: Izuru?\We're here to help!\They sent you guys?!\Randy, guys, did any of you get hurt?\Everyone is okay!\But we've got some debris caught in the engine and can't move!\We'd love to give you a hand, but we can't go outside.\You'll have to clear the engine on your own! response:	The first and third boosters have suffered minor damage.
context: We're here to help!\They sent you guys?!\Randy, guys, did any of you get hurt?\Everyone is okay!\But we've got some debris caught in the engine and can't move!\We'd love to give you a hand, but we can't go outside.\You'll have to clear the engine on your own!\The first and third boosters have suffered minor damage. response:	Once we repair these two,
context: They sent you guys?!\Randy, guys, did any of you get hurt?\Everyone is okay!\But we've got some debris caught in the engine and can't move!\We'd love to give you a hand, but we can't go outside.\You'll have to clear the engine on your own!\The first and third boosters have suffered minor damage.\Once we repair these two, response:	you should be able to muster the propulsion needed to break free.
context: Randy, guys, did any of you get hurt?\Everyone is okay!\But we've got some debris caught in the engine and can't move!\We'd love to give you a hand, but we can't go outside.\You'll have to clear the engine on your own!\The first and third boosters have suffered minor damage.\Once we repair these two,\you should be able to muster the propulsion needed to break free. response:	Purple 2, issue the repair orders!
context: Everyone is okay!\But we've got some debris caught in the engine and can't move!\We'd love to give you a hand, but we can't go outside.\You'll have to clear the engine on your own!\The first and third boosters have suffered minor damage.\Once we repair these two,\you should be able to muster the propulsion needed to break free.\Purple 2, issue the repair orders! response:	Black 6, watch the perimeter!
context: But we've got some debris caught in the engine and can't move!\We'd love to give you a hand, but we can't go outside.\You'll have to clear the engine on your own!\The first and third boosters have suffered minor damage.\Once we repair these two,\you should be able to muster the propulsion needed to break free.\Purple 2, issue the repair orders!\Black 6, watch the perimeter! response:	Roger!
context: We'd love to give you a hand, but we can't go outside.\You'll have to clear the engine on your own!\The first and third boosters have suffered minor damage.\Once we repair these two,\you should be able to muster the propulsion needed to break free.\Purple 2, issue the repair orders!\Black 6, watch the perimeter!\Roger! response:	Enemies approaching from above!
context: You'll have to clear the engine on your own!\The first and third boosters have suffered minor damage.\Once we repair these two,\you should be able to muster the propulsion needed to break free.\Purple 2, issue the repair orders!\Black 6, watch the perimeter!\Roger!\Enemies approaching from above! response:	I've been waiting for you, Earthlings!
context: The first and third boosters have suffered minor damage.\Once we repair these two,\you should be able to muster the propulsion needed to break free.\Purple 2, issue the repair orders!\Black 6, watch the perimeter!\Roger!\Enemies approaching from above!\I've been waiting for you, Earthlings! response:	Surprise enemy attack! Multiple incoming fighters!
context: Once we repair these two,\you should be able to muster the propulsion needed to break free.\Purple 2, issue the repair orders!\Black 6, watch the perimeter!\Roger!\Enemies approaching from above!\I've been waiting for you, Earthlings!\Surprise enemy attack! Multiple incoming fighters! response:	It's the one that fought Red 5 in the Battle of Ceres!
context: you should be able to muster the propulsion needed to break free.\Purple 2, issue the repair orders!\Black 6, watch the perimeter!\Roger!\Enemies approaching from above!\I've been waiting for you, Earthlings!\Surprise enemy attack! Multiple incoming fighters!\It's the one that fought Red 5 in the Battle of Ceres! response:	Not good!
context: Purple 2, issue the repair orders!\Black 6, watch the perimeter!\Roger!\Enemies approaching from above!\I've been waiting for you, Earthlings!\Surprise enemy attack! Multiple incoming fighters!\It's the one that fought Red 5 in the Battle of Ceres!\Not good! response:	They're only lightly armed for the rescue mission!
context: Black 6, watch the perimeter!\Roger!\Enemies approaching from above!\I've been waiting for you, Earthlings!\Surprise enemy attack! Multiple incoming fighters!\It's the one that fought Red 5 in the Battle of Ceres!\Not good!\They're only lightly armed for the rescue mission! response:	Gold 4 and Rose 3, continue with the repairs!
context: Roger!\Enemies approaching from above!\I've been waiting for you, Earthlings!\Surprise enemy attack! Multiple incoming fighters!\It's the one that fought Red 5 in the Battle of Ceres!\Not good!\They're only lightly armed for the rescue mission!\Gold 4 and Rose 3, continue with the repairs! response:	Everyone else, intercept the enemy!
context: Enemies approaching from above!\I've been waiting for you, Earthlings!\Surprise enemy attack! Multiple incoming fighters!\It's the one that fought Red 5 in the Battle of Ceres!\Not good!\They're only lightly armed for the rescue mission!\Gold 4 and Rose 3, continue with the repairs!\Everyone else, intercept the enemy! response:	Roger!
context: I've been waiting for you, Earthlings!\Surprise enemy attack! Multiple incoming fighters!\It's the one that fought Red 5 in the Battle of Ceres!\Not good!\They're only lightly armed for the rescue mission!\Gold 4 and Rose 3, continue with the repairs!\Everyone else, intercept the enemy!\Roger! response:	Hurry, Tamaki!
context: Surprise enemy attack! Multiple incoming fighters!\It's the one that fought Red 5 in the Battle of Ceres!\Not good!\They're only lightly armed for the rescue mission!\Gold 4 and Rose 3, continue with the repairs!\Everyone else, intercept the enemy!\Roger!\Hurry, Tamaki! response:	She's so cute!
context: It's the one that fought Red 5 in the Battle of Ceres!\Not good!\They're only lightly armed for the rescue mission!\Gold 4 and Rose 3, continue with the repairs!\Everyone else, intercept the enemy!\Roger!\Hurry, Tamaki!\She's so cute! response:	Patrick?!
context: Not good!\They're only lightly armed for the rescue mission!\Gold 4 and Rose 3, continue with the repairs!\Everyone else, intercept the enemy!\Roger!\Hurry, Tamaki!\She's so cute!\Patrick?! response:	Seriously?
context: They're only lightly armed for the rescue mission!\Gold 4 and Rose 3, continue with the repairs!\Everyone else, intercept the enemy!\Roger!\Hurry, Tamaki!\She's so cute!\Patrick?!\Seriously? response:	Isn't that unit-?!
context: Gold 4 and Rose 3, continue with the repairs!\Everyone else, intercept the enemy!\Roger!\Hurry, Tamaki!\She's so cute!\Patrick?!\Seriously?\Isn't that unit-?! response:	That is my only lamata!
context: Everyone else, intercept the enemy!\Roger!\Hurry, Tamaki!\She's so cute!\Patrick?!\Seriously?\Isn't that unit-?!\That is my only lamata! response:	Do as you will with the weaklings!
context: Roger!\Hurry, Tamaki!\She's so cute!\Patrick?!\Seriously?\Isn't that unit-?!\That is my only lamata!\Do as you will with the weaklings! response:	Black 6 is intercepting!
context: Hurry, Tamaki!\She's so cute!\Patrick?!\Seriously?\Isn't that unit-?!\That is my only lamata!\Do as you will with the weaklings!\Black 6 is intercepting! response:	Show me a good time, my lamata!
context: She's so cute!\Patrick?!\Seriously?\Isn't that unit-?!\That is my only lamata!\Do as you will with the weaklings!\Black 6 is intercepting!\Show me a good time, my lamata! response:	I'm intercepting!
context: Patrick?!\Seriously?\Isn't that unit-?!\That is my only lamata!\Do as you will with the weaklings!\Black 6 is intercepting!\Show me a good time, my lamata!\I'm intercepting! response:	Officer Ange!
context: Seriously?\Isn't that unit-?!\That is my only lamata!\Do as you will with the weaklings!\Black 6 is intercepting!\Show me a good time, my lamata!\I'm intercepting!\Officer Ange! response:	Now you've done it, you bastard!
context: Isn't that unit-?!\That is my only lamata!\Do as you will with the weaklings!\Black 6 is intercepting!\Show me a good time, my lamata!\I'm intercepting!\Officer Ange!\Now you've done it, you bastard! response:	He snapped!
context: That is my only lamata!\Do as you will with the weaklings!\Black 6 is intercepting!\Show me a good time, my lamata!\I'm intercepting!\Officer Ange!\Now you've done it, you bastard!\He snapped! response:	Don't take me lightly!
context: Do as you will with the weaklings!\Black 6 is intercepting!\Show me a good time, my lamata!\I'm intercepting!\Officer Ange!\Now you've done it, you bastard!\He snapped!\Don't take me lightly! response:	Get back! He's only after me.
context: Black 6 is intercepting!\Show me a good time, my lamata!\I'm intercepting!\Officer Ange!\Now you've done it, you bastard!\He snapped!\Don't take me lightly!\Get back! He's only after me. response:	Outta my way!
context: Show me a good time, my lamata!\I'm intercepting!\Officer Ange!\Now you've done it, you bastard!\He snapped!\Don't take me lightly!\Get back! He's only after me.\Outta my way! response:	Don't run from me, coward!
context: I'm intercepting!\Officer Ange!\Now you've done it, you bastard!\He snapped!\Don't take me lightly!\Get back! He's only after me.\Outta my way!\Don't run from me, coward! response:	Hit me from the front if you're a man!
context: Officer Ange!\Now you've done it, you bastard!\He snapped!\Don't take me lightly!\Get back! He's only after me.\Outta my way!\Don't run from me, coward!\Hit me from the front if you're a man! response:	Black 6 can't keep up?
context: Now you've done it, you bastard!\He snapped!\Don't take me lightly!\Get back! He's only after me.\Outta my way!\Don't run from me, coward!\Hit me from the front if you're a man!\Black 6 can't keep up? response:	Black 6, fall back!
context: He snapped!\Don't take me lightly!\Get back! He's only after me.\Outta my way!\Don't run from me, coward!\Hit me from the front if you're a man!\Black 6 can't keep up?\Black 6, fall back! response:	You can't out-maneuver him!
context: Don't take me lightly!\Get back! He's only after me.\Outta my way!\Don't run from me, coward!\Hit me from the front if you're a man!\Black 6 can't keep up?\Black 6, fall back!\You can't out-maneuver him! response:	Quit flappin' yer damn traps! Leave me the hell alone!
context: Get back! He's only after me.\Outta my way!\Don't run from me, coward!\Hit me from the front if you're a man!\Black 6 can't keep up?\Black 6, fall back!\You can't out-maneuver him!\Quit flappin' yer damn traps! Leave me the hell alone! response:	You are undeserving to be my lamata.
context: Outta my way!\Don't run from me, coward!\Hit me from the front if you're a man!\Black 6 can't keep up?\Black 6, fall back!\You can't out-maneuver him!\Quit flappin' yer damn traps! Leave me the hell alone!\You are undeserving to be my lamata. response:	Your genes are hardly worth harvesting.
context: Don't run from me, coward!\Hit me from the front if you're a man!\Black 6 can't keep up?\Black 6, fall back!\You can't out-maneuver him!\Quit flappin' yer damn traps! Leave me the hell alone!\You are undeserving to be my lamata.\Your genes are hardly worth harvesting. response:	Ange!
context: Hit me from the front if you're a man!\Black 6 can't keep up?\Black 6, fall back!\You can't out-maneuver him!\Quit flappin' yer damn traps! Leave me the hell alone!\You are undeserving to be my lamata.\Your genes are hardly worth harvesting.\Ange! response:	If I could get in my Rhinos, I could have gone to save him!
context: Black 6 can't keep up?\Black 6, fall back!\You can't out-maneuver him!\Quit flappin' yer damn traps! Leave me the hell alone!\You are undeserving to be my lamata.\Your genes are hardly worth harvesting.\Ange!\If I could get in my Rhinos, I could have gone to save him! response:	Can't we offer fire support or somethin'?
context: Black 6, fall back!\You can't out-maneuver him!\Quit flappin' yer damn traps! Leave me the hell alone!\You are undeserving to be my lamata.\Your genes are hardly worth harvesting.\Ange!\If I could get in my Rhinos, I could have gone to save him!\Can't we offer fire support or somethin'? response:	The turret's control unit is dead.
context: You can't out-maneuver him!\Quit flappin' yer damn traps! Leave me the hell alone!\You are undeserving to be my lamata.\Your genes are hardly worth harvesting.\Ange!\If I could get in my Rhinos, I could have gone to save him!\Can't we offer fire support or somethin'?\The turret's control unit is dead. response:	It won't rotate.
context: Quit flappin' yer damn traps! Leave me the hell alone!\You are undeserving to be my lamata.\Your genes are hardly worth harvesting.\Ange!\If I could get in my Rhinos, I could have gone to save him!\Can't we offer fire support or somethin'?\The turret's control unit is dead.\It won't rotate. response:	Hey! You hear that, bunnies?
context: You are undeserving to be my lamata.\Your genes are hardly worth harvesting.\Ange!\If I could get in my Rhinos, I could have gone to save him!\Can't we offer fire support or somethin'?\The turret's control unit is dead.\It won't rotate.\Hey! You hear that, bunnies? response:	Hurry and finish the repairs!
context: Your genes are hardly worth harvesting.\Ange!\If I could get in my Rhinos, I could have gone to save him!\Can't we offer fire support or somethin'?\The turret's control unit is dead.\It won't rotate.\Hey! You hear that, bunnies?\Hurry and finish the repairs! response:	I'll give ya an earful later if ya don't hop to it!
context: Ange!\If I could get in my Rhinos, I could have gone to save him!\Can't we offer fire support or somethin'?\The turret's control unit is dead.\It won't rotate.\Hey! You hear that, bunnies?\Hurry and finish the repairs!\I'll give ya an earful later if ya don't hop to it! response:	Last one! Ready and here I go!
context: If I could get in my Rhinos, I could have gone to save him!\Can't we offer fire support or somethin'?\The turret's control unit is dead.\It won't rotate.\Hey! You hear that, bunnies?\Hurry and finish the repairs!\I'll give ya an earful later if ya don't hop to it!\Last one! Ready and here I go! response:	Nice! Leave the rest to me!
context: Can't we offer fire support or somethin'?\The turret's control unit is dead.\It won't rotate.\Hey! You hear that, bunnies?\Hurry and finish the repairs!\I'll give ya an earful later if ya don't hop to it!\Last one! Ready and here I go!\Nice! Leave the rest to me! response:	Consider it an honor for me to hunt you down.
context: The turret's control unit is dead.\It won't rotate.\Hey! You hear that, bunnies?\Hurry and finish the repairs!\I'll give ya an earful later if ya don't hop to it!\Last one! Ready and here I go!\Nice! Leave the rest to me!\Consider it an honor for me to hunt you down. response:	Izuru?
context: It won't rotate.\Hey! You hear that, bunnies?\Hurry and finish the repairs!\I'll give ya an earful later if ya don't hop to it!\Last one! Ready and here I go!\Nice! Leave the rest to me!\Consider it an honor for me to hunt you down.\Izuru? response:	Izuru?!
context: Hey! You hear that, bunnies?\Hurry and finish the repairs!\I'll give ya an earful later if ya don't hop to it!\Last one! Ready and here I go!\Nice! Leave the rest to me!\Consider it an honor for me to hunt you down.\Izuru?\Izuru?! response:	Izuru?!
context: Hurry and finish the repairs!\I'll give ya an earful later if ya don't hop to it!\Last one! Ready and here I go!\Nice! Leave the rest to me!\Consider it an honor for me to hunt you down.\Izuru?\Izuru?!\Izuru?! response:	Red 5's Harmonic Levels suddenly spiked!
context: I'll give ya an earful later if ya don't hop to it!\Last one! Ready and here I go!\Nice! Leave the rest to me!\Consider it an honor for me to hunt you down.\Izuru?\Izuru?!\Izuru?!\Red 5's Harmonic Levels suddenly spiked! response:	It's just like when they went on their first sortie.
context: Last one! Ready and here I go!\Nice! Leave the rest to me!\Consider it an honor for me to hunt you down.\Izuru?\Izuru?!\Izuru?!\Red 5's Harmonic Levels suddenly spiked!\It's just like when they went on their first sortie. response:	Izuru, calm down! Pull back for now!
context: Nice! Leave the rest to me!\Consider it an honor for me to hunt you down.\Izuru?\Izuru?!\Izuru?!\Red 5's Harmonic Levels suddenly spiked!\It's just like when they went on their first sortie.\Izuru, calm down! Pull back for now! response:	That's it!
context: Consider it an honor for me to hunt you down.\Izuru?\Izuru?!\Izuru?!\Red 5's Harmonic Levels suddenly spiked!\It's just like when they went on their first sortie.\Izuru, calm down! Pull back for now!\That's it! response:	This is what I have been waiting for!
context: Izuru?\Izuru?!\Izuru?!\Red 5's Harmonic Levels suddenly spiked!\It's just like when they went on their first sortie.\Izuru, calm down! Pull back for now!\That's it!\This is what I have been waiting for! response:	He's fast!
context: Izuru?!\Izuru?!\Red 5's Harmonic Levels suddenly spiked!\It's just like when they went on their first sortie.\Izuru, calm down! Pull back for now!\That's it!\This is what I have been waiting for!\He's fast! response:	Finished?
context: Izuru?!\Red 5's Harmonic Levels suddenly spiked!\It's just like when they went on their first sortie.\Izuru, calm down! Pull back for now!\That's it!\This is what I have been waiting for!\He's fast!\Finished? response:	But you put on a rather good show.
context: Red 5's Harmonic Levels suddenly spiked!\It's just like when they went on their first sortie.\Izuru, calm down! Pull back for now!\That's it!\This is what I have been waiting for!\He's fast!\Finished?\But you put on a rather good show. response:	So I want you to promise me something.
context: It's just like when they went on their first sortie.\Izuru, calm down! Pull back for now!\That's it!\This is what I have been waiting for!\He's fast!\Finished?\But you put on a rather good show.\So I want you to promise me something. response:	No matter what happens, promise you'll come back alive.
context: Izuru, calm down! Pull back for now!\That's it!\This is what I have been waiting for!\He's fast!\Finished?\But you put on a rather good show.\So I want you to promise me something.\No matter what happens, promise you'll come back alive. response:	Red 5's frame just changed?!
context: That's it!\This is what I have been waiting for!\He's fast!\Finished?\But you put on a rather good show.\So I want you to promise me something.\No matter what happens, promise you'll come back alive.\Red 5's frame just changed?! response:	Izuru?!
context: This is what I have been waiting for!\He's fast!\Finished?\But you put on a rather good show.\So I want you to promise me something.\No matter what happens, promise you'll come back alive.\Red 5's frame just changed?!\Izuru?! response:	What the heck?!
context: He's fast!\Finished?\But you put on a rather good show.\So I want you to promise me something.\No matter what happens, promise you'll come back alive.\Red 5's frame just changed?!\Izuru?!\What the heck?! response:	Is that another new AHSMB?
context: Finished?\But you put on a rather good show.\So I want you to promise me something.\No matter what happens, promise you'll come back alive.\Red 5's frame just changed?!\Izuru?!\What the heck?!\Is that another new AHSMB? response:	Red 5's Harmonic Level has reached its former peak level.
context: But you put on a rather good show.\So I want you to promise me something.\No matter what happens, promise you'll come back alive.\Red 5's frame just changed?!\Izuru?!\What the heck?!\Is that another new AHSMB?\Red 5's Harmonic Level has reached its former peak level. response:	No...! I don't believe it!
context: So I want you to promise me something.\No matter what happens, promise you'll come back alive.\Red 5's frame just changed?!\Izuru?!\What the heck?!\Is that another new AHSMB?\Red 5's Harmonic Level has reached its former peak level.\No...! I don't believe it! response:	I see.
context: No matter what happens, promise you'll come back alive.\Red 5's frame just changed?!\Izuru?!\What the heck?!\Is that another new AHSMB?\Red 5's Harmonic Level has reached its former peak level.\No...! I don't believe it!\I see. response:	So you are not yet done bringing me enjoyment!
context: Red 5's frame just changed?!\Izuru?!\What the heck?!\Is that another new AHSMB?\Red 5's Harmonic Level has reached its former peak level.\No...! I don't believe it!\I see.\So you are not yet done bringing me enjoyment! response:	You make my genes boil!
context: Izuru?!\What the heck?!\Is that another new AHSMB?\Red 5's Harmonic Level has reached its former peak level.\No...! I don't believe it!\I see.\So you are not yet done bringing me enjoyment!\You make my genes boil! response:	Is that really Izuru?
context: What the heck?!\Is that another new AHSMB?\Red 5's Harmonic Level has reached its former peak level.\No...! I don't believe it!\I see.\So you are not yet done bringing me enjoyment!\You make my genes boil!\Is that really Izuru? response:	Red 5's body can't keep up with Izuru's commands!
context: Is that another new AHSMB?\Red 5's Harmonic Level has reached its former peak level.\No...! I don't believe it!\I see.\So you are not yet done bringing me enjoyment!\You make my genes boil!\Is that really Izuru?\Red 5's body can't keep up with Izuru's commands! response:	What's going on?!
context: Red 5's Harmonic Level has reached its former peak level.\No...! I don't believe it!\I see.\So you are not yet done bringing me enjoyment!\You make my genes boil!\Is that really Izuru?\Red 5's body can't keep up with Izuru's commands!\What's going on?! response:	It's too much for the unit!
context: No...! I don't believe it!\I see.\So you are not yet done bringing me enjoyment!\You make my genes boil!\Is that really Izuru?\Red 5's body can't keep up with Izuru's commands!\What's going on?!\It's too much for the unit! response:	But he's already maximized Red 5's motor abilities!
context: I see.\So you are not yet done bringing me enjoyment!\You make my genes boil!\Is that really Izuru?\Red 5's body can't keep up with Izuru's commands!\What's going on?!\It's too much for the unit!\But he's already maximized Red 5's motor abilities! response:	Izuru?!
context: So you are not yet done bringing me enjoyment!\You make my genes boil!\Is that really Izuru?\Red 5's body can't keep up with Izuru's commands!\What's going on?!\It's too much for the unit!\But he's already maximized Red 5's motor abilities!\Izuru?! response:	There! The repairs are all done!
context: You make my genes boil!\Is that really Izuru?\Red 5's body can't keep up with Izuru's commands!\What's going on?!\It's too much for the unit!\But he's already maximized Red 5's motor abilities!\Izuru?!\There! The repairs are all done! response:	Thank you, Tamaki!
context: Is that really Izuru?\Red 5's body can't keep up with Izuru's commands!\What's going on?!\It's too much for the unit!\But he's already maximized Red 5's motor abilities!\Izuru?!\There! The repairs are all done!\Thank you, Tamaki! response:	Propulsion System: OK!
context: Red 5's body can't keep up with Izuru's commands!\What's going on?!\It's too much for the unit!\But he's already maximized Red 5's motor abilities!\Izuru?!\There! The repairs are all done!\Thank you, Tamaki!\Propulsion System: OK! response:	Sweet!
context: What's going on?!\It's too much for the unit!\But he's already maximized Red 5's motor abilities!\Izuru?!\There! The repairs are all done!\Thank you, Tamaki!\Propulsion System: OK!\Sweet! response:	Turn to three o'clock!
context: It's too much for the unit!\But he's already maximized Red 5's motor abilities!\Izuru?!\There! The repairs are all done!\Thank you, Tamaki!\Propulsion System: OK!\Sweet!\Turn to three o'clock! response:	Point the turret at the enemy fighter!
context: But he's already maximized Red 5's motor abilities!\Izuru?!\There! The repairs are all done!\Thank you, Tamaki!\Propulsion System: OK!\Sweet!\Turn to three o'clock!\Point the turret at the enemy fighter! response:	You're finished!
context: Izuru?!\There! The repairs are all done!\Thank you, Tamaki!\Propulsion System: OK!\Sweet!\Turn to three o'clock!\Point the turret at the enemy fighter!\You're finished! response:	Yet another nuisance!
context: There! The repairs are all done!\Thank you, Tamaki!\Propulsion System: OK!\Sweet!\Turn to three o'clock!\Point the turret at the enemy fighter!\You're finished!\Yet another nuisance! response:	I've run out of time.
context: Thank you, Tamaki!\Propulsion System: OK!\Sweet!\Turn to three o'clock!\Point the turret at the enemy fighter!\You're finished!\Yet another nuisance!\I've run out of time. response:	But this only serves to whet my interest.
context: Propulsion System: OK!\Sweet!\Turn to three o'clock!\Point the turret at the enemy fighter!\You're finished!\Yet another nuisance!\I've run out of time.\But this only serves to whet my interest. response:	Izuru! Are you okay, Izuru?
