context: Eek! It's so cold! response:	Well, it is the end of December.
context: I wonder what sort of present would make Big Brother happy.\Merry Christmas, Big Brother!\Ch-Ch-Ch-Christmas!\Whoa! Wh-what the-?! I thought you'd be waiting at the house.\The both of us ambushed you!\H-h-h-ello!\Nice to see you, Ebina.\I bought you a present, Big Brother! response:	Huh?
context: Merry Christmas, Big Brother!\Ch-Ch-Ch-Christmas!\Whoa! Wh-what the-?! I thought you'd be waiting at the house.\The both of us ambushed you!\H-h-h-ello!\Nice to see you, Ebina.\I bought you a present, Big Brother!\Huh? response:	Here! It's a brand-new frying pan!
context: Ch-Ch-Ch-Christmas!\Whoa! Wh-what the-?! I thought you'd be waiting at the house.\The both of us ambushed you!\H-h-h-ello!\Nice to see you, Ebina.\I bought you a present, Big Brother!\Huh?\Here! It's a brand-new frying pan! response:	A-and an apron.
context: Whoa! Wh-what the-?! I thought you'd be waiting at the house.\The both of us ambushed you!\H-h-h-ello!\Nice to see you, Ebina.\I bought you a present, Big Brother!\Huh?\Here! It's a brand-new frying pan!\A-and an apron. response:	Thank you. That makes me happy.
context: The both of us ambushed you!\H-h-h-ello!\Nice to see you, Ebina.\I bought you a present, Big Brother!\Huh?\Here! It's a brand-new frying pan!\A-and an apron.\Thank you. That makes me happy. response:	Well, let's all go buy things for tonight's dinner.
context: H-h-h-ello!\Nice to see you, Ebina.\I bought you a present, Big Brother!\Huh?\Here! It's a brand-new frying pan!\A-and an apron.\Thank you. That makes me happy.\Well, let's all go buy things for tonight's dinner. response:	But before that, what kind of present do you think you'd like, Ebina?
context: Nice to see you, Ebina.\I bought you a present, Big Brother!\Huh?\Here! It's a brand-new frying pan!\A-and an apron.\Thank you. That makes me happy.\Well, let's all go buy things for tonight's dinner.\But before that, what kind of present do you think you'd like, Ebina? response:	Huh?! A-a present from YOU?!
context: I bought you a present, Big Brother!\Huh?\Here! It's a brand-new frying pan!\A-and an apron.\Thank you. That makes me happy.\Well, let's all go buy things for tonight's dinner.\But before that, what kind of present do you think you'd like, Ebina?\Huh?! A-a present from YOU?! response:	Just don't forget about mine, Big Brother!
context: Huh?\Here! It's a brand-new frying pan!\A-and an apron.\Thank you. That makes me happy.\Well, let's all go buy things for tonight's dinner.\But before that, what kind of present do you think you'd like, Ebina?\Huh?! A-a present from YOU?!\Just don't forget about mine, Big Brother! response:	My younger sister Hikari is a little strange.
context: Here! It's a brand-new frying pan!\A-and an apron.\Thank you. That makes me happy.\Well, let's all go buy things for tonight's dinner.\But before that, what kind of present do you think you'd like, Ebina?\Huh?! A-a present from YOU?!\Just don't forget about mine, Big Brother!\My younger sister Hikari is a little strange. response:	Hikariiin.
context: A-and an apron.\Thank you. That makes me happy.\Well, let's all go buy things for tonight's dinner.\But before that, what kind of present do you think you'd like, Ebina?\Huh?! A-a present from YOU?!\Just don't forget about mine, Big Brother!\My younger sister Hikari is a little strange.\Hikariiin. response:	First off, she's a slob.
context: Thank you. That makes me happy.\Well, let's all go buy things for tonight's dinner.\But before that, what kind of present do you think you'd like, Ebina?\Huh?! A-a present from YOU?!\Just don't forget about mine, Big Brother!\My younger sister Hikari is a little strange.\Hikariiin.\First off, she's a slob. response:	She loves bread, and is always snacking...
context: Well, let's all go buy things for tonight's dinner.\But before that, what kind of present do you think you'd like, Ebina?\Huh?! A-a present from YOU?!\Just don't forget about mine, Big Brother!\My younger sister Hikari is a little strange.\Hikariiin.\First off, she's a slob.\She loves bread, and is always snacking... response:	And for some reason, she likes spinning around.
context: But before that, what kind of present do you think you'd like, Ebina?\Huh?! A-a present from YOU?!\Just don't forget about mine, Big Brother!\My younger sister Hikari is a little strange.\Hikariiin.\First off, she's a slob.\She loves bread, and is always snacking...\And for some reason, she likes spinning around. response:	Stop that, Hikari!
context: Huh?! A-a present from YOU?!\Just don't forget about mine, Big Brother!\My younger sister Hikari is a little strange.\Hikariiin.\First off, she's a slob.\She loves bread, and is always snacking...\And for some reason, she likes spinning around.\Stop that, Hikari! response:	When did she start to get like that?
context: Just don't forget about mine, Big Brother!\My younger sister Hikari is a little strange.\Hikariiin.\First off, she's a slob.\She loves bread, and is always snacking...\And for some reason, she likes spinning around.\Stop that, Hikari!\When did she start to get like that? response:	I feel like she's been hiding something from me recently.
context: My younger sister Hikari is a little strange.\Hikariiin.\First off, she's a slob.\She loves bread, and is always snacking...\And for some reason, she likes spinning around.\Stop that, Hikari!\When did she start to get like that?\I feel like she's been hiding something from me recently. response:	Is this a rebellious phase? She's that old already?
context: Hikariiin.\First off, she's a slob.\She loves bread, and is always snacking...\And for some reason, she likes spinning around.\Stop that, Hikari!\When did she start to get like that?\I feel like she's been hiding something from me recently.\Is this a rebellious phase? She's that old already? response:	I guess it's our home environment.
context: First off, she's a slob.\She loves bread, and is always snacking...\And for some reason, she likes spinning around.\Stop that, Hikari!\When did she start to get like that?\I feel like she's been hiding something from me recently.\Is this a rebellious phase? She's that old already?\I guess it's our home environment. response:	Maybe it's all my fault...
context: She loves bread, and is always snacking...\And for some reason, she likes spinning around.\Stop that, Hikari!\When did she start to get like that?\I feel like she's been hiding something from me recently.\Is this a rebellious phase? She's that old already?\I guess it's our home environment.\Maybe it's all my fault... response:	I'm home.
context: And for some reason, she likes spinning around.\Stop that, Hikari!\When did she start to get like that?\I feel like she's been hiding something from me recently.\Is this a rebellious phase? She's that old already?\I guess it's our home environment.\Maybe it's all my fault...\I'm home. response:	Big Sister!
context: Stop that, Hikari!\When did she start to get like that?\I feel like she's been hiding something from me recently.\Is this a rebellious phase? She's that old already?\I guess it's our home environment.\Maybe it's all my fault...\I'm home.\Big Sister! response:	When will that Big Brother from before be coming back?
context: When did she start to get like that?\I feel like she's been hiding something from me recently.\Is this a rebellious phase? She's that old already?\I guess it's our home environment.\Maybe it's all my fault...\I'm home.\Big Sister!\When will that Big Brother from before be coming back? response:	Huh?
context: I feel like she's been hiding something from me recently.\Is this a rebellious phase? She's that old already?\I guess it's our home environment.\Maybe it's all my fault...\I'm home.\Big Sister!\When will that Big Brother from before be coming back?\Huh? response:	I want to see Big Brother again.
context: Is this a rebellious phase? She's that old already?\I guess it's our home environment.\Maybe it's all my fault...\I'm home.\Big Sister!\When will that Big Brother from before be coming back?\Huh?\I want to see Big Brother again. response:	L-look, it was a coincidence he came here in the first place.
context: I guess it's our home environment.\Maybe it's all my fault...\I'm home.\Big Sister!\When will that Big Brother from before be coming back?\Huh?\I want to see Big Brother again.\L-look, it was a coincidence he came here in the first place. response:	But you both go to the same school, don't you?
context: Maybe it's all my fault...\I'm home.\Big Sister!\When will that Big Brother from before be coming back?\Huh?\I want to see Big Brother again.\L-look, it was a coincidence he came here in the first place.\But you both go to the same school, don't you? response:	Oh, no. She's being really pushy today!
context: I'm home.\Big Sister!\When will that Big Brother from before be coming back?\Huh?\I want to see Big Brother again.\L-look, it was a coincidence he came here in the first place.\But you both go to the same school, don't you?\Oh, no. She's being really pushy today! response:	He's at the top of his class?
context: Big Sister!\When will that Big Brother from before be coming back?\Huh?\I want to see Big Brother again.\L-look, it was a coincidence he came here in the first place.\But you both go to the same school, don't you?\Oh, no. She's being really pushy today!\He's at the top of his class? response:	I'm taking AP classes while he's in the regular curriculum.
context: When will that Big Brother from before be coming back?\Huh?\I want to see Big Brother again.\L-look, it was a coincidence he came here in the first place.\But you both go to the same school, don't you?\Oh, no. She's being really pushy today!\He's at the top of his class?\I'm taking AP classes while he's in the regular curriculum. response:	It was the award ceremony that led us to becoming friends.
context: Huh?\I want to see Big Brother again.\L-look, it was a coincidence he came here in the first place.\But you both go to the same school, don't you?\Oh, no. She's being really pushy today!\He's at the top of his class?\I'm taking AP classes while he's in the regular curriculum.\It was the award ceremony that led us to becoming friends. response:	And he gave me so many compliments, saying how well I'd done!
context: I want to see Big Brother again.\L-look, it was a coincidence he came here in the first place.\But you both go to the same school, don't you?\Oh, no. She's being really pushy today!\He's at the top of his class?\I'm taking AP classes while he's in the regular curriculum.\It was the award ceremony that led us to becoming friends.\And he gave me so many compliments, saying how well I'd done! response:	Would Big Brother praise me if I got an award too?
context: L-look, it was a coincidence he came here in the first place.\But you both go to the same school, don't you?\Oh, no. She's being really pushy today!\He's at the top of his class?\I'm taking AP classes while he's in the regular curriculum.\It was the award ceremony that led us to becoming friends.\And he gave me so many compliments, saying how well I'd done!\Would Big Brother praise me if I got an award too? response:	I think Taihei got the same sense of destiny! Of two geniuses colliding!
context: But you both go to the same school, don't you?\Oh, no. She's being really pushy today!\He's at the top of his class?\I'm taking AP classes while he's in the regular curriculum.\It was the award ceremony that led us to becoming friends.\And he gave me so many compliments, saying how well I'd done!\Would Big Brother praise me if I got an award too?\I think Taihei got the same sense of destiny! Of two geniuses colliding! response:	Wh-what?!
context: Oh, no. She's being really pushy today!\He's at the top of his class?\I'm taking AP classes while he's in the regular curriculum.\It was the award ceremony that led us to becoming friends.\And he gave me so many compliments, saying how well I'd done!\Would Big Brother praise me if I got an award too?\I think Taihei got the same sense of destiny! Of two geniuses colliding!\Wh-what?! response:	You were picked as the top student, and got an award?
context: He's at the top of his class?\I'm taking AP classes while he's in the regular curriculum.\It was the award ceremony that led us to becoming friends.\And he gave me so many compliments, saying how well I'd done!\Would Big Brother praise me if I got an award too?\I think Taihei got the same sense of destiny! Of two geniuses colliding!\Wh-what?!\You were picked as the top student, and got an award? response:	Yup.
context: I'm taking AP classes while he's in the regular curriculum.\It was the award ceremony that led us to becoming friends.\And he gave me so many compliments, saying how well I'd done!\Would Big Brother praise me if I got an award too?\I think Taihei got the same sense of destiny! Of two geniuses colliding!\Wh-what?!\You were picked as the top student, and got an award?\Yup. response:	Hikari, you...
context: It was the award ceremony that led us to becoming friends.\And he gave me so many compliments, saying how well I'd done!\Would Big Brother praise me if I got an award too?\I think Taihei got the same sense of destiny! Of two geniuses colliding!\Wh-what?!\You were picked as the top student, and got an award?\Yup.\Hikari, you... response:	You're my little sister all right! You're a genius!
context: And he gave me so many compliments, saying how well I'd done!\Would Big Brother praise me if I got an award too?\I think Taihei got the same sense of destiny! Of two geniuses colliding!\Wh-what?!\You were picked as the top student, and got an award?\Yup.\Hikari, you...\You're my little sister all right! You're a genius! response:	I want to be praised.
context: Would Big Brother praise me if I got an award too?\I think Taihei got the same sense of destiny! Of two geniuses colliding!\Wh-what?!\You were picked as the top student, and got an award?\Yup.\Hikari, you...\You're my little sister all right! You're a genius!\I want to be praised. response:	I'll do it! I will! You've done so well, Hikari!
context: I think Taihei got the same sense of destiny! Of two geniuses colliding!\Wh-what?!\You were picked as the top student, and got an award?\Yup.\Hikari, you...\You're my little sister all right! You're a genius!\I want to be praised.\I'll do it! I will! You've done so well, Hikari! response:	I want... Big Brother to praise me.
context: Wh-what?!\You were picked as the top student, and got an award?\Yup.\Hikari, you...\You're my little sister all right! You're a genius!\I want to be praised.\I'll do it! I will! You've done so well, Hikari!\I want... Big Brother to praise me. response:	Huh? B-Big Brother?
context: You were picked as the top student, and got an award?\Yup.\Hikari, you...\You're my little sister all right! You're a genius!\I want to be praised.\I'll do it! I will! You've done so well, Hikari!\I want... Big Brother to praise me.\Huh? B-Big Brother? response:	Yes. With this award, he will praise me.
context: Yup.\Hikari, you...\You're my little sister all right! You're a genius!\I want to be praised.\I'll do it! I will! You've done so well, Hikari!\I want... Big Brother to praise me.\Huh? B-Big Brother?\Yes. With this award, he will praise me. response:	WHAT DID YOU SAY?!
context: Hikari, you...\You're my little sister all right! You're a genius!\I want to be praised.\I'll do it! I will! You've done so well, Hikari!\I want... Big Brother to praise me.\Huh? B-Big Brother?\Yes. With this award, he will praise me.\WHAT DID YOU SAY?! response:	I want... Big Brother to praise me.
context: You're my little sister all right! You're a genius!\I want to be praised.\I'll do it! I will! You've done so well, Hikari!\I want... Big Brother to praise me.\Huh? B-Big Brother?\Yes. With this award, he will praise me.\WHAT DID YOU SAY?!\I want... Big Brother to praise me. response:	Just wait, Hikari. I'm going to get you the greatest Christmas present of all!
context: I want to be praised.\I'll do it! I will! You've done so well, Hikari!\I want... Big Brother to praise me.\Huh? B-Big Brother?\Yes. With this award, he will praise me.\WHAT DID YOU SAY?!\I want... Big Brother to praise me.\Just wait, Hikari. I'm going to get you the greatest Christmas present of all! response:	Calm yourself, Kanau. This is no big deal.
context: I'll do it! I will! You've done so well, Hikari!\I want... Big Brother to praise me.\Huh? B-Big Brother?\Yes. With this award, he will praise me.\WHAT DID YOU SAY?!\I want... Big Brother to praise me.\Just wait, Hikari. I'm going to get you the greatest Christmas present of all!\Calm yourself, Kanau. This is no big deal. response:	You're just inviting him over for Christmas for a little bit.
context: I want... Big Brother to praise me.\Huh? B-Big Brother?\Yes. With this award, he will praise me.\WHAT DID YOU SAY?!\I want... Big Brother to praise me.\Just wait, Hikari. I'm going to get you the greatest Christmas present of all!\Calm yourself, Kanau. This is no big deal.\You're just inviting him over for Christmas for a little bit. response:	Inviting him... to my house?
context: Huh? B-Big Brother?\Yes. With this award, he will praise me.\WHAT DID YOU SAY?!\I want... Big Brother to praise me.\Just wait, Hikari. I'm going to get you the greatest Christmas present of all!\Calm yourself, Kanau. This is no big deal.\You're just inviting him over for Christmas for a little bit.\Inviting him... to my house? response:	Say, you got any plans tonight?
context: Yes. With this award, he will praise me.\WHAT DID YOU SAY?!\I want... Big Brother to praise me.\Just wait, Hikari. I'm going to get you the greatest Christmas present of all!\Calm yourself, Kanau. This is no big deal.\You're just inviting him over for Christmas for a little bit.\Inviting him... to my house?\Say, you got any plans tonight? response:	It's Christmas Eve but you're free, right?
context: WHAT DID YOU SAY?!\I want... Big Brother to praise me.\Just wait, Hikari. I'm going to get you the greatest Christmas present of all!\Calm yourself, Kanau. This is no big deal.\You're just inviting him over for Christmas for a little bit.\Inviting him... to my house?\Say, you got any plans tonight?\It's Christmas Eve but you're free, right? response:	I'm having dinner with my family.
context: I want... Big Brother to praise me.\Just wait, Hikari. I'm going to get you the greatest Christmas present of all!\Calm yourself, Kanau. This is no big deal.\You're just inviting him over for Christmas for a little bit.\Inviting him... to my house?\Say, you got any plans tonight?\It's Christmas Eve but you're free, right?\I'm having dinner with my family. response:	You two go home and spend time with your families.
context: Just wait, Hikari. I'm going to get you the greatest Christmas present of all!\Calm yourself, Kanau. This is no big deal.\You're just inviting him over for Christmas for a little bit.\Inviting him... to my house?\Say, you got any plans tonight?\It's Christmas Eve but you're free, right?\I'm having dinner with my family.\You two go home and spend time with your families. response:	I can't!
context: Calm yourself, Kanau. This is no big deal.\You're just inviting him over for Christmas for a little bit.\Inviting him... to my house?\Say, you got any plans tonight?\It's Christmas Eve but you're free, right?\I'm having dinner with my family.\You two go home and spend time with your families.\I can't! response:	There's no way. No way!
context: You're just inviting him over for Christmas for a little bit.\Inviting him... to my house?\Say, you got any plans tonight?\It's Christmas Eve but you're free, right?\I'm having dinner with my family.\You two go home and spend time with your families.\I can't!\There's no way. No way! response:	If I couldn't even ask him to go out to do something, there's no way I could ask him to my HOUSE!
context: Inviting him... to my house?\Say, you got any plans tonight?\It's Christmas Eve but you're free, right?\I'm having dinner with my family.\You two go home and spend time with your families.\I can't!\There's no way. No way!\If I couldn't even ask him to go out to do something, there's no way I could ask him to my HOUSE! response:	I never learned how to invite people over in my AP classes!
context: Say, you got any plans tonight?\It's Christmas Eve but you're free, right?\I'm having dinner with my family.\You two go home and spend time with your families.\I can't!\There's no way. No way!\If I couldn't even ask him to go out to do something, there's no way I could ask him to my HOUSE!\I never learned how to invite people over in my AP classes! response:	I'm home...
context: It's Christmas Eve but you're free, right?\I'm having dinner with my family.\You two go home and spend time with your families.\I can't!\There's no way. No way!\If I couldn't even ask him to go out to do something, there's no way I could ask him to my HOUSE!\I never learned how to invite people over in my AP classes!\I'm home... response:	Hikari, it will be Christmas in two days, so...
context: I'm having dinner with my family.\You two go home and spend time with your families.\I can't!\There's no way. No way!\If I couldn't even ask him to go out to do something, there's no way I could ask him to my HOUSE!\I never learned how to invite people over in my AP classes!\I'm home...\Hikari, it will be Christmas in two days, so... response:	How about you and I have some cake and watch a movie?
context: You two go home and spend time with your families.\I can't!\There's no way. No way!\If I couldn't even ask him to go out to do something, there's no way I could ask him to my HOUSE!\I never learned how to invite people over in my AP classes!\I'm home...\Hikari, it will be Christmas in two days, so...\How about you and I have some cake and watch a movie? response:	Are you going to rent one again?
context: I can't!\There's no way. No way!\If I couldn't even ask him to go out to do something, there's no way I could ask him to my HOUSE!\I never learned how to invite people over in my AP classes!\I'm home...\Hikari, it will be Christmas in two days, so...\How about you and I have some cake and watch a movie?\Are you going to rent one again? response:	Eh?
context: There's no way. No way!\If I couldn't even ask him to go out to do something, there's no way I could ask him to my HOUSE!\I never learned how to invite people over in my AP classes!\I'm home...\Hikari, it will be Christmas in two days, so...\How about you and I have some cake and watch a movie?\Are you going to rent one again?\Eh? response:	Last time, you went out to rent a movie when I was asleep and spent Christmas on your own.
context: If I couldn't even ask him to go out to do something, there's no way I could ask him to my HOUSE!\I never learned how to invite people over in my AP classes!\I'm home...\Hikari, it will be Christmas in two days, so...\How about you and I have some cake and watch a movie?\Are you going to rent one again?\Eh?\Last time, you went out to rent a movie when I was asleep and spent Christmas on your own. response:	N-N-NOOO! SHE SAW MEEE!
context: I never learned how to invite people over in my AP classes!\I'm home...\Hikari, it will be Christmas in two days, so...\How about you and I have some cake and watch a movie?\Are you going to rent one again?\Eh?\Last time, you went out to rent a movie when I was asleep and spent Christmas on your own.\N-N-NOOO! SHE SAW MEEE! response:	Happy...
context: I'm home...\Hikari, it will be Christmas in two days, so...\How about you and I have some cake and watch a movie?\Are you going to rent one again?\Eh?\Last time, you went out to rent a movie when I was asleep and spent Christmas on your own.\N-N-NOOO! SHE SAW MEEE!\Happy... response:	Heartfelt wishes for a good year.
context: Hikari, it will be Christmas in two days, so...\How about you and I have some cake and watch a movie?\Are you going to rent one again?\Eh?\Last time, you went out to rent a movie when I was asleep and spent Christmas on your own.\N-N-NOOO! SHE SAW MEEE!\Happy...\Heartfelt wishes for a good year. response:	Indeed!
context: How about you and I have some cake and watch a movie?\Are you going to rent one again?\Eh?\Last time, you went out to rent a movie when I was asleep and spent Christmas on your own.\N-N-NOOO! SHE SAW MEEE!\Happy...\Heartfelt wishes for a good year.\Indeed! response:	Thanks for inviting us over today.
context: Are you going to rent one again?\Eh?\Last time, you went out to rent a movie when I was asleep and spent Christmas on your own.\N-N-NOOO! SHE SAW MEEE!\Happy...\Heartfelt wishes for a good year.\Indeed!\Thanks for inviting us over today. response:	Your house is amazing, Sylphin. It's the picture of the New Year!
context: Eh?\Last time, you went out to rent a movie when I was asleep and spent Christmas on your own.\N-N-NOOO! SHE SAW MEEE!\Happy...\Heartfelt wishes for a good year.\Indeed!\Thanks for inviting us over today.\Your house is amazing, Sylphin. It's the picture of the New Year! response:	Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa!
context: Last time, you went out to rent a movie when I was asleep and spent Christmas on your own.\N-N-NOOO! SHE SAW MEEE!\Happy...\Heartfelt wishes for a good year.\Indeed!\Thanks for inviting us over today.\Your house is amazing, Sylphin. It's the picture of the New Year!\Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! response:	I like the mood within Japan during the New Year indeed!
context: N-N-NOOO! SHE SAW MEEE!\Happy...\Heartfelt wishes for a good year.\Indeed!\Thanks for inviting us over today.\Your house is amazing, Sylphin. It's the picture of the New Year!\Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa!\I like the mood within Japan during the New Year indeed! response:	Mood?
context: Happy...\Heartfelt wishes for a good year.\Indeed!\Thanks for inviting us over today.\Your house is amazing, Sylphin. It's the picture of the New Year!\Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa!\I like the mood within Japan during the New Year indeed!\Mood? response:	How can I put this?
context: Heartfelt wishes for a good year.\Indeed!\Thanks for inviting us over today.\Your house is amazing, Sylphin. It's the picture of the New Year!\Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa!\I like the mood within Japan during the New Year indeed!\Mood?\How can I put this? response:	The stores are closed, and you can lounge about as much as you like!
context: Indeed!\Thanks for inviting us over today.\Your house is amazing, Sylphin. It's the picture of the New Year!\Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa!\I like the mood within Japan during the New Year indeed!\Mood?\How can I put this?\The stores are closed, and you can lounge about as much as you like! response:	I get that!
context: Thanks for inviting us over today.\Your house is amazing, Sylphin. It's the picture of the New Year!\Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa!\I like the mood within Japan during the New Year indeed!\Mood?\How can I put this?\The stores are closed, and you can lounge about as much as you like!\I get that! response:	Shubatan!
context: Your house is amazing, Sylphin. It's the picture of the New Year!\Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa!\I like the mood within Japan during the New Year indeed!\Mood?\How can I put this?\The stores are closed, and you can lounge about as much as you like!\I get that!\Shubatan! response:	Shuba!
context: Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Yeah! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa! Hyaa!\I like the mood within Japan during the New Year indeed!\Mood?\How can I put this?\The stores are closed, and you can lounge about as much as you like!\I get that!\Shubatan!\Shuba! response:	Sylph, one mustn't lie on one's back while wearing a kimono.
context: I like the mood within Japan during the New Year indeed!\Mood?\How can I put this?\The stores are closed, and you can lounge about as much as you like!\I get that!\Shubatan!\Shuba!\Sylph, one mustn't lie on one's back while wearing a kimono. response:	Shbaaa!
context: Mood?\How can I put this?\The stores are closed, and you can lounge about as much as you like!\I get that!\Shubatan!\Shuba!\Sylph, one mustn't lie on one's back while wearing a kimono.\Shbaaa! response:	Yes, Mother!
context: How can I put this?\The stores are closed, and you can lounge about as much as you like!\I get that!\Shubatan!\Shuba!\Sylph, one mustn't lie on one's back while wearing a kimono.\Shbaaa!\Yes, Mother! response:	I'm sure you're all tired from ringing in the New Year.
context: The stores are closed, and you can lounge about as much as you like!\I get that!\Shubatan!\Shuba!\Sylph, one mustn't lie on one's back while wearing a kimono.\Shbaaa!\Yes, Mother!\I'm sure you're all tired from ringing in the New Year. response:	No, we're fine. More importantly, thank you so much for the kimonos.
context: I get that!\Shubatan!\Shuba!\Sylph, one mustn't lie on one's back while wearing a kimono.\Shbaaa!\Yes, Mother!\I'm sure you're all tired from ringing in the New Year.\No, we're fine. More importantly, thank you so much for the kimonos. response:	Thank you very much.
context: Shubatan!\Shuba!\Sylph, one mustn't lie on one's back while wearing a kimono.\Shbaaa!\Yes, Mother!\I'm sure you're all tired from ringing in the New Year.\No, we're fine. More importantly, thank you so much for the kimonos.\Thank you very much. response:	No, not at all. Now then...
context: Shuba!\Sylph, one mustn't lie on one's back while wearing a kimono.\Shbaaa!\Yes, Mother!\I'm sure you're all tired from ringing in the New Year.\No, we're fine. More importantly, thank you so much for the kimonos.\Thank you very much.\No, not at all. Now then... response:	Go on, please help yourselves.
context: Sylph, one mustn't lie on one's back while wearing a kimono.\Shbaaa!\Yes, Mother!\I'm sure you're all tired from ringing in the New Year.\No, we're fine. More importantly, thank you so much for the kimonos.\Thank you very much.\No, not at all. Now then...\Go on, please help yourselves. response:	Thems were some good vittles...
context: Shbaaa!\Yes, Mother!\I'm sure you're all tired from ringing in the New Year.\No, we're fine. More importantly, thank you so much for the kimonos.\Thank you very much.\No, not at all. Now then...\Go on, please help yourselves.\Thems were some good vittles... response:	This is no time to be lying about, everyone!
context: Yes, Mother!\I'm sure you're all tired from ringing in the New Year.\No, we're fine. More importantly, thank you so much for the kimonos.\Thank you very much.\No, not at all. Now then...\Go on, please help yourselves.\Thems were some good vittles...\This is no time to be lying about, everyone! response:	Sylphin...?
context: I'm sure you're all tired from ringing in the New Year.\No, we're fine. More importantly, thank you so much for the kimonos.\Thank you very much.\No, not at all. Now then...\Go on, please help yourselves.\Thems were some good vittles...\This is no time to be lying about, everyone!\Sylphin...? response:	I've put together various New Years' items so we can all enjoy this day!
context: No, we're fine. More importantly, thank you so much for the kimonos.\Thank you very much.\No, not at all. Now then...\Go on, please help yourselves.\Thems were some good vittles...\This is no time to be lying about, everyone!\Sylphin...?\I've put together various New Years' items so we can all enjoy this day! response:	Note: Well-known board and card games, respectively. Wow! Sugoroku, and Karuta! And kites! You've got so many things.
context: Thank you very much.\No, not at all. Now then...\Go on, please help yourselves.\Thems were some good vittles...\This is no time to be lying about, everyone!\Sylphin...?\I've put together various New Years' items so we can all enjoy this day!\Note: Well-known board and card games, respectively. Wow! Sugoroku, and Karuta! And kites! You've got so many things. response:	Are these well-known?
context: No, not at all. Now then...\Go on, please help yourselves.\Thems were some good vittles...\This is no time to be lying about, everyone!\Sylphin...?\I've put together various New Years' items so we can all enjoy this day!\Note: Well-known board and card games, respectively. Wow! Sugoroku, and Karuta! And kites! You've got so many things.\Are these well-known? response:	You got all these not knowing what they are?
context: Go on, please help yourselves.\Thems were some good vittles...\This is no time to be lying about, everyone!\Sylphin...?\I've put together various New Years' items so we can all enjoy this day!\Note: Well-known board and card games, respectively. Wow! Sugoroku, and Karuta! And kites! You've got so many things.\Are these well-known?\You got all these not knowing what they are? response:	This paddle or what have you is pretty indeed!
context: Thems were some good vittles...\This is no time to be lying about, everyone!\Sylphin...?\I've put together various New Years' items so we can all enjoy this day!\Note: Well-known board and card games, respectively. Wow! Sugoroku, and Karuta! And kites! You've got so many things.\Are these well-known?\You got all these not knowing what they are?\This paddle or what have you is pretty indeed! response:	Note: A traditional paddle game. Hanetsuki! I've never seen it before.
context: This is no time to be lying about, everyone!\Sylphin...?\I've put together various New Years' items so we can all enjoy this day!\Note: Well-known board and card games, respectively. Wow! Sugoroku, and Karuta! And kites! You've got so many things.\Are these well-known?\You got all these not knowing what they are?\This paddle or what have you is pretty indeed!\Note: A traditional paddle game. Hanetsuki! I've never seen it before. response:	This is my first time too! You don't see it too often, do you?
context: Sylphin...?\I've put together various New Years' items so we can all enjoy this day!\Note: Well-known board and card games, respectively. Wow! Sugoroku, and Karuta! And kites! You've got so many things.\Are these well-known?\You got all these not knowing what they are?\This paddle or what have you is pretty indeed!\Note: A traditional paddle game. Hanetsuki! I've never seen it before.\This is my first time too! You don't see it too often, do you? response:	We had it back in my house.
context: I've put together various New Years' items so we can all enjoy this day!\Note: Well-known board and card games, respectively. Wow! Sugoroku, and Karuta! And kites! You've got so many things.\Are these well-known?\You got all these not knowing what they are?\This paddle or what have you is pretty indeed!\Note: A traditional paddle game. Hanetsuki! I've never seen it before.\This is my first time too! You don't see it too often, do you?\We had it back in my house. response:	How do you play it? I want to try it, indeed!
context: Note: Well-known board and card games, respectively. Wow! Sugoroku, and Karuta! And kites! You've got so many things.\Are these well-known?\You got all these not knowing what they are?\This paddle or what have you is pretty indeed!\Note: A traditional paddle game. Hanetsuki! I've never seen it before.\This is my first time too! You don't see it too often, do you?\We had it back in my house.\How do you play it? I want to try it, indeed! response:	Oh, I see. So, basically, it's tennis. I understand completely!
