context: Memorial Corner Aina Sakurai response:	Wow, this girl died.
context: Aina!\Impossible!\The accelerator cannon was deflected?\Sure...\I understand, Aina!\Evasive!\There's no time!\No response from Commodore Manninger. response:	This makes four people.
context: Impossible!\The accelerator cannon was deflected?\Sure...\I understand, Aina!\Evasive!\There's no time!\No response from Commodore Manninger.\This makes four people. response:	Did they manage to reproduce them?
context: The accelerator cannon was deflected?\Sure...\I understand, Aina!\Evasive!\There's no time!\No response from Commodore Manninger.\This makes four people.\Did they manage to reproduce them? response:	I knew it, I didn't mishear him!
context: Sure...\I understand, Aina!\Evasive!\There's no time!\No response from Commodore Manninger.\This makes four people.\Did they manage to reproduce them?\I knew it, I didn't mishear him! response:	Order all forces to withdraw.
context: I understand, Aina!\Evasive!\There's no time!\No response from Commodore Manninger.\This makes four people.\Did they manage to reproduce them?\I knew it, I didn't mishear him!\Order all forces to withdraw. response:	This operation is over.
context: Evasive!\There's no time!\No response from Commodore Manninger.\This makes four people.\Did they manage to reproduce them?\I knew it, I didn't mishear him!\Order all forces to withdraw.\This operation is over. response:	Thank you, Inuzuka-senpai!
context: There's no time!\No response from Commodore Manninger.\This makes four people.\Did they manage to reproduce them?\I knew it, I didn't mishear him!\Order all forces to withdraw.\This operation is over.\Thank you, Inuzuka-senpai! response:	Let me ride with you next time!
context: No response from Commodore Manninger.\This makes four people.\Did they manage to reproduce them?\I knew it, I didn't mishear him!\Order all forces to withdraw.\This operation is over.\Thank you, Inuzuka-senpai!\Let me ride with you next time! response:	Hey, I saw you out there, Inuzuka!
context: This makes four people.\Did they manage to reproduce them?\I knew it, I didn't mishear him!\Order all forces to withdraw.\This operation is over.\Thank you, Inuzuka-senpai!\Let me ride with you next time!\Hey, I saw you out there, Inuzuka! response:	Weren't you scared?
context: Did they manage to reproduce them?\I knew it, I didn't mishear him!\Order all forces to withdraw.\This operation is over.\Thank you, Inuzuka-senpai!\Let me ride with you next time!\Hey, I saw you out there, Inuzuka!\Weren't you scared? response:	We can count on you, Senpai!
context: I knew it, I didn't mishear him!\Order all forces to withdraw.\This operation is over.\Thank you, Inuzuka-senpai!\Let me ride with you next time!\Hey, I saw you out there, Inuzuka!\Weren't you scared?\We can count on you, Senpai! response:	Way to go, Thunder!
context: Order all forces to withdraw.\This operation is over.\Thank you, Inuzuka-senpai!\Let me ride with you next time!\Hey, I saw you out there, Inuzuka!\Weren't you scared?\We can count on you, Senpai!\Way to go, Thunder! response:	I was wrong about you!
context: This operation is over.\Thank you, Inuzuka-senpai!\Let me ride with you next time!\Hey, I saw you out there, Inuzuka!\Weren't you scared?\We can count on you, Senpai!\Way to go, Thunder!\I was wrong about you! response:	That's our Thunder!
context: Thank you, Inuzuka-senpai!\Let me ride with you next time!\Hey, I saw you out there, Inuzuka!\Weren't you scared?\We can count on you, Senpai!\Way to go, Thunder!\I was wrong about you!\That's our Thunder! response:	You were awesome!
context: Let me ride with you next time!\Hey, I saw you out there, Inuzuka!\Weren't you scared?\We can count on you, Senpai!\Way to go, Thunder!\I was wrong about you!\That's our Thunder!\You were awesome! response:	Got anything to say to me? I piloted it.
context: Hey, I saw you out there, Inuzuka!\Weren't you scared?\We can count on you, Senpai!\Way to go, Thunder!\I was wrong about you!\That's our Thunder!\You were awesome!\Got anything to say to me? I piloted it. response:	Escaping from solitary counts as a jailbreak.
context: Weren't you scared?\We can count on you, Senpai!\Way to go, Thunder!\I was wrong about you!\That's our Thunder!\You were awesome!\Got anything to say to me? I piloted it.\Escaping from solitary counts as a jailbreak. response:	You're in for another week.
context: We can count on you, Senpai!\Way to go, Thunder!\I was wrong about you!\That's our Thunder!\You were awesome!\Got anything to say to me? I piloted it.\Escaping from solitary counts as a jailbreak.\You're in for another week. response:	You Not even a freaking Thank you?!
context: Way to go, Thunder!\I was wrong about you!\That's our Thunder!\You were awesome!\Got anything to say to me? I piloted it.\Escaping from solitary counts as a jailbreak.\You're in for another week.\You Not even a freaking Thank you?! response:	I'm surprised.
context: I was wrong about you!\That's our Thunder!\You were awesome!\Got anything to say to me? I piloted it.\Escaping from solitary counts as a jailbreak.\You're in for another week.\You Not even a freaking Thank you?!\I'm surprised. response:	I never expected to see you in one of these.
context: That's our Thunder!\You were awesome!\Got anything to say to me? I piloted it.\Escaping from solitary counts as a jailbreak.\You're in for another week.\You Not even a freaking Thank you?!\I'm surprised.\I never expected to see you in one of these. response:	What, it's out of character?
context: You were awesome!\Got anything to say to me? I piloted it.\Escaping from solitary counts as a jailbreak.\You're in for another week.\You Not even a freaking Thank you?!\I'm surprised.\I never expected to see you in one of these.\What, it's out of character? response:	Nope! It's exactly like you.
context: Got anything to say to me? I piloted it.\Escaping from solitary counts as a jailbreak.\You're in for another week.\You Not even a freaking Thank you?!\I'm surprised.\I never expected to see you in one of these.\What, it's out of character?\Nope! It's exactly like you. response:	L-elf!
context: Escaping from solitary counts as a jailbreak.\You're in for another week.\You Not even a freaking Thank you?!\I'm surprised.\I never expected to see you in one of these.\What, it's out of character?\Nope! It's exactly like you.\L-elf! response:	Haruto?
context: You're in for another week.\You Not even a freaking Thank you?!\I'm surprised.\I never expected to see you in one of these.\What, it's out of character?\Nope! It's exactly like you.\L-elf!\Haruto? response:	L-elf! What about our promise?!
context: You Not even a freaking Thank you?!\I'm surprised.\I never expected to see you in one of these.\What, it's out of character?\Nope! It's exactly like you.\L-elf!\Haruto?\L-elf! What about our promise?! response:	These two decided on their own to get in.
context: I'm surprised.\I never expected to see you in one of these.\What, it's out of character?\Nope! It's exactly like you.\L-elf!\Haruto?\L-elf! What about our promise?!\These two decided on their own to get in. response:	What could I have done?
context: I never expected to see you in one of these.\What, it's out of character?\Nope! It's exactly like you.\L-elf!\Haruto?\L-elf! What about our promise?!\These two decided on their own to get in.\What could I have done? response:	That's a load of bull!
context: What, it's out of character?\Nope! It's exactly like you.\L-elf!\Haruto?\L-elf! What about our promise?!\These two decided on their own to get in.\What could I have done?\That's a load of bull! response:	You should have been able to tell that those first enemies were decoys!
context: Nope! It's exactly like you.\L-elf!\Haruto?\L-elf! What about our promise?!\These two decided on their own to get in.\What could I have done?\That's a load of bull!\You should have been able to tell that those first enemies were decoys! response:	You give me too much credit.
context: L-elf!\Haruto?\L-elf! What about our promise?!\These two decided on their own to get in.\What could I have done?\That's a load of bull!\You should have been able to tell that those first enemies were decoys!\You give me too much credit. response:	Cut it out.
context: Haruto?\L-elf! What about our promise?!\These two decided on their own to get in.\What could I have done?\That's a load of bull!\You should have been able to tell that those first enemies were decoys!\You give me too much credit.\Cut it out. response:	Senpai!
context: L-elf! What about our promise?!\These two decided on their own to get in.\What could I have done?\That's a load of bull!\You should have been able to tell that those first enemies were decoys!\You give me too much credit.\Cut it out.\Senpai! response:	This is for the best.
context: These two decided on their own to get in.\What could I have done?\That's a load of bull!\You should have been able to tell that those first enemies were decoys!\You give me too much credit.\Cut it out.\Senpai!\This is for the best. response:	Haruto, from now on, let us fight alongside you.
context: What could I have done?\That's a load of bull!\You should have been able to tell that those first enemies were decoys!\You give me too much credit.\Cut it out.\Senpai!\This is for the best.\Haruto, from now on, let us fight alongside you. response:	But...!
context: That's a load of bull!\You should have been able to tell that those first enemies were decoys!\You give me too much credit.\Cut it out.\Senpai!\This is for the best.\Haruto, from now on, let us fight alongside you.\But...! response:	I got dumped. Clearly.
context: You should have been able to tell that those first enemies were decoys!\You give me too much credit.\Cut it out.\Senpai!\This is for the best.\Haruto, from now on, let us fight alongside you.\But...!\I got dumped. Clearly. response:	Aina told me not to come join her.
context: You give me too much credit.\Cut it out.\Senpai!\This is for the best.\Haruto, from now on, let us fight alongside you.\But...!\I got dumped. Clearly.\Aina told me not to come join her. response:	It isn't working?
context: Cut it out.\Senpai!\This is for the best.\Haruto, from now on, let us fight alongside you.\But...!\I got dumped. Clearly.\Aina told me not to come join her.\It isn't working? response:	Even though it has an official number designation?
context: Senpai!\This is for the best.\Haruto, from now on, let us fight alongside you.\But...!\I got dumped. Clearly.\Aina told me not to come join her.\It isn't working?\Even though it has an official number designation? response:	Takumi Kibukawa. ID number JS27-9154277.
context: This is for the best.\Haruto, from now on, let us fight alongside you.\But...!\I got dumped. Clearly.\Aina told me not to come join her.\It isn't working?\Even though it has an official number designation?\Takumi Kibukawa. ID number JS27-9154277. response:	Master Fellow attached to the JIOR Army 4 Research Institute.
context: Haruto, from now on, let us fight alongside you.\But...!\I got dumped. Clearly.\Aina told me not to come join her.\It isn't working?\Even though it has an official number designation?\Takumi Kibukawa. ID number JS27-9154277.\Master Fellow attached to the JIOR Army 4 Research Institute. response:	Aside from Rion Nanami, all the teachers were in the JIOR military.
context: But...!\I got dumped. Clearly.\Aina told me not to come join her.\It isn't working?\Even though it has an official number designation?\Takumi Kibukawa. ID number JS27-9154277.\Master Fellow attached to the JIOR Army 4 Research Institute.\Aside from Rion Nanami, all the teachers were in the JIOR military. response:	Why was that?
context: I got dumped. Clearly.\Aina told me not to come join her.\It isn't working?\Even though it has an official number designation?\Takumi Kibukawa. ID number JS27-9154277.\Master Fellow attached to the JIOR Army 4 Research Institute.\Aside from Rion Nanami, all the teachers were in the JIOR military.\Why was that? response:	Not just the teachers.
context: Aina told me not to come join her.\It isn't working?\Even though it has an official number designation?\Takumi Kibukawa. ID number JS27-9154277.\Master Fellow attached to the JIOR Army 4 Research Institute.\Aside from Rion Nanami, all the teachers were in the JIOR military.\Why was that?\Not just the teachers. response:	The city residents, the dock workers, we were all military personnel.
context: It isn't working?\Even though it has an official number designation?\Takumi Kibukawa. ID number JS27-9154277.\Master Fellow attached to the JIOR Army 4 Research Institute.\Aside from Rion Nanami, all the teachers were in the JIOR military.\Why was that?\Not just the teachers.\The city residents, the dock workers, we were all military personnel. response:	Come again?
context: Even though it has an official number designation?\Takumi Kibukawa. ID number JS27-9154277.\Master Fellow attached to the JIOR Army 4 Research Institute.\Aside from Rion Nanami, all the teachers were in the JIOR military.\Why was that?\Not just the teachers.\The city residents, the dock workers, we were all military personnel.\Come again? response:	Dude, these are awesome!
context: Takumi Kibukawa. ID number JS27-9154277.\Master Fellow attached to the JIOR Army 4 Research Institute.\Aside from Rion Nanami, all the teachers were in the JIOR military.\Why was that?\Not just the teachers.\The city residents, the dock workers, we were all military personnel.\Come again?\Dude, these are awesome! response:	Okay, let's make these our local specialty!
context: Master Fellow attached to the JIOR Army 4 Research Institute.\Aside from Rion Nanami, all the teachers were in the JIOR military.\Why was that?\Not just the teachers.\The city residents, the dock workers, we were all military personnel.\Come again?\Dude, these are awesome!\Okay, let's make these our local specialty! response:	When we get to the Moon, we'll get a ton of tourists!
context: Aside from Rion Nanami, all the teachers were in the JIOR military.\Why was that?\Not just the teachers.\The city residents, the dock workers, we were all military personnel.\Come again?\Dude, these are awesome!\Okay, let's make these our local specialty!\When we get to the Moon, we'll get a ton of tourists! response:	These things will sell like crazy
context: Why was that?\Not just the teachers.\The city residents, the dock workers, we were all military personnel.\Come again?\Dude, these are awesome!\Okay, let's make these our local specialty!\When we get to the Moon, we'll get a ton of tourists!\These things will sell like crazy response:	We'd better register a trademark, too!
context: Not just the teachers.\The city residents, the dock workers, we were all military personnel.\Come again?\Dude, these are awesome!\Okay, let's make these our local specialty!\When we get to the Moon, we'll get a ton of tourists!\These things will sell like crazy\We'd better register a trademark, too! response:	I'm saying that Module 77, even the students...
context: The city residents, the dock workers, we were all military personnel.\Come again?\Dude, these are awesome!\Okay, let's make these our local specialty!\When we get to the Moon, we'll get a ton of tourists!\These things will sell like crazy\We'd better register a trademark, too!\I'm saying that Module 77, even the students... response:	all of it was created for the Valvraves.
context: Come again?\Dude, these are awesome!\Okay, let's make these our local specialty!\When we get to the Moon, we'll get a ton of tourists!\These things will sell like crazy\We'd better register a trademark, too!\I'm saying that Module 77, even the students...\all of it was created for the Valvraves. response:	Next time, episode 10, Campaign Promise of Love.
context: Dude, these are awesome!\Okay, let's make these our local specialty!\When we get to the Moon, we'll get a ton of tourists!\These things will sell like crazy\We'd better register a trademark, too!\I'm saying that Module 77, even the students...\all of it was created for the Valvraves.\Next time, episode 10, Campaign Promise of Love. response:	Valvrave the Liberator...
context: Okay, let's make these our local specialty!\When we get to the Moon, we'll get a ton of tourists!\These things will sell like crazy\We'd better register a trademark, too!\I'm saying that Module 77, even the students...\all of it was created for the Valvraves.\Next time, episode 10, Campaign Promise of Love.\Valvrave the Liberator... response:	The system that will expose the truth of the world.
