context: Good grief. Why did you completely burn our ingredients? response:	Well, my apologies.
context: Oh, I bet you wanted to join in, too, right, Miss Kobayashi?\Jeez, you're not very honest.\I'd die!\It's fun to move around in a human body.\I thought your strength was gone, Kanna-chan?\The source of my power is electricity.\So it returned after I recharged.\Are you made of lithium? response:	If we're playing around, keep it to human standards.
context: Jeez, you're not very honest.\I'd die!\It's fun to move around in a human body.\I thought your strength was gone, Kanna-chan?\The source of my power is electricity.\So it returned after I recharged.\Are you made of lithium?\If we're playing around, keep it to human standards. response:	Huh? We were at human standards, though?
context: I'd die!\It's fun to move around in a human body.\I thought your strength was gone, Kanna-chan?\The source of my power is electricity.\So it returned after I recharged.\Are you made of lithium?\If we're playing around, keep it to human standards.\Huh? We were at human standards, though? response:	Huh?
context: It's fun to move around in a human body.\I thought your strength was gone, Kanna-chan?\The source of my power is electricity.\So it returned after I recharged.\Are you made of lithium?\If we're playing around, keep it to human standards.\Huh? We were at human standards, though?\Huh? response:	Huh?
context: I thought your strength was gone, Kanna-chan?\The source of my power is electricity.\So it returned after I recharged.\Are you made of lithium?\If we're playing around, keep it to human standards.\Huh? We were at human standards, though?\Huh?\Huh? response:	In our world there are plenty of humans capable of doing that.
context: The source of my power is electricity.\So it returned after I recharged.\Are you made of lithium?\If we're playing around, keep it to human standards.\Huh? We were at human standards, though?\Huh?\Huh?\In our world there are plenty of humans capable of doing that. response:	There's very few, in fact none, who can here.
context: So it returned after I recharged.\Are you made of lithium?\If we're playing around, keep it to human standards.\Huh? We were at human standards, though?\Huh?\Huh?\In our world there are plenty of humans capable of doing that.\There's very few, in fact none, who can here. response:	No, I saw some on TV the other day.
context: Are you made of lithium?\If we're playing around, keep it to human standards.\Huh? We were at human standards, though?\Huh?\Huh?\In our world there are plenty of humans capable of doing that.\There's very few, in fact none, who can here.\No, I saw some on TV the other day. response:	That's fiction, it wasn't reality.
context: If we're playing around, keep it to human standards.\Huh? We were at human standards, though?\Huh?\Huh?\In our world there are plenty of humans capable of doing that.\There's very few, in fact none, who can here.\No, I saw some on TV the other day.\That's fiction, it wasn't reality. response:	Oh, sorry, for crushing your dreams.
context: Huh? We were at human standards, though?\Huh?\Huh?\In our world there are plenty of humans capable of doing that.\There's very few, in fact none, who can here.\No, I saw some on TV the other day.\That's fiction, it wasn't reality.\Oh, sorry, for crushing your dreams. response:	Whatever.
context: Huh?\Huh?\In our world there are plenty of humans capable of doing that.\There's very few, in fact none, who can here.\No, I saw some on TV the other day.\That's fiction, it wasn't reality.\Oh, sorry, for crushing your dreams.\Whatever. response:	I'll be sleeping over here.
context: Huh?\In our world there are plenty of humans capable of doing that.\There's very few, in fact none, who can here.\No, I saw some on TV the other day.\That's fiction, it wasn't reality.\Oh, sorry, for crushing your dreams.\Whatever.\I'll be sleeping over here. response:	Keep your playing around to my level.
context: In our world there are plenty of humans capable of doing that.\There's very few, in fact none, who can here.\No, I saw some on TV the other day.\That's fiction, it wasn't reality.\Oh, sorry, for crushing your dreams.\Whatever.\I'll be sleeping over here.\Keep your playing around to my level. response:	Yes.
context: There's very few, in fact none, who can here.\No, I saw some on TV the other day.\That's fiction, it wasn't reality.\Oh, sorry, for crushing your dreams.\Whatever.\I'll be sleeping over here.\Keep your playing around to my level.\Yes. response:	So there you have it, Kanna.
context: No, I saw some on TV the other day.\That's fiction, it wasn't reality.\Oh, sorry, for crushing your dreams.\Whatever.\I'll be sleeping over here.\Keep your playing around to my level.\Yes.\So there you have it, Kanna. response:	First, let's try to recall how Miss Kobayashi usually acts.
context: That's fiction, it wasn't reality.\Oh, sorry, for crushing your dreams.\Whatever.\I'll be sleeping over here.\Keep your playing around to my level.\Yes.\So there you have it, Kanna.\First, let's try to recall how Miss Kobayashi usually acts. response:	Yeah!
context: Oh, sorry, for crushing your dreams.\Whatever.\I'll be sleeping over here.\Keep your playing around to my level.\Yes.\So there you have it, Kanna.\First, let's try to recall how Miss Kobayashi usually acts.\Yeah! response:	The power of dragons...
context: Whatever.\I'll be sleeping over here.\Keep your playing around to my level.\Yes.\So there you have it, Kanna.\First, let's try to recall how Miss Kobayashi usually acts.\Yeah!\The power of dragons... response:	I've seen it a few times now, but it's still terrifying.
context: I'll be sleeping over here.\Keep your playing around to my level.\Yes.\So there you have it, Kanna.\First, let's try to recall how Miss Kobayashi usually acts.\Yeah!\The power of dragons...\I've seen it a few times now, but it's still terrifying. response:	If they felt like it, our world would be...
context: Keep your playing around to my level.\Yes.\So there you have it, Kanna.\First, let's try to recall how Miss Kobayashi usually acts.\Yeah!\The power of dragons...\I've seen it a few times now, but it's still terrifying.\If they felt like it, our world would be... response:	My lower back! My lower back!
context: Yes.\So there you have it, Kanna.\First, let's try to recall how Miss Kobayashi usually acts.\Yeah!\The power of dragons...\I've seen it a few times now, but it's still terrifying.\If they felt like it, our world would be...\My lower back! My lower back! response:	I'm tired! I'm dying!
context: So there you have it, Kanna.\First, let's try to recall how Miss Kobayashi usually acts.\Yeah!\The power of dragons...\I've seen it a few times now, but it's still terrifying.\If they felt like it, our world would be...\My lower back! My lower back!\I'm tired! I'm dying! response:	Ah, never.
context: First, let's try to recall how Miss Kobayashi usually acts.\Yeah!\The power of dragons...\I've seen it a few times now, but it's still terrifying.\If they felt like it, our world would be...\My lower back! My lower back!\I'm tired! I'm dying!\Ah, never. response:	They'd never destroy our world.
context: Yeah!\The power of dragons...\I've seen it a few times now, but it's still terrifying.\If they felt like it, our world would be...\My lower back! My lower back!\I'm tired! I'm dying!\Ah, never.\They'd never destroy our world. response:	And that exhausted behavior is totally me, yeah.
context: The power of dragons...\I've seen it a few times now, but it's still terrifying.\If they felt like it, our world would be...\My lower back! My lower back!\I'm tired! I'm dying!\Ah, never.\They'd never destroy our world.\And that exhausted behavior is totally me, yeah. response:	Ah, that was fun.
context: I've seen it a few times now, but it's still terrifying.\If they felt like it, our world would be...\My lower back! My lower back!\I'm tired! I'm dying!\Ah, never.\They'd never destroy our world.\And that exhausted behavior is totally me, yeah.\Ah, that was fun. response:	Was it?
context: If they felt like it, our world would be...\My lower back! My lower back!\I'm tired! I'm dying!\Ah, never.\They'd never destroy our world.\And that exhausted behavior is totally me, yeah.\Ah, that was fun.\Was it? response:	I guess you really didn't want to play, Miss Kobayashi.
context: My lower back! My lower back!\I'm tired! I'm dying!\Ah, never.\They'd never destroy our world.\And that exhausted behavior is totally me, yeah.\Ah, that was fun.\Was it?\I guess you really didn't want to play, Miss Kobayashi. response:	Hmm...
context: I'm tired! I'm dying!\Ah, never.\They'd never destroy our world.\And that exhausted behavior is totally me, yeah.\Ah, that was fun.\Was it?\I guess you really didn't want to play, Miss Kobayashi.\Hmm... response:	Guess we can play shiritori.
context: Ah, never.\They'd never destroy our world.\And that exhausted behavior is totally me, yeah.\Ah, that was fun.\Was it?\I guess you really didn't want to play, Miss Kobayashi.\Hmm...\Guess we can play shiritori. response:	Apple ( ringo ).
context: They'd never destroy our world.\And that exhausted behavior is totally me, yeah.\Ah, that was fun.\Was it?\I guess you really didn't want to play, Miss Kobayashi.\Hmm...\Guess we can play shiritori.\Apple ( ringo ). response:	Gorilla ( gorira ).
context: And that exhausted behavior is totally me, yeah.\Ah, that was fun.\Was it?\I guess you really didn't want to play, Miss Kobayashi.\Hmm...\Guess we can play shiritori.\Apple ( ringo ).\Gorilla ( gorira ). response:	Trumpet ( rappa ).
context: Ah, that was fun.\Was it?\I guess you really didn't want to play, Miss Kobayashi.\Hmm...\Guess we can play shiritori.\Apple ( ringo ).\Gorilla ( gorira ).\Trumpet ( rappa ). response:	Parachute ( parashuuto ).
context: Was it?\I guess you really didn't want to play, Miss Kobayashi.\Hmm...\Guess we can play shiritori.\Apple ( ringo ).\Gorilla ( gorira ).\Trumpet ( rappa ).\Parachute ( parashuuto ). response:	Tornado ( toruneedo ).
context: I guess you really didn't want to play, Miss Kobayashi.\Hmm...\Guess we can play shiritori.\Apple ( ringo ).\Gorilla ( gorira ).\Trumpet ( rappa ).\Parachute ( parashuuto ).\Tornado ( toruneedo ). response:	Do, do... hmm...
context: Hmm...\Guess we can play shiritori.\Apple ( ringo ).\Gorilla ( gorira ).\Trumpet ( rappa ).\Parachute ( parashuuto ).\Tornado ( toruneedo ).\Do, do... hmm... response:	Oh, dragon ( doragon )!
context: Guess we can play shiritori.\Apple ( ringo ).\Gorilla ( gorira ).\Trumpet ( rappa ).\Parachute ( parashuuto ).\Tornado ( toruneedo ).\Do, do... hmm...\Oh, dragon ( doragon )! response:	Okay, you lose.
context: Apple ( ringo ).\Gorilla ( gorira ).\Trumpet ( rappa ).\Parachute ( parashuuto ).\Tornado ( toruneedo ).\Do, do... hmm...\Oh, dragon ( doragon )!\Okay, you lose. response:	Ah.
context: Gorilla ( gorira ).\Trumpet ( rappa ).\Parachute ( parashuuto ).\Tornado ( toruneedo ).\Do, do... hmm...\Oh, dragon ( doragon )!\Okay, you lose.\Ah. response:	You only left my tail-meat behind again!
context: Trumpet ( rappa ).\Parachute ( parashuuto ).\Tornado ( toruneedo ).\Do, do... hmm...\Oh, dragon ( doragon )!\Okay, you lose.\Ah.\You only left my tail-meat behind again! response:	I told you I can't.
context: Parachute ( parashuuto ).\Tornado ( toruneedo ).\Do, do... hmm...\Oh, dragon ( doragon )!\Okay, you lose.\Ah.\You only left my tail-meat behind again!\I told you I can't. response:	Though if you turned it into ground meat, I probably wouldn't notice.
context: Tornado ( toruneedo ).\Do, do... hmm...\Oh, dragon ( doragon )!\Okay, you lose.\Ah.\You only left my tail-meat behind again!\I told you I can't.\Though if you turned it into ground meat, I probably wouldn't notice. response:	But then you wouldn't know it's my meat, would you?!
context: Do, do... hmm...\Oh, dragon ( doragon )!\Okay, you lose.\Ah.\You only left my tail-meat behind again!\I told you I can't.\Though if you turned it into ground meat, I probably wouldn't notice.\But then you wouldn't know it's my meat, would you?! response:	You want to emphasize that?
context: Oh, dragon ( doragon )!\Okay, you lose.\Ah.\You only left my tail-meat behind again!\I told you I can't.\Though if you turned it into ground meat, I probably wouldn't notice.\But then you wouldn't know it's my meat, would you?!\You want to emphasize that? response:	Hmm?
context: Okay, you lose.\Ah.\You only left my tail-meat behind again!\I told you I can't.\Though if you turned it into ground meat, I probably wouldn't notice.\But then you wouldn't know it's my meat, would you?!\You want to emphasize that?\Hmm? response:	The Crane Repays a Debt
context: Ah.\You only left my tail-meat behind again!\I told you I can't.\Though if you turned it into ground meat, I probably wouldn't notice.\But then you wouldn't know it's my meat, would you?!\You want to emphasize that?\Hmm?\The Crane Repays a Debt response:	Miss Kobayashi, please don't peek into the kitchen until I call for you.
context: You only left my tail-meat behind again!\I told you I can't.\Though if you turned it into ground meat, I probably wouldn't notice.\But then you wouldn't know it's my meat, would you?!\You want to emphasize that?\Hmm?\The Crane Repays a Debt\Miss Kobayashi, please don't peek into the kitchen until I call for you. response:	The Crane Repays a Debt
context: I told you I can't.\Though if you turned it into ground meat, I probably wouldn't notice.\But then you wouldn't know it's my meat, would you?!\You want to emphasize that?\Hmm?\The Crane Repays a Debt\Miss Kobayashi, please don't peek into the kitchen until I call for you.\The Crane Repays a Debt response:	Now, then.
context: Though if you turned it into ground meat, I probably wouldn't notice.\But then you wouldn't know it's my meat, would you?!\You want to emphasize that?\Hmm?\The Crane Repays a Debt\Miss Kobayashi, please don't peek into the kitchen until I call for you.\The Crane Repays a Debt\Now, then. response:	That was fast!
context: But then you wouldn't know it's my meat, would you?!\You want to emphasize that?\Hmm?\The Crane Repays a Debt\Miss Kobayashi, please don't peek into the kitchen until I call for you.\The Crane Repays a Debt\Now, then.\That was fast! response:	I don't need grilled tail.
context: You want to emphasize that?\Hmm?\The Crane Repays a Debt\Miss Kobayashi, please don't peek into the kitchen until I call for you.\The Crane Repays a Debt\Now, then.\That was fast!\I don't need grilled tail. response:	Wha?!
context: Hmm?\The Crane Repays a Debt\Miss Kobayashi, please don't peek into the kitchen until I call for you.\The Crane Repays a Debt\Now, then.\That was fast!\I don't need grilled tail.\Wha?! response:	Kobayashi, where are you going?
context: The Crane Repays a Debt\Miss Kobayashi, please don't peek into the kitchen until I call for you.\The Crane Repays a Debt\Now, then.\That was fast!\I don't need grilled tail.\Wha?!\Kobayashi, where are you going? response:	Hmm? To work.
context: Miss Kobayashi, please don't peek into the kitchen until I call for you.\The Crane Repays a Debt\Now, then.\That was fast!\I don't need grilled tail.\Wha?!\Kobayashi, where are you going?\Hmm? To work. response:	I'll go, too!
context: The Crane Repays a Debt\Now, then.\That was fast!\I don't need grilled tail.\Wha?!\Kobayashi, where are you going?\Hmm? To work.\I'll go, too! response:	Kanna, you have things to do with me today, don't you?
context: Now, then.\That was fast!\I don't need grilled tail.\Wha?!\Kobayashi, where are you going?\Hmm? To work.\I'll go, too!\Kanna, you have things to do with me today, don't you? response:	Things to do?
context: That was fast!\I don't need grilled tail.\Wha?!\Kobayashi, where are you going?\Hmm? To work.\I'll go, too!\Kanna, you have things to do with me today, don't you?\Things to do? response:	Kanna hasn't been in this world very long, so...
context: I don't need grilled tail.\Wha?!\Kobayashi, where are you going?\Hmm? To work.\I'll go, too!\Kanna, you have things to do with me today, don't you?\Things to do?\Kanna hasn't been in this world very long, so... response:	I thought I'd teach her a few things.
context: Wha?!\Kobayashi, where are you going?\Hmm? To work.\I'll go, too!\Kanna, you have things to do with me today, don't you?\Things to do?\Kanna hasn't been in this world very long, so...\I thought I'd teach her a few things. response:	Huh? You will?
context: Kobayashi, where are you going?\Hmm? To work.\I'll go, too!\Kanna, you have things to do with me today, don't you?\Things to do?\Kanna hasn't been in this world very long, so...\I thought I'd teach her a few things.\Huh? You will? response:	No! I want to go with Kobayashi!
context: Hmm? To work.\I'll go, too!\Kanna, you have things to do with me today, don't you?\Things to do?\Kanna hasn't been in this world very long, so...\I thought I'd teach her a few things.\Huh? You will?\No! I want to go with Kobayashi! response:	She's suddenly attached to me.
context: I'll go, too!\Kanna, you have things to do with me today, don't you?\Things to do?\Kanna hasn't been in this world very long, so...\I thought I'd teach her a few things.\Huh? You will?\No! I want to go with Kobayashi!\She's suddenly attached to me. response:	If you keep being selfish, I'll break you.
context: Kanna, you have things to do with me today, don't you?\Things to do?\Kanna hasn't been in this world very long, so...\I thought I'd teach her a few things.\Huh? You will?\No! I want to go with Kobayashi!\She's suddenly attached to me.\If you keep being selfish, I'll break you. response:	I'm off!
context: Things to do?\Kanna hasn't been in this world very long, so...\I thought I'd teach her a few things.\Huh? You will?\No! I want to go with Kobayashi!\She's suddenly attached to me.\If you keep being selfish, I'll break you.\I'm off! response:	Have a safe trip!
context: Kanna hasn't been in this world very long, so...\I thought I'd teach her a few things.\Huh? You will?\No! I want to go with Kobayashi!\She's suddenly attached to me.\If you keep being selfish, I'll break you.\I'm off!\Have a safe trip! response:	Now then, Kanna, we're going to have you learn the commonsense of this society.
context: I thought I'd teach her a few things.\Huh? You will?\No! I want to go with Kobayashi!\She's suddenly attached to me.\If you keep being selfish, I'll break you.\I'm off!\Have a safe trip!\Now then, Kanna, we're going to have you learn the commonsense of this society. response:	Commonsense of this society?
context: Huh? You will?\No! I want to go with Kobayashi!\She's suddenly attached to me.\If you keep being selfish, I'll break you.\I'm off!\Have a safe trip!\Now then, Kanna, we're going to have you learn the commonsense of this society.\Commonsense of this society? response:	First, you should learn what you must not do.
context: No! I want to go with Kobayashi!\She's suddenly attached to me.\If you keep being selfish, I'll break you.\I'm off!\Have a safe trip!\Now then, Kanna, we're going to have you learn the commonsense of this society.\Commonsense of this society?\First, you should learn what you must not do. response:	Oh!
context: She's suddenly attached to me.\If you keep being selfish, I'll break you.\I'm off!\Have a safe trip!\Now then, Kanna, we're going to have you learn the commonsense of this society.\Commonsense of this society?\First, you should learn what you must not do.\Oh! response:	First, you must honor traffic lights!
context: If you keep being selfish, I'll break you.\I'm off!\Have a safe trip!\Now then, Kanna, we're going to have you learn the commonsense of this society.\Commonsense of this society?\First, you should learn what you must not do.\Oh!\First, you must honor traffic lights! response:	Otherwise, you'll be hit by a car.
context: I'm off!\Have a safe trip!\Now then, Kanna, we're going to have you learn the commonsense of this society.\Commonsense of this society?\First, you should learn what you must not do.\Oh!\First, you must honor traffic lights!\Otherwise, you'll be hit by a car. response:	That's what those iron boxes are called?
context: Have a safe trip!\Now then, Kanna, we're going to have you learn the commonsense of this society.\Commonsense of this society?\First, you should learn what you must not do.\Oh!\First, you must honor traffic lights!\Otherwise, you'll be hit by a car.\That's what those iron boxes are called? response:	Lady Tohru, you're smart!
context: Now then, Kanna, we're going to have you learn the commonsense of this society.\Commonsense of this society?\First, you should learn what you must not do.\Oh!\First, you must honor traffic lights!\Otherwise, you'll be hit by a car.\That's what those iron boxes are called?\Lady Tohru, you're smart! response:	How do they move?
context: Commonsense of this society?\First, you should learn what you must not do.\Oh!\First, you must honor traffic lights!\Otherwise, you'll be hit by a car.\That's what those iron boxes are called?\Lady Tohru, you're smart!\How do they move? response:	Probably with magic.
context: First, you should learn what you must not do.\Oh!\First, you must honor traffic lights!\Otherwise, you'll be hit by a car.\That's what those iron boxes are called?\Lady Tohru, you're smart!\How do they move?\Probably with magic. response:	Apparently you need a device called a license for them.
context: Oh!\First, you must honor traffic lights!\Otherwise, you'll be hit by a car.\That's what those iron boxes are called?\Lady Tohru, you're smart!\How do they move?\Probably with magic.\Apparently you need a device called a license for them. response:	Does Kobayashi possess a license?
context: First, you must honor traffic lights!\Otherwise, you'll be hit by a car.\That's what those iron boxes are called?\Lady Tohru, you're smart!\How do they move?\Probably with magic.\Apparently you need a device called a license for them.\Does Kobayashi possess a license? response:	I'd love to try riding in a car!
context: Otherwise, you'll be hit by a car.\That's what those iron boxes are called?\Lady Tohru, you're smart!\How do they move?\Probably with magic.\Apparently you need a device called a license for them.\Does Kobayashi possess a license?\I'd love to try riding in a car! response:	She seems to possess a license, but she doesn't have a car.
context: That's what those iron boxes are called?\Lady Tohru, you're smart!\How do they move?\Probably with magic.\Apparently you need a device called a license for them.\Does Kobayashi possess a license?\I'd love to try riding in a car!\She seems to possess a license, but she doesn't have a car. response:	Apparently it imposes strains called vehicle inspections or loans.
context: Lady Tohru, you're smart!\How do they move?\Probably with magic.\Apparently you need a device called a license for them.\Does Kobayashi possess a license?\I'd love to try riding in a car!\She seems to possess a license, but she doesn't have a car.\Apparently it imposes strains called vehicle inspections or loans. response:	I guess power comes at a price in every world.
context: How do they move?\Probably with magic.\Apparently you need a device called a license for them.\Does Kobayashi possess a license?\I'd love to try riding in a car!\She seems to possess a license, but she doesn't have a car.\Apparently it imposes strains called vehicle inspections or loans.\I guess power comes at a price in every world. response:	Oh, but it would be really easy if she had you carry her!
context: Probably with magic.\Apparently you need a device called a license for them.\Does Kobayashi possess a license?\I'd love to try riding in a car!\She seems to possess a license, but she doesn't have a car.\Apparently it imposes strains called vehicle inspections or loans.\I guess power comes at a price in every world.\Oh, but it would be really easy if she had you carry her! response:	Why doesn't Kobayashi do that?
context: Apparently you need a device called a license for them.\Does Kobayashi possess a license?\I'd love to try riding in a car!\She seems to possess a license, but she doesn't have a car.\Apparently it imposes strains called vehicle inspections or loans.\I guess power comes at a price in every world.\Oh, but it would be really easy if she had you carry her!\Why doesn't Kobayashi do that? response:	Right?
context: Does Kobayashi possess a license?\I'd love to try riding in a car!\She seems to possess a license, but she doesn't have a car.\Apparently it imposes strains called vehicle inspections or loans.\I guess power comes at a price in every world.\Oh, but it would be really easy if she had you carry her!\Why doesn't Kobayashi do that?\Right? response:	Wow, you've got another relative with you?
context: I'd love to try riding in a car!\She seems to possess a license, but she doesn't have a car.\Apparently it imposes strains called vehicle inspections or loans.\I guess power comes at a price in every world.\Oh, but it would be really easy if she had you carry her!\Why doesn't Kobayashi do that?\Right?\Wow, you've got another relative with you? response:	Is she a maid, too?
context: She seems to possess a license, but she doesn't have a car.\Apparently it imposes strains called vehicle inspections or loans.\I guess power comes at a price in every world.\Oh, but it would be really easy if she had you carry her!\Why doesn't Kobayashi do that?\Right?\Wow, you've got another relative with you?\Is she a maid, too? response:	No, a Gothic lolita.
context: Apparently it imposes strains called vehicle inspections or loans.\I guess power comes at a price in every world.\Oh, but it would be really easy if she had you carry her!\Why doesn't Kobayashi do that?\Right?\Wow, you've got another relative with you?\Is she a maid, too?\No, a Gothic lolita. response:	A Gothic lolita with a tribal theme.
context: I guess power comes at a price in every world.\Oh, but it would be really easy if she had you carry her!\Why doesn't Kobayashi do that?\Right?\Wow, you've got another relative with you?\Is she a maid, too?\No, a Gothic lolita.\A Gothic lolita with a tribal theme. response:	Hmm, interesting tastes.
context: Oh, but it would be really easy if she had you carry her!\Why doesn't Kobayashi do that?\Right?\Wow, you've got another relative with you?\Is she a maid, too?\No, a Gothic lolita.\A Gothic lolita with a tribal theme.\Hmm, interesting tastes. response:	Tohru said she was going to teach her some things, but I'm so worried.
context: Why doesn't Kobayashi do that?\Right?\Wow, you've got another relative with you?\Is she a maid, too?\No, a Gothic lolita.\A Gothic lolita with a tribal theme.\Hmm, interesting tastes.\Tohru said she was going to teach her some things, but I'm so worried. response:	First we should run tests using this module.
context: Right?\Wow, you've got another relative with you?\Is she a maid, too?\No, a Gothic lolita.\A Gothic lolita with a tribal theme.\Hmm, interesting tastes.\Tohru said she was going to teach her some things, but I'm so worried.\First we should run tests using this module. response:	Mhmm.
context: Wow, you've got another relative with you?\Is she a maid, too?\No, a Gothic lolita.\A Gothic lolita with a tribal theme.\Hmm, interesting tastes.\Tohru said she was going to teach her some things, but I'm so worried.\First we should run tests using this module.\Mhmm. response:	Tohru-chan seems to have her act together, though.
context: Is she a maid, too?\No, a Gothic lolita.\A Gothic lolita with a tribal theme.\Hmm, interesting tastes.\Tohru said she was going to teach her some things, but I'm so worried.\First we should run tests using this module.\Mhmm.\Tohru-chan seems to have her act together, though. response:	Then merge it with this one, and run an integration test.
context: No, a Gothic lolita.\A Gothic lolita with a tribal theme.\Hmm, interesting tastes.\Tohru said she was going to teach her some things, but I'm so worried.\First we should run tests using this module.\Mhmm.\Tohru-chan seems to have her act together, though.\Then merge it with this one, and run an integration test. response:	Together?
context: A Gothic lolita with a tribal theme.\Hmm, interesting tastes.\Tohru said she was going to teach her some things, but I'm so worried.\First we should run tests using this module.\Mhmm.\Tohru-chan seems to have her act together, though.\Then merge it with this one, and run an integration test.\Together? response:	Well, I suppose perhaps she does have a lot of compassion for her friends.
context: Hmm, interesting tastes.\Tohru said she was going to teach her some things, but I'm so worried.\First we should run tests using this module.\Mhmm.\Tohru-chan seems to have her act together, though.\Then merge it with this one, and run an integration test.\Together?\Well, I suppose perhaps she does have a lot of compassion for her friends. response:	For real? That can't be. That's wicked!
context: Tohru said she was going to teach her some things, but I'm so worried.\First we should run tests using this module.\Mhmm.\Tohru-chan seems to have her act together, though.\Then merge it with this one, and run an integration test.\Together?\Well, I suppose perhaps she does have a lot of compassion for her friends.\For real? That can't be. That's wicked! response:	For real?
context: First we should run tests using this module.\Mhmm.\Tohru-chan seems to have her act together, though.\Then merge it with this one, and run an integration test.\Together?\Well, I suppose perhaps she does have a lot of compassion for her friends.\For real? That can't be. That's wicked!\For real? response:	What's he saying?
context: Mhmm.\Tohru-chan seems to have her act together, though.\Then merge it with this one, and run an integration test.\Together?\Well, I suppose perhaps she does have a lot of compassion for her friends.\For real? That can't be. That's wicked!\For real?\What's he saying? response:	For real?
context: Tohru-chan seems to have her act together, though.\Then merge it with this one, and run an integration test.\Together?\Well, I suppose perhaps she does have a lot of compassion for her friends.\For real? That can't be. That's wicked!\For real?\What's he saying?\For real? response:	Magic words.
context: Then merge it with this one, and run an integration test.\Together?\Well, I suppose perhaps she does have a lot of compassion for her friends.\For real? That can't be. That's wicked!\For real?\What's he saying?\For real?\Magic words. response:	Yeah.
context: Together?\Well, I suppose perhaps she does have a lot of compassion for her friends.\For real? That can't be. That's wicked!\For real?\What's he saying?\For real?\Magic words.\Yeah. response:	That can't be.
context: Well, I suppose perhaps she does have a lot of compassion for her friends.\For real? That can't be. That's wicked!\For real?\What's he saying?\For real?\Magic words.\Yeah.\That can't be. response:	You can get through most conversations using them, so try to remember them.
context: For real? That can't be. That's wicked!\For real?\What's he saying?\For real?\Magic words.\Yeah.\That can't be.\You can get through most conversations using them, so try to remember them. response:	That's wicked.
context: For real?\What's he saying?\For real?\Magic words.\Yeah.\That can't be.\You can get through most conversations using them, so try to remember them.\That's wicked. response:	That's wicked.
context: What's he saying?\For real?\Magic words.\Yeah.\That can't be.\You can get through most conversations using them, so try to remember them.\That's wicked.\That's wicked. response:	And that?
context: For real?\Magic words.\Yeah.\That can't be.\You can get through most conversations using them, so try to remember them.\That's wicked.\That's wicked.\And that? response:	In Trouble.
context: Magic words.\Yeah.\That can't be.\You can get through most conversations using them, so try to remember them.\That's wicked.\That's wicked.\And that?\In Trouble. response:	I don't know.
context: Yeah.\That can't be.\You can get through most conversations using them, so try to remember them.\That's wicked.\That's wicked.\And that?\In Trouble.\I don't know. response:	A tool children play with?
context: That can't be.\You can get through most conversations using them, so try to remember them.\That's wicked.\That's wicked.\And that?\In Trouble.\I don't know.\A tool children play with? response:	How do they play?
context: You can get through most conversations using them, so try to remember them.\That's wicked.\That's wicked.\And that?\In Trouble.\I don't know.\A tool children play with?\How do they play? response:	It looks like it uses the principle of levers, but...
context: That's wicked.\That's wicked.\And that?\In Trouble.\I don't know.\A tool children play with?\How do they play?\It looks like it uses the principle of levers, but... response:	That's a training device for catapults!
context: That's wicked.\And that?\In Trouble.\I don't know.\A tool children play with?\How do they play?\It looks like it uses the principle of levers, but...\That's a training device for catapults! response:	Oh!
context: And that?\In Trouble.\I don't know.\A tool children play with?\How do they play?\It looks like it uses the principle of levers, but...\That's a training device for catapults!\Oh! response:	This is how children learn the means of combating monsters in the sky!
context: In Trouble.\I don't know.\A tool children play with?\How do they play?\It looks like it uses the principle of levers, but...\That's a training device for catapults!\Oh!\This is how children learn the means of combating monsters in the sky! response:	Oh!
context: I don't know.\A tool children play with?\How do they play?\It looks like it uses the principle of levers, but...\That's a training device for catapults!\Oh!\This is how children learn the means of combating monsters in the sky!\Oh! response:	And that?
context: A tool children play with?\How do they play?\It looks like it uses the principle of levers, but...\That's a training device for catapults!\Oh!\This is how children learn the means of combating monsters in the sky!\Oh!\And that? response:	A crepe stand.
context: How do they play?\It looks like it uses the principle of levers, but...\That's a training device for catapults!\Oh!\This is how children learn the means of combating monsters in the sky!\Oh!\And that?\A crepe stand. response:	It's sweet, like yatagarasu eggs.
context: It looks like it uses the principle of levers, but...\That's a training device for catapults!\Oh!\This is how children learn the means of combating monsters in the sky!\Oh!\And that?\A crepe stand.\It's sweet, like yatagarasu eggs. response:	And that?
context: That's a training device for catapults!\Oh!\This is how children learn the means of combating monsters in the sky!\Oh!\And that?\A crepe stand.\It's sweet, like yatagarasu eggs.\And that? response:	An ice cream stand.
context: Oh!\This is how children learn the means of combating monsters in the sky!\Oh!\And that?\A crepe stand.\It's sweet, like yatagarasu eggs.\And that?\An ice cream stand. response:	It's cold. But good!
context: This is how children learn the means of combating monsters in the sky!\Oh!\And that?\A crepe stand.\It's sweet, like yatagarasu eggs.\And that?\An ice cream stand.\It's cold. But good! response:	This world is peaceful.
context: Oh!\And that?\A crepe stand.\It's sweet, like yatagarasu eggs.\And that?\An ice cream stand.\It's cold. But good!\This world is peaceful. response:	Isn't it?
context: And that?\A crepe stand.\It's sweet, like yatagarasu eggs.\And that?\An ice cream stand.\It's cold. But good!\This world is peaceful.\Isn't it? response:	Are there dragons in this world?
context: A crepe stand.\It's sweet, like yatagarasu eggs.\And that?\An ice cream stand.\It's cold. But good!\This world is peaceful.\Isn't it?\Are there dragons in this world? response:	Seems like there aren't.
