context: J Like no one ever was J response:	J To catch them is my real test To train them is my cause J
context: All right, I've pledged to get all the Pokemon in the world.\Now I'm ready to take the next step to be the number one Pokemon Master.\Enjoy your last moments of freedom, Pidgey,'cause you're mine!\Poke Ball, go!\I did it! Huh?\I blew it.\To capture a Pokemon,\you usually have your own Pokemon battle with the other. response:	Now he tells me.
context: Now I'm ready to take the next step to be the number one Pokemon Master.\Enjoy your last moments of freedom, Pidgey,'cause you're mine!\Poke Ball, go!\I did it! Huh?\I blew it.\To capture a Pokemon,\you usually have your own Pokemon battle with the other.\Now he tells me. response:	But I have to do everything myself!
context: Enjoy your last moments of freedom, Pidgey,'cause you're mine!\Poke Ball, go!\I did it! Huh?\I blew it.\To capture a Pokemon,\you usually have your own Pokemon battle with the other.\Now he tells me.\But I have to do everything myself! response:	Wait. I've got an idea.
context: Poke Ball, go!\I did it! Huh?\I blew it.\To capture a Pokemon,\you usually have your own Pokemon battle with the other.\Now he tells me.\But I have to do everything myself!\Wait. I've got an idea. response:	Okay. Just be quiet. There's nothing to be afraid of.
context: I did it! Huh?\I blew it.\To capture a Pokemon,\you usually have your own Pokemon battle with the other.\Now he tells me.\But I have to do everything myself!\Wait. I've got an idea.\Okay. Just be quiet. There's nothing to be afraid of. response:	Hi, little friend.
context: I blew it.\To capture a Pokemon,\you usually have your own Pokemon battle with the other.\Now he tells me.\But I have to do everything myself!\Wait. I've got an idea.\Okay. Just be quiet. There's nothing to be afraid of.\Hi, little friend. response:	Sorry, buddy!
context: To capture a Pokemon,\you usually have your own Pokemon battle with the other.\Now he tells me.\But I have to do everything myself!\Wait. I've got an idea.\Okay. Just be quiet. There's nothing to be afraid of.\Hi, little friend.\Sorry, buddy! response:	What happened? Hmm?
context: you usually have your own Pokemon battle with the other.\Now he tells me.\But I have to do everything myself!\Wait. I've got an idea.\Okay. Just be quiet. There's nothing to be afraid of.\Hi, little friend.\Sorry, buddy!\What happened? Hmm? response:	Pidgey's gust power creates tornadoes.
context: Now he tells me.\But I have to do everything myself!\Wait. I've got an idea.\Okay. Just be quiet. There's nothing to be afraid of.\Hi, little friend.\Sorry, buddy!\What happened? Hmm?\Pidgey's gust power creates tornadoes. response:	-It also has a sand attack. -Sand?
context: But I have to do everything myself!\Wait. I've got an idea.\Okay. Just be quiet. There's nothing to be afraid of.\Hi, little friend.\Sorry, buddy!\What happened? Hmm?\Pidgey's gust power creates tornadoes.\-It also has a sand attack. -Sand? response:	Guess it's not my lucky day.
context: Wait. I've got an idea.\Okay. Just be quiet. There's nothing to be afraid of.\Hi, little friend.\Sorry, buddy!\What happened? Hmm?\Pidgey's gust power creates tornadoes.\-It also has a sand attack. -Sand?\Guess it's not my lucky day. response:	Hey! Get out of there! Ah.
context: Okay. Just be quiet. There's nothing to be afraid of.\Hi, little friend.\Sorry, buddy!\What happened? Hmm?\Pidgey's gust power creates tornadoes.\-It also has a sand attack. -Sand?\Guess it's not my lucky day.\Hey! Get out of there! Ah. response:	A forest Pokemon. Rattata.
context: Hi, little friend.\Sorry, buddy!\What happened? Hmm?\Pidgey's gust power creates tornadoes.\-It also has a sand attack. -Sand?\Guess it's not my lucky day.\Hey! Get out of there! Ah.\A forest Pokemon. Rattata. response:	It likes cheese, nuts, fruits, and berries.
context: Sorry, buddy!\What happened? Hmm?\Pidgey's gust power creates tornadoes.\-It also has a sand attack. -Sand?\Guess it's not my lucky day.\Hey! Get out of there! Ah.\A forest Pokemon. Rattata.\It likes cheese, nuts, fruits, and berries. response:	Yeah, but this isn't a forest. It's an open field.
context: What happened? Hmm?\Pidgey's gust power creates tornadoes.\-It also has a sand attack. -Sand?\Guess it's not my lucky day.\Hey! Get out of there! Ah.\A forest Pokemon. Rattata.\It likes cheese, nuts, fruits, and berries.\Yeah, but this isn't a forest. It's an open field. response:	It also comes out into open fields
context: Pidgey's gust power creates tornadoes.\-It also has a sand attack. -Sand?\Guess it's not my lucky day.\Hey! Get out of there! Ah.\A forest Pokemon. Rattata.\It likes cheese, nuts, fruits, and berries.\Yeah, but this isn't a forest. It's an open field.\It also comes out into open fields response:	to steal food from stupid travelers.
context: -It also has a sand attack. -Sand?\Guess it's not my lucky day.\Hey! Get out of there! Ah.\A forest Pokemon. Rattata.\It likes cheese, nuts, fruits, and berries.\Yeah, but this isn't a forest. It's an open field.\It also comes out into open fields\to steal food from stupid travelers. response:	That means I'm stupid?
context: Guess it's not my lucky day.\Hey! Get out of there! Ah.\A forest Pokemon. Rattata.\It likes cheese, nuts, fruits, and berries.\Yeah, but this isn't a forest. It's an open field.\It also comes out into open fields\to steal food from stupid travelers.\That means I'm stupid? response:	Hmm?
context: Hey! Get out of there! Ah.\A forest Pokemon. Rattata.\It likes cheese, nuts, fruits, and berries.\Yeah, but this isn't a forest. It's an open field.\It also comes out into open fields\to steal food from stupid travelers.\That means I'm stupid?\Hmm? response:	Ah. Hmm?
context: A forest Pokemon. Rattata.\It likes cheese, nuts, fruits, and berries.\Yeah, but this isn't a forest. It's an open field.\It also comes out into open fields\to steal food from stupid travelers.\That means I'm stupid?\Hmm?\Ah. Hmm? response:	I'll get you this time.
context: It likes cheese, nuts, fruits, and berries.\Yeah, but this isn't a forest. It's an open field.\It also comes out into open fields\to steal food from stupid travelers.\That means I'm stupid?\Hmm?\Ah. Hmm?\I'll get you this time. response:	I got it!
context: Yeah, but this isn't a forest. It's an open field.\It also comes out into open fields\to steal food from stupid travelers.\That means I'm stupid?\Hmm?\Ah. Hmm?\I'll get you this time.\I got it! response:	I wonder what that is.
context: It also comes out into open fields\to steal food from stupid travelers.\That means I'm stupid?\Hmm?\Ah. Hmm?\I'll get you this time.\I got it!\I wonder what that is. response:	Unlike Pidgey, Spearow has a terrible attitude.
context: to steal food from stupid travelers.\That means I'm stupid?\Hmm?\Ah. Hmm?\I'll get you this time.\I got it!\I wonder what that is.\Unlike Pidgey, Spearow has a terrible attitude. response:	It is very wild and will sometimes attack other Pokemon and humans.
context: That means I'm stupid?\Hmm?\Ah. Hmm?\I'll get you this time.\I got it!\I wonder what that is.\Unlike Pidgey, Spearow has a terrible attitude.\It is very wild and will sometimes attack other Pokemon and humans. response:	Ah!
context: Hmm?\Ah. Hmm?\I'll get you this time.\I got it!\I wonder what that is.\Unlike Pidgey, Spearow has a terrible attitude.\It is very wild and will sometimes attack other Pokemon and humans.\Ah! response:	Pikachu. Pika!
context: Ah. Hmm?\I'll get you this time.\I got it!\I wonder what that is.\Unlike Pidgey, Spearow has a terrible attitude.\It is very wild and will sometimes attack other Pokemon and humans.\Ah!\Pikachu. Pika! response:	Hey, leave Pikachu alone! It didn't throw the rock.
context: I'll get you this time.\I got it!\I wonder what that is.\Unlike Pidgey, Spearow has a terrible attitude.\It is very wild and will sometimes attack other Pokemon and humans.\Ah!\Pikachu. Pika!\Hey, leave Pikachu alone! It didn't throw the rock. response:	Wild Pokemon tend to be jealous of human-trained Pokemon.
context: I got it!\I wonder what that is.\Unlike Pidgey, Spearow has a terrible attitude.\It is very wild and will sometimes attack other Pokemon and humans.\Ah!\Pikachu. Pika!\Hey, leave Pikachu alone! It didn't throw the rock.\Wild Pokemon tend to be jealous of human-trained Pokemon. response:	-Oh. -Pikachu!
context: I wonder what that is.\Unlike Pidgey, Spearow has a terrible attitude.\It is very wild and will sometimes attack other Pokemon and humans.\Ah!\Pikachu. Pika!\Hey, leave Pikachu alone! It didn't throw the rock.\Wild Pokemon tend to be jealous of human-trained Pokemon.\-Oh. -Pikachu! response:	Pikachu!
context: Unlike Pidgey, Spearow has a terrible attitude.\It is very wild and will sometimes attack other Pokemon and humans.\Ah!\Pikachu. Pika!\Hey, leave Pikachu alone! It didn't throw the rock.\Wild Pokemon tend to be jealous of human-trained Pokemon.\-Oh. -Pikachu!\Pikachu! response:	Ah, you got it!
context: It is very wild and will sometimes attack other Pokemon and humans.\Ah!\Pikachu. Pika!\Hey, leave Pikachu alone! It didn't throw the rock.\Wild Pokemon tend to be jealous of human-trained Pokemon.\-Oh. -Pikachu!\Pikachu!\Ah, you got it! response:	Spearow!
context: Ah!\Pikachu. Pika!\Hey, leave Pikachu alone! It didn't throw the rock.\Wild Pokemon tend to be jealous of human-trained Pokemon.\-Oh. -Pikachu!\Pikachu!\Ah, you got it!\Spearow! response:	Uh-oh.
context: Pikachu. Pika!\Hey, leave Pikachu alone! It didn't throw the rock.\Wild Pokemon tend to be jealous of human-trained Pokemon.\-Oh. -Pikachu!\Pikachu!\Ah, you got it!\Spearow!\Uh-oh. response:	-Uh, should we run? -Pikachu.
context: Hey, leave Pikachu alone! It didn't throw the rock.\Wild Pokemon tend to be jealous of human-trained Pokemon.\-Oh. -Pikachu!\Pikachu!\Ah, you got it!\Spearow!\Uh-oh.\-Uh, should we run? -Pikachu. response:	Aah!
context: Wild Pokemon tend to be jealous of human-trained Pokemon.\-Oh. -Pikachu!\Pikachu!\Ah, you got it!\Spearow!\Uh-oh.\-Uh, should we run? -Pikachu.\Aah! response:	Don't worry, Pikachu. No matter what, I'll save you!
context: -Oh. -Pikachu!\Pikachu!\Ah, you got it!\Spearow!\Uh-oh.\-Uh, should we run? -Pikachu.\Aah!\Don't worry, Pikachu. No matter what, I'll save you! response:	Pikachu.
context: Pikachu!\Ah, you got it!\Spearow!\Uh-oh.\-Uh, should we run? -Pikachu.\Aah!\Don't worry, Pikachu. No matter what, I'll save you!\Pikachu. response:	Don't run ahead! I said I'd protect- Ow.
context: Ah, you got it!\Spearow!\Uh-oh.\-Uh, should we run? -Pikachu.\Aah!\Don't worry, Pikachu. No matter what, I'll save you!\Pikachu.\Don't run ahead! I said I'd protect- Ow. response:	-Leave it alone, Spearows! -Pika!
context: Spearow!\Uh-oh.\-Uh, should we run? -Pikachu.\Aah!\Don't worry, Pikachu. No matter what, I'll save you!\Pikachu.\Don't run ahead! I said I'd protect- Ow.\-Leave it alone, Spearows! -Pika! response:	Pikachu!
context: Uh-oh.\-Uh, should we run? -Pikachu.\Aah!\Don't worry, Pikachu. No matter what, I'll save you!\Pikachu.\Don't run ahead! I said I'd protect- Ow.\-Leave it alone, Spearows! -Pika!\Pikachu! response:	Well, here we go. Ah!
context: -Uh, should we run? -Pikachu.\Aah!\Don't worry, Pikachu. No matter what, I'll save you!\Pikachu.\Don't run ahead! I said I'd protect- Ow.\-Leave it alone, Spearows! -Pika!\Pikachu!\Well, here we go. Ah! response:	Huh? Ugh.
context: Aah!\Don't worry, Pikachu. No matter what, I'll save you!\Pikachu.\Don't run ahead! I said I'd protect- Ow.\-Leave it alone, Spearows! -Pika!\Pikachu!\Well, here we go. Ah!\Huh? Ugh. response:	Hey, I got a bite! Oh, wow, I really think this could be a big one!
context: Don't worry, Pikachu. No matter what, I'll save you!\Pikachu.\Don't run ahead! I said I'd protect- Ow.\-Leave it alone, Spearows! -Pika!\Pikachu!\Well, here we go. Ah!\Huh? Ugh.\Hey, I got a bite! Oh, wow, I really think this could be a big one! response:	Nah, it's just a kid. Oh, and a Pokemon!
context: Pikachu.\Don't run ahead! I said I'd protect- Ow.\-Leave it alone, Spearows! -Pika!\Pikachu!\Well, here we go. Ah!\Huh? Ugh.\Hey, I got a bite! Oh, wow, I really think this could be a big one!\Nah, it's just a kid. Oh, and a Pokemon! response:	Oh, are you okay?
context: Don't run ahead! I said I'd protect- Ow.\-Leave it alone, Spearows! -Pika!\Pikachu!\Well, here we go. Ah!\Huh? Ugh.\Hey, I got a bite! Oh, wow, I really think this could be a big one!\Nah, it's just a kid. Oh, and a Pokemon!\Oh, are you okay? response:	-Yeah, I'm okay. Not you!
context: -Leave it alone, Spearows! -Pika!\Pikachu!\Well, here we go. Ah!\Huh? Ugh.\Hey, I got a bite! Oh, wow, I really think this could be a big one!\Nah, it's just a kid. Oh, and a Pokemon!\Oh, are you okay?\-Yeah, I'm okay. Not you! response:	Look what you've done to that poor little thing.
context: Pikachu!\Well, here we go. Ah!\Huh? Ugh.\Hey, I got a bite! Oh, wow, I really think this could be a big one!\Nah, it's just a kid. Oh, and a Pokemon!\Oh, are you okay?\-Yeah, I'm okay. Not you!\Look what you've done to that poor little thing. response:	-Is it breathing? -Uh, I think so.
context: Well, here we go. Ah!\Huh? Ugh.\Hey, I got a bite! Oh, wow, I really think this could be a big one!\Nah, it's just a kid. Oh, and a Pokemon!\Oh, are you okay?\-Yeah, I'm okay. Not you!\Look what you've done to that poor little thing.\-Is it breathing? -Uh, I think so. response:	Well, just don't sit there. It needs a doctor right away!
context: Huh? Ugh.\Hey, I got a bite! Oh, wow, I really think this could be a big one!\Nah, it's just a kid. Oh, and a Pokemon!\Oh, are you okay?\-Yeah, I'm okay. Not you!\Look what you've done to that poor little thing.\-Is it breathing? -Uh, I think so.\Well, just don't sit there. It needs a doctor right away! response:	There's a medical center not too far from here. You've gotta get moving now!
context: Hey, I got a bite! Oh, wow, I really think this could be a big one!\Nah, it's just a kid. Oh, and a Pokemon!\Oh, are you okay?\-Yeah, I'm okay. Not you!\Look what you've done to that poor little thing.\-Is it breathing? -Uh, I think so.\Well, just don't sit there. It needs a doctor right away!\There's a medical center not too far from here. You've gotta get moving now! response:	-You mean a hospital? -Yes, for Pokemon.
context: Nah, it's just a kid. Oh, and a Pokemon!\Oh, are you okay?\-Yeah, I'm okay. Not you!\Look what you've done to that poor little thing.\-Is it breathing? -Uh, I think so.\Well, just don't sit there. It needs a doctor right away!\There's a medical center not too far from here. You've gotta get moving now!\-You mean a hospital? -Yes, for Pokemon. response:	-Um, can you tell me, which way do I go? -That way.
context: Oh, are you okay?\-Yeah, I'm okay. Not you!\Look what you've done to that poor little thing.\-Is it breathing? -Uh, I think so.\Well, just don't sit there. It needs a doctor right away!\There's a medical center not too far from here. You've gotta get moving now!\-You mean a hospital? -Yes, for Pokemon.\-Um, can you tell me, which way do I go? -That way. response:	They're coming back! Run!
context: -Yeah, I'm okay. Not you!\Look what you've done to that poor little thing.\-Is it breathing? -Uh, I think so.\Well, just don't sit there. It needs a doctor right away!\There's a medical center not too far from here. You've gotta get moving now!\-You mean a hospital? -Yes, for Pokemon.\-Um, can you tell me, which way do I go? -That way.\They're coming back! Run! response:	Hey, what are you doing? -I'm borrowing this.
context: Look what you've done to that poor little thing.\-Is it breathing? -Uh, I think so.\Well, just don't sit there. It needs a doctor right away!\There's a medical center not too far from here. You've gotta get moving now!\-You mean a hospital? -Yes, for Pokemon.\-Um, can you tell me, which way do I go? -That way.\They're coming back! Run!\Hey, what are you doing? -I'm borrowing this. response:	But, hey, that's my bike! -I'll give it back someday!
context: -Is it breathing? -Uh, I think so.\Well, just don't sit there. It needs a doctor right away!\There's a medical center not too far from here. You've gotta get moving now!\-You mean a hospital? -Yes, for Pokemon.\-Um, can you tell me, which way do I go? -That way.\They're coming back! Run!\Hey, what are you doing? -I'm borrowing this.\But, hey, that's my bike! -I'll give it back someday! response:	Oh, you!
context: Well, just don't sit there. It needs a doctor right away!\There's a medical center not too far from here. You've gotta get moving now!\-You mean a hospital? -Yes, for Pokemon.\-Um, can you tell me, which way do I go? -That way.\They're coming back! Run!\Hey, what are you doing? -I'm borrowing this.\But, hey, that's my bike! -I'll give it back someday!\Oh, you! response:	- Pikachu. - Just hang on now, Pikachu.
context: There's a medical center not too far from here. You've gotta get moving now!\-You mean a hospital? -Yes, for Pokemon.\-Um, can you tell me, which way do I go? -That way.\They're coming back! Run!\Hey, what are you doing? -I'm borrowing this.\But, hey, that's my bike! -I'll give it back someday!\Oh, you!\- Pikachu. - Just hang on now, Pikachu. response:	We're almost there.
context: -You mean a hospital? -Yes, for Pokemon.\-Um, can you tell me, which way do I go? -That way.\They're coming back! Run!\Hey, what are you doing? -I'm borrowing this.\But, hey, that's my bike! -I'll give it back someday!\Oh, you!\- Pikachu. - Just hang on now, Pikachu.\We're almost there. response:	Huh? Pikachu!
context: -Um, can you tell me, which way do I go? -That way.\They're coming back! Run!\Hey, what are you doing? -I'm borrowing this.\But, hey, that's my bike! -I'll give it back someday!\Oh, you!\- Pikachu. - Just hang on now, Pikachu.\We're almost there.\Huh? Pikachu! response:	- Chu. - Pikachu, this can't happen.
context: They're coming back! Run!\Hey, what are you doing? -I'm borrowing this.\But, hey, that's my bike! -I'll give it back someday!\Oh, you!\- Pikachu. - Just hang on now, Pikachu.\We're almost there.\Huh? Pikachu!\- Chu. - Pikachu, this can't happen. response:	-Pikachu, get inside. -Chu.
context: Hey, what are you doing? -I'm borrowing this.\But, hey, that's my bike! -I'll give it back someday!\Oh, you!\- Pikachu. - Just hang on now, Pikachu.\We're almost there.\Huh? Pikachu!\- Chu. - Pikachu, this can't happen.\-Pikachu, get inside. -Chu. response:	I know you're afraid of going in there but if you're inside, maybe I can save you.
context: But, hey, that's my bike! -I'll give it back someday!\Oh, you!\- Pikachu. - Just hang on now, Pikachu.\We're almost there.\Huh? Pikachu!\- Chu. - Pikachu, this can't happen.\-Pikachu, get inside. -Chu.\I know you're afraid of going in there but if you're inside, maybe I can save you. response:	Please, Pikachu. Please listen to me and go inside.
context: Oh, you!\- Pikachu. - Just hang on now, Pikachu.\We're almost there.\Huh? Pikachu!\- Chu. - Pikachu, this can't happen.\-Pikachu, get inside. -Chu.\I know you're afraid of going in there but if you're inside, maybe I can save you.\Please, Pikachu. Please listen to me and go inside. response:	After that, then. After that, just trust me!
context: - Pikachu. - Just hang on now, Pikachu.\We're almost there.\Huh? Pikachu!\- Chu. - Pikachu, this can't happen.\-Pikachu, get inside. -Chu.\I know you're afraid of going in there but if you're inside, maybe I can save you.\Please, Pikachu. Please listen to me and go inside.\After that, then. After that, just trust me! response:	Pika.
context: We're almost there.\Huh? Pikachu!\- Chu. - Pikachu, this can't happen.\-Pikachu, get inside. -Chu.\I know you're afraid of going in there but if you're inside, maybe I can save you.\Please, Pikachu. Please listen to me and go inside.\After that, then. After that, just trust me!\Pika. response:	Spearows, do you know who I am? I'm Ash from the town of Pallet.
context: Huh? Pikachu!\- Chu. - Pikachu, this can't happen.\-Pikachu, get inside. -Chu.\I know you're afraid of going in there but if you're inside, maybe I can save you.\Please, Pikachu. Please listen to me and go inside.\After that, then. After that, just trust me!\Pika.\Spearows, do you know who I am? I'm Ash from the town of Pallet. response:	I am destined to be the world's number one Pokemon Master.
context: - Chu. - Pikachu, this can't happen.\-Pikachu, get inside. -Chu.\I know you're afraid of going in there but if you're inside, maybe I can save you.\Please, Pikachu. Please listen to me and go inside.\After that, then. After that, just trust me!\Pika.\Spearows, do you know who I am? I'm Ash from the town of Pallet.\I am destined to be the world's number one Pokemon Master. response:	I can't be defeated by the likes of you.
context: -Pikachu, get inside. -Chu.\I know you're afraid of going in there but if you're inside, maybe I can save you.\Please, Pikachu. Please listen to me and go inside.\After that, then. After that, just trust me!\Pika.\Spearows, do you know who I am? I'm Ash from the town of Pallet.\I am destined to be the world's number one Pokemon Master.\I can't be defeated by the likes of you. response:	I'm going to capture and defeat you all! You hear me?
context: I know you're afraid of going in there but if you're inside, maybe I can save you.\Please, Pikachu. Please listen to me and go inside.\After that, then. After that, just trust me!\Pika.\Spearows, do you know who I am? I'm Ash from the town of Pallet.\I am destined to be the world's number one Pokemon Master.\I can't be defeated by the likes of you.\I'm going to capture and defeat you all! You hear me? response:	Pikachu, go inside the Poke Ball. It's the only way.
context: Please, Pikachu. Please listen to me and go inside.\After that, then. After that, just trust me!\Pika.\Spearows, do you know who I am? I'm Ash from the town of Pallet.\I am destined to be the world's number one Pokemon Master.\I can't be defeated by the likes of you.\I'm going to capture and defeat you all! You hear me?\Pikachu, go inside the Poke Ball. It's the only way. response:	Come and get me!
context: After that, then. After that, just trust me!\Pika.\Spearows, do you know who I am? I'm Ash from the town of Pallet.\I am destined to be the world's number one Pokemon Master.\I can't be defeated by the likes of you.\I'm going to capture and defeat you all! You hear me?\Pikachu, go inside the Poke Ball. It's the only way.\Come and get me! response:	Whoa!
context: Pika.\Spearows, do you know who I am? I'm Ash from the town of Pallet.\I am destined to be the world's number one Pokemon Master.\I can't be defeated by the likes of you.\I'm going to capture and defeat you all! You hear me?\Pikachu, go inside the Poke Ball. It's the only way.\Come and get me!\Whoa! response:	-Pikachu! Whoa!
context: Spearows, do you know who I am? I'm Ash from the town of Pallet.\I am destined to be the world's number one Pokemon Master.\I can't be defeated by the likes of you.\I'm going to capture and defeat you all! You hear me?\Pikachu, go inside the Poke Ball. It's the only way.\Come and get me!\Whoa!\-Pikachu! Whoa! response:	Pikachu.
context: I am destined to be the world's number one Pokemon Master.\I can't be defeated by the likes of you.\I'm going to capture and defeat you all! You hear me?\Pikachu, go inside the Poke Ball. It's the only way.\Come and get me!\Whoa!\-Pikachu! Whoa!\Pikachu. response:	-Well, we beat them. -Chu.
context: I can't be defeated by the likes of you.\I'm going to capture and defeat you all! You hear me?\Pikachu, go inside the Poke Ball. It's the only way.\Come and get me!\Whoa!\-Pikachu! Whoa!\Pikachu.\-Well, we beat them. -Chu. response:	Chu.
context: I'm going to capture and defeat you all! You hear me?\Pikachu, go inside the Poke Ball. It's the only way.\Come and get me!\Whoa!\-Pikachu! Whoa!\Pikachu.\-Well, we beat them. -Chu.\Chu. response:	-What's that? - There is no data.
context: Pikachu, go inside the Poke Ball. It's the only way.\Come and get me!\Whoa!\-Pikachu! Whoa!\Pikachu.\-Well, we beat them. -Chu.\Chu.\-What's that? - There is no data. response:	There are still Pokemon yet to be identified.
context: Come and get me!\Whoa!\-Pikachu! Whoa!\Pikachu.\-Well, we beat them. -Chu.\Chu.\-What's that? - There is no data.\There are still Pokemon yet to be identified. response:	This is just the beginning of the amazing adventures of Ash and Pikachu.
context: Whoa!\-Pikachu! Whoa!\Pikachu.\-Well, we beat them. -Chu.\Chu.\-What's that? - There is no data.\There are still Pokemon yet to be identified.\This is just the beginning of the amazing adventures of Ash and Pikachu. response:	Their journey is destined to be packed with nonstop action, millions of laughs,
context: -Pikachu! Whoa!\Pikachu.\-Well, we beat them. -Chu.\Chu.\-What's that? - There is no data.\There are still Pokemon yet to be identified.\This is just the beginning of the amazing adventures of Ash and Pikachu.\Their journey is destined to be packed with nonstop action, millions of laughs, response:	heart-pounding perils and endless excitement.
context: Pikachu.\-Well, we beat them. -Chu.\Chu.\-What's that? - There is no data.\There are still Pokemon yet to be identified.\This is just the beginning of the amazing adventures of Ash and Pikachu.\Their journey is destined to be packed with nonstop action, millions of laughs,\heart-pounding perils and endless excitement. response:	Together they'll encounter fantastic friends, evil enemies
context: -Well, we beat them. -Chu.\Chu.\-What's that? - There is no data.\There are still Pokemon yet to be identified.\This is just the beginning of the amazing adventures of Ash and Pikachu.\Their journey is destined to be packed with nonstop action, millions of laughs,\heart-pounding perils and endless excitement.\Together they'll encounter fantastic friends, evil enemies response:	and meet creatures beyond their wildest imagination.
context: Chu.\-What's that? - There is no data.\There are still Pokemon yet to be identified.\This is just the beginning of the amazing adventures of Ash and Pikachu.\Their journey is destined to be packed with nonstop action, millions of laughs,\heart-pounding perils and endless excitement.\Together they'll encounter fantastic friends, evil enemies\and meet creatures beyond their wildest imagination. response:	And as their story unfolds,
context: -What's that? - There is no data.\There are still Pokemon yet to be identified.\This is just the beginning of the amazing adventures of Ash and Pikachu.\Their journey is destined to be packed with nonstop action, millions of laughs,\heart-pounding perils and endless excitement.\Together they'll encounter fantastic friends, evil enemies\and meet creatures beyond their wildest imagination.\And as their story unfolds, response:	we'll unlock the magic and mystery of a most wondrous place,
context: There are still Pokemon yet to be identified.\This is just the beginning of the amazing adventures of Ash and Pikachu.\Their journey is destined to be packed with nonstop action, millions of laughs,\heart-pounding perils and endless excitement.\Together they'll encounter fantastic friends, evil enemies\and meet creatures beyond their wildest imagination.\And as their story unfolds,\we'll unlock the magic and mystery of a most wondrous place, response:	the incredible world of Pokemon.
context: This is just the beginning of the amazing adventures of Ash and Pikachu.\Their journey is destined to be packed with nonstop action, millions of laughs,\heart-pounding perils and endless excitement.\Together they'll encounter fantastic friends, evil enemies\and meet creatures beyond their wildest imagination.\And as their story unfolds,\we'll unlock the magic and mystery of a most wondrous place,\the incredible world of Pokemon. response:	J Okay guys, we gotta rap some Pokemon J
context: Their journey is destined to be packed with nonstop action, millions of laughs,\heart-pounding perils and endless excitement.\Together they'll encounter fantastic friends, evil enemies\and meet creatures beyond their wildest imagination.\And as their story unfolds,\we'll unlock the magic and mystery of a most wondrous place,\the incredible world of Pokemon.\J Okay guys, we gotta rap some Pokemon J response:	J You just do the singing I'll take care of the hard part J
context: heart-pounding perils and endless excitement.\Together they'll encounter fantastic friends, evil enemies\and meet creatures beyond their wildest imagination.\And as their story unfolds,\we'll unlock the magic and mystery of a most wondrous place,\the incredible world of Pokemon.\J Okay guys, we gotta rap some Pokemon J\J You just do the singing I'll take care of the hard part J response:	J I want to be the best There ever was J
context: Together they'll encounter fantastic friends, evil enemies\and meet creatures beyond their wildest imagination.\And as their story unfolds,\we'll unlock the magic and mystery of a most wondrous place,\the incredible world of Pokemon.\J Okay guys, we gotta rap some Pokemon J\J You just do the singing I'll take care of the hard part J\J I want to be the best There ever was J response:	J To beat all the rest Yeah, that's my cause J
context: and meet creatures beyond their wildest imagination.\And as their story unfolds,\we'll unlock the magic and mystery of a most wondrous place,\the incredible world of Pokemon.\J Okay guys, we gotta rap some Pokemon J\J You just do the singing I'll take care of the hard part J\J I want to be the best There ever was J\J To beat all the rest Yeah, that's my cause J response:	J Electrode, Diglett, Nidoran, Mankey Venusaur, Rattata, Fearow, Pidgey J
context: And as their story unfolds,\we'll unlock the magic and mystery of a most wondrous place,\the incredible world of Pokemon.\J Okay guys, we gotta rap some Pokemon J\J You just do the singing I'll take care of the hard part J\J I want to be the best There ever was J\J To beat all the rest Yeah, that's my cause J\J Electrode, Diglett, Nidoran, Mankey Venusaur, Rattata, Fearow, Pidgey J response:	J Seaking, Jolteon, Dragonite, Gastly Ponyta, Vaporeon, Poliwrath, Butterfree J
context: we'll unlock the magic and mystery of a most wondrous place,\the incredible world of Pokemon.\J Okay guys, we gotta rap some Pokemon J\J You just do the singing I'll take care of the hard part J\J I want to be the best There ever was J\J To beat all the rest Yeah, that's my cause J\J Electrode, Diglett, Nidoran, Mankey Venusaur, Rattata, Fearow, Pidgey J\J Seaking, Jolteon, Dragonite, Gastly Ponyta, Vaporeon, Poliwrath, Butterfree J response:	J Catch'em, catch'em Gotta catch them all Pokemon J
context: the incredible world of Pokemon.\J Okay guys, we gotta rap some Pokemon J\J You just do the singing I'll take care of the hard part J\J I want to be the best There ever was J\J To beat all the rest Yeah, that's my cause J\J Electrode, Diglett, Nidoran, Mankey Venusaur, Rattata, Fearow, Pidgey J\J Seaking, Jolteon, Dragonite, Gastly Ponyta, Vaporeon, Poliwrath, Butterfree J\J Catch'em, catch'em Gotta catch them all Pokemon J response:	J I'll search across the land Look far and wide J
context: J Okay guys, we gotta rap some Pokemon J\J You just do the singing I'll take care of the hard part J\J I want to be the best There ever was J\J To beat all the rest Yeah, that's my cause J\J Electrode, Diglett, Nidoran, Mankey Venusaur, Rattata, Fearow, Pidgey J\J Seaking, Jolteon, Dragonite, Gastly Ponyta, Vaporeon, Poliwrath, Butterfree J\J Catch'em, catch'em Gotta catch them all Pokemon J\J I'll search across the land Look far and wide J response:	J Release from my hand The power that's inside J
context: J You just do the singing I'll take care of the hard part J\J I want to be the best There ever was J\J To beat all the rest Yeah, that's my cause J\J Electrode, Diglett, Nidoran, Mankey Venusaur, Rattata, Fearow, Pidgey J\J Seaking, Jolteon, Dragonite, Gastly Ponyta, Vaporeon, Poliwrath, Butterfree J\J Catch'em, catch'em Gotta catch them all Pokemon J\J I'll search across the land Look far and wide J\J Release from my hand The power that's inside J response:	J Venomoth, Poliwag, Nidorino, Golduck Ivysaur, Grimer, Victreebel, Moltres J
