context: I'm sorry... Ayato... response:	During the previous century,
context: Actually, whether or not she really did attend this school is quite dubious.\However...\Demon Sword of the Black Furnace Seidoukan Academy\What's this?\It's the Ogre Lux owned by Seidoukan... Ser Veresta.\Ogre Lux? You mean...\Yes, an extremely powerful weapon with a core of Urm Manadite.\Pierce the earth, and it will turn into a crucible. response:	This Ser Veresta was particularly feared among Ogre Luxes.
context: However...\Demon Sword of the Black Furnace Seidoukan Academy\What's this?\It's the Ogre Lux owned by Seidoukan... Ser Veresta.\Ogre Lux? You mean...\Yes, an extremely powerful weapon with a core of Urm Manadite.\Pierce the earth, and it will turn into a crucible.\This Ser Veresta was particularly feared among Ogre Luxes. response:	We keep records on Ogre Lux checkouts and combat data.
context: Demon Sword of the Black Furnace Seidoukan Academy\What's this?\It's the Ogre Lux owned by Seidoukan... Ser Veresta.\Ogre Lux? You mean...\Yes, an extremely powerful weapon with a core of Urm Manadite.\Pierce the earth, and it will turn into a crucible.\This Ser Veresta was particularly feared among Ogre Luxes.\We keep records on Ogre Lux checkouts and combat data. response:	However, despite there being no record of the Ser Veresta being checked out,
context: What's this?\It's the Ogre Lux owned by Seidoukan... Ser Veresta.\Ogre Lux? You mean...\Yes, an extremely powerful weapon with a core of Urm Manadite.\Pierce the earth, and it will turn into a crucible.\This Ser Veresta was particularly feared among Ogre Luxes.\We keep records on Ogre Lux checkouts and combat data.\However, despite there being no record of the Ser Veresta being checked out, response:	parts of its combat data do remain.
context: It's the Ogre Lux owned by Seidoukan... Ser Veresta.\Ogre Lux? You mean...\Yes, an extremely powerful weapon with a core of Urm Manadite.\Pierce the earth, and it will turn into a crucible.\This Ser Veresta was particularly feared among Ogre Luxes.\We keep records on Ogre Lux checkouts and combat data.\However, despite there being no record of the Ser Veresta being checked out,\parts of its combat data do remain. response:	You're saying that this leftover data is from five years ago?
context: Ogre Lux? You mean...\Yes, an extremely powerful weapon with a core of Urm Manadite.\Pierce the earth, and it will turn into a crucible.\This Ser Veresta was particularly feared among Ogre Luxes.\We keep records on Ogre Lux checkouts and combat data.\However, despite there being no record of the Ser Veresta being checked out,\parts of its combat data do remain.\You're saying that this leftover data is from five years ago? response:	Exactly.
context: Yes, an extremely powerful weapon with a core of Urm Manadite.\Pierce the earth, and it will turn into a crucible.\This Ser Veresta was particularly feared among Ogre Luxes.\We keep records on Ogre Lux checkouts and combat data.\However, despite there being no record of the Ser Veresta being checked out,\parts of its combat data do remain.\You're saying that this leftover data is from five years ago?\Exactly. response:	This is just my personal opinion...
context: Pierce the earth, and it will turn into a crucible.\This Ser Veresta was particularly feared among Ogre Luxes.\We keep records on Ogre Lux checkouts and combat data.\However, despite there being no record of the Ser Veresta being checked out,\parts of its combat data do remain.\You're saying that this leftover data is from five years ago?\Exactly.\This is just my personal opinion... response:	But she is most likely no longer at this academy.
context: This Ser Veresta was particularly feared among Ogre Luxes.\We keep records on Ogre Lux checkouts and combat data.\However, despite there being no record of the Ser Veresta being checked out,\parts of its combat data do remain.\You're saying that this leftover data is from five years ago?\Exactly.\This is just my personal opinion...\But she is most likely no longer at this academy. response:	Unfortunately...
context: We keep records on Ogre Lux checkouts and combat data.\However, despite there being no record of the Ser Veresta being checked out,\parts of its combat data do remain.\You're saying that this leftover data is from five years ago?\Exactly.\This is just my personal opinion...\But she is most likely no longer at this academy.\Unfortunately... response:	Thanks. But it's all right.
context: However, despite there being no record of the Ser Veresta being checked out,\parts of its combat data do remain.\You're saying that this leftover data is from five years ago?\Exactly.\This is just my personal opinion...\But she is most likely no longer at this academy.\Unfortunately...\Thanks. But it's all right. response:	It's not like I came here to look for my sister.
context: parts of its combat data do remain.\You're saying that this leftover data is from five years ago?\Exactly.\This is just my personal opinion...\But she is most likely no longer at this academy.\Unfortunately...\Thanks. But it's all right.\It's not like I came here to look for my sister. response:	Then why did you come to this school?
context: You're saying that this leftover data is from five years ago?\Exactly.\This is just my personal opinion...\But she is most likely no longer at this academy.\Unfortunately...\Thanks. But it's all right.\It's not like I came here to look for my sister.\Then why did you come to this school? response:	If I had to say...
context: Exactly.\This is just my personal opinion...\But she is most likely no longer at this academy.\Unfortunately...\Thanks. But it's all right.\It's not like I came here to look for my sister.\Then why did you come to this school?\If I had to say... response:	to search for what it is I'm supposed to do, I guess?
context: This is just my personal opinion...\But she is most likely no longer at this academy.\Unfortunately...\Thanks. But it's all right.\It's not like I came here to look for my sister.\Then why did you come to this school?\If I had to say...\to search for what it is I'm supposed to do, I guess? response:	You're quite the tough customer, I see.
context: But she is most likely no longer at this academy.\Unfortunately...\Thanks. But it's all right.\It's not like I came here to look for my sister.\Then why did you come to this school?\If I had to say...\to search for what it is I'm supposed to do, I guess?\You're quite the tough customer, I see. response:	By the way, scholarship transfer students
context: Unfortunately...\Thanks. But it's all right.\It's not like I came here to look for my sister.\Then why did you come to this school?\If I had to say...\to search for what it is I'm supposed to do, I guess?\You're quite the tough customer, I see.\By the way, scholarship transfer students response:	have priority regarding the use of the academy's Ogre Lux weapons.
context: Thanks. But it's all right.\It's not like I came here to look for my sister.\Then why did you come to this school?\If I had to say...\to search for what it is I'm supposed to do, I guess?\You're quite the tough customer, I see.\By the way, scholarship transfer students\have priority regarding the use of the academy's Ogre Lux weapons. response:	What would you like to do?
context: It's not like I came here to look for my sister.\Then why did you come to this school?\If I had to say...\to search for what it is I'm supposed to do, I guess?\You're quite the tough customer, I see.\By the way, scholarship transfer students\have priority regarding the use of the academy's Ogre Lux weapons.\What would you like to do? response:	Does that include that Ser Veresta that you just showed me?
context: Then why did you come to this school?\If I had to say...\to search for what it is I'm supposed to do, I guess?\You're quite the tough customer, I see.\By the way, scholarship transfer students\have priority regarding the use of the academy's Ogre Lux weapons.\What would you like to do?\Does that include that Ser Veresta that you just showed me? response:	Yes.
context: If I had to say...\to search for what it is I'm supposed to do, I guess?\You're quite the tough customer, I see.\By the way, scholarship transfer students\have priority regarding the use of the academy's Ogre Lux weapons.\What would you like to do?\Does that include that Ser Veresta that you just showed me?\Yes. response:	Then since it's available, maybe I'll take a look at it.
context: to search for what it is I'm supposed to do, I guess?\You're quite the tough customer, I see.\By the way, scholarship transfer students\have priority regarding the use of the academy's Ogre Lux weapons.\What would you like to do?\Does that include that Ser Veresta that you just showed me?\Yes.\Then since it's available, maybe I'll take a look at it. response:	Very well, I'll arrange that for you.
context: You're quite the tough customer, I see.\By the way, scholarship transfer students\have priority regarding the use of the academy's Ogre Lux weapons.\What would you like to do?\Does that include that Ser Veresta that you just showed me?\Yes.\Then since it's available, maybe I'll take a look at it.\Very well, I'll arrange that for you. response:	Until then, please use this as your weapon.
context: By the way, scholarship transfer students\have priority regarding the use of the academy's Ogre Lux weapons.\What would you like to do?\Does that include that Ser Veresta that you just showed me?\Yes.\Then since it's available, maybe I'll take a look at it.\Very well, I'll arrange that for you.\Until then, please use this as your weapon. response:	Thanks.
context: have priority regarding the use of the academy's Ogre Lux weapons.\What would you like to do?\Does that include that Ser Veresta that you just showed me?\Yes.\Then since it's available, maybe I'll take a look at it.\Very well, I'll arrange that for you.\Until then, please use this as your weapon.\Thanks. response:	Oh, by the way...
context: What would you like to do?\Does that include that Ser Veresta that you just showed me?\Yes.\Then since it's available, maybe I'll take a look at it.\Very well, I'll arrange that for you.\Until then, please use this as your weapon.\Thanks.\Oh, by the way... response:	What is it?
context: Does that include that Ser Veresta that you just showed me?\Yes.\Then since it's available, maybe I'll take a look at it.\Very well, I'll arrange that for you.\Until then, please use this as your weapon.\Thanks.\Oh, by the way...\What is it? response:	That final transfer paperwork you mentioned earlier. What's the deal with that?
context: Yes.\Then since it's available, maybe I'll take a look at it.\Very well, I'll arrange that for you.\Until then, please use this as your weapon.\Thanks.\Oh, by the way...\What is it?\That final transfer paperwork you mentioned earlier. What's the deal with that? response:	You're asking me about that?
context: Then since it's available, maybe I'll take a look at it.\Very well, I'll arrange that for you.\Until then, please use this as your weapon.\Thanks.\Oh, by the way...\What is it?\That final transfer paperwork you mentioned earlier. What's the deal with that?\You're asking me about that? response:	Well, about that...
context: Very well, I'll arrange that for you.\Until then, please use this as your weapon.\Thanks.\Oh, by the way...\What is it?\That final transfer paperwork you mentioned earlier. What's the deal with that?\You're asking me about that?\Well, about that... response:	C-Claudia?
context: Until then, please use this as your weapon.\Thanks.\Oh, by the way...\What is it?\That final transfer paperwork you mentioned earlier. What's the deal with that?\You're asking me about that?\Well, about that...\C-Claudia? response:	At long last... at long last, we meet.
context: Thanks.\Oh, by the way...\What is it?\That final transfer paperwork you mentioned earlier. What's the deal with that?\You're asking me about that?\Well, about that...\C-Claudia?\At long last... at long last, we meet. response:	Um...
context: Oh, by the way...\What is it?\That final transfer paperwork you mentioned earlier. What's the deal with that?\You're asking me about that?\Well, about that...\C-Claudia?\At long last... at long last, we meet.\Um... response:	I'm only joking.
context: What is it?\That final transfer paperwork you mentioned earlier. What's the deal with that?\You're asking me about that?\Well, about that...\C-Claudia?\At long last... at long last, we meet.\Um...\I'm only joking. response:	Um...
context: That final transfer paperwork you mentioned earlier. What's the deal with that?\You're asking me about that?\Well, about that...\C-Claudia?\At long last... at long last, we meet.\Um...\I'm only joking.\Um... response:	This wouldn't be the final transfer paperwork you were talking about, would it?
context: You're asking me about that?\Well, about that...\C-Claudia?\At long last... at long last, we meet.\Um...\I'm only joking.\Um...\This wouldn't be the final transfer paperwork you were talking about, would it? response:	No, that was a lie.
context: Well, about that...\C-Claudia?\At long last... at long last, we meet.\Um...\I'm only joking.\Um...\This wouldn't be the final transfer paperwork you were talking about, would it?\No, that was a lie. response:	A lie?
context: C-Claudia?\At long last... at long last, we meet.\Um...\I'm only joking.\Um...\This wouldn't be the final transfer paperwork you were talking about, would it?\No, that was a lie.\A lie? response:	A justifiable one, in my defense.
context: At long last... at long last, we meet.\Um...\I'm only joking.\Um...\This wouldn't be the final transfer paperwork you were talking about, would it?\No, that was a lie.\A lie?\A justifiable one, in my defense. response:	You've long been a legitimate member of this academy.
context: Um...\I'm only joking.\Um...\This wouldn't be the final transfer paperwork you were talking about, would it?\No, that was a lie.\A lie?\A justifiable one, in my defense.\You've long been a legitimate member of this academy. response:	That was the most effective ploy to get you out of that mess.
context: I'm only joking.\Um...\This wouldn't be the final transfer paperwork you were talking about, would it?\No, that was a lie.\A lie?\A justifiable one, in my defense.\You've long been a legitimate member of this academy.\That was the most effective ploy to get you out of that mess. response:	At heart, Julis is a law-abiding soul.
context: Um...\This wouldn't be the final transfer paperwork you were talking about, would it?\No, that was a lie.\A lie?\A justifiable one, in my defense.\You've long been a legitimate member of this academy.\That was the most effective ploy to get you out of that mess.\At heart, Julis is a law-abiding soul. response:	There's no more paperwork for you to do!
context: This wouldn't be the final transfer paperwork you were talking about, would it?\No, that was a lie.\A lie?\A justifiable one, in my defense.\You've long been a legitimate member of this academy.\That was the most effective ploy to get you out of that mess.\At heart, Julis is a law-abiding soul.\There's no more paperwork for you to do! response:	Rest assured!
context: No, that was a lie.\A lie?\A justifiable one, in my defense.\You've long been a legitimate member of this academy.\That was the most effective ploy to get you out of that mess.\At heart, Julis is a law-abiding soul.\There's no more paperwork for you to do!\Rest assured! response:	So anyway.
context: A lie?\A justifiable one, in my defense.\You've long been a legitimate member of this academy.\That was the most effective ploy to get you out of that mess.\At heart, Julis is a law-abiding soul.\There's no more paperwork for you to do!\Rest assured!\So anyway. response:	This is Amagiri, our scholarship transfer student.
context: A justifiable one, in my defense.\You've long been a legitimate member of this academy.\That was the most effective ploy to get you out of that mess.\At heart, Julis is a law-abiding soul.\There's no more paperwork for you to do!\Rest assured!\So anyway.\This is Amagiri, our scholarship transfer student. response:	N-Nice to meet you!
context: You've long been a legitimate member of this academy.\That was the most effective ploy to get you out of that mess.\At heart, Julis is a law-abiding soul.\There's no more paperwork for you to do!\Rest assured!\So anyway.\This is Amagiri, our scholarship transfer student.\N-Nice to meet you! response:	Be friends, or whatever.
context: That was the most effective ploy to get you out of that mess.\At heart, Julis is a law-abiding soul.\There's no more paperwork for you to do!\Rest assured!\So anyway.\This is Amagiri, our scholarship transfer student.\N-Nice to meet you!\Be friends, or whatever. response:	Your seat, now... Oh, perfect.
context: At heart, Julis is a law-abiding soul.\There's no more paperwork for you to do!\Rest assured!\So anyway.\This is Amagiri, our scholarship transfer student.\N-Nice to meet you!\Be friends, or whatever.\Your seat, now... Oh, perfect. response:	The desk next to your partner in crime is open, so sit there.
context: There's no more paperwork for you to do!\Rest assured!\So anyway.\This is Amagiri, our scholarship transfer student.\N-Nice to meet you!\Be friends, or whatever.\Your seat, now... Oh, perfect.\The desk next to your partner in crime is open, so sit there. response:	Who are you calling his partner in crime?!
context: Rest assured!\So anyway.\This is Amagiri, our scholarship transfer student.\N-Nice to meet you!\Be friends, or whatever.\Your seat, now... Oh, perfect.\The desk next to your partner in crime is open, so sit there.\Who are you calling his partner in crime?! response:	Who else but you?
context: So anyway.\This is Amagiri, our scholarship transfer student.\N-Nice to meet you!\Be friends, or whatever.\Your seat, now... Oh, perfect.\The desk next to your partner in crime is open, so sit there.\Who are you calling his partner in crime?!\Who else but you? response:	Causing all that drama so early in the morning!
context: This is Amagiri, our scholarship transfer student.\N-Nice to meet you!\Be friends, or whatever.\Your seat, now... Oh, perfect.\The desk next to your partner in crime is open, so sit there.\Who are you calling his partner in crime?!\Who else but you?\Causing all that drama so early in the morning! response:	Who would've thought we'd be in the same class, huh?
context: N-Nice to meet you!\Be friends, or whatever.\Your seat, now... Oh, perfect.\The desk next to your partner in crime is open, so sit there.\Who are you calling his partner in crime?!\Who else but you?\Causing all that drama so early in the morning!\Who would've thought we'd be in the same class, huh? response:	Okay, let's get this class started.
context: Be friends, or whatever.\Your seat, now... Oh, perfect.\The desk next to your partner in crime is open, so sit there.\Who are you calling his partner in crime?!\Who else but you?\Causing all that drama so early in the morning!\Who would've thought we'd be in the same class, huh?\Okay, let's get this class started. response:	It's a seriously unfunny joke.
context: Your seat, now... Oh, perfect.\The desk next to your partner in crime is open, so sit there.\Who are you calling his partner in crime?!\Who else but you?\Causing all that drama so early in the morning!\Who would've thought we'd be in the same class, huh?\Okay, let's get this class started.\It's a seriously unfunny joke. response:	I know we have a history, but let's be friends.
context: The desk next to your partner in crime is open, so sit there.\Who are you calling his partner in crime?!\Who else but you?\Causing all that drama so early in the morning!\Who would've thought we'd be in the same class, huh?\Okay, let's get this class started.\It's a seriously unfunny joke.\I know we have a history, but let's be friends. response:	Listen... I'm grateful to you for saving me this morning.
context: Who are you calling his partner in crime?!\Who else but you?\Causing all that drama so early in the morning!\Who would've thought we'd be in the same class, huh?\Okay, let's get this class started.\It's a seriously unfunny joke.\I know we have a history, but let's be friends.\Listen... I'm grateful to you for saving me this morning. response:	Oh, sure...
context: Who else but you?\Causing all that drama so early in the morning!\Who would've thought we'd be in the same class, huh?\Okay, let's get this class started.\It's a seriously unfunny joke.\I know we have a history, but let's be friends.\Listen... I'm grateful to you for saving me this morning.\Oh, sure... response:	You're not still mad, are you?
context: Causing all that drama so early in the morning!\Who would've thought we'd be in the same class, huh?\Okay, let's get this class started.\It's a seriously unfunny joke.\I know we have a history, but let's be friends.\Listen... I'm grateful to you for saving me this morning.\Oh, sure...\You're not still mad, are you? response:	Well, I wouldn't say that I'm not mad...
context: Who would've thought we'd be in the same class, huh?\Okay, let's get this class started.\It's a seriously unfunny joke.\I know we have a history, but let's be friends.\Listen... I'm grateful to you for saving me this morning.\Oh, sure...\You're not still mad, are you?\Well, I wouldn't say that I'm not mad... response:	but the fact is, you saved me.
context: Okay, let's get this class started.\It's a seriously unfunny joke.\I know we have a history, but let's be friends.\Listen... I'm grateful to you for saving me this morning.\Oh, sure...\You're not still mad, are you?\Well, I wouldn't say that I'm not mad...\but the fact is, you saved me. response:	Therefore, let's say that I owe you one.
context: It's a seriously unfunny joke.\I know we have a history, but let's be friends.\Listen... I'm grateful to you for saving me this morning.\Oh, sure...\You're not still mad, are you?\Well, I wouldn't say that I'm not mad...\but the fact is, you saved me.\Therefore, let's say that I owe you one. response:	Owe me?
context: I know we have a history, but let's be friends.\Listen... I'm grateful to you for saving me this morning.\Oh, sure...\You're not still mad, are you?\Well, I wouldn't say that I'm not mad...\but the fact is, you saved me.\Therefore, let's say that I owe you one.\Owe me? response:	That's right.
context: Listen... I'm grateful to you for saving me this morning.\Oh, sure...\You're not still mad, are you?\Well, I wouldn't say that I'm not mad...\but the fact is, you saved me.\Therefore, let's say that I owe you one.\Owe me?\That's right. response:	If you so wish, I shall come to your aid just once.
context: Oh, sure...\You're not still mad, are you?\Well, I wouldn't say that I'm not mad...\but the fact is, you saved me.\Therefore, let's say that I owe you one.\Owe me?\That's right.\If you so wish, I shall come to your aid just once. response:	But I have no intention of consorting with you otherwise!
context: You're not still mad, are you?\Well, I wouldn't say that I'm not mad...\but the fact is, you saved me.\Therefore, let's say that I owe you one.\Owe me?\That's right.\If you so wish, I shall come to your aid just once.\But I have no intention of consorting with you otherwise! response:	Somebody just got dumped!
context: Well, I wouldn't say that I'm not mad...\but the fact is, you saved me.\Therefore, let's say that I owe you one.\Owe me?\That's right.\If you so wish, I shall come to your aid just once.\But I have no intention of consorting with you otherwise!\Somebody just got dumped! response:	Well, since we're talking about that princess, I guess it can't be helped.
context: but the fact is, you saved me.\Therefore, let's say that I owe you one.\Owe me?\That's right.\If you so wish, I shall come to your aid just once.\But I have no intention of consorting with you otherwise!\Somebody just got dumped!\Well, since we're talking about that princess, I guess it can't be helped. response:	After all, she keeps everyone at arm's length.
context: Therefore, let's say that I owe you one.\Owe me?\That's right.\If you so wish, I shall come to your aid just once.\But I have no intention of consorting with you otherwise!\Somebody just got dumped!\Well, since we're talking about that princess, I guess it can't be helped.\After all, she keeps everyone at arm's length. response:	I'm Eishirou Yabuki.
context: Owe me?\That's right.\If you so wish, I shall come to your aid just once.\But I have no intention of consorting with you otherwise!\Somebody just got dumped!\Well, since we're talking about that princess, I guess it can't be helped.\After all, she keeps everyone at arm's length.\I'm Eishirou Yabuki. response:	And it looks like I'm your roommate.
context: That's right.\If you so wish, I shall come to your aid just once.\But I have no intention of consorting with you otherwise!\Somebody just got dumped!\Well, since we're talking about that princess, I guess it can't be helped.\After all, she keeps everyone at arm's length.\I'm Eishirou Yabuki.\And it looks like I'm your roommate. response:	Roommate?
context: If you so wish, I shall come to your aid just once.\But I have no intention of consorting with you otherwise!\Somebody just got dumped!\Well, since we're talking about that princess, I guess it can't be helped.\After all, she keeps everyone at arm's length.\I'm Eishirou Yabuki.\And it looks like I'm your roommate.\Roommate? response:	Nice to meet you!
context: But I have no intention of consorting with you otherwise!\Somebody just got dumped!\Well, since we're talking about that princess, I guess it can't be helped.\After all, she keeps everyone at arm's length.\I'm Eishirou Yabuki.\And it looks like I'm your roommate.\Roommate?\Nice to meet you! response:	Hey, Yabuki, when you said princess just now... is that Julis's nickname?
context: Somebody just got dumped!\Well, since we're talking about that princess, I guess it can't be helped.\After all, she keeps everyone at arm's length.\I'm Eishirou Yabuki.\And it looks like I'm your roommate.\Roommate?\Nice to meet you!\Hey, Yabuki, when you said princess just now... is that Julis's nickname? response:	Nope. She's a bona fide princess, that girl.
context: Well, since we're talking about that princess, I guess it can't be helped.\After all, she keeps everyone at arm's length.\I'm Eishirou Yabuki.\And it looks like I'm your roommate.\Roommate?\Nice to meet you!\Hey, Yabuki, when you said princess just now... is that Julis's nickname?\Nope. She's a bona fide princess, that girl. response:	Huh?
context: After all, she keeps everyone at arm's length.\I'm Eishirou Yabuki.\And it looks like I'm your roommate.\Roommate?\Nice to meet you!\Hey, Yabuki, when you said princess just now... is that Julis's nickname?\Nope. She's a bona fide princess, that girl.\Huh? response:	You know how since the Invertia,
context: I'm Eishirou Yabuki.\And it looks like I'm your roommate.\Roommate?\Nice to meet you!\Hey, Yabuki, when you said princess just now... is that Julis's nickname?\Nope. She's a bona fide princess, that girl.\Huh?\You know how since the Invertia, response:	monarchies all over Europe have been coming back into power?
context: And it looks like I'm your roommate.\Roommate?\Nice to meet you!\Hey, Yabuki, when you said princess just now... is that Julis's nickname?\Nope. She's a bona fide princess, that girl.\Huh?\You know how since the Invertia,\monarchies all over Europe have been coming back into power? response:	Well, one of them is a country called Lieseltania,
context: Roommate?\Nice to meet you!\Hey, Yabuki, when you said princess just now... is that Julis's nickname?\Nope. She's a bona fide princess, that girl.\Huh?\You know how since the Invertia,\monarchies all over Europe have been coming back into power?\Well, one of them is a country called Lieseltania, response:	Lieseltania Kingdom Crown Princess Julis-Alexia von Riessfeld Strega
context: Nice to meet you!\Hey, Yabuki, when you said princess just now... is that Julis's nickname?\Nope. She's a bona fide princess, that girl.\Huh?\You know how since the Invertia,\monarchies all over Europe have been coming back into power?\Well, one of them is a country called Lieseltania,\Lieseltania Kingdom Crown Princess Julis-Alexia von Riessfeld Strega response:	and she's its crown princess.
context: Hey, Yabuki, when you said princess just now... is that Julis's nickname?\Nope. She's a bona fide princess, that girl.\Huh?\You know how since the Invertia,\monarchies all over Europe have been coming back into power?\Well, one of them is a country called Lieseltania,\Lieseltania Kingdom Crown Princess Julis-Alexia von Riessfeld Strega\and she's its crown princess. response:	On top of that, she's one of the very few Stregas in the Genestella.
context: Nope. She's a bona fide princess, that girl.\Huh?\You know how since the Invertia,\monarchies all over Europe have been coming back into power?\Well, one of them is a country called Lieseltania,\Lieseltania Kingdom Crown Princess Julis-Alexia von Riessfeld Strega\and she's its crown princess.\On top of that, she's one of the very few Stregas in the Genestella. response:	You sure know a lot about her.
context: Huh?\You know how since the Invertia,\monarchies all over Europe have been coming back into power?\Well, one of them is a country called Lieseltania,\Lieseltania Kingdom Crown Princess Julis-Alexia von Riessfeld Strega\and she's its crown princess.\On top of that, she's one of the very few Stregas in the Genestella.\You sure know a lot about her. response:	Well, I am a member of the Newspaper Club.
context: You know how since the Invertia,\monarchies all over Europe have been coming back into power?\Well, one of them is a country called Lieseltania,\Lieseltania Kingdom Crown Princess Julis-Alexia von Riessfeld Strega\and she's its crown princess.\On top of that, she's one of the very few Stregas in the Genestella.\You sure know a lot about her.\Well, I am a member of the Newspaper Club. response:	But why would a princess be battling it out here?
context: monarchies all over Europe have been coming back into power?\Well, one of them is a country called Lieseltania,\Lieseltania Kingdom Crown Princess Julis-Alexia von Riessfeld Strega\and she's its crown princess.\On top of that, she's one of the very few Stregas in the Genestella.\You sure know a lot about her.\Well, I am a member of the Newspaper Club.\But why would a princess be battling it out here? response:	Well, that's what we all wonder.
context: Well, one of them is a country called Lieseltania,\Lieseltania Kingdom Crown Princess Julis-Alexia von Riessfeld Strega\and she's its crown princess.\On top of that, she's one of the very few Stregas in the Genestella.\You sure know a lot about her.\Well, I am a member of the Newspaper Club.\But why would a princess be battling it out here?\Well, that's what we all wonder. response:	2 Years Ago
context: Lieseltania Kingdom Crown Princess Julis-Alexia von Riessfeld Strega\and she's its crown princess.\On top of that, she's one of the very few Stregas in the Genestella.\You sure know a lot about her.\Well, I am a member of the Newspaper Club.\But why would a princess be battling it out here?\Well, that's what we all wonder.\2 Years Ago response:	A girl that pretty, and strong, and a princess, no less.
context: and she's its crown princess.\On top of that, she's one of the very few Stregas in the Genestella.\You sure know a lot about her.\Well, I am a member of the Newspaper Club.\But why would a princess be battling it out here?\Well, that's what we all wonder.\2 Years Ago\A girl that pretty, and strong, and a princess, no less. response:	Who in their right mind would ignore her?
context: On top of that, she's one of the very few Stregas in the Genestella.\You sure know a lot about her.\Well, I am a member of the Newspaper Club.\But why would a princess be battling it out here?\Well, that's what we all wonder.\2 Years Ago\A girl that pretty, and strong, and a princess, no less.\Who in their right mind would ignore her? response:	However...
context: You sure know a lot about her.\Well, I am a member of the Newspaper Club.\But why would a princess be battling it out here?\Well, that's what we all wonder.\2 Years Ago\A girl that pretty, and strong, and a princess, no less.\Who in their right mind would ignore her?\However... response:	Quiet! Shut up! I'm not a freak show!
context: Well, I am a member of the Newspaper Club.\But why would a princess be battling it out here?\Well, that's what we all wonder.\2 Years Ago\A girl that pretty, and strong, and a princess, no less.\Who in their right mind would ignore her?\However...\Quiet! Shut up! I'm not a freak show! response:	That was her response.
context: But why would a princess be battling it out here?\Well, that's what we all wonder.\2 Years Ago\A girl that pretty, and strong, and a princess, no less.\Who in their right mind would ignore her?\However...\Quiet! Shut up! I'm not a freak show!\That was her response. response:	I can see her doing that.
context: Well, that's what we all wonder.\2 Years Ago\A girl that pretty, and strong, and a princess, no less.\Who in their right mind would ignore her?\However...\Quiet! Shut up! I'm not a freak show!\That was her response.\I can see her doing that. response:	And those who didn't take too kindly to that challenged her to duels,
context: 2 Years Ago\A girl that pretty, and strong, and a princess, no less.\Who in their right mind would ignore her?\However...\Quiet! Shut up! I'm not a freak show!\That was her response.\I can see her doing that.\And those who didn't take too kindly to that challenged her to duels, response:	but they were all repulsed in glorious fashion.
context: A girl that pretty, and strong, and a princess, no less.\Who in their right mind would ignore her?\However...\Quiet! Shut up! I'm not a freak show!\That was her response.\I can see her doing that.\And those who didn't take too kindly to that challenged her to duels,\but they were all repulsed in glorious fashion. response:	She soared all the way up to Seidoukan Rank 5 in the blink of an eye,
context: Who in their right mind would ignore her?\However...\Quiet! Shut up! I'm not a freak show!\That was her response.\I can see her doing that.\And those who didn't take too kindly to that challenged her to duels,\but they were all repulsed in glorious fashion.\She soared all the way up to Seidoukan Rank 5 in the blink of an eye, response:	but the result was the aloof princess you see today.
context: However...\Quiet! Shut up! I'm not a freak show!\That was her response.\I can see her doing that.\And those who didn't take too kindly to that challenged her to duels,\but they were all repulsed in glorious fashion.\She soared all the way up to Seidoukan Rank 5 in the blink of an eye,\but the result was the aloof princess you see today. response:	But during our duel, she seemed pretty darned popular.
context: Quiet! Shut up! I'm not a freak show!\That was her response.\I can see her doing that.\And those who didn't take too kindly to that challenged her to duels,\but they were all repulsed in glorious fashion.\She soared all the way up to Seidoukan Rank 5 in the blink of an eye,\but the result was the aloof princess you see today.\But during our duel, she seemed pretty darned popular. response:	Oh, right.
context: That was her response.\I can see her doing that.\And those who didn't take too kindly to that challenged her to duels,\but they were all repulsed in glorious fashion.\She soared all the way up to Seidoukan Rank 5 in the blink of an eye,\but the result was the aloof princess you see today.\But during our duel, she seemed pretty darned popular.\Oh, right. response:	Here...
context: I can see her doing that.\And those who didn't take too kindly to that challenged her to duels,\but they were all repulsed in glorious fashion.\She soared all the way up to Seidoukan Rank 5 in the blink of an eye,\but the result was the aloof princess you see today.\But during our duel, she seemed pretty darned popular.\Oh, right.\Here... response:	For the record, thank you.
context: And those who didn't take too kindly to that challenged her to duels,\but they were all repulsed in glorious fashion.\She soared all the way up to Seidoukan Rank 5 in the blink of an eye,\but the result was the aloof princess you see today.\But during our duel, she seemed pretty darned popular.\Oh, right.\Here...\For the record, thank you. response:	I mean, without it, Julis might've let me go, so I do have mixed feelings about it.
context: but they were all repulsed in glorious fashion.\She soared all the way up to Seidoukan Rank 5 in the blink of an eye,\but the result was the aloof princess you see today.\But during our duel, she seemed pretty darned popular.\Oh, right.\Here...\For the record, thank you.\I mean, without it, Julis might've let me go, so I do have mixed feelings about it. response:	How'd you know it was me?
context: She soared all the way up to Seidoukan Rank 5 in the blink of an eye,\but the result was the aloof princess you see today.\But during our duel, she seemed pretty darned popular.\Oh, right.\Here...\For the record, thank you.\I mean, without it, Julis might've let me go, so I do have mixed feelings about it.\How'd you know it was me? response:	Well, your voice, I guess?
context: but the result was the aloof princess you see today.\But during our duel, she seemed pretty darned popular.\Oh, right.\Here...\For the record, thank you.\I mean, without it, Julis might've let me go, so I do have mixed feelings about it.\How'd you know it was me?\Well, your voice, I guess? response:	You mean under those circumstances, you remembered my voice,
