context: Um... response:	You're challenging 100?! That's impossible!
context: It's my turn, huh?\This is a tough one for Hibiki, whose magic is the intellectual type.\I should've done this one...\Believe in your friend, you two.\Master! When did you get here?!\So you're back in action, huh, senpai?\Jenny passed me the baton.\Hibiki of Blue Pegasus! His magic power is 95... response:	That's terrible...
context: This is a tough one for Hibiki, whose magic is the intellectual type.\I should've done this one...\Believe in your friend, you two.\Master! When did you get here?!\So you're back in action, huh, senpai?\Jenny passed me the baton.\Hibiki of Blue Pegasus! His magic power is 95...\That's terrible... response:	Is this what we get for believing in him?
context: I should've done this one...\Believe in your friend, you two.\Master! When did you get here?!\So you're back in action, huh, senpai?\Jenny passed me the baton.\Hibiki of Blue Pegasus! His magic power is 95...\That's terrible...\Is this what we get for believing in him? response:	Men... But there's a lot to learn from failure.
context: Believe in your friend, you two.\Master! When did you get here?!\So you're back in action, huh, senpai?\Jenny passed me the baton.\Hibiki of Blue Pegasus! His magic power is 95...\That's terrible...\Is this what we get for believing in him?\Men... But there's a lot to learn from failure. response:	You can take this and strive to do better, for example.
context: Master! When did you get here?!\So you're back in action, huh, senpai?\Jenny passed me the baton.\Hibiki of Blue Pegasus! His magic power is 95...\That's terrible...\Is this what we get for believing in him?\Men... But there's a lot to learn from failure.\You can take this and strive to do better, for example. response:	Right! Your words are sweet music to our ears, Sensei!
context: So you're back in action, huh, senpai?\Jenny passed me the baton.\Hibiki of Blue Pegasus! His magic power is 95...\That's terrible...\Is this what we get for believing in him?\Men... But there's a lot to learn from failure.\You can take this and strive to do better, for example.\Right! Your words are sweet music to our ears, Sensei! response:	He's already striving...
context: Jenny passed me the baton.\Hibiki of Blue Pegasus! His magic power is 95...\That's terrible...\Is this what we get for believing in him?\Men... But there's a lot to learn from failure.\You can take this and strive to do better, for example.\Right! Your words are sweet music to our ears, Sensei!\He's already striving... response:	Want me to comfort you tonight?
context: Hibiki of Blue Pegasus! His magic power is 95...\That's terrible...\Is this what we get for believing in him?\Men... But there's a lot to learn from failure.\You can take this and strive to do better, for example.\Right! Your words are sweet music to our ears, Sensei!\He's already striving...\Want me to comfort you tonight? response:	Um...
context: That's terrible...\Is this what we get for believing in him?\Men... But there's a lot to learn from failure.\You can take this and strive to do better, for example.\Right! Your words are sweet music to our ears, Sensei!\He's already striving...\Want me to comfort you tonight?\Um... response:	I want you to baby me now...
context: Is this what we get for believing in him?\Men... But there's a lot to learn from failure.\You can take this and strive to do better, for example.\Right! Your words are sweet music to our ears, Sensei!\He's already striving...\Want me to comfort you tonight?\Um...\I want you to baby me now... response:	Next up is Obra of Raven Tail!
context: Men... But there's a lot to learn from failure.\You can take this and strive to do better, for example.\Right! Your words are sweet music to our ears, Sensei!\He's already striving...\Want me to comfort you tonight?\Um...\I want you to baby me now...\Next up is Obra of Raven Tail! response:	That's the guy...
context: You can take this and strive to do better, for example.\Right! Your words are sweet music to our ears, Sensei!\He's already striving...\Want me to comfort you tonight?\Um...\I want you to baby me now...\Next up is Obra of Raven Tail!\That's the guy... response:	Right...
context: Right! Your words are sweet music to our ears, Sensei!\He's already striving...\Want me to comfort you tonight?\Um...\I want you to baby me now...\Next up is Obra of Raven Tail!\That's the guy...\Right... response:	Raven, huh?
context: He's already striving...\Want me to comfort you tonight?\Um...\I want you to baby me now...\Next up is Obra of Raven Tail!\That's the guy...\Right...\Raven, huh? response:	I wonder what kind of magic he'll use...
context: Want me to comfort you tonight?\Um...\I want you to baby me now...\Next up is Obra of Raven Tail!\That's the guy...\Right...\Raven, huh?\I wonder what kind of magic he'll use... response:	What the...?! His magic power is 4!
context: Um...\I want you to baby me now...\Next up is Obra of Raven Tail!\That's the guy...\Right...\Raven, huh?\I wonder what kind of magic he'll use...\What the...?! His magic power is 4! response:	Is he just messin' around?
context: I want you to baby me now...\Next up is Obra of Raven Tail!\That's the guy...\Right...\Raven, huh?\I wonder what kind of magic he'll use...\What the...?! His magic power is 4!\Is he just messin' around? response:	What's with that guy?!
context: Next up is Obra of Raven Tail!\That's the guy...\Right...\Raven, huh?\I wonder what kind of magic he'll use...\What the...?! His magic power is 4!\Is he just messin' around?\What's with that guy?! response:	And shouldn't you be in the infirmary?
context: That's the guy...\Right...\Raven, huh?\I wonder what kind of magic he'll use...\What the...?! His magic power is 4!\Is he just messin' around?\What's with that guy?!\And shouldn't you be in the infirmary? response:	That's a little unfortunate, but there are no do-overs here-kabo...
context: Right...\Raven, huh?\I wonder what kind of magic he'll use...\What the...?! His magic power is 4!\Is he just messin' around?\What's with that guy?!\And shouldn't you be in the infirmary?\That's a little unfortunate, but there are no do-overs here-kabo... response:	Um, excuse me...
context: Raven, huh?\I wonder what kind of magic he'll use...\What the...?! His magic power is 4!\Is he just messin' around?\What's with that guy?!\And shouldn't you be in the infirmary?\That's a little unfortunate, but there are no do-overs here-kabo...\Um, excuse me... response:	Jeez! Obra, what the hell are you doing?!
context: I wonder what kind of magic he'll use...\What the...?! His magic power is 4!\Is he just messin' around?\What's with that guy?!\And shouldn't you be in the infirmary?\That's a little unfortunate, but there are no do-overs here-kabo...\Um, excuse me...\Jeez! Obra, what the hell are you doing?! response:	Are you an idiot?!
context: What the...?! His magic power is 4!\Is he just messin' around?\What's with that guy?!\And shouldn't you be in the infirmary?\That's a little unfortunate, but there are no do-overs here-kabo...\Um, excuse me...\Jeez! Obra, what the hell are you doing?!\Are you an idiot?! response:	Silence, Flare.
context: Is he just messin' around?\What's with that guy?!\And shouldn't you be in the infirmary?\That's a little unfortunate, but there are no do-overs here-kabo...\Um, excuse me...\Jeez! Obra, what the hell are you doing?!\Are you an idiot?!\Silence, Flare. response:	His magic can't be shown in front of people.
context: What's with that guy?!\And shouldn't you be in the infirmary?\That's a little unfortunate, but there are no do-overs here-kabo...\Um, excuse me...\Jeez! Obra, what the hell are you doing?!\Are you an idiot?!\Silence, Flare.\His magic can't be shown in front of people. response:	Y-Yes, sir.
context: And shouldn't you be in the infirmary?\That's a little unfortunate, but there are no do-overs here-kabo...\Um, excuse me...\Jeez! Obra, what the hell are you doing?!\Are you an idiot?!\Silence, Flare.\His magic can't be shown in front of people.\Y-Yes, sir. response:	He's a guy who's gotta be forced to get serious.
context: That's a little unfortunate, but there are no do-overs here-kabo...\Um, excuse me...\Jeez! Obra, what the hell are you doing?!\Are you an idiot?!\Silence, Flare.\His magic can't be shown in front of people.\Y-Yes, sir.\He's a guy who's gotta be forced to get serious. response:	Alright,
context: Um, excuse me...\Jeez! Obra, what the hell are you doing?!\Are you an idiot?!\Silence, Flare.\His magic can't be shown in front of people.\Y-Yes, sir.\He's a guy who's gotta be forced to get serious.\Alright, response:	currently the top score is 365 from Millianna of Mermaid Heel-kabo!
context: Jeez! Obra, what the hell are you doing?!\Are you an idiot?!\Silence, Flare.\His magic can't be shown in front of people.\Y-Yes, sir.\He's a guy who's gotta be forced to get serious.\Alright,\currently the top score is 365 from Millianna of Mermaid Heel-kabo! response:	Yay! I'm number one!
context: Are you an idiot?!\Silence, Flare.\His magic can't be shown in front of people.\Y-Yes, sir.\He's a guy who's gotta be forced to get serious.\Alright,\currently the top score is 365 from Millianna of Mermaid Heel-kabo!\Yay! I'm number one! response:	We'll see about that...
context: Silence, Flare.\His magic can't be shown in front of people.\Y-Yes, sir.\He's a guy who's gotta be forced to get serious.\Alright,\currently the top score is 365 from Millianna of Mermaid Heel-kabo!\Yay! I'm number one!\We'll see about that... response:	Sabertooth's Orga takes the field!
context: His magic can't be shown in front of people.\Y-Yes, sir.\He's a guy who's gotta be forced to get serious.\Alright,\currently the top score is 365 from Millianna of Mermaid Heel-kabo!\Yay! I'm number one!\We'll see about that...\Sabertooth's Orga takes the field! response:	Listen to those cheers!
context: Y-Yes, sir.\He's a guy who's gotta be forced to get serious.\Alright,\currently the top score is 365 from Millianna of Mermaid Heel-kabo!\Yay! I'm number one!\We'll see about that...\Sabertooth's Orga takes the field!\Listen to those cheers! response:	Orga-kun! Please win this thing!
context: He's a guy who's gotta be forced to get serious.\Alright,\currently the top score is 365 from Millianna of Mermaid Heel-kabo!\Yay! I'm number one!\We'll see about that...\Sabertooth's Orga takes the field!\Listen to those cheers!\Orga-kun! Please win this thing! response:	Orga's strong, isn't he?
context: Alright,\currently the top score is 365 from Millianna of Mermaid Heel-kabo!\Yay! I'm number one!\We'll see about that...\Sabertooth's Orga takes the field!\Listen to those cheers!\Orga-kun! Please win this thing!\Orga's strong, isn't he? response:	120mm Black Lightning Cannon!
context: currently the top score is 365 from Millianna of Mermaid Heel-kabo!\Yay! I'm number one!\We'll see about that...\Sabertooth's Orga takes the field!\Listen to those cheers!\Orga-kun! Please win this thing!\Orga's strong, isn't he?\120mm Black Lightning Cannon! response:	O-Over 3,000?!
context: Yay! I'm number one!\We'll see about that...\Sabertooth's Orga takes the field!\Listen to those cheers!\Orga-kun! Please win this thing!\Orga's strong, isn't he?\120mm Black Lightning Cannon!\O-Over 3,000?! response:	Ten times my score?!
context: We'll see about that...\Sabertooth's Orga takes the field!\Listen to those cheers!\Orga-kun! Please win this thing!\Orga's strong, isn't he?\120mm Black Lightning Cannon!\O-Over 3,000?!\Ten times my score?! response:	Wha...?!
context: Sabertooth's Orga takes the field!\Listen to those cheers!\Orga-kun! Please win this thing!\Orga's strong, isn't he?\120mm Black Lightning Cannon!\O-Over 3,000?!\Ten times my score?!\Wha...?! response:	What the hell is that?!
context: Listen to those cheers!\Orga-kun! Please win this thing!\Orga's strong, isn't he?\120mm Black Lightning Cannon!\O-Over 3,000?!\Ten times my score?!\Wha...?!\What the hell is that?! response:	Wow...
context: Orga-kun! Please win this thing!\Orga's strong, isn't he?\120mm Black Lightning Cannon!\O-Over 3,000?!\Ten times my score?!\Wha...?!\What the hell is that?!\Wow... response:	I've never seen a score like that, not even in my Corps!
context: Orga's strong, isn't he?\120mm Black Lightning Cannon!\O-Over 3,000?!\Ten times my score?!\Wha...?!\What the hell is that?!\Wow...\I've never seen a score like that, not even in my Corps! response:	That's Orga-kun! When it comes to power, he's the strongest!
context: 120mm Black Lightning Cannon!\O-Over 3,000?!\Ten times my score?!\Wha...?!\What the hell is that?!\Wow...\I've never seen a score like that, not even in my Corps!\That's Orga-kun! When it comes to power, he's the strongest! response:	Fro thinks so, too!
context: O-Over 3,000?!\Ten times my score?!\Wha...?!\What the hell is that?!\Wow...\I've never seen a score like that, not even in my Corps!\That's Orga-kun! When it comes to power, he's the strongest!\Fro thinks so, too! response:	The strongest, the strongest, number one!
context: Ten times my score?!\Wha...?!\What the hell is that?!\Wow...\I've never seen a score like that, not even in my Corps!\That's Orga-kun! When it comes to power, he's the strongest!\Fro thinks so, too!\The strongest, the strongest, number one! response:	We don't need to hear any more singing-kabo...
context: Wha...?!\What the hell is that?!\Wow...\I've never seen a score like that, not even in my Corps!\That's Orga-kun! When it comes to power, he's the strongest!\Fro thinks so, too!\The strongest, the strongest, number one!\We don't need to hear any more singing-kabo... response:	Our guild, Sabertooth, kicks the ass of everyone!
context: What the hell is that?!\Wow...\I've never seen a score like that, not even in my Corps!\That's Orga-kun! When it comes to power, he's the strongest!\Fro thinks so, too!\The strongest, the strongest, number one!\We don't need to hear any more singing-kabo...\Our guild, Sabertooth, kicks the ass of everyone! response:	Alright, can Jura, one of the 10 Great Wizard Saints, surpass this score?
context: Wow...\I've never seen a score like that, not even in my Corps!\That's Orga-kun! When it comes to power, he's the strongest!\Fro thinks so, too!\The strongest, the strongest, number one!\We don't need to hear any more singing-kabo...\Our guild, Sabertooth, kicks the ass of everyone!\Alright, can Jura, one of the 10 Great Wizard Saints, surpass this score? response:	He's got everyone's attention!
context: I've never seen a score like that, not even in my Corps!\That's Orga-kun! When it comes to power, he's the strongest!\Fro thinks so, too!\The strongest, the strongest, number one!\We don't need to hear any more singing-kabo...\Our guild, Sabertooth, kicks the ass of everyone!\Alright, can Jura, one of the 10 Great Wizard Saints, surpass this score?\He's got everyone's attention! response:	Jura-san will win, won't he?
context: That's Orga-kun! When it comes to power, he's the strongest!\Fro thinks so, too!\The strongest, the strongest, number one!\We don't need to hear any more singing-kabo...\Our guild, Sabertooth, kicks the ass of everyone!\Alright, can Jura, one of the 10 Great Wizard Saints, surpass this score?\He's got everyone's attention!\Jura-san will win, won't he? response:	Of course. I'm concerned about something else.
context: Fro thinks so, too!\The strongest, the strongest, number one!\We don't need to hear any more singing-kabo...\Our guild, Sabertooth, kicks the ass of everyone!\Alright, can Jura, one of the 10 Great Wizard Saints, surpass this score?\He's got everyone's attention!\Jura-san will win, won't he?\Of course. I'm concerned about something else. response:	Do you mind if I do this seriously?
context: The strongest, the strongest, number one!\We don't need to hear any more singing-kabo...\Our guild, Sabertooth, kicks the ass of everyone!\Alright, can Jura, one of the 10 Great Wizard Saints, surpass this score?\He's got everyone's attention!\Jura-san will win, won't he?\Of course. I'm concerned about something else.\Do you mind if I do this seriously? response:	Go right ahead-kabo!
context: We don't need to hear any more singing-kabo...\Our guild, Sabertooth, kicks the ass of everyone!\Alright, can Jura, one of the 10 Great Wizard Saints, surpass this score?\He's got everyone's attention!\Jura-san will win, won't he?\Of course. I'm concerned about something else.\Do you mind if I do this seriously?\Go right ahead-kabo! response:	It appears that Jura of Lamia Scale is concentrating!
context: Our guild, Sabertooth, kicks the ass of everyone!\Alright, can Jura, one of the 10 Great Wizard Saints, surpass this score?\He's got everyone's attention!\Jura-san will win, won't he?\Of course. I'm concerned about something else.\Do you mind if I do this seriously?\Go right ahead-kabo!\It appears that Jura of Lamia Scale is concentrating! response:	An earthquake!
context: Alright, can Jura, one of the 10 Great Wizard Saints, surpass this score?\He's got everyone's attention!\Jura-san will win, won't he?\Of course. I'm concerned about something else.\Do you mind if I do this seriously?\Go right ahead-kabo!\It appears that Jura of Lamia Scale is concentrating!\An earthquake! response:	We're feeling tremendous pressure...
context: He's got everyone's attention!\Jura-san will win, won't he?\Of course. I'm concerned about something else.\Do you mind if I do this seriously?\Go right ahead-kabo!\It appears that Jura of Lamia Scale is concentrating!\An earthquake!\We're feeling tremendous pressure... response:	Rumbling Mt. Fuji!
context: Jura-san will win, won't he?\Of course. I'm concerned about something else.\Do you mind if I do this seriously?\Go right ahead-kabo!\It appears that Jura of Lamia Scale is concentrating!\An earthquake!\We're feeling tremendous pressure...\Rumbling Mt. Fuji! response:	8,544! Unbelievable!
context: Of course. I'm concerned about something else.\Do you mind if I do this seriously?\Go right ahead-kabo!\It appears that Jura of Lamia Scale is concentrating!\An earthquake!\We're feeling tremendous pressure...\Rumbling Mt. Fuji!\8,544! Unbelievable! response:	What?!
context: Do you mind if I do this seriously?\Go right ahead-kabo!\It appears that Jura of Lamia Scale is concentrating!\An earthquake!\We're feeling tremendous pressure...\Rumbling Mt. Fuji!\8,544! Unbelievable!\What?! response:	Old man, that's wack!
context: Go right ahead-kabo!\It appears that Jura of Lamia Scale is concentrating!\An earthquake!\We're feeling tremendous pressure...\Rumbling Mt. Fuji!\8,544! Unbelievable!\What?!\Old man, that's wack! response:	In a word, unsurprising.
context: It appears that Jura of Lamia Scale is concentrating!\An earthquake!\We're feeling tremendous pressure...\Rumbling Mt. Fuji!\8,544! Unbelievable!\What?!\Old man, that's wack!\In a word, unsurprising. response:	Those nicknamed the 10 Great Wizard Saints
context: An earthquake!\We're feeling tremendous pressure...\Rumbling Mt. Fuji!\8,544! Unbelievable!\What?!\Old man, that's wack!\In a word, unsurprising.\Those nicknamed the 10 Great Wizard Saints response:	are just so powerful. Shouldn't their participation be limited?
context: We're feeling tremendous pressure...\Rumbling Mt. Fuji!\8,544! Unbelievable!\What?!\Old man, that's wack!\In a word, unsurprising.\Those nicknamed the 10 Great Wizard Saints\are just so powerful. Shouldn't their participation be limited? response:	I see. So that's what you're worried about, Lyon.
context: Rumbling Mt. Fuji!\8,544! Unbelievable!\What?!\Old man, that's wack!\In a word, unsurprising.\Those nicknamed the 10 Great Wizard Saints\are just so powerful. Shouldn't their participation be limited?\I see. So that's what you're worried about, Lyon. response:	Th-This is a new record for the MPF!
context: 8,544! Unbelievable!\What?!\Old man, that's wack!\In a word, unsurprising.\Those nicknamed the 10 Great Wizard Saints\are just so powerful. Shouldn't their participation be limited?\I see. So that's what you're worried about, Lyon.\Th-This is a new record for the MPF! response:	The title 10 Great Wizard Saints isn't just for show!
context: What?!\Old man, that's wack!\In a word, unsurprising.\Those nicknamed the 10 Great Wizard Saints\are just so powerful. Shouldn't their participation be limited?\I see. So that's what you're worried about, Lyon.\Th-This is a new record for the MPF!\The title 10 Great Wizard Saints isn't just for show! response:	This blows me away...
context: Old man, that's wack!\In a word, unsurprising.\Those nicknamed the 10 Great Wizard Saints\are just so powerful. Shouldn't their participation be limited?\I see. So that's what you're worried about, Lyon.\Th-This is a new record for the MPF!\The title 10 Great Wizard Saints isn't just for show!\This blows me away... response:	He's probably evenly matched with Gildarts...
context: In a word, unsurprising.\Those nicknamed the 10 Great Wizard Saints\are just so powerful. Shouldn't their participation be limited?\I see. So that's what you're worried about, Lyon.\Th-This is a new record for the MPF!\The title 10 Great Wizard Saints isn't just for show!\This blows me away...\He's probably evenly matched with Gildarts... response:	Don't forget that someone who shares Gildarts' blood is right over there.
context: Those nicknamed the 10 Great Wizard Saints\are just so powerful. Shouldn't their participation be limited?\I see. So that's what you're worried about, Lyon.\Th-This is a new record for the MPF!\The title 10 Great Wizard Saints isn't just for show!\This blows me away...\He's probably evenly matched with Gildarts...\Don't forget that someone who shares Gildarts' blood is right over there. response:	And our final challenger is Cana Alberona of Fairy Tail B!
context: are just so powerful. Shouldn't their participation be limited?\I see. So that's what you're worried about, Lyon.\Th-This is a new record for the MPF!\The title 10 Great Wizard Saints isn't just for show!\This blows me away...\He's probably evenly matched with Gildarts...\Don't forget that someone who shares Gildarts' blood is right over there.\And our final challenger is Cana Alberona of Fairy Tail B! response:	So it's finally my turn?
context: I see. So that's what you're worried about, Lyon.\Th-This is a new record for the MPF!\The title 10 Great Wizard Saints isn't just for show!\This blows me away...\He's probably evenly matched with Gildarts...\Don't forget that someone who shares Gildarts' blood is right over there.\And our final challenger is Cana Alberona of Fairy Tail B!\So it's finally my turn? response:	I'm sure it's tough to follow Jura, but...
context: Th-This is a new record for the MPF!\The title 10 Great Wizard Saints isn't just for show!\This blows me away...\He's probably evenly matched with Gildarts...\Don't forget that someone who shares Gildarts' blood is right over there.\And our final challenger is Cana Alberona of Fairy Tail B!\So it's finally my turn?\I'm sure it's tough to follow Jura, but... response:	Well, just do your best-kabo.
context: The title 10 Great Wizard Saints isn't just for show!\This blows me away...\He's probably evenly matched with Gildarts...\Don't forget that someone who shares Gildarts' blood is right over there.\And our final challenger is Cana Alberona of Fairy Tail B!\So it's finally my turn?\I'm sure it's tough to follow Jura, but...\Well, just do your best-kabo. response:	She's smashed...
context: This blows me away...\He's probably evenly matched with Gildarts...\Don't forget that someone who shares Gildarts' blood is right over there.\And our final challenger is Cana Alberona of Fairy Tail B!\So it's finally my turn?\I'm sure it's tough to follow Jura, but...\Well, just do your best-kabo.\She's smashed... response:	Is she gonna try to get into the thousands in that state?
context: He's probably evenly matched with Gildarts...\Don't forget that someone who shares Gildarts' blood is right over there.\And our final challenger is Cana Alberona of Fairy Tail B!\So it's finally my turn?\I'm sure it's tough to follow Jura, but...\Well, just do your best-kabo.\She's smashed...\Is she gonna try to get into the thousands in that state? response:	I predict in the high hundreds for a third place finish...
context: Don't forget that someone who shares Gildarts' blood is right over there.\And our final challenger is Cana Alberona of Fairy Tail B!\So it's finally my turn?\I'm sure it's tough to follow Jura, but...\Well, just do your best-kabo.\She's smashed...\Is she gonna try to get into the thousands in that state?\I predict in the high hundreds for a third place finish... response:	But why is she stripping?!
context: And our final challenger is Cana Alberona of Fairy Tail B!\So it's finally my turn?\I'm sure it's tough to follow Jura, but...\Well, just do your best-kabo.\She's smashed...\Is she gonna try to get into the thousands in that state?\I predict in the high hundreds for a third place finish...\But why is she stripping?! response:	Alright, I'm gonna hit you hard!
context: So it's finally my turn?\I'm sure it's tough to follow Jura, but...\Well, just do your best-kabo.\She's smashed...\Is she gonna try to get into the thousands in that state?\I predict in the high hundreds for a third place finish...\But why is she stripping?!\Alright, I'm gonna hit you hard! response:	That emblem!
context: I'm sure it's tough to follow Jura, but...\Well, just do your best-kabo.\She's smashed...\Is she gonna try to get into the thousands in that state?\I predict in the high hundreds for a third place finish...\But why is she stripping?!\Alright, I'm gonna hit you hard!\That emblem! response:	D-Don't tell me...
context: Well, just do your best-kabo.\She's smashed...\Is she gonna try to get into the thousands in that state?\I predict in the high hundreds for a third place finish...\But why is she stripping?!\Alright, I'm gonna hit you hard!\That emblem!\D-Don't tell me... response:	I lent it to her just this once...
context: She's smashed...\Is she gonna try to get into the thousands in that state?\I predict in the high hundreds for a third place finish...\But why is she stripping?!\Alright, I'm gonna hit you hard!\That emblem!\D-Don't tell me...\I lent it to her just this once... response:	Gather!
context: Is she gonna try to get into the thousands in that state?\I predict in the high hundreds for a third place finish...\But why is she stripping?!\Alright, I'm gonna hit you hard!\That emblem!\D-Don't tell me...\I lent it to her just this once...\Gather! response:	River of light that guides fairies!
context: I predict in the high hundreds for a third place finish...\But why is she stripping?!\Alright, I'm gonna hit you hard!\That emblem!\D-Don't tell me...\I lent it to her just this once...\Gather!\River of light that guides fairies! response:	In the first place, that woman
context: But why is she stripping?!\Alright, I'm gonna hit you hard!\That emblem!\D-Don't tell me...\I lent it to her just this once...\Gather!\River of light that guides fairies!\In the first place, that woman response:	has incredibly high latent ability.
context: Alright, I'm gonna hit you hard!\That emblem!\D-Don't tell me...\I lent it to her just this once...\Gather!\River of light that guides fairies!\In the first place, that woman\has incredibly high latent ability. response:	So I'm sure she'll be able to master this.
context: That emblem!\D-Don't tell me...\I lent it to her just this once...\Gather!\River of light that guides fairies!\In the first place, that woman\has incredibly high latent ability.\So I'm sure she'll be able to master this. response:	Shine! To destroy the fangs of evil!
context: D-Don't tell me...\I lent it to her just this once...\Gather!\River of light that guides fairies!\In the first place, that woman\has incredibly high latent ability.\So I'm sure she'll be able to master this.\Shine! To destroy the fangs of evil! response:	Fairy Glitter!
context: I lent it to her just this once...\Gather!\River of light that guides fairies!\In the first place, that woman\has incredibly high latent ability.\So I'm sure she'll be able to master this.\Shine! To destroy the fangs of evil!\Fairy Glitter! response:	That Cana possesses one of the Three Great Fairy Magics?
context: Gather!\River of light that guides fairies!\In the first place, that woman\has incredibly high latent ability.\So I'm sure she'll be able to master this.\Shine! To destroy the fangs of evil!\Fairy Glitter!\That Cana possesses one of the Three Great Fairy Magics? response:	O-Oh my goodness!
context: River of light that guides fairies!\In the first place, that woman\has incredibly high latent ability.\So I'm sure she'll be able to master this.\Shine! To destroy the fangs of evil!\Fairy Glitter!\That Cana possesses one of the Three Great Fairy Magics?\O-Oh my goodness! response:	The MPF is destroyed! The counter's stopped!
context: In the first place, that woman\has incredibly high latent ability.\So I'm sure she'll be able to master this.\Shine! To destroy the fangs of evil!\Fairy Glitter!\That Cana possesses one of the Three Great Fairy Magics?\O-Oh my goodness!\The MPF is destroyed! The counter's stopped! response:	What is this guild?!
context: has incredibly high latent ability.\So I'm sure she'll be able to master this.\Shine! To destroy the fangs of evil!\Fairy Glitter!\That Cana possesses one of the Three Great Fairy Magics?\O-Oh my goodness!\The MPF is destroyed! The counter's stopped!\What is this guild?! response:	It's a one-two finish for the competition part!
context: So I'm sure she'll be able to master this.\Shine! To destroy the fangs of evil!\Fairy Glitter!\That Cana possesses one of the Three Great Fairy Magics?\O-Oh my goodness!\The MPF is destroyed! The counter's stopped!\What is this guild?!\It's a one-two finish for the competition part! response:	Can anyone stop Fairy Tail now?!
context: Shine! To destroy the fangs of evil!\Fairy Glitter!\That Cana possesses one of the Three Great Fairy Magics?\O-Oh my goodness!\The MPF is destroyed! The counter's stopped!\What is this guild?!\It's a one-two finish for the competition part!\Can anyone stop Fairy Tail now?! response:	We're unstoppable!
context: Fairy Glitter!\That Cana possesses one of the Three Great Fairy Magics?\O-Oh my goodness!\The MPF is destroyed! The counter's stopped!\What is this guild?!\It's a one-two finish for the competition part!\Can anyone stop Fairy Tail now?!\We're unstoppable! response:	It's because we're Fairy Tail, see?!
context: That Cana possesses one of the Three Great Fairy Magics?\O-Oh my goodness!\The MPF is destroyed! The counter's stopped!\What is this guild?!\It's a one-two finish for the competition part!\Can anyone stop Fairy Tail now?!\We're unstoppable!\It's because we're Fairy Tail, see?! response:	I need to think a bit-kabo...
context: O-Oh my goodness!\The MPF is destroyed! The counter's stopped!\What is this guild?!\It's a one-two finish for the competition part!\Can anyone stop Fairy Tail now?!\We're unstoppable!\It's because we're Fairy Tail, see?!\I need to think a bit-kabo... response:	Alexei-sama...
context: The MPF is destroyed! The counter's stopped!\What is this guild?!\It's a one-two finish for the competition part!\Can anyone stop Fairy Tail now?!\We're unstoppable!\It's because we're Fairy Tail, see?!\I need to think a bit-kabo...\Alexei-sama... response:	Here's the list of battle matches...
context: What is this guild?!\It's a one-two finish for the competition part!\Can anyone stop Fairy Tail now?!\We're unstoppable!\It's because we're Fairy Tail, see?!\I need to think a bit-kabo...\Alexei-sama...\Here's the list of battle matches... response:	This match-up...
context: It's a one-two finish for the competition part!\Can anyone stop Fairy Tail now?!\We're unstoppable!\It's because we're Fairy Tail, see?!\I need to think a bit-kabo...\Alexei-sama...\Here's the list of battle matches...\This match-up... response:	The management is well-informed.
context: Can anyone stop Fairy Tail now?!\We're unstoppable!\It's because we're Fairy Tail, see?!\I need to think a bit-kabo...\Alexei-sama...\Here's the list of battle matches...\This match-up...\The management is well-informed. response:	Shall we begin?
context: We're unstoppable!\It's because we're Fairy Tail, see?!\I need to think a bit-kabo...\Alexei-sama...\Here's the list of battle matches...\This match-up...\The management is well-informed.\Shall we begin? response:	For the sake of our true purpose...
context: It's because we're Fairy Tail, see?!\I need to think a bit-kabo...\Alexei-sama...\Here's the list of battle matches...\This match-up...\The management is well-informed.\Shall we begin?\For the sake of our true purpose... response:	F-F-Feelin' spiffy!
context: I need to think a bit-kabo...\Alexei-sama...\Here's the list of battle matches...\This match-up...\The management is well-informed.\Shall we begin?\For the sake of our true purpose...\F-F-Feelin' spiffy! response:	What are you doing?
context: Alexei-sama...\Here's the list of battle matches...\This match-up...\The management is well-informed.\Shall we begin?\For the sake of our true purpose...\F-F-Feelin' spiffy!\What are you doing? response:	I thought up a Mini Anna cheer song!
context: Here's the list of battle matches...\This match-up...\The management is well-informed.\Shall we begin?\For the sake of our true purpose...\F-F-Feelin' spiffy!\What are you doing?\I thought up a Mini Anna cheer song! response:	Natsu, it's Millianna, not Mini Anna!
context: This match-up...\The management is well-informed.\Shall we begin?\For the sake of our true purpose...\F-F-Feelin' spiffy!\What are you doing?\I thought up a Mini Anna cheer song!\Natsu, it's Millianna, not Mini Anna! response:	And she's on a rival team!
context: The management is well-informed.\Shall we begin?\For the sake of our true purpose...\F-F-Feelin' spiffy!\What are you doing?\I thought up a Mini Anna cheer song!\Natsu, it's Millianna, not Mini Anna!\And she's on a rival team! response:	Well, I could go on, but first off, why a song?
context: Shall we begin?\For the sake of our true purpose...\F-F-Feelin' spiffy!\What are you doing?\I thought up a Mini Anna cheer song!\Natsu, it's Millianna, not Mini Anna!\And she's on a rival team!\Well, I could go on, but first off, why a song? response:	I'm sick of cheering the usual way.
context: For the sake of our true purpose...\F-F-Feelin' spiffy!\What are you doing?\I thought up a Mini Anna cheer song!\Natsu, it's Millianna, not Mini Anna!\And she's on a rival team!\Well, I could go on, but first off, why a song?\I'm sick of cheering the usual way. response:	Next time: Laxus vs. Alexei!
