context: So you're finally here, then, you scrubs? response:	Come, now... what are you waiting for?
context: Allow me to apologize.\What's the matter?\I see that you've been over-hyped, Gluhen Rose!\This is the skill of a Rank 23?\At Seidoukan, you'd easily crack the Page One ranks!\Livingstone Daisy!\I see... So that's what's going on.\You're expending your power to maintain this wall of flames, eh? response:	But you could've turned this into a one-on-one battle
context: What's the matter?\I see that you've been over-hyped, Gluhen Rose!\This is the skill of a Rank 23?\At Seidoukan, you'd easily crack the Page One ranks!\Livingstone Daisy!\I see... So that's what's going on.\You're expending your power to maintain this wall of flames, eh?\But you could've turned this into a one-on-one battle response:	without resorting to such elaborate tricks.
context: I see that you've been over-hyped, Gluhen Rose!\This is the skill of a Rank 23?\At Seidoukan, you'd easily crack the Page One ranks!\Livingstone Daisy!\I see... So that's what's going on.\You're expending your power to maintain this wall of flames, eh?\But you could've turned this into a one-on-one battle\without resorting to such elaborate tricks. response:	I had no choice.
context: This is the skill of a Rank 23?\At Seidoukan, you'd easily crack the Page One ranks!\Livingstone Daisy!\I see... So that's what's going on.\You're expending your power to maintain this wall of flames, eh?\But you could've turned this into a one-on-one battle\without resorting to such elaborate tricks.\I had no choice. response:	This is the only way we can win.
context: At Seidoukan, you'd easily crack the Page One ranks!\Livingstone Daisy!\I see... So that's what's going on.\You're expending your power to maintain this wall of flames, eh?\But you could've turned this into a one-on-one battle\without resorting to such elaborate tricks.\I had no choice.\This is the only way we can win. response:	Meaning that you have something else up your sleeve, huh?
context: Livingstone Daisy!\I see... So that's what's going on.\You're expending your power to maintain this wall of flames, eh?\But you could've turned this into a one-on-one battle\without resorting to such elaborate tricks.\I had no choice.\This is the only way we can win.\Meaning that you have something else up your sleeve, huh? response:	To be honest, I admire you.
context: I see... So that's what's going on.\You're expending your power to maintain this wall of flames, eh?\But you could've turned this into a one-on-one battle\without resorting to such elaborate tricks.\I had no choice.\This is the only way we can win.\Meaning that you have something else up your sleeve, huh?\To be honest, I admire you. response:	You may have been focusing on defense,
context: You're expending your power to maintain this wall of flames, eh?\But you could've turned this into a one-on-one battle\without resorting to such elaborate tricks.\I had no choice.\This is the only way we can win.\Meaning that you have something else up your sleeve, huh?\To be honest, I admire you.\You may have been focusing on defense, response:	but to withstand all of my attacks till now...
context: But you could've turned this into a one-on-one battle\without resorting to such elaborate tricks.\I had no choice.\This is the only way we can win.\Meaning that you have something else up your sleeve, huh?\To be honest, I admire you.\You may have been focusing on defense,\but to withstand all of my attacks till now... response:	If you were at full strength, our roles might have been reversed.
context: without resorting to such elaborate tricks.\I had no choice.\This is the only way we can win.\Meaning that you have something else up your sleeve, huh?\To be honest, I admire you.\You may have been focusing on defense,\but to withstand all of my attacks till now...\If you were at full strength, our roles might have been reversed. response:	No, I don't think I could've held out for so long.
context: I had no choice.\This is the only way we can win.\Meaning that you have something else up your sleeve, huh?\To be honest, I admire you.\You may have been focusing on defense,\but to withstand all of my attacks till now...\If you were at full strength, our roles might have been reversed.\No, I don't think I could've held out for so long. response:	I don't think...
context: This is the only way we can win.\Meaning that you have something else up your sleeve, huh?\To be honest, I admire you.\You may have been focusing on defense,\but to withstand all of my attacks till now...\If you were at full strength, our roles might have been reversed.\No, I don't think I could've held out for so long.\I don't think... response:	that's necessarily true.
context: Meaning that you have something else up your sleeve, huh?\To be honest, I admire you.\You may have been focusing on defense,\but to withstand all of my attacks till now...\If you were at full strength, our roles might have been reversed.\No, I don't think I could've held out for so long.\I don't think...\that's necessarily true. response:	But I couldn't live with myself if I went on battering you like this.
context: To be honest, I admire you.\You may have been focusing on defense,\but to withstand all of my attacks till now...\If you were at full strength, our roles might have been reversed.\No, I don't think I could've held out for so long.\I don't think...\that's necessarily true.\But I couldn't live with myself if I went on battering you like this. response:	Out of respect for you,
context: You may have been focusing on defense,\but to withstand all of my attacks till now...\If you were at full strength, our roles might have been reversed.\No, I don't think I could've held out for so long.\I don't think...\that's necessarily true.\But I couldn't live with myself if I went on battering you like this.\Out of respect for you, response:	I shall finish this with my next move.
context: but to withstand all of my attacks till now...\If you were at full strength, our roles might have been reversed.\No, I don't think I could've held out for so long.\I don't think...\that's necessarily true.\But I couldn't live with myself if I went on battering you like this.\Out of respect for you,\I shall finish this with my next move. response:	All right, you'd better hurry!
context: If you were at full strength, our roles might have been reversed.\No, I don't think I could've held out for so long.\I don't think...\that's necessarily true.\But I couldn't live with myself if I went on battering you like this.\Out of respect for you,\I shall finish this with my next move.\All right, you'd better hurry! response:	Or else the battle beyond that wall will be over.
context: No, I don't think I could've held out for so long.\I don't think...\that's necessarily true.\But I couldn't live with myself if I went on battering you like this.\Out of respect for you,\I shall finish this with my next move.\All right, you'd better hurry!\Or else the battle beyond that wall will be over. response:	Are you perhaps implying that my partner will lose?
context: I don't think...\that's necessarily true.\But I couldn't live with myself if I went on battering you like this.\Out of respect for you,\I shall finish this with my next move.\All right, you'd better hurry!\Or else the battle beyond that wall will be over.\Are you perhaps implying that my partner will lose? response:	In his current state, Murakumo has no chance against us.
context: that's necessarily true.\But I couldn't live with myself if I went on battering you like this.\Out of respect for you,\I shall finish this with my next move.\All right, you'd better hurry!\Or else the battle beyond that wall will be over.\Are you perhaps implying that my partner will lose?\In his current state, Murakumo has no chance against us. response:	Am I right?
context: But I couldn't live with myself if I went on battering you like this.\Out of respect for you,\I shall finish this with my next move.\All right, you'd better hurry!\Or else the battle beyond that wall will be over.\Are you perhaps implying that my partner will lose?\In his current state, Murakumo has no chance against us.\Am I right? response:	Absolutely.
context: Out of respect for you,\I shall finish this with my next move.\All right, you'd better hurry!\Or else the battle beyond that wall will be over.\Are you perhaps implying that my partner will lose?\In his current state, Murakumo has no chance against us.\Am I right?\Absolutely. response:	For Ayato to defeat you in his current state,
context: I shall finish this with my next move.\All right, you'd better hurry!\Or else the battle beyond that wall will be over.\Are you perhaps implying that my partner will lose?\In his current state, Murakumo has no chance against us.\Am I right?\Absolutely.\For Ayato to defeat you in his current state, response:	the best he could do would be to catch you off-guard somehow.
context: All right, you'd better hurry!\Or else the battle beyond that wall will be over.\Are you perhaps implying that my partner will lose?\In his current state, Murakumo has no chance against us.\Am I right?\Absolutely.\For Ayato to defeat you in his current state,\the best he could do would be to catch you off-guard somehow. response:	Well, not that Song and I would ever lay ourselves open like that...
context: Or else the battle beyond that wall will be over.\Are you perhaps implying that my partner will lose?\In his current state, Murakumo has no chance against us.\Am I right?\Absolutely.\For Ayato to defeat you in his current state,\the best he could do would be to catch you off-guard somehow.\Well, not that Song and I would ever lay ourselves open like that... response:	That side, eh?
context: Are you perhaps implying that my partner will lose?\In his current state, Murakumo has no chance against us.\Am I right?\Absolutely.\For Ayato to defeat you in his current state,\the best he could do would be to catch you off-guard somehow.\Well, not that Song and I would ever lay ourselves open like that...\That side, eh? response:	Even if you protect yourself, this fist will pulverize everything!
context: In his current state, Murakumo has no chance against us.\Am I right?\Absolutely.\For Ayato to defeat you in his current state,\the best he could do would be to catch you off-guard somehow.\Well, not that Song and I would ever lay ourselves open like that...\That side, eh?\Even if you protect yourself, this fist will pulverize everything! response:	I would advise you to dodge it, rather than block it.
context: Am I right?\Absolutely.\For Ayato to defeat you in his current state,\the best he could do would be to catch you off-guard somehow.\Well, not that Song and I would ever lay ourselves open like that...\That side, eh?\Even if you protect yourself, this fist will pulverize everything!\I would advise you to dodge it, rather than block it. response:	Julis...
context: Absolutely.\For Ayato to defeat you in his current state,\the best he could do would be to catch you off-guard somehow.\Well, not that Song and I would ever lay ourselves open like that...\That side, eh?\Even if you protect yourself, this fist will pulverize everything!\I would advise you to dodge it, rather than block it.\Julis... response:	This is it!
context: For Ayato to defeat you in his current state,\the best he could do would be to catch you off-guard somehow.\Well, not that Song and I would ever lay ourselves open like that...\That side, eh?\Even if you protect yourself, this fist will pulverize everything!\I would advise you to dodge it, rather than block it.\Julis...\This is it! response:	Burst into bloom...
context: the best he could do would be to catch you off-guard somehow.\Well, not that Song and I would ever lay ourselves open like that...\That side, eh?\Even if you protect yourself, this fist will pulverize everything!\I would advise you to dodge it, rather than block it.\Julis...\This is it!\Burst into bloom... response:	No way am I gonna let you do that!
context: Well, not that Song and I would ever lay ourselves open like that...\That side, eh?\Even if you protect yourself, this fist will pulverize everything!\I would advise you to dodge it, rather than block it.\Julis...\This is it!\Burst into bloom...\No way am I gonna let you do that! response:	Amaryllis! Twin Blossoms!
context: That side, eh?\Even if you protect yourself, this fist will pulverize everything!\I would advise you to dodge it, rather than block it.\Julis...\This is it!\Burst into bloom...\No way am I gonna let you do that!\Amaryllis! Twin Blossoms! response:	Julis's signal!
context: Even if you protect yourself, this fist will pulverize everything!\I would advise you to dodge it, rather than block it.\Julis...\This is it!\Burst into bloom...\No way am I gonna let you do that!\Amaryllis! Twin Blossoms!\Julis's signal! response:	Badge broken!
context: I would advise you to dodge it, rather than block it.\Julis...\This is it!\Burst into bloom...\No way am I gonna let you do that!\Amaryllis! Twin Blossoms!\Julis's signal!\Badge broken! response:	E-End of match!
context: Julis...\This is it!\Burst into bloom...\No way am I gonna let you do that!\Amaryllis! Twin Blossoms!\Julis's signal!\Badge broken!\E-End of match! response:	Winners, Ayato Amagiri and Julis-Alexia von Riessfeld!
context: This is it!\Burst into bloom...\No way am I gonna let you do that!\Amaryllis! Twin Blossoms!\Julis's signal!\Badge broken!\E-End of match!\Winners, Ayato Amagiri and Julis-Alexia von Riessfeld! response:	It was stunning teamwork catching their opponents off-guard
context: Burst into bloom...\No way am I gonna let you do that!\Amaryllis! Twin Blossoms!\Julis's signal!\Badge broken!\E-End of match!\Winners, Ayato Amagiri and Julis-Alexia von Riessfeld!\It was stunning teamwork catching their opponents off-guard response:	and snatching victory from the jaws of defeat!
context: No way am I gonna let you do that!\Amaryllis! Twin Blossoms!\Julis's signal!\Badge broken!\E-End of match!\Winners, Ayato Amagiri and Julis-Alexia von Riessfeld!\It was stunning teamwork catching their opponents off-guard\and snatching victory from the jaws of defeat! response:	No, no, it wasn't quite that simple, actually.
context: Amaryllis! Twin Blossoms!\Julis's signal!\Badge broken!\E-End of match!\Winners, Ayato Amagiri and Julis-Alexia von Riessfeld!\It was stunning teamwork catching their opponents off-guard\and snatching victory from the jaws of defeat!\No, no, it wasn't quite that simple, actually. response:	Meaning?
context: Julis's signal!\Badge broken!\E-End of match!\Winners, Ayato Amagiri and Julis-Alexia von Riessfeld!\It was stunning teamwork catching their opponents off-guard\and snatching victory from the jaws of defeat!\No, no, it wasn't quite that simple, actually.\Meaning? response:	Song was in close-quarter combat with Amagiri,
context: Badge broken!\E-End of match!\Winners, Ayato Amagiri and Julis-Alexia von Riessfeld!\It was stunning teamwork catching their opponents off-guard\and snatching victory from the jaws of defeat!\No, no, it wasn't quite that simple, actually.\Meaning?\Song was in close-quarter combat with Amagiri, response:	whereas Luo was countering Riessfeld's long-distance assault.
context: E-End of match!\Winners, Ayato Amagiri and Julis-Alexia von Riessfeld!\It was stunning teamwork catching their opponents off-guard\and snatching victory from the jaws of defeat!\No, no, it wasn't quite that simple, actually.\Meaning?\Song was in close-quarter combat with Amagiri,\whereas Luo was countering Riessfeld's long-distance assault. response:	By switching places, the Seidoukan team messed up their opponents' timing,
context: Winners, Ayato Amagiri and Julis-Alexia von Riessfeld!\It was stunning teamwork catching their opponents off-guard\and snatching victory from the jaws of defeat!\No, no, it wasn't quite that simple, actually.\Meaning?\Song was in close-quarter combat with Amagiri,\whereas Luo was countering Riessfeld's long-distance assault.\By switching places, the Seidoukan team messed up their opponents' timing, response:	and that's how they caught them off-guard so decisively.
context: It was stunning teamwork catching their opponents off-guard\and snatching victory from the jaws of defeat!\No, no, it wasn't quite that simple, actually.\Meaning?\Song was in close-quarter combat with Amagiri,\whereas Luo was countering Riessfeld's long-distance assault.\By switching places, the Seidoukan team messed up their opponents' timing,\and that's how they caught them off-guard so decisively. response:	Really, that was amazing!
context: and snatching victory from the jaws of defeat!\No, no, it wasn't quite that simple, actually.\Meaning?\Song was in close-quarter combat with Amagiri,\whereas Luo was countering Riessfeld's long-distance assault.\By switching places, the Seidoukan team messed up their opponents' timing,\and that's how they caught them off-guard so decisively.\Really, that was amazing! response:	Well, we did scratch out a win, but...
context: No, no, it wasn't quite that simple, actually.\Meaning?\Song was in close-quarter combat with Amagiri,\whereas Luo was countering Riessfeld's long-distance assault.\By switching places, the Seidoukan team messed up their opponents' timing,\and that's how they caught them off-guard so decisively.\Really, that was amazing!\Well, we did scratch out a win, but... response:	Even so, it's significant that we managed to get through today.
context: Meaning?\Song was in close-quarter combat with Amagiri,\whereas Luo was countering Riessfeld's long-distance assault.\By switching places, the Seidoukan team messed up their opponents' timing,\and that's how they caught them off-guard so decisively.\Really, that was amazing!\Well, we did scratch out a win, but...\Even so, it's significant that we managed to get through today. response:	After a full day's rest tomorrow,
context: Song was in close-quarter combat with Amagiri,\whereas Luo was countering Riessfeld's long-distance assault.\By switching places, the Seidoukan team messed up their opponents' timing,\and that's how they caught them off-guard so decisively.\Really, that was amazing!\Well, we did scratch out a win, but...\Even so, it's significant that we managed to get through today.\After a full day's rest tomorrow, response:	you should be able to go all-out in our next match, won't you?
context: whereas Luo was countering Riessfeld's long-distance assault.\By switching places, the Seidoukan team messed up their opponents' timing,\and that's how they caught them off-guard so decisively.\Really, that was amazing!\Well, we did scratch out a win, but...\Even so, it's significant that we managed to get through today.\After a full day's rest tomorrow,\you should be able to go all-out in our next match, won't you? response:	Yeah, that won't be a problem.
context: By switching places, the Seidoukan team messed up their opponents' timing,\and that's how they caught them off-guard so decisively.\Really, that was amazing!\Well, we did scratch out a win, but...\Even so, it's significant that we managed to get through today.\After a full day's rest tomorrow,\you should be able to go all-out in our next match, won't you?\Yeah, that won't be a problem. response:	But what about you, Julis?
context: and that's how they caught them off-guard so decisively.\Really, that was amazing!\Well, we did scratch out a win, but...\Even so, it's significant that we managed to get through today.\After a full day's rest tomorrow,\you should be able to go all-out in our next match, won't you?\Yeah, that won't be a problem.\But what about you, Julis? response:	What about your injuries?
context: Really, that was amazing!\Well, we did scratch out a win, but...\Even so, it's significant that we managed to get through today.\After a full day's rest tomorrow,\you should be able to go all-out in our next match, won't you?\Yeah, that won't be a problem.\But what about you, Julis?\What about your injuries? response:	Well, it doesn't seem to be broken, so it's nothing I can't handle.
context: Well, we did scratch out a win, but...\Even so, it's significant that we managed to get through today.\After a full day's rest tomorrow,\you should be able to go all-out in our next match, won't you?\Yeah, that won't be a problem.\But what about you, Julis?\What about your injuries?\Well, it doesn't seem to be broken, so it's nothing I can't handle. response:	Anyway, about our next match...
context: Even so, it's significant that we managed to get through today.\After a full day's rest tomorrow,\you should be able to go all-out in our next match, won't you?\Yeah, that won't be a problem.\But what about you, Julis?\What about your injuries?\Well, it doesn't seem to be broken, so it's nothing I can't handle.\Anyway, about our next match... response:	Even if you're able to go all-out, our opponents look to be quite a handful.
context: After a full day's rest tomorrow,\you should be able to go all-out in our next match, won't you?\Yeah, that won't be a problem.\But what about you, Julis?\What about your injuries?\Well, it doesn't seem to be broken, so it's nothing I can't handle.\Anyway, about our next match...\Even if you're able to go all-out, our opponents look to be quite a handful. response:	Yeah.
context: you should be able to go all-out in our next match, won't you?\Yeah, that won't be a problem.\But what about you, Julis?\What about your injuries?\Well, it doesn't seem to be broken, so it's nothing I can't handle.\Anyway, about our next match...\Even if you're able to go all-out, our opponents look to be quite a handful.\Yeah. response:	I agree.
context: Yeah, that won't be a problem.\But what about you, Julis?\What about your injuries?\Well, it doesn't seem to be broken, so it's nothing I can't handle.\Anyway, about our next match...\Even if you're able to go all-out, our opponents look to be quite a handful.\Yeah.\I agree. response:	I'm sure you're not here to offer your congratulations,
context: But what about you, Julis?\What about your injuries?\Well, it doesn't seem to be broken, so it's nothing I can't handle.\Anyway, about our next match...\Even if you're able to go all-out, our opponents look to be quite a handful.\Yeah.\I agree.\I'm sure you're not here to offer your congratulations, response:	so what is it that you want with us?
context: What about your injuries?\Well, it doesn't seem to be broken, so it's nothing I can't handle.\Anyway, about our next match...\Even if you're able to go all-out, our opponents look to be quite a handful.\Yeah.\I agree.\I'm sure you're not here to offer your congratulations,\so what is it that you want with us? response:	Actually, that's precisely it.
context: Well, it doesn't seem to be broken, so it's nothing I can't handle.\Anyway, about our next match...\Even if you're able to go all-out, our opponents look to be quite a handful.\Yeah.\I agree.\I'm sure you're not here to offer your congratulations,\so what is it that you want with us?\Actually, that's precisely it. response:	It was you who came up with that strategy, wasn't it, Gluhen Rose?
context: Anyway, about our next match...\Even if you're able to go all-out, our opponents look to be quite a handful.\Yeah.\I agree.\I'm sure you're not here to offer your congratulations,\so what is it that you want with us?\Actually, that's precisely it.\It was you who came up with that strategy, wasn't it, Gluhen Rose? response:	Uh, yes...
context: Even if you're able to go all-out, our opponents look to be quite a handful.\Yeah.\I agree.\I'm sure you're not here to offer your congratulations,\so what is it that you want with us?\Actually, that's precisely it.\It was you who came up with that strategy, wasn't it, Gluhen Rose?\Uh, yes... response:	It was an amazing combination that couldn't be achieved
context: Yeah.\I agree.\I'm sure you're not here to offer your congratulations,\so what is it that you want with us?\Actually, that's precisely it.\It was you who came up with that strategy, wasn't it, Gluhen Rose?\Uh, yes...\It was an amazing combination that couldn't be achieved response:	unless you trusted each other.
context: I agree.\I'm sure you're not here to offer your congratulations,\so what is it that you want with us?\Actually, that's precisely it.\It was you who came up with that strategy, wasn't it, Gluhen Rose?\Uh, yes...\It was an amazing combination that couldn't be achieved\unless you trusted each other. response:	We got trounced today. You were amazing!
context: I'm sure you're not here to offer your congratulations,\so what is it that you want with us?\Actually, that's precisely it.\It was you who came up with that strategy, wasn't it, Gluhen Rose?\Uh, yes...\It was an amazing combination that couldn't be achieved\unless you trusted each other.\We got trounced today. You were amazing! response:	W-Well...
context: so what is it that you want with us?\Actually, that's precisely it.\It was you who came up with that strategy, wasn't it, Gluhen Rose?\Uh, yes...\It was an amazing combination that couldn't be achieved\unless you trusted each other.\We got trounced today. You were amazing!\W-Well... response:	But you must be careful.
context: Actually, that's precisely it.\It was you who came up with that strategy, wasn't it, Gluhen Rose?\Uh, yes...\It was an amazing combination that couldn't be achieved\unless you trusted each other.\We got trounced today. You were amazing!\W-Well...\But you must be careful. response:	Such a strategy will have no impact on your next opponents.
context: It was you who came up with that strategy, wasn't it, Gluhen Rose?\Uh, yes...\It was an amazing combination that couldn't be achieved\unless you trusted each other.\We got trounced today. You were amazing!\W-Well...\But you must be careful.\Such a strategy will have no impact on your next opponents. response:	What do you mean by that?
context: Uh, yes...\It was an amazing combination that couldn't be achieved\unless you trusted each other.\We got trounced today. You were amazing!\W-Well...\But you must be careful.\Such a strategy will have no impact on your next opponents.\What do you mean by that? response:	This is purely a warning.
context: It was an amazing combination that couldn't be achieved\unless you trusted each other.\We got trounced today. You were amazing!\W-Well...\But you must be careful.\Such a strategy will have no impact on your next opponents.\What do you mean by that?\This is purely a warning. response:	Just take it at face value.
context: unless you trusted each other.\We got trounced today. You were amazing!\W-Well...\But you must be careful.\Such a strategy will have no impact on your next opponents.\What do you mean by that?\This is purely a warning.\Just take it at face value. response:	That's easy for you to say, but our next opponents are comrades of yours.
context: We got trounced today. You were amazing!\W-Well...\But you must be careful.\Such a strategy will have no impact on your next opponents.\What do you mean by that?\This is purely a warning.\Just take it at face value.\That's easy for you to say, but our next opponents are comrades of yours. response:	Do you really think I can trust what you say?
context: W-Well...\But you must be careful.\Such a strategy will have no impact on your next opponents.\What do you mean by that?\This is purely a warning.\Just take it at face value.\That's easy for you to say, but our next opponents are comrades of yours.\Do you really think I can trust what you say? response:	Going to the same school doesn't make us all comrades.
context: But you must be careful.\Such a strategy will have no impact on your next opponents.\What do you mean by that?\This is purely a warning.\Just take it at face value.\That's easy for you to say, but our next opponents are comrades of yours.\Do you really think I can trust what you say?\Going to the same school doesn't make us all comrades. response:	Shenyun Li and Shenhua Li... and us...
context: Such a strategy will have no impact on your next opponents.\What do you mean by that?\This is purely a warning.\Just take it at face value.\That's easy for you to say, but our next opponents are comrades of yours.\Do you really think I can trust what you say?\Going to the same school doesn't make us all comrades.\Shenyun Li and Shenhua Li... and us... response:	LUO KUNZHAN SONG RAN
context: What do you mean by that?\This is purely a warning.\Just take it at face value.\That's easy for you to say, but our next opponents are comrades of yours.\Do you really think I can trust what you say?\Going to the same school doesn't make us all comrades.\Shenyun Li and Shenhua Li... and us...\LUO KUNZHAN SONG RAN response:	AYATO AMAGIRI JULIS-ALEXIA VON RIESSFELD
context: This is purely a warning.\Just take it at face value.\That's easy for you to say, but our next opponents are comrades of yours.\Do you really think I can trust what you say?\Going to the same school doesn't make us all comrades.\Shenyun Li and Shenhua Li... and us...\LUO KUNZHAN SONG RAN\AYATO AMAGIRI JULIS-ALEXIA VON RIESSFELD response:	We just don't see eye to eye.
context: Just take it at face value.\That's easy for you to say, but our next opponents are comrades of yours.\Do you really think I can trust what you say?\Going to the same school doesn't make us all comrades.\Shenyun Li and Shenhua Li... and us...\LUO KUNZHAN SONG RAN\AYATO AMAGIRI JULIS-ALEXIA VON RIESSFELD\We just don't see eye to eye. response:	That said, we're not about to clue you in on their weak points, but...
context: That's easy for you to say, but our next opponents are comrades of yours.\Do you really think I can trust what you say?\Going to the same school doesn't make us all comrades.\Shenyun Li and Shenhua Li... and us...\LUO KUNZHAN SONG RAN\AYATO AMAGIRI JULIS-ALEXIA VON RIESSFELD\We just don't see eye to eye.\That said, we're not about to clue you in on their weak points, but... response:	We feel more of an affinity for you two than for those twins.
context: Do you really think I can trust what you say?\Going to the same school doesn't make us all comrades.\Shenyun Li and Shenhua Li... and us...\LUO KUNZHAN SONG RAN\AYATO AMAGIRI JULIS-ALEXIA VON RIESSFELD\We just don't see eye to eye.\That said, we're not about to clue you in on their weak points, but...\We feel more of an affinity for you two than for those twins. response:	And so we wanted to show you our support.
context: Going to the same school doesn't make us all comrades.\Shenyun Li and Shenhua Li... and us...\LUO KUNZHAN SONG RAN\AYATO AMAGIRI JULIS-ALEXIA VON RIESSFELD\We just don't see eye to eye.\That said, we're not about to clue you in on their weak points, but...\We feel more of an affinity for you two than for those twins.\And so we wanted to show you our support. response:	All right, then, let me ask you again.
context: Shenyun Li and Shenhua Li... and us...\LUO KUNZHAN SONG RAN\AYATO AMAGIRI JULIS-ALEXIA VON RIESSFELD\We just don't see eye to eye.\That said, we're not about to clue you in on their weak points, but...\We feel more of an affinity for you two than for those twins.\And so we wanted to show you our support.\All right, then, let me ask you again. response:	Why did you say our strategy wouldn't work?
context: LUO KUNZHAN SONG RAN\AYATO AMAGIRI JULIS-ALEXIA VON RIESSFELD\We just don't see eye to eye.\That said, we're not about to clue you in on their weak points, but...\We feel more of an affinity for you two than for those twins.\And so we wanted to show you our support.\All right, then, let me ask you again.\Why did you say our strategy wouldn't work? response:	Because when it comes to deception, trickery and surprise attacks,
context: AYATO AMAGIRI JULIS-ALEXIA VON RIESSFELD\We just don't see eye to eye.\That said, we're not about to clue you in on their weak points, but...\We feel more of an affinity for you two than for those twins.\And so we wanted to show you our support.\All right, then, let me ask you again.\Why did you say our strategy wouldn't work?\Because when it comes to deception, trickery and surprise attacks, response:	those twins' talents are prodigious.
context: We just don't see eye to eye.\That said, we're not about to clue you in on their weak points, but...\We feel more of an affinity for you two than for those twins.\And so we wanted to show you our support.\All right, then, let me ask you again.\Why did you say our strategy wouldn't work?\Because when it comes to deception, trickery and surprise attacks,\those twins' talents are prodigious. response:	They'll see right through any strategy you come up with,
context: That said, we're not about to clue you in on their weak points, but...\We feel more of an affinity for you two than for those twins.\And so we wanted to show you our support.\All right, then, let me ask you again.\Why did you say our strategy wouldn't work?\Because when it comes to deception, trickery and surprise attacks,\those twins' talents are prodigious.\They'll see right through any strategy you come up with, response:	and they'll be sure to one-up you.
context: We feel more of an affinity for you two than for those twins.\And so we wanted to show you our support.\All right, then, let me ask you again.\Why did you say our strategy wouldn't work?\Because when it comes to deception, trickery and surprise attacks,\those twins' talents are prodigious.\They'll see right through any strategy you come up with,\and they'll be sure to one-up you. response:	In battle, you two see your opponents as your equals,
context: And so we wanted to show you our support.\All right, then, let me ask you again.\Why did you say our strategy wouldn't work?\Because when it comes to deception, trickery and surprise attacks,\those twins' talents are prodigious.\They'll see right through any strategy you come up with,\and they'll be sure to one-up you.\In battle, you two see your opponents as your equals, response:	embracing the risks such a strategy entails.
context: All right, then, let me ask you again.\Why did you say our strategy wouldn't work?\Because when it comes to deception, trickery and surprise attacks,\those twins' talents are prodigious.\They'll see right through any strategy you come up with,\and they'll be sure to one-up you.\In battle, you two see your opponents as your equals,\embracing the risks such a strategy entails. response:	But those two are different.
context: Why did you say our strategy wouldn't work?\Because when it comes to deception, trickery and surprise attacks,\those twins' talents are prodigious.\They'll see right through any strategy you come up with,\and they'll be sure to one-up you.\In battle, you two see your opponents as your equals,\embracing the risks such a strategy entails.\But those two are different. response:	They constantly look down on their opponents,
context: Because when it comes to deception, trickery and surprise attacks,\those twins' talents are prodigious.\They'll see right through any strategy you come up with,\and they'll be sure to one-up you.\In battle, you two see your opponents as your equals,\embracing the risks such a strategy entails.\But those two are different.\They constantly look down on their opponents, response:	never exposing themselves to danger, no matter what.
context: those twins' talents are prodigious.\They'll see right through any strategy you come up with,\and they'll be sure to one-up you.\In battle, you two see your opponents as your equals,\embracing the risks such a strategy entails.\But those two are different.\They constantly look down on their opponents,\never exposing themselves to danger, no matter what. response:	That's the Li twins' way.
context: They'll see right through any strategy you come up with,\and they'll be sure to one-up you.\In battle, you two see your opponents as your equals,\embracing the risks such a strategy entails.\But those two are different.\They constantly look down on their opponents,\never exposing themselves to danger, no matter what.\That's the Li twins' way. response:	And that's what we can't stomach about them.
context: and they'll be sure to one-up you.\In battle, you two see your opponents as your equals,\embracing the risks such a strategy entails.\But those two are different.\They constantly look down on their opponents,\never exposing themselves to danger, no matter what.\That's the Li twins' way.\And that's what we can't stomach about them. response:	Well, well, well...
context: In battle, you two see your opponents as your equals,\embracing the risks such a strategy entails.\But those two are different.\They constantly look down on their opponents,\never exposing themselves to danger, no matter what.\That's the Li twins' way.\And that's what we can't stomach about them.\Well, well, well... response:	First you go down in inglorious defeat...
context: embracing the risks such a strategy entails.\But those two are different.\They constantly look down on their opponents,\never exposing themselves to danger, no matter what.\That's the Li twins' way.\And that's what we can't stomach about them.\Well, well, well...\First you go down in inglorious defeat... response:	And now you're poisoning your opponents with trash talk?
context: But those two are different.\They constantly look down on their opponents,\never exposing themselves to danger, no matter what.\That's the Li twins' way.\And that's what we can't stomach about them.\Well, well, well...\First you go down in inglorious defeat...\And now you're poisoning your opponents with trash talk? response:	Why, you...
context: They constantly look down on their opponents,\never exposing themselves to danger, no matter what.\That's the Li twins' way.\And that's what we can't stomach about them.\Well, well, well...\First you go down in inglorious defeat...\And now you're poisoning your opponents with trash talk?\Why, you... response:	Nice to meet you, Gluhen Rose and Murakumo.
context: never exposing themselves to danger, no matter what.\That's the Li twins' way.\And that's what we can't stomach about them.\Well, well, well...\First you go down in inglorious defeat...\And now you're poisoning your opponents with trash talk?\Why, you...\Nice to meet you, Gluhen Rose and Murakumo. response:	I'm Shenyun Li.
context: That's the Li twins' way.\And that's what we can't stomach about them.\Well, well, well...\First you go down in inglorious defeat...\And now you're poisoning your opponents with trash talk?\Why, you...\Nice to meet you, Gluhen Rose and Murakumo.\I'm Shenyun Li. response:	I'm Shenhua Li.
context: And that's what we can't stomach about them.\Well, well, well...\First you go down in inglorious defeat...\And now you're poisoning your opponents with trash talk?\Why, you...\Nice to meet you, Gluhen Rose and Murakumo.\I'm Shenyun Li.\I'm Shenhua Li. response:	- Pleased to make your acquaintance! - Pleased to make your acquaintance!
