context: It tastes great. response:	Kagome, are you all right now?
context: People! Get as far away as possible... for your safety.\Give up! You lose.\His right hand!\Sorry, but I hate losing.\Spiritual power!\Wha!\It's like that time on the cliff... What is this wind?\A Wind Tunnel in his right hand! response:	How long can you hold out?
context: Give up! You lose.\His right hand!\Sorry, but I hate losing.\Spiritual power!\Wha!\It's like that time on the cliff... What is this wind?\A Wind Tunnel in his right hand!\How long can you hold out? response:	Get away!
context: His right hand!\Sorry, but I hate losing.\Spiritual power!\Wha!\It's like that time on the cliff... What is this wind?\A Wind Tunnel in his right hand!\How long can you hold out?\Get away! response:	You'll get sucked to your death!
context: Sorry, but I hate losing.\Spiritual power!\Wha!\It's like that time on the cliff... What is this wind?\A Wind Tunnel in his right hand!\How long can you hold out?\Get away!\You'll get sucked to your death! response:	It's like a black hole!
context: Spiritual power!\Wha!\It's like that time on the cliff... What is this wind?\A Wind Tunnel in his right hand!\How long can you hold out?\Get away!\You'll get sucked to your death!\It's like a black hole! response:	This isn't about spiritual power!
context: Wha!\It's like that time on the cliff... What is this wind?\A Wind Tunnel in his right hand!\How long can you hold out?\Get away!\You'll get sucked to your death!\It's like a black hole!\This isn't about spiritual power! response:	Kagome! We'd better run, too.
context: It's like that time on the cliff... What is this wind?\A Wind Tunnel in his right hand!\How long can you hold out?\Get away!\You'll get sucked to your death!\It's like a black hole!\This isn't about spiritual power!\Kagome! We'd better run, too. response:	I've got to stop him.
context: A Wind Tunnel in his right hand!\How long can you hold out?\Get away!\You'll get sucked to your death!\It's like a black hole!\This isn't about spiritual power!\Kagome! We'd better run, too.\I've got to stop him. response:	That Miroku...
context: How long can you hold out?\Get away!\You'll get sucked to your death!\It's like a black hole!\This isn't about spiritual power!\Kagome! We'd better run, too.\I've got to stop him.\That Miroku... response:	People!
context: Get away!\You'll get sucked to your death!\It's like a black hole!\This isn't about spiritual power!\Kagome! We'd better run, too.\I've got to stop him.\That Miroku...\People! response:	Get as far away as possible...
context: You'll get sucked to your death!\It's like a black hole!\This isn't about spiritual power!\Kagome! We'd better run, too.\I've got to stop him.\That Miroku...\People!\Get as far away as possible... response:	He's trying not to suck in humans.
context: It's like a black hole!\This isn't about spiritual power!\Kagome! We'd better run, too.\I've got to stop him.\That Miroku...\People!\Get as far away as possible...\He's trying not to suck in humans. response:	D-damn!
context: This isn't about spiritual power!\Kagome! We'd better run, too.\I've got to stop him.\That Miroku...\People!\Get as far away as possible...\He's trying not to suck in humans.\D-damn! response:	Surrender.
context: Kagome! We'd better run, too.\I've got to stop him.\That Miroku...\People!\Get as far away as possible...\He's trying not to suck in humans.\D-damn!\Surrender. response:	If you get sucked in, you'll never get out.
context: I've got to stop him.\That Miroku...\People!\Get as far away as possible...\He's trying not to suck in humans.\D-damn!\Surrender.\If you get sucked in, you'll never get out. response:	Forget it!
context: That Miroku...\People!\Get as far away as possible...\He's trying not to suck in humans.\D-damn!\Surrender.\If you get sucked in, you'll never get out.\Forget it! response:	I'll chop that right arm off!
context: People!\Get as far away as possible...\He's trying not to suck in humans.\D-damn!\Surrender.\If you get sucked in, you'll never get out.\Forget it!\I'll chop that right arm off! response:	It's no use. It'll suck you in, sword and all.
context: Get as far away as possible...\He's trying not to suck in humans.\D-damn!\Surrender.\If you get sucked in, you'll never get out.\Forget it!\I'll chop that right arm off!\It's no use. It'll suck you in, sword and all. response:	Kagome!
context: He's trying not to suck in humans.\D-damn!\Surrender.\If you get sucked in, you'll never get out.\Forget it!\I'll chop that right arm off!\It's no use. It'll suck you in, sword and all.\Kagome! response:	Kagome!
context: D-damn!\Surrender.\If you get sucked in, you'll never get out.\Forget it!\I'll chop that right arm off!\It's no use. It'll suck you in, sword and all.\Kagome!\Kagome! response:	Ow...
context: Surrender.\If you get sucked in, you'll never get out.\Forget it!\I'll chop that right arm off!\It's no use. It'll suck you in, sword and all.\Kagome!\Kagome!\Ow... response:	These prayer beads...
context: If you get sucked in, you'll never get out.\Forget it!\I'll chop that right arm off!\It's no use. It'll suck you in, sword and all.\Kagome!\Kagome!\Ow...\These prayer beads... response:	They seal off his right hand.
context: Forget it!\I'll chop that right arm off!\It's no use. It'll suck you in, sword and all.\Kagome!\Kagome!\Ow...\These prayer beads...\They seal off his right hand. response:	He controls himself. He's not an evil person.
context: I'll chop that right arm off!\It's no use. It'll suck you in, sword and all.\Kagome!\Kagome!\Ow...\These prayer beads...\They seal off his right hand.\He controls himself. He's not an evil person. response:	Kagome... Did you willingly rush in?
context: It's no use. It'll suck you in, sword and all.\Kagome!\Kagome!\Ow...\These prayer beads...\They seal off his right hand.\He controls himself. He's not an evil person.\Kagome... Did you willingly rush in? response:	Well, this Miroku...
context: Kagome!\Kagome!\Ow...\These prayer beads...\They seal off his right hand.\He controls himself. He's not an evil person.\Kagome... Did you willingly rush in?\Well, this Miroku... response:	He could have killed us long ago using his right hand.
context: Kagome!\Ow...\These prayer beads...\They seal off his right hand.\He controls himself. He's not an evil person.\Kagome... Did you willingly rush in?\Well, this Miroku...\He could have killed us long ago using his right hand. response:	I'm sure he'll be reasonable if we talk to him.
context: Ow...\These prayer beads...\They seal off his right hand.\He controls himself. He's not an evil person.\Kagome... Did you willingly rush in?\Well, this Miroku...\He could have killed us long ago using his right hand.\I'm sure he'll be reasonable if we talk to him. response:	Kill him after all!
context: These prayer beads...\They seal off his right hand.\He controls himself. He's not an evil person.\Kagome... Did you willingly rush in?\Well, this Miroku...\He could have killed us long ago using his right hand.\I'm sure he'll be reasonable if we talk to him.\Kill him after all! response:	You good-for-nothing monk!
context: They seal off his right hand.\He controls himself. He's not an evil person.\Kagome... Did you willingly rush in?\Well, this Miroku...\He could have killed us long ago using his right hand.\I'm sure he'll be reasonable if we talk to him.\Kill him after all!\You good-for-nothing monk! response:	Settle down. We'll talk.
context: He controls himself. He's not an evil person.\Kagome... Did you willingly rush in?\Well, this Miroku...\He could have killed us long ago using his right hand.\I'm sure he'll be reasonable if we talk to him.\Kill him after all!\You good-for-nothing monk!\Settle down. We'll talk. response:	I'm gathering the fragments of the Sacred Jewel...
context: Kagome... Did you willingly rush in?\Well, this Miroku...\He could have killed us long ago using his right hand.\I'm sure he'll be reasonable if we talk to him.\Kill him after all!\You good-for-nothing monk!\Settle down. We'll talk.\I'm gathering the fragments of the Sacred Jewel... response:	in order to find a certain demon, and eliminate him.
context: Well, this Miroku...\He could have killed us long ago using his right hand.\I'm sure he'll be reasonable if we talk to him.\Kill him after all!\You good-for-nothing monk!\Settle down. We'll talk.\I'm gathering the fragments of the Sacred Jewel...\in order to find a certain demon, and eliminate him. response:	That's demon's name is Naraku.
context: He could have killed us long ago using his right hand.\I'm sure he'll be reasonable if we talk to him.\Kill him after all!\You good-for-nothing monk!\Settle down. We'll talk.\I'm gathering the fragments of the Sacred Jewel...\in order to find a certain demon, and eliminate him.\That's demon's name is Naraku. response:	Naraku?
context: I'm sure he'll be reasonable if we talk to him.\Kill him after all!\You good-for-nothing monk!\Settle down. We'll talk.\I'm gathering the fragments of the Sacred Jewel...\in order to find a certain demon, and eliminate him.\That's demon's name is Naraku.\Naraku? response:	This Wind Tunnel in my right hand was created by a curse placed by Naraku.
context: Kill him after all!\You good-for-nothing monk!\Settle down. We'll talk.\I'm gathering the fragments of the Sacred Jewel...\in order to find a certain demon, and eliminate him.\That's demon's name is Naraku.\Naraku?\This Wind Tunnel in my right hand was created by a curse placed by Naraku. response:	What sort of demon is Naraku?
context: You good-for-nothing monk!\Settle down. We'll talk.\I'm gathering the fragments of the Sacred Jewel...\in order to find a certain demon, and eliminate him.\That's demon's name is Naraku.\Naraku?\This Wind Tunnel in my right hand was created by a curse placed by Naraku.\What sort of demon is Naraku? response:	He is malicious, and devours people. That's all I know.
context: Settle down. We'll talk.\I'm gathering the fragments of the Sacred Jewel...\in order to find a certain demon, and eliminate him.\That's demon's name is Naraku.\Naraku?\This Wind Tunnel in my right hand was created by a curse placed by Naraku.\What sort of demon is Naraku?\He is malicious, and devours people. That's all I know. response:	What do you mean?
context: I'm gathering the fragments of the Sacred Jewel...\in order to find a certain demon, and eliminate him.\That's demon's name is Naraku.\Naraku?\This Wind Tunnel in my right hand was created by a curse placed by Naraku.\What sort of demon is Naraku?\He is malicious, and devours people. That's all I know.\What do you mean? response:	Well...
context: in order to find a certain demon, and eliminate him.\That's demon's name is Naraku.\Naraku?\This Wind Tunnel in my right hand was created by a curse placed by Naraku.\What sort of demon is Naraku?\He is malicious, and devours people. That's all I know.\What do you mean?\Well... response:	It was my grandfather who battled Naraku in his youth.
context: That's demon's name is Naraku.\Naraku?\This Wind Tunnel in my right hand was created by a curse placed by Naraku.\What sort of demon is Naraku?\He is malicious, and devours people. That's all I know.\What do you mean?\Well...\It was my grandfather who battled Naraku in his youth. response:	That was about 50 years ago.
context: Naraku?\This Wind Tunnel in my right hand was created by a curse placed by Naraku.\What sort of demon is Naraku?\He is malicious, and devours people. That's all I know.\What do you mean?\Well...\It was my grandfather who battled Naraku in his youth.\That was about 50 years ago. response:	Their battles lasted several years.
context: This Wind Tunnel in my right hand was created by a curse placed by Naraku.\What sort of demon is Naraku?\He is malicious, and devours people. That's all I know.\What do you mean?\Well...\It was my grandfather who battled Naraku in his youth.\That was about 50 years ago.\Their battles lasted several years. response:	Whenever they met, Naraku appeared as a different person.
context: What sort of demon is Naraku?\He is malicious, and devours people. That's all I know.\What do you mean?\Well...\It was my grandfather who battled Naraku in his youth.\That was about 50 years ago.\Their battles lasted several years.\Whenever they met, Naraku appeared as a different person. response:	As a different person?
context: He is malicious, and devours people. That's all I know.\What do you mean?\Well...\It was my grandfather who battled Naraku in his youth.\That was about 50 years ago.\Their battles lasted several years.\Whenever they met, Naraku appeared as a different person.\As a different person? response:	In their final battle, he took the form of a beautiful woman.
context: What do you mean?\Well...\It was my grandfather who battled Naraku in his youth.\That was about 50 years ago.\Their battles lasted several years.\Whenever they met, Naraku appeared as a different person.\As a different person?\In their final battle, he took the form of a beautiful woman. response:	My grandfather had great spiritual power, but unfortunately...
context: Well...\It was my grandfather who battled Naraku in his youth.\That was about 50 years ago.\Their battles lasted several years.\Whenever they met, Naraku appeared as a different person.\As a different person?\In their final battle, he took the form of a beautiful woman.\My grandfather had great spiritual power, but unfortunately... response:	Bet he was a lecher.
context: It was my grandfather who battled Naraku in his youth.\That was about 50 years ago.\Their battles lasted several years.\Whenever they met, Naraku appeared as a different person.\As a different person?\In their final battle, he took the form of a beautiful woman.\My grandfather had great spiritual power, but unfortunately...\Bet he was a lecher. response:	That's a good guess.
context: That was about 50 years ago.\Their battles lasted several years.\Whenever they met, Naraku appeared as a different person.\As a different person?\In their final battle, he took the form of a beautiful woman.\My grandfather had great spiritual power, but unfortunately...\Bet he was a lecher.\That's a good guess. response:	Naraku pierced my grandfather's right hand with the seals...
context: Their battles lasted several years.\Whenever they met, Naraku appeared as a different person.\As a different person?\In their final battle, he took the form of a beautiful woman.\My grandfather had great spiritual power, but unfortunately...\Bet he was a lecher.\That's a good guess.\Naraku pierced my grandfather's right hand with the seals... response:	and escaped himself.
context: Whenever they met, Naraku appeared as a different person.\As a different person?\In their final battle, he took the form of a beautiful woman.\My grandfather had great spiritual power, but unfortunately...\Bet he was a lecher.\That's a good guess.\Naraku pierced my grandfather's right hand with the seals...\and escaped himself. response:	That Wind Tunnel that I have cursed you with...
context: As a different person?\In their final battle, he took the form of a beautiful woman.\My grandfather had great spiritual power, but unfortunately...\Bet he was a lecher.\That's a good guess.\Naraku pierced my grandfather's right hand with the seals...\and escaped himself.\That Wind Tunnel that I have cursed you with... response:	shall be passed on to your progeny, so long as I live.
context: In their final battle, he took the form of a beautiful woman.\My grandfather had great spiritual power, but unfortunately...\Bet he was a lecher.\That's a good guess.\Naraku pierced my grandfather's right hand with the seals...\and escaped himself.\That Wind Tunnel that I have cursed you with...\shall be passed on to your progeny, so long as I live. response:	Each generation shall be cursed, until no one remains.
context: My grandfather had great spiritual power, but unfortunately...\Bet he was a lecher.\That's a good guess.\Naraku pierced my grandfather's right hand with the seals...\and escaped himself.\That Wind Tunnel that I have cursed you with...\shall be passed on to your progeny, so long as I live.\Each generation shall be cursed, until no one remains. response:	This Wind Tunnel gets bigger by the year, and stronger.
context: Bet he was a lecher.\That's a good guess.\Naraku pierced my grandfather's right hand with the seals...\and escaped himself.\That Wind Tunnel that I have cursed you with...\shall be passed on to your progeny, so long as I live.\Each generation shall be cursed, until no one remains.\This Wind Tunnel gets bigger by the year, and stronger. response:	If I don't kill Naraku, I'll probably get sucked in myself.
context: That's a good guess.\Naraku pierced my grandfather's right hand with the seals...\and escaped himself.\That Wind Tunnel that I have cursed you with...\shall be passed on to your progeny, so long as I live.\Each generation shall be cursed, until no one remains.\This Wind Tunnel gets bigger by the year, and stronger.\If I don't kill Naraku, I'll probably get sucked in myself. response:	Does that mean you'll die?
context: Naraku pierced my grandfather's right hand with the seals...\and escaped himself.\That Wind Tunnel that I have cursed you with...\shall be passed on to your progeny, so long as I live.\Each generation shall be cursed, until no one remains.\This Wind Tunnel gets bigger by the year, and stronger.\If I don't kill Naraku, I'll probably get sucked in myself.\Does that mean you'll die? response:	Yes. And that's all right... if that's my fate.
context: and escaped himself.\That Wind Tunnel that I have cursed you with...\shall be passed on to your progeny, so long as I live.\Each generation shall be cursed, until no one remains.\This Wind Tunnel gets bigger by the year, and stronger.\If I don't kill Naraku, I'll probably get sucked in myself.\Does that mean you'll die?\Yes. And that's all right... if that's my fate. response:	But I can't let Naraku go unchecked.
context: That Wind Tunnel that I have cursed you with...\shall be passed on to your progeny, so long as I live.\Each generation shall be cursed, until no one remains.\This Wind Tunnel gets bigger by the year, and stronger.\If I don't kill Naraku, I'll probably get sucked in myself.\Does that mean you'll die?\Yes. And that's all right... if that's my fate.\But I can't let Naraku go unchecked. response:	The Sacred Jewel that vanished 50 years ago...
context: shall be passed on to your progeny, so long as I live.\Each generation shall be cursed, until no one remains.\This Wind Tunnel gets bigger by the year, and stronger.\If I don't kill Naraku, I'll probably get sucked in myself.\Does that mean you'll die?\Yes. And that's all right... if that's my fate.\But I can't let Naraku go unchecked.\The Sacred Jewel that vanished 50 years ago... response:	has appeared today in fragments.
context: Each generation shall be cursed, until no one remains.\This Wind Tunnel gets bigger by the year, and stronger.\If I don't kill Naraku, I'll probably get sucked in myself.\Does that mean you'll die?\Yes. And that's all right... if that's my fate.\But I can't let Naraku go unchecked.\The Sacred Jewel that vanished 50 years ago...\has appeared today in fragments. response:	Naraku is sure to gather the fragments...
context: This Wind Tunnel gets bigger by the year, and stronger.\If I don't kill Naraku, I'll probably get sucked in myself.\Does that mean you'll die?\Yes. And that's all right... if that's my fate.\But I can't let Naraku go unchecked.\The Sacred Jewel that vanished 50 years ago...\has appeared today in fragments.\Naraku is sure to gather the fragments... response:	in order to strengthen his powers.
context: If I don't kill Naraku, I'll probably get sucked in myself.\Does that mean you'll die?\Yes. And that's all right... if that's my fate.\But I can't let Naraku go unchecked.\The Sacred Jewel that vanished 50 years ago...\has appeared today in fragments.\Naraku is sure to gather the fragments...\in order to strengthen his powers. response:	It is said that Naraku nearly got the Jewel 50 years ago.
context: Does that mean you'll die?\Yes. And that's all right... if that's my fate.\But I can't let Naraku go unchecked.\The Sacred Jewel that vanished 50 years ago...\has appeared today in fragments.\Naraku is sure to gather the fragments...\in order to strengthen his powers.\It is said that Naraku nearly got the Jewel 50 years ago. response:	After killing the priestess protecting it.
context: Yes. And that's all right... if that's my fate.\But I can't let Naraku go unchecked.\The Sacred Jewel that vanished 50 years ago...\has appeared today in fragments.\Naraku is sure to gather the fragments...\in order to strengthen his powers.\It is said that Naraku nearly got the Jewel 50 years ago.\After killing the priestess protecting it. response:	You say he killed the priestess?
context: But I can't let Naraku go unchecked.\The Sacred Jewel that vanished 50 years ago...\has appeared today in fragments.\Naraku is sure to gather the fragments...\in order to strengthen his powers.\It is said that Naraku nearly got the Jewel 50 years ago.\After killing the priestess protecting it.\You say he killed the priestess? response:	Yes.
context: The Sacred Jewel that vanished 50 years ago...\has appeared today in fragments.\Naraku is sure to gather the fragments...\in order to strengthen his powers.\It is said that Naraku nearly got the Jewel 50 years ago.\After killing the priestess protecting it.\You say he killed the priestess?\Yes. response:	He's the one who took my form and wounded Kikyo.
context: has appeared today in fragments.\Naraku is sure to gather the fragments...\in order to strengthen his powers.\It is said that Naraku nearly got the Jewel 50 years ago.\After killing the priestess protecting it.\You say he killed the priestess?\Yes.\He's the one who took my form and wounded Kikyo. response:	There's no doubt about it.
context: Naraku is sure to gather the fragments...\in order to strengthen his powers.\It is said that Naraku nearly got the Jewel 50 years ago.\After killing the priestess protecting it.\You say he killed the priestess?\Yes.\He's the one who took my form and wounded Kikyo.\There's no doubt about it. response:	Miroku! You say Naraku takes different forms?
context: in order to strengthen his powers.\It is said that Naraku nearly got the Jewel 50 years ago.\After killing the priestess protecting it.\You say he killed the priestess?\Yes.\He's the one who took my form and wounded Kikyo.\There's no doubt about it.\Miroku! You say Naraku takes different forms? response:	What does he look like now?
context: It is said that Naraku nearly got the Jewel 50 years ago.\After killing the priestess protecting it.\You say he killed the priestess?\Yes.\He's the one who took my form and wounded Kikyo.\There's no doubt about it.\Miroku! You say Naraku takes different forms?\What does he look like now? response:	If I knew that, I'd have found him long ago, and slain him.
context: After killing the priestess protecting it.\You say he killed the priestess?\Yes.\He's the one who took my form and wounded Kikyo.\There's no doubt about it.\Miroku! You say Naraku takes different forms?\What does he look like now?\If I knew that, I'd have found him long ago, and slain him. response:	He laid a trap for Kikyo and me, and made us hate each other.
context: You say he killed the priestess?\Yes.\He's the one who took my form and wounded Kikyo.\There's no doubt about it.\Miroku! You say Naraku takes different forms?\What does he look like now?\If I knew that, I'd have found him long ago, and slain him.\He laid a trap for Kikyo and me, and made us hate each other. response:	The one who killed Kikyo is still alive and is after the Sacred Jewel.
context: Yes.\He's the one who took my form and wounded Kikyo.\There's no doubt about it.\Miroku! You say Naraku takes different forms?\What does he look like now?\If I knew that, I'd have found him long ago, and slain him.\He laid a trap for Kikyo and me, and made us hate each other.\The one who killed Kikyo is still alive and is after the Sacred Jewel. response:	I will find Kikyo's killer and avenge her death!
context: He's the one who took my form and wounded Kikyo.\There's no doubt about it.\Miroku! You say Naraku takes different forms?\What does he look like now?\If I knew that, I'd have found him long ago, and slain him.\He laid a trap for Kikyo and me, and made us hate each other.\The one who killed Kikyo is still alive and is after the Sacred Jewel.\I will find Kikyo's killer and avenge her death! response:	If we keep looking for these fragments, we're sure to run into Naraku, right?
context: There's no doubt about it.\Miroku! You say Naraku takes different forms?\What does he look like now?\If I knew that, I'd have found him long ago, and slain him.\He laid a trap for Kikyo and me, and made us hate each other.\The one who killed Kikyo is still alive and is after the Sacred Jewel.\I will find Kikyo's killer and avenge her death!\If we keep looking for these fragments, we're sure to run into Naraku, right? response:	How'd you get that?
context: Miroku! You say Naraku takes different forms?\What does he look like now?\If I knew that, I'd have found him long ago, and slain him.\He laid a trap for Kikyo and me, and made us hate each other.\The one who killed Kikyo is still alive and is after the Sacred Jewel.\I will find Kikyo's killer and avenge her death!\If we keep looking for these fragments, we're sure to run into Naraku, right?\How'd you get that? response:	Let's gather the fragments together.
context: What does he look like now?\If I knew that, I'd have found him long ago, and slain him.\He laid a trap for Kikyo and me, and made us hate each other.\The one who killed Kikyo is still alive and is after the Sacred Jewel.\I will find Kikyo's killer and avenge her death!\If we keep looking for these fragments, we're sure to run into Naraku, right?\How'd you get that?\Let's gather the fragments together. response:	Huh?
context: If I knew that, I'd have found him long ago, and slain him.\He laid a trap for Kikyo and me, and made us hate each other.\The one who killed Kikyo is still alive and is after the Sacred Jewel.\I will find Kikyo's killer and avenge her death!\If we keep looking for these fragments, we're sure to run into Naraku, right?\How'd you get that?\Let's gather the fragments together.\Huh? response:	Well, I'm sure Inuyasha's not about to give this up.
context: He laid a trap for Kikyo and me, and made us hate each other.\The one who killed Kikyo is still alive and is after the Sacred Jewel.\I will find Kikyo's killer and avenge her death!\If we keep looking for these fragments, we're sure to run into Naraku, right?\How'd you get that?\Let's gather the fragments together.\Huh?\Well, I'm sure Inuyasha's not about to give this up. response:	Of course, not!
context: The one who killed Kikyo is still alive and is after the Sacred Jewel.\I will find Kikyo's killer and avenge her death!\If we keep looking for these fragments, we're sure to run into Naraku, right?\How'd you get that?\Let's gather the fragments together.\Huh?\Well, I'm sure Inuyasha's not about to give this up.\Of course, not! response:	That's why.
context: I will find Kikyo's killer and avenge her death!\If we keep looking for these fragments, we're sure to run into Naraku, right?\How'd you get that?\Let's gather the fragments together.\Huh?\Well, I'm sure Inuyasha's not about to give this up.\Of course, not!\That's why. response:	I'm not very good at dealing with people...
context: If we keep looking for these fragments, we're sure to run into Naraku, right?\How'd you get that?\Let's gather the fragments together.\Huh?\Well, I'm sure Inuyasha's not about to give this up.\Of course, not!\That's why.\I'm not very good at dealing with people... response:	But, if you don't kill Naraku soon, you'll die, won't you?
context: How'd you get that?\Let's gather the fragments together.\Huh?\Well, I'm sure Inuyasha's not about to give this up.\Of course, not!\That's why.\I'm not very good at dealing with people...\But, if you don't kill Naraku soon, you'll die, won't you? response:	Kagome... Are you concerned about me?
context: Let's gather the fragments together.\Huh?\Well, I'm sure Inuyasha's not about to give this up.\Of course, not!\That's why.\I'm not very good at dealing with people...\But, if you don't kill Naraku soon, you'll die, won't you?\Kagome... Are you concerned about me? response:	Of course...
context: Huh?\Well, I'm sure Inuyasha's not about to give this up.\Of course, not!\That's why.\I'm not very good at dealing with people...\But, if you don't kill Naraku soon, you'll die, won't you?\Kagome... Are you concerned about me?\Of course... response:	Then, I have a request.
context: Well, I'm sure Inuyasha's not about to give this up.\Of course, not!\That's why.\I'm not very good at dealing with people...\But, if you don't kill Naraku soon, you'll die, won't you?\Kagome... Are you concerned about me?\Of course...\Then, I have a request. response:	Will you do me the favor of bearing my child?
context: Of course, not!\That's why.\I'm not very good at dealing with people...\But, if you don't kill Naraku soon, you'll die, won't you?\Kagome... Are you concerned about me?\Of course...\Then, I have a request.\Will you do me the favor of bearing my child? response:	Huh?!
context: That's why.\I'm not very good at dealing with people...\But, if you don't kill Naraku soon, you'll die, won't you?\Kagome... Are you concerned about me?\Of course...\Then, I have a request.\Will you do me the favor of bearing my child?\Huh?! response:	What's this all about?
context: I'm not very good at dealing with people...\But, if you don't kill Naraku soon, you'll die, won't you?\Kagome... Are you concerned about me?\Of course...\Then, I have a request.\Will you do me the favor of bearing my child?\Huh?!\What's this all about? response:	If I should fail to destroy Naraku, and die...
context: But, if you don't kill Naraku soon, you'll die, won't you?\Kagome... Are you concerned about me?\Of course...\Then, I have a request.\Will you do me the favor of bearing my child?\Huh?!\What's this all about?\If I should fail to destroy Naraku, and die... response:	I need a child to carry on my family's mission.
context: Kagome... Are you concerned about me?\Of course...\Then, I have a request.\Will you do me the favor of bearing my child?\Huh?!\What's this all about?\If I should fail to destroy Naraku, and die...\I need a child to carry on my family's mission. response:	Quit it, will you? You lecherous priest!
context: Of course...\Then, I have a request.\Will you do me the favor of bearing my child?\Huh?!\What's this all about?\If I should fail to destroy Naraku, and die...\I need a child to carry on my family's mission.\Quit it, will you? You lecherous priest! response:	I'm a monk.
context: Then, I have a request.\Will you do me the favor of bearing my child?\Huh?!\What's this all about?\If I should fail to destroy Naraku, and die...\I need a child to carry on my family's mission.\Quit it, will you? You lecherous priest!\I'm a monk. response:	If you lay a hand on Kagome again...
context: Will you do me the favor of bearing my child?\Huh?!\What's this all about?\If I should fail to destroy Naraku, and die...\I need a child to carry on my family's mission.\Quit it, will you? You lecherous priest!\I'm a monk.\If you lay a hand on Kagome again... response:	Inuyasha...
context: Huh?!\What's this all about?\If I should fail to destroy Naraku, and die...\I need a child to carry on my family's mission.\Quit it, will you? You lecherous priest!\I'm a monk.\If you lay a hand on Kagome again...\Inuyasha... response:	Well, pardon me. I thought you were just a companion...
context: What's this all about?\If I should fail to destroy Naraku, and die...\I need a child to carry on my family's mission.\Quit it, will you? You lecherous priest!\I'm a monk.\If you lay a hand on Kagome again...\Inuyasha...\Well, pardon me. I thought you were just a companion... response:	You're in love with Kagome?
context: If I should fail to destroy Naraku, and die...\I need a child to carry on my family's mission.\Quit it, will you? You lecherous priest!\I'm a monk.\If you lay a hand on Kagome again...\Inuyasha...\Well, pardon me. I thought you were just a companion...\You're in love with Kagome? response:	Huh?
context: I need a child to carry on my family's mission.\Quit it, will you? You lecherous priest!\I'm a monk.\If you lay a hand on Kagome again...\Inuyasha...\Well, pardon me. I thought you were just a companion...\You're in love with Kagome?\Huh? response:	Please forgive me.
context: Quit it, will you? You lecherous priest!\I'm a monk.\If you lay a hand on Kagome again...\Inuyasha...\Well, pardon me. I thought you were just a companion...\You're in love with Kagome?\Huh?\Please forgive me. response:	Damn it! She's just a Jewel detector!
context: I'm a monk.\If you lay a hand on Kagome again...\Inuyasha...\Well, pardon me. I thought you were just a companion...\You're in love with Kagome?\Huh?\Please forgive me.\Damn it! She's just a Jewel detector! response:	Jewel detector?!
context: If you lay a hand on Kagome again...\Inuyasha...\Well, pardon me. I thought you were just a companion...\You're in love with Kagome?\Huh?\Please forgive me.\Damn it! She's just a Jewel detector!\Jewel detector?! response:	How dare you!
context: Inuyasha...\Well, pardon me. I thought you were just a companion...\You're in love with Kagome?\Huh?\Please forgive me.\Damn it! She's just a Jewel detector!\Jewel detector?!\How dare you! response:	Well, I guess you do have someone you love.
context: Well, pardon me. I thought you were just a companion...\You're in love with Kagome?\Huh?\Please forgive me.\Damn it! She's just a Jewel detector!\Jewel detector?!\How dare you!\Well, I guess you do have someone you love. response:	Huh?
context: You're in love with Kagome?\Huh?\Please forgive me.\Damn it! She's just a Jewel detector!\Jewel detector?!\How dare you!\Well, I guess you do have someone you love.\Huh? response:	What shall I do? Miroku is nicer...
context: Huh?\Please forgive me.\Damn it! She's just a Jewel detector!\Jewel detector?!\How dare you!\Well, I guess you do have someone you love.\Huh?\What shall I do? Miroku is nicer... response:	Why, are you going to betray me?
context: Please forgive me.\Damn it! She's just a Jewel detector!\Jewel detector?!\How dare you!\Well, I guess you do have someone you love.\Huh?\What shall I do? Miroku is nicer...\Why, are you going to betray me? response:	You must be nicer to the womenfolk.
context: Damn it! She's just a Jewel detector!\Jewel detector?!\How dare you!\Well, I guess you do have someone you love.\Huh?\What shall I do? Miroku is nicer...\Why, are you going to betray me?\You must be nicer to the womenfolk. response:	Shut up!
context: Jewel detector?!\How dare you!\Well, I guess you do have someone you love.\Huh?\What shall I do? Miroku is nicer...\Why, are you going to betray me?\You must be nicer to the womenfolk.\Shut up! response:	I'm only a Jewel detector...
context: How dare you!\Well, I guess you do have someone you love.\Huh?\What shall I do? Miroku is nicer...\Why, are you going to betray me?\You must be nicer to the womenfolk.\Shut up!\I'm only a Jewel detector... response:	Weren't they having a serious discussion?
context: Well, I guess you do have someone you love.\Huh?\What shall I do? Miroku is nicer...\Why, are you going to betray me?\You must be nicer to the womenfolk.\Shut up!\I'm only a Jewel detector...\Weren't they having a serious discussion? response:	I don't understand grown-ups.
context: Huh?\What shall I do? Miroku is nicer...\Why, are you going to betray me?\You must be nicer to the womenfolk.\Shut up!\I'm only a Jewel detector...\Weren't they having a serious discussion?\I don't understand grown-ups. response:	- You could learn from Miroku. - Gentle.
context: What shall I do? Miroku is nicer...\Why, are you going to betray me?\You must be nicer to the womenfolk.\Shut up!\I'm only a Jewel detector...\Weren't they having a serious discussion?\I don't understand grown-ups.\- You could learn from Miroku. - Gentle. response:	- Yes. Be more gentle. - Yes, be gentle...
context: Why, are you going to betray me?\You must be nicer to the womenfolk.\Shut up!\I'm only a Jewel detector...\Weren't they having a serious discussion?\I don't understand grown-ups.\- You could learn from Miroku. - Gentle.\- Yes. Be more gentle. - Yes, be gentle... response:	Hey, don't touch me there!
