context: Opening response:	Nibutani
context: Don't call me that!\You got a real big mouth for such a tiny girl.\What did you just say?\I'm not tiny!\You're tiny, no matter how I look at you.\I've got a lot of growing ahead of me, okay?\What's that? You're self-conscious?\Hand over the Mabinogion, and I'll show you how to grow. response:	I'd sooner die, you rotten fake Forest Summer!
context: You got a real big mouth for such a tiny girl.\What did you just say?\I'm not tiny!\You're tiny, no matter how I look at you.\I've got a lot of growing ahead of me, okay?\What's that? You're self-conscious?\Hand over the Mabinogion, and I'll show you how to grow.\I'd sooner die, you rotten fake Forest Summer! response:	Don't call me that!
context: What did you just say?\I'm not tiny!\You're tiny, no matter how I look at you.\I've got a lot of growing ahead of me, okay?\What's that? You're self-conscious?\Hand over the Mabinogion, and I'll show you how to grow.\I'd sooner die, you rotten fake Forest Summer!\Don't call me that! response:	Shut up!
context: I'm not tiny!\You're tiny, no matter how I look at you.\I've got a lot of growing ahead of me, okay?\What's that? You're self-conscious?\Hand over the Mabinogion, and I'll show you how to grow.\I'd sooner die, you rotten fake Forest Summer!\Don't call me that!\Shut up! response:	Can't you do something?
context: You're tiny, no matter how I look at you.\I've got a lot of growing ahead of me, okay?\What's that? You're self-conscious?\Hand over the Mabinogion, and I'll show you how to grow.\I'd sooner die, you rotten fake Forest Summer!\Don't call me that!\Shut up!\Can't you do something? response:	Roger.
context: I've got a lot of growing ahead of me, okay?\What's that? You're self-conscious?\Hand over the Mabinogion, and I'll show you how to grow.\I'd sooner die, you rotten fake Forest Summer!\Don't call me that!\Shut up!\Can't you do something?\Roger. response:	What are you doi
context: What's that? You're self-conscious?\Hand over the Mabinogion, and I'll show you how to grow.\I'd sooner die, you rotten fake Forest Summer!\Don't call me that!\Shut up!\Can't you do something?\Roger.\What are you doi response:	What was that?
context: Hand over the Mabinogion, and I'll show you how to grow.\I'd sooner die, you rotten fake Forest Summer!\Don't call me that!\Shut up!\Can't you do something?\Roger.\What are you doi\What was that? response:	What do you think you're doing?!
context: I'd sooner die, you rotten fake Forest Summer!\Don't call me that!\Shut up!\Can't you do something?\Roger.\What are you doi\What was that?\What do you think you're doing?! response:	shibaraku mitsumeatte kara
context: Don't call me that!\Shut up!\Can't you do something?\Roger.\What are you doi\What was that?\What do you think you're doing?!\shibaraku mitsumeatte kara response:	sorasu made ni nani wo kangaeteta no?
context: Shut up!\Can't you do something?\Roger.\What are you doi\What was that?\What do you think you're doing?!\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no? response:	ki ni naru
context: Can't you do something?\Roger.\What are you doi\What was that?\What do you think you're doing?!\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru response:	kuchibiru togaraseta atashi wo mite
context: Roger.\What are you doi\What was that?\What do you think you're doing?!\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite response:	dou shita no tte kiite kuru no?
context: What are you doi\What was that?\What do you think you're doing?!\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no? response:	matte miru no
context: What was that?\What do you think you're doing?!\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no response:	gomakashita ato no hitorigoto wa hazukashii kara
context: What do you think you're doing?!\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no\gomakashita ato no hitorigoto wa hazukashii kara response:	kikanaide kureru?
context: shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no\gomakashita ato no hitorigoto wa hazukashii kara\kikanaide kureru? response:	ato ni hikenai hodo hikareau koi
context: sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no\gomakashita ato no hitorigoto wa hazukashii kara\kikanaide kureru?\ato ni hikenai hodo hikareau koi response:	mou hajimatteta
context: ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no\gomakashita ato no hitorigoto wa hazukashii kara\kikanaide kureru?\ato ni hikenai hodo hikareau koi\mou hajimatteta response:	yume nara takusan mita
context: kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no\gomakashita ato no hitorigoto wa hazukashii kara\kikanaide kureru?\ato ni hikenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita response:	sameta mama demo mada aitai
context: dou shita no tte kiite kuru no?\matte miru no\gomakashita ato no hitorigoto wa hazukashii kara\kikanaide kureru?\ato ni hikenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai response:	kimi ga sou saseta
context: matte miru no\gomakashita ato no hitorigoto wa hazukashii kara\kikanaide kureru?\ato ni hikenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou saseta response:	koi ga yokubari da ne
context: gomakashita ato no hitorigoto wa hazukashii kara\kikanaide kureru?\ato ni hikenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou saseta\koi ga yokubari da ne response:	tobihanesou na kokoro no yuku mama ni yukou yo
context: kikanaide kureru?\ato ni hikenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou saseta\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo response:	risou mo mousou mo genjitsu mo
context: ato ni hikenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou saseta\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo response:	subete kimi wo jiku ni mawaru
context: mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou saseta\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo jiku ni mawaru response:	atarashii sekai he
context: yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou saseta\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo jiku ni mawaru\atarashii sekai he response:	We looked into each other's eyes for a while
context: sameta mama demo mada aitai\kimi ga sou saseta\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo jiku ni mawaru\atarashii sekai he\We looked into each other's eyes for a while response:	What did you think of while it lasted?
context: kimi ga sou saseta\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo jiku ni mawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted? response:	I want to know that
context: koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo jiku ni mawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that response:	Look at me as I now pout my lips
context: tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo jiku ni mawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips response:	Will you ask me what's wrong?
context: risou mo mousou mo genjitsu mo\subete kimi wo jiku ni mawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong? response:	I'm waiting
context: subete kimi wo jiku ni mawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\I'm waiting response:	I'm embarrassed by what I mutter after being so evasive
context: atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\I'm waiting\I'm embarrassed by what I mutter after being so evasive response:	So please don't pay it any attention
context: We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\I'm waiting\I'm embarrassed by what I mutter after being so evasive\So please don't pay it any attention response:	Our love is so strong we can't run away
context: What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\I'm waiting\I'm embarrassed by what I mutter after being so evasive\So please don't pay it any attention\Our love is so strong we can't run away response:	It's already begun
context: I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\I'm waiting\I'm embarrassed by what I mutter after being so evasive\So please don't pay it any attention\Our love is so strong we can't run away\It's already begun response:	I've dreamed of our meeting so often
context: Look at me as I now pout my lips\Will you ask me what's wrong?\I'm waiting\I'm embarrassed by what I mutter after being so evasive\So please don't pay it any attention\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often response:	Now I'm awake, and still I want to meet you
context: Will you ask me what's wrong?\I'm waiting\I'm embarrassed by what I mutter after being so evasive\So please don't pay it any attention\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you response:	You did this to me
context: I'm waiting\I'm embarrassed by what I mutter after being so evasive\So please don't pay it any attention\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\You did this to me response:	Love is greedy
context: I'm embarrassed by what I mutter after being so evasive\So please don't pay it any attention\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\You did this to me\Love is greedy response:	My heart seems to hop with glee, so I'll let it guide me
context: So please don't pay it any attention\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\You did this to me\Love is greedy\My heart seems to hop with glee, so I'll let it guide me response:	My ideals, delusions and reality
context: Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\You did this to me\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\My ideals, delusions and reality response:	Are all about you
context: It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\You did this to me\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\My ideals, delusions and reality\Are all about you response:	Changing into a new world
context: I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\You did this to me\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\My ideals, delusions and reality\Are all about you\Changing into a new world response:	shibaraku mitsumeatte kara
context: Now I'm awake, and still I want to meet you\You did this to me\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\My ideals, delusions and reality\Are all about you\Changing into a new world\shibaraku mitsumeatte kara response:	sorasu made ni nani wo kangaeteta no?
context: You did this to me\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\My ideals, delusions and reality\Are all about you\Changing into a new world\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no? response:	ki ni naru
context: Love is greedy\My heart seems to hop with glee, so I'll let it guide me\My ideals, delusions and reality\Are all about you\Changing into a new world\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru response:	kuchibiru togaraseta atashi wo mite
context: My heart seems to hop with glee, so I'll let it guide me\My ideals, delusions and reality\Are all about you\Changing into a new world\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite response:	dou shita no tte kiite kuru no?
context: My ideals, delusions and reality\Are all about you\Changing into a new world\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no? response:	matte miru no
context: Are all about you\Changing into a new world\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no response:	gomakashita ato no hitorigoto wa hazukashii kara
context: Changing into a new world\shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no\gomakashita ato no hitorigoto wa hazukashii kara response:	kikanaide kureru?
context: shibaraku mitsumeatte kara\sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no\gomakashita ato no hitorigoto wa hazukashii kara\kikanaide kureru? response:	ato ni hikenai hodo hikareau koi
context: sorasu made ni nani wo kangaeteta no?\ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no\gomakashita ato no hitorigoto wa hazukashii kara\kikanaide kureru?\ato ni hikenai hodo hikareau koi response:	mou hajimatteta
context: ki ni naru\kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no\gomakashita ato no hitorigoto wa hazukashii kara\kikanaide kureru?\ato ni hikenai hodo hikareau koi\mou hajimatteta response:	yume nara takusan mita
context: kuchibiru togaraseta atashi wo mite\dou shita no tte kiite kuru no?\matte miru no\gomakashita ato no hitorigoto wa hazukashii kara\kikanaide kureru?\ato ni hikenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita response:	sameta mama demo mada aitai
context: dou shita no tte kiite kuru no?\matte miru no\gomakashita ato no hitorigoto wa hazukashii kara\kikanaide kureru?\ato ni hikenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai response:	kimi ga sou saseta
context: matte miru no\gomakashita ato no hitorigoto wa hazukashii kara\kikanaide kureru?\ato ni hikenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou saseta response:	koi ga yokubari da ne
context: gomakashita ato no hitorigoto wa hazukashii kara\kikanaide kureru?\ato ni hikenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou saseta\koi ga yokubari da ne response:	tobihanesou na kokoro no yuku mama ni yukou yo
context: kikanaide kureru?\ato ni hikenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou saseta\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo response:	risou mo mousou mo genjitsu mo
context: ato ni hikenai hodo hikareau koi\mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou saseta\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo response:	subete kimi wo jiku ni mawaru
context: mou hajimatteta\yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou saseta\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo jiku ni mawaru response:	atarashii sekai he
context: yume nara takusan mita\sameta mama demo mada aitai\kimi ga sou saseta\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo jiku ni mawaru\atarashii sekai he response:	We looked into each other's eyes for a while
context: sameta mama demo mada aitai\kimi ga sou saseta\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo jiku ni mawaru\atarashii sekai he\We looked into each other's eyes for a while response:	What did you think of while it lasted?
context: kimi ga sou saseta\koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo jiku ni mawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted? response:	I want to know that
context: koi ga yokubari da ne\tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo jiku ni mawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that response:	Look at me as I now pout my lips
context: tobihanesou na kokoro no yuku mama ni yukou yo\risou mo mousou mo genjitsu mo\subete kimi wo jiku ni mawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips response:	Will you ask me what's wrong?
context: risou mo mousou mo genjitsu mo\subete kimi wo jiku ni mawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong? response:	I'm waiting
context: subete kimi wo jiku ni mawaru\atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\I'm waiting response:	I'm embarrassed by what I mutter after being so evasive
context: atarashii sekai he\We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\I'm waiting\I'm embarrassed by what I mutter after being so evasive response:	So please don't pay it any attention
context: We looked into each other's eyes for a while\What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\I'm waiting\I'm embarrassed by what I mutter after being so evasive\So please don't pay it any attention response:	Our love is so strong we can't run away
context: What did you think of while it lasted?\I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\I'm waiting\I'm embarrassed by what I mutter after being so evasive\So please don't pay it any attention\Our love is so strong we can't run away response:	It's already begun
context: I want to know that\Look at me as I now pout my lips\Will you ask me what's wrong?\I'm waiting\I'm embarrassed by what I mutter after being so evasive\So please don't pay it any attention\Our love is so strong we can't run away\It's already begun response:	I've dreamed of our meeting so often
context: Look at me as I now pout my lips\Will you ask me what's wrong?\I'm waiting\I'm embarrassed by what I mutter after being so evasive\So please don't pay it any attention\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often response:	Now I'm awake, and still I want to meet you
context: Will you ask me what's wrong?\I'm waiting\I'm embarrassed by what I mutter after being so evasive\So please don't pay it any attention\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you response:	You did this to me
context: I'm waiting\I'm embarrassed by what I mutter after being so evasive\So please don't pay it any attention\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\You did this to me response:	Love is greedy
context: I'm embarrassed by what I mutter after being so evasive\So please don't pay it any attention\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\You did this to me\Love is greedy response:	My heart seems to hop with glee, so I'll let it guide me
context: So please don't pay it any attention\Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\You did this to me\Love is greedy\My heart seems to hop with glee, so I'll let it guide me response:	My ideals, delusions and reality
context: Our love is so strong we can't run away\It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\You did this to me\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\My ideals, delusions and reality response:	Are all about you
context: It's already begun\I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\You did this to me\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\My ideals, delusions and reality\Are all about you response:	Changing into a new world
context: I've dreamed of our meeting so often\Now I'm awake, and still I want to meet you\You did this to me\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\My ideals, delusions and reality\Are all about you\Changing into a new world response:	inside identity ibasho wa doko
context: Now I'm awake, and still I want to meet you\You did this to me\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\My ideals, delusions and reality\Are all about you\Changing into a new world\inside identity ibasho wa doko response:	kanchigai ga haji ka douka
context: You did this to me\Love is greedy\My heart seems to hop with glee, so I'll let it guide me\My ideals, delusions and reality\Are all about you\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka response:	sunaosa ga itai toka
context: Love is greedy\My heart seems to hop with glee, so I'll let it guide me\My ideals, delusions and reality\Are all about you\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka response:	dare ga nanto iou to tadashisa nante wakannai ze
context: My heart seems to hop with glee, so I'll let it guide me\My ideals, delusions and reality\Are all about you\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze response:	futsuu ni nagareteku nichijou ni
context: My ideals, delusions and reality\Are all about you\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni response:	muri shite najimase to
context: Are all about you\Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to response:	shizunjimatta kouseitachi wo
context: Changing into a new world\inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo response:	kande nonde haite ware
context: inside identity ibasho wa doko\kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware response:	konna boku wo wakatte hoshii
context: kanchigai ga haji ka douka\sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii response:	iitai kedo ienakute
context: sunaosa ga itai toka\dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute response:	nande daremo wakatte kunnai no to
context: dare ga nanto iou to tadashisa nante wakannai ze\futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to response:	omou no wa zeitaku nano kana nano kana
context: futsuu ni nagareteku nichijou ni\muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana response:	kanjouteki na taiyou wa
context: muri shite najimase to\shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa response:	netsu wo agesugite dounika narisou
context: shizunjimatta kouseitachi wo\kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou response:	sakebitakute shou ga nai
context: kande nonde haite ware\konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai response:	gamushara ni mo tometeru identity
context: konna boku wo wakatte hoshii\iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity response:	inside my identity
context: iitai kedo ienakute\nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity response:	inside my justice
context: nande daremo wakatte kunnai no to\omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice response:	tamashii wa ite
context: omou no wa zeitaku nano kana nano kana\kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice\tamashii wa ite response:	ibasho wa doko
context: kanjouteki na taiyou wa\netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice\tamashii wa ite\ibasho wa doko response:	Inside identity! Where do I belong?
context: netsu wo agesugite dounika narisou\sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice\tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong? response:	Getting it wrong is a shame?
context: sakebitakute shou ga nai\gamushara ni mo tometeru identity\inside my identity\inside my justice\tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame? response:	Being honest hurts?
context: gamushara ni mo tometeru identity\inside my identity\inside my justice\tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts? response:	Whatever people say, they don't know what's right
context: inside my identity\inside my justice\tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right response:	The boring river of time flows on
context: inside my justice\tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on response:	When the stars tried to fit in
context: tamashii wa ite\ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in response:	They ended up sinking into it
context: ibasho wa doko\Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it response:	So chew them, swallow them, and spit them out!
context: Inside identity! Where do I belong?\Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out! response:	I wish you understood me
context: Getting it wrong is a shame?\Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me response:	That's what I want to say, but I can't
context: Being honest hurts?\Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't response:	No one ever understands me
context: Whatever people say, they don't know what's right\The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't\No one ever understands me response:	Is it selfish to think that? Is it? Is it?
context: The boring river of time flows on\When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it? response:	The emotional Sun in the sky
context: When the stars tried to fit in\They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky response:	Overheated, reaching its limit
context: They ended up sinking into it\So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit response:	Of course I want to shout
context: So chew them, swallow them, and spit them out!\I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout response:	My fast and furious identity
context: I wish you understood me\That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity response:	Inside my identity
context: That's what I want to say, but I can't\No one ever understands me\Is it selfish to think that? Is it? Is it?\The emotional Sun in the sky\Overheated, reaching its limit\Of course I want to shout\My fast and furious identity\Inside my identity response:	Inside my justice
