context: Hey, Karasuno's switching setters. response:	Don't get depressed.
context: Karasuno Aoba Johsai\Let's go!\Yeah!\Suga!\Don't you go into overthinking mode, too!\R-Right...\We're gonna take it back in the second set.\And to do that... response:	We've got to plan for Oikawa's serves.
context: Let's go!\Yeah!\Suga!\Don't you go into overthinking mode, too!\R-Right...\We're gonna take it back in the second set.\And to do that...\We've got to plan for Oikawa's serves. response:	Oh?
context: Yeah!\Suga!\Don't you go into overthinking mode, too!\R-Right...\We're gonna take it back in the second set.\And to do that...\We've got to plan for Oikawa's serves.\Oh? response:	Looks like Karasuno changed up their rotation a bit for the second set,
context: Suga!\Don't you go into overthinking mode, too!\R-Right...\We're gonna take it back in the second set.\And to do that...\We've got to plan for Oikawa's serves.\Oh?\Looks like Karasuno changed up their rotation a bit for the second set, response:	and Seijoh kept it the same as the first set.
context: Don't you go into overthinking mode, too!\R-Right...\We're gonna take it back in the second set.\And to do that...\We've got to plan for Oikawa's serves.\Oh?\Looks like Karasuno changed up their rotation a bit for the second set,\and Seijoh kept it the same as the first set. response:	I wonder why they changed it, though.
context: R-Right...\We're gonna take it back in the second set.\And to do that...\We've got to plan for Oikawa's serves.\Oh?\Looks like Karasuno changed up their rotation a bit for the second set,\and Seijoh kept it the same as the first set.\I wonder why they changed it, though. response:	All right!
context: We're gonna take it back in the second set.\And to do that...\We've got to plan for Oikawa's serves.\Oh?\Looks like Karasuno changed up their rotation a bit for the second set,\and Seijoh kept it the same as the first set.\I wonder why they changed it, though.\All right! response:	Nice, Tsukishima!
context: And to do that...\We've got to plan for Oikawa's serves.\Oh?\Looks like Karasuno changed up their rotation a bit for the second set,\and Seijoh kept it the same as the first set.\I wonder why they changed it, though.\All right!\Nice, Tsukishima! response:	Oh, thanks.
context: We've got to plan for Oikawa's serves.\Oh?\Looks like Karasuno changed up their rotation a bit for the second set,\and Seijoh kept it the same as the first set.\I wonder why they changed it, though.\All right!\Nice, Tsukishima!\Oh, thanks. response:	All right! Let's do one more!
context: Oh?\Looks like Karasuno changed up their rotation a bit for the second set,\and Seijoh kept it the same as the first set.\I wonder why they changed it, though.\All right!\Nice, Tsukishima!\Oh, thanks.\All right! Let's do one more! response:	Sugawara-san gives you nice compliments when you get one in!
context: Looks like Karasuno changed up their rotation a bit for the second set,\and Seijoh kept it the same as the first set.\I wonder why they changed it, though.\All right!\Nice, Tsukishima!\Oh, thanks.\All right! Let's do one more!\Sugawara-san gives you nice compliments when you get one in! response:	I see...
context: and Seijoh kept it the same as the first set.\I wonder why they changed it, though.\All right!\Nice, Tsukishima!\Oh, thanks.\All right! Let's do one more!\Sugawara-san gives you nice compliments when you get one in!\I see... response:	It's not like being overly buddy-buddy,
context: I wonder why they changed it, though.\All right!\Nice, Tsukishima!\Oh, thanks.\All right! Let's do one more!\Sugawara-san gives you nice compliments when you get one in!\I see...\It's not like being overly buddy-buddy, response:	but I think he says what he does
context: All right!\Nice, Tsukishima!\Oh, thanks.\All right! Let's do one more!\Sugawara-san gives you nice compliments when you get one in!\I see...\It's not like being overly buddy-buddy,\but I think he says what he does response:	based on the spikers' expressions and how they're doing that day.
context: Nice, Tsukishima!\Oh, thanks.\All right! Let's do one more!\Sugawara-san gives you nice compliments when you get one in!\I see...\It's not like being overly buddy-buddy,\but I think he says what he does\based on the spikers' expressions and how they're doing that day. response:	And unlike the second and third-years, I'm sure for Tsukishima,
context: Oh, thanks.\All right! Let's do one more!\Sugawara-san gives you nice compliments when you get one in!\I see...\It's not like being overly buddy-buddy,\but I think he says what he does\based on the spikers' expressions and how they're doing that day.\And unlike the second and third-years, I'm sure for Tsukishima, response:	there are a lot of things he doesn't know about Sugawara-san.
context: All right! Let's do one more!\Sugawara-san gives you nice compliments when you get one in!\I see...\It's not like being overly buddy-buddy,\but I think he says what he does\based on the spikers' expressions and how they're doing that day.\And unlike the second and third-years, I'm sure for Tsukishima,\there are a lot of things he doesn't know about Sugawara-san. response:	Why do I have to match
context: Sugawara-san gives you nice compliments when you get one in!\I see...\It's not like being overly buddy-buddy,\but I think he says what he does\based on the spikers' expressions and how they're doing that day.\And unlike the second and third-years, I'm sure for Tsukishima,\there are a lot of things he doesn't know about Sugawara-san.\Why do I have to match response:	what I do with how others are feeling, especially Tsukishima, that jerk?
context: I see...\It's not like being overly buddy-buddy,\but I think he says what he does\based on the spikers' expressions and how they're doing that day.\And unlike the second and third-years, I'm sure for Tsukishima,\there are a lot of things he doesn't know about Sugawara-san.\Why do I have to match\what I do with how others are feeling, especially Tsukishima, that jerk? response:	That's what's written on your face.
context: It's not like being overly buddy-buddy,\but I think he says what he does\based on the spikers' expressions and how they're doing that day.\And unlike the second and third-years, I'm sure for Tsukishima,\there are a lot of things he doesn't know about Sugawara-san.\Why do I have to match\what I do with how others are feeling, especially Tsukishima, that jerk?\That's what's written on your face. response:	Th-That's not what I...
context: but I think he says what he does\based on the spikers' expressions and how they're doing that day.\And unlike the second and third-years, I'm sure for Tsukishima,\there are a lot of things he doesn't know about Sugawara-san.\Why do I have to match\what I do with how others are feeling, especially Tsukishima, that jerk?\That's what's written on your face.\Th-That's not what I... response:	But Kageyama,
context: based on the spikers' expressions and how they're doing that day.\And unlike the second and third-years, I'm sure for Tsukishima,\there are a lot of things he doesn't know about Sugawara-san.\Why do I have to match\what I do with how others are feeling, especially Tsukishima, that jerk?\That's what's written on your face.\Th-That's not what I...\But Kageyama, response:	if Hinata seems to have a hard time hitting the ball, you switch things up, right?
context: And unlike the second and third-years, I'm sure for Tsukishima,\there are a lot of things he doesn't know about Sugawara-san.\Why do I have to match\what I do with how others are feeling, especially Tsukishima, that jerk?\That's what's written on your face.\Th-That's not what I...\But Kageyama,\if Hinata seems to have a hard time hitting the ball, you switch things up, right? response:	Yes, because he misses easily.
context: there are a lot of things he doesn't know about Sugawara-san.\Why do I have to match\what I do with how others are feeling, especially Tsukishima, that jerk?\That's what's written on your face.\Th-That's not what I...\But Kageyama,\if Hinata seems to have a hard time hitting the ball, you switch things up, right?\Yes, because he misses easily. response:	I think that everyone else also has their own techniques
context: Why do I have to match\what I do with how others are feeling, especially Tsukishima, that jerk?\That's what's written on your face.\Th-That's not what I...\But Kageyama,\if Hinata seems to have a hard time hitting the ball, you switch things up, right?\Yes, because he misses easily.\I think that everyone else also has their own techniques response:	and that affects how they hit the ball.
context: what I do with how others are feeling, especially Tsukishima, that jerk?\That's what's written on your face.\Th-That's not what I...\But Kageyama,\if Hinata seems to have a hard time hitting the ball, you switch things up, right?\Yes, because he misses easily.\I think that everyone else also has their own techniques\and that affects how they hit the ball. response:	I might sound biased, but...
context: That's what's written on your face.\Th-That's not what I...\But Kageyama,\if Hinata seems to have a hard time hitting the ball, you switch things up, right?\Yes, because he misses easily.\I think that everyone else also has their own techniques\and that affects how they hit the ball.\I might sound biased, but... response:	I think our spikers are pretty skilled.
context: Th-That's not what I...\But Kageyama,\if Hinata seems to have a hard time hitting the ball, you switch things up, right?\Yes, because he misses easily.\I think that everyone else also has their own techniques\and that affects how they hit the ball.\I might sound biased, but...\I think our spikers are pretty skilled. response:	I think that, too, but...
context: But Kageyama,\if Hinata seems to have a hard time hitting the ball, you switch things up, right?\Yes, because he misses easily.\I think that everyone else also has their own techniques\and that affects how they hit the ball.\I might sound biased, but...\I think our spikers are pretty skilled.\I think that, too, but... response:	Then,
context: if Hinata seems to have a hard time hitting the ball, you switch things up, right?\Yes, because he misses easily.\I think that everyone else also has their own techniques\and that affects how they hit the ball.\I might sound biased, but...\I think our spikers are pretty skilled.\I think that, too, but...\Then, response:	if they were all able to hit the ball with 100 of their ability,
context: Yes, because he misses easily.\I think that everyone else also has their own techniques\and that affects how they hit the ball.\I might sound biased, but...\I think our spikers are pretty skilled.\I think that, too, but...\Then,\if they were all able to hit the ball with 100 of their ability, response:	don't you think they'd be able to break through a block?
context: I think that everyone else also has their own techniques\and that affects how they hit the ball.\I might sound biased, but...\I think our spikers are pretty skilled.\I think that, too, but...\Then,\if they were all able to hit the ball with 100 of their ability,\don't you think they'd be able to break through a block? response:	One point!
context: and that affects how they hit the ball.\I might sound biased, but...\I think our spikers are pretty skilled.\I think that, too, but...\Then,\if they were all able to hit the ball with 100 of their ability,\don't you think they'd be able to break through a block?\One point! response:	It's the Great King's turn to serve!
context: I might sound biased, but...\I think our spikers are pretty skilled.\I think that, too, but...\Then,\if they were all able to hit the ball with 100 of their ability,\don't you think they'd be able to break through a block?\One point!\It's the Great King's turn to serve! response:	Oh?
context: I think our spikers are pretty skilled.\I think that, too, but...\Then,\if they were all able to hit the ball with 100 of their ability,\don't you think they'd be able to break through a block?\One point!\It's the Great King's turn to serve!\Oh? response:	There're only two in position to receive the serve.
context: I think that, too, but...\Then,\if they were all able to hit the ball with 100 of their ability,\don't you think they'd be able to break through a block?\One point!\It's the Great King's turn to serve!\Oh?\There're only two in position to receive the serve. response:	we'll be changing up our defense to maximize efficiency with few players.
context: Then,\if they were all able to hit the ball with 100 of their ability,\don't you think they'd be able to break through a block?\One point!\It's the Great King's turn to serve!\Oh?\There're only two in position to receive the serve.\we'll be changing up our defense to maximize efficiency with few players. response:	When Oikawa does his super-fast serves,
context: if they were all able to hit the ball with 100 of their ability,\don't you think they'd be able to break through a block?\One point!\It's the Great King's turn to serve!\Oh?\There're only two in position to receive the serve.\we'll be changing up our defense to maximize efficiency with few players.\When Oikawa does his super-fast serves, response:	even the slightest hesitation or faltering is deadly.
context: don't you think they'd be able to break through a block?\One point!\It's the Great King's turn to serve!\Oh?\There're only two in position to receive the serve.\we'll be changing up our defense to maximize efficiency with few players.\When Oikawa does his super-fast serves,\even the slightest hesitation or faltering is deadly. response:	So, we'll use Nishinoya and Sawamura, the few who recceived his serves, to counter.
context: One point!\It's the Great King's turn to serve!\Oh?\There're only two in position to receive the serve.\we'll be changing up our defense to maximize efficiency with few players.\When Oikawa does his super-fast serves,\even the slightest hesitation or faltering is deadly.\So, we'll use Nishinoya and Sawamura, the few who recceived his serves, to counter. response:	It's a formation we've never used in practice.
context: It's the Great King's turn to serve!\Oh?\There're only two in position to receive the serve.\we'll be changing up our defense to maximize efficiency with few players.\When Oikawa does his super-fast serves,\even the slightest hesitation or faltering is deadly.\So, we'll use Nishinoya and Sawamura, the few who recceived his serves, to counter.\It's a formation we've never used in practice. response:	But considering it's you guys...
context: Oh?\There're only two in position to receive the serve.\we'll be changing up our defense to maximize efficiency with few players.\When Oikawa does his super-fast serves,\even the slightest hesitation or faltering is deadly.\So, we'll use Nishinoya and Sawamura, the few who recceived his serves, to counter.\It's a formation we've never used in practice.\But considering it's you guys... response:	We can do it.
context: There're only two in position to receive the serve.\we'll be changing up our defense to maximize efficiency with few players.\When Oikawa does his super-fast serves,\even the slightest hesitation or faltering is deadly.\So, we'll use Nishinoya and Sawamura, the few who recceived his serves, to counter.\It's a formation we've never used in practice.\But considering it's you guys...\We can do it. response:	So cool!
context: we'll be changing up our defense to maximize efficiency with few players.\When Oikawa does his super-fast serves,\even the slightest hesitation or faltering is deadly.\So, we'll use Nishinoya and Sawamura, the few who recceived his serves, to counter.\It's a formation we've never used in practice.\But considering it's you guys...\We can do it.\So cool! response:	The rotation they have for the second set...
context: When Oikawa does his super-fast serves,\even the slightest hesitation or faltering is deadly.\So, we'll use Nishinoya and Sawamura, the few who recceived his serves, to counter.\It's a formation we've never used in practice.\But considering it's you guys...\We can do it.\So cool!\The rotation they have for the second set... response:	The reason they changed things up a bit from the first set is...
context: even the slightest hesitation or faltering is deadly.\So, we'll use Nishinoya and Sawamura, the few who recceived his serves, to counter.\It's a formation we've never used in practice.\But considering it's you guys...\We can do it.\So cool!\The rotation they have for the second set...\The reason they changed things up a bit from the first set is... response:	In the first set, they were able to get
context: So, we'll use Nishinoya and Sawamura, the few who recceived his serves, to counter.\It's a formation we've never used in practice.\But considering it's you guys...\We can do it.\So cool!\The rotation they have for the second set...\The reason they changed things up a bit from the first set is...\In the first set, they were able to get response:	We're going to break their serve streak!
context: It's a formation we've never used in practice.\But considering it's you guys...\We can do it.\So cool!\The rotation they have for the second set...\The reason they changed things up a bit from the first set is...\In the first set, they were able to get\We're going to break their serve streak! response:	five points due to Oikawa's serves breaking through,
context: But considering it's you guys...\We can do it.\So cool!\The rotation they have for the second set...\The reason they changed things up a bit from the first set is...\In the first set, they were able to get\We're going to break their serve streak!\five points due to Oikawa's serves breaking through, response:	Yeah!
context: We can do it.\So cool!\The rotation they have for the second set...\The reason they changed things up a bit from the first set is...\In the first set, they were able to get\We're going to break their serve streak!\five points due to Oikawa's serves breaking through,\Yeah! response:	and his service aces.
context: So cool!\The rotation they have for the second set...\The reason they changed things up a bit from the first set is...\In the first set, they were able to get\We're going to break their serve streak!\five points due to Oikawa's serves breaking through,\Yeah!\and his service aces. response:	If we don't return his serves,
context: The rotation they have for the second set...\The reason they changed things up a bit from the first set is...\In the first set, they were able to get\We're going to break their serve streak!\five points due to Oikawa's serves breaking through,\Yeah!\and his service aces.\If we don't return his serves, response:	we won't be able to defeat Seijoh.
context: The reason they changed things up a bit from the first set is...\In the first set, they were able to get\We're going to break their serve streak!\five points due to Oikawa's serves breaking through,\Yeah!\and his service aces.\If we don't return his serves,\we won't be able to defeat Seijoh. response:	Bring it!
context: In the first set, they were able to get\We're going to break their serve streak!\five points due to Oikawa's serves breaking through,\Yeah!\and his service aces.\If we don't return his serves,\we won't be able to defeat Seijoh.\Bring it! response:	Go!
context: We're going to break their serve streak!\five points due to Oikawa's serves breaking through,\Yeah!\and his service aces.\If we don't return his serves,\we won't be able to defeat Seijoh.\Bring it!\Go! response:	Daichi!
context: five points due to Oikawa's serves breaking through,\Yeah!\and his service aces.\If we don't return his serves,\we won't be able to defeat Seijoh.\Bring it!\Go!\Daichi! response:	Yes!
context: Yeah!\and his service aces.\If we don't return his serves,\we won't be able to defeat Seijoh.\Bring it!\Go!\Daichi!\Yes! response:	Nice receive!
context: and his service aces.\If we don't return his serves,\we won't be able to defeat Seijoh.\Bring it!\Go!\Daichi!\Yes!\Nice receive! response:	There's something important about breaking Oikawa's streak on his first serve.
context: If we don't return his serves,\we won't be able to defeat Seijoh.\Bring it!\Go!\Daichi!\Yes!\Nice receive!\There's something important about breaking Oikawa's streak on his first serve. response:	If he makes it, it'll be a heavy point.
context: we won't be able to defeat Seijoh.\Bring it!\Go!\Daichi!\Yes!\Nice receive!\There's something important about breaking Oikawa's streak on his first serve.\If he makes it, it'll be a heavy point. response:	It'll be an important point, as well as a point filled with pressure.
context: Bring it!\Go!\Daichi!\Yes!\Nice receive!\There's something important about breaking Oikawa's streak on his first serve.\If he makes it, it'll be a heavy point.\It'll be an important point, as well as a point filled with pressure. response:	Right now, the one
context: Go!\Daichi!\Yes!\Nice receive!\There's something important about breaking Oikawa's streak on his first serve.\If he makes it, it'll be a heavy point.\It'll be an important point, as well as a point filled with pressure.\Right now, the one response:	who's feeling confident from breaking his streak in the first set is...
context: Daichi!\Yes!\Nice receive!\There's something important about breaking Oikawa's streak on his first serve.\If he makes it, it'll be a heavy point.\It'll be an important point, as well as a point filled with pressure.\Right now, the one\who's feeling confident from breaking his streak in the first set is... response:	Tanaka!
context: Yes!\Nice receive!\There's something important about breaking Oikawa's streak on his first serve.\If he makes it, it'll be a heavy point.\It'll be an important point, as well as a point filled with pressure.\Right now, the one\who's feeling confident from breaking his streak in the first set is...\Tanaka! response:	I'm leaving this to you!
context: Nice receive!\There's something important about breaking Oikawa's streak on his first serve.\If he makes it, it'll be a heavy point.\It'll be an important point, as well as a point filled with pressure.\Right now, the one\who's feeling confident from breaking his streak in the first set is...\Tanaka!\I'm leaving this to you! response:	All...
context: There's something important about breaking Oikawa's streak on his first serve.\If he makes it, it'll be a heavy point.\It'll be an important point, as well as a point filled with pressure.\Right now, the one\who's feeling confident from breaking his streak in the first set is...\Tanaka!\I'm leaving this to you!\All... response:	They broke the serve streak!
context: If he makes it, it'll be a heavy point.\It'll be an important point, as well as a point filled with pressure.\Right now, the one\who's feeling confident from breaking his streak in the first set is...\Tanaka!\I'm leaving this to you!\All...\They broke the serve streak! response:	Well done, Captain.
context: It'll be an important point, as well as a point filled with pressure.\Right now, the one\who's feeling confident from breaking his streak in the first set is...\Tanaka!\I'm leaving this to you!\All...\They broke the serve streak!\Well done, Captain. response:	All right! One point!
context: Right now, the one\who's feeling confident from breaking his streak in the first set is...\Tanaka!\I'm leaving this to you!\All...\They broke the serve streak!\Well done, Captain.\All right! One point! response:	Tsukishima, nice serve!
context: who's feeling confident from breaking his streak in the first set is...\Tanaka!\I'm leaving this to you!\All...\They broke the serve streak!\Well done, Captain.\All right! One point!\Tsukishima, nice serve! response:	I think our spikers are pretty skilled.
context: Tanaka!\I'm leaving this to you!\All...\They broke the serve streak!\Well done, Captain.\All right! One point!\Tsukishima, nice serve!\I think our spikers are pretty skilled. response:	if they were all able to hit the ball with 100 of their ability,
context: I'm leaving this to you!\All...\They broke the serve streak!\Well done, Captain.\All right! One point!\Tsukishima, nice serve!\I think our spikers are pretty skilled.\if they were all able to hit the ball with 100 of their ability, response:	don't you think they'd be able to break through a block?
context: All...\They broke the serve streak!\Well done, Captain.\All right! One point!\Tsukishima, nice serve!\I think our spikers are pretty skilled.\if they were all able to hit the ball with 100 of their ability,\don't you think they'd be able to break through a block? response:	I have no complaints about the morale of our team.
context: They broke the serve streak!\Well done, Captain.\All right! One point!\Tsukishima, nice serve!\I think our spikers are pretty skilled.\if they were all able to hit the ball with 100 of their ability,\don't you think they'd be able to break through a block?\I have no complaints about the morale of our team. response:	Seijoh is vastly better in terms of experience and technique.
context: Well done, Captain.\All right! One point!\Tsukishima, nice serve!\I think our spikers are pretty skilled.\if they were all able to hit the ball with 100 of their ability,\don't you think they'd be able to break through a block?\I have no complaints about the morale of our team.\Seijoh is vastly better in terms of experience and technique. response:	Let's get that point!
context: All right! One point!\Tsukishima, nice serve!\I think our spikers are pretty skilled.\if they were all able to hit the ball with 100 of their ability,\don't you think they'd be able to break through a block?\I have no complaints about the morale of our team.\Seijoh is vastly better in terms of experience and technique.\Let's get that point! response:	Yeah!
context: Tsukishima, nice serve!\I think our spikers are pretty skilled.\if they were all able to hit the ball with 100 of their ability,\don't you think they'd be able to break through a block?\I have no complaints about the morale of our team.\Seijoh is vastly better in terms of experience and technique.\Let's get that point!\Yeah! response:	There's no denying that if they get ahead again, it'll be extremely tough.
context: I think our spikers are pretty skilled.\if they were all able to hit the ball with 100 of their ability,\don't you think they'd be able to break through a block?\I have no complaints about the morale of our team.\Seijoh is vastly better in terms of experience and technique.\Let's get that point!\Yeah!\There's no denying that if they get ahead again, it'll be extremely tough. response:	But if we hold on with all we've got, the momentum will turn our way.
context: if they were all able to hit the ball with 100 of their ability,\don't you think they'd be able to break through a block?\I have no complaints about the morale of our team.\Seijoh is vastly better in terms of experience and technique.\Let's get that point!\Yeah!\There's no denying that if they get ahead again, it'll be extremely tough.\But if we hold on with all we've got, the momentum will turn our way. response:	Karasuno Aoba Johsai
context: don't you think they'd be able to break through a block?\I have no complaints about the morale of our team.\Seijoh is vastly better in terms of experience and technique.\Let's get that point!\Yeah!\There's no denying that if they get ahead again, it'll be extremely tough.\But if we hold on with all we've got, the momentum will turn our way.\Karasuno Aoba Johsai response:	All right! They're equal in the second set!
context: I have no complaints about the morale of our team.\Seijoh is vastly better in terms of experience and technique.\Let's get that point!\Yeah!\There's no denying that if they get ahead again, it'll be extremely tough.\But if we hold on with all we've got, the momentum will turn our way.\Karasuno Aoba Johsai\All right! They're equal in the second set! response:	All right!
context: Seijoh is vastly better in terms of experience and technique.\Let's get that point!\Yeah!\There's no denying that if they get ahead again, it'll be extremely tough.\But if we hold on with all we've got, the momentum will turn our way.\Karasuno Aoba Johsai\All right! They're equal in the second set!\All right! response:	Nice, Asahi-san!
context: Let's get that point!\Yeah!\There's no denying that if they get ahead again, it'll be extremely tough.\But if we hold on with all we've got, the momentum will turn our way.\Karasuno Aoba Johsai\All right! They're equal in the second set!\All right!\Nice, Asahi-san! response:	Yeah, but the blockers are keeping up.
context: Yeah!\There's no denying that if they get ahead again, it'll be extremely tough.\But if we hold on with all we've got, the momentum will turn our way.\Karasuno Aoba Johsai\All right! They're equal in the second set!\All right!\Nice, Asahi-san!\Yeah, but the blockers are keeping up. response:	Kindaichi, you're starting to read their attacks.
context: There's no denying that if they get ahead again, it'll be extremely tough.\But if we hold on with all we've got, the momentum will turn our way.\Karasuno Aoba Johsai\All right! They're equal in the second set!\All right!\Nice, Asahi-san!\Yeah, but the blockers are keeping up.\Kindaichi, you're starting to read their attacks. response:	Yes!
context: But if we hold on with all we've got, the momentum will turn our way.\Karasuno Aoba Johsai\All right! They're equal in the second set!\All right!\Nice, Asahi-san!\Yeah, but the blockers are keeping up.\Kindaichi, you're starting to read their attacks.\Yes! response:	Mr. Refreshing definitely isn't a weak setter,
context: Karasuno Aoba Johsai\All right! They're equal in the second set!\All right!\Nice, Asahi-san!\Yeah, but the blockers are keeping up.\Kindaichi, you're starting to read their attacks.\Yes!\Mr. Refreshing definitely isn't a weak setter, response:	but all of his attacks are textbook.
context: All right! They're equal in the second set!\All right!\Nice, Asahi-san!\Yeah, but the blockers are keeping up.\Kindaichi, you're starting to read their attacks.\Yes!\Mr. Refreshing definitely isn't a weak setter,\but all of his attacks are textbook. response:	None of the set-ups are reckless.
context: All right!\Nice, Asahi-san!\Yeah, but the blockers are keeping up.\Kindaichi, you're starting to read their attacks.\Yes!\Mr. Refreshing definitely isn't a weak setter,\but all of his attacks are textbook.\None of the set-ups are reckless. response:	Karasuno's basic offensive strength is indeed high,
context: Nice, Asahi-san!\Yeah, but the blockers are keeping up.\Kindaichi, you're starting to read their attacks.\Yes!\Mr. Refreshing definitely isn't a weak setter,\but all of his attacks are textbook.\None of the set-ups are reckless.\Karasuno's basic offensive strength is indeed high, response:	but we've played a number teams like that.
context: Yeah, but the blockers are keeping up.\Kindaichi, you're starting to read their attacks.\Yes!\Mr. Refreshing definitely isn't a weak setter,\but all of his attacks are textbook.\None of the set-ups are reckless.\Karasuno's basic offensive strength is indeed high,\but we've played a number teams like that. response:	Now, let's get our lead.
context: Kindaichi, you're starting to read their attacks.\Yes!\Mr. Refreshing definitely isn't a weak setter,\but all of his attacks are textbook.\None of the set-ups are reckless.\Karasuno's basic offensive strength is indeed high,\but we've played a number teams like that.\Now, let's get our lead. response:	Yes!
context: Yes!\Mr. Refreshing definitely isn't a weak setter,\but all of his attacks are textbook.\None of the set-ups are reckless.\Karasuno's basic offensive strength is indeed high,\but we've played a number teams like that.\Now, let's get our lead.\Yes! response:	It feels like their spikes are going through our setter a lot more.
context: Mr. Refreshing definitely isn't a weak setter,\but all of his attacks are textbook.\None of the set-ups are reckless.\Karasuno's basic offensive strength is indeed high,\but we've played a number teams like that.\Now, let's get our lead.\Yes!\It feels like their spikes are going through our setter a lot more. response:	Go, go, Hajime! Push it, push it, Hajime!
context: but all of his attacks are textbook.\None of the set-ups are reckless.\Karasuno's basic offensive strength is indeed high,\but we've played a number teams like that.\Now, let's get our lead.\Yes!\It feels like their spikes are going through our setter a lot more.\Go, go, Hajime! Push it, push it, Hajime! response:	Yeah.
context: None of the set-ups are reckless.\Karasuno's basic offensive strength is indeed high,\but we've played a number teams like that.\Now, let's get our lead.\Yes!\It feels like their spikes are going through our setter a lot more.\Go, go, Hajime! Push it, push it, Hajime!\Yeah. response:	Nice serve!
context: Karasuno's basic offensive strength is indeed high,\but we've played a number teams like that.\Now, let's get our lead.\Yes!\It feels like their spikes are going through our setter a lot more.\Go, go, Hajime! Push it, push it, Hajime!\Yeah.\Nice serve! response:	Karasuno Aoba Johsai
context: but we've played a number teams like that.\Now, let's get our lead.\Yes!\It feels like their spikes are going through our setter a lot more.\Go, go, Hajime! Push it, push it, Hajime!\Yeah.\Nice serve!\Karasuno Aoba Johsai response:	Seijoh just scored multiple points.
context: Now, let's get our lead.\Yes!\It feels like their spikes are going through our setter a lot more.\Go, go, Hajime! Push it, push it, Hajime!\Yeah.\Nice serve!\Karasuno Aoba Johsai\Seijoh just scored multiple points. response:	A break happens when the momentum changes...
context: Yes!\It feels like their spikes are going through our setter a lot more.\Go, go, Hajime! Push it, push it, Hajime!\Yeah.\Nice serve!\Karasuno Aoba Johsai\Seijoh just scored multiple points.\A break happens when the momentum changes... response:	Don't let Seijoh get it now.
context: It feels like their spikes are going through our setter a lot more.\Go, go, Hajime! Push it, push it, Hajime!\Yeah.\Nice serve!\Karasuno Aoba Johsai\Seijoh just scored multiple points.\A break happens when the momentum changes...\Don't let Seijoh get it now. response:	Since they changed setters,
context: Go, go, Hajime! Push it, push it, Hajime!\Yeah.\Nice serve!\Karasuno Aoba Johsai\Seijoh just scored multiple points.\A break happens when the momentum changes...\Don't let Seijoh get it now.\Since they changed setters, response:	Karasuno seems to be using their left quite a bit.
context: Yeah.\Nice serve!\Karasuno Aoba Johsai\Seijoh just scored multiple points.\A break happens when the momentum changes...\Don't let Seijoh get it now.\Since they changed setters,\Karasuno seems to be using their left quite a bit. response:	Their left side is pretty strong,
context: Nice serve!\Karasuno Aoba Johsai\Seijoh just scored multiple points.\A break happens when the momentum changes...\Don't let Seijoh get it now.\Since they changed setters,\Karasuno seems to be using their left quite a bit.\Their left side is pretty strong, response:	but that might be easier to face than 10 when he goes crazy.
context: Karasuno Aoba Johsai\Seijoh just scored multiple points.\A break happens when the momentum changes...\Don't let Seijoh get it now.\Since they changed setters,\Karasuno seems to be using their left quite a bit.\Their left side is pretty strong,\but that might be easier to face than 10 when he goes crazy. response:	All right! One point!
context: Seijoh just scored multiple points.\A break happens when the momentum changes...\Don't let Seijoh get it now.\Since they changed setters,\Karasuno seems to be using their left quite a bit.\Their left side is pretty strong,\but that might be easier to face than 10 when he goes crazy.\All right! One point! response:	Slowly, I feel like I'm being strangled...
context: A break happens when the momentum changes...\Don't let Seijoh get it now.\Since they changed setters,\Karasuno seems to be using their left quite a bit.\Their left side is pretty strong,\but that might be easier to face than 10 when he goes crazy.\All right! One point!\Slowly, I feel like I'm being strangled... response:	Yet strangely, I feel rather calm,
context: Don't let Seijoh get it now.\Since they changed setters,\Karasuno seems to be using their left quite a bit.\Their left side is pretty strong,\but that might be easier to face than 10 when he goes crazy.\All right! One point!\Slowly, I feel like I'm being strangled...\Yet strangely, I feel rather calm, response:	because panic hasn't affected my concentration just yet.
context: Since they changed setters,\Karasuno seems to be using their left quite a bit.\Their left side is pretty strong,\but that might be easier to face than 10 when he goes crazy.\All right! One point!\Slowly, I feel like I'm being strangled...\Yet strangely, I feel rather calm,\because panic hasn't affected my concentration just yet. response:	That's because our goal is so clear in front of us.
context: Karasuno seems to be using their left quite a bit.\Their left side is pretty strong,\but that might be easier to face than 10 when he goes crazy.\All right! One point!\Slowly, I feel like I'm being strangled...\Yet strangely, I feel rather calm,\because panic hasn't affected my concentration just yet.\That's because our goal is so clear in front of us. response:	Go! One point!
context: Their left side is pretty strong,\but that might be easier to face than 10 when he goes crazy.\All right! One point!\Slowly, I feel like I'm being strangled...\Yet strangely, I feel rather calm,\because panic hasn't affected my concentration just yet.\That's because our goal is so clear in front of us.\Go! One point! response:	I thought that getting benched proved
context: but that might be easier to face than 10 when he goes crazy.\All right! One point!\Slowly, I feel like I'm being strangled...\Yet strangely, I feel rather calm,\because panic hasn't affected my concentration just yet.\That's because our goal is so clear in front of us.\Go! One point!\I thought that getting benched proved response:	that you weren't needed anymore.
context: All right! One point!\Slowly, I feel like I'm being strangled...\Yet strangely, I feel rather calm,\because panic hasn't affected my concentration just yet.\That's because our goal is so clear in front of us.\Go! One point!\I thought that getting benched proved\that you weren't needed anymore. response:	Back then, I'm pretty sure that was actually accurate.
