context: cukorfalat mameshiba response:	-OP-
context: or just die.\Are you saying it's my fault that he died?\Isn't it so?\He was protecting you all this time.\And I was watching the whole time.\Since Father's body was the only one able to host Satan, he was constantly targeted!\He kept Satan at bay with pure willpower!\He was the strongest Exorcist! response:	As long as his willpower didn't falter...
context: Are you saying it's my fault that he died?\Isn't it so?\He was protecting you all this time.\And I was watching the whole time.\Since Father's body was the only one able to host Satan, he was constantly targeted!\He kept Satan at bay with pure willpower!\He was the strongest Exorcist!\As long as his willpower didn't falter... response:	There's no way Satan could have possessed him!
context: Isn't it so?\He was protecting you all this time.\And I was watching the whole time.\Since Father's body was the only one able to host Satan, he was constantly targeted!\He kept Satan at bay with pure willpower!\He was the strongest Exorcist!\As long as his willpower didn't falter...\There's no way Satan could have possessed him! response:	You said something to him, didn't you?!
context: He was protecting you all this time.\And I was watching the whole time.\Since Father's body was the only one able to host Satan, he was constantly targeted!\He kept Satan at bay with pure willpower!\He was the strongest Exorcist!\As long as his willpower didn't falter...\There's no way Satan could have possessed him!\You said something to him, didn't you?! response:	Never call yourself my father again!
context: And I was watching the whole time.\Since Father's body was the only one able to host Satan, he was constantly targeted!\He kept Satan at bay with pure willpower!\He was the strongest Exorcist!\As long as his willpower didn't falter...\There's no way Satan could have possessed him!\You said something to him, didn't you?!\Never call yourself my father again! response:	If Father had any weakness it would have been you, Rin.
context: Since Father's body was the only one able to host Satan, he was constantly targeted!\He kept Satan at bay with pure willpower!\He was the strongest Exorcist!\As long as his willpower didn't falter...\There's no way Satan could have possessed him!\You said something to him, didn't you?!\Never call yourself my father again!\If Father had any weakness it would have been you, Rin. response:	You killed Father!
context: He kept Satan at bay with pure willpower!\He was the strongest Exorcist!\As long as his willpower didn't falter...\There's no way Satan could have possessed him!\You said something to him, didn't you?!\Never call yourself my father again!\If Father had any weakness it would have been you, Rin.\You killed Father! response:	You're right to call me an idiot, so I don't care what you tell me.
context: He was the strongest Exorcist!\As long as his willpower didn't falter...\There's no way Satan could have possessed him!\You said something to him, didn't you?!\Never call yourself my father again!\If Father had any weakness it would have been you, Rin.\You killed Father!\You're right to call me an idiot, so I don't care what you tell me. response:	However...
context: As long as his willpower didn't falter...\There's no way Satan could have possessed him!\You said something to him, didn't you?!\Never call yourself my father again!\If Father had any weakness it would have been you, Rin.\You killed Father!\You're right to call me an idiot, so I don't care what you tell me.\However... response:	Don't you go pointing a gun at your brother!
context: There's no way Satan could have possessed him!\You said something to him, didn't you?!\Never call yourself my father again!\If Father had any weakness it would have been you, Rin.\You killed Father!\You're right to call me an idiot, so I don't care what you tell me.\However...\Don't you go pointing a gun at your brother! response:	We're brothers, aren't we?!
context: You said something to him, didn't you?!\Never call yourself my father again!\If Father had any weakness it would have been you, Rin.\You killed Father!\You're right to call me an idiot, so I don't care what you tell me.\However...\Don't you go pointing a gun at your brother!\We're brothers, aren't we?! response:	I didn't kill our Father!
context: Never call yourself my father again!\If Father had any weakness it would have been you, Rin.\You killed Father!\You're right to call me an idiot, so I don't care what you tell me.\However...\Don't you go pointing a gun at your brother!\We're brothers, aren't we?!\I didn't kill our Father! response:	If shooting me would make you feel better,
context: If Father had any weakness it would have been you, Rin.\You killed Father!\You're right to call me an idiot, so I don't care what you tell me.\However...\Don't you go pointing a gun at your brother!\We're brothers, aren't we?!\I didn't kill our Father!\If shooting me would make you feel better, response:	go on and shoot!
context: You killed Father!\You're right to call me an idiot, so I don't care what you tell me.\However...\Don't you go pointing a gun at your brother!\We're brothers, aren't we?!\I didn't kill our Father!\If shooting me would make you feel better,\go on and shoot! response:	Shoot!
context: You're right to call me an idiot, so I don't care what you tell me.\However...\Don't you go pointing a gun at your brother!\We're brothers, aren't we?!\I didn't kill our Father!\If shooting me would make you feel better,\go on and shoot!\Shoot! response:	Don't think so lowly of me. I won't fight my brother.
context: However...\Don't you go pointing a gun at your brother!\We're brothers, aren't we?!\I didn't kill our Father!\If shooting me would make you feel better,\go on and shoot!\Shoot!\Don't think so lowly of me. I won't fight my brother. response:	What were Father's last moments like?
context: Don't you go pointing a gun at your brother!\We're brothers, aren't we?!\I didn't kill our Father!\If shooting me would make you feel better,\go on and shoot!\Shoot!\Don't think so lowly of me. I won't fight my brother.\What were Father's last moments like? response:	He was so cool.
context: We're brothers, aren't we?!\I didn't kill our Father!\If shooting me would make you feel better,\go on and shoot!\Shoot!\Don't think so lowly of me. I won't fight my brother.\What were Father's last moments like?\He was so cool. response:	He died protecting me to the very end.
context: I didn't kill our Father!\If shooting me would make you feel better,\go on and shoot!\Shoot!\Don't think so lowly of me. I won't fight my brother.\What were Father's last moments like?\He was so cool.\He died protecting me to the very end. response:	I didn't decide to become an Exorcist out of revenge or some complicated reason like that.
context: If shooting me would make you feel better,\go on and shoot!\Shoot!\Don't think so lowly of me. I won't fight my brother.\What were Father's last moments like?\He was so cool.\He died protecting me to the very end.\I didn't decide to become an Exorcist out of revenge or some complicated reason like that. response:	I just want to become stronger!
context: go on and shoot!\Shoot!\Don't think so lowly of me. I won't fight my brother.\What were Father's last moments like?\He was so cool.\He died protecting me to the very end.\I didn't decide to become an Exorcist out of revenge or some complicated reason like that.\I just want to become stronger! response:	I don't want anyone to die because of me anymore!
context: Shoot!\Don't think so lowly of me. I won't fight my brother.\What were Father's last moments like?\He was so cool.\He died protecting me to the very end.\I didn't decide to become an Exorcist out of revenge or some complicated reason like that.\I just want to become stronger!\I don't want anyone to die because of me anymore! response:	I'm scared... I don't want to see those scary things anymore!
context: Don't think so lowly of me. I won't fight my brother.\What were Father's last moments like?\He was so cool.\He died protecting me to the very end.\I didn't decide to become an Exorcist out of revenge or some complicated reason like that.\I just want to become stronger!\I don't want anyone to die because of me anymore!\I'm scared... I don't want to see those scary things anymore! response:	Yukio.
context: What were Father's last moments like?\He was so cool.\He died protecting me to the very end.\I didn't decide to become an Exorcist out of revenge or some complicated reason like that.\I just want to become stronger!\I don't want anyone to die because of me anymore!\I'm scared... I don't want to see those scary things anymore!\Yukio. response:	Yukio, come with Daddy and fight.
context: He was so cool.\He died protecting me to the very end.\I didn't decide to become an Exorcist out of revenge or some complicated reason like that.\I just want to become stronger!\I don't want anyone to die because of me anymore!\I'm scared... I don't want to see those scary things anymore!\Yukio.\Yukio, come with Daddy and fight. response:	Don't you want to become stronger than those things lurking in the dark
context: He died protecting me to the very end.\I didn't decide to become an Exorcist out of revenge or some complicated reason like that.\I just want to become stronger!\I don't want anyone to die because of me anymore!\I'm scared... I don't want to see those scary things anymore!\Yukio.\Yukio, come with Daddy and fight.\Don't you want to become stronger than those things lurking in the dark response:	so you can protect your brother and the others?
context: I didn't decide to become an Exorcist out of revenge or some complicated reason like that.\I just want to become stronger!\I don't want anyone to die because of me anymore!\I'm scared... I don't want to see those scary things anymore!\Yukio.\Yukio, come with Daddy and fight.\Don't you want to become stronger than those things lurking in the dark\so you can protect your brother and the others? response:	Protect... my brother?
context: I just want to become stronger!\I don't want anyone to die because of me anymore!\I'm scared... I don't want to see those scary things anymore!\Yukio.\Yukio, come with Daddy and fight.\Don't you want to become stronger than those things lurking in the dark\so you can protect your brother and the others?\Protect... my brother? response:	Yeah.
context: I don't want anyone to die because of me anymore!\I'm scared... I don't want to see those scary things anymore!\Yukio.\Yukio, come with Daddy and fight.\Don't you want to become stronger than those things lurking in the dark\so you can protect your brother and the others?\Protect... my brother?\Yeah. response:	It's the same.
context: I'm scared... I don't want to see those scary things anymore!\Yukio.\Yukio, come with Daddy and fight.\Don't you want to become stronger than those things lurking in the dark\so you can protect your brother and the others?\Protect... my brother?\Yeah.\It's the same. response:	Huh?
context: Yukio.\Yukio, come with Daddy and fight.\Don't you want to become stronger than those things lurking in the dark\so you can protect your brother and the others?\Protect... my brother?\Yeah.\It's the same.\Huh? response:	I became an Exorcist because of what Father told me... I wanted to get stronger.
context: Yukio, come with Daddy and fight.\Don't you want to become stronger than those things lurking in the dark\so you can protect your brother and the others?\Protect... my brother?\Yeah.\It's the same.\Huh?\I became an Exorcist because of what Father told me... I wanted to get stronger. response:	It's the same as you.
context: Don't you want to become stronger than those things lurking in the dark\so you can protect your brother and the others?\Protect... my brother?\Yeah.\It's the same.\Huh?\I became an Exorcist because of what Father told me... I wanted to get stronger.\It's the same as you. response:	If you really want to become an Exorcist,
context: so you can protect your brother and the others?\Protect... my brother?\Yeah.\It's the same.\Huh?\I became an Exorcist because of what Father told me... I wanted to get stronger.\It's the same as you.\If you really want to become an Exorcist, response:	this won't be the last time you hear what I just told you.
context: Protect... my brother?\Yeah.\It's the same.\Huh?\I became an Exorcist because of what Father told me... I wanted to get stronger.\It's the same as you.\If you really want to become an Exorcist,\this won't be the last time you hear what I just told you. response:	Just die.
context: Yeah.\It's the same.\Huh?\I became an Exorcist because of what Father told me... I wanted to get stronger.\It's the same as you.\If you really want to become an Exorcist,\this won't be the last time you hear what I just told you.\Just die. response:	Every Exorcist is after your life.
context: It's the same.\Huh?\I became an Exorcist because of what Father told me... I wanted to get stronger.\It's the same as you.\If you really want to become an Exorcist,\this won't be the last time you hear what I just told you.\Just die.\Every Exorcist is after your life. response:	You should be prepared.
context: Huh?\I became an Exorcist because of what Father told me... I wanted to get stronger.\It's the same as you.\If you really want to become an Exorcist,\this won't be the last time you hear what I just told you.\Just die.\Every Exorcist is after your life.\You should be prepared. response:	Yes, sir.
context: I became an Exorcist because of what Father told me... I wanted to get stronger.\It's the same as you.\If you really want to become an Exorcist,\this won't be the last time you hear what I just told you.\Just die.\Every Exorcist is after your life.\You should be prepared.\Yes, sir. response:	Sorry for making you wait.
context: It's the same as you.\If you really want to become an Exorcist,\this won't be the last time you hear what I just told you.\Just die.\Every Exorcist is after your life.\You should be prepared.\Yes, sir.\Sorry for making you wait. response:	Let's continue with the class.
context: If you really want to become an Exorcist,\this won't be the last time you hear what I just told you.\Just die.\Every Exorcist is after your life.\You should be prepared.\Yes, sir.\Sorry for making you wait.\Let's continue with the class. response:	What happened?
context: this won't be the last time you hear what I just told you.\Just die.\Every Exorcist is after your life.\You should be prepared.\Yes, sir.\Sorry for making you wait.\Let's continue with the class.\What happened? response:	What's this?
context: Just die.\Every Exorcist is after your life.\You should be prepared.\Yes, sir.\Sorry for making you wait.\Let's continue with the class.\What happened?\What's this? response:	What the hell did they do?
context: Every Exorcist is after your life.\You should be prepared.\Yes, sir.\Sorry for making you wait.\Let's continue with the class.\What happened?\What's this?\What the hell did they do? response:	602... 602... Let's see.
context: You should be prepared.\Yes, sir.\Sorry for making you wait.\Let's continue with the class.\What happened?\What's this?\What the hell did they do?\602... 602... Let's see. response:	Huh? Why are you here?
context: Yes, sir.\Sorry for making you wait.\Let's continue with the class.\What happened?\What's this?\What the hell did they do?\602... 602... Let's see.\Huh? Why are you here? response:	Are you surprised?
context: Sorry for making you wait.\Let's continue with the class.\What happened?\What's this?\What the hell did they do?\602... 602... Let's see.\Huh? Why are you here?\Are you surprised? response:	I insisted and they put us in the same room.
context: Let's continue with the class.\What happened?\What's this?\What the hell did they do?\602... 602... Let's see.\Huh? Why are you here?\Are you surprised?\I insisted and they put us in the same room. response:	Also, we're the only ones in this dorm.
context: What happened?\What's this?\What the hell did they do?\602... 602... Let's see.\Huh? Why are you here?\Are you surprised?\I insisted and they put us in the same room.\Also, we're the only ones in this dorm. response:	You're dangerous so I have to keep an eye on you.
context: What's this?\What the hell did they do?\602... 602... Let's see.\Huh? Why are you here?\Are you surprised?\I insisted and they put us in the same room.\Also, we're the only ones in this dorm.\You're dangerous so I have to keep an eye on you. response:	Keep an eye on me?!
context: What the hell did they do?\602... 602... Let's see.\Huh? Why are you here?\Are you surprised?\I insisted and they put us in the same room.\Also, we're the only ones in this dorm.\You're dangerous so I have to keep an eye on you.\Keep an eye on me?! response:	Is this a prison or what?!
context: 602... 602... Let's see.\Huh? Why are you here?\Are you surprised?\I insisted and they put us in the same room.\Also, we're the only ones in this dorm.\You're dangerous so I have to keep an eye on you.\Keep an eye on me?!\Is this a prison or what?! response:	Yes and I'm the warden.
context: Huh? Why are you here?\Are you surprised?\I insisted and they put us in the same room.\Also, we're the only ones in this dorm.\You're dangerous so I have to keep an eye on you.\Keep an eye on me?!\Is this a prison or what?!\Yes and I'm the warden. response:	You want to become an Exorcist, right?
context: Are you surprised?\I insisted and they put us in the same room.\Also, we're the only ones in this dorm.\You're dangerous so I have to keep an eye on you.\Keep an eye on me?!\Is this a prison or what?!\Yes and I'm the warden.\You want to become an Exorcist, right? response:	Then you should be able to bear with this.
context: I insisted and they put us in the same room.\Also, we're the only ones in this dorm.\You're dangerous so I have to keep an eye on you.\Keep an eye on me?!\Is this a prison or what?!\Yes and I'm the warden.\You want to become an Exorcist, right?\Then you should be able to bear with this. response:	You little...
context: Also, we're the only ones in this dorm.\You're dangerous so I have to keep an eye on you.\Keep an eye on me?!\Is this a prison or what?!\Yes and I'm the warden.\You want to become an Exorcist, right?\Then you should be able to bear with this.\You little... response:	Excellent!
context: You're dangerous so I have to keep an eye on you.\Keep an eye on me?!\Is this a prison or what?!\Yes and I'm the warden.\You want to become an Exorcist, right?\Then you should be able to bear with this.\You little...\Excellent! response:	Keep up that spirit!
context: Keep an eye on me?!\Is this a prison or what?!\Yes and I'm the warden.\You want to become an Exorcist, right?\Then you should be able to bear with this.\You little...\Excellent!\Keep up that spirit! response:	Now, let's do today's homework.
context: Is this a prison or what?!\Yes and I'm the warden.\You want to become an Exorcist, right?\Then you should be able to bear with this.\You little...\Excellent!\Keep up that spirit!\Now, let's do today's homework. response:	Homework?
context: Yes and I'm the warden.\You want to become an Exorcist, right?\Then you should be able to bear with this.\You little...\Excellent!\Keep up that spirit!\Now, let's do today's homework.\Homework? response:	Weren't you listening?
context: You want to become an Exorcist, right?\Then you should be able to bear with this.\You little...\Excellent!\Keep up that spirit!\Now, let's do today's homework.\Homework?\Weren't you listening? response:	Sure I'll do it! I should do it, right?
context: Then you should be able to bear with this.\You little...\Excellent!\Keep up that spirit!\Now, let's do today's homework.\Homework?\Weren't you listening?\Sure I'll do it! I should do it, right? response:	I should think of a class even you could understand...
context: You little...\Excellent!\Keep up that spirit!\Now, let's do today's homework.\Homework?\Weren't you listening?\Sure I'll do it! I should do it, right?\I should think of a class even you could understand... response:	Every flower that God ever created grows here!
context: Excellent!\Keep up that spirit!\Now, let's do today's homework.\Homework?\Weren't you listening?\Sure I'll do it! I should do it, right?\I should think of a class even you could understand...\Every flower that God ever created grows here! response:	They sneak in through the weak spots in peoples' hearts.
context: Keep up that spirit!\Now, let's do today's homework.\Homework?\Weren't you listening?\Sure I'll do it! I should do it, right?\I should think of a class even you could understand...\Every flower that God ever created grows here!\They sneak in through the weak spots in peoples' hearts. response:	I hate you, Mom!
context: Now, let's do today's homework.\Homework?\Weren't you listening?\Sure I'll do it! I should do it, right?\I should think of a class even you could understand...\Every flower that God ever created grows here!\They sneak in through the weak spots in peoples' hearts.\I hate you, Mom! response:	Get a hold of yourself, damnit!
context: Homework?\Weren't you listening?\Sure I'll do it! I should do it, right?\I should think of a class even you could understand...\Every flower that God ever created grows here!\They sneak in through the weak spots in peoples' hearts.\I hate you, Mom!\Get a hold of yourself, damnit! response:	Mameshiba
context: Weren't you listening?\Sure I'll do it! I should do it, right?\I should think of a class even you could understand...\Every flower that God ever created grows here!\They sneak in through the weak spots in peoples' hearts.\I hate you, Mom!\Get a hold of yourself, damnit!\Mameshiba response:	Ba by!
context: Sure I'll do it! I should do it, right?\I should think of a class even you could understand...\Every flower that God ever created grows here!\They sneak in through the weak spots in peoples' hearts.\I hate you, Mom!\Get a hold of yourself, damnit!\Mameshiba\Ba by! response:	Shi ba!
context: I should think of a class even you could understand...\Every flower that God ever created grows here!\They sneak in through the weak spots in peoples' hearts.\I hate you, Mom!\Get a hold of yourself, damnit!\Mameshiba\Ba by!\Shi ba! response:	Ba by!
context: Every flower that God ever created grows here!\They sneak in through the weak spots in peoples' hearts.\I hate you, Mom!\Get a hold of yourself, damnit!\Mameshiba\Ba by!\Shi ba!\Ba by! response:	Mameshiba
context: They sneak in through the weak spots in peoples' hearts.\I hate you, Mom!\Get a hold of yourself, damnit!\Mameshiba\Ba by!\Shi ba!\Ba by!\Mameshiba response:	LOVE
context: I hate you, Mom!\Get a hold of yourself, damnit!\Mameshiba\Ba by!\Shi ba!\Ba by!\Mameshiba\LOVE response:	The Blue Exorcist
context: Get a hold of yourself, damnit!\Mameshiba\Ba by!\Shi ba!\Ba by!\Mameshiba\LOVE\The Blue Exorcist response:	sei wo uke sorezore ga jinsei wo ouka
context: Mameshiba\Ba by!\Shi ba!\Ba by!\Mameshiba\LOVE\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka response:	nou no black box wo shiru sore wa kou ka
context: Ba by!\Shi ba!\Ba by!\Mameshiba\LOVE\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka response:	you wa limit line wo subete ryouga
context: Shi ba!\Ba by!\Mameshiba\LOVE\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga response:	saa ikou ka fumidasu sore wa kyou da
context: Ba by!\Mameshiba\LOVE\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da response:	yappa hibi wa ika sen kou sotsunaku konashitecha no no
context: Mameshiba\LOVE\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no response:	stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)
context: LOVE\The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go) response:	todokanu mono ya kagiri aru mono ni
context: The Blue Exorcist\sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni response:	atsuku naru mune wo osaetsukeru no wa
context: sei wo uke sorezore ga jinsei wo ouka\nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa response:	rikai mo sezu osaetsukeyou to shitekita
context: nou no black box wo shiru sore wa kou ka\you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita response:	ano otonatachi to onaji jan ka yo
context: you wa limit line wo subete ryouga\saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo response:	doushitatte kanawanai esoragoto darou ga
context: saa ikou ka fumidasu sore wa kyou da\yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga response:	mune wo moyasu hi wa dare ni mo keseya shinai
context: yappa hibi wa ika sen kou sotsunaku konashitecha no no\stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai response:	sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo
context: stop nagare wo mikiwamena mazu mono to mo sezu ikou ze (here we go)\todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo response:	mada ore wa kawareru jibun de kaetemiseru
context: todokanu mono ya kagiri aru mono ni\atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru response:	kore ga sou pride sorezore no basho de
context: atsuku naru mune wo osaetsukeru no wa\rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de response:	mada mada kieru na kokoro no hi wo
context: rikai mo sezu osaetsukeyou to shitekita\ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo response:	mada mada ikeru zo ikeru zo
context: ano otonatachi to onaji jan ka yo\doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo response:	After birth, people live as they wish
context: doushitatte kanawanai esoragoto darou ga\mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish response:	They then learn the black box in their head; is that bliss?
context: mune wo moyasu hi wa dare ni mo keseya shinai\sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss? response:	Just cross over, beyond the line of your limit
context: sora kara furu kuroi ame ga kono mi nurashi furitomanakutomo\mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit response:	Let's go, take a step, and I mean this minute
context: mada ore wa kawareru jibun de kaetemiseru\kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute response:	Life's a bitch, so if it's easy, you're doing it wrong
context: kore ga sou pride sorezore no basho de\mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong response:	Stop, which way is the world going? Then ignore it and go wherever (here we go)
context: mada mada kieru na kokoro no hi wo\mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go) response:	There are things I could never have, things with time
context: mada mada ikeru zo ikeru zo\After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time response:	Is there a reason I force my heart upon them?
context: After birth, people live as they wish\They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them? response:	I never tried to understand, I just forced it on them
context: They then learn the black box in their head; is that bliss?\Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them response:	I'm no better than those lifeless adults
context: Just cross over, beyond the line of your limit\Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults response:	Even if it's just a pipe dream I could never have
context: Let's go, take a step, and I mean this minute\Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have response:	But no one can put out the fire in my heart
context: Life's a bitch, so if it's easy, you're doing it wrong\Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart response:	The black rain may pour hard and leave me drenched
context: Stop, which way is the world going? Then ignore it and go wherever (here we go)\There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched response:	But I know I can change, I will change myself
context: There are things I could never have, things with time\Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself response:	This is my pride, what makes up my core
context: Is there a reason I force my heart upon them?\I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core response:	I won't let my fire be put out; not yet
context: I never tried to understand, I just forced it on them\I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet response:	I'll keep going, and I'll never stop
